forecast_id,site_id,forecast_ts,forecast_generation_mw,model_version,created_ts
FC0000005052,SITE0004,2026-04-28 11:00:00,120.0103,gen-v3.2,2026-04-27 23:00:00
FC0000005053,SITE0004,2026-04-28 12:00:00,109.7761,gen-v3.2,2026-04-28 00:00:00
FC0000005054,SITE0004,2026-04-28 13:00:00,79.1485,gen-v3.1,2026-04-27 13:00:00
FC0000005055,SITE0004,2026-04-28 14:00:00,42.5593,gen-v4.0,2026-04-28 08:00:00
FC0000005056,SITE0004,2026-04-28 15:00:00,111.7531,gen-v4.0,2026-04-27 15:00:00
FC0000005057,SITE0004,2026-04-28 16:00:00,41.4158,gen-v3.2,2026-04-28 10:00:00
FC0000005058,SITE0004,2026-04-28 17:00:00,103.5282,gen-v4.0,2026-04-28 05:00:00
FC0000005059,SITE0004,2026-04-28 18:00:00,67.3589,gen-v4.0,2026-04-27 18:00:00
FC0000005060,SITE0004,2026-04-28 19:00:00,3.9066,gen-v3.2,2026-04-27 19:00:00
FC0000005061,SITE0004,2026-04-28 20:00:00,0.4114,gen-v4.0,2026-04-28 14:00:00
FC0000005062,SITE0004,2026-04-28 21:00:00,0.5790,gen-v3.1,2026-04-27 21:00:00
FC0000005063,SITE0004,2026-04-28 22:00:00,12.4174,gen-v4.0,2026-04-27 22:00:00
FC0000005064,SITE0004,2026-04-28 23:00:00,0.4968,gen-v4.0,2026-04-28 17:00:00
FC0000005065,SITE0004,2026-04-29 00:00:00,2.8020,gen-v3.1,2026-04-28 12:00:00
FC0000005066,SITE0004,2026-04-29 01:00:00,18.2100,gen-v4.0,2026-04-28 19:00:00
FC0000005067,SITE0004,2026-04-29 02:00:00,0.9248,gen-v3.1,2026-04-28 14:00:00
FC0000005068,SITE0004,2026-04-29 03:00:00,-0.4024,gen-v4.0,2026-04-28 03:00:00
FC0000005069,SITE0004,2026-04-29 04:00:00,0.1163,gen-v3.1,2026-04-28 16:00:00
FC0000005070,SITE0004,2026-04-29 05:00:00,0.1273,gen-v3.1,2026-04-28 17:00:00
FC0000005071,SITE0004,2026-04-29 06:00:00,6.2215,gen-v3.2,2026-04-28 06:00:00
FC0000005072,SITE0004,2026-04-29 07:00:00,92.3618,gen-v3.2,2026-04-28 19:00:00
FC0000005073,SITE0004,2026-04-29 08:00:00,107.8000,gen-v3.1,2026-04-28 08:00:00
FC0000005074,SITE0004,2026-04-29 09:00:00,61.9673,gen-v4.0,2026-04-29 03:00:00
FC0000005075,SITE0004,2026-04-29 10:00:00,83.2499,gen-v3.1,2026-04-28 22:00:00
FC0000005076,SITE0004,2026-04-29 11:00:00,80.2918,gen-v3.2,2026-04-29 05:00:00
FC0000005077,SITE0004,2026-04-29 12:00:00,85.7125,gen-v3.1,2026-04-28 12:00:00
FC0000005078,SITE0004,2026-04-29 13:00:00,65.4595,gen-v3.2,2026-04-28 13:00:00
FC0000005079,SITE0004,2026-04-29 14:00:00,55.8580,gen-v3.2,2026-04-28 14:00:00
FC0000005080,SITE0004,2026-04-29 15:00:00,101.2798,gen-v4.0,2026-04-29 03:00:00
FC0000005081,SITE0004,2026-04-29 16:00:00,72.2751,gen-v3.2,2026-04-29 04:00:00
FC0000005082,SITE0004,2026-04-29 17:00:00,75.4434,gen-v4.0,2026-04-28 17:00:00
FC0000005083,SITE0004,2026-04-29 18:00:00,96.4168,gen-v4.0,2026-04-29 12:00:00
FC0000005084,SITE0004,2026-04-29 19:00:00,-0.7571,gen-v3.2,2026-04-29 07:00:00
FC0000005085,SITE0004,2026-04-29 20:00:00,22.6586,gen-v3.2,2026-04-28 20:00:00
FC0000005086,SITE0004,2026-04-29 21:00:00,32.1066,gen-v3.1,2026-04-29 09:00:00
FC0000005087,SITE0004,2026-04-29 22:00:00,0.6351,gen-v3.2,2026-04-29 10:00:00
FC0000005088,SITE0004,2026-04-29 23:00:00,0.0675,gen-v3.2,2026-04-28 23:00:00
FC0000005089,SITE0004,2026-04-30 00:00:00,24.3268,gen-v4.0,2026-04-29 00:00:00
FC0000005090,SITE0004,2026-04-30 01:00:00,4.8090,gen-v4.0,2026-04-29 13:00:00
FC0000005091,SITE0004,2026-04-30 02:00:00,-0.7790,gen-v3.2,2026-04-29 14:00:00
FC0000005092,SITE0004,2026-04-30 03:00:00,16.4504,gen-v3.2,2026-04-29 21:00:00
FC0000005093,SITE0004,2026-04-30 04:00:00,23.8617,gen-v3.1,2026-04-29 22:00:00
FC0000005094,SITE0004,2026-04-30 05:00:00,4.4865,gen-v3.1,2026-04-29 05:00:00
FC0000005095,SITE0004,2026-04-30 06:00:00,-0.6253,gen-v3.2,2026-04-29 06:00:00
FC0000005096,SITE0004,2026-04-30 07:00:00,82.7916,gen-v4.0,2026-04-29 19:00:00
FC0000005097,SITE0004,2026-04-30 08:00:00,65.9719,gen-v3.1,2026-04-29 08:00:00
FC0000005098,SITE0004,2026-04-30 09:00:00,62.4105,gen-v4.0,2026-04-29 09:00:00
FC0000005099,SITE0004,2026-04-30 10:00:00,142.0534,gen-v3.2,2026-04-29 22:00:00
FC0000005100,SITE0004,2026-04-30 11:00:00,87.7012,gen-v4.0,2026-04-29 11:00:00
FC0000005101,SITE0004,2026-04-30 12:00:00,80.0439,gen-v3.2,2026-04-29 12:00:00
FC0000005102,SITE0004,2026-04-30 13:00:00,107.7001,gen-v4.0,2026-04-29 13:00:00
FC0000005103,SITE0004,2026-04-30 14:00:00,64.0855,gen-v3.2,2026-04-30 02:00:00
FC0000005104,SITE0004,2026-04-30 15:00:00,136.7398,gen-v3.1,2026-04-29 15:00:00
FC0000005105,SITE0004,2026-04-30 16:00:00,128.9635,gen-v3.2,2026-04-30 10:00:00
FC0000005106,SITE0004,2026-04-30 17:00:00,63.9587,gen-v3.1,2026-04-30 05:00:00
FC0000005107,SITE0004,2026-04-30 18:00:00,73.9809,gen-v3.2,2026-04-29 18:00:00
FC0000005108,SITE0004,2026-04-30 19:00:00,0.3332,gen-v3.1,2026-04-30 13:00:00
FC0000005109,SITE0004,2026-04-30 20:00:00,8.1137,gen-v4.0,2026-04-30 14:00:00
FC0000005110,SITE0004,2026-04-30 21:00:00,12.1154,gen-v4.0,2026-04-30 15:00:00
FC0000005111,SITE0004,2026-04-30 22:00:00,0.7332,gen-v4.0,2026-04-30 10:00:00
FC0000005112,SITE0004,2026-04-30 23:00:00,0.8116,gen-v3.1,2026-04-30 11:00:00
FC0000005113,SITE0004,2026-05-01 00:00:00,54.1614,gen-v3.1,2026-04-30 12:00:00
FC0000005114,SITE0004,2026-05-01 01:00:00,3.4030,gen-v3.1,2026-04-30 19:00:00
FC0000005115,SITE0004,2026-05-01 02:00:00,6.5189,gen-v3.2,2026-04-30 14:00:00
FC0000005116,SITE0004,2026-05-01 03:00:00,26.7743,gen-v3.1,2026-04-30 21:00:00
FC0000005117,SITE0004,2026-05-01 04:00:00,9.1016,gen-v4.0,2026-04-30 22:00:00
FC0000005118,SITE0004,2026-05-01 05:00:00,0.5991,gen-v3.2,2026-04-30 23:00:00
FC0000005119,SITE0004,2026-05-01 06:00:00,17.4300,gen-v3.1,2026-04-30 18:00:00
FC0000005120,SITE0004,2026-05-01 07:00:00,93.9487,gen-v4.0,2026-05-01 01:00:00
FC0000005121,SITE0004,2026-05-01 08:00:00,80.0272,gen-v3.1,2026-05-01 02:00:00
FC0000005122,SITE0004,2026-05-01 09:00:00,71.5789,gen-v3.1,2026-04-30 09:00:00
FC0000005123,SITE0004,2026-05-01 10:00:00,97.8640,gen-v3.1,2026-04-30 10:00:00
FC0000005124,SITE0004,2026-05-01 11:00:00,67.1954,gen-v3.2,2026-04-30 23:00:00
FC0000005125,SITE0004,2026-05-01 12:00:00,104.1189,gen-v3.2,2026-05-01 06:00:00
FC0000005126,SITE0004,2026-05-01 13:00:00,70.9571,gen-v4.0,2026-05-01 07:00:00
FC0000005127,SITE0004,2026-05-01 14:00:00,58.8849,gen-v3.1,2026-04-30 14:00:00
FC0000005128,SITE0004,2026-05-01 15:00:00,81.1547,gen-v3.1,2026-05-01 03:00:00
FC0000005129,SITE0004,2026-05-01 16:00:00,70.2210,gen-v3.1,2026-05-01 04:00:00
FC0000005130,SITE0004,2026-05-01 17:00:00,64.9885,gen-v3.2,2026-05-01 05:00:00
FC0000005131,SITE0004,2026-05-01 18:00:00,71.6578,gen-v3.1,2026-05-01 12:00:00
FC0000005132,SITE0004,2026-05-01 19:00:00,30.1412,gen-v3.1,2026-04-30 19:00:00
FC0000005133,SITE0004,2026-05-01 20:00:00,0.8995,gen-v3.1,2026-05-01 08:00:00
FC0000005134,SITE0004,2026-05-01 21:00:00,50.1835,gen-v4.0,2026-04-30 21:00:00
FC0000005135,SITE0004,2026-05-01 22:00:00,16.1286,gen-v3.2,2026-05-01 10:00:00
FC0000005136,SITE0004,2026-05-01 23:00:00,38.0875,gen-v3.1,2026-04-30 23:00:00
FC0000005137,SITE0004,2026-05-02 00:00:00,-0.2499,gen-v3.2,2026-05-01 18:00:00
FC0000005138,SITE0004,2026-05-02 01:00:00,15.9453,gen-v3.2,2026-05-01 13:00:00
FC0000005139,SITE0004,2026-05-02 02:00:00,32.8163,gen-v3.1,2026-05-01 20:00:00
FC0000005140,SITE0004,2026-05-02 03:00:00,13.5509,gen-v3.2,2026-05-01 15:00:00
FC0000005141,SITE0004,2026-05-02 04:00:00,-0.9552,gen-v4.0,2026-05-01 16:00:00
FC0000005142,SITE0004,2026-05-02 05:00:00,6.9570,gen-v3.2,2026-05-01 23:00:00
FC0000005143,SITE0004,2026-05-02 06:00:00,8.2795,gen-v4.0,2026-05-01 18:00:00
FC0000005144,SITE0004,2026-05-02 07:00:00,75.1837,gen-v3.2,2026-05-01 07:00:00
FC0000005145,SITE0004,2026-05-02 08:00:00,116.6364,gen-v3.2,2026-05-01 20:00:00
FC0000005146,SITE0004,2026-05-02 09:00:00,86.7642,gen-v3.2,2026-05-01 09:00:00
FC0000005147,SITE0004,2026-05-02 10:00:00,84.0891,gen-v4.0,2026-05-02 04:00:00
FC0000005148,SITE0004,2026-05-02 11:00:00,83.8140,gen-v3.1,2026-05-01 11:00:00
FC0000005149,SITE0004,2026-05-02 12:00:00,100.4540,gen-v4.0,2026-05-01 12:00:00
FC0000005150,SITE0004,2026-05-02 13:00:00,78.1600,gen-v4.0,2026-05-02 01:00:00
FC0000005151,SITE0004,2026-05-02 14:00:00,74.6337,gen-v4.0,2026-05-02 02:00:00
FC0000005152,SITE0004,2026-05-02 15:00:00,96.7554,gen-v3.2,2026-05-02 03:00:00
FC0000005153,SITE0004,2026-05-02 16:00:00,71.1168,gen-v3.2,2026-05-01 16:00:00
FC0000005154,SITE0004,2026-05-02 17:00:00,68.4291,gen-v4.0,2026-05-01 17:00:00
FC0000005155,SITE0004,2026-05-02 18:00:00,83.3220,gen-v3.2,2026-05-01 18:00:00
FC0000005156,SITE0004,2026-05-02 19:00:00,-0.7359,gen-v3.1,2026-05-01 19:00:00
FC0000005157,SITE0004,2026-05-02 20:00:00,-0.2802,gen-v3.1,2026-05-01 20:00:00
FC0000005158,SITE0004,2026-05-02 21:00:00,22.6064,gen-v3.2,2026-05-01 21:00:00
FC0000005159,SITE0004,2026-05-02 22:00:00,11.4100,gen-v3.1,2026-05-01 22:00:00
FC0000005160,SITE0004,2026-05-02 23:00:00,18.4109,gen-v3.1,2026-05-02 17:00:00
FC0000005161,SITE0004,2026-05-03 00:00:00,27.2933,gen-v3.2,2026-05-02 00:00:00
FC0000005162,SITE0004,2026-05-03 01:00:00,14.5057,gen-v3.2,2026-05-02 19:00:00
FC0000005163,SITE0004,2026-05-03 02:00:00,8.3075,gen-v3.1,2026-05-02 14:00:00
FC0000005164,SITE0004,2026-05-03 03:00:00,10.2358,gen-v3.1,2026-05-02 03:00:00
FC0000005165,SITE0004,2026-05-03 04:00:00,0.4598,gen-v4.0,2026-05-02 16:00:00
FC0000005166,SITE0004,2026-05-03 05:00:00,-0.5037,gen-v4.0,2026-05-02 23:00:00
FC0000005167,SITE0004,2026-05-03 06:00:00,17.0639,gen-v3.1,2026-05-02 06:00:00
FC0000005168,SITE0004,2026-05-03 07:00:00,51.2312,gen-v3.1,2026-05-03 01:00:00
FC0000005169,SITE0004,2026-05-03 08:00:00,81.6854,gen-v3.2,2026-05-02 08:00:00
FC0000005170,SITE0004,2026-05-03 09:00:00,77.9293,gen-v4.0,2026-05-02 21:00:00
FC0000005171,SITE0004,2026-05-03 10:00:00,80.8746,gen-v4.0,2026-05-03 04:00:00
FC0000005172,SITE0004,2026-05-03 11:00:00,93.9128,gen-v4.0,2026-05-02 11:00:00
FC0000005173,SITE0004,2026-05-03 12:00:00,99.0762,gen-v3.2,2026-05-02 12:00:00
FC0000005174,SITE0004,2026-05-03 13:00:00,92.0847,gen-v3.1,2026-05-02 13:00:00
FC0000005175,SITE0004,2026-05-03 14:00:00,56.8951,gen-v3.2,2026-05-02 14:00:00
FC0000005176,SITE0004,2026-05-03 15:00:00,91.1265,gen-v3.2,2026-05-03 03:00:00
FC0000005177,SITE0004,2026-05-03 16:00:00,110.7904,gen-v3.1,2026-05-03 10:00:00
FC0000005178,SITE0004,2026-05-03 17:00:00,97.3036,gen-v3.2,2026-05-03 11:00:00
FC0000005179,SITE0004,2026-05-03 18:00:00,123.1961,gen-v4.0,2026-05-02 18:00:00
FC0000005180,SITE0004,2026-05-03 19:00:00,7.4078,gen-v3.1,2026-05-03 07:00:00
FC0000005181,SITE0004,2026-05-03 20:00:00,0.5117,gen-v3.2,2026-05-02 20:00:00
FC0000005182,SITE0004,2026-05-03 21:00:00,1.0026,gen-v4.0,2026-05-02 21:00:00
FC0000005183,SITE0004,2026-05-03 22:00:00,33.2819,gen-v3.2,2026-05-03 16:00:00
FC0000005184,SITE0004,2026-05-03 23:00:00,-0.7615,gen-v4.0,2026-05-03 17:00:00
FC0000005185,SITE0004,2026-05-04 00:00:00,16.6704,gen-v4.0,2026-05-03 00:00:00
FC0000005186,SITE0004,2026-05-04 01:00:00,0.1589,gen-v3.2,2026-05-03 13:00:00
FC0000005187,SITE0004,2026-05-04 02:00:00,-0.3510,gen-v4.0,2026-05-03 02:00:00
FC0000005188,SITE0004,2026-05-04 03:00:00,21.3533,gen-v3.1,2026-05-03 21:00:00
FC0000005189,SITE0004,2026-05-04 04:00:00,-0.8346,gen-v3.1,2026-05-03 22:00:00
FC0000005190,SITE0004,2026-05-04 05:00:00,5.8368,gen-v3.2,2026-05-03 05:00:00
FC0000005191,SITE0004,2026-05-04 06:00:00,-0.4293,gen-v4.0,2026-05-03 18:00:00
FC0000005192,SITE0004,2026-05-04 07:00:00,64.0617,gen-v3.2,2026-05-04 01:00:00
FC0000005193,SITE0004,2026-05-04 08:00:00,83.2137,gen-v3.2,2026-05-03 08:00:00
FC0000005194,SITE0004,2026-05-04 09:00:00,92.8978,gen-v3.1,2026-05-03 21:00:00
FC0000005195,SITE0004,2026-05-04 10:00:00,72.6572,gen-v3.1,2026-05-03 22:00:00
FC0000005196,SITE0004,2026-05-04 11:00:00,59.2234,gen-v3.1,2026-05-03 11:00:00
FC0000005197,SITE0004,2026-05-04 12:00:00,78.8819,gen-v4.0,2026-05-04 00:00:00
FC0000005198,SITE0004,2026-05-04 13:00:00,62.6841,gen-v4.0,2026-05-03 13:00:00
FC0000005199,SITE0004,2026-05-04 14:00:00,122.0242,gen-v3.1,2026-05-04 02:00:00
FC0000005200,SITE0004,2026-05-04 15:00:00,93.9796,gen-v4.0,2026-05-04 09:00:00
FC0000005201,SITE0004,2026-05-04 16:00:00,75.3567,gen-v3.2,2026-05-04 04:00:00
FC0000005202,SITE0004,2026-05-04 17:00:00,72.1509,gen-v3.2,2026-05-04 05:00:00
FC0000005203,SITE0004,2026-05-04 18:00:00,119.0052,gen-v4.0,2026-05-04 06:00:00
FC0000005204,SITE0004,2026-05-04 19:00:00,3.5667,gen-v3.2,2026-05-04 07:00:00
FC0000005205,SITE0004,2026-05-04 20:00:00,7.6759,gen-v3.2,2026-05-04 14:00:00
FC0000005206,SITE0004,2026-05-04 21:00:00,37.0870,gen-v3.2,2026-05-03 21:00:00
FC0000005207,SITE0004,2026-05-04 22:00:00,17.2176,gen-v3.2,2026-05-04 10:00:00
FC0000005208,SITE0004,2026-05-04 23:00:00,39.7144,gen-v3.2,2026-05-03 23:00:00
FC0000005209,SITE0004,2026-05-05 00:00:00,2.4685,gen-v3.1,2026-05-04 00:00:00
FC0000005210,SITE0004,2026-05-05 01:00:00,7.1888,gen-v4.0,2026-05-04 01:00:00
FC0000005211,SITE0004,2026-05-05 02:00:00,-0.4072,gen-v3.1,2026-05-04 02:00:00
FC0000005212,SITE0004,2026-05-05 03:00:00,-0.4680,gen-v3.1,2026-05-04 15:00:00
FC0000005213,SITE0004,2026-05-05 04:00:00,4.3825,gen-v3.1,2026-05-04 22:00:00
FC0000005214,SITE0004,2026-05-05 05:00:00,0.0283,gen-v3.1,2026-05-04 17:00:00
FC0000005215,SITE0004,2026-05-05 06:00:00,0.5327,gen-v3.1,2026-05-04 06:00:00
FC0000005216,SITE0004,2026-05-05 07:00:00,59.3628,gen-v4.0,2026-05-04 19:00:00
FC0000005217,SITE0004,2026-05-05 08:00:00,95.1337,gen-v4.0,2026-05-04 20:00:00
FC0000005218,SITE0004,2026-05-05 09:00:00,51.1174,gen-v3.2,2026-05-04 09:00:00
FC0000005219,SITE0004,2026-05-05 10:00:00,67.6800,gen-v4.0,2026-05-05 04:00:00
FC0000005220,SITE0004,2026-05-05 11:00:00,81.8987,gen-v3.2,2026-05-04 11:00:00
FC0000005221,SITE0004,2026-05-05 12:00:00,54.3923,gen-v3.1,2026-05-04 12:00:00
FC0000005222,SITE0004,2026-05-05 13:00:00,99.8821,gen-v3.1,2026-05-05 01:00:00
FC0000005223,SITE0004,2026-05-05 14:00:00,70.1865,gen-v3.2,2026-05-05 08:00:00
FC0000005224,SITE0004,2026-05-05 15:00:00,53.2796,gen-v3.1,2026-05-05 03:00:00
FC0000005225,SITE0004,2026-05-05 16:00:00,78.2297,gen-v3.1,2026-05-05 10:00:00
FC0000005226,SITE0004,2026-05-05 17:00:00,125.3533,gen-v3.2,2026-05-05 05:00:00
FC0000005227,SITE0004,2026-05-05 18:00:00,96.7390,gen-v4.0,2026-05-05 12:00:00
FC0000005228,SITE0004,2026-05-05 19:00:00,4.1739,gen-v3.1,2026-05-04 19:00:00
FC0000005229,SITE0004,2026-05-05 20:00:00,10.0801,gen-v3.2,2026-05-05 14:00:00
FC0000005230,SITE0004,2026-05-05 21:00:00,0.7827,gen-v3.2,2026-05-05 09:00:00
FC0000005231,SITE0004,2026-05-05 22:00:00,0.6329,gen-v3.1,2026-05-05 16:00:00
FC0000005232,SITE0004,2026-05-05 23:00:00,9.2758,gen-v4.0,2026-05-04 23:00:00
FC0000005233,SITE0004,2026-05-06 00:00:00,10.6637,gen-v4.0,2026-05-05 00:00:00
FC0000005234,SITE0004,2026-05-06 01:00:00,0.9086,gen-v4.0,2026-05-05 13:00:00
FC0000005235,SITE0004,2026-05-06 02:00:00,12.8090,gen-v3.1,2026-05-05 20:00:00
FC0000005236,SITE0004,2026-05-06 03:00:00,15.1352,gen-v3.2,2026-05-05 21:00:00
FC0000005237,SITE0004,2026-05-06 04:00:00,0.1493,gen-v4.0,2026-05-05 22:00:00
FC0000005238,SITE0004,2026-05-06 05:00:00,7.9574,gen-v3.2,2026-05-05 05:00:00
FC0000005239,SITE0004,2026-05-06 06:00:00,10.1835,gen-v3.2,2026-05-05 06:00:00
FC0000005240,SITE0004,2026-05-06 07:00:00,103.3574,gen-v3.1,2026-05-05 07:00:00
FC0000005241,SITE0004,2026-05-06 08:00:00,74.7539,gen-v4.0,2026-05-05 20:00:00
FC0000005242,SITE0004,2026-05-06 09:00:00,86.9034,gen-v3.2,2026-05-05 09:00:00
FC0000005243,SITE0004,2026-05-06 10:00:00,66.4027,gen-v4.0,2026-05-05 22:00:00
FC0000005244,SITE0004,2026-05-06 11:00:00,72.2372,gen-v3.1,2026-05-06 05:00:00
FC0000005245,SITE0004,2026-05-06 12:00:00,97.8411,gen-v3.1,2026-05-05 12:00:00
FC0000005246,SITE0004,2026-05-06 13:00:00,71.8982,gen-v4.0,2026-05-06 01:00:00
FC0000005247,SITE0004,2026-05-06 14:00:00,70.9682,gen-v3.2,2026-05-06 02:00:00
FC0000005248,SITE0004,2026-05-06 15:00:00,72.2617,gen-v4.0,2026-05-06 09:00:00
FC0000005249,SITE0004,2026-05-06 16:00:00,76.0091,gen-v3.2,2026-05-05 16:00:00
FC0000005250,SITE0004,2026-05-06 17:00:00,86.7386,gen-v3.2,2026-05-06 05:00:00
FC0000005251,SITE0004,2026-05-06 18:00:00,58.6127,gen-v4.0,2026-05-06 06:00:00
FC0000005252,SITE0004,2026-05-06 19:00:00,0.8176,gen-v4.0,2026-05-05 19:00:00
FC0000005253,SITE0004,2026-05-06 20:00:00,-0.2495,gen-v4.0,2026-05-06 08:00:00
FC0000005254,SITE0004,2026-05-06 21:00:00,10.5750,gen-v4.0,2026-05-06 15:00:00
FC0000005255,SITE0004,2026-05-06 22:00:00,1.3585,gen-v4.0,2026-05-06 16:00:00
FC0000005256,SITE0004,2026-05-06 23:00:00,-0.6039,gen-v4.0,2026-05-05 23:00:00
FC0000005257,SITE0004,2026-05-07 00:00:00,-0.1357,gen-v3.1,2026-05-06 18:00:00
FC0000005258,SITE0004,2026-05-07 01:00:00,-0.9384,gen-v3.2,2026-05-06 01:00:00
FC0000005259,SITE0004,2026-05-07 02:00:00,16.5419,gen-v3.2,2026-05-06 02:00:00
FC0000005260,SITE0004,2026-05-07 03:00:00,0.3443,gen-v4.0,2026-05-06 15:00:00
FC0000005261,SITE0004,2026-05-07 04:00:00,15.5899,gen-v3.2,2026-05-06 22:00:00
FC0000005262,SITE0004,2026-05-07 05:00:00,22.1567,gen-v4.0,2026-05-06 17:00:00
FC0000005263,SITE0004,2026-05-07 06:00:00,-0.8367,gen-v3.2,2026-05-06 18:00:00
FC0000005264,SITE0004,2026-05-07 07:00:00,74.0008,gen-v4.0,2026-05-07 01:00:00
FC0000005265,SITE0004,2026-05-07 08:00:00,86.1305,gen-v4.0,2026-05-07 02:00:00
FC0000005266,SITE0004,2026-05-07 09:00:00,82.8153,gen-v3.1,2026-05-06 21:00:00
FC0000005267,SITE0004,2026-05-07 10:00:00,113.9757,gen-v3.2,2026-05-06 22:00:00
FC0000005268,SITE0004,2026-05-07 11:00:00,67.2308,gen-v3.2,2026-05-06 23:00:00
FC0000005269,SITE0004,2026-05-07 12:00:00,95.7078,gen-v3.1,2026-05-06 12:00:00
FC0000005270,SITE0004,2026-05-07 13:00:00,71.9958,gen-v3.1,2026-05-07 07:00:00
FC0000005271,SITE0004,2026-05-07 14:00:00,72.3514,gen-v4.0,2026-05-07 02:00:00
FC0000005272,SITE0004,2026-05-07 15:00:00,63.2909,gen-v4.0,2026-05-06 15:00:00
FC0000005273,SITE0004,2026-05-07 16:00:00,69.0847,gen-v4.0,2026-05-07 04:00:00
FC0000005274,SITE0004,2026-05-07 17:00:00,64.0788,gen-v3.2,2026-05-07 05:00:00
FC0000005275,SITE0004,2026-05-07 18:00:00,87.9332,gen-v3.2,2026-05-07 06:00:00
FC0000005276,SITE0004,2026-05-07 19:00:00,-0.1913,gen-v3.2,2026-05-07 07:00:00
FC0000005277,SITE0004,2026-05-07 20:00:00,11.5192,gen-v4.0,2026-05-07 08:00:00
FC0000005278,SITE0004,2026-05-07 21:00:00,-0.2360,gen-v3.1,2026-05-07 15:00:00
FC0000005279,SITE0004,2026-05-07 22:00:00,0.7828,gen-v3.1,2026-05-07 10:00:00
FC0000005280,SITE0004,2026-05-07 23:00:00,15.9773,gen-v3.1,2026-05-07 11:00:00
FC0000005281,SITE0004,2026-05-08 00:00:00,0.1452,gen-v3.2,2026-05-07 18:00:00
FC0000005282,SITE0004,2026-05-08 01:00:00,0.3115,gen-v3.1,2026-05-07 13:00:00
FC0000005283,SITE0004,2026-05-08 02:00:00,19.9161,gen-v3.2,2026-05-07 20:00:00
FC0000005284,SITE0004,2026-05-08 03:00:00,7.3449,gen-v3.1,2026-05-07 15:00:00
FC0000005285,SITE0004,2026-05-08 04:00:00,0.7889,gen-v3.2,2026-05-07 22:00:00
FC0000005286,SITE0004,2026-05-08 05:00:00,-0.5717,gen-v4.0,2026-05-07 17:00:00
FC0000005287,SITE0004,2026-05-08 06:00:00,34.1183,gen-v4.0,2026-05-07 18:00:00
FC0000005288,SITE0004,2026-05-08 07:00:00,83.5401,gen-v3.1,2026-05-08 01:00:00
FC0000005289,SITE0004,2026-05-08 08:00:00,85.8171,gen-v4.0,2026-05-07 20:00:00
FC0000005290,SITE0004,2026-05-08 09:00:00,66.1073,gen-v3.2,2026-05-08 03:00:00
FC0000005291,SITE0004,2026-05-08 10:00:00,92.9182,gen-v3.2,2026-05-07 22:00:00
FC0000005292,SITE0004,2026-05-08 11:00:00,65.5915,gen-v3.1,2026-05-07 11:00:00
FC0000005293,SITE0004,2026-05-08 12:00:00,70.8896,gen-v4.0,2026-05-08 06:00:00
FC0000005294,SITE0004,2026-05-08 13:00:00,88.8668,gen-v4.0,2026-05-08 01:00:00
FC0000005295,SITE0004,2026-05-08 14:00:00,25.9002,gen-v3.2,2026-05-07 14:00:00
FC0000005296,SITE0004,2026-05-08 15:00:00,66.4235,gen-v3.1,2026-05-08 09:00:00
FC0000005297,SITE0004,2026-05-08 16:00:00,72.0609,gen-v3.2,2026-05-08 10:00:00
FC0000005298,SITE0004,2026-05-08 17:00:00,97.7760,gen-v4.0,2026-05-07 17:00:00
FC0000005299,SITE0004,2026-05-08 18:00:00,133.9826,gen-v3.1,2026-05-08 12:00:00
FC0000005300,SITE0004,2026-05-08 19:00:00,24.5331,gen-v4.0,2026-05-07 19:00:00
FC0000005301,SITE0004,2026-05-08 20:00:00,-0.4405,gen-v3.1,2026-05-07 20:00:00
FC0000005302,SITE0004,2026-05-08 21:00:00,-0.3964,gen-v3.1,2026-05-08 15:00:00
FC0000005303,SITE0004,2026-05-08 22:00:00,17.0451,gen-v3.1,2026-05-07 22:00:00
FC0000005304,SITE0004,2026-05-08 23:00:00,6.5412,gen-v4.0,2026-05-07 23:00:00
FC0000005305,SITE0004,2026-05-09 00:00:00,0.4661,gen-v3.2,2026-05-08 00:00:00
FC0000005306,SITE0004,2026-05-09 01:00:00,-0.0943,gen-v3.1,2026-05-08 19:00:00
FC0000005307,SITE0004,2026-05-09 02:00:00,0.1041,gen-v3.1,2026-05-08 14:00:00
FC0000005308,SITE0004,2026-05-09 03:00:00,22.4560,gen-v3.2,2026-05-08 15:00:00
FC0000005309,SITE0004,2026-05-09 04:00:00,14.4764,gen-v3.1,2026-05-08 16:00:00
FC0000005310,SITE0004,2026-05-09 05:00:00,0.6938,gen-v3.2,2026-05-08 17:00:00
FC0000005311,SITE0004,2026-05-09 06:00:00,-0.1110,gen-v4.0,2026-05-09 00:00:00
FC0000005312,SITE0004,2026-05-09 07:00:00,90.4365,gen-v3.1,2026-05-08 07:00:00
FC0000005313,SITE0004,2026-05-09 08:00:00,58.6970,gen-v4.0,2026-05-08 08:00:00
FC0000005314,SITE0004,2026-05-09 09:00:00,84.4600,gen-v3.2,2026-05-08 21:00:00
FC0000005315,SITE0004,2026-05-09 10:00:00,49.6458,gen-v4.0,2026-05-09 04:00:00
FC0000005316,SITE0004,2026-05-09 11:00:00,85.2412,gen-v3.2,2026-05-08 23:00:00
FC0000005317,SITE0004,2026-05-09 12:00:00,67.5884,gen-v3.1,2026-05-09 00:00:00
FC0000005318,SITE0004,2026-05-09 13:00:00,76.3302,gen-v4.0,2026-05-09 07:00:00
FC0000005319,SITE0004,2026-05-09 14:00:00,117.4902,gen-v3.1,2026-05-08 14:00:00
