call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,quarantine_reason
CALL0000007962,SUB00003129,CELL000119,,86.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007966,SUB00001103,CELL000047,,366.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000007967,SUB00000024,CELL000044,,228.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000007969,SUB00004899,CELL000094,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007970,SUB00001654,CELL000136,,575.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000007974,SUB00001254,CELL000215,,10.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000007977,SUB00000264,CELL000042,,697.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000007978,SUB00000195,CELL000217,,555.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000007979,SUB00000413,CELL000109,,180.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007981,SUB00002813,CELL000083,,28.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000007983,SUB00001337,CELL000190,,325.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000007984,SUB00004664,CELL000055,,201.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007985,SUB00000321,CELL000029,,225.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007986,SUB00004143,CELL000028,,132.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000007987,SUB00004149,CELL000095,,164.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007991,SUB00001689,CELL000229,,215.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007993,SUB00004641,CELL000070,,57.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000007994,SUB00000873,CELL000186,,336.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000007995,SUB00001451,CELL000249,,157.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000007996,SUB00003017,CELL000080,,36.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000007997,SUB00000782,CELL000081,,22.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000007998,SUB00001373,CELL000159,,13.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000007999,SUB00000256,CELL000204,,32.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008000,SUB00001881,CELL000183,,124.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008001,SUB00004926,CELL000034,,258.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008003,SUB00003079,CELL000047,,201.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008004,SUB00004581,CELL000174,,81.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008005,SUB00000760,CELL000163,,525.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008006,SUB00003437,CELL000135,,86.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008010,SUB00000409,CELL000112,,13.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008011,SUB00004143,CELL000226,,119.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008014,SUB00001890,CELL000014,,67.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000008015,SUB00001168,CELL000187,,112.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008018,SUB00003134,CELL000101,,338.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008020,SUB00001292,CELL000156,,497.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008023,SUB00001018,CELL000035,,40.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008026,SUB00003550,CELL000175,,44.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008029,SUB00004999,CELL000225,,100.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008031,SUB00001181,CELL000119,,67.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008037,SUB00001803,CELL000095,,138.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008040,SUB00004436,CELL000135,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008042,SUB00002717,CELL000113,,233.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008043,SUB00001018,CELL000110,,137.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008044,SUB00003943,CELL000253,,58.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008048,SUB00004445,CELL000215,,114.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008051,SUB00003862,CELL000006,,55.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008052,SUB00002619,CELL000233,,3.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008053,SUB00001015,CELL000045,,263.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008054,SUB00004879,CELL000251,,45.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008055,SUB00000174,CELL000040,,173.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008056,SUB00000708,CELL000090,,306.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008057,SUB00004286,CELL000093,,45.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008058,SUB00003305,CELL000075,,27.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008059,SUB00000395,CELL000023,,77.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008061,SUB00003831,CELL000196,,15.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008064,SUB00003554,CELL000241,,220.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008065,SUB00002732,CELL000174,,586.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008068,SUB00002027,CELL000153,,21.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008070,SUB00003473,CELL000021,,153.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008071,SUB00003061,CELL000096,,36.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008073,SUB00001621,CELL000154,,535.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008076,SUB00002651,CELL000137,,212.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008078,SUB00003790,CELL000150,,783.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008080,SUB00004369,CELL000021,,196.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008081,SUB00003391,CELL000153,,18.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008085,SUB00004991,CELL000116,,533.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008086,SUB00002771,CELL000022,,151.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008087,SUB00000790,CELL000130,,14.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008089,SUB00004024,CELL000235,,51.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008091,SUB00001869,CELL000091,,213.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008094,SUB00002898,CELL000056,,178.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000008098,SUB00004203,CELL000106,,192.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008100,SUB00003456,CELL000098,,10.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008101,SUB00004034,CELL000077,,105.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008102,SUB00000314,CELL000184,,114.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008107,SUB00004739,CELL000088,,110.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008108,SUB00001188,CELL000044,,52.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008110,SUB00002210,CELL000146,,366.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008112,SUB00004360,CELL000014,,634.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008113,SUB00000019,CELL000041,,338.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000008116,SUB00003416,CELL000175,,123.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008117,SUB00004663,CELL000180,,163.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008118,SUB00002537,CELL000043,,7.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008120,SUB00000073,CELL000250,,118.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008123,SUB00000915,CELL000055,,195.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008125,SUB00004758,CELL000135,,106.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008126,SUB00002977,CELL000067,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008127,SUB00000554,CELL000056,,38.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008131,SUB00004868,CELL000017,,1.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008132,SUB00004780,CELL000255,,24.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000008134,SUB00001052,CELL000030,,413.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008136,SUB00002283,CELL000245,,822.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008138,SUB00003953,CELL000163,,70.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008140,SUB00002054,CELL000206,,95.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008141,SUB00003619,CELL000062,,18.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008143,SUB00002991,CELL000212,,529.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008149,SUB00003121,CELL000045,,154.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008154,SUB00000076,CELL000190,,160.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008158,SUB00000984,CELL000167,,186.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008159,SUB00002896,CELL000121,,206.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008160,SUB00001193,CELL000079,,384.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008161,SUB00004291,CELL000088,,226.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008163,SUB00002760,CELL000115,,40.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008165,SUB00001973,CELL000062,,214.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008166,SUB00001177,CELL000199,,738.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008170,SUB00000219,CELL000054,,41.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008172,SUB00002620,CELL000178,,178.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008182,SUB00002291,CELL000082,,99.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000008188,SUB00004189,CELL000044,,19.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008190,SUB00001627,CELL000199,,602.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008191,SUB00001646,CELL000097,,48.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008193,SUB00001352,CELL000012,,65.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008195,SUB00000688,CELL000206,,343.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008197,SUB00004707,CELL000222,,230.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008199,SUB00001601,CELL000117,,58.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008200,SUB00002650,CELL000168,,499.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008203,SUB00004148,CELL000110,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008206,SUB00003379,CELL000017,,59.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008209,SUB00002592,CELL000046,,117.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008210,SUB00004999,CELL000232,,139.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008215,SUB00004394,CELL000124,,200.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008216,SUB00001843,CELL000199,,280.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008217,SUB00002093,CELL000057,,152.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008218,SUB00003039,CELL000067,,163.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008223,SUB00000847,CELL000245,,2.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008224,SUB00004870,CELL000097,,74.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008225,SUB00000230,CELL000031,,4.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008227,SUB00004283,CELL000126,,246.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008228,SUB00004847,CELL000004,,62.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008229,SUB00004768,CELL000137,,483.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008231,SUB00000629,CELL000215,,338.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000008238,SUB00004654,CELL000135,,7.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008240,SUB00000816,CELL000018,,126.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008242,SUB00004949,CELL000070,,27.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008244,SUB00003818,CELL000122,,32.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008248,SUB00002896,CELL000105,,391.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008249,SUB00003558,CELL000087,,97.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008252,SUB00000584,CELL000040,,422.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008253,SUB00003640,CELL000072,,131.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008254,SUB00003617,CELL000152,,362.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008257,SUB00004536,CELL000038,,173.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008259,SUB00004482,CELL000051,,228.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008260,SUB00001319,CELL000016,,469.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008261,SUB00004063,CELL000079,,156.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008264,SUB00001288,CELL000195,,62.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008265,SUB00004653,CELL000069,,40.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008266,SUB00000581,CELL000174,,509.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008269,SUB00002372,CELL000027,,561.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008270,SUB00000481,CELL000137,,144.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008273,SUB00003359,CELL000164,,15.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008276,SUB00003685,CELL000010,,238.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008279,SUB00003987,CELL000215,,510.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008280,SUB00004948,CELL000198,,30.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008281,SUB00001512,CELL000073,,17.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008282,SUB00002633,CELL000108,,650.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008285,SUB00004416,CELL000099,,48.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008287,SUB00004037,CELL000151,,345.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008291,SUB00001711,CELL000064,,103.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008293,SUB00000716,CELL000134,,10.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008294,SUB00001082,CELL000127,,97.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008300,SUB00000525,CELL000231,,38.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008301,SUB00002119,CELL000137,,211.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008303,SUB00003547,CELL000096,,39.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008304,SUB00004007,CELL000211,,38.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008305,SUB00002791,CELL000110,,535.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008306,SUB00004415,CELL000188,,12.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008307,SUB00004193,CELL000048,,95.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008309,SUB00002662,CELL000054,,10.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008310,SUB00001390,CELL000023,,46.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008311,SUB00000597,CELL000218,,321.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008313,SUB00000618,CELL000193,,548.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008316,SUB00003681,CELL000131,,113.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008318,SUB00003079,CELL000036,,143.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008320,SUB00000574,CELL000032,,29.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008321,SUB00001493,CELL000232,,154.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000008322,SUB00004862,CELL000227,,89.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008323,SUB00000949,CELL000219,,5.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008325,SUB00002136,CELL000163,,128.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008326,SUB00003836,CELL000183,,89.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008327,SUB00004365,CELL000210,,256.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008329,SUB00002914,CELL000219,,20.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008330,SUB00001818,CELL000170,,50.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008331,SUB00001653,CELL000226,,128.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008332,SUB00001592,CELL000089,,2.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008333,SUB00004439,CELL000004,,39.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008334,SUB00004841,CELL000217,,197.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008337,SUB00000381,CELL000200,,243.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008342,SUB00001687,CELL000051,,223.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008343,SUB00001840,CELL000207,,11.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008345,SUB00004681,CELL000166,,29.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008347,SUB00002558,CELL000129,,95.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008348,SUB00000865,CELL000008,,363.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008350,SUB00001892,CELL000196,,81.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008351,SUB00003117,CELL000194,,84.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008352,SUB00003612,CELL000229,,127.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008353,SUB00000897,CELL000103,,75.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008354,SUB00000566,CELL000094,,6.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008357,SUB00001020,CELL000140,,180.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008358,SUB00001732,CELL000006,,292.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008360,SUB00002248,CELL000128,,88.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008361,SUB00004275,CELL000154,,325.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008363,SUB00000849,CELL000233,,15.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008366,SUB00002286,CELL000137,,1.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008367,SUB00004932,CELL000005,,10.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008368,SUB00001338,CELL000226,,158.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000008371,SUB00004718,CELL000136,,188.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008372,SUB00000889,CELL000060,,4.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008374,SUB00000490,CELL000195,,44.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008375,SUB00001270,CELL000045,,218.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000008378,SUB00001155,CELL000124,,100.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008380,SUB00004063,CELL000024,,107.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008384,SUB00001694,CELL000159,,404.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008385,SUB00002119,CELL000018,,157.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008393,SUB00001270,CELL000225,,36.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008394,SUB00003559,CELL000067,,379.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008395,SUB00001098,CELL000101,,139.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008400,SUB00004423,CELL000073,,156.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008401,SUB00002734,CELL000102,,416.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008402,SUB00003702,CELL000155,,221.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008403,SUB00000032,CELL000021,,522.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000008405,SUB00002357,CELL000091,,51.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008406,SUB00000925,CELL000164,,86.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008407,SUB00004548,CELL000191,,117.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008408,SUB00003560,CELL000008,,292.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008409,SUB00004847,CELL000162,,208.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008412,SUB00004718,CELL000076,,32.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008414,SUB00004435,CELL000084,,488.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008416,SUB00002978,CELL000059,,67.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008417,SUB00002690,CELL000063,,281.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008419,SUB00000013,CELL000249,,18.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008421,SUB00003359,CELL000146,,345.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008422,SUB00000003,CELL000138,,54.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008425,SUB00001586,CELL000112,,200.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008426,SUB00004481,CELL000169,,10.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008427,SUB00000519,CELL000163,,461.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008429,SUB00000071,CELL000095,,1.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008431,SUB00003823,CELL000176,,15.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000008434,SUB00002635,CELL000079,,89.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008435,SUB00004207,CELL000243,,1.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008436,SUB00002694,CELL000203,,2.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008441,SUB00002932,CELL000217,,309.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008443,SUB00003577,CELL000097,,7.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008444,SUB00001422,CELL000156,,13.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008445,SUB00004236,CELL000131,,176.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000008446,SUB00004492,CELL000100,,199.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008450,SUB00002575,CELL000151,,32.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008451,SUB00000200,CELL000140,,59.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008452,SUB00004027,CELL000153,,113.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008454,SUB00001636,CELL000155,,62.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008456,SUB00000875,CELL000158,,351.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008459,SUB00000722,CELL000034,,129.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008462,SUB00003957,CELL000058,,255.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008463,SUB00001056,CELL000078,,1.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008467,SUB00000462,CELL000204,,389.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008470,SUB00003771,CELL000245,,83.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008474,SUB00003559,CELL000193,,266.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008475,SUB00004594,CELL000001,,783.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008476,SUB00000104,CELL000241,,241.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000008477,SUB00001195,CELL000119,,41.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008479,SUB00001265,CELL000244,,337.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008481,SUB00001311,CELL000049,,169.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008482,SUB00004251,CELL000159,,124.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000008483,SUB00000747,CELL000042,,150.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008486,SUB00002237,CELL000234,,76.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008487,SUB00003450,CELL000217,,25.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008492,SUB00001542,CELL000078,,70.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008493,SUB00002438,CELL000221,,184.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008494,SUB00000695,CELL000020,,49.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008497,SUB00002518,CELL000052,,167.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008499,SUB00000755,CELL000059,,345.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000008500,SUB00004527,CELL000075,,617.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000008501,SUB00004338,CELL000191,,47.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000008509,SUB00004228,CELL000203,,12.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000008510,SUB00001256,CELL000087,,669.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000008511,SUB00004535,CELL000245,,132.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000008513,SUB00004254,CELL000216,,347.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000008514,SUB00000204,CELL000099,,18.0,MO,Completed,False,switch,,Bad timestamp/duration
