online_order_line_id,online_order_id,line_number,product_id,quantity,unit_price,discount_amount,line_status,_loaded_at_utc,_source_file
OL0000000350,WEB00000121,1,SKU0000009,4,41.87,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000351,WEB00000121,2,SKU0000085,3,372.20,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000352,WEB00000121,3,SKU0000006,3,732.82,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000353,WEB00000121,4,SKU0000502,3,391.20,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000354,WEB00000122,1,SKU0000428,,46.72,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000355,WEB00000122,2,SKU0000305,1,416.71,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000356,WEB00000123,1,SKU0000274,2,58.67,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000357,WEB00000123,2,SKU0000394,,889.10,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000358,WEB00000123,3,SKU0000118,1,545.00,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000359,WEB00000123,4,SKU0000302,4,8.30,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000360,WEB00000124,1,SKU0000276,1,418.45,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000361,WEB00000124,2,SKU0000158,3,142.05,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000362,WEB00000124,3,SKU0000476,3,196.21,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000363,WEB00000124,4,SKU0000082,1,367.62,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000364,WEB00000124,5,SKU0000414,3,231.70,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000365,WEB00000125,1,SKU0000332,1,461.54,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000366,WEB00000125,2,SKU0000379,2,572.14,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000367,WEB00000125,3,SKU0000395,4,291.63,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000368,WEB00000125,4,SKU0000101,2,730.64,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000369,WEB00000125,5,SKU0000526,-1,317.64,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000370,WEB00000126,1,SKU0000295,4,326.51,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000371,WEB00000127,1,SKU0000371,3,488.92,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000372,WEB00000127,2,SKU0000533,-1,286.14,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000373,WEB00000127,3,SKU0000361,,227.24,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000374,WEB00000128,1,SKU0000357,,808.29,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000375,WEB00000128,2,SKU0000132,1,72.62,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000376,WEB00000128,3,SKU0000454,1,216.29,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000377,WEB00000129,1,SKU0000312,1,340.27,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000378,WEB00000129,2,SKU0000487,3,3.12,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000379,WEB00000130,1,SKU0000077,1,1163.09,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000380,WEB00000130,2,SKU0000578,1,508.68,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000381,WEB00000130,3,SKU0000077,3,1163.09,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000382,WEB00000131,1,SKU0000552,1,659.24,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000383,WEB00000131,2,SKU0000380,1,321.76,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000384,WEB00000131,3,SKU0000336,-1,505.20,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000385,WEB00000132,1,SKU0000507,2,731.19,,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000386,WEB00000132,2,SKU0000138,,394.84,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000387,WEB00000132,3,SKU0000166,,155.22,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000388,WEB00000132,4,SKU0000436,-1,115.02,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000389,WEB00000133,1,SKU0000289,2,942.08,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000390,WEB00000133,2,SKU0000111,1,557.52,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000391,WEB00000133,3,SKU0000156,,464.17,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000392,WEB00000134,1,SKU0000055,4,63.35,5,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000393,WEB00000135,1,SKU0000074,3,418.22,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000394,WEB00000136,1,SKU0000226,3,212.68,1,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000395,WEB00000136,2,SKU0000012,,895.36,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000396,WEB00000137,1,SKU0000241,3,73.91,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000397,WEB00000137,2,SKU0000487,3,3.12,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000398,WEB00000138,1,SKU0000313,4,77.02,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000399,WEB00000138,2,SKU0000293,,786.60,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000400,WEB00000139,1,SKU0000232,4,461.17,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000401,WEB00000139,2,SKU0000035,1,231.61,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000402,WEB00000139,3,SKU0000544,2,470.58,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000403,WEB00000140,1,SKU0000481,1,807.85,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000404,WEB00000140,2,SKU0000403,-1,354.83,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000405,WEB00000140,3,SKU0000458,1,218.82,,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000406,WEB00000140,4,SKU0000145,-1,450.89,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000407,WEB00000141,1,SKU0000304,3,586.29,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000408,WEB00000141,2,SKU0000243,-1,136.35,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000409,WEB00000141,3,SKU0000237,-1,892.35,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000410,WEB00000142,1,SKU0000580,1,613.86,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000411,WEB00000143,1,SKU0000257,4,789.30,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000412,WEB00000143,2,SKU0000031,4,289.05,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000413,WEB00000143,3,SKU0000143,4,661.18,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000414,WEB00000143,4,SKU0000465,1,434.43,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000415,WEB00000143,5,SKU0000496,3,487.25,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000416,WEB00000144,1,SKU0000066,,651.90,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000417,WEB00000145,1,SKU0000473,4,305.73,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000418,WEB00000146,1,SKU0000178,1,924.12,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000419,WEB00000146,2,SKU0000092,2,417.78,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000420,WEB00000146,3,SKU0000016,-1,579.13,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000421,WEB00000146,4,SKU0000371,1,488.92,2,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000422,WEB00000147,1,SKU0000235,2,234.88,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000423,WEB00000147,2,SKU0000075,4,215.49,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000424,WEB00000147,3,SKU0000140,4,477.46,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000425,WEB00000147,4,SKU0000451,,109.95,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000426,WEB00000148,1,SKU0000178,,924.12,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000427,WEB00000149,1,SKU0000100,-1,151.55,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000428,WEB00000149,2,SKU0000180,-1,408.40,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000429,WEB00000149,3,SKU0000175,-1,980.41,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000430,WEB00000149,4,SKU0000536,4,162.65,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000431,WEB00000150,1,SKU0000356,,327.80,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000432,WEB00000151,1,SKU0000495,,308.03,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000433,WEB00000151,2,SKU0000026,2,354.26,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000434,WEB00000151,3,SKU0000245,1,378.16,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000435,WEB00000151,4,SKU0000263,1,99.40,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000436,WEB00000152,1,SKU0000001,-1,332.22,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000437,WEB00000152,2,SKU0000314,1,53.34,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000438,WEB00000153,1,SKU0000236,1,70.14,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000439,WEB00000153,2,SKU0000300,1,604.68,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000440,WEB00000153,3,SKU0000384,1,492.81,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000441,WEB00000154,1,SKU0000019,1,115.04,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000442,WEB00000155,1,SKU0000143,3,661.18,,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000443,WEB00000156,1,SKU0000335,2,437.19,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000444,WEB00000157,1,SKU0000062,1,366.28,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000445,WEB00000158,1,SKU0000239,1,211.81,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000446,WEB00000158,2,SKU0000060,1,897.42,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000447,WEB00000159,1,SKU0000236,4,70.14,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000448,WEB00000159,2,SKU0000445,1,254.03,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000449,WEB00000160,1,SKU0000144,,552.42,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000450,WEB00000160,2,SKU0000444,-1,199.58,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000451,WEB00000161,1,SKU0000536,,162.65,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000452,WEB00000161,2,SKU0000465,1,434.43,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000453,WEB00000161,3,SKU0000421,1,311.41,5,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000454,WEB00000162,1,SKU0000280,3,59.18,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000455,WEB00000162,2,SKU0000196,1,442.02,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000456,WEB00000163,1,SKU0000366,4,463.80,1,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000457,WEB00000163,2,SKU0000517,3,122.87,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000458,WEB00000163,3,SKU0000228,1,374.33,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000459,WEB00000163,4,SKU0000088,4,475.62,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000460,WEB00000163,5,SKU0000259,4,31.00,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000461,WEB00000164,1,SKU0000076,,376.92,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000462,WEB00000165,1,SKU0000496,2,487.25,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000463,WEB00000165,2,SKU0000539,-1,415.73,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000464,WEB00000165,3,SKU0000349,1,87.84,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000465,WEB00000165,4,SKU0000213,,1021.27,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000466,WEB00000165,5,SKU0000291,,370.09,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000467,WEB00000166,1,SKU0000234,,534.08,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000468,WEB00000166,2,SKU0000396,3,321.57,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000469,WEB00000166,3,SKU0000294,3,170.43,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000470,WEB00000167,1,SKU0000392,1,469.03,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000471,WEB00000168,1,SKU0000411,3,551.97,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000472,WEB00000168,2,SKU0000042,1,131.79,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000473,WEB00000168,3,SKU0000365,,256.04,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000474,WEB00000168,4,SKU0000189,3,241.14,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000475,WEB00000169,1,SKU0000299,1,27.89,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000476,WEB00000169,2,SKU0000524,-1,959.90,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000477,WEB00000169,3,SKU0000520,2,158.57,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000478,WEB00000169,4,SKU0000200,-1,631.21,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000479,WEB00000169,5,SKU0000325,3,537.91,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000480,WEB00000170,1,SKU0000549,2,158.94,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000481,WEB00000170,2,SKU0000414,2,231.70,,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000482,WEB00000170,3,SKU0000401,2,549.69,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000483,WEB00000171,1,SKU0000209,3,331.76,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000484,WEB00000171,2,SKU0000023,1,264.07,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000485,WEB00000171,3,SKU0000151,3,377.52,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000486,WEB00000172,1,SKU0000014,1,357.47,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000487,WEB00000172,2,SKU0000004,-1,411.62,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000488,WEB00000172,3,SKU0000239,3,211.81,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000489,WEB00000173,1,SKU0000184,4,757.42,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000490,WEB00000173,2,SKU0000552,3,659.24,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000491,WEB00000173,3,SKU0000330,,19.00,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000492,WEB00000174,1,SKU0000060,1,897.42,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000493,WEB00000174,2,SKU0000442,3,39.52,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000494,WEB00000174,3,SKU0000506,4,138.59,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000495,WEB00000174,4,SKU0000085,1,372.20,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000496,WEB00000174,5,SKU0000386,,722.33,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000497,WEB00000175,1,SKU0000220,,383.12,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000498,WEB00000175,2,SKU0000329,4,869.20,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000499,WEB00000175,3,SKU0000039,,132.22,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000500,WEB00000175,4,SKU0000414,3,231.70,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000501,WEB00000175,5,SKU0000484,3,909.84,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000502,WEB00000176,1,SKU0000532,2,18.58,,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000503,WEB00000176,2,SKU0000227,,226.59,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000504,WEB00000176,3,SKU0000309,1,420.75,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000505,WEB00000177,1,SKU0000437,1,167.65,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000506,WEB00000177,2,SKU0000072,2,697.80,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000507,WEB00000177,3,SKU0000502,-1,391.20,,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000508,WEB00000178,1,SKU0000214,2,491.09,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000509,WEB00000178,2,SKU0000520,4,158.57,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000510,WEB00000178,3,SKU0000107,-1,486.66,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000511,WEB00000179,1,SKU0000270,,302.32,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000512,WEB00000179,2,SKU0000301,,143.85,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000513,WEB00000179,3,SKU0000358,1,bad,,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000514,WEB00000180,1,SKU0000375,4,491.34,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000515,WEB00000180,2,SKU0000464,1,553.99,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000516,WEB00000180,3,SKU0000299,1,27.89,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000517,WEB00000180,4,SKU0000307,4,293.76,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000518,WEB00000181,1,SKU0000452,,325.00,,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000519,WEB00000181,2,SKU0000216,1,601.59,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000520,WEB00000181,3,SKU0000209,1,331.76,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000521,WEB00000181,4,SKU0000111,4,557.52,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000522,WEB00000182,1,SKU_BAD,3,496.82,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000523,WEB00000183,1,SKU0000197,-1,718.88,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000524,WEB00000183,2,SKU0000304,2,586.29,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000525,WEB00000183,3,SKU0000052,3,342.09,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000526,WEB00000183,4,SKU0000527,1,156.10,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000527,WEB00000184,1,SKU0000189,1,241.14,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000528,WEB00000184,2,SKU0000040,1,124.99,1,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000529,WEB00000184,3,SKU0000288,-1,292.40,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000530,WEB00000184,4,SKU0000291,3,370.09,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000531,WEB00000184,5,SKU0000544,4,470.58,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000532,WEB00000185,1,SKU0000436,1,115.02,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000533,WEB00000185,2,SKU0000485,4,370.73,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000534,WEB00000185,3,SKU0000198,-1,60.77,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000535,WEB00000185,4,SKU0000532,,18.58,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000536,WEB00000186,1,SKU0000075,1,215.49,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
