online_order_id,customer_id,order_ts,fulfillment_type,fulfillment_store_id,order_status,device_type,_loaded_at_utc,_source_file
WEB00000465,CUST00001478,2026-04-26 05:47:11,Delivery,STR0018,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000466,CUST00000114,2026-04-07 13:04:56,Pickup,STR0005,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000467,CUST00001098,2026-04-13 18:18:20,Ship to Home,STR0008,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000468,CUST00001444,2026-04-16 09:12:41,Pickup,STR0021,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000469,CUST00001182,2026-04-14 11:26:06,Delivery,STR0005,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000470,CUST00000600,2026-05-03 16:40:48,Ship to Home,STR0024,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000471,CUST00000948,2026-05-28 16:54:12,Pickup,STR0002,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000472,CUST00000165,2026-05-24 22:36:38,Ship to Home,STR0006,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000473,CUST00001434,2026-04-18 03:22:12,Ship to Home,STR0022,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000474,CUST00001087,2026-04-22 20:02:00,Ship to Home,STR0006,Cancelled,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000475,CUST00000039,2026-04-19 00:47:42,Ship to Home,STR0008,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000476,CUST00000817,2026-05-20 02:16:29,Ship to Home,STR0007,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000477,CUST00000390,2026-04-28 22:07:34,Pickup,STR0012,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000478,CUST00000104,2026-04-05 02:55:10,Ship to Home,STR0005,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000479,CUST00000509,2026-04-04 02:22:35,Ship to Home,STR0011,Cancelled,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000480,CUST00000932,2026-04-20 13:23:00,Ship to Home,STR0005,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000481,CUST_UNKNOWN,2026-05-07 01:05:44,Ship to Home,STR0016,Delivered,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000482,CUST00001380,2026-05-01 23:50:05,Delivery,STR0013,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000483,CUST00000546,2026-04-19 12:55:45,Ship to Home,STR0002,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000484,CUST00001779,2026-05-24 14:06:08,Delivery,STR0021,Delivered,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000485,CUST00000914,2026-04-21 07:16:24,Delivery,STR0020,Cancelled,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000486,CUST00001036,2026-04-27 22:38:19,Pickup,STR0017,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000487,CUST00001262,2026-04-20 15:17:13,Delivery,STR0022,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000488,CUST00000854,2026-05-14 10:15:11,Pickup,STR0016,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000489,CUST00001697,2026-05-19 12:59:13,Delivery,STR0008,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000490,CUST00000172,2026-05-31 02:21:25,Ship to Home,STR0003,Cancelled,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000491,CUST00000267,2026-05-11 13:44:09,Pickup,STR0012,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000492,CUST00001514,2026-05-05 22:13:22,Delivery,STR0010,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000493,CUST00001725,2026-04-13 02:44:52,Pickup,STR0011,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000494,CUST00000100,2026-05-21 16:15:00,Delivery,STR0006,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000495,CUST00001203,2026-04-02 04:00:20,Delivery,STR0008,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000496,CUST00000890,2026-05-27 07:47:46,Delivery,STR0003,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000497,CUST00000929,2026-04-08 15:54:08,Pickup,STR0012,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000498,CUST00000700,2026-04-02 11:34:23,Pickup,STR0007,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000499,CUST00001253,2026-05-31 01:42:51,Delivery,STR0018,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000500,CUST00000330,2026-04-14 14:09:49,Pickup,STR0003,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000501,CUST00000236,2026-04-27 02:14:37,Pickup,STR0009,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000502,CUST00000631,2026-04-02 23:00:58,Delivery,STR0008,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000503,CUST00000730,2026-05-30 19:14:40,Delivery,STR0001,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000504,CUST00000740,2026-04-17 14:24:45,Pickup,STR0011,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000505,CUST00000084,2026-05-24 22:59:40,Pickup,STR0005,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000506,CUST00000072,2026-04-13 12:29:58,Delivery,STR0011,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000507,CUST00000838,2026-04-06 03:12:59,Pickup,STR0021,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000508,CUST00001653,2026-04-14 17:54:21,Delivery,STR0006,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000509,CUST00001486,2026-05-14 17:49:32,Pickup,STR0005,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000510,CUST00000920,2026-04-07 14:46:10,Pickup,STR0005,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000511,CUST00001100,2026-04-09 12:06:15,Ship to Home,STR0020,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000512,CUST00001382,2026-05-07 01:15:12,Delivery,STR0001,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000513,CUST00000714,2026-05-01 13:24:07,Pickup,STR0010,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000514,CUST00001502,2026-04-25 06:36:21,Pickup,STR0004,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000515,CUST00001516,2026-05-14 13:22:46,Delivery,STR0007,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000516,CUST00001518,2026-05-11 08:50:38,Ship to Home,STR0021,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000517,CUST00001455,2026-04-12 00:59:51,Ship to Home,STR0002,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000518,CUST00000689,2026-04-14 21:17:33,Pickup,STR0025,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000519,CUST00000574,2026-04-14 19:01:46,Delivery,STR0025,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000520,CUST00000864,2026-05-18 07:07:36,Pickup,STR0008,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000521,CUST00000134,2026-05-15 11:07:38,Delivery,STR0011,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000522,CUST00000577,2026-05-12 23:44:14,Delivery,STR0017,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000523,CUST00000190,2026-04-28 20:54:29,Pickup,STR0016,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000524,CUST00001260,2026-04-01 13:55:41,Ship to Home,STR0002,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000525,CUST00000104,2026-04-28 05:11:44,Delivery,STR0022,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000526,CUST00000570,2026-05-21 16:36:09,Delivery,STR0008,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000527,CUST00001004,2026-05-23 14:09:57,Pickup,STR0019,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000528,CUST00001769,2026-04-30 10:24:39,Delivery,STR0023,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000529,CUST00000824,2026-04-20 04:09:46,Pickup,STR0016,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000530,CUST00001412,2026-04-11 21:21:30,Delivery,STR0025,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000531,CUST00001328,2026-04-08 01:51:23,Pickup,STR0007,Delivered,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000532,CUST00000528,2026-04-15 17:30:33,Pickup,STR0016,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000533,CUST00001527,2026-05-01 13:23:33,Pickup,STR0021,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000534,CUST00000584,2026-05-08 12:58:43,Ship to Home,STR0017,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000535,CUST00001462,2026-05-11 03:45:45,Pickup,STR0022,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000536,CUST00000314,2026-05-04 13:46:03,Delivery,STR0017,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000537,CUST00001183,2026-05-22 09:12:23,Ship to Home,STR0019,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000538,CUST00000856,2026-05-24 01:05:41,Ship to Home,STR0004,Cancelled,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000539,CUST00000638,2026-05-03 21:57:34,Delivery,STR0002,Cancelled,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000540,CUST00001317,2026-05-31 04:48:05,Pickup,STR0023,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000541,CUST00000634,2026-04-07 18:38:16,Delivery,STR0007,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000542,CUST00001736,2026-04-03 08:04:45,Ship to Home,STR0019,Delivered,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000543,CUST00000517,2026-05-26 22:58:51,Delivery,STR0019,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000544,CUST00000195,2026-05-24 11:46:57,Pickup,STR0016,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000545,CUST00001774,2026-05-08 03:44:40,Pickup,STR0023,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000546,CUST00000643,2026-05-31 15:17:34,Ship to Home,STR0001,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000547,CUST00001298,2026-05-12 12:12:26,Ship to Home,STR0004,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000548,CUST00001365,2026-05-05 16:52:04,Delivery,STR0018,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000549,CUST00000836,2026-05-24 20:10:30,Delivery,STR0003,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000550,CUST00000273,2026-04-14 07:21:27,Ship to Home,STR0018,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000551,CUST00001762,2026-04-20 17:40:51,Delivery,STR0019,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000552,CUST00001315,2026-04-22 22:32:26,Ship to Home,STR0016,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000553,CUST00001598,2026-04-27 12:13:58,Delivery,STR0008,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000554,CUST00001323,2026-05-30 02:22:34,Ship to Home,STR0009,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000555,CUST00000639,2026-05-03 18:04:15,Pickup,STR0007,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000556,CUST00001229,2026-04-06 20:05:21,Delivery,STR0007,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000557,CUST00000127,2026-05-20 11:35:35,Pickup,STR0003,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000558,CUST00000958,2026-05-30 18:23:20,Ship to Home,STR0024,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000559,CUST00000808,2026-04-24 12:17:24,Delivery,STR0005,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000560,CUST00000416,2026-05-08 20:49:30,Delivery,STR0009,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000561,CUST00000693,2026-05-09 05:26:47,Ship to Home,STR0002,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000562,CUST00000810,2026-05-15 12:27:43,Delivery,STR0010,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000563,CUST00001383,2026-05-17 00:57:17,Ship to Home,STR0024,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000564,CUST00001365,2026-04-02 03:48:43,Ship to Home,STR0024,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000565,CUST00000981,2026-05-20 06:44:59,Ship to Home,STR0013,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000566,CUST00001113,2026-05-18 15:50:52,Delivery,STR0021,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000567,CUST00000740,2026-04-19 19:50:58,Delivery,STR0006,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000568,CUST00000031,2026-04-01 20:51:56,Pickup,STR0010,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000569,CUST00000625,2026-05-08 00:27:53,Ship to Home,STR0016,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000570,CUST00000175,2026-05-30 07:13:42,Ship to Home,STR0002,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000571,CUST00001033,2026-04-19 03:29:13,Pickup,STR0004,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000572,CUST00000820,2026-05-01 04:52:54,Delivery,STR0009,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000573,CUST00001173,2026-04-05 17:51:18,Delivery,STR0023,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000574,CUST00001634,2026-04-01 05:49:21,Delivery,STR0020,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000575,CUST00000209,2026-05-14 01:04:39,Ship to Home,STR0003,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000576,CUST00001295,2026-05-08 08:33:36,Ship to Home,STR0009,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000577,CUST00001552,2026-05-17 03:27:22,Delivery,STR0012,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000578,CUST00000112,2026-05-23 17:34:36,Delivery,STR0001,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000579,CUST00001119,2026-05-07 08:05:35,Pickup,STR0008,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000580,CUST00000755,2026-05-21 19:35:24,Delivery,STR0024,Shipped,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000581,CUST00000646,2026-05-29 17:04:06,Delivery,STR0010,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000582,CUST00000198,2026-05-10 17:22:19,Pickup,STR0015,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000583,CUST00000342,2026-04-25 23:02:48,Ship to Home,STR0009,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000584,CUST00000110,2026-05-27 19:51:14,Pickup,STR0005,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000585,CUST00000495,2026-05-22 18:41:45,Ship to Home,STR0013,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000586,CUST00000883,2026-05-05 17:39:43,Pickup,STR0008,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000587,CUST00000060,2026-05-21 23:38:56,Pickup,STR0019,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000588,CUST00000326,2026-04-14 06:03:50,Ship to Home,STR0020,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000589,CUST00000992,2026-04-25 07:54:31,Ship to Home,STR0006,delivered ,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000590,CUST00001606,2026-05-05 07:25:33,Delivery,STR0006,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000591,CUST00000032,2026-05-10 18:49:58,Pickup,STR0008,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000592,CUST00001641,2026-04-08 08:42:03,Ship to Home,STR0010,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000593,CUST00000016,2026-05-31 06:39:06,Pickup,STR0003,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000594,CUST00000049,2026-05-24 16:42:33,Ship to Home,STR0002,Delivered,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000595,CUST00000785,2026-05-11 13:30:54,Ship to Home,STR0009,Placed,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000596,CUST00001149,2026-04-13 16:28:45,Pickup,STR0022,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000597,CUST00000996,2026-05-05 23:15:21,Pickup,STR0004,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000598,CUST00000698,2026-04-05 11:39:31,Pickup,STR0017,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000599,CUST00000123,2026-04-15 20:46:53,Pickup,STR0002,Cancelled,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000600,CUST00001052,2026-04-26 10:38:50,Ship to Home,STR0025,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000601,CUST00001285,2026-05-21 13:44:48,Pickup,STR0015,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000602,CUST00001404,2026-05-06 19:32:52,Delivery,STR0018,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000603,CUST00001152,2026-05-22 23:58:25,Ship to Home,STR0015,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000604,CUST00001014,2026-05-19 05:49:12,Pickup,STR0012,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000605,CUST00001615,2026-05-28 18:10:12,Pickup,STR0010,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000606,CUST00000980,2026-04-16 23:08:55,Delivery,STR0001,Processing,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000607,CUST00000838,2026-05-16 05:21:31,Delivery,STR0011,Ready,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000608,CUST00001372,2026-04-12 05:02:52,Ship to Home,STR0011,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000609,CUST00000194,2026-04-28 20:31:48,Pickup,STR0022,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000610,CUST00000384,2026-05-26 11:35:35,Ship to Home,STR0021,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000611,CUST00000857,2026-05-04 02:40:32,Delivery,STR0024,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000612,CUST00001050,2026-05-03 16:00:48,Delivery,STR0019,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000613,CUST00001190,2026-04-08 03:48:42,Ship to Home,STR0012,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000614,CUST00000076,2026-04-22 22:58:16,Ship to Home,STR0012,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000615,CUST00000881,2026-05-23 22:33:04,Pickup,STR0012,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000616,CUST00000112,2026-05-29 02:38:32,Delivery,STR0006,delivered ,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000617,CUST00000710,2026-04-10 01:59:04,Ship to Home,STR0006,Shipped,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000618,CUST00001646,2026-05-07 14:15:57,Ship to Home,STR0004,Ready,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000619,CUST00000970,2026-04-18 00:59:16,Ship to Home,STR0022,Cancelled,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000620,CUST00001019,2026-05-21 09:16:28,Pickup,STR0014,Processing,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000621,CUST00001551,2026-04-29 07:56:42,Delivery,STR0006,Delivered,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000622,CUST00000301,2026-05-29 02:49:56,Pickup,STR0016,Placed,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000623,CUST00000663,2026-05-17 02:14:06,Pickup,STR0005,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000624,CUST00000430,2026-05-15 15:00:13,Ship to Home,STR0003,Shipped,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000625,CUST00001402,2026-05-17 09:33:01,Pickup,STR0016,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000626,CUST00001789,2026-04-29 04:45:08,Delivery,STR0008,Processing,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000627,CUST00001069,2026-05-17 13:09:19,Ship to Home,STR0015,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000628,CUST00001318,2026-05-09 09:28:52,Delivery,STR0011,Delivered,iOS,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000629,CUST00001076,2026-05-05 02:07:11,Ship to Home,STR0016,delivered ,Android,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000630,CUST00001311,2026-04-26 23:50:07,Delivery,STR0023,Ready,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000631,CUST00000267,2026-04-02 16:54:50,Ship to Home,STR0020,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
WEB00000632,CUST00000350,2026-05-04 21:01:35,Pickup,STR0004,Placed,Web,2026-08-08T04:42:27.919640+00:00,data/raw/transactions/online_orders.csv
