transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id,transaction_date
T00001519,A000190,CRD000083,M0053,2026-05-20 06:32:00,POS,Api,debit,39.13,INR,Failed,Direct Deposit,branch_teller,BATCH_20260602_A,2026-05-20
T00001520,A000060,,,2026-03-18 10:06:00,ACH,Branch,debit,144.9,USD,Failed,Purchase,card_processor,BATCH_20260601_A,2026-03-18
T00001521,A000008,CRD000095,M0015,2026-04-18 20:08:00,POS,Atm,debit,41.63,EUR,Posted,Transfer,card_processor,BATCH_20260601_A,2026-04-18
T00001522,A000138,CRD000011,M0067,2026-01-10 09:23:00,POS,Online,debit,905.98,USD,Reversed,Bill Pay,branch_teller,BATCH_20260602_A,2026-01-10
T00001523,A000004,CRD000119,M0017,2026-01-14 19:16:00,POS,Api,debit,6.92,USD,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-01-14
T00001524,A000083,CRD000180,M0067,2026-05-16 10:58:00,POS,Online,debit,571.05,EUR,Failed,Purchase,mobile_app,BATCH_20260601_B,2026-05-16
T00001525,A000169,CRD000140,M0065,,POS,Card,debit,37.78,GBP,Pending,Monthly Fee,card_processor,BATCH_20260601_B,
T00001526,A000037,,M0063,,POS,Card,debit,335.34,GBP,Pending,Direct Deposit,mobile_app,BATCH_20260601_A,
T00001527,A000055,,,2026-01-06 03:03:00,ACH,Atm,debit,278.99,GBP,Posted,Direct Deposit,core_banking,BATCH_20260601_A,2026-01-06
T00001528,A000188,,,2026-02-13 17:55:00,ATM,Api,debit,96.61,GBP,Posted,Purchase,core_banking,BATCH_20260601_A,2026-02-13
T00001529,A000206,CRD000115,M0068,,POS,Online,debit,53.25,EUR,Posted,Purchase,branch_teller,BATCH_20260602_A,
T00001530,A000039,CRD000064,M0045,2026-04-09 00:25:00,POS,Mobile,debit,-305.29,EUR,Posted,Monthly Fee,branch_teller,BATCH_20260601_A,2026-04-09
T00001531,A000014,,,2026-04-09 09:13:00,WIRE,Atm,debit,1888.0,GBP,Posted,Purchase,mobile_app,BATCH_20260601_A,2026-04-09
T00001532,A000175,,,,PAYROLL,Online,credit,228.66,USD,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,
T00001533,A000093,,,2026-02-13 15:40:00,ACH,Online,debit,177.86,GBP,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-02-13
T00001534,A000045,,,2026-05-30 00:39:00,ACH,Mobile,debit,12.52,GBP,Posted,Cash Withdrawal,core_banking,BATCH_20260602_A,2026-05-30
T00001535,A000154,CRD000145,M0074,2026-01-01 09:52:00,POS,Card,debit,449.99,GBP,Failed,Monthly Fee,core_banking,BATCH_20260601_B,2026-01-01
T00001536,A999999,CRD000060,M0058,,POS,Mobile,debit,409.13,GBP,Failed,Monthly Fee,card_processor,BATCH_20260602_A,
T00001537,A000126,,,,ATM,Branch,debit,12.28,GBP,Posted,Bill Pay,card_processor,BATCH_20260601_B,
T00001538,A000119,,M0026,2026-01-02 09:13:00,REFUND,Atm,credit,28.24,CAD,Posted,Monthly Fee,core_banking,BATCH_20260601_B,2026-01-02
T00001539,A000135,CRD000163,M0004,2026-05-09 06:05:00,POS,Online,debit,304.81,USD,Reversed,Bill Pay,core_banking,BATCH_20260601_A,2026-05-09
T00001540,A000025,CRD000061,M0061,2026-01-24 21:41:00,POS,Mobile,debit,249.49,CAD,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_A,2026-01-24
T00001541,A000135,,,2026-04-23 03:26:00,ACH,Online,debit,89.4,USD,Posted,Transfer,mobile_app,BATCH_20260602_A,2026-04-23
T00001542,A000215,CRD000136,M0013,,POS,Branch,debit,144.17,EUR,Pending,Monthly Fee,mobile_app,BATCH_20260602_A,
T00001543,A000152,,,,PAYROLL,Online,credit,316.23,EUR,Pending,Transfer,branch_teller,BATCH_20260602_A,
T00001544,A000010,,,2026-02-07 21:06:00,PAYROLL,Branch,credit,-555.63,INR,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_A,2026-02-07
T00001545,A000113,,M0004,,REFUND,Api,credit,488.93,EUR,Posted,Monthly Fee,card_processor,BATCH_20260601_B,
T00001546,A000178,,,,ACH,Branch,debit,98.89,USD,Posted,Cash Withdrawal,card_processor,BATCH_20260602_A,
T00001547,A000194,CRD000092,M0008,2026-04-26 08:04:00,POS,Api,debit,456.85,CAD,Failed,Bill Pay,core_banking,BATCH_20260601_B,2026-04-26
T00001548,A000186,,,2026-02-08 20:55:00,INTEREST,Online,credit,51.68,INR,Posted,Direct Deposit,mobile_app,BATCH_20260601_A,2026-02-08
T00001549,A000037,,,2026-04-19 04:30:00,WIRE,Branch,debit,1940.24,GBP,Reversed,Transfer,branch_teller,BATCH_20260602_A,2026-04-19
T00001550,A000083,CRD000041,M0015,,POS,Online,debit,80.46,EUR,Posted,Direct Deposit,branch_teller,BATCH_20260601_B,
T00001551,A000169,,,,ATM,Online,debit,881.29,USD,Pending,Monthly Fee,core_banking,BATCH_20260601_B,
T00001552,A000195,,,,ACH,Atm,debit,338.4,EUR,Posted,Monthly Fee,branch_teller,BATCH_20260602_A,
T00001553,A000154,CRD000134,M0069,,POS,Online,debit,531.05,GBP,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_A,
T00001554,A000011,,,,WIRE,Online,debit,250.0,EUR,Posted,Purchase,branch_teller,BATCH_20260602_A,
T00001555,A000203,,,2026-03-30 00:55:00,INTEREST,Card,credit,240.95,USD,Posted,Bill Pay,card_processor,BATCH_20260601_B,2026-03-30
T00001556,A000011,CRD000074,M0016,2026-04-04 10:59:00,POS,Api,debit,293.0,EUR,Reversed,Transfer,branch_teller,BATCH_20260601_B,2026-04-04
T00001557,A000060,CRD000055,M0011,2026-02-07 03:51:00,POS,Mobile,debit,92.6,USD,Posted,Purchase,card_processor,BATCH_20260601_A,2026-02-07
T00001558,A000107,CRD000131,M0013,2026-02-14 17:32:00,POS,Card,debit,85.72,INR,Posted,Transfer,card_processor,BATCH_20260601_B,2026-02-14
T00001559,A000105,CRD000147,M0065,,POS,Mobile,debit,85.79,GBP,Failed,Cash Withdrawal,core_banking,BATCH_20260602_A,
T00001560,A000141,CRD000112,M0046,2026-03-30 15:02:00,POS,Mobile,debit,145.39,INR,Posted,Transfer,core_banking,BATCH_20260601_B,2026-03-30
T00001561,A000145,,,2026-01-09 16:01:00,FEE,Online,debit,6.11,CAD,Posted,Bill Pay,mobile_app,BATCH_20260601_A,2026-01-09
T00001562,A000145,,,,WIRE,Online,debit,1199.4499999999998,CAD,Reversed,Monthly Fee,card_processor,BATCH_20260601_B,
T00001563,A000184,,M0046,2026-01-27 05:06:00,REFUND,Online,credit,403.28,CAD,Reversed,Purchase,card_processor,BATCH_20260602_A,2026-01-27
T00001564,A000047,,,,ATM,Mobile,debit,201.48,USD,Pending,Transfer,branch_teller,BATCH_20260601_B,
T00001565,A000170,,,2026-02-09 06:25:00,ACH,Online,debit,263.62,CAD,Posted,Direct Deposit,core_banking,BATCH_20260601_A,2026-02-09
T00001566,A000107,,,2026-02-10 03:36:00,INTEREST,Atm,credit,248.02,INR,Posted,Monthly Fee,core_banking,BATCH_20260601_B,2026-02-10
T00001567,A000169,,,,FEE,Api,debit,42.62,GBP,Posted,Direct Deposit,mobile_app,BATCH_20260602_A,
T00001568,A000206,,,,ATM,Atm,debit,243.52,EUR,Failed,Monthly Fee,card_processor,BATCH_20260601_A,
T00001569,A000148,CRD000112,M0066,,POS,Card,debit,29.35,EUR,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00001570,A000091,CRD000153,M0079,,POS,Mobile,debit,87.29,EUR,Posted,Bill Pay,branch_teller,BATCH_20260601_B,
T00001571,A000066,CRD000071,M0011,2026-03-16 01:54:00,POS,Branch,debit,117.71,CAD,Reversed,Transfer,card_processor,BATCH_20260602_A,2026-03-16
T00001572,A000064,CRD000161,M0042,2026-01-02 03:57:00,POS,Api,debit,417.62,EUR,Pending,Purchase,card_processor,BATCH_20260602_A,2026-01-02
T00001573,A000088,,,,ATM,Atm,debit,70.67,CAD,Reversed,Bill Pay,branch_teller,BATCH_20260601_A,
T00001574,A000105,,,2026-02-02 18:21:00,FEE,Api,debit,42.63,GBP,Reversed,Purchase,mobile_app,BATCH_20260601_A,2026-02-02
T00001575,A000199,,,,PAYROLL,Atm,credit,220.05,INR,Posted,Direct Deposit,core_banking,BATCH_20260602_A,
T00001576,A000201,CRD000093,M0042,2026-04-03 01:58:00,POS,Api,debit,471.64,USD,Reversed,Transfer,mobile_app,BATCH_20260602_A,2026-04-03
T00001577,A000117,,,2026-05-17 21:14:00,WIRE,Atm,debit,899.05,EUR,Posted,Purchase,card_processor,BATCH_20260602_A,2026-05-17
T00001578,A000059,CRD000011,M0054,2026-02-09 10:07:00,POS,Online,debit,68.23,CAD,Posted,Direct Deposit,mobile_app,BATCH_20260602_A,2026-02-09
T00001579,A000026,,,,PAYROLL,Api,credit,55.09,EUR,Posted,Direct Deposit,core_banking,BATCH_20260601_B,
T00001580,A000173,CRD000141,M0047,,POS,Atm,debit,153.43,CAD,Failed,Monthly Fee,branch_teller,BATCH_20260601_A,
T00001581,A000147,,,,ATM,Online,debit,135.71,INR,Posted,Bill Pay,card_processor,BATCH_20260601_B,
T00001582,A000211,,,2026-03-10 01:29:00,ACH,Branch,debit,76.1,USD,Posted,Purchase,branch_teller,BATCH_20260601_B,2026-03-10
T00001583,A000078,,,2026-03-26 12:57:00,PAYROLL,Api,credit,62.15,INR,Reversed,Purchase,card_processor,BATCH_20260602_A,2026-03-26
T00001584,A000193,,,2026-04-29 08:40:00,ACH,Online,debit,171.71,INR,Pending,Monthly Fee,branch_teller,BATCH_20260601_B,2026-04-29
T00001585,A000194,,,,PAYROLL,Online,credit,328.31,EUR,Pending,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00001586,A000064,,,,ATM,Branch,debit,54.88,EUR,Reversed,Bill Pay,card_processor,BATCH_20260602_A,
T00001587,A000137,CRD000145,M0015,,POS,Online,debit,76.89,CAD,Posted,Bill Pay,card_processor,BATCH_20260601_A,
T00001588,A000088,,,,FEE,Card,debit,32.29,CAD,Failed,Cash Withdrawal,card_processor,BATCH_20260601_A,
T00001589,A000012,,,,INTEREST,Api,credit,64.86,CAD,Posted,Cash Withdrawal,mobile_app,BATCH_20260602_A,
T00001590,A000084,,,2026-04-10 00:30:00,PAYROLL,Api,credit,156.7,CAD,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-04-10
T00001591,A000210,,,2026-05-28 02:56:00,ATM,Atm,debit,353.62,INR,Posted,Purchase,core_banking,BATCH_20260601_A,2026-05-28
T00001592,A000085,,M0079,2026-04-03 08:46:00,REFUND,Card,credit,213.75,GBP,Posted,Bill Pay,core_banking,BATCH_20260602_A,2026-04-03
T00001593,A000107,,,,ACH,Api,debit,777.71,INR,Pending,Cash Withdrawal,card_processor,BATCH_20260602_A,
T00001594,A000024,,,2026-04-12 03:37:00,INTEREST,Atm,credit,56.59,USD,Posted,Monthly Fee,card_processor,BATCH_20260601_B,2026-04-12
T00001595,A000155,,,,WIRE,Card,debit,805.56,CAD,Reversed,Cash Withdrawal,branch_teller,BATCH_20260601_B,
T00001596,A000031,,,,WIRE,Card,debit,180.25,INR,Pending,Bill Pay,card_processor,BATCH_20260601_B,
T00001597,A000053,CRD000110,M0055,2026-03-21 15:51:00,POS,Online,debit,79.43,INR,Pending,Monthly Fee,branch_teller,BATCH_20260601_A,2026-03-21
T00001598,A000002,CRD000068,M0053,,POS,Online,debit,433.06,EUR,Failed,Purchase,core_banking,BATCH_20260601_B,
T00001599,A000046,,,,ACH,Card,debit,21.71,GBP,Reversed,Monthly Fee,mobile_app,BATCH_20260602_A,
T00001600,A000026,,,2026-05-25 07:31:00,ACH,Atm,debit,29.29,EUR,Posted,Cash Withdrawal,core_banking,BATCH_20260602_A,2026-05-25
T00001601,A000028,CRD000046,M0047,,POS,Branch,debit,17.98,CAD,Posted,Transfer,branch_teller,BATCH_20260602_A,
T00001602,A000001,,,,PAYROLL,Online,credit,43.52,CAD,Posted,Cash Withdrawal,card_processor,BATCH_20260601_A,
T00001603,A000079,,,,ACH,Card,debit,-264.85,USD,Pending,Purchase,branch_teller,BATCH_20260601_B,
T00001604,A000087,,,,ACH,Api,debit,181.62,CAD,Failed,Monthly Fee,card_processor,BATCH_20260601_A,
T00001605,A000196,,,2026-03-22 19:22:00,ACH,Branch,debit,655.76,INR,Posted,Transfer,core_banking,BATCH_20260602_A,2026-03-22
T00001606,A000054,,,,WIRE,Api,debit,120.15,GBP,Reversed,Direct Deposit,card_processor,BATCH_20260602_A,
T00001607,A000032,,,,ATM,Card,debit,107.0,GBP,Failed,Purchase,card_processor,BATCH_20260602_A,
T00001608,A000029,,,2026-03-28 23:34:00,ACH,Atm,debit,1.47,EUR,Reversed,Direct Deposit,card_processor,BATCH_20260601_B,2026-03-28
T00001609,A000072,,,,ATM,Api,debit,94.24,INR,Pending,Direct Deposit,card_processor,BATCH_20260601_A,
T00001610,A000205,,M0043,,REFUND,Atm,credit,251.47,EUR,Posted,Bill Pay,core_banking,BATCH_20260601_B,
T00001611,A000073,CRD000103,M0030,,POS,Branch,debit,226.06,USD,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00001612,A000169,,,,PAYROLL,Online,credit,112.03,GBP,Reversed,Bill Pay,branch_teller,BATCH_20260601_A,
T00001613,A000022,,,,INTEREST,Api,credit,118.18,USD,Posted,Purchase,core_banking,BATCH_20260601_B,
T00001614,A000138,CRD000046,M0071,,POS,Atm,debit,358.22,USD,Failed,Transfer,core_banking,BATCH_20260601_B,
T00001615,A000188,,,,INTEREST,Atm,credit,264.25,GBP,Posted,Direct Deposit,core_banking,BATCH_20260601_B,
T00001616,A000217,,M0076,,POS,Card,debit,230.96,CAD,Failed,Purchase,core_banking,BATCH_20260601_A,
T00001617,A000065,,M0006,,REFUND,Mobile,credit,192.97,INR,Reversed,Purchase,mobile_app,BATCH_20260601_B,
T00001618,A000022,,M0029,2026-02-14 12:00:00,REFUND,Atm,credit,65.13,USD,Reversed,Purchase,branch_teller,BATCH_20260602_A,2026-02-14
T00001619,A000130,,,,ATM,Branch,debit,27.0,USD,Failed,Purchase,card_processor,BATCH_20260602_A,
T00001620,A000104,,,,FEE,Online,debit,30.31,USD,Posted,Monthly Fee,branch_teller,BATCH_20260601_A,
T00001621,A000146,CRD000177,M0007,,POS,Online,debit,522.98,EUR,Posted,Cash Withdrawal,card_processor,BATCH_20260601_B,
T00001622,A000131,CRD000074,M0023,2026-02-15 10:13:00,POS,Mobile,debit,52.24,USD,Failed,Transfer,mobile_app,BATCH_20260601_A,2026-02-15
T00001623,A000181,,,2026-02-14 07:52:00,ACH,Online,debit,81.37,INR,Pending,Cash Withdrawal,card_processor,BATCH_20260601_A,2026-02-14
T00001624,A000128,CRD000137,M0061,,POS,Online,debit,275.22,INR,Posted,Cash Withdrawal,card_processor,BATCH_20260601_A,
T00001625,A000074,,,,ATM,Mobile,debit,181.41,CAD,Reversed,Transfer,mobile_app,BATCH_20260601_B,
T00001626,A000004,CRD000118,M0010,,POS,Online,debit,44.16,USD,Posted,Bill Pay,core_banking,BATCH_20260601_B,
T00001627,A000061,,,,ATM,Online,debit,216.78,EUR,Pending,Transfer,branch_teller,BATCH_20260602_A,
T00001628,A000169,CRD000034,M0061,,POS,Card,debit,-536.03,GBP,Pending,Monthly Fee,card_processor,BATCH_20260601_B,
T00001629,A000044,,,2026-03-18 12:16:00,PAYROLL,Online,credit,38.0,CAD,Reversed,Bill Pay,card_processor,BATCH_20260601_A,2026-03-18
T00001630,A000155,CRD000085,M0019,2026-02-24 13:03:00,POS,Atm,debit,894.29,CAD,Failed,Direct Deposit,card_processor,BATCH_20260601_A,2026-02-24
T00001631,A000005,CRD000147,M0017,,POS,Online,debit,128.79,USD,Reversed,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00001632,A000020,,,,WIRE,Atm,debit,848.4000000000001,USD,Reversed,Cash Withdrawal,mobile_app,BATCH_20260601_A,
T00001633,A000209,CRD000118,M0049,,POS,Online,debit,266.48,USD,Failed,Transfer,core_banking,BATCH_20260601_B,
T00001634,A000050,CRD000176,M0010,,POS,Online,debit,171.08,EUR,Failed,Cash Withdrawal,branch_teller,BATCH_20260601_A,
T00001635,A000040,CRD000040,M0040,,POS,Card,debit,92.43,EUR,Reversed,Bill Pay,mobile_app,BATCH_20260602_A,
T00001636,A000025,CRD000030,M0065,2026-05-25 07:26:00,POS,Online,debit,127.36,CAD,Reversed,Purchase,core_banking,BATCH_20260601_B,2026-05-25
T00001637,A000150,,,2026-03-08 00:49:00,ATM,Online,debit,92.11,INR,Failed,Bill Pay,core_banking,BATCH_20260602_A,2026-03-08
T00001638,A000118,,,2026-04-22 06:22:00,ATM,Branch,debit,63.74,CAD,Pending,Transfer,branch_teller,BATCH_20260601_B,2026-04-22
T00001639,A000035,CRD000122,M0018,2026-01-24 12:50:00,POS,Branch,debit,426.75,USD,Pending,Purchase,branch_teller,BATCH_20260601_A,2026-01-24
T00001640,A000134,,,2026-02-02 16:09:00,FEE,Mobile,debit,20.57,GBP,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-02-02
T00001641,A000091,CRD000046,M0054,2026-02-04 05:30:00,POS,Atm,debit,104.43,INR,Posted,Monthly Fee,core_banking,BATCH_20260602_A,2026-02-04
T00001642,A000173,,M0016,2026-02-22 01:12:00,REFUND,Branch,credit,26.01,CAD,Posted,Purchase,core_banking,BATCH_20260601_A,2026-02-22
T00001643,A000046,,,2026-02-17 01:14:00,ACH,Api,debit,108.71,USD,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-02-17
T00001644,A000206,,,2026-01-23 07:22:00,ACH,Online,debit,730.59,EUR,Posted,Monthly Fee,core_banking,BATCH_20260602_A,2026-01-23
T00001645,A000092,,,2026-03-22 08:21:00,FEE,Card,debit,42.43,INR,Reversed,Purchase,branch_teller,BATCH_20260601_A,2026-03-22
T00001646,A000201,,,,ACH,Mobile,debit,144.54,USD,Posted,Bill Pay,branch_teller,BATCH_20260601_B,
T00001647,A000003,,,,PAYROLL,Branch,credit,121.61,EUR,Posted,Direct Deposit,mobile_app,BATCH_20260601_A,
T00001648,A000183,,,,ACH,Online,debit,27.95,GBP,Failed,Purchase,core_banking,BATCH_20260601_B,
T00001649,A000153,CRD000180,M0003,,POS,Branch,debit,589.08,EUR,Posted,Purchase,mobile_app,BATCH_20260601_A,
T00001650,A000018,,M0066,,POS,Branch,debit,271.21,CAD,Reversed,Purchase,mobile_app,BATCH_20260601_B,
T00001651,A000134,CRD000057,M0010,2026-03-29 07:38:00,POS,Online,debit,47.66,GBP,Reversed,Transfer,mobile_app,BATCH_20260601_A,2026-03-29
T00001652,A000076,,M0044,,REFUND,Mobile,credit,123.28,GBP,Posted,Transfer,core_banking,BATCH_20260601_B,
T00001653,A000093,,,2026-02-09 00:30:00,ATM,Branch,debit,75.86,GBP,Pending,Bill Pay,mobile_app,BATCH_20260601_A,2026-02-09
T00001654,A000113,CRD000142,M0080,2026-02-21 10:19:00,POS,Mobile,debit,556.77,EUR,Reversed,Purchase,core_banking,BATCH_20260601_B,2026-02-21
T00001655,A000013,,,,ACH,Branch,debit,1083.55,EUR,Posted,Monthly Fee,core_banking,BATCH_20260601_B,
T00001656,A999999,CRD000058,M0021,2026-04-28 09:06:00,POS,Card,debit,76.03,INR,Posted,Purchase,mobile_app,BATCH_20260601_A,2026-04-28
T00001657,A000090,,,2026-03-17 15:11:00,ACH,Mobile,debit,381.87,GBP,Failed,Transfer,mobile_app,BATCH_20260601_B,2026-03-17
T00001658,A000033,CRD000161,M0009,2026-04-15 07:14:00,POS,Atm,debit,156.61,EUR,Posted,Cash Withdrawal,core_banking,BATCH_20260601_B,2026-04-15
T00001659,A000045,,,,ACH,Online,debit,57.77,INR,Posted,Direct Deposit,core_banking,BATCH_20260601_A,
T00001660,A000078,,M0002,,REFUND,Online,credit,384.91,CAD,Posted,Direct Deposit,card_processor,BATCH_20260602_A,
T00001661,A000065,,,2026-03-13 12:54:00,ATM,Online,debit,383.14,GBP,Reversed,Direct Deposit,mobile_app,BATCH_20260601_A,2026-03-13
T00001662,A000051,,,,ATM,Mobile,debit,271.5,INR,Posted,Direct Deposit,card_processor,BATCH_20260602_A,
T00001663,A000187,,,2026-02-05 01:17:00,PAYROLL,Mobile,credit,35.63,CAD,Posted,Monthly Fee,mobile_app,BATCH_20260602_A,2026-02-05
T00001664,A000116,CRD000055,M0022,,POS,Online,debit,118.5,GBP,Pending,Purchase,core_banking,BATCH_20260601_A,
T00001665,A000109,,,2026-01-15 10:55:00,PAYROLL,Api,credit,244.34,INR,Failed,Monthly Fee,core_banking,BATCH_20260601_A,2026-01-15
T00001666,A000171,,,2026-02-02 00:55:00,ACH,Online,debit,400.62,INR,Reversed,Monthly Fee,mobile_app,BATCH_20260601_B,2026-02-02
T00001667,A000033,,,,ATM,Mobile,debit,129.36,EUR,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00001668,A000113,CRD000005,M0054,,POS,Card,debit,543.49,EUR,Posted,Bill Pay,branch_teller,BATCH_20260601_B,
T00001669,A000177,,,2026-05-03 03:34:00,WIRE,Atm,debit,202.8,USD,Posted,Purchase,branch_teller,BATCH_20260601_B,2026-05-03
T00001670,A000012,,,2026-02-21 10:34:00,INTEREST,Online,credit,106.68,EUR,Reversed,Monthly Fee,mobile_app,BATCH_20260602_A,2026-02-21
T00001671,A000085,,,,ACH,Card,debit,323.76,GBP,Posted,Direct Deposit,card_processor,BATCH_20260602_A,
T00001672,A000131,CRD000108,M0022,,POS,Atm,debit,101.73,USD,Failed,Monthly Fee,mobile_app,BATCH_20260602_A,
T00001673,A000066,,M0065,,REFUND,Online,credit,117.47,CAD,Posted,Transfer,mobile_app,BATCH_20260601_A,
T00001674,A000006,CRD000157,M0031,2026-03-06 19:09:00,POS,Online,debit,18.02,EUR,Posted,Transfer,card_processor,BATCH_20260601_B,2026-03-06
T00001675,A000038,,,,ATM,Online,debit,105.3,CAD,Posted,Bill Pay,mobile_app,BATCH_20260602_A,
T00001676,A000106,,,2026-04-12 11:19:00,INTEREST,Api,credit,345.28,CAD,Reversed,Direct Deposit,branch_teller,BATCH_20260602_A,2026-04-12
T00001677,A000186,,,,ATM,Branch,debit,316.69,INR,Posted,Purchase,mobile_app,BATCH_20260602_A,
T00001678,A000077,,,2026-05-07 20:53:00,ACH,Card,debit,136.36,INR,Reversed,Monthly Fee,mobile_app,BATCH_20260601_B,2026-05-07
T00001679,A000181,,,,PAYROLL,Online,credit,472.43,INR,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,
T00001680,A000039,CRD000078,M0009,,POS,Online,debit,165.72,EUR,Posted,Purchase,mobile_app,BATCH_20260601_A,
T00001681,A000073,CRD000139,M0027,2026-03-02 03:18:00,POS,Atm,debit,70.55,USD,Pending,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-03-02
T00001682,A000061,CRD000043,M0018,2026-03-14 19:38:00,POS,Atm,debit,60.72,INR,Pending,Direct Deposit,branch_teller,BATCH_20260602_A,2026-03-14
T00001683,A000165,,,,FEE,Branch,debit,15.77,CAD,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_B,
T00001684,A000005,,,2026-01-15 21:15:00,ATM,Online,debit,104.01,USD,Posted,Direct Deposit,branch_teller,BATCH_20260602_A,2026-01-15
T00001685,A000148,CRD000118,M0051,,POS,Card,debit,725.35,EUR,Reversed,Direct Deposit,branch_teller,BATCH_20260602_A,
T00001686,A000024,,M0065,2026-01-01 19:20:00,REFUND,Branch,credit,365.41,USD,Posted,Bill Pay,branch_teller,BATCH_20260601_B,2026-01-01
T00001687,A000118,,,2026-03-14 13:41:00,FEE,Online,debit,27.65,CAD,Posted,Purchase,core_banking,BATCH_20260601_A,2026-03-14
T00001688,A000148,,M0036,,POS,Online,debit,187.57,EUR,Reversed,Direct Deposit,core_banking,BATCH_20260601_A,
T00001689,A000178,,,,ATM,Branch,debit,94.95,USD,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00001690,A000172,,,,ACH,Online,debit,124.99,USD,Posted,Purchase,core_banking,BATCH_20260601_A,
T00001691,A000048,CRD000082,M0016,,POS,Mobile,debit,448.0,GBP,Posted,Purchase,mobile_app,BATCH_20260601_A,
T00001692,A000007,,,,WIRE,Card,debit,446.31000000000006,USD,Posted,Direct Deposit,mobile_app,BATCH_20260601_A,
T00001693,A000120,,,,FEE,Branch,debit,37.02,CAD,Pending,Bill Pay,card_processor,BATCH_20260601_A,
T00001694,A000095,,,2026-03-31 10:30:00,ACH,Online,debit,32.27,GBP,Posted,Bill Pay,mobile_app,BATCH_20260602_A,2026-03-31
T00001695,A000012,,,2026-03-31 13:53:00,ATM,Online,debit,96.08,EUR,Pending,Cash Withdrawal,card_processor,BATCH_20260601_B,2026-03-31
T00001696,A000102,CRD000069,M0066,,POS,Card,debit,184.41,EUR,Pending,Purchase,mobile_app,BATCH_20260601_A,
T00001697,A000110,CRD000108,M0031,2026-04-18 09:39:00,POS,Atm,debit,170.35,CAD,Reversed,Bill Pay,core_banking,BATCH_20260602_A,2026-04-18
T00001698,A000150,,,,WIRE,Atm,debit,2933.52,USD,Reversed,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00001699,A000176,,,2026-01-21 11:17:00,WIRE,Api,debit,378.78,EUR,Posted,Monthly Fee,card_processor,BATCH_20260602_A,2026-01-21
T00001700,A000177,CRD000070,M0002,,POS,Card,debit,82.46,USD,Pending,Cash Withdrawal,core_banking,BATCH_20260601_B,
T00001701,A000179,,,,ACH,Api,debit,198.68,GBP,Failed,Direct Deposit,mobile_app,BATCH_20260601_B,
T00001702,A000041,CRD000147,M0017,2026-01-13 20:06:00,POS,Online,debit,62.08,INR,Posted,Cash Withdrawal,core_banking,BATCH_20260601_B,2026-01-13
T00001703,A000135,,,2026-02-14 02:54:00,PAYROLL,Online,credit,417.39,USD,Failed,Purchase,card_processor,BATCH_20260602_A,2026-02-14
T00001704,A000037,,M0016,2026-05-19 00:03:00,POS,Online,debit,68.15,GBP,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-05-19
T00001705,A000017,,,2026-04-27 05:12:00,ATM,Branch,debit,55.95,GBP,Reversed,Cash Withdrawal,mobile_app,BATCH_20260601_B,2026-04-27
T00001706,A000152,,,2026-05-24 13:10:00,INTEREST,Online,credit,341.77,EUR,Failed,Direct Deposit,branch_teller,BATCH_20260601_B,2026-05-24
T00001707,A999999,,,2026-05-19 03:27:00,ATM,Atm,debit,24.24,EUR,Posted,Bill Pay,card_processor,BATCH_20260601_B,2026-05-19
T00001708,A000040,,,2026-03-14 06:20:00,ACH,Mobile,debit,70.81,EUR,Pending,Purchase,card_processor,BATCH_20260602_A,2026-03-14
T00001709,A000058,,,,FEE,Api,debit,5.88,EUR,Reversed,Direct Deposit,mobile_app,BATCH_20260601_B,
T00001710,A000004,,,2026-01-18 15:01:00,ACH,Online,debit,590.15,USD,Failed,Direct Deposit,card_processor,BATCH_20260601_B,2026-01-18
T00001711,A000111,,,2026-05-01 07:56:00,WIRE,Online,debit,1153.52,USD,Pending,Monthly Fee,mobile_app,BATCH_20260601_B,2026-05-01
T00001712,A000178,CRD000120,M0035,2026-02-23 10:08:00,POS,Mobile,debit,75.77,USD,Pending,Bill Pay,card_processor,BATCH_20260601_B,2026-02-23
T00001713,A000150,CRD000039,M0001,,POS,Branch,debit,168.08,USD,Posted,Direct Deposit,card_processor,BATCH_20260602_A,
T00001714,A000056,CRD000011,M0051,,POS,Atm,debit,58.22,USD,Reversed,Transfer,core_banking,BATCH_20260602_A,
