customer_id,score_date,credit_score,bureau
C00143,2026-02-28,758.0,Transunion
C00143,2026-03-15,760.0,Experian
C00143,2026-04-28,741.0,Experian
C00143,2026-05-15,765.0,Transunion
C00144,2026-01-28,721.0,Experian
C00144,2026-02-01,711.0,Experian
C00144,2026-03-15,667.0,Equifax
C00144,2026-04-28,712.0,Transunion
C00144,2026-05-15,659.0,Transunion
C00145,2026-01-15,654.0,Transunion
C00145,2026-02-15,706.0,Equifax
C00145,2026-03-28,668.0,Transunion
C00145,2026-04-15,649.0,Equifax
C00145,2026-05-28,646.0,Transunion
C00146,2026-01-28,707.0,Experian
C00146,2026-02-15,705.0,Transunion
C00146,2026-03-15,672.0,Experian
C00146,2026-04-28,684.0,Experian
C00146,2026-05-01,695.0,Equifax
C00147,2026-01-15,597.0,Transunion
C00147,2026-02-28,589.0,Equifax
C00147,2026-03-15,637.0,Equifax
C00147,2026-04-01,619.0,Experian
C00147,2026-05-28,602.0,Transunion
C00148,2026-01-15,694.0,Experian
C00148,2026-02-15,651.0,Experian
C00148,2026-03-15,684.0,Experian
C00148,2026-04-28,709.0,Transunion
C00148,2026-05-28,665.0,Equifax
C00149,2026-01-15,732.0,Equifax
C00149,2026-02-28,757.0,Experian
C00149,2026-03-28,741.0,Equifax
C00149,2026-04-01,746.0,Transunion
C00149,2026-05-01,703.0,Experian
C00150,2026-01-01,806.0,Equifax
C00150,2026-02-01,757.0,Experian
C00150,2026-03-15,775.0,Transunion
C00150,2026-04-01,745.0,Transunion
C00150,2026-05-01,791.0,Transunion
