po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,valid_quantity,valid_unit_cost,quarantine_reason
POL0000001033,PO00000404,2,SKU0000211,-5.0,159.18,Open,False,True,PO line has invalid values
POL0000001035,PO00000405,1,SKU0000481,,123.51,Received,False,True,PO line has invalid values
POL0000001038,PO00000406,2,SKU0000247,-5.0,217.13,Open,False,True,PO line has invalid values
POL0000001048,PO00000410,1,SKU0000302,-5.0,222.8,Open,False,True,PO line has invalid values
POL0000001052,PO00000411,3,SKU0000630,,262.31,Received,False,True,PO line has invalid values
POL0000001053,PO00000411,4,SKU0000293,-5.0,299.08,Received,False,True,PO line has invalid values
POL0000001063,PO00000416,2,SKU0000586,-5.0,118.76,Cancelled,False,True,PO line has invalid values
POL0000001067,PO00000419,1,SKU0000219,-5.0,116.78,Open,False,True,PO line has invalid values
POL0000001073,PO00000421,2,SKU0000133,,192.78,Partial,False,True,PO line has invalid values
POL0000001074,PO00000422,1,SKU0000017,,62.92,Open,False,True,PO line has invalid values
POL0000001075,PO00000422,2,SKU0000402,-5.0,262.51,Open,False,True,PO line has invalid values
POL0000001079,PO00000424,1,SKU0000395,,239.1,Cancelled,False,True,PO line has invalid values
POL0000001086,PO00000428,1,SKU0000141,-5.0,269.52,Cancelled,False,True,PO line has invalid values
POL0000001088,PO00000429,1,SKU0000495,,141.52,Received,False,True,PO line has invalid values
POL0000001089,PO00000429,2,SKU0000333,-5.0,172.56,Open,False,True,PO line has invalid values
POL0000001092,PO00000430,1,SKU0000349,-5.0,129.43,Partial,False,True,PO line has invalid values
POL0000001093,PO00000430,2,SKU0000487,1000.0,,Partial,True,False,PO line has invalid values
POL0000001096,PO00000431,3,SKU0000523,,261.93,Open,False,True,PO line has invalid values
POL0000001099,PO00000432,2,SKU0000579,-5.0,289.24,Partial,False,True,PO line has invalid values
POL0000001107,PO00000435,1,SKU0000218,-5.0,117.62,Received,False,True,PO line has invalid values
POL0000001108,PO00000435,2,SKU0000289,,191.42,Partial,False,True,PO line has invalid values
POL0000001109,PO00000436,1,SKU0000240,,276.39,Partial,False,True,PO line has invalid values
POL0000001117,PO00000439,1,SKU0000227,-5.0,248.23,Received,False,True,PO line has invalid values
POL0000001122,PO00000442,1,SKU0000101,,,Cancelled,False,False,PO line has invalid values
POL0000001123,PO00000442,2,SKU0000550,-5.0,79.0,Cancelled,False,True,PO line has invalid values
POL0000001124,PO00000442,3,SKU0000335,,76.57,Open,False,True,PO line has invalid values
POL0000001126,PO00000444,1,SKU0000653,,55.07,Cancelled,False,True,PO line has invalid values
POL0000001129,PO00000446,2,SKU0000403,,218.14,Open,False,True,PO line has invalid values
POL0000001132,PO00000447,1,SKU0000019,-5.0,61.36,Received,False,True,PO line has invalid values
POL0000001133,PO00000447,2,SKU0000068,-5.0,198.9,Received,False,True,PO line has invalid values
POL0000001140,PO00000450,3,SKU0000078,-5.0,106.21,Open,False,True,PO line has invalid values
POL0000001141,PO00000451,1,SKU0000233,,14.4,Open,False,True,PO line has invalid values
POL0000001143,PO00000452,1,SKU0000441,-5.0,216.68,Partial,False,True,PO line has invalid values
POL0000001144,PO00000452,2,SKU0000529,-5.0,230.58,Open,False,True,PO line has invalid values
POL0000001145,PO00000452,3,SKU0000095,-5.0,129.07,Open,False,True,PO line has invalid values
POL0000001148,PO00000453,2,SKU0000449,,21.88,Cancelled,False,True,PO line has invalid values
POL0000001149,PO00000454,1,SKU0000236,-5.0,88.7,Open,False,True,PO line has invalid values
POL0000001151,PO00000454,3,SKU0000514,-5.0,222.39,Open,False,True,PO line has invalid values
POL0000001152,PO00000455,1,SKU0000266,-5.0,151.11,Received,False,True,PO line has invalid values
POL0000001153,PO00000455,2,SKU0000100,-5.0,224.42,Open,False,True,PO line has invalid values
POL0000001155,PO00000455,4,SKU0000456,,294.63,Received,False,True,PO line has invalid values
POL0000001156,PO00000456,1,SKU0000688,-5.0,8.45,Received,False,True,PO line has invalid values
POL0000001161,PO00000458,3,SKU0000392,,57.28,Cancelled,False,True,PO line has invalid values
POL0000001162,PO00000459,1,SKU0000005,,199.28,Cancelled,False,True,PO line has invalid values
POL0000001166,PO00000460,1,SKU0000440,-5.0,140.15,Cancelled,False,True,PO line has invalid values
POL0000001170,PO00000461,2,SKU0000119,,103.26,Partial,False,True,PO line has invalid values
POL0000001173,PO00000462,2,SKU0000483,,126.24,Open,False,True,PO line has invalid values
POL0000001176,PO00000463,3,SKU0000589,-5.0,56.46,Cancelled,False,True,PO line has invalid values
POL0000001177,PO00000463,4,SKU0000398,-5.0,292.05,Open,False,True,PO line has invalid values
POL0000001179,PO00000465,1,SKU0000384,,289.4,Cancelled,False,True,PO line has invalid values
POL0000001183,PO00000466,1,SKU0000663,,112.15,Open,False,True,PO line has invalid values
POL0000001187,PO00000467,3,SKU0000206,-5.0,51.47,Received,False,True,PO line has invalid values
POL0000001188,PO00000468,1,SKU0000543,-5.0,12.31,Open,False,True,PO line has invalid values
POL0000001192,PO00000469,3,SKU0000456,-5.0,294.63,Open,False,True,PO line has invalid values
POL0000001194,PO00000470,2,SKU0000079,,175.49,Open,False,True,PO line has invalid values
POL0000001197,PO00000471,3,SKU0000071,,92.75,Partial,False,True,PO line has invalid values
POL0000001199,PO00000472,2,SKU0000274,,84.98,Open,False,True,PO line has invalid values
POL0000001201,PO00000473,1,SKU0000388,-5.0,208.78,Cancelled,False,True,PO line has invalid values
POL0000001208,PO00000477,1,SKU0000120,-5.0,249.11,Partial,False,True,PO line has invalid values
POL0000001210,PO00000477,3,SKU0000580,-5.0,64.94,Cancelled,False,True,PO line has invalid values
POL0000001211,PO00000477,4,SKU0000274,-5.0,84.98,Received,False,True,PO line has invalid values
POL0000001214,PO00000480,1,SKU0000065,-5.0,90.37,Open,False,True,PO line has invalid values
POL0000001216,PO00000480,3,SKU0000585,,185.08,Received,False,True,PO line has invalid values
POL0000001218,PO00000481,2,SKU0000177,-5.0,271.24,Open,False,True,PO line has invalid values
POL0000001220,PO00000482,1,SKU0000039,-5.0,186.43,Cancelled,False,True,PO line has invalid values
POL0000001222,PO00000483,1,SKU0000266,,151.11,Open,False,True,PO line has invalid values
POL0000001225,PO00000483,4,SKU0000522,,18.75,Open,False,True,PO line has invalid values
POL0000001230,PO00000485,2,SKU0000527,-5.0,70.18,Open,False,True,PO line has invalid values
POL0000001231,PO00000485,3,SKU0000452,,47.74,Partial,False,True,PO line has invalid values
POL0000001232,PO00000486,1,SKU0000645,-5.0,160.8,Partial,False,True,PO line has invalid values
POL0000001233,PO00000486,2,SKU0000504,,93.71,Received,False,True,PO line has invalid values
POL0000001237,PO00000488,1,SKU0000489,-5.0,248.68,Open,False,True,PO line has invalid values
POL0000001238,PO00000488,2,SKU0000434,,34.39,Open,False,True,PO line has invalid values
POL0000001239,PO00000489,1,SKU0000685,,278.17,Open,False,True,PO line has invalid values
POL0000001241,PO00000489,3,SKU0000302,,222.8,Received,False,True,PO line has invalid values
POL0000001243,PO00000490,1,SKU0000653,,55.07,Received,False,True,PO line has invalid values
POL0000001251,PO00000494,1,SKU0000466,-5.0,79.72,Partial,False,True,PO line has invalid values
POL0000001253,PO00000495,2,SKU0000357,-5.0,137.9,Cancelled,False,True,PO line has invalid values
POL0000001254,PO00000496,1,SKU0000040,-5.0,287.52,Cancelled,False,True,PO line has invalid values
POL0000001260,PO00000497,4,SKU0000112,-5.0,268.19,Partial,False,True,PO line has invalid values
POL0000001261,PO00000498,1,SKU0000308,,56.0,Cancelled,False,True,PO line has invalid values
POL0000001262,PO00000498,2,SKU0000492,,141.52,Open,False,True,PO line has invalid values
POL0000001265,PO00000499,3,SKU0000632,-5.0,135.05,Cancelled,False,True,PO line has invalid values
POL0000001266,PO00000499,4,SKU0000684,-5.0,116.84,Open,False,True,PO line has invalid values
POL0000001272,PO00000502,1,SKU0000154,-5.0,285.85,Cancelled,False,True,PO line has invalid values
POL0000001273,PO00000503,1,SKU0000638,-5.0,225.27,Partial,False,True,PO line has invalid values
POL0000001276,PO00000503,4,SKU0000355,-5.0,180.72,Cancelled,False,True,PO line has invalid values
POL0000001278,PO00000504,2,SKU0000048,-5.0,,Open,False,False,PO line has invalid values
POL0000001279,PO00000504,3,SKU0000077,-5.0,83.37,Cancelled,False,True,PO line has invalid values
POL0000001290,PO00000507,3,SKU0000308,-5.0,56.0,Received,False,True,PO line has invalid values
POL0000001293,PO00000509,2,SKU0000619,,285.44,Open,False,True,PO line has invalid values
POL0000001296,PO00000510,1,SKU0000335,-5.0,76.57,Open,False,True,PO line has invalid values
POL0000001299,PO00000511,1,SKU0000433,-5.0,33.64,Partial,False,True,PO line has invalid values
POL0000001301,PO00000512,1,SKU0000056,-5.0,34.27,Received,False,True,PO line has invalid values
POL0000001310,PO00000515,1,SKU0000297,-5.0,211.04,Open,False,True,PO line has invalid values
POL0000001311,PO00000515,2,SKU0000393,-5.0,79.34,Partial,False,True,PO line has invalid values
POL0000001317,PO00000517,2,SKU0000217,,262.0,Open,False,True,PO line has invalid values
POL0000001320,PO00000518,2,SKU0000674,,99.69,Open,False,True,PO line has invalid values
POL0000001323,PO00000519,1,SKU0000037,,32.94,Open,False,True,PO line has invalid values
POL0000001330,PO00000521,3,SKU0000377,,179.97,Open,False,True,PO line has invalid values
POL0000001336,PO00000523,1,SKU0000489,,248.68,Cancelled,False,True,PO line has invalid values
POL0000001351,PO00000528,3,SKU0000327,-5.0,30.43,Cancelled,False,True,PO line has invalid values
POL0000001353,PO00000530,1,SKU0000184,,84.99,Partial,False,True,PO line has invalid values
POL0000001355,PO00000530,3,SKU0000431,,101.72,Cancelled,False,True,PO line has invalid values
POL0000001358,PO00000532,2,SKU0000425,-5.0,235.42,Open,False,True,PO line has invalid values
POL0000001365,PO00000536,1,SKU0000604,-5.0,253.92,Cancelled,False,True,PO line has invalid values
POL0000001366,PO00000536,2,SKU_UNKNOWN,-5.0,94.64,Received,False,True,PO line has invalid values
POL0000001367,PO00000537,1,SKU0000265,-5.0,229.09,Open,False,True,PO line has invalid values
POL0000001369,PO00000538,2,SKU0000022,-5.0,299.83,Open,False,True,PO line has invalid values
POL0000001371,PO00000539,1,SKU0000100,-5.0,224.42,Open,False,True,PO line has invalid values
POL0000001372,PO00000539,2,SKU0000499,-5.0,13.64,Open,False,True,PO line has invalid values
POL0000001375,PO00000540,3,SKU0000269,,290.28,Received,False,True,PO line has invalid values
POL0000001380,PO00000543,2,SKU0000298,,149.64,Open,False,True,PO line has invalid values
POL0000001387,PO00000547,1,SKU0000599,,20.32,Cancelled,False,True,PO line has invalid values
POL0000001389,PO00000548,2,SKU0000059,-5.0,145.09,Open,False,True,PO line has invalid values
POL0000001393,PO00000550,1,SKU0000186,,45.56,Open,False,True,PO line has invalid values
POL0000001394,PO00000550,2,SKU0000559,,247.75,Received,False,True,PO line has invalid values
POL0000001397,PO00000552,1,SKU0000515,-5.0,143.97,Open,False,True,PO line has invalid values
POL0000001402,PO00000554,3,SKU0000086,-5.0,262.34,Open,False,True,PO line has invalid values
POL0000001405,PO00000556,2,SKU0000141,-5.0,269.52,Open,False,True,PO line has invalid values
POL0000001409,PO00000558,1,SKU0000216,,261.16,Partial,False,True,PO line has invalid values
POL0000001414,PO00000559,2,SKU0000150,-5.0,49.0,Received,False,True,PO line has invalid values
POL0000001421,PO00000561,2,SKU0000549,-5.0,93.77,Cancelled,False,True,PO line has invalid values
POL0000001423,PO00000562,2,SKU0000164,,148.94,Received,False,True,PO line has invalid values
POL0000001424,PO00000562,3,SKU0000523,,261.93,Open,False,True,PO line has invalid values
POL0000001427,PO00000563,3,SKU0000374,,273.17,Received,False,True,PO line has invalid values
POL0000001428,PO00000564,1,SKU0000676,-5.0,230.94,Open,False,True,PO line has invalid values
POL0000001433,PO00000566,3,SKU0000089,-5.0,253.71,Cancelled,False,True,PO line has invalid values
POL0000001436,PO00000567,3,SKU0000088,-5.0,254.15,Open,False,True,PO line has invalid values
POL0000001439,PO00000568,2,SKU0000102,,66.95,Open,False,True,PO line has invalid values
POL0000001441,PO00000569,2,SKU0000013,,203.47,Partial,False,True,PO line has invalid values
POL0000001444,PO00000570,1,SKU0000420,,158.76,Cancelled,False,True,PO line has invalid values
POL0000001446,PO00000570,3,SKU0000443,-5.0,108.92,Cancelled,False,True,PO line has invalid values
POL0000001448,PO00000571,1,SKU0000023,,247.82,Cancelled,False,True,PO line has invalid values
POL0000001455,PO00000574,1,SKU0000406,,210.16,Open,False,True,PO line has invalid values
POL0000001462,PO00000576,4,SKU0000045,,212.28,Open,False,True,PO line has invalid values
POL0000001466,PO00000577,4,SKU0000642,,270.26,Open,False,True,PO line has invalid values
POL0000001476,PO00000581,3,SKU0000521,-5.0,278.47,Cancelled,False,True,PO line has invalid values
POL0000001481,PO00000582,4,SKU0000423,-5.0,165.22,Received,False,True,PO line has invalid values
POL0000001484,PO00000583,3,SKU0000047,-5.0,62.67,Open,False,True,PO line has invalid values
POL0000001486,PO00000584,2,SKU0000659,-5.0,217.93,Received,False,True,PO line has invalid values
POL0000001487,PO00000584,3,SKU0000258,,258.37,Open,False,True,PO line has invalid values
POL0000001490,PO00000585,3,SKU0000330,-5.0,238.69,Cancelled,False,True,PO line has invalid values
POL0000001492,PO00000586,2,SKU0000289,,191.42,Partial,False,True,PO line has invalid values
POL0000001493,PO00000586,3,SKU0000142,,210.38,Received,False,True,PO line has invalid values
POL0000001497,PO00000588,1,SKU0000310,-5.0,285.19,Received,False,True,PO line has invalid values
POL0000001504,PO00000590,2,SKU0000235,-5.0,137.88,Partial,False,True,PO line has invalid values
POL0000001506,PO00000590,4,SKU0000377,100.0,,Received,True,False,PO line has invalid values
POL0000001509,PO00000592,1,SKU0000556,,228.67,Open,False,True,PO line has invalid values
POL0000001513,PO00000593,2,SKU0000242,,189.15,Open,False,True,PO line has invalid values
POL0000001518,PO00000595,1,SKU0000488,,159.38,Partial,False,True,PO line has invalid values
POL0000001520,PO00000596,2,SKU0000480,-5.0,288.48,Cancelled,False,True,PO line has invalid values
POL0000001527,PO00000599,1,SKU0000528,,112.12,Cancelled,False,True,PO line has invalid values
POL0000001531,PO00000600,1,SKU0000607,,144.65,Partial,False,True,PO line has invalid values
POL0000001534,PO00000601,1,SKU0000472,-5.0,60.46,Partial,False,True,PO line has invalid values
POL0000001545,PO00000607,3,SKU0000398,-5.0,292.05,Cancelled,False,True,PO line has invalid values
POL0000001549,PO00000609,1,SKU0000583,-5.0,130.33,Partial,False,True,PO line has invalid values
POL0000001551,PO00000609,3,SKU0000110,,170.29,Open,False,True,PO line has invalid values
POL0000001553,PO00000610,2,SKU0000512,,294.99,Cancelled,False,True,PO line has invalid values
POL0000001558,PO00000612,1,SKU0000031,,81.03,Received,False,True,PO line has invalid values
POL0000001561,PO00000614,2,SKU0000653,-5.0,55.07,Partial,False,True,PO line has invalid values
POL0000001562,PO00000614,3,SKU0000660,,16.29,Cancelled,False,True,PO line has invalid values
POL0000001563,PO00000614,4,SKU0000093,,263.13,Cancelled,False,True,PO line has invalid values
POL0000001564,PO00000615,1,SKU0000221,,107.28,Open,False,True,PO line has invalid values
POL0000001566,PO00000615,3,SKU0000320,-5.0,6.22,Open,False,True,PO line has invalid values
POL0000001571,PO00000618,1,SKU0000291,,66.92,Open,False,True,PO line has invalid values
POL0000001572,PO00000618,2,SKU0000321,,128.78,Open,False,True,PO line has invalid values
POL0000001577,PO00000619,3,SKU0000473,,141.91,Cancelled,False,True,PO line has invalid values
POL0000001580,PO00000620,2,SKU0000466,-5.0,79.72,Cancelled,False,True,PO line has invalid values
POL0000001587,PO00000622,3,SKU0000171,-5.0,111.06,Partial,False,True,PO line has invalid values
POL0000001589,PO00000623,1,SKU0000184,-5.0,84.99,Open,False,True,PO line has invalid values
POL0000001591,PO00000623,3,SKU0000401,,,Cancelled,False,False,PO line has invalid values
POL0000001593,PO00000624,1,SKU0000653,,55.07,Open,False,True,PO line has invalid values
POL0000001606,PO00000631,1,SKU0000116,-5.0,75.87,Open,False,True,PO line has invalid values
POL0000001608,PO00000631,3,SKU0000572,-5.0,284.13,Open,False,True,PO line has invalid values
POL0000001624,PO00000639,1,SKU0000519,-5.0,22.46,Open,False,True,PO line has invalid values
POL0000001626,PO00000640,2,SKU0000436,500.0,,Cancelled,True,False,PO line has invalid values
POL0000001628,PO00000640,4,SKU0000164,-5.0,148.94,Received,False,True,PO line has invalid values
POL0000001630,PO00000642,1,SKU0000460,-5.0,163.81,Partial,False,True,PO line has invalid values
POL0000001634,PO00000644,2,SKU0000267,-5.0,41.45,Cancelled,False,True,PO line has invalid values
POL0000001646,PO00000650,1,SKU0000412,,111.97,Open,False,True,PO line has invalid values
POL0000001648,PO00000651,2,SKU0000027,-5.0,144.08,Received,False,True,PO line has invalid values
POL0000001650,PO00000652,1,SKU0000652,,223.07,Open,False,True,PO line has invalid values
POL0000001654,PO00000653,3,SKU0000153,-5.0,22.93,Partial,False,True,PO line has invalid values
POL0000001660,PO00000655,3,SKU0000016,,11.21,Open,False,True,PO line has invalid values
POL0000001662,PO00000656,1,SKU0000557,-5.0,59.04,Partial,False,True,PO line has invalid values
POL0000001664,PO00000656,3,SKU0000241,,7.28,Received,False,True,PO line has invalid values
POL0000001670,PO00000659,1,SKU0000618,-5.0,17.24,Cancelled,False,True,PO line has invalid values
POL0000001677,PO00000660,4,SKU0000641,-5.0,175.09,Partial,False,True,PO line has invalid values
POL0000001680,PO00000661,3,SKU0000023,-5.0,247.82,Open,False,True,PO line has invalid values
POL0000001685,PO00000663,2,SKU0000320,,6.22,Received,False,True,PO line has invalid values
POL0000001687,PO00000663,4,SKU0000629,-5.0,42.15,Received,False,True,PO line has invalid values
POL0000001689,PO00000665,1,SKU0000589,,56.46,Partial,False,True,PO line has invalid values
POL0000001696,PO00000668,2,SKU0000064,-5.0,136.31,Open,False,True,PO line has invalid values
POL0000001697,PO00000669,1,SKU0000626,-5.0,22.25,Open,False,True,PO line has invalid values
POL0000001699,PO00000670,2,SKU0000494,,101.23,Partial,False,True,PO line has invalid values
POL0000001702,PO00000671,1,SKU0000030,-5.0,167.95,Open,False,True,PO line has invalid values
POL0000001706,PO00000673,1,SKU0000385,-5.0,110.68,Cancelled,False,True,PO line has invalid values
POL0000001710,PO00000674,3,SKU0000545,-5.0,192.63,Cancelled,False,True,PO line has invalid values
POL0000001711,PO00000674,4,SKU0000301,-5.0,199.35,Cancelled,False,True,PO line has invalid values
POL0000001714,PO00000676,2,SKU0000291,,66.92,Partial,False,True,PO line has invalid values
POL0000001716,PO00000676,4,SKU0000459,,220.01,Open,False,True,PO line has invalid values
POL0000001719,PO00000677,3,SKU0000400,,193.77,Partial,False,True,PO line has invalid values
POL0000001722,PO00000678,2,SKU0000446,,5.69,Partial,False,True,PO line has invalid values
POL0000001723,PO00000679,1,SKU0000254,-5.0,256.11,Open,False,True,PO line has invalid values
POL0000001724,PO00000679,2,SKU0000216,,261.16,Partial,False,True,PO line has invalid values
POL0000001726,PO00000679,4,SKU0000079,,175.49,Open,False,True,PO line has invalid values
POL0000001731,PO00000682,2,SKU0000119,,103.26,Cancelled,False,True,PO line has invalid values
POL0000001735,PO00000684,3,SKU0000063,,147.68,Received,False,True,PO line has invalid values
POL0000001736,PO00000684,4,SKU0000287,,153.33,Received,False,True,PO line has invalid values
POL0000001744,PO00000687,1,SKU0000156,-5.0,203.01,Partial,False,True,PO line has invalid values
POL0000001745,PO00000688,1,SKU0000660,,16.29,Cancelled,False,True,PO line has invalid values
POL0000001747,PO00000689,2,SKU0000628,,143.58,Partial,False,True,PO line has invalid values
POL0000001750,PO00000690,2,SKU0000374,,273.17,Partial,False,True,PO line has invalid values
POL0000001752,PO00000691,2,SKU0000596,-5.0,6.93,Partial,False,True,PO line has invalid values
POL0000001753,PO00000692,1,SKU0000546,,136.23,Open,False,True,PO line has invalid values
POL0000001757,PO00000694,1,SKU0000415,,220.81,Cancelled,False,True,PO line has invalid values
POL0000001760,PO00000695,3,SKU0000688,,8.45,Received,False,True,PO line has invalid values
POL0000001763,PO00000696,3,SKU0000415,-5.0,220.81,Open,False,True,PO line has invalid values
POL0000001767,PO00000699,1,SKU0000516,,82.03,Received,False,True,PO line has invalid values
POL0000001775,PO00000702,2,SKU0000505,,147.45,Cancelled,False,True,PO line has invalid values
POL0000001777,PO00000703,2,SKU0000113,,122.37,Partial,False,True,PO line has invalid values
POL0000001786,PO00000706,1,SKU0000388,,208.78,Open,False,True,PO line has invalid values
POL0000001788,PO00000706,3,SKU0000621,-5.0,165.88,Received,False,True,PO line has invalid values
POL0000001798,PO00000710,4,SKU0000615,,282.28,Received,False,True,PO line has invalid values
POL0000001806,PO00000713,1,SKU0000132,,278.5,Partial,False,True,PO line has invalid values
POL0000001807,PO00000713,2,SKU0000305,,28.77,Cancelled,False,True,PO line has invalid values
POL0000001808,PO00000714,1,SKU0000670,-5.0,1.02,Cancelled,False,True,PO line has invalid values
POL0000001811,PO00000716,1,SKU0000091,-5.0,82.29,Open,False,True,PO line has invalid values
POL0000001815,PO00000718,1,SKU0000384,,289.4,Cancelled,False,True,PO line has invalid values
POL0000001817,PO00000719,1,SKU0000535,,241.29,Open,False,True,PO line has invalid values
POL0000001819,PO00000719,3,SKU0000279,-5.0,219.46,Partial,False,True,PO line has invalid values
POL0000001823,PO00000721,2,SKU0000337,,40.48,Received,False,True,PO line has invalid values
POL0000001825,PO00000722,1,SKU0000418,-5.0,281.99,Open,False,True,PO line has invalid values
POL0000001827,PO00000723,2,SKU0000441,,216.68,Received,False,True,PO line has invalid values
POL0000001831,PO00000726,2,SKU0000538,-5.0,227.35,Cancelled,False,True,PO line has invalid values
POL0000001839,PO00000729,3,SKU0000604,-5.0,253.92,Partial,False,True,PO line has invalid values
POL0000001840,PO00000729,4,SKU0000657,,216.77,Received,False,True,PO line has invalid values
POL0000001843,PO00000730,3,SKU0000283,,31.39,Received,False,True,PO line has invalid values
POL0000001851,PO00000735,3,SKU0000287,-5.0,153.33,Open,False,True,PO line has invalid values
POL0000001852,PO00000735,4,SKU0000509,-5.0,172.71,Received,False,True,PO line has invalid values
POL0000001856,PO00000737,3,SKU0000552,,64.02,Partial,False,True,PO line has invalid values
POL0000001857,PO00000738,1,SKU0000057,,193.77,Open,False,True,PO line has invalid values
POL0000001863,PO00000739,3,SKU0000610,,108.47,Received,False,True,PO line has invalid values
POL0000001874,PO00000744,2,SKU0000512,-5.0,294.99,Cancelled,False,True,PO line has invalid values
POL0000001876,PO00000745,1,SKU0000454,,182.41,Open,False,True,PO line has invalid values
POL0000001879,PO00000746,3,SKU0000137,,115.65,Open,False,True,PO line has invalid values
POL0000001881,PO00000747,2,SKU0000452,,47.74,Open,False,True,PO line has invalid values
POL0000001886,PO00000750,1,SKU0000437,,220.45,Open,False,True,PO line has invalid values
POL0000001887,PO00000750,2,SKU0000620,,35.41,Received,False,True,PO line has invalid values
POL0000001889,PO00000751,1,SKU0000418,,281.99,Received,False,True,PO line has invalid values
POL0000001896,PO00000754,2,SKU0000533,-5.0,240.22,Open,False,True,PO line has invalid values
POL0000001898,PO00000755,2,SKU0000463,,239.54,Received,False,True,PO line has invalid values
POL0000001901,PO00000756,3,SKU0000044,-5.0,154.8,Partial,False,True,PO line has invalid values
POL0000001903,PO00000757,2,SKU0000289,-5.0,191.42,Partial,False,True,PO line has invalid values
POL0000001906,PO00000758,3,SKU0000006,-5.0,136.41,Open,False,True,PO line has invalid values
POL0000001911,PO00000760,4,SKU0000434,,34.39,Cancelled,False,True,PO line has invalid values
POL0000001912,PO00000761,1,SKU0000319,-5.0,259.79,Open,False,True,PO line has invalid values
POL0000001913,PO00000761,2,SKU0000513,,128.13,Received,False,True,PO line has invalid values
POL0000001917,PO00000763,1,SKU0000628,-5.0,143.58,Cancelled,False,True,PO line has invalid values
POL0000001920,PO00000764,3,SKU0000450,-5.0,120.92,Open,False,True,PO line has invalid values
POL0000001922,PO00000766,1,SKU0000407,,8.52,Received,False,True,PO line has invalid values
POL0000001926,PO00000768,3,SKU0000236,-5.0,88.7,Received,False,True,PO line has invalid values
POL0000001928,PO00000769,1,SKU0000323,-5.0,282.77,Received,False,True,PO line has invalid values
POL0000001929,PO00000770,1,SKU0000596,,6.93,Cancelled,False,True,PO line has invalid values
POL0000001930,PO00000770,2,SKU0000521,-5.0,278.47,Open,False,True,PO line has invalid values
POL0000001938,PO00000773,1,SKU0000274,,84.98,Cancelled,False,True,PO line has invalid values
POL0000001942,PO00000775,3,SKU0000286,,291.41,Partial,False,True,PO line has invalid values
POL0000001943,PO00000775,4,SKU0000411,-5.0,164.32,Partial,False,True,PO line has invalid values
POL0000001948,PO00000778,2,SKU0000636,,47.9,Cancelled,False,True,PO line has invalid values
POL0000001959,PO00000783,2,SKU0000589,,56.46,Cancelled,False,True,PO line has invalid values
POL0000001962,PO00000784,3,SKU0000453,,280.17,Cancelled,False,True,PO line has invalid values
POL0000001963,PO00000785,1,SKU0000570,-5.0,289.41,Cancelled,False,True,PO line has invalid values
POL0000001964,PO00000785,2,SKU0000575,,46.73,Open,False,True,PO line has invalid values
POL0000001971,PO00000788,1,SKU0000527,-5.0,70.18,Open,False,True,PO line has invalid values
POL0000001974,PO00000788,4,SKU0000463,-5.0,239.54,Partial,False,True,PO line has invalid values
POL0000001975,PO00000789,1,SKU0000315,,185.04,Cancelled,False,True,PO line has invalid values
POL0000001976,PO00000789,2,SKU0000529,-5.0,230.58,Received,False,True,PO line has invalid values
POL0000001981,PO00000792,2,SKU0000462,-5.0,299.19,Partial,False,True,PO line has invalid values
POL0000001983,PO00000793,1,SKU0000611,-5.0,185.61,Partial,False,True,PO line has invalid values
POL0000001985,PO00000794,1,SKU0000400,-5.0,193.77,Cancelled,False,True,PO line has invalid values
POL0000001998,PO00000798,3,SKU0000017,,62.92,Partial,False,True,PO line has invalid values
