return_id,original_transaction_id,transaction_line_id,store_id,product_id,return_date,return_qty,refund_amount,return_reason,return_status
RET00000246,TXN000006941,TL0000024321,STR0017,SKU0000343,2026-06-02,,0.0,Wrong Item,Pending
RET00000247,TXN000004185,TL0000014613,STR0006,SKU0000301,2026-05-28,2.0,0.0,Changed Mind,Completed
RET00000248,TXN000001180,TL0000004099,STR0013,SKU0000551,2026-05-05,,0.0,Defective,Pending
RET00000249,TXN000007625,TL0000026726,STR0024,SKU0000286,2026-05-19,,0.0,Changed Mind,Rejected
RET00000250,TXN000003602,TL0000012537,STR0003,SKU0000491,2026-04-18,2.0,73.5,Defective,Completed
RET00000251,TXN000006989,TL0000024469,STR0014,SKU0000458,2026-05-22,1.0,95.01,Defective,Completed
RET00000252,TXN000002714,TL0000009376,STR0025,SKU0000163,2026-05-17,2.0,0.0,Defective,Pending
RET00000253,TXN000000627,TL0000002161,STR0023,SKU0000062,2026-06-10,3.0,0.0,Wrong Item,Completed
RET00000254,TXN000007835,TL0000027505,STR0016,SKU0000574,2026-04-12,3.0,0.0,Changed Mind,Completed
RET00000255,TXN000000607,TL0000002097,STR0004,SKU0000322,2026-05-03,1.0,0.0,Wrong Item,Pending
RET00000256,TXN000004131,TL0000014427,STR0003,SKU0000100,2026-06-09,1.0,0.0,Wrong Item,Completed
RET00000257,TXN000004572,TL0000015995,STR0006,SKU0000046,2026-04-23,,171.49,Damaged,Pending
RET00000258,TXN000000741,TL0000002584,STR0017,SKU0000521,2026-04-26,1.0,0.0,Price Adjustment,Completed
RET00000259,TXN000002539,TL0000008799,STR0015,SKU0000349,2026-05-23,,0.0,Damaged,Completed
RET00000260,TXN000006664,TL0000023378,STR0024,SKU0000045,2026-05-04,,0.0,Price Adjustment,Pending
RET00000261,TXN000002139,TL0000007450,STR0020,SKU0000150,2026-05-23,1.0,0.0,Changed Mind,Rejected
RET00000262,TXN000004124,TL0000014409,STR0023,SKU0000578,2026-06-02,2.0,19.95,Defective,Completed
RET00000263,TXN000000826,TL0000002865,STR0023,SKU0000143,2026-04-21,1.0,0.0,Price Adjustment,Rejected
RET00000264,TXN000001788,TL0000006243,STR0021,SKU0000187,2026-05-14,1.0,0.0,Defective,Completed
RET00000265,TXN000000873,TL0000003040,STR0020,SKU0000174,2026-04-10,,0.0,Defective,Completed
RET00000266,TXN000001703,TL0000005954,STR0011,SKU0000545,2026-05-16,1.0,0.0,Price Adjustment,Rejected
RET00000267,TXN000001187,TL0000004120,STR0012,SKU0000160,2026-05-10,,143.33,Defective,Completed
RET00000268,TXN000001658,TL0000005799,STR0003,SKU0000507,2026-04-21,2.0,0.0,Defective,Pending
RET00000269,TXN000004651,TL0000016250,STR0023,SKU0000090,2026-04-14,1.0,0.0,Price Adjustment,Rejected
RET00000270,TXN000005021,TL0000017632,STR0017,SKU0000059,2026-05-23,2.0,130.4,Defective,Rejected
RET00000271,TXN000005719,TL0000020105,STR0023,SKU0000070,2026-06-05,3.0,0.0,Damaged,Rejected
RET00000272,TXN000001860,TL0000006477,STR0012,SKU0000397,2026-04-18,1.0,0.0,Wrong Item,Rejected
RET00000273,TXN000006175,TL0000021732,STR0016,SKU0000434,2026-05-17,1.0,0.0,Wrong Item,Completed
RET00000274,TXN000001945,TL0000006785,STR0017,SKU0000400,2026-04-25,1.0,0.0,Changed Mind,Completed
RET00000275,TXN000002812,TL0000009715,STR0025,SKU0000318,2026-05-14,3.0,0.0,Damaged,Pending
RET00000276,TXN000003173,TL0000010973,STR0012,SKU0000380,2026-05-23,2.0,29.54,Price Adjustment,Completed
RET00000277,TXN000003166,TL0000010949,STR0020,SKU0000146,2026-05-05,1.0,105.44,Defective,Completed
RET00000278,TXN000006882,TL0000024109,STR0023,SKU0000105,2026-05-09,1.0,0.0,Wrong Item,Pending
RET00000279,TXN000006122,TL0000021530,STR0020,SKU0000165,2026-04-22,1.0,56.82,Defective,Completed
RET00000280,TXN000001146,TL0000003993,STR0002,SKU0000505,2026-05-19,1.0,82.63,Wrong Item,Pending
RET00000281,TXN000004350,TL0000015192,STR0001,SKU0000487,2026-05-19,1.0,0.0,Changed Mind,Rejected
RET00000282,TXN000007922,TL0000027792,STR0005,SKU0000128,2026-04-16,1.0,0.0,Damaged,Pending
RET00000283,TXN000003396,TL0000011797,STR0009,SKU0000534,2026-05-02,1.0,0.0,Wrong Item,Completed
RET00000284,TXN000001709,TL0000005974,STR0020,SKU0000111,2026-05-12,1.0,0.0,Changed Mind,Rejected
RET00000285,TXN000000354,TL0000001242,STR0025,SKU0000112,2026-06-08,1.0,5.23,Changed Mind,Completed
RET00000286,TXN000004020,TL0000014022,STR0013,SKU0000002,2026-05-15,2.0,0.0,Changed Mind,Completed
RET00000287,TXN000004351,TL0000015196,STR0025,SKU0000118,2026-06-10,2.0,0.0,Defective,Rejected
RET00000288,TXN000001678,TL0000005866,STR0015,SKU0000020,2026-05-01,1.0,63.46,Price Adjustment,Rejected
RET00000289,TXN000003631,TL0000012648,STR0002,SKU0000010,2026-04-10,2.0,0.0,Defective,Pending
RET00000290,TXN000006511,TL0000022863,STR0017,SKU0000087,2026-04-21,3.0,0.0,Wrong Item,Completed
RET00000291,TXN000004947,TL0000017365,STR0001,SKU0000041,2026-04-11,2.0,55.18,Changed Mind,Completed
RET00000292,TXN000006701,TL0000023502,STR0012,SKU0000573,2026-05-07,1.0,79.27,Wrong Item,Rejected
RET00000293,TXN000004740,TL0000016571,STR0003,SKU0000371,2026-05-17,2.0,0.0,Damaged,Completed
RET00000294,TXN000005168,TL0000018150,STR0010,SKU0000088,2026-05-07,2.0,0.0,Defective,Completed
RET00000295,TXN000005021,TL0000017630,STR0020,SKU0000570,2026-04-21,,0.0,Changed Mind,Completed
RET00000296,TXN000004051,TL0000014143,STR0016,SKU0000314,2026-04-18,,57.2,Wrong Item,Rejected
RET00000297,TXN000005845,TL0000020538,STR0010,SKU0000048,2026-04-18,1.0,47.76,Defective,Completed
RET00000298,TXN000003217,TL0000011125,STR0021,SKU0000317,2026-04-17,,0.0,Damaged,Rejected
RET00000299,TXN000003835,TL0000013368,STR0014,SKU0000298,2026-06-04,1.0,90.51,Price Adjustment,Completed
RET00000300,TXN000004987,TL0000017515,STR0021,SKU0000152,2026-05-06,1.0,0.0,Changed Mind,Completed
RET00000301,TXN000004857,TL_UNKNOWN,STR0007,SKU0000051,2026-05-10,3.0,0.0,Defective,Rejected
RET00000302,TXN000002752,TL0000009510,STR0005,SKU0000410,2026-05-27,2.0,0.0,Changed Mind,Rejected
RET00000303,TXN000005631,TL0000019764,STR0017,SKU0000388,2026-04-29,3.0,0.0,Defective,Completed
RET00000304,TXN000000744,TL0000002591,STR0018,SKU0000450,2026-05-18,3.0,167.97,Wrong Item,Pending
RET00000305,TXN000003963,TL0000013806,STR0004,SKU0000108,2026-05-13,2.0,0.0,Damaged,Rejected
RET00000306,TXN000005612,TL0000019695,STR0005,SKU0000298,2026-05-03,2.0,131.41,Defective,Pending
RET00000307,TXN000007698,TL0000026979,STR0005,SKU0000138,2026-06-03,1.0,50.09,Damaged,Completed
RET00000308,TXN_UNKNOWN,TL0000015233,STR0021,SKU0000310,2026-05-28,,54.07,Price Adjustment,Rejected
RET00000309,TXN000000595,TL0000002053,STR0001,SKU0000177,2026-05-23,1.0,0.0,Damaged,Completed
RET00000310,TXN000005529,TL0000019421,STR0002,SKU0000258,2026-04-28,3.0,0.0,Changed Mind,Completed
RET00000311,TXN000000615,TL0000002120,STR0011,SKU0000166,2026-04-08,,0.0,Price Adjustment,Rejected
RET00000312,TXN000002008,TL0000007007,STR0018,SKU0000453,2026-04-16,2.0,0.0,Wrong Item,Completed
RET00000313,TXN000007227,TL0000025277,STR0007,SKU0000480,2026-05-20,1.0,110.05,Wrong Item,Pending
RET00000314,TXN000000806,TL0000002795,STR0008,SKU0000568,2026-04-07,,108.28,Defective,Pending
RET00000315,TXN000002525,TL0000008754,STR0003,SKU0000153,2026-05-21,1.0,121.01,Wrong Item,Completed
RET00000316,TXN000005613,TL0000019700,STR0005,SKU0000297,2026-04-21,3.0,106.98,Wrong Item,Completed
RET00000317,TXN000001392,TL0000004866,STR0004,SKU0000486,2026-06-08,3.0,0.0,Changed Mind,Completed
RET00000318,TXN000000317,TL0000001100,STR0001,SKU0000271,2026-04-28,,0.0,Damaged,Rejected
RET00000319,TXN000000681,TL0000002367,STR0008,SKU0000363,2026-05-22,1.0,0.0,Defective,Completed
RET00000320,TXN000006942,TL0000024322,STR0025,SKU0000082,2026-06-01,3.0,0.0,Defective,Pending
RET00000321,TXN000006025,TL0000021196,STR0023,SKU0000263,2026-04-14,2.0,0.0,Changed Mind,Completed
RET00000322,TXN000007266,TL0000025422,STR0014,SKU0000131,2026-05-01,3.0,0.0,Price Adjustment,Rejected
RET00000323,TXN000001641,TL0000005739,STR0004,SKU0000323,2026-04-16,,0.0,Defective,Rejected
RET00000324,TXN000004377,TL0000015278,STR0021,SKU0000091,2026-05-17,3.0,0.0,Damaged,Pending
RET00000325,TXN000006559,TL0000022999,STR0011,SKU0000353,2026-04-18,2.0,183.52,Defective,Completed
RET00000326,TXN000003113,TL0000010761,STR0012,SKU0000254,2026-04-20,2.0,0.0,Price Adjustment,Completed
RET00000327,TXN000000747,TL0000002606,STR0006,SKU0000218,2026-04-09,3.0,0.0,Defective,Completed
RET00000328,TXN000003693,TL0000012842,STR0008,SKU0000307,2026-04-24,1.0,0.0,Changed Mind,Completed
RET00000329,TXN000007795,TL0000027351,STR0017,SKU0000265,2026-05-15,3.0,0.0,Wrong Item,Pending
RET00000330,TXN000007739,TL0000027130,STR0009,SKU0000125,2026-05-07,2.0,170.28,Changed Mind,Pending
RET00000331,TXN000001573,TL_UNKNOWN,STR0012,SKU0000495,2026-05-02,2.0,0.0,Price Adjustment,Completed
RET00000332,TXN000004757,TL0000016642,STR0020,SKU0000450,2026-05-09,1.0,138.19,Price Adjustment,Completed
RET00000333,TXN000000083,TL0000000275,STR0007,SKU0000493,2026-05-13,,0.0,Changed Mind,Pending
RET00000334,TXN000006541,TL0000022951,STR0020,SKU0000430,2026-05-04,,76.78,Price Adjustment,Rejected
RET00000335,TXN000002263,TL0000007861,STR0015,SKU0000240,2026-05-06,1.0,0.0,Changed Mind,Rejected
RET00000336,TXN000007284,TL0000025484,STR0021,SKU0000542,2026-04-27,,0.0,Wrong Item,Completed
RET00000337,TXN000002048,TL0000007132,STR0016,SKU0000007,2026-05-22,,0.0,Changed Mind,Completed
RET00000338,TXN000005670,TL_UNKNOWN,STR0017,SKU0000322,2026-05-12,2.0,196.33,Defective,Completed
RET00000339,TXN000000557,TL0000001914,STR0024,SKU0000373,2026-05-21,2.0,46.29,Defective,Completed
RET00000340,TXN000002764,TL0000009561,STR0015,SKU0000293,2026-04-16,1.0,0.0,Damaged,Rejected
RET00000341,TXN000006087,TL0000021412,STR0006,SKU0000032,2026-05-07,3.0,52.67,Wrong Item,Pending
RET00000342,TXN000004296,TL0000014985,STR0001,SKU0000165,2026-05-18,,0.0,Damaged,Pending
RET00000343,TXN000003281,TL0000011352,STR0024,SKU0000402,2026-04-08,2.0,0.0,Wrong Item,Rejected
RET00000344,TXN000003145,TL0000010872,STR0005,SKU0000231,2026-05-21,2.0,0.0,Defective,Completed
RET00000345,TXN000006722,TL0000023578,STR0009,SKU0000505,2026-04-16,3.0,0.0,Changed Mind,Completed
RET00000346,TXN000002627,TL0000009099,STR0018,SKU0000200,2026-04-08,,0.0,Wrong Item,Pending
RET00000347,TXN000004497,TL0000015709,STR0022,SKU0000424,2026-04-29,1.0,83.52,Price Adjustment,Completed
RET00000348,TXN000004495,TL0000015698,STR0008,SKU0000532,2026-05-03,1.0,199.33,Wrong Item,Pending
RET00000349,TXN000003279,TL0000011346,STR0017,SKU0000118,2026-05-13,1.0,0.0,Damaged,Completed
RET00000350,TXN000007005,TL0000024518,STR0023,SKU0000392,2026-05-09,3.0,0.0,Wrong Item,Completed
RET00000351,TXN000001349,TL0000004703,STR0014,SKU0000504,2026-04-27,3.0,0.0,Price Adjustment,Rejected
RET00000352,TXN000005271,TL0000018495,STR0012,SKU0000386,2026-04-29,1.0,0.0,Changed Mind,Completed
RET00000353,TXN000007807,TL0000027402,STR0005,SKU0000569,2026-05-07,1.0,0.0,Price Adjustment,Pending
RET00000354,TXN000007482,TL0000026191,STR0022,SKU0000111,2026-05-20,,165.01,Changed Mind,Completed
RET00000355,TXN000000406,TL0000001400,STR0006,SKU0000444,2026-04-26,1.0,0.0,Changed Mind,Rejected
RET00000356,TXN000001310,TL0000004556,STR0007,SKU0000070,2026-06-07,3.0,0.0,Changed Mind,Completed
RET00000357,TXN000001132,TL0000003940,STR0021,SKU0000278,2026-04-19,3.0,0.0,Wrong Item,Completed
RET00000358,TXN000007672,TL0000026893,STR0025,SKU0000310,2026-04-09,2.0,0.0,Wrong Item,Rejected
RET00000359,TXN000003667,TL0000012764,STR0006,SKU0000468,2026-06-03,3.0,104.11,Damaged,Pending
RET00000360,TXN000007978,TL0000027993,STR0007,SKU0000580,2026-05-09,3.0,0.0,Defective,Rejected
RET00000361,TXN000006138,TL0000021591,STR0012,SKU0000574,2026-05-12,1.0,0.0,Price Adjustment,Pending
RET00000362,TXN000001903,TL0000006629,STR0019,SKU0000396,2026-05-03,3.0,0.0,Price Adjustment,Rejected
RET00000363,TXN000006289,TL0000022106,STR0007,SKU0000295,2026-05-09,2.0,0.0,Defective,Completed
RET00000364,TXN000004440,TL0000015490,STR0011,SKU0000177,2026-06-08,1.0,0.0,Price Adjustment,Pending
RET00000365,TXN000001482,TL0000005168,STR0005,SKU0000333,2026-06-04,1.0,52.2,Changed Mind,Completed
RET00000366,TXN000001608,TL0000005621,STR0005,SKU0000578,2026-04-27,,78.49,Changed Mind,Rejected
RET00000367,TXN000002783,TL0000009626,STR0013,SKU0000468,2026-04-26,3.0,64.43,Wrong Item,Rejected
RET00000368,TXN000005448,TL0000019142,STR0003,SKU0000135,2026-05-11,,88.23,Defective,Completed
RET00000369,TXN000006323,TL0000022234,STR0018,SKU0000044,2026-04-13,1.0,47.61,Wrong Item,Completed
RET00000370,TXN000006340,TL0000022287,STR0008,SKU0000365,2026-04-11,1.0,12.72,Wrong Item,Completed
RET00000371,TXN000004256,TL0000014834,STR0023,SKU0000253,2026-04-14,,0.0,Wrong Item,Completed
RET00000372,TXN000004290,TL0000014967,STR0010,SKU0000030,2026-05-13,,0.0,Defective,Completed
RET00000373,TXN000006614,TL0000023182,STR0008,SKU0000513,2026-04-15,3.0,0.0,Defective,Rejected
RET00000374,TXN000000726,TL0000002532,STR0012,SKU0000095,2026-05-30,,0.0,Price Adjustment,Rejected
RET00000375,TXN000006535,TL0000022933,STR0015,SKU0000345,2026-04-27,2.0,0.0,Wrong Item,Completed
RET00000376,TXN000001065,TL0000003729,STR0018,SKU0000543,2026-04-11,,0.0,Price Adjustment,Pending
RET00000377,TXN000002837,TL0000009810,STR0025,SKU0000149,2026-05-30,1.0,0.0,Changed Mind,Completed
RET00000378,TXN000007570,TL0000026533,STR0005,SKU0000140,2026-04-08,3.0,0.0,Wrong Item,Completed
RET00000379,TXN000001826,TL0000006359,STR0025,SKU0000238,2026-06-10,1.0,0.0,Damaged,Pending
RET00000380,TXN000002990,TL0000010353,STR0002,SKU0000543,2026-05-23,3.0,0.0,Price Adjustment,Rejected
RET00000381,TXN000004848,TL0000016995,STR0015,SKU0000294,2026-04-14,1.0,26.14,Defective,Completed
RET00000382,TXN000001371,TL0000004775,STR0015,SKU0000426,2026-05-26,1.0,0.0,Changed Mind,Completed
RET00000383,TXN000003732,TL0000012980,STR0019,SKU0000306,2026-04-23,3.0,0.0,Price Adjustment,Completed
RET00000384,TXN000005697,TL0000020021,STR0019,SKU0000180,2026-05-14,3.0,0.0,Wrong Item,Completed
RET00000385,TXN000005575,TL0000019565,STR0001,SKU0000037,2026-04-16,,24.67,Price Adjustment,Rejected
RET00000386,TXN000003060,TL0000010591,STR0024,SKU0000320,2026-06-07,1.0,0.0,Damaged,Completed
RET00000387,TXN000004331,TL0000015119,STR0002,SKU0000121,2026-04-30,1.0,0.0,Price Adjustment,Completed
RET00000388,TXN000006319,TL0000022217,STR0015,SKU0000046,2026-04-30,1.0,0.0,Damaged,Completed
RET00000389,TXN000001086,TL0000003797,STR0002,SKU0000295,2026-05-18,2.0,96.82,Price Adjustment,Completed
RET00000390,TXN000000341,TL0000001197,STR0008,SKU0000454,2026-05-31,1.0,0.0,Wrong Item,Completed
RET00000391,TXN000001275,TL0000004426,STR0003,SKU0000385,2026-04-27,1.0,0.0,Wrong Item,Completed
RET00000392,TXN000001151,TL0000004017,STR0020,SKU0000021,2026-05-10,3.0,114.63,Defective,Completed
RET00000393,TXN000006967,TL0000024401,STR0018,SKU0000355,2026-06-10,1.0,0.0,Wrong Item,Completed
RET00000394,TXN000001996,TL0000006968,STR0015,SKU0000484,2026-05-01,,19.41,Damaged,Rejected
RET00000395,TXN000003100,TL0000010726,STR0006,SKU0000532,2026-04-26,2.0,0.0,Price Adjustment,Rejected
RET00000396,TXN000004648,TL0000016234,STR0021,SKU0000157,2026-04-11,3.0,124.87,Changed Mind,Pending
RET00000397,TXN000003058,TL0000010586,STR0012,SKU0000204,2026-06-06,2.0,0.0,Damaged,Completed
RET00000398,TXN000003843,TL0000013393,STR0019,SKU0000459,2026-05-17,1.0,0.0,Damaged,Pending
RET00000399,TXN000003201,TL0000011066,STR0005,SKU0000221,2026-04-19,3.0,91.69,Changed Mind,Pending
RET00000400,TXN000002815,TL0000009726,STR0012,SKU0000340,2026-05-22,1.0,0.0,Price Adjustment,Rejected
RET00000401,TXN000001541,TL0000005375,STR0023,SKU0000458,2026-04-09,2.0,0.0,Changed Mind,Completed
RET00000402,TXN000000379,TL0000001321,STR0023,SKU0000084,2026-06-01,,6.87,Wrong Item,Completed
RET00000403,TXN000002215,TL0000007705,STR0007,SKU0000493,2026-06-08,3.0,19.59,Defective,Completed
RET00000404,TXN000005377,TL0000018879,STR0020,SKU0000433,2026-04-12,1.0,0.0,Price Adjustment,Completed
RET00000405,TXN000006399,TL0000022477,STR0010,SKU0000324,2026-04-06,2.0,146.92,Wrong Item,Completed
RET00000406,TXN000004746,TL0000016595,STR0020,SKU0000469,2026-05-07,1.0,0.0,Price Adjustment,Completed
RET00000407,TXN000004462,TL0000015583,STR0002,SKU0000070,2026-05-04,1.0,0.0,Wrong Item,Pending
RET00000408,TXN000005916,TL0000020793,STR0012,SKU0000191,2026-04-21,2.0,0.0,Changed Mind,Completed
RET00000409,TXN000006613,TL0000023180,STR0001,SKU0000580,2026-05-09,2.0,0.0,Changed Mind,Completed
RET00000410,TXN000001036,TL0000003618,STR0011,SKU0000298,2026-04-20,3.0,0.0,Price Adjustment,Rejected
RET00000411,TXN000001682,TL0000005876,STR0002,SKU0000288,2026-05-09,2.0,48.24,Wrong Item,Completed
RET00000412,TXN000007838,TL0000027516,STR0013,SKU0000533,2026-05-31,3.0,117.64,Damaged,Rejected
RET00000413,TXN000005206,TL0000018278,STR0023,SKU0000240,2026-05-26,3.0,0.0,Damaged,Completed
RET00000414,TXN000003373,TL0000011707,STR0015,SKU0000035,2026-06-07,2.0,17.08,Wrong Item,Pending
RET00000415,TXN000003810,TL0000013275,STR0025,SKU0000237,2026-05-12,1.0,0.0,Damaged,Completed
RET00000416,TXN000005059,TL0000017756,STR0019,SKU0000519,2026-06-07,3.0,118.01,Wrong Item,Rejected
RET00000417,TXN000000050,TL0000000149,STR0019,SKU0000209,2026-06-01,1.0,163.36,Defective,Completed
RET00000418,TXN000003454,TL0000012018,STR0006,SKU0000083,2026-04-20,1.0,20.92,Wrong Item,Completed
RET00000419,TXN000001737,TL0000006082,STR0002,SKU0000377,2026-05-25,1.0,0.0,Changed Mind,Completed
RET00000420,TXN000003998,TL0000013926,STR0023,SKU0000006,2026-04-15,1.0,0.0,Defective,Completed
RET00000421,TXN_UNKNOWN,TL0000017004,STR0007,SKU0000227,2026-05-02,3.0,100.26,Price Adjustment,Pending
RET00000422,TXN000007095,TL0000024825,STR0008,SKU0000361,2026-05-30,1.0,0.0,Price Adjustment,Pending
RET00000423,TXN000001670,TL0000005834,STR0013,SKU0000458,2026-04-14,,0.0,Changed Mind,Completed
RET00000424,TXN000004046,TL0000014115,STR0015,SKU0000566,2026-05-23,,88.12,Changed Mind,Pending
RET00000425,TXN000001125,TL0000003921,STR0012,SKU0000324,2026-05-11,1.0,161.73,Changed Mind,Completed
RET00000426,TXN000004686,TL0000016383,STR0016,SKU0000324,2026-05-09,1.0,0.0,Damaged,Pending
RET00000427,TXN000006242,TL0000021941,STR0018,SKU0000284,2026-04-07,1.0,0.0,Price Adjustment,Completed
RET00000428,TXN000004838,TL0000016954,STR0004,SKU0000373,2026-05-12,1.0,0.0,Changed Mind,Pending
RET00000429,TXN000006887,TL0000024126,STR0024,SKU0000379,2026-04-13,1.0,14.97,Changed Mind,Completed
RET00000430,TXN000006642,TL0000023292,STR0016,SKU0000332,2026-05-03,,34.13,Damaged,Completed
RET00000431,TXN000002232,TL0000007757,STR0015,SKU0000418,2026-04-11,1.0,0.0,Changed Mind,Completed
RET00000432,TXN000002131,TL0000007420,STR0020,SKU0000162,2026-05-24,1.0,162.88,Wrong Item,Rejected
RET00000433,TXN000006614,TL0000023183,STR0015,SKU0000453,2026-04-07,1.0,0.0,Wrong Item,Completed
RET00000434,TXN000001782,TL0000006224,STR0024,SKU0000328,2026-04-18,2.0,0.0,Changed Mind,Rejected
RET00000435,TXN000007607,TL0000026669,STR0014,SKU0000556,2026-04-06,2.0,0.0,Price Adjustment,Rejected
RET00000436,TXN000003557,TL0000012374,STR0020,SKU0000334,2026-05-29,2.0,0.0,Damaged,Pending
RET00000437,TXN000001642,TL0000005745,STR0016,SKU0000110,2026-04-21,,0.0,Wrong Item,Rejected
RET00000438,TXN000000744,TL0000002595,STR0019,SKU0000507,2026-04-07,3.0,0.0,Damaged,Pending
RET00000439,TXN000007429,TL0000026006,STR0025,SKU0000565,2026-04-26,1.0,0.0,Price Adjustment,Rejected
RET00000440,TXN000000909,TL0000003163,STR0008,SKU0000246,2026-04-05,,170.98,Wrong Item,Completed
RET00000441,TXN000001842,TL0000006416,STR0017,SKU0000510,2026-04-18,,0.0,Price Adjustment,Completed
RET00000442,TXN000007638,TL0000026766,STR0007,SKU0000544,2026-05-29,2.0,25.31,Price Adjustment,Pending
RET00000443,TXN000005487,TL0000019288,STR0018,SKU0000060,2026-04-30,,184.62,Changed Mind,Rejected
RET00000444,TXN000006936,TL0000024293,STR0013,SKU0000219,2026-04-05,,0.0,Wrong Item,Rejected
RET00000445,TXN000006595,TL0000023129,STR0017,SKU0000314,2026-04-24,3.0,0.0,Defective,Completed
RET00000446,TXN000001857,TL0000006470,STR0021,SKU0000211,2026-06-08,3.0,0.0,Defective,Rejected
RET00000447,TXN000000059,TL0000000183,STR0006,SKU0000225,2026-04-05,,9.16,Wrong Item,Completed
RET00000448,TXN000000118,TL0000000402,STR0022,SKU0000355,2026-04-25,1.0,0.0,Damaged,Pending
RET00000449,TXN000007051,TL0000024669,STR0025,SKU0000313,2026-04-12,1.0,160.23,Defective,Rejected
RET00000450,TXN000003559,TL0000012382,STR0004,SKU0000508,2026-04-16,2.0,135.15,Damaged,Pending
RET00000451,TXN000005382,TL0000018900,STR0009,SKU0000319,2026-05-15,1.0,0.0,Defective,Completed
RET00000452,TXN000004767,TL_UNKNOWN,STR0010,SKU0000465,2026-06-08,1.0,0.0,Damaged,Rejected
RET00000453,TXN000006583,TL0000023091,STR0003,SKU0000574,2026-04-12,3.0,0.0,Price Adjustment,Pending
RET00000454,TXN000003960,TL0000013796,STR0007,SKU0000164,2026-04-09,1.0,48.46,Price Adjustment,Completed
RET00000455,TXN000002625,TL0000009089,STR0016,SKU0000122,2026-04-16,1.0,0.0,Wrong Item,Rejected
RET00000456,TXN000002398,TL0000008327,STR0005,SKU0000035,2026-04-11,1.0,0.0,Changed Mind,Completed
RET00000457,TXN000000343,TL0000001207,STR0009,SKU0000203,2026-06-10,3.0,0.0,Damaged,Completed
RET00000458,TXN000007823,TL0000027461,STR0015,SKU0000334,2026-06-01,1.0,0.0,Damaged,Completed
RET00000459,TXN000001950,TL0000006808,STR0017,SKU0000169,2026-04-24,1.0,0.0,Changed Mind,Rejected
RET00000460,TXN000000616,TL0000002130,STR0005,SKU0000326,2026-04-10,,0.0,Damaged,Completed
RET00000461,TXN000002574,TL0000008913,STR0005,SKU0000087,2026-05-02,,0.0,Wrong Item,Rejected
RET00000462,TXN000006266,TL0000022037,STR0017,SKU0000327,2026-05-25,,0.0,Price Adjustment,Rejected
RET00000463,TXN000006022,TL0000021183,STR0002,SKU0000507,2026-05-03,1.0,97.98,Damaged,Completed
RET00000464,TXN000000191,TL0000000678,STR0010,SKU0000349,2026-05-11,2.0,0.0,Damaged,Completed
RET00000465,TXN000003303,TL0000011439,STR0017,SKU0000070,2026-05-16,,190.78,Damaged,Pending
RET00000466,TXN000003237,TL0000011204,STR0022,SKU0000483,2026-06-10,,0.0,Wrong Item,Rejected
RET00000467,TXN000004139,TL0000014459,STR0013,SKU0000328,2026-05-30,2.0,0.0,Wrong Item,Completed
RET00000468,TXN000003246,TL0000011227,STR0024,SKU0000431,2026-04-14,1.0,0.0,Wrong Item,Completed
RET00000469,TXN000005637,TL0000019790,STR0010,SKU0000173,2026-04-23,,0.0,Damaged,Rejected
RET00000470,TXN000001063,TL0000003720,STR0016,SKU0000514,2026-04-16,2.0,127.47,Defective,Pending
RET00000471,TXN000004282,TL0000014943,STR0022,SKU0000250,2026-04-23,,0.0,Changed Mind,Completed
RET00000472,TXN000001433,TL0000005006,STR0018,SKU0000535,2026-04-13,1.0,48.55,Defective,Pending
RET00000473,TXN000005062,TL0000017775,STR0021,SKU0000137,2026-05-13,1.0,0.0,Defective,Pending
RET00000474,TXN000000913,TL0000003186,STR0004,SKU0000202,2026-05-15,1.0,0.0,Damaged,Rejected
RET00000475,TXN000003324,TL0000011501,STR0005,SKU0000360,2026-04-11,3.0,0.0,Price Adjustment,Pending
RET00000476,TXN000006722,TL0000023575,STR0007,SKU0000427,2026-06-02,2.0,37.4,Defective,Pending
RET00000477,TXN000004982,TL0000017499,STR0004,SKU0000135,2026-05-14,2.0,0.0,Changed Mind,Rejected
RET00000478,TXN000001866,TL0000006500,STR0008,SKU0000220,2026-04-17,1.0,99.06,Changed Mind,Pending
RET00000479,TXN000005303,TL0000018613,STR0014,SKU0000408,2026-04-21,1.0,0.0,Changed Mind,Pending
RET00000480,TXN000007336,TL0000025683,STR0002,SKU0000021,2026-06-04,,85.94,Defective,Pending
RET00000481,TXN000007426,TL0000025988,STR0017,SKU0000383,2026-04-06,1.0,0.0,Damaged,Completed
RET00000482,TXN000004818,TL0000016871,STR0018,SKU0000154,2026-05-07,1.0,186.38,Price Adjustment,Completed
RET00000483,TXN000006719,TL0000023564,STR0019,SKU0000378,2026-04-24,1.0,0.0,Wrong Item,Completed
RET00000484,TXN000007129,TL0000024943,STR0022,SKU0000143,2026-04-21,1.0,0.0,Price Adjustment,Completed
RET00000485,TXN000002756,TL0000009529,STR0021,SKU0000049,2026-04-12,1.0,0.0,Wrong Item,Pending
RET00000486,TXN000001280,TL0000004442,STR0018,SKU0000415,2026-05-03,1.0,0.0,Changed Mind,Rejected
RET00000487,TXN000001179,TL0000004097,STR0017,SKU0000071,2026-06-09,1.0,42.51,Wrong Item,Rejected
RET00000488,TXN000005522,TL0000019392,STR0025,SKU0000475,2026-05-23,1.0,0.0,Damaged,Pending
RET00000489,TXN000001552,TL0000005406,STR0008,SKU0000461,2026-05-31,1.0,0.0,Wrong Item,Rejected
