transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date
TXN000000565,STR0023,REG022,ASC000056,,,VOID,Store,Voided,POS_B,
TXN000000566,STR0016,REG019,ASC000158,CUST00000823,,SALE,Store,Suspended,POS_C,
TXN000000567,STR0004,REG023,ASC000102,CUST00001144,2026-04-08 07:49:00,SALE,Pickup,Completed,POS_B,2026-04-08
TXN000000568,STR0009,REG005,ASC000258,CUST00001381,,SALE,Store,Suspended,POS_C,
TXN000000569,STR0007,REG021,ASC000393,,2026-05-09 12:19:00,SALE,Store,Completed,POS_B,2026-05-09
TXN000000570,STR0010,REG022,ASC000396,CUST00000641,2026-04-15 22:44:00,SALE,Store,Voided,POS_B,2026-04-15
TXN000000571,STR0004,REG013,ASC000220,,,SALE,Store,Completed,POS_B,
TXN000000572,STR0025,REG003,ASC000206,CUST00001307,2026-04-25 01:14:00,VOID,Store,Completed,POS_B,2026-04-25
TXN000000573,STR0021,REG009,ASC000234,CUST00000872,,SALE,Pickup,Completed,POS_B,
TXN000000574,STR0018,REG009,ASC_BAD,CUST00000567,,SALE,Store,Voided,POS_A,
TXN000000575,STR0009,REG019,ASC000445,CUST00000515,2026-05-05 11:59:00,SALE,Store,Suspended,POS_A,2026-05-05
TXN000000576,STR0012,REG010,ASC000005,CUST00001245,,SALE,Store,Completed,POS_B,
TXN000000577,STR0012,REG009,ASC000209,,,VOID,Store,Suspended,POS_C,
TXN000000578,STR0018,REG005,ASC000430,CUST00001545,,VOID,Store,Completed,POS_C,
TXN000000579,STR0021,REG001,ASC000424,CUST00000875,2026-05-16 15:05:00,SALE,Store,Completed,POS_C,2026-05-16
TXN000000580,STR0011,REG017,ASC000314,CUST00001553,,SALE,Store,Completed,POS_B,
TXN000000581,STR0019,REG003,ASC000291,,,SALE,Store,Voided,POS_A,
TXN000000582,STR0010,REG005,ASC000414,CUST00000446,2026-04-15 01:15:00,SALE,Store,Voided,POS_B,2026-04-15
TXN000000583,STR0018,REG017,ASC000461,CUST00000419,,SALE,Store,Completed,POS_A,
TXN000000584,STR0016,REG024,ASC000112,CUST00001599,2026-04-28 13:51:00,VOID,Pickup,Completed,POS_B,2026-04-28
TXN000000585,STR0010,REG022,ASC000328,,2026-04-05 20:34:00,VOID,Store,Completed,POS_A,2026-04-05
TXN000000586,STR0025,REG013,ASC000174,CUST00000226,,SALE,Store,Completed,POS_A,
TXN000000587,STR0003,REG025,ASC000344,CUST00000002,,SALE,Store,Completed,POS_A,
TXN000000588,STR0018,REG001,ASC000017,CUST00000698,2026-04-30 11:13:00,SALE,Store,Voided,POS_A,2026-04-30
TXN000000589,STR0025,REG021,ASC000453,,,VOID,Pickup,Completed,POS_A,
TXN000000590,STR0024,REG013,ASC000337,,,SALE,Store,Voided,POS_B,
TXN000000591,STR0015,REG022,ASC000029,CUST00001727,2026-04-15 10:30:00,SALE,Pickup,Voided,POS_A,2026-04-15
TXN000000592,STR0001,REG005,ASC000413,CUST00001602,,SALE,Store,Completed,POS_A,
TXN000000593,STR0014,REG017,ASC000381,,2026-05-08 08:20:00,SALE,Pickup,Suspended,POS_C,2026-05-08
TXN000000594,STR0001,REG008,ASC000045,,2026-04-18 19:13:00,SALE,Store,Voided,POS_A,2026-04-18
TXN000000595,STR0007,REG003,ASC000255,CUST00000379,,VOID,Pickup,Voided,POS_C,
TXN000000596,STR0021,REG020,ASC000489,CUST00000703,2026-05-19 06:04:00,SALE,Store,Completed,POS_B,2026-05-19
TXN000000597,STR0015,REG028,ASC000078,,2026-04-30 00:25:00,SALE,Store,Suspended,POS_C,2026-04-30
TXN000000598,STR0005,REG009,ASC000343,,,SALE,Store,Completed,POS_C,
TXN000000599,STR0020,REG001,ASC000200,CUST00001744,2026-05-21 08:12:00,SALE,Store,Completed,POS_A,2026-05-21
TXN000000600,STR0009,REG002,ASC000126,CUST00000394,,SALE,Pickup,Suspended,POS_B,
TXN000000601,STR0008,REG015,ASC000458,CUST00001359,,SALE,Store,Voided,POS_A,
TXN000000602,STR0009,REG016,ASC000058,,2026-04-09 02:04:00,SALE,Store,Voided,POS_B,2026-04-09
TXN000000603,STR0010,REG019,ASC000439,,,VOID,Pickup,Suspended,POS_A,
TXN000000604,STR0001,REG020,ASC000307,CUST00001256,,VOID,Pickup,Voided,POS_C,
TXN000000605,STR0001,REG012,ASC000467,CUST00000502,2026-04-26 04:36:00,VOID,Store,Completed,POS_B,2026-04-26
TXN000000606,STR0022,REG012,ASC000419,CUST00000564,2026-04-03 06:49:00,SALE,Store,Suspended,POS_A,2026-04-03
TXN000000607,STR0003,REG004,ASC000302,,2026-05-29 05:22:00,SALE,Pickup,Voided,POS_A,2026-05-29
TXN000000608,STR0006,REG027,ASC000319,CUST00000579,,SALE,Store,Completed,POS_B,
TXN000000609,STR0024,REG019,ASC000186,CUST00000636,,SALE,Store,Voided,POS_C,
TXN000000610,STR0008,REG026,ASC000166,CUST00000689,,SALE,Pickup,Completed,POS_B,
TXN000000611,STR0018,REG016,ASC000461,,2026-05-22 10:38:00,VOID,Pickup,Voided,POS_A,2026-05-22
TXN000000612,STR0014,REG002,ASC000498,CUST00001479,,SALE,Store,Completed,POS_C,
TXN000000613,STR0007,REG027,ASC000119,CUST00001668,,SALE,Store,Suspended,POS_B,
TXN000000614,STR0004,REG017,ASC000311,,2026-05-24 14:04:00,VOID,Store,Completed,POS_B,2026-05-24
TXN000000615,STR0004,REG028,ASC000354,CUST00000773,2026-04-10 17:58:00,SALE,Store,Suspended,POS_B,2026-04-10
TXN000000616,STR0003,REG010,ASC000261,CUST00000757,,SALE,Store,Completed,POS_C,
TXN000000617,STR0021,REG024,ASC000184,CUST00001643,2026-05-25 18:13:00,VOID,Store,Suspended,POS_C,2026-05-25
TXN000000618,STR0007,REG018,ASC000022,CUST00000293,,SALE,Store,Suspended,POS_B,
TXN000000619,STR0020,REG007,ASC000137,CUST00001539,,SALE,Store,Voided,POS_B,
TXN000000620,STR0023,REG008,ASC000312,,2026-04-26 23:15:00,VOID,Store,Completed,POS_B,2026-04-26
TXN000000621,STR0025,REG014,ASC000416,CUST00000590,2026-05-10 14:29:00,SALE,Store,Suspended,POS_B,2026-05-10
TXN000000622,STR0024,REG012,ASC000340,CUST00001527,2026-04-26 02:12:00,SALE,Store,Completed,POS_A,2026-04-26
TXN000000623,STR0022,REG013,ASC000369,CUST00001017,,SALE,Pickup,Suspended,POS_C,
TXN000000624,STR0011,REG019,ASC000012,CUST00000659,,VOID,Pickup,Completed,POS_C,
TXN000000625,STR0017,REG001,ASC000235,,2026-05-06 09:49:00,SALE,Pickup,Completed,POS_C,2026-05-06
TXN000000626,STR0005,REG003,ASC000334,CUST00001355,2026-05-23 21:15:00,SALE,Pickup,Completed,POS_B,2026-05-23
TXN000000627,STR0025,REG019,ASC000021,CUST00000876,2026-04-13 08:46:00,VOID,Pickup,Completed,POS_C,2026-04-13
TXN000000628,STR0024,REG019,ASC000139,,,SALE,Store,Completed,POS_A,
TXN000000629,STR0004,REG003,ASC000311,CUST00001275,2026-05-18 01:58:00,SALE,Store,Completed,POS_A,2026-05-18
TXN000000630,STR0016,REG002,ASC000047,CUST00000796,2026-05-11 02:59:00,SALE,Store,Completed,POS_C,2026-05-11
TXN000000631,STR0014,REG012,ASC000444,,,SALE,Store,Completed,POS_C,
TXN000000632,STR0004,REG001,ASC000350,CUST00000839,2026-04-09 06:42:00,SALE,Pickup,Suspended,POS_A,2026-04-09
TXN000000633,STR0009,REG019,ASC000178,,,SALE,Store,Completed,POS_C,
TXN000000634,STR0009,REG001,ASC000126,CUST00000238,2026-04-16 22:28:00,SALE,Pickup,Completed,POS_A,2026-04-16
TXN000000635,STR0002,REG012,ASC000259,CUST00000247,2026-04-05 20:25:00,SALE,Pickup,Completed,POS_A,2026-04-05
TXN000000636,STR0006,REG002,ASC000310,CUST00001694,2026-05-24 15:40:00,SALE,Store,Completed,POS_C,2026-05-24
TXN000000637,STR0002,REG010,ASC000332,CUST00001241,,SALE,Store,Suspended,POS_C,
TXN000000638,STR0017,REG021,ASC000436,CUST00001377,,SALE,Store,Completed,POS_C,
TXN000000639,STR0016,REG021,ASC000105,CUST00000443,,SALE,Store,Voided,POS_A,
TXN000000640,STR0021,REG027,ASC000489,,2026-04-02 03:56:00,SALE,Store,Voided,POS_A,2026-04-02
TXN000000641,STR0023,REG013,ASC000417,CUST00000139,,VOID,Store,Voided,POS_B,
TXN000000642,STR0024,REG027,ASC000186,CUST00001083,,SALE,Pickup,Voided,POS_A,
TXN000000643,STR0001,REG012,ASC000254,CUST00001678,2026-05-22 01:28:00,SALE,Pickup,Completed,POS_B,2026-05-22
TXN000000644,STR0003,REG014,ASC000355,CUST_BAD,,SALE,Pickup,Completed,POS_C,
TXN000000645,STR0024,REG014,ASC000323,CUST00001696,2026-04-22 04:56:00,VOID,Pickup,Voided,POS_C,2026-04-22
TXN000000646,STR0014,REG021,ASC000247,CUST00000663,2026-05-05 16:23:00,SALE,Store,Voided,POS_A,2026-05-05
TXN000000647,STR0013,REG004,ASC000317,CUST00001656,,SALE,Store,Voided,POS_B,
TXN000000648,STR0021,REG017,ASC000268,CUST00000604,,SALE,Pickup,Completed,POS_A,
TXN000000649,STR0023,REG012,ASC000171,CUST00001303,,SALE,Store,Voided,POS_A,
TXN000000650,STR0001,REG026,ASC000035,CUST00000866,,SALE,Pickup,Completed,POS_B,
TXN000000651,STR0020,REG009,ASC000382,CUST00000262,,SALE,Pickup,Completed,POS_B,
TXN000000652,STR0006,REG009,ASC000226,CUST00000578,2026-05-27 08:38:00,SALE,Store,Completed,POS_C,2026-05-27
TXN000000653,STR0012,REG024,ASC000371,CUST00000578,2026-04-22 00:00:00,SALE,Pickup,Completed,POS_B,2026-04-22
TXN000000654,STR0025,REG017,ASC000286,,,SALE,Store,Completed,POS_B,
TXN000000655,STR0008,REG009,ASC000048,CUST00001111,2026-04-14 21:10:00,SALE,Pickup,Completed,POS_B,2026-04-14
TXN000000656,STR0005,REG028,ASC000343,CUST00000120,2026-05-31 02:14:00,SALE,Pickup,Voided,POS_C,2026-05-31
TXN000000657,STR0024,REG003,ASC000340,CUST00001798,,SALE,Store,Completed,POS_A,
TXN000000658,STR0025,REG002,ASC000352,,,SALE,Store,Suspended,POS_B,
TXN000000659,STR0017,REG014,ASC000130,CUST00000078,,SALE,Store,Completed,POS_A,
TXN000000660,STR0006,REG009,ASC000034,,2026-05-14 13:45:00,SALE,Store,Completed,POS_C,2026-05-14
TXN000000661,STR0016,REG027,ASC000152,,2026-05-21 23:38:00,SALE,Pickup,Completed,POS_C,2026-05-21
TXN000000662,STR0025,REG018,ASC000055,,2026-04-01 14:26:00,SALE,Store,Completed,POS_C,2026-04-01
TXN000000663,STR0005,REG023,ASC000161,CUST00000941,2026-05-11 21:17:00,SALE,Store,Suspended,POS_A,2026-05-11
TXN000000664,STR0004,REG017,ASC000398,CUST00000045,,SALE,Store,Completed,POS_C,
TXN000000665,STR0003,REG004,ASC000374,,,SALE,Store,Voided,POS_A,
TXN000000666,STR0001,REG007,ASC000035,CUST00000640,2026-04-09 20:40:00,SALE,Pickup,Voided,POS_B,2026-04-09
TXN000000667,STR0022,REG003,ASC000081,CUST00001286,2026-04-06 00:32:00,SALE,Store,Completed,POS_B,2026-04-06
TXN000000668,STR0008,REG028,ASC000428,,,VOID,Pickup,Completed,POS_A,
TXN000000669,STR0001,REG019,ASC000413,CUST00000709,,SALE,Store,Suspended,POS_C,
TXN000000670,STR0017,REG020,ASC000463,CUST00001452,,VOID,Store,Completed,POS_C,
TXN000000671,STR0021,REG001,ASC000184,,,SALE,Store,Suspended,POS_B,
TXN000000672,STR0017,REG012,ASC000235,,2026-05-09 05:09:00,SALE,Store,Completed,POS_A,2026-05-09
TXN000000673,STR0013,REG015,ASC000098,CUST00000118,2026-04-15 15:42:00,SALE,Store,Completed,POS_B,2026-04-15
TXN000000674,STR0023,REG012,ASC000236,CUST00000106,,VOID,Store,Completed,POS_C,
TXN000000675,STR0014,REG021,ASC000247,CUST00001008,,SALE,Pickup,Completed,POS_C,
TXN000000676,STR0017,REG016,ASC000130,CUST00001370,2026-04-28 21:39:00,VOID,Store,Completed,POS_B,2026-04-28
TXN000000677,STR0018,REG027,ASC000017,CUST00000835,,SALE,Store,Completed,POS_A,
TXN000000678,STR0006,REG024,ASC000310,,2026-04-10 18:53:00,SALE,Pickup,Completed,POS_B,2026-04-10
TXN000000679,STR0023,REG002,ASC000061,CUST00001020,,SALE,Store,Voided,POS_A,
TXN000000680,STR0002,REG005,ASC000025,CUST00001086,,SALE,Store,Completed,POS_B,
TXN000000681,STR0014,REG017,ASC000066,CUST00001041,2026-05-16 08:47:00,SALE,Store,Completed,POS_C,2026-05-16
TXN000000682,STR0011,REG001,ASC000459,,2026-04-04 05:00:00,SALE,Store,Suspended,POS_B,2026-04-04
TXN000000683,STR0008,REG022,ASC000140,CUST00001099,2026-04-25 01:32:00,VOID,Store,Suspended,POS_A,2026-04-25
TXN000000684,STR0017,REG024,ASC000250,,2026-04-24 08:19:00,SALE,Pickup,Completed,POS_B,2026-04-24
TXN000000685,STR0018,REG016,ASC000199,,2026-04-23 08:11:00,SALE,Store,Completed,POS_C,2026-04-23
TXN000000686,STR0004,REG003,ASC000102,,,VOID,Store,Completed,POS_A,
TXN000000687,STR0007,REG019,ASC000364,CUST00001033,,SALE,Pickup,Completed,POS_A,
TXN000000688,STR0005,REG017,ASC000480,,,VOID,Pickup,Voided,POS_A,
TXN000000689,STR0001,REG010,ASC000094,CUST00001022,2026-05-14 20:04:00,SALE,Store,Completed,POS_B,2026-05-14
TXN000000690,STR0008,REG014,ASC000366,,2026-05-22 20:25:00,SALE,Store,Suspended,POS_B,2026-05-22
TXN000000691,STR0021,REG026,ASC000113,,2026-04-14 20:48:00,SALE,Pickup,Completed,POS_A,2026-04-14
TXN000000692,STR0006,REG005,ASC000310,CUST00001327,2026-05-22 17:41:00,SALE,Store,Completed,POS_A,2026-05-22
TXN000000693,STR0008,REG016,ASC000106,CUST00000808,,SALE,Pickup,Completed,POS_C,
TXN000000694,STR0012,REG001,ASC000201,,2026-05-12 16:24:00,SALE,Store,Completed,POS_C,2026-05-12
TXN000000695,STR0016,REG013,ASC000172,CUST00000254,2026-04-03 15:39:00,VOID,Pickup,Completed,POS_B,2026-04-03
TXN000000696,STR0013,REG013,ASC000215,CUST00000567,,SALE,Pickup,Voided,POS_C,
TXN000000697,STR0020,REG017,ASC000208,,,SALE,Store,Voided,POS_C,
TXN000000698,STR0018,REG016,ASC000430,CUST00001297,2026-04-25 16:55:00,SALE,Pickup,Voided,POS_B,2026-04-25
TXN000000699,STR0019,REG017,ASC000222,CUST00000867,,SALE,Pickup,Completed,POS_B,
TXN000000700,STR0021,REG015,ASC000450,CUST00000931,,SALE,Store,Completed,POS_C,
TXN000000701,STR0022,REG013,ASC000369,,,SALE,Pickup,Completed,POS_C,
TXN000000702,STR0022,REG023,ASC000443,CUST00001783,2026-05-09 04:30:00,VOID,Store,Completed,POS_B,2026-05-09
TXN000000703,STR0015,REG021,ASC000078,,2026-05-02 03:55:00,SALE,Store,Completed,POS_C,2026-05-02
TXN000000704,STR0018,REG014,ASC000379,CUST00000852,,SALE,Pickup,Suspended,POS_B,
TXN000000705,STR0015,REG009,ASC000415,,,SALE,Store,Voided,POS_A,
TXN000000706,STR0012,REG012,ASC000023,CUST00001044,2026-05-15 02:29:00,SALE,Pickup,Completed,POS_A,2026-05-15
TXN000000707,STR0019,REG020,ASC000026,CUST00000029,2026-04-10 04:18:00,SALE,Pickup,Completed,POS_B,2026-04-10
TXN000000708,STR0014,REG005,ASC000498,CUST00000923,,SALE,Store,Completed,POS_A,
TXN000000709,STR0022,REG012,ASC000081,CUST00001625,,SALE,Pickup,Voided,POS_A,
TXN000000710,STR0004,REG024,ASC000275,,,VOID,Store,Completed,POS_A,
TXN000000711,STR0006,REG027,ASC000446,,2026-04-26 23:47:00,SALE,Store,Suspended,POS_C,2026-04-26
TXN000000712,STR0016,REG020,ASC000182,CUST00000413,2026-05-31 16:09:00,SALE,Store,Suspended,POS_B,2026-05-31
TXN000000713,STR0024,REG020,ASC000186,CUST00001367,2026-04-13 19:59:00,VOID,Pickup,Suspended,POS_C,2026-04-13
TXN000000714,STR0011,REG002,ASC000138,CUST00000993,2026-04-23 02:07:00,SALE,Store,Suspended,POS_B,2026-04-23
TXN000000715,STR0011,REG021,ASC000012,,,SALE,Store,Completed,POS_B,
TXN000000716,STR0008,REG022,ASC000383,,,SALE,Pickup,Completed,POS_B,
TXN000000717,STR0011,REG015,ASC000177,,2026-04-20 20:49:00,SALE,Store,Suspended,POS_C,2026-04-20
TXN000000718,STR0012,REG012,ASC000371,CUST00001138,2026-04-30 20:38:00,SALE,Pickup,Completed,POS_C,2026-04-30
TXN000000719,STR0015,REG027,ASC000054,CUST00000104,,SALE,Store,Completed,POS_A,
TXN000000720,STR0024,REG015,ASC000337,,2026-04-23 16:37:00,SALE,Pickup,Voided,POS_C,2026-04-23
TXN000000721,STR0009,REG014,ASC000167,CUST00000548,,SALE,Store,Completed,POS_B,
TXN000000722,STR0025,REG011,ASC000055,CUST00001406,,SALE,Pickup,Completed,POS_B,
TXN000000723,STR0019,REG021,ASC000026,,,SALE,Pickup,Completed,POS_C,
TXN000000724,STR0012,REG023,ASC000201,,2026-05-29 18:11:00,SALE,Store,Completed,POS_B,2026-05-29
TXN000000725,STR0001,REG026,ASC000231,CUST00000013,,SALE,Store,Completed,POS_C,
TXN000000726,STR0022,REG021,ASC000497,,2026-04-19 03:07:00,SALE,Store,Completed,POS_C,2026-04-19
TXN000000727,STR0019,REG018,ASC000495,CUST00000831,,VOID,Store,Completed,POS_B,
TXN000000728,STR0002,REG025,ASC000011,CUST00001695,2026-05-30 05:31:00,SALE,Pickup,Completed,POS_A,2026-05-30
TXN000000729,STR0007,REG025,ASC000318,CUST00001785,,SALE,Store,Suspended,POS_C,
TXN000000730,STR0017,REG017,ASC000436,CUST00000697,2026-05-18 23:41:00,SALE,Pickup,Completed,POS_C,2026-05-18
TXN000000731,STR0011,REG021,ASC000049,CUST00001290,2026-04-30 12:34:00,SALE,Store,Suspended,POS_C,2026-04-30
TXN000000732,STR0020,REG023,ASC000183,CUST00000781,2026-05-13 06:26:00,SALE,Pickup,Completed,POS_B,2026-05-13
TXN000000733,STR0002,REG016,ASC000348,CUST00001780,,SALE,Pickup,Completed,POS_B,
TXN000000734,STR0005,REG018,ASC000111,CUST_BAD,2026-04-24 08:41:00,SALE,Store,Completed,POS_C,2026-04-24
TXN000000735,STR0013,REG028,ASC000387,CUST00000158,,SALE,Store,Completed,POS_A,
TXN000000736,STR0021,REG006,ASC000424,CUST00001408,,SALE,Store,Completed,POS_C,
TXN000000737,STR0006,REG004,ASC000050,CUST00001071,2026-05-03 07:50:00,SALE,Pickup,Suspended,POS_B,2026-05-03
TXN000000738,STR0015,REG025,ASC000078,CUST00000719,2026-05-04 06:19:00,SALE,Store,Completed,POS_B,2026-05-04
TXN000000739,STR0016,REG022,ASC000047,CUST00000994,,SALE,Pickup,Completed,POS_C,
TXN000000740,STR0015,REG026,ASC000078,CUST00000747,2026-05-01 04:17:00,VOID,Store,Completed,POS_B,2026-05-01
TXN000000741,STR0008,REG011,ASC000303,,2026-04-06 12:44:00,SALE,Store,Suspended,POS_B,2026-04-06
TXN000000742,STR0003,REG006,ASC000302,CUST00001601,2026-04-04 06:06:00,SALE,Store,Completed,POS_B,2026-04-04
TXN000000743,STR0002,REG020,ASC000434,CUST_BAD,,SALE,Store,Completed,POS_A,
TXN000000744,STR0008,REG028,ASC000342,CUST00000132,2026-04-07 17:29:00,SALE,Store,Voided,POS_C,2026-04-07
TXN000000745,STR0016,REG027,ASC000152,CUST00000668,,SALE,Store,Completed,POS_B,
TXN000000746,STR0004,REG018,ASC000350,CUST00001791,2026-04-15 12:20:00,SALE,Store,Completed,POS_B,2026-04-15
TXN000000747,STR0018,REG013,ASC000036,CUST00000558,2026-04-09 01:09:00,SALE,Pickup,Completed,POS_B,2026-04-09
TXN000000748,STR0019,REG004,ASC000019,CUST00001225,,SALE,Pickup,Voided,POS_B,
TXN000000749,STR0024,REG016,ASC000272,,,SALE,Store,Completed,POS_A,
TXN000000750,STR0020,REG006,ASC000170,,,SALE,Pickup,Voided,POS_B,
TXN000000751,STR0007,REG023,ASC000228,CUST00000297,2026-04-05 12:17:00,SALE,Store,Completed,POS_B,2026-04-05
TXN000000752,STR0010,REG013,ASC000196,CUST00000496,2026-05-26 15:32:00,SALE,Store,Completed,POS_B,2026-05-26
TXN000000753,STR0009,REG003,ASC000258,CUST00000552,,SALE,Pickup,Voided,POS_A,
TXN000000754,STR0006,REG003,ASC000391,CUST00000300,2026-04-02 13:08:00,SALE,Store,Suspended,POS_C,2026-04-02
TXN000000755,STR0018,REG006,ASC000297,,,SALE,Pickup,Suspended,POS_A,
TXN000000756,STR0005,REG006,ASC000015,CUST00001752,,SALE,Store,Voided,POS_A,
TXN000000757,STR0004,REG008,ASC000165,,2026-04-11 00:08:00,VOID,Store,Voided,POS_C,2026-04-11
TXN000000758,STR0012,REG024,ASC000092,,,SALE,Pickup,Completed,POS_B,
TXN000000759,STR0023,REG006,ASC000097,CUST00000034,2026-04-15 16:45:00,SALE,Pickup,Completed,POS_C,2026-04-15
TXN000000760,STR0019,REG008,ASC000477,,2026-05-19 07:06:00,SALE,Store,Suspended,POS_A,2026-05-19
TXN000000761,STR0020,REG001,ASC000211,CUST00001369,2026-04-29 05:45:00,SALE,Store,Completed,POS_C,2026-04-29
TXN000000762,STR0020,REG011,ASC000109,CUST00001122,2026-05-14 00:07:00,VOID,Pickup,Completed,POS_B,2026-05-14
TXN000000763,STR0003,REG007,ASC000374,CUST00000363,2026-04-23 03:44:00,SALE,Store,Voided,POS_A,2026-04-23
TXN000000764,STR0003,REG026,ASC000421,CUST00001695,,SALE,Store,Suspended,POS_A,
TXN000000765,STR0021,REG016,ASC000210,,,SALE,Pickup,Suspended,POS_C,
TXN000000766,STR0006,REG014,ASC000151,CUST00000696,2026-05-31 15:24:00,SALE,Store,Completed,POS_B,2026-05-31
TXN000000767,STR0022,REG022,ASC000454,,,SALE,Store,Completed,POS_B,
TXN000000768,STR0010,REG027,ASC000394,CUST00001591,,SALE,Store,Suspended,POS_C,
TXN000000769,STR0025,REG020,ASC000457,CUST00000019,2026-05-14 05:01:00,SALE,Store,Voided,POS_B,2026-05-14
TXN000000770,STR0005,REG020,ASC000111,CUST00001285,,SALE,Store,Completed,POS_C,
TXN000000771,STR0023,REG010,ASC000281,CUST00000488,2026-04-09 11:37:00,SALE,Store,Suspended,POS_A,2026-04-09
TXN000000772,STR0006,REG016,ASC000310,CUST00001012,,SALE,Pickup,Suspended,POS_A,
TXN000000773,STR0017,REG009,ASC000309,,2026-04-13 01:42:00,SALE,Pickup,Completed,POS_A,2026-04-13
TXN000000774,STR0001,REG026,ASC000006,CUST00000708,2026-04-22 08:25:00,SALE,Store,Completed,POS_C,2026-04-22
TXN000000775,STR0008,REG024,ASC000277,,2026-05-07 10:52:00,SALE,Store,Voided,POS_C,2026-05-07
TXN000000776,STR0016,REG001,ASC000007,CUST00001321,2026-05-07 03:03:00,SALE,Pickup,Voided,POS_B,2026-05-07
TXN000000777,STR0002,REG018,ASC000188,CUST00000998,,SALE,Pickup,Suspended,POS_A,
TXN000000778,STR0011,REG012,ASC000012,CUST00001760,,SALE,Store,Voided,POS_A,
TXN000000779,STR0015,REG019,ASC000412,CUST00001435,2026-05-27 20:36:00,VOID,Store,Completed,POS_C,2026-05-27
TXN000000780,STR0022,REG003,ASC000124,,,SALE,Store,Completed,POS_A,
TXN000000781,STR0008,REG017,ASC000366,CUST00000674,,SALE,Store,Completed,POS_A,
TXN000000782,STR0015,REG015,ASC000415,,2026-04-22 07:11:00,SALE,Store,Completed,POS_A,2026-04-22
TXN000000783,STR0023,REG014,ASC000097,CUST00000726,2026-05-29 15:05:00,SALE,Store,Suspended,POS_A,2026-05-29
TXN000000784,STR0007,REG017,ASC000364,CUST00000602,2026-04-12 04:42:00,VOID,Store,Completed,POS_B,2026-04-12
TXN000000785,STR0011,REG001,ASC000136,,2026-05-19 16:43:00,SALE,Store,Completed,POS_B,2026-05-19
TXN000000786,STR0021,REG026,ASC000101,,,SALE,Pickup,Voided,POS_C,
TXN000000787,STR0001,REG019,ASC000035,CUST00001083,2026-04-27 22:32:00,SALE,Store,Completed,POS_A,2026-04-27
TXN000000788,STR0001,REG024,ASC000467,CUST00001204,,SALE,Store,Completed,POS_C,
TXN000000789,STR0016,REG022,ASC000172,CUST00001549,,SALE,Store,Suspended,POS_A,
TXN000000790,STR0013,REG024,ASC000238,CUST00000817,2026-04-15 15:03:00,VOID,Store,Suspended,POS_B,2026-04-15
TXN000000791,STR0005,REG016,ASC000473,CUST00001255,,SALE,Store,Completed,POS_A,
TXN000000792,STR0002,REG003,ASC000348,CUST00000784,,VOID,Pickup,Voided,POS_A,
TXN000000793,STR0007,REG013,ASC000079,,,SALE,Store,Completed,POS_C,
TXN000000794,STR0024,REG010,ASC000169,CUST00000937,2026-05-04 23:05:00,VOID,Store,Completed,POS_C,2026-05-04
TXN000000795,STR0005,REG027,ASC000015,CUST00000809,,SALE,Store,Voided,POS_C,
TXN000000796,STR0009,REG002,ASC000362,CUST00000644,,SALE,Pickup,Completed,POS_C,
TXN000000797,STR0014,REG008,ASC000385,CUST00001452,,SALE,Store,Completed,POS_A,
TXN000000798,STR0021,REG017,ASC000210,CUST00001794,,SALE,Store,Completed,POS_A,
TXN000000799,STR0009,REG002,ASC000245,CUST00001138,,SALE,Pickup,Voided,POS_A,
TXN000000800,STR0007,REG007,ASC000496,CUST00001040,2026-05-19 09:15:00,SALE,Store,Voided,POS_A,2026-05-19
TXN000000801,STR0021,REG014,ASC000184,CUST00001762,2026-05-23 16:19:00,SALE,Store,Suspended,POS_B,2026-05-23
TXN000000802,STR0017,REG015,ASC000389,,2026-04-28 21:26:00,SALE,Store,Completed,POS_A,2026-04-28
TXN000000803,STR0006,REG028,ASC000216,,,SALE,Store,Completed,POS_B,
TXN000000804,STR0014,REG028,ASC000494,CUST00000998,,SALE,Pickup,Completed,POS_B,
TXN000000805,STR0018,REG001,ASC000365,,2026-04-04 19:32:00,SALE,Store,Completed,POS_B,2026-04-04
TXN000000806,STR0003,REG014,ASC000193,CUST00000046,2026-05-15 07:27:00,SALE,Store,Completed,POS_B,2026-05-15
TXN000000807,STR0011,REG017,ASC000399,CUST00001114,2026-04-01 09:49:00,SALE,Store,Voided,POS_B,2026-04-01
TXN000000808,STR0018,REG006,ASC000490,CUST00000776,,SALE,Pickup,Completed,POS_B,
TXN000000809,STR0013,REG016,ASC000053,,,VOID,Pickup,Suspended,POS_B,
TXN000000810,STR0016,REG024,ASC000315,,2026-05-19 13:47:00,SALE,Store,Suspended,POS_B,2026-05-19
TXN000000811,STR0014,REG021,ASC000469,,2026-05-22 00:28:00,VOID,Store,Completed,POS_B,2026-05-22
TXN000000812,STR0006,REG006,ASC000305,CUST00000129,2026-04-17 20:41:00,VOID,Store,Voided,POS_B,2026-04-17
TXN000000813,STR0003,REG008,ASC000374,CUST00000683,,SALE,Store,Suspended,POS_A,
TXN000000814,STR0014,REG022,ASC000381,CUST00001253,2026-05-04 16:20:00,SALE,Store,Completed,POS_B,2026-05-04
TXN000000815,STR0009,REG025,ASC000126,CUST00001528,2026-05-22 00:50:00,SALE,Store,Suspended,POS_C,2026-05-22
TXN000000816,STR0023,REG014,ASC000185,CUST00000522,,VOID,Store,Completed,POS_A,
