transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values
TL0000003256,TXN000000936,3,SKU0000401,,549.69,549.69,,2.0,0.0,Sold,False
TL0000003257,TXN000000936,4,SKU0000004,5.0,349.88,411.62,,5.0,122.46,Sold,True
TL0000003258,TXN000000936,5,SKU0000453,4.0,381.62,401.71,,1.0,106.85,Sold,True
TL0000003259,TXN000000936,6,SKU0000307,,249.7,293.76,,0.0,12.48,Voided,False
TL0000003260,TXN000000937,1,SKU0000292,5.0,119.04,119.04,,0.0,0.0,Sold,True
TL0000003261,TXN000000938,1,SKU0000548,3.0,50.14,62.68,,0.0,13.54,Sold,True
TL0000003262,TXN000000938,2,SKU0000228,2.0,299.46,374.33,,2.0,0.0,Sold,True
TL0000003263,TXN000000939,1,SKU0000175,,882.37,980.41,,0.0,79.41,Sold,False
TL0000003264,TXN000000940,1,SKU0000043,1.0,507.29,563.66,,0.0,0.0,Sold,True
TL0000003265,TXN000000940,2,SKU0000090,5.0,639.52,710.58,,0.0,287.78,Sold,True
TL0000003266,TXN000000941,1,SKU0000518,2.0,198.88,198.88,,1.0,35.8,Sold,True
TL0000003267,TXN000000941,2,SKU0000487,2.0,2.96,3.12,,0.0,0.41,Sold,True
TL0000003268,TXN000000941,3,SKU0000209,4.0,265.41,331.76,,0.0,95.55,Sold,True
TL0000003269,TXN000000941,4,SKU0000436,1.0,97.77,115.02,,1.0,8.8,Sold,True
TL0000003270,TXN000000941,5,SKU0000422,1.0,512.39,539.36,,1.0,46.12,Sold,True
TL0000003271,TXN000000941,6,SKU0000545,1.0,471.5,496.32,,0.0,23.58,Sold,True
TL0000003272,TXN000000942,1,SKU0000349,3.0,83.45,87.84,,0.0,0.0,Sold,True
TL0000003273,TXN000000942,2,SKU0000096,5.0,79.05,83.21,,0.0,27.67,Sold,True
TL0000003274,TXN000000942,3,SKU0000279,2.0,584.0,648.89,,2.0,81.76,Sold,True
TL0000003275,TXN000000942,4,SKU0000001,1.0,332.22,332.22,,0.0,0.0,Sold,True
TL0000003276,TXN000000942,5,SKU0000462,3.0,46.74,46.74,,0.0,0.0,Sold,True
TL0000003277,TXN000000943,1,SKU0000380,2.0,289.58,321.76,,0.0,28.96,Voided,True
TL0000003278,TXN000000943,2,SKU0000471,1.0,112.86,112.86,,0.0,7.9,Sold,True
TL0000003279,TXN000000943,3,SKU0000576,4.0,490.8,490.8,,2.0,98.16,Sold,True
TL0000003280,TXN000000943,4,SKU0000579,4.0,225.24,225.24,,0.0,63.07,Sold,True
TL0000003281,TXN000000943,5,SKU0000025,4.0,479.91,564.6,,0.0,0.0,Sold,True
TL0000003282,TXN000000943,6,SKU0000069,4.0,518.53,545.82,,0.0,103.71,Sold,True
TL0000003283,TXN000000944,1,SKU0000528,2.0,58.66,65.18,,0.0,0.0,Sold,True
TL0000003284,TXN000000944,2,SKU0000306,4.0,472.18,555.51,,5.0,132.21,Sold,True
TL0000003285,TXN000000944,3,SKU0000496,2.0,487.25,487.25,,2.0,48.73,Sold,True
TL0000003286,TXN000000944,4,SKU0000050,1.0,480.99,565.87,PRM00044,0.0,43.29,Sold,True
TL0000003287,TXN000000944,5,SKU0000046,,751.4,790.95,,0.0,52.6,Voided,False
TL0000003288,TXN000000945,1,SKU0000237,5.0,803.12,892.35,PRM00043,2.0,0.0,Voided,True
TL0000003289,TXN000000946,1,SKU0000106,4.0,43.63,43.63,,0.0,12.22,Sold,True
TL0000003290,TXN000000946,2,SKU0000520,5.0,158.57,158.57,,5.0,55.5,Sold,True
TL0000003291,TXN000000946,3,SKU0000057,,197.98,208.4,,0.0,17.82,Sold,False
TL0000003292,TXN000000947,1,SKU0000567,-1.0,13.13,15.45,PRM00040,0.0,0.0,Sold,False
TL0000003293,TXN000000947,2,SKU0000385,5.0,52.41,61.66,,0.0,18.34,Sold,True
TL0000003294,TXN000000947,3,SKU0000323,4.0,292.97,325.52,,1.0,82.03,Sold,True
TL0000003295,TXN000000948,1,SKU0000233,1.0,593.57,741.96,,0.0,29.68,Sold,True
TL0000003296,TXN000000948,2,SKU0000419,3.0,24.08,30.1,,5.0,3.61,Sold,True
TL0000003297,TXN000000948,3,SKU0000184,,757.42,757.42,,1.0,0.0,Voided,False
TL0000003298,TXN000000948,4,SKU0000426,1.0,27.92,32.85,,0.0,1.95,Sold,True
TL0000003299,TXN000000949,1,SKU0000463,-1.0,66.59,66.59,,2.0,0.0,Sold,False
TL0000003300,TXN000000949,2,SKU0000091,1.0,161.98,190.56,,0.0,8.1,Voided,True
TL0000003301,TXN000000950,1,SKU0000251,3.0,323.32,380.38,,5.0,87.3,Sold,True
TL0000003302,TXN000000950,2,SKU0000551,2.0,469.71,469.71,,1.0,46.97,Sold,True
TL0000003303,TXN000000950,3,SKU0000126,1.0,465.6,465.6,,0.0,32.59,Sold,True
TL0000003304,TXN000000950,4,SKU0000122,1.0,466.78,466.78,PRM00027,0.0,32.67,Sold,True
TL0000003305,TXN000000950,5,SKU0000402,1.0,369.82,369.82,,0.0,33.28,Sold,True
TL0000003306,TXN000000950,6,SKU0000064,2.0,23.81,23.81,,0.0,3.33,Sold,True
TL0000003307,TXN000000951,1,SKU0000266,-1.0,238.34,238.34,,0.0,0.0,Sold,False
TL0000003308,TXN000000952,1,SKU0000522,1.0,117.09,130.1,,0.0,8.2,Sold,True
TL0000003309,TXN000000952,2,SKU0000438,4.0,611.77,643.97,,2.0,171.3,Sold,True
TL0000003310,TXN000000952,3,SKU0000198,3.0,60.77,60.77,,0.0,9.12,Sold,True
TL0000003311,TXN000000952,4,SKU0000492,1.0,571.92,571.92,,2.0,28.6,Sold,True
TL0000003312,TXN000000952,5,SKU0000310,3.0,250.71,278.57,,0.0,0.0,Sold,True
TL0000003313,TXN000000953,1,SKU0000555,4.0,510.6,537.47,,0.0,102.12,Sold,True
TL0000003314,TXN000000953,2,SKU0000056,2.0,476.25,501.32,,1.0,0.0,Voided,True
TL0000003315,TXN000000953,3,SKU0000545,3.0,496.32,496.32,,2.0,134.01,Sold,True
TL0000003316,TXN000000954,1,SKU0000139,2.0,614.9,768.63,,5.0,0.0,Voided,True
TL0000003317,TXN000000954,2,SKU0000416,2.0,218.22,272.77,,0.0,0.0,Sold,True
TL0000003318,TXN000000955,1,SKU0000374,2.0,798.12,798.12,,0.0,79.81,Sold,True
TL0000003319,TXN000000955,2,SKU0000561,1.0,539.27,539.27,,0.0,0.0,Voided,True
TL0000003320,TXN000000956,1,SKU0000158,3.0,120.74,142.05,,0.0,32.6,Sold,True
TL0000003321,TXN000000956,2,SKU0000233,1.0,667.76,741.96,,2.0,60.1,Sold,True
TL0000003322,TXN000000957,1,SKU0000249,1.0,94.05,104.5,,0.0,6.58,Sold,True
TL0000003323,TXN000000958,1,SKU0000539,1.0,415.73,415.73,,0.0,37.42,Voided,True
TL0000003324,TXN000000958,2,SKU0000521,3.0,619.42,774.27,,1.0,0.0,Voided,True
TL0000003325,TXN000000958,3,SKU0000019,2.0,97.78,115.04,,0.0,0.0,Voided,True
TL0000003326,TXN000000959,1,SKU0000576,2.0,490.8,490.8,,0.0,49.08,Voided,True
TL0000003327,TXN000000959,2,SKU0000427,2.0,863.97,863.97,,0.0,120.96,Sold,True
TL0000003328,TXN000000960,1,SKU0000345,-1.0,322.74,322.74,,0.0,0.0,Sold,False
TL0000003329,TXN000000960,2,SKU0000288,5.0,277.78,292.4,PRM00059,0.0,125.0,Sold,True
TL0000003330,TXN000000961,1,SKU0000103,1.0,358.33,421.57,,0.0,17.92,Sold,True
TL0000003331,TXN000000962,1,SKU0000397,1.0,877.77,975.3,,0.0,61.44,Sold,True
TL0000003332,TXN000000962,2,SKU0000130,4.0,617.74,686.38,,0.0,222.39,Voided,True
TL0000003333,TXN000000962,3,SKU0000099,3.0,67.48,79.39,,0.0,18.22,Voided,True
TL0000003334,TXN000000962,4,SKU0000056,2.0,501.32,501.32,,0.0,0.0,Voided,True
TL0000003335,TXN000000962,5,SKU0000059,3.0,420.24,420.24,,5.0,113.46,Sold,True
TL0000003336,TXN000000962,6,SKU0000243,1.0,136.35,136.35,,0.0,12.27,Sold,True
TL0000003337,TXN000000963,1,SKU0000001,,332.22,332.22,,0.0,23.26,Sold,False
TL0000003338,TXN000000963,2,SKU0000474,4.0,27.78,27.78,,5.0,5.56,Sold,True
TL0000003339,TXN000000963,3,SKU0000464,4.0,443.19,553.99,PRM00038,0.0,0.0,Sold,True
TL0000003340,TXN000000963,4,SKU0000069,-1.0,491.24,545.82,,5.0,0.0,Voided,False
TL0000003341,TXN000000964,1,SKU0000018,2.0,548.25,685.31,,5.0,54.82,Sold,True
TL0000003342,TXN000000964,2,SKU0000085,,334.98,372.2,,2.0,16.75,Sold,False
TL0000003343,TXN000000965,1,SKU0000371,1.0,488.92,488.92,,5.0,24.45,Sold,True
TL0000003344,TXN000000965,2,SKU0000241,2.0,86.25,86.25,,1.0,0.0,Sold,True
TL0000003345,TXN000000965,3,SKU0000484,,773.36,909.84,,0.0,54.14,Sold,False
TL0000003346,TXN000000965,4,SKU0000405,2.0,810.44,810.44,,0.0,113.46,Sold,True
TL0000003347,TXN000000965,5,SKU0000384,5.0,492.81,492.81,PRM00042,0.0,123.2,Sold,True
TL0000003348,TXN000000965,6,SKU0000042,2.0,105.43,131.79,PRM00019,0.0,10.54,Sold,True
TL0000003349,TXN000000966,1,SKU0000017,-1.0,99.36,99.36,,0.0,0.0,Sold,False
TL0000003350,TXN000000966,2,SKU0000565,5.0,80.22,80.22,,0.0,36.1,Sold,True
TL0000003351,TXN000000966,3,SKU0000211,2.0,,512.1,PRM00057,0.0,57.36,Voided,False
TL0000003352,TXN000000966,4,SKU0000335,,415.33,437.19,PRM00054,0.0,0.0,Sold,False
TL0000003353,TXN000000966,5,SKU0000361,3.0,215.88,227.24,,0.0,45.33,Sold,True
TL0000003354,TXN000000966,6,SKU0000468,3.0,297.89,372.36,,0.0,44.68,Voided,True
TL0000003355,TXN000000967,1,SKU0000432,5.0,694.49,694.49,,0.0,0.0,Voided,True
TL0000003356,TXN000000967,2,SKU0000111,1.0,473.89,557.52,,0.0,23.69,Sold,True
TL0000003357,TXN000000967,3,SKU0000165,2.0,490.46,577.01,,0.0,0.0,Sold,True
TL0000003358,TXN000000967,4,SKU0000040,1.0,106.24,124.99,,0.0,0.0,Sold,True
TL0000003359,TXN000000967,5,SKU0000454,2.0,173.03,216.29,,2.0,31.15,Sold,True
TL0000003360,TXN000000967,6,SKU0000576,2.0,441.72,490.8,,1.0,79.51,Sold,True
TL0000003361,TXN000000968,1,SKU0000251,5.0,342.34,380.38,,0.0,85.59,Voided,True
TL0000003362,TXN000000968,2,SKU0000538,1.0,1009.74,1009.74,,2.0,90.88,Sold,True
TL0000003363,TXN000000968,3,SKU0000332,3.0,461.54,461.54,,0.0,0.0,Sold,True
TL0000003364,TXN000000968,4,SKU0000231,-1.0,263.03,328.79,,0.0,0.0,Sold,False
TL0000003365,TXN000000968,5,SKU0000477,1.0,64.16,64.16,,2.0,5.77,Voided,True
TL0000003366,TXN000000969,1,SKU0000150,,1180.75,1180.75,,0.0,59.04,Voided,False
TL0000003367,TXN000000969,2,SKU0000547,4.0,595.93,595.93,,0.0,166.86,Voided,True
TL0000003368,TXN000000969,3,SKU0000217,5.0,513.46,513.46,,5.0,231.06,Sold,True
TL0000003369,TXN000000970,1,SKU0000070,,249.18,293.15,,0.0,12.46,Sold,False
TL0000003370,TXN000000971,1,SKU0000150,5.0,1062.67,1180.75,,0.0,265.67,Voided,True
TL0000003371,TXN000000971,2,SKU0000314,-1.0,42.67,53.34,PRM00051,0.0,0.0,Sold,False
TL0000003372,TXN000000971,3,SKU0000325,4.0,537.91,537.91,,0.0,150.61,Voided,True
TL0000003373,TXN000000971,4,SKU0000193,5.0,539.84,674.8,,5.0,134.96,Voided,True
TL0000003374,TXN000000971,5,SKU0000150,,1180.75,1180.75,,0.0,0.0,Sold,False
TL0000003375,TXN000000971,6,SKU0000387,1.0,94.54,99.52,,5.0,6.62,Sold,True
TL0000003376,TXN000000972,1,SKU0000307,3.0,293.76,293.76,PRM00006,0.0,44.06,Sold,True
TL0000003377,TXN000000973,1,SKU0000492,2.0,543.32,571.92,,0.0,0.0,Sold,True
TL0000003378,TXN000000973,2,SKU0000078,4.0,37.36,46.7,,5.0,7.47,Sold,True
TL0000003379,TXN000000973,3,SKU0000410,3.0,199.54,249.43,PRM00016,0.0,41.9,Voided,True
TL0000003380,TXN000000973,4,SKU0000242,,12.08,12.72,,0.0,0.0,Voided,False
TL0000003381,TXN000000973,5,SKU0000203,-1.0,734.87,864.55,PRM00010,0.0,0.0,Sold,False
TL0000003382,TXN000000974,1,SKU0000062,,366.28,366.28,,0.0,25.64,Sold,False
TL0000003383,TXN000000974,2,SKU0000075,-1.0,215.49,215.49,PRM00008,2.0,0.0,Voided,False
TL0000003384,TXN000000974,3,SKU0000560,,836.56,836.56,,1.0,0.0,Sold,False
TL0000003385,TXN000000974,4,SKU0000539,3.0,394.94,415.73,,5.0,106.63,Sold,True
TL0000003386,TXN000000974,5,SKU0000044,5.0,794.45,836.26,PRM00002,5.0,0.0,Sold,True
TL0000003387,TXN000000975,1,SKU0000003,3.0,269.12,269.12,,0.0,56.52,Sold,True
TL0000003388,TXN000000975,2,SKU0000556,,610.22,717.91,,0.0,54.92,Voided,False
TL0000003389,TXN000000976,1,SKU0000495,4.0,308.03,308.03,,1.0,0.0,Sold,True
TL0000003390,TXN000000976,2,SKU0000026,1.0,354.26,354.26,,5.0,17.71,Sold,True
TL0000003391,TXN000000976,3,SKU0000166,2.0,124.18,155.22,,0.0,0.0,Voided,True
TL0000003392,TXN000000976,4,SKU0000533,4.0,257.53,286.14,,1.0,72.11,Sold,True
TL0000003393,TXN000000976,5,SKU0000125,,482.59,482.59,,0.0,33.78,Voided,False
TL0000003394,TXN000000976,6,SKU0000501,1.0,122.73,122.73,PRM00017,0.0,8.59,Sold,True
TL0000003395,TXN000000977,1,SKU0000160,4.0,632.01,665.27,,0.0,126.4,Sold,True
TL0000003396,TXN000000977,2,SKU0000495,,308.03,308.03,,5.0,21.56,Sold,False
TL0000003397,TXN000000977,3,SKU0000375,1.0,491.34,491.34,,0.0,0.0,Sold,True
TL0000003398,TXN000000977,4,SKU0000050,,537.58,565.87,,5.0,48.38,Sold,False
TL0000003399,TXN000000977,5,SKU0000578,1.0,508.68,508.68,,0.0,35.61,Sold,True
TL0000003400,TXN000000977,6,SKU0000021,,748.96,748.96,PRM00007,5.0,0.0,Sold,False
TL0000003401,TXN000000978,1,SKU0000067,2.0,735.69,774.41,,2.0,73.57,Voided,True
TL0000003402,TXN000000978,2,SKU0000063,1.0,898.03,997.81,,1.0,0.0,Sold,True
TL0000003403,TXN000000979,1,SKU0000017,3.0,99.36,99.36,,0.0,14.9,Sold,True
TL0000003404,TXN000000979,2,SKU0000079,4.0,745.8,745.8,PRM00036,0.0,0.0,Sold,True
TL0000003405,TXN000000979,3,SKU0000081,1.0,475.4,528.22,PRM00010,0.0,42.79,Sold,True
TL0000003406,TXN000000979,4,SKU0000471,,101.57,112.86,,2.0,9.14,Sold,False
TL0000003407,TXN000000979,5,SKU0000148,1.0,504.39,504.39,,2.0,45.4,Voided,True
TL0000003408,TXN000000979,6,SKU0000457,4.0,309.02,363.55,,1.0,0.0,Sold,True
TL0000003409,TXN000000980,1,SKU0000525,,310.79,365.63,,0.0,27.97,Sold,False
TL0000003410,TXN000000980,2,SKU0000071,3.0,454.76,454.76,,0.0,95.5,Voided,True
TL0000003411,TXN000000980,3,SKU0000285,,305.37,381.71,,0.0,15.27,Sold,False
TL0000003412,TXN000000980,4,SKU0000099,3.0,79.39,79.39,,0.0,0.0,Voided,True
TL0000003413,TXN000000981,1,SKU0000559,,492.88,492.88,,0.0,0.0,Sold,False
TL0000003414,TXN000000981,2,SKU0000297,-1.0,200.54,250.67,,2.0,0.0,Sold,False
TL0000003415,TXN000000981,3,SKU0000510,4.0,532.2,532.2,,1.0,0.0,Voided,True
TL0000003416,TXN000000981,4,SKU0000424,,255.51,300.6,,1.0,12.78,Sold,False
TL0000003417,TXN000000982,1,SKU0000489,1.0,21.99,25.87,,0.0,1.54,Voided,True
TL0000003418,TXN000000982,2,SKU0000352,2.0,696.5,819.41,,2.0,0.0,Sold,True
TL0000003419,TXN000000982,3,SKU0000330,1.0,19.0,19.0,,2.0,0.95,Sold,True
TL0000003420,TXN000000982,4,SKU0000441,1.0,486.34,486.34,,2.0,34.04,Sold,True
TL0000003421,TXN000000983,1,SKU0000156,3.0,417.75,464.17,,5.0,87.73,Voided,True
TL0000003422,TXN000000983,2,SKU0000481,4.0,686.67,807.85,,5.0,247.2,Sold,True
TL0000003423,TXN000000984,1,SKU0000224,1.0,239.26,281.48,PRM00055,0.0,11.96,Sold,True
TL0000003424,TXN000000984,2,SKU0000053,1.0,276.92,276.92,,1.0,0.0,Voided,True
TL0000003425,TXN000000984,3,SKU0000339,-1.0,59.03,73.79,,0.0,0.0,Voided,False
TL0000003426,TXN000000984,4,SKU0000337,1.0,678.01,678.01,PRM00032,0.0,47.46,Voided,True
TL0000003427,TXN000000985,1,SKU0000059,1.0,420.24,420.24,,5.0,37.82,Sold,True
TL0000003428,TXN000000985,2,SKU0000355,1.0,801.15,942.53,,0.0,0.0,Sold,True
TL0000003429,TXN000000985,3,SKU0000363,5.0,644.09,644.09,,0.0,0.0,Voided,True
TL0000003430,TXN000000985,4,SKU0000521,1.0,774.27,774.27,,1.0,38.71,Sold,True
TL0000003431,TXN000000986,1,SKU0000447,2.0,198.8,220.89,,0.0,19.88,Sold,True
TL0000003432,TXN000000986,2,SKU0000531,5.0,331.03,331.03,,1.0,148.96,Sold,True
TL0000003433,TXN000000986,3,SKU0000306,4.0,472.18,555.51,PRM00021,1.0,0.0,Sold,True
TL0000003434,TXN000000986,4,SKU0000106,5.0,43.63,43.63,,0.0,0.0,Sold,True
TL0000003435,TXN000000986,5,SKU0000410,5.0,249.43,249.43,,0.0,112.24,Voided,True
TL0000003436,TXN000000987,1,SKU0000062,1.0,366.28,366.28,,5.0,0.0,Sold,True
TL0000003437,TXN000000987,2,SKU0000529,2.0,280.34,295.09,,0.0,39.25,Voided,True
TL0000003438,TXN000000987,3,SKU_UNKNOWN,1.0,101.33,106.66,PRM00019,2.0,5.07,Sold,True
TL0000003439,TXN000000987,4,SKU0000111,,529.64,557.52,PRM00022,1.0,37.08,Sold,False
TL0000003440,TXN000000987,5,SKU0000119,5.0,400.66,400.66,,0.0,100.17,Voided,True
TL0000003441,TXN000000988,1,SKU0000249,2.0,104.5,104.5,,0.0,18.81,Voided,True
TL0000003442,TXN000000988,2,SKU0000272,2.0,88.68,93.35,,0.0,0.0,Sold,True
TL0000003443,TXN000000989,1,SKU0000507,1.0,731.19,731.19,,1.0,65.81,Sold,True
TL0000003444,TXN000000989,2,SKU0000004,3.0,370.46,411.62,,2.0,100.02,Sold,True
TL0000003445,TXN000000990,1,SKU0000090,2.0,710.58,710.58,,1.0,0.0,Sold,True
TL0000003446,TXN000000990,2,SKU0000012,1.0,895.36,895.36,,0.0,0.0,Sold,True
TL0000003447,TXN000000990,3,SKU0000213,5.0,1021.27,1021.27,,0.0,357.44,Sold,True
TL0000003448,TXN000000991,1,SKU0000546,1.0,16.16,17.95,,2.0,0.81,Sold,True
TL0000003449,TXN000000991,2,SKU0000375,2.0,442.21,491.34,,0.0,61.91,Sold,True
TL0000003450,TXN000000991,3,SKU0000161,-1.0,562.1,562.1,,2.0,0.0,Sold,False
TL0000003451,TXN000000992,1,SKU0000531,2.0,331.03,331.03,,0.0,59.59,Sold,True
TL0000003452,TXN000000992,2,SKU0000556,,717.91,717.91,,0.0,35.9,Sold,False
TL0000003453,TXN000000992,3,SKU0000485,1.0,370.73,370.73,,2.0,25.95,Voided,True
TL0000003454,TXN000000992,4,SKU0000283,1.0,540.31,540.31,,0.0,48.63,Sold,True
TL0000003455,TXN000000993,1,SKU0000281,1.0,780.39,780.39,,0.0,70.24,Sold,True
TL0000003456,TXN000000994,1,SKU0000324,1.0,268.84,268.84,,0.0,24.2,Sold,True
TL0000003457,TXN000000995,1,SKU0000157,4.0,486.13,486.13,,0.0,0.0,Sold,True
TL0000003458,TXN000000995,2,SKU0000040,1.0,118.74,124.99,,2.0,8.31,Sold,True
TL0000003459,TXN000000995,3,SKU0000002,4.0,1009.34,1062.46,,0.0,282.61,Sold,True
TL0000003460,TXN000000995,4,SKU0000031,-1.0,231.24,289.05,,2.0,0.0,Sold,False
TL0000003461,TXN000000996,1,SKU0000457,5.0,327.19,363.55,,5.0,0.0,Sold,True
TL0000003462,TXN000000996,2,SKU0000181,2.0,158.65,198.31,,1.0,15.86,Sold,True
TL0000003463,TXN000000996,3,SKU0000313,2.0,77.02,77.02,,5.0,7.7,Voided,True
TL0000003464,TXN000000996,4,SKU0000528,4.0,65.18,65.18,,1.0,23.46,Sold,True
TL0000003465,TXN000000996,5,SKU0000391,,115.22,144.03,,5.0,5.76,Sold,False
TL0000003466,TXN000000996,6,SKU0000133,1.0,561.92,591.5,,0.0,50.57,Sold,True
TL0000003467,TXN000000997,1,SKU0000022,2.0,269.66,269.66,,0.0,26.97,Voided,True
TL0000003468,TXN000000997,2,SKU0000258,1.0,170.31,170.31,,2.0,8.52,Sold,True
TL0000003469,TXN000000997,3,SKU0000340,3.0,640.79,674.52,,1.0,0.0,Voided,True
TL0000003470,TXN000000997,4,SKU0000426,1.0,32.85,32.85,,0.0,0.0,Sold,True
TL0000003471,TXN000000997,5,SKU0000403,1.0,301.61,354.83,,0.0,21.11,Sold,True
TL0000003472,TXN000000998,1,SKU0000517,5.0,122.87,122.87,,0.0,43.0,Sold,True
TL0000003473,TXN000000998,2,SKU0000532,1.0,18.58,18.58,,0.0,0.93,Voided,True
TL0000003474,TXN000000999,1,SKU0000182,2.0,708.99,708.99,,1.0,0.0,Sold,True
TL0000003475,TXN000000999,2,SKU0000387,1.0,99.52,99.52,,0.0,0.0,Voided,True
TL0000003476,TXN000000999,3,SKU0000009,,35.59,41.87,,0.0,3.2,Sold,False
TL0000003477,TXN000000999,4,SKU0000320,3.0,56.1,56.1,,0.0,8.42,Sold,True
TL0000003478,TXN000000999,5,SKU0000353,2.0,41.39,41.39,PRM00020,2.0,5.79,Sold,True
TL0000003479,TXN000000999,6,SKU0000246,-1.0,188.87,188.87,,0.0,0.0,Sold,False
TL0000003480,TXN000001000,1,SKU0000451,4.0,109.95,109.95,,0.0,0.0,Sold,True
TL0000003481,TXN000001000,2,SKU0000018,2.0,,685.31,,0.0,0.0,Voided,False
TL0000003482,TXN000001000,3,SKU0000434,3.0,236.64,236.64,,0.0,35.5,Sold,True
TL0000003483,TXN000001000,4,SKU0000124,2.0,749.94,749.94,PRM00009,0.0,0.0,Sold,True
TL0000003484,TXN000001001,1,SKU0000437,,150.89,167.65,,0.0,10.56,Sold,False
TL0000003485,TXN000001001,2,SKU0000318,1.0,93.25,93.25,,5.0,0.0,Sold,True
TL0000003486,TXN000001002,1,SKU0000480,3.0,83.99,83.99,,2.0,0.0,Sold,True
TL0000003487,TXN000001002,2,SKU0000114,-1.0,198.28,233.27,,1.0,0.0,Sold,False
TL0000003488,TXN000001002,3,SKU0000053,-1.0,263.07,276.92,,5.0,0.0,Voided,False
TL0000003489,TXN000001002,4,SKU0000296,3.0,377.31,377.31,PRM00002,0.0,101.87,Sold,True
TL0000003490,TXN000001003,1,SKU0000516,1.0,341.94,359.94,,0.0,17.1,Sold,True
TL0000003491,TXN000001003,2,SKU0000394,1.0,889.1,889.1,,0.0,0.0,Sold,True
TL0000003492,TXN000001003,3,SKU0000340,5.0,640.79,674.52,,0.0,224.28,Sold,True
TL0000003493,TXN000001004,1,SKU0000068,4.0,202.94,202.94,PRM00031,0.0,73.06,Sold,True
TL0000003494,TXN000001005,1,SKU0000492,1.0,486.13,571.92,,0.0,24.31,Voided,True
TL0000003495,TXN000001005,2,SKU0000414,-1.0,231.7,231.7,,2.0,0.0,Voided,False
TL0000003496,TXN000001005,3,SKU0000041,2.0,168.72,177.6,,0.0,16.87,Voided,True
TL0000003497,TXN000001006,1,SKU0000097,2.0,526.51,619.42,,0.0,94.77,Voided,True
TL0000003498,TXN000001006,2,SKU0000170,1.0,371.22,371.22,,2.0,25.99,Voided,True
TL0000003499,TXN000001006,3,SKU0000461,4.0,128.78,128.78,,0.0,46.36,Sold,True
TL0000003500,TXN000001006,4,SKU0000149,2.0,759.23,843.59,,0.0,0.0,Sold,True
TL0000003501,TXN000001006,5,SKU0000460,,348.29,435.36,,0.0,24.38,Voided,False
TL0000003502,TXN000001007,1,SKU0000311,2.0,205.5,205.5,,0.0,28.77,Sold,True
TL0000003503,TXN000001008,1,SKU0000565,2.0,80.22,80.22,,0.0,8.02,Sold,True
TL0000003504,TXN000001008,2,SKU0000502,5.0,352.08,391.2,,0.0,0.0,Sold,True
TL0000003505,TXN000001008,3,SKU0000016,1.0,579.13,579.13,PRM00035,2.0,40.54,Sold,True
TL0000003506,TXN000001008,4,SKU0000166,-1.0,155.22,155.22,,5.0,0.0,Sold,False
TL0000003507,TXN000001008,5,SKU0000131,2.0,337.68,397.27,,0.0,60.78,Voided,True
TL0000003508,TXN000001009,1,SKU0000124,1.0,712.44,749.94,,0.0,0.0,Sold,True
TL0000003509,TXN000001009,2,SKU0000514,3.0,260.74,325.92,,0.0,54.75,Voided,True
TL0000003510,TXN000001009,3,SKU0000309,1.0,336.6,420.75,,0.0,23.56,Voided,True
TL0000003511,TXN000001010,1,SKU0000418,1.0,323.67,359.63,,2.0,16.18,Sold,True
TL0000003512,TXN000001010,2,SKU0000507,1.0,658.07,731.19,,0.0,46.06,Voided,True
TL0000003513,TXN000001010,3,SKU0000038,1.0,914.63,914.63,,1.0,82.32,Sold,True
TL0000003514,TXN000001010,4,SKU0000116,1.0,773.67,910.2,PRM00007,0.0,54.16,Sold,True
TL0000003515,TXN000001011,1,SKU0000552,1.0,593.32,659.24,,2.0,29.67,Voided,True
TL0000003516,TXN000001011,2,SKU0000418,1.0,359.63,359.63,,2.0,0.0,Voided,True
TL0000003517,TXN000001011,3,SKU0000319,5.0,492.57,547.3,,5.0,172.4,Sold,True
TL0000003518,TXN000001011,4,SKU0000243,,136.35,136.35,,1.0,12.27,Sold,False
TL0000003519,TXN000001011,5,SKU0000178,4.0,924.12,924.12,,0.0,184.82,Voided,True
TL0000003520,TXN000001012,1,SKU0000415,1.0,334.14,334.14,,0.0,23.39,Sold,True
TL0000003521,TXN000001012,2,SKU0000406,1.0,321.11,401.39,,5.0,0.0,Sold,True
TL0000003522,TXN000001012,3,SKU0000383,2.0,502.89,502.89,PRM00055,1.0,90.52,Voided,True
TL0000003523,TXN000001013,1,SKU0000390,3.0,249.82,249.82,,5.0,0.0,Sold,True
TL0000003524,TXN000001013,2,SKU0000522,2.0,117.09,130.1,,2.0,21.08,Sold,True
TL0000003525,TXN000001013,3,SKU0000382,2.0,956.23,956.23,,0.0,95.62,Sold,True
TL0000003526,TXN000001013,4,SKU0000467,1.0,667.04,667.04,PRM00050,0.0,33.35,Voided,True
TL0000003527,TXN000001013,5,SKU0000260,3.0,305.67,305.67,,0.0,82.53,Sold,True
TL0000003528,TXN000001013,6,SKU0000548,3.0,56.41,62.68,,0.0,15.23,Sold,True
TL0000003529,TXN000001014,1,SKU0000019,4.0,97.78,115.04,,2.0,0.0,Voided,True
TL0000003530,TXN000001014,2,SKU0000002,5.0,1062.46,1062.46,,0.0,478.11,Sold,True
TL0000003531,TXN000001014,3,SKU0000398,,441.5,551.87,,0.0,30.9,Sold,False
