snapshot_date,store_id,product_id,on_hand_qty,reserved_qty,on_order_qty,reorder_point,safety_stock_qty,inventory_status,available_qty,valid_values
2026-04-01,STR0015,SKU0000499,352.0,54,134,20,20,Healthy,298.0,True
2026-04-01,STR0015,SKU0000243,106.0,24,12,10,5,Healthy,82.0,True
2026-04-01,STR0015,SKU0000287,230.0,22,32,30,10,Stockout,208.0,True
2026-04-01,STR0015,SKU0000111,281.0,4,10,75,20,Overstock,277.0,True
2026-04-01,STR0015,SKU0000381,438.0,29,87,10,30,Low,409.0,True
2026-04-01,STR0015,SKU0000158,432.0,10,16,20,30,Low,422.0,True
2026-04-01,STR0015,SKU0000456,249.0,1,118,20,30,Overstock,248.0,True
2026-04-01,STR0015,SKU0000047,351.0,51,142,10,20,Low,300.0,True
2026-04-01,STR0015,SKU0000400,489.0,5,146,10,20,Low,484.0,True
2026-04-01,STR0015,SKU0000472,477.0,39,124,20,10,Stockout,438.0,True
2026-04-01,STR0015,SKU_BAD,368.0,17,130,10,30,Stockout,351.0,True
2026-04-01,STR0015,SKU0000409,241.0,46,41,30,30,Low,195.0,True
2026-04-01,STR0015,SKU0000034,280.0,7,21,20,5,Low,273.0,True
2026-04-01,STR0015,SKU0000493,384.0,5,31,75,10,Stockout,379.0,True
2026-04-01,STR0015,SKU0000421,149.0,31,133,30,30,Healthy,118.0,True
2026-04-01,STR0015,SKU0000210,241.0,52,154,20,5,Healthy,189.0,True
2026-04-01,STR0015,SKU0000557,408.0,32,198,20,20,Healthy,376.0,True
2026-04-01,STR0015,SKU0000208,26.0,26,186,30,20,Healthy,0.0,True
2026-04-01,STR0015,SKU0000201,202.0,26,99,75,30,Healthy,176.0,True
2026-04-01,STR0015,SKU0000328,145.0,47,188,30,10,Low,98.0,True
2026-04-01,STR0015,SKU0000121,47.0,21,173,50,5,Low,26.0,True
2026-04-01,STR0015,SKU0000579,13.0,4,0,50,5,Low,9.0,True
2026-04-01,STR0015,SKU0000319,104.0,31,95,10,5,Healthy,73.0,True
2026-04-01,STR0015,SKU0000050,28.0,9,178,10,10,Overstock,19.0,True
2026-04-01,STR0015,SKU0000348,477.0,7,28,50,5,Stockout,470.0,True
2026-04-01,STR0015,SKU0000172,280.0,11,133,10,5,Healthy,269.0,True
2026-04-01,STR0015,SKU0000066,79.0,8,181,75,10,Low,71.0,True
2026-04-01,STR0015,SKU0000249,449.0,12,128,20,10,Healthy,437.0,True
2026-04-01,STR0016,SKU0000427,156.0,4,17,20,5,Low,152.0,True
2026-04-01,STR0016,SKU0000527,45.0,25,52,30,10,Overstock,20.0,True
2026-04-01,STR0016,SKU0000546,480.0,49,81,50,5,Healthy,431.0,True
2026-04-01,STR0016,SKU0000019,50.0,26,137,30,10,Stockout,24.0,True
2026-04-01,STR0016,SKU0000460,368.0,60,153,10,30,Stockout,308.0,True
2026-04-01,STR0016,SKU0000213,452.0,31,180,30,20,Low,421.0,True
2026-04-01,STR0016,SKU0000127,153.0,45,146,10,20,Healthy,108.0,True
2026-04-01,STR0016,SKU0000344,313.0,47,109,50,20,Healthy,266.0,True
2026-04-01,STR0016,SKU0000336,437.0,17,147,50,20,Low,420.0,True
2026-04-01,STR0016,SKU0000289,20.0,17,13,50,10,Healthy,3.0,True
2026-04-01,STR0016,SKU0000059,217.0,45,24,20,10,Low,172.0,True
2026-04-01,STR0016,SKU0000517,73.0,43,164,50,10,Healthy,30.0,True
2026-04-01,STR0016,SKU0000166,423.0,2,144,30,10,Low,421.0,True
2026-04-01,STR0016,SKU0000152,74.0,17,167,30,30,Healthy,57.0,True
2026-04-01,STR0016,SKU0000330,482.0,25,164,10,5,Low,457.0,True
2026-04-01,STR0016,SKU0000201,128.0,31,12,50,5,Low,97.0,True
2026-04-01,STR0016,SKU0000554,328.0,53,171,20,30,Healthy,275.0,True
2026-04-01,STR0016,SKU0000068,82.0,49,169,75,10,Overstock,33.0,True
2026-04-01,STR0016,SKU0000485,440.0,35,112,50,10,Healthy,405.0,True
2026-04-01,STR0016,SKU0000229,273.0,50,125,10,20,Overstock,223.0,True
2026-04-01,STR0016,SKU0000459,322.0,20,60,50,30,Low,302.0,True
2026-04-01,STR0016,SKU0000252,383.0,46,38,75,20,Healthy,337.0,True
2026-04-01,STR0016,SKU0000184,405.0,30,124,75,20,Stockout,375.0,True
2026-04-01,STR0016,SKU0000095,358.0,35,89,75,5,Healthy,323.0,True
2026-04-01,STR0016,SKU0000188,238.0,41,187,30,20,Healthy,197.0,True
2026-04-01,STR0016,SKU0000111,299.0,54,178,20,20,Healthy,245.0,True
2026-04-01,STR0016,SKU0000150,418.0,21,93,75,5,Healthy,397.0,True
2026-04-01,STR0016,SKU0000432,1.0,0,41,75,20,Healthy,1.0,True
2026-04-01,STR0016,SKU0000428,497.0,54,196,75,20,Healthy,443.0,True
2026-04-01,STR0016,SKU0000185,200.0,11,0,50,30,Low,189.0,True
2026-04-01,STR0016,SKU0000326,67.0,35,140,75,10,Overstock,32.0,True
2026-04-01,STR0016,SKU0000421,7.0,5,187,30,20,Stockout,2.0,True
2026-04-01,STR0016,SKU0000287,142.0,1,154,50,10,Healthy,141.0,True
2026-04-01,STR0016,SKU0000006,241.0,49,51,75,5,Overstock,192.0,True
2026-04-01,STR0016,SKU0000524,166.0,30,57,10,10,Low,136.0,True
2026-04-01,STR0016,SKU0000138,399.0,24,200,50,20,Healthy,375.0,True
2026-04-01,STR0016,SKU0000375,278.0,29,132,10,20,Healthy,249.0,True
2026-04-01,STR0016,SKU0000559,269.0,20,115,75,30,Healthy,249.0,True
2026-04-01,STR0016,SKU0000337,343.0,58,187,20,5,Healthy,285.0,True
2026-04-01,STR0016,SKU0000526,235.0,39,78,30,30,Low,196.0,True
2026-04-01,STR0016,SKU0000030,212.0,25,23,30,20,Healthy,187.0,True
2026-04-01,STR0016,SKU0000396,219.0,52,29,20,5,Low,167.0,True
2026-04-01,STR0016,SKU0000055,455.0,0,49,30,5,Low,455.0,True
2026-04-01,STR0016,SKU0000340,52.0,21,70,30,5,Low,31.0,True
2026-04-01,STR0016,SKU0000550,433.0,21,74,30,20,Stockout,412.0,True
2026-04-01,STR0016,SKU0000367,177.0,29,91,50,20,Healthy,148.0,True
2026-04-01,STR0016,SKU0000029,432.0,4,140,75,30,Healthy,428.0,True
2026-04-01,STR0016,SKU0000259,144.0,49,118,30,10,Overstock,95.0,True
2026-04-01,STR0016,SKU0000231,366.0,15,67,75,20,Stockout,351.0,True
2026-04-01,STR0016,SKU0000285,446.0,44,28,10,10,Overstock,402.0,True
2026-04-01,STR0016,SKU0000046,494.0,45,49,30,30,Overstock,449.0,True
2026-04-01,STR0016,SKU0000307,441.0,40,44,10,5,Overstock,401.0,True
2026-04-01,STR0016,SKU0000496,230.0,13,121,10,20,Low,217.0,True
2026-04-01,STR0016,SKU0000080,31.0,25,199,10,20,Healthy,6.0,True
2026-04-01,STR0016,SKU0000349,437.0,23,147,50,5,Healthy,414.0,True
2026-04-01,STR0016,SKU0000048,419.0,46,104,20,5,Healthy,373.0,True
2026-04-01,STR0016,SKU0000093,124.0,19,120,10,5,Overstock,105.0,True
2026-04-01,STR0016,SKU0000392,203.0,17,81,20,10,Healthy,186.0,True
2026-04-01,STR0016,SKU0000445,498.0,49,175,20,20,Healthy,449.0,True
2026-04-01,STR0016,SKU0000570,438.0,6,54,20,5,Overstock,432.0,True
2026-04-01,STR0016,SKU0000178,300.0,53,71,20,30,Overstock,247.0,True
2026-04-01,STR0016,SKU0000467,251.0,15,72,20,30,Overstock,236.0,True
2026-04-01,STR0016,SKU0000069,219.0,38,84,20,20,Healthy,181.0,True
2026-04-01,STR0016,SKU0000021,493.0,6,23,10,30,Overstock,487.0,True
2026-04-01,STR0016,SKU0000353,300.0,1,181,50,30,Healthy,299.0,True
2026-04-01,STR0016,SKU0000378,141.0,60,149,10,5,Healthy,81.0,True
2026-04-01,STR0016,SKU0000305,187.0,32,150,10,20,Healthy,155.0,True
2026-04-01,STR0016,SKU0000282,459.0,15,139,30,5,Healthy,444.0,True
2026-04-01,STR0016,SKU0000087,443.0,37,48,50,20,Healthy,406.0,True
2026-04-01,STR0016,SKU0000329,29.0,28,126,75,5,Healthy,1.0,True
2026-04-01,STR0016,SKU0000238,167.0,28,36,20,10,Low,139.0,True
2026-04-01,STR0016,SKU0000243,462.0,15,138,10,5,Healthy,447.0,True
2026-04-01,STR0016,SKU0000541,231.0,31,136,30,20,Healthy,200.0,True
2026-04-01,STR0016,SKU0000505,156.0,35,63,10,20,Healthy,121.0,True
2026-04-01,STR0016,SKU0000366,118.0,10,108,50,10,Healthy,108.0,True
2026-04-01,STR0016,SKU0000277,55.0,41,144,10,5,Stockout,14.0,True
2026-04-01,STR0016,SKU0000104,144.0,51,106,50,20,Healthy,93.0,True
2026-04-01,STR0016,SKU0000489,441.0,53,194,10,5,Low,388.0,True
2026-04-01,STR0016,SKU0000521,213.0,33,101,50,5,Overstock,180.0,True
2026-04-01,STR0016,SKU0000306,49.0,36,182,10,5,Healthy,13.0,True
2026-04-01,STR0016,SKU0000545,348.0,42,198,10,10,Low,306.0,True
2026-04-01,STR0016,SKU0000075,436.0,43,92,10,30,Healthy,393.0,True
2026-04-01,STR0016,SKU0000148,464.0,39,117,75,30,Stockout,425.0,True
2026-04-01,STR0016,SKU0000401,350.0,1,33,20,5,Stockout,349.0,True
2026-04-01,STR0016,SKU0000132,238.0,30,12,10,10,Stockout,208.0,True
2026-04-01,STR0016,SKU0000441,39.0,28,170,30,5,Low,11.0,True
2026-04-01,STR0016,SKU0000504,242.0,15,177,30,20,Overstock,227.0,True
2026-04-01,STR0016,SKU0000493,28.0,12,46,30,10,Low,16.0,True
2026-04-01,STR0016,SKU0000463,122.0,35,174,20,30,Stockout,87.0,True
2026-04-01,STR0016,SKU0000470,355.0,26,102,75,20,Overstock,329.0,True
2026-04-01,STR0016,SKU0000217,308.0,26,88,20,30,Healthy,282.0,True
2026-04-01,STR0016,SKU0000362,218.0,41,158,20,30,Low,177.0,True
2026-04-01,STR0016,SKU0000580,319.0,18,141,10,5,Low,301.0,True
2026-04-01,STR0016,SKU0000195,489.0,4,7,10,10,Stockout,485.0,True
2026-04-01,STR0016,SKU0000108,93.0,9,103,75,10,Stockout,84.0,True
2026-04-01,STR0016,SKU0000450,418.0,16,111,50,5,Healthy,402.0,True
2026-04-01,STR0016,SKU0000050,24.0,19,165,75,10,Stockout,5.0,True
2026-04-01,STR0016,SKU0000044,66.0,45,70,10,20,Overstock,21.0,True
2026-04-01,STR0016,SKU0000417,88.0,52,169,20,5,Stockout,36.0,True
2026-04-01,STR0016,SKU0000071,473.0,30,153,20,30,Low,443.0,True
2026-04-01,STR0016,SKU0000403,285.0,46,188,20,20,Low,239.0,True
2026-04-01,STR0016,SKU0000074,371.0,38,79,10,20,Healthy,333.0,True
2026-04-01,STR0016,SKU0000486,261.0,2,13,10,10,Overstock,259.0,True
2026-04-01,STR0016,SKU0000112,475.0,24,149,30,10,Healthy,451.0,True
2026-04-01,STR0016,SKU0000278,281.0,56,100,10,10,Stockout,225.0,True
2026-04-01,STR0016,SKU0000529,18.0,2,162,50,20,Overstock,16.0,True
2026-04-01,STR0016,SKU0000004,352.0,32,115,75,30,Healthy,320.0,True
2026-04-01,STR0016,SKU0000126,54.0,19,30,75,30,Stockout,35.0,True
2026-04-01,STR0016,SKU0000113,71.0,43,38,75,10,Stockout,28.0,True
2026-04-01,STR0016,SKU0000304,268.0,38,164,75,10,Healthy,230.0,True
2026-04-01,STR0016,SKU0000566,489.0,0,47,20,10,Stockout,489.0,True
2026-04-01,STR0016,SKU0000037,339.0,2,24,30,10,Healthy,337.0,True
2026-04-01,STR0016,SKU0000333,262.0,36,138,10,30,Low,226.0,True
2026-04-01,STR0016,SKU0000168,262.0,39,118,20,20,Healthy,223.0,True
2026-04-01,STR0016,SKU0000382,89.0,44,180,50,5,Low,45.0,True
2026-04-01,STR0016,SKU0000508,411.0,60,123,30,5,Healthy,351.0,True
2026-04-01,STR0016,SKU0000247,463.0,0,50,10,20,Healthy,463.0,True
2026-04-01,STR0016,SKU0000172,49.0,41,94,10,30,Healthy,8.0,True
2026-04-01,STR0016,SKU0000562,169.0,2,13,30,20,Overstock,167.0,True
2026-04-01,STR0016,SKU0000249,358.0,51,170,20,5,Low,307.0,True
2026-04-01,STR0016,SKU0000348,268.0,52,106,50,20,Low,216.0,True
2026-04-01,STR0016,SKU0000409,434.0,21,58,30,5,Overstock,413.0,True
2026-04-01,STR0016,SKU0000125,106.0,42,137,20,5,Healthy,64.0,True
2026-04-01,STR0016,SKU0000233,200.0,44,56,50,30,Healthy,156.0,True
2026-04-01,STR0016,SKU0000117,145.0,1,109,50,30,Overstock,144.0,True
2026-04-01,STR0016,SKU0000484,262.0,52,174,50,30,Overstock,210.0,True
2026-04-01,STR0016,SKU0000162,149.0,47,150,20,30,Low,102.0,True
2026-04-01,STR0016,SKU0000369,448.0,43,55,20,30,Healthy,405.0,True
2026-04-01,STR0016,SKU0000084,133.0,7,200,50,5,Healthy,126.0,True
2026-04-01,STR0016,SKU0000356,73.0,56,125,20,10,Healthy,17.0,True
2026-04-01,STR0016,SKU0000208,109.0,58,169,20,30,Overstock,51.0,True
2026-04-01,STR0016,SKU0000400,417.0,38,28,30,30,Stockout,379.0,True
2026-04-01,STR0016,SKU0000519,254.0,3,171,10,30,Healthy,251.0,True
2026-04-01,STR0016,SKU0000212,450.0,15,50,50,10,Healthy,435.0,True
2026-04-01,STR0016,SKU0000056,224.0,59,177,10,30,Healthy,165.0,True
2026-04-01,STR0016,SKU0000253,458.0,53,29,30,30,Healthy,405.0,True
2026-04-01,STR0016,SKU0000083,197.0,4,79,10,20,Low,193.0,True
2026-04-01,STR0016,SKU0000309,394.0,58,68,75,20,Healthy,336.0,True
2026-04-01,STR0016,SKU0000563,343.0,11,159,30,5,Overstock,332.0,True
2026-04-01,STR0016,SKU0000115,310.0,12,47,50,20,Healthy,298.0,True
2026-04-01,STR0016,SKU0000205,357.0,42,15,10,5,Stockout,315.0,True
2026-04-01,STR0016,SKU0000365,276.0,14,45,20,30,Stockout,262.0,True
2026-04-01,STR0016,SKU0000553,105.0,10,152,50,20,Low,95.0,True
2026-04-01,STR0016,SKU0000051,439.0,8,105,75,10,Healthy,431.0,True
2026-04-01,STR0016,SKU0000017,281.0,42,149,10,5,Stockout,239.0,True
2026-04-01,STR0016,SKU0000419,124.0,13,79,50,20,Overstock,111.0,True
2026-04-01,STR0016,SKU0000533,414.0,14,142,20,5,Overstock,400.0,True
2026-04-01,STR0016,SKU0000531,56.0,3,6,20,10,Low,53.0,True
2026-04-01,STR0016,SKU0000092,346.0,34,46,75,10,Healthy,312.0,True
2026-04-01,STR0016,SKU0000209,386.0,56,71,10,20,Low,330.0,True
2026-04-01,STR0016,SKU0000235,219.0,60,20,10,20,Overstock,159.0,True
2026-04-01,STR0016,SKU0000110,341.0,27,76,30,5,Overstock,314.0,True
2026-04-01,STR0016,SKU0000065,398.0,45,109,10,10,Low,353.0,True
2026-04-01,STR0016,SKU0000412,357.0,16,178,50,10,Healthy,341.0,True
2026-04-01,STR0016,SKU0000327,369.0,40,60,20,30,Healthy,329.0,True
2026-04-01,STR0016,SKU0000339,45.0,5,136,10,5,Healthy,40.0,True
2026-04-01,STR0016,SKU0000292,208.0,49,89,20,5,Stockout,159.0,True
2026-04-01,STR0016,SKU0000158,260.0,7,179,30,5,Healthy,253.0,True
2026-04-01,STR0016,SKU0000009,268.0,53,123,10,10,Overstock,215.0,True
2026-04-01,STR0016,SKU0000298,412.0,59,87,10,10,Healthy,353.0,True
2026-04-01,STR0017,SKU0000030,376.0,31,14,30,30,Healthy,345.0,True
2026-04-01,STR0017,SKU0000092,113.0,37,93,50,5,Healthy,76.0,True
2026-04-01,STR0017,SKU0000295,309.0,10,11,10,30,Healthy,299.0,True
2026-04-01,STR0017,SKU0000017,449.0,41,129,30,5,Low,408.0,True
2026-04-01,STR0017,SKU0000179,26.0,10,78,50,20,Healthy,16.0,True
2026-04-01,STR0017,SKU0000242,206.0,13,45,30,10,Healthy,193.0,True
2026-04-01,STR0017,SKU0000236,322.0,33,22,50,5,Low,289.0,True
2026-04-01,STR0017,SKU0000544,13.0,6,6,20,5,Low,7.0,True
2026-04-01,STR0017,SKU0000480,12.0,7,15,20,20,Overstock,5.0,True
2026-04-01,STR0017,SKU0000350,227.0,14,45,20,20,Healthy,213.0,True
2026-04-01,STR0017,SKU0000167,43.0,22,64,10,5,Healthy,21.0,True
2026-04-01,STR0017,SKU0000235,317.0,29,67,30,30,Low,288.0,True
2026-04-01,STR0017,SKU0000310,387.0,3,125,30,30,Stockout,384.0,True
2026-04-01,STR0017,SKU0000405,214.0,41,140,10,5,Overstock,173.0,True
2026-04-01,STR0017,SKU0000320,336.0,3,111,75,10,Healthy,333.0,True
2026-04-01,STR0017,SKU0000198,68.0,29,0,30,30,Healthy,39.0,True
2026-04-01,STR0017,SKU0000369,170.0,49,82,10,5,Healthy,121.0,True
2026-04-01,STR0017,SKU0000402,246.0,20,102,50,20,Low,226.0,True
2026-04-01,STR0017,SKU0000368,213.0,15,179,20,10,Low,198.0,True
2026-04-01,STR0017,SKU0000419,175.0,38,148,10,20,Healthy,137.0,True
2026-04-01,STR0017,SKU0000420,365.0,55,161,50,5,Overstock,310.0,True
2026-04-01,STR0017,SKU0000269,192.0,3,191,75,10,Healthy,189.0,True
2026-04-01,STR0017,SKU0000134,495.0,15,41,75,30,Healthy,480.0,True
2026-04-01,STR0017,SKU0000079,35.0,2,34,50,5,Healthy,33.0,True
2026-04-01,STR0017,SKU0000551,23.0,13,105,75,30,Overstock,10.0,True
2026-04-01,STR0017,SKU0000151,83.0,60,25,75,20,Healthy,23.0,True
2026-04-01,STR0017,SKU0000532,395.0,48,81,30,20,Overstock,347.0,True
2026-04-01,STR0017,SKU0000026,139.0,48,137,10,20,Stockout,91.0,True
2026-04-01,STR0017,SKU0000489,77.0,19,142,75,30,Healthy,58.0,True
2026-04-01,STR0017,SKU0000390,372.0,45,116,10,10,Healthy,327.0,True
2026-04-01,STR0017,SKU0000074,198.0,10,135,50,30,Overstock,188.0,True
2026-04-01,STR0017,SKU0000160,295.0,57,103,20,5,Overstock,238.0,True
2026-04-01,STR0017,SKU0000354,134.0,37,140,75,20,Healthy,97.0,True
2026-04-01,STR0017,SKU0000322,309.0,39,31,75,10,Healthy,270.0,True
2026-04-01,STR0017,SKU0000230,278.0,46,184,50,5,Healthy,232.0,True
2026-04-01,STR0017,SKU0000356,181.0,38,104,20,5,Healthy,143.0,True
2026-04-01,STR0017,SKU0000182,149.0,19,157,10,30,Stockout,130.0,True
2026-04-01,STR0017,SKU0000395,241.0,58,100,75,20,Healthy,183.0,True
2026-04-01,STR0017,SKU0000061,178.0,38,147,10,30,Healthy,140.0,True
2026-04-01,STR0017,SKU0000019,400.0,43,58,30,5,Overstock,357.0,True
2026-04-01,STR0017,SKU0000579,292.0,16,0,75,5,Healthy,276.0,True
2026-04-01,STR0017,SKU0000119,333.0,3,13,30,20,Stockout,330.0,True
2026-04-01,STR0017,SKU0000142,353.0,16,119,75,5,Healthy,337.0,True
2026-04-01,STR0017,SKU0000343,343.0,15,59,50,10,Stockout,328.0,True
2026-04-01,STR0017,SKU0000284,300.0,28,20,10,30,Healthy,272.0,True
2026-04-01,STR0017,SKU0000258,390.0,12,66,20,20,Low,378.0,True
2026-04-01,STR0017,SKU0000219,82.0,21,113,75,30,Low,61.0,True
2026-04-01,STR0017,SKU_BAD,217.0,56,160,30,30,Low,161.0,True
2026-04-01,STR0017,SKU0000073,82.0,32,177,50,20,Stockout,50.0,True
2026-04-01,STR0017,SKU0000280,31.0,18,32,30,5,Healthy,13.0,True
2026-04-01,STR0017,SKU0000144,124.0,31,49,50,20,Healthy,93.0,True
2026-04-01,STR0017,SKU0000464,165.0,53,27,20,10,Healthy,112.0,True
2026-04-01,STR0017,SKU0000580,96.0,59,37,10,30,Healthy,37.0,True
2026-04-01,STR0017,SKU0000020,242.0,28,44,20,10,Overstock,214.0,True
2026-04-01,STR0017,SKU0000342,57.0,9,55,10,20,Healthy,48.0,True
2026-04-01,STR0017,SKU0000394,208.0,32,44,50,30,Low,176.0,True
2026-04-01,STR0017,SKU0000385,137.0,44,95,75,20,Overstock,93.0,True
2026-04-01,STR0017,SKU0000424,268.0,26,84,75,20,Overstock,242.0,True
2026-04-01,STR0017,SKU0000355,199.0,57,172,20,30,Stockout,142.0,True
2026-04-01,STR0017,SKU0000384,190.0,20,21,50,30,Stockout,170.0,True
2026-04-01,STR0017,SKU0000305,236.0,7,144,10,30,Stockout,229.0,True
2026-04-01,STR0017,SKU0000388,325.0,17,140,10,5,Healthy,308.0,True
2026-04-01,STR0017,SKU0000163,117.0,30,78,50,5,Overstock,87.0,True
2026-04-01,STR0017,SKU0000008,181.0,17,109,10,20,Low,164.0,True
2026-04-01,STR0017,SKU0000324,93.0,52,21,10,30,Healthy,41.0,True
2026-04-01,STR0017,SKU0000279,196.0,41,67,20,10,Overstock,155.0,True
2026-04-01,STR0017,SKU0000096,263.0,36,190,75,30,Stockout,227.0,True
2026-04-01,STR0017,SKU0000147,25.0,25,115,20,5,Healthy,0.0,True
2026-04-01,STR0017,SKU0000360,367.0,12,66,75,5,Low,355.0,True
2026-04-01,STR0017,SKU0000383,106.0,46,12,30,30,Low,60.0,True
2026-04-01,STR0017,SKU0000156,157.0,53,44,20,5,Stockout,104.0,True
2026-04-01,STR0017,SKU0000484,203.0,48,155,75,10,Healthy,155.0,True
2026-04-01,STR0017,SKU0000416,72.0,41,11,30,10,Healthy,31.0,True
2026-04-01,STR0017,SKU0000365,40.0,4,184,30,5,Low,36.0,True
2026-04-01,STR0017,SKU0000287,108.0,14,38,75,20,Healthy,94.0,True
2026-04-01,STR0017,SKU0000328,481.0,13,136,30,5,Low,468.0,True
2026-04-01,STR0017,SKU0000476,288.0,53,35,50,30,Healthy,235.0,True
2026-04-01,STR0017,SKU0000077,143.0,20,197,10,20,Healthy,123.0,True
2026-04-01,STR0017,SKU0000556,127.0,9,83,30,5,Low,118.0,True
2026-04-01,STR0017,SKU0000502,145.0,29,57,10,20,Healthy,116.0,True
2026-04-01,STR0017,SKU0000143,462.0,36,68,30,30,Healthy,426.0,True
2026-04-01,STR0017,SKU0000398,453.0,21,167,75,30,Healthy,432.0,True
2026-04-01,STR0017,SKU0000535,35.0,12,135,75,10,Healthy,23.0,True
2026-04-01,STR0017,SKU0000437,421.0,45,159,50,5,Overstock,376.0,True
2026-04-01,STR0017,SKU0000306,465.0,1,183,10,20,Healthy,464.0,True
2026-04-01,STR0017,SKU0000561,487.0,31,16,10,10,Stockout,456.0,True
2026-04-01,STR0017,SKU0000440,75.0,14,111,10,20,Stockout,61.0,True
2026-04-01,STR0017,SKU0000126,3.0,2,100,20,5,Low,1.0,True
2026-04-01,STR0017,SKU0000510,495.0,45,127,75,20,Healthy,450.0,True
2026-04-01,STR0017,SKU0000555,116.0,59,2,75,30,Healthy,57.0,True
2026-04-01,STR0017,SKU0000272,295.0,30,84,20,5,Low,265.0,True
2026-04-01,STR0017,SKU0000321,64.0,8,91,10,20,Low,56.0,True
2026-04-01,STR0017,SKU0000438,470.0,45,6,75,20,Overstock,425.0,True
2026-04-01,STR0017,SKU0000456,236.0,25,164,30,20,Overstock,211.0,True
2026-04-01,STR0017,SKU0000515,17.0,11,43,30,30,Healthy,6.0,True
2026-04-01,STR0017,SKU0000366,421.0,12,77,20,10,Healthy,409.0,True
2026-04-01,STR0017,SKU0000071,215.0,5,198,10,20,Stockout,210.0,True
2026-04-01,STR0017,SKU0000237,181.0,44,32,50,10,Healthy,137.0,True
2026-04-01,STR0017,SKU0000436,167.0,36,109,50,30,Low,131.0,True
2026-04-01,STR0017,SKU0000461,360.0,56,62,30,5,Healthy,304.0,True
2026-04-01,STR0017,SKU0000259,77.0,5,9,20,10,Healthy,72.0,True
2026-04-01,STR0017,SKU0000391,58.0,37,88,10,5,Overstock,21.0,True
2026-04-01,STR0017,SKU0000193,109.0,6,127,75,20,Stockout,103.0,True
2026-04-01,STR0017,SKU0000565,325.0,24,200,30,10,Healthy,301.0,True
2026-04-01,STR0017,SKU0000431,153.0,0,100,20,30,Low,153.0,True
2026-04-01,STR0017,SKU0000512,187.0,14,71,20,10,Stockout,173.0,True
2026-04-01,STR0017,SKU0000234,59.0,9,3,75,20,Stockout,50.0,True
2026-04-01,STR0017,SKU0000347,21.0,6,5,20,10,Overstock,15.0,True
2026-04-01,STR0017,SKU0000248,81.0,54,157,75,20,Healthy,27.0,True
2026-04-01,STR0017,SKU0000575,466.0,15,98,10,30,Low,451.0,True
2026-04-01,STR0017,SKU0000332,13.0,9,7,10,10,Overstock,4.0,True
2026-04-01,STR0017,SKU0000057,476.0,37,109,30,5,Stockout,439.0,True
2026-04-01,STR0017,SKU0000005,334.0,12,30,20,20,Stockout,322.0,True
2026-04-01,STR0017,SKU0000545,390.0,56,197,50,5,Low,334.0,True
2026-04-01,STR0017,SKU0000090,235.0,14,51,10,20,Overstock,221.0,True
2026-04-01,STR0017,SKU0000443,251.0,16,168,50,10,Healthy,235.0,True
2026-04-01,STR0017,SKU0000106,365.0,33,128,10,10,Healthy,332.0,True
2026-04-01,STR0017,SKU0000346,228.0,45,91,10,5,Low,183.0,True
2026-04-01,STR0017,SKU0000172,437.0,29,120,75,10,Healthy,408.0,True
2026-04-01,STR0017,SKU0000540,,57,180,50,10,Stockout,,False
2026-04-01,STR0017,SKU0000220,409.0,36,96,50,20,Healthy,373.0,True
2026-04-01,STR0017,SKU0000102,71.0,23,130,75,10,Low,48.0,True
2026-04-01,STR0017,SKU0000249,466.0,14,118,75,20,Low,452.0,True
2026-04-01,STR0017,SKU0000302,216.0,0,182,75,20,Stockout,216.0,True
2026-04-01,STR0017,SKU0000353,132.0,43,186,30,10,Healthy,89.0,True
2026-04-01,STR0017,SKU0000359,45.0,11,131,10,20,Healthy,34.0,True
2026-04-01,STR0017,SKU0000153,235.0,34,7,50,10,Low,201.0,True
2026-04-01,STR0017,SKU0000357,331.0,51,110,30,30,Healthy,280.0,True
2026-04-01,STR0017,SKU0000407,202.0,59,71,50,30,Low,143.0,True
2026-04-01,STR0017,SKU0000139,456.0,27,171,20,10,Overstock,429.0,True
2026-04-01,STR0017,SKU0000473,416.0,8,99,50,5,Healthy,408.0,True
2026-04-01,STR0017,SKU0000426,5.0,3,117,10,5,Low,2.0,True
2026-04-01,STR0017,SKU0000207,457.0,12,197,50,30,Healthy,445.0,True
2026-04-01,STR0017,SKU0000521,399.0,23,82,50,10,Stockout,376.0,True
2026-04-01,STR0017,SKU0000453,280.0,20,189,75,30,Healthy,260.0,True
2026-04-01,STR0017,SKU0000371,171.0,28,54,50,30,Overstock,143.0,True
2026-04-01,STR0017,SKU0000244,17.0,10,120,50,5,Overstock,7.0,True
2026-04-01,STR0017,SKU0000520,119.0,3,70,20,20,Overstock,116.0,True
2026-04-01,STR0017,SKU0000062,429.0,26,120,30,5,Healthy,403.0,True
2026-04-01,STR0017,SKU0000260,310.0,39,138,20,30,Healthy,271.0,True
2026-04-01,STR0017,SKU0000039,130.0,25,12,75,30,Healthy,105.0,True
2026-04-01,STR0017,SKU0000376,405.0,2,2,10,5,Low,403.0,True
2026-04-01,STR0017,SKU0000516,274.0,31,71,50,20,Healthy,243.0,True
2026-04-01,STR0017,SKU0000389,439.0,27,112,20,30,Healthy,412.0,True
2026-04-01,STR0017,SKU0000021,75.0,30,180,10,20,Overstock,45.0,True
2026-04-01,STR0017,SKU0000247,217.0,3,2,20,10,Stockout,214.0,True
2026-04-01,STR0017,SKU0000132,382.0,23,100,10,30,Stockout,359.0,True
