transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id
TXN000001296,STR0015,REG026,ASC000212,CUST00000346,2026-05-14 07:41:53,sale ,Store,Voided,POS_C
TXN000001297,STR0025,REG028,ASC000083,,2026-05-03 07:03:58,sale ,Store,Suspended,POS_B
TXN000001298,STR0015,REG004,ASC000029,CUST00000757,05/20/2026 18:12,SALE,Store,Voided,POS_B
TXN000001299,STR0014,REG010,ASC000469,,2026-04-16 18:57:30,VOID,Pickup,completed ,POS_C
TXN000001300,STR0002,REG004,ASC000188,CUST00000682,05/19/2026 12:06,VOID,Store,completed ,POS_B
TXN000001301,STR0017,REG027,ASC000164,,2026-05-13 07:03:53,SALE,Pickup,Completed,POS_B
TXN000001302,STR0002,REG025,ASC000259,CUST00001731,05/02/2026 10:56,VOID,Pickup,Completed,POS_B
TXN000001303,STR0003,REG020,ASC000193,CUST00001690,04/29/2026 00:14,SALE,Pickup,Completed,POS_A
TXN000001304,STR0016,REG015,ASC000404,CUST00001184,2026-04-01 11:13:29,VOID,Pickup,Voided,POS_B
TXN000001305,STR0012,REG023,ASC000116,CUST00000507,2026-05-07 10:06:21,SALE,Pickup,completed ,POS_B
TXN000001306,STR0006,REG013,ASC000151,CUST00000322,04/03/2026 01:41,SALE,Store,Voided,POS_C
TXN000001307,STR0012,REG006,ASC000145,CUST00000692,2026-04-05 14:06:28,SALE,Pickup,Voided,POS_A
TXN000001308,STR0008,REG024,ASC000265,CUST00000477,2026-05-16 02:22:26,VOID,Store,Completed,POS_C
TXN000001309,STR0021,REG006,ASC000101,CUST00001127,2026-05-14 10:27:01,sale ,Store,Completed,POS_C
TXN000001310,STR0004,REG016,ASC000240,,05/31/2026 00:35,VOID,Store,completed ,POS_C
TXN000001311,STR0016,REG023,ASC000100,CUST00000229,04/03/2026 09:55,SALE,Pickup,Completed,POS_B
TXN000001312,STR0018,REG021,ASC000386,,04/28/2026 23:52,SALE,Store,Completed,POS_A
TXN000001313,STR0015,REG002,ASC000415,CUST00001009,2026-04-21 23:09:41,VOID,Store,Suspended,POS_A
TXN000001314,STR0017,REG028,ASC000232,CUST00000967,2026-05-08 20:18:43,VOID,Store,Suspended,POS_C
TXN000001315,STR0001,REG006,ASC000360,CUST00000595,2026-04-09 07:14:22,SALE,Store,Completed,POS_A
TXN000001316,STR0019,REG002,ASC000477,CUST00001692,05/22/2026 09:55,sale ,Store,Completed,POS_B
TXN000001317,STR0016,REG005,ASC000283,,05/04/2026 20:15,VOID,Pickup,Suspended,POS_B
TXN000001318,STR0021,REG012,ASC000484,CUST00001558,04/11/2026 22:57,VOID,Store,Completed,POS_B
TXN000001319,STR0003,REG002,ASC000233,CUST00000439,04/09/2026 07:29,SALE,Store,Suspended,POS_B
TXN000001320,STR0012,REG024,ASC000201,CUST00000309,2026-05-08 18:01:14,SALE,Pickup,completed ,POS_C
TXN000001321,STR0009,REG023,ASC000258,CUST00001109,2026-05-24 20:10:21,SALE,Store,Completed,POS_A
TXN000001322,STR0020,REG027,ASC000382,CUST00000060,2026-04-01 07:19:33,SALE,Pickup,completed ,POS_C
TXN000001323,STR0005,REG001,ASC000397,,05/21/2026 23:39,SALE,Store,completed ,POS_B
TXN000001324,STR0017,REG018,ASC000235,CUST00000932,2026-05-28 05:32:02,SALE,Store,Voided,POS_B
TXN000001325,STR0013,REG027,ASC000435,CUST00000160,05/01/2026 20:27,sale ,Store,Completed,POS_C
TXN000001326,STR0006,REG022,ASC000057,CUST00000165,2026-05-09 00:54:02,SALE,Pickup,Voided,POS_A
TXN000001327,STR0002,REG012,ASC000332,,04/01/2026 13:03,SALE,Pickup,Completed,POS_B
TXN000001328,STR0021,REG002,ASC000347,CUST00001535,2026-04-14 04:05:43,sale ,Store,Completed,POS_C
TXN000001329,STR0020,REG028,ASC000468,CUST00000426,2026-05-26 00:21:18,sale ,Pickup,Suspended,POS_A
TXN000001330,STR0021,REG017,ASC000347,CUST00001466,05/24/2026 19:56,SALE,Store,completed ,POS_C
TXN000001331,STR0007,REG008,ASC000353,CUST00001244,2026-04-10 09:37:33,SALE,Store,completed ,POS_C
TXN000001332,STR0019,REG021,ASC000019,CUST00001505,2026-04-23 11:37:05,SALE,Store,Completed,POS_A
TXN000001333,STR0007,REG011,ASC000239,CUST00000443,2026-04-12 08:11:35,SALE,Store,Suspended,POS_C
TXN000001334,STR0007,REG017,ASC000322,CUST00001756,2026-04-09 01:11:01,VOID,Pickup,Completed,POS_B
TXN000001335,STR0016,REG024,ASC000267,CUST00000239,04/12/2026 04:33,VOID,Pickup,completed ,POS_B
TXN000001336,STR0009,REG018,ASC000126,CUST00001673,2026-04-27 20:42:43,SALE,Store,Completed,POS_C
TXN000001337,STR0015,REG011,ASC000375,CUST00000889,05/30/2026 03:47,SALE,Store,Suspended,POS_C
TXN000001338,STR0012,REG014,ASC000043,CUST00001409,2026-04-01 04:58:49,SALE,Store,completed ,POS_A
TXN000001339,STR0016,REG006,ASC000007,,2026-04-14 13:36:09,sale ,Store,completed ,POS_B
TXN000001340,STR0006,REG006,ASC000460,,2026-05-03 19:27:26,SALE,Store,completed ,POS_B
TXN000001341,STR0013,REG004,ASC000205,CUST00000874,05/15/2026 05:40,VOID,Store,Completed,POS_A
TXN000001342,STR0016,REG024,ASC000404,CUST00001382,2026-05-25 08:46:52,VOID,Store,Completed,POS_B
TXN000001343,STR0015,REG005,ASC000003,,05/06/2026 13:30,sale ,Pickup,completed ,POS_B
TXN000001344,STR0023,REG006,ASC000181,CUST00000427,05/01/2026 05:49,VOID,Store,Suspended,POS_C
TXN000001345,STR0001,REG008,ASC000143,CUST00001010,2026-05-22 04:07:11,VOID,Store,Completed,POS_B
TXN000001346,STR0002,REG019,ASC000253,CUST00001111,2026-04-25 07:39:09,SALE,Store,Suspended,POS_B
TXN000001347,STR0005,REG004,ASC000343,CUST00000722,05/10/2026 19:55,sale ,Pickup,Voided,POS_B
TXN000001348,STR0013,REG019,ASC000435,,05/07/2026 16:24,SALE,Store,Voided,POS_C
TXN000001349,STR0004,REG003,ASC000287,CUST00000463,04/13/2026 01:51,SALE,Store,Completed,POS_A
TXN000001350,STR0014,REG014,ASC000411,CUST00001019,05/06/2026 18:52,SALE,Pickup,Completed,POS_A
TXN000001351,STR0007,REG022,ASC000322,CUST00000375,2026-05-10 11:04:22,sale ,Store,Completed,POS_A
TXN000001352,STR0001,REG008,ASC000475,CUST00001013,2026-04-24 17:09:31,SALE,Pickup,completed ,POS_C
TXN000001353,STR0019,REG018,ASC000117,CUST00001555,2026-04-26 08:14:18,VOID,Store,completed ,POS_A
TXN000001354,STR0017,REG013,ASC000309,CUST00000225,04/16/2026 13:20,SALE,Store,Completed,POS_A
TXN000001355,STR0005,REG028,ASC000229,CUST00000785,05/05/2026 10:26,VOID,Store,Completed,POS_A
TXN000001356,STR0010,REG014,ASC000414,CUST00000299,04/30/2026 02:15,SALE,Pickup,completed ,POS_B
TXN000001357,STR0020,REG016,ASC000170,CUST00000397,04/29/2026 02:13,SALE,Pickup,Voided,POS_B
TXN000001358,STR0017,REG016,ASC000232,CUST00000255,2026-05-22 11:43:56,SALE,Store,Suspended,POS_A
TXN000001359,STR0013,REG004,ASC000387,CUST00001298,2026-04-08 04:56:09,VOID,Store,completed ,POS_C
TXN000001360,STR0017,REG027,ASC000024,,2026-05-19 01:26:20,sale ,Store,Suspended,POS_B
TXN000001361,STR_UNKNOWN,REG006,ASC000146,CUST00000609,2026-05-25 04:26:20,SALE,Store,Completed,POS_A
TXN000001362,STR0004,REG027,ASC000287,CUST00000361,05/31/2026 08:10,SALE,Pickup,completed ,POS_A
TXN000001363,STR0022,REG011,ASC000278,CUST00001601,05/13/2026 13:31,SALE,Pickup,Completed,POS_C
TXN000001364,STR0012,REG012,ASC000145,CUST00000746,2026-04-27 02:47:22,VOID,Pickup,completed ,POS_A
TXN000001365,STR0006,REG027,ASC000050,CUST00001630,04/28/2026 10:15,sale ,Pickup,Completed,POS_C
TXN000001366,STR0021,REG020,ASC000492,CUST00001536,2026-05-18 05:41:59,SALE,Store,completed ,POS_C
TXN000001367,STR0016,REG005,ASC000112,,05/04/2026 23:00,SALE,Store,completed ,POS_A
TXN000001368,STR0008,REG012,ASC000342,,04/12/2026 10:51,SALE,Store,Completed,POS_A
TXN000001369,STR0023,REG027,ASC000276,,04/20/2026 11:15,SALE,Store,Completed,POS_B
TXN000001370,STR0006,REG020,ASC000294,,2026-04-21 06:58:40,SALE,Store,completed ,POS_A
TXN000001371,STR0020,REG018,ASC000358,CUST00000434,04/15/2026 01:43,SALE,Store,Suspended,POS_C
TXN000001372,STR0005,REG027,ASC000480,CUST00001137,04/16/2026 17:13,SALE,Store,Suspended,POS_A
TXN000001373,STR0007,REG024,ASC000263,,04/14/2026 22:31,SALE,Store,Completed,POS_A
TXN000001374,STR0006,REG002,ASC000057,CUST00001406,05/05/2026 22:08,SALE,Store,completed ,POS_A
TXN000001375,STR0003,REG026,ASC000374,CUST00001208,04/27/2026 15:01,SALE,Store,completed ,POS_B
TXN000001376,STR0020,REG020,ASC000466,,2026-05-08 23:53:51,sale ,Store,Completed,POS_A
TXN000001377,STR0024,REG005,ASC000186,CUST00001724,05/28/2026 14:27,sale ,Store,completed ,POS_C
TXN000001378,STR0021,REG023,ASC000234,CUST00000981,2026-05-05 14:42:55,SALE,Store,completed ,POS_A
TXN000001379,STR0002,REG001,ASC000114,CUST00001358,05/25/2026 22:47,SALE,Store,Suspended,POS_B
TXN000001380,STR0015,REG008,ASC000375,CUST00000595,2026-05-29 23:24:45,sale ,Store,completed ,POS_C
TXN000001381,STR0006,REG021,ASC000243,CUST00001377,05/05/2026 22:20,SALE,Store,Voided,POS_B
TXN000001382,STR0012,REG007,ASC000345,CUST00000380,2026-04-24 23:34:42,SALE,Store,Suspended,POS_B
TXN000001383,STR0018,REG017,ASC000470,CUST00001663,05/12/2026 15:10,VOID,Pickup,Completed,POS_B
TXN000001384,STR0019,REG016,ASC000019,,05/20/2026 09:44,SALE,Store,Voided,POS_C
TXN000001385,STR0014,REG015,ASC000066,CUST00000254,04/27/2026 11:53,VOID,Store,completed ,POS_C
TXN000001386,STR0022,REG011,ASC000081,,2026-05-11 00:59:38,VOID,Store,Completed,POS_B
TXN000001387,STR0010,REG026,ASC000408,,05/22/2026 21:03,sale ,Store,Completed,POS_B
TXN000001388,STR0023,REG018,ASC000479,CUST00001480,2026-05-17 18:11:01,sale ,Store,Completed,POS_A
TXN000001389,STR0017,REG027,ASC000389,CUST00000880,05/24/2026 04:49,SALE,Store,Suspended,POS_A
TXN000001390,STR0025,REG006,ASC000213,CUST00001306,04/29/2026 16:49,SALE,Pickup,completed ,POS_A
TXN000001391,STR0007,REG012,ASC000239,CUST00000873,04/14/2026 23:55,SALE,Pickup,Completed,POS_B
TXN000001392,STR0011,REG012,ASC000033,CUST00000343,2026-05-03 00:28:01,sale ,Pickup,Completed,POS_B
TXN000001393,STR0025,REG002,ASC000055,CUST00000966,04/29/2026 02:56,SALE,Store,Completed,POS_B
TXN000001394,STR0024,REG015,ASC000225,CUST00000166,2026-04-04 03:42:04,SALE,Pickup,Completed,POS_C
TXN000001395,STR0008,REG025,ASC000140,CUST00001269,2026-04-08 01:00:53,VOID,Pickup,Completed,POS_A
TXN000001396,STR0009,REG002,ASC000258,CUST00000262,2026-05-22 20:44:33,sale ,Store,Suspended,POS_B
TXN000001397,STR0008,REG012,ASC000176,,04/27/2026 15:54,sale ,Pickup,Voided,POS_B
TXN000001398,STR0020,REG009,ASC000284,CUST00000457,05/30/2026 00:39,sale ,Store,Suspended,POS_C
TXN000001399,STR0015,REG018,ASC000212,CUST00000167,2026-05-09 16:44:24,VOID,Store,Completed,POS_C
TXN000001400,STR0017,REG018,ASC000235,,04/03/2026 13:37,VOID,Store,Voided,POS_A
TXN000001401,STR0001,REG002,ASC000467,CUST00000720,2026-04-27 06:55:55,sale ,Store,Suspended,POS_C
TXN000001402,STR0018,REG003,ASC000199,CUST00000250,2026-04-16 12:18:05,VOID,Pickup,Suspended,POS_C
TXN000001403,STR0010,REG026,ASC000402,,2026-05-28 17:40:41,sale ,Store,Suspended,POS_C
TXN000001404,STR0024,REG019,ASC000225,CUST00000052,05/28/2026 21:57,VOID,Pickup,Completed,POS_B
TXN000001405,STR0015,REG028,ASC000078,,2026-05-01 06:40:14,VOID,Pickup,Completed,POS_A
TXN000001406,STR0020,REG015,ASC000284,CUST00001610,04/19/2026 07:43,sale ,Store,Completed,POS_A
TXN000001407,STR0022,REG017,ASC000251,CUST00000542,05/11/2026 08:34,SALE,Store,Voided,POS_C
TXN000001408,STR0024,REG026,ASC000272,,04/22/2026 23:02,SALE,Store,Completed,POS_A
TXN000001409,STR0001,REG017,ASC000456,CUST00001292,2026-05-12 00:23:28,SALE,Store,Completed,POS_C
TXN000001410,STR0025,REG002,ASC000230,,05/26/2026 06:59,sale ,Pickup,Completed,POS_B
TXN000001411,STR0013,REG006,ASC000053,,2026-04-15 23:02:49,VOID,Pickup,Completed,POS_C
TXN000001412,STR0002,REG013,ASC000025,CUST00000949,2026-05-26 08:42:32,SALE,Store,completed ,POS_C
TXN000001413,STR0023,REG025,ASC000061,CUST00001374,04/24/2026 16:24,SALE,Store,completed ,POS_C
TXN000001414,STR0004,REG002,ASC000002,CUST00000112,05/17/2026 07:12,SALE,Store,completed ,POS_B
TXN000001415,STR0024,REG010,ASC000376,,05/04/2026 19:06,VOID,Pickup,Completed,POS_A
TXN000001416,STR0019,REG007,ASC000142,CUST00001528,05/08/2026 07:22,sale ,Store,Completed,POS_A
TXN000001417,STR0004,REG023,ASC000350,CUST00001306,05/10/2026 04:30,VOID,Store,Voided,POS_B
TXN000001418,STR0012,REG027,ASC000116,CUST00000880,2026-04-09 04:04:45,SALE,Store,completed ,POS_B
TXN000001419,STR0012,REG025,ASC000116,CUST00000235,2026-05-06 18:31:23,sale ,Pickup,Suspended,POS_A
TXN000001420,STR0009,REG028,ASC000485,CUST00000599,04/01/2026 20:44,SALE,Pickup,Completed,POS_A
TXN000001421,STR0025,REG026,ASC000329,,2026-05-16 04:25:05,SALE,Store,Completed,POS_B
TXN000001422,STR0014,REG007,ASC000444,CUST00000340,2026-04-08 05:49:04,SALE,Store,Voided,POS_C
TXN000001423,STR0012,REG010,ASC000333,CUST00000010,05/28/2026 09:02,SALE,Pickup,Voided,POS_C
TXN000001424,STR0022,REG013,ASC000497,CUST00001761,2026-05-22 19:04:56,SALE,Store,Completed,POS_C
TXN000001425,STR0016,REG021,ASC000482,CUST00001071,05/21/2026 07:55,VOID,Store,completed ,POS_C
TXN000001426,STR0022,REG007,ASC000443,CUST00000073,2026-04-20 18:28:44,SALE,Pickup,Voided,POS_A
TXN000001427,STR0015,REG004,ASC000014,CUST00000340,2026-05-07 18:24:55,SALE,Pickup,Suspended,POS_A
TXN000001428,STR0003,REG006,ASC000500,CUST00001489,04/18/2026 06:13,VOID,Pickup,Completed,POS_C
TXN000001429,STR0022,REG017,ASC000486,,05/12/2026 15:04,SALE,Store,Voided,POS_A
TXN000001430,STR0018,REG021,ASC000490,,2026-04-17 08:47:25,sale ,Store,Completed,POS_B
TXN000001431,STR0014,REG017,ASC000411,CUST00001035,05/01/2026 22:34,SALE,Pickup,Suspended,POS_A
TXN000001432,STR0002,REG001,ASC000304,CUST00000436,04/07/2026 12:41,SALE,Store,completed ,POS_C
TXN000001433,STR0004,REG024,ASC000009,CUST00001395,2026-05-07 08:46:48,SALE,Store,Voided,POS_B
TXN000001434,STR0016,REG009,ASC000152,CUST00000015,05/27/2026 19:58,SALE,Store,Suspended,POS_C
TXN000001435,STR0003,REG020,ASC000197,CUST00000200,04/26/2026 22:34,sale ,Pickup,Completed,POS_C
TXN000001436,STR0023,REG019,ASC000410,CUST00001328,2026-05-13 20:46:26,SALE,Pickup,Suspended,POS_A
TXN000001437,STR0003,REG002,ASC000082,CUST00001484,2026-04-23 02:33:56,SALE,Pickup,Suspended,POS_C
TXN000001438,STR0003,REG002,ASC000193,CUST00001000,2026-04-06 13:40:33,sale ,Store,Completed,POS_C
TXN000001439,STR0015,REG001,ASC000274,CUST00001232,05/06/2026 03:52,SALE,Pickup,Suspended,POS_A
TXN000001440,STR0015,REG013,ASC000003,CUST00001225,05/07/2026 10:32,VOID,Store,Completed,POS_B
TXN000001441,STR0008,REG018,ASC000298,CUST00000981,05/22/2026 17:46,SALE,Pickup,Completed,POS_C
TXN000001442,STR0012,REG016,ASC000145,CUST00001791,2026-05-13 10:20:49,SALE,Store,Completed,POS_A
TXN000001443,STR0017,REG017,ASC000330,CUST00000334,2026-05-12 04:01:58,SALE,Pickup,Completed,POS_C
TXN000001444,STR0021,REG027,ASC000489,CUST00000398,05/22/2026 01:53,SALE,Pickup,completed ,POS_C
TXN000001445,STR0010,REG025,ASC000408,,2026-04-21 19:05:44,VOID,Store,Suspended,POS_B
TXN000001446,STR0024,REG002,ASC000225,CUST00000822,05/11/2026 20:03,SALE,Pickup,Suspended,POS_C
TXN000001447,STR0015,REG001,ASC000431,CUST00001747,2026-04-03 16:26:20,SALE,Pickup,Voided,POS_A
TXN000001448,STR0020,REG025,ASC000295,CUST00000093,2026-04-13 09:35:01,sale ,Store,Completed,POS_B
TXN000001449,STR0014,REG015,ASC000494,,2026-04-01 18:59:28,SALE,Store,Completed,POS_B
TXN000001450,STR0019,REG016,ASC000279,CUST00001003,05/27/2026 15:07,VOID,Pickup,Voided,POS_A
TXN000001451,STR0015,REG016,ASC000054,CUST00000294,2026-05-13 08:11:48,SALE,Store,Completed,POS_B
TXN000001452,STR0021,REG012,ASC000347,CUST00000582,2026-04-16 06:27:02,VOID,Store,Completed,POS_B
TXN000001453,STR0008,REG013,ASC000048,,04/17/2026 11:54,SALE,Store,Completed,POS_A
TXN000001454,STR0025,REG017,ASC000055,CUST00000306,2026-04-07 10:03:28,sale ,Store,Completed,POS_C
TXN000001455,STR0020,REG026,ASC000478,,04/01/2026 04:20,SALE,Pickup,Completed,POS_C
TXN000001456,STR0020,REG005,ASC000478,CUST00000564,2026-04-23 20:44:05,SALE,Store,Voided,POS_B
TXN000001457,STR0023,REG005,ASC000363,CUST00001641,04/05/2026 19:52,SALE,Pickup,Suspended,POS_C
TXN000001458,STR0007,REG003,ASC000228,,05/24/2026 18:15,sale ,Store,Completed,POS_A
TXN000001459,STR0008,REG007,ASC000458,CUST00000171,05/25/2026 08:21,SALE,Store,Suspended,POS_B
TXN000001460,STR0002,REG014,ASC000038,,2026-05-28 18:50:06,sale ,Pickup,Suspended,POS_A
TXN000001461,STR0021,REG016,ASC000489,CUST00000648,2026-05-09 13:51:38,SALE,Store,Completed,POS_C
TXN000001462,STR0009,REG002,ASC000362,,2026-05-15 15:22:31,VOID,Store,Suspended,POS_A
TXN000001463,STR0017,REG026,ASC000130,CUST00000663,04/20/2026 01:53,SALE,Store,Completed,POS_B
TXN000001464,STR0019,REG009,ASC000004,CUST00001302,04/14/2026 03:02,SALE,Store,Voided,POS_C
TXN000001465,STR0020,REG009,ASC000358,,2026-05-22 09:12:43,SALE,Pickup,Voided,POS_B
TXN000001466,STR0002,REG004,ASC000269,CUST00000042,2026-05-29 04:17:37,sale ,Pickup,Completed,POS_B
TXN000001467,STR0024,REG019,ASC000272,CUST00000793,2026-05-12 02:48:34,SALE,Store,Completed,POS_A
TXN000001468,STR0003,REG021,ASC000405,CUST00000699,05/26/2026 22:39,sale ,Pickup,completed ,POS_C
TXN000001469,STR0024,REG001,ASC000139,CUST00001211,04/16/2026 04:59,SALE,Pickup,Completed,POS_B
TXN000001470,STR0024,REG014,ASC000373,,05/08/2026 06:56,VOID,Store,Completed,POS_B
TXN000001471,STR0018,REG005,ASC000199,CUST00001041,05/08/2026 01:15,VOID,Pickup,Completed,POS_A
TXN000001472,STR0013,REG019,ASC000296,CUST00000578,2026-04-08 00:06:06,SALE,Store,Suspended,POS_B
TXN000001473,STR0016,REG009,ASC000172,CUST00001175,05/09/2026 04:33,SALE,Pickup,Completed,POS_A
TXN000001474,STR0006,REG001,ASC000151,,04/30/2026 18:53,SALE,Store,Completed,POS_B
TXN000001475,STR0015,REG007,ASC000412,,04/11/2026 11:15,sale ,Store,Voided,POS_B
TXN000001476,STR0017,REG019,ASC000250,CUST00000531,05/31/2026 07:32,sale ,Store,Completed,POS_A
TXN000001477,STR0006,REG006,ASC000191,CUST00000496,04/12/2026 09:05,SALE,Pickup,Voided,POS_A
TXN000001478,STR0020,REG028,ASC000040,,2026-04-14 00:43:56,SALE,Store,Completed,POS_C
TXN000001479,STR0016,REG028,ASC000172,CUST00000287,05/02/2026 14:32,SALE,Store,Completed,POS_A
TXN000001480,STR0014,REG017,ASC000266,CUST00001230,2026-05-12 10:05:39,SALE,Store,Completed,POS_C
TXN000001481,STR0005,REG010,ASC000086,,05/29/2026 21:24,SALE,Store,Suspended,POS_A
TXN000001482,STR0015,REG022,ASC000014,CUST00001704,2026-04-08 04:04:03,VOID,Store,Voided,POS_A
TXN000001483,STR0010,REG020,ASC000433,,2026-05-11 17:29:04,sale ,Pickup,Voided,POS_B
TXN000001484,STR0006,REG017,ASC000156,,04/24/2026 17:08,SALE,Store,completed ,POS_B
TXN000001485,STR0011,REG008,ASC000138,,05/02/2026 17:19,SALE,Store,Suspended,POS_B
TXN000001486,STR0005,REG013,ASC000015,CUST00001261,2026-04-01 01:43:40,SALE,Pickup,completed ,POS_C
TXN000001487,STR0009,REG010,ASC000258,CUST00001371,05/08/2026 02:58,VOID,Store,Completed,POS_B
TXN000001488,STR0012,REG016,ASC000237,CUST00000603,2026-04-21 14:30:03,SALE,Store,completed ,POS_A
TXN000001489,STR0005,REG026,ASC000111,CUST00000033,2026-04-28 00:16:59,sale ,Pickup,completed ,POS_C
TXN000001490,STR0016,REG006,ASC000331,CUST00000515,2026-04-13 14:58:44,SALE,Store,Completed,POS_B
TXN000001491,STR0005,REG004,ASC000044,CUST00000245,05/28/2026 02:20,SALE,Store,Completed,POS_A
TXN000001492,STR0007,REG022,ASC000239,CUST00001651,2026-05-23 08:58:02,VOID,Pickup,completed ,POS_A
TXN000001493,STR0008,REG025,ASC000110,CUST00001503,2026-05-02 15:58:19,SALE,Pickup,Completed,POS_A
TXN000001494,STR0013,REG024,ASC000296,CUST00000102,2026-04-10 07:59:12,SALE,Store,Suspended,POS_C
TXN000001495,STR0002,REG011,ASC000011,CUST00000717,04/28/2026 20:24,SALE,Pickup,Voided,POS_C
TXN000001496,STR0014,REG007,ASC000202,CUST00000314,04/22/2026 05:04,SALE,Store,completed ,POS_A
TXN000001497,STR0001,REG024,ASC000307,CUST00000145,04/20/2026 18:43,SALE,Store,Completed,POS_A
TXN000001498,STR0022,REG006,ASC000406,CUST00001148,05/15/2026 16:11,sale ,Store,Completed,POS_B
TXN000001499,STR0023,REG022,ASC000018,,2026-05-03 09:28:20,SALE,Pickup,Completed,POS_C
TXN000001500,STR0013,REG007,ASC000435,CUST00001214,2026-04-28 14:09:31,SALE,Store,Voided,POS_A
TXN000001501,STR0009,REG009,ASC000485,,2026-04-14 20:07:22,sale ,Store,completed ,POS_A
TXN000001502,STR0016,REG006,ASC000152,,05/30/2026 04:57,VOID,Store,Completed,POS_C
TXN000001503,STR0018,REG003,ASC000341,CUST00000795,2026-05-16 22:39:56,SALE,Store,Voided,POS_B
TXN000001504,STR0019,REG014,ASC000462,CUST00001700,04/04/2026 22:39,SALE,Store,Completed,POS_B
TXN000001505,STR0004,REG011,ASC000423,,2026-04-28 16:59:44,sale ,Store,Completed,POS_C
TXN000001506,STR0020,REG005,ASC000295,CUST00000934,2026-05-02 09:08:06,VOID,Store,Completed,POS_B
TXN000001507,STR_UNKNOWN,REG023,ASC000025,,2026-04-19 12:26:35,VOID,Store,Completed,POS_A
TXN000001508,STR0009,REG018,ASC000178,CUST00000177,2026-05-19 23:02:10,SALE,Store,completed ,POS_B
TXN000001509,STR0007,REG004,ASC000168,,05/24/2026 16:31,sale ,Pickup,Voided,POS_B
TXN000001510,STR0019,REG008,ASC000291,CUST00001702,05/01/2026 05:45,VOID,Pickup,Completed,POS_B
TXN000001511,STR0020,REG018,ASC000208,,2026-04-07 17:30:02,SALE,Store,completed ,POS_C
TXN000001512,STR0011,REG025,ASC000138,,2026-04-14 14:36:19,VOID,Pickup,Completed,POS_A
TXN000001513,STR0016,REG016,ASC000267,CUST00001263,2026-05-10 18:45:52,sale ,Store,Completed,POS_B
TXN000001514,STR0001,REG007,ASC000360,CUST00000322,2026-04-18 07:27:25,sale ,Store,Voided,POS_B
TXN000001515,STR0005,REG013,ASC000229,,2026-05-30 11:08:13,sale ,Store,Suspended,POS_A
TXN000001516,STR0001,REG019,ASC000456,CUST00000272,05/24/2026 17:57,SALE,Store,completed ,POS_B
TXN000001517,STR0016,REG024,ASC000262,CUST00000527,2026-05-04 11:04:44,sale ,Store,Suspended,POS_A
TXN000001518,STR0001,REG010,ASC000299,,2026-04-20 04:20:06,SALE,Store,completed ,POS_B
TXN000001519,STR0016,REG017,ASC000077,CUST00001595,2026-05-06 20:45:06,sale ,Pickup,Voided,POS_B
TXN000001520,STR0019,REG013,ASC000026,CUST00000361,04/03/2026 21:53,SALE,Store,Completed,POS_C
TXN000001521,STR0015,REG009,ASC000059,CUST00000492,05/28/2026 09:09,sale ,Store,Completed,POS_A
TXN000001522,STR0004,REG028,ASC000002,CUST00000313,05/13/2026 10:58,SALE,Store,Completed,POS_C
TXN000001523,STR0006,REG013,ASC000057,CUST00001069,04/24/2026 20:40,SALE,Store,Voided,POS_C
TXN000001524,STR0019,REG003,ASC000147,CUST00000841,2026-05-03 05:40:24,SALE,Pickup,Completed,POS_C
TXN000001525,STR0016,REG008,ASC000182,CUST00001460,2026-05-25 03:22:06,VOID,Store,Completed,POS_A
TXN000001526,STR0003,REG010,ASC000067,CUST00001207,05/01/2026 21:38,VOID,Pickup,Completed,POS_A
TXN000001527,STR0005,REG010,ASC000063,CUST00000387,2026-04-15 16:18:08,SALE,Store,Voided,POS_C
TXN000001528,STR0014,REG018,ASC000247,CUST00001592,04/13/2026 04:27,SALE,Pickup,Completed,POS_C
TXN000001529,STR0013,REG026,ASC000422,CUST00000779,04/28/2026 11:48,sale ,Store,completed ,POS_C
TXN000001530,STR0003,REG008,ASC000405,CUST00001281,04/02/2026 08:25,SALE,Store,completed ,POS_B
TXN000001531,STR0020,REG026,ASC000183,,2026-04-24 17:52:32,VOID,Store,Completed,POS_A
TXN000001532,STR0009,REG011,ASC000362,CUST00001309,05/20/2026 12:35,VOID,Store,Suspended,POS_C
TXN000001533,STR0022,REG001,ASC000443,CUST00001089,04/25/2026 05:21,SALE,Store,completed ,POS_C
TXN000001534,STR0005,REG016,ASC000480,,04/28/2026 18:25,sale ,Pickup,Completed,POS_C
TXN000001535,STR0011,REG016,ASC000223,CUST00000039,04/03/2026 12:03,SALE,Store,Voided,POS_B
TXN000001536,STR0010,REG011,ASC000414,,05/31/2026 17:00,sale ,Store,Suspended,POS_A
TXN000001537,STR0020,REG017,ASC000284,CUST00000068,2026-04-15 06:46:14,SALE,Pickup,Suspended,POS_B
TXN000001538,STR0002,REG014,ASC000348,CUST00001475,2026-04-22 21:00:50,sale ,Pickup,Completed,POS_B
TXN000001539,STR0004,REG025,ASC000423,CUST00000314,05/03/2026 22:40,VOID,Store,Completed,POS_C
TXN000001540,STR0008,REG021,ASC000342,,2026-05-24 18:01:47,sale ,Pickup,Completed,POS_B
TXN000001541,STR0020,REG017,ASC000211,CUST00001658,2026-04-09 07:25:43,sale ,Store,Suspended,POS_B
TXN000001542,STR0025,REG002,ASC000180,CUST00000469,2026-04-25 12:17:50,SALE,Store,Voided,POS_B
