payment_id,transaction_id,payment_method,payment_status,payment_amount
PAY000001521,TXN000001445,Mobile Pay,Approved,185.75
PAY000001522,TXN000001446,Debit Card,Approved,194.16
PAY000001523,TXN000001447,Gift Card,Declined,219.61
PAY000001524,TXN000001448,credit card,Declined,236.82
PAY000001525,TXN000001449,Debit Card,Approved,258.94
PAY000001526,TXN000001449,Cash,Declined,389.16
PAY000001527,TXN000001450,Debit Card,Approved,414.59
PAY000001528,TXN000001451,Credit Card,approved ,439.82
PAY000001529,TXN000001452,Cash,Approved,133.00
PAY000001530,TXN000001453,Debit Card,Declined,469.16
PAY000001531,TXN000001454,Gift Card,Approved,342.74
PAY000001532,TXN000001455,Cash,Declined,389.81
PAY000001533,TXN000001456,Credit Card,approved ,341.75
PAY000001534,TXN000001457,Gift Card,Approved,420.76
PAY000001535,TXN000001458,Mobile Pay,approved ,212.76
PAY000001536,TXN000001459,Credit Card,Reversed,430.59
PAY000001537,TXN000001460,Debit Card,Declined,154.92
PAY000001538,TXN000001461,Cash,Reversed,29.59
PAY000001539,TXN000001462,Debit Card,Approved,437.42
PAY000001540,TXN000001463,Gift Card,Approved,36.50
PAY000001541,TXN000001464,Debit Card,Approved,266.17
PAY000001542,TXN000001465,Cash,Reversed,484.52
PAY000001543,TXN000001466,Mobile Pay,approved ,138.18
PAY000001544,TXN000001467,Gift Card,Declined,204.75
PAY000001545,TXN000001468,Mobile Pay,Declined,158.25
PAY000001546,TXN000001469,Debit Card,Approved,314.34
PAY000001547,TXN000001470,Gift Card,Approved,106.12
PAY000001548,TXN000001471,Gift Card,Approved,424.06
PAY000001549,TXN000001472,Credit Card,Reversed,218.35
PAY000001550,TXN000001473,Gift Card,Declined,270.80
PAY000001551,TXN000001474,Credit Card,Reversed,26.84
PAY000001552,TXN000001475,Credit Card,approved ,437.31
PAY000001553,TXN000001476,credit card,Declined,362.33
PAY000001554,TXN000001477,Credit Card,approved ,124.32
PAY000001555,TXN000001478,credit card,Declined,345.96
PAY000001556,TXN000001479,credit card,Approved,284.23
PAY000001557,TXN000001480,Cash,Declined,115.22
PAY000001558,TXN000001481,credit card,Reversed,100.19
PAY000001559,TXN000001482,credit card,Approved,133.80
PAY000001560,TXN000001483,Mobile Pay,Approved,208.59
PAY000001561,TXN000001484,Mobile Pay,Approved,143.02
PAY000001562,TXN000001485,Cash,Reversed,123.99
PAY000001563,TXN000001486,credit card,Approved,108.32
PAY000001564,TXN000001487,credit card,Declined,456.46
PAY000001565,TXN000001488,Debit Card,Reversed,418.42
PAY000001566,TXN000001489,Credit Card,approved ,61.66
PAY000001567,TXN000001490,credit card,Approved,244.44
PAY000001568,TXN000001491,Debit Card,Approved,425.00
PAY000001569,TXN000001492,Mobile Pay,approved ,274.13
PAY000001570,TXN000001493,Debit Card,Declined,373.77
PAY000001571,TXN000001494,credit card,approved ,465.82
PAY000001572,TXN000001495,Mobile Pay,Reversed,75.68
PAY000001573,TXN000001496,Credit Card,Declined,448.12
PAY000001574,TXN000001497,Mobile Pay,Reversed,173.74
PAY000001575,TXN000001498,credit card,Approved,60.44
PAY000001576,TXN000001499,Mobile Pay,Approved,338.18
PAY000001577,TXN000001500,Mobile Pay,Declined,6.31
PAY000001578,TXN000001501,Credit Card,Approved,444.85
PAY000001579,TXN000001502,Debit Card,Declined,499.31
PAY000001580,TXN000001503,Gift Card,Approved,341.69
PAY000001581,TXN000001504,Gift Card,Reversed,71.76
PAY000001582,TXN000001505,Gift Card,Reversed,95.44
PAY000001583,TXN000001506,credit card,approved ,128.85
PAY000001584,TXN000001507,Cash,Approved,170.52
PAY000001585,TXN000001508,Credit Card,Approved,495.91
PAY000001586,TXN000001509,Credit Card,approved ,376.47
PAY000001587,TXN000001510,Cash,approved ,260.05
PAY000001588,TXN000001510,credit card,approved ,284.89
PAY000001589,TXN000001511,Mobile Pay,approved ,449.95
PAY000001590,TXN000001512,Gift Card,Reversed,358.67
PAY000001591,TXN000001513,Gift Card,Approved,246.18
PAY000001592,TXN000001514,Cash,approved ,407.94
PAY000001593,TXN000001515,Cash,Approved,475.08
PAY000001594,TXN000001515,Debit Card,Reversed,238.60
PAY000001595,TXN000001516,Gift Card,approved ,292.49
PAY000001596,TXN000001517,Credit Card,Approved,81.59
PAY000001597,TXN000001518,credit card,Reversed,286.36
PAY000001598,TXN000001519,credit card,Declined,291.16
PAY000001599,TXN000001520,credit card,Declined,465.97
PAY000001600,TXN000001521,Credit Card,Approved,289.07
PAY000001601,TXN000001522,Credit Card,Declined,30.01
PAY000001602,TXN000001523,Mobile Pay,Declined,412.13
PAY000001603,TXN000001523,Debit Card,Approved,348.50
PAY000001604,TXN000001524,credit card,approved ,26.25
PAY000001605,TXN000001525,Mobile Pay,Approved,73.17
PAY000001606,TXN000001526,Mobile Pay,Approved,369.08
PAY000001607,TXN000001527,Gift Card,Reversed,424.52
PAY000001608,TXN000001528,Credit Card,Declined,358.73
PAY000001609,TXN000001529,Mobile Pay,approved ,78.83
PAY000001610,TXN000001530,Gift Card,Declined,280.97
PAY000001611,TXN000001531,Cash,Declined,192.70
PAY000001612,TXN000001532,Gift Card,Reversed,18.94
PAY000001613,TXN000001533,Credit Card,approved ,68.05
PAY000001614,TXN000001534,Credit Card,Reversed,273.71
PAY000001615,TXN000001535,Mobile Pay,Approved,401.89
PAY000001616,TXN000001536,Debit Card,Reversed,135.15
PAY000001617,TXN000001537,Credit Card,Approved,168.94
PAY000001618,TXN000001538,Credit Card,approved ,156.77
PAY000001619,TXN000001539,Gift Card,Approved,33.77
PAY000001620,TXN000001540,credit card,Reversed,94.51
PAY000001621,TXN000001541,Debit Card,Declined,15.75
PAY000001622,TXN000001542,Gift Card,approved ,259.50
PAY000001623,TXN000001543,Gift Card,Approved,280.12
PAY000001624,TXN000001543,credit card,Approved,383.12
PAY000001625,TXN000001544,credit card,approved ,324.76
PAY000001626,TXN000001545,Gift Card,Approved,148.96
PAY000001627,TXN000001546,Cash,Approved,381.10
PAY000001628,TXN000001547,Gift Card,Declined,19.62
PAY000001629,TXN000001548,credit card,Approved,458.08
PAY000001630,TXN000001549,Gift Card,approved ,232.20
PAY000001631,TXN000001550,credit card,Reversed,439.23
PAY000001632,TXN000001551,credit card,Reversed,465.99
PAY000001633,TXN000001552,Cash,Declined,468.77
PAY000001634,TXN000001553,Gift Card,Approved,446.05
PAY000001635,TXN000001554,Credit Card,Approved,88.04
PAY000001636,TXN000001555,Mobile Pay,Declined,97.85
PAY000001637,TXN000001556,Cash,Approved,281.32
PAY000001638,TXN000001557,Cash,approved ,229.43
PAY000001639,TXN000001558,Credit Card,Approved,459.46
PAY000001640,TXN000001559,Gift Card,Reversed,471.98
PAY000001641,TXN000001560,Credit Card,approved ,222.08
PAY000001642,TXN000001561,Cash,Approved,337.06
PAY000001643,TXN000001561,credit card,approved ,314.67
PAY000001644,TXN000001562,credit card,Declined,173.93
PAY000001645,TXN000001563,Mobile Pay,Declined,41.01
PAY000001646,TXN000001564,Cash,Approved,276.29
PAY000001647,TXN000001565,Debit Card,Approved,241.11
PAY000001648,TXN000001566,Debit Card,Approved,433.51
PAY000001649,TXN000001567,Cash,Reversed,129.46
PAY000001650,TXN000001568,Gift Card,approved ,158.79
PAY000001651,TXN000001569,Gift Card,approved ,156.84
PAY000001652,TXN000001569,Debit Card,approved ,360.95
PAY000001653,TXN000001570,Credit Card,Reversed,297.62
PAY000001654,TXN000001571,Cash,approved ,95.03
PAY000001655,TXN000001572,Credit Card,Approved,52.92
PAY000001656,TXN000001573,Gift Card,Declined,453.85
PAY000001657,TXN000001574,Mobile Pay,Declined,71.73
PAY000001658,TXN000001575,credit card,Approved,448.40
PAY000001659,TXN000001576,Cash,Reversed,396.27
PAY000001660,TXN000001577,Gift Card,Declined,348.77
PAY000001661,TXN000001578,Mobile Pay,approved ,346.29
PAY000001662,TXN000001579,Debit Card,Approved,62.07
PAY000001663,TXN000001580,Cash,Reversed,358.72
PAY000001664,TXN000001581,Debit Card,approved ,115.65
PAY000001665,TXN000001582,Gift Card,Approved,6.00
PAY000001666,TXN000001583,Debit Card,Approved,62.75
PAY000001667,TXN000001584,Mobile Pay,Reversed,141.06
PAY000001668,TXN000001585,credit card,Approved,457.59
PAY000001669,TXN000001586,Gift Card,Approved,216.47
PAY000001670,TXN000001587,Cash,Declined,404.79
PAY000001671,TXN000001588,Credit Card,approved ,453.54
PAY000001672,TXN000001589,Gift Card,approved ,107.25
PAY000001673,TXN000001590,Cash,Approved,401.88
PAY000001674,TXN000001591,credit card,Reversed,471.19
PAY000001675,TXN000001592,Cash,approved ,485.30
PAY000001676,TXN000001593,credit card,Approved,222.62
PAY000001677,TXN000001594,Cash,Reversed,123.15
PAY000001678,TXN000001595,Mobile Pay,Declined,288.72
PAY000001679,TXN000001596,credit card,approved ,242.06
PAY000001680,TXN000001597,credit card,Approved,62.54
PAY000001681,TXN000001598,Credit Card,Approved,445.68
PAY000001682,TXN000001599,credit card,approved ,247.34
PAY000001683,TXN000001600,Cash,approved ,445.02
PAY000001684,TXN000001601,Gift Card,Declined,399.80
PAY000001685,TXN000001602,Debit Card,Approved,73.80
PAY000001686,TXN000001603,Cash,Approved,465.84
PAY000001687,TXN000001604,credit card,Reversed,471.63
PAY000001688,TXN000001605,Mobile Pay,Declined,393.55
PAY000001689,TXN000001606,Credit Card,Reversed,271.02
PAY000001690,TXN000001607,Cash,Declined,465.93
PAY000001691,TXN000001608,Mobile Pay,Approved,80.24
PAY000001692,TXN000001609,Debit Card,approved ,482.57
PAY000001693,TXN000001610,credit card,Declined,473.01
PAY000001694,TXN000001611,Mobile Pay,approved ,103.84
PAY000001695,TXN000001612,credit card,Declined,305.96
PAY000001696,TXN000001613,Mobile Pay,Approved,497.06
PAY000001697,TXN000001614,credit card,Approved,23.88
PAY000001698,TXN000001614,Credit Card,Approved,82.17
PAY000001699,TXN000001615,credit card,Declined,185.07
PAY000001700,TXN000001616,Debit Card,Approved,114.85
PAY000001701,TXN000001617,Mobile Pay,approved ,50.07
PAY000001702,TXN000001618,Cash,Approved,141.69
PAY000001703,TXN000001619,Gift Card,Reversed,246.76
PAY000001704,TXN000001620,Gift Card,Declined,52.59
PAY000001705,TXN000001621,Debit Card,Approved,292.87
PAY000001706,TXN000001622,Gift Card,Reversed,189.13
PAY000001707,TXN000001623,Debit Card,Approved,164.60
PAY000001708,TXN000001624,credit card,Approved,263.00
PAY000001709,TXN000001625,Credit Card,Reversed,430.00
PAY000001710,TXN000001626,Gift Card,Approved,452.43
PAY000001711,TXN000001627,Debit Card,Approved,150.42
PAY000001712,TXN000001628,Gift Card,Declined,232.86
PAY000001713,TXN000001629,Gift Card,approved ,257.17
PAY000001714,TXN000001630,credit card,Declined,90.75
PAY000001715,TXN000001631,Credit Card,approved ,218.79
PAY000001716,TXN000001632,Credit Card,Approved,46.30
PAY000001717,TXN000001633,Gift Card,Approved,76.29
PAY000001718,TXN000001634,credit card,Approved,286.37
PAY000001719,TXN000001635,Debit Card,approved ,434.73
PAY000001720,TXN000001636,Mobile Pay,Approved,242.50
PAY000001721,TXN000001637,Credit Card,Approved,496.81
PAY000001722,TXN000001638,Debit Card,Reversed,411.41
PAY000001723,TXN000001639,Debit Card,approved ,129.23
PAY000001724,TXN000001640,Debit Card,Declined,441.64
PAY000001725,TXN000001641,Credit Card,Approved,102.28
PAY000001726,TXN000001642,Gift Card,Declined,272.44
PAY000001727,TXN000001643,Cash,Declined,155.62
PAY000001728,TXN000001644,credit card,Declined,370.46
PAY000001729,TXN000001645,Gift Card,approved ,255.77
PAY000001730,TXN000001646,Cash,approved ,196.74
PAY000001731,TXN000001647,Gift Card,Reversed,213.93
PAY000001732,TXN000001648,Mobile Pay,approved ,452.00
PAY000001733,TXN000001649,Debit Card,approved ,443.73
PAY000001734,TXN000001650,Gift Card,Approved,240.36
PAY000001735,TXN000001651,Gift Card,approved ,465.22
PAY000001736,TXN000001652,credit card,Approved,301.55
PAY000001737,TXN000001653,Debit Card,Reversed,49.47
PAY000001738,TXN000001654,Debit Card,Approved,198.44
PAY000001739,TXN000001655,Gift Card,approved ,96.88
PAY000001740,TXN000001656,Gift Card,Declined,434.14
PAY000001741,TXN000001657,Credit Card,approved ,196.06
PAY000001742,TXN000001658,Debit Card,approved ,385.55
PAY000001743,TXN000001659,Cash,Approved,52.63
PAY000001744,TXN000001660,Debit Card,approved ,184.41
PAY000001745,TXN000001661,Gift Card,approved ,104.23
PAY000001746,TXN000001661,credit card,approved ,426.88
PAY000001747,TXN000001662,Debit Card,Approved,159.11
PAY000001748,TXN000001662,Credit Card,Approved,274.33
PAY000001749,TXN000001663,Gift Card,Reversed,426.50
PAY000001750,TXN000001664,Credit Card,Reversed,432.14
PAY000001751,TXN000001665,Mobile Pay,Declined,193.65
PAY000001752,TXN000001665,Mobile Pay,Approved,41.25
PAY000001753,TXN000001666,Cash,approved ,367.06
PAY000001754,TXN000001667,credit card,Reversed,128.67
PAY000001755,TXN000001668,Debit Card,approved ,392.18
PAY000001756,TXN000001669,Cash,approved ,316.01
PAY000001757,TXN000001670,Cash,Approved,136.51
PAY000001758,TXN000001671,credit card,Declined,32.28
PAY000001759,TXN000001672,Cash,approved ,450.72
PAY000001760,TXN000001673,credit card,approved ,251.94
PAY000001761,TXN000001674,Credit Card,Reversed,137.68
PAY000001762,TXN000001675,Mobile Pay,Declined,416.81
PAY000001763,TXN000001675,Mobile Pay,Approved,447.34
PAY000001764,TXN000001676,Cash,Reversed,49.05
PAY000001765,TXN000001677,Credit Card,Declined,276.92
PAY000001766,TXN000001678,Credit Card,Approved,17.68
PAY000001767,TXN000001679,Credit Card,Approved,496.55
PAY000001768,TXN000001680,Gift Card,approved ,25.68
PAY000001769,TXN000001681,Debit Card,Declined,117.64
PAY000001770,TXN000001682,Debit Card,Approved,326.31
PAY000001771,TXN000001683,credit card,approved ,85.07
PAY000001772,TXN000001684,credit card,Approved,315.48
PAY000001773,TXN000001685,Debit Card,Approved,169.16
PAY000001774,TXN000001686,credit card,approved ,267.87
PAY000001775,TXN000001687,Gift Card,Reversed,41.30
PAY000001776,TXN000001688,Debit Card,Declined,421.51
PAY000001777,TXN000001689,Debit Card,Approved,379.14
PAY000001778,TXN000001690,Credit Card,Approved,112.99
PAY000001779,TXN000001690,Gift Card,Declined,246.12
PAY000001780,TXN000001691,Debit Card,Reversed,89.60
PAY000001781,TXN000001692,Gift Card,Approved,137.01
PAY000001782,TXN000001693,Cash,Reversed,355.17
PAY000001783,TXN000001694,Credit Card,Approved,295.11
PAY000001784,TXN000001695,Mobile Pay,Approved,9.99
PAY000001785,TXN000001696,Gift Card,Reversed,143.24
PAY000001786,TXN000001697,Gift Card,Approved,495.07
PAY000001787,TXN000001698,credit card,Approved,400.43
PAY000001788,TXN000001699,Gift Card,Approved,329.37
PAY000001789,TXN000001700,Cash,Approved,352.94
PAY000001790,TXN000001701,Debit Card,Approved,366.07
PAY000001791,TXN000001702,credit card,Approved,226.34
PAY000001792,TXN000001703,Gift Card,Reversed,10.57
PAY000001793,TXN000001704,Credit Card,Declined,359.47
PAY000001794,TXN000001705,credit card,Reversed,55.83
PAY000001795,TXN000001706,credit card,Approved,118.40
PAY000001796,TXN000001707,credit card,approved ,202.96
PAY000001797,TXN000001708,Gift Card,Reversed,325.23
PAY000001798,TXN000001709,credit card,Declined,370.80
PAY000001799,TXN000001709,Gift Card,Approved,264.02
PAY000001800,TXN000001710,Debit Card,Approved,180.52
PAY000001801,TXN000001711,credit card,approved ,471.10
PAY000001802,TXN000001712,credit card,Declined,190.93
PAY000001803,TXN000001713,Cash,approved ,116.20
PAY000001804,TXN000001714,Mobile Pay,Declined,143.76
PAY000001805,TXN000001715,Cash,Approved,121.01
PAY000001806,TXN000001716,Gift Card,Approved,182.30
PAY000001807,TXN000001717,Credit Card,Declined,347.40
PAY000001808,TXN000001718,Debit Card,Declined,408.27
PAY000001809,TXN000001719,credit card,Approved,205.37
PAY000001810,TXN000001720,Gift Card,Reversed,253.40
PAY000001811,TXN000001721,Cash,approved ,52.94
PAY000001812,TXN000001722,Cash,Approved,458.56
PAY000001813,TXN000001723,Debit Card,Reversed,380.18
PAY000001814,TXN000001724,Debit Card,Approved,176.11
PAY000001815,TXN000001725,Credit Card,Declined,433.33
PAY000001816,TXN000001726,Credit Card,Approved,286.50
PAY000001817,TXN000001727,Debit Card,Declined,111.66
PAY000001818,TXN000001728,Mobile Pay,Declined,155.97
PAY000001819,TXN000001729,Gift Card,Approved,235.50
PAY000001820,TXN000001730,Credit Card,Approved,186.59
PAY000001821,TXN000001731,Debit Card,approved ,353.67
PAY000001822,TXN000001732,Cash,Approved,332.14
PAY000001823,TXN000001733,Debit Card,approved ,77.04
PAY000001824,TXN000001734,Mobile Pay,Declined,45.30
PAY000001825,TXN000001735,Cash,approved ,27.61
PAY000001826,TXN000001736,credit card,Declined,322.62
PAY000001827,TXN000001737,Cash,Approved,26.96
PAY000001828,TXN000001738,Gift Card,Reversed,73.29
PAY000001829,TXN000001739,Credit Card,Approved,286.71
PAY000001830,TXN000001740,credit card,Reversed,47.62
PAY000001831,TXN000001741,Cash,approved ,447.50
PAY000001832,TXN000001742,Cash,approved ,154.41
PAY000001833,TXN000001743,Cash,Reversed,468.91
PAY000001834,TXN000001744,Mobile Pay,Approved,270.42
PAY000001835,TXN000001744,Credit Card,Approved,400.73
PAY000001836,TXN000001745,credit card,Declined,424.89
PAY000001837,TXN000001746,credit card,approved ,288.89
PAY000001838,TXN000001747,Credit Card,Reversed,409.65
PAY000001839,TXN000001748,Debit Card,Approved,80.79
PAY000001840,TXN000001749,Debit Card,approved ,387.00
PAY000001841,TXN000001750,Mobile Pay,Approved,400.30
PAY000001842,TXN000001750,Credit Card,Approved,365.59
PAY000001843,TXN000001751,credit card,approved ,355.63
PAY000001844,TXN000001752,Debit Card,Reversed,306.23
PAY000001845,TXN000001753,Gift Card,Reversed,212.56
PAY000001846,TXN000001754,Gift Card,Declined,212.20
PAY000001847,TXN000001754,credit card,Declined,377.73
PAY000001848,TXN000001755,credit card,Reversed,64.53
PAY000001849,TXN000001756,Cash,Approved,94.34
PAY000001850,TXN000001757,Debit Card,Approved,216.94
PAY000001851,TXN000001758,Credit Card,Approved,6.36
PAY000001852,TXN000001759,Credit Card,Approved,322.54
PAY000001853,TXN000001760,Credit Card,Declined,62.18
PAY000001854,TXN000001761,Gift Card,Reversed,264.56
PAY000001855,TXN000001762,Credit Card,Approved,473.12
PAY000001856,TXN000001763,Mobile Pay,Approved,472.77
PAY000001857,TXN000001764,Gift Card,Declined,315.72
PAY000001858,TXN000001765,Credit Card,Declined,140.96
PAY000001859,TXN000001766,Gift Card,Approved,221.62
PAY000001860,TXN000001767,Credit Card,Approved,363.68
PAY000001861,TXN000001768,Mobile Pay,Approved,231.94
PAY000001862,TXN000001769,Credit Card,Declined,111.65
PAY000001863,TXN000001770,Cash,Declined,7.36
PAY000001864,TXN000001771,Gift Card,Reversed,172.45
PAY000001865,TXN000001772,Cash,Reversed,64.25
PAY000001866,TXN000001773,Debit Card,approved ,365.60
PAY000001867,TXN000001774,Debit Card,Approved,382.40
PAY000001868,TXN000001775,Mobile Pay,Approved,286.58
PAY000001869,TXN000001776,Mobile Pay,approved ,136.09
PAY000001870,TXN000001777,Mobile Pay,Reversed,29.02
PAY000001871,TXN000001778,credit card,Declined,124.33
PAY000001872,TXN000001779,Mobile Pay,approved ,329.02
PAY000001873,TXN000001780,Gift Card,approved ,320.12
PAY000001874,TXN000001781,credit card,Approved,145.18
PAY000001875,TXN000001782,Credit Card,approved ,439.62
PAY000001876,TXN000001783,Cash,Declined,164.35
PAY000001877,TXN000001784,credit card,Declined,91.33
PAY000001878,TXN000001785,Cash,Reversed,209.26
PAY000001879,TXN000001786,Debit Card,Declined,356.83
PAY000001880,TXN000001787,credit card,Approved,478.65
PAY000001881,TXN000001788,credit card,Declined,157.43
PAY000001882,TXN000001789,Debit Card,Approved,330.00
PAY000001883,TXN000001790,Debit Card,approved ,194.85
PAY000001884,TXN000001791,Mobile Pay,Reversed,128.14
PAY000001885,TXN000001792,Debit Card,Approved,31.96
PAY000001886,TXN000001793,Mobile Pay,approved ,107.97
PAY000001887,TXN000001794,Gift Card,Reversed,61.10
PAY000001888,TXN000001795,Debit Card,Reversed,335.96
PAY000001889,TXN000001796,Cash,Reversed,278.12
PAY000001890,TXN000001797,Credit Card,Reversed,233.26
PAY000001891,TXN000001798,Credit Card,Approved,399.56
PAY000001892,TXN000001799,Cash,Approved,401.50
PAY000001893,TXN000001800,Cash,Reversed,208.22
PAY000001894,TXN000001801,credit card,Declined,85.93
PAY000001895,TXN000001801,Mobile Pay,approved ,77.25
PAY000001896,TXN000001802,credit card,Approved,160.14
PAY000001897,TXN000001803,Credit Card,Approved,330.24
PAY000001898,TXN000001804,Mobile Pay,Approved,489.59
PAY000001899,TXN000001805,Credit Card,approved ,322.65
PAY000001900,TXN000001806,credit card,Declined,125.12
PAY000001901,TXN000001807,Credit Card,Reversed,247.39
PAY000001902,TXN000001808,Cash,Reversed,29.93
PAY000001903,TXN000001809,Cash,Declined,383.92
PAY000001904,TXN000001810,Cash,Reversed,63.15
PAY000001905,TXN000001811,credit card,Approved,166.09
PAY000001906,TXN000001812,credit card,Reversed,46.77
PAY000001907,TXN000001813,Cash,approved ,41.70
PAY000001908,TXN000001814,credit card,Approved,497.94
PAY000001909,TXN000001815,Mobile Pay,Approved,74.13
PAY000001910,TXN000001816,Credit Card,Reversed,340.50
PAY000001911,TXN000001817,Gift Card,Approved,7.30
PAY000001912,TXN000001818,Credit Card,Approved,282.34
PAY000001913,TXN000001819,Cash,Approved,131.98
PAY000001914,TXN000001820,Mobile Pay,approved ,213.69
PAY000001915,TXN000001821,Credit Card,approved ,357.71
PAY000001916,TXN000001822,Mobile Pay,Approved,58.38
PAY000001917,TXN000001823,Cash,Approved,317.77
PAY000001918,TXN000001824,credit card,Reversed,384.75
PAY000001919,TXN000001825,Credit Card,Approved,496.02
PAY000001920,TXN000001826,Gift Card,Declined,250.14
PAY000001921,TXN000001827,Debit Card,Reversed,386.25
PAY000001922,TXN000001828,Cash,Approved,254.47
PAY000001923,TXN000001829,credit card,Approved,210.96
PAY000001924,TXN000001830,Mobile Pay,approved ,119.23
PAY000001925,TXN000001831,credit card,Declined,33.23
PAY000001926,TXN000001832,credit card,Declined,324.44
PAY000001927,TXN000001833,Cash,approved ,100.36
PAY000001928,TXN000001834,Gift Card,Reversed,94.34
PAY000001929,TXN000001835,Credit Card,Declined,130.64
PAY000001930,TXN000001836,Cash,Approved,85.05
PAY000001931,TXN000001837,Credit Card,Approved,218.32
PAY000001932,TXN000001838,Cash,Declined,78.60
PAY000001933,TXN000001838,Credit Card,Reversed,216.19
PAY000001934,TXN000001839,credit card,Approved,312.51
PAY000001935,TXN000001840,Mobile Pay,Declined,75.07
PAY000001936,TXN000001841,Gift Card,Approved,209.39
PAY000001937,TXN000001842,Credit Card,Declined,255.39
PAY000001938,TXN000001842,credit card,Approved,231.39
PAY000001939,TXN000001843,Mobile Pay,Approved,449.26
PAY000001940,TXN000001844,Gift Card,Reversed,200.53
PAY000001941,TXN000001845,Credit Card,Approved,288.69
PAY000001942,TXN000001846,Gift Card,Approved,80.29
PAY000001943,TXN000001847,Credit Card,Declined,491.82
PAY000001944,TXN000001848,Debit Card,approved ,230.41
PAY000001945,TXN000001849,credit card,approved ,494.74
PAY000001946,TXN000001850,Credit Card,Approved,332.13
PAY000001947,TXN000001851,Debit Card,Approved,307.63
PAY000001948,TXN000001852,credit card,Declined,187.77
PAY000001949,TXN000001853,Cash,approved ,482.28
PAY000001950,TXN000001854,Mobile Pay,Approved,467.08
PAY000001951,TXN000001855,Mobile Pay,Approved,402.85
PAY000001952,TXN000001856,Gift Card,approved ,330.58
PAY000001953,TXN000001857,Gift Card,Approved,86.28
PAY000001954,TXN000001858,Debit Card,Approved,320.53
PAY000001955,TXN000001859,Gift Card,Approved,219.54
PAY000001956,TXN000001860,Mobile Pay,approved ,121.18
PAY000001957,TXN000001861,Debit Card,Declined,74.13
PAY000001958,TXN000001862,Debit Card,approved ,144.52
PAY000001959,TXN000001863,Gift Card,Reversed,86.96
PAY000001960,TXN000001863,Mobile Pay,Approved,207.71
PAY000001961,TXN000001864,Cash,approved ,92.33
PAY000001962,TXN000001865,Mobile Pay,Declined,271.24
PAY000001963,TXN000001866,credit card,Approved,380.81
PAY000001964,TXN000001867,Cash,Approved,32.74
PAY000001965,TXN000001868,credit card,Approved,399.92
PAY000001966,TXN000001869,Credit Card,Declined,204.99
PAY000001967,TXN000001870,Debit Card,Approved,104.18
PAY000001968,TXN000001871,Debit Card,Approved,394.90
PAY000001969,TXN000001872,Debit Card,approved ,54.70
PAY000001970,TXN000001873,Cash,Declined,233.70
PAY000001971,TXN000001874,Cash,Approved,89.23
PAY000001972,TXN000001875,Cash,Approved,99.99
PAY000001973,TXN000001876,Mobile Pay,Approved,492.58
PAY000001974,TXN000001877,Debit Card,Approved,101.42
PAY000001975,TXN000001878,Gift Card,Reversed,310.20
PAY000001976,TXN000001879,Mobile Pay,Approved,278.58
PAY000001977,TXN000001880,Cash,approved ,201.74
PAY000001978,TXN000001881,Credit Card,Reversed,240.25
PAY000001979,TXN000001882,Mobile Pay,approved ,10.34
PAY000001980,TXN000001883,Credit Card,Reversed,12.82
PAY000001981,TXN000001884,Debit Card,Reversed,485.34
PAY000001982,TXN000001885,Debit Card,approved ,196.59
PAY000001983,TXN000001886,Credit Card,Approved,445.55
PAY000001984,TXN000001887,Credit Card,Approved,499.29
PAY000001985,TXN000001888,Cash,Declined,348.30
PAY000001986,TXN000001889,Gift Card,Approved,366.67
PAY000001987,TXN000001889,Cash,approved ,434.76
PAY000001988,TXN000001890,Gift Card,approved ,78.63
PAY000001989,TXN000001891,Cash,Declined,247.15
PAY000001990,TXN000001892,credit card,Approved,116.47
PAY000001991,TXN000001893,Mobile Pay,approved ,35.22
PAY000001992,TXN000001894,Debit Card,Reversed,487.16
PAY000001993,TXN000001895,Debit Card,Approved,157.82
PAY000001994,TXN000001896,Credit Card,approved ,29.23
PAY000001995,TXN000001897,credit card,approved ,357.54
PAY000001996,TXN000001898,Debit Card,approved ,250.92
PAY000001997,TXN000001899,Credit Card,Declined,85.87
PAY000001998,TXN000001900,Cash,approved ,21.05
PAY000001999,TXN000001901,Cash,Approved,277.66
PAY000002000,TXN000001902,Gift Card,Reversed,7.77
PAY000002001,TXN000001903,credit card,Approved,32.97
PAY000002002,TXN000001904,Mobile Pay,Approved,435.86
PAY000002003,TXN000001905,credit card,Approved,116.92
PAY000002004,TXN000001906,Credit Card,approved ,441.20
PAY000002005,TXN000001907,Cash,Approved,220.72
PAY000002006,TXN000001908,credit card,Approved,491.30
PAY000002007,TXN000001909,Credit Card,Approved,182.75
PAY000002008,TXN000001910,Mobile Pay,Approved,405.00
PAY000002009,TXN000001911,credit card,Reversed,244.77
PAY000002010,TXN000001912,Mobile Pay,Reversed,212.28
PAY000002011,TXN000001912,Debit Card,Approved,178.38
PAY000002012,TXN000001913,credit card,approved ,188.23
PAY000002013,TXN000001914,Cash,Approved,288.28
PAY000002014,TXN000001915,Debit Card,approved ,431.90
PAY000002015,TXN000001916,credit card,Reversed,321.42
PAY000002016,TXN000001917,credit card,Approved,230.02
PAY000002017,TXN000001918,credit card,Approved,430.79
PAY000002018,TXN000001919,Debit Card,Reversed,388.22
PAY000002019,TXN000001920,Mobile Pay,approved ,447.81
PAY000002020,TXN000001921,Credit Card,approved ,318.22
PAY000002021,TXN000001922,Credit Card,Approved,472.19
PAY000002022,TXN000001923,Mobile Pay,Reversed,148.24
PAY000002023,TXN000001924,Credit Card,Reversed,249.55
