order_line_id,order_id,line_number,product_id,ordered_qty,unit_price,discount_pct,line_status,valid_quantity,valid_unit_price,valid_discount
SOL0000001944,SO00000632,3,SKU0000140,2.0,435.37,15.0,Backordered,True,True,True
SOL0000001945,SO00000632,4,SKU0000179,3.0,512.55,0.0,Cancelled,True,True,True
SOL0000001946,SO00000633,1,SKU0000410,10.0,79.93,5.0,Open,True,True,True
SOL0000001947,SO00000634,1,SKU0000178,,532.74,5.0,Open,False,True,True
SOL0000001948,SO00000634,2,SKU0000193,1.0,423.5,0.0,Allocated,True,True,True
SOL0000001949,SO00000634,3,SKU0000452,3.0,129.71,15.0,Open,True,True,True
SOL0000001950,SO00000635,1,SKU_BAD,15.0,203.64,5.0,Open,True,True,True
SOL0000001951,SO00000635,2,SKU0000596,,16.0,5.0,Allocated,False,True,True
SOL0000001952,SO00000635,3,SKU0000131,15.0,54.98,0.0,Open,True,True,True
SOL0000001953,SO00000636,1,SKU0000549,3.0,168.21,5.0,Shipped,True,True,True
SOL0000001954,SO00000636,2,SKU0000174,1.0,637.31,5.0,Shipped,True,True,True
SOL0000001955,SO00000636,3,SKU0000403,50.0,544.35,0.0,Shipped,True,True,True
SOL0000001956,SO00000636,4,SKU0000335,15.0,115.92,0.0,Shipped,True,True,True
SOL0000001957,SO00000636,5,SKU0000613,25.0,39.33,2.5,Cancelled,True,True,True
SOL0000001958,SO00000637,1,SKU0000353,,28.38,25.0,Open,False,True,True
SOL0000001959,SO00000637,2,SKU0000421,5.0,476.96,0.0,Backordered,True,True,True
SOL0000001960,SO00000638,1,SKU0000479,1.0,530.2,25.0,Shipped,True,True,True
SOL0000001961,SO00000638,2,SKU0000324,,414.13,0.0,Cancelled,False,True,True
SOL0000001962,SO00000639,1,SKU0000549,10.0,185.91,10.0,Shipped,True,True,True
SOL0000001963,SO00000639,2,SKU0000392,3.0,98.29,2.5,Backordered,True,True,True
SOL0000001964,SO00000640,1,SKU0000612,2.0,478.84,10.0,Open,True,True,True
SOL0000001965,SO00000640,2,SKU0000661,2.0,36.87,10.0,Open,True,True,True
SOL0000001966,SO00000640,3,SKU0000687,15.0,56.0,2.5,Open,True,True,True
SOL0000001967,SO00000640,4,SKU0000350,15.0,544.27,25.0,Cancelled,True,True,True
SOL0000001968,SO00000641,1,SKU0000135,25.0,31.74,25.0,Cancelled,True,True,True
SOL0000001969,SO00000641,2,SKU0000575,2.0,54.16,5.0,Open,True,True,True
SOL0000001970,SO00000641,3,SKU0000419,25.0,97.78,10.0,Shipped,True,True,True
SOL0000001971,SO00000642,1,SKU0000070,,46.46,2.5,Backordered,False,True,True
SOL0000001972,SO00000642,2,SKU0000088,1.0,555.72,5.0,Allocated,True,True,True
SOL0000001973,SO00000642,3,SKU0000048,15.0,696.07,0.0,Cancelled,True,True,True
SOL0000001974,SO00000642,4,SKU0000567,,182.08,25.0,Allocated,False,True,True
SOL0000001975,SO00000642,5,SKU0000553,10.0,34.81,5.0,Allocated,True,True,True
SOL0000001976,SO00000643,1,SKU0000430,3.0,20.62,15.0,Shipped,True,True,True
SOL0000001977,SO00000644,1,SKU0000217,3.0,606.92,15.0,Shipped,True,True,True
SOL0000001978,SO00000644,2,SKU0000670,,262.9,0.0,Cancelled,False,True,True
SOL0000001979,SO00000644,3,SKU0000669,10.0,166.62,2.5,Backordered,True,True,True
SOL0000001980,SO00000645,1,SKU0000108,,542.93,5.0,Cancelled,False,True,True
SOL0000001981,SO00000646,1,SKU0000162,-1.0,463.08,10.0,Backordered,False,True,True
SOL0000001982,SO00000646,2,SKU0000136,3.0,241.23,0.0,Backordered,True,True,True
SOL0000001983,SO00000646,3,SKU0000060,10.0,29.49,0.0,Allocated,True,True,True
SOL0000001984,SO00000646,4,SKU0000225,15.0,264.62,25.0,Open,True,True,True
SOL0000001985,SO00000646,5,SKU0000469,3.0,436.79,5.0,Open,True,True,True
SOL0000001986,SO00000647,1,SKU0000569,10.0,25.11,0.0,Allocated,True,True,True
SOL0000001987,SO00000647,2,SKU0000417,2.0,196.68,15.0,Open,True,True,True
SOL0000001988,SO00000647,3,SKU0000508,50.0,19.53,15.0,Cancelled,True,True,True
SOL0000001989,SO00000647,4,SKU0000552,10.0,115.23,0.0,Shipped,True,True,True
SOL0000001990,SO00000648,1,SKU0000383,10.0,27.63,10.0,Open,True,True,True
SOL0000001991,SO00000648,2,SKU0000525,,308.86,0.0,Open,False,True,True
SOL0000001992,SO00000649,1,SKU0000465,10.0,220.78,5.0,Open,True,True,True
SOL0000001993,SO00000649,2,SKU0000442,5.0,5.99,2.5,Open,True,True,True
SOL0000001994,SO00000649,3,SKU0000564,2.0,542.23,0.0,Open,True,True,True
SOL0000001995,SO00000650,1,SKU0000377,50.0,492.29,10.0,Cancelled,True,True,True
SOL0000001996,SO00000650,2,SKU0000369,1.0,96.41,10.0,Shipped,True,True,True
SOL0000001997,SO00000650,3,SKU0000530,25.0,678.28,0.0,Shipped,True,True,True
SOL0000001998,SO00000650,4,SKU0000537,15.0,206.99,0.0,Shipped,True,True,True
SOL0000001999,SO00000651,1,SKU0000288,1.0,285.69,0.0,Allocated,True,True,True
SOL0000002000,SO00000651,2,SKU0000058,2.0,426.16,0.0,Backordered,True,True,True
SOL0000002001,SO00000651,3,SKU0000444,3.0,421.62,5.0,Allocated,True,True,True
SOL0000002002,SO00000651,4,SKU0000683,5.0,,5.0,Open,True,False,True
SOL0000002003,SO00000651,5,SKU0000072,50.0,326.06,5.0,Backordered,True,True,True
SOL0000002004,SO00000652,1,SKU0000188,15.0,70.12,25.0,Open,True,True,True
SOL0000002005,SO00000653,1,SKU0000482,2.0,295.52,25.0,Cancelled,True,True,True
SOL0000002006,SO00000653,2,SKU0000125,15.0,434.74,5.0,Open,True,True,True
SOL0000002007,SO00000653,3,SKU0000228,25.0,396.43,10.0,Open,True,True,True
SOL0000002008,SO00000653,4,SKU0000266,2.0,221.14,0.0,Cancelled,True,True,True
SOL0000002009,SO00000653,5,SKU0000585,,257.84,0.0,Open,False,True,True
SOL0000002010,SO00000654,1,SKU0000315,,447.05,2.5,Open,False,True,True
SOL0000002011,SO00000655,1,SKU0000113,-1.0,178.3,0.0,Shipped,False,True,True
SOL0000002012,SO00000655,2,SKU0000350,25.0,518.35,2.5,Shipped,True,True,True
SOL0000002013,SO00000656,1,SKU0000349,,148.97,5.0,Backordered,False,True,True
SOL0000002014,SO00000656,2,SKU0000442,2.0,6.32,0.0,Open,True,True,True
SOL0000002015,SO00000656,3,SKU0000234,50.0,219.91,25.0,Open,True,True,True
SOL0000002016,SO00000656,4,SKU0000410,15.0,72.31,15.0,Open,True,True,True
SOL0000002017,SO00000656,5,SKU0000573,10.0,265.32,5.0,Cancelled,True,True,True
SOL0000002018,SO00000657,1,SKU0000315,5.0,471.88,0.0,Shipped,True,True,True
SOL0000002019,SO00000657,2,SKU0000222,15.0,11.65,0.0,Shipped,True,True,True
SOL0000002020,SO00000657,3,SKU0000598,5.0,105.15,10.0,Allocated,True,True,True
SOL0000002021,SO00000658,1,SKU0000172,10.0,514.89,5.0,Backordered,True,True,True
SOL0000002022,SO00000658,2,SKU0000097,1.0,245.57,0.0,Backordered,True,True,True
SOL0000002023,SO00000659,1,SKU0000016,1.0,15.51,25.0,Open,True,True,True
SOL0000002024,SO00000659,2,SKU0000052,2.0,210.59,0.0,Open,True,True,True
SOL0000002025,SO00000659,3,SKU0000104,2.0,322.61,5.0,Backordered,True,True,True
SOL0000002026,SO00000660,1,SKU0000058,25.0,403.73,25.0,Shipped,True,True,True
SOL0000002027,SO00000660,2,SKU0000106,15.0,93.16,0.0,Cancelled,True,True,True
SOL0000002028,SO00000661,1,SKU0000189,1.0,10.49,25.0,Shipped,True,True,True
SOL0000002029,SO00000661,2,SKU0000126,2.0,111.94,25.0,Backordered,True,True,True
SOL0000002030,SO00000662,1,SKU0000087,-1.0,375.95,0.0,Shipped,False,True,True
SOL0000002031,SO00000662,2,SKU0000277,10.0,236.29,15.0,Cancelled,True,True,True
SOL0000002032,SO00000662,3,SKU0000600,3.0,525.15,0.0,Allocated,True,True,True
SOL0000002033,SO00000663,1,SKU0000120,5.0,320.03,0.0,Backordered,True,True,True
SOL0000002034,SO00000663,2,SKU0000480,10.0,370.52,0.0,Open,True,True,True
SOL0000002035,SO00000663,3,SKU0000273,3.0,210.62,0.0,Backordered,True,True,True
SOL0000002036,SO00000663,4,SKU0000128,1.0,273.29,10.0,Shipped,True,True,True
SOL0000002037,SO00000663,5,SKU0000346,1.0,396.42,25.0,Open,True,True,True
SOL0000002038,SO00000664,1,SKU0000327,15.0,67.74,0.0,Open,True,True,True
SOL0000002039,SO00000664,2,SKU0000579,25.0,566.29,25.0,Allocated,True,True,True
SOL0000002040,SO00000664,3,SKU0000367,50.0,47.1,25.0,Open,True,True,True
SOL0000002041,SO00000664,4,SKU0000009,25.0,61.08,0.0,Open,True,True,True
SOL0000002042,SO00000664,5,SKU0000514,10.0,314.79,25.0,Backordered,True,True,True
SOL0000002043,SO00000665,1,SKU0000556,-1.0,550.4,2.5,Allocated,False,True,True
SOL0000002044,SO00000665,2,SKU0000019,,147.15,15.0,Allocated,False,True,True
SOL0000002045,SO00000666,1,SKU0000104,25.0,305.63,15.0,Open,True,True,True
SOL0000002046,SO00000667,1,SKU0000326,,581.78,0.0,Backordered,False,True,True
SOL0000002047,SO00000667,2,SKU0000104,50.0,339.59,25.0,Cancelled,True,True,True
SOL0000002048,SO00000668,1,SKU0000253,1.0,352.7,0.0,Backordered,True,True,True
SOL0000002049,SO00000668,2,SKU0000043,10.0,,25.0,Shipped,True,False,True
SOL0000002050,SO00000669,1,SKU0000655,10.0,749.36,10.0,Open,True,True,True
SOL0000002051,SO00000669,2,SKU0000455,15.0,321.16,0.0,Cancelled,True,True,True
SOL0000002052,SO00000669,3,SKU0000543,15.0,32.42,0.0,Backordered,True,True,True
SOL0000002053,SO00000670,1,SKU0000569,-1.0,25.11,25.0,Open,False,True,True
SOL0000002054,SO00000670,2,SKU0000219,25.0,235.07,5.0,Shipped,True,True,True
SOL0000002055,SO00000670,3,SKU0000111,25.0,34.66,2.5,Open,True,True,True
SOL0000002056,SO00000671,1,SKU0000489,-1.0,22.47,10.0,Backordered,False,True,True
SOL0000002057,SO00000671,2,SKU0000599,3.0,35.66,5.0,Backordered,True,True,True
SOL0000002058,SO00000671,3,SKU0000078,-1.0,146.07,25.0,Cancelled,False,True,True
SOL0000002059,SO00000671,4,SKU0000365,3.0,139.8,25.0,Shipped,True,True,True
SOL0000002060,SO00000671,5,SKU0000345,2.0,698.59,0.0,Backordered,True,True,True
SOL0000002061,SO00000672,1,SKU0000525,2.0,308.86,2.5,Backordered,True,True,True
SOL0000002062,SO00000672,2,SKU0000631,25.0,403.09,25.0,Open,True,True,True
SOL0000002063,SO00000673,1,SKU0000102,15.0,160.96,0.0,Allocated,True,True,True
SOL0000002064,SO00000673,2,SKU0000007,50.0,373.89,25.0,Cancelled,True,True,True
SOL0000002065,SO00000673,3,SKU0000370,5.0,479.85,0.0,Shipped,True,True,True
SOL0000002066,SO00000673,4,SKU0000079,50.0,227.38,0.0,Open,True,True,True
SOL0000002067,SO00000673,5,SKU0000356,2.0,4.52,0.0,Shipped,True,True,True
SOL0000002068,SO00000674,1,SKU0000304,10.0,226.7,5.0,Open,True,True,True
SOL0000002069,SO00000674,2,SKU0000524,,623.76,0.0,Allocated,False,True,True
SOL0000002070,SO00000674,3,SKU0000097,3.0,245.57,2.5,Open,True,True,True
SOL0000002071,SO00000674,4,SKU0000647,2.0,324.47,5.0,Backordered,True,True,True
SOL0000002072,SO00000674,5,SKU0000585,1.0,,15.0,Open,True,False,True
SOL0000002073,SO00000675,1,SKU0000602,50.0,136.12,25.0,Open,True,True,True
SOL0000002074,SO00000675,2,SKU0000309,1.0,257.88,25.0,Cancelled,True,True,True
SOL0000002075,SO00000675,3,SKU0000522,25.0,60.91,0.0,Allocated,True,True,True
SOL0000002076,SO00000676,1,SKU0000527,2.0,203.64,0.0,Backordered,True,True,True
SOL0000002077,SO00000677,1,SKU0000461,50.0,27.8,10.0,Backordered,True,True,True
SOL0000002078,SO00000677,2,SKU0000570,15.0,576.19,0.0,Allocated,True,True,True
SOL0000002079,SO00000677,3,SKU0000479,2.0,586.0,0.0,Open,True,True,True
SOL0000002080,SO00000677,4,SKU0000186,,92.78,0.0,Allocated,False,True,True
SOL0000002081,SO00000677,5,SKU0000282,25.0,703.0,0.0,Backordered,True,True,True
SOL0000002082,SO00000678,1,SKU0000067,,,15.0,Open,False,False,True
SOL0000002083,SO00000678,2,SKU0000071,50.0,221.19,5.0,Open,True,True,True
SOL0000002084,SO00000678,3,SKU0000291,,104.91,2.5,Open,False,True,True
SOL0000002085,SO00000679,1,SKU0000113,25.0,178.3,5.0,Shipped,True,True,True
SOL0000002086,SO00000680,1,SKU0000448,10.0,484.93,0.0,Open,True,True,True
SOL0000002087,SO00000680,2,SKU0000105,10.0,324.81,10.0,Backordered,True,True,True
SOL0000002088,SO00000681,1,SKU0000357,10.0,158.34,0.0,Backordered,True,True,True
SOL0000002089,SO00000681,2,SKU0000626,-1.0,50.78,25.0,Allocated,False,True,True
SOL0000002090,SO00000681,3,SKU0000418,,490.63,15.0,Allocated,False,True,True
SOL0000002091,SO00000682,1,SKU0000518,50.0,305.39,0.0,Cancelled,True,True,True
SOL0000002092,SO00000683,1,SKU0000445,2.0,472.1,5.0,Allocated,True,True,True
SOL0000002093,SO00000683,2,SKU0000625,10.0,410.35,2.5,Allocated,True,True,True
SOL0000002094,SO00000683,3,SKU0000075,3.0,40.27,5.0,Open,True,True,True
SOL0000002095,SO00000684,1,SKU0000633,15.0,65.76,10.0,Cancelled,True,True,True
SOL0000002096,SO00000684,2,SKU0000229,,715.95,0.0,Shipped,False,True,True
SOL0000002097,SO00000684,3,SKU0000676,3.0,424.55,15.0,Shipped,True,True,True
SOL0000002098,SO00000684,4,SKU0000499,1.0,29.53,25.0,Shipped,True,True,True
SOL0000002099,SO00000684,5,SKU0000114,10.0,329.22,0.0,Open,True,True,True
SOL0000002100,SO00000685,1,SKU0000186,2.0,88.14,0.0,Allocated,True,True,True
SOL0000002101,SO00000686,1,SKU0000288,5.0,272.09,5.0,Open,True,True,True
SOL0000002102,SO00000686,2,SKU0000604,-1.0,340.25,15.0,Open,False,True,True
SOL0000002103,SO00000686,3,SKU0000573,50.0,293.24,10.0,Open,True,True,True
SOL0000002104,SO00000686,4,SKU0000436,10.0,288.76,25.0,Cancelled,True,True,True
SOL0000002105,SO00000686,5,SKU0000010,,561.85,2.5,Backordered,False,True,True
SOL0000002106,SO00000687,1,SKU0000669,3.0,174.95,0.0,Open,True,True,True
SOL0000002107,SO00000687,2,SKU0000276,50.0,362.65,2.5,Open,True,True,True
SOL0000002108,SO00000687,3,SKU0000429,10.0,120.07,10.0,Shipped,True,True,True
SOL0000002109,SO00000687,4,SKU0000413,10.0,392.22,5.0,Cancelled,True,True,True
SOL0000002110,SO00000687,5,SKU0000553,15.0,11.26,0.0,Allocated,True,True,True
SOL0000002111,SO00000688,1,SKU0000552,10.0,121.29,10.0,Allocated,True,True,True
SOL0000002112,SO00000688,2,SKU0000122,10.0,139.81,0.0,Open,True,True,True
SOL0000002113,SO00000688,3,SKU0000247,-1.0,398.57,0.0,Cancelled,False,True,True
SOL0000002114,SO00000689,1,SKU0000080,5.0,544.63,0.0,Cancelled,True,True,True
SOL0000002115,SO00000690,1,SKU0000588,1.0,281.09,15.0,Open,True,True,True
SOL0000002116,SO00000690,2,SKU0000676,10.0,469.23,0.0,Cancelled,True,True,True
SOL0000002117,SO00000690,3,SKU0000460,25.0,199.23,15.0,Open,True,True,True
SOL0000002118,SO00000690,4,SKU0000554,5.0,450.57,2.5,Cancelled,True,True,True
SOL0000002119,SO00000690,5,SKU0000679,50.0,,0.0,Open,True,False,True
SOL0000002120,SO00000691,1,SKU0000278,-1.0,15.24,15.0,Backordered,False,True,True
SOL0000002121,SO00000692,1,SKU0000491,25.0,390.95,0.0,Open,True,True,True
SOL0000002122,SO00000693,1,SKU0000248,50.0,104.54,0.0,Cancelled,True,True,True
SOL0000002123,SO00000694,1,SKU0000234,3.0,230.91,5.0,Backordered,True,True,True
SOL0000002124,SO00000694,2,SKU0000108,3.0,600.09,10.0,Backordered,True,True,True
SOL0000002125,SO00000694,3,SKU0000278,50.0,16.84,0.0,Allocated,True,True,True
SOL0000002126,SO00000694,4,SKU0000060,,31.13,0.0,Cancelled,False,True,True
SOL0000002127,SO00000694,5,SKU0000684,-1.0,147.91,2.5,Cancelled,False,True,True
SOL0000002128,SO00000695,1,SKU0000355,15.0,292.86,0.0,Open,True,True,True
SOL0000002129,SO00000695,2,SKU0000507,,15.78,2.5,Backordered,False,True,True
SOL0000002130,SO00000696,1,SKU0000579,50.0,566.29,25.0,Backordered,True,True,True
SOL0000002131,SO00000696,2,SKU0000611,-1.0,482.95,10.0,Shipped,False,True,True
SOL0000002132,SO00000697,1,SKU0000394,15.0,106.72,10.0,Open,True,True,True
SOL0000002133,SO00000697,2,SKU0000533,25.0,555.44,2.5,Allocated,True,True,True
SOL0000002134,SO00000697,3,SKU0000378,1.0,328.4,0.0,Open,True,True,True
SOL0000002135,SO00000697,4,SKU0000108,25.0,542.93,0.0,Open,True,True,True
SOL0000002136,SO00000698,1,SKU0000514,1.0,298.22,0.0,Cancelled,True,True,True
SOL0000002137,SO00000698,2,SKU0000357,3.0,150.0,25.0,Cancelled,True,True,True
SOL0000002138,SO00000698,3,SKU0000658,25.0,317.9,10.0,Backordered,True,True,True
SOL0000002139,SO00000699,1,SKU0000077,25.0,164.71,15.0,Open,True,True,True
SOL0000002140,SO00000699,2,SKU0000505,25.0,179.32,5.0,Allocated,True,True,True
SOL0000002141,SO00000699,3,SKU0000538,5.0,323.16,25.0,Open,True,True,True
SOL0000002142,SO00000699,4,SKU0000507,25.0,16.61,10.0,Allocated,True,True,True
SOL0000002143,SO00000700,1,SKU0000016,-1.0,15.51,0.0,Open,False,True,True
SOL0000002144,SO00000700,2,SKU0000253,50.0,411.48,0.0,Backordered,True,True,True
SOL0000002145,SO00000700,3,SKU0000427,10.0,167.01,2.5,Shipped,True,True,True
SOL0000002146,SO00000700,4,SKU0000126,,123.72,5.0,Allocated,False,True,True
SOL0000002147,SO00000701,1,SKU0000354,3.0,25.43,25.0,Backordered,True,True,True
SOL0000002148,SO00000701,2,SKU0000076,50.0,169.75,2.5,Allocated,True,True,True
SOL0000002149,SO00000701,3,SKU0000667,10.0,465.95,0.0,Open,True,True,True
SOL0000002150,SO00000701,4,SKU0000169,10.0,418.18,0.0,Backordered,True,True,True
SOL0000002151,SO00000701,5,SKU0000160,15.0,67.99,25.0,Shipped,True,True,True
SOL0000002152,SO00000702,1,SKU0000104,2.0,356.57,5.0,Shipped,True,True,True
SOL0000002153,SO00000703,1,SKU0000421,-1.0,502.06,15.0,Cancelled,False,True,True
SOL0000002154,SO00000704,1,SKU0000299,50.0,106.4,25.0,Shipped,True,True,True
SOL0000002155,SO00000704,2,SKU0000137,3.0,310.67,5.0,Shipped,True,True,True
SOL0000002156,SO00000704,3,SKU0000306,1.0,324.39,0.0,Open,True,True,True
SOL0000002157,SO00000705,1,SKU0000192,15.0,309.93,10.0,Open,True,True,True
SOL0000002158,SO00000705,2,SKU0000269,-1.0,386.78,0.0,Shipped,False,True,True
SOL0000002159,SO00000705,3,SKU0000150,10.0,104.36,15.0,Cancelled,True,True,True
SOL0000002160,SO00000706,1,SKU0000304,15.0,215.9,0.0,Allocated,True,True,True
SOL0000002161,SO00000706,2,SKU0000169,2.0,487.87,25.0,Allocated,True,True,True
SOL0000002162,SO00000706,3,SKU0000270,1.0,53.5,0.0,Allocated,True,True,True
SOL0000002163,SO00000706,4,SKU0000649,,340.34,0.0,Open,False,True,True
SOL0000002164,SO00000707,1,SKU0000428,50.0,205.8,25.0,Open,True,True,True
SOL0000002165,SO00000707,2,SKU0000466,2.0,203.81,15.0,Open,True,True,True
SOL0000002166,SO00000707,3,SKU0000583,,330.21,10.0,Open,False,True,True
SOL0000002167,SO00000708,1,SKU0000547,15.0,7.71,0.0,Shipped,True,True,True
SOL0000002168,SO00000708,2,SKU0000542,5.0,511.6,25.0,Shipped,True,True,True
SOL0000002169,SO00000708,3,SKU0000294,,64.2,10.0,Open,False,True,True
SOL0000002170,SO00000708,4,SKU0000681,3.0,323.55,25.0,Backordered,True,True,True
SOL0000002171,SO00000709,1,SKU0000159,50.0,86.07,10.0,Backordered,True,True,True
SOL0000002172,SO00000709,2,SKU0000145,-1.0,225.15,25.0,Open,False,True,True
SOL0000002173,SO00000709,3,SKU0000406,1.0,170.05,0.0,Open,True,True,True
SOL0000002174,SO00000709,4,SKU0000094,5.0,4.8,0.0,Allocated,True,True,True
SOL0000002175,SO00000710,1,SKU0000535,5.0,436.75,0.0,Cancelled,True,True,True
SOL0000002176,SO00000710,2,SKU0000487,5.0,204.18,5.0,Cancelled,True,True,True
SOL0000002177,SO00000711,1,SKU0000302,15.0,407.75,5.0,Open,True,True,True
SOL0000002178,SO00000711,2,SKU0000278,,14.44,10.0,Cancelled,False,True,True
SOL0000002179,SO00000712,1,SKU0000554,50.0,450.57,2.5,Open,True,True,True
SOL0000002180,SO00000712,2,SKU0000241,,,0.0,Allocated,False,False,True
SOL0000002181,SO00000712,3,SKU0000383,2.0,26.25,0.0,Open,True,True,True
SOL0000002182,SO00000712,4,SKU0000299,2.0,117.6,10.0,Backordered,True,True,True
SOL0000002183,SO00000713,1,SKU0000474,15.0,385.21,0.0,Allocated,True,True,True
SOL0000002184,SO00000713,2,SKU0000269,50.0,349.94,10.0,Allocated,True,True,True
SOL0000002185,SO00000713,3,SKU0000526,15.0,74.19,25.0,Open,True,True,True
SOL0000002186,SO00000714,1,SKU0000518,25.0,276.31,5.0,Allocated,True,True,True
SOL0000002187,SO00000714,2,SKU0000100,15.0,361.42,0.0,Backordered,True,True,True
SOL0000002188,SO00000714,3,SKU0000128,3.0,287.67,0.0,Open,True,True,True
SOL0000002189,SO00000714,4,SKU0000459,2.0,517.53,2.5,Cancelled,True,True,True
SOL0000002190,SO00000715,1,SKU0000221,10.0,156.99,10.0,Open,True,True,True
SOL0000002191,SO00000715,2,SKU0000033,-1.0,29.77,10.0,Open,False,True,True
SOL0000002192,SO00000715,3,SKU0000296,25.0,167.98,0.0,Allocated,True,True,True
SOL0000002193,SO00000716,1,SKU0000480,,411.69,10.0,Cancelled,False,True,True
SOL0000002194,SO00000716,2,SKU0000577,1.0,560.84,25.0,Allocated,True,True,True
SOL0000002195,SO00000716,3,SKU0000611,1.0,413.95,0.0,Backordered,True,True,True
SOL0000002196,SO00000717,1,SKU0000059,5.0,164.68,0.0,Allocated,True,True,True
SOL0000002197,SO00000717,2,SKU0000482,3.0,295.52,10.0,Allocated,True,True,True
SOL0000002198,SO00000718,1,SKU0000607,15.0,424.07,2.5,Open,True,True,True
SOL0000002199,SO00000718,2,SKU0000644,5.0,147.42,0.0,Allocated,True,True,True
SOL0000002200,SO00000718,3,SKU0000338,,184.79,2.5,Shipped,False,True,True
SOL0000002201,SO00000718,4,SKU0000006,-1.0,263.76,15.0,Cancelled,False,True,True
SOL0000002202,SO00000719,1,SKU0000305,-1.0,66.97,5.0,Cancelled,False,True,True
SOL0000002203,SO00000720,1,SKU0000250,3.0,292.52,0.0,Cancelled,True,True,True
SOL0000002204,SO00000720,2,SKU0000017,3.0,95.13,15.0,Allocated,True,True,True
SOL0000002205,SO00000720,3,SKU0000070,-1.0,41.81,0.0,Allocated,False,True,True
SOL0000002206,SO00000720,4,SKU0000375,1.0,86.83,15.0,Backordered,True,True,True
SOL0000002207,SO00000720,5,SKU0000123,2.0,568.6,0.0,Shipped,True,True,True
SOL0000002208,SO00000721,1,SKU0000022,2.0,501.92,10.0,Open,True,True,True
SOL0000002209,SO00000721,2,SKU0000050,2.0,71.68,0.0,Open,True,True,True
SOL0000002210,SO00000721,3,SKU0000005,25.0,275.14,0.0,Cancelled,True,True,True
SOL0000002211,SO00000721,4,SKU0000222,3.0,12.29,5.0,Allocated,True,True,True
SOL0000002212,SO00000722,1,SKU0000615,50.0,354.44,10.0,Shipped,True,True,True
SOL0000002213,SO00000722,2,SKU0000538,,323.16,0.0,Cancelled,False,True,True
SOL0000002214,SO00000723,1,SKU0000314,10.0,551.19,0.0,Cancelled,True,True,True
SOL0000002215,SO00000723,2,SKU0000606,3.0,290.01,2.5,Backordered,True,True,True
SOL0000002216,SO00000724,1,SKU0000248,,116.15,10.0,Cancelled,False,True,True
SOL0000002217,SO00000724,2,SKU0000186,5.0,92.78,15.0,Allocated,True,True,True
SOL0000002218,SO00000724,3,SKU0000209,25.0,368.49,5.0,Open,True,True,True
SOL0000002219,SO00000725,1,SKU0000523,3.0,689.08,5.0,Shipped,True,True,True
SOL0000002220,SO00000725,2,SKU0000439,3.0,294.37,2.5,Backordered,True,True,True
SOL0000002221,SO00000725,3,SKU0000273,1.0,210.62,10.0,Open,True,True,True
SOL0000002222,SO00000725,4,SKU0000422,-1.0,508.48,5.0,Open,False,True,True
SOL0000002223,SO00000726,1,SKU0000613,5.0,41.3,0.0,Backordered,True,True,True
SOL0000002224,SO00000727,1,SKU0000246,,29.81,2.5,Open,False,True,True
SOL0000002225,SO00000728,1,SKU0000123,25.0,538.68,25.0,Shipped,True,True,True
SOL0000002226,SO00000729,1,SKU0000415,-1.0,249.05,2.5,Shipped,False,True,True
SOL0000002227,SO00000730,1,SKU0000196,1.0,130.76,10.0,Cancelled,True,True,True
SOL0000002228,SO00000730,2,SKU0000446,10.0,14.66,25.0,Open,True,True,True
SOL0000002229,SO00000730,3,SKU0000104,,356.57,0.0,Open,False,True,True
SOL0000002230,SO00000730,4,SKU0000038,1.0,494.06,0.0,Allocated,True,True,True
SOL0000002231,SO00000731,1,SKU0000373,3.0,326.52,0.0,Cancelled,True,True,True
SOL0000002232,SO00000731,2,SKU0000506,,388.76,0.0,Shipped,False,True,True
SOL0000002233,SO00000731,3,SKU0000421,10.0,527.16,10.0,Allocated,True,True,True
SOL0000002234,SO00000731,4,SKU0000066,,836.52,0.0,Open,False,True,True
SOL0000002235,SO00000731,5,SKU0000165,,523.89,15.0,Open,False,True,True
SOL0000002236,SO00000732,1,SKU0000428,15.0,195.51,15.0,Backordered,True,True,True
SOL0000002237,SO00000732,2,SKU0000613,2.0,39.33,2.5,Shipped,True,True,True
SOL0000002238,SO00000732,3,SKU0000506,1.0,388.76,0.0,Allocated,True,True,True
SOL0000002239,SO00000732,4,SKU0000566,3.0,230.81,5.0,Backordered,True,True,True
SOL0000002240,SO00000732,5,SKU0000117,25.0,10.12,25.0,Allocated,True,True,True
SOL0000002241,SO00000733,1,SKU0000166,-1.0,267.22,5.0,Shipped,False,True,True
SOL0000002242,SO00000733,2,SKU0000543,5.0,29.34,25.0,Open,True,True,True
SOL0000002243,SO00000733,3,SKU0000320,-1.0,17.2,10.0,Allocated,False,True,True
SOL0000002244,SO00000733,4,SKU0000415,3.0,290.56,5.0,Allocated,True,True,True
SOL0000002245,SO00000734,1,SKU0000178,10.0,560.78,15.0,Allocated,True,True,True
SOL0000002246,SO00000734,2,SKU0000373,,326.52,5.0,Backordered,False,True,True
SOL0000002247,SO00000735,1,SKU0000439,-1.0,266.33,5.0,Shipped,False,True,True
SOL0000002248,SO00000735,2,SKU0000662,5.0,180.43,0.0,Allocated,True,True,True
SOL0000002249,SO00000735,3,SKU0000599,,33.96,25.0,Shipped,False,True,True
SOL0000002250,SO00000735,4,SKU0000076,5.0,178.24,5.0,Shipped,True,True,True
SOL0000002251,SO00000735,5,SKU0000288,-1.0,258.49,2.5,Shipped,False,True,True
