po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,valid_quantity,valid_unit_cost
POL0000000371,PO00000146,1,SKU0000055,-5.0,200.83,Open,False,True
POL0000000372,PO00000147,1,SKU0000508,-5.0,11.38,Cancelled,False,True
POL0000000373,PO00000147,2,SKU0000005,50.0,199.28,Open,True,True
POL0000000374,PO00000147,3,SKU0000615,500.0,282.28,Received,True,True
POL0000000375,PO00000148,1,SKU0000201,-5.0,201.87,Open,False,True
POL0000000376,PO00000148,2,SKU0000154,100.0,285.85,Open,True,True
POL0000000377,PO00000149,1,SKU0000042,50.0,55.38,Cancelled,True,True
POL0000000378,PO00000149,2,SKU0000112,500.0,268.19,Open,True,True
POL0000000379,PO00000149,3,SKU0000405,-5.0,42.44,Received,False,True
POL0000000380,PO00000150,1,SKU0000171,-5.0,111.06,Received,False,True
POL0000000381,PO00000150,2,SKU0000257,100.0,10.81,Partial,True,True
POL0000000382,PO00000151,1,SKU0000688,250.0,8.45,Partial,True,True
POL0000000383,PO00000151,2,SKU0000361,1000.0,46.82,Open,True,True
POL0000000384,PO00000152,1,SKU0000129,100.0,27.24,Open,True,True
POL0000000385,PO00000153,1,SKU0000340,,26.34,Open,False,True
POL0000000386,PO00000153,2,SKU0000063,100.0,147.68,Received,True,True
POL0000000387,PO00000153,3,SKU0000139,,82.17,Open,False,True
POL0000000388,PO00000153,4,SKU0000398,250.0,292.05,Partial,True,True
POL0000000389,PO00000154,1,SKU0000420,1000.0,158.76,Received,True,True
POL0000000390,PO00000154,2,SKU0000468,-5.0,112.39,Received,False,True
POL0000000391,PO00000155,1,SKU0000031,100.0,81.03,Received,True,True
POL0000000392,PO00000155,2,SKU0000244,50.0,61.2,Cancelled,True,True
POL0000000393,PO00000156,1,SKU0000144,250.0,283.77,Open,True,True
POL0000000394,PO00000157,1,SKU0000171,-5.0,111.06,Received,False,True
POL0000000395,PO00000158,1,SKU0000043,500.0,298.47,Open,True,True
POL0000000396,PO00000158,2,SKU0000257,250.0,10.81,Open,True,True
POL0000000397,PO00000158,3,SKU0000147,100.0,287.94,Partial,True,True
POL0000000398,PO00000158,4,SKU0000519,1000.0,22.46,Received,True,True
POL0000000399,PO00000159,1,SKU0000578,250.0,21.43,Received,True,True
POL0000000400,PO00000159,2,SKU0000396,1000.0,140.96,Cancelled,True,True
POL0000000401,PO00000159,3,SKU0000227,500.0,248.23,Cancelled,True,True
POL0000000402,PO00000159,4,SKU0000675,,38.43,Open,False,True
POL0000000403,PO00000160,1,SKU0000157,,45.16,Received,False,True
POL0000000404,PO00000160,2,SKU0000202,,51.89,Open,False,True
POL0000000405,PO00000161,1,SKU0000036,-5.0,18.54,Open,False,True
POL0000000406,PO00000161,2,SKU0000238,500.0,287.68,Partial,True,True
POL0000000407,PO00000161,3,SKU0000405,250.0,42.44,Received,True,True
POL0000000408,PO00000161,4,SKU0000565,,76.53,Partial,False,True
POL0000000409,PO00000162,1,SKU0000066,50.0,295.43,Open,True,True
POL0000000410,PO00000162,2,SKU0000423,-5.0,165.22,Open,False,True
POL0000000411,PO00000162,3,SKU0000363,50.0,52.31,Open,True,True
POL0000000412,PO00000162,4,SKU0000372,1000.0,212.91,Cancelled,True,True
POL0000000413,PO00000163,1,SKU0000002,250.0,191.37,Received,True,True
POL0000000414,PO00000163,2,SKU0000390,500.0,188.0,Partial,True,True
POL0000000415,PO00000163,3,SKU0000561,,144.73,Open,False,True
POL0000000416,PO00000164,1,SKU0000599,500.0,20.32,Cancelled,True,True
POL0000000417,PO00000164,2,SKU0000141,500.0,269.52,Open,True,True
POL0000000418,PO00000164,3,SKU0000611,100.0,185.61,Cancelled,True,True
POL0000000419,PO00000165,1,SKU0000027,250.0,144.08,Open,True,True
POL0000000420,PO00000165,2,SKU0000151,250.0,236.85,Open,True,True
POL0000000421,PO00000165,3,SKU0000016,100.0,11.21,Cancelled,True,True
POL0000000422,PO00000166,1,SKU0000039,-5.0,186.43,Open,False,True
POL0000000423,PO00000166,2,SKU0000401,100.0,119.98,Cancelled,True,True
POL0000000424,PO00000166,3,SKU0000056,500.0,59.76,Open,True,True
POL0000000425,PO00000166,4,SKU0000292,1000.0,65.65,Open,True,True
POL0000000426,PO00000167,1,SKU0000461,,14.48,Open,False,True
POL0000000427,PO00000167,2,SKU0000336,50.0,160.68,Open,True,True
POL0000000428,PO00000167,3,SKU0000366,50.0,91.53,Open,True,True
POL0000000429,PO00000168,1,SKU0000298,250.0,149.64,Partial,True,True
POL0000000430,PO00000169,1,SKU0000367,250.0,36.58,Received,True,True
POL0000000431,PO00000170,1,SKU0000182,,173.83,Cancelled,False,True
POL0000000432,PO00000170,2,SKU0000293,500.0,299.08,Cancelled,True,True
POL0000000433,PO00000170,3,SKU0000103,-5.0,265.22,Received,False,True
POL0000000434,PO00000171,1,SKU0000051,,99.4,Partial,False,True
POL0000000435,PO00000171,2,SKU0000412,,111.97,Cancelled,False,True
POL0000000436,PO00000171,3,SKU0000020,50.0,92.34,Open,True,True
POL0000000437,PO00000171,4,SKU0000326,100.0,234.1,Open,True,True
POL0000000438,PO00000172,1,SKU0000303,-5.0,25.44,Received,False,True
POL0000000439,PO00000172,2,SKU0000571,1000.0,48.78,Received,True,True
POL0000000440,PO00000173,1,SKU0000432,250.0,208.9,Received,True,True
POL0000000441,PO00000173,2,SKU0000331,1000.0,122.63,Open,True,True
POL0000000442,PO00000173,3,SKU0000199,,237.35,Partial,False,True
POL0000000443,PO00000174,1,SKU0000676,-5.0,230.94,Cancelled,False,True
POL0000000444,PO00000174,2,SKU_UNKNOWN,100.0,113.13,Partial,True,True
POL0000000445,PO00000174,3,SKU0000343,500.0,239.23,Cancelled,True,True
POL0000000446,PO00000175,1,SKU0000237,,291.01,Open,False,True
POL0000000447,PO00000175,2,SKU0000300,250.0,77.77,Open,True,True
POL0000000448,PO00000175,3,SKU0000554,100.0,197.11,Cancelled,True,True
POL0000000449,PO00000176,1,SKU0000294,250.0,41.04,Cancelled,True,True
POL0000000450,PO00000177,1,SKU0000409,250.0,102.6,Received,True,True
POL0000000451,PO00000177,2,SKU0000313,50.0,142.95,Open,True,True
POL0000000452,PO00000177,3,SKU0000217,100.0,262.0,Partial,True,True
POL0000000453,PO00000178,1,SKU0000470,50.0,111.12,Cancelled,True,True
POL0000000454,PO00000178,2,SKU0000109,1000.0,110.75,Open,True,True
POL0000000455,PO00000178,3,SKU0000380,100.0,116.16,Partial,True,True
POL0000000456,PO00000179,1,SKU0000684,100.0,116.84,Open,True,True
POL0000000457,PO00000180,1,SKU0000048,500.0,245.28,Partial,True,True
POL0000000458,PO00000180,2,SKU0000521,500.0,278.47,Partial,True,True
POL0000000459,PO00000181,1,SKU0000413,250.0,215.0,Open,True,True
POL0000000460,PO00000181,2,SKU0000382,100.0,153.1,Partial,True,True
POL0000000461,PO00000182,1,SKU0000317,250.0,220.93,Open,True,True
POL0000000462,PO00000182,2,SKU0000193,1000.0,229.5,Open,True,True
POL0000000463,PO00000182,3,SKU0000241,100.0,7.28,Open,True,True
POL0000000464,PO00000182,4,SKU0000581,250.0,24.6,Partial,True,True
POL0000000465,PO00000183,1,SKU0000452,250.0,47.74,Open,True,True
POL0000000466,PO00000183,2,SKU0000163,250.0,53.46,Cancelled,True,True
POL0000000467,PO00000184,1,SKU0000174,500.0,290.3,Open,True,True
POL0000000468,PO00000184,2,SKU0000528,50.0,112.12,Open,True,True
POL0000000469,PO00000184,3,SKU0000184,,84.99,Partial,False,True
POL0000000470,PO00000185,1,SKU0000351,250.0,254.84,Cancelled,True,True
POL0000000471,PO00000185,2,SKU0000596,,6.93,Open,False,True
POL0000000472,PO00000185,3,SKU0000127,1000.0,183.86,Received,True,True
POL0000000473,PO00000186,1,SKU0000509,100.0,172.71,Open,True,True
POL0000000474,PO00000186,2,SKU0000467,50.0,256.63,Open,True,True
POL0000000475,PO00000186,3,SKU0000468,250.0,112.39,Cancelled,True,True
POL0000000476,PO00000186,4,SKU0000662,250.0,114.05,Open,True,True
POL0000000477,PO00000187,1,SKU0000653,1000.0,55.07,Open,True,True
POL0000000478,PO00000188,1,SKU0000438,250.0,133.72,Cancelled,True,True
POL0000000479,PO00000189,1,SKU0000008,250.0,295.17,Open,True,True
POL0000000480,PO00000190,1,SKU0000592,50.0,298.69,Received,True,True
POL0000000481,PO00000190,2,SKU0000663,50.0,112.15,Open,True,True
POL0000000482,PO00000191,1,SKU0000631,,212.84,Cancelled,False,True
POL0000000483,PO00000191,2,SKU0000250,500.0,120.44,Open,True,True
POL0000000484,PO00000192,1,SKU0000193,,229.5,Open,False,True
POL0000000485,PO00000193,1,SKU0000106,100.0,71.95,Cancelled,True,True
POL0000000486,PO00000193,2,SKU0000085,-5.0,227.45,Open,False,True
POL0000000487,PO00000193,3,SKU0000414,50.0,278.53,Open,True,True
POL0000000488,PO00000193,4,SKU0000349,1000.0,129.43,Open,True,True
POL0000000489,PO00000194,1,SKU_UNKNOWN,100.0,62.67,Received,True,True
POL0000000490,PO00000194,2,SKU0000381,-5.0,201.77,Cancelled,False,True
POL0000000491,PO00000194,3,SKU0000373,50.0,233.11,Received,True,True
POL0000000492,PO00000194,4,SKU0000377,50.0,179.97,Open,True,True
POL0000000493,PO00000195,1,SKU0000049,-5.0,163.72,Received,False,True
POL0000000494,PO00000195,2,SKU0000403,100.0,218.14,Partial,True,True
POL0000000495,PO00000196,1,SKU0000190,250.0,230.54,Open,True,True
POL0000000496,PO00000197,1,SKU0000623,100.0,142.18,Open,True,True
POL0000000497,PO00000197,2,SKU0000177,1000.0,271.24,Partial,True,True
POL0000000498,PO00000197,3,SKU0000533,250.0,240.22,Open,True,True
POL0000000499,PO00000197,4,SKU0000173,250.0,85.1,Open,True,True
POL0000000500,PO00000198,1,SKU0000308,50.0,56.0,Open,True,True
POL0000000501,PO00000198,2,SKU0000618,50.0,17.24,Received,True,True
POL0000000502,PO00000198,3,SKU0000257,100.0,10.81,Partial,True,True
POL0000000503,PO00000199,1,SKU0000442,100.0,23.05,Partial,True,True
POL0000000504,PO00000199,2,SKU0000217,500.0,262.0,Received,True,True
POL0000000505,PO00000200,1,SKU0000515,-5.0,143.97,Open,False,True
POL0000000506,PO00000200,2,SKU0000571,1000.0,48.78,Open,True,True
POL0000000507,PO00000200,3,SKU0000333,500.0,172.56,Received,True,True
POL0000000508,PO00000201,1,SKU0000672,100.0,87.45,Partial,True,True
POL0000000509,PO00000202,1,SKU0000353,1000.0,74.7,Cancelled,True,True
POL0000000510,PO00000202,2,SKU0000223,-5.0,257.93,Open,False,True
POL0000000511,PO00000202,3,SKU0000054,-5.0,44.17,Received,False,True
POL0000000512,PO00000203,1,SKU0000656,100.0,49.5,Partial,True,True
POL0000000513,PO00000204,1,SKU0000122,,100.15,Partial,False,True
POL0000000514,PO00000204,2,SKU0000448,50.0,218.34,Open,True,True
POL0000000515,PO00000204,3,SKU0000344,50.0,117.86,Cancelled,True,True
POL0000000516,PO00000205,1,SKU0000178,,210.15,Open,False,True
POL0000000517,PO00000205,2,SKU0000560,100.0,129.95,Open,True,True
POL0000000518,PO00000205,3,SKU0000218,100.0,117.62,Partial,True,True
POL0000000519,PO00000206,1,SKU0000494,-5.0,101.23,Open,False,True
POL0000000520,PO00000206,2,SKU0000318,1000.0,275.06,Cancelled,True,True
POL0000000521,PO00000207,1,SKU0000222,100.0,5.74,Partial,True,True
POL0000000522,PO00000207,2,SKU0000146,250.0,223.17,Open,True,True
POL0000000523,PO00000208,1,SKU0000175,250.0,226.42,Partial,True,True
POL0000000524,PO00000208,2,SKU0000603,500.0,234.88,Received,True,True
POL0000000525,PO00000208,3,SKU0000678,1000.0,120.32,Received,True,True
POL0000000526,PO00000208,4,SKU0000309,1000.0,205.81,Open,True,True
POL0000000527,PO00000209,1,SKU0000668,500.0,156.75,Open,True,True
POL0000000528,PO00000209,2,SKU0000059,100.0,145.09,Cancelled,True,True
POL0000000529,PO00000209,3,SKU0000179,-5.0,202.89,Partial,False,True
POL0000000530,PO00000209,4,SKU0000497,,151.59,Open,False,True
POL0000000531,PO00000210,1,SKU0000436,-5.0,185.82,Partial,False,True
POL0000000532,PO00000210,2,SKU0000273,1000.0,103.99,Cancelled,True,True
POL0000000533,PO00000210,3,SKU0000460,,163.81,Open,False,True
POL0000000534,PO00000210,4,SKU0000232,500.0,45.32,Received,True,True
POL0000000535,PO00000211,1,SKU0000337,1000.0,87.12,Cancelled,True,True
POL0000000536,PO00000212,1,SKU0000667,,282.23,Received,False,True
POL0000000537,PO00000212,2,SKU0000113,,122.37,Open,False,True
POL0000000538,PO00000212,3,SKU0000588,50.0,144.41,Open,True,True
POL0000000539,PO00000212,4,SKU0000034,,185.14,Open,False,True
POL0000000540,PO00000213,1,SKU0000136,50.0,92.53,Open,True,True
POL0000000541,PO00000213,2,SKU0000583,-5.0,130.33,Open,False,True
POL0000000542,PO00000214,1,SKU0000128,,219.71,Partial,False,True
POL0000000543,PO00000215,1,SKU0000188,500.0,70.74,Received,True,True
POL0000000544,PO00000216,1,SKU0000356,1000.0,3.68,Open,True,True
POL0000000545,PO00000217,1,SKU0000527,-5.0,70.18,Partial,False,True
POL0000000546,PO00000217,2,SKU0000201,1000.0,201.87,Open,True,True
POL0000000547,PO00000218,1,SKU0000511,,118.6,Received,False,True
POL0000000548,PO00000218,2,SKU0000228,500.0,,Open,True,False
POL0000000549,PO00000219,1,SKU0000329,50.0,224.29,Cancelled,True,True
POL0000000550,PO00000219,2,SKU_UNKNOWN,500.0,144.73,Open,True,True
POL0000000551,PO00000219,3,SKU0000426,,3.77,Received,False,True
POL0000000552,PO00000219,4,SKU0000046,-5.0,3.14,Partial,False,True
POL0000000553,PO00000220,1,SKU0000666,250.0,191.23,Open,True,True
POL0000000554,PO00000221,1,SKU0000492,50.0,141.52,Open,True,True
POL0000000555,PO00000222,1,SKU0000437,,220.45,Open,False,True
POL0000000556,PO00000222,2,SKU0000346,1000.0,227.08,Cancelled,True,True
POL0000000557,PO00000222,3,SKU0000025,100.0,190.45,Cancelled,True,True
POL0000000558,PO00000223,1,SKU0000099,50.0,187.46,Open,True,True
POL0000000559,PO00000223,2,SKU0000501,50.0,233.5,Partial,True,True
POL0000000560,PO00000224,1,SKU0000572,50.0,284.13,Received,True,True
POL0000000561,PO00000224,2,SKU0000417,250.0,107.86,Open,True,True
POL0000000562,PO00000225,1,SKU0000637,,34.31,Open,False,True
POL0000000563,PO00000225,2,SKU0000408,50.0,46.55,Partial,True,True
POL0000000564,PO00000225,3,SKU0000653,100.0,55.07,Received,True,True
POL0000000565,PO00000225,4,SKU0000110,1000.0,170.29,Open,True,True
POL0000000566,PO00000226,1,SKU_UNKNOWN,500.0,156.75,Cancelled,True,True
POL0000000567,PO00000226,2,SKU0000559,,247.75,Partial,False,True
POL0000000568,PO00000226,3,SKU0000170,1000.0,201.29,Open,True,True
POL0000000569,PO00000227,1,SKU0000560,50.0,129.95,Partial,True,True
POL0000000570,PO00000227,2,SKU0000554,-5.0,197.11,Cancelled,False,True
POL0000000571,PO00000227,3,SKU0000163,50.0,53.46,Partial,True,True
POL0000000572,PO00000228,1,SKU0000256,-5.0,183.29,Cancelled,False,True
POL0000000573,PO00000228,2,SKU0000660,1000.0,16.29,Open,True,True
POL0000000574,PO00000229,1,SKU0000669,100.0,67.35,Cancelled,True,True
POL0000000575,PO00000229,2,SKU0000123,,231.56,Open,False,True
POL0000000576,PO00000230,1,SKU0000063,-5.0,147.68,Partial,False,True
POL0000000577,PO00000230,2,SKU0000041,,227.5,Open,False,True
POL0000000578,PO00000231,1,SKU0000353,500.0,74.7,Open,True,True
POL0000000579,PO00000231,2,SKU0000420,500.0,158.76,Cancelled,True,True
POL0000000580,PO00000231,3,SKU0000403,1000.0,218.14,Open,True,True
POL0000000581,PO00000232,1,SKU0000546,100.0,136.23,Partial,True,True
POL0000000582,PO00000232,2,SKU0000139,100.0,82.17,Cancelled,True,True
POL0000000583,PO00000232,3,SKU0000484,250.0,125.25,Open,True,True
POL0000000584,PO00000233,1,SKU0000209,100.0,228.55,Cancelled,True,True
POL0000000585,PO00000233,2,SKU_UNKNOWN,500.0,42.15,Received,True,True
POL0000000586,PO00000234,1,SKU0000296,500.0,82.35,Partial,True,True
POL0000000587,PO00000234,2,SKU0000235,-5.0,137.88,Received,False,True
POL0000000588,PO00000235,1,SKU0000509,,172.71,Cancelled,False,True
POL0000000589,PO00000235,2,SKU0000076,100.0,64.98,Partial,True,True
POL0000000590,PO00000235,3,SKU0000127,500.0,183.86,Cancelled,True,True
POL0000000591,PO00000236,1,SKU0000115,,163.28,Partial,False,True
POL0000000592,PO00000236,2,SKU0000200,50.0,224.59,Open,True,True
POL0000000593,PO00000236,3,SKU0000649,1000.0,127.15,Received,True,True
POL0000000594,PO00000236,4,SKU0000167,250.0,27.48,Cancelled,True,True
POL0000000595,PO00000237,1,SKU0000099,,187.46,Received,False,True
POL0000000596,PO00000237,2,SKU0000549,1000.0,93.77,Open,True,True
POL0000000597,PO00000237,3,SKU0000405,,42.44,Open,False,True
POL0000000598,PO00000238,1,SKU0000393,100.0,79.34,Open,True,True
POL0000000599,PO00000238,2,SKU0000203,100.0,72.74,Open,True,True
POL0000000600,PO00000239,1,SKU0000482,500.0,146.9,Open,True,True
POL0000000601,PO00000239,2,SKU0000106,50.0,71.95,Received,True,True
POL0000000602,PO00000239,3,SKU0000486,100.0,191.96,Cancelled,True,True
POL0000000603,PO00000239,4,SKU0000669,100.0,67.35,Open,True,True
POL0000000604,PO00000240,1,SKU0000095,50.0,129.07,Partial,True,True
POL0000000605,PO00000240,2,SKU0000055,500.0,200.83,Open,True,True
POL0000000606,PO00000241,1,SKU0000259,50.0,181.31,Open,True,True
POL0000000607,PO00000241,2,SKU0000114,100.0,145.89,Open,True,True
POL0000000608,PO00000241,3,SKU0000583,,130.33,Received,False,True
POL0000000609,PO00000242,1,SKU0000087,250.0,154.34,Received,True,True
POL0000000610,PO00000242,2,SKU0000121,,256.62,Cancelled,False,True
POL0000000611,PO00000242,3,SKU0000456,100.0,294.63,Partial,True,True
POL0000000612,PO00000242,4,SKU0000495,1000.0,141.52,Open,True,True
POL0000000613,PO00000243,1,SKU0000261,,281.03,Open,False,True
POL0000000614,PO00000243,2,SKU0000627,-5.0,9.16,Partial,False,True
POL0000000615,PO00000243,3,SKU0000273,100.0,103.99,Open,True,True
POL0000000616,PO00000244,1,SKU0000089,250.0,253.71,Cancelled,True,True
POL0000000617,PO00000244,2,SKU0000157,250.0,45.16,Partial,True,True
POL0000000618,PO00000244,3,SKU0000341,250.0,250.42,Received,True,True
POL0000000619,PO00000245,1,SKU0000501,50.0,233.5,Received,True,True
POL0000000620,PO00000245,2,SKU0000134,500.0,220.35,Partial,True,True
POL0000000621,PO00000246,1,SKU0000469,500.0,285.9,Cancelled,True,True
POL0000000622,PO00000246,2,SKU0000613,250.0,23.69,Open,True,True
POL0000000623,PO00000247,1,SKU0000636,50.0,47.9,Open,True,True
POL0000000624,PO00000247,2,SKU0000285,500.0,34.95,Partial,True,True
POL0000000625,PO00000248,1,SKU0000173,,85.1,Open,False,True
POL0000000626,PO00000248,2,SKU0000374,-5.0,273.17,Partial,False,True
POL0000000627,PO00000248,3,SKU0000557,50.0,59.04,Open,True,True
POL0000000628,PO00000249,1,SKU0000227,250.0,248.23,Open,True,True
POL0000000629,PO00000249,2,SKU0000044,-5.0,154.8,Open,False,True
POL0000000630,PO00000249,3,SKU0000578,-5.0,21.43,Open,False,True
POL0000000631,PO00000250,1,SKU0000224,100.0,164.88,Open,True,True
POL0000000632,PO00000251,1,SKU0000159,1000.0,49.49,Cancelled,True,True
POL0000000633,PO00000251,2,SKU0000071,1000.0,92.75,Open,True,True
POL0000000634,PO00000251,3,SKU0000345,50.0,240.87,Received,True,True
POL0000000635,PO00000252,1,SKU0000608,500.0,220.53,Received,True,True
POL0000000636,PO00000252,2,SKU0000082,250.0,122.49,Open,True,True
POL0000000637,PO00000252,3,SKU0000485,500.0,293.48,Cancelled,True,True
POL0000000638,PO00000252,4,SKU0000012,,220.94,Received,False,True
POL0000000639,PO00000253,1,SKU0000027,500.0,144.08,Open,True,True
POL0000000640,PO00000253,2,SKU0000529,250.0,230.58,Open,True,True
POL0000000641,PO00000253,3,SKU0000265,500.0,229.09,Open,True,True
POL0000000642,PO00000254,1,SKU0000414,100.0,278.53,Received,True,True
POL0000000643,PO00000254,2,SKU0000618,500.0,17.24,Open,True,True
POL0000000644,PO00000255,1,SKU0000475,100.0,287.1,Open,True,True
POL0000000645,PO00000255,2,SKU0000187,500.0,214.53,Partial,True,True
POL0000000646,PO00000255,3,SKU0000532,-5.0,122.33,Open,False,True
POL0000000647,PO00000256,1,SKU0000502,250.0,297.05,Received,True,True
POL0000000648,PO00000256,2,SKU0000326,100.0,234.1,Partial,True,True
POL0000000649,PO00000257,1,SKU0000677,-5.0,105.86,Cancelled,False,True
POL0000000650,PO00000257,2,SKU0000305,250.0,28.77,Cancelled,True,True
POL0000000651,PO00000257,3,SKU0000073,-5.0,238.16,Partial,False,True
POL0000000652,PO00000257,4,SKU0000033,1000.0,15.01,Open,True,True
POL0000000653,PO00000258,1,SKU0000480,50.0,288.48,Received,True,True
POL0000000654,PO00000258,2,SKU0000239,1000.0,85.21,Open,True,True
POL0000000655,PO00000258,3,SKU0000092,100.0,28.65,Open,True,True
POL0000000656,PO00000258,4,SKU0000495,250.0,141.52,Received,True,True
POL0000000657,PO00000259,1,SKU0000382,250.0,153.1,Open,True,True
POL0000000658,PO00000259,2,SKU0000200,1000.0,224.59,Cancelled,True,True
POL0000000659,PO00000259,3,SKU0000141,100.0,269.52,Partial,True,True
POL0000000660,PO00000259,4,SKU0000671,500.0,44.98,Received,True,True
POL0000000661,PO00000260,1,SKU0000096,1000.0,289.25,Open,True,True
POL0000000662,PO00000260,2,SKU0000638,-5.0,225.27,Cancelled,False,True
POL0000000663,PO00000261,1,SKU0000499,100.0,13.64,Open,True,True
POL0000000664,PO00000261,2,SKU0000407,500.0,8.52,Open,True,True
POL0000000665,PO00000261,3,SKU0000187,1000.0,214.53,Received,True,True
POL0000000666,PO00000262,1,SKU0000409,500.0,102.6,Partial,True,True
POL0000000667,PO00000262,2,SKU0000317,100.0,220.93,Open,True,True
POL0000000668,PO00000262,3,SKU0000490,-5.0,112.73,Cancelled,False,True
POL0000000669,PO00000262,4,SKU0000560,100.0,129.95,Partial,True,True
POL0000000670,PO00000263,1,SKU0000494,250.0,101.23,Received,True,True
POL0000000671,PO00000263,2,SKU0000275,100.0,9.66,Open,True,True
POL0000000672,PO00000263,3,SKU0000470,250.0,111.12,Partial,True,True
POL0000000673,PO00000263,4,SKU0000348,50.0,277.03,Received,True,True
POL0000000674,PO00000264,1,SKU0000565,,76.53,Cancelled,False,True
POL0000000675,PO00000264,2,SKU0000579,1000.0,289.24,Open,True,True
POL0000000676,PO00000265,1,SKU0000499,50.0,13.64,Received,True,True
POL0000000677,PO00000265,2,SKU0000198,1000.0,36.83,Partial,True,True
POL0000000678,PO00000265,3,SKU0000373,500.0,233.11,Open,True,True
POL0000000679,PO00000266,1,SKU0000432,100.0,208.9,Cancelled,True,True
POL0000000680,PO00000267,1,SKU0000378,1000.0,170.68,Open,True,True
POL0000000681,PO00000267,2,SKU0000237,1000.0,291.01,Received,True,True
POL0000000682,PO00000268,1,SKU0000066,250.0,295.43,Open,True,True
POL0000000683,PO00000268,2,SKU0000335,-5.0,76.57,Received,False,True
POL0000000684,PO00000268,3,SKU0000210,250.0,26.81,Received,True,True
POL0000000685,PO00000269,1,SKU0000403,,218.14,Open,False,True
POL0000000686,PO00000269,2,SKU0000638,250.0,225.27,Open,True,True
POL0000000687,PO00000269,3,SKU0000196,250.0,82.38,Received,True,True
POL0000000688,PO00000269,4,SKU0000471,500.0,31.8,Open,True,True
POL0000000689,PO00000270,1,SKU0000021,-5.0,247.69,Cancelled,False,True
POL0000000690,PO00000270,2,SKU0000302,,222.8,Received,False,True
POL0000000691,PO00000271,1,SKU0000285,500.0,34.95,Received,True,True
POL0000000692,PO00000271,2,SKU0000191,500.0,255.44,Open,True,True
POL0000000693,PO00000271,3,SKU0000463,500.0,239.54,Open,True,True
POL0000000694,PO00000271,4,SKU0000667,50.0,282.23,Open,True,True
POL0000000695,PO00000272,1,SKU0000485,100.0,293.48,Open,True,True
POL0000000696,PO00000272,2,SKU0000250,100.0,120.44,Partial,True,True
POL0000000697,PO00000272,3,SKU0000109,-5.0,110.75,Partial,False,True
POL0000000698,PO00000272,4,SKU0000531,-5.0,109.37,Received,False,True
POL0000000699,PO00000273,1,SKU0000433,1000.0,33.64,Partial,True,True
POL0000000700,PO00000273,2,SKU0000139,,82.17,Open,False,True
POL0000000701,PO00000273,3,SKU0000011,,230.18,Partial,False,True
POL0000000702,PO00000274,1,SKU0000227,-5.0,248.23,Cancelled,False,True
POL0000000703,PO00000275,1,SKU0000124,100.0,44.0,Open,True,True
POL0000000704,PO00000275,2,SKU0000631,,212.84,Open,False,True
POL0000000705,PO00000276,1,SKU0000477,100.0,57.59,Partial,True,True
POL0000000706,PO00000276,2,SKU0000347,250.0,41.76,Partial,True,True
POL0000000707,PO00000276,3,SKU0000164,100.0,148.94,Open,True,True
POL0000000708,PO00000277,1,SKU0000059,-5.0,145.09,Cancelled,False,True
POL0000000709,PO00000277,2,SKU0000326,,234.1,Received,False,True
POL0000000710,PO00000277,3,SKU0000277,50.0,138.96,Open,True,True
POL0000000711,PO00000277,4,SKU0000032,,111.82,Open,False,True
POL0000000712,PO00000278,1,SKU0000619,250.0,285.44,Cancelled,True,True
POL0000000713,PO00000278,2,SKU0000563,50.0,152.19,Partial,True,True
POL0000000714,PO00000278,3,SKU0000144,50.0,283.77,Partial,True,True
POL0000000715,PO00000278,4,SKU0000483,50.0,126.24,Open,True,True
POL0000000716,PO00000279,1,SKU0000095,50.0,129.07,Open,True,True
POL0000000717,PO00000279,2,SKU0000630,1000.0,262.31,Cancelled,True,True
POL0000000718,PO00000279,3,SKU0000359,100.0,252.6,Partial,True,True
POL0000000719,PO00000279,4,SKU0000099,1000.0,187.46,Cancelled,True,True
POL0000000720,PO00000280,1,SKU0000085,500.0,227.45,Cancelled,True,True
POL0000000721,PO00000280,2,SKU0000411,500.0,164.32,Received,True,True
POL0000000722,PO00000280,3,SKU0000580,100.0,64.94,Partial,True,True
POL0000000723,PO00000281,1,SKU0000583,,130.33,Received,False,True
POL0000000724,PO00000281,2,SKU0000262,,170.59,Received,False,True
POL0000000725,PO00000282,1,SKU0000524,1000.0,260.06,Received,True,True
POL0000000726,PO00000283,1,SKU0000167,,27.48,Cancelled,False,True
POL0000000727,PO00000283,2,SKU0000233,250.0,14.4,Open,True,True
POL0000000728,PO00000284,1,SKU0000181,-5.0,169.03,Open,False,True
POL0000000729,PO00000285,1,SKU0000233,-5.0,14.4,Open,False,True
POL0000000730,PO00000285,2,SKU0000417,500.0,107.86,Cancelled,True,True
POL0000000731,PO00000286,1,SKU0000586,100.0,118.76,Received,True,True
POL0000000732,PO00000286,2,SKU0000370,100.0,232.97,Open,True,True
POL0000000733,PO00000286,3,SKU0000491,100.0,159.01,Received,True,True
POL0000000734,PO00000287,1,SKU0000368,250.0,139.37,Cancelled,True,True
POL0000000735,PO00000287,2,SKU0000197,1000.0,81.13,Received,True,True
POL0000000736,PO00000287,3,SKU0000593,,197.98,Partial,False,True
POL0000000737,PO00000288,1,SKU0000626,500.0,22.25,Cancelled,True,True
POL0000000738,PO00000289,1,SKU0000152,50.0,15.58,Partial,True,True
POL0000000739,PO00000289,2,SKU0000346,100.0,227.08,Open,True,True
POL0000000740,PO00000290,1,SKU0000192,50.0,181.43,Cancelled,True,True
