return_id,order_id,order_line_id,product_id,return_date,return_reason,return_qty,refund_amount,return_status
RET00000265,SO00001167,SOL0000003565,SKU0000100,2026-07-05,Wrong Item,5.0,25.12,Rejected
RET00000266,SO00001861,SOL0000005615,SKU0000638,2026-02-17,Late Delivery,1.0,137.25,Approved
RET00000267,SO00001445,SOL0000004405,SKU0000236,2026-04-26,Customer Cancelled,,267.38,Approved
RET00000268,SO00000716,SOL0000002195,SKU0000611,2026-05-05,Wrong Item,1.0,365.38,Approved
RET00000269,SO00002469,SOL0000007395,SKU0000521,2026-06-12,Late Delivery,3.0,200.31,Received
RET00000270,SO00001248,SOL0000003804,SKU0000672,2026-06-14,Quality Issue,1.0,191.85,Rejected
RET00000271,SO00002041,SOL0000006143,SKU0000008,2026-03-27,Customer Cancelled,5.0,524.5,Received
RET00000272,SO00000656,SOL0000002016,SKU0000410,2026-07-20,Wrong Item,3.0,252.35,Approved
RET00000273,SO00001032,SOL0000003144,SKU0000681,2026-06-28,Quality Issue,1.0,334.05,Rejected
RET00000274,SO00001486,SOL0000004516,SKU0000371,2026-03-29,Wrong Item,2.0,579.79,Requested
RET00000275,SO00001032,SOL0000003145,SKU0000669,2026-07-05,Wrong Item,1.0,402.54,Rejected
RET00000276,SO00001427,SOL0000004348,SKU0000637,2026-02-08,Customer Cancelled,3.0,581.42,Received
RET00000277,SO00000436,SOL0000001327,SKU0000153,2026-04-17,Customer Cancelled,,536.72,Approved
RET00000278,SO00000648,SOL0000001990,SKU0000383,2026-05-23,Damaged,,428.94,Requested
RET00000279,SO00001903,SOL0000005733,SKU0000254,2026-05-06,Late Delivery,1.0,44.25,Requested
RET00000280,SO00000126,SOL0000000392,SKU0000464,2026-04-14,Quality Issue,3.0,197.2,Approved
RET00000281,SO00001263,SOL0000003848,SKU0000223,2026-04-28,Customer Cancelled,,39.86,Rejected
RET00000282,SO00000126,SOL0000000390,SKU0000295,2026-05-11,Damaged,2.0,76.8,Approved
RET00000283,SO00000800,SOL0000002447,SKU0000606,2026-03-27,Quality Issue,1.0,197.23,Requested
RET00000284,SO00000578,SOL0000001769,SKU0000500,2026-02-15,Customer Cancelled,2.0,535.86,Rejected
RET00000285,SO00001624,SOL0000004923,SKU0000150,2026-06-02,Late Delivery,2.0,384.01,Approved
RET00000286,SO00000473,SOL0000001439,SKU0000004,2026-04-11,Damaged,2.0,447.6,Rejected
RET00000287,SO00000278,SOL0000000833,SKU0000598,2026-05-24,Quality Issue,,379.29,Rejected
RET00000288,SO00000130,SOL0000000401,SKU0000610,2026-04-12,Late Delivery,1.0,95.08,Received
RET00000289,SO00002417,SOL0000007246,SKU0000106,2026-04-01,Customer Cancelled,2.0,112.95,Requested
RET00000290,SO00000534,SOL0000001631,SKU0000282,2026-04-22,Damaged,3.0,302.66,Approved
RET00000291,SO00000927,SOL0000002825,SKU0000617,2026-02-06,Late Delivery,3.0,339.64,Approved
RET00000292,SO00001097,SOL0000003330,SKU0000029,2026-03-10,Quality Issue,3.0,493.99,Rejected
RET00000293,SO00002429,SOL0000007282,SKU0000388,2026-03-04,Late Delivery,3.0,269.24,Received
RET00000294,SO00001501,SOL0000004569,SKU0000009,2026-02-06,Late Delivery,,320.68,Requested
RET00000295,SO00001103,SOL0000003344,SKU0000156,2026-05-06,Wrong Item,2.0,60.25,Approved
RET00000296,SO00000129,SOL0000000399,SKU0000681,2026-07-07,Customer Cancelled,3.0,393.06,Received
RET00000297,SO00001936,SOL0000005837,SKU0000013,2026-06-04,Quality Issue,1.0,250.47,Approved
RET00000298,SO00000064,SOL0000000202,SKU0000032,2026-04-06,Customer Cancelled,5.0,53.21,Approved
RET00000299,SO00000934,SOL0000002848,SKU0000250,2026-04-18,Damaged,5.0,448.28,Approved
RET00000300,SO00001736,SOL0000005243,SKU0000359,2026-04-25,Damaged,1.0,457.56,Approved
RET00000301,SO00001366,SOL0000004170,SKU0000093,2026-04-08,Quality Issue,3.0,147.65,Approved
RET00000302,SO00000657,SOL0000002019,SKU0000222,2026-04-19,Damaged,3.0,265.24,Requested
RET00000303,SO00000656,SOL0000002013,SKU0000349,2026-06-21,Late Delivery,1.0,571.92,Approved
RET00000304,SO00002020,SOL0000006080,SKU0000388,2026-07-13,Customer Cancelled,3.0,220.42,Requested
RET00000305,SO00002318,SOL0000006966,SKU0000601,2026-06-25,Quality Issue,,361.08,Approved
RET00000306,SO00002493,SOL0000007459,SKU0000042,2026-05-22,Wrong Item,1.0,333.19,Requested
RET00000307,SO00000331,SOL0000000981,SKU0000473,2026-03-15,Customer Cancelled,5.0,553.96,Received
RET00000308,SO00001042,SOL0000003170,SKU0000063,2026-03-02,Damaged,1.0,189.99,Rejected
RET00000309,SO00002028,SOL0000006106,SKU0000094,2026-05-11,Wrong Item,5.0,12.3,Requested
RET00000310,SO00002219,SOL0000006659,SKU0000513,2026-05-28,Wrong Item,1.0,66.58,Requested
RET00000311,SO00000181,SOL0000000557,SKU0000269,2026-05-07,Quality Issue,3.0,395.42,Rejected
RET00000312,SO00000861,SOL0000002623,SKU0000533,2026-04-28,Damaged,5.0,148.0,Rejected
RET00000313,SO00000859,SOL0000002618,SKU0000037,2026-03-15,Customer Cancelled,5.0,347.87,Approved
RET00000314,SO00000338,SOL0000001002,SKU0000405,2026-04-03,Quality Issue,1.0,166.69,Rejected
RET00000315,SO00000172,SOL0000000531,SKU0000119,2026-07-07,Late Delivery,,464.63,Approved
RET00000316,SO00000230,SOL0000000699,SKU0000492,2026-07-09,Customer Cancelled,1.0,399.61,Rejected
RET00000317,SO00000507,SOL0000001546,SKU0000426,2026-03-16,Customer Cancelled,5.0,442.88,Received
RET00000318,SO00000511,SOL0000001561,SKU0000124,2026-05-20,Damaged,2.0,258.54,Approved
RET00000319,SO00000985,SOL0000003002,SKU0000149,2026-06-06,Customer Cancelled,1.0,330.07,Requested
RET00000320,SO00000962,SOL0000002929,SKU0000595,2026-04-06,Customer Cancelled,2.0,254.71,Rejected
RET00000321,SO00000214,SOL0000000656,SKU0000682,2026-02-03,Late Delivery,5.0,481.21,Approved
RET00000322,SO00000711,SOL0000002178,SKU0000278,2026-03-28,Damaged,3.0,161.79,Rejected
RET00000323,SO00000945,SOL0000002878,SKU0000544,2026-06-13,Customer Cancelled,3.0,213.83,Received
RET00000324,SO00000051,SOL0000000157,SKU0000183,2026-05-26,Wrong Item,3.0,65.89,Rejected
RET00000325,SO00001237,SOL0000003772,SKU0000668,2026-05-14,Wrong Item,1.0,530.13,Received
RET00000326,SO00001031,SOL0000003141,SKU0000083,2026-04-15,Customer Cancelled,5.0,61.13,Received
RET00000327,SO00001795,SOL0000005412,SKU0000636,2026-05-07,Damaged,3.0,205.85,Received
RET00000328,SO00001318,SOL0000004023,SKU0000046,2026-06-25,Damaged,1.0,121.78,Rejected
RET00000329,SO00000494,SOL0000001497,SKU0000598,2026-06-10,Wrong Item,3.0,479.36,Received
RET00000330,SO00002475,SOL0000007416,SKU0000631,2026-06-18,Damaged,1.0,67.14,Requested
RET00000331,SO00000430,SOL0000001303,SKU0000002,2026-06-09,Quality Issue,5.0,574.64,Received
RET00000332,SO00001005,SOL0000003062,SKU0000098,2026-06-04,Late Delivery,,219.47,Approved
RET00000333,SO00002469,SOL0000007399,SKU0000221,2026-07-12,Damaged,3.0,43.85,Approved
RET00000334,SO00001908,SOL0000005748,SKU0000099,2026-04-25,Late Delivery,1.0,228.12,Approved
RET00000335,SO00001373,SOL0000004189,SKU0000393,2026-04-25,Quality Issue,3.0,558.94,Rejected
RET00000336,SO00000811,SOL0000002476,SKU0000593,2026-05-12,Quality Issue,1.0,28.5,Rejected
RET00000337,SO00000805,SOL0000002459,SKU0000591,2026-06-05,Damaged,2.0,546.19,Received
RET00000338,SO00000410,SOL0000001243,SKU0000168,2026-04-16,Quality Issue,2.0,463.93,Requested
RET00000339,SO00000008,SOL0000000030,SKU0000001,2026-01-18,Late Delivery,1.0,376.37,Approved
RET00000340,SO00000752,SOL0000002309,SKU0000305,2026-05-20,Damaged,1.0,171.12,Approved
RET00000341,SO00002121,SOL0000006375,SKU0000286,2026-06-16,Late Delivery,1.0,437.46,Received
RET00000342,SO00000060,SOL0000000188,SKU0000535,2026-07-06,Late Delivery,1.0,349.36,Received
RET00000343,SO00001150,SOL0000003512,SKU0000014,2026-05-21,Customer Cancelled,3.0,423.51,Approved
RET00000344,SO00000572,SOL0000001746,SKU0000567,2026-04-29,Wrong Item,,599.3,Approved
RET00000345,SO00002390,SOL0000007166,SKU0000347,2026-04-16,Damaged,3.0,310.6,Approved
RET00000346,SO00001900,SOL0000005722,SKU0000345,2026-06-19,Late Delivery,3.0,0.0,Approved
RET00000347,SO00000961,SOL0000002928,SKU0000316,2026-04-01,Customer Cancelled,1.0,297.71,Approved
RET00000348,SO00001823,SOL0000005505,SKU0000216,2026-05-05,Wrong Item,1.0,213.44,Approved
RET00000349,SO00002441,SOL0000007322,SKU0000451,2026-05-07,Customer Cancelled,,123.84,Requested
RET00000350,SO00002081,SOL0000006252,SKU0000635,2026-05-26,Damaged,,324.31,Approved
RET00000351,SO00001426,SOL0000004345,SKU0000496,2026-03-17,Wrong Item,1.0,71.19,Approved
RET00000352,SO00002120,SOL0000006373,SKU0000306,2026-04-25,Late Delivery,1.0,253.75,Rejected
RET00000353,SO00001146,SOL0000003490,SKU0000041,2026-05-29,Customer Cancelled,2.0,67.68,Requested
RET00000354,SO00001530,SOL0000004652,SKU0000578,2026-04-07,Quality Issue,1.0,480.85,Requested
RET00000355,SO00001556,SOL0000004722,SKU0000271,2026-06-05,Damaged,2.0,590.19,Rejected
RET00000356,SO00002055,SOL0000006176,SKU0000674,2026-03-14,Late Delivery,1.0,222.67,Rejected
RET00000357,SO00000070,SOL0000000221,SKU0000211,2026-05-31,Damaged,2.0,596.16,Approved
RET00000358,SO00002357,SOL0000007068,SKU0000348,2026-05-25,Wrong Item,1.0,445.64,Rejected
RET00000359,SO00002410,SOL0000007232,SKU0000047,2026-03-13,Quality Issue,5.0,568.7,Rejected
RET00000360,SO00001462,SOL0000004451,SKU0000654,2026-04-14,Damaged,2.0,427.71,Rejected
RET00000361,SO00001579,SOL0000004798,SKU0000156,2026-02-02,Late Delivery,1.0,274.21,Approved
RET00000362,SO00001197,SOL0000003659,SKU0000463,2026-03-28,Damaged,,563.29,Requested
RET00000363,SO00000890,SOL0000002713,SKU0000121,2026-03-14,Late Delivery,,467.5,Approved
RET00000364,SO00001558,SOL0000004725,SKU0000103,2026-06-23,Damaged,,538.51,Requested
RET00000365,SO00001854,SOL0000005594,SKU0000211,2026-02-23,Quality Issue,3.0,302.82,Received
RET00000366,SO00001714,SOL0000005186,SKU0000094,2026-02-14,Wrong Item,1.0,256.8,Approved
RET00000367,SO00001974,SOL0000005949,SKU0000217,2026-04-12,Wrong Item,,297.06,Requested
RET00000368,SO00000137,SOL0000000426,SKU0000386,2026-04-12,Wrong Item,2.0,414.17,Rejected
RET00000369,SO00002487,SOL0000007441,SKU0000468,2026-02-28,Late Delivery,2.0,129.07,Approved
RET00000370,SO00000192,SOL0000000591,SKU0000588,2026-05-25,Customer Cancelled,3.0,556.46,Requested
RET00000371,SO00002063,SOL0000006197,SKU0000374,2026-05-08,Wrong Item,2.0,139.34,Received
RET00000372,SO00001901,SOL0000005723,SKU0000650,2026-05-25,Damaged,3.0,284.27,Rejected
RET00000373,SO00002192,SOL0000006575,SKU0000588,2026-02-23,Late Delivery,1.0,457.78,Approved
RET00000374,SO00001443,SOL0000004402,SKU0000353,2026-05-22,Damaged,2.0,408.06,Rejected
RET00000375,SO00002014,SOL0000006065,SKU0000012,2026-06-01,Customer Cancelled,1.0,17.26,Received
RET00000376,SO00000340,SOL0000001010,SKU0000497,2026-05-27,Customer Cancelled,1.0,292.07,Approved
RET00000377,SO00000023,SOL0000000076,SKU0000223,2026-03-29,Damaged,2.0,380.28,Received
RET00000378,SO00002043,SOL0000006147,SKU0000321,2026-03-03,Wrong Item,1.0,24.82,Requested
RET00000379,SO00001916,SOL0000005779,SKU0000050,2026-03-27,Wrong Item,2.0,116.99,Approved
RET00000380,SO00001748,SOL0000005274,SKU0000207,2026-04-08,Wrong Item,3.0,130.11,Approved
RET00000381,SO00002324,SOL0000006988,SKU0000158,2026-04-15,Customer Cancelled,3.0,255.18,Received
RET00000382,SO00000693,SOL0000002122,SKU0000248,2026-07-04,Wrong Item,1.0,305.06,Approved
RET00000383,SO00001030,SOL0000003139,SKU0000127,2026-05-20,Damaged,1.0,455.27,Approved
RET00000384,SO00000312,SOL0000000925,SKU0000389,2026-05-09,Wrong Item,1.0,363.15,Approved
RET00000385,SO00000252,SOL0000000759,SKU0000009,2026-06-03,Customer Cancelled,1.0,573.03,Approved
RET00000386,SO00000650,SOL0000001996,SKU0000369,2026-03-28,Wrong Item,1.0,565.38,Approved
RET00000387,SO00000951,SOL0000002900,SKU0000682,2026-05-28,Wrong Item,,552.3,Approved
RET00000388,SO00001906,SOL0000005746,SKU0000283,2026-03-04,Quality Issue,,13.02,Approved
RET00000389,SO00002061,SOL0000006191,SKU0000595,2026-02-09,Customer Cancelled,1.0,451.7,Approved
RET00000390,SO00002434,SOL0000007292,SKU0000571,2026-04-08,Wrong Item,1.0,426.44,Rejected
RET00000391,SO00001023,SOL0000003114,SKU0000478,2026-05-04,Wrong Item,1.0,132.84,Approved
RET00000392,SO00001790,SOL0000005398,SKU0000350,2026-01-16,Damaged,1.0,148.8,Received
RET00000393,SO00000608,SOL0000001859,SKU0000414,2026-03-18,Quality Issue,,41.5,Approved
RET00000394,SO00000825,SOL0000002517,SKU0000501,2026-07-15,Quality Issue,5.0,209.33,Rejected
RET00000395,SO00000040,SOL0000000126,SKU0000593,2026-04-12,Quality Issue,3.0,425.06,Received
RET00000396,SO00001690,SOL0000005115,SKU0000181,2026-06-15,Customer Cancelled,1.0,187.23,Received
RET00000397,SO00001785,SOL0000005377,SKU0000089,2026-02-10,Quality Issue,1.0,251.92,Received
RET00000398,SO00000873,SOL0000002657,SKU0000018,2026-04-09,Wrong Item,1.0,214.6,Rejected
RET00000399,SO00000138,SOL0000000431,SKU0000005,2026-01-24,Late Delivery,3.0,103.09,Approved
RET00000400,SO00002131,SOL0000006400,SKU0000512,2026-05-28,Late Delivery,3.0,81.08,Received
RET00000401,SO00002030,SOL0000006114,SKU0000249,2026-05-20,Quality Issue,5.0,269.06,Approved
RET00000402,SO00001284,SOL0000003924,SKU0000443,2026-06-27,Late Delivery,1.0,428.7,Requested
RET00000403,SO00000259,SOL0000000778,SKU0000563,2026-06-04,Quality Issue,3.0,319.19,Rejected
RET00000404,SO00002460,SOL0000007369,SKU0000637,2026-06-27,Damaged,1.0,136.73,Received
RET00000405,SO00001953,SOL0000005892,SKU0000534,2026-06-15,Late Delivery,1.0,51.01,Approved
RET00000406,SO00000508,SOL0000001551,SKU0000332,2026-06-04,Quality Issue,3.0,330.08,Requested
RET00000407,SO00000513,SOL0000001569,SKU0000322,2026-04-28,Damaged,1.0,32.42,Approved
RET00000408,SO00001885,SOL0000005680,SKU0000661,2026-05-01,Wrong Item,,505.04,Approved
RET00000409,SO00002347,SOL0000007044,SKU0000025,2026-04-17,Late Delivery,1.0,464.86,Requested
RET00000410,SO00002425,SOL0000007273,SKU0000321,2026-04-10,Wrong Item,3.0,131.85,Approved
RET00000411,SO00002172,SOL0000006522,SKU0000158,2026-07-26,Quality Issue,1.0,394.88,Received
RET00000412,SO00000063,SOL0000000201,SKU0000470,2026-06-09,Late Delivery,3.0,293.95,Approved
RET00000413,SO00002208,SOL0000006625,SKU0000613,2026-05-16,Quality Issue,5.0,332.13,Rejected
RET00000414,SO00001960,SOL0000005913,SKU0000492,2026-04-20,Customer Cancelled,,288.84,Approved
RET00000415,SO00001189,SOL0000003627,SKU0000305,2026-05-16,Late Delivery,2.0,221.01,Approved
RET00000416,SO00000479,SOL0000001454,SKU0000525,2026-04-06,Damaged,,464.13,Approved
RET00000417,SO00002420,SOL0000007258,SKU0000011,2026-04-22,Damaged,1.0,14.22,Approved
RET00000418,SO00001701,SOL0000005151,SKU0000142,2026-06-11,Damaged,1.0,178.06,Approved
RET00000419,SO00002428,SOL_UNKNOWN,SKU0000264,2026-03-13,Wrong Item,1.0,459.57,Rejected
RET00000420,SO00000049,SOL0000000153,SKU0000005,2026-05-20,Late Delivery,1.0,213.79,Rejected
RET00000421,SO00001782,SOL0000005368,SKU0000119,2026-04-21,Customer Cancelled,1.0,551.41,Approved
RET00000422,SO00000006,SOL0000000019,SKU0000559,2026-03-05,Quality Issue,3.0,577.67,Requested
RET00000423,SO00001548,SOL0000004693,SKU0000469,2026-01-21,Customer Cancelled,1.0,117.85,Requested
RET00000424,SO00002148,SOL0000006453,SKU0000495,2026-04-11,Customer Cancelled,3.0,48.25,Rejected
RET00000425,SO00002241,SOL0000006733,SKU0000514,2026-04-30,Quality Issue,1.0,405.99,Approved
RET00000426,SO00001373,SOL0000004190,SKU0000368,2026-05-07,Wrong Item,1.0,257.41,Approved
RET00000427,SO00000657,SOL0000002018,SKU0000315,2026-05-06,Customer Cancelled,1.0,149.38,Requested
RET00000428,SO00001690,SOL0000005114,SKU0000339,2026-06-23,Wrong Item,5.0,167.56,Rejected
RET00000429,SO00001957,SOL0000005906,SKU0000061,2026-02-10,Quality Issue,5.0,387.98,Approved
RET00000430,SO00000765,SOL0000002347,SKU0000608,2026-02-15,Wrong Item,2.0,52.97,Requested
RET00000431,SO00001011,SOL0000003077,SKU0000085,2026-06-02,Quality Issue,1.0,436.72,Approved
RET00000432,SO00001644,SOL0000004986,SKU0000433,2026-05-25,Quality Issue,5.0,181.57,Requested
RET00000433,SO00000196,SOL0000000603,SKU0000640,2026-05-28,Damaged,,307.02,Rejected
RET00000434,SO00001450,SOL0000004419,SKU0000571,2026-02-07,Quality Issue,3.0,584.82,Approved
RET00000435,SO00002147,SOL0000006451,SKU0000481,2026-03-14,Late Delivery,,158.4,Requested
RET00000436,SO00001525,SOL0000004637,SKU0000163,2026-06-03,Late Delivery,,516.3,Approved
RET00000437,SO00001360,SOL0000004154,SKU0000001,2026-07-29,Quality Issue,5.0,25.3,Rejected
RET00000438,SO00000507,SOL0000001548,SKU0000647,2026-04-20,Customer Cancelled,3.0,323.28,Rejected
RET00000439,SO_UNKNOWN,SOL0000005760,SKU0000094,2026-05-16,Quality Issue,1.0,230.61,Requested
RET00000440,SO00000795,SOL0000002431,SKU0000165,2026-03-11,Late Delivery,2.0,569.77,Approved
RET00000441,SO00000832,SOL0000002539,SKU0000439,2026-03-04,Quality Issue,2.0,344.67,Approved
RET00000442,SO00002162,SOL0000006491,SKU0000084,2026-05-19,Late Delivery,1.0,357.28,Requested
RET00000443,SO00001053,SOL0000003207,SKU0000256,2026-05-30,Quality Issue,1.0,285.83,Rejected
RET00000444,SO00000135,SOL0000000419,SKU0000651,2026-04-16,Late Delivery,5.0,135.0,Requested
RET00000445,SO00000471,SOL0000001430,SKU0000122,2026-04-16,Wrong Item,1.0,498.86,Rejected
RET00000446,SO00000434,SOL0000001323,SKU0000212,2026-07-28,Customer Cancelled,3.0,53.2,Rejected
RET00000447,SO00001882,SOL0000005669,SKU0000240,2026-06-02,Late Delivery,3.0,97.46,Rejected
RET00000448,SO00000242,SOL0000000733,SKU_BAD,2026-04-18,Quality Issue,1.0,285.41,Requested
RET00000449,SO00000024,SOL0000000079,SKU0000503,2026-05-12,Wrong Item,3.0,347.29,Approved
RET00000450,SO00000631,SOL0000001940,SKU0000112,2026-05-12,Quality Issue,5.0,67.09,Rejected
RET00000451,SO00001473,SOL0000004482,SKU0000613,2026-06-18,Customer Cancelled,2.0,194.92,Received
RET00000452,SO00001467,SOL0000004462,SKU0000506,2026-05-02,Quality Issue,5.0,94.14,Received
RET00000453,SO00001457,SOL0000004439,SKU0000516,2026-06-08,Wrong Item,2.0,486.8,Received
RET00000454,SO00000036,SOL0000000113,SKU0000523,2026-07-16,Damaged,5.0,487.41,Received
RET00000455,SO00002422,SOL0000007263,SKU0000268,2026-06-12,Wrong Item,2.0,450.31,Received
RET00000456,SO00002106,SOL0000006322,SKU0000179,2026-04-22,Late Delivery,,464.83,Received
RET00000457,SO00000521,SOL0000001591,SKU0000162,2026-02-25,Customer Cancelled,1.0,467.67,Rejected
RET00000458,SO00000537,SOL0000001641,SKU0000613,2026-03-04,Late Delivery,2.0,510.66,Rejected
RET00000459,SO00001098,SOL0000003335,SKU0000576,2026-04-07,Customer Cancelled,5.0,360.62,Approved
RET00000460,SO00000436,SOL0000001328,SKU0000591,2026-06-08,Late Delivery,3.0,340.02,Requested
RET00000461,SO00002247,SOL0000006753,SKU0000154,2026-06-02,Damaged,2.0,434.75,Approved
RET00000462,SO00001689,SOL0000005110,SKU0000095,2026-05-26,Wrong Item,1.0,90.82,Requested
RET00000463,SO_UNKNOWN,SOL0000005904,SKU0000612,2026-03-07,Late Delivery,1.0,7.79,Approved
RET00000464,SO00001634,SOL0000004950,SKU0000409,2026-03-25,Damaged,5.0,426.97,Rejected
RET00000465,SO00001749,SOL0000005277,SKU0000297,2026-05-28,Quality Issue,3.0,457.15,Approved
RET00000466,SO00000925,SOL0000002817,SKU0000353,2026-06-06,Wrong Item,2.0,153.83,Approved
RET00000467,SO00001786,SOL0000005383,SKU0000448,2026-04-06,Wrong Item,5.0,509.96,Approved
RET00000468,SO00001012,SOL0000003080,SKU0000133,2026-05-13,Wrong Item,1.0,115.08,Rejected
RET00000469,SO00001084,SOL0000003292,SKU0000585,2026-03-05,Late Delivery,5.0,126.3,Approved
RET00000470,SO00001180,SOL0000003600,SKU0000368,2026-05-30,Damaged,1.0,243.89,Received
RET00000471,SO00001538,SOL0000004668,SKU0000290,2026-03-23,Late Delivery,5.0,39.2,Received
RET00000472,SO00000669,SOL0000002052,SKU0000543,2026-03-27,Damaged,2.0,90.02,Approved
RET00000473,SO00002074,SOL0000006236,SKU0000582,2026-03-28,Late Delivery,1.0,460.72,Requested
RET00000474,SO00001409,SOL0000004293,SKU0000352,2026-02-08,Wrong Item,,437.98,Rejected
RET00000475,SO00001648,SOL0000005002,SKU0000086,2026-03-15,Customer Cancelled,1.0,352.15,Requested
RET00000476,SO00001848,SOL0000005577,SKU0000553,2026-05-15,Quality Issue,1.0,477.4,Approved
RET00000477,SO00001049,SOL0000003196,SKU0000660,2026-07-01,Quality Issue,1.0,389.9,Approved
RET00000478,SO00000843,SOL0000002569,SKU0000662,2026-04-22,Late Delivery,,282.36,Approved
RET00000479,SO00000168,SOL0000000520,SKU0000470,2026-02-13,Quality Issue,3.0,118.32,Received
RET00000480,SO00002485,SOL0000007434,SKU0000501,2026-04-12,Damaged,1.0,564.22,Approved
RET00000481,SO00002489,SOL0000007447,SKU0000421,2026-05-27,Wrong Item,1.0,411.32,Approved
RET00000482,SO00001010,SOL0000003075,SKU0000402,2026-04-15,Wrong Item,1.0,30.03,Approved
RET00000483,SO00002250,SOL0000006761,SKU0000420,2026-06-09,Late Delivery,,548.89,Approved
RET00000484,SO00002383,SOL0000007147,SKU0000279,2026-04-04,Late Delivery,,402.17,Received
RET00000485,SO00000241,SOL0000000728,SKU0000128,2026-03-27,Late Delivery,,374.64,Requested
RET00000486,SO00001261,SOL0000003843,SKU0000035,2026-04-29,Damaged,5.0,145.4,Approved
RET00000487,SO00001330,SOL_UNKNOWN,SKU0000101,2026-07-02,Damaged,1.0,367.46,Rejected
RET00000488,SO00001827,SOL0000005516,SKU0000115,2026-06-30,Customer Cancelled,2.0,56.45,Approved
RET00000489,SO00000816,SOL0000002489,SKU0000399,2026-04-14,Wrong Item,,547.02,Received
RET00000490,SO00001159,SOL0000003543,SKU0000579,2026-02-17,Damaged,5.0,79.88,Requested
RET00000491,SO00000340,SOL0000001013,SKU0000109,2026-05-29,Damaged,,512.32,Received
RET00000492,SO00000718,SOL0000002198,SKU0000607,2026-04-15,Wrong Item,2.0,22.69,Requested
RET00000493,SO00000268,SOL0000000800,SKU0000245,2026-03-30,Customer Cancelled,5.0,503.83,Received
RET00000494,SO00001135,SOL0000003454,SKU0000065,2026-01-20,Damaged,3.0,16.71,Approved
RET00000495,SO00000569,SOL0000001736,SKU0000454,2026-06-20,Damaged,1.0,48.06,Requested
RET00000496,SO00001993,SOL0000006004,SKU0000254,2026-05-31,Late Delivery,5.0,228.02,Approved
RET00000497,SO00000390,SOL0000001171,SKU0000688,2026-04-30,Late Delivery,1.0,407.54,Approved
RET00000498,SO00000973,SOL0000002964,SKU0000384,2026-04-27,Wrong Item,5.0,332.11,Rejected
RET00000499,SO00002255,SOL0000006777,SKU0000672,2026-04-04,Customer Cancelled,3.0,586.86,Requested
RET00000500,SO00000400,SOL0000001210,SKU0000123,2026-01-09,Damaged,2.0,430.14,Approved
