rate_date,currency,usd_rate,source
2025-04-24,MXN,0.055872,daily_fx_feed
2025-04-24,EUR,1.08595,daily_fx_feed
2025-04-24,CNY,0.1447,daily_fx_feed
2025-04-25,USD,1.0,daily_fx_feed
2025-04-25,CAD,0.747712,daily_fx_feed
2025-04-25,MXN,0.053658,daily_fx_feed
2025-04-25,EUR,1.073739,daily_fx_feed
2025-04-25,CNY,0.146295,daily_fx_feed
2025-04-26,USD,1.0,daily_fx_feed
2025-04-26,CAD,0.741805,daily_fx_feed
2025-04-26,MXN,0.060919,daily_fx_feed
2025-04-26,EUR,1.080557,daily_fx_feed
2025-04-26,CNY,0.131446,daily_fx_feed
2025-04-27,USD,1.0,daily_fx_feed
2025-04-27,CAD,0.744441,daily_fx_feed
2025-04-27,MXN,0.049478,daily_fx_feed
2025-04-27,EUR,1.086475,daily_fx_feed
2025-04-27,CNY,0.13317,daily_fx_feed
2025-04-28,USD,1.0,daily_fx_feed
2025-04-28,CAD,0.747872,daily_fx_feed
2025-04-28,MXN,0.048452,daily_fx_feed
2025-04-28,EUR,1.076365,daily_fx_feed
2025-04-28,CNY,0.139781,daily_fx_feed
2025-04-29,USD,1.0,daily_fx_feed
2025-04-29,CAD,0.731351,daily_fx_feed
2025-04-29,MXN,0.061271,daily_fx_feed
2025-04-29,EUR,1.084335,daily_fx_feed
2025-04-29,CNY,0.135453,daily_fx_feed
2025-04-30,USD,1.0,daily_fx_feed
2025-04-30,CAD,0.739141,daily_fx_feed
2025-04-30,MXN,0.067757,daily_fx_feed
2025-04-30,EUR,1.080101,daily_fx_feed
2025-04-30,CNY,0.149115,daily_fx_feed
2025-05-01,USD,1.0,daily_fx_feed
2025-05-01,CAD,0.738915,daily_fx_feed
2025-05-01,MXN,0.049951,daily_fx_feed
2025-05-01,EUR,1.079448,daily_fx_feed
2025-05-01,CNY,0.149727,daily_fx_feed
2025-05-02,USD,1.0,daily_fx_feed
2025-05-02,CAD,0.737911,daily_fx_feed
2025-05-02,MXN,0.057786,daily_fx_feed
2025-05-02,EUR,1.083114,daily_fx_feed
2025-05-02,CNY,0.137702,daily_fx_feed
2025-05-03,USD,1.0,daily_fx_feed
2025-05-03,CAD,0.738999,daily_fx_feed
2025-05-03,MXN,0.064616,daily_fx_feed
2025-05-03,EUR,1.073119,daily_fx_feed
2025-05-03,CNY,0.133733,daily_fx_feed
2025-05-04,USD,1.0,daily_fx_feed
2025-05-04,CAD,0.741687,daily_fx_feed
2025-05-04,MXN,0.067081,daily_fx_feed
2025-05-04,EUR,1.08122,daily_fx_feed
2025-05-04,CNY,0.147876,daily_fx_feed
2025-05-05,USD,1.0,daily_fx_feed
2025-05-05,CAD,0.734728,daily_fx_feed
2025-05-05,MXN,0.063011,daily_fx_feed
2025-05-05,EUR,1.079119,daily_fx_feed
2025-05-05,CNY,0.13538,daily_fx_feed
2025-05-06,USD,1.0,daily_fx_feed
2025-05-06,CAD,0.738176,daily_fx_feed
2025-05-06,MXN,0.048298,daily_fx_feed
2025-05-06,EUR,1.079714,daily_fx_feed
2025-05-06,CNY,0.147679,daily_fx_feed
2025-05-07,USD,1.0,daily_fx_feed
2025-05-07,CAD,0.747118,daily_fx_feed
2025-05-07,MXN,0.05805,daily_fx_feed
2025-05-07,EUR,1.082463,daily_fx_feed
2025-05-07,CNY,0.140809,daily_fx_feed
2025-05-08,USD,1.0,daily_fx_feed
2025-05-08,CAD,0.740739,daily_fx_feed
2025-05-08,MXN,0.052367,daily_fx_feed
2025-05-08,EUR,1.073123,daily_fx_feed
2025-05-08,CNY,0.143306,daily_fx_feed
2025-05-09,USD,1.0,daily_fx_feed
2025-05-09,CAD,0.747231,daily_fx_feed
2025-05-09,MXN,0.05396,daily_fx_feed
2025-05-09,EUR,1.088031,daily_fx_feed
2025-05-09,CNY,0.149102,daily_fx_feed
2025-05-10,USD,1.0,daily_fx_feed
2025-05-10,CAD,0.732635,daily_fx_feed
2025-05-10,MXN,0.05865,daily_fx_feed
2025-05-10,EUR,1.070878,daily_fx_feed
2025-05-10,CNY,0.133084,daily_fx_feed
2025-05-11,USD,1.0,daily_fx_feed
2025-05-11,CAD,0.749618,daily_fx_feed
2025-05-11,MXN,0.066862,daily_fx_feed
2025-05-11,EUR,1.087763,daily_fx_feed
2025-05-11,CNY,0.137279,daily_fx_feed
2025-05-12,USD,1.0,daily_fx_feed
2025-05-12,CAD,0.742964,daily_fx_feed
2025-05-12,MXN,0.052891,daily_fx_feed
2025-05-12,EUR,1.084834,daily_fx_feed
2025-05-12,CNY,0.140379,daily_fx_feed
2025-05-13,USD,1.0,daily_fx_feed
2025-05-13,CAD,0.739818,daily_fx_feed
2025-05-13,MXN,0.064159,daily_fx_feed
2025-05-13,EUR,1.085427,daily_fx_feed
2025-05-13,CNY,0.142021,daily_fx_feed
2025-05-14,USD,1.0,daily_fx_feed
2025-05-14,CAD,0.74592,daily_fx_feed
2025-05-14,MXN,0.060338,daily_fx_feed
2025-05-14,EUR,1.085777,daily_fx_feed
2025-05-14,CNY,0.13732,daily_fx_feed
2025-05-15,USD,1.0,daily_fx_feed
2025-05-15,CAD,0.747047,daily_fx_feed
2025-05-15,MXN,0.065766,daily_fx_feed
2025-05-15,EUR,1.086645,daily_fx_feed
2025-05-15,CNY,0.148894,daily_fx_feed
2025-05-16,USD,1.0,daily_fx_feed
2025-05-16,CAD,0.739709,daily_fx_feed
2025-05-16,MXN,0.056128,daily_fx_feed
2025-05-16,EUR,1.073881,daily_fx_feed
2025-05-16,CNY,0.148205,daily_fx_feed
2025-05-17,USD,1.0,daily_fx_feed
2025-05-17,CAD,0.749517,daily_fx_feed
2025-05-17,MXN,0.049466,daily_fx_feed
2025-05-17,EUR,1.087933,daily_fx_feed
2025-05-17,CNY,0.146463,daily_fx_feed
2025-05-18,USD,1.0,daily_fx_feed
2025-05-18,CAD,0.735918,daily_fx_feed
2025-05-18,MXN,0.050743,daily_fx_feed
2025-05-18,EUR,1.082287,daily_fx_feed
2025-05-18,CNY,0.137641,daily_fx_feed
2025-05-19,USD,1.0,daily_fx_feed
2025-05-19,CAD,0.742564,daily_fx_feed
2025-05-19,MXN,0.058897,daily_fx_feed
2025-05-19,EUR,1.079006,daily_fx_feed
2025-05-19,CNY,0.142831,daily_fx_feed
2025-05-20,USD,1.0,daily_fx_feed
2025-05-20,CAD,0.737597,daily_fx_feed
2025-05-20,MXN,0.052568,daily_fx_feed
2025-05-20,EUR,1.08768,daily_fx_feed
2025-05-20,CNY,0.149541,daily_fx_feed
2025-05-21,USD,1.0,daily_fx_feed
2025-05-21,CAD,0.731526,daily_fx_feed
2025-05-21,MXN,0.052741,daily_fx_feed
2025-05-21,EUR,1.089734,daily_fx_feed
2025-05-21,CNY,0.138846,daily_fx_feed
2025-05-22,USD,1.0,daily_fx_feed
2025-05-22,CAD,0.735654,daily_fx_feed
2025-05-22,MXN,0.06729,daily_fx_feed
2025-05-22,EUR,1.073827,daily_fx_feed
2025-05-22,CNY,0.141596,daily_fx_feed
2025-05-23,USD,1.0,daily_fx_feed
2025-05-23,CAD,0.741793,daily_fx_feed
2025-05-23,MXN,0.066639,daily_fx_feed
2025-05-23,EUR,1.080718,daily_fx_feed
2025-05-23,CNY,0.133548,daily_fx_feed
2025-05-24,USD,1.0,daily_fx_feed
2025-05-24,CAD,0.730135,daily_fx_feed
2025-05-24,MXN,0.063763,daily_fx_feed
2025-05-24,EUR,1.072958,daily_fx_feed
2025-05-24,CNY,0.140556,daily_fx_feed
2025-05-25,USD,1.0,daily_fx_feed
2025-05-25,CAD,0.745229,daily_fx_feed
2025-05-25,MXN,0.057827,daily_fx_feed
2025-05-25,EUR,1.075241,daily_fx_feed
2025-05-25,CNY,0.13363,daily_fx_feed
2025-05-26,USD,1.0,daily_fx_feed
2025-05-26,CAD,0.741319,daily_fx_feed
2025-05-26,MXN,0.06643,daily_fx_feed
2025-05-26,EUR,1.085847,daily_fx_feed
2025-05-26,CNY,0.142209,daily_fx_feed
2025-05-27,USD,1.0,daily_fx_feed
2025-05-27,CAD,0.744342,daily_fx_feed
2025-05-27,MXN,0.063112,daily_fx_feed
2025-05-27,EUR,1.088952,daily_fx_feed
2025-05-27,CNY,0.136758,daily_fx_feed
2025-05-28,USD,1.0,daily_fx_feed
2025-05-28,CAD,0.734639,daily_fx_feed
2025-05-28,MXN,0.061311,daily_fx_feed
2025-05-28,EUR,1.077017,daily_fx_feed
2025-05-28,CNY,0.14368,daily_fx_feed
2025-05-29,USD,1.0,daily_fx_feed
2025-05-29,CAD,0.73934,daily_fx_feed
2025-05-29,MXN,0.058177,daily_fx_feed
2025-05-29,EUR,1.077174,daily_fx_feed
2025-05-29,CNY,0.145486,daily_fx_feed
2025-05-30,USD,1.0,daily_fx_feed
2025-05-30,CAD,0.735234,daily_fx_feed
2025-05-30,MXN,0.057738,daily_fx_feed
2025-05-30,EUR,1.074422,daily_fx_feed
2025-05-30,CNY,0.137247,daily_fx_feed
2025-05-31,USD,1.0,daily_fx_feed
2025-05-31,CAD,0.740154,daily_fx_feed
2025-05-31,MXN,0.055202,daily_fx_feed
2025-05-31,EUR,1.08914,daily_fx_feed
2025-05-31,CNY,0.143246,daily_fx_feed
2025-06-01,USD,1.0,daily_fx_feed
2025-06-01,CAD,0.739519,daily_fx_feed
2025-06-01,MXN,0.0666,daily_fx_feed
2025-06-01,EUR,1.089508,daily_fx_feed
2025-06-01,CNY,0.131353,daily_fx_feed
2025-06-02,USD,1.0,daily_fx_feed
2025-06-02,CAD,0.745991,daily_fx_feed
2025-06-02,MXN,0.057762,daily_fx_feed
2025-06-02,EUR,1.076828,daily_fx_feed
2025-06-02,CNY,0.147669,daily_fx_feed
2025-06-03,USD,1.0,daily_fx_feed
2025-06-03,CAD,0.747686,daily_fx_feed
2025-06-03,MXN,0.062699,daily_fx_feed
2025-06-03,EUR,1.08735,daily_fx_feed
2025-06-03,CNY,0.147069,daily_fx_feed
2025-06-04,USD,1.0,daily_fx_feed
2025-06-04,CAD,0.741226,daily_fx_feed
2025-06-04,MXN,0.055338,daily_fx_feed
2025-06-04,EUR,1.08518,daily_fx_feed
2025-06-04,CNY,0.134162,daily_fx_feed
2025-06-05,USD,1.0,daily_fx_feed
2025-06-05,CAD,0.73938,daily_fx_feed
2025-06-05,MXN,0.054483,daily_fx_feed
2025-06-05,EUR,1.077864,daily_fx_feed
2025-06-05,CNY,0.131122,daily_fx_feed
2025-06-06,USD,1.0,daily_fx_feed
2025-06-06,CAD,0.749612,daily_fx_feed
2025-06-06,MXN,0.060289,daily_fx_feed
2025-06-06,EUR,1.088892,daily_fx_feed
2025-06-06,CNY,0.14249,daily_fx_feed
2025-06-07,USD,1.0,daily_fx_feed
2025-06-07,CAD,0.740229,daily_fx_feed
2025-06-07,MXN,0.049901,daily_fx_feed
2025-06-07,EUR,1.070774,daily_fx_feed
2025-06-07,CNY,0.140291,daily_fx_feed
2025-06-08,USD,1.0,daily_fx_feed
2025-06-08,CAD,0.732268,daily_fx_feed
2025-06-08,MXN,0.05444,daily_fx_feed
2025-06-08,EUR,1.08336,daily_fx_feed
2025-06-08,CNY,0.131825,daily_fx_feed
2025-06-09,USD,1.0,daily_fx_feed
2025-06-09,CAD,0.734294,daily_fx_feed
2025-06-09,MXN,0.050657,daily_fx_feed
2025-06-09,EUR,1.07127,daily_fx_feed
2025-06-09,CNY,0.141236,daily_fx_feed
2025-06-10,USD,1.0,daily_fx_feed
2025-06-10,CAD,0.738289,daily_fx_feed
2025-06-10,MXN,0.055482,daily_fx_feed
2025-06-10,EUR,1.074743,daily_fx_feed
2025-06-10,CNY,0.147192,daily_fx_feed
2025-06-11,USD,1.0,daily_fx_feed
2025-06-11,CAD,0.738463,daily_fx_feed
2025-06-11,MXN,0.050371,daily_fx_feed
2025-06-11,EUR,1.071321,daily_fx_feed
2025-06-11,CNY,0.138025,daily_fx_feed
2025-06-12,USD,1.0,daily_fx_feed
2025-06-12,CAD,0.747178,daily_fx_feed
2025-06-12,MXN,0.049221,daily_fx_feed
2025-06-12,EUR,1.07499,daily_fx_feed
2025-06-12,CNY,0.137486,daily_fx_feed
2025-06-13,USD,1.0,daily_fx_feed
2025-06-13,CAD,0.735583,daily_fx_feed
2025-06-13,MXN,0.053096,daily_fx_feed
2025-06-13,EUR,1.070179,daily_fx_feed
2025-06-13,CNY,0.133303,daily_fx_feed
2025-06-14,USD,1.0,daily_fx_feed
2025-06-14,CAD,0.732317,daily_fx_feed
2025-06-14,MXN,0.06159,daily_fx_feed
2025-06-14,EUR,1.072075,daily_fx_feed
2025-06-14,CNY,0.136597,daily_fx_feed
2025-06-15,USD,1.0,daily_fx_feed
2025-06-15,CAD,0.745563,daily_fx_feed
2025-06-15,MXN,0.059955,daily_fx_feed
2025-06-15,EUR,1.084866,daily_fx_feed
2025-06-15,CNY,0.135376,daily_fx_feed
2025-06-16,USD,1.0,daily_fx_feed
2025-06-16,CAD,0.748325,daily_fx_feed
2025-06-16,MXN,0.062214,daily_fx_feed
2025-06-16,EUR,1.072796,daily_fx_feed
2025-06-16,CNY,0.142147,daily_fx_feed
2025-06-17,USD,1.0,daily_fx_feed
2025-06-17,CAD,0.749546,daily_fx_feed
2025-06-17,MXN,0.059597,daily_fx_feed
2025-06-17,EUR,1.087168,daily_fx_feed
2025-06-17,CNY,0.138902,daily_fx_feed
2025-06-18,USD,1.0,daily_fx_feed
2025-06-18,CAD,0.747068,daily_fx_feed
2025-06-18,MXN,0.056299,daily_fx_feed
2025-06-18,EUR,1.087889,daily_fx_feed
2025-06-18,CNY,0.149849,daily_fx_feed
2025-06-19,USD,1.0,daily_fx_feed
2025-06-19,CAD,0.747871,daily_fx_feed
2025-06-19,MXN,0.053761,daily_fx_feed
2025-06-19,EUR,1.080972,daily_fx_feed
2025-06-19,CNY,0.137895,daily_fx_feed
2025-06-20,USD,1.0,daily_fx_feed
2025-06-20,CAD,0.732953,daily_fx_feed
2025-06-20,MXN,0.059167,daily_fx_feed
2025-06-20,EUR,1.088417,daily_fx_feed
2025-06-20,CNY,0.133433,daily_fx_feed
2025-06-21,USD,1.0,daily_fx_feed
2025-06-21,CAD,0.735305,daily_fx_feed
2025-06-21,MXN,0.051686,daily_fx_feed
2025-06-21,EUR,1.07874,daily_fx_feed
2025-06-21,CNY,0.138685,daily_fx_feed
2025-06-22,USD,1.0,daily_fx_feed
2025-06-22,CAD,0.744906,daily_fx_feed
2025-06-22,MXN,0.064842,daily_fx_feed
2025-06-22,EUR,1.071886,daily_fx_feed
2025-06-22,CNY,0.142112,daily_fx_feed
2025-06-23,USD,1.0,daily_fx_feed
2025-06-23,CAD,0.748946,daily_fx_feed
2025-06-23,MXN,0.062845,daily_fx_feed
2025-06-23,EUR,1.071556,daily_fx_feed
2025-06-23,CNY,0.139182,daily_fx_feed
2025-06-24,USD,1.0,daily_fx_feed
2025-06-24,CAD,0.74258,daily_fx_feed
2025-06-24,MXN,0.066444,daily_fx_feed
2025-06-24,EUR,1.085431,daily_fx_feed
2025-06-24,CNY,0.132764,daily_fx_feed
2025-06-25,USD,1.0,daily_fx_feed
2025-06-25,CAD,0.747113,daily_fx_feed
2025-06-25,MXN,0.055175,daily_fx_feed
2025-06-25,EUR,1.080739,daily_fx_feed
2025-06-25,CNY,0.148584,daily_fx_feed
2025-06-26,USD,1.0,daily_fx_feed
2025-06-26,CAD,0.744204,daily_fx_feed
2025-06-26,MXN,0.04809,daily_fx_feed
2025-06-26,EUR,1.074356,daily_fx_feed
2025-06-26,CNY,0.131925,daily_fx_feed
2025-06-27,USD,1.0,daily_fx_feed
2025-06-27,CAD,0.733415,daily_fx_feed
2025-06-27,MXN,0.055663,daily_fx_feed
2025-06-27,EUR,1.082262,daily_fx_feed
2025-06-27,CNY,0.139351,daily_fx_feed
2025-06-28,USD,1.0,daily_fx_feed
2025-06-28,CAD,0.738296,daily_fx_feed
2025-06-28,MXN,0.063723,daily_fx_feed
2025-06-28,EUR,1.07127,daily_fx_feed
2025-06-28,CNY,0.13188,daily_fx_feed
2025-06-29,USD,1.0,daily_fx_feed
2025-06-29,CAD,0.737326,daily_fx_feed
2025-06-29,MXN,0.06133,daily_fx_feed
2025-06-29,EUR,1.079598,daily_fx_feed
2025-06-29,CNY,0.138663,daily_fx_feed
2025-06-30,USD,1.0,daily_fx_feed
2025-06-30,CAD,0.737612,daily_fx_feed
2025-06-30,MXN,0.060839,daily_fx_feed
2025-06-30,EUR,1.084918,daily_fx_feed
2025-06-30,CNY,0.149246,daily_fx_feed
2025-07-01,USD,1.0,daily_fx_feed
2025-07-01,CAD,0.738088,daily_fx_feed
2025-07-01,MXN,0.060261,daily_fx_feed
2025-07-01,EUR,1.088422,daily_fx_feed
2025-07-01,CNY,0.132836,daily_fx_feed
2025-07-02,USD,1.0,daily_fx_feed
2025-07-02,CAD,0.746388,daily_fx_feed
2025-07-02,MXN,0.064421,daily_fx_feed
2025-07-02,EUR,1.085282,daily_fx_feed
2025-07-02,CNY,0.142601,daily_fx_feed
2025-07-03,USD,1.0,daily_fx_feed
2025-07-03,CAD,0.732325,daily_fx_feed
2025-07-03,MXN,0.052697,daily_fx_feed
2025-07-03,EUR,1.088055,daily_fx_feed
2025-07-03,CNY,0.146559,daily_fx_feed
2025-07-04,USD,1.0,daily_fx_feed
2025-07-04,CAD,0.736394,daily_fx_feed
2025-07-04,MXN,0.056696,daily_fx_feed
2025-07-04,EUR,1.075842,daily_fx_feed
2025-07-04,CNY,0.136664,daily_fx_feed
2025-07-05,USD,1.0,daily_fx_feed
2025-07-05,CAD,0.744915,daily_fx_feed
2025-07-05,MXN,0.067646,daily_fx_feed
2025-07-05,EUR,1.072597,daily_fx_feed
2025-07-05,CNY,0.132898,daily_fx_feed
2025-07-06,USD,1.0,daily_fx_feed
2025-07-06,CAD,0.743188,daily_fx_feed
2025-07-06,MXN,0.057628,daily_fx_feed
2025-07-06,EUR,1.087476,daily_fx_feed
2025-07-06,CNY,0.140855,daily_fx_feed
2025-07-07,USD,1.0,daily_fx_feed
2025-07-07,CAD,0.736585,daily_fx_feed
2025-07-07,MXN,0.048893,daily_fx_feed
2025-07-07,EUR,1.081881,daily_fx_feed
2025-07-07,CNY,0.130614,daily_fx_feed
2025-07-08,USD,1.0,daily_fx_feed
2025-07-08,CAD,0.747139,daily_fx_feed
2025-07-08,MXN,0.061088,daily_fx_feed
2025-07-08,EUR,1.074925,daily_fx_feed
2025-07-08,CNY,0.146458,daily_fx_feed
2025-07-09,USD,1.0,daily_fx_feed
2025-07-09,CAD,0.742898,daily_fx_feed
2025-07-09,MXN,0.051679,daily_fx_feed
2025-07-09,EUR,1.073699,daily_fx_feed
2025-07-09,CNY,0.149767,daily_fx_feed
2025-07-10,USD,1.0,daily_fx_feed
2025-07-10,CAD,0.732776,daily_fx_feed
2025-07-10,MXN,0.061452,daily_fx_feed
2025-07-10,EUR,1.077973,daily_fx_feed
2025-07-10,CNY,0.135705,daily_fx_feed
2025-07-11,USD,1.0,daily_fx_feed
2025-07-11,CAD,0.746514,daily_fx_feed
2025-07-11,MXN,0.049808,daily_fx_feed
2025-07-11,EUR,1.084248,daily_fx_feed
2025-07-11,CNY,0.146605,daily_fx_feed
2025-07-12,USD,1.0,daily_fx_feed
2025-07-12,CAD,0.740772,daily_fx_feed
2025-07-12,MXN,0.061996,daily_fx_feed
2025-07-12,EUR,1.078139,daily_fx_feed
2025-07-12,CNY,0.148199,daily_fx_feed
2025-07-13,USD,1.0,daily_fx_feed
2025-07-13,CAD,0.745505,daily_fx_feed
2025-07-13,MXN,0.063213,daily_fx_feed
2025-07-13,EUR,1.080692,daily_fx_feed
2025-07-13,CNY,0.137448,daily_fx_feed
2025-07-14,USD,1.0,daily_fx_feed
2025-07-14,CAD,0.741865,daily_fx_feed
2025-07-14,MXN,0.055228,daily_fx_feed
2025-07-14,EUR,1.081836,daily_fx_feed
2025-07-14,CNY,0.135041,daily_fx_feed
2025-07-15,USD,1.0,daily_fx_feed
2025-07-15,CAD,0.738661,daily_fx_feed
2025-07-15,MXN,0.06756,daily_fx_feed
2025-07-15,EUR,1.071975,daily_fx_feed
2025-07-15,CNY,0.134711,daily_fx_feed
2025-07-16,USD,1.0,daily_fx_feed
2025-07-16,CAD,0.731697,daily_fx_feed
2025-07-16,MXN,0.04806,daily_fx_feed
2025-07-16,EUR,1.077191,daily_fx_feed
2025-07-16,CNY,0.133699,daily_fx_feed
2025-07-17,USD,1.0,daily_fx_feed
2025-07-17,CAD,0.734697,daily_fx_feed
2025-07-17,MXN,0.067365,daily_fx_feed
2025-07-17,EUR,1.083337,daily_fx_feed
2025-07-17,CNY,0.14174,daily_fx_feed
2025-07-18,USD,1.0,daily_fx_feed
2025-07-18,CAD,0.745675,daily_fx_feed
2025-07-18,MXN,0.054344,daily_fx_feed
2025-07-18,EUR,1.082068,daily_fx_feed
2025-07-18,CNY,0.141469,daily_fx_feed
2025-07-19,USD,1.0,daily_fx_feed
2025-07-19,CAD,0.74326,daily_fx_feed
2025-07-19,MXN,0.064776,daily_fx_feed
2025-07-19,EUR,1.086831,daily_fx_feed
2025-07-19,CNY,0.132756,daily_fx_feed
2025-07-20,USD,1.0,daily_fx_feed
2025-07-20,CAD,0.735167,daily_fx_feed
2025-07-20,MXN,0.051771,daily_fx_feed
2025-07-20,EUR,1.07871,daily_fx_feed
2025-07-20,CNY,0.149121,daily_fx_feed
2025-07-21,USD,1.0,daily_fx_feed
2025-07-21,CAD,0.74623,daily_fx_feed
2025-07-21,MXN,0.055001,daily_fx_feed
2025-07-21,EUR,1.079142,daily_fx_feed
2025-07-21,CNY,0.131807,daily_fx_feed
2025-07-22,USD,1.0,daily_fx_feed
2025-07-22,CAD,0.732835,daily_fx_feed
2025-07-22,MXN,0.055354,daily_fx_feed
2025-07-22,EUR,1.089381,daily_fx_feed
2025-07-22,CNY,0.1378,daily_fx_feed
2025-07-23,USD,1.0,daily_fx_feed
2025-07-23,CAD,0.748936,daily_fx_feed
2025-07-23,MXN,0.065045,daily_fx_feed
2025-07-23,EUR,1.079553,daily_fx_feed
2025-07-23,CNY,0.145451,daily_fx_feed
2025-07-24,USD,1.0,daily_fx_feed
2025-07-24,CAD,0.736778,daily_fx_feed
2025-07-24,MXN,0.06564,daily_fx_feed
2025-07-24,EUR,1.089153,daily_fx_feed
2025-07-24,CNY,0.146598,daily_fx_feed
2025-07-25,USD,1.0,daily_fx_feed
2025-07-25,CAD,0.743014,daily_fx_feed
2025-07-25,MXN,0.053547,daily_fx_feed
2025-07-25,EUR,1.074529,daily_fx_feed
2025-07-25,CNY,0.140194,daily_fx_feed
2025-07-26,USD,1.0,daily_fx_feed
2025-07-26,CAD,0.74863,daily_fx_feed
2025-07-26,MXN,0.063636,daily_fx_feed
2025-07-26,EUR,1.087434,daily_fx_feed
2025-07-26,CNY,0.137214,daily_fx_feed
2025-07-27,USD,1.0,daily_fx_feed
2025-07-27,CAD,0.741013,daily_fx_feed
2025-07-27,MXN,0.059899,daily_fx_feed
2025-07-27,EUR,1.081901,daily_fx_feed
2025-07-27,CNY,0.140269,daily_fx_feed
2025-07-28,USD,1.0,daily_fx_feed
2025-07-28,CAD,0.742108,daily_fx_feed
2025-07-28,MXN,0.061063,daily_fx_feed
2025-07-28,EUR,1.081532,daily_fx_feed
2025-07-28,CNY,0.146723,daily_fx_feed
2025-07-29,USD,1.0,daily_fx_feed
2025-07-29,CAD,0.743656,daily_fx_feed
2025-07-29,MXN,0.055611,daily_fx_feed
2025-07-29,EUR,1.070119,daily_fx_feed
2025-07-29,CNY,0.142469,daily_fx_feed
2025-07-30,USD,1.0,daily_fx_feed
2025-07-30,CAD,0.738057,daily_fx_feed
2025-07-30,MXN,0.066702,daily_fx_feed
2025-07-30,EUR,1.075069,daily_fx_feed
2025-07-30,CNY,0.147235,daily_fx_feed
2025-07-31,USD,1.0,daily_fx_feed
2025-07-31,CAD,0.743653,daily_fx_feed
2025-07-31,MXN,0.065248,daily_fx_feed
2025-07-31,EUR,1.073084,daily_fx_feed
2025-07-31,CNY,0.130352,daily_fx_feed
2025-08-01,USD,1.0,daily_fx_feed
2025-08-01,CAD,0.744252,daily_fx_feed
2025-08-01,MXN,0.056898,daily_fx_feed
2025-08-01,EUR,1.071313,daily_fx_feed
2025-08-01,CNY,0.14617,daily_fx_feed
2025-08-02,USD,1.0,daily_fx_feed
2025-08-02,CAD,0.749554,daily_fx_feed
2025-08-02,MXN,0.061223,daily_fx_feed
2025-08-02,EUR,1.084625,daily_fx_feed
2025-08-02,CNY,0.140995,daily_fx_feed
2025-08-03,USD,1.0,daily_fx_feed
2025-08-03,CAD,0.739353,daily_fx_feed
2025-08-03,MXN,0.052833,daily_fx_feed
2025-08-03,EUR,1.08216,daily_fx_feed
2025-08-03,CNY,0.137294,daily_fx_feed
2025-08-04,USD,1.0,daily_fx_feed
2025-08-04,CAD,0.733761,daily_fx_feed
2025-08-04,MXN,0.067259,daily_fx_feed
2025-08-04,EUR,1.077255,daily_fx_feed
2025-08-04,CNY,0.130441,daily_fx_feed
2025-08-05,USD,1.0,daily_fx_feed
2025-08-05,CAD,0.748762,daily_fx_feed
2025-08-05,MXN,0.062041,daily_fx_feed
2025-08-05,EUR,1.073878,daily_fx_feed
2025-08-05,CNY,0.138815,daily_fx_feed
2025-08-06,USD,1.0,daily_fx_feed
2025-08-06,CAD,0.742948,daily_fx_feed
2025-08-06,MXN,0.056287,daily_fx_feed
2025-08-06,EUR,1.075029,daily_fx_feed
2025-08-06,CNY,0.149779,daily_fx_feed
2025-08-07,USD,1.0,daily_fx_feed
2025-08-07,CAD,0.738829,daily_fx_feed
2025-08-07,MXN,0.054561,daily_fx_feed
2025-08-07,EUR,1.087813,daily_fx_feed
2025-08-07,CNY,0.137618,daily_fx_feed
2025-08-08,USD,1.0,daily_fx_feed
2025-08-08,CAD,0.736973,daily_fx_feed
2025-08-08,MXN,0.063953,daily_fx_feed
2025-08-08,EUR,1.081358,daily_fx_feed
2025-08-08,CNY,0.143597,daily_fx_feed
2025-08-09,USD,1.0,daily_fx_feed
2025-08-09,CAD,0.730063,daily_fx_feed
2025-08-09,MXN,0.050507,daily_fx_feed
2025-08-09,EUR,1.08589,daily_fx_feed
2025-08-09,CNY,0.148263,daily_fx_feed
2025-08-10,USD,1.0,daily_fx_feed
2025-08-10,CAD,0.735584,daily_fx_feed
2025-08-10,MXN,0.050651,daily_fx_feed
2025-08-10,EUR,1.078016,daily_fx_feed
2025-08-10,CNY,0.137878,daily_fx_feed
2025-08-11,USD,1.0,daily_fx_feed
2025-08-11,CAD,0.746674,daily_fx_feed
2025-08-11,MXN,0.050429,daily_fx_feed
2025-08-11,EUR,1.086109,daily_fx_feed
2025-08-11,CNY,0.134297,daily_fx_feed
2025-08-12,USD,1.0,daily_fx_feed
2025-08-12,CAD,0.731802,daily_fx_feed
2025-08-12,MXN,0.061622,daily_fx_feed
2025-08-12,EUR,1.08219,daily_fx_feed
2025-08-12,CNY,0.141515,daily_fx_feed
2025-08-13,USD,1.0,daily_fx_feed
2025-08-13,CAD,0.741095,daily_fx_feed
2025-08-13,MXN,0.048898,daily_fx_feed
2025-08-13,EUR,1.087424,daily_fx_feed
2025-08-13,CNY,0.136666,daily_fx_feed
2025-08-14,USD,1.0,daily_fx_feed
2025-08-14,CAD,0.731329,daily_fx_feed
2025-08-14,MXN,0.065533,daily_fx_feed
2025-08-14,EUR,1.076453,daily_fx_feed
2025-08-14,CNY,0.132754,daily_fx_feed
2025-08-15,USD,1.0,daily_fx_feed
2025-08-15,CAD,0.747064,daily_fx_feed
2025-08-15,MXN,0.067087,daily_fx_feed
2025-08-15,EUR,1.084477,daily_fx_feed
2025-08-15,CNY,0.142858,daily_fx_feed
