receipt_id,po_id,warehouse_id,receipt_date,receipt_status,inspection_status,source_system
RCV00000425,PO00000617,WH0006,2026-04-11,Received,Pending,wms
RCV00000426,PO00000204,WH0007,,Rejected,Passed,wms
RCV00000427,PO00000025,WH0008,,Partial,Failed,wms
RCV00000428,PO00000019,WH0011,,Received,Passed,wms
RCV00000429,PO00000446,WH0022,,Received,Pending,wms
RCV00000430,PO00000378,WH0022,2026-02-28,Received,Failed,wms
RCV00000431,PO00000130,WH0015,2026-02-10,Rejected,Failed,wms
RCV00000432,PO00000690,WH0012,2026-03-14,Partial,Pending,wms
RCV00000433,PO00000740,WH0018,2026-01-29,Partial,Failed,wms
RCV00000434,PO00000618,WH0003,2026-06-17,Partial,Passed,wms
RCV00000435,PO00000620,WH0002,2026-05-21,Received,Failed,wms
RCV00000436,PO00000042,WH0004,2026-01-14,Received,Passed,wms
RCV00000437,PO00000601,WH0016,,Rejected,Passed,wms
RCV00000438,PO00000081,WH0001,2026-02-24,Received,Failed,wms
RCV00000439,PO00000709,WH0010,2026-04-26,Rejected,Passed,wms
RCV00000440,PO00000291,WH0016,,Received,Failed,wms
RCV00000441,PO00000624,WH0019,2026-06-18,Rejected,Pending,wms
RCV00000442,PO00000415,WH0022,,Received,Passed,wms
RCV00000443,PO00000326,WH0015,,Partial,Pending,wms
RCV00000444,PO00000573,WH0025,,Partial,Passed,wms
RCV00000445,PO00000455,WH0003,2025-12-20,Rejected,Passed,wms
RCV00000446,PO00000262,WH0001,,Partial,Failed,wms
RCV00000447,PO00000016,WH0010,,Rejected,Passed,wms
RCV00000448,PO00000769,WH0023,2026-04-24,Rejected,Passed,wms
RCV00000449,PO00000663,WH0002,,Received,Passed,wms
RCV00000450,PO00000167,WH0003,2026-01-09,Received,Passed,wms
RCV00000451,PO00000430,WH0011,,Received,Passed,wms
RCV00000452,PO00000106,WH0023,2026-05-21,Received,Pending,wms
RCV00000453,PO00000315,WH0007,2026-01-16,Partial,Failed,wms
RCV00000454,PO00000278,WH0013,,Received,Passed,wms
RCV00000455,PO00000481,WH0020,,Partial,Passed,wms
RCV00000456,PO00000366,WH0007,2026-01-13,Received,Passed,wms
RCV00000457,PO00000719,WH0007,2026-03-18,Received,Failed,wms
RCV00000458,PO00000079,WH0019,2026-06-08,Rejected,Failed,wms
RCV00000459,PO00000693,WH0014,2026-04-11,Received,Passed,wms
RCV00000460,PO00000189,WH0020,,Rejected,Pending,wms
RCV00000461,PO00000303,WH0003,,Partial,Pending,wms
RCV00000462,PO00000364,WH0013,2026-03-11,Received,Passed,wms
RCV00000463,PO00000705,WH0002,,Received,Failed,wms
RCV00000464,PO00000376,WH0017,,Rejected,Pending,wms
RCV00000465,PO00000335,WH0018,,Received,Failed,wms
RCV00000466,PO00000040,WH0020,2026-01-08,Received,Failed,wms
RCV00000467,PO00000359,WH0009,2026-01-03,Partial,Pending,wms
RCV00000468,PO00000549,WH0018,2026-02-04,Received,Pending,wms
RCV00000469,PO00000680,WH0014,2026-01-19,Received,Pending,wms
RCV00000470,PO00000501,WH0025,,Received,Pending,wms
RCV00000471,PO00000157,WH0002,2026-05-02,Received,Passed,wms
RCV00000472,PO00000795,WH0014,,Partial,Failed,wms
RCV00000473,PO00000158,WH0019,2026-01-28,Received,Pending,wms
RCV00000474,PO00000528,WH0024,,Rejected,Passed,wms
RCV00000475,PO00000152,WH0013,2026-01-26,Partial,Failed,wms
RCV00000476,PO00000569,WH0017,,Rejected,Pending,wms
RCV00000477,PO00000178,WH0005,2026-04-11,Received,Passed,wms
RCV00000478,PO00000256,WH0010,2026-04-02,Received,Passed,wms
RCV00000479,PO00000602,WH0023,2026-02-23,Received,Failed,wms
RCV00000480,PO00000666,WH0009,2025-12-25,Partial,Passed,wms
RCV00000481,PO00000717,WH0020,,Rejected,Failed,wms
RCV00000482,PO00000777,WH0009,2026-02-11,Received,Passed,wms
RCV00000483,PO00000644,WH0004,2026-05-03,Received,Failed,wms
RCV00000484,PO00000083,WH0004,2026-05-17,Rejected,Passed,wms
RCV00000485,PO00000688,WH0024,,Partial,Passed,wms
RCV00000486,PO00000122,WH0005,2026-03-16,Rejected,Failed,wms
RCV00000487,PO00000290,WH0013,2026-02-02,Rejected,Passed,wms
RCV00000488,PO00000759,WH0009,2026-05-25,Rejected,Passed,wms
RCV00000489,PO00000713,WH0007,,Received,Passed,wms
RCV00000490,PO00000757,WH0006,2026-06-08,Rejected,Passed,wms
RCV00000491,PO00000466,WH0014,,Received,Passed,wms
RCV00000492,PO00000328,WH0020,2026-04-14,Rejected,Failed,wms
RCV00000493,PO00000229,WH0008,2026-06-01,Partial,Passed,wms
RCV00000494,PO00000067,WH0023,,Received,Passed,wms
RCV00000495,PO00000478,WH0017,2026-06-02,Rejected,Pending,wms
RCV00000496,PO00000739,WH0022,,Received,Pending,wms
RCV00000497,PO00000646,WH0006,2026-04-05,Rejected,Failed,wms
RCV00000498,PO00000407,WH0001,,Rejected,Passed,wms
RCV00000499,PO00000723,WH0013,2026-03-06,Partial,Pending,wms
RCV00000500,PO00000445,WH0022,,Partial,Passed,wms
RCV00000501,PO00000785,WH0017,2026-01-18,Partial,Passed,wms
RCV00000502,PO00000372,WH0013,,Received,Failed,wms
RCV00000503,PO00000730,WH0015,,Received,Failed,wms
RCV00000504,PO00000041,WH0011,2026-04-01,Rejected,Passed,wms
RCV00000505,PO00000047,WH0003,,Rejected,Failed,wms
RCV00000506,PO00000596,WH0003,2026-05-07,Rejected,Passed,wms
RCV00000507,PO00000722,WH0016,2026-06-07,Received,Failed,wms
RCV00000508,PO00000183,WH0007,,Rejected,Passed,wms
RCV00000509,PO00000742,WH0009,,Received,Pending,wms
RCV00000510,PO00000220,WH0006,,Partial,Passed,wms
RCV00000511,PO00000377,WH0009,,Partial,Failed,wms
RCV00000512,PO00000736,WH0009,2026-05-30,Rejected,Failed,wms
RCV00000513,PO00000289,WH0007,2026-03-26,Received,Passed,wms
RCV00000514,PO00000166,WH0017,2026-04-27,Received,Failed,wms
RCV00000515,PO00000449,WH0003,2026-05-01,Received,Passed,wms
RCV00000516,PO00000482,WH0016,2026-02-05,Received,Passed,wms
RCV00000517,PO00000196,WH0021,2026-04-17,Partial,Passed,wms
RCV00000518,PO00000266,WH0014,2026-05-26,Received,Pending,wms
RCV00000519,PO00000339,WH0012,,Received,Failed,wms
RCV00000520,PO00000300,WH0019,2026-02-10,Partial,Passed,wms
RCV00000521,PO00000237,WH0009,,Received,Pending,wms
RCV00000522,PO00000600,WH0008,,Received,Passed,wms
RCV00000523,PO00000254,WH0006,,Received,Passed,wms
RCV00000524,PO00000773,WH0011,,Received,Failed,wms
RCV00000525,PO00000386,WH0011,,Received,Failed,wms
RCV00000526,PO00000474,WH0024,,Received,Failed,wms
RCV00000527,PO00000649,WH0003,2026-01-07,Received,Passed,wms
RCV00000528,PO00000749,WH0014,2026-05-02,Rejected,Passed,wms
RCV00000529,PO00000511,WH0016,2026-04-04,Received,Failed,wms
RCV00000530,PO00000735,WH0018,2026-02-26,Partial,Passed,wms
RCV00000531,PO00000001,WH0010,,Partial,Passed,wms
RCV00000532,PO00000180,WH0021,2026-05-12,Rejected,Failed,wms
RCV00000533,PO00000767,WH0012,2026-06-04,Partial,Passed,wms
RCV00000534,PO00000088,WH0015,2026-05-24,Received,Passed,wms
RCV00000535,PO00000036,WH0004,,Received,Passed,wms
RCV00000536,PO00000230,WH0008,,Rejected,Failed,wms
RCV00000537,PO00000147,WH0020,2026-01-18,Rejected,Pending,wms
RCV00000538,PO00000089,WH0022,,Partial,Pending,wms
RCV00000539,PO00000622,WH0002,,Partial,Failed,wms
RCV00000540,PO00000662,WH0009,,Received,Pending,wms
RCV00000541,PO00000113,WH0015,2026-04-27,Received,Passed,wms
RCV00000542,PO00000632,WH0018,2026-04-01,Partial,Pending,wms
RCV00000543,PO00000331,WH0017,,Received,Passed,wms
RCV00000544,PO00000245,WH0006,2026-02-22,Rejected,Failed,wms
RCV00000545,PO00000076,WH0021,,Received,Failed,wms
RCV00000546,PO00000595,WH0020,,Partial,Pending,wms
RCV00000547,PO00000176,WH0011,2026-06-02,Partial,Passed,wms
RCV00000548,PO00000553,WH0018,2026-04-20,Received,Failed,wms
RCV00000549,PO00000202,WH0001,2026-05-06,Partial,Passed,wms
RCV00000550,PO00000797,WH0017,,Received,Pending,wms
RCV00000551,PO00000210,WH0021,,Received,Failed,wms
RCV00000552,PO00000697,WH0001,2026-01-27,Partial,Failed,wms
RCV00000553,PO00000343,WH0015,2026-03-15,Received,Passed,wms
RCV00000554,PO00000155,WH0023,2026-03-17,Received,Pending,wms
RCV00000555,PO00000070,WH0007,2026-04-13,Received,Passed,wms
RCV00000556,PO00000638,WH0008,2026-02-14,Received,Pending,wms
RCV00000557,PO00000467,WH0007,,Received,Passed,wms
RCV00000558,PO00000222,WH0007,2026-05-14,Rejected,Failed,wms
RCV00000559,PO00000136,WH0016,,Partial,Pending,wms
RCV00000560,PO00000783,WH0016,2026-05-20,Partial,Passed,wms
RCV00000561,PO00000117,WH0024,,Partial,Pending,wms
RCV00000562,PO00000156,WH0022,,Rejected,Passed,wms
RCV00000563,PO00000459,WH0017,2026-01-25,Received,Passed,wms
RCV00000564,PO00000799,WH0016,2026-04-19,Received,Pending,wms
RCV00000565,PO00000269,WH0005,,Received,Failed,wms
RCV00000566,PO00000221,WH0001,2026-03-23,Received,Passed,wms
RCV00000567,PO00000513,WH0012,,Rejected,Failed,wms
RCV00000568,PO00000379,WH0003,2026-04-14,Rejected,Passed,wms
RCV00000569,PO00000551,WH0001,2026-03-19,Received,Pending,wms
RCV00000570,PO00000720,WH0017,2026-05-11,Received,Pending,wms
RCV00000571,PO00000714,WH0006,2026-02-18,Partial,Passed,wms
RCV00000572,PO00000542,WH0004,2026-02-20,Rejected,Pending,wms
RCV00000573,PO00000708,WH0005,2026-03-26,Received,Failed,wms
RCV00000574,PO00000249,WH0007,2026-04-24,Rejected,Passed,wms
RCV00000575,PO00000436,WH0008,,Received,Passed,wms
RCV00000576,PO00000198,WH0025,2026-01-07,Received,Failed,wms
RCV00000577,PO00000297,WH0021,,Received,Passed,wms
RCV00000578,PO00000684,WH0022,2026-01-23,Received,Passed,wms
RCV00000579,PO00000568,WH0017,2026-04-26,Received,Pending,wms
RCV00000580,PO00000701,WH0004,2026-04-16,Received,Pending,wms
RCV00000581,PO00000650,WH0002,2026-02-18,Partial,Pending,wms
RCV00000582,PO00000058,WH0016,2026-04-22,Rejected,Pending,wms
RCV00000583,PO00000264,WH0021,,Received,Passed,wms
RCV00000584,PO00000163,WH0025,2026-01-17,Received,Pending,wms
RCV00000585,PO00000558,WH0003,,Rejected,Failed,wms
RCV00000586,PO00000643,WH0025,2026-01-12,Rejected,Passed,wms
RCV00000587,PO00000327,WH0007,,Partial,Failed,wms
RCV00000588,PO00000150,WH0023,2026-01-24,Rejected,Passed,wms
RCV00000589,PO00000200,WH0013,2026-02-03,Partial,Pending,wms
RCV00000590,PO00000018,WH0015,,Received,Pending,wms
RCV00000591,PO00000418,WH0003,,Partial,Failed,wms
RCV00000592,PO00000725,WH0024,,Received,Failed,wms
RCV00000593,PO00000384,WH0016,,Partial,Failed,wms
RCV00000594,PO00000127,WH0014,,Received,Pending,wms
RCV00000595,PO00000788,WH0025,2026-05-19,Received,Passed,wms
RCV00000596,PO00000610,WH0008,2026-05-18,Received,Failed,wms
RCV00000597,PO00000606,WH0014,2026-04-09,Received,Passed,wms
RCV00000598,PO00000185,WH0015,,Rejected,Passed,wms
RCV00000599,PO00000134,WH0008,2026-03-19,Received,Pending,wms
RCV00000600,PO00000441,WH0022,2026-04-25,Rejected,Passed,wms
RCV00000601,PO00000160,WH0015,2026-01-10,Partial,Failed,wms
RCV00000602,PO00000375,WH0025,,Received,Pending,wms
RCV00000603,PO00000634,WH0008,2026-03-20,Rejected,Failed,wms
RCV00000604,PO00000574,WH0001,,Partial,Pending,wms
RCV00000605,PO00000679,WH0002,2026-02-25,Received,Passed,wms
RCV00000606,PO00000280,WH0010,,Partial,Failed,wms
RCV00000607,PO00000360,WH0003,,Received,Pending,wms
RCV00000608,PO00000656,WH0010,2026-02-27,Received,Passed,wms
RCV00000609,PO00000356,WH0005,,Partial,Passed,wms
RCV00000610,PO00000023,WH0025,,Received,Passed,wms
RCV00000611,PO00000534,WH0011,,Rejected,Failed,wms
RCV00000612,PO00000625,WH0007,,Rejected,Passed,wms
RCV00000613,PO00000563,WH0003,2026-04-28,Partial,Pending,wms
RCV00000614,PO00000496,WH0023,2026-01-26,Received,Passed,wms
RCV00000615,PO00000664,WH0012,,Received,Pending,wms
RCV00000616,PO00000454,WH0021,2026-03-23,Partial,Passed,wms
RCV00000617,PO00000547,WH0025,,Rejected,Pending,wms
RCV00000618,PO00000398,WH0020,,Partial,Pending,wms
RCV00000619,PO00000774,WH0015,2026-03-06,Rejected,Passed,wms
RCV00000620,PO00000615,WH0014,,Rejected,Passed,wms
RCV00000621,PO00000332,WH0016,,Rejected,Passed,wms
RCV00000622,PO00000253,WH0025,,Received,Passed,wms
RCV00000623,PO00000338,WH0016,2026-01-01,Partial,Pending,wms
RCV00000624,PO00000195,WH0010,2026-03-28,Received,Failed,wms
RCV00000625,PO00000238,WH0015,,Received,Failed,wms
RCV00000626,PO00000559,WH0023,2026-02-22,Partial,Failed,wms
RCV00000627,PO00000087,WH0006,2025-12-26,Partial,Passed,wms
RCV00000628,PO00000161,WH0001,2026-03-09,Received,Failed,wms
RCV00000629,PO00000030,WH0003,2026-04-29,Received,Passed,wms
RCV00000630,PO00000244,WH0005,2025-12-13,Received,Pending,wms
RCV00000631,PO00000330,WH0013,2026-04-01,Partial,Pending,wms
RCV00000632,PO00000369,WH0002,2026-01-10,Partial,Pending,wms
RCV00000633,PO00000702,WH0017,2026-02-19,Received,Pending,wms
RCV00000634,PO00000333,WH0003,,Partial,Pending,wms
RCV00000635,PO00000173,WH0002,,Received,Passed,wms
RCV00000636,PO00000703,WH0011,2026-04-29,Received,Failed,wms
RCV00000637,PO00000423,WH0006,,Partial,Passed,wms
RCV00000638,PO00000037,WH0022,,Partial,Passed,wms
RCV00000639,PO00000093,WH0019,2026-03-15,Partial,Passed,wms
RCV00000640,PO00000794,WH0022,,Partial,Pending,wms
RCV00000641,PO00000658,WH0018,2026-03-15,Partial,Failed,wms
RCV00000642,PO00000050,WH0011,,Received,Failed,wms
RCV00000643,PO00000653,WH0015,2026-03-14,Rejected,Pending,wms
RCV00000644,PO00000246,WH0023,,Received,Pending,wms
RCV00000645,PO00000660,WH0012,,Received,Passed,wms
RCV00000646,PO00000582,WH0002,2026-02-08,Received,Passed,wms
RCV00000647,PO00000756,WH0012,,Received,Passed,wms
RCV00000648,PO00000685,WH0018,2026-01-16,Partial,Passed,wms
RCV00000649,PO00000304,WH0017,,Partial,Pending,wms
RCV00000650,PO00000470,WH0025,,Received,Pending,wms
