snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,available_qty,reorder_point,safety_stock_qty,inventory_status,valid_inventory_qty
2026-01-31,WH0017,SKU0000613,178.0,176,2,250,100,Stockout,True
2026-01-31,WH0017,SKU0000042,886.0,78,808,50,50,Healthy,True
2026-01-31,WH0017,SKU0000114,1883.0,248,1635,250,200,Low,True
2026-01-31,WH0017,SKU0000677,1523.0,323,1200,50,25,Low,True
2026-01-31,WH0017,SKU0000073,234.0,87,147,250,100,Healthy,True
2026-01-31,WH0017,SKU0000222,1188.0,415,773,500,50,Low,True
2026-01-31,WH0017,SKU0000463,745.0,281,464,100,100,Low,True
2026-01-31,WH0017,SKU0000256,1957.0,147,1810,250,100,Overstock,True
2026-01-31,WH0017,SKU0000093,416.0,257,159,100,200,Healthy,True
2026-01-31,WH0017,SKU0000171,1178.0,390,788,250,200,Healthy,True
2026-01-31,WH0017,SKU0000021,710.0,61,649,250,200,Overstock,True
2026-01-31,WH0017,SKU0000556,944.0,33,911,250,100,Healthy,True
2026-01-31,WH0017,SKU0000112,1026.0,461,565,250,50,Healthy,True
2026-01-31,WH0017,SKU0000163,1634.0,356,1278,100,100,Healthy,True
2026-01-31,WH0017,SKU0000513,1250.0,81,1169,500,100,Healthy,True
2026-01-31,WH0017,SKU0000467,148.0,88,60,250,50,Healthy,True
2026-01-31,WH0017,SKU0000441,1102.0,486,616,100,100,Low,True
2026-01-31,WH0017,SKU0000224,1941.0,99,1842,50,200,Low,True
2026-01-31,WH0017,SKU0000240,978.0,470,508,50,100,Healthy,True
2026-01-31,WH0017,SKU0000356,544.0,29,515,250,200,Low,True
2026-01-31,WH0017,SKU0000049,208.0,31,177,250,50,Healthy,True
2026-01-31,WH0017,SKU0000528,1037.0,433,604,50,25,Overstock,True
2026-01-31,WH0017,SKU0000546,755.0,65,690,100,50,Low,True
2026-01-31,WH0017,SKU0000415,1379.0,142,1237,500,200,Healthy,True
2026-01-31,WH0017,SKU0000050,1732.0,193,1539,250,200,Healthy,True
2026-01-31,WH0017,SKU0000150,491.0,321,170,100,50,Overstock,True
2026-01-31,WH0017,SKU0000637,913.0,310,603,500,50,Healthy,True
2026-01-31,WH0017,SKU0000160,1610.0,105,1505,500,25,Healthy,True
2026-01-31,WH0017,SKU0000410,1280.0,153,1127,500,200,Overstock,True
2026-01-31,WH0017,SKU0000326,243.0,52,191,100,50,Healthy,True
2026-01-31,WH0017,SKU0000515,370.0,327,43,50,50,Stockout,True
2026-01-31,WH0017,SKU0000550,809.0,472,337,100,50,Healthy,True
2026-01-31,WH0017,SKU0000385,1872.0,168,1704,50,100,Overstock,True
2026-01-31,WH0017,SKU0000085,762.0,372,390,250,100,Healthy,True
2026-01-31,WH0017,SKU0000194,380.0,198,182,50,100,Healthy,True
2026-01-31,WH0017,SKU0000642,856.0,369,487,50,200,Overstock,True
2026-01-31,WH0017,SKU0000517,731.0,131,600,100,25,Overstock,True
2026-01-31,WH0017,SKU0000313,1480.0,256,1224,250,50,Healthy,True
2026-01-31,WH0017,SKU0000525,215.0,145,70,50,50,Overstock,True
2026-01-31,WH0017,SKU0000624,1679.0,206,1473,250,100,Stockout,True
2026-01-31,WH0017,SKU0000168,212.0,102,110,100,25,Stockout,True
2026-01-31,WH0017,SKU0000324,412.0,13,399,500,200,Overstock,True
2026-01-31,WH0017,SKU0000666,869.0,289,580,50,200,Healthy,True
2026-01-31,WH0017,SKU0000491,663.0,1,662,500,25,Overstock,True
2026-01-31,WH0017,SKU0000592,1535.0,53,1482,250,100,Overstock,True
2026-01-31,WH0017,SKU0000464,1150.0,59,1091,50,200,Overstock,True
2026-01-31,WH0017,SKU0000076,1262.0,294,968,50,50,Low,True
2026-01-31,WH0017,SKU0000628,935.0,463,472,100,25,Low,True
2026-01-31,WH0017,SKU0000098,1105.0,21,1084,100,25,Healthy,True
2026-01-31,WH0017,SKU0000061,1098.0,416,682,250,50,Healthy,True
2026-01-31,WH0017,SKU0000412,243.0,40,203,500,25,Healthy,True
2026-01-31,WH0017,SKU0000590,1147.0,236,911,50,50,Overstock,True
2026-01-31,WH0017,SKU0000007,1368.0,433,935,250,200,Healthy,True
2026-01-31,WH0017,SKU0000118,1146.0,433,713,100,25,Low,True
2026-01-31,WH0018,SKU0000579,1340.0,246,1094,250,200,Overstock,True
2026-01-31,WH0018,SKU0000348,621.0,20,601,100,100,Stockout,True
2026-01-31,WH0018,SKU0000309,1435.0,63,1372,50,25,Overstock,True
2026-01-31,WH0018,SKU0000657,1000.0,479,521,50,25,Healthy,True
2026-01-31,WH0018,SKU0000537,289.0,10,279,250,50,Stockout,True
2026-01-31,WH0018,SKU0000602,887.0,7,880,50,200,Healthy,True
2026-01-31,WH0018,SKU0000099,58.0,4,54,500,100,Low,True
2026-01-31,WH0018,SKU0000639,255.0,246,9,50,200,Low,True
2026-01-31,WH0018,SKU0000147,229.0,79,150,100,100,Healthy,True
2026-01-31,WH0018,SKU0000199,1576.0,198,1378,100,200,Healthy,True
2026-01-31,WH0018,SKU0000280,1776.0,409,1367,500,25,Stockout,True
2026-01-31,WH0018,SKU0000029,1835.0,213,1622,100,200,Healthy,True
2026-01-31,WH0018,SKU0000521,1698.0,204,1494,250,100,Stockout,True
2026-01-31,WH0018,SKU0000085,1714.0,406,1308,100,200,Low,True
2026-01-31,WH0018,SKU0000114,1695.0,428,1267,50,50,Healthy,True
2026-01-31,WH0018,SKU0000231,1853.0,179,1674,100,25,Stockout,True
2026-01-31,WH0018,SKU0000411,1614.0,372,1242,250,25,Healthy,True
2026-01-31,WH0018,SKU0000385,1854.0,455,1399,50,25,Healthy,True
2026-01-31,WH0018,SKU0000261,844.0,343,501,250,100,Healthy,True
2026-01-31,WH0018,SKU0000104,992.0,181,811,250,100,Healthy,True
2026-01-31,WH0018,SKU0000485,721.0,347,374,250,50,Healthy,True
2026-01-31,WH0018,SKU0000305,709.0,203,506,50,25,Low,True
2026-01-31,WH0018,SKU0000452,832.0,353,479,500,100,Stockout,True
2026-01-31,WH0018,SKU0000053,1.0,1,0,100,25,Overstock,True
2026-01-31,WH0018,SKU0000303,1114.0,376,738,50,50,Low,True
2026-01-31,WH0018,SKU0000681,1173.0,143,1030,100,25,Stockout,True
2026-01-31,WH0018,SKU0000556,1895.0,92,1803,50,50,Stockout,True
2026-01-31,WH0018,SKU0000063,999.0,30,969,100,100,Healthy,True
2026-01-31,WH0018,SKU0000605,987.0,65,922,100,50,Overstock,True
2026-01-31,WH0018,SKU0000511,697.0,96,601,50,100,Healthy,True
2026-01-31,WH0018,SKU0000654,1991.0,195,1796,50,50,Stockout,True
2026-01-31,WH0018,SKU0000070,207.0,129,78,50,50,Low,True
2026-01-31,WH0018,SKU0000593,380.0,311,69,250,200,Healthy,True
2026-01-31,WH0018,SKU0000285,606.0,82,524,500,25,Overstock,True
2026-01-31,WH0018,SKU0000077,696.0,87,609,250,200,Healthy,True
2026-01-31,WH0018,SKU0000437,522.0,95,427,500,50,Stockout,True
2026-01-31,WH0018,SKU0000138,1506.0,411,1095,500,25,Low,True
2026-01-31,WH0018,SKU0000226,702.0,162,540,50,100,Stockout,True
2026-01-31,WH0018,SKU0000337,855.0,188,667,250,25,Overstock,True
2026-01-31,WH0018,SKU0000592,837.0,437,400,500,100,Low,True
2026-01-31,WH0018,SKU0000666,528.0,356,172,50,100,Stockout,True
2026-01-31,WH0018,SKU0000621,1776.0,270,1506,250,200,Overstock,True
2026-01-31,WH0018,SKU0000360,1632.0,7,1625,50,100,Stockout,True
2026-01-31,WH0018,SKU0000597,1159.0,394,765,250,100,Overstock,True
2026-01-31,WH0018,SKU0000296,1259.0,373,886,50,25,Healthy,True
2026-01-31,WH0018,SKU0000110,40.0,30,10,500,25,Overstock,True
2026-01-31,WH0018,SKU0000463,1147.0,317,830,250,200,Healthy,True
2026-01-31,WH0018,SKU0000159,231.0,40,191,500,200,Low,True
2026-01-31,WH0018,SKU0000513,927.0,269,658,50,100,Low,True
2026-01-31,WH0018,SKU0000383,1777.0,252,1525,250,50,Healthy,True
2026-01-31,WH0018,SKU0000587,938.0,15,923,500,25,Healthy,True
2026-01-31,WH0018,SKU0000308,1515.0,414,1101,50,25,Low,True
2026-01-31,WH0018,SKU0000445,210.0,158,52,250,50,Stockout,True
2026-01-31,WH0018,SKU0000171,1663.0,26,1637,50,200,Low,True
2026-01-31,WH0018,SKU0000682,1846.0,149,1697,50,25,Stockout,True
2026-01-31,WH0018,SKU0000216,676.0,213,463,500,200,Low,True
2026-01-31,WH0018,SKU0000519,436.0,228,208,250,200,Low,True
2026-01-31,WH0018,SKU0000642,13.0,0,13,250,200,Healthy,True
2026-01-31,WH0018,SKU0000234,781.0,202,579,50,25,Healthy,True
2026-01-31,WH0018,SKU0000525,1937.0,162,1775,250,100,Stockout,True
2026-01-31,WH0018,SKU0000363,74.0,45,29,250,25,Overstock,True
2026-01-31,WH0018,SKU0000415,1677.0,169,1508,100,25,Stockout,True
2026-01-31,WH0018,SKU0000293,813.0,288,525,100,25,Healthy,True
2026-01-31,WH0018,SKU0000390,631.0,366,265,250,50,Low,True
2026-01-31,WH0018,SKU0000191,1563.0,354,1209,250,25,Overstock,True
2026-01-31,WH0018,SKU0000671,1751.0,253,1498,50,100,Stockout,True
2026-01-31,WH0018,SKU0000543,983.0,395,588,250,100,Overstock,True
2026-01-31,WH0018,SKU0000468,926.0,469,457,100,50,Low,True
2026-01-31,WH0018,SKU0000119,1984.0,233,1751,250,100,Healthy,True
2026-01-31,WH0018,SKU0000628,94.0,65,29,100,100,Overstock,True
2026-01-31,WH0018,SKU0000624,936.0,345,591,100,25,Healthy,True
2026-01-31,WH0018,SKU0000322,1340.0,171,1169,50,100,Healthy,True
2026-01-31,WH0018,SKU0000094,371.0,148,223,500,50,Overstock,True
2026-01-31,WH0018,SKU0000318,894.0,117,777,100,25,Low,True
2026-01-31,WH0018,SKU0000487,487.0,41,446,100,25,Low,True
2026-01-31,WH0018,SKU0000312,1636.0,217,1419,100,50,Stockout,True
2026-01-31,WH0018,SKU0000396,609.0,324,285,500,50,Stockout,True
2026-01-31,WH0018,SKU0000564,1893.0,43,1850,250,200,Overstock,True
2026-01-31,WH0018,SKU0000148,1024.0,16,1008,250,200,Healthy,True
2026-01-31,WH0018,SKU0000283,1181.0,355,826,50,200,Healthy,True
2026-01-31,WH0018,SKU0000123,1101.0,295,806,500,50,Overstock,True
2026-01-31,WH0018,SKU0000195,1700.0,163,1537,500,50,Stockout,True
2026-01-31,WH0018,SKU0000665,1071.0,53,1018,50,50,Healthy,True
2026-01-31,WH0018,SKU0000572,1171.0,42,1129,50,25,Healthy,True
2026-01-31,WH0018,SKU0000020,183.0,37,146,50,200,Overstock,True
2026-01-31,WH0018,SKU0000418,904.0,344,560,100,25,Healthy,True
2026-01-31,WH0018,SKU0000208,1789.0,343,1446,500,200,Stockout,True
2026-01-31,WH0018,SKU0000121,1009.0,11,998,250,50,Low,True
2026-01-31,WH0018,SKU0000524,607.0,310,297,500,50,Stockout,True
2026-01-31,WH0018,SKU0000144,1347.0,252,1095,50,200,Overstock,True
2026-01-31,WH0018,SKU0000653,1025.0,5,1020,100,25,Overstock,True
2026-01-31,WH0018,SKU0000032,1858.0,273,1585,100,25,Low,True
2026-01-31,WH0018,SKU0000160,1288.0,128,1160,250,200,Healthy,True
2026-01-31,WH0018,SKU0000088,894.0,327,567,250,50,Stockout,True
2026-01-31,WH0018,SKU0000076,580.0,462,118,100,200,Overstock,True
2026-01-31,WH0018,SKU0000506,520.0,381,139,100,100,Healthy,True
2026-01-31,WH0018,SKU0000651,1563.0,337,1226,50,100,Stockout,True
2026-01-31,WH0018,SKU0000342,1001.0,176,825,250,25,Overstock,True
2026-01-31,WH0018,SKU0000326,858.0,328,530,100,50,Healthy,True
2026-01-31,WH0018,SKU0000672,261.0,201,60,50,25,Stockout,True
2026-01-31,WH0018,SKU0000024,1995.0,383,1612,50,100,Healthy,True
2026-01-31,WH0018,SKU0000333,1988.0,283,1705,100,200,Low,True
2026-01-31,WH0018,SKU0000021,140.0,92,48,250,100,Stockout,True
2026-01-31,WH0018,SKU0000500,251.0,84,167,250,200,Overstock,True
2026-01-31,WH0018,SKU0000567,178.0,91,87,100,100,Healthy,True
2026-01-31,WH0018,SKU0000422,1876.0,34,1842,250,100,Overstock,True
2026-01-31,WH0018,SKU0000483,1331.0,453,878,100,200,Stockout,True
2026-01-31,WH0018,SKU0000290,1798.0,464,1334,250,200,Low,True
2026-01-31,WH0018,SKU0000523,24.0,3,21,50,50,Low,True
2026-01-31,WH0018,SKU0000503,740.0,281,459,250,200,Stockout,True
2026-01-31,WH0018,SKU0000122,23.0,0,23,100,50,Low,True
2026-01-31,WH0018,SKU0000375,756.0,102,654,250,25,Overstock,True
2026-01-31,WH0018,SKU0000417,1707.0,148,1559,500,200,Overstock,True
2026-01-31,WH0018,SKU0000637,1660.0,92,1568,500,25,Stockout,True
2026-01-31,WH0018,SKU0000382,1099.0,449,650,50,200,Healthy,True
2026-01-31,WH0018,SKU0000432,1351.0,346,1005,500,25,Healthy,True
2026-01-31,WH0018,SKU0000439,805.0,352,453,100,200,Stockout,True
2026-01-31,WH0018,SKU0000302,391.0,189,202,50,25,Healthy,True
2026-01-31,WH0018,SKU0000397,1036.0,377,659,500,200,Healthy,True
2026-01-31,WH0018,SKU0000588,932.0,42,890,50,25,Overstock,True
2026-01-31,WH0018,SKU0000072,1087.0,452,635,50,25,Stockout,True
2026-01-31,WH0018,SKU0000230,328.0,209,119,250,50,Healthy,True
2026-01-31,WH0018,SKU0000102,626.0,3,623,100,200,Overstock,True
2026-01-31,WH0018,SKU0000550,502.0,416,86,100,100,Low,True
2026-01-31,WH0018,SKU0000478,749.0,420,329,50,100,Overstock,True
2026-01-31,WH0018,SKU0000659,1194.0,460,734,500,200,Low,True
2026-01-31,WH0018,SKU0000440,347.0,118,229,500,200,Healthy,True
2026-01-31,WH0018,SKU0000031,586.0,84,502,500,50,Healthy,True
2026-01-31,WH0018,SKU0000403,1566.0,180,1386,250,25,Healthy,True
2026-01-31,WH0018,SKU0000235,678.0,225,453,50,50,Low,True
2026-01-31,WH0018,SKU0000256,595.0,258,337,100,200,Healthy,True
2026-01-31,WH0018,SKU0000005,1152.0,141,1011,50,100,Low,True
2026-01-31,WH0018,SKU0000133,507.0,19,488,250,25,Stockout,True
2026-01-31,WH0018,SKU0000473,829.0,112,717,100,200,Healthy,True
2026-01-31,WH0018,SKU0000646,342.0,182,160,250,200,Low,True
2026-01-31,WH0018,SKU0000215,309.0,227,82,50,50,Healthy,True
2026-01-31,WH0018,SKU0000181,40.0,26,14,50,200,Healthy,True
2026-01-31,WH0018,SKU0000222,542.0,200,342,500,200,Overstock,True
2026-01-31,WH0018,SKU0000141,753.0,273,480,100,25,Healthy,True
2026-01-31,WH0018,SKU0000384,109.0,35,74,100,200,Stockout,True
2026-01-31,WH0018,SKU0000092,1543.0,2,1541,500,25,Healthy,True
2026-01-31,WH0018,SKU0000255,550.0,397,153,250,200,Stockout,True
2026-01-31,WH0018,SKU0000545,715.0,60,655,100,25,Healthy,True
2026-01-31,WH0018,SKU0000198,710.0,67,643,250,200,Overstock,True
2026-01-31,WH0018,SKU0000320,1621.0,477,1144,50,200,Low,True
2026-01-31,WH0018,SKU0000568,943.0,150,793,500,200,Healthy,True
2026-01-31,WH0018,SKU0000039,1039.0,185,854,250,100,Healthy,True
2026-01-31,WH0018,SKU0000600,1937.0,447,1490,100,50,Healthy,True
2026-01-31,WH0018,SKU0000113,1584.0,160,1424,100,200,Overstock,True
2026-01-31,WH0018,SKU0000164,1697.0,269,1428,250,100,Overstock,True
2026-01-31,WH0018,SKU0000540,1007.0,148,859,50,25,Healthy,True
2026-01-31,WH0018,SKU0000168,83.0,34,49,500,200,Healthy,True
2026-01-31,WH0018,SKU0000052,1671.0,362,1309,100,100,Low,True
2026-01-31,WH0018,SKU0000193,487.0,325,162,500,200,Healthy,True
2026-01-31,WH0018,SKU0000660,930.0,268,662,50,50,Low,True
2026-01-31,WH0018,SKU0000355,841.0,154,687,250,50,Healthy,True
2026-01-31,WH0018,SKU0000492,447.0,267,180,500,50,Overstock,True
2026-01-31,WH0018,SKU0000177,871.0,154,717,250,200,Healthy,True
2026-01-31,WH0018,SKU0000615,1725.0,458,1267,500,200,Overstock,True
2026-01-31,WH0018,SKU0000359,94.0,6,88,100,100,Low,True
2026-01-31,WH0018,SKU0000313,591.0,300,291,500,200,Low,True
2026-01-31,WH0018,SKU0000558,409.0,363,46,250,50,Stockout,True
2026-01-31,WH0018,SKU0000606,523.0,263,260,100,200,Overstock,True
2026-01-31,WH0018,SKU0000223,1628.0,395,1233,500,200,Healthy,True
2026-01-31,WH0018,SKU0000200,164.0,97,67,100,50,Stockout,True
2026-01-31,WH0018,SKU0000036,1992.0,155,1837,500,200,Healthy,True
2026-01-31,WH0018,SKU0000534,1598.0,418,1180,250,100,Stockout,True
2026-01-31,WH0018,SKU0000064,1655.0,434,1221,500,25,Stockout,True
2026-01-31,WH0018,SKU0000583,395.0,48,347,250,100,Stockout,True
2026-01-31,WH0018,SKU0000225,1428.0,269,1159,50,50,Healthy,True
2026-01-31,WH0018,SKU0000054,1511.0,428,1083,250,100,Low,True
2026-01-31,WH0018,SKU0000455,919.0,73,846,100,50,Overstock,True
2026-01-31,WH0018,SKU0000161,186.0,35,151,50,50,Overstock,True
2026-01-31,WH0018,SKU0000246,198.0,138,60,500,25,Stockout,True
2026-01-31,WH0018,SKU0000402,1937.0,500,1437,500,50,Stockout,True
2026-01-31,WH0018,SKU0000625,581.0,75,506,100,25,Overstock,True
2026-01-31,WH0018,SKU0000562,1814.0,491,1323,500,200,Stockout,True
2026-01-31,WH0018,SKU0000416,1293.0,402,891,100,200,Overstock,True
2026-01-31,WH0018,SKU0000046,1129.0,427,702,500,50,Stockout,True
2026-01-31,WH0018,SKU0000224,64.0,47,17,100,200,Overstock,True
2026-01-31,WH0018,SKU0000386,1256.0,168,1088,100,200,Healthy,True
2026-01-31,WH0018,SKU0000601,1995.0,150,1845,250,200,Healthy,True
2026-01-31,WH0018,SKU0000338,223.0,103,120,500,100,Low,True
2026-01-31,WH0018,SKU0000244,214.0,180,34,500,25,Low,True
2026-01-31,WH0018,SKU0000367,1453.0,213,1240,100,50,Healthy,True
2026-01-31,WH0018,SKU0000012,835.0,141,694,500,25,Healthy,True
2026-01-31,WH0018,SKU0000291,1695.0,144,1551,100,25,Low,True
2026-01-31,WH0018,SKU0000491,27.0,7,20,500,50,Low,True
2026-01-31,WH0018,SKU0000479,790.0,419,371,500,200,Healthy,True
2026-01-31,WH0018,SKU0000515,247.0,15,232,500,25,Low,True
2026-01-31,WH0018,SKU0000412,1859.0,65,1794,50,200,Healthy,True
2026-01-31,WH0018,SKU0000626,1630.0,470,1160,100,50,Stockout,True
2026-01-31,WH0018,SKU0000091,836.0,216,620,50,50,Stockout,True
2026-01-31,WH0018,SKU0000081,1460.0,371,1089,50,100,Stockout,True
2026-01-31,WH0018,SKU0000517,228.0,37,191,50,50,Low,True
2026-01-31,WH0018,SKU0000596,1753.0,299,1454,50,100,Healthy,True
2026-01-31,WH0018,SKU0000555,930.0,214,716,250,200,Stockout,True
2026-01-31,WH0018,SKU0000245,1639.0,322,1317,100,25,Overstock,True
2026-01-31,WH0018,SKU0000324,933.0,451,482,50,50,Stockout,True
2026-01-31,WH0018,SKU0000098,1852.0,23,1829,50,50,Overstock,True
2026-01-31,WH0019,SKU0000019,262.0,8,254,50,25,Overstock,True
2026-01-31,WH0019,SKU0000214,509.0,343,166,500,200,Overstock,True
2026-01-31,WH0019,SKU0000181,249.0,20,229,50,100,Healthy,True
2026-01-31,WH0019,SKU0000527,1026.0,15,1011,50,200,Low,True
2026-01-31,WH0019,SKU0000230,1416.0,5,1411,250,50,Overstock,True
2026-01-31,WH0019,SKU0000194,367.0,341,26,250,200,Low,True
2026-01-31,WH0019,SKU0000031,1058.0,157,901,50,100,Stockout,True
2026-01-31,WH0019,SKU0000690,1802.0,94,1708,250,50,Healthy,True
2026-01-31,WH0019,SKU0000304,632.0,118,514,100,100,Stockout,True
2026-01-31,WH0019,SKU0000144,1968.0,370,1598,250,50,Overstock,True
2026-01-31,WH0019,SKU0000675,1624.0,242,1382,500,50,Low,True
2026-01-31,WH0019,SKU0000309,437.0,298,139,100,200,Overstock,True
2026-01-31,WH0019,SKU0000646,1505.0,278,1227,500,200,Low,True
2026-01-31,WH0019,SKU0000393,462.0,45,417,50,200,Healthy,True
2026-01-31,WH0019,SKU0000626,318.0,2,316,500,50,Overstock,True
2026-01-31,WH0019,SKU0000492,78.0,11,67,100,25,Low,True
2026-01-31,WH0019,SKU0000302,1990.0,412,1578,500,200,Healthy,True
2026-01-31,WH0019,SKU0000500,1073.0,265,808,500,50,Healthy,True
2026-01-31,WH0019,SKU0000198,1800.0,116,1684,100,25,Stockout,True
2026-01-31,WH0019,SKU0000337,259.0,91,168,100,100,Stockout,True
2026-01-31,WH0019,SKU0000654,1406.0,70,1336,500,100,Overstock,True
2026-01-31,WH0019,SKU0000205,662.0,212,450,250,25,Low,True
2026-01-31,WH0019,SKU0000545,380.0,218,162,50,100,Healthy,True
2026-01-31,WH0019,SKU0000363,1704.0,14,1690,100,100,Overstock,True
2026-01-31,WH0019,SKU0000037,288.0,143,145,100,50,Healthy,True
2026-01-31,WH0019,SKU0000567,953.0,118,835,100,100,Stockout,True
2026-01-31,WH0019,SKU0000233,923.0,143,780,100,200,Low,True
2026-01-31,WH0019,SKU0000531,159.0,136,23,100,25,Healthy,True
2026-01-31,WH0019,SKU0000397,1566.0,291,1275,250,50,Stockout,True
2026-01-31,WH0019,SKU0000156,1101.0,190,911,250,50,Healthy,True
2026-01-31,WH0019,SKU0000318,1440.0,498,942,500,100,Overstock,True
2026-01-31,WH0019,SKU0000280,763.0,331,432,500,200,Healthy,True
2026-01-31,WH0019,SKU0000487,1697.0,103,1594,100,100,Stockout,True
2026-01-31,WH0019,SKU0000441,84.0,50,34,50,25,Healthy,True
2026-01-31,WH0019,SKU0000462,1316.0,13,1303,500,25,Overstock,True
2026-01-31,WH0019,SKU0000192,1263.0,463,800,250,200,Healthy,True
2026-01-31,WH0019,SKU0000386,212.0,159,53,500,25,Stockout,True
2026-01-31,WH0019,SKU0000624,42.0,20,22,50,100,Healthy,True
2026-01-31,WH0019,SKU0000543,1122.0,69,1053,250,200,Low,True
2026-01-31,WH0019,SKU0000005,1050.0,53,997,50,100,Overstock,True
2026-01-31,WH0019,SKU0000296,652.0,3,649,100,25,Healthy,True
2026-01-31,WH0019,SKU0000007,387.0,237,150,50,50,Healthy,True
2026-01-31,WH0019,SKU0000452,1256.0,261,995,100,50,Healthy,True
2026-01-31,WH0019,SKU0000099,1997.0,134,1863,500,25,Healthy,True
2026-01-31,WH0019,SKU0000098,1541.0,173,1368,500,25,Healthy,True
2026-01-31,WH0019,SKU0000389,761.0,381,380,100,200,Low,True
2026-01-31,WH0019,SKU0000261,884.0,89,795,250,50,Healthy,True
2026-01-31,WH0019,SKU0000274,1624.0,483,1141,100,50,Healthy,True
2026-01-31,WH0019,SKU0000234,784.0,341,443,50,25,Stockout,True
2026-01-31,WH0019,SKU0000050,1878.0,289,1589,100,100,Low,True
2026-01-31,WH0019,SKU0000418,297.0,166,131,100,25,Healthy,True
2026-01-31,WH0019,SKU0000455,1930.0,471,1459,250,50,Overstock,True
2026-01-31,WH0019,SKU0000185,1884.0,330,1554,500,50,Healthy,True
2026-01-31,WH0019,SKU0000157,1266.0,288,978,250,200,Overstock,True
2026-01-31,WH0019,SKU0000153,1438.0,26,1412,500,100,Overstock,True
2026-01-31,WH0019,SKU0000308,674.0,47,627,100,50,Healthy,True
2026-01-31,WH0019,SKU0000365,1905.0,299,1606,500,50,Overstock,True
2026-01-31,WH0019,SKU0000024,1877.0,479,1398,100,200,Stockout,True
2026-01-31,WH0019,SKU0000411,1179.0,376,803,50,50,Overstock,True
2026-01-31,WH0019,SKU0000612,1749.0,235,1514,250,25,Healthy,True
2026-01-31,WH0019,SKU0000045,129.0,10,119,500,200,Healthy,True
2026-01-31,WH0019,SKU0000524,1871.0,21,1850,50,25,Low,True
2026-01-31,WH0019,SKU0000372,345.0,124,221,250,50,Low,True
2026-01-31,WH0019,SKU0000605,833.0,243,590,250,50,Stockout,True
2026-01-31,WH0019,SKU0000535,1461.0,160,1301,500,50,Low,True
2026-01-31,WH0019,SKU0000511,455.0,91,364,100,100,Healthy,True
2026-01-31,WH0019,SKU0000320,587.0,153,434,250,25,Healthy,True
2026-01-31,WH0019,SKU0000355,1145.0,68,1077,250,25,Overstock,True
2026-01-31,WH0019,SKU0000396,984.0,436,548,500,100,Overstock,True
2026-01-31,WH0019,SKU0000600,1116.0,500,616,50,100,Healthy,True
2026-01-31,WH0019,SKU0000159,810.0,217,593,100,100,Healthy,True
2026-01-31,WH0019,SKU0000036,1026.0,311,715,500,50,Overstock,True
2026-01-31,WH0019,SKU0000114,681.0,13,668,50,25,Healthy,True
2026-01-31,WH0019,SKU0000603,1010.0,391,619,50,100,Healthy,True
2026-01-31,WH0019,SKU0000485,1216.0,400,816,250,100,Healthy,True
2026-01-31,WH0019,SKU0000416,1116.0,309,807,500,50,Healthy,True
2026-01-31,WH0019,SKU0000513,239.0,19,220,500,100,Overstock,True
2026-01-31,WH0019,SKU0000463,133.0,56,77,100,25,Healthy,True
2026-01-31,WH0019,SKU0000106,340.0,109,231,100,100,Healthy,True
2026-01-31,WH0019,SKU0000554,988.0,313,675,500,200,Healthy,True
2026-01-31,WH0019,SKU0000422,184.0,7,177,100,50,Healthy,True
2026-01-31,WH0019,SKU0000631,392.0,35,357,250,100,Low,True
2026-01-31,WH0019,SKU0000020,1632.0,485,1147,500,25,Low,True
2026-01-31,WH0019,SKU0000010,761.0,12,749,100,100,Healthy,True
2026-01-31,WH0019,SKU0000104,180.0,177,3,500,50,Low,True
2026-01-31,WH0019,SKU0000523,437.0,402,35,50,100,Low,True
2026-01-31,WH0019,SKU0000555,1152.0,442,710,50,50,Healthy,True
2026-01-31,WH0019,SKU0000683,302.0,140,162,500,50,Overstock,True
2026-01-31,WH0019,SKU0000215,1006.0,494,512,250,200,Overstock,True
2026-01-31,WH0019,SKU0000147,423.0,237,186,50,50,Overstock,True
2026-01-31,WH0019,SKU0000224,1954.0,475,1479,50,25,Stockout,True
2026-01-31,WH0019,SKU0000052,1837.0,303,1534,500,50,Healthy,True
2026-01-31,WH0019,SKU0000081,1669.0,358,1311,500,25,Healthy,True
2026-01-31,WH0019,SKU0000366,243.0,90,153,50,100,Low,True
2026-01-31,WH0019,SKU0000132,1494.0,136,1358,500,25,Low,True
2026-01-31,WH0019,SKU0000150,1977.0,216,1761,500,50,Healthy,True
2026-01-31,WH0019,SKU0000135,1360.0,403,957,100,25,Stockout,True
2026-01-31,WH0019,SKU0000142,119.0,89,30,50,50,Healthy,True
2026-01-31,WH0019,SKU0000400,1976.0,378,1598,500,50,Overstock,True
2026-01-31,WH0019,SKU0000161,836.0,369,467,50,200,Stockout,True
2026-01-31,WH0019,SKU0000217,1391.0,111,1280,50,200,Overstock,True
2026-01-31,WH0019,SKU0000577,1886.0,367,1519,50,100,Healthy,True
2026-01-31,WH0019,SKU0000245,104.0,100,4,50,50,Overstock,True
2026-01-31,WH0019,SKU0000281,510.0,201,309,250,100,Overstock,True
2026-01-31,WH0019,SKU0000219,526.0,290,236,50,25,Low,True
2026-01-31,WH0019,SKU0000556,1759.0,324,1435,100,25,Healthy,True
2026-01-31,WH0019,SKU0000034,61.0,35,26,250,200,Overstock,True
2026-01-31,WH0019,SKU0000269,1081.0,383,698,100,200,Low,True
