product_id,category,subcategory,brand,units_ordered,net_sales_usd,gross_margin_usd,order_count,returned_qty,refund_amount,return_count,return_rate
SKU0000223,Office,Desk Setup,Cobalt,27.0,8702.608221575,5150.122855774999,3,2.0,420.14,2.0,0.07407407407407407
SKU0000029,Home,Storage,Cobalt,58.0,8700.94702535,554.3422850500009,5,0.0,0.0,0.0,0.0
SKU0000672,Grocery,Pantry,Cobalt,54.0,8691.894,3969.594,3,0.0,0.0,0.0,0.0
SKU0000393,Electronics,Computing,Solace,93.0,8418.376377456,4749.038397636,4,3.0,558.94,1.0,0.03225806451612903
SKU0000302,Apparel,Fitness,Everpeak,21.0,8385.128437525,3620.944793525,3,0.0,0.0,0.0,0.0
SKU0000025,Grocery,Snack,Solace,34.0,8257.52628623,2027.7372857300004,4,0.0,0.0,0.0,0.0
SKU0000202,Home,Lighting,Solace,72.0,8187.4159825,4428.36817125,4,0.0,0.0,0.0,0.0
SKU0000639,Grocery,Snack,Nimbus,45.0,8140.397785974999,4567.268617225,3,3.0,240.58,1.0,0.06666666666666667
SKU0000058,Office,Organization,Aster,19.0,7950.054779704,4883.572402044,7,6.0,675.97,2.0,0.3157894736842105
SKU0000663,Electronics,Computing,Nimbus,51.0,7934.3028140625,3667.1355015625004,2,0.0,0.0,0.0,0.0
SKU0000394,Grocery,Pantry,Aster,75.0,7877.775,4267.275,3,0.0,0.0,0.0,0.0
SKU0000023,Apparel,Fitness,Northline,16.0,7844.998305599999,4115.2319683199985,2,0.0,0.0,0.0,0.0
SKU0000337,Home,Kitchen,Northline,28.0,7843.666050835,7843.666050835,4,0.0,0.0,0.0,0.0
SKU0000674,Grocery,Beverage,Aster,60.0,7839.695434076,1981.890298556,5,1.0,581.4,1.0,0.016666666666666666
SKU0000173,Office,Organization,Everpeak,39.0,7591.984952209999,4178.24517211,4,0.0,0.0,0.0,0.0
SKU0000339,Electronics,Computing,Northline,87.0,7571.92824492,2339.8747324200003,5,0.0,0.0,0.0,0.0
SKU0000598,Apparel,Basics,Cobalt,101.0,7567.5442184325,4313.9860791525,6,0.0,0.0,0.0,0.0
SKU0000564,Home,Furniture,Aster,15.0,7506.5289607425,3097.519857892501,1,0.0,0.0,0.0,0.0
SKU0000031,Office,Printing,Nimbus,50.0,7456.545956119999,4162.136796319999,3,0.0,0.0,0.0,0.0
SKU0000126,Apparel,Footwear,Aster,66.0,7439.62668675,1825.8506631000002,3,0.0,0.0,0.0,0.0
SKU0000658,Grocery,Pantry,Aster,45.0,7380.380807359999,2849.02603946,4,0.0,0.0,0.0,0.0
SKU0000686,Grocery,Beverage,Solace,21.0,7379.242651320001,3524.8116901700005,3,0.0,0.0,0.0,0.0
SKU0000047,Electronics,Accessories,Northline,68.0,7344.967737200001,3080.54215145,5,5.0,568.7,1.0,0.07352941176470588
SKU0000296,Electronics,Audio,Nimbus,50.0,7243.77953425,2974.01026675,2,0.0,0.0,0.0,0.0
SKU0000144,Health,Personal Care,Everpeak,26.0,7216.26553962,1736.9437991399996,2,0.0,0.0,0.0,0.0
SKU0000299,Home,Kitchen,Northline,77.0,7165.7785528,1988.4601993,8,3.0,197.79,1.0,0.03896103896103896
SKU0000062,Apparel,Footwear,Northline,13.0,7160.302512,3797.226452000001,2,0.0,0.0,0.0,0.0
SKU0000184,Home,Kitchen,Everpeak,38.0,7076.594118455,3914.292827675,3,0.0,0.0,0.0,0.0
SKU0000369,Electronics,Audio,Cobalt,75.0,7057.528299012501,776.7455305125003,3,3.0,587.97,1.0,0.04
SKU0000271,Apparel,Basics,Cobalt,18.0,6958.905,2944.9049999999997,2,2.0,590.19,1.0,0.1111111111111111
SKU0000410,Apparel,Basics,Solace,96.0,6901.436311675,1302.5118116750004,5,2.0,366.44,1.0,0.020833333333333332
SKU0000243,Office,Stationery,Cobalt,56.0,6899.4046592,3436.4281274000004,3,0.0,0.0,0.0,0.0
SKU0000485,Health,Personal Care,Cobalt,14.0,6754.6759999999995,2645.9559999999997,3,0.0,0.0,0.0,0.0
SKU0000284,Apparel,Outerwear,Everpeak,29.0,6734.4384715,1598.040969,3,0.0,0.0,0.0,0.0
SKU0000408,Apparel,Outerwear,Northline,132.0,6692.43518675,1615.9016617500006,5,0.0,0.0,0.0,0.0
SKU0000682,Health,Medical Supplies,Nimbus,83.0,6614.40493875,2229.8792743,5,0.0,0.0,0.0,0.0
SKU0000021,Office,Desk Setup,Northline,15.0,6593.4417234,3876.81124155,1,0.0,0.0,0.0,0.0
SKU0000572,Grocery,Pantry,Aster,17.0,6509.195722050001,2795.288451900001,2,0.0,0.0,0.0,0.0
SKU0000146,Home,Furniture,Cobalt,23.0,6472.793597812499,2191.6141345124997,4,0.0,0.0,0.0,0.0
SKU0000565,Apparel,Outerwear,Northline,40.0,6454.09938033,3491.12793123,3,0.0,0.0,0.0,0.0
SKU0000540,Office,Organization,Solace,13.0,6383.012,3892.8619999999996,2,0.0,0.0,0.0,0.0
SKU0000680,Health,Wellness,Aster,16.0,6341.05326189,3845.9772954300006,3,0.0,0.0,0.0,0.0
SKU0000286,Apparel,Basics,Cobalt,16.0,6299.586728459,1859.4605642789998,3,0.0,0.0,0.0,0.0
SKU0000341,Electronics,Accessories,Northline,18.0,6298.0019733675,2178.2048223675,4,0.0,0.0,0.0,0.0
SKU0000517,Apparel,Outerwear,Aster,101.0,6287.29687005,2605.6231765499997,3,0.0,0.0,0.0,0.0
SKU0000336,Health,Medical Supplies,Northline,22.0,6256.00657745625,2912.8289230162495,4,0.0,0.0,0.0,0.0
SKU0000301,Apparel,Basics,Cobalt,13.0,6248.89,3657.34,2,0.0,0.0,0.0,0.0
SKU0000607,Health,Personal Care,Cobalt,16.0,6220.764387820001,4043.1179443200003,2,2.0,22.69,1.0,0.125
SKU0000017,Grocery,Snack,Aster,67.0,6208.430537067499,2026.0830820674996,4,0.0,0.0,0.0,0.0
SKU0000321,Grocery,Frozen,Northline,31.0,6201.41298703375,3345.3537137737503,5,5.0,460.38,2.0,0.16129032258064516
SKU0000651,Home,Storage,Northline,25.0,6195.010245149999,3766.6728501,2,5.0,135.0,1.0,0.2
SKU0000384,Office,Printing,Solace,10.0,6030.3731684875,3317.1755290875,4,0.0,0.0,0.0,0.0
SKU0000601,Office,Printing,Cobalt,45.0,6027.05838285,2105.6932569,3,0.0,361.08,1.0,0.0
SKU0000459,Grocery,Snack,Cobalt,11.0,6024.48675,3604.3767500000004,3,0.0,0.0,0.0,0.0
SKU0000279,Office,Stationery,Everpeak,16.0,5864.392,2353.032,4,5.0,926.4000000000001,2.0,0.3125
SKU0000600,Health,Wellness,Nimbus,22.0,5845.182284035,2873.4321382149997,3,0.0,0.0,0.0,0.0
SKU0000018,Apparel,Basics,Solace,55.0,5835.13875,1572.6387499999996,2,0.0,0.0,0.0,0.0
SKU0000526,Apparel,Fitness,Nimbus,125.0,5786.51403065,980.0385375999997,5,0.0,0.0,0.0,0.0
SKU0000374,Home,Furniture,Solace,18.0,5719.24598625,1899.0796334999998,2,0.0,0.0,0.0,0.0
SKU0000148,Office,Stationery,Aster,77.0,5654.365456758,3376.475029008,6,0.0,0.0,0.0,0.0
SKU0000344,Office,Desk Setup,Everpeak,26.0,5609.555138322,2364.5005543820002,2,0.0,0.0,0.0,0.0
SKU0000325,Grocery,Beverage,Northline,40.0,5471.593039165,2528.349691165,3,0.0,0.0,0.0,0.0
SKU0000514,Home,Lighting,Solace,16.0,5346.81383548,1560.8711607700004,2,0.0,0.0,0.0,0.0
SKU0000078,Apparel,Footwear,Cobalt,50.0,5303.9360587500005,-379.81774425000003,1,3.0,547.97,1.0,0.06
SKU0000456,Apparel,Footwear,Solace,15.0,5281.347430125001,1646.812374225,2,1.0,476.42,1.0,0.06666666666666667
SKU0000143,Health,Pharmacy,Solace,29.0,5225.46307115,979.6602510500002,4,0.0,0.0,0.0,0.0
SKU0000400,Home,Furniture,Solace,12.0,5179.447455056999,2813.1082567469994,5,0.0,0.0,0.0,0.0
SKU0000229,Grocery,Pantry,Everpeak,10.0,5174.6860155,2183.8252175000007,1,0.0,0.0,0.0,0.0
SKU0000049,Health,Personal Care,Cobalt,15.0,5084.8913757,2993.1342561,2,0.0,0.0,0.0,0.0
SKU0000392,Home,Lighting,Everpeak,61.0,5082.182902178501,1342.6412618585005,3,0.0,0.0,0.0,0.0
SKU0000260,Grocery,Frozen,Aster,10.0,5030.44,2288.8399999999992,1,0.0,0.0,0.0,0.0
SKU0000665,Apparel,Fitness,Everpeak,27.0,4970.2106761,2290.1546923,3,0.0,0.0,0.0,0.0
SKU0000351,Apparel,Outerwear,Cobalt,19.0,4935.870329454,1301.4663565339997,4,0.0,299.85,1.0,0.0
SKU0000071,Apparel,Fitness,Cobalt,21.0,4901.77606663,2946.71319288,3,0.0,0.0,0.0,0.0
SKU0000181,Health,Medical Supplies,Aster,24.0,4901.50450665,825.0688474499997,5,0.0,0.0,0.0,0.0
SKU0000550,Office,Desk Setup,Aster,28.0,4869.5615,2657.5615,2,3.0,260.98,1.0,0.10714285714285714
SKU0000073,Office,Organization,Nimbus,11.0,4798.966777666,2239.115449346,2,0.0,0.0,0.0,0.0
SKU0000109,Office,Printing,Solace,15.0,4755.15,3093.8999999999996,1,0.0,0.0,0.0,0.0
SKU0000312,Electronics,Accessories,Aster,152.0,4581.378168775,-2396.578388975,5,0.0,0.0,0.0,0.0
SKU0000103,Office,Printing,Nimbus,10.0,4565.549999999999,1913.349999999999,1,0.0,0.0,0.0,0.0
SKU0000239,Health,Medical Supplies,Everpeak,48.0,4540.6578321199995,2195.17887547,5,0.0,0.0,0.0,0.0
SKU0000001,Home,Kitchen,Solace,18.0,4526.67132685,2397.30076165,3,1.0,376.37,1.0,0.05555555555555555
SKU0000551,Electronics,Audio,Nimbus,13.0,4525.514,2006.634,3,0.0,0.0,0.0,0.0
SKU0000398,Grocery,Beverage,Solace,9.0,4485.6731445000005,2680.5234844499996,4,0.0,0.0,0.0,0.0
SKU0000182,Apparel,Outerwear,Cobalt,56.0,4478.01220505,779.3939215999999,4,0.0,0.0,0.0,0.0
SKU0000415,Office,Organization,Solace,15.0,4475.0687976,904.1670152999995,1,5.0,54.12,1.0,0.3333333333333333
SKU0000134,Apparel,Fitness,Aster,10.0,4413.24,2209.74,1,0.0,0.0,0.0,0.0
SKU0000253,Grocery,Snack,Aster,16.0,4320.575,1442.8149999999998,2,0.0,0.0,0.0,0.0
SKU0000067,Health,Wellness,Northline,16.0,4319.4282059199995,963.5458327199992,2,0.0,0.0,0.0,0.0
SKU0000283,Office,Organization,Aster,112.0,4267.24028626,1690.9025833599999,8,0.0,0.0,0.0,0.0
SKU0000075,Grocery,Beverage,Northline,125.0,4218.261786,1477.56555,3,0.0,0.0,0.0,0.0
SKU0000107,Home,Furniture,Aster,15.0,4166.55681885,1209.6070430999998,1,0.0,0.0,0.0,0.0
SKU0000160,Home,Kitchen,Everpeak,67.0,4154.2212375399995,846.72671304,3,0.0,0.0,0.0,0.0
SKU0000594,Home,Kitchen,Aster,80.0,4136.9925441995,831.2827959394997,4,0.0,0.0,0.0,0.0
SKU0000453,Home,Storage,Aster,6.0,4100.969999999999,2419.95,2,0.0,0.0,0.0,0.0
SKU0000305,Grocery,Beverage,Solace,88.0,4100.005170982,2086.242346342,6,1.0,171.12,1.0,0.011363636363636364
SKU0000307,Home,Lighting,Northline,9.0,4093.4271889035,1850.8726946534996,3,0.0,0.0,0.0,0.0
SKU0000338,Grocery,Frozen,Cobalt,20.0,4057.6409397999996,940.9804712,2,0.0,0.0,0.0,0.0
SKU0000670,Electronics,Smart Home,Solace,16.0,4037.072101200001,4037.072101200001,2,0.0,0.0,0.0,0.0
SKU0000121,Grocery,Frozen,Nimbus,6.0,3997.005,2457.285,2,0.0,0.0,0.0,0.0
SKU0000556,Home,Kitchen,Solace,6.0,3946.32268124,2470.7428403100002,2,0.0,0.0,0.0,0.0
SKU0000136,Apparel,Footwear,Everpeak,18.0,3939.5262705750006,2254.4755798350006,2,0.0,0.0,0.0,0.0
SKU0000417,Apparel,Fitness,Nimbus,29.0,3913.88540868,1757.64147972,3,0.0,0.0,0.0,0.0
SKU0000421,Office,Desk Setup,Aster,13.0,3878.9689608,1949.3306470499997,3,1.0,411.32,1.0,0.07692307692307693
SKU0000690,Home,Furniture,Aster,15.0,3849.8797241680004,1424.2265436880002,3,0.0,0.0,0.0,0.0
SKU0000139,Electronics,Audio,Cobalt,26.0,3849.62430725,2253.7596522500003,2,0.0,0.0,0.0,0.0
SKU0000609,Office,Desk Setup,Solace,10.0,3814.375,1693.475,1,0.0,0.0,0.0,0.0
SKU0000602,Apparel,Outerwear,Everpeak,25.0,3761.0,2204.0,1,0.0,0.0,0.0,0.0
SKU0000468,Office,Stationery,Nimbus,40.0,3586.82138626875,1721.8694920187497,3,0.0,0.0,0.0,0.0
SKU0000102,Health,Pharmacy,Cobalt,22.0,3577.772,2104.8720000000003,3,0.0,0.0,0.0,0.0
SKU0000287,Office,Printing,Everpeak,24.0,3565.9961057,1332.9639175999998,5,0.0,0.0,0.0,0.0
SKU0000314,Health,Personal Care,Nimbus,8.0,3526.3134356500004,2116.6292851100006,3,0.0,0.0,0.0,0.0
SKU0000197,Grocery,Pantry,Northline,65.0,3515.2092816249997,-34.89145612499996,3,0.0,0.0,0.0,0.0
SKU0000624,Office,Desk Setup,Everpeak,81.0,3511.8907998,1793.9439845000002,5,0.0,470.04,1.0,0.0
SKU0000656,Apparel,Outerwear,Solace,55.0,3498.0,775.5,2,0.0,0.0,0.0,0.0
SKU0000505,Grocery,Pantry,Everpeak,25.0,3497.1218572099997,698.8710509599998,3,0.0,354.21,1.0,0.0
SKU0000131,Apparel,Fitness,Nimbus,66.0,3447.7308789199997,1721.0915036,5,0.0,0.0,0.0,0.0
SKU0000380,Office,Printing,Aster,45.0,3419.9571264,1990.7059008,3,3.0,365.0,1.0,0.06666666666666667
SKU0000300,Office,Stationery,Everpeak,28.0,3390.2469599999995,1713.9437737499993,2,0.0,0.0,0.0,0.0
SKU0000358,Office,Organization,Aster,55.0,3373.275,918.6250000000002,3,0.0,0.0,0.0,0.0
SKU0000171,Office,Desk Setup,Northline,27.0,3306.67806164,291.16383656,2,0.0,0.0,0.0,0.0
SKU0000233,Apparel,Basics,Everpeak,102.0,3302.4178587060005,1842.1393035060003,6,1.0,46.28,1.0,0.00980392156862745
SKU0000343,Office,Printing,Everpeak,10.0,3257.285,864.9850000000001,1,0.0,0.0,0.0,0.0
SKU0000678,Health,Pharmacy,Nimbus,12.0,3241.3600000000006,1797.5200000000007,2,0.0,0.0,0.0,0.0
SKU0000553,Office,Stationery,Cobalt,67.0,3231.3916846829998,-5640.209502887,3,0.0,0.0,0.0,0.0
SKU0000519,Health,Personal Care,Northline,69.0,3231.1117910775,1750.1839754374998,4,0.0,0.0,0.0,0.0
SKU0000294,Home,Kitchen,Aster,56.0,3197.4098664,937.7523912,3,0.0,0.0,0.0,0.0
SKU0000659,Office,Printing,Northline,20.0,3187.9069233100004,1880.5474684700002,3,0.0,0.0,0.0,0.0
SKU0000422,Electronics,Accessories,Nimbus,7.0,3179.244,1421.4040000000002,3,0.0,0.0,0.0,0.0
SKU0000477,Apparel,Basics,Aster,30.0,3159.353826,1389.0591101999999,3,3.0,185.1,1.0,0.1
SKU0000597,Home,Furniture,Cobalt,20.0,3135.2420473499997,1045.0404617999998,2,0.0,0.0,0.0,0.0
SKU0000244,Health,Medical Supplies,Cobalt,23.0,3113.7864999999997,1706.1864999999998,4,0.0,0.0,0.0,0.0
SKU0000054,Health,Pharmacy,Everpeak,50.0,3092.5,884.0,2,0.0,0.0,0.0,0.0
SKU0000621,Apparel,Footwear,Nimbus,15.0,3082.8,594.6000000000004,1,0.0,0.0,0.0,0.0
SKU0000436,Grocery,Frozen,Aster,13.0,3080.1,664.44,2,0.0,0.0,0.0,0.0
SKU0000128,Electronics,Smart Home,Northline,12.0,3076.1446544550004,648.2052444050004,3,0.0,0.0,0.0,0.0
SKU0000304,Health,Wellness,Northline,27.0,3045.5024882,1324.5682717999998,4,0.0,0.0,0.0,0.0
SKU0000137,Apparel,Basics,Everpeak,13.0,3025.7545823600003,1805.53096976,2,1.0,43.62,1.0,0.07692307692307693
SKU0000041,Apparel,Fitness,Solace,7.0,3019.194743352,1487.2152033520001,3,0.0,0.0,0.0,0.0
SKU0000224,Office,Organization,Cobalt,15.0,2980.22141169,1130.75255889,1,0.0,0.0,0.0,0.0
SKU0000423,Health,Pharmacy,Solace,10.0,2974.2430443000003,1748.5204737000001,1,0.0,0.0,0.0,0.0
SKU0000406,Electronics,Computing,Nimbus,68.0,2954.869542249,-9370.377462790999,4,0.0,0.0,0.0,0.0
SKU0000576,Apparel,Outerwear,Solace,4.0,2928.353,1768.553,2,0.0,0.0,0.0,0.0
SKU0000199,Grocery,Pantry,Northline,52.0,2911.2264720000003,1691.318677,2,0.0,0.0,0.0,0.0
SKU0000161,Office,Printing,Northline,12.0,2893.15851273,1398.77786037,2,0.0,0.0,0.0,0.0
SKU0000673,Grocery,Frozen,Solace,18.0,2886.5035212,1119.4820121599998,2,0.0,0.0,0.0,0.0
SKU0000371,Apparel,Outerwear,Solace,31.0,2859.5860041,1542.0040488,3,0.0,0.0,0.0,0.0
SKU0000216,Home,Storage,Nimbus,8.0,2823.5339999999997,734.2539999999997,2,0.0,0.0,0.0,0.0
SKU0000291,Electronics,Smart Home,Nimbus,25.0,2791.735982145,1061.1192005449998,2,0.0,0.0,0.0,0.0
SKU0000510,Electronics,Accessories,Solace,55.0,2783.85257555,458.24389054999995,2,0.0,0.0,0.0,0.0
SKU0000473,Electronics,Computing,Solace,26.0,2737.7675036749997,79.55905217500015,4,0.0,0.0,0.0,0.0
SKU0000218,Home,Furniture,Northline,25.0,2737.7104440000003,538.792782,1,0.0,0.0,0.0,0.0
SKU0000057,Apparel,Basics,Everpeak,25.0,2722.864461965,587.6702025649998,2,0.0,0.0,0.0,0.0
SKU0000420,Home,Storage,Cobalt,14.0,2715.15491567,1225.39822739,5,0.0,548.89,1.0,0.0
SKU0000401,Office,Printing,Northline,25.0,2707.798005,1397.0518991,4,0.0,0.0,0.0,0.0
SKU0000567,Office,Organization,Cobalt,30.0,2685.74811489,1286.2172849400004,2,0.0,0.0,0.0,0.0
SKU0000413,Electronics,Audio,Cobalt,10.0,2679.48152316,1135.4422531600003,3,0.0,0.0,0.0,0.0
SKU0000480,Health,Personal Care,Everpeak,19.0,2670.28752723,741.2745590699998,4,0.0,0.0,0.0,0.0
SKU0000370,Electronics,Accessories,Nimbus,15.0,2629.6797796125,1338.0079007125,2,0.0,0.0,0.0,0.0
SKU0000042,Apparel,Basics,Nimbus,85.0,2587.1738005125,562.3383970124997,5,0.0,0.0,0.0,0.0
SKU0000055,Electronics,Computing,Solace,10.0,2544.2129734000005,388.46961230000034,1,0.0,0.0,0.0,0.0
SKU0000129,Apparel,Outerwear,Aster,43.0,2539.62643618,1373.79110122,6,0.0,0.0,0.0,0.0
SKU0000331,Apparel,Basics,Northline,12.0,2538.06525,1066.5052500000002,3,0.0,0.0,0.0,0.0
SKU0000557,Office,Printing,Solace,28.0,2525.92774603,1102.87422763,3,0.0,0.0,0.0,0.0
SKU0000668,Home,Kitchen,Nimbus,23.0,2506.678527706,507.792809206,6,0.0,0.0,0.0,0.0
SKU0000425,Grocery,Frozen,Aster,54.0,2490.6091625,919.4749375,3,0.0,0.0,0.0,0.0
SKU0000085,Home,Lighting,Nimbus,21.0,2440.147388152,839.286280602,4,0.0,0.0,0.0,0.0
SKU0000472,Electronics,Accessories,Northline,25.0,2384.4461675375,744.4248340375,1,0.0,357.54,1.0,0.0
SKU0000053,Home,Furniture,Aster,27.0,2371.34401905,233.0452413,2,0.0,0.0,0.0,0.0
SKU0000098,Electronics,Accessories,Everpeak,35.0,2367.125,1014.0250000000001,2,0.0,219.47,1.0,0.0
SKU0000522,Office,Printing,Aster,36.0,2361.6772414224997,1899.9336476724998,6,0.0,0.0,0.0,0.0
SKU0000349,Health,Personal Care,Solace,40.0,2342.28597,214.84505999999976,2,0.0,0.0,0.0,0.0
SKU0000533,Health,Wellness,Northline,4.0,2321.8575,1360.9775,2,0.0,0.0,0.0,0.0
SKU0000082,Office,Printing,Nimbus,14.0,2300.495872,1047.7151881600003,3,2.0,265.06,1.0,0.14285714285714285
SKU0000258,Health,Pharmacy,Aster,53.0,2294.54731,704.8612924999999,2,0.0,0.0,0.0,0.0
SKU0000646,Health,Wellness,Solace,10.0,2287.7000000000003,566.8000000000002,1,0.0,0.0,0.0,0.0
SKU0000458,Home,Lighting,Solace,8.0,2281.4515216,797.0505617999999,2,0.0,0.0,0.0,0.0
SKU0000516,Apparel,Fitness,Everpeak,19.0,2247.22873161,588.0852759,3,0.0,0.0,0.0,0.0
SKU0000266,Apparel,Outerwear,Nimbus,12.0,2236.6824939199996,708.3063898399995,2,0.0,0.0,0.0,0.0
SKU0000365,Health,Wellness,Solace,125.0,2221.1255564000003,347.8993539000002,6,0.0,0.0,0.0,0.0
SKU0000249,Apparel,Fitness,Nimbus,65.0,2214.127,928.4269999999999,4,5.0,269.06,1.0,0.07692307692307693
SKU0000378,Office,Stationery,Nimbus,13.0,2199.8398494840003,686.5044347239998,4,0.0,0.0,0.0,0.0
SKU0000579,Health,Medical Supplies,Northline,5.0,2194.57787076,1044.89225676,3,0.0,0.0,0.0,0.0
SKU0000433,Office,Stationery,Northline,44.0,2162.8501204060003,787.0605752060001,5,5.0,181.57,1.0,0.11363636363636363
SKU0000357,Home,Storage,Everpeak,18.0,2159.6914125,-211.81032780000004,2,0.0,0.0,0.0,0.0
SKU0000323,Grocery,Beverage,Cobalt,5.0,2156.8325,742.9825000000001,1,0.0,0.0,0.0,0.0
SKU0000232,Electronics,Smart Home,Everpeak,50.0,2144.61024955,953.29134055,2,0.0,0.0,0.0,0.0
SKU0000145,Electronics,Computing,Everpeak,11.0,2143.52640562,1026.9633472399996,2,1.0,7.79,1.0,0.09090909090909091
SKU0000329,Office,Organization,Everpeak,5.0,2120.55,999.1000000000001,1,0.0,0.0,0.0,0.0
SKU0000447,Home,Storage,Nimbus,13.0,2115.7275197599997,831.2455867399999,2,0.0,0.0,0.0,0.0
SKU0000617,Office,Printing,Cobalt,4.0,2056.4244165874998,1105.8571928375,3,3.0,339.64,1.0,0.75
SKU0000140,Electronics,Computing,Northline,33.0,2046.150260155,1086.5011769550001,3,0.0,0.0,0.0,0.0
SKU0000130,Health,Pharmacy,Nimbus,4.0,2038.2082641825,1169.2211187825,2,3.0,452.22,1.0,0.75
SKU0000397,Electronics,Smart Home,Cobalt,11.0,2027.9435731800002,371.36235412999997,2,0.0,0.0,0.0,0.0
SKU0000471,Health,Pharmacy,Cobalt,66.0,1999.87382140625,178.10549980625018,6,0.0,0.0,0.0,0.0
SKU0000368,Health,Personal Care,Northline,72.0,1992.7335610430002,784.235106803,5,1.0,257.41,1.0,0.013888888888888888
SKU0000157,Office,Printing,Solace,26.0,1985.0717890124997,731.5092190124999,2,0.0,0.0,0.0,0.0
SKU0000206,Health,Medical Supplies,Solace,29.0,1974.5380417049998,880.6941532149999,5,0.0,0.0,0.0,0.0
SKU0000211,Office,Desk Setup,Cobalt,42.0,1969.5065767605,647.2478217404998,5,3.0,302.82,1.0,0.07142857142857142
SKU0000500,Electronics,Computing,Aster,62.0,1965.19035495,528.8005787499999,3,0.0,0.0,0.0,0.0
SKU0000654,Office,Printing,Nimbus,23.0,1960.662976775,975.616649975,3,0.0,0.0,0.0,0.0
SKU0000176,Home,Furniture,Solace,53.0,1955.03234992,647.6119096799999,4,2.0,43.64,1.0,0.03773584905660377
SKU0000643,Home,Lighting,Cobalt,8.0,1951.0410729450002,413.5230361050003,3,0.0,0.0,0.0,0.0
SKU0000056,Electronics,Accessories,Everpeak,65.0,1938.80945185,1938.80945185,2,0.0,0.0,0.0,0.0
SKU0000009,Apparel,Outerwear,Cobalt,40.0,1923.4135599,879.3139839000002,3,0.0,0.0,0.0,0.0
SKU0000212,Office,Printing,Cobalt,5.0,1919.1,997.5,1,0.0,0.0,0.0,0.0
SKU0000192,Health,Wellness,Cobalt,8.0,1912.796189115,601.261579295,2,0.0,0.0,0.0,0.0
SKU0000504,Apparel,Fitness,Northline,15.0,1892.55,486.9000000000001,1,0.0,0.0,0.0,0.0
SKU0000661,Apparel,Footwear,Nimbus,57.0,1878.205080578,461.9829888979998,4,5.0,477.33,2.0,0.08771929824561403
SKU0000457,Health,Wellness,Everpeak,47.0,1863.381805418,1102.4455278680002,5,0.0,0.0,0.0,0.0
SKU0000395,Grocery,Snack,Everpeak,5.0,1863.0,667.5,1,0.0,0.0,0.0,0.0
SKU0000580,Electronics,Smart Home,Cobalt,15.0,1847.5874999999999,873.4875,1,1.0,190.37,1.0,0.06666666666666667
SKU0000404,Electronics,Computing,Everpeak,32.0,1823.672988136,876.595980756,4,0.0,0.0,0.0,0.0
SKU0000679,Office,Organization,Nimbus,7.0,1814.9306724750002,1073.366845275,3,0.0,0.0,0.0,0.0
SKU0000443,Apparel,Fitness,Solace,20.0,1791.3851315999998,646.6947483999998,2,0.0,0.0,0.0,0.0
SKU0000518,Grocery,Beverage,Everpeak,69.0,1783.9895363374999,956.4841689775001,4,3.0,247.62,1.0,0.043478260869565216
SKU0000152,Office,Printing,Everpeak,57.0,1780.3315431000003,964.9844937000003,3,0.0,0.0,0.0,0.0
SKU0000033,Apparel,Footwear,Northline,66.0,1775.90954139,1775.90954139,3,1.0,578.62,1.0,0.015151515151515152
SKU0000560,Office,Stationery,Aster,34.0,1760.2222914875001,508.3746965875001,4,0.0,0.0,0.0,0.0
SKU0000105,Apparel,Footwear,Aster,5.0,1743.28287885,1118.8225391,1,0.0,0.0,0.0,0.0
SKU0000185,Electronics,Smart Home,Solace,10.0,1737.93,389.6299999999999,1,0.0,0.0,0.0,0.0
SKU0000310,Apparel,Fitness,Nimbus,53.0,1721.91948848,-9377.817336139999,2,0.0,0.0,0.0,0.0
SKU0000353,Apparel,Basics,Everpeak,57.0,1718.847,-2539.053,3,2.0,408.06,1.0,0.03508771929824561
SKU0000188,Home,Kitchen,Nimbus,33.0,1700.273584,367.63045408000016,4,0.0,0.0,0.0,0.0
SKU0000174,Apparel,Outerwear,Cobalt,3.0,1695.0893831494996,749.8717122494998,2,0.0,0.0,0.0,0.0
SKU0000241,Apparel,Outerwear,Aster,101.0,1673.6335696900003,911.0661131300002,4,0.0,377.49,1.0,0.0
SKU0000168,Home,Furniture,Northline,10.0,1662.7649999999999,721.2649999999999,1,0.0,0.0,0.0,0.0
SKU0000479,Health,Medical Supplies,Cobalt,6.0,1647.4885559600002,829.28378822,3,0.0,0.0,0.0,0.0
SKU0000626,Apparel,Fitness,Aster,32.0,1639.1817793,923.5198743,3,0.0,0.0,0.0,0.0
SKU0000034,Health,Pharmacy,Cobalt,5.0,1631.91002481,635.2588226100002,1,0.0,0.0,0.0,0.0
SKU0000274,Office,Stationery,Northline,10.0,1624.4084025999998,1003.6312021999997,1,0.0,0.0,0.0,0.0
SKU0000037,Health,Medical Supplies,Nimbus,27.0,1618.0400000000002,728.6600000000001,2,5.0,347.87,1.0,0.18518518518518517
SKU0000036,Office,Printing,Northline,63.0,1595.5086481,473.50374154,4,0.0,0.0,0.0,0.0
SKU0000388,Home,Lighting,Everpeak,6.0,1589.5822644,452.7000035999998,2,3.0,269.24,1.0,0.5
SKU0000221,Electronics,Computing,Everpeak,11.0,1587.3400000000001,407.2600000000001,2,0.0,0.0,0.0,0.0
SKU0000438,Electronics,Computing,Northline,5.0,1568.0081796220002,858.118920342,3,0.0,218.94,1.0,0.0
SKU0000044,Home,Lighting,Everpeak,5.0,1564.3500000000001,790.3500000000001,1,0.0,0.0,0.0,0.0
