snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,available_qty,reorder_point,safety_stock_qty,inventory_status,valid_inventory_qty,stockout_flag,below_reorder_point_flag,overstock_flag
2026-04-30,WH0020,SKU0000112,780.0,96,684,250,50,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000114,135.0,33,102,50,200,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000081,1378.0,363,1015,100,25,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000417,866.0,377,489,50,100,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000405,529.0,166,363,100,50,Low,True,False,False,False
2026-04-30,WH0020,SKU0000422,1007.0,23,984,50,50,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000111,666.0,194,472,250,50,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000261,1212.0,73,1139,250,25,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000164,323.0,321,2,500,25,Low,True,False,True,False
2026-04-30,WH0020,SKU0000159,1188.0,255,933,500,200,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000313,1714.0,133,1581,250,25,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000367,221.0,69,152,50,25,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000147,1816.0,328,1488,50,50,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000123,314.0,252,62,100,200,Overstock,True,False,True,False
2026-04-30,WH0020,SKU0000511,38.0,0,38,250,200,Stockout,True,False,True,False
2026-04-30,WH0020,SKU0000462,630.0,345,285,500,25,Stockout,True,False,True,False
2026-04-30,WH0020,SKU0000243,1549.0,175,1374,100,100,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000072,749.0,137,612,500,25,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000324,1483.0,104,1379,100,100,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000244,563.0,162,401,250,50,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000417,707.0,47,660,50,50,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000301,1357.0,463,894,100,100,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000106,1496.0,95,1401,250,100,Stockout,True,False,False,True
2026-04-30,WH0021,SKU0000135,838.0,403,435,250,25,Overstock,True,False,False,False
2026-04-30,WH0021,SKU0000665,521.0,328,193,100,100,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000600,1436.0,396,1040,500,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000155,232.0,19,213,500,25,Low,True,False,True,False
2026-04-30,WH0021,SKU0000198,1782.0,57,1725,50,100,Overstock,True,False,False,True
2026-04-30,WH0021,SKU0000256,1846.0,227,1619,50,25,Overstock,True,False,False,True
2026-04-30,WH0021,SKU0000049,504.0,231,273,250,50,Low,True,False,False,False
2026-04-30,WH0021,SKU0000222,1148.0,355,793,500,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000605,1963.0,276,1687,100,100,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000384,802.0,413,389,250,25,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000491,1555.0,295,1260,50,200,Stockout,True,False,False,True
2026-04-30,WH0021,SKU0000601,1858.0,30,1828,500,50,Low,True,False,False,False
2026-04-30,WH0021,SKU0000562,1535.0,105,1430,250,25,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000596,840.0,378,462,250,200,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000337,954.0,104,850,50,200,Low,True,False,False,True
2026-04-30,WH0021,SKU0000221,1889.0,452,1437,50,25,Low,True,False,False,True
2026-04-30,WH0021,SKU0000524,1376.0,300,1076,500,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000346,297.0,182,115,100,25,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000064,344.0,229,115,50,100,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000432,280.0,93,187,500,100,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000470,508.0,130,378,500,25,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000337,1937.0,38,1899,50,50,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000099,736.0,474,262,500,200,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000173,1758.0,33,1725,50,100,Low,True,False,False,True
2026-04-30,WH0021,SKU0000029,1789.0,155,1634,50,100,Stockout,True,False,False,True
2026-04-30,WH0021,SKU0000226,175.0,67,108,250,100,Stockout,True,False,True,False
2026-04-30,WH0021,SKU0000578,164.0,37,127,250,200,Overstock,True,False,True,False
2026-04-30,WH0021,SKU0000612,345.0,331,14,250,200,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000463,1135.0,377,758,50,200,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000318,1241.0,208,1033,250,25,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000230,1243.0,332,911,250,25,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000235,899.0,277,622,100,25,Low,True,False,False,True
2026-04-30,WH0021,SKU0000214,438.0,24,414,500,50,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000390,1610.0,165,1445,50,200,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000217,1607.0,321,1286,250,25,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000222,1950.0,311,1639,500,100,Low,True,False,False,False
2026-04-30,WH0020,SKU0000093,1899.0,7,1892,250,200,Low,True,False,False,True
2026-04-30,WH0020,SKU0000208,344.0,47,297,500,50,Stockout,True,False,True,False
2026-04-30,WH0020,SKU0000305,1548.0,158,1390,50,100,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000321,965.0,404,561,50,100,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000007,1270.0,23,1247,100,200,Healthy,True,False,False,True
2026-04-30,WH0019,SKU0000240,1574.0,435,1139,100,200,Low,True,False,False,True
2026-04-30,WH0019,SKU0000587,1952.0,324,1628,100,100,Low,True,False,False,True
2026-04-30,WH0019,SKU0000585,80.0,25,55,100,200,Overstock,True,False,True,False
2026-04-30,WH0019,SKU0000236,1082.0,444,638,250,200,Overstock,True,False,False,False
2026-04-30,WH0020,SKU0000585,1707.0,267,1440,50,50,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000443,1093.0,26,1067,250,200,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000415,806.0,280,526,250,200,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000291,1869.0,16,1853,50,200,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000623,1326.0,307,1019,250,25,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000153,91.0,59,32,250,25,Stockout,True,False,True,False
2026-04-30,WH0020,SKU0000091,680.0,467,213,250,100,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000491,1133.0,407,726,100,100,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000153,722.0,209,513,500,25,Healthy,True,False,False,False
2026-04-30,WH0020,SKU0000021,254.0,100,154,100,50,Low,True,False,False,False
2026-04-30,WH0020,SKU0000014,101.0,8,93,500,50,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000338,240.0,233,7,100,50,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000039,1322.0,133,1189,500,50,Low,True,False,False,False
2026-04-30,WH0019,SKU0000562,1498.0,168,1330,250,100,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000031,754.0,37,717,100,100,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000283,1434.0,8,1426,50,50,Low,True,False,False,True
2026-04-30,WH0019,SKU0000275,1117.0,33,1084,250,100,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000298,1940.0,412,1528,100,25,Overstock,True,False,False,True
2026-04-30,WH0019,SKU0000304,533.0,305,228,100,50,Healthy,True,False,False,False
2026-04-30,WH0019,SKU0000412,1253.0,33,1220,100,200,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000443,1060.0,449,611,100,50,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000301,1606.0,413,1193,250,100,Stockout,True,False,False,True
2026-04-30,WH0019,SKU0000346,1003.0,262,741,500,25,Overstock,True,False,False,False
2026-04-30,WH0019,SKU0000439,1800.0,299,1501,500,25,Healthy,True,False,False,False
2026-04-30,WH0019,SKU0000052,1146.0,494,652,100,50,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000590,475.0,293,182,50,200,Low,True,False,False,False
2026-04-30,WH0020,SKU0000382,97.0,58,39,100,25,Low,True,False,True,False
2026-04-30,WH0020,SKU0000273,710.0,428,282,50,100,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000351,224.0,107,117,100,50,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000223,1132.0,145,987,50,25,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000135,1688.0,163,1525,100,100,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000365,370.0,344,26,250,25,Overstock,True,False,True,False
2026-04-30,WH0020,SKU0000221,1144.0,282,862,500,200,Low,True,False,False,False
2026-04-30,WH0020,SKU0000613,213.0,21,192,50,200,Low,True,False,False,False
2026-04-30,WH0020,SKU0000036,1673.0,246,1427,500,100,Overstock,True,False,False,False
2026-04-30,WH0020,SKU0000255,1496.0,21,1475,250,200,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000068,488.0,392,96,250,25,Low,True,False,True,False
2026-04-30,WH0020,SKU0000677,980.0,425,555,100,100,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000516,1750.0,281,1469,500,50,Low,True,False,False,False
2026-04-30,WH0020,SKU0000226,1272.0,411,861,100,100,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000441,678.0,3,675,500,50,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000275,1045.0,464,581,500,100,Low,True,False,False,False
2026-04-30,WH0020,SKU0000256,1349.0,478,871,50,200,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000558,1820.0,103,1717,250,50,Low,True,False,False,True
2026-04-30,WH0020,SKU0000448,1726.0,280,1446,250,200,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000389,198.0,152,46,500,25,Overstock,True,False,True,False
2026-04-30,WH0020,SKU0000671,673.0,181,492,100,100,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000012,1438.0,359,1079,100,100,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000542,1705.0,8,1697,250,25,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000455,933.0,219,714,500,200,Overstock,True,False,False,False
2026-04-30,WH0020,SKU0000554,1030.0,370,660,50,50,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000231,478.0,412,66,500,200,Low,True,False,True,False
2026-04-30,WH0020,SKU0000537,1247.0,475,772,500,200,Low,True,False,False,False
2026-04-30,WH0020,SKU0000130,44.0,34,10,250,200,Stockout,True,False,True,False
2026-04-30,WH0020,SKU0000104,293.0,113,180,500,100,Healthy,True,False,True,False
2026-04-30,WH0020,SKU0000161,759.0,62,697,50,200,Overstock,True,False,False,True
2026-04-30,WH0020,SKU0000492,261.0,9,252,250,200,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000587,1418.0,429,989,50,50,Stockout,True,False,False,True
2026-04-30,WH0020,SKU0000555,1999.0,16,1983,500,50,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000308,502.0,292,210,100,200,Stockout,True,False,False,False
2026-04-30,WH0020,SKU0000497,635.0,0,635,50,200,Healthy,True,False,False,True
2026-04-30,WH0020,SKU0000214,998.0,465,533,500,100,Low,True,False,False,False
2026-04-30,WH0020,SKU0000592,1257.0,452,805,100,200,Low,True,False,False,True
2026-04-30,WH0021,SKU0000073,17.0,3,14,100,100,Overstock,True,False,True,False
2026-04-30,WH0022,SKU0000422,1733.0,217,1516,500,50,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000405,1674.0,415,1259,250,25,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000214,1324.0,107,1217,500,25,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000587,141.0,3,138,500,25,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000201,1779.0,16,1763,50,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000070,1072.0,8,1064,250,100,Low,True,False,False,True
2026-04-30,WH0022,SKU0000046,586.0,181,405,500,200,Stockout,True,False,True,False
2026-04-30,WH0022,SKU0000119,1274.0,487,787,50,50,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000528,791.0,269,522,250,100,Overstock,True,False,False,False
2026-04-30,WH0022,SKU0000396,1677.0,33,1644,500,200,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000178,651.0,432,219,500,200,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000235,344.0,261,83,100,200,Low,True,False,True,False
2026-04-30,WH0022,SKU0000573,1382.0,303,1079,250,25,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000245,836.0,427,409,100,50,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000326,1573.0,144,1429,100,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000224,1220.0,183,1037,500,50,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000206,1422.0,1,1421,50,50,Low,True,False,False,True
2026-04-30,WH0022,SKU0000039,1503.0,376,1127,500,100,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000031,1944.0,383,1561,100,200,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000360,1946.0,229,1717,500,25,Low,True,False,False,False
2026-04-30,WH0022,SKU0000171,1763.0,470,1293,250,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000572,1162.0,374,788,500,100,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000215,1224.0,206,1018,250,50,Low,True,False,False,True
2026-04-30,WH0022,SKU0000518,568.0,185,383,100,200,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000156,1149.0,139,1010,500,200,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000621,1255.0,431,824,50,100,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000005,1240.0,117,1123,100,25,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000625,312.0,240,72,50,25,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000304,878.0,149,729,500,200,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000160,314.0,206,108,50,50,Low,True,False,False,False
2026-04-30,WH0022,SKU0000513,1847.0,487,1360,50,200,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000198,1468.0,329,1139,500,100,Low,True,False,False,False
2026-04-30,WH0022,SKU0000346,1906.0,415,1491,100,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000219,1813.0,100,1713,500,200,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000642,1395.0,173,1222,250,25,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000588,1555.0,94,1461,250,200,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000074,1934.0,341,1593,100,25,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000373,1679.0,131,1548,500,200,Low,True,False,False,False
2026-04-30,WH0022,SKU0000531,1021.0,87,934,100,200,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000233,1678.0,356,1322,50,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000681,159.0,148,11,250,200,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000494,547.0,279,268,100,50,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000455,432.0,230,202,250,200,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000542,1029.0,42,987,500,50,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000653,1624.0,253,1371,50,200,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000666,276.0,52,224,250,25,Stockout,True,False,True,False
2026-04-30,WH0022,SKU0000429,670.0,167,503,50,50,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000181,17.0,11,6,100,200,Overstock,True,False,True,False
2026-04-30,WH0022,SKU0000289,731.0,473,258,100,25,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000163,1986.0,363,1623,500,200,Stockout,True,False,False,False
2026-04-30,WH0022,SKU0000007,1955.0,164,1791,250,200,Stockout,True,False,False,True
2026-04-30,WH0022,SKU0000155,399.0,282,117,500,100,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000177,1041.0,466,575,100,200,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000056,906.0,287,619,500,100,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000342,473.0,225,248,50,200,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000382,1720.0,455,1265,500,50,Low,True,False,False,False
2026-04-30,WH0022,SKU0000021,1084.0,440,644,250,100,Overstock,True,False,False,False
2026-04-30,WH0022,SKU0000600,1473.0,71,1402,50,100,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000479,554.0,290,264,100,25,Overstock,True,False,False,False
2026-04-30,WH0022,SKU0000673,241.0,35,206,100,100,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000511,181.0,54,127,50,100,Low,True,False,False,False
2026-04-30,WH0022,SKU0000657,613.0,310,303,250,200,Overstock,True,False,False,False
2026-04-30,WH0022,SKU0000104,47.0,8,39,500,25,Overstock,True,False,True,False
2026-04-30,WH0022,SKU0000627,941.0,380,561,500,100,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000383,1326.0,171,1155,50,100,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000222,1247.0,452,795,100,25,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000159,749.0,164,585,50,25,Overstock,True,False,False,True
2026-04-30,WH0022,SKU0000390,1753.0,287,1466,100,50,Low,True,False,False,True
2026-04-30,WH0021,SKU0000432,1261.0,287,974,100,50,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000098,1360.0,8,1352,250,100,Low,True,False,False,True
2026-04-30,WH0021,SKU0000651,1268.0,226,1042,100,200,Low,True,False,False,True
2026-04-30,WH0021,SKU0000615,833.0,209,624,100,50,Low,True,False,False,True
2026-04-30,WH0021,SKU0000396,979.0,115,864,500,100,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000099,625.0,405,220,250,100,Overstock,True,False,True,False
2026-04-30,WH0021,SKU0000161,1197.0,145,1052,100,200,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000425,673.0,113,560,250,50,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000036,1021.0,44,977,250,50,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000672,668.0,335,333,100,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000375,426.0,245,181,100,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000045,1380.0,399,981,500,100,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000661,936.0,40,896,50,50,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000631,1108.0,86,1022,500,200,Overstock,True,False,False,False
2026-04-30,WH0021,SKU0000602,989.0,440,549,50,50,Stockout,True,False,False,True
2026-04-30,WH0021,SKU0000365,1009.0,111,898,250,100,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000081,942.0,222,720,50,50,Low,True,False,False,True
2026-04-30,WH0021,SKU0000668,753.0,407,346,50,25,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000348,725.0,152,573,500,25,Overstock,True,False,False,False
2026-04-30,WH0021,SKU0000159,1725.0,32,1693,100,50,Low,True,False,False,True
2026-04-30,WH0021,SKU0000150,292.0,169,123,250,25,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000156,1661.0,301,1360,100,25,Low,True,False,False,True
2026-04-30,WH0021,SKU0000063,1979.0,79,1900,50,50,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000249,586.0,304,282,500,25,Low,True,False,True,False
2026-04-30,WH0021,SKU0000240,1419.0,259,1160,250,100,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000322,1224.0,172,1052,250,200,Low,True,False,False,True
2026-04-30,WH0021,SKU0000577,1692.0,138,1554,50,100,Overstock,True,False,False,True
2026-04-30,WH0021,SKU0000039,43.0,18,25,100,25,Stockout,True,False,True,False
2026-04-30,WH0021,SKU0000052,340.0,18,322,500,50,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000572,1690.0,430,1260,500,100,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000400,789.0,180,609,50,100,Low,True,False,False,True
2026-04-30,WH0021,SKU0000470,1434.0,489,945,500,50,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000586,490.0,333,157,50,200,Low,True,False,False,False
2026-04-30,WH0021,SKU0000138,1583.0,100,1483,500,200,Overstock,True,False,False,False
2026-04-30,WH0021,SKU0000020,413.0,214,199,250,200,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000331,959.0,277,682,500,50,Low,True,False,False,False
2026-04-30,WH0021,SKU0000102,1343.0,44,1299,500,200,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000289,1043.0,299,744,500,100,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000091,893.0,249,644,250,100,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000677,1438.0,206,1232,500,100,Stockout,True,False,False,False
2026-04-30,WH0022,SKU0000439,1779.0,59,1720,250,200,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000441,864.0,163,701,500,25,Healthy,True,False,False,False
2026-04-30,WH0022,SKU0000331,1061.0,145,916,50,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000416,511.0,205,306,50,25,Low,True,False,False,True
2026-04-30,WH0022,SKU0000592,1523.0,208,1315,100,50,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000612,267.0,170,97,500,200,Healthy,True,False,True,False
2026-04-30,WH0022,SKU0000468,1903.0,128,1775,50,100,Healthy,True,False,False,True
2026-04-30,WH0022,SKU0000385,877.0,100,777,100,50,Low,True,False,False,True
2026-04-30,WH0021,SKU0000556,1305.0,235,1070,50,50,Stockout,True,False,False,True
2026-04-30,WH0021,SKU0000683,1694.0,344,1350,250,100,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000294,1304.0,348,956,50,200,Overstock,True,False,False,True
2026-04-30,WH0021,SKU0000273,299.0,129,170,250,50,Stockout,True,False,True,False
2026-04-30,WH0021,SKU0000132,668.0,132,536,500,200,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000050,892.0,132,760,250,25,Low,True,False,False,False
2026-04-30,WH0021,SKU0000588,1232.0,58,1174,500,25,Overstock,True,False,False,False
2026-04-30,WH0022,SKU0000121,502.0,145,357,250,25,Healthy,True,False,False,False
2026-04-30,WH0021,SKU0000439,498.0,129,369,500,100,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000565,263.0,176,87,50,200,Low,True,False,False,False
2026-04-30,WH0021,SKU0000019,984.0,454,530,500,25,Stockout,True,False,False,False
2026-04-30,WH0021,SKU0000488,1721.0,289,1432,100,100,Healthy,True,False,False,True
2026-04-30,WH0021,SKU0000032,745.0,419,326,500,100,Overstock,True,False,True,False
2026-04-30,WH0021,SKU0000233,388.0,252,136,500,50,Healthy,True,False,True,False
2026-04-30,WH0021,SKU0000194,372.0,96,276,50,100,Overstock,True,False,False,True
2026-04-30,WH0021,SKU0000558,923.0,107,816,500,50,Healthy,True,False,False,False
2026-04-30,WH0005,SKU0000249,92.0,51,41,100,100,Overstock,True,False,True,False
2026-04-30,WH0005,SKU0000118,1825.0,268,1557,50,50,Stockout,True,False,False,True
2026-04-30,WH0005,SKU0000690,901.0,208,693,500,200,Healthy,True,False,False,False
2026-04-30,WH0005,SKU0000568,1350.0,80,1270,50,200,Low,True,False,False,True
2026-04-30,WH0005,SKU0000346,1194.0,52,1142,100,100,Stockout,True,False,False,True
2026-04-30,WH0005,SKU0000034,1793.0,463,1330,500,200,Stockout,True,False,False,False
2026-04-30,WH0005,SKU0000385,775.0,148,627,50,100,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000240,12.0,10,2,500,100,Stockout,True,False,True,False
2026-04-30,WH0005,SKU0000123,349.0,98,251,50,100,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000410,1955.0,363,1592,500,100,Overstock,True,False,False,False
2026-04-30,WH0005,SKU0000185,1776.0,465,1311,100,50,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000020,1224.0,11,1213,500,100,Healthy,True,False,False,False
2026-04-30,WH0005,SKU0000681,1405.0,382,1023,50,200,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000010,1462.0,443,1019,100,25,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000076,695.0,453,242,500,100,Healthy,True,False,True,False
2026-04-30,WH0005,SKU0000150,36.0,3,33,500,200,Low,True,False,True,False
2026-04-30,WH0005,SKU0000487,352.0,319,33,500,50,Stockout,True,False,True,False
2026-04-30,WH0005,SKU0000657,1554.0,225,1329,250,100,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000519,530.0,130,400,100,200,Low,True,False,False,False
2026-04-30,WH0004,SKU0000628,527.0,368,159,50,25,Stockout,True,False,False,False
2026-04-30,WH0004,SKU0000532,940.0,396,544,100,200,Low,True,False,False,True
2026-04-30,WH0004,SKU0000132,1537.0,18,1519,50,25,Healthy,True,False,False,True
2026-04-30,WH0004,SKU0000281,1825.0,339,1486,100,200,Overstock,True,False,False,True
2026-04-30,WH0004,SKU0000668,288.0,243,45,500,25,Low,True,False,True,False
2026-04-30,WH0004,SKU0000068,341.0,298,43,250,100,Stockout,True,False,True,False
2026-04-30,WH0005,SKU0000156,1519.0,280,1239,100,100,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000351,1604.0,469,1135,100,50,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000148,1358.0,174,1184,100,200,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000518,1684.0,37,1647,100,25,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000439,1172.0,375,797,250,25,Stockout,True,False,False,False
2026-04-30,WH0005,SKU0000132,923.0,477,446,50,200,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000147,989.0,424,565,250,50,Overstock,True,False,False,False
2026-04-30,WH0005,SKU0000628,430.0,153,277,50,25,Low,True,False,False,True
2026-04-30,WH0005,SKU0000525,248.0,224,24,50,25,Overstock,True,False,True,False
2026-04-30,WH0005,SKU0000261,161.0,136,25,50,25,Healthy,True,False,True,False
2026-04-30,WH0004,SKU0000403,1759.0,404,1355,500,25,Healthy,True,False,False,False
2026-04-30,WH0005,SKU0000199,941.0,41,900,250,25,Overstock,True,False,False,False
2026-04-30,WH0005,SKU0000615,51.0,39,12,500,50,Healthy,True,False,True,False
2026-04-30,WH0005,SKU0000418,1360.0,107,1253,100,200,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000007,1383.0,84,1299,50,100,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000511,598.0,75,523,50,100,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000092,1643.0,65,1578,250,25,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000541,1910.0,437,1473,250,200,Healthy,True,False,False,True
2026-04-30,WH0005,SKU0000538,619.0,161,458,100,100,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000330,1326.0,25,1301,50,25,Overstock,True,False,False,True
2026-04-30,WH0005,SKU0000039,96.0,22,74,250,200,Stockout,True,False,True,False
2026-04-30,WH0005,SKU0000217,781.0,7,774,250,50,Healthy,True,False,False,False
2026-04-30,WH0005,SKU0000503,1799.0,143,1656,250,100,Overstock,True,False,False,True
