receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason,valid_received_qty,po_id,warehouse_id,receipt_date,receipt_status,inspection_status,ordered_qty,unit_cost,fill_rate,rejected_rate
RCL0000000610,RCV00000330,POL0000001416,SKU0000626,250.0,2.0,Incorrect item,True,PO00000560,WH0002,,Received,Failed,500.0,22.25,0.5,0.008
RCL0000000613,RCV00000331,POL0000001491,SKU0000185,750.0,0.0,Incorrect item,True,PO00000586,WH0002,2026-05-07,Rejected,Passed,1000.0,134.83,0.75,0.0
RCL0000000615,RCV00000332,POL0000001945,SKU0000348,37.0,0.0,Damaged packaging,True,PO00000776,WH0022,2026-06-06,Partial,Passed,50.0,277.03,0.74,0.0
RCL0000000618,RCV00000333,POL0000000734,SKU0000368,125.0,0.0,Temperature breach,True,PO00000287,WH0010,,Received,Passed,250.0,139.37,0.5,0.0
RCL0000000624,RCV00000335,POL0000001191,SKU0000666,75.0,0.0,Incorrect item,True,PO00000469,WH0016,2026-02-11,Received,Failed,100.0,191.23,0.75,0.0
RCL0000000625,RCV00000336,POL0000001064,SKU0000509,375.0,0.0,Damaged packaging,True,PO00000417,WH0006,2026-03-03,Received,Pending,500.0,172.71,0.75,0.0
RCL0000000627,RCV00000337,POL0000001037,SKU0000122,125.0,1.0,Incorrect item,True,PO00000406,WH0022,2026-05-12,Received,Failed,250.0,100.15,0.5,0.008
RCL0000000628,RCV00000338,POL0000001205,SKU0000685,187.0,0.0,Incorrect item,True,PO00000475,WH0015,,Received,Pending,250.0,278.17,0.748,0.0
RCL0000000632,RCV00000339,POL0000001993,SKU0000375,187.0,0.0,Incorrect item,True,PO00000796,WH0011,2026-01-30,Received,Failed,250.0,79.59,0.748,0.0
RCL0000000639,RCV00000344,POL0000000153,SKU0000130,50.0,1.0,Damaged packaging,True,PO00000055,WH0016,,Received,Pending,100.0,291.4,0.5,0.02
RCL0000000640,RCV00000345,POL0000001326,SKU0000126,375.0,0.0,Temperature breach,True,PO00000520,WH0016,,Rejected,Passed,500.0,83.39,0.75,0.0
RCL0000000641,RCV00000345,POL0000001327,SKU0000329,37.0,0.0,Incorrect item,True,PO00000520,WH0016,,Rejected,Passed,50.0,224.29,0.74,0.0
RCL0000000648,RCV00000350,POL0000001713,SKU0000552,37.0,0.0,Temperature breach,True,PO00000676,WH0003,2026-03-12,Received,Pending,50.0,64.02,0.74,0.0
RCL0000000650,RCV00000350,POL0000001715,SKU0000115,50.0,0.0,Temperature breach,True,PO00000676,WH0003,2026-03-12,Received,Pending,100.0,163.28,0.5,0.0
RCL0000000652,RCV00000351,POL0000000216,SKU0000500,125.0,5.0,,True,PO00000080,WH0005,,Received,Passed,250.0,21.62,0.5,0.04
RCL0000000662,RCV00000357,POL0000000090,SKU0000175,25.0,0.0,Damaged packaging,True,PO00000032,WH0001,,Rejected,Passed,50.0,226.42,0.5,0.0
RCL0000000663,RCV00000358,POL0000000126,SKU0000664,750.0,0.0,,True,PO00000044,WH0004,,Received,Pending,1000.0,237.21,0.75,0.0
RCL0000000666,RCV00000360,POL0000001160,SKU0000441,375.0,0.0,Damaged packaging,True,PO00000458,WH0019,2026-04-25,Rejected,Failed,500.0,216.68,0.75,0.0
RCL0000000676,RCV00000365,POL0000001473,SKU0000527,750.0,1.0,Damaged packaging,True,PO00000580,WH0021,2026-02-28,Rejected,Passed,1000.0,70.18,0.75,0.0013333333333333333
RCL0000000677,RCV00000366,POL0000000806,SKU0000438,750.0,0.0,,True,PO00000317,WH0003,,Received,Failed,1000.0,133.72,0.75,0.0
RCL0000000679,RCV00000367,POL0000000012,SKU0000071,25.0,2.0,Damaged packaging,True,PO00000005,WH0010,2026-01-04,Received,Passed,50.0,92.75,0.5,0.08
RCL0000000683,RCV00000370,POL0000000287,SKU0000359,250.0,0.0,,True,PO00000112,WH0006,2026-03-24,Received,Passed,500.0,252.6,0.5,0.0
RCL0000000684,RCV00000371,POL0000001548,SKU0000203,125.0,1.0,Incorrect item,True,PO00000608,WH0023,,Rejected,Passed,250.0,72.74,0.5,0.008
RCL0000000685,RCV00000371,POL0000001547,SKU0000542,750.0,0.0,Incorrect item,True,PO00000608,WH0023,,Rejected,Passed,1000.0,237.74,0.75,0.0
RCL0000000692,RCV00000375,POL0000000356,SKU0000279,375.0,2.0,Incorrect item,True,PO00000140,WH0009,,Rejected,Pending,500.0,219.46,0.75,0.005333333333333333
RCL0000000696,RCV00000377,POL0000000039,SKU0000040,50.0,0.0,Damaged packaging,True,PO00000015,WH0006,2026-02-07,Received,Passed,100.0,287.52,0.5,0.0
RCL0000000705,RCV00000382,POL0000000478,SKU0000438,125.0,0.0,,True,PO00000188,WH0020,,Received,Pending,250.0,133.72,0.5,0.0
RCL0000000709,RCV00000385,POL0000001246,SKU0000259,37.0,5.0,Incorrect item,True,PO00000491,WH0005,2026-05-27,Partial,Pending,50.0,181.31,0.74,0.13513513513513514
RCL0000000717,RCV00000390,POL0000001560,SKU0000593,125.0,5.0,Damaged packaging,True,PO00000614,WH0011,2026-01-27,Received,Pending,250.0,197.98,0.5,0.04
RCL0000000727,RCV00000393,POL0000000365,SKU0000367,37.0,5.0,Temperature breach,True,PO00000143,WH0008,,Received,Pending,50.0,36.58,0.74,0.13513513513513514
RCL0000000730,RCV00000394,POL0000000361,SKU0000264,187.0,0.0,Damaged packaging,True,PO00000142,WH0022,2026-04-10,Received,Pending,250.0,267.55,0.748,0.0
RCL0000000734,RCV00000397,POL0000001640,SKU0000113,37.0,0.0,Damaged packaging,True,PO00000648,WH0006,,Received,Passed,50.0,122.37,0.74,0.0
RCL0000000736,RCV00000397,POL0000001641,SKU0000387,187.0,2.0,Incorrect item,True,PO00000648,WH0006,,Received,Passed,250.0,243.93,0.748,0.0106951871657754
RCL0000000739,RCV00000399,POL0000000496,SKU0000623,50.0,0.0,,True,PO00000197,WH0021,,Received,Pending,100.0,142.18,0.5,0.0
RCL0000000742,RCV00000401,POL0000001430,SKU0000496,500.0,0.0,Temperature breach,True,PO00000565,WH0016,,Received,Passed,1000.0,3.1,0.5,0.0
RCL0000000745,RCV00000402,POL0000000297,SKU0000568,37.0,2.0,Temperature breach,True,PO00000118,WH0011,2026-01-15,Partial,Pending,50.0,4.53,0.74,0.05405405405405406
RCL0000000748,RCV00000404,POL0000001790,SKU0000644,250.0,5.0,Damaged packaging,True,PO00000707,WH0022,,Received,Pending,500.0,85.52,0.5,0.02
RCL0000000751,RCV00000406,POL0000000731,SKU0000586,50.0,0.0,Temperature breach,True,PO00000286,WH0010,2026-01-26,Rejected,Pending,100.0,118.76,0.5,0.0
RCL0000000753,RCV00000406,POL0000000733,SKU0000491,50.0,0.0,Damaged packaging,True,PO00000286,WH0010,2026-01-26,Rejected,Pending,100.0,159.01,0.5,0.0
RCL0000000756,RCV00000408,POL0000000029,SKU0000317,500.0,0.0,,True,PO00000012,WH0024,,Partial,Passed,1000.0,220.93,0.5,0.0
RCL0000000757,RCV00000408,POL0000000028,SKU0000528,50.0,5.0,Damaged packaging,True,PO00000012,WH0024,,Partial,Passed,100.0,112.12,0.5,0.1
RCL0000000769,RCV00000416,POL0000000632,SKU0000159,500.0,0.0,Incorrect item,True,PO00000251,WH0024,2025-12-19,Received,Passed,1000.0,49.49,0.5,0.0
RCL0000000771,RCV00000416,POL0000000634,SKU0000345,37.0,5.0,,True,PO00000251,WH0024,2025-12-19,Received,Passed,50.0,240.87,0.74,0.13513513513513514
RCL0000000772,RCV00000417,POL0000000341,SKU0000382,37.0,0.0,Incorrect item,True,PO00000135,WH0002,,Received,Passed,50.0,153.1,0.74,0.0
RCL0000000777,RCV00000419,POL0000001865,SKU0000308,750.0,0.0,Temperature breach,True,PO00000741,WH0010,,Received,Passed,1000.0,56.0,0.75,0.0
RCL0000000778,RCV00000419,POL0000001867,SKU0000296,750.0,5.0,Damaged packaging,True,PO00000741,WH0010,,Received,Passed,1000.0,82.35,0.75,0.006666666666666667
RCL0000000779,RCV00000420,POL0000001376,SKU0000397,750.0,0.0,Damaged packaging,True,PO00000540,WH0019,2026-01-25,Received,Passed,1000.0,202.85,0.75,0.0
RCL0000000781,RCV00000421,POL0000001933,SKU0000171,37.0,2.0,Temperature breach,True,PO00000771,WH0014,,Received,Pending,50.0,111.06,0.74,0.05405405405405406
RCL0000000782,RCV00000422,POL0000000292,SKU0000387,125.0,0.0,Incorrect item,True,PO00000115,WH0020,2026-02-04,Received,Failed,250.0,243.93,0.5,0.0
RCL0000000784,RCV00000424,POL0000000031,SKU0000028,250.0,5.0,,True,PO00000013,WH0019,,Rejected,Passed,500.0,209.57,0.5,0.02
RCL0000000786,RCV00000425,POL0000001570,SKU0000399,750.0,1.0,Temperature breach,True,PO00000617,WH0006,2026-04-11,Received,Pending,1000.0,29.14,0.75,0.0013333333333333333
RCL0000000788,RCV00000426,POL0000000515,SKU0000344,37.0,0.0,Damaged packaging,True,PO00000204,WH0007,,Rejected,Passed,50.0,117.86,0.74,0.0
RCL0000000789,RCV00000427,POL0000000070,SKU0000458,125.0,5.0,Damaged packaging,True,PO00000025,WH0008,,Partial,Failed,250.0,175.67,0.5,0.04
RCL0000000793,RCV00000428,POL0000000051,SKU0000220,75.0,5.0,Damaged packaging,True,PO00000019,WH0011,,Received,Passed,100.0,259.0,0.75,0.06666666666666667
RCL0000000796,RCV00000430,POL0000000962,SKU0000619,50.0,0.0,,True,PO00000378,WH0022,2026-02-28,Received,Failed,100.0,285.44,0.5,0.0
RCL0000000799,RCV00000432,POL0000001749,SKU0000525,75.0,1.0,,True,PO00000690,WH0012,2026-03-14,Partial,Pending,100.0,81.4,0.75,0.013333333333333334
RCL0000000800,RCV00000433,POL0000001864,SKU0000014,25.0,0.0,Temperature breach,True,PO00000740,WH0018,2026-01-29,Partial,Failed,50.0,187.4,0.5,0.0
RCL0000000804,RCV00000435,POL0000001581,SKU0000183,25.0,0.0,Damaged packaging,True,PO00000620,WH0002,2026-05-21,Received,Failed,50.0,2.32,0.5,0.0
RCL0000000810,RCV00000438,POL0000000219,SKU0000340,50.0,0.0,Temperature breach,True,PO00000081,WH0001,2026-02-24,Received,Failed,100.0,26.34,0.5,0.0
RCL0000000811,RCV00000439,POL0000001794,SKU0000208,750.0,0.0,Temperature breach,True,PO00000709,WH0010,2026-04-26,Rejected,Passed,1000.0,160.85,0.75,0.0
RCL0000000824,RCV00000446,POL0000000667,SKU0000317,75.0,1.0,Incorrect item,True,PO00000262,WH0001,,Partial,Failed,100.0,220.93,0.75,0.013333333333333334
RCL0000000840,RCV00000454,POL0000000715,SKU0000483,37.0,0.0,Damaged packaging,True,PO00000278,WH0013,,Received,Passed,50.0,126.24,0.74,0.0
RCL0000000847,RCV00000458,POL0000000214,SKU0000030,125.0,0.0,Temperature breach,True,PO00000079,WH0019,2026-06-08,Rejected,Failed,250.0,167.95,0.5,0.0
RCL0000000849,RCV00000460,POL0000000479,SKU0000008,125.0,2.0,Damaged packaging,True,PO00000189,WH0020,,Rejected,Pending,250.0,295.17,0.5,0.016
RCL0000000855,RCV00000464,POL0000000957,SKU0000496,37.0,0.0,,True,PO00000376,WH0017,,Rejected,Pending,50.0,3.1,0.74,0.0
RCL0000000856,RCV00000465,POL0000000859,SKU0000516,750.0,5.0,Incorrect item,True,PO00000335,WH0018,,Received,Failed,1000.0,82.03,0.75,0.006666666666666667
RCL0000000859,RCV00000466,POL0000000117,SKU0000078,187.0,5.0,Damaged packaging,True,PO00000040,WH0020,2026-01-08,Received,Failed,250.0,106.21,0.748,0.026737967914438502
RCL0000000863,RCV00000468,POL0000001392,SKU0000141,125.0,0.0,Damaged packaging,True,PO00000549,WH0018,2026-02-04,Received,Pending,250.0,269.52,0.5,0.0
RCL0000000864,RCV00000469,POL0000001728,SKU0000046,75.0,0.0,Damaged packaging,True,PO00000680,WH0014,2026-01-19,Received,Pending,100.0,3.14,0.75,0.0
RCL0000000866,RCV00000470,POL0000001271,SKU0000065,50.0,0.0,,True,PO00000501,WH0025,,Received,Pending,100.0,90.37,0.5,0.0
RCL0000000868,RCV00000472,POL0000001990,SKU0000412,75.0,0.0,Damaged packaging,True,PO00000795,WH0014,,Partial,Failed,100.0,111.97,0.75,0.0
RCL0000000870,RCV00000473,POL0000000395,SKU0000043,375.0,0.0,Temperature breach,True,PO00000158,WH0019,2026-01-28,Received,Pending,500.0,298.47,0.75,0.0
RCL0000000874,RCV00000474,POL0000001349,SKU0000618,375.0,2.0,,True,PO00000528,WH0024,,Rejected,Passed,500.0,17.24,0.75,0.005333333333333333
RCL0000000876,RCV00000476,POL0000001440,SKU0000440,187.0,0.0,Damaged packaging,True,PO00000569,WH0017,,Rejected,Pending,250.0,140.15,0.748,0.0
RCL0000000878,RCV00000477,POL0000000455,SKU0000380,75.0,0.0,Temperature breach,True,PO00000178,WH0005,2026-04-11,Received,Passed,100.0,116.16,0.75,0.0
RCL0000000879,RCV00000477,POL0000000454,SKU0000109,750.0,0.0,,True,PO00000178,WH0005,2026-04-11,Received,Passed,1000.0,110.75,0.75,0.0
RCL0000000882,RCV00000479,POL0000001536,SKU0000461,125.0,1.0,Incorrect item,True,PO00000602,WH0023,2026-02-23,Received,Failed,250.0,14.48,0.5,0.008
RCL0000000883,RCV00000480,POL0000001691,SKU0000197,500.0,0.0,,True,PO00000666,WH0009,2025-12-25,Partial,Passed,1000.0,81.13,0.5,0.0
RCL0000000888,RCV00000483,POL0000001633,SKU0000417,375.0,1.0,Temperature breach,True,PO00000644,WH0004,2026-05-03,Received,Failed,500.0,107.86,0.75,0.0026666666666666666
RCL0000000891,RCV00000486,POL0000000312,SKU0000629,375.0,0.0,Damaged packaging,True,PO00000122,WH0005,2026-03-16,Rejected,Failed,500.0,42.15,0.75,0.0
RCL0000000907,RCV00000494,POL0000000183,SKU0000134,75.0,5.0,Damaged packaging,True,PO00000067,WH0023,,Received,Passed,100.0,220.35,0.75,0.06666666666666667
RCL0000000915,RCV00000497,POL0000001637,SKU0000160,750.0,5.0,Temperature breach,True,PO00000646,WH0006,2026-04-05,Rejected,Failed,1000.0,49.75,0.75,0.006666666666666667
RCL0000000927,RCV00000505,POL0000000131,SKU0000132,375.0,0.0,Incorrect item,True,PO00000047,WH0003,,Rejected,Failed,500.0,278.5,0.75,0.0
RCL0000000936,RCV00000513,POL0000000738,SKU0000152,25.0,1.0,Temperature breach,True,PO00000289,WH0007,2026-03-26,Received,Passed,50.0,15.58,0.5,0.04
RCL0000000937,RCV00000513,POL0000000739,SKU0000346,50.0,0.0,Temperature breach,True,PO00000289,WH0007,2026-03-26,Received,Passed,100.0,227.08,0.5,0.0
RCL0000000938,RCV00000514,POL0000000425,SKU0000292,750.0,0.0,Temperature breach,True,PO00000166,WH0017,2026-04-27,Received,Failed,1000.0,65.65,0.75,0.0
RCL0000000940,RCV00000515,POL0000001135,SKU0000156,50.0,0.0,Temperature breach,True,PO00000449,WH0003,2026-05-01,Received,Passed,100.0,203.01,0.5,0.0
RCL0000000949,RCV00000519,POL0000000871,SKU0000326,25.0,5.0,Temperature breach,True,PO00000339,WH0012,,Received,Failed,50.0,234.1,0.5,0.2
RCL0000000956,RCV00000523,POL0000000643,SKU0000618,250.0,0.0,Damaged packaging,True,PO00000254,WH0006,,Received,Passed,500.0,17.24,0.5,0.0
RCL0000000960,RCV00000526,POL0000001202,SKU0000075,37.0,0.0,,True,PO00000474,WH0024,,Received,Failed,50.0,21.18,0.74,0.0
RCL0000000962,RCV00000527,POL0000001643,SKU0000040,75.0,2.0,Temperature breach,True,PO00000649,WH0003,2026-01-07,Received,Passed,100.0,287.52,0.75,0.02666666666666667
RCL0000000965,RCV00000529,POL0000001300,SKU0000668,125.0,0.0,Damaged packaging,True,PO00000511,WH0016,2026-04-04,Received,Failed,250.0,156.75,0.5,0.0
RCL0000000970,RCV00000531,POL0000000001,SKU0000213,750.0,1.0,,True,PO00000001,WH0010,,Partial,Passed,1000.0,92.2,0.75,0.0013333333333333333
RCL0000000974,RCV00000534,POL0000000239,SKU0000032,125.0,0.0,Temperature breach,True,PO00000088,WH0015,2026-05-24,Received,Passed,250.0,111.82,0.5,0.0
RCL0000000977,RCV00000535,POL0000000103,SKU0000190,187.0,0.0,Incorrect item,True,PO00000036,WH0004,,Received,Passed,250.0,230.54,0.748,0.0
RCL0000000980,RCV00000537,POL0000000374,SKU0000615,250.0,0.0,Temperature breach,True,PO00000147,WH0020,2026-01-18,Rejected,Pending,500.0,282.28,0.5,0.0
RCL0000000984,RCV00000538,POL0000000240,SKU0000678,50.0,5.0,Temperature breach,True,PO00000089,WH0022,,Partial,Pending,100.0,120.32,0.5,0.1
RCL0000000985,RCV00000539,POL0000001586,SKU0000094,750.0,0.0,,True,PO00000622,WH0002,,Partial,Failed,1000.0,1.93,0.75,0.0
RCL0000000986,RCV00000539,POL0000001588,SKU0000430,375.0,1.0,Incorrect item,True,PO00000622,WH0002,,Partial,Failed,500.0,14.34,0.75,0.0026666666666666666
RCL0000000991,RCV00000541,POL0000000288,SKU0000266,750.0,1.0,Temperature breach,True,PO00000113,WH0015,2026-04-27,Received,Passed,1000.0,151.11,0.75,0.0013333333333333333
RCL0000000992,RCV00000542,POL0000001609,SKU0000111,500.0,5.0,Temperature breach,True,PO00000632,WH0018,2026-04-01,Partial,Pending,1000.0,13.92,0.5,0.01
RCL0000000994,RCV00000543,POL0000000848,SKU0000059,50.0,0.0,Temperature breach,True,PO00000331,WH0017,,Received,Passed,100.0,145.09,0.5,0.0
RCL0000000995,RCV00000544,POL0000000620,SKU0000134,250.0,0.0,Damaged packaging,True,PO00000245,WH0006,2026-02-22,Rejected,Failed,500.0,220.35,0.5,0.0
RCL0000001001,RCV00000549,POL0000000509,SKU0000353,750.0,1.0,Temperature breach,True,PO00000202,WH0001,2026-05-06,Partial,Passed,1000.0,74.7,0.75,0.0013333333333333333
RCL0000001007,RCV00000553,POL0000000882,SKU0000645,37.0,0.0,,True,PO00000343,WH0015,2026-03-15,Received,Passed,50.0,160.8,0.74,0.0
RCL0000001010,RCV00000555,POL0000000194,SKU0000218,375.0,0.0,Temperature breach,True,PO00000070,WH0007,2026-04-13,Received,Passed,500.0,117.62,0.75,0.0
RCL0000001016,RCV00000559,POL0000000346,SKU0000413,250.0,0.0,Damaged packaging,True,PO00000136,WH0016,,Partial,Pending,500.0,215.0,0.5,0.0
RCL0000001019,RCV00000561,POL0000000296,SKU0000671,125.0,1.0,Incorrect item,True,PO00000117,WH0024,,Partial,Pending,250.0,44.98,0.5,0.008
RCL0000001021,RCV00000562,POL0000000393,SKU0000144,187.0,2.0,Damaged packaging,True,PO00000156,WH0022,,Rejected,Passed,250.0,283.77,0.748,0.0106951871657754
RCL0000001026,RCV00000564,POL0000002000,SKU0000166,50.0,0.0,Incorrect item,True,PO00000799,WH0016,2026-04-19,Received,Pending,100.0,208.93,0.5,0.0
RCL0000001032,RCV00000567,POL0000001305,SKU0000601,750.0,0.0,Temperature breach,True,PO00000513,WH0012,,Rejected,Failed,1000.0,86.37,0.75,0.0
RCL0000001033,RCV00000567,POL0000001307,SKU0000135,375.0,5.0,Damaged packaging,True,PO00000513,WH0012,,Rejected,Failed,500.0,18.79,0.75,0.013333333333333334
RCL0000001035,RCV00000568,POL0000000964,SKU0000550,375.0,1.0,Damaged packaging,True,PO00000379,WH0003,2026-04-14,Rejected,Passed,500.0,79.0,0.75,0.0026666666666666666
RCL0000001039,RCV00000570,POL0000001821,SKU0000043,50.0,1.0,Incorrect item,True,PO00000720,WH0017,2026-05-11,Received,Pending,100.0,298.47,0.5,0.02
RCL0000001044,RCV00000573,POL0000001793,SKU0000295,125.0,0.0,Incorrect item,True,PO00000708,WH0005,2026-03-26,Received,Failed,250.0,132.32,0.5,0.0
RCL0000001051,RCV00000576,POL0000000501,SKU0000618,37.0,0.0,Temperature breach,True,PO00000198,WH0025,2026-01-07,Received,Failed,50.0,17.24,0.74,0.0
RCL0000001054,RCV00000577,POL0000000756,SKU0000493,250.0,0.0,Incorrect item,True,PO00000297,WH0021,,Received,Passed,500.0,49.69,0.5,0.0
RCL0000001067,RCV00000584,POL0000000413,SKU0000002,125.0,5.0,Incorrect item,True,PO00000163,WH0025,2026-01-17,Received,Pending,250.0,191.37,0.5,0.04
RCL0000001073,RCV00000587,POL0000000835,SKU0000589,125.0,2.0,Temperature breach,True,PO00000327,WH0007,,Partial,Failed,250.0,56.46,0.5,0.016
RCL0000001074,RCV00000587,POL0000000833,SKU0000124,375.0,0.0,Damaged packaging,True,PO00000327,WH0007,,Partial,Failed,500.0,44.0,0.75,0.0
RCL0000001080,RCV00000591,POL0000001066,SKU0000375,50.0,1.0,Damaged packaging,True,PO00000418,WH0003,,Partial,Failed,100.0,79.59,0.5,0.02
RCL0000001082,RCV00000592,POL0000001829,SKU0000414,250.0,0.0,Temperature breach,True,PO00000725,WH0024,,Received,Failed,500.0,278.53,0.5,0.0
RCL0000001084,RCV00000593,POL0000000978,SKU0000181,187.0,0.0,Damaged packaging,True,PO00000384,WH0016,,Partial,Failed,250.0,169.03,0.748,0.0
RCL0000001088,RCV00000594,POL0000000322,SKU0000189,500.0,5.0,Damaged packaging,True,PO00000127,WH0014,,Received,Pending,1000.0,6.52,0.5,0.01
RCL0000001094,RCV00000596,POL0000001552,SKU0000049,25.0,2.0,Damaged packaging,True,PO00000610,WH0008,2026-05-18,Received,Failed,50.0,163.72,0.5,0.08
RCL0000001097,RCV00000597,POL0000001541,SKU0000491,500.0,0.0,Temperature breach,True,PO00000606,WH0014,2026-04-09,Received,Passed,1000.0,159.01,0.5,0.0
RCL0000001100,RCV00000598,POL0000000472,SKU0000127,750.0,2.0,Damaged packaging,True,PO00000185,WH0015,,Rejected,Passed,1000.0,183.86,0.75,0.0026666666666666666
RCL0000001101,RCV00000599,POL0000000338,SKU0000450,75.0,1.0,Damaged packaging,True,PO00000134,WH0008,2026-03-19,Received,Pending,100.0,120.92,0.75,0.013333333333333334
RCL0000001105,RCV00000600,POL0000001121,SKU0000260,750.0,0.0,Temperature breach,True,PO00000441,WH0022,2026-04-25,Rejected,Passed,1000.0,274.16,0.75,0.0
RCL0000001117,RCV00000606,POL0000000721,SKU0000411,250.0,0.0,Incorrect item,True,PO00000280,WH0010,,Partial,Failed,500.0,164.32,0.5,0.0
RCL0000001124,RCV00000609,POL0000000913,SKU0000378,50.0,0.0,Temperature breach,True,PO00000356,WH0005,,Partial,Passed,100.0,170.68,0.5,0.0
RCL0000001127,RCV00000612,POL0000001594,SKU0000596,125.0,0.0,Incorrect item,True,PO00000625,WH0007,,Rejected,Passed,250.0,6.93,0.5,0.0
RCL0000001128,RCV00000612,POL0000001595,SKU0000117,500.0,1.0,Damaged packaging,True,PO00000625,WH0007,,Rejected,Passed,1000.0,8.84,0.5,0.002
RCL0000001132,RCV00000615,POL0000001688,SKU0000619,750.0,2.0,Incorrect item,True,PO00000664,WH0012,,Received,Pending,1000.0,285.44,0.75,0.0026666666666666666
RCL0000001139,RCV00000620,POL0000001565,SKU0000579,750.0,1.0,Damaged packaging,True,PO00000615,WH0014,,Rejected,Passed,1000.0,289.24,0.75,0.0013333333333333333
RCL0000001146,RCV00000623,POL0000000868,SKU0000041,250.0,0.0,,True,PO00000338,WH0016,2026-01-01,Partial,Pending,500.0,227.5,0.5,0.0
RCL0000001147,RCV00000623,POL0000000867,SKU0000088,37.0,1.0,Damaged packaging,True,PO00000338,WH0016,2026-01-01,Partial,Pending,50.0,254.15,0.74,0.02702702702702703
RCL0000001150,RCV00000625,POL0000000598,SKU0000393,75.0,0.0,,True,PO00000238,WH0015,,Received,Failed,100.0,79.34,0.75,0.0
RCL0000001151,RCV00000625,POL0000000599,SKU0000203,75.0,5.0,Incorrect item,True,PO00000238,WH0015,,Received,Failed,100.0,72.74,0.75,0.06666666666666667
RCL0000001152,RCV00000626,POL0000001415,SKU0000459,250.0,5.0,Incorrect item,True,PO00000559,WH0023,2026-02-22,Partial,Failed,500.0,220.01,0.5,0.02
RCL0000001161,RCV00000630,POL0000000618,SKU0000341,125.0,0.0,,True,PO00000244,WH0005,2025-12-13,Received,Pending,250.0,250.42,0.5,0.0
RCL0000001162,RCV00000630,POL0000000617,SKU0000157,125.0,0.0,Damaged packaging,True,PO00000244,WH0005,2025-12-13,Received,Pending,250.0,45.16,0.5,0.0
RCL0000001165,RCV00000631,POL0000000845,SKU0000441,50.0,0.0,Temperature breach,True,PO00000330,WH0013,2026-04-01,Partial,Pending,100.0,216.68,0.5,0.0
RCL0000001166,RCV00000632,POL0000000938,SKU0000224,375.0,0.0,,True,PO00000369,WH0002,2026-01-10,Partial,Pending,500.0,164.88,0.75,0.0
RCL0000001174,RCV00000635,POL0000000441,SKU0000331,500.0,2.0,Incorrect item,True,PO00000173,WH0002,,Received,Passed,1000.0,122.63,0.5,0.004
RCL0000001176,RCV00000636,POL0000001778,SKU0000409,375.0,0.0,Incorrect item,True,PO00000703,WH0011,2026-04-29,Received,Failed,500.0,102.6,0.75,0.0
RCL0000001177,RCV00000636,POL0000001779,SKU0000646,37.0,0.0,Incorrect item,True,PO00000703,WH0011,2026-04-29,Received,Failed,50.0,172.09,0.74,0.0
RCL0000001178,RCV00000637,POL0000001078,SKU0000562,500.0,1.0,,True,PO00000423,WH0006,,Partial,Passed,1000.0,217.42,0.5,0.002
RCL0000001181,RCV00000638,POL0000000105,SKU0000638,187.0,0.0,Damaged packaging,True,PO00000037,WH0022,,Partial,Passed,250.0,225.27,0.748,0.0
RCL0000001184,RCV00000639,POL0000000249,SKU0000528,125.0,5.0,,True,PO00000093,WH0019,2026-03-15,Partial,Passed,250.0,112.12,0.5,0.04
RCL0000001186,RCV00000641,POL0000001669,SKU0000130,50.0,0.0,Temperature breach,True,PO00000658,WH0018,2026-03-15,Partial,Failed,100.0,291.4,0.5,0.0
RCL0000001187,RCV00000642,POL0000000136,SKU0000457,125.0,5.0,Damaged packaging,True,PO00000050,WH0011,,Received,Failed,250.0,50.55,0.5,0.04
RCL0000001188,RCV00000642,POL0000000137,SKU0000231,125.0,0.0,,True,PO00000050,WH0011,,Received,Failed,250.0,120.81,0.5,0.0
RCL0000001191,RCV00000644,POL0000000622,SKU0000613,125.0,1.0,Damaged packaging,True,PO00000246,WH0023,,Received,Pending,250.0,23.69,0.5,0.008
RCL0000001195,RCV00000647,POL0000001899,SKU0000215,50.0,1.0,Temperature breach,True,PO00000756,WH0012,,Received,Passed,100.0,141.72,0.5,0.02
RCL0000001198,RCV00000648,POL0000001740,SKU0000220,25.0,1.0,Temperature breach,True,PO00000685,WH0018,2026-01-16,Partial,Passed,50.0,259.0,0.5,0.04
RCL0000001200,RCV00000648,POL0000001737,SKU0000668,375.0,0.0,,True,PO00000685,WH0018,2026-01-16,Partial,Passed,500.0,156.75,0.75,0.0
