order_line_id,order_id,line_number,product_id,ordered_qty,unit_price,discount_pct,line_status,valid_quantity,valid_unit_price,valid_discount,gross_sales,discount_amount,net_sales,customer_id,order_date,promised_delivery_date,sales_channel,order_status,order_priority,currency,ship_from_warehouse_id,category,subcategory,brand,supplier_id,standard_cost,unit_weight_lbs,rate_date,usd_rate,net_sales_usd,gross_sales_usd,discount_amount_usd,estimated_cost_usd,gross_margin_usd,is_large_order_line
SOL0000002212,SO00000722,1,SKU0000615,50.0,354.44,10.0,Shipped,True,True,True,17722.0,1772.2,15949.8,CUST000298,2026-04-14,2026-04-25,Phone,Booked,High,USD,WH0010,Electronics,Accessories,Aster,SUP00018,282.28,61.062,2026-04-14,1.0,15949.8,17722.0,1772.2,14113.999999999998,1835.800000000001,False
SOL0000002225,SO00000728,1,SKU0000123,25.0,538.68,25.0,Shipped,True,True,True,13466.999999999998,3366.7499999999995,10100.249999999998,CUST000327,2026-03-09,2026-03-27,B2B Portal,Partially Shipped,High,USD,WH0014,Electronics,Smart Home,Everpeak,SUP00119,231.56,58.233,2026-03-09,1.0,10100.249999999998,13466.999999999998,3366.7499999999995,5789.0,4311.249999999998,False
SOL0000002227,SO00000730,1,SKU0000196,1.0,130.76,10.0,Cancelled,True,True,True,130.76,13.076,117.684,CUST000157,2026-03-22,2026-04-04,Phone,Created,Normal,USD,WH0010,Apparel,Outerwear,Solace,SUP00025,82.38,59.836,2026-03-22,1.0,117.684,130.76,13.076,82.38,35.304,False
SOL0000002228,SO00000730,2,SKU0000446,10.0,14.66,25.0,Open,True,True,True,146.6,36.65,109.94999999999999,CUST000157,2026-03-22,2026-04-04,Phone,Created,Normal,USD,WH0010,Grocery,Pantry,Nimbus,SUP00052,5.69,21.393,2026-03-22,1.0,109.94999999999999,146.6,36.65,56.900000000000006,53.04999999999998,False
SOL0000002230,SO00000730,4,SKU0000038,1.0,494.06,0.0,Allocated,True,True,True,494.06,0.0,494.06,CUST000157,2026-03-22,2026-04-04,Phone,Created,Normal,USD,WH0010,Electronics,Computing,Nimbus,SUP00038,240.3,15.577,2026-03-22,1.0,494.06,494.06,0.0,240.3,253.76,False
SOL0000002248,SO00000735,2,SKU0000662,5.0,180.43,0.0,Allocated,True,True,True,902.1500000000001,0.0,902.1500000000001,CUST000049,2026-02-10,2026-02-25,B2B Portal,Cancelled,High,USD,WH0002,Home,Lighting,Cobalt,SUP00044,114.05,12.529,2026-02-10,1.0,902.1500000000001,902.1500000000001,0.0,570.25,331.9000000000001,False
SOL0000002250,SO00000735,4,SKU0000076,5.0,178.24,5.0,Shipped,True,True,True,891.2,44.56,846.6400000000001,CUST000049,2026-02-10,2026-02-25,B2B Portal,Cancelled,High,USD,WH0002,Grocery,Frozen,Northline,SUP00113,64.98,28.155,2026-02-10,1.0,846.6400000000001,891.2,44.56,324.90000000000003,521.74,False
SOL0000002252,SO00000736,1,SKU0000509,1.0,197.41,15.0,Backordered,True,True,True,197.41,29.6115,167.7985,CUST000263,2026-02-06,2026-02-14,EDI,Shipped,Normal,USD,WH0002,Home,Furniture,Solace,SUP00102,172.71,52.173,2026-02-06,1.0,167.7985,197.41,29.6115,172.71,-4.911500000000018,False
SOL0000002253,SO00000736,2,SKU0000439,10.0,294.37,0.0,Allocated,True,True,True,2943.7,0.0,2943.7,CUST000263,2026-02-06,2026-02-14,EDI,Shipped,Normal,USD,WH0002,Apparel,Footwear,Northline,SUP00019,223.94,16.883,2026-02-06,1.0,2943.7,2943.7,0.0,2239.4,704.2999999999997,False
SOL0000002255,SO00000736,4,SKU0000432,50.0,374.49,0.0,Allocated,True,True,True,18724.5,0.0,18724.5,CUST000263,2026-02-06,2026-02-14,EDI,Shipped,Normal,USD,WH0002,Electronics,Computing,Northline,SUP00058,208.9,67.064,2026-02-06,1.0,18724.5,18724.5,0.0,10445.0,8279.5,False
SOL0000002256,SO00000736,5,SKU0000518,3.0,261.77,10.0,Shipped,True,True,True,785.31,78.531,706.779,CUST000263,2026-02-06,2026-02-14,EDI,Shipped,Normal,USD,WH0002,Grocery,Beverage,Everpeak,SUP00015,123.83,34.76,2026-02-06,1.0,706.779,785.31,78.531,371.49,335.289,False
SOL0000002259,SO00000738,1,SKU0000016,2.0,15.51,0.0,Cancelled,True,True,True,31.02,0.0,31.02,CUST000390,2026-04-08,2026-04-26,B2B Portal,Created,Low,USD,WH0012,Electronics,Audio,Cobalt,SUP00064,11.21,2.155,2026-04-08,1.0,31.02,31.02,0.0,22.42,8.599999999999998,False
SOL0000002260,SO00000738,2,SKU0000386,1.0,778.21,25.0,Allocated,True,True,True,778.21,194.5525,583.6575,CUST000390,2026-04-08,2026-04-26,B2B Portal,Created,Low,USD,WH0012,Apparel,Outerwear,Everpeak,SUP00016,285.34,22.191,2026-04-08,1.0,583.6575,778.21,194.5525,285.34,298.31750000000005,False
SOL0000002261,SO00000738,3,SKU0000594,25.0,132.67,2.5,Open,True,True,True,3316.7499999999995,82.91874999999999,3233.8312499999997,CUST000390,2026-04-08,2026-04-26,B2B Portal,Created,Low,USD,WH0012,Home,Kitchen,Aster,SUP00115,102.78,73.573,2026-04-08,1.0,3233.8312499999997,3316.7499999999995,82.91874999999999,2569.5,664.3312499999997,False
SOL0000002262,SO00000738,4,SKU0000195,50.0,278.35,0.0,Cancelled,True,True,True,13917.500000000002,0.0,13917.500000000002,CUST000390,2026-04-08,2026-04-26,B2B Portal,Created,Low,USD,WH0012,Health,Personal Care,Aster,SUP00049,140.49,26.703,2026-04-08,1.0,13917.500000000002,13917.500000000002,0.0,7024.5,6893.000000000002,False
SOL0000002263,SO00000738,5,SKU0000303,2.0,65.35,10.0,Shipped,True,True,True,130.7,13.07,117.63,CUST000390,2026-04-08,2026-04-26,B2B Portal,Created,Low,USD,WH0012,Health,Wellness,Nimbus,SUP00030,25.44,21.978,2026-04-08,1.0,117.63,130.7,13.07,50.88,66.75,False
SOL0000002265,SO00000739,2,SKU0000259,3.0,308.4,10.0,Cancelled,True,True,True,925.1999999999999,92.52,832.68,CUST000334,2026-03-28,2026-04-08,Marketplace,Shipped,Normal,USD,WH0021,Health,Medical Supplies,Northline,SUP00072,181.31,34.387,2026-03-28,1.0,832.68,925.1999999999999,92.52,543.9300000000001,288.7499999999999,False
SOL0000002266,SO00000739,3,SKU0000029,15.0,214.69,25.0,Open,True,True,True,3220.35,805.0875,2415.2625,CUST000334,2026-03-28,2026-04-08,Marketplace,Shipped,Normal,USD,WH0021,Home,Storage,Cobalt,SUP00042,185.38,49.233,2026-03-28,1.0,2415.2625,3220.35,805.0875,2780.7,-365.4375,False
SOL0000002271,SO00000741,2,SKU0000557,15.0,111.58,15.0,Open,True,True,True,1673.7,251.055,1422.645,CUST000235,2026-05-10,2026-05-20,Retail Store,Partially Shipped,Critical,CAD,WH0018,Office,Printing,Solace,SUP00029,59.04,73.569,2026-05-10,0.740214,1053.06174603,1238.8961718,185.83442577000002,655.5335184,397.52822762999995,False
SOL0000002272,SO00000741,3,SKU0000666,50.0,319.6,25.0,Open,True,True,True,15980.000000000002,3995.0000000000005,11985.000000000002,CUST000235,2026-05-10,2026-05-20,Retail Store,Partially Shipped,Critical,CAD,WH0018,Grocery,Beverage,Everpeak,SUP00036,191.23,47.567,2026-05-10,0.740214,8871.464790000002,11828.619720000002,2957.1549300000006,7077.556161,1793.9086290000014,False
SOL0000002273,SO00000741,4,SKU0000461,1.0,27.8,2.5,Allocated,True,True,True,27.8,0.6950000000000001,27.105,CUST000235,2026-05-10,2026-05-20,Retail Store,Partially Shipped,Critical,CAD,WH0018,Home,Lighting,Solace,SUP00056,14.48,22.433,2026-05-10,0.740214,20.06350047,20.577949200000003,0.51444873,10.718298720000002,9.34520175,False
SOL0000002275,SO00000743,1,SKU0000440,1.0,196.36,15.0,Open,True,True,True,196.36,29.454,166.906,CUST000301,2026-04-28,2026-05-01,B2B Portal,Partially Shipped,Low,EUR,WH0009,Grocery,Snack,Aster,SUP00031,140.15,57.385,2026-04-28,1.080387,180.323072622,212.14479132000002,31.821718698,151.41623805,28.906834572000008,False
SOL0000002276,SO00000743,2,SKU0000570,2.0,672.22,0.0,Cancelled,True,True,True,1344.44,0.0,1344.44,CUST000301,2026-04-28,2026-05-01,B2B Portal,Partially Shipped,Low,EUR,WH0009,Grocery,Frozen,Everpeak,SUP00101,289.41,71.155,2026-04-28,1.080387,1452.51549828,1452.51549828,0.0,625.34960334,827.1658949399999,False
SOL0000002278,SO00000743,4,SKU0000337,3.0,365.41,0.0,Open,True,True,True,1096.23,0.0,1096.23,CUST000301,2026-04-28,2026-05-01,B2B Portal,Partially Shipped,Low,EUR,WH0009,Home,Kitchen,Northline,SUP00099,,27.182,2026-04-28,1.080387,1184.35264101,1184.35264101,0.0,0.0,1184.35264101,False
SOL0000002279,SO00000743,5,SKU0000516,1.0,124.32,0.0,Backordered,True,True,True,124.32,0.0,124.32,CUST000301,2026-04-28,2026-05-01,B2B Portal,Partially Shipped,Low,EUR,WH0009,Apparel,Fitness,Everpeak,SUP00017,82.03,41.604,2026-04-28,1.080387,134.31371184,134.31371184,0.0,88.62414561,45.68956623,False
SOL0000002290,SO00000746,2,SKU0000337,5.0,313.21,25.0,Open,True,True,True,1566.05,391.5125,1174.5375,CUST000173,2026-02-28,2026-03-07,B2B Portal,Shipped,Normal,USD,WH0008,Home,Kitchen,Northline,SUP00099,,27.182,2026-02-28,1.0,1174.5375,1566.05,391.5125,0.0,1174.5375,False
SOL0000002291,SO00000746,3,SKU0000132,2.0,462.99,0.0,Backordered,True,True,True,925.98,0.0,925.98,CUST000173,2026-02-28,2026-03-07,B2B Portal,Shipped,Normal,USD,WH0008,Office,Desk Setup,Nimbus,SUP00039,278.5,37.987,2026-02-28,1.0,925.98,925.98,0.0,557.0,368.98,False
SOL0000002292,SO00000746,4,SKU0000578,10.0,29.1,25.0,Cancelled,True,True,True,291.0,72.75,218.25,CUST000173,2026-02-28,2026-03-07,B2B Portal,Shipped,Normal,USD,WH0008,Grocery,Beverage,Aster,SUP00017,21.43,12.31,2026-02-28,1.0,218.25,291.0,72.75,214.3,3.9499999999999886,False
SOL0000002299,SO00000750,1,SKU0000570,50.0,672.22,0.0,Open,True,True,True,33611.0,0.0,33611.0,CUST000202,2026-01-04,2026-01-24,B2B Portal,Shipped,Normal,USD,WH0017,Grocery,Frozen,Everpeak,SUP00101,289.41,71.155,2026-01-04,1.0,33611.0,33611.0,0.0,14470.500000000002,19140.5,True
SOL0000002300,SO00000750,2,SKU0000106,5.0,93.16,15.0,Allocated,True,True,True,465.79999999999995,69.86999999999999,395.92999999999995,CUST000202,2026-01-04,2026-01-24,B2B Portal,Shipped,Normal,USD,WH0017,Grocery,Pantry,Nimbus,SUP00104,71.95,47.799,2026-01-04,1.0,395.92999999999995,465.79999999999995,69.86999999999999,359.75,36.17999999999995,False
SOL0000002301,SO00000750,3,SKU0000508,10.0,19.53,5.0,Cancelled,True,True,True,195.3,9.765,185.53500000000003,CUST000202,2026-01-04,2026-01-24,B2B Portal,Shipped,Normal,USD,WH0017,Health,Medical Supplies,Everpeak,SUP00004,11.38,2.823,2026-01-04,1.0,185.53500000000003,195.3,9.765,113.80000000000001,71.73500000000001,False
SOL0000002307,SO00000752,1,SKU0000596,15.0,17.78,15.0,Open,True,True,True,266.70000000000005,40.005,226.69500000000005,CUST000070,2026-05-15,2026-05-28,Marketplace,Cancelled,High,USD,WH0022,Grocery,Beverage,Northline,SUP00119,6.93,6.964,2026-05-15,1.0,226.69500000000005,266.70000000000005,40.005,103.94999999999999,122.74500000000006,False
SOL0000002308,SO00000752,2,SKU0000081,2.0,538.12,0.0,Open,True,True,True,1076.24,0.0,1076.24,CUST000070,2026-05-15,2026-05-28,Marketplace,Cancelled,High,USD,WH0022,Home,Storage,Nimbus,SUP00008,227.93,0.786,2026-05-15,1.0,1076.24,1076.24,0.0,455.86,620.38,False
SOL0000002309,SO00000752,3,SKU0000305,15.0,66.97,0.0,Shipped,True,True,True,1004.55,0.0,1004.55,CUST000070,2026-05-15,2026-05-28,Marketplace,Cancelled,High,USD,WH0022,Grocery,Beverage,Solace,SUP00012,28.77,20.465,2026-05-15,1.0,1004.55,1004.55,0.0,431.55,573.0,False
SOL0000002317,SO00000755,1,SKU0000574,1.0,527.33,0.0,Shipped,True,True,True,527.33,0.0,527.33,CUST000098,2026-01-10,2026-01-25,EDI,Partially Shipped,Critical,USD,WH0003,Home,Lighting,Everpeak,SUP00103,237.19,22.833,2026-01-10,1.0,527.33,527.33,0.0,237.19,290.14000000000004,False
SOL0000002318,SO00000755,2,SKU0000058,1.0,448.59,5.0,Shipped,True,True,True,448.59,22.4295,426.16049999999996,CUST000098,2026-01-10,2026-01-25,EDI,Partially Shipped,Critical,USD,WH0003,Office,Organization,Aster,SUP_BAD,170.69,3.828,2026-01-10,1.0,426.16049999999996,448.59,22.4295,170.69,255.47049999999996,False
SOL0000002319,SO00000755,3,SKU0000680,3.0,547.55,0.0,Cancelled,True,True,True,1642.6499999999999,0.0,1642.6499999999999,CUST000098,2026-01-10,2026-01-25,EDI,Partially Shipped,Critical,USD,WH0003,Health,Wellness,Aster,SUP00117,199.06,72.567,2026-01-10,1.0,1642.6499999999999,1642.6499999999999,0.0,597.1800000000001,1045.4699999999998,False
SOL0000002320,SO00000755,4,SKU0000446,25.0,13.19,0.0,Open,True,True,True,329.75,0.0,329.75,CUST000098,2026-01-10,2026-01-25,EDI,Partially Shipped,Critical,USD,WH0003,Grocery,Pantry,Nimbus,SUP00052,5.69,21.393,2026-01-10,1.0,329.75,329.75,0.0,142.25,187.5,False
SOL0000002321,SO00000755,5,SKU0000679,1.0,345.85,15.0,Open,True,True,True,345.85,51.877500000000005,293.9725,CUST000098,2026-01-10,2026-01-25,EDI,Partially Shipped,Critical,USD,WH0003,Office,Organization,Nimbus,SUP00056,130.56,3.932,2026-01-10,1.0,293.9725,345.85,51.877500000000005,130.56,163.41250000000002,False
SOL0000002322,SO00000756,1,SKU0000089,1.0,584.6,5.0,Open,True,True,True,584.6,29.230000000000004,555.37,CUST000336,2026-05-17,2026-05-29,Retail Store,Shipped,Normal,USD,WH0005,Office,Organization,Solace,SUP00073,253.71,18.762,2026-05-17,1.0,555.37,584.6,29.230000000000004,253.71,301.65999999999997,False
SOL0000002327,SO00000758,1,SKU0000310,3.0,138.93,25.0,Cancelled,True,True,True,416.79,104.1975,312.59250000000003,CUST000288,2026-05-29,2026-06-17,EDI,Shipped,Critical,CAD,WH0007,Apparel,Fitness,Nimbus,SUP00108,285.19,60.576,2026-05-29,0.741016,231.63604398,308.84805864000003,77.21201466000001,633.9910591199999,-402.3550151399999,False
SOL0000002333,SO00000760,1,SKU0000072,25.0,326.06,10.0,Shipped,True,True,True,8151.5,815.1500000000001,7336.35,CUST000136,2026-03-20,2026-03-31,B2B Portal,Booked,Normal,USD,WH0011,Grocery,Snack,Cobalt,SUP00117,156.32,51.098,2026-03-20,1.0,7336.35,8151.5,815.1500000000001,3908.0,3428.3500000000004,False
SOL0000002334,SO00000760,2,SKU0000289,5.0,363.87,15.0,Open,True,True,True,1819.35,272.9025,1546.4475,CUST000136,2026-03-20,2026-03-31,B2B Portal,Booked,Normal,USD,WH0011,Home,Storage,Solace,SUP00003,191.42,67.611,2026-03-20,1.0,1546.4475,1819.35,272.9025,957.0999999999999,589.3475000000001,False
SOL0000002343,SO00000762,2,SKU0000598,50.0,105.15,2.5,Cancelled,True,True,True,5257.5,131.4375,5126.0625,CUST000274,2026-03-18,2026-03-29,Phone,Shipped,Normal,USD,WH0001,Apparel,Basics,Cobalt,SUP00041,41.64,27.971,2026-03-18,1.0,5126.0625,5257.5,131.4375,2082.0,3044.0625,False
SOL0000002344,SO00000763,1,SKU0000271,15.0,387.88,2.5,Backordered,True,True,True,5818.2,145.455,5672.745,CUST000092,2026-01-26,2026-02-06,EDI,Cancelled,Normal,USD,WH0007,Apparel,Basics,Cobalt,SUP00106,223.0,34.81,2026-01-26,1.0,5672.745,5818.2,145.455,3345.0,2327.745,False
SOL0000002357,SO00000769,1,SKU0000162,1.0,463.08,10.0,Shipped,True,True,True,463.08,46.308,416.772,CUST000271,2026-04-02,2026-04-23,Marketplace,Shipped,High,USD,WH0009,Electronics,Smart Home,Nimbus,SUP_BAD,211.39,12.782,2026-04-02,1.0,416.772,463.08,46.308,211.39,205.382,False
SOL0000002358,SO00000769,2,SKU0000083,15.0,579.32,0.0,Open,True,True,True,8689.800000000001,0.0,8689.800000000001,CUST000271,2026-04-02,2026-04-23,Marketplace,Shipped,High,USD,WH0009,Health,Wellness,Nimbus,SUP00066,244.15,52.119,2026-04-02,1.0,8689.800000000001,8689.800000000001,0.0,3662.25,5027.550000000001,False
SOL0000002359,SO00000770,1,SKU0000573,15.0,251.35,5.0,Open,True,True,True,3770.25,188.51250000000002,3581.7375,CUST000274,2026-02-18,2026-02-25,EDI,Cancelled,Critical,EUR,WH0003,Apparel,Fitness,Solace,SUP00119,204.84,16.088,2026-02-18,1.078406,3862.567210425,4065.8602215,203.293011075,3313.5102755999997,549.0569348250006,False
SOL0000002397,SO00000785,1,SKU0000394,25.0,117.96,2.5,Shipped,True,True,True,2949.0,73.72500000000001,2875.275,CUST000061,2026-03-11,2026-03-19,Marketplace,Cancelled,High,USD,WH0005,Grocery,Pantry,Aster,SUP00009,48.14,66.299,2026-03-11,1.0,2875.275,2949.0,73.72500000000001,1203.5,1671.775,False
SOL0000002398,SO00000785,2,SKU0000551,1.0,345.46,0.0,Open,True,True,True,345.46,0.0,345.46,CUST000061,2026-03-11,2026-03-19,Marketplace,Cancelled,High,USD,WH0005,Electronics,Audio,Nimbus,SUP00047,193.76,50.781,2026-03-11,1.0,345.46,345.46,0.0,193.76,151.7,False
SOL0000002399,SO00000785,3,SKU0000031,15.0,174.84,5.0,Allocated,True,True,True,2622.6,131.13,2491.47,CUST000061,2026-03-11,2026-03-19,Marketplace,Cancelled,High,USD,WH0005,Office,Printing,Nimbus,SUP00093,81.03,43.778,2026-03-11,1.0,2491.47,2622.6,131.13,1215.45,1276.0199999999998,False
SOL0000002401,SO00000785,5,SKU0000676,15.0,424.55,0.0,Allocated,True,True,True,6368.25,0.0,6368.25,CUST000061,2026-03-11,2026-03-19,Marketplace,Cancelled,High,USD,WH0005,Health,Medical Supplies,Nimbus,SUP00095,230.94,55.729,2026-03-11,1.0,6368.25,6368.25,0.0,3464.1,2904.15,False
SOL0000002402,SO00000786,1,SKU0000336,10.0,331.45,10.0,Open,True,True,True,3314.5,331.45000000000005,2983.05,CUST000183,2026-02-27,2026-03-04,EDI,Created,Normal,USD,WH0021,Health,Medical Supplies,Northline,SUP00082,160.68,59.211,2026-02-27,1.0,2983.05,3314.5,331.45000000000005,1606.8000000000002,1376.25,False
SOL0000002404,SO00000786,3,SKU0000348,10.0,580.58,0.0,Open,True,True,True,5805.8,0.0,5805.8,CUST000183,2026-02-27,2026-03-04,EDI,Created,Normal,USD,WH0021,Electronics,Computing,Aster,SUP00100,277.03,14.454,2026-02-27,1.0,5805.8,5805.8,0.0,2770.2999999999997,3035.5000000000005,False
SOL0000002412,SO00000789,2,SKU0000099,25.0,460.8,15.0,Open,True,True,True,11520.0,1728.0,9792.0,CUST000260,2026-05-10,2026-05-19,B2B Portal,Shipped,Low,USD,WH0008,Electronics,Computing,Everpeak,SUP00007,187.46,20.739,2026-05-10,1.0,9792.0,11520.0,1728.0,4686.5,5105.5,False
SOL0000002414,SO00000789,4,SKU0000147,5.0,522.96,2.5,Open,True,True,True,2614.8,65.37,2549.4300000000003,CUST000260,2026-05-10,2026-05-19,B2B Portal,Shipped,Low,USD,WH0008,Electronics,Smart Home,Northline,SUP00040,287.94,71.456,2026-05-10,1.0,2549.4300000000003,2614.8,65.37,1439.7,1109.7300000000002,False
SOL0000002426,SO00000794,1,SKU0000322,3.0,216.72,25.0,Allocated,True,True,True,650.16,162.54,487.62,CUST000063,2026-02-11,2026-02-23,B2B Portal,Shipped,Low,MXN,WH0024,Office,Stationery,Solace,SUP_BAD,78.74,72.29,2026-02-11,0.058966,28.753000919999998,38.337334559999995,9.584333639999999,13.928948519999997,14.824052400000001,False
SOL0000002427,SO00000794,2,SKU0000372,10.0,419.34,0.0,Allocated,True,True,True,4193.4,0.0,4193.4,CUST000063,2026-02-11,2026-02-23,B2B Portal,Shipped,Low,MXN,WH0024,Health,Medical Supplies,Cobalt,SUP_BAD,212.91,0.784,2026-02-11,0.058966,247.26802439999997,247.26802439999997,0.0,125.5445106,121.72351379999998,False
SOL0000002428,SO00000794,3,SKU0000473,5.0,5.81,5.0,Open,True,True,True,29.049999999999997,1.4525,27.597499999999997,CUST000063,2026-02-11,2026-02-23,B2B Portal,Shipped,Low,MXN,WH0024,Electronics,Computing,Solace,SUP00033,141.91,48.968,2026-02-11,0.058966,1.6273141849999997,1.7129622999999998,0.085648115,41.8393253,-40.212011114999996,False
SOL0000002453,SO00000802,1,SKU0000502,3.0,755.04,2.5,Cancelled,True,True,True,2265.12,56.628,2208.4919999999997,CUST000092,2026-02-03,2026-02-16,EDI,Cancelled,Normal,EUR,WH0006,Office,Organization,Everpeak,SUP00066,297.05,9.446,2026-02-03,1.080885,2387.12587542,2448.3342312,61.208355780000005,963.2306677500002,1423.8952076699998,False
SOL0000002454,SO00000803,1,SKU0000351,15.0,364.08,5.0,Backordered,True,True,True,5461.2,273.06,5188.139999999999,CUST000094,2026-04-06,2026-04-09,B2B Portal,Created,Normal,CAD,WH0013,Apparel,Outerwear,Cobalt,SUP00024,254.84,63.042,2026-04-06,0.746642,3873.6832258799996,4077.5612904,203.87806452,2854.1137092,1019.5695166799997,False
SOL0000002455,SO00000803,2,SKU0000306,25.0,308.17,25.0,Cancelled,True,True,True,7704.25,1926.0625,5778.1875,CUST000094,2026-04-06,2026-04-09,B2B Portal,Created,Normal,CAD,WH0013,Health,Personal Care,Aster,SUP00008,154.34,26.993,2026-04-06,0.746642,4314.2374713750005,5752.316628500001,1438.0791571250002,2880.918157,1433.3193143750004,False
SOL0000002456,SO00000803,3,SKU0000130,3.0,721.27,0.0,Open,True,True,True,2163.81,0.0,2163.81,CUST000094,2026-04-06,2026-04-09,B2B Portal,Created,Normal,CAD,WH0013,Health,Pharmacy,Nimbus,SUP00066,291.4,5.941,2026-04-06,0.746642,1615.59142602,1615.59142602,0.0,652.7144364,962.87698962,False
SOL0000002463,SO00000808,1,SKU0000687,1.0,53.06,25.0,Backordered,True,True,True,53.06,13.265,39.795,CUST000391,2026-04-20,2026-04-30,B2B Portal,Cancelled,Normal,MXN,WH0008,Health,Personal Care,Northline,SUP00027,27.8,56.849,2026-04-20,0.058744,2.33771748,3.11695664,0.77923916,1.6330832,0.7046342799999998,False
SOL0000002464,SO00000808,2,SKU0000531,25.0,176.73,2.5,Open,True,True,True,4418.25,110.45625000000001,4307.79375,CUST000391,2026-04-20,2026-04-30,B2B Portal,Cancelled,Normal,MXN,WH0008,Electronics,Computing,Nimbus,SUP00062,109.37,33.62,2026-04-20,0.058744,253.05703604999997,259.545678,6.488641950000001,160.620782,92.43625404999997,False
SOL0000002465,SO00000808,3,SKU0000210,3.0,63.65,0.0,Allocated,True,True,True,190.95,0.0,190.95,CUST000391,2026-04-20,2026-04-30,B2B Portal,Cancelled,Normal,MXN,WH0008,Electronics,Smart Home,Aster,SUP00104,26.81,32.497,2026-04-20,0.058744,11.2171668,11.2171668,0.0,4.72477992,6.49238688,False
SOL0000002479,SO00000813,1,SKU0000156,25.0,356.74,0.0,Shipped,True,True,True,8918.5,0.0,8918.5,CUST000376,2026-01-09,2026-01-16,Phone,Created,Critical,USD,WH0011,Home,Storage,Cobalt,SUP00072,203.01,60.298,2026-01-09,1.0,8918.5,8918.5,0.0,5075.25,3843.25,False
SOL0000002480,SO00000813,2,SKU0000590,2.0,316.39,0.0,Open,True,True,True,632.78,0.0,632.78,CUST000376,2026-01-09,2026-01-16,Phone,Created,Critical,USD,WH0011,Health,Pharmacy,Everpeak,SUP00037,131.36,52.307,2026-01-09,1.0,632.78,632.78,0.0,262.72,370.05999999999995,False
SOL0000002481,SO00000813,3,SKU0000467,25.0,502.97,2.5,Allocated,True,True,True,12574.25,314.35625000000005,12259.89375,CUST000376,2026-01-09,2026-01-16,Phone,Created,Critical,USD,WH0011,Health,Wellness,Aster,SUP00039,256.63,1.405,2026-01-09,1.0,12259.89375,12574.25,314.35625000000005,6415.75,5844.143749999999,False
SOL0000002516,SO00000824,1,SKU0000629,1.0,78.07,15.0,Shipped,True,True,True,78.07,11.710499999999998,66.3595,CUST000406,2026-03-22,2026-03-29,B2B Portal,Created,Normal,USD,WH0008,Grocery,Pantry,Cobalt,SUP00005,42.15,62.719,2026-03-22,1.0,66.3595,78.07,11.710499999999998,42.15,24.2095,False
SOL0000002532,SO00000829,1,SKU0000533,1.0,526.2,0.0,Open,True,True,True,526.2,0.0,526.2,CUST000331,2026-02-20,2026-03-03,EDI,Created,Normal,USD,WH0013,Health,Wellness,Northline,SUP00032,240.22,35.828,2026-02-20,1.0,526.2,526.2,0.0,240.22,285.98,False
SOL0000002535,SO00000831,1,SKU0000483,50.0,343.91,0.0,Shipped,True,True,True,17195.5,0.0,17195.5,CUST000125,2026-04-13,2026-04-16,B2B Portal,Shipped,Critical,USD,WH0016,Electronics,Audio,Aster,SUP00082,126.24,38.172,2026-04-13,1.0,17195.5,17195.5,0.0,6312.0,10883.5,False
SOL0000002536,SO00000831,2,SKU0000453,3.0,647.52,0.0,Allocated,True,True,True,1942.56,0.0,1942.56,CUST000125,2026-04-13,2026-04-16,B2B Portal,Shipped,Critical,USD,WH0016,Home,Storage,Aster,SUP00109,280.17,48.907,2026-04-13,1.0,1942.56,1942.56,0.0,840.51,1102.05,False
SOL0000002539,SO00000832,1,SKU0000439,5.0,294.37,15.0,Backordered,True,True,True,1471.85,220.77749999999997,1251.0725,CUST000262,2026-02-25,2026-02-28,Marketplace,Created,Low,USD,WH0007,Apparel,Footwear,Northline,SUP00019,223.94,16.883,2026-02-25,1.0,1251.0725,1471.85,220.77749999999997,1119.7,131.37249999999995,False
SOL0000002540,SO00000832,2,SKU0000191,1.0,438.44,10.0,Cancelled,True,True,True,438.44,43.844,394.596,CUST000262,2026-02-25,2026-02-28,Marketplace,Created,Low,USD,WH0007,Apparel,Fitness,Everpeak,SUP00106,255.44,0.142,2026-02-25,1.0,394.596,438.44,43.844,255.44,139.156,False
SOL0000002549,SO00000835,1,SKU0000587,2.0,241.26,0.0,Allocated,True,True,True,482.52,0.0,482.52,CUST000177,2026-01-06,2026-01-18,B2B Portal,Created,Low,USD,WH0007,Grocery,Snack,Everpeak,SUP00112,175.49,28.978,2026-01-06,1.0,482.52,482.52,0.0,350.98,131.53999999999996,False
SOL0000002550,SO00000835,2,SKU0000146,5.0,336.06,0.0,Cancelled,True,True,True,1680.3,0.0,1680.3,CUST000177,2026-01-06,2026-01-18,B2B Portal,Created,Low,USD,WH0007,Home,Furniture,Cobalt,SUP00097,223.17,1.575,2026-01-06,1.0,1680.3,1680.3,0.0,1115.85,564.45,False
SOL0000002551,SO00000835,3,SKU0000528,1.0,324.17,0.0,Open,True,True,True,324.17,0.0,324.17,CUST000177,2026-01-06,2026-01-18,B2B Portal,Created,Low,USD,WH0007,Electronics,Computing,Cobalt,SUP00114,112.12,59.619,2026-01-06,1.0,324.17,324.17,0.0,112.12,212.05,False
SOL0000002555,SO00000837,1,SKU0000349,25.0,156.81,0.0,Backordered,True,True,True,3920.25,0.0,3920.25,CUST000239,2026-03-23,2026-03-26,Marketplace,Shipped,Critical,MXN,WH0008,Health,Personal Care,Solace,SUP00017,129.43,48.836,2026-03-23,0.05748,225.33597,225.33597,0.0,185.99091,39.34505999999999,False
