adjustment_id,warehouse_id,product_id,adjustment_ts,adjustment_qty,adjustment_reason,approved_by,adjustment_date,requires_review
ADJ00000640,WH0022,SKU0000081,2026-03-08 00:05:00,-25.0,Shrinkage,mgr_1,2026-03-08,True
ADJ00000641,WH0014,SKU0000372,,-50.0,Found Inventory,mgr_1,,True
ADJ00000642,WH0001,SKU0000612,2026-02-20 09:03:00,50.0,Shrinkage,ops_lead,2026-02-20,True
ADJ00000648,WH0018,SKU0000466,,-25.0,Found Inventory,controller,,True
ADJ00000650,WH0008,SKU0000269,,-25.0,Shrinkage,ops_lead,,True
ADJ00000651,WH0012,SKU0000026,2026-04-10 01:11:00,50.0,System Correction,ops_lead,2026-04-10,True
ADJ00000652,WH0011,SKU0000132,2026-05-17 11:17:00,-25.0,Cycle Count,unapproved,2026-05-17,True
ADJ00000653,WH0005,SKU0000456,,-25.0,Shrinkage,controller,,True
ADJ00000654,WH0016,SKU0000216,2026-05-16 00:41:00,-25.0,Shrinkage,controller,2026-05-16,True
ADJ00000656,WH0009,SKU0000346,2026-04-29 17:03:00,50.0,Shrinkage,unapproved,2026-04-29,True
ADJ00000657,WH0016,SKU0000442,,25.0,Cycle Count,controller,,True
ADJ00000658,WH0016,SKU0000139,,-25.0,Cycle Count,mgr_1,,True
ADJ00000659,WH0013,SKU0000083,2026-05-23 18:18:00,-25.0,Found Inventory,mgr_2,2026-05-23,True
ADJ00000662,WH0023,SKU0000232,,-25.0,Cycle Count,controller,,True
ADJ00000663,WH0013,SKU0000521,,-25.0,Shrinkage,unapproved,,True
ADJ00000665,WH0017,SKU0000558,,-25.0,System Correction,ops_lead,,True
ADJ00000669,WH0021,SKU0000369,2026-02-03 13:58:00,-25.0,System Correction,controller,2026-02-03,True
ADJ00000670,WH0015,SKU0000307,,25.0,Shrinkage,mgr_2,,True
ADJ00000672,WH0022,SKU0000396,,-50.0,System Correction,ops_lead,,True
ADJ00000675,WH0018,SKU0000335,,50.0,Shrinkage,ops_lead,,True
ADJ00000677,WH0003,SKU0000057,2026-03-03 22:56:00,50.0,Cycle Count,mgr_2,2026-03-03,True
ADJ00000678,WH0025,SKU0000483,,-50.0,Shrinkage,unapproved,,True
ADJ00000681,WH0005,SKU0000568,2026-01-31 13:18:00,25.0,Found Inventory,unapproved,2026-01-31,True
ADJ00000686,WH0010,SKU0000327,,-50.0,System Correction,mgr_1,,True
ADJ00000687,WH0002,SKU0000063,,25.0,Damage,mgr_2,,True
ADJ00000690,WH0003,SKU0000133,2026-03-17 08:00:00,25.0,Cycle Count,mgr_2,2026-03-17,True
ADJ00000691,WH0022,SKU0000423,2026-04-19 09:17:00,50.0,Damage,unapproved,2026-04-19,True
ADJ00000693,WH0007,SKU0000385,,-25.0,Cycle Count,unapproved,,True
ADJ00000694,WH0024,SKU0000558,,-25.0,Damage,mgr_2,,True
ADJ00000696,WH0025,SKU0000204,,50.0,Found Inventory,controller,,True
ADJ00000698,WH0018,SKU0000229,2026-02-13 22:09:00,25.0,System Correction,mgr_1,2026-02-13,True
ADJ00000703,WH0017,SKU0000456,,-25.0,Found Inventory,mgr_1,,True
ADJ00000704,WH0019,SKU0000301,2026-04-11 03:10:00,50.0,System Correction,mgr_2,2026-04-11,True
ADJ00000705,WH0015,SKU0000671,,50.0,Damage,mgr_2,,True
ADJ00000707,WH0012,SKU0000516,,50.0,Shrinkage,unapproved,,True
ADJ00000711,WH0005,SKU0000149,2026-05-06 08:06:00,25.0,Damage,mgr_1,2026-05-06,True
ADJ00000713,WH0013,SKU0000386,2026-04-08 10:57:00,-50.0,System Correction,unapproved,2026-04-08,True
ADJ00000715,WH0017,SKU0000384,,-25.0,Damage,unapproved,,True
ADJ00000722,WH0008,SKU0000388,2026-03-29 05:27:00,-25.0,Shrinkage,mgr_2,2026-03-29,True
ADJ00000726,WH0012,SKU0000050,2026-02-10 06:15:00,-25.0,Damage,mgr_2,2026-02-10,True
ADJ00000728,WH0017,SKU0000506,2026-01-02 01:57:00,50.0,Shrinkage,unapproved,2026-01-02,True
ADJ00000730,WH0010,SKU0000197,2026-03-05 16:13:00,25.0,Found Inventory,mgr_1,2026-03-05,True
ADJ00000736,WH0004,SKU0000068,2026-03-09 09:54:00,-50.0,Damage,ops_lead,2026-03-09,True
ADJ00000739,WH0012,SKU0000572,2026-04-21 13:20:00,25.0,System Correction,unapproved,2026-04-21,True
ADJ00000741,WH0006,SKU0000476,,25.0,Found Inventory,unapproved,,True
ADJ00000742,WH0016,SKU0000676,,-25.0,Cycle Count,mgr_2,,True
ADJ00000743,WH0014,SKU0000563,2026-01-17 16:07:00,50.0,System Correction,controller,2026-01-17,True
ADJ00000744,WH0021,SKU0000636,2026-03-26 18:41:00,25.0,Found Inventory,controller,2026-03-26,True
ADJ00000745,WH0009,SKU0000606,2026-01-23 23:25:00,-25.0,Damage,mgr_1,2026-01-23,True
ADJ00000746,WH0009,SKU0000237,,-25.0,Cycle Count,mgr_2,,True
ADJ00000747,WH0008,SKU0000250,2026-04-25 15:02:00,-25.0,Damage,controller,2026-04-25,True
ADJ00000748,WH0010,SKU0000494,,-25.0,Cycle Count,unapproved,,True
ADJ00000753,WH0004,SKU0000230,2026-04-17 21:03:00,50.0,Damage,ops_lead,2026-04-17,True
ADJ00000759,WH0012,SKU0000677,2026-01-30 04:26:00,25.0,System Correction,ops_lead,2026-01-30,True
ADJ00000760,WH0015,SKU0000105,,25.0,Damage,mgr_1,,True
ADJ00000763,WH0008,SKU0000571,,-50.0,Cycle Count,mgr_1,,True
ADJ00000764,WH0013,SKU0000276,,-50.0,Damage,ops_lead,,True
ADJ00000768,WH0012,SKU0000373,,50.0,Found Inventory,ops_lead,,True
ADJ00000769,WH0014,SKU0000462,,50.0,Cycle Count,mgr_2,,True
ADJ00000771,WH0011,SKU0000016,,-50.0,System Correction,ops_lead,,True
ADJ00000773,WH0002,SKU0000210,,-25.0,Damage,ops_lead,,True
ADJ00000779,WH0008,SKU0000462,,-50.0,Cycle Count,controller,,True
ADJ00000788,WH0011,SKU0000072,,50.0,Shrinkage,ops_lead,,True
ADJ00000789,WH0008,SKU0000164,2026-05-01 18:37:00,25.0,Damage,mgr_1,2026-05-01,True
ADJ00000793,WH0014,SKU0000357,2026-04-15 05:39:00,25.0,Cycle Count,controller,2026-04-15,True
ADJ00000795,WH0007,SKU0000085,,-25.0,Found Inventory,mgr_1,,True
ADJ00000796,WH0005,SKU0000354,,50.0,Found Inventory,ops_lead,,True
ADJ00000799,WH0001,SKU0000006,,25.0,Damage,mgr_2,,True
ADJ00000800,WH0008,SKU0000177,2026-04-01 17:44:00,25.0,Damage,unapproved,2026-04-01,True
ADJ00000803,WH0025,SKU0000534,,-25.0,Found Inventory,mgr_2,,True
ADJ00000805,WH0009,SKU0000631,2026-03-21 14:46:00,25.0,Found Inventory,mgr_2,2026-03-21,True
ADJ00000808,WH0004,SKU0000666,,25.0,Cycle Count,controller,,True
ADJ00000810,WH0009,SKU0000067,2026-01-24 13:52:00,-50.0,Found Inventory,ops_lead,2026-01-24,True
ADJ00000812,WH0006,SKU0000532,,-50.0,Cycle Count,mgr_2,,True
ADJ00000818,WH0018,SKU0000042,2026-02-25 15:09:00,-25.0,System Correction,mgr_2,2026-02-25,True
ADJ00000820,WH0024,SKU0000445,,50.0,Damage,mgr_1,,True
ADJ00000823,WH0001,SKU0000276,2026-02-28 03:45:00,50.0,System Correction,controller,2026-02-28,True
ADJ00000824,WH0024,SKU0000025,2026-03-31 20:23:00,50.0,Cycle Count,unapproved,2026-03-31,True
ADJ00000825,WH0025,SKU0000388,2026-01-25 10:55:00,-50.0,System Correction,mgr_1,2026-01-25,True
ADJ00000828,WH0020,SKU0000363,2026-05-09 01:18:00,50.0,Damage,mgr_1,2026-05-09,True
ADJ00000830,WH0024,SKU0000587,2026-03-14 03:08:00,-50.0,Damage,mgr_1,2026-03-14,True
ADJ00000831,WH0014,SKU0000200,,50.0,System Correction,mgr_1,,True
ADJ00000833,WH0006,SKU0000507,,-50.0,Cycle Count,unapproved,,True
ADJ00000834,WH0012,SKU0000459,2026-01-05 12:59:00,-50.0,Damage,controller,2026-01-05,True
ADJ00000842,WH0018,SKU0000346,2026-03-29 19:14:00,50.0,Cycle Count,controller,2026-03-29,True
ADJ00000843,WH0020,SKU0000431,2026-04-01 22:24:00,-25.0,System Correction,mgr_2,2026-04-01,True
ADJ00000844,WH0007,SKU0000615,2026-03-15 08:04:00,-50.0,System Correction,controller,2026-03-15,True
ADJ00000847,WH0024,SKU0000028,,25.0,Cycle Count,mgr_2,,True
ADJ00000849,WH0006,SKU0000687,2026-02-13 05:39:00,50.0,Cycle Count,controller,2026-02-13,True
ADJ00000853,WH0012,SKU0000386,2026-03-11 00:12:00,-50.0,Cycle Count,controller,2026-03-11,True
ADJ00000854,WH0019,SKU0000039,2026-02-07 23:44:00,-25.0,Damage,mgr_1,2026-02-07,True
ADJ00000858,WH0008,SKU0000041,2026-04-13 05:41:00,25.0,Cycle Count,mgr_2,2026-04-13,True
ADJ00000862,WH0024,SKU0000240,,-50.0,System Correction,ops_lead,,True
ADJ00000863,WH0005,SKU0000059,,-50.0,Damage,mgr_1,,True
ADJ00000864,WH0017,SKU0000199,2026-04-24 13:50:00,-25.0,System Correction,unapproved,2026-04-24,True
ADJ00000865,WH0024,SKU0000206,2026-01-31 17:54:00,25.0,System Correction,controller,2026-01-31,True
ADJ00000868,WH0023,SKU0000655,,-50.0,Cycle Count,mgr_2,,True
ADJ00000870,WH0022,SKU0000520,,-25.0,Shrinkage,mgr_2,,True
ADJ00000878,WH0015,SKU0000548,,-50.0,Cycle Count,unapproved,,True
ADJ00000879,WH0006,SKU0000347,2026-04-22 02:28:00,50.0,Cycle Count,mgr_2,2026-04-22,True
ADJ00000883,WH0015,SKU0000052,2026-05-31 02:22:00,50.0,Found Inventory,ops_lead,2026-05-31,True
ADJ00000885,WH0010,SKU0000674,,25.0,Damage,unapproved,,True
ADJ00000886,WH0024,SKU0000459,2026-04-08 07:21:00,-50.0,System Correction,ops_lead,2026-04-08,True
ADJ00000888,WH0010,SKU0000075,2026-03-25 10:28:00,-50.0,Cycle Count,mgr_1,2026-03-25,True
ADJ00000892,WH0013,SKU0000623,,25.0,Cycle Count,unapproved,,True
ADJ00000893,WH0021,SKU0000167,,25.0,Shrinkage,ops_lead,,True
ADJ00000895,WH0011,SKU0000403,,-50.0,System Correction,mgr_1,,True
