receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason,valid_received_qty,po_id,warehouse_id,receipt_date,receipt_status,inspection_status,ordered_qty,unit_cost,fill_rate,rejected_rate
RCL0000000243,RCV00000134,POL0000000790,SKU0000172,110.0,0.0,Damaged packaging,True,PO00000309,WH0016,2026-03-01,Received,Passed,100.0,273.08,1.1,0.0
RCL0000000245,RCV00000135,POL0000001139,SKU0000040,50.0,0.0,Incorrect item,True,PO00000450,WH0017,2026-02-23,Received,Pending,100.0,287.52,0.5,0.0
RCL0000000246,RCV00000135,POL0000001138,SKU0000407,550.0,2.0,Incorrect item,True,PO00000450,WH0017,2026-02-23,Received,Pending,500.0,8.52,1.1,0.0036363636363636364
RCL0000000248,RCV00000136,POL0000001475,SKU0000120,275.0,2.0,Temperature breach,True,PO00000581,WH0004,,Received,Passed,250.0,249.11,1.1,0.007272727272727273
RCL0000000249,RCV00000136,POL0000001474,SKU0000124,75.0,0.0,Damaged packaging,True,PO00000581,WH0004,,Received,Passed,100.0,44.0,0.75,0.0
RCL0000000250,RCV00000136,POL0000001477,SKU0000626,250.0,5.0,Incorrect item,True,PO00000581,WH0004,,Received,Passed,250.0,22.25,1.0,0.02
RCL0000000254,RCV00000138,POL0000000092,SKU0000607,110.0,1.0,Incorrect item,True,PO00000033,WH0009,,Partial,Failed,100.0,144.65,1.1,0.00909090909090909
RCL0000000255,RCV00000138,POL0000000093,SKU0000270,750.0,2.0,,True,PO00000033,WH0009,,Partial,Failed,1000.0,30.68,0.75,0.0026666666666666666
RCL0000000257,RCV00000139,POL0000000260,SKU0000124,750.0,1.0,Damaged packaging,True,PO00000097,WH0023,2026-03-02,Received,Passed,1000.0,44.0,0.75,0.0013333333333333333
RCL0000000258,RCV00000140,POL0000000400,SKU0000396,750.0,0.0,,True,PO00000159,WH0003,2026-01-11,Received,Passed,1000.0,140.96,0.75,0.0
RCL0000000259,RCV00000140,POL0000000401,SKU0000227,500.0,0.0,Damaged packaging,True,PO00000159,WH0003,2026-01-11,Received,Passed,500.0,248.23,1.0,0.0
RCL0000000260,RCV00000141,POL0000001104,SKU0000010,125.0,1.0,,True,PO00000434,WH0025,2026-03-27,Rejected,Passed,250.0,204.35,0.5,0.008
RCL0000000261,RCV00000141,POL0000001105,SKU0000550,750.0,0.0,,True,PO00000434,WH0025,2026-03-27,Rejected,Passed,1000.0,79.0,0.75,0.0
RCL0000000262,RCV00000141,POL0000001106,SKU0000415,50.0,0.0,Temperature breach,True,PO00000434,WH0025,2026-03-27,Rejected,Passed,50.0,220.81,1.0,0.0
RCL0000000263,RCV00000142,POL0000000766,SKU0000355,110.0,0.0,Damaged packaging,True,PO00000301,WH0008,,Received,Passed,100.0,180.72,1.1,0.0
RCL0000000264,RCV00000143,POL0000001282,SKU0000058,375.0,5.0,Incorrect item,True,PO00000505,WH0022,2026-04-04,Received,Failed,500.0,170.69,0.75,0.013333333333333334
RCL0000000265,RCV00000144,POL0000000141,SKU0000558,50.0,5.0,Damaged packaging,True,PO00000051,WH0001,2026-01-13,Rejected,Failed,100.0,68.72,0.5,0.1
RCL0000000267,RCV00000145,POL0000001368,SKU0000040,250.0,0.0,Incorrect item,True,PO00000538,WH0003,2026-03-17,Rejected,Failed,250.0,287.52,1.0,0.0
RCL0000000270,RCV00000147,POL0000000538,SKU0000588,50.0,0.0,Temperature breach,True,PO00000212,WH0014,,Received,Passed,50.0,144.41,1.0,0.0
RCL0000000272,RCV00000148,POL0000001125,SKU0000204,50.0,0.0,Temperature breach,True,PO00000443,WH0004,2026-05-01,Received,Pending,100.0,253.83,0.5,0.0
RCL0000000275,RCV00000150,POL0000000121,SKU0000325,50.0,0.0,,True,PO00000043,WH0010,,Received,Passed,100.0,96.4,0.5,0.0
RCL0000000276,RCV00000150,POL0000000122,SKU0000572,375.0,0.0,,True,PO00000043,WH0010,,Received,Passed,500.0,284.13,0.75,0.0
RCL0000000277,RCV00000151,POL0000000020,SKU0000392,50.0,2.0,Temperature breach,True,PO00000009,WH0001,2026-01-28,Partial,Passed,50.0,57.28,1.0,0.04
RCL0000000280,RCV00000153,POL0000000569,SKU0000560,55.0,0.0,Damaged packaging,True,PO00000227,WH0023,2026-04-11,Received,Passed,50.0,129.95,1.1,0.0
RCL0000000281,RCV00000153,POL0000000571,SKU0000163,50.0,0.0,Temperature breach,True,PO00000227,WH0023,2026-04-11,Received,Passed,50.0,53.46,1.0,0.0
RCL0000000283,RCV00000155,POL0000001352,SKU0000163,750.0,0.0,,True,PO00000529,WH0017,,Received,Passed,1000.0,53.46,0.75,0.0
RCL0000000285,RCV00000156,POL0000001812,SKU0000302,500.0,0.0,Incorrect item,True,PO00000716,WH0005,2026-01-23,Rejected,Failed,500.0,222.8,1.0,0.0
RCL0000000286,RCV00000157,POL0000001844,SKU0000129,275.0,0.0,,True,PO00000731,WH0006,2026-05-20,Rejected,Passed,250.0,27.24,1.1,0.0
RCL0000000287,RCV00000158,POL0000001982,SKU0000183,100.0,0.0,,True,PO00000792,WH0006,2026-03-16,Received,Failed,100.0,2.32,1.0,0.0
RCL0000000289,RCV00000158,POL0000001980,SKU0000328,275.0,2.0,Damaged packaging,True,PO00000792,WH0006,2026-03-16,Received,Failed,250.0,245.84,1.1,0.007272727272727273
RCL0000000293,RCV00000161,POL0000000022,SKU0000097,250.0,0.0,,True,PO00000010,WH0014,,Rejected,Failed,250.0,95.66,1.0,0.0
RCL0000000294,RCV00000161,POL0000000023,SKU0000395,37.0,0.0,,True,PO00000010,WH0014,,Rejected,Failed,50.0,239.1,0.74,0.0
RCL0000000296,RCV00000162,POL0000001087,SKU0000437,275.0,0.0,Incorrect item,True,PO00000428,WH0023,2026-05-19,Partial,Passed,250.0,220.45,1.1,0.0
RCL0000000297,RCV00000163,POL0000001134,SKU0000510,1000.0,0.0,Incorrect item,True,PO00000448,WH0010,,Received,Failed,1000.0,285.3,1.0,0.0
RCL0000000298,RCV00000164,POL0000000359,SKU0000104,250.0,0.0,Temperature breach,True,PO00000141,WH0001,,Received,Passed,250.0,155.06,1.0,0.0
RCL0000000299,RCV00000165,POL0000001069,SKU0000567,1000.0,0.0,,True,PO00000419,WH0003,,Rejected,Passed,1000.0,87.77,1.0,0.0
RCL0000000300,RCV00000166,POL0000001969,SKU0000675,550.0,0.0,Damaged packaging,True,PO00000787,WH0019,2026-02-04,Received,Pending,500.0,38.43,1.1,0.0
RCL0000000301,RCV00000166,POL0000001968,SKU0000025,750.0,0.0,Temperature breach,True,PO00000787,WH0019,2026-02-04,Received,Pending,1000.0,190.45,0.75,0.0
RCL0000000302,RCV00000166,POL0000001970,SKU0000596,500.0,0.0,Temperature breach,True,PO00000787,WH0019,2026-02-04,Received,Pending,500.0,6.93,1.0,0.0
RCL0000000305,RCV00000168,POL0000001354,SKU0000668,1100.0,2.0,Damaged packaging,True,PO00000530,WH0003,,Rejected,Failed,1000.0,156.75,1.1,0.0018181818181818182
RCL0000000307,RCV00000169,POL0000000784,SKU0000200,50.0,2.0,,True,PO00000308,WH0004,,Received,Passed,100.0,224.59,0.5,0.04
RCL0000000310,RCV00000170,POL0000000303,SKU0000351,500.0,5.0,Incorrect item,True,PO00000119,WH0023,,Received,Passed,500.0,254.84,1.0,0.01
RCL0000000311,RCV00000171,POL0000001247,SKU0000239,750.0,0.0,Incorrect item,True,PO00000492,WH0017,,Partial,Passed,1000.0,85.21,0.75,0.0
RCL0000000313,RCV00000172,POL0000001406,SKU0000396,75.0,0.0,,True,PO00000556,WH0001,,Partial,Pending,100.0,140.96,0.75,0.0
RCL0000000314,RCV00000172,POL0000001404,SKU0000368,500.0,0.0,,True,PO00000556,WH0001,,Partial,Pending,500.0,139.37,1.0,0.0
RCL0000000315,RCV00000173,POL0000001647,SKU0000045,250.0,1.0,Temperature breach,True,PO00000651,WH0020,2026-01-21,Rejected,Passed,250.0,212.28,1.0,0.004
RCL0000000316,RCV00000174,POL0000000281,SKU0000261,55.0,0.0,,True,PO00000109,WH0008,,Received,Passed,50.0,281.03,1.1,0.0
RCL0000000317,RCV00000175,POL0000001465,SKU0000236,1100.0,2.0,Temperature breach,True,PO00000577,WH0003,,Received,Pending,1000.0,88.7,1.1,0.0018181818181818182
RCL0000000318,RCV00000175,POL0000001463,SKU0000384,75.0,0.0,,True,PO00000577,WH0003,,Received,Pending,100.0,289.4,0.75,0.0
RCL0000000319,RCV00000176,POL0000001314,SKU0000007,500.0,0.0,Damaged packaging,True,PO00000516,WH0020,,Received,Failed,1000.0,151.15,0.5,0.0
RCL0000000321,RCV00000178,POL0000000544,SKU0000356,1000.0,2.0,Incorrect item,True,PO00000216,WH0004,2026-06-12,Partial,Passed,1000.0,3.68,1.0,0.002
RCL0000000322,RCV00000179,POL0000000133,SKU0000268,187.0,2.0,Incorrect item,True,PO00000049,WH0017,,Received,Passed,250.0,293.05,0.748,0.0106951871657754
RCL0000000323,RCV00000179,POL0000000135,SKU0000147,750.0,0.0,Incorrect item,True,PO00000049,WH0017,,Received,Passed,1000.0,287.94,0.75,0.0
RCL0000000324,RCV00000180,POL0000000663,SKU0000499,75.0,2.0,Damaged packaging,True,PO00000261,WH0003,2026-03-30,Received,Failed,100.0,13.64,0.75,0.02666666666666667
RCL0000000325,RCV00000180,POL0000000664,SKU0000407,500.0,1.0,Damaged packaging,True,PO00000261,WH0003,2026-03-30,Received,Failed,500.0,8.52,1.0,0.002
RCL0000000327,RCV00000181,POL0000001695,SKU0000553,275.0,0.0,,True,PO00000668,WH0001,,Received,Passed,250.0,167.03,1.1,0.0
RCL0000000329,RCV00000182,POL0000000432,SKU0000293,375.0,1.0,Incorrect item,True,PO00000170,WH0005,,Rejected,Failed,500.0,299.08,0.75,0.0026666666666666666
RCL0000000331,RCV00000183,POL0000001977,SKU0000026,250.0,0.0,,True,PO00000790,WH0022,,Received,Passed,250.0,161.1,1.0,0.0
RCL0000000332,RCV00000183,POL0000001978,SKU0000106,75.0,0.0,Incorrect item,True,PO00000790,WH0022,,Received,Passed,100.0,71.95,0.75,0.0
RCL0000000333,RCV00000184,POL0000000880,SKU0000510,100.0,0.0,,True,PO00000342,WH0020,2026-05-23,Partial,Passed,100.0,285.3,1.0,0.0
RCL0000000335,RCV00000185,POL0000001690,SKU0000307,50.0,0.0,Damaged packaging,True,PO00000665,WH0015,,Rejected,Passed,50.0,291.55,1.0,0.0
RCL0000000336,RCV00000186,POL0000001546,SKU0000583,250.0,0.0,Temperature breach,True,PO00000607,WH0012,,Partial,Passed,250.0,130.33,1.0,0.0
RCL0000000337,RCV00000186,POL0000001544,SKU0000326,750.0,5.0,,True,PO00000607,WH0012,,Partial,Passed,1000.0,234.1,0.75,0.006666666666666667
RCL0000000338,RCV00000187,POL0000001020,SKU0000412,275.0,0.0,Incorrect item,True,PO00000399,WH0016,2026-02-11,Partial,Passed,250.0,111.97,1.1,0.0
RCL0000000340,RCV00000188,POL0000000932,SKU0000262,500.0,2.0,Damaged packaging,True,PO00000365,WH0021,2025-12-20,Rejected,Passed,500.0,170.59,1.0,0.004
RCL0000000341,RCV00000188,POL0000000931,SKU0000122,250.0,0.0,Incorrect item,True,PO00000365,WH0021,2025-12-20,Rejected,Passed,500.0,100.15,0.5,0.0
RCL0000000344,RCV00000190,POL0000001401,SKU0000674,125.0,2.0,Incorrect item,True,PO00000554,WH0006,,Rejected,Passed,250.0,99.69,0.5,0.016
RCL0000000346,RCV00000191,POL0000000986,SKU0000100,250.0,1.0,Incorrect item,True,PO00000387,WH0021,2026-03-05,Partial,Failed,250.0,224.42,1.0,0.004
RCL0000000350,RCV00000192,POL0000000246,SKU0000448,500.0,0.0,Incorrect item,True,PO00000092,WH0016,2026-04-08,Rejected,Pending,500.0,218.34,1.0,0.0
RCL0000000351,RCV00000193,POL0000000508,SKU0000672,75.0,5.0,Damaged packaging,True,PO00000201,WH0023,,Received,Passed,100.0,87.45,0.75,0.06666666666666667
RCL0000000353,RCV00000194,POL0000001822,SKU0000626,50.0,0.0,Incorrect item,True,PO00000721,WH0021,2026-04-17,Received,Failed,50.0,22.25,1.0,0.0
RCL0000000354,RCV00000194,POL0000001824,SKU0000320,250.0,0.0,Incorrect item,True,PO00000721,WH0021,2026-04-17,Received,Failed,500.0,6.22,0.5,0.0
RCL0000000355,RCV00000195,POL0000001429,SKU0000455,110.0,5.0,Incorrect item,True,PO00000564,WH0010,,Received,Passed,100.0,130.54,1.1,0.045454545454545456
RCL0000000357,RCV00000196,POL0000000973,SKU0000453,275.0,0.0,,True,PO00000382,WH0022,,Received,Passed,250.0,280.17,1.1,0.0
RCL0000000359,RCV00000197,POL0000001215,SKU0000553,100.0,2.0,Damaged packaging,True,PO00000480,WH0014,2026-05-27,Partial,Pending,100.0,167.03,1.0,0.02
RCL0000000363,RCV00000200,POL0000000776,SKU0000617,187.0,5.0,Damaged packaging,True,PO00000305,WH0016,,Rejected,Failed,250.0,233.25,0.748,0.026737967914438502
RCL0000000368,RCV00000203,POL0000001468,SKU0000053,125.0,0.0,Incorrect item,True,PO00000579,WH0018,2026-01-22,Rejected,Failed,250.0,104.27,0.5,0.0
RCL0000000369,RCV00000203,POL0000001470,SKU0000307,50.0,0.0,,True,PO00000579,WH0018,2026-01-22,Rejected,Failed,50.0,291.55,1.0,0.0
RCL0000000370,RCV00000203,POL0000001469,SKU0000219,250.0,5.0,,True,PO00000579,WH0018,2026-01-22,Rejected,Failed,250.0,116.78,1.0,0.02
RCL0000000372,RCV00000205,POL0000001712,SKU0000214,37.0,0.0,,True,PO00000675,WH0004,2026-05-18,Received,Pending,50.0,266.29,0.74,0.0
RCL0000000373,RCV00000206,POL0000001523,SKU0000009,250.0,0.0,Incorrect item,True,PO00000597,WH0001,2026-02-25,Rejected,Pending,250.0,27.56,1.0,0.0
RCL0000000374,RCV00000206,POL0000001521,SKU0000428,750.0,0.0,Damaged packaging,True,PO00000597,WH0001,2026-02-25,Rejected,Pending,1000.0,164.42,0.75,0.0
RCL0000000375,RCV00000207,POL0000000906,SKU0000541,1000.0,0.0,,True,PO00000354,WH0022,2026-05-27,Received,Pending,1000.0,107.87,1.0,0.0
RCL0000000377,RCV00000208,POL0000000816,SKU0000521,50.0,5.0,Incorrect item,True,PO00000321,WH0022,2026-02-14,Received,Pending,50.0,278.47,1.0,0.1
RCL0000000380,RCV00000210,POL0000000818,SKU0000021,1100.0,0.0,Damaged packaging,True,PO00000322,WH0023,,Rejected,Passed,1000.0,247.69,1.1,0.0
RCL0000000381,RCV00000210,POL0000000820,SKU0000306,375.0,2.0,Temperature breach,True,PO00000322,WH0023,,Rejected,Passed,500.0,154.34,0.75,0.005333333333333333
RCL0000000382,RCV00000211,POL0000001047,SKU0000572,250.0,0.0,,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,500.0,284.13,0.5,0.0
RCL0000000383,RCV00000211,POL0000001046,SKU0000094,250.0,5.0,Incorrect item,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,500.0,1.93,0.5,0.02
RCL0000000384,RCV00000211,POL0000001045,SKU0000546,275.0,5.0,Temperature breach,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,250.0,136.23,1.1,0.01818181818181818
RCL0000000385,RCV00000211,POL0000001044,SKU0000206,75.0,0.0,,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,100.0,51.47,0.75,0.0
RCL0000000388,RCV00000213,POL0000001334,SKU0000308,500.0,0.0,,True,PO00000522,WH0014,2026-04-11,Received,Failed,500.0,56.0,1.0,0.0
RCL0000000389,RCV00000213,POL0000001333,SKU0000038,250.0,0.0,Temperature breach,True,PO00000522,WH0014,2026-04-11,Received,Failed,250.0,240.3,1.0,0.0
RCL0000000390,RCV_UNKNOWN,POL0000001332,SKU0000285,50.0,2.0,Damaged packaging,True,,,,,,,,,0.04
RCL0000000393,RCV00000214,POL0000000699,SKU0000433,1100.0,1.0,Temperature breach,True,PO00000273,WH0020,2026-04-23,Received,Failed,1000.0,33.64,1.1,0.0009090909090909091
RCL0000000394,RCV00000215,POL0000001802,SKU0000290,375.0,5.0,Incorrect item,True,PO00000712,WH0025,,Rejected,Pending,500.0,229.99,0.75,0.013333333333333334
RCL0000000395,RCV00000215,POL0000001803,SKU0000437,55.0,0.0,Damaged packaging,True,PO00000712,WH0025,,Rejected,Pending,50.0,220.45,1.1,0.0
RCL0000000396,RCV00000215,POL0000001805,SKU0000518,1100.0,5.0,Damaged packaging,True,PO00000712,WH0025,,Rejected,Pending,1000.0,123.83,1.1,0.004545454545454545
RCL0000000397,RCV00000216,POL0000000461,SKU0000317,187.0,1.0,,True,PO00000182,WH0007,,Partial,Pending,250.0,220.93,0.748,0.0053475935828877
RCL0000000398,RCV00000216,POL0000000464,SKU0000581,275.0,0.0,Temperature breach,True,PO00000182,WH0007,,Partial,Pending,250.0,24.6,1.1,0.0
RCL0000000399,RCV00000216,POL0000000462,SKU0000193,1000.0,1.0,Temperature breach,True,PO00000182,WH0007,,Partial,Pending,1000.0,229.5,1.0,0.001
RCL0000000400,RCV00000216,POL0000000463,SKU0000241,100.0,1.0,Temperature breach,True,PO00000182,WH0007,,Partial,Pending,100.0,7.28,1.0,0.01
RCL0000000401,RCV00000217,POL0000000580,SKU0000403,500.0,1.0,,True,PO00000231,WH0002,2026-05-11,Partial,Passed,1000.0,218.14,0.5,0.002
RCL0000000402,RCV00000218,POL0000001584,SKU0000469,100.0,1.0,Incorrect item,True,PO00000621,WH0025,2026-01-31,Rejected,Passed,100.0,285.9,1.0,0.01
RCL0000000403,RCV00000218,POL0000001583,SKU0000678,50.0,0.0,Damaged packaging,True,PO00000621,WH0025,2026-01-31,Rejected,Passed,100.0,120.32,0.5,0.0
RCL0000000404,RCV00000218,POL0000001582,SKU0000614,50.0,0.0,Incorrect item,True,PO00000621,WH0025,2026-01-31,Rejected,Passed,100.0,25.52,0.5,0.0
RCL0000000405,RCV00000219,POL0000000693,SKU0000463,375.0,0.0,,True,PO00000271,WH0025,2026-02-15,Partial,Pending,500.0,239.54,0.75,0.0
RCL0000000406,RCV00000219,POL0000000694,SKU0000667,50.0,0.0,Temperature breach,True,PO00000271,WH0025,2026-02-15,Partial,Pending,50.0,282.23,1.0,0.0
RCL0000000407,RCV00000220,POL0000000450,SKU0000409,250.0,0.0,Temperature breach,True,PO00000177,WH0007,,Received,Failed,250.0,102.6,1.0,0.0
RCL0000000409,RCV00000222,POL0000000923,SKU0000577,1000.0,2.0,,True,PO00000361,WH0017,2026-03-17,Received,Passed,1000.0,233.83,1.0,0.002
RCL0000000410,RCV00000223,POL0000000009,SKU0000046,55.0,0.0,,True,PO00000003,WH0010,2026-05-12,Rejected,Passed,50.0,3.14,1.1,0.0
RCL0000000411,RCV00000224,POL0000001607,SKU0000039,500.0,0.0,Temperature breach,True,PO00000631,WH0002,,Received,Passed,1000.0,186.43,0.5,0.0
RCL0000000415,RCV00000226,POL0000000203,SKU0000688,110.0,2.0,Temperature breach,True,PO00000073,WH0023,,Rejected,Passed,100.0,8.45,1.1,0.01818181818181818
RCL0000000416,RCV00000226,POL0000000201,SKU0000444,500.0,0.0,Temperature breach,True,PO00000073,WH0023,,Rejected,Passed,500.0,234.25,1.0,0.0
RCL0000000417,RCV00000227,POL0000001921,SKU0000134,275.0,0.0,Incorrect item,True,PO00000765,WH0018,2026-03-12,Partial,Pending,250.0,220.35,1.1,0.0
RCL0000000418,RCV00000228,POL0000000409,SKU0000066,25.0,1.0,Incorrect item,True,PO00000162,WH0012,2026-04-08,Received,Passed,50.0,295.43,0.5,0.04
RCL0000000419,RCV00000229,POL0000001095,SKU0000625,110.0,5.0,,True,PO00000431,WH0013,2025-12-12,Received,Failed,100.0,245.97,1.1,0.045454545454545456
RCL0000000420,RCV00000229,POL0000001094,SKU0000360,75.0,0.0,Temperature breach,True,PO00000431,WH0013,2025-12-12,Received,Failed,100.0,184.99,0.75,0.0
RCL0000000421,RCV00000230,POL0000001693,SKU0000681,250.0,0.0,,True,PO00000667,WH0021,2026-06-21,Rejected,Passed,250.0,203.38,1.0,0.0
RCL0000000422,RCV00000230,POL0000001694,SKU0000629,250.0,2.0,Temperature breach,True,PO00000667,WH0021,2026-06-21,Rejected,Passed,250.0,42.15,1.0,0.008
RCL0000000423,RCV00000231,POL0000001801,SKU0000071,75.0,2.0,Damaged packaging,True,PO00000711,WH0022,2026-02-22,Received,Failed,100.0,92.75,0.75,0.02666666666666667
RCL0000000424,RCV00000232,POL0000001008,SKU0000308,50.0,0.0,,True,PO00000394,WH0008,2026-01-18,Received,Pending,100.0,56.0,0.5,0.0
RCL0000000425,RCV00000232,POL0000001007,SKU0000665,37.0,1.0,Damaged packaging,True,PO00000394,WH0008,2026-01-18,Received,Pending,50.0,100.23,0.74,0.02702702702702703
RCL0000000429,RCV00000235,POL0000001890,SKU0000629,375.0,1.0,Damaged packaging,True,PO00000752,WH0020,2026-04-22,Received,Failed,500.0,42.15,0.75,0.0026666666666666666
RCL0000000430,RCV00000235,POL0000001891,SKU0000218,550.0,0.0,Temperature breach,True,PO00000752,WH0020,2026-04-22,Received,Failed,500.0,117.62,1.1,0.0
RCL0000000431,RCV00000236,POL0000000207,SKU0000295,25.0,0.0,Temperature breach,True,PO00000075,WH0002,2025-12-31,Partial,Failed,50.0,132.32,0.5,0.0
RCL0000000433,RCV_UNKNOWN,POL0000000657,SKU0000382,275.0,0.0,Incorrect item,True,,,,,,,,,0.0
RCL0000000434,RCV00000237,POL0000000660,SKU0000671,550.0,0.0,Damaged packaging,True,PO00000259,WH0017,2026-01-10,Received,Passed,500.0,44.98,1.1,0.0
RCL0000000435,RCV00000237,POL0000000659,SKU0000141,110.0,1.0,Temperature breach,True,PO00000259,WH0017,2026-01-10,Received,Passed,100.0,269.52,1.1,0.00909090909090909
RCL0000000436,RCV00000238,POL0000000259,SKU0000632,187.0,0.0,Damaged packaging,True,PO00000096,WH0004,2026-06-03,Received,Passed,250.0,135.05,0.748,0.0
RCL0000000437,RCV00000239,POL0000001000,SKU0000449,100.0,0.0,Temperature breach,True,PO00000391,WH0016,,Received,Failed,100.0,21.88,1.0,0.0
RCL0000000438,RCV00000240,POL0000000074,SKU0000490,250.0,0.0,,True,PO00000027,WH0013,2026-04-14,Rejected,Passed,250.0,112.73,1.0,0.0
RCL0000000439,RCV00000241,POL0000000319,SKU0000069,250.0,5.0,Incorrect item,True,PO00000125,WH0022,,Received,Passed,250.0,224.21,1.0,0.02
RCL0000000440,RCV00000241,POL0000000318,SKU0000195,100.0,0.0,,True,PO00000125,WH0022,,Received,Passed,100.0,140.49,1.0,0.0
RCL0000000442,RCV00000242,POL0000001751,SKU0000228,187.0,0.0,Incorrect item,True,PO00000691,WH0022,2026-06-13,Received,Passed,250.0,290.95,0.748,0.0
RCL0000000443,RCV00000243,POL0000000889,SKU0000307,500.0,0.0,Incorrect item,True,PO00000346,WH0018,,Received,Failed,500.0,291.55,1.0,0.0
RCL0000000444,RCV00000244,POL0000000293,SKU0000473,25.0,1.0,Damaged packaging,True,PO00000116,WH0006,2026-02-05,Received,Pending,50.0,141.91,0.5,0.04
RCL0000000445,RCV00000244,POL0000000294,SKU0000490,100.0,0.0,Temperature breach,True,PO00000116,WH0006,2026-02-05,Received,Pending,100.0,112.73,1.0,0.0
RCL0000000446,RCV00000245,POL0000001030,SKU0000551,250.0,2.0,Damaged packaging,True,PO00000403,WH0024,2026-06-14,Rejected,Passed,250.0,193.76,1.0,0.008
RCL0000000448,RCV00000245,POL0000001031,SKU0000573,1000.0,2.0,Temperature breach,True,PO00000403,WH0024,2026-06-14,Rejected,Passed,1000.0,204.84,1.0,0.002
RCL0000000449,RCV00000246,POL0000001618,SKU0000137,375.0,0.0,,True,PO00000636,WH0020,,Rejected,Passed,500.0,115.65,0.75,0.0
RCL0000000450,RCV00000246,POL0000001619,SKU0000491,1000.0,0.0,Temperature breach,True,PO00000636,WH0020,,Rejected,Passed,1000.0,159.01,1.0,0.0
RCL0000000451,RCV00000246,POL0000001620,SKU0000020,37.0,5.0,Incorrect item,True,PO00000636,WH0020,,Rejected,Passed,50.0,92.34,0.74,0.13513513513513514
RCL0000000453,RCV00000248,POL0000000350,SKU0000120,100.0,5.0,Incorrect item,True,PO00000137,WH0005,,Partial,Passed,100.0,249.11,1.0,0.05
RCL0000000455,RCV00000250,POL0000000523,SKU0000175,275.0,1.0,Incorrect item,True,PO00000208,WH0015,2026-02-28,Received,Passed,250.0,226.42,1.1,0.0036363636363636364
RCL0000000456,RCV00000250,POL0000000524,SKU0000603,500.0,1.0,,True,PO00000208,WH0015,2026-02-28,Received,Passed,500.0,234.88,1.0,0.002
RCL0000000457,RCV00000250,POL0000000525,SKU0000678,500.0,5.0,Incorrect item,True,PO00000208,WH0015,2026-02-28,Received,Passed,1000.0,120.32,0.5,0.01
RCL0000000458,RCV00000250,POL0000000526,SKU0000309,1000.0,0.0,Damaged packaging,True,PO00000208,WH0015,2026-02-28,Received,Passed,1000.0,205.81,1.0,0.0
RCL0000000460,RCV00000252,POL0000001102,SKU0000452,37.0,0.0,Temperature breach,True,PO00000433,WH0018,2026-03-15,Received,Passed,50.0,47.74,0.74,0.0
RCL0000000461,RCV00000252,POL0000001103,SKU0000421,110.0,5.0,Damaged packaging,True,PO00000433,WH0018,2026-03-15,Received,Passed,100.0,232.75,1.1,0.045454545454545456
RCL0000000463,RCV00000253,POL0000001432,SKU0000622,1100.0,5.0,Damaged packaging,True,PO00000566,WH0025,2026-03-05,Received,Passed,1000.0,100.24,1.1,0.004545454545454545
RCL0000000466,RCV00000254,POL0000000568,SKU0000170,500.0,2.0,Temperature breach,True,PO00000226,WH0005,,Received,Passed,1000.0,201.29,0.5,0.004
RCL0000000467,RCV00000255,POL0000001348,SKU0000508,250.0,0.0,Incorrect item,True,PO00000527,WH0012,2025-12-15,Received,Pending,250.0,11.38,1.0,0.0
RCL0000000468,RCV00000255,POL0000001347,SKU0000203,500.0,0.0,Damaged packaging,True,PO00000527,WH0012,2025-12-15,Received,Pending,500.0,72.74,1.0,0.0
RCL0000000470,RCV00000256,POL0000001091,SKU0000247,500.0,5.0,Damaged packaging,True,PO00000429,WH0020,,Partial,Passed,1000.0,217.13,0.5,0.01
RCL0000000471,RCV00000256,POL0000001090,SKU0000379,1000.0,0.0,Temperature breach,True,PO00000429,WH0020,,Partial,Passed,1000.0,90.79,1.0,0.0
RCL0000000473,RCV00000257,POL0000000378,SKU0000112,375.0,0.0,Incorrect item,True,PO00000149,WH0015,,Rejected,Passed,500.0,268.19,0.75,0.0
RCL0000000474,RCV00000257,POL0000000377,SKU0000042,37.0,0.0,Damaged packaging,True,PO00000149,WH0015,,Rejected,Passed,50.0,55.38,0.74,0.0
RCL0000000475,RCV00000258,POL0000001071,SKU0000069,1000.0,1.0,,True,PO00000420,WH0007,2026-03-30,Rejected,Pending,1000.0,224.21,1.0,0.001
RCL0000000476,RCV00000258,POL0000001070,SKU0000114,100.0,1.0,Damaged packaging,True,PO00000420,WH0007,2026-03-30,Rejected,Pending,100.0,145.89,1.0,0.01
RCL0000000477,RCV00000259,POL0000000631,SKU0000224,50.0,0.0,Incorrect item,True,PO00000250,WH0012,2026-05-27,Partial,Failed,100.0,164.88,0.5,0.0
RCL0000000478,RCV00000260,POL0000001559,SKU0000159,50.0,0.0,Damaged packaging,True,PO00000613,WH0019,,Received,Passed,50.0,49.49,1.0,0.0
RCL0000000479,RCV00000261,POL0000000430,SKU0000367,187.0,0.0,Incorrect item,True,PO00000169,WH0013,,Rejected,Passed,250.0,36.58,0.748,0.0
RCL0000000483,RCV00000263,POL0000000910,SKU0000027,275.0,2.0,,True,PO00000355,WH0007,2026-04-15,Received,Passed,250.0,144.08,1.1,0.007272727272727273
