order_date,sales_channel,order_count,line_count,units_ordered,net_sales_usd,gross_margin_usd
2026-05-10,Retail Store,2,4,81.0,10769.2900365,2638.9320583800013
2026-05-11,B2B Portal,4,15,231.0,52149.380459927,20529.923629787
2026-05-12,Marketplace,1,4,36.0,20545.36,11875.61
2026-05-12,Phone,1,2,17.0,3816.13725,2229.24725
2026-05-13,EDI,3,6,83.0,19822.943427837,9888.194112826997
2026-05-13,Marketplace,2,7,54.0,19471.743782002497,7574.0187031025
2026-05-13,Retail Store,2,4,88.0,23347.649999999998,10764.749999999998
2026-05-14,Marketplace,2,5,43.0,5824.404424260001,2288.490492860001
2026-05-14,Phone,1,3,45.0,6356.835000000001,2411.835000000001
2026-05-15,B2B Portal,2,2,4.0,946.6099999999999,259.6599999999999
2026-05-15,EDI,2,6,134.0,39467.9115,18805.3815
2026-05-15,Marketplace,2,6,49.0,2652.2710172315,1396.5548582815002
2026-05-16,B2B Portal,3,8,190.0,32386.682756250004,11316.169061250002
2026-05-16,Phone,1,1,3.0,725.8559526000001,269.59082004000015
2026-05-16,Retail Store,1,4,23.0,5361.303754188,2449.5568852680003
2026-05-17,Marketplace,3,10,112.0,8474.311117440751,4174.11619599075
2026-05-17,Phone,1,3,61.0,24085.622,10118.542
2026-05-17,Retail Store,1,1,1.0,555.37,301.65999999999997
2026-05-18,EDI,2,7,113.0,27701.760241320004,12045.576010220004
2026-05-18,Phone,2,5,33.0,11749.457224168,5135.054043688
2026-05-19,B2B Portal,3,12,167.0,29090.84727528,14807.7797716
2026-05-19,Phone,1,1,25.0,4614.491864512501,2082.169162512501
2026-05-19,Retail Store,1,1,2.0,955.512998235,456.048200215
2026-05-20,B2B Portal,2,3,40.0,9679.60681885,4312.1570431
2026-05-21,Marketplace,1,4,57.0,5483.081249999999,2676.24125
2026-05-21,Phone,1,1,1.0,715.97,429.55
2026-05-22,B2B Portal,2,4,76.0,13026.339347893749,6913.03995014375
2026-05-22,Retail Store,2,4,37.0,19526.0049469095,11566.8435710295
2026-05-23,B2B Portal,4,10,100.0,14174.9443321325,5039.5117210025
2026-05-23,EDI,2,2,3.0,708.20789985,99.00929284999992
2026-05-23,Phone,1,1,5.0,1116.6233141625,548.9276110625
2026-05-23,Retail Store,1,5,26.0,8079.7858092999995,4136.44071805
2026-05-24,B2B Portal,2,7,51.0,3132.255934,1414.57778
2026-05-24,EDI,1,3,27.0,7856.882,3902.0220000000004
2026-05-24,Marketplace,1,2,6.0,8.3634396,2.4149603999999996
2026-05-24,Phone,1,2,4.0,45.538740000000004,22.631047199999998
2026-05-25,B2B Portal,4,10,133.0,36081.50475,15248.314750000001
2026-05-25,Marketplace,2,5,57.0,17797.564716560002,8294.639929640001
2026-05-25,Phone,2,3,13.0,7299.0425,3983.5124999999994
2026-05-26,B2B Portal,4,10,117.0,10462.63338505,2706.397827689999
2026-05-26,EDI,1,1,50.0,27542.951608000003,18137.637891000002
2026-05-26,Marketplace,1,1,50.0,860.680637,511.69054800000004
2026-05-26,Phone,1,1,5.0,431.57431299999996,134.11836459999995
2026-05-27,B2B Portal,1,2,15.0,6087.03,3048.2799999999997
2026-05-27,EDI,1,3,103.0,20996.465,11255.355
2026-05-27,Marketplace,1,2,18.0,1643.3560919249999,777.2798625749999
2026-05-27,Phone,1,1,10.0,5056.7,3013.2
2026-05-28,B2B Portal,4,9,136.0,8534.84714708725,3478.68054584725
2026-05-28,EDI,3,9,132.0,37560.4765,17887.6065
2026-05-28,Phone,1,3,45.0,407.354851275,-8.806727024999972
2026-05-29,B2B Portal,5,13,174.0,27567.602889787002,9324.727545277
2026-05-29,EDI,3,5,121.0,1250.470370175,-84.39295145499995
2026-05-29,Marketplace,2,6,107.0,32393.3275,14965.4975
2026-05-29,Phone,1,3,52.0,1317.93087961375,559.27388885375
2026-05-29,Retail Store,2,2,26.0,2305.38259592,1236.5366136
2026-05-30,B2B Portal,4,10,187.0,38558.9405831625,20375.301127512495
2026-05-30,Marketplace,2,4,37.0,10644.673089472,3113.2863150119997
2026-05-30,Retail Store,2,8,99.0,22227.888,10553.778
2026-05-31,Retail Store,2,7,96.0,17616.09192156875,6987.3791868687495
