po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,valid_quantity,valid_unit_cost,supplier_id,warehouse_id,po_date,expected_receipt_date,currency,po_status,po_line_amount,rate_date,usd_rate,po_line_amount_usd
POL0000000507,PO00000200,3,SKU0000333,500.0,172.56,Received,True,True,SUP00105,WH0013,2026-01-23,2026-01-31,CAD,Received,86280.0,2026-01-23,0.734311,63356.35308
POL0000000508,PO00000201,1,SKU0000672,100.0,87.45,Partial,True,True,SUP00078,WH0023,2025-12-10,2025-12-17,CAD,Approved,8745.0,2025-12-10,0.731603,6397.868235
POL0000000509,PO00000202,1,SKU0000353,1000.0,74.7,Cancelled,True,True,SUP00079,WH0001,2026-04-03,2026-05-09,CAD,Created,74700.0,2026-04-03,0.7301,54538.47
POL0000000512,PO00000203,1,SKU0000656,100.0,49.5,Partial,True,True,SUP00024,WH0017,,2026-04-18,EUR,Received,4950.0,,1.0,4950.0
POL0000000514,PO00000204,2,SKU0000448,50.0,218.34,Open,True,True,SUP00083,WH0007,,2026-05-25,EUR,Received,10917.0,,1.0,10917.0
POL0000000515,PO00000204,3,SKU0000344,50.0,117.86,Cancelled,True,True,SUP00083,WH0007,,2026-05-25,EUR,Received,5893.0,,1.0,5893.0
POL0000000517,PO00000205,2,SKU0000560,100.0,129.95,Open,True,True,SUP00048,WH0008,2025-12-20,2026-01-25,MXN,Received,12994.999999999998,2025-12-20,0.059487,773.0335649999998
POL0000000518,PO00000205,3,SKU0000218,100.0,117.62,Partial,True,True,SUP00048,WH0008,2025-12-20,2026-01-25,MXN,Received,11762.0,2025-12-20,0.059487,699.686094
POL0000000520,PO00000206,2,SKU0000318,1000.0,275.06,Cancelled,True,True,SUP00015,WH0003,,2026-02-23,CAD,Created,275060.0,,1.0,275060.0
POL0000000521,PO00000207,1,SKU0000222,100.0,5.74,Partial,True,True,SUP00117,WH0024,2026-01-17,2026-01-24,USD,Partially Received,574.0,2026-01-17,1.0,574.0
POL0000000522,PO00000207,2,SKU0000146,250.0,223.17,Open,True,True,SUP00117,WH0024,2026-01-17,2026-01-24,USD,Partially Received,55792.5,2026-01-17,1.0,55792.5
POL0000000523,PO00000208,1,SKU0000175,250.0,226.42,Partial,True,True,SUP00056,WH0015,2026-02-03,2026-02-21,MXN,Created,56605.0,2026-02-03,0.064906,3674.0041300000003
POL0000000524,PO00000208,2,SKU0000603,500.0,234.88,Received,True,True,SUP00056,WH0015,2026-02-03,2026-02-21,MXN,Created,117440.0,2026-02-03,0.064906,7622.560640000001
POL0000000525,PO00000208,3,SKU0000678,1000.0,120.32,Received,True,True,SUP00056,WH0015,2026-02-03,2026-02-21,MXN,Created,120320.0,2026-02-03,0.064906,7809.489920000001
POL0000000526,PO00000208,4,SKU0000309,1000.0,205.81,Open,True,True,SUP00056,WH0015,2026-02-03,2026-02-21,MXN,Created,205810.0,2026-02-03,0.064906,13358.303860000002
POL0000000527,PO00000209,1,SKU0000668,500.0,156.75,Open,True,True,SUP00096,WH0011,2026-03-05,2026-04-05,EUR,Created,78375.0,2026-03-05,1.085634,85086.56475
POL0000000528,PO00000209,2,SKU0000059,100.0,145.09,Cancelled,True,True,SUP00096,WH0011,2026-03-05,2026-04-05,EUR,Created,14509.0,2026-03-05,1.085634,15751.463706
POL0000000532,PO00000210,2,SKU0000273,1000.0,103.99,Cancelled,True,True,SUP00005,WH0021,,2026-04-07,EUR,Cancelled,103990.0,,1.0,103990.0
POL0000000534,PO00000210,4,SKU0000232,500.0,45.32,Received,True,True,SUP00005,WH0021,,2026-04-07,EUR,Cancelled,22660.0,,1.0,22660.0
POL0000000535,PO00000211,1,SKU0000337,1000.0,87.12,Cancelled,True,True,SUP00033,WH0011,,2026-03-19,CAD,Created,87120.0,,1.0,87120.0
POL0000000538,PO00000212,3,SKU0000588,50.0,144.41,Open,True,True,SUP00006,WH0014,,2026-03-21,MXN,Approved,7220.5,,1.0,7220.5
POL0000000540,PO00000213,1,SKU0000136,50.0,92.53,Open,True,True,SUP00064,WH0020,2026-03-06,2026-03-25,CAD,Partially Received,4626.5,2026-03-06,0.74565,3449.749725
POL0000000543,PO00000215,1,SKU0000188,500.0,70.74,Received,True,True,SUP00025,WH0007,2026-03-14,2026-04-17,CAD,Created,35370.0,2026-03-14,0.74023,26181.935100000002
POL0000000544,PO00000216,1,SKU0000356,1000.0,3.68,Open,True,True,SUP00051,WH0004,2026-04-28,2026-05-29,CNY,Cancelled,3680.0,2026-04-28,0.139311,512.6644799999999
POL0000000546,PO00000217,2,SKU0000201,1000.0,201.87,Open,True,True,SUP00002,WH0004,,2026-04-30,CNY,Received,201870.0,,1.0,201870.0
POL0000000549,PO00000219,1,SKU0000329,50.0,224.29,Cancelled,True,True,SUP00079,WH0016,,2026-04-01,CNY,Partially Received,11214.5,,1.0,11214.5
POL0000000553,PO00000220,1,SKU0000666,250.0,191.23,Open,True,True,SUP00086,WH0006,,2026-01-12,MXN,Received,47807.5,,1.0,47807.5
POL0000000554,PO00000221,1,SKU0000492,50.0,141.52,Open,True,True,SUP00020,WH0001,,2026-03-26,USD,Approved,7076.000000000001,,1.0,7076.000000000001
POL0000000556,PO00000222,2,SKU0000346,1000.0,227.08,Cancelled,True,True,SUP00055,WH0007,2026-05-05,2026-05-11,CNY,Approved,227080.0,2026-05-05,0.144198,32744.481839999997
POL0000000557,PO00000222,3,SKU0000025,100.0,190.45,Cancelled,True,True,SUP00055,WH0007,2026-05-05,2026-05-11,CNY,Approved,19045.0,2026-05-05,0.144198,2746.2509099999997
POL0000000558,PO00000223,1,SKU0000099,50.0,187.46,Open,True,True,SUP00064,WH0002,,2026-01-26,USD,Partially Received,9373.0,,1.0,9373.0
POL0000000559,PO00000223,2,SKU0000501,50.0,233.5,Partial,True,True,SUP00064,WH0002,,2026-01-26,USD,Partially Received,11675.0,,1.0,11675.0
POL0000000560,PO00000224,1,SKU0000572,50.0,284.13,Received,True,True,SUP00099,WH0021,2025-12-10,2025-12-30,EUR,Received,14206.5,2025-12-10,1.081829,15369.003688499999
POL0000000561,PO00000224,2,SKU0000417,250.0,107.86,Open,True,True,SUP00099,WH0021,2025-12-10,2025-12-30,EUR,Received,26965.0,2025-12-10,1.081829,29171.518985
POL0000000563,PO00000225,2,SKU0000408,50.0,46.55,Partial,True,True,SUP00002,WH0005,,2026-04-23,USD,Approved,2327.5,,1.0,2327.5
POL0000000564,PO00000225,3,SKU0000653,100.0,55.07,Received,True,True,SUP00002,WH0005,,2026-04-23,USD,Approved,5507.0,,1.0,5507.0
POL0000000565,PO00000225,4,SKU0000110,1000.0,170.29,Open,True,True,SUP00002,WH0005,,2026-04-23,USD,Approved,170290.0,,1.0,170290.0
POL0000000568,PO00000226,3,SKU0000170,1000.0,201.29,Open,True,True,SUP00013,WH0005,,2026-02-11,EUR,Received,201290.0,,1.0,201290.0
POL0000000569,PO00000227,1,SKU0000560,50.0,129.95,Partial,True,True,SUP00061,WH0023,2026-03-08,2026-04-11,USD,Cancelled,6497.499999999999,2026-03-08,1.0,6497.499999999999
POL0000000571,PO00000227,3,SKU0000163,50.0,53.46,Partial,True,True,SUP00061,WH0023,2026-03-08,2026-04-11,USD,Cancelled,2673.0,2026-03-08,1.0,2673.0
POL0000000573,PO00000228,2,SKU0000660,1000.0,16.29,Open,True,True,SUP00043,WH0014,,2026-06-27,CAD,Approved,16290.0,,1.0,16290.0
POL0000000574,PO00000229,1,SKU0000669,100.0,67.35,Cancelled,True,True,SUP00031,WH0008,,2026-05-18,CAD,Approved,6734.999999999999,,1.0,6734.999999999999
POL0000000578,PO00000231,1,SKU0000353,500.0,74.7,Open,True,True,SUP00046,WH0002,,2026-04-27,MXN,Partially Received,37350.0,,1.0,37350.0
POL0000000579,PO00000231,2,SKU0000420,500.0,158.76,Cancelled,True,True,SUP00046,WH0002,,2026-04-27,MXN,Partially Received,79380.0,,1.0,79380.0
POL0000000580,PO00000231,3,SKU0000403,1000.0,218.14,Open,True,True,SUP00046,WH0002,,2026-04-27,MXN,Partially Received,218140.0,,1.0,218140.0
POL0000000581,PO00000232,1,SKU0000546,100.0,136.23,Partial,True,True,SUP00114,WH0011,,2025-12-07,EUR,Approved,13622.999999999998,,1.0,13622.999999999998
POL0000000582,PO00000232,2,SKU0000139,100.0,82.17,Cancelled,True,True,SUP00114,WH0011,,2025-12-07,EUR,Approved,8217.0,,1.0,8217.0
POL0000000583,PO00000232,3,SKU0000484,250.0,125.25,Open,True,True,SUP00114,WH0011,,2025-12-07,EUR,Approved,31312.5,,1.0,31312.5
POL0000000584,PO00000233,1,SKU0000209,100.0,228.55,Cancelled,True,True,SUP00050,WH0004,2026-04-11,2026-05-13,USD,Created,22855.0,2026-04-11,1.0,22855.0
POL0000000586,PO00000234,1,SKU0000296,500.0,82.35,Partial,True,True,SUP00101,WH0010,,2026-02-19,USD,Cancelled,41175.0,,1.0,41175.0
POL0000000589,PO00000235,2,SKU0000076,100.0,64.98,Partial,True,True,SUP00074,WH0005,2026-04-12,2026-05-08,USD,Received,6498.0,2026-04-12,1.0,6498.0
POL0000000590,PO00000235,3,SKU0000127,500.0,183.86,Cancelled,True,True,SUP00074,WH0005,2026-04-12,2026-05-08,USD,Received,91930.0,2026-04-12,1.0,91930.0
POL0000000592,PO00000236,2,SKU0000200,50.0,224.59,Open,True,True,SUP00052,WH0002,,2026-05-13,USD,Created,11229.5,,1.0,11229.5
POL0000000593,PO00000236,3,SKU0000649,1000.0,127.15,Received,True,True,SUP00052,WH0002,,2026-05-13,USD,Created,127150.0,,1.0,127150.0
POL0000000594,PO00000236,4,SKU0000167,250.0,27.48,Cancelled,True,True,SUP00052,WH0002,,2026-05-13,USD,Created,6870.0,,1.0,6870.0
POL0000000596,PO00000237,2,SKU0000549,1000.0,93.77,Open,True,True,SUP00065,WH0009,2026-05-12,2026-05-29,CNY,Created,93770.0,2026-05-12,0.136967,12843.39559
POL0000000598,PO00000238,1,SKU0000393,100.0,79.34,Open,True,True,SUP00089,WH0015,2026-01-17,2026-02-09,MXN,Received,7934.0,2026-01-17,0.053036,420.787624
POL0000000599,PO00000238,2,SKU0000203,100.0,72.74,Open,True,True,SUP00089,WH0015,2026-01-17,2026-02-09,MXN,Received,7273.999999999999,2026-01-17,0.053036,385.78386399999994
POL0000000600,PO00000239,1,SKU0000482,500.0,146.9,Open,True,True,SUP00054,WH0008,,2026-01-21,USD,Approved,73450.0,,1.0,73450.0
POL0000000601,PO00000239,2,SKU0000106,50.0,71.95,Received,True,True,SUP00054,WH0008,,2026-01-21,USD,Approved,3597.5,,1.0,3597.5
POL0000000602,PO00000239,3,SKU0000486,100.0,191.96,Cancelled,True,True,SUP00054,WH0008,,2026-01-21,USD,Approved,19196.0,,1.0,19196.0
POL0000000603,PO00000239,4,SKU0000669,100.0,67.35,Open,True,True,SUP00054,WH0008,,2026-01-21,USD,Approved,6734.999999999999,,1.0,6734.999999999999
POL0000000604,PO00000240,1,SKU0000095,50.0,129.07,Partial,True,True,SUP00013,WH0013,2026-05-02,2026-05-18,CNY,Received,6453.5,2026-05-02,0.132022,852.003977
POL0000000605,PO00000240,2,SKU0000055,500.0,200.83,Open,True,True,SUP00013,WH0013,2026-05-02,2026-05-18,CNY,Received,100415.0,2026-05-02,0.132022,13256.98913
POL0000000606,PO00000241,1,SKU0000259,50.0,181.31,Open,True,True,SUP00096,WH0023,2025-12-07,2025-12-31,USD,Approved,9065.5,2025-12-07,1.0,9065.5
POL0000000607,PO00000241,2,SKU0000114,100.0,145.89,Open,True,True,SUP00096,WH0023,2025-12-07,2025-12-31,USD,Approved,14588.999999999998,2025-12-07,1.0,14588.999999999998
POL0000000609,PO00000242,1,SKU0000087,250.0,154.34,Received,True,True,SUP00017,WH0005,2026-04-05,2026-05-20,CAD,Approved,38585.0,2026-04-05,0.749441,28917.180985000003
POL0000000611,PO00000242,3,SKU0000456,100.0,294.63,Partial,True,True,SUP00017,WH0005,2026-04-05,2026-05-20,CAD,Approved,29463.0,2026-04-05,0.749441,22080.780183
POL0000000612,PO00000242,4,SKU0000495,1000.0,141.52,Open,True,True,SUP00017,WH0005,2026-04-05,2026-05-20,CAD,Approved,141520.0,2026-04-05,0.749441,106060.89032
POL0000000615,PO00000243,3,SKU0000273,100.0,103.99,Open,True,True,SUP00039,WH0001,,2026-02-14,USD,Cancelled,10399.0,,1.0,10399.0
POL0000000616,PO00000244,1,SKU0000089,250.0,253.71,Cancelled,True,True,SUP00039,WH0005,2025-12-05,2025-12-13,CAD,Approved,63427.5,2025-12-05,0.733116,46499.71509
POL0000000617,PO00000244,2,SKU0000157,250.0,45.16,Partial,True,True,SUP00039,WH0005,2025-12-05,2025-12-13,CAD,Approved,11290.0,2025-12-05,0.733116,8276.87964
POL0000000618,PO00000244,3,SKU0000341,250.0,250.42,Received,True,True,SUP00039,WH0005,2025-12-05,2025-12-13,CAD,Approved,62605.0,2025-12-05,0.733116,45896.72718
POL0000000619,PO00000245,1,SKU0000501,50.0,233.5,Received,True,True,SUP00096,WH0006,,2026-02-22,USD,Created,11675.0,,1.0,11675.0
POL0000000620,PO00000245,2,SKU0000134,500.0,220.35,Partial,True,True,SUP00096,WH0006,,2026-02-22,USD,Created,110175.0,,1.0,110175.0
POL0000000621,PO00000246,1,SKU0000469,500.0,285.9,Cancelled,True,True,SUP00114,WH0023,,2026-01-12,EUR,Approved,142950.0,,1.0,142950.0
POL0000000622,PO00000246,2,SKU0000613,250.0,23.69,Open,True,True,SUP00114,WH0023,,2026-01-12,EUR,Approved,5922.5,,1.0,5922.5
POL0000000623,PO00000247,1,SKU0000636,50.0,47.9,Open,True,True,SUP00082,WH0016,,2026-02-27,CAD,Created,2395.0,,1.0,2395.0
POL0000000624,PO00000247,2,SKU0000285,500.0,34.95,Partial,True,True,SUP00082,WH0016,,2026-02-27,CAD,Created,17475.0,,1.0,17475.0
POL0000000627,PO00000248,3,SKU0000557,50.0,59.04,Open,True,True,SUP00089,WH0013,2025-12-23,2026-01-10,USD,Received,2952.0,2025-12-23,1.0,2952.0
POL0000000628,PO00000249,1,SKU0000227,250.0,248.23,Open,True,True,SUP00007,WH0007,,2026-04-27,USD,Created,62057.5,,1.0,62057.5
POL0000000631,PO00000250,1,SKU0000224,100.0,164.88,Open,True,True,SUP00074,WH0012,,2026-05-30,USD,Created,16488.0,,1.0,16488.0
POL0000000632,PO00000251,1,SKU0000159,1000.0,49.49,Cancelled,True,True,SUP00109,WH0024,,2025-12-19,USD,Created,49490.0,,1.0,49490.0
POL0000000633,PO00000251,2,SKU0000071,1000.0,92.75,Open,True,True,SUP00109,WH0024,,2025-12-19,USD,Created,92750.0,,1.0,92750.0
POL0000000634,PO00000251,3,SKU0000345,50.0,240.87,Received,True,True,SUP00109,WH0024,,2025-12-19,USD,Created,12043.5,,1.0,12043.5
POL0000000639,PO00000253,1,SKU0000027,500.0,144.08,Open,True,True,SUP00005,WH0025,,2026-03-29,CAD,Approved,72040.0,,1.0,72040.0
POL0000000640,PO00000253,2,SKU0000529,250.0,230.58,Open,True,True,SUP00005,WH0025,,2026-03-29,CAD,Approved,57645.0,,1.0,57645.0
POL0000000641,PO00000253,3,SKU0000265,500.0,229.09,Open,True,True,SUP00005,WH0025,,2026-03-29,CAD,Approved,114545.0,,1.0,114545.0
POL0000000642,PO00000254,1,SKU0000414,100.0,278.53,Received,True,True,SUP00014,WH0006,2026-01-04,2026-02-13,EUR,Approved,27852.999999999996,2026-01-04,1.070365,29812.876344999997
POL0000000643,PO00000254,2,SKU0000618,500.0,17.24,Open,True,True,SUP00014,WH0006,2026-01-04,2026-02-13,EUR,Approved,8620.0,2026-01-04,1.070365,9226.5463
POL0000000644,PO00000255,1,SKU0000475,100.0,287.1,Open,True,True,SUP00060,WH0022,2026-02-06,2026-03-06,MXN,Created,28710.000000000004,2026-02-06,0.054106,1553.3832600000003
POL0000000645,PO00000255,2,SKU0000187,500.0,214.53,Partial,True,True,SUP00060,WH0022,2026-02-06,2026-03-06,MXN,Created,107265.0,2026-02-06,0.054106,5803.68009
POL0000000647,PO00000256,1,SKU0000502,250.0,297.05,Received,True,True,SUP00091,WH0010,,2026-04-02,MXN,Approved,74262.5,,1.0,74262.5
POL0000000648,PO00000256,2,SKU0000326,100.0,234.1,Partial,True,True,SUP00091,WH0010,,2026-04-02,MXN,Approved,23410.0,,1.0,23410.0
POL0000000650,PO00000257,2,SKU0000305,250.0,28.77,Cancelled,True,True,SUP00087,WH0022,,2026-01-17,CAD,Approved,7192.5,,1.0,7192.5
POL0000000652,PO00000257,4,SKU0000033,1000.0,15.01,Open,True,True,SUP00087,WH0022,,2026-01-17,CAD,Approved,15010.0,,1.0,15010.0
POL0000000653,PO00000258,1,SKU0000480,50.0,288.48,Received,True,True,SUP00106,WH0009,,2026-04-16,CNY,Approved,14424.0,,1.0,14424.0
POL0000000654,PO00000258,2,SKU0000239,1000.0,85.21,Open,True,True,SUP00106,WH0009,,2026-04-16,CNY,Approved,85210.0,,1.0,85210.0
POL0000000655,PO00000258,3,SKU0000092,100.0,28.65,Open,True,True,SUP00106,WH0009,,2026-04-16,CNY,Approved,2865.0,,1.0,2865.0
POL0000000656,PO00000258,4,SKU0000495,250.0,141.52,Received,True,True,SUP00106,WH0009,,2026-04-16,CNY,Approved,35380.0,,1.0,35380.0
POL0000000657,PO00000259,1,SKU0000382,250.0,153.1,Open,True,True,SUP00003,WH0017,2025-12-13,2026-01-10,USD,Cancelled,38275.0,2025-12-13,1.0,38275.0
POL0000000658,PO00000259,2,SKU0000200,1000.0,224.59,Cancelled,True,True,SUP00003,WH0017,2025-12-13,2026-01-10,USD,Cancelled,224590.0,2025-12-13,1.0,224590.0
POL0000000659,PO00000259,3,SKU0000141,100.0,269.52,Partial,True,True,SUP00003,WH0017,2025-12-13,2026-01-10,USD,Cancelled,26952.0,2025-12-13,1.0,26952.0
POL0000000660,PO00000259,4,SKU0000671,500.0,44.98,Received,True,True,SUP00003,WH0017,2025-12-13,2026-01-10,USD,Cancelled,22490.0,2025-12-13,1.0,22490.0
POL0000000661,PO00000260,1,SKU0000096,1000.0,289.25,Open,True,True,SUP00030,WH0025,,2026-05-03,EUR,Received,289250.0,,1.0,289250.0
POL0000000663,PO00000261,1,SKU0000499,100.0,13.64,Open,True,True,SUP00026,WH0003,,2026-03-16,CAD,Approved,1364.0,,1.0,1364.0
POL0000000664,PO00000261,2,SKU0000407,500.0,8.52,Open,True,True,SUP00026,WH0003,,2026-03-16,CAD,Approved,4260.0,,1.0,4260.0
POL0000000665,PO00000261,3,SKU0000187,1000.0,214.53,Received,True,True,SUP00026,WH0003,,2026-03-16,CAD,Approved,214530.0,,1.0,214530.0
POL0000000666,PO00000262,1,SKU0000409,500.0,102.6,Partial,True,True,SUP00021,WH0001,,2026-05-02,MXN,Approved,51300.0,,1.0,51300.0
POL0000000667,PO00000262,2,SKU0000317,100.0,220.93,Open,True,True,SUP00021,WH0001,,2026-05-02,MXN,Approved,22093.0,,1.0,22093.0
POL0000000669,PO00000262,4,SKU0000560,100.0,129.95,Partial,True,True,SUP00021,WH0001,,2026-05-02,MXN,Approved,12994.999999999998,,1.0,12994.999999999998
POL0000000670,PO00000263,1,SKU0000494,250.0,101.23,Received,True,True,SUP00099,WH0022,,2025-12-28,USD,Cancelled,25307.5,,1.0,25307.5
POL0000000671,PO00000263,2,SKU0000275,100.0,9.66,Open,True,True,SUP00099,WH0022,,2025-12-28,USD,Cancelled,966.0,,1.0,966.0
POL0000000672,PO00000263,3,SKU0000470,250.0,111.12,Partial,True,True,SUP00099,WH0022,,2025-12-28,USD,Cancelled,27780.0,,1.0,27780.0
POL0000000673,PO00000263,4,SKU0000348,50.0,277.03,Received,True,True,SUP00099,WH0022,,2025-12-28,USD,Cancelled,13851.499999999998,,1.0,13851.499999999998
POL0000000675,PO00000264,2,SKU0000579,1000.0,289.24,Open,True,True,SUP00028,WH0021,,2026-02-27,CNY,Approved,289240.0,,1.0,289240.0
POL0000000676,PO00000265,1,SKU0000499,50.0,13.64,Received,True,True,SUP00117,WH0025,,2026-02-25,USD,Cancelled,682.0,,1.0,682.0
POL0000000677,PO00000265,2,SKU0000198,1000.0,36.83,Partial,True,True,SUP00117,WH0025,,2026-02-25,USD,Cancelled,36830.0,,1.0,36830.0
POL0000000678,PO00000265,3,SKU0000373,500.0,233.11,Open,True,True,SUP00117,WH0025,,2026-02-25,USD,Cancelled,116555.0,,1.0,116555.0
POL0000000679,PO00000266,1,SKU0000432,100.0,208.9,Cancelled,True,True,SUP00012,WH0014,2026-04-20,2026-05-26,CNY,Partially Received,20890.0,2026-04-20,0.141924,2964.79236
POL0000000680,PO00000267,1,SKU0000378,1000.0,170.68,Open,True,True,SUP00093,WH0018,2025-12-21,2025-12-27,MXN,Approved,170680.0,2025-12-21,0.054984,9384.66912
POL0000000681,PO00000267,2,SKU0000237,1000.0,291.01,Received,True,True,SUP00093,WH0018,2025-12-21,2025-12-27,MXN,Approved,291010.0,2025-12-21,0.054984,16000.893839999999
POL0000000682,PO00000268,1,SKU0000066,250.0,295.43,Open,True,True,SUP00002,WH0025,,2026-02-02,EUR,Received,73857.5,,1.0,73857.5
POL0000000684,PO00000268,3,SKU0000210,250.0,26.81,Received,True,True,SUP00002,WH0025,,2026-02-02,EUR,Received,6702.5,,1.0,6702.5
POL0000000686,PO00000269,2,SKU0000638,250.0,225.27,Open,True,True,SUP00063,WH0005,2026-01-23,2026-02-27,CNY,Approved,56317.5,2026-01-23,0.132843,7481.385652499999
POL0000000687,PO00000269,3,SKU0000196,250.0,82.38,Received,True,True,SUP00063,WH0005,2026-01-23,2026-02-27,CNY,Approved,20595.0,2026-01-23,0.132843,2735.9015849999996
POL0000000688,PO00000269,4,SKU0000471,500.0,31.8,Open,True,True,SUP00063,WH0005,2026-01-23,2026-02-27,CNY,Approved,15900.0,2026-01-23,0.132843,2112.2037
POL0000000691,PO00000271,1,SKU0000285,500.0,34.95,Received,True,True,SUP00093,WH0025,2026-01-08,2026-02-16,EUR,Cancelled,17475.0,2026-01-08,1.072822,18747.564449999998
POL0000000692,PO00000271,2,SKU0000191,500.0,255.44,Open,True,True,SUP00093,WH0025,2026-01-08,2026-02-16,EUR,Cancelled,127720.0,2026-01-08,1.072822,137020.82584
POL0000000693,PO00000271,3,SKU0000463,500.0,239.54,Open,True,True,SUP00093,WH0025,2026-01-08,2026-02-16,EUR,Cancelled,119770.0,2026-01-08,1.072822,128491.89094
POL0000000694,PO00000271,4,SKU0000667,50.0,282.23,Open,True,True,SUP00093,WH0025,2026-01-08,2026-02-16,EUR,Cancelled,14111.5,2026-01-08,1.072822,15139.127653
POL0000000695,PO00000272,1,SKU0000485,100.0,293.48,Open,True,True,SUP00034,WH0015,2026-03-22,2026-04-29,CNY,Approved,29348.0,2026-03-22,0.141285,4146.43218
POL0000000696,PO00000272,2,SKU0000250,100.0,120.44,Partial,True,True,SUP00034,WH0015,2026-03-22,2026-04-29,CNY,Approved,12044.0,2026-03-22,0.141285,1701.63654
POL0000000699,PO00000273,1,SKU0000433,1000.0,33.64,Partial,True,True,SUP00025,WH0020,2026-03-12,2026-04-23,CNY,Approved,33640.0,2026-03-12,0.138273,4651.503720000001
POL0000000703,PO00000275,1,SKU0000124,100.0,44.0,Open,True,True,SUP00075,WH0018,2025-12-22,2026-01-09,EUR,Partially Received,4400.0,2025-12-22,1.073344,4722.7136
POL0000000705,PO00000276,1,SKU0000477,100.0,57.59,Partial,True,True,SUP00070,WH0014,2026-01-15,2026-02-08,USD,Cancelled,5759.0,2026-01-15,1.0,5759.0
POL0000000706,PO00000276,2,SKU0000347,250.0,41.76,Partial,True,True,SUP00070,WH0014,2026-01-15,2026-02-08,USD,Cancelled,10440.0,2026-01-15,1.0,10440.0
POL0000000707,PO00000276,3,SKU0000164,100.0,148.94,Open,True,True,SUP00070,WH0014,2026-01-15,2026-02-08,USD,Cancelled,14894.0,2026-01-15,1.0,14894.0
POL0000000710,PO00000277,3,SKU0000277,50.0,138.96,Open,True,True,SUP00031,WH0018,,2026-02-06,EUR,Cancelled,6948.0,,1.0,6948.0
POL0000000712,PO00000278,1,SKU0000619,250.0,285.44,Cancelled,True,True,SUP00071,WH0013,2026-03-21,2026-04-19,MXN,Created,71360.0,2026-03-21,0.06634,4734.0224
POL0000000713,PO00000278,2,SKU0000563,50.0,152.19,Partial,True,True,SUP00071,WH0013,2026-03-21,2026-04-19,MXN,Created,7609.5,2026-03-21,0.06634,504.81422999999995
POL0000000714,PO00000278,3,SKU0000144,50.0,283.77,Partial,True,True,SUP00071,WH0013,2026-03-21,2026-04-19,MXN,Created,14188.5,2026-03-21,0.06634,941.26509
POL0000000715,PO00000278,4,SKU0000483,50.0,126.24,Open,True,True,SUP00071,WH0013,2026-03-21,2026-04-19,MXN,Created,6312.0,2026-03-21,0.06634,418.73807999999997
POL0000000716,PO00000279,1,SKU0000095,50.0,129.07,Open,True,True,SUP00091,WH0001,,2026-01-13,MXN,Approved,6453.5,,1.0,6453.5
POL0000000717,PO00000279,2,SKU0000630,1000.0,262.31,Cancelled,True,True,SUP00091,WH0001,,2026-01-13,MXN,Approved,262310.0,,1.0,262310.0
POL0000000718,PO00000279,3,SKU0000359,100.0,252.6,Partial,True,True,SUP00091,WH0001,,2026-01-13,MXN,Approved,25260.0,,1.0,25260.0
POL0000000719,PO00000279,4,SKU0000099,1000.0,187.46,Cancelled,True,True,SUP00091,WH0001,,2026-01-13,MXN,Approved,187460.0,,1.0,187460.0
POL0000000720,PO00000280,1,SKU0000085,500.0,227.45,Cancelled,True,True,SUP00009,WH0010,,2026-01-17,CNY,Received,113725.0,,1.0,113725.0
POL0000000721,PO00000280,2,SKU0000411,500.0,164.32,Received,True,True,SUP00009,WH0010,,2026-01-17,CNY,Received,82160.0,,1.0,82160.0
POL0000000722,PO00000280,3,SKU0000580,100.0,64.94,Partial,True,True,SUP00009,WH0010,,2026-01-17,CNY,Received,6494.0,,1.0,6494.0
POL0000000725,PO00000282,1,SKU0000524,1000.0,260.06,Received,True,True,SUP00099,WH0019,2026-02-11,2026-02-19,USD,Partially Received,260060.0,2026-02-11,1.0,260060.0
POL0000000727,PO00000283,2,SKU0000233,250.0,14.4,Open,True,True,SUP00026,WH0013,2026-01-14,2026-02-28,EUR,Cancelled,3600.0,2026-01-14,1.075115,3870.414
POL0000000730,PO00000285,2,SKU0000417,500.0,107.86,Cancelled,True,True,SUP00058,WH0004,2026-04-14,2026-05-18,USD,Received,53930.0,2026-04-14,1.0,53930.0
POL0000000731,PO00000286,1,SKU0000586,100.0,118.76,Received,True,True,SUP00067,WH0010,,2026-01-29,MXN,Approved,11876.0,,1.0,11876.0
POL0000000732,PO00000286,2,SKU0000370,100.0,232.97,Open,True,True,SUP00067,WH0010,,2026-01-29,MXN,Approved,23297.0,,1.0,23297.0
POL0000000733,PO00000286,3,SKU0000491,100.0,159.01,Received,True,True,SUP00067,WH0010,,2026-01-29,MXN,Approved,15901.0,,1.0,15901.0
POL0000000734,PO00000287,1,SKU0000368,250.0,139.37,Cancelled,True,True,SUP00027,WH0010,2026-04-20,2026-05-15,EUR,Approved,34842.5,2026-04-20,1.070854,37311.230494999996
POL0000000735,PO00000287,2,SKU0000197,1000.0,81.13,Received,True,True,SUP00027,WH0010,2026-04-20,2026-05-15,EUR,Approved,81130.0,2026-04-20,1.070854,86878.38502
POL0000000737,PO00000288,1,SKU0000626,500.0,22.25,Cancelled,True,True,SUP00033,WH0025,,2026-03-10,MXN,Approved,11125.0,,1.0,11125.0
POL0000000738,PO00000289,1,SKU0000152,50.0,15.58,Partial,True,True,SUP00010,WH0007,,2026-03-23,EUR,Received,779.0,,1.0,779.0
