call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,customer_id,plan_id,device_id,home_region,site_id,technology,duration_minutes,dropped_call_flag
CALL0000003042,SUB00002199,CELL000121,2026-05-21 08:39:00,31.0,MO,Failed,False,switch,2026-05-21,CUST00004479,PLN017,DEV0001289,Southwest,SITE00028,4G LTE,0.5166666666666667,False
CALL0000003043,SUB00003475,CELL000001,2026-05-24 15:55:00,525.0,MO,Completed,True,switch,2026-05-24,CUST00002610,PLN020,DEV0000128,Northeast,SITE00001,4G LTE,8.75,False
CALL0000003044,SUB00000883,CELL000027,2026-04-09 10:05:00,116.0,MO,Dropped,True,switch,2026-04-09,CUST00002155,PLN015,DEV0001874,Southeast,SITE00006,4G LTE,1.9333333333333333,True
CALL0000003045,SUB00003839,CELL000164,2026-05-08 10:12:00,218.0,MO,Failed,True,switch,2026-05-08,CUST00001960,PLN003,DEV0001381,Southeast,SITE00038,5G NR,3.6333333333333333,False
CALL0000003047,SUB00004677,CELL000220,2026-05-12 16:25:00,328.0,MT,Failed,False,switch,2026-05-12,CUST00002404,PLN010,DEV0000693,Southeast,SITE00052,4G LTE,5.466666666666667,False
CALL0000003048,SUB00002651,CELL000137,2026-05-23 13:10:00,512.0,MO,Completed,True,switch,2026-05-23,CUST00001790,PLN015,DEV0000941,Southeast,SITE00032,5G NR,8.533333333333333,False
CALL0000003049,SUB00001801,CELL000250,2026-05-24 21:16:00,54.0,MO,Completed,False,switch,2026-05-24,CUST00004188,PLN006,DEV0001252,Southwest,SITE00059,4G LTE,0.9,False
CALL0000003052,SUB00003316,CELL000089,2026-05-09 14:34:00,131.0,MO,Failed,False,switch,2026-05-09,CUST00001542,PLN013,DEV0000296,Southwest,SITE00020,5G NR,2.183333333333333,False
CALL0000003053,SUB00003505,CELL000235,2026-05-11 17:08:00,417.0,MT,Failed,True,switch,2026-05-11,CUST00001937,PLN003,DEV0002317,Northeast,SITE00055,4G LTE,6.95,False
CALL0000003054,SUB00000809,CELL000220,2026-04-17 09:17:00,95.0,MO,Completed,False,switch,2026-04-17,CUST00002744,PLN019,DEV0002395,Midwest,SITE00052,4G LTE,1.5833333333333333,False
CALL0000003058,SUB00003730,CELL000010,2026-04-20 02:37:00,26.0,MO,Completed,False,switch,2026-04-20,CUST00000491,PLN001,DEV0000340,Midwest,SITE00002,4G LTE,0.43333333333333335,False
CALL0000003059,SUB00004499,CELL000057,2026-04-08 15:57:00,52.0,MT,Dropped,False,switch,2026-04-08,CUST00001292,PLN002,DEV0000669,Midwest,SITE00012,5G NR,0.8666666666666667,True
CALL0000003061,SUB00002594,CELL000011,2026-05-25 22:45:00,35.0,MO,Failed,False,switch,2026-05-25,CUST00002659,PLN007,DEV0000037,Southeast,SITE00002,5G NR,0.5833333333333334,False
CALL0000003062,SUB00001929,CELL000133,2026-04-23 05:19:00,126.0,MO,Dropped,True,switch,2026-04-23,CUST00001785,PLN017,DEV0001217,Midwest,SITE00031,4G LTE,2.1,True
CALL0000003063,SUB00001984,CELL000200,2026-04-24 19:48:00,43.0,MO,Dropped,False,switch,2026-04-24,CUST00000376,PLN015,DEV0001097,Midwest,SITE00047,4G LTE,0.7166666666666667,True
CALL0000003065,SUB00002509,CELL000216,2026-05-21 21:32:00,552.0,MO,Completed,False,switch,2026-05-21,CUST00001091,PLN004,DEV0002165,Southeast,SITE00051,5G NR,9.2,False
CALL0000003066,SUB00001619,CELL000137,2026-05-27 14:28:00,10.0,MO,Completed,False,switch,2026-05-27,CUST00001568,PLN013,DEV0002416,West,SITE00032,5G NR,0.16666666666666666,False
CALL0000003067,SUB00003348,CELL000111,2026-04-14 13:10:00,162.0,MO,Dropped,False,switch,2026-04-14,CUST00003035,PLN020,DEV0001849,West,SITE00026,4G LTE,2.7,True
CALL0000003069,SUB00001562,CELL000110,2026-04-01 17:55:00,28.0,MT,Completed,False,switch,2026-04-01,CUST00002274,PLN010,DEV0000828,Southeast,SITE00026,5G NR,0.4666666666666667,False
CALL0000003070,SUB00002370,CELL000102,2026-04-26 08:38:00,433.0,MO,Dropped,False,switch,2026-04-26,CUST00001827,PLN018,DEV0002195,Northeast,SITE00023,4G LTE,7.216666666666667,True
CALL0000003072,SUB00004857,CELL000190,2026-05-07 21:46:00,40.0,MT,Failed,False,switch,2026-05-07,CUST00000677,PLN012,DEV0001604,Midwest,SITE00045,4G LTE,0.6666666666666666,False
CALL0000003075,SUB00001730,CELL000129,2026-05-31 16:58:00,331.0,MT,Completed,False,switch,2026-05-31,CUST00003200,PLN014,DEV0000764,Southwest,SITE00030,4G LTE,5.516666666666667,False
CALL0000003076,SUB00003785,CELL000125,2026-05-28 08:13:00,31.0,MO,Completed,True,switch,2026-05-28,CUST00002111,PLN009,DEV0000426,West,SITE00030,5G NR,0.5166666666666667,False
CALL0000003077,SUB00001113,CELL000205,2026-05-13 23:50:00,199.0,MO,Completed,True,switch,2026-05-13,CUST00000726,PLN006,DEV0001054,Midwest,SITE00048,5G NR,3.316666666666667,False
CALL0000003078,SUB00002514,CELL000177,2026-05-02 08:40:00,29.0,MO,Failed,False,switch,2026-05-02,CUST00002824,PLN007,DEV0001145,West,SITE00042,5G NR,0.48333333333333334,False
CALL0000003080,SUB00001948,CELL000102,2026-05-11 00:37:00,554.0,MO,Dropped,True,switch,2026-05-11,CUST00002120,PLN018,DEV0001142,Southeast,SITE00023,4G LTE,9.233333333333333,True
CALL0000003081,SUB00004416,CELL000220,2026-05-05 07:31:00,357.0,MT,Failed,True,switch,2026-05-05,CUST00004193,PLN016,DEV0001061,Midwest,SITE00052,4G LTE,5.95,False
CALL0000003082,SUB00003177,CELL000186,2026-04-28 10:02:00,52.0,MT,Completed,True,switch,2026-04-28,CUST00003553,PLN007,DEV0001927,Southwest,SITE00044,5G NR,0.8666666666666667,False
CALL0000003083,SUB00004982,CELL000023,2026-05-01 20:55:00,153.0,MT,Failed,True,switch,2026-05-01,CUST00000501,PLN004,DEV0002145,Midwest,SITE00005,4G LTE,2.55,False
CALL0000003084,SUB00001934,CELL000224,2026-04-01 22:28:00,168.0,MO,Completed,False,switch,2026-04-01,CUST00002263,PLN015,DEV0000905,West,SITE00053,5G NR,2.8,False
CALL0000003086,SUB00002463,CELL000040,2026-04-28 06:14:00,82.0,MO,Dropped,False,switch,2026-04-28,CUST00000261,PLN016,DEV0001349,Southwest,SITE00009,5G NR,1.3666666666666667,True
CALL0000003087,SUB00002469,CELL000075,2026-05-11 23:35:00,148.0,MO,Dropped,False,switch,2026-05-11,CUST00004081,PLN007,DEV0000432,Midwest,SITE00017,5G NR,2.466666666666667,True
CALL0000003088,SUB00001272,CELL000111,2026-05-08 07:16:00,26.0,MT,Failed,False,switch,2026-05-08,CUST00001923,PLN005,DEV0002229,Southeast,SITE00026,4G LTE,0.43333333333333335,False
CALL0000003089,SUB00004379,CELL000115,2026-05-12 13:30:00,303.0,MO,Dropped,False,switch,2026-05-12,CUST00000999,PLN016,DEV0001913,Southeast,SITE00027,5G NR,5.05,True
CALL0000003090,SUB00001109,CELL000151,2026-04-15 11:31:00,124.0,MO,Completed,False,switch,2026-04-15,CUST00000752,PLN008,DEV0001777,Southwest,SITE00036,4G LTE,2.066666666666667,False
CALL0000003091,SUB00003002,CELL000112,2026-04-09 12:00:00,61.0,MO,Dropped,True,switch,2026-04-09,CUST00003767,PLN005,DEV0001639,Northeast,SITE00026,5G NR,1.0166666666666666,True
CALL0000003092,SUB00000511,CELL000238,2026-05-14 10:15:00,193.0,MO,Completed,False,switch,2026-05-14,CUST00001368,PLN011,DEV0000267,Northeast,SITE00056,5G NR,3.216666666666667,False
CALL0000003097,SUB00003394,CELL000151,2026-04-25 06:00:00,28.0,MT,Completed,False,switch,2026-04-25,CUST00000729,PLN003,DEV0001427,Southeast,SITE00036,4G LTE,0.4666666666666667,False
CALL0000003098,SUB00004210,CELL000187,2026-04-21 21:18:00,66.0,MO,Completed,False,switch,2026-04-21,CUST00003866,PLN016,DEV0000971,Northeast,SITE00044,4G LTE,1.1,False
CALL0000003100,SUB00000182,CELL000140,2026-05-18 04:00:00,41.0,MO,Failed,False,switch,2026-05-18,CUST00004153,PLN018,DEV0001490,Southwest,SITE00033,4G LTE,0.6833333333333333,False
CALL0000003101,SUB00001234,CELL000137,2026-05-02 05:09:00,128.0,MO,Completed,False,switch,2026-05-02,CUST00003081,PLN016,DEV0001100,Midwest,SITE00032,5G NR,2.1333333333333333,False
CALL0000003103,SUB00003115,CELL000111,2026-05-11 08:19:00,36.0,MO,Completed,False,switch,2026-05-11,CUST00001764,PLN009,DEV0001816,Northeast,SITE00026,4G LTE,0.6,False
CALL0000003105,SUB00001344,CELL000148,2026-04-02 02:24:00,207.0,MO,Dropped,False,switch,2026-04-02,CUST00001575,PLN005,DEV0001623,Southeast,SITE00035,4G LTE,3.45,True
CALL0000003106,SUB00000880,CELL000096,2026-05-10 14:48:00,387.0,MO,Completed,False,switch,2026-05-10,CUST00001137,PLN017,DEV0000636,Midwest,SITE00022,5G NR,6.45,False
CALL0000003111,SUB00000790,CELL000116,2026-05-19 05:30:00,160.0,MO,Failed,False,switch,2026-05-19,CUST00003875,PLN011,DEV0000589,Southeast,SITE00027,5G NR,2.6666666666666665,False
CALL0000003112,SUB00000937,CELL000193,2026-04-10 20:53:00,106.0,MO,Completed,False,switch,2026-04-10,CUST00004304,PLN015,DEV0001194,Northeast,SITE00046,4G LTE,1.7666666666666666,False
CALL0000003113,SUB00000487,CELL000168,2026-05-27 08:20:00,16.0,MO,Failed,False,switch,2026-05-27,CUST00003432,PLN015,DEV0001077,Northeast,SITE00039,4G LTE,0.26666666666666666,False
CALL0000003114,SUB00001638,CELL000202,2026-04-24 04:35:00,43.0,MT,Completed,False,switch,2026-04-24,CUST00000883,PLN012,DEV0001643,Southeast,SITE00048,4G LTE,0.7166666666666667,False
CALL0000003117,SUB00004538,CELL000076,2026-05-14 06:35:00,268.0,MT,Completed,False,switch,2026-05-14,CUST00001565,PLN002,DEV0000130,Southwest,SITE00017,4G LTE,4.466666666666667,False
CALL0000003118,SUB00004599,CELL000169,2026-04-12 20:04:00,38.0,MO,Completed,False,switch,2026-04-12,CUST00003015,PLN015,DEV0002342,Midwest,SITE00040,4G LTE,0.6333333333333333,False
CALL0000003122,SUB00000796,CELL000229,2026-04-13 12:38:00,31.0,MO,Completed,False,switch,2026-04-13,CUST00000144,PLN001,DEV0000775,Northeast,SITE00054,5G NR,0.5166666666666667,False
CALL0000003124,SUB00001994,CELL000180,2026-04-24 04:11:00,369.0,MO,Completed,False,switch,2026-04-24,CUST00001140,PLN016,DEV0002160,Southwest,SITE00043,4G LTE,6.15,False
CALL0000003125,SUB00002316,CELL000220,2026-04-23 12:15:00,107.0,MT,Completed,False,switch,2026-04-23,CUST00003613,PLN015,DEV0002110,Midwest,SITE00052,4G LTE,1.7833333333333334,False
CALL0000003127,SUB00001566,CELL000033,2026-05-11 05:19:00,17.0,MT,Dropped,True,switch,2026-05-11,CUST00001054,PLN002,DEV0000474,Midwest,SITE00007,5G NR,0.2833333333333333,True
CALL0000003130,SUB00001978,CELL000206,2026-04-04 17:16:00,120.0,MO,Dropped,False,switch,2026-04-04,CUST00000670,PLN007,DEV0002012,Midwest,SITE00048,4G LTE,2.0,True
CALL0000003132,SUB00003837,CELL000176,2026-05-24 05:35:00,293.0,MO,Completed,False,switch,2026-05-24,CUST00001983,PLN020,DEV0000066,Northeast,SITE00042,4G LTE,4.883333333333334,False
CALL0000003135,SUB00002013,CELL000035,2026-04-10 03:54:00,85.0,MO,Completed,False,switch,2026-04-10,CUST00002752,PLN005,DEV0002448,Midwest,SITE00007,5G NR,1.4166666666666667,False
CALL0000003136,SUB00003270,CELL000121,2026-05-15 22:59:00,7.0,MO,Completed,False,switch,2026-05-15,CUST00002560,PLN009,DEV0001706,Southeast,SITE00028,4G LTE,0.11666666666666667,False
CALL0000003138,SUB00004310,CELL000234,2026-05-12 00:27:00,76.0,MO,Completed,False,switch,2026-05-12,CUST00001066,PLN017,DEV0001989,West,SITE00055,5G NR,1.2666666666666666,False
CALL0000003140,SUB00000534,CELL000044,2026-04-01 13:11:00,398.0,MO,Dropped,True,switch,2026-04-01,CUST00002858,PLN012,DEV0001220,Northeast,SITE00009,4G LTE,6.633333333333334,True
CALL0000003142,SUB00001903,CELL000001,2026-04-10 06:06:00,48.0,MO,Completed,True,switch,2026-04-10,CUST00003167,PLN019,DEV0000973,Southeast,SITE00001,4G LTE,0.8,False
CALL0000003143,SUB00000435,CELL000020,2026-05-09 07:19:00,78.0,MT,Completed,False,switch,2026-05-09,CUST00003656,PLN019,DEV0002472,Southwest,SITE00004,4G LTE,1.3,False
CALL0000003154,SUB00004914,CELL000095,2026-04-28 09:11:00,242.0,MO,Failed,False,switch,2026-04-28,CUST00001476,PLN012,DEV0001360,Southeast,SITE00022,4G LTE,4.033333333333333,False
CALL0000003156,SUB00000381,CELL000214,2026-05-03 18:34:00,382.0,MT,Completed,False,switch,2026-05-03,CUST00003780,PLN016,DEV0000374,Southeast,SITE00050,4G LTE,6.366666666666666,False
CALL0000003157,SUB00003658,CELL000065,2026-05-27 10:04:00,73.0,MO,Completed,True,switch,2026-05-27,CUST00003143,PLN014,DEV0000233,Northeast,SITE00015,4G LTE,1.2166666666666666,False
CALL0000003158,SUB00003968,CELL000112,2026-04-12 12:53:00,381.0,MO,Failed,False,switch,2026-04-12,CUST00003347,PLN001,DEV0000101,Southwest,SITE00026,5G NR,6.35,False
CALL0000003160,SUB00000201,CELL000046,2026-05-28 00:23:00,361.0,MT,Completed,False,switch,2026-05-28,CUST00002276,PLN002,DEV0002142,Midwest,SITE00010,5G NR,6.016666666666667,False
CALL0000003162,SUB00004805,CELL000162,2026-04-22 19:32:00,276.0,MT,Completed,False,switch,2026-04-22,CUST00001340,PLN004,DEV0001823,Midwest,SITE00038,4G LTE,4.6,False
CALL0000003164,SUB00004784,CELL000242,2026-05-03 05:24:00,287.0,MO,Completed,False,switch,2026-05-03,CUST00001992,PLN017,DEV0000514,Southeast,SITE00056,4G LTE,4.783333333333333,False
CALL0000003168,SUB00003926,CELL000206,2026-05-24 18:18:00,245.0,MT,Completed,True,switch,2026-05-24,CUST00004111,PLN015,DEV0001597,West,SITE00048,4G LTE,4.083333333333333,False
CALL0000003174,SUB00002860,CELL000214,2026-05-03 20:24:00,50.0,MO,Failed,True,switch,2026-05-03,CUST00000334,PLN016,DEV0002185,Southeast,SITE00050,4G LTE,0.8333333333333334,False
CALL0000003175,SUB00001542,CELL000088,2026-05-21 09:14:00,329.0,MT,Completed,False,switch,2026-05-21,CUST00001352,PLN002,DEV0002430,Southwest,SITE00020,5G NR,5.483333333333333,False
CALL0000003177,SUB00002337,CELL000167,2026-05-11 09:17:00,35.0,MT,Dropped,False,switch,2026-05-11,CUST00000810,PLN012,DEV0002219,Southeast,SITE00039,4G LTE,0.5833333333333334,True
CALL0000003178,SUB00004710,CELL000018,2026-05-18 19:06:00,349.0,MT,Completed,False,switch,2026-05-18,CUST00000543,PLN003,DEV0002346,Northeast,SITE00004,5G NR,5.816666666666666,False
CALL0000003181,SUB00002016,CELL000005,2026-04-24 02:05:00,9.0,MO,Completed,False,switch,2026-04-24,CUST00004164,PLN016,DEV0000231,Southwest,SITE00001,5G NR,0.15,False
CALL0000003184,SUB00003543,CELL000189,2026-05-16 09:02:00,452.0,MT,Completed,False,switch,2026-05-16,CUST00002463,PLN016,DEV0002153,West,SITE00045,5G NR,7.533333333333333,False
CALL0000003186,SUB00000341,CELL000228,2026-04-04 18:56:00,330.0,MO,Completed,False,switch,2026-04-04,CUST00004076,PLN009,DEV0002310,West,SITE00053,5G NR,5.5,False
CALL0000003188,SUB00004587,CELL000034,2026-04-22 23:06:00,140.0,MO,Dropped,False,switch,2026-04-22,CUST00001068,PLN002,DEV0000754,Northeast,SITE00007,4G LTE,2.3333333333333335,True
CALL0000003190,SUB00001082,CELL000057,2026-05-03 19:39:00,35.0,MO,Completed,True,switch,2026-05-03,CUST00002068,PLN009,DEV0001092,Midwest,SITE00012,5G NR,0.5833333333333334,False
CALL0000003191,SUB00004445,CELL000060,2026-04-05 07:44:00,42.0,MO,Completed,False,switch,2026-04-05,CUST00003308,PLN007,DEV0000618,Southwest,SITE00013,4G LTE,0.7,False
CALL0000003192,SUB00003813,CELL000233,2026-04-18 03:05:00,210.0,MT,Completed,False,switch,2026-04-18,CUST00002822,PLN011,DEV0001175,Southwest,SITE00054,4G LTE,3.5,False
CALL0000003193,SUB00002938,CELL000234,2026-04-24 11:20:00,169.0,MT,Failed,True,switch,2026-04-24,CUST00001746,PLN005,DEV0000876,West,SITE00055,5G NR,2.816666666666667,False
CALL0000003195,SUB00000298,CELL000042,2026-05-03 01:25:00,225.0,MT,Completed,False,switch,2026-05-03,CUST00004076,PLN005,DEV0000666,West,SITE00009,4G LTE,3.75,False
CALL0000003197,SUB00002487,CELL000239,2026-04-12 21:41:00,125.0,MO,Dropped,True,switch,2026-04-12,CUST00000039,PLN008,DEV0000774,Northeast,SITE00056,4G LTE,2.0833333333333335,True
CALL0000003199,SUB00001346,CELL000226,2026-05-31 03:41:00,103.0,MO,Completed,False,switch,2026-05-31,CUST00004281,PLN020,DEV0000072,Northeast,SITE00053,4G LTE,1.7166666666666666,False
CALL0000003203,SUB00003160,CELL000061,2026-05-09 23:58:00,432.0,MO,Completed,False,switch,2026-05-09,CUST00002378,PLN010,DEV0002067,Midwest,SITE00014,5G NR,7.2,False
CALL0000003204,SUB00000094,CELL000154,2026-04-11 03:36:00,2.0,MT,Dropped,True,switch,2026-04-11,CUST00004035,PLN010,DEV0002291,Midwest,SITE00036,5G NR,0.03333333333333333,True
CALL0000003206,SUB00000140,CELL000205,2026-04-08 22:15:00,26.0,MO,Completed,False,switch,2026-04-08,CUST00000246,PLN019,DEV0001632,Southeast,SITE00048,5G NR,0.43333333333333335,False
CALL0000003208,SUB00004554,CELL000097,2026-05-29 08:48:00,76.0,MT,Completed,False,switch,2026-05-29,CUST00000577,PLN002,DEV0002368,Southeast,SITE00022,4G LTE,1.2666666666666666,False
CALL0000003210,SUB00000604,CELL000111,2026-05-24 21:07:00,1.0,MT,Failed,False,switch,2026-05-24,CUST00003780,PLN013,DEV0001297,Southeast,SITE00026,4G LTE,0.016666666666666666,False
CALL0000003211,SUB00003313,CELL000187,2026-05-20 08:40:00,255.0,MT,Failed,False,switch,2026-05-20,CUST00003499,PLN015,DEV0000634,West,SITE00044,4G LTE,4.25,False
CALL0000003214,SUB00001705,CELL000140,2026-05-26 19:12:00,75.0,MT,Completed,False,switch,2026-05-26,CUST00001821,PLN019,DEV0001459,Midwest,SITE00033,4G LTE,1.25,False
CALL0000003216,SUB00004532,CELL000080,2026-04-17 16:21:00,422.0,MT,Failed,False,switch,2026-04-17,CUST00002445,PLN009,DEV0000628,Southwest,SITE00018,5G NR,7.033333333333333,False
CALL0000003217,SUB00003074,CELL000221,2026-04-08 02:54:00,276.0,MO,Completed,False,switch,2026-04-08,CUST00003951,PLN016,DEV0000130,Midwest,SITE00052,5G NR,4.6,False
CALL0000003218,SUB00003397,CELL000081,2026-05-31 16:21:00,3.0,MO,Completed,False,switch,2026-05-31,CUST00000827,PLN020,DEV0000156,Southeast,SITE00018,4G LTE,0.05,False
CALL0000003219,SUB00004941,CELL000115,2026-05-17 22:24:00,385.0,MT,Failed,False,switch,2026-05-17,CUST00003120,PLN008,DEV0001417,Southeast,SITE00027,5G NR,6.416666666666667,False
CALL0000003220,SUB00000092,CELL000016,2026-04-07 01:39:00,38.0,MT,Completed,False,switch,2026-04-07,CUST00002567,PLN005,DEV0001554,Midwest,SITE00004,4G LTE,0.6333333333333333,False
CALL0000003221,SUB00001254,CELL000103,2026-05-23 01:10:00,671.0,MO,Dropped,True,switch,2026-05-23,CUST00003995,PLN016,DEV0000229,Southwest,SITE00023,4G LTE,11.183333333333334,True
CALL0000003225,SUB00003180,CELL000134,2026-04-13 01:07:00,177.0,MO,Dropped,False,switch,2026-04-13,CUST00000120,PLN016,DEV0002368,Northeast,SITE00031,4G LTE,2.95,True
CALL0000003228,SUB00001536,CELL000216,2026-05-10 05:24:00,6.0,MO,Dropped,True,switch,2026-05-10,CUST00001010,PLN008,DEV0001551,Northeast,SITE00051,5G NR,0.1,True
CALL0000003229,SUB00000572,CELL000081,2026-05-09 11:08:00,68.0,MO,Completed,False,switch,2026-05-09,CUST00003917,PLN012,DEV0001430,Southeast,SITE00018,4G LTE,1.1333333333333333,False
CALL0000003230,SUB00002850,CELL000047,2026-04-22 20:14:00,50.0,MO,Completed,False,switch,2026-04-22,CUST00001185,PLN018,DEV0001861,Southeast,SITE00010,4G LTE,0.8333333333333334,False
CALL0000003231,SUB00000762,CELL000108,2026-04-29 15:10:00,176.0,MT,Completed,True,switch,2026-04-29,CUST00001193,PLN017,DEV0001786,Midwest,SITE00025,4G LTE,2.933333333333333,False
CALL0000003233,SUB00001969,CELL000108,2026-04-24 16:31:00,356.0,MO,Completed,False,switch,2026-04-24,CUST00003402,PLN011,DEV0000394,West,SITE00025,4G LTE,5.933333333333334,False
CALL0000003234,SUB00002341,CELL000065,2026-04-18 10:32:00,207.0,MT,Completed,False,switch,2026-04-18,CUST00003844,PLN009,DEV0000642,Southwest,SITE00015,4G LTE,3.45,False
CALL0000003235,SUB00001786,CELL000200,2026-04-11 19:30:00,41.0,MO,Dropped,False,switch,2026-04-11,CUST00003361,PLN006,DEV0000384,West,SITE00047,4G LTE,0.6833333333333333,True
CALL0000003236,SUB00003698,CELL000049,2026-04-10 02:32:00,110.0,MT,Completed,False,switch,2026-04-10,CUST00001110,PLN004,DEV0002418,West,SITE00011,4G LTE,1.8333333333333333,False
CALL0000003238,SUB00000569,CELL000221,2026-05-04 20:57:00,26.0,MO,Dropped,False,switch,2026-05-04,CUST00003807,PLN008,DEV0002332,Southwest,SITE00052,5G NR,0.43333333333333335,True
CALL0000003239,SUB00001590,CELL000171,2026-05-10 10:12:00,102.0,MT,Completed,False,switch,2026-05-10,CUST00002962,PLN012,DEV0001015,Southeast,SITE00040,5G NR,1.7,False
CALL0000003240,SUB00002905,CELL000122,2026-05-26 07:05:00,137.0,MT,Completed,False,switch,2026-05-26,CUST00001687,PLN008,DEV0000312,Northeast,SITE00029,5G NR,2.283333333333333,False
CALL0000003241,SUB00000433,CELL000050,2026-05-04 21:18:00,67.0,MO,Dropped,False,switch,2026-05-04,CUST00000791,PLN018,DEV0002283,Southwest,SITE00011,4G LTE,1.1166666666666667,True
CALL0000003242,SUB00001889,CELL000076,2026-05-04 22:11:00,19.0,MO,Dropped,False,switch,2026-05-04,CUST00002953,PLN009,DEV0002206,Southeast,SITE00017,4G LTE,0.31666666666666665,True
CALL0000003243,SUB00003595,CELL000055,2026-04-01 17:27:00,701.0,MT,Completed,True,switch,2026-04-01,CUST00000853,PLN014,DEV0000665,West,SITE00012,5G NR,11.683333333333334,False
CALL0000003246,SUB00001960,CELL000120,2026-05-25 13:28:00,21.0,MO,Failed,False,switch,2026-05-25,CUST00000369,PLN006,DEV0001124,Northeast,SITE00028,4G LTE,0.35,False
CALL0000003247,SUB00001557,CELL000013,2026-05-19 23:47:00,318.0,MO,Failed,False,switch,2026-05-19,CUST00001862,PLN001,DEV0001103,Southeast,SITE00003,4G LTE,5.3,False
CALL0000003248,SUB00001958,CELL000255,2026-04-08 08:44:00,128.0,MO,Completed,True,switch,2026-04-08,CUST00001262,PLN004,DEV0000625,Southeast,SITE00060,5G NR,2.1333333333333333,False
CALL0000003249,SUB00001443,CELL000117,2026-04-25 17:49:00,102.0,MT,Completed,True,switch,2026-04-25,CUST00001551,PLN009,DEV0001211,Southwest,SITE00027,4G LTE,1.7,False
CALL0000003253,SUB00001868,CELL000243,2026-05-07 20:56:00,332.0,MT,Failed,False,switch,2026-05-07,CUST00002108,PLN006,DEV0002292,Southwest,SITE00056,5G NR,5.533333333333333,False
CALL0000003255,SUB00003118,CELL000053,2026-04-01 16:54:00,483.0,MO,Completed,False,switch,2026-04-01,CUST00003642,PLN015,DEV0001478,Midwest,SITE00012,5G NR,8.05,False
CALL0000003256,SUB00003471,CELL000228,2026-05-05 17:26:00,53.0,MO,Completed,False,switch,2026-05-05,CUST00003178,PLN013,DEV0002428,West,SITE00053,5G NR,0.8833333333333333,False
CALL0000003260,SUB00000479,CELL000154,2026-04-09 04:44:00,361.0,MT,Completed,False,switch,2026-04-09,CUST00002035,PLN013,DEV0000050,West,SITE00036,5G NR,6.016666666666667,False
CALL0000003261,SUB00004037,CELL000175,2026-05-28 11:25:00,102.0,MO,Completed,False,switch,2026-05-28,CUST00001520,PLN005,DEV0001120,Northeast,SITE00041,4G LTE,1.7,False
CALL0000003263,SUB00001873,CELL000247,2026-05-31 23:56:00,111.0,MO,Failed,False,switch,2026-05-31,CUST00002697,PLN004,DEV0000846,Southwest,SITE00058,4G LTE,1.85,False
CALL0000003264,SUB00001080,CELL000170,2026-04-03 12:32:00,33.0,MO,Dropped,False,switch,2026-04-03,CUST00004122,PLN015,DEV0000243,West,SITE00040,4G LTE,0.55,True
CALL0000003265,SUB00001033,CELL000027,2026-05-18 04:09:00,450.0,MO,Completed,False,switch,2026-05-18,CUST00004490,PLN020,DEV0001354,Midwest,SITE00006,4G LTE,7.5,False
CALL0000003266,SUB00000240,CELL000021,2026-04-08 07:01:00,15.0,MO,Dropped,False,switch,2026-04-08,CUST00002804,PLN020,DEV0001846,Southeast,SITE00005,4G LTE,0.25,True
CALL0000003268,SUB00001087,CELL000133,2026-05-07 17:36:00,18.0,MO,Dropped,False,switch,2026-05-07,CUST00002860,PLN013,DEV0002449,Midwest,SITE00031,4G LTE,0.3,True
CALL0000003270,SUB00000428,CELL000016,2026-05-01 07:03:00,150.0,MO,Completed,False,switch,2026-05-01,CUST00000639,PLN001,DEV0001693,West,SITE00004,4G LTE,2.5,False
CALL0000003271,SUB00000637,CELL000201,2026-04-27 00:49:00,100.0,MT,Completed,False,switch,2026-04-27,CUST00003856,PLN020,DEV0001659,Northeast,SITE00048,5G NR,1.6666666666666667,False
CALL0000003272,SUB00001185,CELL000108,2026-05-05 02:27:00,98.0,MO,Completed,False,switch,2026-05-05,CUST00000988,PLN010,DEV0001556,Midwest,SITE00025,4G LTE,1.6333333333333333,False
CALL0000003277,SUB00002904,CELL000004,2026-04-27 19:09:00,8.0,MO,Failed,True,switch,2026-04-27,CUST00003193,PLN020,DEV0000993,West,SITE00001,5G NR,0.13333333333333333,False
CALL0000003278,SUB00001485,CELL000254,2026-05-02 06:27:00,69.0,MO,Completed,False,switch,2026-05-02,CUST00004248,PLN006,DEV0001428,Midwest,SITE00060,4G LTE,1.15,False
CALL0000003279,SUB00003170,CELL000210,2026-04-29 07:23:00,391.0,MO,Failed,False,switch,2026-04-29,CUST00003801,PLN013,DEV0001545,Southeast,SITE00049,4G LTE,6.516666666666667,False
CALL0000003280,SUB00004224,CELL000236,2026-05-20 20:25:00,106.0,MO,Failed,False,switch,2026-05-20,CUST00003298,PLN012,DEV0001027,Midwest,SITE00055,5G NR,1.7666666666666666,False
CALL0000003286,SUB00004948,CELL000221,2026-04-06 15:31:00,39.0,MO,Failed,True,switch,2026-04-06,CUST00001151,PLN009,DEV0000635,Midwest,SITE00052,5G NR,0.65,False
CALL0000003291,SUB00001009,CELL000214,2026-04-28 15:22:00,150.0,MO,Failed,False,switch,2026-04-28,CUST00001522,PLN003,DEV0000647,Northeast,SITE00050,4G LTE,2.5,False
CALL0000003294,SUB00003080,CELL000233,2026-05-03 18:48:00,57.0,MT,Completed,False,switch,2026-05-03,CUST00004004,PLN005,DEV0000099,Southeast,SITE00054,4G LTE,0.95,False
