session_id,subscriber_id,cell_id,session_start_ts,session_end_ts,data_mb,avg_downlink_mbps,avg_uplink_mbps,latency_ms,packet_loss_pct,roaming_flag,source_system,session_date,customer_id,plan_id,device_id,home_region,site_id,technology,data_gb,poor_qoe_flag
DATA0000001921,SUB00004133,CELL000061,2026-05-13 12:14:42,2026-05-13 14:43:42,767.388,108.742,17.69,32.028,0.8323,False,pgw,2026-05-13,CUST00003125,PLN013,DEV0001264,West,SITE00014,5G NR,0.74940234375,False
DATA0000001922,SUB00003489,CELL000132,2026-05-05 06:10:44,2026-05-05 06:36:44,68.947,148.512,22.471,45.433,0.9739,False,pgw,2026-05-05,CUST00002008,PLN009,DEV0000111,Southeast,SITE00031,4G LTE,0.0673310546875,False
DATA0000001923,SUB00001180,CELL000092,2026-04-21 07:28:07,2026-04-21 08:21:07,356.469,36.538,28.193,36.166,0.0,False,pgw,2026-04-21,CUST00004219,PLN017,DEV0002420,Midwest,SITE00021,5G NR,0.3481142578125,False
DATA0000001924,SUB00001896,CELL000254,2026-04-09 04:39:41,2026-04-09 06:02:41,833.023,241.817,38.152,6.157,1.7921,True,pgw,2026-04-09,CUST00001659,PLN008,DEV0000907,West,SITE00060,4G LTE,0.8134990234375,False
DATA0000001925,SUB00003058,CELL000230,2026-04-11 01:12:49,2026-04-11 03:15:49,358.32,138.621,44.259,30.73,1.819,False,pgw,2026-04-11,CUST00001671,PLN020,DEV0002477,Northeast,SITE00054,5G NR,0.349921875,False
DATA0000001926,SUB00002507,CELL000048,2026-04-04 03:37:10,2026-04-04 03:45:10,396.836,195.729,28.672,24.46,0.1402,False,pgw,2026-04-04,CUST00002727,PLN013,DEV0000745,Southeast,SITE00010,5G NR,0.38753515625,False
DATA0000001927,SUB00003421,CELL000230,2026-05-12 08:12:44,2026-05-12 09:51:44,60.643,81.925,27.907,74.333,0.0,False,pgw,2026-05-12,CUST00004459,PLN010,DEV0000405,West,SITE00054,5G NR,0.0592216796875,False
DATA0000001928,SUB00002465,CELL000157,2026-05-23 11:38:34,2026-05-23 13:19:34,796.299,180.229,2.643,47.712,0.5081,True,pgw,2026-05-23,CUST00001516,PLN017,DEV0000585,Southeast,SITE00037,5G NR,0.7776357421875,False
DATA0000001929,SUB00001222,CELL000067,2026-04-23 22:37:58,2026-04-23 23:26:58,599.084,115.232,30.684,10.059,0.339,True,pgw,2026-04-23,CUST00002069,PLN003,DEV0002158,Southeast,SITE00015,5G NR,0.58504296875,False
DATA0000001930,SUB00003977,CELL000220,2026-04-24 01:06:42,2026-04-24 03:00:42,2075.348,43.542,16.201,26.0,0.5568,False,pgw,2026-04-24,CUST00002480,PLN004,DEV0002485,Northeast,SITE00052,4G LTE,2.02670703125,False
DATA0000001931,SUB00002522,CELL000026,2026-04-01 10:57:48,2026-04-01 12:10:48,539.578,103.1,14.773,32.855,0.6947,False,pgw,2026-04-01,CUST00000461,PLN012,DEV0001737,Midwest,SITE00006,5G NR,0.526931640625,False
DATA0000001932,SUB00000403,CELL000186,2026-05-20 13:38:45,2026-05-20 16:14:45,172.092,83.985,18.22,64.407,1.8512,False,pgw,2026-05-20,CUST00003614,PLN009,DEV0000997,Southeast,SITE00044,5G NR,0.16805859375,False
DATA0000001933,SUB00001477,CELL000003,2026-04-03 03:18:00,2026-04-03 03:21:00,275.35,48.228,36.269,24.762,0.0,False,pgw,2026-04-03,CUST00000505,PLN019,DEV0001440,West,SITE00001,4G LTE,0.268896484375,False
DATA0000001934,SUB00004019,CELL000040,2026-05-27 16:57:34,2026-05-27 18:46:34,376.586,75.203,40.044,23.5,1.3292,False,pgw,2026-05-27,CUST00001448,PLN010,DEV0000833,Southeast,SITE00009,5G NR,0.367759765625,False
DATA0000001935,SUB00003535,CELL000208,2026-05-22 18:20:43,2026-05-22 19:06:43,1136.698,188.456,30.058,37.752,0.0,False,pgw,2026-05-22,CUST00003945,PLN004,DEV0001787,Southwest,SITE00049,4G LTE,1.110056640625,False
DATA0000001936,SUB00001424,CELL000189,2026-04-18 16:27:08,2026-04-18 19:10:08,492.827,124.075,25.514,27.094,1.6265,True,pgw,2026-04-18,CUST00002056,PLN011,DEV0002296,West,SITE00045,5G NR,0.4812763671875,False
DATA0000001937,SUB00001717,CELL000101,2026-05-22 14:20:54,2026-05-22 17:20:54,394.495,103.741,46.934,50.397,0.5272,True,pgw,2026-05-22,CUST00003601,PLN002,DEV0001178,Southwest,SITE00023,4G LTE,0.3852490234375,False
DATA0000001938,SUB00002203,CELL000130,2026-04-06 17:15:34,2026-04-06 18:31:34,1345.428,117.386,14.808,38.973,0.0,False,pgw,2026-04-06,CUST00000159,PLN016,DEV0000597,West,SITE00031,4G LTE,1.31389453125,False
DATA0000001939,SUB00002377,CELL000235,2026-05-11 12:10:10,2026-05-11 12:55:10,393.367,91.914,32.711,39.827,0.0021,False,pgw,2026-05-11,CUST00003270,PLN001,DEV0000009,Northeast,SITE00055,4G LTE,0.3841474609375,False
DATA0000001940,SUB00002588,CELL000216,2026-04-23 15:34:44,2026-04-23 16:13:44,652.625,51.346,13.468,29.821,0.7282,False,pgw,2026-04-23,CUST00001394,PLN007,DEV0000034,West,SITE00051,5G NR,0.6373291015625,False
DATA0000001941,SUB00003094,CELL000075,2026-04-18 21:46:55,2026-04-18 23:02:55,52.218,155.565,21.386,34.322,0.0,False,pgw,2026-04-18,CUST00003969,PLN013,DEV0001866,Midwest,SITE00017,5G NR,0.050994140625,False
DATA0000001942,SUB00003946,CELL000108,2026-04-29 10:10:53,2026-04-29 11:27:53,215.66,41.87,35.635,31.365,0.3484,False,pgw,2026-04-29,CUST00004003,PLN006,DEV0001409,Northeast,SITE00025,4G LTE,0.21060546875,False
DATA0000001943,SUB00003528,CELL000137,2026-04-05 13:49:22,2026-04-05 15:48:22,278.651,66.351,1.753,45.535,1.3682,False,pgw,2026-04-05,CUST00000553,PLN008,DEV0000511,Southwest,SITE00032,5G NR,0.2721201171875,False
DATA0000001944,SUB00000369,CELL000118,2026-04-19 22:53:46,2026-04-20 01:39:46,1001.942,93.477,22.731,23.473,0.0486,False,pgw,2026-04-19,CUST00000117,PLN019,DEV0001072,Midwest,SITE00028,4G LTE,0.978458984375,False
DATA0000001945,SUB00002373,CELL000216,2026-05-28 23:57:56,2026-05-29 01:59:56,1209.023,154.605,19.717,36.016,0.0,False,pgw,2026-05-28,CUST00001265,PLN020,DEV0001157,Northeast,SITE00051,5G NR,1.1806865234375,False
DATA0000001946,SUB00003502,CELL000242,2026-04-30 00:26:46,2026-04-30 01:21:46,688.826,52.679,31.994,36.092,0.3385,False,pgw,2026-04-30,CUST00004263,PLN011,DEV0000503,Northeast,SITE00056,4G LTE,0.672681640625,False
DATA0000001947,SUB00000633,CELL000063,2026-05-16 19:21:00,2026-05-16 22:00:00,1111.059,71.76,35.77,63.004,0.7787,False,pgw,2026-05-16,CUST00002855,PLN016,DEV0000814,Midwest,SITE00014,5G NR,1.0850185546875,False
DATA0000001948,SUB00000770,CELL000081,2026-04-05 17:11:59,2026-04-05 19:52:59,379.573,140.703,19.264,48.835,0.4634,False,pgw,2026-04-05,CUST00001740,PLN019,DEV0001382,West,SITE00018,4G LTE,0.3706767578125,False
DATA0000001949,SUB00000648,CELL000036,2026-05-14 15:57:33,2026-05-14 16:03:33,1034.974,64.583,26.427,42.685,0.3846,False,pgw,2026-05-14,CUST00000841,PLN004,DEV0002291,Midwest,SITE00008,4G LTE,1.010716796875,False
DATA0000001950,SUB00004173,CELL000219,2026-05-19 04:11:37,2026-05-19 04:12:37,839.308,174.142,24.988,13.925,0.0,False,pgw,2026-05-19,CUST00002178,PLN015,DEV0000898,West,SITE00052,5G NR,0.81963671875,False
DATA0000001951,SUB00004947,CELL000238,2026-04-18 08:43:01,2026-04-18 09:06:01,384.475,176.496,10.811,15.769,1.2656,False,pgw,2026-04-18,CUST00000742,PLN001,DEV0002394,Northeast,SITE00056,5G NR,0.3754638671875,False
DATA0000001952,SUB00002633,CELL000142,2026-05-12 17:13:13,2026-05-12 17:22:13,894.551,152.917,0.1,21.059,1.9206,True,pgw,2026-05-12,CUST00000876,PLN005,DEV0000548,Northeast,SITE00034,4G LTE,0.8735849609375,False
DATA0000001953,SUB00004487,CELL000048,2026-04-28 02:10:16,2026-04-28 05:09:16,1884.783,140.687,34.309,24.979,1.6477,True,pgw,2026-04-28,CUST00003429,PLN015,DEV0000881,Southwest,SITE00010,5G NR,1.8406083984375,False
DATA0000001954,SUB00001168,CELL000242,2026-04-19 08:39:51,2026-04-19 09:42:51,404.334,117.711,30.558,16.32,0.2038,False,pgw,2026-04-19,CUST00003787,PLN017,DEV0001612,Midwest,SITE00056,4G LTE,0.394857421875,False
DATA0000001955,SUB00003325,CELL000244,2026-05-23 09:45:41,2026-05-23 10:25:41,1381.537,160.041,31.985,18.008,0.8341,False,pgw,2026-05-23,CUST00004149,PLN020,DEV0001965,Southwest,SITE00057,5G NR,1.3491572265625,False
DATA0000001956,SUB00000140,CELL000187,2026-04-10 16:02:52,2026-04-10 17:50:52,287.437,103.488,49.788,49.112,0.0,False,pgw,2026-04-10,CUST00000246,PLN019,DEV0001632,Southeast,SITE00044,4G LTE,0.2807001953125,False
DATA0000001957,SUB00000231,CELL000235,2026-04-16 05:57:28,2026-04-16 08:26:28,34.298,157.738,26.23,28.746,0.7017,False,pgw,2026-04-16,CUST00000703,PLN009,DEV0000401,Northeast,SITE00055,4G LTE,0.033494140625,False
DATA0000001958,SUB00000266,CELL000145,2026-05-22 11:51:57,2026-05-22 12:36:57,148.939,121.932,19.334,15.765,0.8893,False,pgw,2026-05-22,CUST00004276,PLN010,DEV0000216,Southwest,SITE00035,4G LTE,0.1454482421875,False
DATA0000001959,SUB00002185,CELL000144,2026-04-07 10:43:05,2026-04-07 10:45:05,652.254,54.181,48.832,15.184,0.0,False,pgw,2026-04-07,CUST00002729,PLN004,DEV0000742,Midwest,SITE00034,5G NR,0.636966796875,False
DATA0000001960,SUB00002852,CELL000003,2026-04-17 07:33:17,2026-04-17 09:54:17,2666.475,58.732,34.493,39.584,0.5336,False,pgw,2026-04-17,CUST00002584,PLN017,DEV0000983,Northeast,SITE00001,4G LTE,2.6039794921875,False
DATA0000001961,SUB00003283,CELL000124,2026-04-06 11:28:19,2026-04-06 13:33:19,233.703,10.488,32.585,56.923,1.2121,False,pgw,2026-04-06,CUST00000332,PLN014,DEV0000723,Midwest,SITE00029,4G LTE,0.2282255859375,False
DATA0000001962,SUB00002849,CELL000108,2026-05-30 16:10:42,2026-05-30 16:57:42,291.277,8.038,45.52,48.836,1.0486,True,pgw,2026-05-30,CUST00002470,PLN008,DEV0002317,Midwest,SITE00025,4G LTE,0.2844501953125,False
DATA0000001963,SUB00001910,CELL000039,2026-04-09 23:20:56,2026-04-10 00:36:56,492.12,136.542,26.211,46.611,1.7174,False,pgw,2026-04-09,CUST00001982,PLN014,DEV0002472,Northeast,SITE00008,4G LTE,0.4805859375,False
DATA0000001964,SUB00001647,CELL000167,2026-05-20 23:12:00,2026-05-21 00:36:00,316.776,72.652,20.808,69.418,0.0,False,pgw,2026-05-20,CUST00003590,PLN011,DEV0000733,Midwest,SITE00039,4G LTE,0.3093515625,False
DATA0000001965,SUB00002101,CELL000230,2026-04-12 17:36:42,2026-04-12 18:48:42,2401.372,103.235,0.1,36.772,0.0204,False,pgw,2026-04-12,CUST00003009,PLN005,DEV0000448,Southeast,SITE00054,5G NR,2.34508984375,False
DATA0000001966,SUB00004238,CELL000131,2026-05-15 16:59:09,2026-05-15 18:43:09,426.289,111.977,43.7,39.277,0.0,False,pgw,2026-05-15,CUST00001167,PLN001,DEV0000216,West,SITE00031,5G NR,0.4162978515625,False
DATA0000001967,SUB00004190,CELL000152,2026-04-22 17:41:23,2026-04-22 19:44:23,961.776,123.562,28.266,54.683,1.076,False,pgw,2026-04-22,CUST00003443,PLN008,DEV0000658,Northeast,SITE00036,5G NR,0.939234375,False
DATA0000001968,SUB00002191,CELL000128,2026-05-21 11:46:56,2026-05-21 12:16:56,459.124,32.945,40.586,24.025,1.6305,False,pgw,2026-05-21,CUST00003303,PLN010,DEV0000275,Southwest,SITE00030,4G LTE,0.44836328125,False
DATA0000001969,SUB00000302,CELL000110,2026-05-02 22:06:58,2026-05-02 22:13:58,620.132,50.579,18.72,35.698,1.0402,True,pgw,2026-05-02,CUST00001387,PLN018,DEV0002474,Southeast,SITE00026,5G NR,0.60559765625,False
DATA0000001970,SUB00001996,CELL000163,2026-05-31 14:29:39,2026-05-31 16:51:39,24.75,100.636,38.136,17.043,1.0637,True,pgw,2026-05-31,CUST00000528,PLN018,DEV0001324,Northeast,SITE00038,5G NR,0.024169921875,False
DATA0000001971,SUB00004373,CELL000139,2026-05-09 00:31:19,2026-05-09 00:49:19,689.66,145.508,49.693,56.568,1.4048,True,pgw,2026-05-09,CUST00001484,PLN005,DEV0000392,Northeast,SITE00033,5G NR,0.67349609375,False
DATA0000001972,SUB00001413,CELL000060,2026-05-04 04:18:20,2026-05-04 06:08:20,318.106,149.179,22.912,16.634,0.0,False,pgw,2026-05-04,CUST00002085,PLN004,DEV0000955,Northeast,SITE00013,4G LTE,0.310650390625,False
DATA0000001973,SUB00003087,CELL000026,2026-04-21 01:43:41,2026-04-21 03:50:41,1252.606,89.582,28.993,12.351,0.6068,False,pgw,2026-04-21,CUST00001130,PLN016,DEV0000810,Midwest,SITE00006,5G NR,1.223248046875,False
DATA0000001974,SUB00003069,CELL000185,2026-05-25 14:22:30,2026-05-25 14:47:30,1499.107,98.438,31.0,37.941,0.0,False,pgw,2026-05-25,CUST00000121,PLN018,DEV0001838,Northeast,SITE00043,4G LTE,1.4639716796875,False
DATA0000001975,SUB00002615,CELL000173,2026-05-05 03:28:15,2026-05-05 04:57:15,456.289,121.203,14.254,24.39,0.0,False,pgw,2026-05-05,CUST00002403,PLN012,DEV0001874,Northeast,SITE00041,5G NR,0.4455947265625,False
DATA0000001976,SUB00002396,CELL000061,2026-05-13 20:04:31,2026-05-13 21:57:31,1093.605,87.439,38.608,17.208,0.0,False,pgw,2026-05-13,CUST00004060,PLN014,DEV0000055,Southwest,SITE00014,5G NR,1.0679736328125,False
DATA0000001977,SUB00000210,CELL000063,2026-05-27 14:02:08,2026-05-27 15:48:08,745.045,184.21,30.26,27.434,1.8961,False,pgw,2026-05-27,CUST00000501,PLN020,DEV0000962,Midwest,SITE00014,5G NR,0.7275830078125,False
DATA0000001978,SUB00003497,CELL000219,2026-04-02 17:19:55,2026-04-02 20:03:55,738.407,158.321,35.044,49.688,0.0,True,pgw,2026-04-02,CUST00002568,PLN017,DEV0000564,Northeast,SITE00052,5G NR,0.7211005859375,False
DATA0000001979,SUB00004951,CELL000012,2026-05-03 20:37:28,2026-05-03 21:45:28,741.419,206.651,49.773,44.475,1.8586,False,pgw,2026-05-03,CUST00000390,PLN013,DEV0001188,West,SITE00003,5G NR,0.7240419921875,False
DATA0000001980,SUB00003258,CELL000194,2026-05-26 03:03:21,2026-05-26 04:18:21,125.55,109.528,25.63,40.336,0.3194,False,pgw,2026-05-26,CUST00004065,PLN012,DEV0002167,Southwest,SITE00046,5G NR,0.122607421875,False
DATA0000001981,SUB00000628,CELL000245,2026-04-07 15:15:09,2026-04-07 15:20:09,543.308,177.48,38.172,31.61,0.4798,True,pgw,2026-04-07,CUST00003871,PLN002,DEV0001661,Southwest,SITE00057,4G LTE,0.53057421875,False
DATA0000001982,SUB00004726,CELL000177,2026-05-21 16:16:44,2026-05-21 16:46:44,2.344,164.646,27.987,42.422,1.9081,False,pgw,2026-05-21,CUST00003853,PLN011,DEV0000884,Southeast,SITE00042,5G NR,0.0022890625,False
DATA0000001983,SUB00004498,CELL000169,2026-04-09 02:37:36,2026-04-09 04:22:36,1554.23,109.816,36.601,40.364,0.0,False,pgw,2026-04-09,CUST00003720,PLN019,DEV0002463,Northeast,SITE00040,4G LTE,1.517802734375,False
DATA0000001984,SUB00004864,CELL000230,2026-05-22 04:49:57,2026-05-22 06:25:57,333.466,192.026,33.341,38.085,1.8475,False,pgw,2026-05-22,CUST00001401,PLN002,DEV0000841,West,SITE00054,5G NR,0.325650390625,False
DATA0000001985,SUB00003962,CELL000170,2026-04-08 06:50:17,2026-04-08 08:43:17,0.933,69.231,45.595,42.566,0.7619,False,pgw,2026-04-08,CUST00002213,PLN003,DEV0000039,Southwest,SITE00040,4G LTE,0.0009111328125,False
DATA0000001986,SUB00004701,CELL000193,2026-04-18 15:55:54,2026-04-18 17:13:54,1400.29,128.402,35.784,29.349,0.4192,False,pgw,2026-04-18,CUST00001075,PLN007,DEV0001406,Midwest,SITE00046,4G LTE,1.367470703125,False
DATA0000001987,SUB00001980,CELL000141,2026-04-16 00:51:03,2026-04-16 02:01:03,114.196,54.89,24.487,35.454,1.0395,True,pgw,2026-04-16,CUST00000514,PLN010,DEV0001775,Southwest,SITE00033,5G NR,0.11151953125,False
DATA0000001988,SUB00001714,CELL000009,2026-04-23 23:35:10,2026-04-23 23:38:10,79.169,146.701,23.373,37.524,0.0,False,pgw,2026-04-23,CUST00003766,PLN001,DEV0000195,Northeast,SITE00002,4G LTE,0.0773134765625,False
DATA0000001989,SUB00003863,CELL000221,2026-04-17 00:44:36,2026-04-17 02:34:36,249.84,74.356,17.696,17.853,0.0,False,pgw,2026-04-17,CUST00000039,PLN016,DEV0000678,Northeast,SITE00052,5G NR,0.243984375,False
DATA0000001990,SUB00000083,CELL000094,2026-04-08 21:26:51,2026-04-08 22:00:51,1004.88,161.446,25.408,25.341,1.2251,False,pgw,2026-04-08,CUST00004209,PLN019,DEV0002360,West,SITE00022,5G NR,0.981328125,False
DATA0000001991,SUB00001347,CELL000042,2026-05-08 17:24:24,2026-05-08 20:13:24,1924.239,47.324,16.761,2.0,1.0925,False,pgw,2026-05-08,CUST00002772,PLN013,DEV0000844,West,SITE00009,4G LTE,1.8791396484375,False
DATA0000001992,SUB00001293,CELL000123,2026-04-13 00:22:48,2026-04-13 01:30:48,397.105,191.783,17.753,45.673,0.0,False,pgw,2026-04-13,CUST00001378,PLN014,DEV0000217,Midwest,SITE00029,5G NR,0.3877978515625,False
DATA0000001993,SUB00003644,CELL000146,2026-05-09 06:18:43,2026-05-09 08:55:43,222.825,128.813,7.989,19.364,0.0,True,pgw,2026-05-09,CUST00002582,PLN007,DEV0002474,West,SITE00035,5G NR,0.2176025390625,False
DATA0000001994,SUB00002165,CELL000023,2026-05-19 07:46:33,2026-05-19 09:17:33,382.513,104.193,25.674,37.778,0.5227,True,pgw,2026-05-19,CUST00000046,PLN008,DEV0002285,Midwest,SITE00005,4G LTE,0.3735478515625,False
DATA0000001995,SUB00002819,CELL000084,2026-05-16 17:09:15,2026-05-16 18:11:15,96.835,128.493,43.65,67.523,1.4027,False,pgw,2026-05-16,CUST00002895,PLN020,DEV0001183,Southeast,SITE00019,5G NR,0.0945654296875,False
DATA0000001996,SUB00003634,CELL000165,2026-04-01 03:14:20,2026-04-01 03:28:20,170.878,216.659,12.143,37.381,0.9353,False,pgw,2026-04-01,CUST00003076,PLN010,DEV0002034,Northeast,SITE00039,5G NR,0.166873046875,False
DATA0000001997,SUB00002316,CELL000075,2026-05-09 11:11:59,2026-05-09 13:23:59,160.301,122.747,52.549,32.454,0.1614,False,pgw,2026-05-09,CUST00003613,PLN015,DEV0002110,Midwest,SITE00017,5G NR,0.1565439453125,False
DATA0000001998,SUB00001739,CELL000180,2026-05-03 21:52:45,2026-05-03 22:44:45,650.596,63.139,49.902,42.074,0.6567,False,pgw,2026-05-03,CUST00003477,PLN009,DEV0001850,Southwest,SITE00043,4G LTE,0.63534765625,False
DATA0000001999,SUB00000145,CELL000060,2026-04-29 10:09:26,2026-04-29 10:22:26,2.9,69.596,35.232,27.854,0.2588,True,pgw,2026-04-29,CUST00002825,PLN004,DEV0002218,Northeast,SITE00013,4G LTE,0.00283203125,False
DATA0000002000,SUB00001334,CELL000132,2026-04-24 14:56:10,2026-04-24 17:50:10,231.267,145.969,12.767,45.732,1.2457,False,pgw,2026-04-24,CUST00000951,PLN019,DEV0002422,Northeast,SITE00031,4G LTE,0.2258466796875,False
DATA0000002001,SUB00000472,CELL000243,2026-04-01 08:19:29,2026-04-01 09:34:29,147.857,134.851,20.763,46.397,0.0,False,pgw,2026-04-01,CUST00001597,PLN016,DEV0000534,West,SITE00056,5G NR,0.1443916015625,False
DATA0000002002,SUB00000483,CELL000046,2026-05-29 19:12:02,2026-05-29 21:33:02,1312.259,130.814,17.635,18.049,0.3945,False,pgw,2026-05-29,CUST00001720,PLN010,DEV_BAD,Northeast,SITE00010,5G NR,1.2815029296875,False
DATA0000002003,SUB00001597,CELL000143,2026-05-30 17:51:41,2026-05-30 20:43:41,721.993,60.796,31.467,44.016,0.8245,False,pgw,2026-05-30,CUST00002733,PLN004,DEV0001242,Northeast,SITE00034,5G NR,0.7050712890625,False
DATA0000002004,SUB00000062,CELL000109,2026-04-06 13:27:32,2026-04-06 15:28:32,1687.416,116.008,31.937,18.601,0.6986,True,pgw,2026-04-06,CUST00000197,PLN009,DEV0001422,Midwest,SITE00025,5G NR,1.6478671875,False
DATA0000002005,SUB00004035,CELL000072,2026-04-27 06:53:55,2026-04-27 08:30:55,184.856,189.194,34.041,70.031,0.189,False,pgw,2026-04-27,CUST00002121,PLN012,DEV0000714,Northeast,SITE00017,5G NR,0.1805234375,False
DATA0000002006,SUB00002879,CELL000107,2026-05-20 09:02:43,2026-05-20 10:35:43,787.958,178.794,22.01,56.89,1.3001,False,pgw,2026-05-20,CUST00001484,PLN002,DEV0000257,Northeast,SITE00025,5G NR,0.769490234375,False
DATA0000002007,SUB00001844,CELL000103,2026-05-23 18:46:05,2026-05-23 21:25:05,373.888,221.126,24.312,67.372,0.0988,False,pgw,2026-05-23,CUST00000021,PLN017,DEV0001442,Southwest,SITE00023,4G LTE,0.365125,False
DATA0000002008,SUB00003573,CELL000150,2026-05-24 05:21:06,2026-05-24 06:52:06,76.972,243.837,42.433,24.836,1.5922,False,pgw,2026-05-24,CUST00000074,PLN006,DEV0002132,Southwest,SITE00035,4G LTE,0.07516796875,False
DATA0000002009,SUB00001180,CELL000154,2026-05-03 10:12:57,2026-05-03 10:38:57,59.129,109.505,17.489,18.313,0.5977,False,pgw,2026-05-03,CUST00004219,PLN017,DEV0002420,Midwest,SITE00036,5G NR,0.0577431640625,False
DATA0000002010,SUB00001134,CELL000156,2026-04-21 07:07:54,2026-04-21 08:29:54,608.524,99.399,0.1,28.386,0.8299,False,pgw,2026-04-21,CUST00002871,PLN005,DEV0000528,Northeast,SITE00037,4G LTE,0.59426171875,False
DATA0000002011,SUB00004567,CELL000100,2026-05-17 12:15:14,2026-05-17 14:09:14,199.511,174.015,25.602,31.848,1.3259,False,pgw,2026-05-17,CUST00000507,PLN019,DEV0001871,Southwest,SITE00023,4G LTE,0.1948349609375,False
DATA0000002012,SUB00000413,CELL000043,2026-04-04 01:13:56,2026-04-04 03:19:56,248.619,194.994,27.464,32.334,0.1643,False,pgw,2026-04-04,CUST00000601,PLN002,DEV0000127,West,SITE00009,5G NR,0.2427919921875,False
DATA0000002013,SUB00002958,CELL000009,2026-05-30 04:01:04,2026-05-30 05:58:04,455.255,168.269,18.773,35.101,0.6377,False,pgw,2026-05-30,CUST00001623,PLN002,DEV0002243,Southeast,SITE00002,4G LTE,0.4445849609375,False
DATA0000002014,SUB00001159,CELL000209,2026-05-18 20:07:23,2026-05-18 21:50:23,737.543,183.982,28.246,23.616,1.5629,False,pgw,2026-05-18,CUST00000835,PLN014,DEV0002111,West,SITE00049,5G NR,0.7202568359375,False
DATA0000002015,SUB00001598,CELL000167,2026-04-11 23:25:11,2026-04-11 23:49:11,177.503,132.607,12.242,30.453,1.0326,True,pgw,2026-04-11,CUST00001808,PLN014,DEV0000078,Southwest,SITE00039,4G LTE,0.1733427734375,False
DATA0000002016,SUB00004389,CELL000115,2026-05-14 03:38:02,2026-05-14 04:15:02,382.898,42.285,39.558,36.875,1.8675,False,pgw,2026-05-14,CUST00002765,PLN001,DEV0000058,Southwest,SITE00027,5G NR,0.373923828125,False
DATA0000002017,SUB00002065,CELL000190,2026-04-01 16:55:42,2026-04-01 18:06:42,780.954,134.683,20.098,29.662,0.0,False,pgw,2026-04-01,CUST00000672,PLN019,DEV0000719,Southwest,SITE00045,4G LTE,0.762650390625,False
DATA0000002018,SUB00004132,CELL000184,2026-05-19 03:21:16,2026-05-19 06:09:16,1155.66,95.903,21.85,33.156,1.5048,False,pgw,2026-05-19,CUST00002631,PLN004,DEV0000773,Northeast,SITE00043,5G NR,1.12857421875,False
DATA0000002019,SUB00000920,CELL000135,2026-05-02 11:32:30,2026-05-02 12:37:30,1248.34,186.16,32.448,2.0,1.1547,False,pgw,2026-05-02,CUST00000613,PLN008,DEV0001998,West,SITE00031,4G LTE,1.21908203125,False
DATA0000002020,SUB00004713,CELL000178,2026-04-16 08:33:24,2026-04-16 10:29:24,92.72,243.458,8.055,47.394,0.7014,False,pgw,2026-04-16,CUST00001731,PLN017,DEV0000882,Northeast,SITE00042,5G NR,0.090546875,False
DATA0000002021,SUB00004003,CELL000174,2026-05-07 03:36:39,2026-05-07 05:51:39,102.569,69.302,28.146,97.856,2.4877,False,pgw,2026-05-07,CUST00002721,PLN012,DEV0000559,Southwest,SITE00041,4G LTE,0.1001650390625,True
DATA0000002022,SUB00002733,CELL000066,2026-04-27 08:11:14,2026-04-27 10:38:14,1633.134,154.895,31.125,52.808,0.3205,True,pgw,2026-04-27,CUST00004006,PLN014,DEV0001454,Southeast,SITE00015,5G NR,1.594857421875,False
DATA0000002023,SUB00003568,CELL000223,2026-04-09 11:37:08,2026-04-09 12:37:08,16.604,171.62,37.192,21.406,0.8291,False,pgw,2026-04-09,CUST00003115,PLN004,DEV0001586,Midwest,SITE00052,5G NR,0.01621484375,False
DATA0000002024,SUB00002450,CELL000137,2026-05-29 23:03:26,2026-05-30 00:19:26,14.452,161.022,28.162,77.852,1.4191,False,pgw,2026-05-29,CUST00003552,PLN004,DEV0002322,West,SITE00032,5G NR,0.01411328125,False
DATA0000002025,SUB00004459,CELL000189,2026-05-20 17:44:53,2026-05-20 18:23:53,1951.046,48.184,37.166,29.242,0.1325,False,pgw,2026-05-20,CUST00004400,PLN014,DEV0000663,Southwest,SITE00045,5G NR,1.905318359375,False
DATA0000002026,SUB00004149,CELL000074,2026-04-28 16:19:35,2026-04-28 17:21:35,673.38,215.199,22.437,16.108,0.0,False,pgw,2026-04-28,CUST00003990,PLN007,DEV0002114,Midwest,SITE00017,5G NR,0.65759765625,False
DATA0000002027,SUB00004144,CELL000061,2026-05-03 14:27:56,2026-05-03 15:24:56,477.37,122.963,15.058,41.896,0.5992,False,pgw,2026-05-03,CUST00004141,PLN006,DEV0001826,Southwest,SITE00014,5G NR,0.466181640625,False
DATA0000002028,SUB00000631,CELL000184,2026-04-26 03:14:13,2026-04-26 03:59:13,161.172,187.701,18.011,36.362,0.0,False,pgw,2026-04-26,CUST00000484,PLN015,DEV0002326,Northeast,SITE00043,5G NR,0.15739453125,False
DATA0000002029,SUB00000092,CELL000144,2026-05-31 06:09:53,2026-05-31 08:11:53,959.942,135.956,48.899,27.725,1.6529,False,pgw,2026-05-31,CUST00002567,PLN005,DEV0001554,Midwest,SITE00034,5G NR,0.937443359375,False
DATA0000002030,SUB00001283,CELL000007,2026-05-05 17:48:29,2026-05-05 19:57:29,220.344,106.453,37.2,2.0,1.3416,True,pgw,2026-05-05,CUST00002795,PLN014,DEV0000511,Midwest,SITE00002,4G LTE,0.2151796875,False
