sms_id,subscriber_id,cell_id,sms_ts,direction,delivery_status,roaming_flag,sms_date,customer_id,plan_id,failed_sms_flag
SMS0000003801,SUB00002446,CELL000007,2026-05-26 06:14:47,MO,Delivered,False,2026-05-26,CUST00001743,PLN002,False
SMS0000003802,SUB00002554,CELL000195,2026-04-06 11:09:30,MT,Delivered,False,2026-04-06,CUST00003096,PLN011,False
SMS0000003803,SUB00002057,CELL000245,2026-05-17 09:55:43,MT,Failed,False,2026-05-17,CUST00002465,PLN018,True
SMS0000003804,SUB00000750,CELL000235,2026-04-12 01:33:25,MO,Delivered,False,2026-04-12,CUST00000454,PLN011,False
SMS0000003805,SUB00001750,CELL000033,2026-04-12 19:30:11,MO,Failed,False,2026-04-12,CUST00000660,PLN008,True
SMS0000003806,SUB00002200,CELL000154,2026-04-16 04:05:10,MT,Expired,False,2026-04-16,CUST00003622,PLN013,True
SMS0000003807,SUB00002734,CELL000104,2026-04-06 02:57:59,MT,Delivered,True,2026-04-06,CUST00001828,PLN012,False
SMS0000003808,SUB00002296,CELL000241,2026-04-16 05:12:55,MO,Failed,True,2026-04-16,CUST00001437,PLN008,True
SMS0000003809,SUB00000758,CELL000114,2026-05-29 01:49:16,MO,Expired,False,2026-05-29,CUST00003769,PLN015,True
SMS0000003810,SUB00001871,CELL000135,2026-04-20 18:45:48,MT,Failed,False,2026-04-20,CUST00002023,PLN020,True
SMS0000003811,SUB00003208,CELL000082,2026-04-06 02:13:59,MO,Delivered,False,2026-04-06,CUST00004004,PLN015,False
SMS0000003812,SUB00000157,CELL000050,2026-05-01 13:58:53,MO,Expired,False,2026-05-01,CUST00002597,PLN005,True
SMS0000003813,SUB00003561,CELL000036,2026-05-12 01:42:13,MT,Delivered,False,2026-05-12,CUST00001626,PLN015,False
SMS0000003814,SUB00001849,CELL000175,2026-05-19 23:32:25,MO,Delivered,False,2026-05-19,CUST00002901,PLN008,False
SMS0000003815,SUB00000512,CELL000069,2026-04-20 00:28:30,MO,Expired,False,2026-04-20,CUST00002705,PLN017,True
SMS0000003816,SUB00004704,CELL000047,2026-05-13 07:46:08,MT,Delivered,False,2026-05-13,CUST00000938,PLN019,False
SMS0000003817,SUB00004139,CELL000125,2026-04-03 09:54:59,MO,Expired,True,2026-04-03,CUST00002293,PLN009,True
SMS0000003818,SUB00002719,CELL000180,2026-05-22 13:40:04,MT,Delivered,False,2026-05-22,CUST00001143,PLN012,False
SMS0000003819,SUB00003112,CELL000014,2026-05-28 06:46:54,MT,Failed,True,2026-05-28,CUST00003146,PLN005,True
SMS0000003820,SUB00003701,CELL000222,2026-05-15 09:36:49,MT,Delivered,False,2026-05-15,CUST00002691,PLN011,False
SMS0000003821,SUB00001179,CELL000239,2026-05-08 08:53:48,MT,Delivered,False,2026-05-08,CUST00001051,PLN017,False
SMS0000003822,SUB00002240,CELL000058,2026-04-25 17:35:37,MT,Delivered,False,2026-04-25,CUST00002212,PLN017,False
SMS0000003823,SUB00001854,CELL000248,2026-05-29 16:39:39,MT,Failed,True,2026-05-29,CUST00001251,PLN005,True
SMS0000003824,SUB00001363,CELL000059,2026-05-13 05:39:42,MT,Expired,False,2026-05-13,CUST00002682,PLN015,True
SMS0000003825,SUB00001899,CELL000219,2026-04-29 01:11:18,MT,Delivered,False,2026-04-29,CUST00003540,PLN006,False
SMS0000003826,SUB00001325,CELL000064,2026-04-17 00:45:51,MT,Delivered,False,2026-04-17,CUST00002186,PLN019,False
SMS0000003827,SUB00001053,CELL000144,2026-05-30 06:38:40,MT,Expired,False,2026-05-30,CUST00002847,PLN008,True
SMS0000003828,SUB00000608,CELL000058,2026-05-23 15:06:48,MO,Delivered,False,2026-05-23,CUST00004255,PLN019,False
SMS0000003829,SUB00001722,CELL000237,2026-04-15 19:53:35,MO,Delivered,False,2026-04-15,CUST00002055,PLN012,False
SMS0000003830,SUB00001233,CELL000033,2026-05-30 00:55:12,MO,Delivered,False,2026-05-30,CUST00002378,PLN012,False
SMS0000003831,SUB00003382,CELL000179,2026-05-15 17:51:28,MO,Delivered,False,2026-05-15,CUST00001022,PLN012,False
SMS0000003832,SUB00004082,CELL000140,2026-05-23 21:31:02,MT,Delivered,True,2026-05-23,CUST00003233,PLN019,False
SMS0000003833,SUB00003383,CELL000249,2026-05-12 18:24:15,MT,Delivered,False,2026-05-12,CUST00004298,PLN009,False
SMS0000003834,SUB00000097,CELL000040,2026-04-26 20:01:27,MT,Failed,False,2026-04-26,CUST00002293,PLN014,True
SMS0000003835,SUB00002490,CELL000162,2026-04-17 20:24:57,MT,Expired,False,2026-04-17,CUST00001919,PLN019,True
SMS0000003836,SUB00002152,CELL000164,2026-05-01 07:00:58,MT,Delivered,True,2026-05-01,CUST00003267,PLN003,False
SMS0000003837,SUB00003766,CELL000028,2026-04-21 16:30:31,MO,Delivered,False,2026-04-21,CUST00002454,PLN011,False
SMS0000003838,SUB00001458,CELL000144,2026-04-18 08:02:09,MO,Failed,False,2026-04-18,CUST00001229,PLN011,True
SMS0000003839,SUB00003203,CELL000121,2026-05-19 19:21:13,MO,Delivered,False,2026-05-19,CUST00001646,PLN014,False
SMS0000003840,SUB00003882,CELL000181,2026-04-19 15:47:31,MT,Delivered,True,2026-04-19,CUST00003268,PLN001,False
SMS0000003841,SUB00003259,CELL000108,2026-04-23 23:48:20,MT,Delivered,False,2026-04-23,CUST00000444,PLN007,False
SMS0000003842,SUB00004926,CELL000156,2026-04-24 15:21:13,MO,Expired,True,2026-04-24,CUST00002911,PLN017,True
SMS0000003843,SUB00001090,CELL000219,2026-05-14 05:34:03,MT,Delivered,False,2026-05-14,CUST00003534,PLN009,False
SMS0000003844,SUB00003043,CELL000220,2026-04-28 21:43:00,MT,Delivered,True,2026-04-28,CUST00000680,PLN018,False
SMS0000003845,SUB00003703,CELL000196,2026-04-26 00:31:06,MO,Expired,True,2026-04-26,CUST00002409,PLN005,True
SMS0000003846,SUB00003733,CELL000105,2026-05-19 23:57:39,MT,Expired,True,2026-05-19,CUST00001672,PLN019,True
SMS0000003847,SUB00003307,CELL000141,2026-05-28 04:58:21,MT,Failed,False,2026-05-28,CUST00003342,PLN007,True
SMS0000003848,SUB00003864,CELL000132,2026-04-18 02:59:42,MT,Expired,False,2026-04-18,CUST00003584,PLN015,True
SMS0000003849,SUB00001870,CELL000092,2026-05-30 00:26:03,MO,Failed,True,2026-05-30,CUST00001558,PLN005,True
SMS0000003850,SUB00001437,CELL000097,2026-05-01 03:06:31,MO,Failed,True,2026-05-01,CUST00003597,PLN007,True
SMS0000003851,SUB00001464,CELL000216,2026-05-23 05:55:59,MT,Delivered,False,2026-05-23,CUST00000144,PLN017,False
SMS0000003852,SUB00000635,CELL000019,2026-05-03 02:48:49,MO,Delivered,False,2026-05-03,CUST00002861,PLN011,False
SMS0000003853,SUB00004686,CELL000064,2026-05-26 15:13:06,MT,Delivered,False,2026-05-26,CUST00003277,PLN014,False
SMS0000003854,SUB00003987,CELL000181,2026-05-06 13:39:16,MT,Delivered,False,2026-05-06,CUST00000908,PLN018,False
SMS0000003855,SUB00004461,CELL000098,2026-05-27 19:56:36,MT,Failed,False,2026-05-27,CUST00000531,PLN015,True
SMS0000003856,SUB00002217,CELL000223,2026-05-05 22:05:51,MT,Delivered,False,2026-05-05,CUST00000544,PLN012,False
SMS0000003857,SUB00002584,CELL000157,2026-05-18 02:31:22,MO,Failed,False,2026-05-18,CUST00002105,PLN015,True
SMS0000003858,SUB00000346,CELL000027,2026-04-21 14:15:39,MT,Failed,False,2026-04-21,CUST00003411,PLN006,True
SMS0000003859,SUB00004803,CELL000227,2026-05-07 10:38:38,MO,Delivered,True,2026-05-07,CUST00000086,PLN013,False
SMS0000003860,SUB00001837,CELL000002,2026-05-11 20:34:07,MT,Delivered,True,2026-05-11,CUST00002747,PLN005,False
SMS0000003861,SUB00001313,CELL000210,2026-04-01 14:49:58,MT,Delivered,False,2026-04-01,CUST00003101,PLN008,False
SMS0000003862,SUB00001459,CELL000235,2026-05-13 18:28:33,MT,Expired,False,2026-05-13,CUST00000569,PLN007,True
SMS0000003863,SUB00004735,CELL000242,2026-04-21 18:31:10,MT,Failed,True,2026-04-21,CUST00004002,PLN016,True
SMS0000003864,SUB00000655,CELL000147,2026-04-26 23:43:30,MT,Failed,True,2026-04-26,CUST00000757,PLN012,True
SMS0000003865,SUB00002058,CELL000007,2026-04-10 15:18:53,MO,Delivered,False,2026-04-10,CUST00003034,PLN007,False
SMS0000003866,SUB00003109,CELL000018,2026-04-02 11:53:17,MT,Expired,True,2026-04-02,CUST00000096,PLN002,True
SMS0000003867,SUB00003348,CELL000044,2026-04-28 04:44:57,MO,Failed,False,2026-04-28,CUST00003035,PLN020,True
SMS0000003868,SUB00001500,CELL000180,2026-04-20 04:57:01,MO,Delivered,False,2026-04-20,CUST00001691,PLN002,False
SMS0000003869,SUB00001898,CELL000144,2026-05-26 09:59:33,MT,Failed,False,2026-05-26,CUST00000817,PLN001,True
SMS0000003870,SUB00001279,CELL000211,2026-04-24 16:05:34,MO,Failed,False,2026-04-24,CUST00001208,PLN001,True
SMS0000003871,SUB00004324,CELL000107,2026-05-28 20:11:32,MO,Delivered,False,2026-05-28,CUST00004191,PLN020,False
SMS0000003872,SUB00004748,CELL000236,2026-04-03 21:31:27,MO,Failed,False,2026-04-03,CUST00000009,PLN019,True
SMS0000003873,SUB00003135,CELL000128,2026-05-26 00:58:13,MT,Delivered,True,2026-05-26,CUST00003077,PLN004,False
SMS0000003874,SUB00000444,CELL000249,2026-05-02 07:06:05,MT,Failed,True,2026-05-02,CUST00003301,PLN017,True
SMS0000003875,SUB00003933,CELL000011,2026-04-13 09:18:14,MT,Expired,False,2026-04-13,CUST00002052,PLN013,True
SMS0000003876,SUB00003870,CELL000097,2026-05-14 05:43:10,MT,Delivered,False,2026-05-14,CUST00001803,PLN001,False
SMS0000003877,SUB00004631,CELL000185,2026-04-02 00:03:31,MT,Delivered,True,2026-04-02,CUST00003084,PLN010,False
SMS0000003878,SUB00000125,CELL000191,2026-05-07 21:14:11,MO,Delivered,False,2026-05-07,CUST00001734,PLN013,False
SMS0000003879,SUB00002737,CELL000084,2026-04-30 11:33:23,MT,Delivered,True,2026-04-30,CUST00001049,PLN005,False
SMS0000003880,SUB00001690,CELL000197,2026-05-17 12:13:09,MT,Expired,False,2026-05-17,CUST00004480,PLN020,True
SMS0000003881,SUB00004807,CELL000183,2026-05-01 18:09:42,MT,Delivered,False,2026-05-01,CUST00001882,PLN001,False
SMS0000003882,SUB00001598,CELL000074,2026-05-23 16:41:58,MO,Delivered,False,2026-05-23,CUST00001808,PLN014,False
SMS0000003883,SUB00003428,CELL000035,2026-04-20 03:32:09,MT,Delivered,False,2026-04-20,CUST00003872,PLN009,False
SMS0000003884,SUB00003799,CELL000023,2026-05-09 21:57:32,MO,Expired,False,2026-05-09,CUST00002407,PLN003,True
SMS0000003885,SUB00003695,CELL000091,2026-04-17 00:44:39,MT,Delivered,False,2026-04-17,CUST00001789,PLN019,False
SMS0000003886,SUB00001041,CELL000056,2026-05-25 02:40:28,MT,Delivered,True,2026-05-25,CUST00002522,PLN001,False
SMS0000003887,SUB00000498,CELL000254,2026-04-16 14:48:18,MO,Expired,False,2026-04-16,CUST00002706,PLN017,True
SMS0000003888,SUB00003458,CELL000173,2026-04-09 08:17:50,MT,Expired,False,2026-04-09,CUST00002185,PLN018,True
SMS0000003889,SUB00000897,CELL000010,2026-05-28 08:50:58,MO,Expired,False,2026-05-28,CUST00003809,PLN011,True
SMS0000003890,SUB00000129,CELL000199,2026-04-12 19:41:08,MT,Expired,False,2026-04-12,CUST00000753,PLN006,True
SMS0000003891,SUB00000756,CELL000086,2026-05-13 04:15:06,MT,Failed,False,2026-05-13,CUST00002934,PLN008,True
SMS0000003892,SUB00002506,CELL000037,2026-04-29 09:52:31,MT,Delivered,False,2026-04-29,CUST00003923,PLN008,False
SMS0000003893,SUB00000954,CELL000153,2026-05-20 04:45:50,MT,Delivered,False,2026-05-20,CUST00000757,PLN007,False
SMS0000003894,SUB00004869,CELL000057,2026-04-25 20:33:49,MO,Delivered,False,2026-04-25,CUST00000067,PLN015,False
SMS0000003895,SUB00002875,CELL000004,2026-04-13 20:25:37,MO,Delivered,False,2026-04-13,CUST00001601,PLN017,False
SMS0000003896,SUB00002766,CELL000074,2026-04-19 23:15:54,MO,Failed,False,2026-04-19,CUST00002906,PLN007,True
SMS0000003897,SUB00004941,CELL000238,2026-05-21 12:26:55,MO,Delivered,True,2026-05-21,CUST00003120,PLN008,False
SMS0000003898,SUB00001459,CELL000007,2026-05-27 02:21:20,MO,Expired,False,2026-05-27,CUST00000569,PLN007,True
SMS0000003899,SUB00003623,CELL000144,2026-04-23 05:17:31,MO,Delivered,True,2026-04-23,CUST00002074,PLN005,False
SMS0000003900,SUB00003286,CELL000149,2026-04-26 23:27:29,MO,Expired,False,2026-04-26,CUST00001513,PLN009,True
SMS0000003901,SUB00004665,CELL000209,2026-04-11 06:43:57,MT,Failed,True,2026-04-11,CUST00002272,PLN014,True
SMS0000003902,SUB00004302,CELL000016,2026-04-19 22:03:48,MT,Delivered,False,2026-04-19,CUST00003739,PLN008,False
SMS0000003903,SUB00004728,CELL000060,2026-05-23 00:52:13,MT,Delivered,True,2026-05-23,CUST00003628,PLN001,False
SMS0000003904,SUB00001546,CELL000075,2026-05-03 00:27:23,MO,Expired,False,2026-05-03,CUST00002522,PLN007,True
SMS0000003905,SUB00001928,CELL000144,2026-05-08 06:12:26,MT,Expired,False,2026-05-08,CUST00003381,PLN003,True
SMS0000003906,SUB00003553,CELL000058,2026-05-05 17:12:23,MO,Delivered,False,2026-05-05,CUST00003747,PLN014,False
SMS0000003907,SUB00003619,CELL000186,2026-04-11 06:46:49,MT,Delivered,False,2026-04-11,CUST00000729,PLN015,False
SMS0000003908,SUB00003525,CELL000091,2026-05-19 21:32:19,MO,Delivered,False,2026-05-19,CUST00002658,PLN008,False
SMS0000003909,SUB00001609,CELL000101,2026-05-10 03:49:49,MT,Failed,False,2026-05-10,CUST00003541,PLN015,True
SMS0000003910,SUB00003229,CELL000195,2026-04-28 08:12:51,MO,Delivered,False,2026-04-28,CUST00001555,PLN019,False
SMS0000003911,SUB00000089,CELL000253,2026-04-18 04:27:39,MO,Delivered,False,2026-04-18,CUST00000202,PLN020,False
SMS0000003912,SUB00000325,CELL000054,2026-04-12 07:49:18,MO,Failed,False,2026-04-12,CUST00003697,PLN003,True
SMS0000003913,SUB00002957,CELL000190,2026-05-14 11:46:37,MT,Expired,False,2026-05-14,CUST00000085,PLN016,True
SMS0000003914,SUB00002641,CELL000064,2026-05-10 09:08:11,MT,Delivered,True,2026-05-10,CUST00003825,PLN002,False
SMS0000003915,SUB00002991,CELL000024,2026-05-06 14:00:43,MT,Delivered,False,2026-05-06,CUST00002241,PLN006,False
SMS0000003916,SUB00002080,CELL000068,2026-04-03 19:53:25,MT,Delivered,False,2026-04-03,CUST00000159,PLN007,False
SMS0000003917,SUB00003235,CELL000150,2026-05-31 06:19:22,MO,Delivered,False,2026-05-31,CUST00001099,PLN008,False
SMS0000003918,SUB00000185,CELL000077,2026-04-04 05:39:22,MT,Failed,True,2026-04-04,CUST00000909,PLN002,True
SMS0000003919,SUB00003686,CELL000033,2026-04-11 12:11:31,MO,Expired,False,2026-04-11,CUST00003962,PLN012,True
SMS0000003920,SUB00003715,CELL000197,2026-04-04 22:27:47,MT,Failed,True,2026-04-04,CUST00001013,PLN004,True
SMS0000003921,SUB00000628,CELL000195,2026-05-23 03:10:51,MT,Delivered,False,2026-05-23,CUST00003871,PLN002,False
SMS0000003922,SUB00001720,CELL000131,2026-05-15 17:41:35,MO,Expired,False,2026-05-15,CUST00002449,PLN018,True
SMS0000003923,SUB00004165,CELL000139,2026-05-14 15:53:08,MO,Delivered,True,2026-05-14,CUST00002150,PLN020,False
SMS0000003924,SUB00002485,CELL000220,2026-04-09 18:23:55,MO,Delivered,False,2026-04-09,CUST00001683,PLN013,False
SMS0000003925,SUB00000944,CELL000124,2026-04-03 08:26:04,MO,Delivered,False,2026-04-03,CUST00003634,PLN015,False
SMS0000003926,SUB00003421,CELL000235,2026-04-17 18:35:44,MT,Expired,False,2026-04-17,CUST00004459,PLN010,True
SMS0000003927,SUB00004605,CELL000027,2026-05-07 16:27:39,MT,Expired,False,2026-05-07,CUST00000037,PLN002,True
SMS0000003928,SUB00000589,CELL000178,2026-04-29 15:55:46,MT,Delivered,False,2026-04-29,CUST00001315,PLN005,False
SMS0000003929,SUB00001840,CELL000235,2026-05-19 07:37:45,MO,Delivered,False,2026-05-19,CUST00002804,PLN011,False
SMS0000003930,SUB00004470,CELL000126,2026-04-04 07:05:36,MO,Failed,False,2026-04-04,CUST00001231,PLN002,True
SMS0000003931,SUB00001404,CELL000029,2026-05-24 20:34:02,MT,Failed,False,2026-05-24,CUST00003808,PLN010,True
SMS0000003932,SUB00000164,CELL000091,2026-05-07 15:52:05,MT,Expired,False,2026-05-07,CUST00002120,PLN017,True
SMS0000003933,SUB00004072,CELL000170,2026-05-23 23:56:51,MT,Delivered,False,2026-05-23,CUST00002378,PLN007,False
SMS0000003934,SUB00001276,CELL000251,2026-04-01 16:26:05,MO,Delivered,False,2026-04-01,CUST00003087,PLN006,False
SMS0000003935,SUB00004639,CELL000116,2026-04-22 02:40:23,MT,Expired,False,2026-04-22,CUST00002587,PLN008,True
SMS0000003936,SUB00003304,CELL000061,2026-05-21 16:54:04,MO,Failed,True,2026-05-21,CUST00003280,PLN009,True
SMS0000003937,SUB00000029,CELL000151,2026-05-01 04:55:24,MO,Delivered,False,2026-05-01,CUST00002275,PLN013,False
SMS0000003938,SUB00000105,CELL000137,2026-05-11 11:07:05,MO,Delivered,False,2026-05-11,CUST00004347,PLN010,False
SMS0000003939,SUB00004321,CELL000119,2026-04-03 08:57:31,MT,Failed,False,2026-04-03,CUST00000999,PLN004,True
SMS0000003940,SUB00001195,CELL000113,2026-05-21 15:18:26,MT,Expired,False,2026-05-21,CUST00002716,PLN001,True
SMS0000003941,SUB00003613,CELL000083,2026-04-27 07:47:35,MO,Failed,True,2026-04-27,CUST00000468,PLN003,True
SMS0000003942,SUB00003766,CELL000030,2026-04-25 04:38:01,MO,Delivered,True,2026-04-25,CUST00002454,PLN011,False
SMS0000003943,SUB00003306,CELL000125,2026-05-12 17:59:32,MO,Expired,False,2026-05-12,CUST00002628,PLN005,True
SMS0000003944,SUB00000070,CELL000130,2026-05-13 19:22:09,MT,Expired,False,2026-05-13,CUST00000996,PLN008,True
SMS0000003945,SUB00002582,CELL000009,2026-04-12 16:51:22,MO,Delivered,False,2026-04-12,CUST00004139,PLN020,False
SMS0000003946,SUB00002790,CELL000092,2026-05-07 16:16:19,MO,Failed,False,2026-05-07,CUST00003622,PLN007,True
SMS0000003947,SUB00000277,CELL000031,2026-04-02 13:01:13,MO,Failed,False,2026-04-02,CUST00003611,PLN015,True
SMS0000003948,SUB00002749,CELL000034,2026-04-01 19:01:02,MT,Delivered,False,2026-04-01,CUST00000410,PLN015,False
SMS0000003949,SUB00000949,CELL000026,2026-05-12 06:12:57,MO,Delivered,False,2026-05-12,CUST00000239,PLN005,False
SMS0000003950,SUB00003354,CELL000110,2026-05-13 07:56:59,MT,Expired,False,2026-05-13,CUST00003829,PLN011,True
SMS0000003951,SUB00000189,CELL000118,2026-04-02 08:06:41,MT,Delivered,False,2026-04-02,CUST00003056,PLN013,False
SMS0000003952,SUB00000083,CELL000068,2026-04-07 04:42:12,MT,Delivered,False,2026-04-07,CUST00004209,PLN019,False
SMS0000003953,SUB00003813,CELL000055,2026-04-24 18:36:42,MT,Expired,False,2026-04-24,CUST00002822,PLN011,True
SMS0000003954,SUB00001261,CELL000158,2026-04-29 21:55:59,MT,Delivered,True,2026-04-29,CUST00001283,PLN016,False
SMS0000003955,SUB00000697,CELL000204,2026-05-07 16:31:12,MT,Expired,False,2026-05-07,CUST00002293,PLN002,True
SMS0000003956,SUB00004902,CELL000145,2026-05-05 13:15:06,MO,Delivered,False,2026-05-05,CUST00002686,PLN003,False
SMS0000003957,SUB00000796,CELL000236,2026-04-25 00:49:27,MO,Expired,False,2026-04-25,CUST00000144,PLN001,True
SMS0000003958,SUB00002399,CELL000033,2026-05-17 04:52:12,MO,Failed,False,2026-05-17,CUST00002123,PLN004,True
SMS0000003959,SUB00000822,CELL000027,2026-04-11 05:43:24,MT,Expired,False,2026-04-11,CUST00002716,PLN005,True
SMS0000003960,SUB00002098,CELL000122,2026-04-21 02:43:50,MT,Delivered,False,2026-04-21,CUST00001206,PLN020,False
SMS0000003961,SUB00004766,CELL000219,2026-05-21 19:12:38,MT,Delivered,False,2026-05-21,CUST00001768,PLN018,False
SMS0000003962,SUB00003407,CELL000092,2026-05-12 04:13:12,MO,Delivered,False,2026-05-12,CUST00002610,PLN004,False
SMS0000003963,SUB00003069,CELL000014,2026-04-03 15:42:30,MO,Delivered,False,2026-04-03,CUST00000121,PLN018,False
SMS0000003964,SUB00001728,CELL000058,2026-05-25 21:27:28,MT,Expired,True,2026-05-25,CUST00001211,PLN006,True
SMS0000003965,SUB00004237,CELL000244,2026-05-25 15:11:26,MT,Delivered,False,2026-05-25,CUST00002922,PLN002,False
SMS0000003966,SUB00002037,CELL000040,2026-05-21 01:32:22,MT,Expired,False,2026-05-21,CUST00001337,PLN013,True
SMS0000003967,SUB00000636,CELL000097,2026-05-04 07:34:06,MO,Delivered,True,2026-05-04,CUST00002958,PLN008,False
SMS0000003968,SUB00004358,CELL000174,2026-04-17 13:19:36,MT,Failed,False,2026-04-17,CUST00002571,PLN020,True
SMS0000003969,SUB00000381,CELL000160,2026-05-20 12:39:53,MT,Expired,False,2026-05-20,CUST00003780,PLN016,True
SMS0000003970,SUB00003701,CELL000079,2026-04-14 13:53:04,MO,Expired,False,2026-04-14,CUST00002691,PLN011,True
SMS0000003971,SUB00001448,CELL000255,2026-05-07 06:23:43,MT,Failed,False,2026-05-07,CUST00000980,PLN011,True
SMS0000003972,SUB00003313,CELL000178,2026-04-05 09:29:48,MO,Delivered,False,2026-04-05,CUST00003499,PLN015,False
SMS0000003973,SUB00000119,CELL000125,2026-04-15 20:09:41,MT,Delivered,True,2026-04-15,CUST00002081,PLN014,False
SMS0000003974,SUB00000469,CELL000030,2026-04-03 17:57:22,MO,Expired,False,2026-04-03,CUST00002513,PLN019,True
SMS0000003975,SUB00001584,CELL000038,2026-04-11 01:59:35,MT,Delivered,False,2026-04-11,CUST00003354,PLN015,False
SMS0000003976,SUB00002211,CELL000071,2026-04-28 11:56:46,MT,Expired,False,2026-04-28,CUST00002293,PLN001,True
SMS0000003977,SUB00003103,CELL000093,2026-04-30 21:25:40,MO,Expired,False,2026-04-30,CUST00003516,PLN020,True
SMS0000003978,SUB00002379,CELL000082,2026-05-21 10:08:08,MT,Delivered,True,2026-05-21,CUST00001181,PLN016,False
SMS0000003979,SUB00001227,CELL000123,2026-04-04 14:23:26,MT,Delivered,True,2026-04-04,CUST00004129,PLN002,False
SMS0000003980,SUB00002316,CELL000079,2026-04-08 07:02:32,MT,Delivered,False,2026-04-08,CUST00003613,PLN015,False
SMS0000003981,SUB00003265,CELL000022,2026-04-14 02:41:57,MT,Delivered,False,2026-04-14,CUST00002124,PLN013,False
SMS0000003982,SUB00003585,CELL000202,2026-05-03 03:52:28,MT,Delivered,False,2026-05-03,CUST00002752,PLN004,False
SMS0000003983,SUB00001224,CELL000126,2026-05-07 10:19:02,MO,Failed,False,2026-05-07,CUST00004189,PLN020,True
SMS0000003984,SUB00000573,CELL000105,2026-04-19 17:04:54,MT,Delivered,False,2026-04-19,CUST00002133,PLN011,False
SMS0000003985,SUB00004501,CELL000070,2026-04-21 07:30:34,MT,Delivered,False,2026-04-21,CUST00003513,PLN006,False
SMS0000003986,SUB00000810,CELL000042,2026-04-25 23:05:05,MO,Delivered,False,2026-04-25,CUST00003542,PLN004,False
SMS0000003987,SUB00004151,CELL000065,2026-05-20 03:51:37,MO,Delivered,False,2026-05-20,CUST00003802,PLN009,False
SMS0000003988,SUB00000713,CELL000233,2026-05-18 02:21:25,MT,Delivered,False,2026-05-18,CUST00003952,PLN001,False
SMS0000003989,SUB00002628,CELL000236,2026-05-01 00:23:09,MO,Failed,False,2026-05-01,CUST00003807,PLN018,True
SMS0000003990,SUB00000370,CELL000082,2026-04-15 20:00:49,MO,Failed,False,2026-04-15,CUST00004046,PLN018,True
SMS0000003991,SUB00001634,CELL000244,2026-04-08 06:40:28,MT,Delivered,True,2026-04-08,CUST00003062,PLN014,False
SMS0000003992,SUB00000655,CELL000089,2026-04-29 01:39:54,MT,Delivered,False,2026-04-29,CUST00000757,PLN012,False
SMS0000003993,SUB00002364,CELL000033,2026-05-15 01:42:41,MT,Delivered,False,2026-05-15,CUST00003820,PLN019,False
SMS0000003994,SUB00003153,CELL000219,2026-05-30 13:47:48,MT,Delivered,True,2026-05-30,CUST00002711,PLN009,False
SMS0000003995,SUB00002134,CELL000058,2026-05-07 00:32:39,MT,Expired,False,2026-05-07,CUST00000799,PLN010,True
SMS0000003996,SUB00000346,CELL000202,2026-04-22 05:03:54,MO,Delivered,True,2026-04-22,CUST00003411,PLN006,False
SMS0000003997,SUB00001091,CELL000059,2026-05-07 21:00:20,MO,Delivered,False,2026-05-07,CUST00004022,PLN014,False
SMS0000003998,SUB00004031,CELL000138,2026-05-30 22:11:14,MT,Failed,False,2026-05-30,CUST00003004,PLN001,True
SMS0000003999,SUB00002974,CELL000021,2026-05-12 01:43:01,MO,Delivered,False,2026-05-12,CUST00002433,PLN018,False
SMS0000004000,SUB00001434,CELL000161,2026-05-13 21:56:09,MO,Expired,False,2026-05-13,CUST00001142,PLN012,True
SMS0000004001,SUB00001574,CELL000184,2026-04-08 23:33:06,MT,Delivered,False,2026-04-08,CUST00003406,PLN008,False
SMS0000004002,SUB00001074,CELL000164,2026-05-05 18:00:06,MT,Failed,True,2026-05-05,CUST00000409,PLN009,True
SMS0000004003,SUB00000895,CELL000099,2026-05-27 17:06:08,MT,Delivered,True,2026-05-27,CUST00001351,PLN007,False
SMS0000004004,SUB00002404,CELL000046,2026-05-14 14:56:22,MT,Delivered,True,2026-05-14,CUST00002263,PLN010,False
SMS0000004005,SUB00000434,CELL000248,2026-04-02 10:17:01,MT,Delivered,False,2026-04-02,CUST00001865,PLN017,False
SMS0000004006,SUB00000475,CELL000106,2026-05-24 15:58:23,MT,Failed,False,2026-05-24,CUST00001017,PLN007,True
SMS0000004007,SUB00004820,CELL000207,2026-04-18 11:12:11,MO,Expired,True,2026-04-18,CUST00001384,PLN015,True
SMS0000004008,SUB00004920,CELL000088,2026-05-18 15:13:13,MT,Delivered,False,2026-05-18,CUST00000219,PLN008,False
SMS0000004009,SUB00003106,CELL000176,2026-04-28 02:33:56,MT,Failed,False,2026-04-28,CUST00001183,PLN018,True
SMS0000004010,SUB00002617,CELL000194,2026-05-13 12:22:37,MO,Expired,False,2026-05-13,CUST00003012,PLN001,True
SMS0000004011,SUB00001992,CELL000126,2026-05-08 02:29:46,MT,Expired,False,2026-05-08,CUST00000433,PLN013,True
SMS0000004012,SUB00002954,CELL000119,2026-05-17 18:58:56,MO,Delivered,False,2026-05-17,CUST00004223,PLN013,False
SMS0000004013,SUB00002032,CELL000133,2026-05-23 02:56:46,MT,Expired,False,2026-05-23,CUST00001923,PLN020,True
SMS0000004014,SUB00004303,CELL000235,2026-04-25 14:43:59,MO,Failed,False,2026-04-25,CUST00003722,PLN018,True
SMS0000004015,SUB00004045,CELL000057,2026-04-11 15:30:31,MT,Delivered,True,2026-04-11,CUST00001355,PLN003,False
