call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,customer_id,plan_id,device_id,home_region,site_id,technology,duration_minutes,dropped_call_flag,month
CALL0000004496,SUB00001175,CELL000183,2026-05-06 20:50:00,73.0,MT,Dropped,False,switch,2026-05-06,CUST00002580,PLN004,DEV0000764,Southwest,SITE00043,4G LTE,1.2166666666666666,True,2026-05
CALL0000004504,SUB00000115,CELL000142,2026-04-10 02:25:00,244.0,MO,Dropped,True,switch,2026-04-10,CUST00004082,PLN005,DEV0001482,Southwest,SITE00034,4G LTE,4.066666666666666,True,2026-04
CALL0000004505,SUB00002604,CELL000234,2026-05-21 12:27:00,61.0,MO,Dropped,False,switch,2026-05-21,CUST_UNKNOWN,PLN006,DEV0000233,West,SITE00055,5G NR,1.0166666666666666,True,2026-05
CALL0000004517,SUB00001394,CELL000036,2026-04-11 05:56:00,158.0,MO,Dropped,True,switch,2026-04-11,CUST00001958,PLN013,DEV0000955,West,SITE00008,4G LTE,2.6333333333333333,True,2026-04
CALL0000004531,SUB00004414,CELL000136,2026-05-15 14:30:00,110.0,MT,Dropped,True,switch,2026-05-15,CUST00002719,PLN009,DEV0000716,West,SITE00032,4G LTE,1.8333333333333333,True,2026-05
CALL0000004534,SUB00001523,CELL000078,2026-04-12 17:41:00,133.0,MT,Dropped,False,switch,2026-04-12,CUST00004138,PLN020,DEV0000975,Southeast,SITE00018,5G NR,2.216666666666667,True,2026-04
CALL0000004547,SUB00004190,CELL000196,2026-04-05 07:46:00,121.0,MO,Dropped,False,switch,2026-04-05,CUST00003443,PLN008,DEV0000658,Northeast,SITE00046,4G LTE,2.0166666666666666,True,2026-04
CALL0000004548,SUB00003792,CELL000119,2026-04-05 13:29:00,13.0,MT,Dropped,True,switch,2026-04-05,CUST00003175,PLN014,DEV0001614,Northeast,SITE00028,4G LTE,0.21666666666666667,True,2026-04
CALL0000004551,SUB00001137,CELL000217,2026-04-27 19:41:00,298.0,MO,Dropped,False,switch,2026-04-27,CUST00004212,PLN011,DEV0001782,Southeast,SITE00051,4G LTE,4.966666666666667,True,2026-04
CALL0000004573,SUB00000550,CELL000059,2026-05-14 19:08:00,108.0,MT,Dropped,True,switch,2026-05-14,CUST00001149,PLN012,DEV0002327,Midwest,SITE00013,4G LTE,1.8,True,2026-05
CALL0000004590,SUB00002211,CELL000185,2026-04-18 06:15:00,5.0,MT,Dropped,False,switch,2026-04-18,CUST00002293,PLN001,DEV0002429,Northeast,SITE00043,4G LTE,0.08333333333333333,True,2026-04
CALL0000004595,SUB00004551,CELL000086,2026-05-24 17:10:00,245.0,MO,Dropped,False,switch,2026-05-24,CUST00004478,PLN004,DEV0002307,Midwest,SITE00020,4G LTE,4.083333333333333,True,2026-05
CALL0000004597,SUB00002279,CELL000213,2026-05-17 16:55:00,76.0,MO,Dropped,False,switch,2026-05-17,CUST00003245,PLN002,DEV0002145,West,SITE00050,5G NR,1.2666666666666666,True,2026-05
CALL0000004608,SUB00002500,CELL000074,2026-04-22 20:02:00,274.0,MO,Dropped,False,switch,2026-04-22,CUST00001474,PLN007,DEV0002277,Northeast,SITE00017,5G NR,4.566666666666666,True,2026-04
CALL0000004616,SUB00002985,CELL000157,2026-05-02 20:27:00,22.0,MO,Dropped,True,switch,2026-05-02,CUST00001496,PLN004,DEV0001616,Southwest,SITE00037,5G NR,0.36666666666666664,True,2026-05
CALL0000004619,SUB00002186,CELL000140,2026-05-22 09:07:00,26.0,MO,Dropped,False,switch,2026-05-22,CUST00000369,PLN015,DEV0001229,Northeast,SITE00033,4G LTE,0.43333333333333335,True,2026-05
CALL0000004641,SUB00000077,CELL000100,2026-05-01 08:10:00,53.0,MT,Dropped,True,switch,2026-05-01,CUST00000035,PLN009,DEV0000011,Midwest,SITE00023,4G LTE,0.8833333333333333,True,2026-05
CALL0000004647,SUB00003687,CELL000187,2026-05-17 11:25:00,311.0,MO,Dropped,True,switch,2026-05-17,CUST00001835,PLN009,DEV0000732,Southwest,SITE00044,4G LTE,5.183333333333334,True,2026-05
CALL0000004653,SUB00002591,CELL000036,2026-05-01 02:46:00,337.0,MO,Dropped,False,switch,2026-05-01,CUST00001446,PLN002,DEV0000910,Southwest,SITE00008,4G LTE,5.616666666666666,True,2026-05
CALL0000004654,SUB00003379,CELL000251,2026-04-17 07:08:00,75.0,MO,Dropped,False,switch,2026-04-17,CUST00003327,PLN014,DEV0000506,Southeast,SITE00059,5G NR,1.25,True,2026-04
CALL0000004665,SUB00003665,CELL000205,2026-05-31 12:56:00,44.0,MO,Dropped,True,switch,2026-05-31,CUST00000028,PLN017,DEV0000315,Southeast,SITE00048,5G NR,0.7333333333333333,True,2026-05
CALL0000004680,SUB00001667,CELL000065,2026-05-08 20:38:00,100.0,MO,Dropped,False,switch,2026-05-08,CUST00004225,PLN005,DEV0001339,Midwest,SITE00015,4G LTE,1.6666666666666667,True,2026-05
CALL0000004687,SUB00004265,CELL000049,2026-04-09 12:51:00,120.0,MT,Dropped,False,switch,2026-04-09,CUST00003086,PLN019,DEV0002231,Southwest,SITE00011,4G LTE,2.0,True,2026-04
CALL0000004705,SUB00004222,CELL000169,2026-04-27 12:13:00,7.0,MO,Dropped,False,switch,2026-04-27,CUST00002423,PLN016,DEV0002157,Northeast,SITE00040,4G LTE,0.11666666666666667,True,2026-04
CALL0000004709,SUB00002694,CELL000248,2026-05-27 03:36:00,422.0,MO,Dropped,False,switch,2026-05-27,CUST00001236,PLN002,DEV0000839,Midwest,SITE00058,5G NR,7.033333333333333,True,2026-05
CALL0000004718,SUB00002660,CELL000112,2026-05-23 03:31:00,275.0,MT,Dropped,False,switch,2026-05-23,CUST00001346,PLN006,DEV0001956,Midwest,SITE00026,5G NR,4.583333333333333,True,2026-05
CALL0000004720,SUB00001779,CELL000201,2026-04-24 00:03:00,72.0,MO,Dropped,True,switch,2026-04-24,CUST00003590,PLN018,DEV0001304,Midwest,SITE00048,5G NR,1.2,True,2026-04
CALL0000004727,SUB00002246,CELL000027,2026-04-29 06:18:00,128.0,MO,Dropped,False,switch,2026-04-29,CUST00000297,PLN020,DEV0001326,West,SITE00006,4G LTE,2.1333333333333333,True,2026-04
CALL0000004732,SUB00003054,CELL000201,2026-05-11 08:58:00,108.0,MO,Dropped,False,switch,2026-05-11,CUST00002673,PLN008,DEV0001132,Midwest,SITE00048,5G NR,1.8,True,2026-05
CALL0000004735,SUB00003340,CELL000026,2026-05-18 01:27:00,38.0,MT,Dropped,True,switch,2026-05-18,CUST00000974,PLN009,DEV0001924,Midwest,SITE00006,5G NR,0.6333333333333333,True,2026-05
CALL0000004751,SUB00000014,CELL000113,2026-04-30 11:53:00,270.0,MT,Dropped,False,switch,2026-04-30,CUST00001210,PLN020,DEV0000285,Southeast,SITE00026,5G NR,4.5,True,2026-04
CALL0000004757,SUB00001539,CELL000167,2026-04-09 11:55:00,118.0,MO,Dropped,False,switch,2026-04-09,CUST00003439,PLN004,DEV0002119,Northeast,SITE00039,4G LTE,1.9666666666666666,True,2026-04
CALL0000004777,SUB00003975,CELL000219,2026-04-22 16:56:00,79.0,MO,Dropped,True,switch,2026-04-22,CUST00000171,PLN004,DEV0001153,Southwest,SITE00052,5G NR,1.3166666666666667,True,2026-04
CALL0000004795,SUB00003657,CELL000041,2026-05-29 17:32:00,16.0,MO,Dropped,False,switch,2026-05-29,CUST00000823,PLN010,DEV0001228,Midwest,SITE00009,5G NR,0.26666666666666666,True,2026-05
CALL0000004817,SUB00001018,CELL000238,2026-04-16 02:11:00,409.0,MT,Dropped,True,switch,2026-04-16,CUST00002538,PLN003,DEV0002483,Midwest,SITE00056,5G NR,6.816666666666666,True,2026-04
CALL0000004826,SUB00004823,CELL000216,2026-04-13 18:09:00,55.0,MO,Dropped,False,switch,2026-04-13,CUST00000210,PLN004,DEV0001089,West,SITE00051,5G NR,0.9166666666666666,True,2026-04
CALL0000004829,SUB00001572,CELL000126,2026-04-12 07:52:00,17.0,MO,Dropped,False,switch,2026-04-12,CUST00001441,PLN009,DEV0000428,Southeast,SITE00030,4G LTE,0.2833333333333333,True,2026-04
CALL0000004835,SUB00002688,CELL000026,2026-04-30 20:14:00,82.0,MO,Dropped,False,switch,2026-04-30,CUST00000174,PLN020,DEV0001808,Southwest,SITE00006,5G NR,1.3666666666666667,True,2026-04
CALL0000004840,SUB00001073,CELL000167,2026-04-13 01:43:00,120.0,MT,Dropped,False,switch,2026-04-13,CUST00001365,PLN001,DEV0002089,Southwest,SITE00039,4G LTE,2.0,True,2026-04
CALL0000004862,SUB00003258,CELL000131,2026-05-02 18:44:00,4.0,MO,Dropped,False,switch,2026-05-02,CUST00004065,PLN012,DEV0002167,Southwest,SITE00031,5G NR,0.06666666666666667,True,2026-05
CALL0000004876,SUB00004004,CELL000022,2026-04-20 12:58:00,87.0,MT,Dropped,False,switch,2026-04-20,CUST00002596,PLN014,DEV0000173,Midwest,SITE00005,4G LTE,1.45,True,2026-04
CALL0000004913,SUB00002098,CELL000225,2026-05-19 19:55:00,15.0,MO,Dropped,False,switch,2026-05-19,CUST00001206,PLN020,DEV0000199,Midwest,SITE00053,4G LTE,0.25,True,2026-05
CALL0000004916,SUB00003276,CELL000058,2026-05-27 11:12:00,9.0,MT,Dropped,False,switch,2026-05-27,CUST00001544,PLN013,DEV0002439,West,SITE00013,5G NR,0.15,True,2026-05
CALL0000004921,SUB00001288,CELL000059,2026-04-26 23:58:00,287.0,MO,Dropped,True,switch,2026-04-26,CUST00001986,PLN003,DEV0002299,West,SITE00013,4G LTE,4.783333333333333,True,2026-04
CALL0000004925,SUB00001859,CELL000120,2026-04-27 08:32:00,31.0,MO,Dropped,False,switch,2026-04-27,CUST00002774,PLN010,DEV0001966,Northeast,SITE00028,4G LTE,0.5166666666666667,True,2026-04
CALL0000004930,SUB00002969,CELL000194,2026-04-26 15:15:00,48.0,MT,Dropped,False,switch,2026-04-26,CUST00001984,PLN009,DEV0000917,Southwest,SITE00046,5G NR,0.8,True,2026-04
CALL0000004956,SUB00002000,CELL000187,2026-04-20 11:19:00,394.0,MT,Dropped,False,switch,2026-04-20,CUST00001015,PLN011,DEV0000405,Midwest,SITE00044,4G LTE,6.566666666666666,True,2026-04
CALL0000004963,SUB00001056,CELL000103,2026-05-09 04:33:00,261.0,MO,Dropped,False,switch,2026-05-09,CUST00001685,PLN014,DEV0001017,Midwest,SITE00023,4G LTE,4.35,True,2026-05
CALL0000004985,SUB00000588,CELL000016,2026-05-05 17:54:00,350.0,MO,Dropped,True,switch,2026-05-05,CUST00002614,PLN015,DEV0001715,Southeast,SITE00004,4G LTE,5.833333333333333,True,2026-05
CALL0000004996,SUB00004608,CELL000024,2026-04-13 11:07:00,423.0,MO,Dropped,False,switch,2026-04-13,CUST00000670,PLN005,DEV0000436,Midwest,SITE00005,5G NR,7.05,True,2026-04
CALL0000005037,SUB00002656,CELL000033,2026-04-29 21:25:00,321.0,MO,Dropped,True,switch,2026-04-29,CUST00001401,PLN019,DEV0000727,West,SITE00007,5G NR,5.35,True,2026-04
CALL0000005054,SUB00000015,CELL000076,2026-05-16 13:40:00,25.0,MO,Dropped,False,switch,2026-05-16,CUST00001240,PLN004,DEV0000289,Northeast,SITE00017,4G LTE,0.4166666666666667,True,2026-05
CALL0000005056,SUB00003967,CELL000006,2026-05-27 17:19:00,54.0,MO,Dropped,False,switch,2026-05-27,CUST00004227,PLN008,DEV0000896,Midwest,SITE00001,4G LTE,0.9,True,2026-05
CALL0000005074,SUB00002031,CELL000246,2026-05-26 20:00:00,124.0,MT,Dropped,False,switch,2026-05-26,CUST00000002,PLN014,DEV0000950,West,SITE00057,4G LTE,2.066666666666667,True,2026-05
CALL0000005077,SUB00000701,CELL000244,2026-05-22 08:42:00,60.0,MT,Dropped,True,switch,2026-05-22,CUST00002666,PLN010,DEV0001518,Southeast,SITE00057,5G NR,1.0,True,2026-05
CALL0000005084,SUB00000039,CELL000008,2026-05-24 03:35:00,164.0,MO,Dropped,False,switch,2026-05-24,CUST00000775,PLN002,DEV0001716,West,SITE00002,4G LTE,2.7333333333333334,True,2026-05
CALL0000005088,SUB00003831,CELL000029,2026-04-25 06:53:00,54.0,MT,Dropped,False,switch,2026-04-25,CUST00003426,PLN016,DEV0001030,Southeast,SITE00006,4G LTE,0.9,True,2026-04
CALL0000005118,SUB00000619,CELL000104,2026-04-05 19:06:00,2.0,MO,Dropped,False,switch,2026-04-05,CUST00002689,PLN020,DEV0001933,Northeast,SITE00024,5G NR,0.03333333333333333,True,2026-04
CALL0000005150,SUB00000210,CELL000203,2026-04-02 03:40:00,30.0,MT,Dropped,False,switch,2026-04-02,CUST00000501,PLN020,DEV0000962,Midwest,SITE00048,5G NR,0.5,True,2026-04
CALL0000005170,SUB00001285,CELL000141,2026-04-15 11:53:00,32.0,MO,Dropped,False,switch,2026-04-15,CUST00003803,PLN010,DEV0001148,Southwest,SITE00033,5G NR,0.5333333333333333,True,2026-04
CALL0000005177,SUB00000065,CELL000134,2026-05-25 23:54:00,59.0,MO,Dropped,False,switch,2026-05-25,CUST00002711,PLN003,DEV0000755,Midwest,SITE00031,4G LTE,0.9833333333333333,True,2026-05
CALL0000005202,SUB00000032,CELL000141,2026-04-05 10:28:00,53.0,MO,Dropped,False,switch,2026-04-05,CUST00002960,PLN004,DEV0002239,Southeast,SITE00033,5G NR,0.8833333333333333,True,2026-04
CALL0000005207,SUB00001781,CELL000185,2026-05-09 22:51:00,91.0,MO,Dropped,False,switch,2026-05-09,CUST00003093,PLN019,DEV0000250,Southeast,SITE00043,4G LTE,1.5166666666666666,True,2026-05
CALL0000005216,SUB00001004,CELL000191,2026-04-26 20:41:00,206.0,MO,Dropped,False,switch,2026-04-26,CUST00000610,PLN020,DEV0001194,Southeast,SITE00045,4G LTE,3.433333333333333,True,2026-04
CALL0000005227,SUB00003753,CELL000185,2026-05-20 09:55:00,12.0,MO,Dropped,False,switch,2026-05-20,CUST00004454,PLN017,DEV0001918,Midwest,SITE00043,4G LTE,0.2,True,2026-05
CALL0000005229,SUB00001384,CELL000063,2026-05-04 01:58:00,65.0,MT,Dropped,False,switch,2026-05-04,CUST00001179,PLN017,DEV0000102,Northeast,SITE00014,5G NR,1.0833333333333333,True,2026-05
CALL0000005237,SUB00001075,CELL000130,2026-04-16 06:47:00,86.0,MO,Dropped,False,switch,2026-04-16,CUST00003748,PLN006,DEV0000566,Midwest,SITE00031,4G LTE,1.4333333333333333,True,2026-04
CALL0000005243,SUB00000262,CELL000204,2026-04-04 01:38:00,79.0,MO,Dropped,False,switch,2026-04-04,CUST00001934,PLN020,DEV0002325,West,SITE00048,5G NR,1.3166666666666667,True,2026-04
CALL0000005246,SUB00001254,CELL000035,2026-05-21 22:30:00,36.0,MT,Dropped,False,switch,2026-05-21,CUST00003995,PLN016,DEV0000229,Southwest,SITE00007,5G NR,0.6,True,2026-05
CALL0000005248,SUB00003316,CELL000175,2026-04-10 10:46:00,243.0,MO,Dropped,False,switch,2026-04-10,CUST00001542,PLN013,DEV0000296,Southwest,SITE00041,4G LTE,4.05,True,2026-04
CALL0000005253,SUB00000016,CELL000035,2026-05-20 01:02:00,89.0,MO,Dropped,False,switch,2026-05-20,CUST00000797,PLN010,DEV0000934,West,SITE00007,5G NR,1.4833333333333334,True,2026-05
CALL0000005265,SUB00004103,CELL000246,2026-05-27 19:33:00,120.0,MT,Dropped,False,switch,2026-05-27,CUST00002729,PLN016,DEV0001607,Midwest,SITE00057,4G LTE,2.0,True,2026-05
CALL0000005266,SUB00003648,CELL000055,2026-04-17 23:29:00,13.0,MO,Dropped,False,switch,2026-04-17,CUST00001471,PLN017,DEV0000511,Midwest,SITE00012,5G NR,0.21666666666666667,True,2026-04
CALL0000005272,SUB00003172,CELL000236,2026-05-01 05:15:00,141.0,MT,Dropped,False,switch,2026-05-01,CUST00003764,PLN011,DEV0000714,Northeast,SITE00055,5G NR,2.35,True,2026-05
CALL0000005294,SUB00002958,CELL000119,2026-04-02 09:04:00,161.0,MT,Dropped,False,switch,2026-04-02,CUST00001623,PLN002,DEV0002243,Southeast,SITE00028,4G LTE,2.683333333333333,True,2026-04
CALL0000005310,SUB00004759,CELL000074,2026-04-15 22:39:00,95.0,MO,Dropped,True,switch,2026-04-15,CUST00002732,PLN010,DEV0002250,West,SITE00017,5G NR,1.5833333333333333,True,2026-04
CALL0000005313,SUB00001235,CELL000229,2026-04-12 22:54:00,77.0,MT,Dropped,True,switch,2026-04-12,CUST00000078,PLN012,DEV0002097,Southeast,SITE00054,5G NR,1.2833333333333334,True,2026-04
CALL0000005320,SUB00000329,CELL000076,2026-04-30 19:08:00,82.0,MT,Dropped,False,switch,2026-04-30,CUST00001051,PLN013,DEV0001248,Midwest,SITE00017,4G LTE,1.3666666666666667,True,2026-04
CALL0000005357,SUB00001022,CELL000246,2026-05-25 20:00:00,334.0,MT,Dropped,False,switch,2026-05-25,CUST00003267,PLN017,DEV0002380,Northeast,SITE00057,4G LTE,5.566666666666666,True,2026-05
CALL0000005360,SUB00000472,CELL000011,2026-05-17 12:48:00,82.0,MO,Dropped,False,switch,2026-05-17,CUST00001597,PLN016,DEV0000534,West,SITE00002,5G NR,1.3666666666666667,True,2026-05
CALL0000005374,SUB00003957,CELL000027,2026-04-12 11:24:00,22.0,MO,Dropped,False,switch,2026-04-12,CUST00001118,PLN010,DEV0002365,Southeast,SITE00006,4G LTE,0.36666666666666664,True,2026-04
CALL0000005389,SUB00003122,CELL000066,2026-04-21 01:19:00,2.0,MO,Dropped,False,switch,2026-04-21,CUST00002091,PLN010,DEV0002144,Northeast,SITE00015,5G NR,0.03333333333333333,True,2026-04
CALL0000005398,SUB00000509,CELL000246,2026-04-25 07:43:00,151.0,MO,Dropped,False,switch,2026-04-25,CUST00001975,PLN018,DEV0001444,West,SITE00057,4G LTE,2.5166666666666666,True,2026-04
CALL0000005419,SUB00004247,CELL000029,2026-05-20 20:14:00,331.0,MO,Dropped,False,switch,2026-05-20,CUST00000790,PLN012,DEV0001873,Midwest,SITE00006,4G LTE,5.516666666666667,True,2026-05
CALL0000005423,SUB00000172,CELL000056,2026-04-16 16:29:00,207.0,MO,Dropped,True,switch,2026-04-16,CUST00000488,PLN014,DEV0000407,Midwest,SITE00012,5G NR,3.45,True,2026-04
CALL0000005426,SUB00003147,CELL000132,2026-04-09 11:45:00,384.0,MT,Dropped,False,switch,2026-04-09,CUST00003157,PLN016,DEV0000748,Southeast,SITE00031,4G LTE,6.4,True,2026-04
CALL0000005432,SUB00000656,CELL000070,2026-05-31 08:11:00,66.0,MT,Dropped,False,switch,2026-05-31,CUST00004438,PLN013,DEV0001580,Northeast,SITE00016,5G NR,1.1,True,2026-05
CALL0000005433,SUB00004970,CELL000008,2026-05-21 16:31:00,709.0,MO,Dropped,True,switch,2026-05-21,CUST00000110,PLN019,DEV0001073,Midwest,SITE00002,4G LTE,11.816666666666666,True,2026-05
CALL0000005435,SUB00004638,CELL000050,2026-04-10 06:44:00,56.0,MO,Dropped,False,switch,2026-04-10,CUST00002335,PLN008,DEV0002104,West,SITE00011,4G LTE,0.9333333333333333,True,2026-04
CALL0000005438,SUB00004441,CELL000145,2026-05-05 22:56:00,491.0,MT,Dropped,False,switch,2026-05-05,CUST00000236,PLN009,DEV0001430,Southeast,SITE00035,4G LTE,8.183333333333334,True,2026-05
CALL0000005445,SUB00002368,CELL000081,2026-05-06 15:30:00,52.0,MO,Dropped,False,switch,2026-05-06,CUST00003779,PLN005,DEV0001940,Midwest,SITE00018,4G LTE,0.8666666666666667,True,2026-05
CALL0000005446,SUB00002152,CELL000193,2026-04-09 13:34:00,22.0,MO,Dropped,False,switch,2026-04-09,CUST00003267,PLN003,DEV0001912,Northeast,SITE00046,4G LTE,0.36666666666666664,True,2026-04
CALL0000005452,SUB00001805,CELL000020,2026-04-01 11:22:00,55.0,MO,Dropped,True,switch,2026-04-01,CUST00003246,PLN002,DEV0002215,Southwest,SITE00004,4G LTE,0.9166666666666666,True,2026-04
CALL0000005460,SUB00003494,CELL000199,2026-05-25 15:13:00,135.0,MO,Dropped,False,switch,2026-05-25,CUST00002765,PLN020,DEV0000806,Southwest,SITE00047,5G NR,2.25,True,2026-05
CALL0000005464,SUB00003433,CELL000118,2026-04-26 14:11:00,43.0,MT,Dropped,False,switch,2026-04-26,CUST00000379,PLN010,DEV0002374,Midwest,SITE00028,4G LTE,0.7166666666666667,True,2026-04
CALL0000005469,SUB00004804,CELL000128,2026-05-12 04:09:00,100.0,MO,Dropped,False,switch,2026-05-12,CUST00003461,PLN013,DEV0000703,Southwest,SITE00030,4G LTE,1.6666666666666667,True,2026-05
CALL0000005474,SUB00003904,CELL000130,2026-05-04 22:17:00,107.0,MO,Dropped,False,switch,2026-05-04,CUST00001690,PLN011,DEV0002233,Midwest,SITE00031,4G LTE,1.7833333333333334,True,2026-05
CALL0000005475,SUB00003686,CELL000243,2026-05-10 08:45:00,363.0,MO,Dropped,False,switch,2026-05-10,CUST00003962,PLN012,DEV0000724,Southwest,SITE00056,5G NR,6.05,True,2026-05
CALL0000005481,SUB00000932,CELL000005,2026-05-31 13:26:00,1.0,MT,Dropped,False,switch,2026-05-31,CUST00004045,PLN019,DEV0001215,West,SITE00001,5G NR,0.016666666666666666,True,2026-05
CALL0000005503,SUB00000044,CELL000199,2026-04-10 11:32:00,85.0,MO,Dropped,False,switch,2026-04-10,CUST00002993,PLN009,DEV0001548,Midwest,SITE00047,5G NR,1.4166666666666667,True,2026-04
CALL0000005513,SUB00004279,CELL000180,2026-04-01 17:04:00,72.0,MO,Dropped,False,switch,2026-04-01,CUST00003989,PLN006,DEV0001006,West,SITE00043,4G LTE,1.2,True,2026-04
CALL0000005516,SUB00004376,CELL000096,2026-05-14 10:54:00,212.0,MO,Dropped,True,switch,2026-05-14,CUST00000696,PLN001,DEV0001947,Northeast,SITE00022,5G NR,3.533333333333333,True,2026-05
CALL0000005518,SUB00004091,CELL000214,2026-05-28 21:57:00,454.0,MT,Dropped,False,switch,2026-05-28,CUST00000096,PLN013,DEV0001326,West,SITE00050,4G LTE,7.566666666666666,True,2026-05
CALL0000005538,SUB00004519,CELL000199,2026-04-20 13:22:00,571.0,MT,Dropped,False,switch,2026-04-20,CUST00002773,PLN012,DEV0000231,Southeast,SITE00047,5G NR,9.516666666666667,True,2026-04
CALL0000005568,SUB00004088,CELL000059,2026-04-13 19:41:00,114.0,MT,Dropped,True,switch,2026-04-13,CUST00000991,PLN001,DEV0002423,Northeast,SITE00013,4G LTE,1.9,True,2026-04
CALL0000005571,SUB00003205,CELL000092,2026-04-04 00:29:00,95.0,MO,Dropped,False,switch,2026-04-04,CUST00000992,PLN015,DEV0002386,Midwest,SITE00021,5G NR,1.5833333333333333,True,2026-04
CALL0000005586,SUB00004112,CELL000190,2026-04-21 08:13:00,101.0,MT,Dropped,False,switch,2026-04-21,CUST00001620,PLN018,DEV0001588,Southeast,SITE00045,4G LTE,1.6833333333333333,True,2026-04
CALL0000005595,SUB00001471,CELL000093,2026-05-12 13:37:00,148.0,MO,Dropped,True,switch,2026-05-12,CUST00002444,PLN005,DEV0002158,Southwest,SITE00021,5G NR,2.466666666666667,True,2026-05
CALL0000005612,SUB00004559,CELL000014,2026-05-18 15:26:00,46.0,MT,Dropped,False,switch,2026-05-18,CUST00004348,PLN019,DEV0001510,Southwest,SITE00003,4G LTE,0.7666666666666667,True,2026-05
CALL0000005616,SUB00000056,CELL000177,2026-05-16 08:44:00,460.0,MO,Dropped,False,switch,2026-05-16,CUST00002839,PLN016,DEV0002320,Midwest,SITE00042,5G NR,7.666666666666667,True,2026-05
CALL0000005618,SUB00003675,CELL000090,2026-04-29 00:01:00,27.0,MT,Dropped,False,switch,2026-04-29,CUST00001643,PLN003,DEV0001164,West,SITE00020,4G LTE,0.45,True,2026-04
CALL0000005621,SUB00001704,CELL000084,2026-04-22 20:16:00,80.0,MO,Dropped,False,switch,2026-04-22,CUST00000947,PLN014,DEV0000496,West,SITE00019,5G NR,1.3333333333333333,True,2026-04
CALL0000005625,SUB00003714,CELL000072,2026-05-09 22:08:00,36.0,MT,Dropped,False,switch,2026-05-09,CUST00003293,PLN005,DEV0001344,Midwest,SITE00017,5G NR,0.6,True,2026-05
CALL0000005635,SUB00002857,CELL000037,2026-05-22 09:56:00,25.0,MT,Dropped,True,switch,2026-05-22,CUST00003359,PLN013,DEV0001036,Midwest,SITE00008,4G LTE,0.4166666666666667,True,2026-05
CALL0000005640,SUB00001310,CELL000164,2026-04-26 13:39:00,77.0,MT,Dropped,True,switch,2026-04-26,CUST00001967,PLN001,DEV0001865,Southeast,SITE00038,5G NR,1.2833333333333334,True,2026-04
CALL0000005651,SUB00003706,CELL000059,2026-04-05 22:49:00,54.0,MT,Dropped,False,switch,2026-04-05,CUST00001612,PLN006,DEV0001201,Southwest,SITE00013,4G LTE,0.9,True,2026-04
CALL0000005653,SUB00003227,CELL000201,2026-04-24 18:14:00,145.0,MT,Dropped,False,switch,2026-04-24,CUST00002722,PLN016,DEV0000250,Southeast,SITE00048,5G NR,2.4166666666666665,True,2026-04
CALL0000005655,SUB00001648,CELL000077,2026-04-16 19:40:00,125.0,MO,Dropped,False,switch,2026-04-16,CUST00004261,PLN009,DEV0002117,Southeast,SITE00018,4G LTE,2.0833333333333335,True,2026-04
CALL0000005682,SUB00002912,CELL000209,2026-04-01 02:03:00,222.0,MO,Dropped,False,switch,2026-04-01,CUST00000332,PLN018,DEV0001258,Midwest,SITE00049,5G NR,3.7,True,2026-04
CALL0000005687,SUB00001708,CELL000050,2026-04-07 10:26:00,45.0,MO,Dropped,False,switch,2026-04-07,CUST00003801,PLN019,DEV0001768,Southeast,SITE00011,4G LTE,0.75,True,2026-04
CALL0000005701,SUB00001399,CELL000126,2026-05-27 20:39:00,255.0,MO,Dropped,False,switch,2026-05-27,CUST00000935,PLN010,DEV0001904,Northeast,SITE00030,4G LTE,4.25,True,2026-05
CALL0000005703,SUB00002319,CELL000211,2026-05-20 06:34:00,306.0,MO,Dropped,True,switch,2026-05-20,CUST00000764,PLN011,DEV0001287,Southeast,SITE00050,4G LTE,5.1,True,2026-05
CALL0000005704,SUB00004250,CELL000185,2026-04-07 02:33:00,39.0,MO,Dropped,False,switch,2026-04-07,CUST00001869,PLN017,DEV0001736,Southwest,SITE00043,4G LTE,0.65,True,2026-04
CALL0000005721,SUB00004827,CELL000235,2026-05-05 13:15:00,210.0,MT,Dropped,True,switch,2026-05-05,CUST00001418,PLN010,DEV0000785,Midwest,SITE00055,4G LTE,3.5,True,2026-05
CALL0000005732,SUB00004491,CELL000236,2026-05-24 22:07:00,51.0,MT,Dropped,False,switch,2026-05-24,CUST00001137,PLN009,DEV0002304,Midwest,SITE00055,5G NR,0.85,True,2026-05
CALL0000005737,SUB00001809,CELL000095,2026-04-17 14:35:00,51.0,MT,Dropped,False,switch,2026-04-17,CUST00002465,PLN011,DEV0001988,Northeast,SITE00022,4G LTE,0.85,True,2026-04
CALL0000005741,SUB00002444,CELL000042,2026-04-22 13:38:00,87.0,MO,Dropped,False,switch,2026-04-22,CUST00000784,PLN001,DEV0000804,Northeast,SITE00009,4G LTE,1.45,True,2026-04
CALL0000005775,SUB00000178,CELL000051,2026-04-18 14:03:00,52.0,MO,Dropped,False,switch,2026-04-18,CUST00003202,PLN008,DEV0001777,Midwest,SITE00011,5G NR,0.8666666666666667,True,2026-04
CALL0000005779,SUB00000684,CELL000177,2026-05-27 15:04:00,89.0,MO,Dropped,False,switch,2026-05-27,CUST00000756,PLN018,DEV0001671,Midwest,SITE00042,5G NR,1.4833333333333334,True,2026-05
