invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status,amount_paid,last_payment_date,open_amount,days_past_due,past_due_flag
INV500001490,SUB00001490,2026-05-01,2026-05-28,2026-06-15,83.22,22.03,11.01,6.12,122.39,Cancelled,122.39,2026-06-07,0.0,0,False
INV400001491,SUB00001491,2026-04-01,2026-04-28,2026-05-16,118.18,31.28,15.64,8.69,173.8,Open,86.9,2026-05-16,86.9,30,True
INV500001491,SUB00001491,2026-05-01,2026-05-28,2026-06-15,137.95,36.52,18.26,10.14,202.86,Cancelled,0.0,,202.86,0,False
INV400001492,SUB00001492,2026-04-01,2026-04-28,2026-05-16,175.08,46.35,23.17,12.87,257.47,Paid,0.0,,257.47,30,True
INV500001492,SUB00001492,2026-05-01,2026-05-28,2026-06-15,131.92,34.92,17.46,9.7,194.0,Cancelled,194.0,2026-07-02,0.0,0,False
INV400001493,SUB00001493,2026-04-01,2026-04-28,2026-05-16,84.38,22.33,11.17,6.2,124.08,Past Due,93.06,2026-05-08,31.019999999999996,30,True
INV500001493,SUB00001493,2026-05-01,2026-05-28,2026-06-15,25.59,6.78,3.39,1.88,37.64,Cancelled,0.0,,37.64,0,False
INV400001494,SUB00001494,2026-04-01,2026-04-28,2026-05-16,106.24,28.12,14.06,7.81,156.23,Past Due,0.0,,156.23,30,True
INV500001494,SUB00001494,2026-05-01,2026-05-28,2026-06-15,67.5,17.87,8.93,4.96,99.27,Open,0.0,,99.27,0,False
INV400001495,SUB00001495,2026-04-01,2026-04-28,2026-05-16,61.19,16.2,8.1,4.5,89.98,Open,89.98,2026-05-08,0.0,30,False
INV500001495,SUB00001495,2026-05-01,2026-05-28,2026-06-15,167.91,44.45,22.22,12.35,246.92,Cancelled,185.19,2026-07-02,61.72999999999999,0,False
INV400001496,SUB00001496,2026-04-01,2026-04-28,2026-05-16,93.21,24.67,12.34,6.85,137.07,Past Due,0.0,,137.07,30,True
INV500001496,SUB00001496,2026-05-01,2026-05-28,2026-06-15,65.24,17.27,8.63,4.8,95.94,Past Due,71.96,2026-06-19,23.980000000000004,0,False
INV400001497,SUB00001497,2026-04-01,2026-04-28,2026-05-16,174.88,46.29,23.15,12.86,257.17,Past Due,257.17,2026-05-08,0.0,30,False
INV500001497,SUB00001497,2026-05-01,2026-05-28,2026-06-15,37.09,9.82,4.91,2.73,54.54,Open,0.0,,54.54,0,False
INV400001498,SUB00001498,2026-04-01,2026-04-28,2026-05-16,126.57,33.5,16.75,9.31,186.13,Open,139.6,2026-05-16,46.53,30,True
INV500001498,SUB00001498,2026-05-01,2026-05-28,2026-06-15,160.89,42.59,21.29,11.83,236.61,Open,236.61,2026-07-02,0.0,0,False
INV400001499,SUB00001499,2026-04-01,2026-04-28,2026-05-16,96.08,25.43,12.72,7.06,141.29,Open,0.0,,141.29,30,True
INV500001499,SUB00001499,2026-05-01,2026-05-28,2026-06-15,117.49,31.1,15.55,8.64,172.78,Past Due,0.0,,172.78,0,False
INV400001500,SUB00001500,2026-04-01,2026-04-28,2026-05-16,57.11,15.12,7.56,4.2,83.99,Open,62.99,2026-05-03,20.999999999999993,30,True
INV500001500,SUB00001500,2026-05-01,2026-05-28,2026-06-15,124.07,32.84,16.42,9.12,182.45,Past Due,0.0,,182.45,0,False
INV400001501,SUB00001501,2026-04-01,2026-04-28,2026-05-16,141.22,37.38,18.69,10.38,207.67,Paid,0.0,,207.67,30,True
INV500001501,SUB00001501,2026-05-01,2026-05-28,2026-06-15,152.24,40.3,20.15,11.19,223.88,Paid,223.88,2026-06-02,0.0,0,False
INV400001502,SUB00001502,2026-04-01,2026-04-28,2026-05-16,23.13,6.12,3.06,1.7,34.01,Open,17.0,2026-05-03,17.009999999999998,30,True
INV500001502,SUB00001502,2026-05-01,2026-05-28,2026-06-15,109.77,29.06,14.53,8.07,161.43,Cancelled,161.43,2026-06-15,0.0,0,False
INV400001503,SUB00001503,2026-04-01,2026-04-28,2026-05-16,164.96,43.67,21.83,12.13,242.59,Paid,0.0,,242.59,30,True
INV500001503,SUB00001503,2026-05-01,2026-05-28,2026-06-15,75.88,20.09,10.04,5.58,111.59,Paid,0.0,,111.59,0,False
INV400001504,SUB00001504,2026-04-01,2026-04-28,2026-05-16,104.99,27.79,13.9,7.72,154.4,Past Due,77.2,2026-05-16,77.2,30,True
INV500001504,SUB00001504,2026-05-01,2026-05-28,2026-06-15,59.81,15.83,7.92,4.4,87.95,Past Due,0.0,,87.95,0,False
INV400001505,SUB00001505,2026-04-01,2026-04-28,2026-05-16,76.76,20.32,10.16,5.64,112.88,Past Due,0.0,,112.88,30,True
INV500001505,SUB00001505,2026-05-01,2026-05-28,2026-06-15,151.7,40.16,20.08,11.15,223.09,Open,111.54,2026-06-19,111.55,0,False
INV400001506,SUB00001506,2026-04-01,2026-04-28,2026-05-16,34.68,9.18,4.59,2.55,50.99,Cancelled,0.0,,50.99,30,True
INV500001506,SUB00001506,2026-05-01,2026-05-28,2026-06-15,28.97,7.67,3.83,2.13,42.61,Paid,0.0,,42.61,0,False
INV400001507,SUB00001507,2026-04-01,2026-04-28,2026-05-16,77.82,20.6,10.3,5.72,114.44,Past Due,0.0,,114.44,30,True
INV500001507,SUB00001507,2026-05-01,2026-05-28,2026-06-15,115.99,30.7,15.35,8.53,170.58,Open,0.0,,170.58,0,False
INV400001508,SUB00001508,2026-04-01,2026-04-28,2026-05-16,156.32,41.38,20.69,11.49,229.88,Open,172.41,2026-05-03,57.47,30,True
INV500001508,SUB00001508,2026-05-01,2026-05-28,2026-06-15,68.38,18.1,9.05,5.03,100.56,Open,0.0,,100.56,0,False
INV400001509,SUB00001509,2026-04-01,2026-04-28,2026-05-16,145.98,38.64,19.32,10.73,214.68,Past Due,0.0,,214.68,30,True
INV500001509,SUB00001509,2026-05-01,2026-05-28,2026-06-15,76.34,20.21,10.1,5.61,112.27,Open,112.27,2026-07-02,0.0,0,False
INV400001510,SUB00001510,2026-04-01,2026-04-28,2026-05-16,56.58,14.98,7.49,4.16,83.2,Past Due,0.0,,83.2,30,True
INV500001510,SUB00001510,2026-05-01,2026-05-28,2026-06-15,32.92,8.71,4.36,2.42,48.41,Past Due,24.2,2026-06-15,24.209999999999997,0,False
INV400001511,SUB00001511,2026-04-01,2026-04-28,2026-05-16,106.68,28.24,14.12,7.84,156.88,Paid,156.88,2026-05-20,0.0,30,False
INV500001511,SUB00001511,2026-05-01,2026-05-28,2026-06-15,40.93,10.83,5.42,3.01,60.19,Paid,0.0,,60.19,0,False
INV400001512,SUB00001512,2026-04-01,2026-04-28,2026-05-16,162.05,42.9,21.45,11.92,238.31,Paid,0.0,,238.31,30,True
INV500001512,SUB00001512,2026-05-01,2026-05-28,2026-06-15,130.63,34.58,17.29,9.6,192.1,Open,0.0,,192.1,0,False
INV400001513,SUB00001513,2026-04-01,2026-04-28,2026-05-16,46.99,12.44,6.22,3.46,69.11,Past Due,34.55,2026-06-02,34.56,30,True
INV500001513,SUB00001513,2026-05-01,2026-05-28,2026-06-15,129.82,34.37,17.18,9.55,190.92,Past Due,190.92,2026-06-07,0.0,0,False
INV400001514,SUB00001514,2026-04-01,2026-04-28,2026-05-16,41.19,10.9,5.45,3.03,60.58,Paid,60.58,2026-05-20,0.0,30,False
INV500001514,SUB00001514,2026-05-01,2026-05-28,2026-06-15,171.72,45.45,22.73,12.63,252.52,Open,0.0,,252.52,0,False
INV400001515,SUB00001515,2026-04-01,2026-04-28,2026-05-16,109.76,29.05,14.53,8.07,161.4,Past Due,0.0,,161.4,30,True
INV500001515,SUB00001515,2026-05-01,2026-05-28,2026-06-15,53.17,14.07,7.04,3.91,78.19,Paid,0.0,,78.19,0,False
INV400001516,SUB00001516,2026-04-01,2026-04-28,2026-05-16,40.81,10.8,5.4,3.0,60.02,Past Due,60.02,2026-05-20,0.0,30,False
INV500001516,SUB00001516,2026-05-01,2026-05-28,2026-06-15,19.92,5.27,2.64,1.46,29.3,Open,0.0,,29.3,0,False
INV400001517,SUB00001517,2026-04-01,2026-04-28,2026-05-16,70.62,18.69,9.35,5.19,103.85,Open,103.85,2026-05-03,0.0,30,False
INV500001517,SUB00001517,2026-05-01,2026-05-28,2026-06-15,56.53,14.96,7.48,4.16,83.13,Past Due,0.0,,83.13,0,False
INV400001518,SUB00001518,2026-04-01,2026-04-28,2026-05-16,90.75,24.02,12.01,6.67,133.46,Past Due,133.46,2026-05-03,0.0,30,False
INV500001518,SUB00001518,2026-05-01,2026-05-28,2026-06-15,96.08,25.43,12.72,7.06,141.29,Past Due,105.97,2026-06-19,35.31999999999999,0,False
INV400001519,SUB00001519,2026-04-01,2026-04-28,2026-05-16,90.02,23.83,11.91,6.62,132.39,Past Due,0.0,,132.39,30,True
INV500001519,SUB00001519,2026-05-01,2026-05-28,2026-06-15,76.61,20.28,10.14,5.63,112.66,Open,0.0,,112.66,0,False
INV400001520,SUB00001520,2026-04-01,2026-04-28,2026-05-16,108.44,28.71,14.35,7.97,159.48,Open,0.0,,159.48,30,True
INV500001520,SUB00001520,2026-05-01,2026-05-28,2026-06-15,123.29,32.64,16.32,9.07,181.31,Open,181.31,2026-06-19,0.0,0,False
INV400001521,SUB00001521,2026-04-01,2026-04-28,2026-05-16,175.8,46.54,23.27,12.93,258.53,Paid,129.27,2026-05-20,129.25999999999996,30,True
INV500001521,SUB00001521,2026-05-01,2026-05-28,2026-06-15,49.9,13.21,6.6,3.67,73.38,Open,36.69,2026-07-02,36.69,0,False
INV400001522,SUB00001522,2026-04-01,2026-04-28,2026-05-16,173.87,46.03,23.01,12.78,255.7,Paid,255.7,2026-05-03,0.0,30,False
INV500001522,SUB00001522,2026-05-01,2026-05-28,2026-06-15,34.79,9.21,4.6,2.56,51.16,Open,0.0,,51.16,0,False
INV400001523,SUB00001523,2026-04-01,2026-04-28,2026-05-16,95.42,25.26,12.63,7.02,140.33,Open,105.25,2026-05-08,35.08000000000001,30,True
INV500001523,SUB00001523,2026-05-01,2026-05-28,2026-06-15,66.8,17.68,8.84,4.91,98.23,Cancelled,0.0,,98.23,0,False
INV400001524,SUB00001524,2026-04-01,2026-04-28,2026-05-16,98.32,26.03,13.01,7.23,144.59,Open,0.0,,144.59,30,True
INV500001524,SUB00001524,2026-05-01,2026-05-28,2026-06-15,109.64,29.02,14.51,8.06,161.23,Open,0.0,,161.23,0,False
INV400001525,SUB00001525,2026-04-01,2026-04-28,2026-05-16,147.48,39.04,19.52,10.84,216.88,Past Due,216.88,2026-05-08,0.0,30,False
INV500001525,SUB00001525,2026-05-01,2026-05-28,2026-06-15,38.2,10.11,5.06,2.81,56.18,Paid,0.0,,56.18,0,False
INV400001526,SUB00001526,2026-04-01,2026-04-28,2026-05-16,156.53,41.43,20.72,11.51,230.19,Open,230.19,2026-05-03,0.0,30,False
INV500001526,SUB00001526,2026-05-01,2026-05-28,2026-06-15,74.7,19.77,9.89,5.49,109.86,Cancelled,109.86,2026-06-07,0.0,0,False
INV400001527,SUB00001527,2026-04-01,2026-04-28,2026-05-16,48.66,12.88,6.44,3.58,71.56,Paid,0.0,,71.56,30,True
INV500001527,SUB00001527,2026-05-01,2026-05-28,2026-06-15,86.86,22.99,11.5,6.39,127.73,Open,63.86,2026-06-02,63.870000000000005,0,False
INV400001528,SUB00001528,2026-04-01,2026-04-28,2026-05-16,170.41,45.11,22.55,12.53,250.61,Open,125.3,2026-05-03,125.31000000000002,30,True
INV500001528,SUB00001528,2026-05-01,2026-05-28,2026-06-15,28.0,7.41,3.71,2.06,41.18,Open,0.0,,41.18,0,False
INV400001529,SUB00001529,2026-04-01,2026-04-28,2026-05-16,29.0,7.68,3.84,2.13,42.65,Open,0.0,,42.65,30,True
INV500001529,SUB00001529,2026-05-01,2026-05-28,2026-06-15,87.82,23.25,11.62,6.46,129.15,Open,0.0,,129.15,0,False
INV400001530,SUB00001530,2026-04-01,2026-04-28,2026-05-16,23.77,6.29,3.15,1.75,34.95,Open,34.95,2026-05-16,0.0,30,False
INV500001530,SUB00001530,2026-05-01,2026-05-28,2026-06-15,71.23,18.85,9.43,5.24,104.75,Open,0.0,,104.75,0,False
INV400001531,SUB00001531,2026-04-01,2026-04-28,2026-05-16,58.69,15.54,7.77,4.32,86.31,Open,0.0,,86.31,30,True
INV500001531,SUB00001531,2026-05-01,2026-05-28,2026-06-15,164.53,43.55,21.78,12.1,241.96,Open,0.0,,241.96,0,False
INV400001532,SUB00001532,2026-04-01,2026-04-28,2026-05-16,100.31,26.55,13.28,7.38,147.52,Open,0.0,,147.52,30,True
INV500001532,SUB00001532,2026-05-01,2026-05-28,2026-06-15,148.96,39.43,19.71,10.95,219.05,Open,0.0,,219.05,0,False
INV400001533,SUB00001533,2026-04-01,2026-04-28,2026-05-16,96.55,25.56,12.78,7.1,141.98,Open,0.0,,141.98,30,True
INV500001533,SUB00001533,2026-05-01,2026-05-28,2026-06-15,123.15,32.6,16.3,9.06,181.1,Paid,0.0,,181.1,0,False
INV400001534,SUB00001534,2026-04-01,2026-04-28,2026-05-16,41.47,10.98,5.49,3.05,60.98,Open,0.0,,60.98,30,True
INV500001534,SUB00001534,2026-05-01,2026-05-28,2026-06-15,163.1,43.17,21.59,11.99,239.85,Past Due,0.0,,239.85,0,False
INV400001535,SUB00001535,2026-04-01,2026-04-28,2026-05-16,60.51,16.02,8.01,4.45,88.98,Paid,0.0,,88.98,30,True
INV500001535,SUB00001535,2026-05-01,2026-05-28,2026-06-15,99.73,26.4,13.2,7.33,146.66,Past Due,0.0,,146.66,0,False
INV400001536,SUB00001536,2026-04-01,2026-04-28,2026-05-16,101.82,26.95,13.48,7.49,149.74,Open,0.0,,149.74,30,True
INV500001536,SUB00001536,2026-05-01,2026-05-28,2026-06-15,45.0,11.91,5.96,3.31,66.18,Past Due,0.0,,66.18,0,False
INV400001537,SUB00001537,2026-04-01,2026-04-28,2026-05-16,162.01,42.88,21.44,11.91,238.24,Open,178.68,2026-05-20,59.56,30,True
INV500001537,SUB00001537,2026-05-01,2026-05-28,2026-06-15,114.0,30.18,15.09,8.38,167.65,Paid,167.65,2026-06-19,0.0,0,False
INV400001538,SUB00001538,2026-04-01,2026-04-28,2026-05-16,76.36,20.21,10.11,5.61,112.3,Open,0.0,,112.3,30,True
INV500001538,SUB00001538,2026-05-01,2026-05-28,2026-06-15,29.94,7.93,3.96,2.2,44.04,Paid,0.0,,44.04,0,False
INV400001539,SUB00001539,2026-04-01,2026-04-28,2026-05-16,171.33,45.35,22.68,12.6,251.96,Paid,0.0,,251.96,30,True
INV500001539,SUB00001539,2026-05-01,2026-05-28,2026-06-15,38.98,10.32,5.16,2.87,57.33,Cancelled,57.33,2026-06-19,0.0,0,False
INV400001540,SUB00001540,2026-04-01,2026-04-28,2026-05-16,133.57,35.36,17.68,9.82,196.43,Cancelled,0.0,,196.43,30,True
INV500001540,SUB00001540,2026-05-01,2026-05-28,2026-06-15,42.28,11.19,5.6,3.11,62.18,Past Due,0.0,,62.18,0,False
INV400001541,SUB00001541,2026-04-01,2026-04-28,2026-05-16,152.5,40.37,20.18,11.21,224.26,Open,224.26,2026-06-02,0.0,30,False
INV500001541,SUB00001541,2026-05-01,2026-05-28,2026-06-15,37.65,9.97,4.98,2.77,55.37,Paid,0.0,,55.37,0,False
INV400001542,SUB00001542,2026-04-01,2026-04-28,2026-05-16,102.76,27.2,13.6,7.56,151.12,Past Due,0.0,,151.12,30,True
INV500001542,SUB00001542,2026-05-01,2026-05-28,2026-06-15,38.52,10.2,5.1,2.83,56.65,Past Due,0.0,,56.65,0,False
INV400001543,SUB00001543,2026-04-01,2026-04-28,2026-05-16,120.35,31.86,15.93,8.85,176.99,Open,0.0,,176.99,30,True
INV500001543,SUB00001543,2026-05-01,2026-05-28,2026-06-15,54.86,14.52,7.26,4.03,80.67,Open,60.5,2026-06-15,20.17,0,False
INV400001544,SUB00001544,2026-04-01,2026-04-28,2026-05-16,79.11,20.94,10.47,5.82,116.34,Open,0.0,,116.34,30,True
INV500001544,SUB00001544,2026-05-01,2026-05-28,2026-06-15,85.91,22.74,11.37,6.32,126.34,Cancelled,126.34,2026-06-15,0.0,0,False
INV400001545,SUB00001545,2026-04-01,2026-04-28,2026-05-16,42.69,11.3,5.65,3.14,62.79,Open,62.79,2026-05-08,0.0,30,False
INV500001545,SUB00001545,2026-05-01,2026-05-28,2026-06-15,33.59,8.89,4.45,2.47,49.4,Open,49.4,2026-07-02,0.0,0,False
INV400001546,SUB00001546,2026-04-01,2026-04-28,2026-05-16,59.89,15.85,7.93,4.4,88.07,Past Due,0.0,,88.07,30,True
INV500001546,SUB00001546,2026-05-01,2026-05-28,2026-06-15,156.72,41.49,20.74,11.52,230.48,Open,230.48,2026-06-07,0.0,0,False
INV400001547,SUB00001547,2026-04-01,2026-04-28,2026-05-16,53.87,14.26,7.13,3.96,79.22,Past Due,79.22,2026-05-20,0.0,30,False
INV500001547,SUB00001547,2026-05-01,2026-05-28,2026-06-15,137.1,36.29,18.15,10.08,201.62,Cancelled,0.0,,201.62,0,False
INV400001548,SUB00001548,2026-04-01,2026-04-28,2026-05-16,13.71,3.63,1.81,1.01,20.16,Cancelled,20.16,2026-05-03,0.0,30,False
INV500001548,SUB00001548,2026-05-01,2026-05-28,2026-06-15,120.69,31.95,15.97,8.87,177.49,Open,133.12,2026-06-15,44.370000000000005,0,False
INV400001549,SUB00001549,2026-04-01,2026-04-28,2026-05-16,134.91,35.71,17.86,9.92,198.39,Paid,0.0,,198.39,30,True
INV500001549,SUB00001549,2026-05-01,2026-05-28,2026-06-15,86.26,22.83,11.42,6.34,126.85,Past Due,126.85,2026-06-07,0.0,0,False
INV400001550,SUB00001550,2026-04-01,2026-04-28,2026-05-16,110.09,29.14,14.57,8.1,161.9,Open,0.0,,161.9,30,True
INV500001550,SUB00001550,2026-05-01,2026-05-28,2026-06-15,58.89,15.59,7.79,4.33,86.61,Past Due,0.0,,86.61,0,False
INV400001551,SUB00001551,2026-04-01,2026-04-28,2026-05-16,83.95,22.22,11.11,6.17,123.45,Open,61.73,2026-06-02,61.720000000000006,30,True
INV500001551,SUB00001551,2026-05-01,2026-05-28,2026-06-15,80.24,21.24,10.62,5.9,118.01,Paid,0.0,,118.01,0,False
INV400001552,SUB00001552,2026-04-01,2026-04-28,2026-05-16,99.94,26.45,13.23,7.35,146.97,Open,146.97,2026-05-16,0.0,30,False
INV500001552,SUB00001552,2026-05-01,2026-05-28,2026-06-15,102.76,27.2,13.6,7.56,151.12,Paid,151.12,2026-07-02,0.0,0,False
INV400001553,SUB00001553,2026-04-01,2026-04-28,2026-05-16,157.57,41.71,20.85,11.59,231.72,Cancelled,173.79,2026-05-08,57.93000000000001,30,True
INV500001553,SUB00001553,2026-05-01,2026-05-28,2026-06-15,123.56,32.71,16.35,9.09,181.71,Open,90.86,2026-06-15,90.85000000000001,0,False
INV400001554,SUB00001554,2026-04-01,2026-04-28,2026-05-16,167.25,44.27,22.14,12.3,245.96,Cancelled,184.47,2026-05-08,61.49000000000001,30,True
INV500001554,SUB00001554,2026-05-01,2026-05-28,2026-06-15,170.8,45.21,22.61,12.56,251.17,Paid,188.38,2026-06-07,62.78999999999999,0,False
INV400001555,SUB00001555,2026-04-01,2026-04-28,2026-05-16,174.51,46.19,23.1,12.83,256.63,Past Due,256.63,2026-05-20,0.0,30,False
INV500001555,SUB00001555,2026-05-01,2026-05-28,2026-06-15,44.3,11.73,5.86,3.26,65.14,Paid,32.57,2026-06-15,32.57,0,False
INV400001556,SUB00001556,2026-04-01,2026-04-28,2026-05-16,60.47,16.01,8.0,4.45,88.93,Open,88.93,2026-05-03,0.0,30,False
INV500001556,SUB00001556,2026-05-01,2026-05-28,2026-06-15,51.85,13.73,6.86,3.81,76.25,Cancelled,76.25,2026-06-07,0.0,0,False
INV400001557,SUB00001557,2026-04-01,2026-04-28,2026-05-16,83.44,22.09,11.04,6.14,122.7,Past Due,61.35,2026-05-08,61.35,30,True
INV500001557,SUB00001557,2026-05-01,2026-05-28,2026-06-15,117.03,30.98,15.49,8.61,172.1,Past Due,172.1,2026-06-19,0.0,0,False
INV400001558,SUB00001558,2026-04-01,2026-04-28,2026-05-16,38.52,10.2,5.1,2.83,56.64,Open,0.0,,56.64,30,True
INV500001558,SUB00001558,2026-05-01,2026-05-28,2026-06-15,101.47,26.86,13.43,7.46,149.22,Cancelled,0.0,,149.22,0,False
INV400001559,SUB00001559,2026-04-01,2026-04-28,2026-05-16,72.33,19.15,9.57,5.32,106.37,Open,0.0,,106.37,30,True
INV500001559,SUB00001559,2026-05-01,2026-05-28,2026-06-15,109.74,29.05,14.52,8.07,161.38,Paid,161.38,2026-06-15,0.0,0,False
INV400001560,SUB00001560,2026-04-01,2026-04-28,2026-05-16,98.29,26.02,13.01,7.23,144.55,Cancelled,0.0,,144.55,30,True
INV500001560,SUB00001560,2026-05-01,2026-05-28,2026-06-15,13.92,3.68,1.84,1.02,20.47,Open,0.0,,20.47,0,False
INV400001561,SUB00001561,2026-04-01,2026-04-28,2026-05-16,168.32,44.55,22.28,12.38,247.52,Past Due,0.0,,247.52,30,True
INV500001561,SUB00001561,2026-05-01,2026-05-28,2026-06-15,159.75,42.29,21.14,11.75,234.93,Paid,0.0,,234.93,0,False
INV400001562,SUB00001562,2026-04-01,2026-04-28,2026-05-16,15.15,4.01,2.01,1.11,22.28,Cancelled,0.0,,22.28,30,True
INV500001562,SUB00001562,2026-05-01,2026-05-28,2026-06-15,98.87,26.17,13.09,7.27,145.4,Paid,145.4,2026-07-02,0.0,0,False
INV400001563,SUB00001563,2026-04-01,2026-04-28,2026-05-16,113.58,30.06,15.03,8.35,167.02,Cancelled,167.02,2026-06-02,0.0,30,False
INV500001563,SUB00001563,2026-05-01,2026-05-28,2026-06-15,34.46,9.12,4.56,2.53,50.67,Cancelled,50.67,2026-06-07,0.0,0,False
INV400001564,SUB00001564,2026-04-01,2026-04-28,2026-05-16,162.01,42.89,21.44,11.91,238.26,Open,0.0,,238.26,30,True
INV500001564,SUB00001564,2026-05-01,2026-05-28,2026-06-15,123.57,32.71,16.36,9.09,181.73,Paid,0.0,,181.73,0,False
INV400001565,SUB00001565,2026-04-01,2026-04-28,2026-05-16,132.91,35.18,17.59,9.77,195.45,Cancelled,0.0,,195.45,30,True
INV500001565,SUB00001565,2026-05-01,2026-05-28,2026-06-15,123.55,32.7,16.35,9.08,181.69,Cancelled,181.69,2026-06-15,0.0,0,False
INV400001566,SUB00001566,2026-04-01,2026-04-28,2026-05-16,89.08,23.58,11.79,6.55,131.01,Open,65.5,2026-05-08,65.50999999999999,30,True
INV500001566,SUB00001566,2026-05-01,2026-05-28,2026-06-15,51.43,13.61,6.81,3.78,75.63,Open,0.0,,75.63,0,False
INV400001567,SUB00001567,2026-04-01,2026-04-28,2026-05-16,96.34,25.5,12.75,7.08,141.67,Open,0.0,,141.67,30,True
INV500001567,SUB00001567,2026-05-01,2026-05-28,2026-06-15,72.22,19.12,9.56,5.31,106.21,Cancelled,106.21,2026-06-07,0.0,0,False
INV400001568,SUB00001568,2026-04-01,2026-04-28,2026-05-16,91.7,24.27,12.14,6.74,134.85,Paid,0.0,,134.85,30,True
INV500001568,SUB00001568,2026-05-01,2026-05-28,2026-06-15,47.31,12.52,6.26,3.48,69.57,Past Due,52.18,2026-07-02,17.389999999999993,0,False
INV400001569,SUB00001569,2026-04-01,2026-04-28,2026-05-16,136.14,36.04,18.02,10.01,200.21,Paid,0.0,,200.21,30,True
INV500001569,SUB00001569,2026-05-01,2026-05-28,2026-06-15,143.82,38.07,19.04,10.58,211.5,Open,211.5,2026-06-02,0.0,0,False
INV400001570,SUB00001570,2026-04-01,2026-04-28,2026-05-16,163.32,43.23,21.62,12.01,240.17,Open,240.17,2026-05-20,0.0,30,False
INV500001570,SUB00001570,2026-05-01,2026-05-28,2026-06-15,18.54,4.91,2.45,1.36,27.26,Past Due,0.0,,27.26,0,False
INV400001571,SUB00001571,2026-04-01,2026-04-28,2026-05-16,41.65,11.03,5.51,3.06,61.25,Open,30.63,2026-05-20,30.62,30,True
INV500001571,SUB00001571,2026-05-01,2026-05-28,2026-06-15,113.37,30.01,15.0,8.34,166.72,Open,166.72,2026-06-07,0.0,0,False
INV400001572,SUB00001572,2026-04-01,2026-04-28,2026-05-16,43.83,11.6,5.8,3.22,64.45,Open,0.0,,64.45,30,True
INV500001572,SUB00001572,2026-05-01,2026-05-28,2026-06-15,173.49,45.92,22.96,12.76,255.14,Paid,0.0,,255.14,0,False
INV400001573,SUB00001573,2026-04-01,2026-04-28,2026-05-16,133.73,35.4,17.7,9.83,196.66,Open,196.66,2026-05-03,0.0,30,False
INV500001573,SUB00001573,2026-05-01,2026-05-28,2026-06-15,162.73,43.07,21.54,11.97,239.3,Open,239.3,2026-07-02,0.0,0,False
INV400001574,SUB00001574,2026-04-01,2026-04-28,2026-05-16,160.37,42.45,21.23,11.79,235.84,Cancelled,0.0,,235.84,30,True
INV500001574,SUB00001574,2026-05-01,2026-05-28,2026-06-15,162.98,43.14,21.57,11.98,239.68,Past Due,0.0,,239.68,0,False
INV400001575,SUB00001575,2026-04-01,2026-04-28,2026-05-16,82.22,21.76,10.88,6.05,120.91,Past Due,0.0,,120.91,30,True
INV500001575,SUB00001575,2026-05-01,2026-05-28,2026-06-15,110.42,29.23,14.61,8.12,162.38,Past Due,0.0,,162.38,0,False
INV400001576,SUB00001576,2026-04-01,2026-04-28,2026-05-16,174.17,46.1,23.05,12.81,256.13,Open,0.0,,256.13,30,True
INV500001576,SUB00001576,2026-05-01,2026-05-28,2026-06-15,14.62,3.87,1.93,1.07,21.5,Open,0.0,,21.5,0,False
INV400001577,SUB00001577,2026-04-01,2026-04-28,2026-05-16,160.0,42.35,21.18,11.76,235.3,Open,0.0,,235.3,30,True
INV500001577,SUB00001577,2026-05-01,2026-05-28,2026-06-15,116.13,30.74,15.37,8.54,170.77,Open,85.39,2026-07-02,85.38000000000001,0,False
INV400001578,SUB00001578,2026-04-01,2026-04-28,2026-05-16,36.13,9.56,4.78,2.66,53.13,Cancelled,53.13,2026-05-20,0.0,30,False
INV500001578,SUB00001578,2026-05-01,2026-05-28,2026-06-15,75.65,20.02,10.01,5.56,111.25,Cancelled,0.0,,111.25,0,False
INV400001579,SUB00001579,2026-04-01,2026-04-28,2026-05-16,56.35,14.91,7.46,4.14,82.86,Open,0.0,,82.86,30,True
INV500001579,SUB00001579,2026-05-01,2026-05-28,2026-06-15,126.66,33.53,16.76,9.31,186.26,Paid,0.0,,186.26,0,False
INV400001580,SUB00001580,2026-04-01,2026-04-28,2026-05-16,65.71,17.39,8.7,4.83,96.64,Open,72.48,2026-05-03,24.159999999999997,30,True
INV500001580,SUB00001580,2026-05-01,2026-05-28,2026-06-15,70.53,18.67,9.33,5.19,103.72,Cancelled,103.72,2026-06-07,0.0,0,False
INV400001581,SUB00001581,2026-04-01,2026-04-28,2026-05-16,33.96,8.99,4.49,2.5,49.94,Open,0.0,,49.94,30,True
INV500001581,SUB00001581,2026-05-01,2026-05-28,2026-06-15,24.83,6.57,3.29,1.83,36.51,Paid,0.0,,36.51,0,False
INV400001582,SUB00001582,2026-04-01,2026-04-28,2026-05-16,159.13,42.12,21.06,11.7,234.01,Paid,0.0,,234.01,30,True
INV500001582,SUB00001582,2026-05-01,2026-05-28,2026-06-15,157.88,41.79,20.9,11.61,232.17,Cancelled,0.0,,232.17,0,False
INV400001583,SUB00001583,2026-04-01,2026-04-28,2026-05-16,131.34,34.77,17.38,9.66,193.14,Paid,0.0,,193.14,30,True
INV500001583,SUB00001583,2026-05-01,2026-05-28,2026-06-15,52.24,13.83,6.91,3.84,76.82,Past Due,76.82,2026-06-07,0.0,0,False
