associate_id,store_id,role,hire_date,employment_status,_loaded_at_utc,_source_file
ASC000229,STR0005,Store Manager,2022-05-25,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000230,STR0025,Customer Service,2022-01-01,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000231,STR0001,Customer Service,2020-11-30,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000232,STR0017,Stock Associate,2017-07-23,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000233,STR0003,Cashier,2023-05-24,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000234,STR0021,Store Manager,2021-09-22,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000235,STR0017,Cashier,2022-04-28,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000236,STR0023,Customer Service,2024-01-03,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000237,STR0012,Stock Associate,2023-05-08,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000238,STR0013,Cashier,2025-08-08,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000239,STR0007,Cashier,2024-08-11,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000240,STR0004,Cashier,2018-06-28,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000241,STR0014,Customer Service,2021-09-23,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000242,STR0007,Stock Associate,2022-09-12,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000243,STR0006,Department Lead,2019-12-02,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000244,STR0012,Customer Service,2020-12-10,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000245,STR0009,Customer Service,2021-12-14,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000246,STR0009,Customer Service,2024-05-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000247,STR0014,Store Manager,2021-07-19,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000248,STR0022,Department Lead,2025-12-07,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000249,STR0003,Department Lead,2017-06-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000250,STR0017,Store Manager,2019-09-01,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000251,STR0022,Customer Service,2019-04-12,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000252,STR0014,Department Lead,2023-09-28,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000253,STR0002,Customer Service,2025-11-06,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000254,STR0001,Stock Associate,2017-10-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000255,STR0007,Stock Associate,2023-06-11,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000256,STR0006,Store Manager,2021-06-25,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000257,STR0008,Cashier,2022-07-10,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000258,STR0009,Department Lead,2023-08-05,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000259,STR0002,Store Manager,2020-08-12,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000260,STR0019,Department Lead,2022-12-26,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000261,STR0003,Stock Associate,2022-10-16,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000262,STR0016,Cashier,2017-12-13,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000263,STR0007,Stock Associate,2025-10-06,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000264,STR0003,Store Manager,2018-10-18,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000265,STR0008,Cashier,2017-07-04,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000266,STR0014,Store Manager,2018-03-31,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000267,STR0016,Store Manager,2019-11-01,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000268,STR0021,Stock Associate,2021-02-03,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000269,STR0002,Customer Service,2021-06-26,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000270,STR0007,Cashier,2020-03-12,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000271,STR0006,Customer Service,2026-04-09,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000272,STR0024,Customer Service,2023-01-05,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000273,STR0016,Customer Service,2019-05-19,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000274,STR0015,Cashier,2025-07-11,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000275,STR0004,Stock Associate,2024-06-01,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000276,STR0023,Department Lead,2025-01-11,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000277,STR0008,Department Lead,2018-11-13,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000278,STR0022,Department Lead,2025-05-18,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000279,STR0019,Stock Associate,2021-03-18,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000280,STR0004,Cashier,2026-02-10,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000281,STR0023,Customer Service,2021-10-22,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000282,STR0020,Cashier,2023-03-01,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000283,STR0016,Department Lead,2021-08-19,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000284,STR0020,Customer Service,2019-03-17,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000285,STR0007,Cashier,2019-06-18,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000286,STR0025,Customer Service,2017-01-24,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000287,STR0004,Customer Service,2022-11-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000288,STR0001,Department Lead,2018-10-30,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000289,STR0024,Stock Associate,2024-07-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000290,STR0002,Stock Associate,2025-06-08,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000291,STR0019,Store Manager,2019-03-22,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000292,STR0019,Stock Associate,2023-04-01,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000293,STR0014,Customer Service,2025-09-17,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000294,STR0006,Department Lead,2020-02-12,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000295,STR0020,Store Manager,2024-08-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000296,STR0013,Store Manager,2019-09-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000297,STR0018,Customer Service,2021-07-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000298,STR0008,Cashier,2019-02-14,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000299,STR0001,Stock Associate,2021-12-16,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000300,STR0011,Cashier,2019-08-21,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000301,STR0002,Cashier,2024-12-29,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000302,STR0003,Cashier,2018-12-11,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000303,STR0008,Department Lead,2024-07-17,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000304,STR0002,Department Lead,2024-08-26,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000305,STR0006,Cashier,2025-01-20,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000306,STR0001,Store Manager,2025-07-27,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000307,STR0001,Cashier,2017-09-11,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000308,STR0001,Store Manager,2020-08-02,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000309,STR0017,Store Manager,2022-01-15,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000310,STR0006,Store Manager,2025-06-13,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000311,STR0004,Stock Associate,2018-04-04,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000312,STR0023,Store Manager,2020-03-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000313,STR0012,Stock Associate,2022-03-12,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000314,STR0011,Store Manager,2021-01-07,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000315,STR0016,Customer Service,2022-08-26,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000316,STR0001,Customer Service,2017-09-22,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000317,STR0013,Customer Service,2018-09-07,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000318,STR0007,Store Manager,2022-09-15,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000319,STR0006,Department Lead,2021-12-31,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000320,STR0002,Customer Service,2018-11-10,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000321,STR0008,Cashier,2020-04-14,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000322,STR0007,Cashier,2018-07-27,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000323,STR0024,Cashier,2026-04-12,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000324,STR0023,Cashier,2024-05-23,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000325,STR0011,Store Manager,2023-11-04,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000326,STR0021,Store Manager,2020-05-16,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000327,STR0013,Customer Service,2019-01-22,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000328,STR0010,Store Manager,2023-03-08,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000329,STR0025,Cashier,2023-05-15,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000330,STR0017,Store Manager,2025-11-07,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000331,STR0016,Stock Associate,2020-06-29,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000332,STR0002,Department Lead,2025-10-05,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000333,STR0012,Customer Service,2021-11-05,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000334,STR0005,Stock Associate,2023-10-22,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000335,STR0010,Cashier,2019-01-22,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000336,STR0021,Department Lead,2024-12-04,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000337,STR0024,Store Manager,2017-02-21,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000338,STR0015,Customer Service,2017-07-26,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000339,STR0023,Department Lead,2020-12-06,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000340,STR0024,Department Lead,2023-08-16,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000341,STR0018,Store Manager,2022-12-10,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000342,STR0008,Store Manager,2023-11-15,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000343,STR0005,Cashier,2025-03-11,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000344,STR0003,Cashier,2018-02-22,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000345,STR0012,Cashier,2020-06-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000346,STR0003,Department Lead,2018-10-12,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000347,STR0021,Cashier,2021-06-30,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000348,STR0002,Stock Associate,2023-07-27,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000349,STR0009,Stock Associate,2021-07-18,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000350,STR0004,Customer Service,2019-01-08,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000351,STR0017,Customer Service,2025-08-28,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000352,STR0025,Department Lead,2025-12-27,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000353,STR0007,Store Manager,2022-08-12,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000354,STR0004,Stock Associate,2024-02-29,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000355,STR0003,Stock Associate,2017-01-16,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000356,STR0019,Department Lead,2025-12-04,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000357,STR0011,Store Manager,2024-09-15,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000358,STR0020,Customer Service,2025-03-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000359,STR0012,Stock Associate,2018-12-18,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000360,STR0001,Store Manager,2024-05-07,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000361,STR0008,Cashier,2017-12-16,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000362,STR0009,Department Lead,2020-01-09,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000363,STR0023,Customer Service,2021-02-07,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000364,STR0007,Store Manager,2020-05-03,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000365,STR0018,Cashier,2021-05-12,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000366,STR0008,Customer Service,2022-02-25,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000367,STR0011,Stock Associate,2019-08-17,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000368,STR0010,Stock Associate,2017-03-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000369,STR0022,Stock Associate,2018-02-26,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000370,STR0019,Customer Service,2025-05-10,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000371,STR0012,Cashier,2020-01-21,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000372,STR0013,Customer Service,2017-06-27,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000373,STR0024,Stock Associate,2025-04-10,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000374,STR0003,Cashier,2020-09-04,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000375,STR0015,Cashier,2024-09-25,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000376,STR0024,Stock Associate,2023-04-13,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000377,STR0024,Department Lead,2024-03-06,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000378,STR0016,Cashier,2019-08-08,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000379,STR0018,Customer Service,2025-07-21,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000380,STR0013,Customer Service,2020-08-28,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000381,STR0014,Stock Associate,2020-03-10,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000382,STR0020,Cashier,2020-07-19,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000383,STR0008,Cashier,2023-01-01,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000384,STR0014,Stock Associate,2020-09-18,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000385,STR0014,Stock Associate,2020-10-03,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000386,STR0018,Department Lead,2023-10-21,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000387,STR0013,Customer Service,2021-09-30,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000388,STR0010,Customer Service,2022-07-07,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000389,STR0017,Department Lead,2021-12-14,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000390,STR0022,Stock Associate,2024-06-11,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000391,STR0006,Cashier,2020-07-30,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000392,STR0008,Cashier,2021-12-29,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000393,STR0007,Store Manager,2024-10-03,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000394,STR0010,Store Manager,2018-01-01,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000395,STR0008,Customer Service,2025-05-21,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000396,STR0010,Store Manager,2026-03-30,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000397,STR0005,Department Lead,2020-05-24,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000398,STR0004,Department Lead,2022-03-26,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000399,STR0011,Customer Service,2026-01-21,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000400,STR0008,Store Manager,2022-11-16,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000401,STR0018,Stock Associate,2019-03-01,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000402,STR0010,Store Manager,2020-02-23,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000403,STR0018,Cashier,2024-12-28,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000404,STR0016,Store Manager,2025-03-27,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000405,STR0003,Customer Service,2018-01-27,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000406,STR0022,Department Lead,2022-01-19,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000407,STR0023,Store Manager,2020-01-28,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000408,STR0010,Stock Associate,2018-05-17,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000409,STR0006,Customer Service,2025-08-15,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000410,STR0023,Department Lead,2017-09-03,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000411,STR0014,Customer Service,2025-09-23,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000412,STR0015,Customer Service,2019-02-18,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000413,STR0001,Stock Associate,2023-01-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000414,STR0010,Cashier,2021-02-27,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000415,STR0015,Cashier,2018-02-28,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000416,STR0025,Store Manager,2019-07-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000417,STR0023,Customer Service,2019-08-11,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000418,STR0024,Store Manager,2024-04-15,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000419,STR0022,Stock Associate,2018-01-11,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000420,STR0025,Department Lead,2020-08-18,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000421,STR0003,Store Manager,2019-12-25,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000422,STR0013,Stock Associate,2025-02-02,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000423,STR0004,Stock Associate,2018-04-27,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000424,STR0021,Cashier,2025-08-15,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000425,STR0001,Customer Service,2022-10-17,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000426,STR0010,Customer Service,2021-11-08,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000427,STR0018,Department Lead,2021-11-06,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000428,STR0008,Department Lead,2020-11-17,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000429,STR0017,Store Manager,2026-04-24,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000430,STR0018,Store Manager,2020-08-24,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000431,STR0015,Department Lead,2021-10-22,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000432,STR0011,Cashier,2025-02-16,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000433,STR0010,Customer Service,2022-12-30,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000434,STR0002,Department Lead,2025-05-22,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000435,STR0013,Cashier,2022-10-01,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000436,STR0017,Cashier,2022-06-02,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000437,STR0013,Store Manager,2018-08-21,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000438,STR0015,Customer Service,2023-01-11,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000439,STR0010,Department Lead,2017-01-21,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000440,STR0025,Department Lead,2018-11-25,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000441,STR0024,Store Manager,2025-11-05,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000442,STR0005,Store Manager,2018-04-16,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000443,STR0022,Stock Associate,2020-12-25,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000444,STR0014,Cashier,2022-01-09,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000445,STR0009,Customer Service,2023-09-02,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000446,STR0006,Customer Service,2023-05-18,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000447,STR0011,Store Manager,2022-02-07,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000448,STR0012,Department Lead,2022-10-01,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000449,STR0006,Store Manager,2024-02-16,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000450,STR0021,Stock Associate,2022-06-13,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000451,STR0018,Store Manager,2025-09-26,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000452,STR0013,Store Manager,2019-02-11,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000453,STR0025,Store Manager,2021-05-05,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000454,STR0022,Cashier,2025-05-09,Leave,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000455,STR0008,Department Lead,2018-04-05,active ,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000456,STR0001,Department Lead,2022-03-21,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000457,STR0025,Store Manager,2017-09-04,Active,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
ASC000458,STR0008,Store Manager,2020-04-22,Terminated,2026-08-08T04:42:27.273965+00:00,data/raw/master/associates.csv
