payment_id,transaction_id,payment_method,payment_status,payment_amount,_loaded_at_utc,_source_file
PAY000002073,TXN000001973,Gift Card,Declined,432.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002074,TXN000001974,Mobile Pay,Reversed,74.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002075,TXN000001975,Cash,approved ,382.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002076,TXN000001976,credit card,Approved,115.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002077,TXN000001977,Gift Card,Approved,430.95,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002078,TXN000001978,Credit Card,Approved,489.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002079,TXN000001979,credit card,Reversed,263.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002080,TXN000001980,Mobile Pay,approved ,414.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002081,TXN000001981,credit card,approved ,225.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002082,TXN000001982,Credit Card,Approved,401.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002083,TXN000001983,Debit Card,Approved,261.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002084,TXN000001984,Debit Card,Approved,421.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002085,TXN000001985,Mobile Pay,Declined,404.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002086,TXN000001986,credit card,Reversed,464.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002087,TXN000001987,Cash,Declined,50.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002088,TXN000001988,credit card,Declined,263.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002089,TXN000001989,Debit Card,Declined,165.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002090,TXN000001990,Credit Card,Reversed,106.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002091,TXN000001990,Credit Card,Approved,18.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002092,TXN000001991,credit card,Approved,295.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002093,TXN000001992,credit card,Declined,159.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002094,TXN000001992,credit card,Approved,398.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002095,TXN000001993,Debit Card,Reversed,379.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002096,TXN000001994,Mobile Pay,Approved,219.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002097,TXN000001995,credit card,Declined,64.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002098,TXN000001996,credit card,Declined,366.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002099,TXN000001997,Debit Card,Declined,bad,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002100,TXN000001998,Debit Card,Reversed,185.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002101,TXN000001999,Credit Card,Approved,130.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002102,TXN000002000,credit card,approved ,167.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002103,TXN000002001,Debit Card,Reversed,435.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002104,TXN000002002,Debit Card,approved ,331.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002105,TXN000002003,Cash,Reversed,482.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002106,TXN000002004,Cash,Approved,178.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002107,TXN000002005,Credit Card,Approved,21.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002108,TXN000002006,Debit Card,Reversed,412.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002109,TXN000002007,Mobile Pay,Approved,45.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002110,TXN000002008,Debit Card,approved ,310.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002111,TXN000002009,Debit Card,Approved,137.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002112,TXN000002010,Mobile Pay,approved ,495.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002113,TXN000002011,Debit Card,Approved,359.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002114,TXN000002012,Cash,approved ,292.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002115,TXN000002013,Mobile Pay,approved ,205.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002116,TXN000002014,Gift Card,Approved,313.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002117,TXN000002015,Cash,Declined,439.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002118,TXN000002016,Debit Card,Reversed,491.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002119,TXN000002017,Mobile Pay,approved ,492.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002120,TXN000002018,Debit Card,Approved,256.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002121,TXN000002019,Gift Card,Declined,325.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002122,TXN000002020,Gift Card,Reversed,471.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002123,TXN000002021,Debit Card,Declined,296.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002124,TXN000002021,Debit Card,Approved,287.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002125,TXN000002022,credit card,Reversed,366.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002126,TXN000002023,Debit Card,Approved,162.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002127,TXN000002024,Debit Card,Approved,241.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002128,TXN000002025,Mobile Pay,approved ,332.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002129,TXN000002026,credit card,Declined,64.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002130,TXN000002027,Gift Card,Reversed,87.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002131,TXN000002028,Mobile Pay,Approved,385.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002132,TXN000002029,Gift Card,Approved,481.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002133,TXN000002030,Mobile Pay,Reversed,111.17,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002134,TXN000002031,Credit Card,Approved,157.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002135,TXN000002032,Gift Card,Approved,72.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002136,TXN000002033,credit card,Approved,428.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002137,TXN000002034,Gift Card,Approved,438.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002138,TXN000002035,Debit Card,Approved,6.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002139,TXN000002036,Credit Card,approved ,32.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002140,TXN000002037,Gift Card,approved ,110.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002141,TXN000002038,credit card,Approved,290.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002142,TXN000002039,Cash,Declined,129.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002143,TXN000002040,Credit Card,approved ,64.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002144,TXN000002041,Cash,Approved,317.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002145,TXN000002042,Debit Card,Approved,175.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002146,TXN000002043,Cash,Declined,469.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002147,TXN000002044,Cash,Declined,195.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002148,TXN000002045,Gift Card,Approved,346.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002149,TXN000002046,Cash,Declined,370.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002150,TXN000002047,Cash,Approved,261.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002151,TXN000002048,credit card,Approved,393.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002152,TXN000002049,Mobile Pay,Declined,219.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002153,TXN000002050,credit card,Approved,121.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002154,TXN000002051,Mobile Pay,Reversed,405.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002155,TXN000002052,Debit Card,approved ,80.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002156,TXN000002053,Gift Card,approved ,405.34,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002157,TXN000002054,Gift Card,Approved,46.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002158,TXN000002055,credit card,Reversed,481.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002159,TXN000002056,Cash,Reversed,95.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002160,TXN000002057,Mobile Pay,Reversed,75.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002161,TXN000002058,credit card,approved ,262.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002162,TXN000002059,Gift Card,Approved,295.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002163,TXN000002060,Mobile Pay,Reversed,50.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002164,TXN000002061,Mobile Pay,Approved,400.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002165,TXN000002062,credit card,approved ,386.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002166,TXN000002063,Gift Card,Approved,419.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002167,TXN000002064,Credit Card,Declined,200.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002168,TXN000002064,Mobile Pay,Approved,334.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002169,TXN000002065,Gift Card,approved ,257.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002170,TXN000002066,Mobile Pay,Reversed,89.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002171,TXN000002067,Mobile Pay,Reversed,382.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002172,TXN000002068,Cash,approved ,141.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002173,TXN000002069,credit card,Approved,133.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002174,TXN000002069,credit card,Approved,333.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002175,TXN000002070,Mobile Pay,Declined,57.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002176,TXN000002071,Gift Card,Approved,5.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002177,TXN000002072,Mobile Pay,Reversed,51.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002178,TXN000002073,credit card,approved ,10.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002179,TXN000002074,credit card,approved ,278.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002180,TXN000002075,Gift Card,Reversed,125.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002181,TXN000002076,credit card,Approved,118.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002182,TXN000002077,Debit Card,Declined,189.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002183,TXN000002078,Mobile Pay,approved ,17.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002184,TXN000002079,Debit Card,Approved,208.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002185,TXN000002079,credit card,Reversed,448.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002186,TXN000002080,Debit Card,Approved,116.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002187,TXN000002081,credit card,approved ,198.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002188,TXN000002082,Mobile Pay,approved ,487.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002189,TXN000002083,Gift Card,approved ,218.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002190,TXN000002084,credit card,Approved,13.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002191,TXN000002085,Debit Card,Declined,421.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002192,TXN000002086,Credit Card,Reversed,474.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002193,TXN000002087,Mobile Pay,Reversed,495.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002194,TXN000002088,Debit Card,Approved,232.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002195,TXN000002089,credit card,Approved,342.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002196,TXN000002090,Credit Card,Approved,216.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002197,TXN000002091,Debit Card,Approved,78.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002198,TXN000002092,Debit Card,Approved,378.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002199,TXN000002093,Cash,approved ,179.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002200,TXN000002093,Credit Card,Approved,303.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002201,TXN000002094,Cash,approved ,288.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002202,TXN000002095,credit card,Approved,18.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002203,TXN000002096,Credit Card,Declined,58.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002204,TXN000002097,Credit Card,Approved,339.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002205,TXN000002098,Mobile Pay,Declined,5.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002206,TXN000002099,Debit Card,Approved,242.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002207,TXN000002100,Gift Card,Reversed,240.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002208,TXN000002101,Mobile Pay,approved ,136.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002209,TXN000002102,Mobile Pay,Approved,49.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002210,TXN000002103,Credit Card,Approved,348.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002211,TXN000002104,Mobile Pay,approved ,29.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002212,TXN000002105,Debit Card,Approved,52.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002213,TXN000002106,Debit Card,Reversed,237.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002214,TXN000002107,credit card,Approved,481.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002215,TXN000002108,Cash,Reversed,120.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002216,TXN000002109,credit card,Reversed,211.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002217,TXN000002110,Gift Card,Approved,209.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002218,TXN000002111,Mobile Pay,Declined,409.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002219,TXN000002112,Cash,approved ,198.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002220,TXN000002113,Mobile Pay,Approved,397.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002221,TXN000002114,Mobile Pay,Reversed,489.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002222,TXN000002115,Cash,approved ,117.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002223,TXN000002116,Gift Card,Approved,288.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002224,TXN000002117,credit card,Declined,271.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002225,TXN000002118,Credit Card,Reversed,229.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002226,TXN000002119,Cash,Declined,298.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002227,TXN000002120,Credit Card,Approved,287.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002228,TXN000002121,Debit Card,Approved,394.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002229,TXN000002122,Mobile Pay,approved ,472.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002230,TXN000002123,Credit Card,Declined,434.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002231,TXN000002124,Mobile Pay,approved ,293.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002232,TXN000002125,Credit Card,Approved,324.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002233,TXN000002126,Mobile Pay,Approved,179.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002234,TXN000002127,Mobile Pay,approved ,368.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002235,TXN000002128,Gift Card,approved ,368.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002236,TXN000002129,Mobile Pay,Approved,316.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002237,TXN000002130,Credit Card,Reversed,341.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002238,TXN000002131,credit card,Approved,456.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002239,TXN000002132,Debit Card,Approved,354.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002240,TXN000002133,Cash,Approved,310.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002241,TXN000002134,Mobile Pay,approved ,82.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002242,TXN000002135,Credit Card,Declined,169.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002243,TXN000002136,Mobile Pay,Reversed,144.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002244,TXN000002137,credit card,Reversed,373.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002245,TXN000002138,credit card,Approved,463.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002246,TXN000002139,Credit Card,Declined,407.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002247,TXN000002140,Credit Card,Reversed,70.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002248,TXN000002141,credit card,Approved,241.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002249,TXN000002142,Gift Card,Approved,127.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002250,TXN000002143,Credit Card,approved ,295.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002251,TXN000002144,Debit Card,Approved,225.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002252,TXN000002145,Debit Card,Declined,203.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002253,TXN000002146,Debit Card,Approved,117.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002254,TXN000002147,Mobile Pay,approved ,280.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002255,TXN000002148,Mobile Pay,approved ,192.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002256,TXN000002149,Cash,Reversed,181.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002257,TXN000002150,Mobile Pay,Approved,126.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002258,TXN000002151,Mobile Pay,Approved,226.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002259,TXN000002152,credit card,Approved,465.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002260,TXN000002153,credit card,Declined,190.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002261,TXN000002154,Cash,Approved,341.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002262,TXN000002155,Gift Card,approved ,97.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002263,TXN000002156,credit card,Approved,206.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002264,TXN000002157,Debit Card,approved ,377.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002265,TXN000002158,Debit Card,Approved,271.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002266,TXN000002159,Credit Card,Approved,16.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002267,TXN000002160,Credit Card,Reversed,406.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002268,TXN000002161,Gift Card,Approved,392.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002269,TXN000002162,Cash,Approved,11.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002270,TXN000002163,Mobile Pay,Reversed,154.70,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002271,TXN000002164,Gift Card,Reversed,259.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002272,TXN000002165,Mobile Pay,Approved,52.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002273,TXN000002166,Debit Card,Approved,89.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002274,TXN000002167,Gift Card,Approved,47.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002275,TXN000002168,Mobile Pay,Declined,280.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002276,TXN000002169,Gift Card,approved ,473.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002277,TXN000002170,credit card,Approved,186.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002278,TXN000002171,Cash,Declined,434.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002279,TXN000002172,Debit Card,Approved,282.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002280,TXN000002173,credit card,Approved,279.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002281,TXN000002174,Debit Card,Approved,410.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002282,TXN000002175,Credit Card,Approved,154.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002283,TXN000002176,Gift Card,approved ,100.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002284,TXN000002177,Cash,approved ,112.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002285,TXN000002178,Cash,Reversed,313.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002286,TXN000002179,Gift Card,Approved,91.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002287,TXN000002180,Debit Card,Approved,202.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002288,TXN000002181,Cash,Approved,420.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002289,TXN000002182,Gift Card,Reversed,375.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002290,TXN000002183,Credit Card,Approved,471.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002291,TXN000002184,Gift Card,Declined,261.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002292,TXN000002185,Cash,approved ,150.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002293,TXN000002186,Gift Card,Approved,149.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
