transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id
T00000525,A000143,,,04/16/2026 02:55,ATM,Online,debit,201.4,GBP,POSTED,Bill pay,branch_teller,BATCH_20260602_A
T00000526,A000216,,,04/14/2026 02:39,ACH,Branch,debit,-98.45,INR,posted ,Monthly fee,core_banking,BATCH_20260601_B
T00000527,A000081,,,04/10/2026 10:50,ATM,Online,debit,362.14,CAD,Posted,Transfer,mobile_app,BATCH_20260602_A
T00000528,A000048,,M0039,2026-05-30 03:44:26,POS,Online,debit,82.9,GBP,POSTED,Transfer,core_banking,BATCH_20260602_A
T00000529,A000064,,,2026-05-24 06:03:09,WIRE,online ,debit,1508.31,EUR,POSTED,Transfer,card_processor,BATCH_20260602_A
T00000530,A000212,CRD000175,M0043,2026-04-12 04:16:50,POS,Card,debit,288.31,CAD,POSTED,Cash withdrawal,branch_teller,BATCH_20260601_B
T00000531,A000204,,,2026-04-10 12:47:22,ACH,API,debit,179.63,USD,posted ,Cash withdrawal,mobile_app,BATCH_20260602_A
T00000532,A000134,CRD000162,M0036,05/04/2026 16:33,POS,online ,debit,1116.36,GBP,Posted,Transfer,branch_teller,BATCH_20260601_B
T00000533,A000123,,,05/31/2026 04:14,PAYROLL,Online,credit,95.12,CAD,Failed,Purchase,mobile_app,BATCH_20260601_A
T00000534,A000110,,,04/07/2026 16:58,INTEREST,Mobile,credit,30.1,CAD,Reversed,Monthly fee,mobile_app,BATCH_20260602_A
T00000535,A000123,,,04/15/2026 21:01,ACH,Mobile,debit,550.15,CAD,POSTED,Direct deposit,core_banking,BATCH_20260601_B
T00000536,A000119,,,2026-01-18 04:53:38,ACH,ATM,debit,275.56,CAD,posted ,Cash withdrawal,core_banking,BATCH_20260601_B
T00000537,A000015,,,2026-01-21 23:42:55,INTEREST,Online,credit,396.56,CAD,Posted,Bill pay,core_banking,BATCH_20260601_A
T00000538,A000039,,,2026-04-26 04:41:24,PAYROLL,ATM,credit,31.6,EUR,Posted,Monthly fee,branch_teller,BATCH_20260601_B
T00000539,A000093,,,05/13/2026 08:29,WIRE,Mobile,debit,266.07,GBP,Posted,Cash withdrawal,branch_teller,BATCH_20260601_B
T00000540,A000008,,,2026-02-10 15:11:51,WIRE,Card,debit,496.34999999999997,EUR,Failed,Transfer,core_banking,BATCH_20260601_A
T00000541,A000030,,,04/23/2026 06:32,PAYROLL,Card,credit,111.02,USD,Reversed,Bill pay,mobile_app,BATCH_20260601_A
T00000542,A000198,,,2026-04-13 17:02:04,ATM,Branch,debit,415.41,GBP,Reversed,Monthly fee,branch_teller,BATCH_20260601_A
T00000543,A000119,,,03/22/2026 16:43,WIRE,ATM,debit,1508.0500000000002,USD,POSTED,Purchase,core_banking,BATCH_20260601_A
T00000544,A000198,,,05/21/2026 04:51,ATM,ATM,debit,252.12,GBP,posted ,Direct deposit,core_banking,BATCH_20260602_A
T00000545,A000038,,,05/08/2026 03:36,ACH,Mobile,debit,157.85,CAD,POSTED,Monthly fee,core_banking,BATCH_20260601_A
T00000546,A000107,,,01/10/2026 02:12,ATM,online ,debit,52.85,INR,POSTED,Direct deposit,card_processor,BATCH_20260601_A
T00000547,A000104,,,2026-04-13 06:26:20,ACH,ATM,debit,190.73,USD,posted ,Transfer,mobile_app,BATCH_20260601_A
T00000548,A000173,,,2026-01-04 10:03:44,atm,ATM,debit,615.92,CAD,Reversed,Direct deposit,core_banking,BATCH_20260602_A
T00000549,A000026,CRD000045,M0077,05/17/2026 16:50,POS,Online,debit,152.06,EUR,Reversed,Monthly fee,mobile_app,BATCH_20260602_A
T00000550,A000135,CRD000016,M0013,01/16/2026 17:13,POS,ATM,debit,80.76,USD,Failed,Monthly fee,core_banking,BATCH_20260601_A
T00000551,A000065,,,03/11/2026 18:15,INTEREST,ATM,credit,111.61,GBP,Failed,Direct deposit,card_processor,BATCH_20260601_A
T00000552,A000139,CRD000146,M0063,03/27/2026 07:09,POS,Online,debit,134.8,INR,POSTED,Cash withdrawal,mobile_app,BATCH_20260601_B
T00000553,A000104,CRD000083,M0048,02/01/2026 16:41,POS,Mobile,debit,150.52,USD,Pending,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000554,A000045,CRD000148,M0004,2026-01-29 14:48:10,POS,Card,debit,50.65,INR,Pending,Purchase,branch_teller,BATCH_20260601_B
T00000555,A000188,CRD000093,M0032,01/28/2026 15:56,POS,Branch,debit,463.85,GBP,posted ,Transfer,core_banking,BATCH_20260602_A
T00000556,A000107,,,2026-03-23 18:30:33,ACH,Online,debit,114.55,INR,Posted,Transfer,card_processor,BATCH_20260601_B
T00000557,A000163,CRD000074,M0056,05/02/2026 11:16,POS,ATM,debit,109.9,CAD,POSTED,Bill pay,core_banking,BATCH_20260601_B
T00000558,A000165,CRD000025,M0050,2026-04-28 12:06:16,POS,API,debit,431.38,INR,Failed,Bill pay,card_processor,BATCH_20260601_A
T00000559,A000185,,,03/09/2026 01:58,ACH,online ,debit,185.33,EUR,Posted,Monthly fee,card_processor,BATCH_20260602_A
T00000560,A000084,CRD000084,M0061,2026-03-16 22:44:20,POS,Branch,debit,201.92,CAD,Reversed,Transfer,card_processor,BATCH_20260601_B
T00000561,A000018,,,2026-02-17 15:37:50,ACH,Card,debit,11.83,CAD,Failed,Bill pay,mobile_app,BATCH_20260602_A
T00000562,A000116,,,05/18/2026 08:51,INTEREST,ATM,credit,127.61,GBP,POSTED,Direct deposit,card_processor,BATCH_20260601_B
T00000563,A000135,,,04/21/2026 12:07,FEE,Card,debit,43.22,USD,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000564,A000091,,,2026-05-18 19:30:23,ACH,API,debit,64.16,EUR,POSTED,Purchase,branch_teller,BATCH_20260601_A
T00000565,A000173,CRD000018,M0034,03/24/2026 03:41,POS,Card,debit,327.48,CAD,Posted,Cash withdrawal,core_banking,BATCH_20260601_A
T00000566,A000185,CRD000103,M0042,2026-02-25 18:23:53,POS,Mobile,debit,123.35,USD,Posted,Purchase,mobile_app,BATCH_20260602_A
T00000567,A000114,CRD000071,M0034,05/17/2026 19:35,POS,Online,debit,266.81,USD,Pending,Direct deposit,mobile_app,BATCH_20260601_A
T00000568,A000099,,,04/01/2026 07:04,FEE,online ,debit,27.61,USD,Failed,Direct deposit,branch_teller,BATCH_20260602_A
T00000569,A000043,CRD000051,M0019,2026-05-27 15:56:09,pos,Card,debit,554.06,INR,POSTED,Monthly fee,core_banking,BATCH_20260601_B
T00000570,A000136,,,04/24/2026 23:10,PAYROLL,Online,credit,50.75,CAD,Reversed,Purchase,mobile_app,BATCH_20260601_B
T00000571,A000195,CRD000086,M0075,2026-03-31 02:11:48,POS,online ,debit,90.09,EUR,Failed,Transfer,core_banking,BATCH_20260602_A
T00000572,A000103,,M0046,03/17/2026 18:24,POS,Online,debit,431.4,EUR,Reversed,Cash withdrawal,core_banking,BATCH_20260601_B
T00000573,A000209,,,2026-01-06 07:23:59,ACH,Branch,debit,159.88,USD,Posted,Purchase,branch_teller,BATCH_20260602_A
T00000574,A000060,CRD000136,M0045,02/01/2026 17:10,POS,Mobile,debit,172.43,USD,Failed,Direct deposit,core_banking,BATCH_20260601_B
T00000575,A000143,,,2026-02-06 01:25:52,FEE,Branch,debit,19.71,GBP,posted ,Bill pay,card_processor,BATCH_20260602_A
T00000576,A000212,,M0031,01/13/2026 16:06,REFUND,ATM,credit,18.36,CAD,Pending,Purchase,core_banking,BATCH_20260601_A
T00000577,A000152,,,2026-03-16 08:43:43,ACH,Card,debit,14.58,CAD,posted ,Direct deposit,mobile_app,BATCH_20260602_A
T00000578,A000163,,,2026-01-16 12:30:48,WIRE,online ,debit,529.84,INR,Failed,Direct deposit,card_processor,BATCH_20260601_A
T00000579,A000180,,,2026-05-11 19:41:27,INTEREST,Branch,credit,300.43,GBP,posted ,Purchase,card_processor,BATCH_20260601_A
T00000580,A000195,CRD000084,M0073,01/24/2026 06:08,POS,ATM,debit,88.7,EUR,POSTED,Bill pay,card_processor,BATCH_20260601_A
T00000581,A000011,CRD000129,M0011,01/16/2026 06:15,POS,Card,debit,551.16,GBP,POSTED,Transfer,core_banking,BATCH_20260602_A
T00000582,A000163,,,03/03/2026 18:34,ACH,Card,debit,382.66,CAD,Failed,Bill pay,card_processor,BATCH_20260601_B
T00000583,A000065,CRD000013,M0068,2026-04-13 06:50:25,POS,Mobile,debit,143.19,GBP,Posted,Monthly fee,mobile_app,BATCH_20260601_A
T00000584,A000163,,,03/04/2026 10:59,ATM,Online,debit,744.21,CAD,Reversed,Bill pay,branch_teller,BATCH_20260601_A
T00000585,A000084,CRD000086,M0008,2026-02-16 18:02:59,POS,Mobile,debit,174.6,CAD,Reversed,Purchase,card_processor,BATCH_20260601_A
T00000586,A000181,CRD000128,M0012,2026-04-24 17:31:49,POS,Card,debit,7.63,INR,Posted,Transfer,core_banking,BATCH_20260601_B
T00000587,A000036,CRD000077,M0014,2026-04-16 03:28:56,POS,Branch,debit,137.92,INR,POSTED,Bill pay,card_processor,BATCH_20260602_A
T00000588,A000164,,,2026-05-27 13:17:43,PAYROLL,Online,credit,296.5,EUR,Reversed,Transfer,card_processor,BATCH_20260602_A
T00000589,A000097,,M0072,2026-01-14 11:58:39,REFUND,API,credit,125.65,EUR,Failed,Purchase,mobile_app,BATCH_20260601_A
T00000590,A000125,,M0062,2026-01-23 20:18:54,REFUND,online ,credit,21.28,USD,Pending,Monthly fee,mobile_app,BATCH_20260601_A
T00000591,A000139,,,05/23/2026 09:29,ACH,ATM,debit,642.41,EUR,Failed,Bill pay,branch_teller,BATCH_20260602_A
T00000592,A000087,,M0012,01/23/2026 16:46,REFUND,online ,credit,463.3,CAD,Posted,Monthly fee,mobile_app,BATCH_20260601_B
T00000593,A000141,,,2026-05-08 00:48:20,ACH,Online,debit,131.13,INR,Pending,Bill pay,card_processor,BATCH_20260601_B
T00000594,A000047,,M0040,2026-03-02 01:39:51,refund,Card,credit,321.13,USD,Posted,Transfer,core_banking,BATCH_20260602_A
T00000595,A000073,,,04/12/2026 10:32,FEE,online ,debit,9.59,EUR,Failed,Direct deposit,branch_teller,BATCH_20260601_A
T00000596,A000151,,,03/14/2026 13:25,PAYROLL,Online,credit,47.43,GBP,Pending,Direct deposit,card_processor,BATCH_20260601_A
T00000597,A000032,CRD000134,M0051,01/15/2026 16:33,pos,online ,debit,565.21,GBP,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000598,A000044,,,2026-01-25 14:39:23,ATM,API,debit,220.75,CAD,Reversed,Bill pay,card_processor,BATCH_20260602_A
T00000599,A000184,,M0029,02/09/2026 00:59,REFUND,Card,credit,49.86,CAD,Reversed,Bill pay,core_banking,BATCH_20260601_B
T00000600,A000192,,,04/22/2026 11:17,INTEREST,Card,credit,57.64,GBP,posted ,Transfer,card_processor,BATCH_20260601_B
T00000601,A000067,,,01/13/2026 13:28,ACH,Mobile,debit,212.86,EUR,Posted,Transfer,core_banking,BATCH_20260602_A
T00000602,A000039,CRD000035,M0020,05/28/2026 10:25,POS,online ,debit,89.48,EUR,Posted,Bill pay,mobile_app,BATCH_20260602_A
T00000603,A000125,,,2026-01-10 14:14:19,FEE,Branch,debit,22.69,USD,Failed,Monthly fee,card_processor,BATCH_20260601_B
T00000604,A000024,,,2026-05-12 08:13:30,PAYROLL,Mobile,credit,243.7,USD,Reversed,Purchase,branch_teller,BATCH_20260601_B
T00000605,A000019,CRD000115,M0027,2026-02-23 00:55:31,pos,Branch,debit,62.04,INR,posted ,Bill pay,core_banking,BATCH_20260601_B
T00000606,A000024,,,04/20/2026 17:17,FEE,ATM,debit,10.51,USD,Pending,Direct deposit,mobile_app,BATCH_20260601_A
T00000607,A000197,,,01/18/2026 02:56,ACH,Mobile,debit,234.49,USD,POSTED,Direct deposit,branch_teller,BATCH_20260602_A
T00000608,A000066,,,2026-01-22 14:08:15,PAYROLL,Mobile,credit,105.19,CAD,Posted,Bill pay,mobile_app,BATCH_20260602_A
T00000609,A000205,CRD000115,M0037,02/06/2026 07:41,POS,online ,debit,59.3,EUR,posted ,Bill pay,branch_teller,BATCH_20260601_B
T00000610,A000074,,,02/16/2026 16:46,atm,Branch,debit,22.75,CAD,posted ,Direct deposit,core_banking,BATCH_20260601_B
T00000611,A000139,,M0027,04/14/2026 08:39,REFUND,Mobile,credit,58.19,EUR,Posted,Monthly fee,mobile_app,BATCH_20260602_A
T00000612,A000091,,M0058,01/29/2026 02:34,POS,online ,debit,29.43,EUR,Pending,Purchase,mobile_app,BATCH_20260601_B
T00000613,A000168,CRD000110,M0074,2026-02-15 06:36:51,POS,Card,debit,35.01,INR,posted ,Purchase,core_banking,BATCH_20260601_A
T00000614,A000093,,,2026-04-29 07:59:10,WIRE,Mobile,debit,5.85,GBP,Pending,Purchase,core_banking,BATCH_20260601_A
T00000615,A000181,,,2026-03-09 13:45:57,ACH,ATM,debit,994.03,INR,Pending,Transfer,branch_teller,BATCH_20260601_A
T00000616,A000172,,M0033,2026-03-30 01:57:50,REFUND,online ,credit,-125.25,USD,Posted,Purchase,branch_teller,BATCH_20260601_A
T00000617,A000075,,,04/08/2026 01:50,ATM,Card,debit,178.57,GBP,Failed,Direct deposit,card_processor,BATCH_20260601_B
T00000618,A000102,,,04/14/2026 06:51,ACH,Mobile,debit,397.07,EUR,Posted,Monthly fee,core_banking,BATCH_20260601_B
T00000619,A000179,,,03/08/2026 23:14,ACH,API,debit,131.61,GBP,POSTED,Bill pay,core_banking,BATCH_20260601_A
T00000620,A000098,,,2026-03-11 04:01:04,ACH,Branch,debit,157.11,INR,Pending,Monthly fee,core_banking,BATCH_20260601_B
T00000621,A000212,,,2026-03-10 06:40:12,PAYROLL,Online,credit,18.88,CAD,Failed,Cash withdrawal,card_processor,BATCH_20260602_A
T00000622,A000127,,,02/11/2026 11:14,ACH,API,debit,269.82,GBP,posted ,Transfer,core_banking,BATCH_20260601_B
T00000623,A000075,,,2026-02-27 02:31:38,ATM,Mobile,debit,713.7,GBP,posted ,Direct deposit,card_processor,BATCH_20260602_A
T00000624,A000051,CRD000004,M0034,2026-04-28 10:10:31,POS,Online,debit,1157.68,INR,Failed,Monthly fee,core_banking,BATCH_20260601_A
T00000625,A000017,,,01/17/2026 02:38,ACH,Branch,debit,102.12,GBP,posted ,Direct deposit,card_processor,BATCH_20260601_B
T00000626,A999999,CRD000084,M0020,2026-02-09 22:58:11,POS,API,debit,324.51,EUR,Failed,Purchase,branch_teller,BATCH_20260601_A
T00000627,A000063,CRD000015,M0074,02/08/2026 18:07,POS,API,debit,59.01,INR,Pending,Direct deposit,mobile_app,BATCH_20260601_B
T00000628,A000154,,M0005,01/31/2026 02:16,REFUND,Mobile,credit,436.89,GBP,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000629,A000217,CRD000034,M0019,01/06/2026 15:57,POS,ATM,debit,7.19,CAD,POSTED,Cash withdrawal,card_processor,BATCH_20260602_A
T00000630,A000052,,,2026-01-16 04:41:34,ACH,online ,debit,182.09,USD,posted ,Purchase,branch_teller,BATCH_20260602_A
T00000631,A000199,,,2026-03-15 17:39:56,ACH,online ,debit,379.57,INR,Reversed,Cash withdrawal,card_processor,BATCH_20260602_A
T00000632,A000173,,,2026-01-18 15:49:05,FEE,Mobile,debit,40.33,CAD,posted ,Bill pay,mobile_app,BATCH_20260601_A
T00000633,A000153,,M0061,2026-04-06 21:29:00,REFUND,API,credit,588.86,EUR,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00000634,A000216,,,03/25/2026 08:07,FEE,Branch,debit,4.25,INR,Pending,Direct deposit,mobile_app,BATCH_20260602_A
T00000635,A000128,CRD000059,M0010,2026-02-09 15:00:57,POS,Card,debit,156.92,INR,Pending,Purchase,mobile_app,BATCH_20260601_B
T00000636,A000152,,,2026-04-19 09:51:46,PAYROLL,ATM,credit,26.38,EUR,POSTED,Direct deposit,core_banking,BATCH_20260601_B
T00000637,A000001,,,2026-01-21 13:31:18,ATM,Online,debit,278.06,CAD,Pending,Transfer,mobile_app,BATCH_20260601_B
T00000638,A000209,,,03/19/2026 03:19,ATM,Card,debit,328.96,USD,POSTED,Monthly fee,core_banking,BATCH_20260601_A
T00000639,A000033,,,05/09/2026 14:06,FEE,ATM,debit,40.4,EUR,Reversed,Monthly fee,card_processor,BATCH_20260602_A
T00000640,A000119,,,05/17/2026 09:41,ATM,API,debit,352.41,USD,Pending,Purchase,card_processor,BATCH_20260602_A
T00000641,A000054,,,05/28/2026 17:01,ATM,Mobile,debit,64.13,GBP,posted ,Bill pay,card_processor,BATCH_20260601_A
T00000642,A000173,CRD000100,M0066,03/09/2026 09:34,POS,Branch,debit,125.93,CAD,Pending,Transfer,core_banking,BATCH_20260602_A
T00000643,A000178,CRD000050,M0066,04/11/2026 04:27,POS,API,debit,27.07,USD,posted ,Purchase,mobile_app,BATCH_20260602_A
T00000644,A000178,CRD000040,M0078,02/26/2026 14:50,POS,ATM,debit,95.8,USD,posted ,Direct deposit,core_banking,BATCH_20260601_B
T00000645,A000163,,M0014,03/22/2026 10:41,REFUND,Card,credit,315.92,CAD,Failed,Cash withdrawal,branch_teller,BATCH_20260602_A
T00000646,A000037,CRD000113,M0020,2026-02-06 18:35:20,POS,API,debit,149.57,GBP,posted ,Bill pay,branch_teller,BATCH_20260602_A
T00000647,A000136,CRD000084,M0021,04/22/2026 10:41,POS,API,debit,51.77,CAD,posted ,Bill pay,core_banking,BATCH_20260601_A
T00000648,A000110,CRD000045,M0036,05/10/2026 21:44,POS,ATM,debit,157.37,CAD,Reversed,Transfer,core_banking,BATCH_20260601_A
T00000649,A000164,,M0040,2026-02-22 11:42:35,POS,API,debit,635.24,CAD,Pending,Transfer,mobile_app,BATCH_20260601_B
T00000650,A000038,CRD000045,M0007,2026-01-17 04:49:38,POS,Card,debit,364.75,CAD,Failed,Bill pay,card_processor,BATCH_20260601_A
T00000651,A000150,CRD000066,M0052,01/25/2026 16:12,POS,Online,debit,269.67,USD,Failed,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000652,A000039,,,2026-04-20 06:51:22,ACH,Branch,debit,319.8,EUR,Reversed,Transfer,branch_teller,BATCH_20260601_A
T00000653,A000117,,M0016,2026-03-22 02:24:56,POS,Branch,debit,139.34,EUR,Posted,Transfer,branch_teller,BATCH_20260601_A
T00000654,A000123,,,2026-02-14 09:36:35,FEE,Card,debit,42.01,CAD,POSTED,Monthly fee,mobile_app,BATCH_20260601_B
T00000655,A000009,CRD000061,M0020,01/21/2026 14:22,POS,Online,debit,352.26,USD,Reversed,Transfer,branch_teller,BATCH_20260601_B
T00000656,A000140,,,04/23/2026 04:29,PAYROLL,Branch,credit,707.57,USD,Failed,Transfer,branch_teller,BATCH_20260601_A
T00000657,A000187,,,02/23/2026 00:39,INTEREST,Online,credit,-91.41,CAD,posted ,Direct deposit,branch_teller,BATCH_20260601_B
T00000658,A000061,,,2026-03-21 01:34:45,WIRE,Branch,debit,129.60000000000002,INR,Reversed,Transfer,card_processor,BATCH_20260601_B
T00000659,A000013,,,03/02/2026 03:57,ATM,API,debit,425.07,EUR,posted ,Direct deposit,branch_teller,BATCH_20260601_B
T00000660,A000151,,M0060,02/04/2026 22:00,REFUND,online ,credit,178.31,GBP,Reversed,Purchase,branch_teller,BATCH_20260601_B
T00000661,A000133,,,2026-03-01 11:29:36,PAYROLL,Online,credit,102.58,INR,Pending,Purchase,card_processor,BATCH_20260602_A
T00000662,A000020,,,05/19/2026 13:16,ATM,Mobile,debit,154.12,INR,POSTED,Direct deposit,core_banking,BATCH_20260601_A
T00000663,A000199,,,01/25/2026 14:45,ATM,Card,debit,283.1,INR,Reversed,Monthly fee,mobile_app,BATCH_20260601_A
T00000664,A000087,,,2026-04-07 17:04:55,ATM,Card,debit,552.33,CAD,posted ,Direct deposit,card_processor,BATCH_20260601_B
T00000665,A000063,,,04/18/2026 07:06,PAYROLL,API,credit,154.98,INR,Failed,Purchase,card_processor,BATCH_20260601_B
T00000666,A000108,,,2026-05-05 02:45:07,ATM,Card,debit,56.45,INR,Pending,Monthly fee,branch_teller,BATCH_20260601_A
T00000667,A000184,CRD000148,M0029,02/27/2026 19:18,POS,ATM,debit,913.84,CAD,Reversed,Bill pay,mobile_app,BATCH_20260601_B
T00000668,A000085,CRD000141,M0029,03/28/2026 13:05,POS,API,debit,46.74,GBP,POSTED,Direct deposit,mobile_app,BATCH_20260601_B
T00000669,A000107,,,2026-01-23 19:27:30,INTEREST,Card,credit,94.4,INR,POSTED,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000670,A000196,,,2026-05-15 20:44:22,INTEREST,online ,credit,295.62,INR,Posted,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000671,A000011,CRD000073,M0043,2026-02-10 11:48:08,POS,API,debit,61.29,EUR,POSTED,Purchase,branch_teller,BATCH_20260602_A
T00000672,A000001,,M0070,2026-03-02 14:11:32,POS,Branch,debit,67.27,USD,Pending,Monthly fee,card_processor,BATCH_20260601_A
T00000673,A000009,,,2026-05-11 04:43:05,WIRE,API,debit,456.21,USD,Pending,Bill pay,core_banking,BATCH_20260601_B
T00000674,A000086,CRD000007,M0026,03/27/2026 23:39,POS,Mobile,debit,316.3,EUR,Posted,Transfer,card_processor,BATCH_20260601_A
T00000675,A000086,CRD000144,M0073,04/24/2026 15:19,POS,Online,debit,345.99,EUR,Failed,Bill pay,mobile_app,BATCH_20260601_B
T00000676,A000104,CRD000137,M0072,2026-01-01 03:23:26,POS,ATM,debit,117.42,USD,Reversed,Purchase,mobile_app,BATCH_20260601_A
T00000677,A000144,,,2026-01-12 13:26:58,ACH,Online,debit,60.13,USD,Posted,Cash withdrawal,card_processor,BATCH_20260601_A
T00000678,A000218,CRD000173,M0074,05/14/2026 15:28,POS,Online,debit,111.41,EUR,Pending,Direct deposit,card_processor,BATCH_20260601_A
T00000679,A000163,,,2026-02-21 07:02:40,WIRE,Branch,debit,1571.0,CAD,Posted,Transfer,core_banking,BATCH_20260601_A
T00000680,A000206,,,05/11/2026 06:44,ACH,Card,debit,-609.3,EUR,posted ,Monthly fee,core_banking,BATCH_20260601_A
T00000681,A000134,CRD000165,M0062,2026-03-14 15:07:49,POS,API,debit,134.55,GBP,Posted,Direct deposit,branch_teller,BATCH_20260602_A
T00000682,A000141,CRD000030,M0024,2026-01-15 16:59:26,POS,Branch,debit,299.98,INR,Failed,Bill pay,branch_teller,BATCH_20260601_A
T00000683,A000168,,,2026-02-10 03:17:54,ACH,Mobile,debit,476.44,INR,Reversed,Direct deposit,card_processor,BATCH_20260602_A
T00000684,A000050,,M0072,01/12/2026 01:36,REFUND,API,credit,110.7,EUR,POSTED,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000685,A000049,CRD000177,M0050,2026-01-17 00:49:15,POS,online ,debit,60.05,USD,Pending,Bill pay,card_processor,BATCH_20260601_B
T00000686,A000047,,,2026-05-20 05:15:35,ACH,Card,debit,540.88,USD,Failed,Bill pay,core_banking,BATCH_20260601_A
T00000687,A000061,,,2026-01-02 03:40:08,FEE,Card,debit,8.41,INR,posted ,Transfer,branch_teller,BATCH_20260602_A
T00000688,A000092,,M0023,03/06/2026 07:39,REFUND,Online,credit,371.12,CAD,Reversed,Purchase,mobile_app,BATCH_20260601_A
T00000689,A000089,CRD000065,M0044,2026-01-05 14:08:48,POS,API,debit,242.97,INR,posted ,Purchase,core_banking,BATCH_20260601_A
T00000690,A000046,,,03/21/2026 19:52,ATM,API,debit,123.17,GBP,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000691,A000071,,,02/23/2026 23:56,ACH,Branch,debit,376.92,INR,Reversed,Monthly fee,mobile_app,BATCH_20260601_B
T00000692,A000114,CRD000171,M0046,2026-05-31 03:18:42,POS,API,debit,134.04,INR,Failed,Monthly fee,card_processor,BATCH_20260601_A
T00000693,A999999,CRD000150,M0029,03/03/2026 05:38,POS,Mobile,debit,79.16,EUR,Failed,Cash withdrawal,card_processor,BATCH_20260602_A
T00000694,A000005,,M0075,03/20/2026 01:43,REFUND,Branch,credit,471.32,USD,Failed,Transfer,card_processor,BATCH_20260602_A
T00000695,A000089,,,2026-01-11 02:46:23,ATM,ATM,debit,49.67,INR,posted ,Transfer,core_banking,BATCH_20260602_A
T00000696,A000097,,,2026-02-26 08:05:30,PAYROLL,online ,credit,46.53,EUR,Reversed,Transfer,mobile_app,BATCH_20260601_B
T00000697,A000030,,,03/11/2026 12:13,ACH,Mobile,debit,294.31,USD,Pending,Transfer,branch_teller,BATCH_20260601_B
T00000698,A000169,CRD000031,M0016,2026-04-07 06:58:14,POS,ATM,debit,88.28,GBP,Posted,Bill pay,mobile_app,BATCH_20260601_A
T00000699,A000157,,,02/19/2026 21:20,WIRE,Online,debit,189.18,USD,POSTED,Transfer,mobile_app,BATCH_20260602_A
T00000700,A000143,CRD000123,M0038,04/18/2026 13:52,POS,ATM,debit,139.01,EUR,Failed,Transfer,card_processor,BATCH_20260602_A
T00000701,A000070,,,03/04/2026 18:53,FEE,Branch,debit,31.37,EUR,Pending,Monthly fee,card_processor,BATCH_20260601_B
T00000702,A000081,CRD000066,M0061,2026-04-07 05:42:27,POS,Mobile,debit,329.74,CAD,Reversed,Bill pay,mobile_app,BATCH_20260601_B
T00000703,A000043,,,2026-03-13 17:29:46,WIRE,Branch,debit,2473.92,INR,Pending,Purchase,card_processor,BATCH_20260601_B
T00000704,A000008,,,2026-03-10 17:27:59,FEE,Branch,debit,26.79,EUR,Reversed,Purchase,mobile_app,BATCH_20260601_B
T00000705,A000035,,,2026-05-17 20:30:32,PAYROLL,online ,credit,310.8,USD,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00000706,A000146,,M0069,2026-04-25 08:37:03,REFUND,ATM,credit,136.38,EUR,Pending,Transfer,card_processor,BATCH_20260601_B
T00000707,A000177,CRD000028,M0019,2026-03-01 20:12:46,POS,API,debit,112.67,USD,Failed,Direct deposit,mobile_app,BATCH_20260601_A
T00000708,A000110,,,02/16/2026 03:09,ACH,Mobile,debit,606.46,CAD,Posted,Transfer,core_banking,BATCH_20260601_B
T00000709,A000194,,,2026-03-08 17:59:42,wire,online ,debit,2082.7000000000003,EUR,Pending,Monthly fee,core_banking,BATCH_20260602_A
T00000710,A000024,CRD000124,M0060,02/26/2026 09:07,POS,Mobile,debit,270.85,USD,Reversed,Transfer,core_banking,BATCH_20260601_B
T00000711,A000120,,,2026-04-03 07:34:22,PAYROLL,Branch,credit,46.3,CAD,Pending,Bill pay,branch_teller,BATCH_20260602_A
T00000712,A000202,,,2026-04-05 08:51:45,PAYROLL,online ,credit,122.13,INR,Failed,Monthly fee,card_processor,BATCH_20260602_A
T00000713,A000217,CRD000017,M0055,2026-04-29 04:16:09,POS,online ,debit,334.3,CAD,posted ,Monthly fee,card_processor,BATCH_20260601_A
T00000714,A000033,,,2026-01-18 15:13:11,INTEREST,API,credit,335.58,EUR,Reversed,Bill pay,card_processor,BATCH_20260601_B
T00000715,A000057,,M0047,2026-05-30 07:08:43,REFUND,ATM,credit,780.1,GBP,Reversed,Bill pay,mobile_app,BATCH_20260602_A
T00000716,A000081,,,01/01/2026 02:32,WIRE,Card,debit,866.6500000000001,EUR,Pending,Monthly fee,branch_teller,BATCH_20260602_A
T00000717,A000211,CRD000038,M0063,01/07/2026 03:10,POS,online ,debit,251.07,USD,POSTED,Purchase,mobile_app,BATCH_20260602_A
T00000718,A000087,CRD000030,M0037,05/26/2026 22:00,POS,Card,debit,135.47,CAD,posted ,Purchase,card_processor,BATCH_20260601_B
T00000719,A000023,,M0059,04/02/2026 00:22,REFUND,Online,credit,54.72,CAD,Posted,Cash withdrawal,branch_teller,BATCH_20260601_B
