account_id,balance_date,ledger_balance,available_balance,currency
A000027,2026-02-21,6305.43,6291.74,INR
A000027,2026-02-24,6093.54,6076.39,INR
A000027,2026-02-27,6186.83,6186.41,INR
A000027,2026-03-02,6343.01,6279.87,INR
A000027,2026-03-05,6534.27,6439.67,INR
A000027,2026-03-08,6349.93,6212.04,INR
A000027,2026-03-11,6587.35,6518.96,INR
A000027,2026-03-14,6505.54,6391.80,INR
A000027,2026-03-17,6476.59,6440.06,INR
A000027,2026-03-20,6413.90,6333.96,INR
A000027,2026-03-23,6701.11,6561.88,INR
A000027,2026-03-26,6620.67,6498.06,INR
A000027,2026-03-29,6694.60,6550.28,INR
A000027,2026-04-01,6847.43,6826.50,INR
A000027,2026-04-04,6875.16,6741.31,INR
A000027,2026-04-07,7014.02,7011.09,INR
A000027,2026-04-10,6847.40,6843.75,INR
A000027,2026-04-13,6864.95,6864.15,INR
A000027,2026-04-16,6610.81,6543.82,INR
A000027,2026-04-19,6571.98,6542.82,INR
A000027,2026-04-22,6623.55,6503.06,INR
A000027,2026-04-25,6880.00,6794.71,INR
A000027,2026-04-28,6871.62,6862.75,INR
A000027,2026-05-01,6593.92,6454.75,INR
A000027,2026-05-04,6537.24,6440.44,INR
A000027,2026-05-07,6608.60,6473.48,INR
A000027,2026-05-10,6725.81,6608.12,INR
A000027,2026-05-13,6522.87,6452.02,INR
A000027,2026-05-16,6526.64,6386.82,INR
A000027,2026-05-19,6793.62,6785.24,INR
A000027,2026-05-22,6689.46,6685.45,INR
A000027,2026-05-25,6953.56,6829.52,INR
A000027,2026-05-28,6911.64,6879.46,INR
A000027,2026-05-31,6645.27,6639.38,INR
A000028,2026-01-01,17794.50,17786.97,CAD
A000028,2026-01-04,17989.63,17959.98,CAD
A000028,2026-01-07,17740.36,17665.63,CAD
A000028,2026-01-10,17521.85,17481.25,CAD
A000028,2026-01-13,17728.27,17712.42,CAD
A000028,2026-01-16,17491.41,17384.80,CAD
A000028,2026-01-19,17546.89,17463.95,CAD
A000028,2026-01-22,17824.06,17808.18,CAD
A000028,2026-01-25,17775.05,17716.44,CAD
A000028,2026-01-28,17699.69,17687.55,CAD
A000028,2026-01-31,17741.63,17732.49,CAD
A000028,2026-02-03,17525.59,17428.35,CAD
A000028,2026-02-06,17535.44,17484.73,CAD
A000028,2026-02-09,17834.35,17702.64,CAD
A000028,2026-02-12,18086.39,18059.57,CAD
A000028,2026-02-15,18103.48,18098.48,CAD
A000028,2026-02-18,18354.25,18241.20,CAD
A000028,2026-02-21,18298.08,18181.58,CAD
A000028,2026-02-24,18596.06,18464.36,CAD
A000028,2026-02-27,18760.85,18676.30,CAD
A000028,2026-03-02,18725.19,18618.86,CAD
A000028,2026-03-05,18646.11,18629.51,CAD
A000028,2026-03-08,18536.79,18434.07,CAD
A000028,2026-03-11,18405.17,18349.04,CAD
A000028,2026-03-14,18236.42,18095.86,CAD
A000028,2026-03-17,18067.62,17965.90,CAD
A000028,2026-03-20,18071.36,18052.35,CAD
A000028,2026-03-23,18317.45,18240.76,CAD
A000028,2026-03-26,18468.68,18423.35,CAD
A000028,2026-03-29,18283.24,18171.70,CAD
A000028,2026-04-01,18203.63,18159.32,CAD
A000028,2026-04-04,18274.69,18157.68,CAD
A000028,2026-04-07,18095.02,18037.44,CAD
A000028,2026-04-10,18284.18,18173.83,CAD
A000028,2026-04-13,18000.74,17876.47,CAD
A000028,2026-04-16,18055.99,17986.84,CAD
A000028,2026-04-19,17946.63,17817.18,CAD
A000028,2026-04-22,18064.39,18018.98,CAD
A000028,2026-04-25,17971.48,17860.48,CAD
A000028,2026-04-28,18061.66,17988.83,CAD
A000028,2026-05-01,18347.15,18199.39,CAD
A000028,2026-05-04,18476.55,18430.29,CAD
A000028,2026-05-07,18603.72,18526.32,CAD
A000028,2026-05-10,18526.91,18379.70,CAD
A000028,2026-05-13,18566.45,18512.29,CAD
A000028,2026-05-16,18593.45,18452.92,CAD
A000028,2026-05-19,18701.30,18613.46,CAD
A000028,2026-05-22,18837.95,18807.31,CAD
A000028,2026-05-25,18923.13,18828.41,CAD
A000028,2026-05-28,18990.34,18859.12,CAD
A000028,2026-05-31,19043.31,18972.14,CAD
A000029,2026-01-01,24379.82,24236.86,EUR
A000029,2026-01-04,24670.35,24613.10,EUR
A000029,2026-01-07,24464.69,24358.47,EUR
A000029,2026-01-10,24366.39,24347.73,EUR
A000029,2026-01-13,24098.84,24038.01,EUR
A000029,2026-01-16,24102.98,23971.58,EUR
A000029,2026-01-19,24258.15,24154.34,EUR
A000029,2026-01-22,24399.55,24289.98,EUR
A000029,2026-01-25,24495.48,24439.78,EUR
A000029,2026-01-28,24627.41,24532.79,EUR
A000029,2026-01-31,24726.59,24656.27,EUR
A000029,2026-02-03,24719.18,24643.03,EUR
A000029,2026-02-06,24825.44,24699.88,EUR
A000029,2026-02-09,24949.32,24904.18,EUR
A000029,2026-02-12,24863.27,24768.01,EUR
A000029,2026-02-15,24978.39,24967.19,EUR
A000029,2026-02-18,24869.69,24780.92,EUR
A000029,2026-02-21,24766.90,24765.15,EUR
A000029,2026-02-24,24838.91,24733.70,EUR
A000029,2026-02-27,24551.57,24551.40,EUR
A000029,2026-03-02,24728.15,24620.95,EUR
A000029,2026-03-05,24790.27,24679.65,EUR
A000029,2026-03-08,24859.40,24772.94,EUR
A000029,2026-03-11,24937.31,24925.94,EUR
A000029,2026-03-14,24903.01,24859.85,EUR
A000029,2026-03-17,25191.90,25043.15,EUR
A000029,2026-03-20,25132.32,25116.75,EUR
A000029,2026-03-23,24946.58,24900.99,EUR
A000029,2026-03-26,24780.73,24708.64,EUR
A000029,2026-03-29,24500.22,24437.94,EUR
A000029,2026-04-01,24716.42,24690.86,EUR
A000029,2026-04-04,24869.60,24797.19,EUR
A000029,2026-04-07,25139.39,25087.31,EUR
A000029,2026-04-10,24878.01,24859.99,EUR
A000029,2026-04-13,24655.17,24581.87,EUR
A000029,2026-04-16,24886.40,24747.01,EUR
A000029,2026-04-19,24989.57,24865.70,EUR
A000029,2026-04-22,25262.73,25203.38,EUR
A000029,2026-04-25,25046.46,25034.69,EUR
A000029,2026-04-28,25010.39,24910.77,EUR
A000029,2026-05-01,24971.75,24952.20,EUR
A000029,2026-05-04,24833.00,24771.15,EUR
A000029,2026-05-07,24728.13,24672.62,EUR
A000029,2026-05-10,24800.85,24697.77,EUR
A000029,2026-05-13,24842.04,24706.81,EUR
A000029,2026-05-16,24583.89,24566.99,EUR
A000029,2026-05-19,24748.86,24653.89,EUR
A000029,2026-05-22,24877.76,24837.93,EUR
A000029,2026-05-25,24853.28,24767.83,EUR
A000029,2026-05-28,25015.10,24935.05,EUR
A000029,2026-05-31,24936.19,24908.42,EUR
A000030,2026-01-01,14356.04,14352.26,USD
A000030,2026-01-04,14193.45,14066.07,USD
A000030,2026-01-07,14373.52,14344.23,USD
A000030,2026-01-10,14291.26,14171.64,USD
A000030,2026-01-13,14411.14,14371.92,USD
A000030,2026-01-16,14388.84,14284.32,USD
A000030,2026-01-19,14596.96,14559.08,USD
A000030,2026-01-22,14813.32,14685.35,USD
A000030,2026-01-25,14658.63,14582.17,USD
A000030,2026-01-28,14429.21,14297.13,USD
A000030,2026-01-31,14271.57,14139.12,USD
A000030,2026-02-03,14053.43,13911.04,USD
A000030,2026-02-06,13806.28,13686.13,USD
A000030,2026-02-09,13604.87,13571.67,USD
A000030,2026-02-12,13402.81,13299.57,USD
A000030,2026-02-15,13211.70,13196.52,USD
A000030,2026-02-18,13187.21,13182.85,USD
A000030,2026-02-21,13109.85,13074.12,USD
A000030,2026-02-24,12858.76,12782.60,USD
A000030,2026-02-27,12964.79,12886.84,USD
A000030,2026-03-02,13125.84,13106.58,USD
A000030,2026-03-05,13077.46,12993.80,USD
A000030,2026-03-08,13085.00,13072.51,USD
A000030,2026-03-11,13326.13,13232.22,USD
A000030,2026-03-14,13211.35,13098.93,USD
A000030,2026-03-17,13290.49,13267.52,USD
A000030,2026-03-20,13526.86,13431.33,USD
A000030,2026-03-23,13289.00,13263.84,USD
A000030,2026-03-26,13555.59,13459.14,USD
A000030,2026-03-29,13387.15,13273.95,USD
A000030,2026-04-01,13129.50,12994.10,USD
A000030,2026-04-04,12982.88,12913.59,USD
A000030,2026-04-07,13211.66,13204.19,USD
A000030,2026-04-10,13259.40,13141.62,USD
A000030,2026-04-13,13183.43,13083.95,USD
A000030,2026-04-16,13417.33,13369.14,USD
A000030,2026-04-19,13257.26,13154.97,USD
A000030,2026-04-22,13444.20,13296.73,USD
A000030,2026-04-25,13170.21,13155.75,USD
A000030,2026-04-28,12917.80,12874.74,USD
A000030,2026-05-01,13068.76,13041.43,USD
A000030,2026-05-04,12899.36,12775.94,USD
A000030,2026-05-07,12835.58,12795.93,USD
A000030,2026-05-10,13067.04,12962.34,USD
A000030,2026-05-13,12908.45,12822.73,USD
A000030,2026-05-16,13201.55,13062.98,USD
A000030,2026-05-19,13387.13,13292.03,USD
A000030,2026-05-22,13617.49,13574.34,USD
A000030,2026-05-25,13864.73,13852.49,USD
A000030,2026-05-28,13736.37,13607.28,USD
A000030,2026-05-31,13998.12,13881.65,USD
A000031,2026-01-01,7559.88,7471.69,INR
A000031,2026-01-04,7290.35,7242.48,INR
A000031,2026-01-07,7205.31,7147.46,INR
A000031,2026-01-10,7263.66,7219.98,INR
A000031,2026-01-13,7214.00,7087.08,INR
A000031,2026-01-16,7449.01,7340.98,INR
A000031,2026-01-19,7671.83,7609.59,INR
A000031,2026-01-22,7891.05,7786.15,INR
A000031,2026-01-25,7886.31,7772.47,INR
A000031,2026-01-28,7779.10,7643.17,INR
A000031,2026-01-31,8000.31,7976.43,INR
A000031,2026-02-03,7723.96,7611.42,INR
A000031,2026-02-06,7704.30,7666.45,INR
A000031,2026-02-09,7920.53,7859.28,INR
A000031,2026-02-12,8103.32,8048.79,INR
A000031,2026-02-15,8016.20,7944.79,INR
A000031,2026-02-18,8255.15,8111.11,INR
A000031,2026-02-21,8315.10,8276.60,INR
A000031,2026-02-24,8423.90,8392.09,INR
A000031,2026-02-27,8424.82,8381.51,INR
A000031,2026-03-02,8286.92,8245.94,INR
A000031,2026-03-05,8061.83,8027.01,INR
A000031,2026-03-08,8358.28,8351.37,INR
A000031,2026-03-11,8524.23,8436.02,INR
A000031,2026-03-14,8699.21,8556.73,INR
A000031,2026-03-17,8790.84,8643.97,INR
A000031,2026-03-20,8698.07,8612.95,INR
A000031,2026-03-23,8621.96,8495.26,INR
A000031,2026-03-26,8630.87,8498.60,INR
A000031,2026-03-29,8799.66,8695.02,INR
A000031,2026-04-01,8878.29,8764.20,INR
A000031,2026-04-04,8866.97,8783.08,INR
A000031,2026-04-07,8609.89,8586.82,INR
A000031,2026-04-10,8379.76,8304.22,INR
A000031,2026-04-13,8573.85,8563.05,INR
A000031,2026-04-16,8789.06,8728.21,INR
A000031,2026-04-19,8558.18,8519.33,INR
A000031,2026-04-22,8505.56,8453.57,INR
A000031,2026-04-25,8284.53,8159.63,INR
A000031,2026-04-28,8324.06,8248.64,INR
A000031,2026-05-01,8144.15,8013.13,INR
A000031,2026-05-04,8411.36,8326.56,INR
A000031,2026-05-07,8199.88,8193.18,INR
A000031,2026-05-10,8370.43,8330.02,INR
A000031,2026-05-13,8320.45,8197.52,INR
A000031,2026-05-16,8615.61,8568.31,INR
A000031,2026-05-19,8565.89,8464.97,INR
A000031,2026-05-22,8795.92,8739.29,INR
A000031,2026-05-25,9008.01,8882.03,INR
A000031,2026-05-28,9231.15,9113.09,INR
A000031,2026-05-31,8979.48,8878.02,INR
A000032,2026-01-01,22235.48,22172.81,GBP
A000032,2026-01-04,22268.71,22218.65,GBP
A000032,2026-01-07,22184.74,22168.79,GBP
A000032,2026-01-10,21909.00,21779.53,GBP
A000032,2026-01-13,21866.58,21862.94,GBP
A000032,2026-01-16,21935.46,21797.96,GBP
A000032,2026-01-19,22079.96,21944.04,GBP
A000032,2026-01-22,21882.89,21808.90,GBP
A000032,2026-01-25,21766.51,21720.22,GBP
A000032,2026-01-28,21507.34,21408.43,GBP
A000032,2026-01-31,21606.10,21492.79,GBP
A000032,2026-02-03,21401.08,21340.21,GBP
A000032,2026-02-06,21608.40,21511.88,GBP
A000032,2026-02-09,21874.33,21864.16,GBP
A000032,2026-02-12,21824.98,21699.61,GBP
A000032,2026-02-15,21678.83,21578.54,GBP
A000032,2026-02-18,21894.81,21798.76,GBP
A000032,2026-02-21,21860.05,21747.53,GBP
A000032,2026-02-24,21656.30,21610.55,GBP
A000032,2026-02-27,21704.63,21579.31,GBP
A000032,2026-03-02,21410.91,21340.78,GBP
A000032,2026-03-05,21242.75,21188.05,GBP
A000032,2026-03-08,21200.50,21194.67,GBP
A000032,2026-03-11,20976.24,20875.99,GBP
A000032,2026-03-14,20716.84,20660.93,GBP
A000032,2026-03-17,20906.42,20844.59,GBP
A000032,2026-03-20,21149.33,21109.61,GBP
A000032,2026-03-23,21131.76,21000.11,GBP
A000032,2026-03-26,21338.35,21217.54,GBP
A000032,2026-03-29,21189.64,21143.85,GBP
A000032,2026-04-01,21107.71,21096.58,GBP
A000032,2026-04-04,20887.04,20774.63,GBP
A000032,2026-04-07,21012.43,20965.24,GBP
A000032,2026-04-10,21236.72,21193.55,GBP
A000032,2026-04-13,20963.74,20899.72,GBP
A000032,2026-04-16,21144.04,21114.28,GBP
A000032,2026-04-19,20937.84,20819.53,GBP
A000032,2026-04-22,20946.41,20830.17,GBP
A000032,2026-04-25,21141.15,21033.49,GBP
A000032,2026-04-28,21251.17,21160.17,GBP
A000032,2026-05-01,21158.28,21149.38,GBP
A000032,2026-05-04,20903.60,20799.32,GBP
A000032,2026-05-07,20737.14,20645.04,GBP
A000032,2026-05-10,20709.51,20677.11,GBP
A000032,2026-05-13,20800.54,20657.39,GBP
A000032,2026-05-16,20736.45,20706.73,GBP
A000032,2026-05-19,20451.50,20337.92,GBP
A000032,2026-05-22,20346.97,20319.01,GBP
A000032,2026-05-25,20345.41,20328.61,GBP
A000032,2026-05-28,20110.62,20082.11,GBP
A000032,2026-05-31,20260.65,20124.38,GBP
A000033,2026-01-01,7346.96,7282.45,EUR
A000033,2026-01-04,7589.35,7454.68,EUR
A000033,2026-01-07,7312.24,7294.28,EUR
A000033,2026-01-10,7295.80,7159.09,EUR
A000033,2026-01-13,7216.52,7178.98,EUR
A000033,2026-01-16,7356.50,7271.07,EUR
A000033,2026-01-19,7497.53,7416.47,EUR
A000033,2026-01-22,7534.64,7440.26,EUR
A000033,2026-01-25,7637.73,7605.43,EUR
A000033,2026-01-28,7447.97,7425.51,EUR
A000033,2026-01-31,7596.39,7569.74,EUR
A000033,2026-02-03,7420.38,7353.35,EUR
A000033,2026-02-06,7676.30,7586.77,EUR
A000033,2026-02-09,7855.61,7740.82,EUR
A000033,2026-02-12,7866.26,7831.48,EUR
A000033,2026-02-15,7781.84,7750.00,EUR
A000033,2026-02-18,7663.54,7612.10,EUR
A000033,2026-02-21,7732.49,7588.02,EUR
A000033,2026-02-24,7725.11,7664.56,EUR
A000033,2026-02-27,7536.14,7402.24,EUR
A000033,2026-03-02,7763.63,7702.94,EUR
A000033,2026-03-05,7985.48,7861.69,EUR
A000033,2026-03-08,8051.09,7934.34,EUR
A000033,2026-03-11,7844.55,7819.89,EUR
A000033,2026-03-14,7646.93,7502.04,EUR
A000033,2026-03-17,7580.32,7445.92,EUR
A000033,2026-03-20,7851.99,7806.59,EUR
A000033,2026-03-23,7886.16,7742.10,EUR
A000033,2026-03-26,8109.10,8023.99,EUR
A000033,2026-03-29,7996.93,7988.11,EUR
A000033,2026-04-01,8081.37,7965.28,EUR
A000033,2026-04-04,7826.59,7798.88,EUR
A000033,2026-04-07,8030.64,7957.31,EUR
A000033,2026-04-10,7809.49,7672.25,EUR
A000033,2026-04-13,7712.74,7601.94,EUR
A000033,2026-04-16,7735.32,7705.97,EUR
A000033,2026-04-19,7527.47,7391.07,EUR
A000033,2026-04-22,7708.69,7570.20,EUR
A000033,2026-04-25,7430.06,7329.44,EUR
A000033,2026-04-28,7376.91,7247.81,EUR
A000033,2026-05-01,7572.93,7428.36,EUR
A000033,2026-05-04,7451.83,7440.00,EUR
A000033,2026-05-07,7303.02,7219.06,EUR
A000033,2026-05-10,7312.65,7202.51,EUR
A000033,2026-05-13,7298.42,7165.17,EUR
A000033,2026-05-16,7390.15,7335.16,EUR
A000033,2026-05-19,7382.29,7260.86,EUR
A000033,2026-05-22,7516.92,7437.87,EUR
A000033,2026-05-25,7743.55,7632.02,EUR
A000033,2026-05-28,7675.38,7665.55,EUR
A000033,2026-05-31,7736.14,7644.06,EUR
A000034,2026-01-01,16403.49,16324.87,EUR
A000034,2026-01-04,16224.81,16184.14,EUR
A000034,2026-01-07,16334.21,16266.53,EUR
A000034,2026-01-10,16399.11,16275.39,EUR
A000034,2026-01-13,16587.02,16556.73,EUR
A000034,2026-01-16,16744.75,16714.21,EUR
A000034,2026-01-19,16832.28,16741.76,EUR
A000034,2026-01-22,16706.90,16686.76,EUR
A000034,2026-01-25,16810.33,16720.30,EUR
A000034,2026-01-28,16545.18,16404.93,EUR
A000034,2026-01-31,16448.06,16419.00,EUR
A000034,2026-02-03,16700.45,16672.44,EUR
A000034,2026-02-06,16886.16,16857.66,EUR
A000034,2026-02-09,16824.92,16729.40,EUR
A000034,2026-02-12,16619.98,16601.40,EUR
A000034,2026-02-15,16768.19,16709.04,EUR
A000034,2026-02-18,16832.35,16707.46,EUR
A000034,2026-02-21,16921.55,16786.89,EUR
A000034,2026-02-24,16867.41,16837.82,EUR
A000034,2026-02-27,17014.39,16915.99,EUR
A000034,2026-03-02,17241.87,17176.17,EUR
A000034,2026-03-05,17052.09,17045.30,EUR
A000034,2026-03-08,17011.04,16862.60,EUR
A000034,2026-03-11,16721.60,16599.79,EUR
A000034,2026-03-14,16470.93,16404.35,EUR
A000034,2026-03-17,16509.28,16395.54,EUR
A000034,2026-03-20,16661.08,16619.82,EUR
A000034,2026-03-23,16422.16,16323.49,EUR
A000034,2026-03-26,16623.63,16561.48,EUR
A000034,2026-03-29,16388.85,16298.07,EUR
A000034,2026-04-01,16441.23,16323.19,EUR
A000034,2026-04-04,16251.45,16230.35,EUR
A000034,2026-04-07,16340.90,16307.93,EUR
A000034,2026-04-10,16291.01,16149.49,EUR
A000034,2026-04-13,16358.25,16254.54,EUR
A000034,2026-04-16,16274.02,16231.85,EUR
A000034,2026-04-19,16305.39,16253.40,EUR
A000034,2026-04-22,16494.80,16380.25,EUR
A000034,2026-04-25,16444.24,16432.82,EUR
A000034,2026-04-28,16384.92,16293.86,EUR
A000034,2026-05-01,16453.92,16328.07,EUR
A000034,2026-05-04,16491.75,16458.97,EUR
A000034,2026-05-07,16699.90,16697.74,EUR
A000034,2026-05-10,16695.43,16657.03,EUR
A000034,2026-05-13,16913.79,16876.23,EUR
A000034,2026-05-16,16802.30,16795.13,EUR
A000034,2026-05-19,16598.84,16456.97,EUR
A000034,2026-05-22,16380.08,16270.62,EUR
A000034,2026-05-25,16509.74,16492.62,EUR
A000034,2026-05-28,16782.78,16714.60,EUR
A000034,2026-05-31,17016.20,16895.89,EUR
A000035,2026-01-01,14258.59,14217.60,USD
A000035,2026-01-04,13970.09,13866.14,USD
A000035,2026-01-07,14144.65,14024.94,USD
A000035,2026-01-10,13975.78,13975.64,USD
A000035,2026-01-13,14225.01,14199.43,USD
A000035,2026-01-16,14512.54,14374.42,USD
A000035,2026-01-19,14433.11,14293.27,USD
A000035,2026-01-22,14523.94,14472.63,USD
A000035,2026-01-25,14440.55,14423.65,USD
A000035,2026-01-28,14614.96,14578.86,USD
A000035,2026-01-31,14827.38,14697.09,USD
A000035,2026-02-03,14944.65,14867.12,USD
A000035,2026-02-06,14915.58,14855.48,USD
A000035,2026-02-09,15000.28,14956.15,USD
A000035,2026-02-12,15024.64,14961.70,USD
A000035,2026-02-15,15214.60,15065.94,USD
A000035,2026-02-18,15019.29,14936.72,USD
A000035,2026-02-21,14765.29,14762.56,USD
A000035,2026-02-24,14616.31,14504.52,USD
A000035,2026-02-27,14755.87,14623.57,USD
A000035,2026-03-02,14947.68,14812.08,USD
A000035,2026-03-05,15221.82,15189.28,USD
A000035,2026-03-08,15084.71,14950.09,USD
A000035,2026-03-11,15247.13,15243.91,USD
A000035,2026-03-14,15330.41,15257.66,USD
A000035,2026-03-17,15153.22,15103.69,USD
A000035,2026-03-20,15052.11,14930.27,USD
A000035,2026-03-23,14928.96,14889.50,USD
A000035,2026-03-26,14945.48,14872.54,USD
A000035,2026-03-29,14817.38,14716.88,USD
A000035,2026-04-01,15006.63,14927.58,USD
A000035,2026-04-04,14804.54,14671.69,USD
A000035,2026-04-07,14771.91,14739.88,USD
A000035,2026-04-10,14643.84,14498.15,USD
A000035,2026-04-13,14619.21,14554.02,USD
A000035,2026-04-16,14874.81,14754.73,USD
A000035,2026-04-19,15019.96,14871.20,USD
A000035,2026-04-22,14847.37,14751.17,USD
A000035,2026-04-25,14871.92,14741.71,USD
A000035,2026-04-28,14770.31,14639.11,USD
A000035,2026-05-01,15001.46,14868.70,USD
A000035,2026-05-04,15116.43,15089.91,USD
A000035,2026-05-07,15025.73,14888.60,USD
A000035,2026-05-10,15010.10,14874.63,USD
A000035,2026-05-13,15104.54,15088.99,USD
A000035,2026-05-16,15060.08,14933.80,USD
A000035,2026-05-19,14869.71,14860.59,USD
A000035,2026-05-22,14816.02,14799.96,USD
A000035,2026-05-25,14579.44,14575.69,USD
A000035,2026-05-28,14460.01,14436.51,USD
A000035,2026-05-31,14379.79,14259.70,USD
A000036,2026-01-01,7007.42,6910.58,CAD
A000036,2026-01-04,7159.20,7152.17,CAD
A000036,2026-01-07,7377.01,7375.77,CAD
A000036,2026-01-10,7339.98,7252.64,CAD
A000036,2026-01-13,7302.08,7202.91,CAD
A000036,2026-01-16,7464.25,7329.05,CAD
A000036,2026-01-19,7714.05,7698.69,CAD
A000036,2026-01-22,7884.41,7775.38,CAD
A000036,2026-01-25,7648.60,7570.52,CAD
A000036,2026-01-28,7373.46,7259.75,CAD
A000036,2026-01-31,7302.07,7166.34,CAD
A000036,2026-02-03,7267.27,7225.05,CAD
A000036,2026-02-06,7000.53,6869.87,CAD
A000036,2026-02-09,6791.75,6649.22,CAD
A000036,2026-02-12,6880.51,6766.75,CAD
A000036,2026-02-15,7122.76,7078.89,CAD
A000036,2026-02-18,7038.59,6999.93,CAD
A000036,2026-02-21,6931.20,6877.26,CAD
A000036,2026-02-24,7030.85,7006.05,CAD
A000036,2026-02-27,6948.92,6939.00,CAD
A000036,2026-03-02,6673.40,6666.28,CAD
A000036,2026-03-05,6529.68,6404.68,CAD
A000036,2026-03-08,6393.74,6386.36,CAD
A000036,2026-03-11,6373.34,6253.83,CAD
A000036,2026-03-14,6342.07,6217.48,CAD
A000036,2026-03-17,6527.20,6481.55,CAD
A000036,2026-03-20,6513.53,6503.08,CAD
A000036,2026-03-23,6353.66,6325.81,CAD
A000036,2026-03-26,6214.27,6153.85,CAD
A000036,2026-03-29,6237.65,6108.51,CAD
A000036,2026-04-01,6212.42,6188.03,CAD
A000036,2026-04-04,6331.49,6316.40,CAD
A000036,2026-04-07,6174.51,6148.47,CAD
A000036,2026-04-10,6143.61,6120.08,CAD
A000036,2026-04-13,6106.63,6035.58,CAD
A000036,2026-04-16,5992.51,5877.88,CAD
A000036,2026-04-19,5965.28,5834.75,CAD
A000036,2026-04-22,6066.27,6043.73,CAD
A000036,2026-04-25,6189.71,6070.65,CAD
A000036,2026-04-28,6096.94,5993.62,CAD
A000036,2026-05-01,6109.13,6065.89,CAD
A000036,2026-05-04,5947.44,5909.27,CAD
A000036,2026-05-07,6012.00,6009.46,CAD
A000036,2026-05-10,6230.33,6154.36,CAD
A000036,2026-05-13,6201.61,6105.78,CAD
A000036,2026-05-16,5949.08,5850.45,CAD
A000036,2026-05-19,5838.53,5698.36,CAD
A000036,2026-05-22,5636.99,5590.21,CAD
A000036,2026-05-25,5723.21,5699.44,CAD
A000036,2026-05-28,5886.98,5818.99,CAD
A000036,2026-05-31,6147.25,6140.10,CAD
A000037,2026-01-01,23195.26,23126.77,GBP
A000037,2026-01-04,22913.07,22808.11,GBP
A000037,2026-01-07,22645.34,22524.64,GBP
A000037,2026-01-10,22411.22,22387.13,GBP
A000037,2026-01-13,22423.96,22327.54,GBP
A000037,2026-01-16,22292.34,22148.23,GBP
A000037,2026-01-19,22361.73,22272.26,GBP
A000037,2026-01-22,22095.03,22024.06,GBP
A000037,2026-01-25,21835.73,21826.84,GBP
A000037,2026-01-28,21679.58,21573.44,GBP
A000037,2026-01-31,21629.27,21495.37,GBP
A000037,2026-02-03,21581.03,21444.99,GBP
A000037,2026-02-06,21325.90,21271.48,GBP
A000037,2026-02-09,21411.42,21353.50,GBP
A000037,2026-02-12,21598.68,21557.82,GBP
A000037,2026-02-15,21449.58,21356.21,GBP
A000037,2026-02-18,21217.99,21167.16,GBP
A000037,2026-02-21,21017.20,20934.25,GBP
A000037,2026-02-24,20914.32,20800.20,GBP
A000037,2026-02-27,20837.55,20759.65,GBP
A000037,2026-03-02,21047.82,21028.57,GBP
A000037,2026-03-05,21219.32,21089.04,GBP
A000037,2026-03-08,21041.68,20904.44,GBP
A000037,2026-03-11,21183.82,21064.17,GBP
A000037,2026-03-14,21131.35,21101.98,GBP
A000037,2026-03-17,20916.94,20772.17,GBP
A000037,2026-03-20,21116.90,21036.93,GBP
A000037,2026-03-23,21079.20,21048.92,GBP
A000037,2026-03-26,21304.96,21213.56,GBP
A000037,2026-03-29,21171.67,21042.79,GBP
A000037,2026-04-01,21432.39,21369.99,GBP
A000037,2026-04-04,21399.86,21334.57,GBP
A000037,2026-04-07,21128.50,20996.91,GBP
A000037,2026-04-10,21074.78,21020.22,GBP
A000037,2026-04-13,21214.03,21115.09,GBP
A000037,2026-04-16,21057.11,21021.72,GBP
A000037,2026-04-19,20908.76,20812.08,GBP
A000037,2026-04-22,21152.98,21051.15,GBP
A000037,2026-04-25,21433.85,21325.18,GBP
A000037,2026-04-28,21457.09,21430.39,GBP
A000037,2026-05-01,21274.87,21218.09,GBP
A000037,2026-05-04,21293.11,21218.23,GBP
A000037,2026-05-07,21128.08,21103.79,GBP
A000037,2026-05-10,21096.62,21077.55,GBP
A000037,2026-05-13,21078.40,21023.36,GBP
A000037,2026-05-16,20869.12,20766.40,GBP
A000037,2026-05-19,20988.88,20945.11,GBP
A000037,2026-05-22,20969.24,20825.73,GBP
A000037,2026-05-25,21186.13,21096.69,GBP
A000037,2026-05-28,21414.01,21384.67,GBP
A000037,2026-05-31,21547.59,21497.51,GBP
A000038,2026-01-01,22240.65,22200.97,CAD
A000038,2026-01-04,21946.58,21894.98,CAD
A000038,2026-01-07,21926.99,21779.23,CAD
A000038,2026-01-10,21812.83,21803.37,CAD
A000038,2026-01-13,21810.04,21807.78,CAD
A000038,2026-01-16,21744.53,21652.84,CAD
A000038,2026-01-19,21905.26,21836.35,CAD
A000038,2026-01-22,22201.00,22143.84,CAD
A000038,2026-01-25,22159.73,22120.48,CAD
A000038,2026-01-28,22398.87,22381.62,CAD
A000038,2026-01-31,22223.69,22169.70,CAD
A000038,2026-02-03,22307.64,22190.07,CAD
A000038,2026-02-06,22327.11,22185.85,CAD
A000038,2026-02-09,22453.14,22388.37,CAD
A000038,2026-02-12,22570.90,22475.86,CAD
A000038,2026-02-15,22467.24,22338.53,CAD
A000038,2026-02-18,22509.05,22421.57,CAD
A000038,2026-02-21,22534.47,22471.41,CAD
A000038,2026-02-24,22333.26,22247.64,CAD
A000038,2026-02-27,22200.26,22113.31,CAD
A000038,2026-03-02,22423.61,22373.70,CAD
A000038,2026-03-05,22275.79,22168.64,CAD
