asset_id,maintenance_type,priority,work_order_count,completed_count,avg_completion_days,labor_hours,parts_cost
AST000183,Emergency,Low,1,0,,26.45,5598.0
AST000183,Inspection,Low,1,1,40.0,58.39,40761.95
AST000183,Preventive,Low,1,0,10.0,34.62,36368.31
AST000184,Corrective,Critical,1,1,5.0,11.45,34748.08
AST000184,Preventive,Low,1,1,,70.74,32442.51
AST000185,Corrective,Low,1,1,1.0,48.46,610.21
AST000185,Inspection,Critical,1,0,20.0,47.67,36157.71
AST000185,Inspection,Low,1,0,1.0,49.26,44014.93
AST000186,Corrective,Medium,1,1,20.0,9.45,44536.38
AST000186,Preventive,High,1,0,2.0,23.52,29651.02
AST000186,Preventive,Low,1,0,40.0,14.55,1384.44
AST000187,Emergency,Low,1,0,20.0,27.95,43601.6
AST000187,Inspection,High,1,0,,3.64,16797.07
AST000187,Preventive,High,1,0,5.0,57.81,9120.99
AST000187,Preventive,Medium,1,0,,1.94,44268.99
AST000188,Emergency,Critical,1,0,20.0,62.24,2809.27
AST000188,Inspection,Medium,1,0,40.0,42.98,28851.0
AST000188,Preventive,Medium,1,1,1.0,12.27,23997.34
AST000189,Emergency,Medium,1,1,20.0,71.22,41231.09
AST000189,Preventive,Medium,1,0,40.0,79.26,2397.1
AST000190,Inspection,Low,1,0,20.0,9.45,38650.06
AST000190,Preventive,Critical,2,1,15.0,94.97,14346.550000000001
AST000190,Preventive,Medium,1,0,,45.7,10925.86
AST000191,Corrective,Low,2,0,2.0,130.35,55301.33
AST000191,Preventive,Low,1,0,10.0,25.44,6048.81
AST000192,Corrective,Medium,1,1,10.0,76.43,3695.56
AST000192,Inspection,Medium,1,0,2.0,39.2,6183.52
AST000192,Preventive,Medium,2,1,22.5,18.759999999999998,47286.64
AST000193,Corrective,Low,1,0,40.0,50.01,10136.37
AST000193,Corrective,Medium,2,1,10.0,95.9,64075.28
AST000193,Emergency,Medium,1,0,2.0,8.33,19217.32
AST000193,Inspection,High,1,0,,12.34,20119.42
AST000193,Preventive,Low,1,0,1.0,33.68,28419.83
AST000193,Preventive,Medium,1,0,,3.01,3176.46
AST000194,Corrective,Medium,2,1,22.5,73.91,57860.41
AST000194,Emergency,Low,1,0,5.0,40.01,20085.92
AST000194,Inspection,Medium,1,1,,54.02,8592.28
AST000195,Corrective,Medium,1,0,40.0,37.52,12688.14
AST000195,Inspection,High,1,0,5.0,37.04,32355.63
AST000195,Preventive,High,1,0,40.0,63.69,2224.55
AST000195,Preventive,Medium,1,0,1.0,18.51,19061.63
AST000196,Preventive,Critical,1,0,20.0,47.64,4191.24
AST000196,Preventive,Medium,1,0,10.0,37.13,41411.02
AST000197,Preventive,Medium,2,2,21.0,126.37,66435.27
AST000198,Corrective,Low,1,0,40.0,36.35,5393.9
AST000198,Emergency,High,1,0,40.0,0.0,38996.87
AST000198,Preventive,Low,1,0,1.0,29.57,35272.07
AST000199,Corrective,Critical,1,0,2.0,52.28,37593.33
AST000199,Emergency,Low,1,0,20.0,69.6,27206.88
AST000199,Inspection,Medium,2,1,10.5,87.00999999999999,66218.37
AST000199,Preventive,High,1,0,40.0,36.07,1950.24
AST000200,Preventive,Medium,1,1,10.0,5.78,37966.16
AST000201,Corrective,Critical,1,0,,51.17,5530.87
AST000201,Emergency,High,1,0,5.0,17.76,15276.74
AST000201,Preventive,Critical,1,0,40.0,60.78,41190.87
AST000201,Preventive,High,1,0,20.0,19.41,33533.08
AST000202,Corrective,Critical,1,0,10.0,17.38,14933.82
AST000202,Corrective,High,1,0,,50.88,27427.41
AST000202,Inspection,High,1,0,20.0,78.66,30182.39
AST000202,Preventive,Critical,1,0,20.0,75.82,9367.81
AST000202,Preventive,Medium,1,1,10.0,76.78,1568.93
AST000203,Corrective,Critical,1,0,2.0,8.84,23970.22
AST000203,Inspection,Low,1,1,20.0,76.4,28237.03
AST000204,Preventive,Low,1,0,,79.63,10609.59
AST000205,Corrective,High,1,0,2.0,9.26,5566.6
AST000205,Corrective,Medium,1,0,5.0,26.78,25486.19
AST000205,Emergency,High,1,0,40.0,42.31,26686.72
AST000205,Inspection,Low,1,0,2.0,9.29,23015.75
AST000205,Preventive,Low,1,0,10.0,57.33,38983.95
AST000206,Corrective,Medium,1,0,10.0,38.9,35616.32
AST000206,Emergency,Critical,1,1,20.0,40.72,25737.61
AST000206,Preventive,High,1,0,1.0,22.15,19127.53
AST000206,Preventive,Low,1,0,,13.24,21735.67
AST000207,Emergency,High,1,1,2.0,12.21,31863.47
AST000207,Emergency,Medium,1,0,20.0,58.48,13913.68
AST000207,Inspection,Medium,1,0,2.0,12.88,31734.54
AST000207,Preventive,Medium,1,0,,30.72,10486.07
AST000208,Corrective,Medium,1,1,5.0,45.75,38385.68
AST000208,Inspection,Critical,1,0,20.0,7.42,39280.57
AST000208,Inspection,Low,1,0,20.0,40.28,3061.5
AST000209,Preventive,Medium,1,0,20.0,24.0,25179.96
AST000210,Inspection,Medium,1,0,1.0,37.84,108.05
AST000210,Preventive,Critical,1,0,20.0,9.97,41876.0
AST000210,Preventive,Low,2,0,15.0,65.2,18531.85
AST000210,Preventive,Medium,1,1,10.0,58.89,1715.9
AST000211,Preventive,Medium,1,0,20.0,1.78,18034.98
AST000212,Corrective,Medium,1,0,,40.37,33188.89
AST000212,Preventive,Low,1,0,10.0,51.52,30226.16
AST000213,Corrective,Medium,1,0,,71.81,24613.98
AST000214,Corrective,Medium,1,0,20.0,1.75,5899.44
AST000214,Emergency,Medium,1,1,,65.18,5117.67
AST000214,Preventive,Low,1,0,2.0,45.74,20293.19
AST000214,Preventive,Medium,1,0,10.0,46.63,1498.18
AST000215,Inspection,Critical,1,0,40.0,53.15,42463.4
AST000216,Corrective,Critical,1,0,1.0,63.56,21429.0
AST000216,Corrective,High,1,0,1.0,28.39,7680.4
AST000216,Corrective,Medium,1,0,2.0,59.94,35801.34
AST000216,Emergency,Medium,1,1,5.0,47.33,16494.33
AST000217,Emergency,Critical,1,0,10.0,21.98,9875.88
AST000218,Preventive,Medium,1,0,20.0,16.83,21224.21
AST000219,Preventive,Low,1,0,5.0,75.31,32971.83
AST000220,Inspection,High,1,0,2.0,56.82,24186.29
AST000220,Preventive,Critical,1,0,20.0,17.07,29732.74
AST000221,Corrective,Medium,1,0,,13.33,37909.68
AST000221,Preventive,Medium,1,0,40.0,2.13,800.94
AST000222,Inspection,High,1,0,10.0,35.02,3553.15
AST000222,Preventive,High,1,1,20.0,10.81,13046.95
AST000225,Emergency,Critical,1,0,40.0,1.96,32743.32
AST000225,Preventive,Low,1,0,2.0,10.44,4082.1
AST000226,Corrective,Low,1,0,5.0,48.61,14495.44
AST000226,Inspection,Critical,1,1,10.0,5.23,19253.82
AST000226,Preventive,Low,1,0,1.0,64.0,28194.46
AST000226,Preventive,Medium,1,0,20.0,54.78,39809.15
AST000227,Emergency,High,1,1,40.0,16.24,22789.82
AST000227,Inspection,Critical,1,0,20.0,46.35,42001.92
AST000227,Preventive,Medium,1,1,,59.53,10236.44
AST000228,Emergency,High,1,1,1.0,28.27,26001.0
AST000228,Preventive,Medium,1,0,10.0,14.33,14169.81
AST000229,Preventive,Critical,1,0,20.0,70.66,7864.64
AST000229,Preventive,Medium,2,0,12.5,98.2,43119.14
AST000230,Emergency,Medium,1,1,10.0,54.2,41708.43
AST000230,Preventive,High,2,0,30.0,134.64,51527.51
AST000231,Emergency,Critical,1,1,40.0,9.63,20748.75
AST000231,Preventive,Medium,2,1,7.5,132.87,22538.170000000002
AST000232,Corrective,High,2,1,1.5,118.39000000000001,80901.74
AST000232,Emergency,High,1,1,10.0,58.64,12573.73
AST000232,Emergency,Medium,1,0,,28.69,26164.76
AST000232,Inspection,High,1,1,,62.54,28980.98
AST000232,Preventive,Medium,1,0,1.0,17.27,22317.38
AST000233,Preventive,High,1,0,2.0,59.95,27995.62
AST000235,Inspection,Critical,1,1,40.0,57.28,33495.67
AST000235,Inspection,Medium,1,0,10.0,53.09,44330.74
AST000235,Preventive,Critical,1,0,5.0,16.63,28597.36
AST000236,Corrective,Medium,2,1,7.5,123.99000000000001,45876.6
AST000236,Emergency,Medium,1,0,1.0,68.33,30246.89
AST000236,Inspection,High,1,1,5.0,50.15,19485.83
AST000236,Preventive,Low,1,0,20.0,52.57,14490.81
AST000237,Preventive,Medium,1,0,20.0,22.16,11726.49
AST000238,Preventive,Critical,1,0,2.0,42.13,33519.63
AST000238,Preventive,Low,1,1,5.0,34.16,1581.53
AST000239,Inspection,High,1,0,20.0,40.29,12869.68
AST000239,Preventive,Low,1,0,5.0,2.87,15733.9
AST000240,Preventive,Low,1,0,10.0,19.34,19134.61
AST000240,Preventive,Medium,1,1,5.0,14.33,16443.47
AST000241,Preventive,Critical,1,0,2.0,12.79,36494.41
AST000241,Preventive,High,1,0,20.0,33.8,40163.51
AST000242,Emergency,Medium,1,0,20.0,10.4,5389.44
AST000243,Preventive,High,1,1,,5.86,12035.63
AST000244,Emergency,Low,1,0,40.0,44.47,24445.76
AST000244,Inspection,Low,1,0,10.0,42.56,32320.36
AST000244,Preventive,Critical,1,0,40.0,67.71,34020.23
AST000245,Corrective,Low,1,1,40.0,6.65,41100.74
AST000245,Corrective,Medium,1,1,40.0,42.59,39952.52
AST000245,Inspection,High,2,1,12.5,94.41999999999999,45078.81
AST000245,Inspection,Medium,1,0,10.0,16.42,27721.83
AST000245,Preventive,Medium,2,0,2.0,86.96000000000001,63143.130000000005
AST000246,Emergency,Medium,1,1,20.0,3.97,44573.56
AST000246,Preventive,High,1,1,1.0,16.45,28859.93
AST000246,Preventive,Medium,1,0,20.0,5.4,18108.98
AST000247,Emergency,Low,1,0,1.0,74.54,34558.14
AST000248,Corrective,Low,1,1,5.0,71.25,19462.08
AST000248,Preventive,Low,1,0,1.0,12.05,29468.25
AST000248,Preventive,Medium,3,0,10.333333333333334,82.86,54167.729999999996
AST000249,Corrective,Medium,1,0,5.0,32.0,39604.26
AST000249,Inspection,Critical,1,0,1.0,12.64,6977.81
AST000249,Inspection,High,1,0,,32.78,36182.29
AST000249,Preventive,Medium,1,0,,54.68,13587.26
AST000251,Corrective,Critical,1,0,,42.1,15526.67
AST000252,Preventive,High,1,1,10.0,43.97,27879.83
AST000253,Preventive,Critical,1,1,2.0,76.03,5574.6
AST000255,Emergency,Critical,1,0,10.0,24.44,36258.49
AST000256,Corrective,High,1,0,,3.41,18734.21
AST000256,Emergency,Low,1,1,2.0,21.32,15463.73
