asset_id,site_id,asset_type,manufacturer,model_number,install_date,rated_capacity_kw,asset_status,criticality,effective_start_date,record_source,effective_end_date,is_current,asset_sk
AST000139,SITE0017,Solar Inverter,Aeroflux,MDL-899,,2980.86,Maintenance,Medium,,asset_master,9999-12-31,True,0d85763781d1eec40cf3
AST000140,SITE0017,Solar Inverter,Ecodyn,MDL-922,2019-05-18,1715.73,Active,Medium,2019-05-18,asset_master,9999-12-31,True,b451584043ce854595b1
AST000141,SITE0017,Solar Inverter,Voltedge,MDL-877,,2853.93,Active,Low,,asset_master,9999-12-31,True,5c0889aa84bac922ee62
AST000142,SITE0017,Solar Inverter,Voltedge,MDL-743,,686.93,Standby,High,2026-05-29,maintenance_review,9999-12-31,True,2aa1849d8423f8a3e7fa
AST000142,SITE0017,Solar Inverter,Voltedge,MDL-743,,686.93,Standby,Critical,,asset_master,9999-12-31,True,bc60297cec34c7909f59
AST000143,SITE0017,Solar Inverter,Gridworks,MDL-370,2018-11-01,2011.18,Active,High,2026-04-02,capacity_change,9999-12-31,True,9f75f0843ff6817e0709
AST000144,SITE0017,Solar Inverter,Novapower,MDL-142,,3245.04,Active,Medium,,asset_master,9999-12-31,True,9dd11b926bec25fa2b12
AST000145,SITE0018,Feeder,Novapower,MDL-523,2023-05-05,2200.65,Active,Medium,2026-05-23,maintenance_review,9999-12-31,True,8d437d3a093ee11659b4
AST000146,SITE0018,Transformer,Voltedge,MDL-398,2024-10-07,3409.87,Active,High,2024-10-07,asset_master,9999-12-31,True,9d6cfe4f6c5f2c922e24
AST000147,SITE0018,Transformer,Voltedge,MDL-120,2019-07-17,155.24,Active,High,2026-03-09,capacity_change,9999-12-31,True,2c37bf18f1ba6105d3fe
AST000148,SITE0018,Feeder,Aeroflux,MDL-651,2015-05-02,1382.43,Retired,Low,2015-05-02,asset_master,9999-12-31,True,cc997e4d9a47be595913
AST000149,SITE0018,Feeder,Novapower,MDL-614,2015-08-31,2932.31,Maintenance,Critical,2026-04-27,capacity_change,9999-12-31,True,bfb9ef328daf935991d3
AST000150,SITE0018,Feeder,Aeroflux,MDL-778,,3084.71,Standby,High,2026-03-02,condition_update,9999-12-31,True,3dba7d6b6086b5ee05b4
AST000150,SITE0018,Feeder,Aeroflux,MDL-778,,3084.71,Standby,High,,asset_master,9999-12-31,True,1368173e3dba970852b2
AST000151,SITE0018,Transformer,Gridworks,MDL-163,2017-08-18,879.23,Maintenance,High,2017-08-18,asset_master,9999-12-31,True,c8aa27774d8f6ee2fe6f
AST000152,SITE0018,Feeder,Heliotech,MDL-369,,2754.48,Retired,High,,asset_master,9999-12-31,True,595f08ee3c3fcbdb7c09
AST000153,SITE0018,Transformer,Heliotech,MDL-475,2018-11-28,3246.67,Active,Low,2026-05-28,retirement,9999-12-31,True,9c08f6af99c324c210fe
AST000154,SITE0018,Feeder,Novapower,MDL-706,2021-11-10,1557.3,Retired,Medium,2026-05-08,condition_update,9999-12-31,True,72818ae1859c3a34776f
AST000155,SITE0019,Solar Inverter,Aeroflux,MDL-233,,745.18,Maintenance,Critical,2026-03-19,maintenance_review,9999-12-31,True,2d4dafcc8c33589b0050
AST000155,SITE0019,Solar Inverter,Aeroflux,MDL-233,,745.18,Maintenance,High,,asset_master,9999-12-31,True,84b2658d923106722f89
AST000156,SITE0019,Solar Inverter,Aeroflux,MDL-912,,3387.91,Active,Critical,2026-02-28,maintenance_review,9999-12-31,True,93d882294d8d7700b3c3
AST000156,SITE0019,Solar Inverter,Aeroflux,MDL-912,,3387.91,Maintenance,Medium,,asset_master,9999-12-31,True,18725505127b7f90bd94
AST000157,SITE0019,Solar Inverter,Gridworks,MDL-909,2020-06-22,3134.27,Standby,Low,2026-02-04,maintenance_review,9999-12-31,True,89adc6f0730d723ff1c8
AST000158,SITE0019,Solar Inverter,Gridworks,MDL-988,2023-04-22,1015.54,Retired,Low,2026-02-09,retirement,9999-12-31,True,3e73e852b6039ba10378
AST000159,SITE0019,Solar Inverter,Ecodyn,MDL-302,,542.43,Active,Medium,2026-04-18,condition_update,9999-12-31,True,baeed85ba9080e091219
AST000159,SITE0019,Solar Inverter,Ecodyn,MDL-302,,542.43,Maintenance,Medium,,asset_master,9999-12-31,True,5e52192227f806d583f5
AST000160,SITE0019,Solar Inverter,Novapower,MDL-629,,3440.2,Maintenance,High,,asset_master,9999-12-31,True,50387cdb62be5e4f6ebc
AST000161,SITE0019,Solar Inverter,Novapower,MDL-925,2023-11-25,3091.68,Active,Critical,2026-02-06,condition_update,9999-12-31,True,e53ea6b7b645b7f99f97
AST000162,SITE0019,Solar Inverter,Gridworks,MDL-202,2019-05-31,1343.49,Maintenance,Low,2019-05-31,asset_master,9999-12-31,True,60b28324caa6a39fc711
AST000163,SITE0020,Feeder,Ecodyn,MDL-191,2022-05-06,,Active,Medium,2022-05-06,asset_master,9999-12-31,True,8c1bf79ec28621da144c
AST000164,SITE0020,Feeder,Novapower,MDL-217,2017-08-20,1837.49,Retired,Medium,2017-08-20,asset_master,9999-12-31,True,8994a900448d2d7dfc98
AST000165,SITE0020,Transformer,Heliotech,MDL-567,,1690.86,Standby,Medium,2026-03-05,maintenance_review,9999-12-31,True,06829811831ba90f405e
AST000165,SITE0020,Transformer,Heliotech,MDL-567,,1690.86,Retired,Critical,,asset_master,9999-12-31,True,94c7820ed9edcd96f3a5
AST000166,SITE0020,Feeder,Voltedge,MDL-178,,125.28,Active,Low,2026-02-03,condition_update,9999-12-31,True,c2cff8248a2581874c16
AST000166,SITE0020,Feeder,Voltedge,MDL-178,,125.28,Maintenance,Medium,,asset_master,9999-12-31,True,f0e4b113160539c1daf4
AST000167,SITE0020,Feeder,Aeroflux,MDL-785,2020-09-16,2443.38,Retired,Low,2026-03-16,condition_update,9999-12-31,True,d671d17daa597ee46efd
AST000168,SITE0020,Transformer,Gridworks,MDL-489,2018-07-14,2433.7,Active,Medium,2018-07-14,asset_master,9999-12-31,True,254a53270e007390d837
AST000169,SITE0020,Feeder,Aeroflux,MDL-255,2022-03-27,2822.52,Standby,Low,2026-05-28,maintenance_review,9999-12-31,True,1b7c8d658b0e5d438731
AST000170,SITE0020,Feeder,Voltedge,MDL-847,,1185.04,Retired,High,2026-04-16,maintenance_review,9999-12-31,True,7c3ea1ec16ca3609f982
AST000170,SITE0020,Feeder,Voltedge,MDL-847,,1185.04,Maintenance,Low,,asset_master,9999-12-31,True,7549e8cdf4c85fc01958
AST000171,SITE0020,Transformer,Heliotech,MDL-380,2020-06-13,2646.38,Standby,High,2020-06-13,asset_master,9999-12-31,True,0c90cef3b15911795b43
AST000172,SITE0020,Transformer,Heliotech,MDL-192,,2163.77,Retired,Low,2026-05-10,maintenance_review,9999-12-31,True,2e43ff97b7863f3afa97
AST000172,SITE0020,Transformer,Heliotech,MDL-192,,2163.77,Maintenance,Medium,,asset_master,9999-12-31,True,5105a158605dd1c41542
AST000173,SITE0021,Feeder,Aeroflux,MDL-268,,809.0,Active,High,2026-05-13,condition_update,9999-12-31,True,339fda8fa4193894f9cc
AST000173,SITE0021,Feeder,Aeroflux,MDL-268,,809.0,Retired,Medium,,asset_master,9999-12-31,True,d7a31695243d402c715e
AST000174,SITE0021,Feeder,Ecodyn,MDL-846,2021-05-27,1136.98,Active,Critical,2021-05-27,asset_master,9999-12-31,True,2579bc12af5dab7b01b9
AST000175,SITE0021,Transformer,Ecodyn,MDL-816,,3275.31,Retired,Medium,2026-03-25,condition_update,9999-12-31,True,7456f95f218a4f89dae0
AST000175,SITE0021,Transformer,Ecodyn,MDL-816,,3275.31,Active,Medium,,asset_master,9999-12-31,True,b7cffa3ab6b161e523dd
AST000176,SITE0021,Feeder,Ecodyn,MDL-966,2018-10-31,1405.75,Maintenance,Critical,2026-04-06,maintenance_review,9999-12-31,True,b575e505eac20de2a8a1
AST000177,SITE0021,Transformer,Novapower,MDL-324,,1201.63,Standby,High,2026-05-11,capacity_change,9999-12-31,True,4cb3f17c298825017aab
AST000177,SITE0021,Transformer,Novapower,MDL-324,,1201.63,Maintenance,Medium,,asset_master,9999-12-31,True,1037b95b7b22310ddc15
AST000178,SITE0021,Feeder,Novapower,MDL-767,2025-10-12,896.7,Retired,High,2025-10-12,asset_master,9999-12-31,True,6e7be713eb9d996f1144
AST000179,SITE0021,Feeder,Aeroflux,MDL-732,,740.39,Active,Critical,2026-03-12,maintenance_review,9999-12-31,True,76be38ae0d98d3ee5304
AST000179,SITE0021,Feeder,Aeroflux,MDL-732,,740.39,Active,High,,asset_master,9999-12-31,True,66fb1de7f332f673b3d4
AST000180,SITE0021,Feeder,Ecodyn,MDL-583,2015-07-11,1667.75,Active,Medium,2015-07-11,asset_master,9999-12-31,True,769bdf06ce3d36f3b00a
AST000181,SITE0021,Transformer,Gridworks,MDL-448,,1138.5,Standby,Medium,2026-05-30,condition_update,9999-12-31,True,f42602cb6fdfb6f7e9f7
AST000181,SITE0021,Transformer,Gridworks,MDL-448,,1138.5,Standby,Medium,,asset_master,9999-12-31,True,8d3a19529c83e52ab9a6
AST000182,SITE0021,Transformer,Voltedge,MDL-666,,3010.6,Maintenance,High,2026-03-07,capacity_change,9999-12-31,True,7087f9ed58fd75b666c9
AST000182,SITE0021,Transformer,Voltedge,MDL-666,,3010.6,Active,Critical,,asset_master,9999-12-31,True,bb82e2fd477baadd4f1b
AST000183,SITE0022,Solar Inverter,Heliotech,MDL-655,,2844.58,Retired,Medium,,asset_master,9999-12-31,True,31ced5ab64827894e4e3
AST000184,SITE0022,Solar Inverter,Ecodyn,MDL-633,2022-07-17,733.28,Active,Medium,2022-07-17,asset_master,9999-12-31,True,90f27a15394a7db74a99
AST000185,SITE0022,Solar Inverter,Ecodyn,MDL-568,,3473.22,Standby,Medium,,asset_master,9999-12-31,True,dd6c36a400f1cfbda257
AST000186,SITE0022,Solar Inverter,Voltedge,MDL-621,,2019.1,Maintenance,High,2026-04-11,condition_update,9999-12-31,True,495650db9983b4c56dc4
AST000186,SITE0022,Solar Inverter,Voltedge,MDL-621,,2019.1,Standby,Medium,,asset_master,9999-12-31,True,100126969bb21e2833b9
AST000187,SITE0022,Solar Inverter,Novapower,MDL-889,2022-06-24,742.89,Retired,High,2026-03-23,maintenance_review,9999-12-31,True,15b718b5dc52fde240d5
AST000188,SITE0022,Solar Inverter,Ecodyn,MDL-747,,294.41,Active,Low,2026-02-24,condition_update,9999-12-31,True,aaf027187a0fbf8e924f
AST000188,SITE0022,Solar Inverter,Ecodyn,MDL-747,,294.41,Maintenance,High,,asset_master,9999-12-31,True,fd9a67c663c2ffcd2785
AST000189,SITE0022,Solar Inverter,Aeroflux,MDL-221,,3091.2,Active,Medium,2026-02-08,retirement,9999-12-31,True,718fb23d1b471eb28feb
AST000189,SITE0022,Solar Inverter,Aeroflux,MDL-221,,3091.2,Retired,Low,,asset_master,9999-12-31,True,827296674d6dd1267c78
AST000190,SITE0022,Solar Inverter,Heliotech,MDL-595,2021-06-02,264.18,Standby,Low,2026-04-17,capacity_change,9999-12-31,True,ae360e9289f7cd2b5de8
AST000191,SITE0023,Battery Rack,Gridworks,MDL-762,2015-06-24,1473.8,Retired,Medium,2015-06-24,asset_master,9999-12-31,True,ce34e23b3d2265fbe5c1
AST000192,SITE0023,Battery Rack,Ecodyn,MDL-833,,518.24,Standby,High,2026-05-29,retirement,9999-12-31,True,bdd8943f8986979003a7
AST000192,SITE0023,Battery Rack,Ecodyn,MDL-833,,518.24,Active,Low,,asset_master,9999-12-31,True,69a777cb3053267afaa1
AST000193,SITE0023,Battery Rack,Gridworks,MDL-283,,1737.95,Maintenance,High,2026-03-14,maintenance_review,9999-12-31,True,d49449d27a3e50ab3612
AST000193,SITE0023,Battery Rack,Gridworks,MDL-283,,1737.95,Active,Medium,,asset_master,9999-12-31,True,7386a89b4a762a8f563d
AST000194,SITE0023,Battery Rack,Gridworks,MDL-414,,934.45,Active,Low,2026-03-29,capacity_change,9999-12-31,True,ff1f31c51a0df264ed08
AST000194,SITE0023,Battery Rack,Gridworks,MDL-414,,934.45,Retired,Critical,,asset_master,9999-12-31,True,7533286714a060502333
AST000195,SITE0023,Battery Rack,Novapower,MDL-103,,1395.8,Retired,Low,2026-04-15,capacity_change,9999-12-31,True,1ec98751efb1aadbfccf
AST000195,SITE0023,Battery Rack,Novapower,MDL-103,,1395.8,Maintenance,Medium,,asset_master,9999-12-31,True,278db624801d21d385da
AST000196,SITE0023,Battery Rack,Heliotech,MDL-125,,906.0,Retired,Medium,2026-03-07,retirement,9999-12-31,True,c60c25c16c90e7259a2f
AST000196,SITE0023,Battery Rack,Heliotech,MDL-125,,906.0,Active,Medium,,asset_master,9999-12-31,True,630884afd00c99c38ee5
AST000197,SITE0023,Battery Rack,Ecodyn,MDL-733,2017-01-31,2823.1,Maintenance,Medium,2026-04-05,maintenance_review,9999-12-31,True,631df6cdd5b1c371dad3
AST000198,SITE0024,Solar Inverter,Aeroflux,MDL-931,,3336.61,Retired,Critical,2026-03-24,condition_update,9999-12-31,True,e6550e057a25dfda1063
AST000198,SITE0024,Solar Inverter,Aeroflux,MDL-931,,3336.61,Standby,Critical,,asset_master,9999-12-31,True,4fe9bb828f959dcdafa0
AST000199,SITE0024,Solar Inverter,Ecodyn,MDL-247,,3074.75,Active,Medium,2026-03-31,capacity_change,9999-12-31,True,75e6477049824e716a59
AST000199,SITE0024,Solar Inverter,Ecodyn,MDL-247,,3074.75,Active,Medium,,asset_master,9999-12-31,True,190d54dd39af0b1fc1b0
AST000200,SITE0024,Solar Inverter,Heliotech,MDL-915,2023-09-06,1694.11,Standby,Low,2026-03-29,capacity_change,9999-12-31,True,6c46af6fd64f227ce740
AST000201,SITE0024,Solar Inverter,Ecodyn,MDL-921,2021-03-31,2558.3,Retired,Medium,2021-03-31,asset_master,9999-12-31,True,b50175c02f5bd91bcf56
AST000202,SITE0024,Solar Inverter,Gridworks,MDL-462,,1319.83,Retired,High,2026-05-15,capacity_change,9999-12-31,True,3b354aedd56cb86f10b2
AST000202,SITE0024,Solar Inverter,Gridworks,MDL-462,,1319.83,Maintenance,Critical,,asset_master,9999-12-31,True,e7143c53ae72ede8abee
AST000203,SITE0024,Solar Inverter,Heliotech,MDL-478,,1058.23,Standby,High,2026-05-19,retirement,9999-12-31,True,2edd84a9b6a548596999
AST000203,SITE0024,Solar Inverter,Heliotech,MDL-478,,1058.23,Retired,High,,asset_master,9999-12-31,True,41e29b78fd83404f4dfa
AST000204,SITE0024,Solar Inverter,Aeroflux,MDL-474,,1612.31,Retired,Low,2026-02-05,retirement,9999-12-31,True,8a9ba6e31565fb416084
AST000204,SITE0024,Solar Inverter,Aeroflux,MDL-474,,1612.31,Standby,High,,asset_master,9999-12-31,True,c0274fdf22960e59de8c
AST000205,SITE0024,Solar Inverter,Novapower,MDL-754,,1663.85,Maintenance,High,,asset_master,9999-12-31,True,e85976824e61b63a1bd9
AST000206,SITE0025,Battery Rack,Gridworks,MDL-455,2020-01-19,2464.05,Active,High,2020-01-19,asset_master,9999-12-31,True,213cc674eb7366701617
AST000207,SITE0025,Battery Rack,Voltedge,MDL-162,,3029.41,Maintenance,Low,2026-02-01,condition_update,9999-12-31,True,612ca72f26fa0474e798
AST000207,SITE0025,Battery Rack,Voltedge,MDL-162,,3029.41,Maintenance,High,,asset_master,9999-12-31,True,29b2cbabd057e7b985ab
AST000208,SITE0025,Battery Rack,Heliotech,MDL-621,,2678.54,Retired,High,2026-03-30,capacity_change,9999-12-31,True,7876a7bfff38f55d4773
AST000208,SITE0025,Battery Rack,Heliotech,MDL-621,,2678.54,Active,Medium,,asset_master,9999-12-31,True,c2a38753121a1536bf3e
AST000209,SITE0025,Battery Rack,Novapower,MDL-964,2017-06-13,2395.15,Retired,Low,2026-02-11,condition_update,9999-12-31,True,d81018ad15ab1140b0df
AST000210,SITE0025,Battery Rack,Gridworks,MDL-511,2019-12-31,1149.8,Standby,Critical,2019-12-31,asset_master,9999-12-31,True,e76f1d4e56a91b61464e
AST000211,SITE0025,Battery Rack,Aeroflux,MDL-664,,2734.81,Active,Critical,,asset_master,9999-12-31,True,f0d002e0759b10c3fe2b
AST000212,SITE0025,Battery Rack,Novapower,MDL-958,,1769.49,Active,Medium,,asset_master,9999-12-31,True,a8e072503c4db902bdb1
AST000213,SITE0026,Transformer,Gridworks,MDL-547,2021-03-20,1519.99,Maintenance,High,2021-03-20,asset_master,9999-12-31,True,6ecff2fd3844e79ffa34
AST000214,SITE0026,Transformer,Gridworks,MDL-335,,1108.59,Maintenance,Critical,,asset_master,9999-12-31,True,702c9b01feed12dd5046
AST000215,SITE0026,Transformer,Ecodyn,MDL-592,,884.76,Standby,Low,2026-05-18,capacity_change,9999-12-31,True,e30c8dd9006219ae941e
AST000215,SITE0026,Transformer,Ecodyn,MDL-592,,884.76,Active,Medium,,asset_master,9999-12-31,True,071709f46181dac7118f
AST000216,SITE0026,Transformer,Aeroflux,MDL-979,2022-07-06,241.48,Maintenance,Low,2026-05-17,condition_update,9999-12-31,True,e6493e25c81c2a6b2cb9
AST000217,SITE0026,Feeder,Heliotech,MDL-115,2016-11-02,3127.5,Maintenance,High,2026-02-08,maintenance_review,9999-12-31,True,4b74e1e23aa3ec41db4f
AST000218,SITE0026,Transformer,Heliotech,MDL-870,2017-04-09,718.23,Standby,High,2017-04-09,asset_master,9999-12-31,True,ab37ada506d91a4d1512
AST000219,SITE0026,Feeder,Heliotech,MDL-444,,1171.84,Active,Medium,2026-02-23,condition_update,9999-12-31,True,45446c0e34d1088a3a8f
AST000219,SITE0026,Feeder,Heliotech,MDL-444,,1171.84,Active,Critical,,asset_master,9999-12-31,True,a1799baaf582a324c48e
AST000220,SITE0026,Feeder,Novapower,MDL-138,,1236.69,Maintenance,Low,,asset_master,9999-12-31,True,03a55f0efef58e8df85c
AST000221,SITE0026,Transformer,Heliotech,MDL-652,,682.61,Standby,Low,2026-04-04,maintenance_review,9999-12-31,True,5ddce0caf9a6fd4b8ebc
AST000221,SITE0026,Transformer,Heliotech,MDL-652,,682.61,Standby,Critical,,asset_master,9999-12-31,True,cc293f4682445f2d35be
AST000222,SITE0026,Feeder,Novapower,MDL-757,,375.29,Maintenance,Low,2026-02-09,retirement,9999-12-31,True,47ebef740de80a833905
AST000222,SITE0026,Feeder,Novapower,MDL-757,,375.29,Standby,Medium,,asset_master,9999-12-31,True,ced5fe969fd451f797e6
AST000223,SITE0027,Transformer,Novapower,MDL-673,,258.42,Active,Medium,,asset_master,9999-12-31,True,61413bcbfb11494209be
AST000224,SITE0027,Feeder,Ecodyn,MDL-515,2025-08-01,3285.9,Active,Medium,2025-08-01,asset_master,9999-12-31,True,e528654598ae3beef96a
AST000225,SITE0027,Transformer,Voltedge,MDL-642,2019-03-29,1275.7,Retired,High,2019-03-29,asset_master,9999-12-31,True,a68f0b44606905a16475
AST000226,SITE0027,Transformer,Aeroflux,MDL-344,2015-10-27,209.3,Active,Medium,2015-10-27,asset_master,9999-12-31,True,4e8c77b7d2e024ca5bea
AST000227,SITE0027,Feeder,Heliotech,MDL-828,,2814.19,Standby,Low,2026-04-06,capacity_change,9999-12-31,True,00d2b6cd1a4a4a395243
AST000227,SITE0027,Feeder,Heliotech,MDL-828,,2814.19,Active,High,,asset_master,9999-12-31,True,56647fbe3f6f9837cb4c
AST000228,SITE0027,Transformer,Novapower,MDL-462,,1835.24,Retired,Critical,2026-04-16,retirement,9999-12-31,True,3a4a8b57502f864dcfbc
AST000228,SITE0027,Transformer,Novapower,MDL-462,,1835.24,Retired,Medium,,asset_master,9999-12-31,True,c186561a4ec26e75e3a3
AST000229,SITE0027,Feeder,Voltedge,MDL-853,,3069.52,Standby,Medium,,asset_master,9999-12-31,True,4e1ce88fe3ddf543954c
AST000230,SITE0027,Transformer,Voltedge,MDL-570,2025-10-20,2090.97,Maintenance,Low,2026-03-03,condition_update,9999-12-31,True,dec23639ac9f1232b6f7
AST000231,SITE0027,Feeder,Heliotech,MDL-725,,3254.6,Standby,Critical,2026-05-28,maintenance_review,9999-12-31,True,3d757d403081a4217d25
AST000231,SITE0027,Feeder,Heliotech,MDL-725,,3254.6,Active,High,,asset_master,9999-12-31,True,3845457b4423a5996901
AST000232,SITE0027,Feeder,Novapower,MDL-667,,1615.06,Maintenance,Medium,2026-05-16,maintenance_review,9999-12-31,True,1db761d5243c705b325d
AST000232,SITE0027,Feeder,Novapower,MDL-667,,1615.06,Maintenance,Medium,,asset_master,9999-12-31,True,39a1535e093b4a45d090
AST000233,SITE0028,Solar Inverter,Voltedge,MDL-180,2019-08-21,805.64,Retired,Critical,2026-05-26,maintenance_review,9999-12-31,True,545df4614a47df489c15
AST000234,SITE0028,Solar Inverter,Novapower,MDL-263,,3465.79,Maintenance,Critical,2026-02-16,maintenance_review,9999-12-31,True,fe269ce0247b1e30e435
AST000234,SITE0028,Solar Inverter,Novapower,MDL-263,,3465.79,Maintenance,Low,,asset_master,9999-12-31,True,65e1b52cd598c6f42180
AST000235,SITE0028,Solar Inverter,Novapower,MDL-141,2024-07-29,1930.73,Active,High,2024-07-29,asset_master,9999-12-31,True,565061dbb5c86b9df29c
AST000236,SITE0028,Solar Inverter,Heliotech,MDL-403,2015-06-19,472.14,Active,Medium,2015-06-19,asset_master,9999-12-31,True,f347907c720b818f942c
AST000237,SITE0028,Solar Inverter,Aeroflux,MDL-603,2022-04-25,2223.4,Maintenance,Medium,2026-02-13,capacity_change,9999-12-31,True,0b1919dc1020ce21bcf6
AST000238,SITE0028,Solar Inverter,Novapower,MDL-183,,2956.48,Retired,Low,,asset_master,9999-12-31,True,ac26710308fbf7994735
AST000239,SITE0028,Solar Inverter,Voltedge,MDL-941,2020-05-26,1022.41,Maintenance,Low,2026-05-29,maintenance_review,9999-12-31,True,3adc2cda5ac614fecf5e
AST000240,SITE0028,Solar Inverter,Heliotech,MDL-936,2015-07-07,596.52,Maintenance,Medium,2015-07-07,asset_master,9999-12-31,True,ab216f0a38d1ececdf50
AST000241,SITE0029,Solar Inverter,Voltedge,MDL-480,,522.12,Standby,Critical,2026-04-16,capacity_change,9999-12-31,True,c095a0e1211a5770e6e2
AST000241,SITE0029,Solar Inverter,Voltedge,MDL-480,,522.12,Standby,Medium,,asset_master,9999-12-31,True,856860d1ba7c522af643
AST000242,SITE0029,Solar Inverter,Aeroflux,MDL-189,,2412.32,Maintenance,Medium,2026-02-26,retirement,9999-12-31,True,81b3fa384636b6c7e5ba
AST000242,SITE0029,Solar Inverter,Aeroflux,MDL-189,,2412.32,Retired,Medium,,asset_master,9999-12-31,True,c9db281ca925668024ca
AST000243,SITE0029,Solar Inverter,Gridworks,MDL-742,,1891.65,Retired,Low,2026-03-13,capacity_change,9999-12-31,True,ffb0a7047819b324d198
AST000243,SITE0029,Solar Inverter,Gridworks,MDL-742,,1891.65,Retired,Low,,asset_master,9999-12-31,True,35c55c77b0c0d3edd2a7
AST000244,SITE0029,Solar Inverter,Ecodyn,MDL-709,,1637.17,Standby,Critical,2026-05-26,maintenance_review,9999-12-31,True,8c2d00eba2989558cc9c
AST000244,SITE0029,Solar Inverter,Ecodyn,MDL-709,,1637.17,Maintenance,High,,asset_master,9999-12-31,True,b026249189c5c1234fe5
AST000245,SITE0029,Solar Inverter,Ecodyn,MDL-359,2024-04-05,1345.06,Retired,High,2026-02-22,retirement,9999-12-31,True,47623a0b9be51bd88a9a
AST000246,SITE_BAD,Solar Inverter,Novapower,MDL-743,,179.82,Maintenance,Medium,,asset_master,9999-12-31,True,ca6879adcf25e60f2f12
AST000247,SITE0029,Solar Inverter,Heliotech,MDL-609,2019-04-13,782.01,Maintenance,Low,2019-04-13,asset_master,9999-12-31,True,dd4d3f7c437950846165
AST000248,SITE0029,Solar Inverter,Voltedge,MDL-295,2025-05-16,3348.88,Retired,Critical,2026-05-10,capacity_change,9999-12-31,True,bda5d5284c21195b820d
AST000249,SITE0030,Wind Turbine,Ecodyn,MDL-422,,367.45,Standby,Critical,2026-05-08,retirement,9999-12-31,True,5e9462cd37e17c78e7b7
AST000249,SITE0030,Wind Turbine,Ecodyn,MDL-422,,367.45,Maintenance,Critical,,asset_master,9999-12-31,True,2655230e4067e9e63257
AST000250,SITE0030,Wind Turbine,Ecodyn,MDL-397,2021-11-08,328.67,Retired,Medium,2026-04-04,retirement,9999-12-31,True,648da0aaeb1a49706b87
AST000251,SITE0030,Wind Turbine,Ecodyn,MDL-719,,2927.1,Maintenance,Medium,,asset_master,9999-12-31,True,9d0898b73d7a645ca7aa
AST000252,SITE0030,Wind Turbine,Ecodyn,MDL-355,,1604.64,Maintenance,Medium,,asset_master,9999-12-31,True,68f81388b58b92af2a52
AST000253,SITE0030,Wind Turbine,Gridworks,MDL-369,,3253.63,Maintenance,Medium,2026-02-12,retirement,9999-12-31,True,352e2b385ed648c2f45c
AST000253,SITE0030,Wind Turbine,Gridworks,MDL-369,,3253.63,Standby,Low,,asset_master,9999-12-31,True,84332a8f23a54ec85dfa
AST000254,SITE0030,Wind Turbine,Voltedge,MDL-594,,1681.19,Standby,Medium,2026-04-15,maintenance_review,9999-12-31,True,586513dd2609cec117da
AST000254,SITE0030,Wind Turbine,Voltedge,MDL-594,,1681.19,Standby,Medium,,asset_master,9999-12-31,True,ebc701cd9b72b57c79b2
AST000255,SITE0030,Wind Turbine,Aeroflux,MDL-966,2019-09-27,2241.89,Retired,Critical,2026-05-27,capacity_change,9999-12-31,True,a443e04ce9c6b22f83fb
AST000256,SITE0030,Wind Turbine,Novapower,MDL-854,,3337.96,Active,Low,2026-04-23,condition_update,9999-12-31,True,a9960b3b14f436e1fb04
AST000256,SITE0030,Wind Turbine,Novapower,MDL-854,,3337.96,Standby,High,,asset_master,9999-12-31,True,fa25ee5322a88b9d82d4
