telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code,reading_date,site_id,asset_type,criticality,rated_capacity_kw,temperature_alert,vibration_alert,status_alert,anomaly_flag
AT0000029315,AST000021,2026-04-02 10:00:00,208.448,44.696,1.261,59.9884,TRIP,2026-04-02,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029318,AST000021,2026-04-02 13:00:00,307.429,47.195,1.039,59.9443,WARNING,2026-04-02,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029319,AST000021,2026-04-02 14:00:00,213.757,38.099,1.547,60.0274,WARNING,2026-04-02,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029328,AST000021,2026-04-02 23:00:00,0.0,39.926,1.28,60.003,WARNING,2026-04-02,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029331,AST000021,2026-04-03 02:00:00,0.0,48.901,1.13,59.9389,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029335,AST000021,2026-04-03 06:00:00,5.778,44.15,1.197,59.9763,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029336,AST000021,2026-04-03 07:00:00,379.625,30.398,1.444,59.9287,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029339,AST000021,2026-04-03 10:00:00,223.071,30.383,1.084,60.0985,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029340,AST000021,2026-04-03 11:00:00,319.07,41.537,1.072,59.934,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029341,AST000021,2026-04-03 12:00:00,271.601,32.3,1.332,60.071,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029342,AST000021,2026-04-03 13:00:00,440.149,42.057,1.609,60.0069,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029343,AST000021,2026-04-03 14:00:00,264.419,35.095,1.417,59.9544,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029345,AST000021,2026-04-03 16:00:00,281.947,58.919,1.428,59.9693,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029346,AST000021,2026-04-03 17:00:00,366.789,53.667,1.206,60.0141,WARNING,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029347,AST000021,2026-04-03 18:00:00,355.399,54.663,0.973,60.0653,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029351,AST000021,2026-04-03 22:00:00,56.235,46.4,1.106,60.0652,TRIP,2026-04-03,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029354,AST000021,2026-04-04 01:00:00,0.0,31.041,1.183,59.9785,TRIP,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029358,AST000021,2026-04-04 05:00:00,72.001,42.96,1.715,59.9734,WARNING,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029362,AST000021,2026-04-04 09:00:00,385.903,34.071,1.428,59.99,TRIP,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029370,AST000021,2026-04-04 17:00:00,397.706,39.392,1.06,60.0948,TRIP,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029371,AST000021,2026-04-04 18:00:00,523.345,42.375,1.561,60.0686,TRIP,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029374,AST000021,2026-04-04 21:00:00,0.0,39.635,0.796,60.0119,TRIP,2026-04-04,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029379,AST000021,2026-04-05 02:00:00,23.519,42.509,1.072,59.9996,TRIP,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029385,AST000021,2026-04-05 08:00:00,362.956,45.702,1.23,60.0098,TRIP,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029387,AST000021,2026-04-05 10:00:00,168.001,44.457,1.296,59.9788,TRIP,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029394,AST000021,2026-04-05 17:00:00,312.287,29.962,0.909,59.9705,WARNING,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029395,AST000021,2026-04-05 18:00:00,345.989,55.527,1.433,60.0523,WARNING,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029397,AST000021,2026-04-05 20:00:00,0.0,42.795,1.463,59.9724,TRIP,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029400,AST000021,2026-04-05 23:00:00,0.0,39.455,1.699,59.9576,TRIP,2026-04-05,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029401,AST000021,2026-04-06 00:00:00,0.654,63.651,1.176,59.9352,TRIP,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029402,AST000021,2026-04-06 01:00:00,33.483,36.637,1.346,59.921,TRIP,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029405,AST000021,2026-04-06 04:00:00,0.0,40.432,1.332,60.1091,WARNING,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029408,AST000021,2026-04-06 07:00:00,268.897,53.608,1.124,59.9936,WARNING,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029409,AST000021,2026-04-06 08:00:00,357.662,48.03,1.3,60.0582,WARNING,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029414,AST000021,2026-04-06 13:00:00,205.709,50.987,1.931,59.9893,TRIP,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029419,AST000021,2026-04-06 18:00:00,316.292,27.829,1.251,59.9403,WARNING,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029422,AST000021,2026-04-06 21:00:00,79.451,25.256,1.392,59.9852,TRIP,2026-04-06,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029425,AST000021,2026-04-07 00:00:00,55.875,49.838,1.139,59.9779,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029428,AST000021,2026-04-07 03:00:00,0.0,46.9,1.036,60.0133,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029429,AST000021,2026-04-07 04:00:00,0.0,29.577,1.605,60.0215,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029430,AST000021,2026-04-07 05:00:00,10.875,49.547,1.579,59.9666,TRIP,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029433,AST000021,2026-04-07 08:00:00,265.529,45.297,1.368,60.0133,TRIP,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029435,AST000021,2026-04-07 10:00:00,353.684,45.143,0.713,59.9577,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029438,AST000021,2026-04-07 13:00:00,221.659,41.512,1.468,59.9921,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029440,AST000021,2026-04-07 15:00:00,461.779,33.979,1.529,60.0613,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029441,AST000021,2026-04-07 16:00:00,563.4,32.576,0.905,59.9433,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029442,AST000021,2026-04-07 17:00:00,537.822,29.019,1.326,59.9255,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029447,AST000021,2026-04-07 22:00:00,0.0,53.237,1.032,60.0224,WARNING,2026-04-07,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029449,AST000021,2026-04-08 00:00:00,66.469,41.178,0.712,59.9676,WARNING,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029450,AST000021,2026-04-08 01:00:00,55.277,37.91,1.319,59.9624,WARNING,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029453,AST000021,2026-04-08 04:00:00,0.0,62.937,1.567,59.9351,TRIP,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029467,AST000021,2026-04-08 18:00:00,408.409,32.933,1.14,59.9627,TRIP,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029468,AST000021,2026-04-08 19:00:00,42.882,46.701,1.015,59.9655,WARNING,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029472,AST000021,2026-04-08 23:00:00,20.772,36.422,1.062,60.0096,WARNING,2026-04-08,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029473,AST000021,2026-04-09 00:00:00,8.667,46.977,0.243,60.0192,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029478,AST000021,2026-04-09 05:00:00,0.0,33.568,1.221,59.9957,TRIP,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029479,AST000021,2026-04-09 06:00:00,13.036,42.651,0.974,59.9371,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029485,AST000021,2026-04-09 12:00:00,425.385,52.943,1.519,59.9835,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029491,AST000021,2026-04-09 18:00:00,355.766,34.579,1.401,60.0578,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029492,AST000021,2026-04-09 19:00:00,0.0,46.481,0.772,60.0007,TRIP,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029494,AST000021,2026-04-09 21:00:00,41.337,38.118,1.117,59.9787,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029495,AST000021,2026-04-09 22:00:00,55.284,40.455,1.135,59.952,WARNING,2026-04-09,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029497,AST000021,2026-04-10 00:00:00,11.489,35.718,1.052,60.0763,WARNING,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029498,AST000021,2026-04-10 01:00:00,0.0,40.915,1.258,60.0052,WARNING,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029500,AST000021,2026-04-10 03:00:00,156.885,50.725,1.586,60.0126,TRIP,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029501,AST000021,2026-04-10 04:00:00,32.347,39.932,1.309,60.0004,TRIP,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029504,AST000021,2026-04-10 07:00:00,234.17,46.234,1.561,60.0631,TRIP,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029505,AST000021,2026-04-10 08:00:00,403.497,53.035,0.921,60.0091,TRIP,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029510,AST000021,2026-04-10 13:00:00,415.613,43.124,1.522,59.9142,WARNING,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029511,AST000021,2026-04-10 14:00:00,352.613,29.438,1.893,60.0781,TRIP,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029516,AST000021,2026-04-10 19:00:00,57.965,39.225,1.363,60.0255,WARNING,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029520,AST000021,2026-04-10 23:00:00,80.533,46.79,1.313,59.9825,WARNING,2026-04-10,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029526,AST000021,2026-04-11 05:00:00,0.0,42.734,0.728,59.9745,WARNING,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029528,AST000021,2026-04-11 07:00:00,509.349,37.438,1.281,59.9837,TRIP,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029535,AST000021,2026-04-11 14:00:00,397.615,40.835,1.62,59.9895,WARNING,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029538,AST000021,2026-04-11 17:00:00,325.058,35.442,1.269,59.9301,WARNING,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029539,AST000021,2026-04-11 18:00:00,500.729,33.081,1.06,59.9575,WARNING,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029541,AST000021,2026-04-11 20:00:00,0.0,52.882,1.119,60.0101,WARNING,2026-04-11,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029547,AST000021,2026-04-12 02:00:00,180.582,48.659,1.454,60.0171,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029548,AST000021,2026-04-12 03:00:00,40.397,36.023,1.066,59.9611,TRIP,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029550,AST000021,2026-04-12 05:00:00,0.0,39.617,0.631,59.9517,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029554,AST000021,2026-04-12 09:00:00,496.187,59.171,0.726,60.0204,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029557,AST000021,2026-04-12 12:00:00,239.296,39.676,0.647,59.9996,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029559,AST000021,2026-04-12 14:00:00,452.598,36.202,1.76,60.0175,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029562,AST000021,2026-04-12 17:00:00,409.019,36.679,1.01,59.9811,TRIP,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029563,AST000021,2026-04-12 18:00:00,414.985,39.785,1.161,59.9893,TRIP,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029564,AST000021,2026-04-12 19:00:00,59.224,49.646,1.266,60.0599,TRIP,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029566,AST000021,2026-04-12 21:00:00,61.69,34.834,0.911,59.9492,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029568,AST000021,2026-04-12 23:00:00,0.0,35.192,1.598,60.0451,WARNING,2026-04-12,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029574,AST000021,2026-04-13 05:00:00,0.0,27.321,1.341,60.0045,TRIP,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029577,AST000021,2026-04-13 08:00:00,285.485,32.62,1.03,60.0565,WARNING,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029588,AST000021,2026-04-13 19:00:00,64.856,46.851,1.617,59.9536,TRIP,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029589,AST000021,2026-04-13 20:00:00,0.0,43.957,0.99,59.9742,TRIP,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029591,AST000021,2026-04-13 22:00:00,0.0,25.877,1.501,59.9315,TRIP,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029592,AST000021,2026-04-13 23:00:00,51.076,29.88,1.025,60.0522,TRIP,2026-04-13,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029599,AST000021,2026-04-14 06:00:00,60.01,37.094,1.194,59.9417,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029602,AST000021,2026-04-14 09:00:00,274.773,35.179,1.184,60.0568,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029603,AST000021,2026-04-14 10:00:00,532.773,49.459,1.079,60.0499,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029608,AST000021,2026-04-14 15:00:00,271.56,54.727,1.268,60.0463,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029609,AST000021,2026-04-14 16:00:00,366.824,30.604,1.151,60.0449,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029611,AST000021,2026-04-14 18:00:00,381.741,42.299,1.361,59.9942,WARNING,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029614,AST000021,2026-04-14 21:00:00,0.0,52.681,1.207,60.0052,TRIP,2026-04-14,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029617,AST000021,2026-04-15 00:00:00,126.325,39.596,0.679,60.0248,WARNING,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029618,AST000021,2026-04-15 01:00:00,21.529,35.383,1.014,60.0344,WARNING,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029622,AST000021,2026-04-15 05:00:00,3.152,30.109,1.205,59.9369,WARNING,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029630,AST000021,2026-04-15 13:00:00,409.271,42.601,1.509,59.9806,WARNING,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029631,AST000021,2026-04-15 14:00:00,320.497,45.54,1.673,60.0204,TRIP,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029636,AST000021,2026-04-15 19:00:00,4.283,37.656,1.277,60.0192,WARNING,2026-04-15,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029642,AST000021,2026-04-16 01:00:00,53.003,38.455,1.475,60.044,TRIP,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029648,AST000021,2026-04-16 07:00:00,307.575,32.8,1.181,59.9499,WARNING,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029652,AST000021,2026-04-16 11:00:00,241.151,27.437,0.921,59.9974,TRIP,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029653,AST000021,2026-04-16 12:00:00,258.447,42.78,0.571,59.9869,WARNING,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029654,AST000021,2026-04-16 13:00:00,317.811,22.865,1.054,59.987,WARNING,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029656,AST000021,2026-04-16 15:00:00,287.594,41.523,1.202,59.9693,TRIP,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029659,AST000021,2026-04-16 18:00:00,384.358,44.467,1.254,59.9662,TRIP,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029664,AST000021,2026-04-16 23:00:00,41.543,42.049,1.1,59.9664,WARNING,2026-04-16,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029666,AST000021,2026-04-17 01:00:00,143.417,87.728,1.032,59.9247,NORMAL,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,True,False,False,True
AT0000029667,AST000021,2026-04-17 02:00:00,0.0,39.836,0.478,59.9094,TRIP,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029671,AST000021,2026-04-17 06:00:00,0.0,48.143,0.991,59.8961,TRIP,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029678,AST000021,2026-04-17 13:00:00,325.852,39.224,1.257,60.0206,WARNING,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029683,AST000021,2026-04-17 18:00:00,415.063,46.081,1.6,59.8907,TRIP,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029685,AST000021,2026-04-17 20:00:00,0.0,34.73,1.258,60.075,TRIP,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029687,AST000021,2026-04-17 22:00:00,70.874,37.647,1.123,59.9326,TRIP,2026-04-17,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029692,AST000021,2026-04-18 03:00:00,33.936,35.223,1.147,59.9478,WARNING,2026-04-18,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029695,AST000021,2026-04-18 06:00:00,0.0,21.078,1.599,60.0354,TRIP,2026-04-18,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029710,AST000021,2026-04-18 21:00:00,53.68,50.244,1.057,60.0102,WARNING,2026-04-18,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029711,AST000021,2026-04-18 22:00:00,0.0,43.13,1.009,59.9787,TRIP,2026-04-18,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029712,AST000021,2026-04-18 23:00:00,0.0,41.661,0.73,60.058,TRIP,2026-04-18,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029713,AST000021,2026-04-19 00:00:00,37.201,43.828,1.054,59.984,WARNING,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029724,AST000021,2026-04-19 11:00:00,290.885,54.544,1.073,60.0769,TRIP,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029726,AST000021,2026-04-19 13:00:00,537.66,47.949,1.522,59.9734,TRIP,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029727,AST000021,2026-04-19 14:00:00,341.616,41.99,1.568,59.9494,WARNING,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029730,AST000021,2026-04-19 17:00:00,304.808,33.31,1.595,59.9672,WARNING,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029731,AST000021,2026-04-19 18:00:00,293.946,36.764,1.022,59.8971,TRIP,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029735,AST000021,2026-04-19 22:00:00,0.0,34.631,1.142,60.0328,TRIP,2026-04-19,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029739,AST000021,2026-04-20 02:00:00,0.0,45.973,1.04,60.0099,WARNING,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029740,AST000021,2026-04-20 03:00:00,0.0,43.999,1.641,60.0158,WARNING,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029741,AST000021,2026-04-20 04:00:00,9.144,39.607,1.365,60.0347,WARNING,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029743,AST000021,2026-04-20 06:00:00,0.0,45.14,1.382,60.037,TRIP,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029751,AST000021,2026-04-20 14:00:00,393.248,44.315,1.462,60.025,WARNING,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029755,AST000021,2026-04-20 18:00:00,366.83,51.647,1.066,60.0925,TRIP,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029760,AST000021,2026-04-20 23:00:00,0.0,40.778,1.364,59.9855,WARNING,2026-04-20,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029765,AST000021,2026-04-21 04:00:00,96.721,48.628,1.258,59.976,WARNING,2026-04-21,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029768,AST000021,2026-04-21 07:00:00,170.879,34.565,1.497,60.0053,WARNING,2026-04-21,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029772,AST000021,2026-04-21 11:00:00,453.584,39.031,1.087,60.0399,WARNING,2026-04-21,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029778,AST000021,2026-04-21 17:00:00,326.71,51.417,0.742,59.9424,TRIP,2026-04-21,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029787,AST000021,2026-04-22 02:00:00,144.815,38.581,1.322,60.0023,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029790,AST000021,2026-04-22 05:00:00,0.0,39.036,0.989,60.0438,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029791,AST000021,2026-04-22 06:00:00,32.403,47.034,1.275,59.9603,WARNING,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029792,AST000021,2026-04-22 07:00:00,469.127,47.127,0.923,59.9928,WARNING,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029793,AST000021,2026-04-22 08:00:00,382.732,47.978,1.169,59.9909,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029795,AST000021,2026-04-22 10:00:00,399.999,22.243,0.968,60.0344,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029796,AST000021,2026-04-22 11:00:00,450.309,37.794,1.29,60.0223,WARNING,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029797,AST000021,2026-04-22 12:00:00,456.973,25.897,1.144,60.0602,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029800,AST000021,2026-04-22 15:00:00,257.713,48.956,1.153,60.0301,TRIP,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029804,AST000021,2026-04-22 19:00:00,0.0,45.382,1.411,60.0111,WARNING,2026-04-22,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029811,AST000021,2026-04-23 02:00:00,87.609,59.199,0.725,59.9397,WARNING,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029813,AST000021,2026-04-23 04:00:00,0.0,45.775,1.292,59.948,WARNING,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029814,AST000021,2026-04-23 05:00:00,42.515,47.887,1.403,60.0019,TRIP,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029817,AST000021,2026-04-23 08:00:00,426.683,40.214,1.599,59.9854,WARNING,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029821,AST000021,2026-04-23 12:00:00,396.079,43.775,1.722,59.8837,TRIP,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029827,AST000021,2026-04-23 18:00:00,422.591,56.134,1.105,59.9343,TRIP,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029829,AST000021,2026-04-23 20:00:00,0.0,37.485,1.783,60.0452,WARNING,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029830,AST000021,2026-04-23 21:00:00,0.0,28.467,1.462,60.0228,TRIP,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
AT0000029832,AST000021,2026-04-23 23:00:00,15.846,34.056,1.479,59.9758,TRIP,2026-04-23,SITE0003,Solar Inverter,Low,3124.88,False,False,True,True
