reading_date,site_id,site_type,region,grid_zone,generation_mwh,net_generation_mwh,curtailment_mwh,avg_capacity_factor,avg_wind_speed_mps,avg_solar_irradiance_wm2
2026-04-11,SITE0003,Solar Farm,West,SPP,351.0393,325.8831,25.1562,0.4128669517599571,5.0968333333333335,391.99808333333334
2026-04-11,SITE0004,Solar Farm,Midwest,MISO,1203.0829,1182.859,20.2239,0.42646181604208316,5.466458333333333,381.5219583333333
2026-04-11,SITE0006,Solar Farm,South,CAISO,449.987,422.04609999999997,27.9409,0.39151092782070024,7.053416666666667,346.7183333333333
2026-04-11,SITE0007,Wind Farm,West,PJM,1227.7306,1202.1983,25.5323,0.42910599146632666,6.423875,373.9365
2026-04-11,SITE0009,Battery Storage,West,CAISO,-15.363699999999998,-34.8171,19.453400000000002,0.25682616668066405,5.8196666666666665,327.149375
2026-04-11,SITE0011,Wind Farm,West,ERCOT,1664.1022,1644.4089999999999,19.6932,0.42597461306269224,5.776791666666667,395.795
2026-04-11,SITE0012,Wind Farm,West,ERCOT,638.7107,606.9214,31.7893,0.42550077277693393,6.610666666666667,340.5461666666667
2026-04-11,SITE0014,Wind Farm,West,MISO,1492.1295,1477.444,14.6855,0.4191271395538538,6.648208333333333,406.1492083333333
2026-04-11,SITE0015,Solar Farm,South,PJM,470.2953,447.6854,22.6099,0.40752927169120706,6.326125,362.95283333333333
2026-04-11,SITE0017,Solar Farm,Midwest,PJM,760.8337,742.7037,18.13,0.3996495867108742,6.523166666666666,349.251375
2026-04-11,SITE0019,Solar Farm,South,PJM,664.9522000000001,638.8377,26.1145,0.35276278207135975,6.518375,393.04299999999995
2026-04-11,SITE0022,Solar Farm,West,PJM,800.67,774.98,25.69,0.41515262758371807,6.366625,395.79129166666667
2026-04-11,SITE0023,Battery Storage,South,PJM,-73.2598,-96.12780000000001,22.868,0.2546911089019788,5.624041666666667,362.4128333333333
2026-04-11,SITE0024,Solar Farm,Midwest,CAISO,421.3984,404.0127,17.3857,0.4186021377200302,6.294375,384.63058333333333
2026-04-11,SITE0025,Battery Storage,Northeast,CAISO,72.8814,46.8247,26.0567,0.2737956768147966,5.9169583333333335,416.17858333333334
2026-04-11,SITE0028,Solar Farm,South,CAISO,605.9303,592.6735,13.2568,0.37543824755503347,6.41,387.42912500000006
2026-04-11,SITE0029,Solar Farm,Midwest,CAISO,179.7885,158.5192,21.2693,0.3943352897825973,5.764625,362.40504166666665
2026-04-11,SITE0030,Wind Farm,West,CAISO,1284.3017,1260.9299,23.3718,0.42978877698265455,5.967125,375.1287916666667
2026-04-12,SITE0001,Solar Farm,Northeast,MISO,444.6032,418.8252,25.778,0.3623143620835778,6.261666666666667,394.07225
2026-04-12,SITE0002,Battery Storage,Northeast,SPP,82.0065,60.6476,21.3589,0.3422509689396816,6.416166666666666,336.525875
2026-04-12,SITE0003,Solar Farm,West,SPP,307.3505,283.3676,23.9829,0.36148335544452914,5.356833333333333,412.810375
2026-04-12,SITE0004,Solar Farm,Midwest,MISO,913.9845,889.1541,24.8304,0.3239838997830618,5.244375,363.3324583333333
2026-04-12,SITE0006,Solar Farm,South,CAISO,414.291,377.81399999999996,36.477000000000004,0.3604536437669659,6.470624999999999,374.40462499999995
2026-04-12,SITE0007,Wind Farm,West,PJM,1313.791,1288.1884,25.6026,0.4591850929141432,6.027333333333334,386.37845833333336
2026-04-12,SITE0009,Battery Storage,West,CAISO,11.1748,-11.304,22.4788,0.22555289605554155,6.588208333333333,364.36745833333333
2026-04-12,SITE0011,Wind Farm,West,ERCOT,1718.4794,1696.3588,22.1206,0.4398940146051171,6.276458333333333,333.28945833333336
2026-04-12,SITE0012,Wind Farm,West,ERCOT,678.7988,653.9454999999999,24.8533,0.4522069443334133,5.648333333333333,384.91366666666664
2026-04-12,SITE0014,Wind Farm,West,MISO,1603.694,1582.983,20.711,0.4504647076139691,5.686416666666666,377.83795833333335
2026-04-12,SITE0015,Solar Farm,South,PJM,423.1292,401.1547,21.9745,0.36665800127554554,6.101125,380.67945833333334
2026-04-12,SITE0017,Solar Farm,Midwest,PJM,696.2744,665.1513,31.1231,0.3657379742739601,6.7495416666666666,349.70529166666665
2026-04-12,SITE0019,Solar Farm,South,PJM,690.4145,663.0124999999999,27.402,0.366270748186722,7.025708333333333,377.48791666666665
2026-04-12,SITE0022,Solar Farm,West,PJM,755.2477,728.7024,26.545299999999997,0.3916008681873427,6.383166666666667,357.61791666666664
2026-04-12,SITE0023,Battery Storage,South,PJM,30.307100000000013,1.2203000000000088,29.0868,0.26864381945783933,5.938291666666667,400.41658333333334
2026-04-12,SITE0024,Solar Farm,Midwest,CAISO,371.5755,352.952,18.6235,0.3691098462272023,6.631125,359.7849166666667
2026-04-12,SITE0025,Battery Storage,Northeast,CAISO,-33.9693,-51.6394,17.6701,0.2282877843931582,6.378,382.35966666666667
2026-04-12,SITE0028,Solar Farm,South,CAISO,592.489,577.2573,15.2317,0.3671099330329482,6.26875,393.9935416666667
2026-04-12,SITE0029,Solar Farm,Midwest,CAISO,186.0206,165.3753,20.645300000000002,0.40800433401765196,6.0821250000000004,339.77929166666667
2026-04-12,SITE0030,Wind Farm,West,CAISO,1219.1736,1201.0095999999999,18.164,0.4079937996450056,5.3777083333333335,399.55262500000003
2026-04-13,SITE0001,Solar Farm,Northeast,MISO,522.8142,502.0656,20.7486,0.4260497750831214,6.515625,407.89175
2026-04-13,SITE0002,Battery Storage,Northeast,SPP,-219.9002,-253.497,33.5968,0.3005935697365328,5.822208333333333,381.70733333333334
2026-04-13,SITE0003,Solar Farm,West,SPP,342.7737,324.4844,18.2893,0.4031455528269399,6.305916666666666,385.4078333333334
2026-04-13,SITE0004,Solar Farm,Midwest,MISO,1140.9166,1117.2002,23.7164,0.40442546826038256,6.060083333333334,343.3127083333334
2026-04-13,SITE0006,Solar Farm,South,CAISO,453.9033,429.5075,24.3958,0.394918302359574,5.565541666666667,418.21116666666666
2026-04-13,SITE0007,Wind Farm,West,PJM,1185.4141,1167.1329,18.2812,0.41431588711616646,6.547041666666666,388.2489166666667
2026-04-13,SITE0009,Battery Storage,West,CAISO,6.035499999999998,-15.0297,21.0652,0.19144095909968925,5.904083333333333,395.50654166666664
2026-04-13,SITE0011,Wind Farm,West,ERCOT,1583.2422,1556.9721,26.2701,0.40527618047108255,5.869875,351.2304583333334
2026-04-13,SITE0012,Wind Farm,West,ERCOT,622.4736,591.6115,30.862099999999998,0.4146838276440962,6.801541666666666,356.8007916666666
2026-04-13,SITE0014,Wind Farm,West,MISO,1459.4228,1436.8611,22.5617,0.409940091368528,6.671166666666667,349.2839583333334
2026-04-13,SITE0015,Solar Farm,South,PJM,466.8938,453.9824,12.9114,0.404581738901367,5.816458333333333,343.6974583333333
2026-04-13,SITE0017,Solar Farm,Midwest,PJM,740.0445,716.8825,23.162,0.388729466863331,5.961375,398.1479166666666
2026-04-13,SITE0019,Solar Farm,South,PJM,721.1033,701.3973,19.706,0.38255141688205313,4.89825,373.6992083333333
2026-04-13,SITE0022,Solar Farm,West,PJM,765.4243,737.0516,28.372700000000002,0.39687750179403264,6.0837916666666665,379.76575
2026-04-13,SITE0023,Battery Storage,South,PJM,-60.2515,-81.0044,20.7529,0.332163956358097,6.493166666666666,386.9075833333333
2026-04-13,SITE0024,Solar Farm,Midwest,CAISO,411.9144,390.3972,21.5172,0.40918107044939805,5.867083333333333,329.758
2026-04-13,SITE0025,Battery Storage,Northeast,CAISO,-89.9107,-102.7279,12.8172,0.27458095486537354,5.655208333333333,399.386
2026-04-13,SITE0028,Solar Farm,South,CAISO,642.6196,621.0385,21.5811,0.3981711699654507,6.234416666666667,412.21233333333333
2026-04-13,SITE0029,Solar Farm,Midwest,CAISO,193.3947,170.5464,22.8483,0.4241781597094278,5.358375,381.5495
2026-04-13,SITE0030,Wind Farm,West,CAISO,1336.2711,1303.6126,32.6585,0.447180223919556,6.370416666666666,365.3695416666667
2026-04-14,SITE0001,Solar Farm,Northeast,MISO,435.728,414.6109,21.1171,0.35508181758915186,5.748875000000001,348.111875
2026-04-14,SITE0002,Battery Storage,Northeast,SPP,43.318799999999996,18.8689,24.4499,0.27246056430564847,5.991791666666667,343.4691666666667
2026-04-14,SITE0003,Solar Farm,West,SPP,339.7335,315.70980000000003,24.023699999999998,0.3995698901967426,5.130458333333333,414.2966666666667
2026-04-14,SITE0004,Solar Farm,Midwest,MISO,1067.6680000000001,1043.2541,24.413899999999998,0.37846073135111374,7.0015833333333335,341.22087500000004
2026-04-14,SITE0006,Solar Farm,South,CAISO,482.9134,463.6592,19.2542,0.42015852300410667,6.403416666666668,369.172625
2026-04-14,SITE0007,Wind Farm,West,PJM,1281.7622000000001,1257.3044,24.4578,0.4479906582560214,5.474083333333333,365.0302916666667
2026-04-14,SITE0009,Battery Storage,West,CAISO,-0.8803999999999998,-17.6072,16.7268,0.3056885305562554,5.549875,319.4912083333333
2026-04-14,SITE0011,Wind Farm,West,ERCOT,1624.9811,1610.2646,14.7165,0.4159604472049181,5.350625,420.03825
2026-04-14,SITE0012,Wind Farm,West,ERCOT,609.8755,578.616,31.2595,0.4062911370479921,5.1781250000000005,380.5364583333333
2026-04-14,SITE0014,Wind Farm,West,MISO,1410.5904,1392.6723,17.9181,0.3962234641390887,6.388541666666666,343.966875
2026-04-14,SITE0015,Solar Farm,South,PJM,446.1501,425.2772,20.8729,0.386606511521504,5.2825,443.12375
2026-04-14,SITE0017,Solar Farm,Midwest,PJM,838.6637000000001,819.8696,18.7941,0.4405320125730663,5.803833333333333,397.81104166666665
2026-04-14,SITE0019,Solar Farm,South,PJM,726.4853,698.4521,28.0332,0.38540661353093714,6.519541666666666,353.13995833333337
2026-04-14,SITE0022,Solar Farm,West,PJM,742.3796,718.4996,23.88,0.3849286742410101,6.257291666666667,377.43191666666667
2026-04-14,SITE0023,Battery Storage,South,PJM,-113.5527,-131.7148,18.1621,0.3427127691143523,5.800083333333333,324.6691666666666
2026-04-14,SITE0024,Solar Farm,Midwest,CAISO,357.1961,333.9566,23.2395,0.3548258632335996,5.62575,356.3979166666666
2026-04-14,SITE0025,Battery Storage,Northeast,CAISO,11.186000000000002,-11.212699999999991,22.398699999999998,0.2486519457402406,6.484666666666667,403.5553333333333
2026-04-14,SITE0028,Solar Farm,South,CAISO,675.3877,655.8285,19.5592,0.4184744920467332,5.56025,354.56874999999997
2026-04-14,SITE0029,Solar Farm,Midwest,CAISO,180.0542,159.2886,20.7656,0.3949180572371076,6.189041666666667,309.0045833333333
2026-04-14,SITE0030,Wind Farm,West,CAISO,1276.3845999999999,1251.3943,24.9903,0.42713933664768544,5.90525,356.67870833333336
2026-04-15,SITE0001,Solar Farm,Northeast,MISO,505.25,483.6771,21.5729,0.41173642349566464,5.739708333333333,372.2463333333333
2026-04-15,SITE0002,Battery Storage,Northeast,SPP,-85.2774,-111.69619999999999,26.4188,0.24572973363953635,5.653125,368.6020833333334
2026-04-15,SITE0003,Solar Farm,West,SPP,329.6073,308.44780000000003,21.1595,0.3876601885567505,5.138,399.28341666666665
2026-04-15,SITE0004,Solar Farm,Midwest,MISO,997.4168,973.8428,23.574,0.3535584953280304,6.749458333333333,396.39604166666663
2026-04-15,SITE0006,Solar Farm,South,CAISO,479.15430000000003,455.6594,23.4949,0.4168879202338693,5.462541666666667,358.00025
2026-04-15,SITE0007,Wind Farm,West,PJM,1301.8776,1267.16,34.7176,0.45502122233965814,6.009125,344.09229166666665
2026-04-15,SITE0009,Battery Storage,West,CAISO,9.0366,-13.9102,22.9468,0.27574046079337083,5.409791666666667,397.0269166666667
2026-04-15,SITE0011,Wind Farm,West,ERCOT,1626.7604999999999,1608.2863,18.4742,0.4164159355916792,5.3777083333333335,389.30449999999996
2026-04-15,SITE0012,Wind Farm,West,ERCOT,641.3679,608.8806,32.4873,0.42727096490526817,6.597416666666667,433.50225
2026-04-15,SITE0014,Wind Farm,West,MISO,1463.4024,1435.2321,28.1703,0.4110579289051282,6.085958333333333,426.11275
2026-04-15,SITE0015,Solar Farm,South,PJM,443.6194,421.0967,22.5227,0.38441356099048885,6.035958333333333,374.3195
2026-04-15,SITE0017,Solar Farm,Midwest,PJM,686.8318,662.5962,24.2356,0.36077797948472284,6.789583333333333,392.6407916666667
2026-04-15,SITE0019,Solar Farm,South,PJM,718.5584,694.9814,23.576999999999998,0.38120132584679767,6.1734583333333335,374.71829166666663
2026-04-15,SITE0022,Solar Farm,West,PJM,784.8117,764.6684,20.1433,0.406929995395662,5.662416666666666,334.98770833333333
2026-04-15,SITE0023,Battery Storage,South,PJM,-78.39099999999999,-103.2889,24.8979,0.2099658243937663,5.437124999999999,376.80187500000005
2026-04-15,SITE0024,Solar Farm,Midwest,CAISO,403.4428,383.9543,19.4885,0.4007656852227122,6.7687083333333335,344.65579166666663
2026-04-15,SITE0025,Battery Storage,Northeast,CAISO,13.000600000000002,-13.98299999999999,26.9836,0.32939581798837875,6.193458333333333,342.20320833333335
2026-04-15,SITE0028,Solar Farm,South,CAISO,645.1421,618.2144,26.9277,0.39973412692511684,6.010041666666667,369.920375
2026-04-15,SITE0029,Solar Farm,Midwest,CAISO,180.5729,159.7097,20.8632,0.396055736870734,5.28325,324.24108333333334
2026-04-15,SITE0030,Wind Farm,West,CAISO,1252.2417,1230.7022,21.5395,0.4190599675525464,6.60175,352.5545833333333
2026-04-16,SITE0001,Solar Farm,Northeast,MISO,492.0896,469.03819999999996,23.0514,0.40101179998696135,6.658541666666667,373.61454166666664
2026-04-16,SITE0002,Battery Storage,Northeast,SPP,-162.7843,-180.4304,17.6461,0.3646735592484765,5.624791666666667,402.8320833333333
2026-04-16,SITE0003,Solar Farm,West,SPP,309.6107,293.0504,16.5603,0.3641416386748337,6.012833333333333,429.77795833333334
2026-04-16,SITE0004,Solar Farm,Midwest,MISO,1128.4772,1107.4696,21.0076,0.4000160222326201,6.010666666666666,342.6743333333333
2026-04-16,SITE0006,Solar Farm,South,CAISO,462.8803,444.9818,17.8985,0.4027287359922043,7.051958333333334,373.04470833333335
2026-04-16,SITE0007,Wind Farm,West,PJM,1192.3308,1150.8211000000001,41.5097,0.4167333534651971,5.666625,368.37149999999997
2026-04-16,SITE0009,Battery Storage,West,CAISO,7.0807,-15.169999999999998,22.250700000000002,0.25486653509140283,6.261875,395.6455416666667
2026-04-16,SITE0011,Wind Farm,West,ERCOT,1612.5855,1592.1458,20.4397,0.4127874384115399,6.0839583333333325,378.9472916666667
2026-04-16,SITE0012,Wind Farm,West,ERCOT,666.0683,639.5886,26.4797,0.4437260505769179,6.124583333333334,408.56354166666665
2026-04-16,SITE0014,Wind Farm,West,MISO,1506.5303000000001,1478.9582,27.5721,0.4231722081027211,5.978416666666667,391.3195
2026-04-16,SITE0015,Solar Farm,South,PJM,428.9221,403.6609,25.2612,0.37167777569808386,6.1072500000000005,340.918125
2026-04-16,SITE0017,Solar Farm,Midwest,PJM,641.0065,624.8148,16.1917,0.3367069345166808,6.3676666666666675,365.07745833333337
2026-04-16,SITE0019,Solar Farm,South,PJM,748.6668999999999,729.7997,18.8672,0.39717414047015787,6.436583333333334,387.25666666666666
2026-04-16,SITE0022,Solar Farm,West,PJM,721.0988,694.8503,26.2485,0.3738944403655264,4.691666666666666,367.15916666666664
2026-04-16,SITE0023,Battery Storage,South,PJM,-133.5829,-166.2254,32.6425,0.2425438694106068,6.1222916666666665,374.3134166666667
2026-04-16,SITE0024,Solar Farm,Midwest,CAISO,429.0475,401.2315,27.816000000000003,0.42620048078833395,6.392708333333334,353.88754166666666
2026-04-16,SITE0025,Battery Storage,Northeast,CAISO,12.5247,-17.333500000000004,29.8582,0.26227506854079713,4.469708333333333,388.45379166666663
2026-04-16,SITE0028,Solar Farm,South,CAISO,578.2962,556.0088000000001,22.287399999999998,0.35831598435617945,5.513000000000001,387.9742083333333
2026-04-16,SITE0029,Solar Farm,Midwest,CAISO,184.9437,165.4699,19.4738,0.4056423382639364,6.567916666666666,364.431625
2026-04-16,SITE0030,Wind Farm,West,CAISO,1356.6059,1332.3611,24.2448,0.4539852206132355,6.281916666666667,375.84441666666663
2026-04-17,SITE0001,Solar Farm,Northeast,MISO,446.0987,416.0569,30.041800000000002,0.3635330693004759,5.987708333333333,364.43345833333336
2026-04-17,SITE0002,Battery Storage,Northeast,SPP,-46.9358,-72.5019,25.5661,0.2983778171582189,6.577041666666666,387.7677083333333
2026-04-17,SITE0003,Solar Farm,West,SPP,348.2302,331.233,16.9972,0.4095630921801639,6.289583333333333,324.68470833333333
2026-04-17,SITE0004,Solar Farm,Midwest,MISO,1044.7862,1019.2021,25.5841,0.3703497242190934,4.6189583333333335,425.697875
2026-04-17,SITE0006,Solar Farm,South,CAISO,480.4955,451.7659,28.729599999999998,0.4180548305143732,5.844791666666667,437.4932083333333
2026-04-17,SITE0007,Wind Farm,West,PJM,1240.7296,1220.9498,19.7798,0.43364929174985045,5.919375,332.47387499999996
2026-04-17,SITE0009,Battery Storage,West,CAISO,28.6901,2.6830999999999996,26.007,0.33938404579938974,6.59325,371.031375
2026-04-17,SITE0011,Wind Farm,West,ERCOT,1921.2668,1908.4381,12.8287,0.4918032568673949,5.910791666666667,369.92537500000003
2026-04-17,SITE0012,Wind Farm,West,ERCOT,627.413,593.7891999999999,33.6238,0.417974391771258,6.291041666666666,403.2350833333333
2026-04-17,SITE0014,Wind Farm,West,MISO,1473.1578,1444.8651,28.2927,0.4137981420683983,5.475625,362.3285416666667
2026-04-17,SITE0015,Solar Farm,South,PJM,397.68489999999997,379.0142,18.6707,0.3446095201453012,6.197208333333333,387.967875
2026-04-17,SITE0017,Solar Farm,Midwest,PJM,786.5699,765.8212,20.7487,0.41316825931108675,5.701083333333333,356.82408333333336
2026-04-17,SITE0019,Solar Farm,South,PJM,625.5896,605.9479,19.6417,0.33188058890685546,5.704791666666666,364.4685
2026-04-17,SITE0022,Solar Farm,West,PJM,694.9848000000001,672.6886000000001,22.2962,0.3603541607038416,5.275791666666667,360.39370833333334
2026-04-17,SITE0023,Battery Storage,South,PJM,-96.60679999999999,-130.549,33.9422,0.27179572780192984,6.108458333333334,406.15108333333336
2026-04-17,SITE0024,Solar Farm,Midwest,CAISO,383.6604,369.76009999999997,13.9003,0.381114554774109,6.152041666666666,365.0747083333333
2026-04-17,SITE0025,Battery Storage,Northeast,CAISO,7.236600000000003,-18.2755,25.5121,0.23194154595302396,5.423916666666667,374.4205833333333
2026-04-17,SITE0028,Solar Farm,South,CAISO,637.1036,614.4059,22.697699999999998,0.39475342146613723,6.025958333333333,358.868
2026-04-17,SITE0029,Solar Farm,Midwest,CAISO,152.1768,129.5466,22.6302,0.3337737537505922,5.831958333333333,379.6665
2026-04-17,SITE0030,Wind Farm,West,CAISO,1274.1212,1252.1565,21.9647,0.4263818947492417,5.914833333333333,357.86125
2026-04-18,SITE0001,Solar Farm,Northeast,MISO,443.2181,422.1162,21.1019,0.3611856216180976,5.990583333333333,368.88658333333336
2026-04-18,SITE0002,Battery Storage,Northeast,SPP,221.62709999999998,209.1669,12.4602,0.23151276649608507,6.170041666666666,360.222
2026-04-18,SITE0003,Solar Farm,West,SPP,283.8688,258.1101,25.758699999999997,0.33386588383624544,5.858125,399.45
2026-04-18,SITE0004,Solar Farm,Midwest,MISO,1241.967,1215.4839,26.4831,0.4402452252328895,5.823041666666668,434.36858333333333
2026-04-18,SITE0006,Solar Farm,South,CAISO,442.7711,421.8193,20.9518,0.38523273821953086,5.922958333333334,364.81354166666665
2026-04-18,SITE0007,Wind Farm,West,PJM,1231.4971,1212.3117,19.185399999999998,0.43042242661656066,5.532374999999999,428.6366666666667
2026-04-18,SITE0009,Battery Storage,West,CAISO,21.9725,5.869000000000001,16.1035,0.22718253968253968,6.6847916666666665,410.30991666666665
2026-04-18,SITE0011,Wind Farm,West,ERCOT,1519.429,1497.612,21.817,0.38894136450948347,6.510791666666666,402.2198333333333
2026-04-18,SITE0012,Wind Farm,West,ERCOT,657.5692,632.9555,24.6137,0.4380640605430757,5.899458333333333,355.74325
2026-04-18,SITE0014,Wind Farm,West,MISO,1397.1471000000001,1372.4352,24.7119,0.3924473496160769,6.446958333333334,378.888375
2026-04-18,SITE0015,Solar Farm,South,PJM,500.8149,476.9288,23.8861,0.43397569877714,6.84875,340.59225
2026-04-18,SITE0017,Solar Farm,Midwest,PJM,725.9555,704.1764,21.7791,0.38132881803932445,5.843208333333333,391.17858333333334
2026-04-18,SITE0019,Solar Farm,South,PJM,737.8047,712.5922,25.212500000000002,0.39141165123948,6.09875,362.4533333333333
2026-04-18,SITE0022,Solar Farm,West,PJM,808.1509,786.2323,21.9186,0.4190315231233175,6.539208333333334,435.31370833333335
2026-04-18,SITE0023,Battery Storage,South,PJM,100.73970000000001,77.6011,23.1386,0.24863996171936434,5.235041666666667,355.49879166666665
2026-04-18,SITE0024,Solar Farm,Midwest,CAISO,362.5997,345.3535,17.2462,0.36019360670719597,5.947166666666667,390.03808333333336
2026-04-18,SITE0025,Battery Storage,Northeast,CAISO,-86.3676,-104.5423,18.1747,0.28054362059088306,5.985416666666667,358.0577083333333
2026-04-18,SITE0028,Solar Farm,South,CAISO,680.9432,662.3117,18.6315,0.4219167149959602,6.5906666666666665,367.818375
2026-04-18,SITE0029,Solar Farm,Midwest,CAISO,184.1961,157.961,26.2351,0.4040026056745802,6.4727500000000004,341.14799999999997
2026-04-18,SITE0030,Wind Farm,West,CAISO,1211.0216,1193.8869,17.1347,0.4052657505347672,6.1025,344.1247916666667
2026-04-19,SITE0001,Solar Farm,Northeast,MISO,453.8619,428.9019,24.96,0.36985942695090945,6.3535,358.5588333333333
2026-04-19,SITE0002,Battery Storage,Northeast,SPP,87.2552,66.4146,20.8406,0.2580545559754796,5.813625000000001,357.5009583333333
2026-04-19,SITE0003,Solar Farm,West,SPP,340.4634,316.2052,24.2582,0.4004283456121038,5.723916666666667,390.28962500000006
2026-04-19,SITE0004,Solar Farm,Midwest,MISO,1094.1136,1077.0527,17.0609,0.38783501354091343,5.304708333333333,369.21475000000004
2026-04-19,SITE0006,Solar Farm,South,CAISO,431.4698,413.6662,17.8036,0.3754000487227675,5.300125,387.1809166666667
2026-04-19,SITE0007,Wind Farm,West,PJM,1267.4644,1247.6999,19.764499999999998,0.4429934124068202,6.770458333333333,426.73179166666665
2026-04-19,SITE0009,Battery Storage,West,CAISO,-1.0596999999999985,-23.5937,22.534,0.2844170795890372,6.453208333333333,345.23391666666663
2026-04-19,SITE0011,Wind Farm,West,ERCOT,1565.6319,1531.8454,33.7865,0.40076831987909617,6.620458333333333,300.6732083333333
2026-04-19,SITE0012,Wind Farm,West,ERCOT,587.8932,561.9366,25.956599999999998,0.39164681429370857,6.181583333333333,317.90679166666666
2026-04-19,SITE0014,Wind Farm,West,MISO,1495.8047,1475.6475,20.1572,0.42015947358604616,6.277916666666667,397.68125000000003
2026-04-19,SITE0015,Solar Farm,South,PJM,475.0004,456.2592,18.7412,0.4116064248675928,6.059,363.893625
2026-04-19,SITE0017,Solar Farm,Midwest,PJM,786.4002,756.6485,29.7517,0.41307911954918497,6.424875,381.54625000000004
2026-04-19,SITE0019,Solar Farm,South,PJM,757.1438,738.2431,18.9007,0.4016712078192706,6.336666666666667,385.72904166666666
2026-04-19,SITE0022,Solar Farm,West,PJM,764.5762,745.092,19.4842,0.39643775640148166,6.413958333333333,359.86987500000004
2026-04-19,SITE0023,Battery Storage,South,PJM,-285.3668,-316.8224,31.4556,0.3847144531655711,6.171,385.54491666666667
2026-04-19,SITE0024,Solar Farm,Midwest,CAISO,395.4119,365.301,30.1109,0.3927880756546271,5.380541666666667,357.71225000000004
2026-04-19,SITE0025,Battery Storage,Northeast,CAISO,-44.6484,-65.9476,21.2992,0.23244102422456828,5.769458333333333,396.50891666666666
2026-04-19,SITE0028,Solar Farm,South,CAISO,583.7079,553.7227,29.9852,0.36166910791559476,5.651583333333334,383.81391666666667
2026-04-19,SITE0029,Solar Farm,Midwest,CAISO,168.8733,152.2306,16.6427,0.37039466757909145,6.113708333333334,364.17366666666663
2026-04-19,SITE0030,Wind Farm,West,CAISO,1552.7969,1534.1269,18.67,0.519640113030651,6.127083333333334,387.7090416666667
2026-04-20,SITE0001,Solar Farm,Northeast,MISO,445.4366,424.4805,20.9561,0.3629935132668361,6.431791666666666,365.9286666666667
2026-04-20,SITE0002,Battery Storage,Northeast,SPP,-12.942099999999996,-29.1119,16.1698,0.23997026877151106,5.627208333333333,322.70304166666665
2026-04-20,SITE0003,Solar Farm,West,SPP,323.5591,292.3667,31.1924,0.38054673459978733,5.703541666666666,363.05654166666665
2026-04-20,SITE0004,Solar Farm,Midwest,MISO,1022.4195,1002.651,19.7685,0.36242130673359135,5.123375,390.426125
2026-04-20,SITE0006,Solar Farm,South,CAISO,419.698,396.9544,22.7436,0.36515800097445533,5.662916666666667,342.9472083333333
2026-04-20,SITE0007,Wind Farm,West,PJM,1297.2385,1274.5561,22.6824,0.4533998034347197,6.115875,410.1396666666667
2026-04-20,SITE0009,Battery Storage,West,CAISO,19.989300000000004,-3.257399999999998,23.2467,0.2741780045351474,6.0672500000000005,325.965
2026-04-20,SITE0011,Wind Farm,West,ERCOT,1537.4075,1519.6462,17.7613,0.39354347643563065,5.547916666666667,431.72695833333336
2026-04-20,SITE0012,Wind Farm,West,ERCOT,729.737,704.6974,25.0396,0.4861413115889892,6.387791666666668,359.83225
2026-04-20,SITE0014,Wind Farm,West,MISO,1595.9588,1572.9178,23.041,0.44829195233376257,5.71775,416.8919583333333
2026-04-20,SITE0015,Solar Farm,South,PJM,420.2763,396.59250000000003,23.6838,0.3641858518426087,6.344916666666666,374.46975
2026-04-20,SITE0017,Solar Farm,Midwest,PJM,659.2375,637.661,21.5765,0.34628328689871374,6.834458333333333,408.0758333333333
2026-04-20,SITE0019,Solar Farm,South,PJM,735.7887,710.6985999999999,25.0901,0.3903421461402325,6.515708333333333,366.985875
2026-04-20,SITE0022,Solar Farm,West,PJM,704.0759,674.8884,29.1875,0.3650679554665108,5.538625,386.6880416666667
2026-04-20,SITE0023,Battery Storage,South,PJM,153.6933,134.2949,19.3984,0.3236957258236024,6.001458333333333,380.69891666666666
2026-04-20,SITE0024,Solar Farm,Midwest,CAISO,369.7627,347.9978,21.7649,0.3673090753764851,5.942,425.77479166666666
2026-04-20,SITE0025,Battery Storage,Northeast,CAISO,73.10210000000001,57.4576,15.6445,0.3781980164088714,6.045833333333333,391.26254166666666
2026-04-20,SITE0028,Solar Farm,South,CAISO,635.6263,613.9731,21.653200000000002,0.3938380770393723,6.054749999999999,376.671125
2026-04-20,SITE0029,Solar Farm,Midwest,CAISO,167.8478,148.858,18.9898,0.36814540892421616,5.6794166666666674,356.84408333333334
2026-04-20,SITE0030,Wind Farm,West,CAISO,1273.9904,1257.7701,16.220299999999998,0.4263381228130764,6.906125,407.2283333333333
2026-04-21,SITE0001,Solar Farm,Northeast,MISO,469.5055,445.2656,24.2399,0.3826076504335354,6.010000000000001,415.28524999999996
2026-04-21,SITE0002,Battery Storage,Northeast,SPP,-210.21859999999998,-245.1167,34.8981,0.2877334948735104,6.131875,350.34291666666667
2026-04-21,SITE0003,Solar Farm,West,SPP,360.9485,324.1549,36.7936,0.42452143374638934,5.418125,385.0082916666667
2026-04-21,SITE0004,Solar Farm,Midwest,MISO,1087.0825,1059.0133,28.069200000000002,0.38534267018305046,6.102374999999999,392.08762499999995
2026-04-21,SITE0006,Solar Farm,South,CAISO,426.1,403.4379,22.662100000000002,0.3707280573536577,5.530333333333334,356.2567916666667
2026-04-21,SITE0007,Wind Farm,West,PJM,1112.5584,1077.2795,35.2789,0.38885198047209224,6.243083333333334,351.373875
2026-04-21,SITE0009,Battery Storage,West,CAISO,-19.1044,-41.971000000000004,22.8666,0.3019190392206265,5.487333333333333,367.384
