generation_id,site_id,reading_ts,generation_mw,available_capacity_mw,curtailment_mw,source_system,reading_date,site_type,region,rated_capacity_mw,grid_zone,weather_ts,temperature_c,wind_speed_mps,solar_irradiance_wm2,humidity_pct,weather_condition,capacity_factor,net_generation_mw
GEN0000001269,SITE0001,2026-05-23 20:00:00,0.0,46.6833,0.5827,scada,2026-05-23,Solar Farm,Northeast,51.13,MISO,2026-05-23 20:00:00,21.34,8.471,0.0,40.121,Clear,0.0,-0.5827
GEN0000001270,SITE0001,2026-05-23 21:00:00,9.0296,46.5396,0.7607,scada,2026-05-23,Solar Farm,Northeast,51.13,MISO,2026-05-23 21:00:00,20.001,5.491,271.939,49.47,Storm,0.17660082143555642,8.2689
GEN0000001271,SITE0001,2026-05-23 22:00:00,4.8457,49.933,2.9021,scada,2026-05-23,Solar Farm,Northeast,51.13,MISO,2026-05-23 22:00:00,21.786,9.172,40.574,50.548,Snow,0.0947721494230393,1.9436
GEN0000001272,SITE0001,2026-05-23 23:00:00,0.0,50.6456,0.0,scada,2026-05-23,Solar Farm,Northeast,51.13,MISO,2026-05-23 23:00:00,13.457,4.412,14.256,83.168,Cloudy,0.0,0.0
GEN0000001273,SITE0001,2026-05-24 00:00:00,0.0,46.1163,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 00:00:00,10.683,7.776,161.345,64.388,Rain,0.0,0.0
GEN0000001274,SITE0001,2026-05-24 01:00:00,12.1146,45.8172,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 01:00:00,18.062,8.451,0.602,58.734,Storm,0.2369372188539018,12.1146
GEN0000001275,SITE0001,2026-05-24 02:00:00,7.0161,48.2527,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 02:00:00,19.98,7.409,121.544,16.391,Rain,0.13722080970076275,7.0161
GEN0000001276,SITE0001,2026-05-24 03:00:00,2.9197,49.1068,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 03:00:00,6.974,8.548,0.0,83.983,Snow,0.05710346176413065,2.9197
GEN0000001277,SITE0001,2026-05-24 04:00:00,0.0,45.3734,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 04:00:00,19.635,8.507,0.0,80.902,Clear,0.0,0.0
GEN0000001278,SITE0001,2026-05-24 05:00:00,0.0,47.5185,0.8923,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 05:00:00,1.515,7.999,0.0,58.132,Clear,0.0,-0.8923
GEN0000001279,SITE0001,2026-05-24 06:00:00,0.0,49.0101,1.7071,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 06:00:00,23.737,9.343,901.56,82.189,Rain,0.0,-1.7071
GEN0000001280,SITE0001,2026-05-24 07:00:00,36.4755,45.3365,0.1215,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 07:00:00,21.408,6.629,532.296,20.707,Snow,0.7133874437707802,36.354
GEN0000001281,SITE0001,2026-05-24 08:00:00,51.13,48.8933,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 08:00:00,10.816,11.707,648.053,86.633,Storm,1.0,51.13
GEN0000001282,SITE0001,2026-05-24 09:00:00,26.0996,48.9749,1.1519,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 09:00:00,18.222,8.148,853.466,70.77,Rain,0.5104557011539214,24.947699999999998
GEN0000001283,SITE0001,2026-05-24 10:00:00,31.4226,49.5289,1.8322,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 10:00:00,-4.573,4.794,529.395,60.649,Clear,0.6145628789360453,29.5904
GEN0000001284,SITE0001,2026-05-24 11:00:00,35.1148,51.1162,1.6278,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 11:00:00,5.329,10.902,845.381,44.192,Snow,0.6867748875415607,33.487
GEN0000001285,SITE0001,2026-05-24 12:00:00,50.7945,50.175,0.1129,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 12:00:00,24.029,5.856,572.976,50.807,Rain,0.9934382945433209,50.681599999999996
GEN0000001286,SITE0001,2026-05-24 13:00:00,51.13,47.3042,1.2774,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 13:00:00,29.304,7.174,727.963,74.145,Storm,1.0,49.8526
GEN0000001287,SITE0001,2026-05-24 14:00:00,42.8274,49.5397,1.1785,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 14:00:00,20.673,9.28,611.74,29.779,Clear,0.837617836886368,41.6489
GEN0000001288,SITE0001,2026-05-24 15:00:00,30.0438,49.3596,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 15:00:00,22.034,8.964,1020.903,69.423,Storm,0.5875963230979855,30.0438
GEN0000001289,SITE0001,2026-05-24 16:00:00,46.1072,51.1203,1.9224,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 16:00:00,9.492,7.049,638.964,71.292,Rain,0.9017641306473694,44.184799999999996
GEN0000001290,SITE0001,2026-05-24 17:00:00,27.2478,45.8812,1.2021,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 17:00:00,17.79,6.27,621.55,49.988,Storm,0.5329121846274203,26.0457
GEN0000001291,SITE0001,2026-05-24 18:00:00,40.776,45.8978,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 18:00:00,14.654,5.237,702.187,23.083,Clear,0.7974965773518482,40.776
GEN0000001292,SITE0001,2026-05-24 19:00:00,3.1919,50.261,1.2854,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 19:00:00,34.439,3.355,314.012,68.949,Storm,0.06242714648934089,1.9064999999999999
GEN0000001293,SITE0001,2026-05-24 20:00:00,0.0,50.7475,1.4507,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 20:00:00,33.066,6.178,237.678,47.233,Storm,0.0,-1.4507
GEN0000001294,SITE0001,2026-05-24 21:00:00,4.4095,46.4453,0.7815,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 21:00:00,8.604,4.674,0.0,38.538,Cloudy,0.08624095442988461,3.6280000000000006
GEN0000001295,SITE0001,2026-05-24 22:00:00,2.6129,49.6865,0.0,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 22:00:00,26.665,7.446,0.0,84.155,Storm,0.05110307060434187,2.6129
GEN0000001296,SITE0001,2026-05-24 23:00:00,0.0,46.3598,2.8948,scada,2026-05-24,Solar Farm,Northeast,51.13,MISO,2026-05-24 23:00:00,20.962,10.473,0.0,64.909,Cloudy,0.0,-2.8948
GEN0000001297,SITE0001,2026-05-25 00:00:00,0.0,48.0585,1.1826,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 00:00:00,24.068,4.733,204.25,49.838,Storm,0.0,-1.1826
GEN0000001298,SITE0001,2026-05-25 01:00:00,0.0,47.9952,1.4831,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 01:00:00,30.672,4.62,0.0,59.665,Snow,0.0,-1.4831
GEN0000001299,SITE0001,2026-05-25 02:00:00,0.5382,50.289,2.4314,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 02:00:00,24.007,6.366,354.352,93.401,Clear,0.010526109915900646,-1.8932
GEN0000001300,SITE0001,2026-05-25 03:00:00,0.0,49.8526,0.9751,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 03:00:00,20.32,8.136,127.7,63.11,Snow,0.0,-0.9751
GEN0000001301,SITE0001,2026-05-25 04:00:00,0.0,51.1039,0.8299,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 04:00:00,18.675,12.109,0.0,54.28,Snow,0.0,-0.8299
GEN0000001302,SITE0001,2026-05-25 05:00:00,7.0609,47.3759,2.0004,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 05:00:00,31.9,4.151,0.0,38.805,Snow,0.13809700762761587,5.0605
GEN0000001303,SITE0001,2026-05-25 06:00:00,0.0,49.633,0.3275,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 06:00:00,20.891,8.271,530.55,57.334,Storm,0.0,-0.3275
GEN0000001304,SITE0001,2026-05-25 07:00:00,33.9846,46.804,0.0,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 07:00:00,19.132,10.815,628.714,72.719,Clear,0.6646704478779581,33.9846
GEN0000001305,SITE0001,2026-05-25 08:00:00,25.6065,49.4687,1.8357,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 08:00:00,7.849,5.323,345.89,37.152,Clear,0.5008116565617055,23.7708
GEN0000001306,SITE0001,2026-05-25 09:00:00,42.6262,50.293,0.6177,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 09:00:00,10.966,8.204,920.065,61.636,Snow,0.8336827694113044,42.0085
GEN0000001307,SITE0001,2026-05-25 10:00:00,19.8207,46.4989,0.3649,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 10:00:00,22.684,4.494,444.305,70.954,Clear,0.38765304126735767,19.4558
GEN0000001308,SITE0001,2026-05-25 11:00:00,39.1838,47.6261,1.7736,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 11:00:00,26.107,3.71,287.059,62.883,Storm,0.7663563465675728,37.410199999999996
GEN0000001309,SITE0001,2026-05-25 12:00:00,39.2656,47.0841,0.5797,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 12:00:00,17.195,5.692,491.08,47.296,Storm,0.7679561901036573,38.6859
GEN0000001310,SITE0001,2026-05-25 13:00:00,26.6321,48.5209,0.0,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 13:00:00,19.509,4.57,279.952,72.824,Clear,0.5208703305300215,26.6321
GEN0000001311,SITE0001,2026-05-25 14:00:00,51.13,45.9436,0.0,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 14:00:00,9.835,7.395,278.183,69.006,Snow,1.0,51.13
GEN0000001312,SITE0001,2026-05-25 15:00:00,35.6758,46.9016,0.8324,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 15:00:00,18.075,5.231,766.085,50.368,Cloudy,0.6977469196166635,34.8434
GEN0000001313,SITE0001,2026-05-25 16:00:00,28.186,48.6964,0.8222,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 16:00:00,23.79,3.089,886.131,53.959,Snow,0.5512614903187952,27.3638
GEN0000001314,SITE0001,2026-05-25 17:00:00,27.5914,48.1159,3.0928,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 17:00:00,23.004,5.291,645.57,44.875,Snow,0.5396323097985527,24.4986
GEN0000001315,SITE0001,2026-05-25 18:00:00,43.531,47.9824,0.0,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 18:00:00,23.134,5.796,728.17,59.341,Clear,0.8513788382554273,43.531
GEN0000001316,SITE0001,2026-05-25 19:00:00,0.0768,47.4224,0.643,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 19:00:00,6.313,1.447,593.501,10.0,Cloudy,0.0015020535888910617,-0.5662
GEN0000001317,SITE0001,2026-05-25 20:00:00,6.9462,47.7358,0.0974,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 20:00:00,12.38,3.524,0.0,99.15,Clear,0.13585370623899862,6.8488
GEN0000001318,SITE0001,2026-05-25 21:00:00,5.7574,50.0371,0.2424,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 21:00:00,14.055,3.176,102.982,53.323,Clear,0.11260316839428905,5.515
GEN0000001319,SITE0001,2026-05-25 22:00:00,5.7547,48.9138,0.4693,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 22:00:00,13.016,8.045,188.232,60.894,Rain,0.1125503618228046,5.2854
GEN0000001320,SITE0001,2026-05-25 23:00:00,8.6447,46.6386,4.3625,scada,2026-05-25,Solar Farm,Northeast,51.13,MISO,2026-05-25 23:00:00,9.688,3.191,120.549,13.177,Storm,0.1690729513006063,4.2822000000000005
GEN0000001321,SITE0001,2026-05-26 00:00:00,0.0,50.9905,3.9232,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 00:00:00,12.615,6.221,0.0,57.577,Storm,0.0,-3.9232
GEN0000001322,SITE0001,2026-05-26 01:00:00,3.5755,45.5077,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 01:00:00,20.157,8.659,20.207,71.194,Snow,0.06992959123802073,3.5755
GEN0000001323,SITE0001,2026-05-26 02:00:00,0.0,49.797,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 02:00:00,6.069,7.507,11.468,61.893,Cloudy,0.0,0.0
GEN0000001324,SITE0001,2026-05-26 03:00:00,12.4601,50.0341,0.1362,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 03:00:00,33.321,9.432,0.0,47.111,Storm,0.24369450420496772,12.3239
GEN0000001325,SITE0001,2026-05-26 04:00:00,5.9274,48.4957,0.4223,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 04:00:00,20.865,9.872,0.0,47.781,Clear,0.11592802659886563,5.5051
GEN0000001326,SITE0001,2026-05-26 05:00:00,1.2707,48.3037,2.0981,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 05:00:00,29.095,5.495,0.0,34.02,Snow,0.02485233717973792,-0.8274000000000001
GEN0000001327,SITE0001,2026-05-26 06:00:00,0.0,50.0297,1.0272,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 06:00:00,18.88,6.526,641.833,96.321,Storm,0.0,-1.0272
GEN0000001328,SITE0001,2026-05-26 07:00:00,31.9243,47.5867,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 07:00:00,22.39,5.415,412.285,66.727,Rain,0.624375122237434,31.9243
GEN0000001329,SITE0001,2026-05-26 08:00:00,42.0159,48.6447,2.295,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 08:00:00,20.79,3.056,962.212,49.976,Clear,0.8217465284568747,39.7209
GEN0000001330,SITE0001,2026-05-26 09:00:00,40.0599,47.7109,0.4592,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 09:00:00,15.119,9.374,391.102,42.703,Snow,0.7834911011148054,39.600699999999996
GEN0000001331,SITE0001,2026-05-26 10:00:00,44.0434,45.1994,1.2164,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 10:00:00,26.427,2.672,583.797,80.149,Rain,0.8614003520438098,42.827
GEN0000001332,SITE0001,2026-05-26 11:00:00,33.5181,49.8121,2.4778,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 11:00:00,13.155,1.971,371.819,58.085,Clear,0.6555466458048111,31.0403
GEN0000001333,SITE0001,2026-05-26 12:00:00,27.0781,47.793,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 12:00:00,18.899,8.342,850.064,67.885,Rain,0.5295931938196753,27.0781
GEN0000001334,SITE0001,2026-05-26 13:00:00,37.5965,46.7672,0.7723,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 13:00:00,15.15,5.46,632.231,33.034,Rain,0.735311949931547,36.8242
GEN0000001335,SITE0001,2026-05-26 14:00:00,36.933,45.9456,0.0423,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 14:00:00,20.117,3.591,610.715,84.99,Clear,0.7223352239389791,36.8907
GEN0000001336,SITE0001,2026-05-26 15:00:00,23.2692,49.6898,0.2616,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 15:00:00,12.39,8.999,942.489,40.581,Snow,0.45509876784666536,23.0076
GEN0000001337,SITE0001,2026-05-26 16:00:00,36.0919,50.6403,0.7735,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 16:00:00,28.504,7.675,601.968,43.401,Rain,0.7058849990221006,35.318400000000004
GEN0000001338,SITE0001,2026-05-26 17:00:00,44.8933,47.8599,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 17:00:00,27.287,1.996,623.41,49.501,Storm,0.8780226872677489,44.8933
GEN0000001339,SITE0001,2026-05-26 18:00:00,47.5212,48.3367,1.4499,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 18:00:00,36.764,7.889,682.812,52.239,Snow,0.929419127713671,46.0713
GEN0000001340,SITE0001,2026-05-26 19:00:00,0.0,48.4147,2.2671,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 19:00:00,24.477,8.118,512.892,72.638,Rain,0.0,-2.2671
GEN0000001341,SITE0001,2026-05-26 20:00:00,0.0,46.4159,0.9514,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 20:00:00,12.205,5.917,196.999,40.278,Clear,0.0,-0.9514
GEN0000001342,SITE0001,2026-05-26 21:00:00,0.0,49.3753,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 21:00:00,28.922,6.617,99.645,65.403,Snow,0.0,0.0
GEN0000001343,SITE0001,2026-05-26 22:00:00,0.0,50.0329,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 22:00:00,18.498,7.665,0.0,20.633,Snow,0.0,0.0
GEN0000001344,SITE0001,2026-05-26 23:00:00,0.0,50.9415,0.0,scada,2026-05-26,Solar Farm,Northeast,51.13,MISO,2026-05-26 23:00:00,21.807,6.318,0.0,44.228,Storm,0.0,0.0
GEN0000001345,SITE0001,2026-05-27 00:00:00,1.3724,45.8551,1.2469,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 00:00:00,11.658,10.591,0.0,59.642,Clear,0.026841384705652258,0.12550000000000017
GEN0000001346,SITE0001,2026-05-27 01:00:00,7.8612,47.3681,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 01:00:00,20.389,9.586,0.0,74.279,Clear,0.15374926657539603,7.8612
GEN0000001347,SITE0001,2026-05-27 02:00:00,5.8677,47.7952,2.5652,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 02:00:00,6.664,3.882,0.0,60.601,Clear,0.1147604146293761,3.3025
GEN0000001348,SITE0001,2026-05-27 03:00:00,0.0,46.0206,0.4314,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 03:00:00,9.888,5.321,45.948,71.608,Rain,0.0,-0.4314
GEN0000001349,SITE0001,2026-05-27 04:00:00,3.3008,45.9668,3.338,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 04:00:00,19.428,2.291,0.0,65.509,Snow,0.06455701153921377,-0.0371999999999999
GEN0000001350,SITE0001,2026-05-27 05:00:00,2.1846,47.0977,2.2097,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 05:00:00,18.838,5.434,0.0,40.353,Rain,0.04272638372775279,-0.025100000000000122
GEN0000001351,SITE0001,2026-05-27 06:00:00,0.0,46.2192,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 06:00:00,14.7,6.515,632.024,51.997,Snow,0.0,0.0
GEN0000001352,SITE0001,2026-05-27 07:00:00,42.4583,47.5708,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 07:00:00,38.247,11.122,304.131,66.017,Rain,0.8303989829845492,42.4583
GEN0000001353,SITE0001,2026-05-27 08:00:00,41.227,48.4344,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 08:00:00,15.798,0.0,827.61,91.536,Snow,0.8063172305886954,41.227
GEN0000001354,SITE0001,2026-05-27 09:00:00,33.6186,45.983,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 09:00:00,22.428,7.41,650.183,62.146,Cloudy,0.6575122237433991,33.6186
GEN0000001355,SITE0001,2026-05-27 10:00:00,42.2193,47.6868,1.1083,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 10:00:00,26.159,4.597,233.774,48.292,Snow,0.8257246235087032,41.111
GEN0000001356,SITE0001,2026-05-27 11:00:00,30.2525,50.0577,1.6348,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 11:00:00,26.315,8.56,752.243,51.723,Clear,0.5916780754938392,28.617700000000003
GEN0000001357,SITE0001,2026-05-27 12:00:00,51.13,45.4152,1.7906,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 12:00:00,19.25,2.868,701.328,66.809,Rain,1.0,49.339400000000005
GEN0000001358,SITE0001,2026-05-27 13:00:00,38.8908,50.1448,0.8809,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 13:00:00,12.815,3.022,561.15,27.313,Clear,0.7606258556620379,38.0099
GEN0000001359,SITE0001,2026-05-27 14:00:00,22.2968,50.4068,1.9251,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 14:00:00,20.372,7.01,403.19,57.642,Snow,0.4360805789164874,20.3717
GEN0000001360,SITE0001,2026-05-27 15:00:00,31.5578,48.9628,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 15:00:00,28.705,5.371,589.786,97.82,Clear,0.6172071191081556,31.5578
GEN0000001361,SITE0001,2026-05-27 16:00:00,30.5682,50.6828,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 16:00:00,6.516,5.788,566.851,44.735,Clear,0.5978525327596323,30.5682
GEN0000001362,SITE0001,2026-05-27 17:00:00,38.2687,49.3319,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 17:00:00,14.648,4.032,545.189,47.153,Clear,0.7484588304322316,38.2687
GEN0000001363,SITE0001,2026-05-27 18:00:00,28.9387,49.3843,2.997,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 18:00:00,12.243,5.602,834.382,50.166,Cloudy,0.565982788969294,25.9417
GEN0000001364,SITE0001,2026-05-27 19:00:00,0.0,50.326,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 19:00:00,37.258,3.927,231.698,53.414,Clear,0.0,0.0
GEN0000001365,SITE0001,2026-05-27 20:00:00,9.8494,45.8733,0.4541,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 20:00:00,28.197,5.878,95.037,40.513,Clear,0.19263446117739094,9.395299999999999
GEN0000001366,SITE0001,2026-05-27 21:00:00,12.3811,46.2386,0.0,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 21:00:00,16.847,5.578,78.008,76.091,Cloudy,0.24214942303931156,12.3811
GEN0000001367,SITE0001,2026-05-27 22:00:00,10.1898,49.1136,2.2003,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 22:00:00,8.642,5.68,109.864,64.322,Rain,0.19929200078231957,7.9895
GEN0000001368,SITE0001,2026-05-27 23:00:00,4.4664,47.13,0.7508,scada,2026-05-27,Solar Farm,Northeast,51.13,MISO,2026-05-27 23:00:00,13.445,1.317,0.0,53.794,Cloudy,0.08735380402894583,3.7156000000000002
GEN0000001369,SITE0001,2026-05-28 00:00:00,0.0,48.4131,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 00:00:00,13.505,4.888,189.357,38.789,Cloudy,0.0,0.0
GEN0000001370,SITE0001,2026-05-28 01:00:00,7.253,51.0701,0.9617,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 01:00:00,20.384,5.99,0.0,48.288,Clear,0.1418540973987874,6.2913
GEN0000001371,SITE0001,2026-05-28 02:00:00,0.0,49.446,0.9905,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 02:00:00,-1.232,5.169,0.0,83.227,Storm,0.0,-0.9905
GEN0000001372,SITE0001,2026-05-28 03:00:00,0.0,47.1849,0.257,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 03:00:00,25.23,8.519,89.693,13.457,Clear,0.0,-0.257
GEN0000001373,SITE0001,2026-05-28 04:00:00,0.0,46.4855,0.0539,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 04:00:00,21.217,6.422,334.051,54.928,Clear,0.0,-0.0539
GEN0000001374,SITE0001,2026-05-28 05:00:00,0.0,50.3595,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 05:00:00,24.845,3.407,83.514,52.435,Clear,0.0,0.0
GEN0000001375,SITE0001,2026-05-28 06:00:00,14.8472,46.4951,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 06:00:00,25.549,6.989,578.006,64.329,Snow,0.2903813807940544,14.8472
GEN0000001376,SITE0001,2026-05-28 07:00:00,20.521,45.5296,1.1138,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 07:00:00,25.672,2.908,608.563,67.997,Clear,0.4013495012712693,19.4072
GEN0000001377,SITE0001,2026-05-28 08:00:00,30.0967,46.2434,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 08:00:00,2.007,7.745,584.957,46.175,Rain,0.5886309407392919,30.0967
GEN0000001378,SITE0001,2026-05-28 09:00:00,41.942,48.7267,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 09:00:00,12.015,4.392,650.064,49.828,Clear,0.8203011930373557,41.942
GEN0000001379,SITE0001,2026-05-28 10:00:00,29.0738,50.0154,1.5273,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 10:00:00,21.942,3.904,767.655,51.989,Clear,0.5686250733424604,27.546499999999998
GEN0000001380,SITE0001,2026-05-28 11:00:00,33.9898,49.8119,1.2797,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 11:00:00,22.125,9.453,788.997,73.948,Rain,0.6647721494230393,32.710100000000004
GEN0000001381,SITE0001,2026-05-28 12:00:00,51.13,47.2253,3.0657,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 12:00:00,15.205,1.112,869.231,38.841,Cloudy,1.0,48.0643
GEN0000001382,SITE0001,2026-05-28 13:00:00,20.4859,48.8376,0.0,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 13:00:00,11.219,6.519,503.48,58.112,Snow,0.40066301584197145,20.4859
GEN0000001383,SITE0001,2026-05-28 14:00:00,35.3393,48.3848,2.3771,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 14:00:00,7.519,8.25,952.378,77.63,Clear,0.6911656561705457,32.9622
GEN0000001384,SITE0001,2026-05-28 15:00:00,32.6063,51.1243,0.0425,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 15:00:00,27.808,8.065,725.989,58.521,Snow,0.6377136710346175,32.5638
GEN0000001385,SITE0001,2026-05-28 16:00:00,37.7565,46.6701,1.665,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 16:00:00,15.131,3.222,882.474,43.008,Storm,0.7384412282417367,36.0915
GEN0000001386,SITE0001,2026-05-28 17:00:00,49.4982,48.3692,1.4228,scada,2026-05-28,Solar Farm,Northeast,51.13,MISO,2026-05-28 17:00:00,20.956,0.0,698.506,10.0,Clear,0.9680852728339525,48.075399999999995
