reading_date,region,segment,meter_count,customer_count,consumption_kwh,peak_demand_kw,estimated_reading_count
2026-04-22,South,Commercial,10,8,537957.0326,526.0273,51
2026-04-22,South,Industrial,9,9,25740.3954,121.4999,31
2026-04-22,South,Municipal,5,5,14467.8909,98.4209,13
2026-04-22,South,Residential,14,14,281174.2082,411.9331,43
2026-04-22,South,Unknown,8,8,573423.0032,319.6655,27
2026-04-22,West,Commercial,22,18,53040.7651,554.1178,85
2026-04-22,West,Industrial,9,9,34562.1753,458.9575,34
2026-04-22,West,Municipal,11,10,79019.9083,456.3869,52
2026-04-22,West,Residential,10,9,75440.3019,424.1696,34
2026-04-22,West,Unknown,10,8,24158.9371,566.9578,38
2026-04-23,Midwest,Commercial,7,7,116289.91100000001,104.8167,24
2026-04-23,Midwest,Industrial,8,8,4956.3016,293.6392,37
2026-04-23,Midwest,Municipal,6,6,12199.3018,523.8206,14
2026-04-23,Midwest,Residential,7,6,8849.2064,633.4422,30
2026-04-23,Midwest,Unknown,6,6,221687.0277,130.9771,26
2026-04-23,Northeast,Commercial,4,4,17222.4908,463.6746,13
2026-04-23,Northeast,Industrial,9,9,73085.6141,594.5051,34
2026-04-23,Northeast,Municipal,8,7,1063171.7577,520.287,28
2026-04-23,Northeast,Residential,11,9,34192.4397,774.0562,60
2026-04-23,Northeast,Unknown,6,6,1651.4322,59.0846,24
2026-04-23,South,Commercial,10,8,542221.8704,423.4257,35
2026-04-23,South,Industrial,9,9,27684.4988,97.1529,35
2026-04-23,South,Municipal,5,5,15143.8707,115.9959,18
2026-04-23,South,Residential,14,14,275005.5289,449.7486,51
2026-04-23,South,Unknown,8,8,625178.6516,342.3736,37
2026-04-23,West,Commercial,22,18,52815.7221,517.5249,97
2026-04-23,West,Industrial,9,9,33919.5252,371.2779,48
2026-04-23,West,Municipal,11,10,79784.1606,457.3906,49
2026-04-23,West,Residential,10,9,74828.6848,388.7451,35
2026-04-23,West,Unknown,10,8,23348.5207,629.8808,37
2026-04-24,Midwest,Commercial,7,7,117527.9546,130.857,25
2026-04-24,Midwest,Industrial,8,8,4619.0379,228.3816,32
2026-04-24,Midwest,Municipal,6,6,11426.9005,508.4463,19
2026-04-24,Midwest,Residential,7,6,8978.7726,499.4284,18
2026-04-24,Midwest,Unknown,6,6,212739.9248,142.2964,21
2026-04-24,Northeast,Commercial,4,4,17326.2996,472.0259,15
2026-04-24,Northeast,Industrial,9,9,70518.2635,619.7652,42
2026-04-24,Northeast,Municipal,8,7,1028837.505,455.3492,28
2026-04-24,Northeast,Residential,11,9,34173.9486,659.8505,42
2026-04-24,Northeast,Unknown,6,6,1696.9758,71.7559,21
2026-04-24,South,Commercial,10,8,548235.5749,428.0635,41
2026-04-24,South,Industrial,9,9,27342.7649,104.5221,43
2026-04-24,South,Municipal,5,5,14187.6897,104.5568,29
2026-04-24,South,Residential,14,14,263024.5257,449.0968,54
2026-04-24,South,Unknown,8,8,629759.4010000001,395.4921,27
2026-04-24,West,Commercial,22,18,52584.0567,503.7027,102
2026-04-24,West,Industrial,9,9,34551.9263,354.5909,37
2026-04-24,West,Municipal,11,10,77992.5068,536.4281,45
2026-04-24,West,Residential,10,9,71740.6289,431.0271,36
2026-04-24,West,Unknown,10,8,22571.3667,515.471,45
2026-04-25,Midwest,Commercial,7,7,99974.5983,86.695,30
2026-04-25,Midwest,Industrial,8,8,3897.859,223.2411,50
2026-04-25,Midwest,Municipal,6,6,8791.1074,445.6398,16
2026-04-25,Midwest,Residential,7,6,6655.243,410.0501,24
2026-04-25,Midwest,Unknown,6,6,180260.3618,134.9099,25
2026-04-25,Northeast,Commercial,4,4,13816.989,376.1029,19
2026-04-25,Northeast,Industrial,9,9,56093.7832,389.2865,33
2026-04-25,Northeast,Municipal,8,7,835058.8736,369.4785,37
2026-04-25,Northeast,Residential,11,9,27188.2284,540.2622,55
2026-04-25,Northeast,Unknown,6,6,1406.1138,53.5119,20
2026-04-25,South,Commercial,10,8,447779.91589999996,433.8475,47
2026-04-25,South,Industrial,9,9,21080.1686,82.1438,26
2026-04-25,South,Municipal,5,5,12017.6407,88.9332,25
2026-04-25,South,Residential,14,14,221274.9189,355.9719,58
2026-04-25,South,Unknown,8,8,487909.7604,259.437,36
2026-04-25,West,Commercial,22,18,42798.7699,491.9688,99
2026-04-25,West,Industrial,9,9,26655.0016,375.1174,27
2026-04-25,West,Municipal,11,10,64534.2757,433.1782,38
2026-04-25,West,Residential,10,9,55856.2085,346.5251,39
2026-04-25,West,Unknown,10,8,17851.6577,415.2604,34
2026-04-26,Midwest,Commercial,7,7,94985.4626,101.7576,36
2026-04-26,Midwest,Industrial,8,8,4103.1443,211.6806,32
2026-04-26,Midwest,Municipal,6,6,9400.0053,491.2109,25
2026-04-26,Midwest,Residential,7,6,7179.2214,472.2745,32
2026-04-26,Midwest,Unknown,6,6,161770.7039,118.6292,24
2026-04-26,Northeast,Commercial,4,4,14041.1988,326.7371,13
2026-04-26,Northeast,Industrial,9,9,59644.2971,580.0571,32
2026-04-26,Northeast,Municipal,8,7,859834.2008,350.9239,26
2026-04-26,Northeast,Residential,11,9,26856.5141,498.4477,41
2026-04-26,Northeast,Unknown,6,6,1340.0978,50.3987,31
2026-04-26,South,Commercial,10,8,420027.4227,278.4383,33
2026-04-26,South,Industrial,9,9,21488.2303,88.5462,34
2026-04-26,South,Municipal,5,5,12439.2266,121.069,23
2026-04-26,South,Residential,14,14,209651.8781,389.306,51
2026-04-26,South,Unknown,8,8,474505.5232,234.4627,30
2026-04-26,West,Commercial,22,18,44964.869399999996,412.1615,87
2026-04-26,West,Industrial,9,9,27379.707300000002,378.1378,46
2026-04-26,West,Municipal,11,10,62510.9983,459.9375,33
2026-04-26,West,Residential,10,9,58414.907400000004,358.7901,41
2026-04-26,West,Unknown,10,8,17800.7746,389.895,36
2026-04-27,Midwest,Commercial,7,7,120397.6403,113.6411,31
2026-04-27,Midwest,Industrial,8,8,4953.3683,266.4249,35
2026-04-27,Midwest,Municipal,6,6,11589.285,487.4506,21
2026-04-27,Midwest,Residential,7,6,8820.6463,520.5895,22
2026-04-27,Midwest,Unknown,6,6,218211.6392,141.079,17
2026-04-27,Northeast,Commercial,4,4,17844.1912,367.492,8
2026-04-27,Northeast,Industrial,9,9,71973.5433,563.8011,39
2026-04-27,Northeast,Municipal,8,7,1052101.6423,495.684,31
2026-04-27,Northeast,Residential,11,9,33384.6686,634.3933,51
2026-04-27,Northeast,Unknown,6,6,1644.4886,62.58,23
2026-04-27,South,Commercial,10,8,577062.7235,437.4021,34
2026-04-27,South,Industrial,9,9,27831.3429,92.843,35
2026-04-27,South,Municipal,5,5,14313.435000000001,88.8086,26
2026-04-27,South,Residential,14,14,255330.7359,461.7392,60
2026-04-27,South,Unknown,8,8,606824.3449,303.1123,35
2026-04-27,West,Commercial,22,18,55734.9003,677.8263,106
2026-04-27,West,Industrial,9,9,34675.8318,376.3826,31
2026-04-27,West,Municipal,11,10,80138.4829,618.8912,44
2026-04-27,West,Residential,10,9,71328.5769,460.5461,47
2026-04-27,West,Unknown,10,8,23611.2395,563.2056,36
2026-04-28,Midwest,Commercial,7,7,111072.1954,112.99,35
2026-04-28,Midwest,Industrial,8,8,5057.1539,266.496,41
2026-04-28,Midwest,Municipal,6,6,11623.5058,528.9491,23
2026-04-28,Midwest,Residential,7,6,9216.2,602.0678,27
2026-04-28,Midwest,Unknown,6,6,200833.1308,149.2407,26
2026-04-28,Northeast,Commercial,4,4,17977.163,531.5308,9
2026-04-28,Northeast,Industrial,9,9,70832.1882,659.1142,37
2026-04-28,Northeast,Municipal,8,7,1043088.6236,440.187,33
2026-04-28,Northeast,Residential,11,9,32503.357,630.3933,42
2026-04-28,Northeast,Unknown,6,6,1716.0871,69.4158,21
2026-04-28,South,Commercial,10,8,567738.1586,462.6777,26
2026-04-28,South,Industrial,9,9,27653.937,95.9013,37
2026-04-28,South,Municipal,5,5,14897.8696,94.3352,20
2026-04-28,South,Residential,14,14,256378.3124,443.4346,50
2026-04-28,South,Unknown,8,8,598412.6332,371.4604,28
2026-04-28,West,Commercial,22,18,52787.0795,585.5555,83
2026-04-28,West,Industrial,9,9,34571.1239,420.2806,26
2026-04-28,West,Municipal,11,10,77265.5418,500.0596,58
2026-04-28,West,Residential,10,9,69313.1374,429.4007,47
2026-04-28,West,Unknown,10,8,23478.6096,581.5285,49
2026-04-29,Midwest,Commercial,7,7,127552.0274,117.627,22
2026-04-29,Midwest,Industrial,8,8,4860.9045,270.4025,24
2026-04-29,Midwest,Municipal,6,6,11212.1398,568.7796,20
2026-04-29,Midwest,Residential,7,6,9089.0082,492.5947,26
2026-04-29,Midwest,Unknown,6,6,211942.0612,197.679,24
2026-04-29,Northeast,Commercial,4,4,17581.762600000002,484.8597,20
2026-04-29,Northeast,Industrial,9,9,72764.2034,689.6124,31
2026-04-29,Northeast,Municipal,8,7,1056226.7974,506.8186,27
2026-04-29,Northeast,Residential,11,9,34482.5719,682.2183,39
2026-04-29,Northeast,Unknown,6,6,1673.8526,72.4716,23
2026-04-29,South,Commercial,10,8,517522.5017,390.6472,40
2026-04-29,South,Industrial,9,9,27565.7685,97.4518,40
2026-04-29,South,Municipal,5,5,15209.359,112.8251,17
2026-04-29,South,Residential,14,14,263089.0558,430.34,58
2026-04-29,South,Unknown,8,8,614103.8076000001,349.9437,39
2026-04-29,West,Commercial,22,18,54074.7781,541.0197,95
2026-04-29,West,Industrial,9,9,33783.1358,424.5621,33
2026-04-29,West,Municipal,11,10,79962.408,507.6672,46
2026-04-29,West,Residential,10,9,73313.766,385.1954,30
2026-04-29,West,Unknown,10,8,23406.6034,579.5519,39
2026-04-30,Midwest,Commercial,7,7,117960.5626,121.4193,26
2026-04-30,Midwest,Industrial,8,8,4806.9277,260.1332,35
2026-04-30,Midwest,Municipal,6,6,10818.1395,625.1249,32
2026-04-30,Midwest,Residential,7,6,9121.1389,647.6979,22
2026-04-30,Midwest,Unknown,6,6,222672.9841,152.4024,18
2026-04-30,Northeast,Commercial,4,4,17762.0617,385.435,18
2026-04-30,Northeast,Industrial,9,9,72585.0148,689.4703,34
2026-04-30,Northeast,Municipal,8,7,1052531.5698,502.692,27
2026-04-30,Northeast,Residential,11,9,33606.4173,642.4169,44
2026-04-30,Northeast,Unknown,6,6,1714.0578,54.5347,25
2026-04-30,South,Commercial,10,8,538602.8439,438.0309,40
2026-04-30,South,Industrial,9,9,26975.5188,105.0934,37
2026-04-30,South,Municipal,5,5,14682.9231,126.236,20
2026-04-30,South,Residential,14,14,267194.7939,465.3237,56
2026-04-30,South,Unknown,8,8,621318.9429,387.8793,33
2026-04-30,West,Commercial,22,18,52880.5761,615.7556,92
2026-04-30,West,Industrial,9,9,32736.0577,462.2986,37
2026-04-30,West,Municipal,11,10,80667.3049,525.8377,41
2026-04-30,West,Residential,10,9,74611.5616,414.6541,34
2026-04-30,West,Unknown,10,8,24204.1207,454.0534,30
2026-05-01,Midwest,Commercial,7,7,110720.0542,114.2926,35
2026-05-01,Midwest,Industrial,8,8,5062.4072,259.8968,36
2026-05-01,Midwest,Municipal,6,6,11543.286,545.8654,17
2026-05-01,Midwest,Residential,7,6,9173.6135,465.0621,32
2026-05-01,Midwest,Unknown,6,6,215901.1724,140.252,24
2026-05-01,Northeast,Commercial,4,4,17584.5989,454.1629,21
2026-05-01,Northeast,Industrial,9,9,72467.8879,551.1534,44
2026-05-01,Northeast,Municipal,8,7,1038882.0048999999,536.0064,34
2026-05-01,Northeast,Residential,11,9,33535.195999999996,558.3959,43
2026-05-01,Northeast,Unknown,6,6,1649.5022999999999,58.9706,21
2026-05-01,South,Commercial,10,8,559505.8108,498.4736,36
2026-05-01,South,Industrial,9,9,26539.6976,106.4756,42
2026-05-01,South,Municipal,5,5,14655.8911,105.1069,21
2026-05-01,South,Residential,14,14,254171.9138,490.5086,55
2026-05-01,South,Unknown,8,8,611726.6798,326.8942,34
2026-05-01,West,Commercial,22,18,54445.8003,561.5561,77
2026-05-01,West,Industrial,9,9,34689.0653,538.9117,33
2026-05-01,West,Municipal,11,10,80738.893,575.8166,56
2026-05-01,West,Residential,10,9,72668.4008,447.0907,44
2026-05-01,West,Unknown,10,8,23180.0287,502.369,35
2026-05-02,Midwest,Commercial,7,7,93746.5886,102.5783,33
2026-05-02,Midwest,Industrial,8,8,3842.4555,180.0595,24
2026-05-02,Midwest,Municipal,6,6,9306.1634,493.4643,25
2026-05-02,Midwest,Residential,7,6,7451.3132,660.1204,26
2026-05-02,Midwest,Unknown,6,6,171024.4147,133.6659,19
2026-05-02,Northeast,Commercial,4,4,14942.1395,353.4185,14
2026-05-02,Northeast,Industrial,9,9,58409.9708,540.7612,37
2026-05-02,Northeast,Municipal,8,7,914046.3965,391.2587,38
2026-05-02,Northeast,Residential,11,9,26716.9507,463.6194,49
2026-05-02,Northeast,Unknown,6,6,1294.4469,48.8748,25
2026-05-02,South,Commercial,10,8,412662.2329,409.2729,38
2026-05-02,South,Industrial,9,9,20673.2609,87.5185,47
2026-05-02,South,Municipal,5,5,11534.6507,89.8616,17
2026-05-02,South,Residential,14,14,209209.1298,334.1478,53
2026-05-02,South,Unknown,8,8,481087.3236,309.0974,37
2026-05-02,West,Commercial,22,18,44512.4624,490.4146,100
2026-05-02,West,Industrial,9,9,27914.3622,307.5033,32
2026-05-02,West,Municipal,11,10,59307.1098,396.9292,37
2026-05-02,West,Residential,10,9,58047.1926,338.2767,42
2026-05-02,West,Unknown,10,8,19060.5514,397.1231,40
2026-05-03,Midwest,Commercial,7,7,100666.53229999999,98.3925,27
2026-05-03,Midwest,Industrial,8,8,4038.6245,223.4185,24
2026-05-03,Midwest,Municipal,6,6,9553.7679,518.8581,21
2026-05-03,Midwest,Residential,7,6,7014.4248,588.0167,36
2026-05-03,Midwest,Unknown,6,6,154051.4459,99.3212,23
2026-05-03,Northeast,Commercial,4,4,15180.2109,420.031,16
2026-05-03,Northeast,Industrial,9,9,57877.1848,570.8178,35
2026-05-03,Northeast,Municipal,8,7,778715.3832,344.676,27
2026-05-03,Northeast,Residential,11,9,26609.4705,536.9243,51
2026-05-03,Northeast,Unknown,6,6,1326.4865,52.4064,25
2026-05-03,South,Commercial,10,8,455428.9116,330.7936,45
2026-05-03,South,Industrial,9,9,21252.918,80.8576,38
2026-05-03,South,Municipal,5,5,11752.8114,88.5398,26
2026-05-03,South,Residential,14,14,214730.8192,384.8074,51
2026-05-03,South,Unknown,8,8,470728.9511,277.8779,29
2026-05-03,West,Commercial,22,18,41952.2285,390.0806,70
2026-05-03,West,Industrial,9,9,26584.0137,360.7466,34
2026-05-03,West,Municipal,11,10,63111.2014,457.4396,46
2026-05-03,West,Residential,10,9,61224.361600000004,369.7425,38
2026-05-03,West,Unknown,10,8,19399.1306,390.3757,39
2026-05-04,Midwest,Commercial,7,7,117150.0914,117.9658,29
2026-05-04,Midwest,Industrial,8,8,4833.0938,290.4647,36
2026-05-04,Midwest,Municipal,6,6,11841.4189,574.0524,34
2026-05-04,Midwest,Residential,7,6,8883.9273,532.5363,27
2026-05-04,Midwest,Unknown,6,6,218222.9608,158.8362,29
2026-05-04,Northeast,Commercial,4,4,18067.6703,377.372,16
2026-05-04,Northeast,Industrial,9,9,72763.0872,625.1687,35
2026-05-04,Northeast,Municipal,8,7,1089210.3904,524.8444,26
2026-05-04,Northeast,Residential,11,9,34303.2129,573.4571,52
2026-05-04,Northeast,Unknown,6,6,1701.5942,64.8284,22
2026-05-04,South,Commercial,10,8,530452.8531,415.7684,38
2026-05-04,South,Industrial,9,9,26507.4251,107.3602,28
2026-05-04,South,Municipal,5,5,15352.545,106.4168,26
2026-05-04,South,Residential,14,14,257053.3998,461.1864,63
2026-05-04,South,Unknown,8,8,637650.1068,360.9204,36
2026-05-04,West,Commercial,22,18,54113.2343,470.7103,78
2026-05-04,West,Industrial,9,9,33072.2681,478.2184,50
2026-05-04,West,Municipal,11,10,76106.8055,471.2504,31
2026-05-04,West,Residential,10,9,72909.1096,409.7275,39
2026-05-04,West,Unknown,10,8,23810.554,470.3537,31
2026-05-05,Midwest,Commercial,7,7,110888.7225,114.0921,26
2026-05-05,Midwest,Industrial,8,8,4762.7852,264.8602,25
2026-05-05,Midwest,Municipal,6,6,11012.9233,584.9707,32
2026-05-05,Midwest,Residential,7,6,9022.8027,617.8561,23
2026-05-05,Midwest,Unknown,6,6,220119.8545,170.9485,19
2026-05-05,Northeast,Commercial,4,4,17366.3895,420.3635,13
2026-05-05,Northeast,Industrial,9,9,70967.94,584.8217,41
2026-05-05,Northeast,Municipal,8,7,1051223.2218,505.1294,26
2026-05-05,Northeast,Residential,11,9,33578.9838,576.4133,46
2026-05-05,Northeast,Unknown,6,6,1647.4956,62.5107,19
2026-05-05,South,Commercial,10,8,509562.6819,459.9333,40
2026-05-05,South,Industrial,9,9,26332.9953,111.3944,32
2026-05-05,South,Municipal,5,5,14844.6715,119.579,17
2026-05-05,South,Residential,14,14,259980.554,488.6559,64
2026-05-05,South,Unknown,8,8,607357.7805,290.2595,34
2026-05-05,West,Commercial,22,18,54742.4047,530.4245,94
2026-05-05,West,Industrial,9,9,35945.6011,474.0336,48
2026-05-05,West,Municipal,11,10,75544.2764,416.7805,42
2026-05-05,West,Residential,10,9,71066.9025,422.9328,50
2026-05-05,West,Unknown,10,8,24467.1961,479.6976,46
2026-05-06,Midwest,Commercial,7,7,118137.4028,118.6086,27
2026-05-06,Midwest,Industrial,8,8,4947.9982,257.463,34
2026-05-06,Midwest,Municipal,6,6,11460.0589,574.6776,20
2026-05-06,Midwest,Residential,7,6,8739.2078,574.8809,25
2026-05-06,Midwest,Unknown,6,6,213893.186,163.5897,20
2026-05-06,Northeast,Commercial,4,4,18442.2164,460.8208,17
2026-05-06,Northeast,Industrial,9,9,75257.0029,758.5463,29
2026-05-06,Northeast,Municipal,8,7,1078686.3793,488.6019,31
2026-05-06,Northeast,Residential,11,9,32822.7861,691.4666,56
2026-05-06,Northeast,Unknown,6,6,1660.3831,60.8347,23
2026-05-06,South,Commercial,10,8,560836.6477,451.6616,42
2026-05-06,South,Industrial,9,9,28173.2719,92.2519,32
2026-05-06,South,Municipal,5,5,15209.0457,121.6131,19
2026-05-06,South,Residential,14,14,266206.0821,430.8998,55
2026-05-06,South,Unknown,8,8,623708.2982,329.8268,36
2026-05-06,West,Commercial,22,18,53424.3589,495.125,79
2026-05-06,West,Industrial,9,9,33386.704,421.0267,35
2026-05-06,West,Municipal,11,10,77038.1843,412.0173,44
2026-05-06,West,Residential,10,9,72477.0125,416.2147,39
2026-05-06,West,Unknown,10,8,24876.3133,550.7345,43
2026-05-07,Midwest,Commercial,7,7,113239.65699999999,122.1511,35
2026-05-07,Midwest,Industrial,8,8,4918.2804,256.9925,32
2026-05-07,Midwest,Municipal,6,6,11759.8747,568.9928,27
2026-05-07,Midwest,Residential,7,6,8935.5663,551.1703,28
2026-05-07,Midwest,Unknown,6,6,204292.7025,171.4214,21
2026-05-07,Northeast,Commercial,4,4,17985.6714,417.7048,19
2026-05-07,Northeast,Industrial,9,9,71060.6933,606.7318,34
2026-05-07,Northeast,Municipal,8,7,1022814.9182000001,577.848,30
2026-05-07,Northeast,Residential,11,9,33891.8355,564.4233,43
2026-05-07,Northeast,Unknown,6,6,1693.6815,56.1701,18
2026-05-07,South,Commercial,10,8,550169.7492,440.0919,39
2026-05-07,South,Industrial,9,9,27218.6705,79.5874,40
2026-05-07,South,Municipal,5,5,14659.5599,118.4762,19
2026-05-07,South,Residential,14,14,271228.7803,632.2553,54
2026-05-07,South,Unknown,8,8,639623.9565,408.1254,39
2026-05-07,West,Commercial,22,18,52633.5107,577.2629,95
2026-05-07,West,Industrial,9,9,33392.0188,388.8385,33
2026-05-07,West,Municipal,11,10,79848.13709999999,413.8785,46
2026-05-07,West,Residential,10,9,74042.5573,400.487,43
2026-05-07,West,Unknown,10,8,24801.3314,490.7928,36
2026-05-08,Midwest,Commercial,7,7,118455.9767,122.981,39
2026-05-08,Midwest,Industrial,8,8,4886.5091,252.2885,22
2026-05-08,Midwest,Municipal,6,6,11447.5654,479.2823,21
2026-05-08,Midwest,Residential,7,6,8962.2969,554.7116,17
2026-05-08,Midwest,Unknown,6,6,211946.8398,144.5657,26
2026-05-08,Northeast,Commercial,4,4,17702.3998,425.5506,20
2026-05-08,Northeast,Industrial,9,9,71799.992,654.21,45
2026-05-08,Northeast,Municipal,8,7,1055953.3114,558.4917,32
2026-05-08,Northeast,Residential,11,9,35332.001299999996,554.8783,38
2026-05-08,Northeast,Unknown,6,6,1631.3915,68.4255,18
2026-05-08,South,Commercial,10,8,527732.4369,428.6056,50
2026-05-08,South,Industrial,9,9,28222.3982,98.0083,41
2026-05-08,South,Municipal,5,5,15194.1667,137.473,23
2026-05-08,South,Residential,14,14,267668.924,457.5761,58
2026-05-08,South,Unknown,8,8,624352.0898,317.2085,39
2026-05-08,West,Commercial,22,18,54612.4865,567.6522,78
2026-05-08,West,Industrial,9,9,33929.6457,373.5631,44
2026-05-08,West,Municipal,11,10,80286.0969,494.2448,44
2026-05-08,West,Residential,10,9,73441.5647,449.7698,35
2026-05-08,West,Unknown,10,8,22802.6137,551.4773,45
2026-05-09,Midwest,Commercial,7,7,97691.7213,85.3558,35
2026-05-09,Midwest,Industrial,8,8,3744.976,183.1064,37
2026-05-09,Midwest,Municipal,6,6,9089.4622,446.498,22
2026-05-09,Midwest,Residential,7,6,6778.4274,458.5324,33
2026-05-09,Midwest,Unknown,6,6,183361.5838,140.6333,23
2026-05-09,Northeast,Commercial,4,4,15333.4622,396.6285,15
2026-05-09,Northeast,Industrial,9,9,56060.3403,521.7245,38
2026-05-09,Northeast,Municipal,8,7,888901.4074,437.4193,28
2026-05-09,Northeast,Residential,11,9,25497.7332,453.4421,41
2026-05-09,Northeast,Unknown,6,6,1371.2288,48.3816,24
2026-05-09,South,Commercial,10,8,401722.453,312.5737,42
2026-05-09,South,Industrial,9,9,21465.4241,74.786,34
2026-05-09,South,Municipal,5,5,11569.2242,79.1492,20
2026-05-09,South,Residential,14,14,217648.07570000002,358.7973,48
2026-05-09,South,Unknown,8,8,509412.3653,322.0622,38
2026-05-09,West,Commercial,22,18,41760.1178,565.6859,90
2026-05-09,West,Industrial,9,9,26013.087,319.3611,40
2026-05-09,West,Municipal,11,10,60376.3724,356.4268,43
2026-05-09,West,Residential,10,9,58430.8324,345.1897,30
2026-05-09,West,Unknown,10,8,19347.431,413.5714,34
2026-05-10,Midwest,Commercial,7,7,97038.8925,95.8377,24
2026-05-10,Midwest,Industrial,8,8,3851.2669,207.436,34
2026-05-10,Midwest,Municipal,6,6,8826.245,467.061,23
2026-05-10,Midwest,Residential,7,6,7313.2899,543.5862,27
2026-05-10,Midwest,Unknown,6,6,174835.6353,141.402,20
2026-05-10,Northeast,Commercial,4,4,13698.6309,364.073,17
2026-05-10,Northeast,Industrial,9,9,56611.8517,497.7388,34
2026-05-10,Northeast,Municipal,8,7,883493.1464,506.2023,31
2026-05-10,Northeast,Residential,11,9,27469.3704,565.017,42
2026-05-10,Northeast,Unknown,6,6,1387.7727,47.4369,21
2026-05-10,South,Commercial,10,8,424603.4809,364.6817,37
2026-05-10,South,Industrial,9,9,21074.886,79.3171,39
2026-05-10,South,Municipal,5,5,11744.1278,102.5015,16
2026-05-10,South,Residential,14,14,211010.9732,404.2334,65
2026-05-10,South,Unknown,8,8,449655.596,265.7498,34
2026-05-10,West,Commercial,22,18,42203.5842,500.4756,92
2026-05-10,West,Industrial,9,9,27398.3686,329.0555,32
2026-05-10,West,Municipal,11,10,63597.4963,373.8908,46
2026-05-10,West,Residential,10,9,59460.7163,307.9927,38
2026-05-10,West,Unknown,10,8,18762.0993,448.7314,44
2026-05-11,Midwest,Commercial,7,7,120440.3178,94.4627,21
2026-05-11,Midwest,Industrial,8,8,4799.4336,266.7732,25
2026-05-11,Midwest,Municipal,6,6,10877.5229,549.0166,23
2026-05-11,Midwest,Residential,7,6,8927.4883,503.5849,32
2026-05-11,Midwest,Unknown,6,6,218742.4077,159.8349,32
2026-05-11,Northeast,Commercial,4,4,17380.1494,378.4041,18
2026-05-11,Northeast,Industrial,9,9,74913.7665,611.7353,31
2026-05-11,Northeast,Municipal,8,7,1017548.5156,453.0421,35
2026-05-11,Northeast,Residential,11,9,34968.1946,589.669,52
2026-05-11,Northeast,Unknown,6,6,1665.2597,59.1059,22
2026-05-11,South,Commercial,10,8,578363.0186000001,495.1574,33
2026-05-11,South,Industrial,9,9,28031.505400000002,92.3124,38
2026-05-11,South,Municipal,5,5,14510.0952,113.1804,17
2026-05-11,South,Residential,14,14,272632.7598,473.5076,46
2026-05-11,South,Unknown,8,8,607330.6095,312.0966,34
2026-05-11,West,Commercial,22,18,53450.9907,668.2547,79
2026-05-11,West,Industrial,9,9,32931.1642,333.4215,39
2026-05-11,West,Municipal,11,10,80422.5507,456.1126,50
2026-05-11,West,Residential,10,9,66678.7607,397.9572,36
2026-05-11,West,Unknown,10,8,23890.8209,463.2098,31
2026-05-12,Midwest,Commercial,7,7,109302.8163,116.3761,33
2026-05-12,Midwest,Industrial,8,8,4926.6107,251.4387,39
2026-05-12,Midwest,Municipal,6,6,11453.9717,517.953,25
2026-05-12,Midwest,Residential,7,6,9346.1867,624.4069,32
2026-05-12,Midwest,Unknown,6,6,221831.2234,152.197,21
2026-05-12,Northeast,Commercial,4,4,17623.5431,396.4481,15
2026-05-12,Northeast,Industrial,9,9,75056.9977,743.3387,41
2026-05-12,Northeast,Municipal,8,7,1052989.4466,512.142,37
2026-05-12,Northeast,Residential,11,9,34050.6286,636.7364,45
2026-05-12,Northeast,Unknown,6,6,1691.4671,55.9799,28
2026-05-12,South,Commercial,10,8,556615.1351000001,423.3141,34
2026-05-12,South,Industrial,9,9,26877.6384,97.9177,46
2026-05-12,South,Municipal,5,5,15220.0404,132.7024,16
2026-05-12,South,Residential,14,14,270642.7534,478.0372,58
2026-05-12,South,Unknown,8,8,605630.494,340.2506,36
2026-05-12,West,Commercial,22,18,52875.7623,665.8642,101
2026-05-12,West,Industrial,9,9,34045.0351,407.1179,43
2026-05-12,West,Municipal,11,10,78156.5558,461.3792,51
2026-05-12,West,Residential,10,9,73846.8419,388.7918,40
2026-05-12,West,Unknown,10,8,23074.7053,601.0188,44
2026-05-13,Midwest,Commercial,7,7,114333.1636,115.5708,24
2026-05-13,Midwest,Industrial,8,8,4933.7738,257.8313,42
2026-05-13,Midwest,Municipal,6,6,10922.2577,611.3584,25
2026-05-13,Midwest,Residential,7,6,9449.9237,580.7269,28
2026-05-13,Midwest,Unknown,6,6,210896.4207,153.5986,32
2026-05-13,Northeast,Commercial,4,4,18385.8291,416.5965,12
2026-05-13,Northeast,Industrial,9,9,71078.1351,602.2468,37
2026-05-13,Northeast,Municipal,8,7,1042504.6912,495.6664,33
2026-05-13,Northeast,Residential,11,9,34636.884,578.7013,36
2026-05-13,Northeast,Unknown,6,6,1665.635,64.8966,24
2026-05-13,South,Commercial,10,8,538909.712,411.9901,39
2026-05-13,South,Industrial,9,9,26561.3144,89.4054,49
2026-05-13,South,Municipal,5,5,13773.3802,100.615,23
2026-05-13,South,Residential,14,14,269104.5474,568.2418,49
2026-05-13,South,Unknown,8,8,587264.5443,303.3824,36
2026-05-13,West,Commercial,22,18,53851.1403,552.9499,91
2026-05-13,West,Industrial,9,9,33965.1091,385.2696,26
2026-05-13,West,Municipal,11,10,79141.0354,624.4788,52
2026-05-13,West,Residential,10,9,73316.995,372.6234,38
2026-05-13,West,Unknown,10,8,24049.8224,513.1901,34
2026-05-14,Midwest,Commercial,7,7,124243.312,113.4575,33
2026-05-14,Midwest,Industrial,8,8,4764.1386999999995,239.6687,23
