reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date
MR0000034371,MTR0000024,2026-04-30 02:00:00,58.7038,48.604,238.28,0.9519,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-30
MR0000034377,MTR0000024,2026-04-30 08:00:00,68.3395,92.9871,235.54,0.9412,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-30
MR0000034383,MTR0000024,2026-04-30 14:00:00,92.42,121.4464,242.04,0.9651,MISSING,ami_headend,AMI_20260601_A,2026-04-30
MR0000034392,MTR0000024,2026-04-30 23:00:00,8.9153,9.385,239.2,0.9403,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-30
MR0000034394,MTR0000024,2026-05-01 01:00:00,45.6732,60.742,240.24,0.9092,MISSING,ami_headend,AMI_20260601_A,2026-05-01
MR0000034397,MTR0000024,2026-05-01 04:00:00,26.5405,30.1876,237.98,0.9416,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-01
MR0000034400,MTR0000024,2026-05-01 07:00:00,33.4109,37.6171,239.04,0.9377,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-01
MR0000034401,MTR0000024,2026-05-01 08:00:00,95.8738,93.4863,240.71,0.9437,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-01
MR0000034402,MTR0000024,2026-05-01 09:00:00,67.7304,87.8585,239.34,0.9722,MISSING,ami_headend,AMI_20260601_B,2026-05-01
MR0000034406,MTR0000024,2026-05-01 13:00:00,101.4351,122.4637,240.21,0.9418,MISSING,ami_headend,AMI_20260602_A,2026-05-01
MR0000034408,MTR0000024,2026-05-01 15:00:00,80.3809,89.9838,239.48,0.9489,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-01
MR0000034411,MTR0000024,2026-05-01 18:00:00,76.4316,89.0499,245.66,0.907,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-01
MR0000034414,MTR0000024,2026-05-01 21:00:00,41.2408,48.1812,244.72,0.9333,MISSING,ami_headend,AMI_20260601_A,2026-05-01
MR0000034418,MTR0000024,2026-05-02 01:00:00,26.3496,35.4505,245.1,0.9506,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-02
MR0000034419,MTR0000024,2026-05-02 02:00:00,19.5458,27.1851,235.73,0.9186,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-02
MR0000034420,MTR0000024,2026-05-02 03:00:00,26.6087,28.9332,240.9,0.9466,MISSING,ami_headend,AMI_20260601_B,2026-05-02
MR0000034426,MTR0000024,2026-05-02 09:00:00,56.9564,52.3799,239.75,0.9589,MISSING,ami_headend,AMI_20260601_B,2026-05-02
MR0000034428,MTR0000024,2026-05-02 11:00:00,75.5557,103.5542,235.32,0.9302,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-02
MR0000034431,MTR0000024,2026-05-02 14:00:00,73.01,76.9863,236.12,0.9988,MISSING,ami_headend,AMI_20260602_A,2026-05-02
MR0000034434,MTR0000024,2026-05-02 17:00:00,55.846,56.9164,235.84,0.9697,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-02
MR0000034439,MTR0000024,2026-05-02 22:00:00,40.3835,55.7531,234.05,0.9134,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-02
MR0000034440,MTR0000024,2026-05-02 23:00:00,36.8498,48.478,238.52,0.919,MISSING,ami_headend,AMI_20260601_B,2026-05-02
MR0000034443,MTR0000024,2026-05-03 02:00:00,23.5242,29.7623,234.91,0.9391,MISSING,ami_headend,AMI_20260601_B,2026-05-03
MR0000034447,MTR0000024,2026-05-03 06:00:00,20.5636,28.6844,242.02,0.9131,MISSING,ami_headend,AMI_20260602_A,2026-05-03
MR0000034448,MTR0000024,2026-05-03 07:00:00,30.8247,26.0418,243.55,0.9453,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-03
MR0000034449,MTR0000024,2026-05-03 08:00:00,67.9796,65.6829,235.23,0.883,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000034452,MTR0000024,2026-05-03 11:00:00,65.0741,53.3895,249.0,0.928,MISSING,ami_headend,AMI_20260601_A,2026-05-03
MR0000034454,MTR0000024,2026-05-03 13:00:00,75.6857,68.8099,240.95,0.9251,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-03
MR0000034456,MTR0000024,2026-05-03 15:00:00,47.9657,49.1625,244.38,1.0,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-03
MR0000034459,MTR0000024,2026-05-03 18:00:00,84.9572,89.9587,236.08,0.9281,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000034460,MTR0000024,2026-05-03 19:00:00,54.2151,45.7474,235.49,0.9777,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-03
MR0000034461,MTR0000024,2026-05-03 20:00:00,89.4,82.9444,237.21,0.9336,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000034462,MTR0000024,2026-05-03 21:00:00,37.1564,42.9651,244.92,0.9754,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-03
MR0000034463,MTR0000024,2026-05-03 22:00:00,46.0461,56.5827,242.87,0.9869,MISSING,ami_headend,AMI_20260602_A,2026-05-03
MR0000034464,MTR0000024,2026-05-03 23:00:00,13.4873,18.3541,250.58,0.9411,MISSING,ami_headend,AMI_20260602_A,2026-05-03
MR0000034466,MTR0000024,2026-05-04 01:00:00,30.0069,24.3826,239.69,0.9322,MISSING,ami_headend,AMI_20260601_A,2026-05-04
MR0000034470,MTR0000024,2026-05-04 05:00:00,26.2826,31.0471,237.82,0.9421,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000034471,MTR0000024,2026-05-04 06:00:00,30.0255,33.8204,239.88,0.9377,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-04
MR0000034473,MTR0000024,2026-05-04 08:00:00,85.5108,94.0237,236.78,0.9736,MISSING,ami_headend,AMI_20260602_A,2026-05-04
MR0000034475,MTR0000024,2026-05-04 10:00:00,68.6353,59.0808,239.0,0.9716,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000034476,MTR0000024,2026-05-04 11:00:00,87.0318,76.3315,236.72,0.93,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000034477,MTR0000024,2026-05-04 12:00:00,68.1716,67.5186,242.29,0.9595,MISSING,ami_headend,AMI_20260602_A,2026-05-04
MR0000034482,MTR0000024,2026-05-04 17:00:00,85.8199,117.4794,240.95,0.9295,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000034485,MTR0000024,2026-05-04 20:00:00,102.5177,120.8441,232.82,0.951,MISSING,ami_headend,AMI_20260601_A,2026-05-04
MR0000034487,MTR0000024,2026-05-04 22:00:00,12.6973,17.2262,238.08,0.9262,MISSING,ami_headend,AMI_20260601_B,2026-05-04
MR0000034488,MTR0000024,2026-05-04 23:00:00,45.134,41.6537,245.49,0.9299,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000034490,MTR0000024,2026-05-05 01:00:00,23.682,28.3307,238.82,0.9915,MISSING,ami_headend,AMI_20260601_A,2026-05-05
MR0000034491,MTR0000024,2026-05-05 02:00:00,26.9307,37.4074,241.97,0.922,MISSING,ami_headend,AMI_20260601_A,2026-05-05
MR0000034494,MTR0000024,2026-05-05 05:00:00,23.3927,21.0057,245.08,0.9046,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-05
MR0000034495,MTR0000024,2026-05-05 06:00:00,48.2141,54.2933,237.18,0.9605,MISSING,ami_headend,AMI_20260602_A,2026-05-05
MR0000034496,MTR0000024,2026-05-05 07:00:00,29.829,27.5103,243.32,0.9341,MISSING,ami_headend,AMI_20260602_A,2026-05-05
MR0000034498,MTR0000024,2026-05-05 09:00:00,112.1747,91.0384,240.75,0.905,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-05
MR0000034503,MTR0000024,2026-05-05 14:00:00,78.2839,79.9403,238.06,0.8776,MISSING,ami_headend,AMI_20260601_A,2026-05-05
MR0000034504,MTR0000024,2026-05-05 15:00:00,80.576,80.3838,240.15,0.9689,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-05
MR0000034506,MTR0000024,2026-05-05 17:00:00,74.8342,94.5494,240.33,0.9048,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-05
MR0000034513,MTR0000024,2026-05-06 00:00:00,32.4709,31.6561,236.56,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000034514,MTR0000024,2026-05-06 01:00:00,39.2636,44.9788,239.59,0.9515,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-06
MR0000034515,MTR0000024,2026-05-06 02:00:00,47.3066,46.8095,239.62,0.9417,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-06
MR0000034516,MTR0000024,2026-05-06 03:00:00,36.5571,38.9812,239.09,0.9065,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000034518,MTR0000024,2026-05-06 05:00:00,47.5962,58.8029,240.18,0.9916,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000034521,MTR0000024,2026-05-06 08:00:00,98.1208,113.4043,241.81,1.0,MISSING,ami_headend,AMI_20260602_A,2026-05-06
MR0000034528,MTR0000024,2026-05-06 15:00:00,103.377,91.3053,241.76,0.9393,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000034529,MTR0000024,2026-05-06 16:00:00,78.6774,71.0291,239.81,0.9372,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000034531,MTR0000024,2026-05-06 18:00:00,79.8226,111.3911,230.03,0.9089,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000034533,MTR0000024,2026-05-06 20:00:00,93.8255,115.6233,243.82,0.9705,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000034541,MTR0000024,2026-05-07 04:00:00,37.8566,43.9824,244.1,0.8906,MISSING,ami_headend,AMI_20260601_A,2026-05-07
MR0000034542,MTR0000024,2026-05-07 05:00:00,3.2244,3.7141,237.0,0.9421,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-07
MR0000034546,MTR0000024,2026-05-07 09:00:00,98.1063,103.7978,235.06,0.977,MISSING,ami_headend,AMI_20260601_B,2026-05-07
MR0000034549,MTR0000024,2026-05-07 12:00:00,84.2136,78.4176,246.5,0.9369,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-07
MR0000034552,MTR0000024,2026-05-07 15:00:00,75.4828,88.2524,238.02,0.9587,MISSING,ami_headend,AMI_20260602_A,2026-05-07
MR0000034560,MTR0000024,2026-05-07 23:00:00,29.0937,38.4719,244.03,0.9342,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-07
MR0000034563,MTR0000024,2026-05-08 02:00:00,26.1886,33.229,244.98,0.9933,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000034564,MTR0000024,2026-05-08 03:00:00,40.0908,50.3129,243.44,0.9324,MISSING,ami_headend,AMI_20260601_B,2026-05-08
MR0000034569,MTR0000024,2026-05-08 08:00:00,94.4867,84.3763,235.69,0.9504,MISSING,ami_headend,AMI_20260602_A,2026-05-08
MR0000034571,MTR0000024,2026-05-08 10:00:00,96.8079,101.1286,238.92,0.9639,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000034576,MTR0000024,2026-05-08 15:00:00,78.0098,74.31,250.19,0.9365,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000034581,MTR0000024,2026-05-08 20:00:00,72.2618,73.9969,242.44,0.9089,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000034582,MTR0000024,2026-05-08 21:00:00,38.8564,46.6538,236.17,0.8947,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-08
MR0000034584,MTR0000024,2026-05-08 23:00:00,17.4094,17.6609,237.53,0.9839,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000034585,MTR0000024,2026-05-09 00:00:00,39.4454,36.14,240.22,0.9188,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-09
MR0000034586,MTR0000024,2026-05-09 01:00:00,31.4166,42.952,241.79,0.9804,MISSING,ami_headend,AMI_20260601_A,2026-05-09
MR0000034589,MTR0000024,2026-05-09 04:00:00,35.311,43.1926,245.57,0.9606,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-09
MR0000034594,MTR0000024,2026-05-09 09:00:00,55.1706,75.5104,239.51,0.9819,MISSING,ami_headend,AMI_20260602_A,2026-05-09
MR0000034595,MTR0000024,2026-05-09 10:00:00,67.8697,74.3412,236.99,0.9481,MISSING,ami_headend,AMI_20260601_A,2026-05-09
MR0000034604,MTR0000024,2026-05-09 19:00:00,60.9568,54.7608,239.79,0.9507,MISSING,ami_headend,AMI_20260601_B,2026-05-09
MR0000034605,MTR0000024,2026-05-09 20:00:00,57.1823,61.407,236.95,0.8881,MISSING,ami_headend,AMI_20260601_B,2026-05-09
MR0000034606,MTR0000024,2026-05-09 21:00:00,29.2023,29.4645,231.97,0.9172,MISSING,ami_headend,AMI_20260601_A,2026-05-09
MR0000034610,MTR0000024,2026-05-10 01:00:00,45.6232,47.657,239.57,0.9208,MISSING,ami_headend,AMI_20260601_B,2026-05-10
MR0000034617,MTR0000024,2026-05-10 08:00:00,75.3094,97.5576,244.21,0.9185,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10
MR0000034621,MTR0000024,2026-05-10 12:00:00,54.2398,56.2953,233.98,0.8832,MISSING,ami_headend,AMI_20260601_B,2026-05-10
MR0000034622,MTR0000024,2026-05-10 13:00:00,81.8092,97.8762,241.7,0.9281,MISSING,ami_headend,AMI_20260601_A,2026-05-10
MR0000034629,MTR0000024,2026-05-10 20:00:00,77.4198,98.3498,250.96,0.917,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-10
MR0000034633,MTR0000024,2026-05-11 00:00:00,25.0053,20.3326,237.26,0.9314,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11
MR0000034637,MTR0000024,2026-05-11 04:00:00,55.3611,55.8878,245.73,0.9176,MISSING,ami_headend,AMI_20260601_B,2026-05-11
MR0000034638,MTR0000024,2026-05-11 05:00:00,52.1027,70.4502,237.48,0.9432,MISSING,ami_headend,AMI_20260601_A,2026-05-11
MR0000034641,MTR0000024,2026-05-11 08:00:00,86.1378,99.0933,235.1,0.9059,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11
MR0000034648,MTR0000024,2026-05-11 15:00:00,82.4169,113.4989,245.13,0.9065,MISSING,ami_headend,AMI_20260601_B,2026-05-11
MR0000034654,MTR0000024,2026-05-11 21:00:00,49.5874,42.2932,234.31,0.9635,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-11
MR0000034660,MTR0000024,2026-05-12 03:00:00,31.3316,34.3184,241.42,0.9598,MISSING,ami_headend,AMI_20260601_A,2026-05-12
MR0000034662,MTR0000024,2026-05-12 05:00:00,27.1366,31.0985,239.38,0.9381,MISSING,ami_headend,AMI_20260602_A,2026-05-12
MR0000034663,MTR0000024,2026-05-12 06:00:00,35.6736,45.642,238.06,0.9189,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-12
MR0000034664,MTR0000024,2026-05-12 07:00:00,30.1342,33.8845,239.14,0.9952,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-12
MR0000034666,MTR0000024,2026-05-12 09:00:00,98.0896,113.6141,240.88,0.9499,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-12
MR0000034673,MTR0000024,2026-05-12 16:00:00,98.4547,84.3446,233.67,0.9464,MISSING,ami_headend,AMI_20260601_A,2026-05-12
MR0000034681,MTR0000024,2026-05-13 00:00:00,43.5364,55.9091,242.21,0.9311,MISSING,ami_headend,AMI_20260601_B,2026-05-13
MR0000034685,MTR0000024,2026-05-13 04:00:00,40.761,56.2002,231.83,0.9365,MISSING,ami_headend,AMI_20260601_B,2026-05-13
MR0000034686,MTR0000024,2026-05-13 05:00:00,61.0647,80.7286,237.18,0.9558,MISSING,ami_headend,AMI_20260601_A,2026-05-13
MR0000034697,MTR0000024,2026-05-13 16:00:00,99.484,138.2255,238.31,0.888,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000034700,MTR0000024,2026-05-13 19:00:00,103.7128,93.6463,246.19,0.9629,MISSING,ami_headend,AMI_20260601_A,2026-05-13
MR0000034701,MTR0000024,2026-05-13 20:00:00,97.297,134.5891,237.42,0.912,MISSING,ami_headend,AMI_20260601_B,2026-05-13
MR0000034704,MTR0000024,2026-05-13 23:00:00,20.7576,24.9997,236.39,0.9727,MISSING,ami_headend,AMI_20260601_B,2026-05-13
MR0000034705,MTR0000024,2026-05-14 00:00:00,33.7354,46.9307,236.48,0.953,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-14
MR0000034709,MTR0000024,2026-05-14 04:00:00,42.5664,52.1271,240.5,0.9234,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000034712,MTR0000024,2026-05-14 07:00:00,14.0489,19.0872,236.42,0.9039,MISSING,ami_headend,AMI_20260602_A,2026-05-14
MR0000034717,MTR0000024,2026-05-14 12:00:00,93.6118,93.8464,241.86,0.9286,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000034718,MTR0000024,2026-05-14 13:00:00,94.072,77.7809,238.29,0.9445,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000034728,MTR0000024,2026-05-14 23:00:00,42.1047,57.7398,242.4,0.9996,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000034731,MTR0000024,2026-05-15 02:00:00,47.1158,53.8901,237.32,0.8996,MISSING,ami_headend,AMI_20260601_B,2026-05-15
MR0000034738,MTR0000024,2026-05-15 09:00:00,91.826,116.1329,242.36,0.9481,MISSING,ami_headend,AMI_20260602_A,2026-05-15
MR0000034741,MTR0000024,2026-05-15 12:00:00,73.5451,59.4004,236.31,0.8993,MISSING,ami_headend,AMI_20260601_A,2026-05-15
MR0000034745,MTR0000024,2026-05-15 16:00:00,83.5935,71.7792,235.27,0.9056,MISSING,ami_headend,AMI_20260601_A,2026-05-15
MR0000034746,MTR0000024,2026-05-15 17:00:00,76.7864,67.5372,242.9,0.9266,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-15
MR0000034749,MTR0000024,2026-05-15 20:00:00,73.7662,70.5644,240.22,0.9569,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-15
MR0000034751,MTR0000024,2026-05-15 22:00:00,30.3368,35.8504,231.85,0.9131,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-15
MR0000034752,MTR0000024,2026-05-15 23:00:00,30.6856,30.059,236.56,0.9865,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-15
MR0000034754,MTR0000024,2026-05-16 01:00:00,35.2995,44.6507,240.27,0.9529,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-16
MR0000034755,MTR0000024,2026-05-16 02:00:00,40.7187,37.9704,234.66,1.0,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-16
MR0000034756,MTR0000024,2026-05-16 03:00:00,43.6948,52.8838,244.04,0.8842,MISSING,ami_headend,AMI_20260601_A,2026-05-16
MR0000034757,MTR0000024,2026-05-16 04:00:00,42.1479,54.975,242.79,0.9471,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-16
MR0000034758,MTR0000024,2026-05-16 05:00:00,35.2395,44.2769,240.7,0.9765,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-16
MR0000034759,MTR0000024,2026-05-16 06:00:00,44.7589,62.385,247.16,0.9358,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16
MR0000034763,MTR0000024,2026-05-16 10:00:00,72.3977,97.6655,242.22,0.8924,MISSING,ami_headend,AMI_20260601_B,2026-05-16
MR0000034764,MTR0000024,2026-05-16 11:00:00,71.6264,83.1447,237.91,0.8971,MISSING,ami_headend,AMI_20260601_B,2026-05-16
MR0000034766,MTR0000024,2026-05-16 13:00:00,31.1979,37.2016,244.62,0.9386,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16
MR0000034769,MTR0000024,2026-05-16 16:00:00,69.2833,71.9683,235.49,0.9224,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16
MR0000034771,MTR0000024,2026-05-16 18:00:00,81.0344,80.8477,236.73,0.9223,MISSING,ami_headend,AMI_20260602_A,2026-05-16
MR0000034776,MTR0000024,2026-05-16 23:00:00,39.9839,52.35,242.26,0.9641,MISSING,ami_headend,AMI_20260601_A,2026-05-16
MR0000034782,MTR0000024,2026-05-17 05:00:00,15.0144,17.0453,235.51,0.931,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000034788,MTR0000024,2026-05-17 11:00:00,59.0125,59.2888,233.26,0.9754,MISSING,ami_headend,AMI_20260601_A,2026-05-17
MR0000034790,MTR0000024,2026-05-17 13:00:00,75.693,95.6506,230.29,0.9531,MISSING,ami_headend,AMI_20260602_A,2026-05-17
MR0000034791,MTR0000024,2026-05-17 14:00:00,67.2847,68.7279,242.65,0.908,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000034793,MTR0000024,2026-05-17 16:00:00,69.5695,79.2744,239.53,0.9255,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-17
MR0000034795,MTR0000024,2026-05-17 18:00:00,88.9073,113.6278,233.59,0.9266,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000034801,MTR0000024,2026-05-18 00:00:00,35.985,46.0827,245.72,0.9813,MISSING,ami_headend,AMI_20260601_B,2026-05-18
MR0000034806,MTR0000024,2026-05-18 05:00:00,42.3124,55.729,238.56,0.9116,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-18
MR0000034809,MTR0000024,2026-05-18 08:00:00,89.028,75.8524,236.65,0.8979,MISSING,ami_headend,AMI_20260601_A,2026-05-18
MR0000034811,MTR0000024,2026-05-18 10:00:00,87.1976,77.2858,240.84,0.9482,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-18
MR0000034812,MTR0000024,2026-05-18 11:00:00,109.8337,150.3859,238.73,0.8852,MISSING,ami_headend,AMI_20260601_A,2026-05-18
MR0000034814,MTR0000024,2026-05-18 13:00:00,85.5488,115.2855,237.93,0.9117,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-18
MR0000034816,MTR0000024,2026-05-18 15:00:00,98.083,97.5154,242.69,0.9446,MISSING,ami_headend,AMI_20260601_B,2026-05-18
MR0000034822,MTR0000024,2026-05-18 21:00:00,19.5954,23.2404,245.36,0.9747,MISSING,ami_headend,AMI_20260602_A,2026-05-18
MR0000034823,MTR0000024,2026-05-18 22:00:00,34.5005,28.9575,228.5,0.933,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-18
MR0000034824,MTR0000024,2026-05-18 23:00:00,44.1959,56.0779,238.35,0.9146,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-18
MR0000034827,MTR0000024,2026-05-19 02:00:00,32.3328,36.3705,247.99,0.953,MISSING,ami_headend,AMI_20260602_A,2026-05-19
MR0000034828,MTR0000024,2026-05-19 03:00:00,26.3092,24.585,245.43,0.9223,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000034829,MTR0000024,2026-05-19 04:00:00,22.3054,18.7957,240.33,0.9839,MISSING,ami_headend,AMI_20260602_A,2026-05-19
MR0000034830,MTR0000024,2026-05-19 05:00:00,43.0586,59.2787,237.88,0.939,MISSING,ami_headend,AMI_20260602_A,2026-05-19
MR0000034831,MTR0000024,2026-05-19 06:00:00,30.2377,24.4046,236.01,0.9857,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-19
MR0000034832,MTR0000024,2026-05-19 07:00:00,13.8709,14.0871,243.44,0.9357,MISSING,ami_headend,AMI_20260601_A,2026-05-19
MR0000034833,MTR0000024,2026-05-19 08:00:00,86.3293,111.6986,237.56,0.9328,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000034837,MTR0000024,2026-05-19 12:00:00,81.2105,87.3569,239.8,0.9427,MISSING,ami_headend,AMI_20260601_A,2026-05-19
MR0000034838,MTR0000024,2026-05-19 13:00:00,71.6698,68.8622,234.77,0.8875,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-19
MR0000034840,MTR0000024,2026-05-19 15:00:00,87.4276,100.8681,237.64,0.9406,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000034841,MTR0000024,2026-05-19 16:00:00,82.9134,95.9699,232.61,0.9707,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000034848,MTR0000024,2026-05-19 23:00:00,28.2568,29.9311,240.9,0.9489,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-19
MR0000034849,MTR0000024,2026-05-20 00:00:00,35.0812,33.233,237.42,0.9317,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-20
MR0000034852,MTR0000024,2026-05-20 03:00:00,40.1264,54.0706,244.56,0.9122,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000034855,MTR0000024,2026-05-20 06:00:00,32.44,40.289,250.88,0.9491,MISSING,ami_headend,AMI_20260601_B,2026-05-20
MR0000034856,MTR0000024,2026-05-20 07:00:00,35.2998,37.6356,243.14,0.888,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000034858,MTR0000024,2026-05-20 09:00:00,97.3891,126.7816,240.37,0.965,MISSING,ami_headend,AMI_20260601_B,2026-05-20
MR0000034863,MTR0000024,2026-05-20 14:00:00,83.6543,81.0736,240.4,0.9363,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-20
MR0000034864,MTR0000024,2026-05-20 15:00:00,104.0654,125.5378,238.43,0.9176,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-20
MR0000034865,MTR0000024,2026-05-20 16:00:00,85.5057,75.7185,241.5,0.944,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-20
MR0000034866,MTR0000024,2026-05-20 17:00:00,63.8917,53.5363,232.41,0.9334,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000034868,MTR0000024,2026-05-20 19:00:00,77.1994,95.1832,239.3,0.9317,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-20
MR0000034873,MTR0000024,2026-05-21 00:00:00,26.1925,35.8608,239.52,0.8939,MISSING,ami_headend,AMI_20260601_B,2026-05-21
MR0000034875,MTR0000024,2026-05-21 02:00:00,42.1451,47.2245,243.27,0.9078,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-21
MR0000034878,MTR0000024,2026-05-21 05:00:00,50.4594,69.6778,243.6,0.9675,MISSING,ami_headend,AMI_20260601_A,2026-05-21
MR0000034879,MTR0000024,2026-05-21 06:00:00,27.9697,33.8138,234.22,0.9359,MISSING,ami_headend,AMI_20260601_B,2026-05-21
MR0000034886,MTR0000024,2026-05-21 13:00:00,82.9309,79.5546,233.54,0.9348,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-21
MR0000034887,MTR0000024,2026-05-21 14:00:00,83.6665,99.331,245.46,0.9456,MISSING,ami_headend,AMI_20260601_B,2026-05-21
MR0000034897,MTR0000024,2026-05-22 00:00:00,41.6582,44.9217,236.64,0.9224,MISSING,ami_headend,AMI_20260601_B,2026-05-22
MR0000034899,MTR0000024,2026-05-22 02:00:00,38.129,45.1829,239.33,0.9608,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-22
MR0000034900,MTR0000024,2026-05-22 03:00:00,25.7113,21.5409,237.72,0.9443,MISSING,ami_headend,AMI_20260601_A,2026-05-22
MR0000034902,MTR0000024,2026-05-22 05:00:00,27.868,25.1308,237.47,0.9047,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-22
