cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date,site_id,technology,max_capacity_mbps,high_utilization_flag,high_drop_rate_flag,poor_availability_flag
CELL000043,2026-05-20 03:00:00,72,216.22,65.447,0.0,98.3636,0.0,2026-05-20,SITE00009,5G NR,1016.64,False,False,True
CELL000044,2026-05-06 16:00:00,278,500.976,47.326,0.8498,93.7419,0.0,2026-05-06,SITE00009,4G LTE,891.21,False,False,True
CELL000044,2026-05-11 05:00:00,205,181.68,76.005,2.2414,95.8266,0.0,2026-05-11,SITE00009,4G LTE,891.21,False,False,True
CELL000044,2026-05-17 21:00:00,89,451.755,67.21,0.0,98.1217,0.0,2026-05-17,SITE00009,4G LTE,891.21,False,False,True
CELL000044,2026-05-26 07:00:00,171,468.783,51.21,1.5172,91.8206,98.9673,2026-05-26,SITE00009,4G LTE,891.21,False,False,True
CELL000045,2026-05-04 09:00:00,103,284.727,57.868,1.9099,93.6021,0.0,2026-05-04,SITE00010,5G NR,1776.44,False,False,True
CELL000045,2026-05-05 03:00:00,234,463.153,59.071,0.4292,100.0,98.9614,2026-05-05,SITE00010,5G NR,1776.44,False,False,True
CELL000045,2026-05-06 13:00:00,153,353.476,82.935,1.1164,97.74,0.0,2026-05-06,SITE00010,5G NR,1776.44,False,False,True
CELL000045,2026-05-17 05:00:00,54,324.254,100.0,1.8833,97.1589,0.0,2026-05-17,SITE00010,5G NR,1776.44,True,False,True
CELL000046,2026-05-03 17:00:00,27,134.92,100.0,1.1221,95.8818,0.0,2026-05-03,SITE00010,5G NR,1085.51,True,False,True
CELL000046,2026-05-08 19:00:00,162,435.041,100.0,2.5504,97.0506,98.959,2026-05-08,SITE00010,5G NR,1085.51,True,False,True
CELL000046,2026-05-10 23:00:00,167,432.065,78.15,0.9171,98.0865,98.998,2026-05-10,SITE00010,5G NR,1085.51,False,False,True
CELL000046,2026-05-12 13:00:00,201,603.376,72.254,0.5617,97.379,0.0,2026-05-12,SITE00010,5G NR,1085.51,False,False,True
CELL000046,2026-05-16 21:00:00,351,424.725,12.766,2.0675,96.389,98.8933,2026-05-16,SITE00010,5G NR,1085.51,False,False,True
CELL000046,2026-05-24 12:00:00,210,208.794,72.736,0.9964,99.5567,0.0,2026-05-24,SITE00010,5G NR,1085.51,False,False,True
CELL000046,2026-05-28 18:00:00,169,420.21,100.0,2.1743,94.1769,0.0,2026-05-28,SITE00010,5G NR,1085.51,True,False,True
CELL000047,2026-05-10 08:00:00,100,399.129,74.798,0.0494,94.1847,98.9638,2026-05-10,SITE00010,4G LTE,1249.57,False,False,True
CELL000047,2026-05-11 16:00:00,268,617.369,91.057,0.0,96.6868,0.0,2026-05-11,SITE00010,4G LTE,1249.57,True,False,True
CELL000047,2026-05-12 13:00:00,14,394.444,70.674,1.5629,96.131,98.9734,2026-05-12,SITE00010,4G LTE,1249.57,False,False,True
CELL000047,2026-05-14 09:00:00,161,550.037,61.975,0.0292,97.0551,0.0,2026-05-14,SITE00010,4G LTE,1249.57,False,False,True
CELL000047,2026-05-16 05:00:00,29,315.894,91.366,2.5799,96.8471,98.8792,2026-05-16,SITE00010,4G LTE,1249.57,True,False,True
CELL000047,2026-05-24 01:00:00,202,480.799,48.184,0.2142,96.2059,98.9284,2026-05-24,SITE00010,4G LTE,1249.57,False,False,True
CELL000047,2026-05-25 12:00:00,220,400.77,63.373,0.6933,95.8623,98.9123,2026-05-25,SITE00010,4G LTE,1249.57,False,False,True
CELL000048,2026-05-09 16:00:00,176,317.65,44.647,0.0,100.0,0.0,2026-05-09,SITE00010,5G NR,1970.32,False,False,True
CELL000048,2026-05-10 22:00:00,0,417.335,62.397,1.9318,92.4849,0.0,2026-05-10,SITE00010,5G NR,1970.32,False,False,True
CELL000048,2026-05-10 23:00:00,277,384.695,81.406,2.1777,99.9699,0.0,2026-05-10,SITE00010,5G NR,1970.32,False,False,True
CELL000048,2026-05-18 12:00:00,220,293.148,92.461,2.3,95.1774,0.0,2026-05-18,SITE00010,5G NR,1970.32,True,False,True
CELL000048,2026-05-26 16:00:00,288,503.771,36.296,0.0,96.8856,98.9545,2026-05-26,SITE00010,5G NR,1970.32,False,False,True
CELL000048,2026-05-28 22:00:00,12,511.483,75.806,1.063,100.0,98.9963,2026-05-28,SITE00010,5G NR,1970.32,False,False,True
CELL000049,2026-05-07 11:00:00,197,517.154,35.167,1.5212,100.0,0.0,2026-05-07,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-09 09:00:00,182,366.384,49.034,0.6395,99.6916,98.9579,2026-05-09,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-11 19:00:00,13,353.643,50.964,1.0258,97.4933,0.0,2026-05-11,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-17 00:00:00,152,298.051,61.838,0.0,95.6958,0.0,2026-05-17,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-18 13:00:00,294,251.37,74.302,0.351,99.9263,0.0,2026-05-18,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-23 17:00:00,276,645.297,66.359,0.917,98.489,0.0,2026-05-23,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-29 02:00:00,231,543.295,37.279,0.0949,98.6867,0.0,2026-05-29,SITE00011,4G LTE,1568.7,False,False,True
CELL000049,2026-05-30 03:00:00,120,477.517,83.494,0.0,98.8731,0.0,2026-05-30,SITE00011,4G LTE,1568.7,False,False,True
CELL000050,2026-05-18 16:00:00,141,433.837,80.486,1.0507,95.2471,0.0,2026-05-18,SITE00011,4G LTE,456.65,False,False,True
CELL000050,2026-05-20 08:00:00,209,547.986,51.878,3.0988,98.621,0.0,2026-05-20,SITE00011,4G LTE,456.65,False,True,True
CELL000050,2026-05-31 07:00:00,80,360.807,45.569,0.7118,95.585,98.9812,2026-05-31,SITE00011,4G LTE,456.65,False,False,True
CELL000051,2026-05-05 04:00:00,119,490.929,9.73,0.9138,98.5417,0.0,2026-05-05,SITE00011,5G NR,1510.41,False,False,True
CELL000051,2026-05-13 04:00:00,140,311.368,38.789,2.1101,96.457,0.0,2026-05-13,SITE00011,5G NR,1510.41,False,False,True
CELL000051,2026-05-18 03:00:00,192,190.211,93.873,1.4391,100.0,0.0,2026-05-18,SITE00011,5G NR,1510.41,True,False,True
CELL000051,2026-05-23 05:00:00,270,300.832,39.497,0.947,97.2607,0.0,2026-05-23,SITE00011,5G NR,1510.41,False,False,True
CELL000052,2026-05-14 19:00:00,171,453.619,67.341,1.3934,94.2013,0.0,2026-05-14,SITE00011,5G NR,1132.28,False,False,True
CELL000052,2026-05-22 02:00:00,248,328.404,34.11,2.2026,98.893,98.9593,2026-05-22,SITE00011,5G NR,1132.28,False,False,True
CELL000052,2026-05-22 06:00:00,55,576.738,90.82,1.2551,95.0996,98.8835,2026-05-22,SITE00011,5G NR,1132.28,True,False,True
CELL000053,2026-05-14 21:00:00,143,271.214,4.418,3.1811,94.9106,0.0,2026-05-14,SITE00012,5G NR,1425.2,False,True,True
CELL000053,2026-05-26 20:00:00,137,439.833,70.544,0.0,96.4881,0.0,2026-05-26,SITE00012,5G NR,1425.2,False,False,True
CELL000054,2026-05-05 12:00:00,81,598.337,60.622,1.3219,98.1047,98.9442,2026-05-05,SITE00012,5G NR,2357.43,False,False,True
CELL000054,2026-05-06 14:00:00,97,384.702,95.046,0.0,94.2007,0.0,2026-05-06,SITE00012,5G NR,2357.43,True,False,True
CELL000054,2026-05-20 02:00:00,290,621.938,80.49,1.8387,94.7081,0.0,2026-05-20,SITE00012,5G NR,2357.43,False,False,True
CELL000054,2026-05-28 02:00:00,164,130.902,66.318,0.9656,93.564,98.9737,2026-05-28,SITE00012,5G NR,2357.43,False,False,True
CELL000054,2026-05-28 08:00:00,130,551.496,97.52,1.5565,96.7735,0.0,2026-05-28,SITE00012,5G NR,2357.43,True,False,True
CELL000055,2026-05-11 03:00:00,181,414.25,74.654,0.7137,96.0858,98.9413,2026-05-11,SITE00012,5G NR,800.06,False,False,True
CELL000055,2026-05-14 01:00:00,153,258.892,25.808,0.2536,99.0976,0.0,2026-05-14,SITE00012,5G NR,800.06,False,False,True
CELL000055,2026-05-14 04:00:00,106,276.887,39.619,1.2493,96.7334,0.0,2026-05-14,SITE00012,5G NR,800.06,False,False,True
CELL000055,2026-05-17 07:00:00,262,311.171,49.361,0.4454,92.0387,98.9804,2026-05-17,SITE00012,5G NR,800.06,False,False,True
CELL000056,2026-05-05 05:00:00,188,278.417,43.861,0.5692,98.4184,0.0,2026-05-05,SITE00012,5G NR,1474.08,False,False,True
CELL000056,2026-05-11 22:00:00,98,292.902,55.773,2.145,100.0,0.0,2026-05-11,SITE00012,5G NR,1474.08,False,False,True
CELL000057,2026-05-02 17:00:00,77,325.558,41.708,0.9901,97.2872,0.0,2026-05-02,SITE00012,5G NR,2187.53,False,False,True
CELL000057,2026-05-12 22:00:00,75,80.689,69.404,0.0,97.4216,98.9514,2026-05-12,SITE00012,5G NR,2187.53,False,False,True
CELL000057,2026-05-17 18:00:00,157,499.581,30.19,1.795,97.6965,0.0,2026-05-17,SITE00012,5G NR,2187.53,False,False,True
CELL000057,2026-05-22 16:00:00,73,567.349,66.422,2.1948,94.4148,98.9354,2026-05-22,SITE00012,5G NR,2187.53,False,False,True
CELL000057,2026-05-29 18:00:00,188,554.09,65.413,0.0,95.1089,0.0,2026-05-29,SITE00012,5G NR,2187.53,False,False,True
CELL000058,2026-05-11 16:00:00,190,509.909,72.105,1.3378,97.1142,0.0,2026-05-11,SITE00013,5G NR,324.95,False,False,True
CELL000058,2026-05-18 14:00:00,119,422.373,23.335,0.8967,98.7954,0.0,2026-05-18,SITE00013,5G NR,324.95,False,False,True
CELL000058,2026-05-26 17:00:00,138,348.336,50.646,2.6792,95.3377,0.0,2026-05-26,SITE00013,5G NR,324.95,False,False,True
CELL000059,2026-05-01 16:00:00,136,589.948,86.049,1.4615,96.8278,0.0,2026-05-01,SITE00013,4G LTE,1369.64,True,False,True
CELL000059,2026-05-04 18:00:00,290,522.957,64.822,3.3247,97.0067,0.0,2026-05-04,SITE00013,4G LTE,1369.64,False,True,True
CELL000059,2026-05-20 03:00:00,120,665.232,74.638,2.4856,93.6297,98.9414,2026-05-20,SITE00013,4G LTE,1369.64,False,False,True
CELL000059,2026-05-23 13:00:00,142,439.048,72.146,0.3223,100.0,0.0,2026-05-23,SITE00013,4G LTE,1369.64,False,False,True
CELL000059,2026-05-28 10:00:00,213,522.304,50.826,2.292,93.1608,98.9885,2026-05-28,SITE00013,4G LTE,1369.64,False,False,True
CELL000060,2026-05-11 15:00:00,222,192.813,46.154,1.3371,98.6273,0.0,2026-05-11,SITE00013,4G LTE,1691.22,False,False,True
CELL000060,2026-05-16 08:00:00,201,637.818,60.883,0.9808,94.6605,98.9201,2026-05-16,SITE00013,4G LTE,1691.22,False,False,True
CELL000060,2026-05-19 23:00:00,154,523.459,45.189,2.4231,92.7791,0.0,2026-05-19,SITE00013,4G LTE,1691.22,False,False,True
CELL000060,2026-05-27 15:00:00,251,512.307,18.312,2.3848,95.418,0.0,2026-05-27,SITE00013,4G LTE,1691.22,False,False,True
CELL000061,2026-05-02 23:00:00,68,478.677,96.558,0.808,97.554,0.0,2026-05-02,SITE00014,5G NR,2222.29,True,False,True
CELL000061,2026-05-09 11:00:00,109,407.151,86.302,0.159,95.062,0.0,2026-05-09,SITE00014,5G NR,2222.29,True,False,True
CELL000061,2026-05-10 14:00:00,128,502.329,45.356,1.6027,94.2017,0.0,2026-05-10,SITE00014,5G NR,2222.29,False,False,True
CELL000061,2026-05-25 20:00:00,249,277.792,53.466,0.3208,93.5622,0.0,2026-05-25,SITE00014,5G NR,2222.29,False,False,True
CELL000061,2026-05-28 12:00:00,92,552.257,65.579,0.4132,95.207,0.0,2026-05-28,SITE00014,5G NR,2222.29,False,False,True
CELL000061,2026-05-31 04:00:00,345,258.375,59.79,2.1687,97.8145,0.0,2026-05-31,SITE00014,5G NR,2222.29,False,False,True
CELL000062,2026-05-01 10:00:00,118,564.448,34.92,0.4634,98.206,0.0,2026-05-01,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-02 14:00:00,238,190.144,64.972,0.0,94.7815,0.0,2026-05-02,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-03 12:00:00,177,314.57,76.415,1.3469,95.0278,0.0,2026-05-03,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-04 21:00:00,287,148.028,35.502,1.9609,94.8574,0.0,2026-05-04,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-05 19:00:00,226,536.576,0.0,1.1862,91.874,0.0,2026-05-05,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-09 16:00:00,203,493.944,75.754,1.1859,97.9857,0.0,2026-05-09,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-12 05:00:00,262,400.574,51.084,0.0,96.39,0.0,2026-05-12,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-15 00:00:00,231,340.676,40.499,1.3094,100.0,98.9141,2026-05-15,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-17 21:00:00,168,473.192,35.827,0.7833,95.9897,98.9229,2026-05-17,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-19 04:00:00,116,243.95,42.771,2.2473,93.0188,0.0,2026-05-19,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-20 14:00:00,229,497.775,14.912,0.9181,86.6064,98.9657,2026-05-20,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-25 01:00:00,257,458.734,70.557,1.4047,95.4221,0.0,2026-05-25,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-25 05:00:00,115,705.024,47.384,0.8211,100.0,98.8509,2026-05-25,SITE00014,5G NR,542.06,False,False,True
CELL000062,2026-05-29 06:00:00,229,475.847,45.44,0.2852,97.8861,0.0,2026-05-29,SITE00014,5G NR,542.06,False,False,True
CELL000063,2026-05-01 06:00:00,119,427.837,52.938,2.3392,96.2687,0.0,2026-05-01,SITE00014,5G NR,1624.85,False,False,True
CELL000063,2026-05-09 08:00:00,130,199.97,48.983,1.8243,95.2677,98.9875,2026-05-09,SITE00014,5G NR,1624.85,False,False,True
CELL000063,2026-05-20 13:00:00,244,461.714,95.858,0.766,92.128,98.997,2026-05-20,SITE00014,5G NR,1624.85,True,False,True
CELL000063,2026-05-24 09:00:00,222,246.769,97.193,1.6252,97.0269,98.9849,2026-05-24,SITE00014,5G NR,1624.85,True,False,True
CELL000063,2026-05-25 14:00:00,149,419.721,77.293,0.6412,93.9378,98.938,2026-05-25,SITE00014,5G NR,1624.85,False,False,True
CELL000063,2026-05-26 19:00:00,135,481.742,44.611,1.8884,94.2375,98.9826,2026-05-26,SITE00014,5G NR,1624.85,False,False,True
CELL000064,2026-05-05 12:00:00,218,194.946,63.491,1.2259,96.8792,0.0,2026-05-05,SITE00014,4G LTE,369.31,False,False,True
CELL000064,2026-05-12 17:00:00,88,291.708,50.485,1.7857,97.2915,98.9373,2026-05-12,SITE00014,4G LTE,369.31,False,False,True
CELL000064,2026-05-23 19:00:00,118,390.122,81.345,3.6482,96.6231,98.9919,2026-05-23,SITE00014,4G LTE,369.31,False,True,True
CELL000064,2026-05-29 01:00:00,157,652.809,42.495,2.0609,94.2094,98.8588,2026-05-29,SITE00014,4G LTE,369.31,False,False,True
CELL000065,2026-05-01 05:00:00,156,246.644,22.749,1.1606,95.1843,0.0,2026-05-01,SITE00015,4G LTE,1037.49,False,False,True
CELL000065,2026-05-14 06:00:00,242,571.557,46.153,0.86,100.0,0.0,2026-05-14,SITE00015,4G LTE,1037.49,False,False,True
CELL000065,2026-05-27 00:00:00,154,201.569,61.574,0.4959,97.8713,98.9582,2026-05-27,SITE00015,4G LTE,1037.49,False,False,True
CELL000066,2026-05-01 14:00:00,178,347.275,42.026,0.4656,98.1904,98.9894,2026-05-01,SITE00015,5G NR,498.89,False,False,True
CELL000066,2026-05-07 05:00:00,312,610.707,22.246,0.136,96.9356,98.993,2026-05-07,SITE00015,5G NR,498.89,False,False,True
CELL000066,2026-05-29 17:00:00,191,450.18,71.218,3.143,95.5496,0.0,2026-05-29,SITE00015,5G NR,498.89,False,True,True
CELL000067,2026-05-07 00:00:00,142,204.574,74.103,2.9888,99.4317,0.0,2026-05-07,SITE00015,5G NR,547.39,False,False,True
CELL000067,2026-05-08 11:00:00,183,667.36,78.324,1.2617,97.246,0.0,2026-05-08,SITE00015,5G NR,547.39,False,False,True
CELL000067,2026-05-20 01:00:00,375,511.286,81.337,0.0,96.6955,0.0,2026-05-20,SITE00015,5G NR,547.39,False,False,True
CELL000067,2026-05-20 05:00:00,240,602.287,43.653,1.4323,93.8773,0.0,2026-05-20,SITE00015,5G NR,547.39,False,False,True
CELL000067,2026-05-21 16:00:00,193,604.849,87.306,1.9229,98.1025,0.0,2026-05-21,SITE00015,5G NR,547.39,True,False,True
CELL000067,2026-05-25 06:00:00,146,198.128,50.318,0.0,96.9675,0.0,2026-05-25,SITE00015,5G NR,547.39,False,False,True
CELL000068,2026-05-10 17:00:00,159,521.401,72.334,2.0073,98.3002,0.0,2026-05-10,SITE00015,4G LTE,1627.42,False,False,True
CELL000068,2026-05-11 07:00:00,54,557.4,49.55,2.6849,100.0,0.0,2026-05-11,SITE00015,4G LTE,1627.42,False,False,True
CELL000068,2026-05-17 17:00:00,278,265.686,78.669,2.5671,94.4404,98.8218,2026-05-17,SITE00015,4G LTE,1627.42,False,False,True
CELL000069,2026-05-04 01:00:00,0,603.071,39.813,3.0067,96.4924,0.0,2026-05-04,SITE00016,5G NR,1449.76,False,True,True
CELL000069,2026-05-08 22:00:00,37,228.43,51.207,0.3461,98.4564,0.0,2026-05-08,SITE00016,5G NR,1449.76,False,False,True
CELL000069,2026-05-13 12:00:00,82,473.074,80.716,2.3357,91.702,98.9695,2026-05-13,SITE00016,5G NR,1449.76,False,False,True
CELL000069,2026-05-13 14:00:00,145,421.853,39.053,1.7648,91.4943,0.0,2026-05-13,SITE00016,5G NR,1449.76,False,False,True
CELL000069,2026-05-14 19:00:00,107,267.982,40.893,1.1724,92.6346,98.9407,2026-05-14,SITE00016,5G NR,1449.76,False,False,True
CELL000069,2026-05-20 10:00:00,250,368.291,42.553,2.2196,93.7961,0.0,2026-05-20,SITE00016,5G NR,1449.76,False,False,True
CELL000070,2026-05-13 16:00:00,245,491.085,99.129,0.0,96.9673,98.9683,2026-05-13,SITE00016,5G NR,1811.56,True,False,True
CELL000070,2026-05-14 10:00:00,217,535.147,71.04,0.7941,93.6677,98.745,2026-05-14,SITE00016,5G NR,1811.56,False,False,True
CELL000071,2026-05-01 16:00:00,162,230.708,75.533,1.6421,100.0,98.9946,2026-05-01,SITE00016,4G LTE,1341.8,False,False,True
CELL000071,2026-05-10 13:00:00,156,525.109,74.961,1.2926,100.0,0.0,2026-05-10,SITE00016,4G LTE,1341.8,False,False,True
CELL000071,2026-05-11 17:00:00,175,118.896,14.461,1.6562,94.8491,0.0,2026-05-11,SITE00016,4G LTE,1341.8,False,False,True
CELL000071,2026-05-12 11:00:00,70,802.626,96.212,0.8137,93.9925,0.0,2026-05-12,SITE00016,4G LTE,1341.8,True,False,True
CELL000071,2026-05-24 00:00:00,198,493.296,47.414,0.5473,94.9492,0.0,2026-05-24,SITE00016,4G LTE,1341.8,False,False,True
CELL000071,2026-05-26 12:00:00,208,136.929,49.9,0.2813,97.3101,0.0,2026-05-26,SITE00016,4G LTE,1341.8,False,False,True
CELL000071,2026-05-30 09:00:00,69,340.453,68.541,2.032,98.2411,98.9984,2026-05-30,SITE00016,4G LTE,1341.8,False,False,True
CELL000072,2026-05-01 14:00:00,248,520.16,62.38,0.1367,93.6632,0.0,2026-05-01,SITE00017,5G NR,598.1,False,False,True
CELL000072,2026-05-02 10:00:00,186,445.596,44.024,0.0,92.9058,0.0,2026-05-02,SITE00017,5G NR,598.1,False,False,True
CELL000072,2026-05-07 15:00:00,269,759.083,36.337,1.1786,94.7426,98.8269,2026-05-07,SITE00017,5G NR,598.1,False,False,True
CELL000072,2026-05-10 09:00:00,208,490.922,88.752,1.5698,94.9561,0.0,2026-05-10,SITE00017,5G NR,598.1,True,False,True
CELL000072,2026-05-23 04:00:00,323,501.547,48.019,1.8915,91.8665,0.0,2026-05-23,SITE00017,5G NR,598.1,False,False,True
CELL000072,2026-05-27 01:00:00,280,498.608,55.316,0.0,94.9482,0.0,2026-05-27,SITE00017,5G NR,598.1,False,False,True
CELL000073,2026-05-11 07:00:00,207,370.907,38.25,1.0079,93.8496,0.0,2026-05-11,SITE00017,4G LTE,366.56,False,False,True
CELL000073,2026-05-26 07:00:00,269,437.616,60.733,1.1818,96.3098,98.9984,2026-05-26,SITE00017,4G LTE,366.56,False,False,True
CELL000074,2026-05-14 03:00:00,195,632.942,60.245,1.1718,93.9518,0.0,2026-05-14,SITE00017,5G NR,1648.67,False,False,True
CELL000074,2026-05-19 15:00:00,105,341.792,57.92,0.487,94.5884,98.9159,2026-05-19,SITE00017,5G NR,1648.67,False,False,True
CELL000074,2026-05-24 12:00:00,142,386.975,82.291,1.3227,95.0496,0.0,2026-05-24,SITE00017,5G NR,1648.67,False,False,True
CELL000075,2026-05-16 08:00:00,202,460.009,53.775,1.6275,96.935,98.9349,2026-05-16,SITE00017,5G NR,730.95,False,False,True
CELL000075,2026-05-16 10:00:00,290,352.765,67.449,0.6813,93.7183,98.8522,2026-05-16,SITE00017,5G NR,730.95,False,False,True
CELL000075,2026-05-24 00:00:00,154,451.904,96.685,0.0,96.652,98.892,2026-05-24,SITE00017,5G NR,730.95,True,False,True
CELL000075,2026-05-29 16:00:00,148,793.909,69.477,2.0136,93.7507,0.0,2026-05-29,SITE00017,5G NR,730.95,False,False,True
CELL000075,2026-05-31 00:00:00,213,808.834,77.646,2.3121,94.5189,0.0,2026-05-31,SITE00017,5G NR,730.95,False,False,True
CELL000076,2026-05-01 09:00:00,117,0.0,66.089,2.7357,92.9765,98.9954,2026-05-01,SITE00017,4G LTE,308.42,False,False,True
CELL000076,2026-05-15 18:00:00,133,257.836,87.564,0.3611,92.9489,0.0,2026-05-15,SITE00017,4G LTE,308.42,True,False,True
CELL000076,2026-05-16 15:00:00,197,529.519,29.899,0.2486,94.7395,0.0,2026-05-16,SITE00017,4G LTE,308.42,False,False,True
CELL000076,2026-05-18 23:00:00,161,492.508,77.984,0.0,93.5765,0.0,2026-05-18,SITE00017,4G LTE,308.42,False,False,True
CELL000076,2026-05-22 17:00:00,173,334.037,59.723,0.4138,94.959,0.0,2026-05-22,SITE00017,4G LTE,308.42,False,False,True
CELL000076,2026-05-26 09:00:00,305,777.801,37.437,1.7738,100.0,0.0,2026-05-26,SITE00017,4G LTE,308.42,False,False,True
CELL000076,2026-05-29 03:00:00,157,250.112,66.014,2.0092,96.0705,98.9061,2026-05-29,SITE00017,4G LTE,308.42,False,False,True
CELL000077,2026-05-07 05:00:00,0,311.63,68.884,0.6569,94.1991,98.9967,2026-05-07,SITE00018,4G LTE,730.27,False,False,True
CELL000077,2026-05-12 12:00:00,128,651.023,65.558,1.2611,100.0,0.0,2026-05-12,SITE00018,4G LTE,730.27,False,False,True
CELL000077,2026-05-14 20:00:00,257,482.351,38.501,1.0127,95.3625,0.0,2026-05-14,SITE00018,4G LTE,730.27,False,False,True
CELL000077,2026-05-22 08:00:00,17,638.692,26.405,0.6534,99.2475,98.9612,2026-05-22,SITE00018,4G LTE,730.27,False,False,True
CELL000077,2026-05-23 15:00:00,158,469.46,51.514,0.8927,95.2605,0.0,2026-05-23,SITE00018,4G LTE,730.27,False,False,True
CELL000077,2026-05-28 13:00:00,35,359.187,27.247,0.6671,96.4645,0.0,2026-05-28,SITE00018,4G LTE,730.27,False,False,True
CELL000078,2026-05-11 20:00:00,128,314.7,80.013,1.087,97.4193,0.0,2026-05-11,SITE00018,5G NR,1214.5,False,False,True
CELL000078,2026-05-17 12:00:00,245,195.533,28.076,1.9658,93.6143,98.9626,2026-05-17,SITE00018,5G NR,1214.5,False,False,True
CELL000078,2026-05-18 01:00:00,123,474.717,59.48,0.2754,98.1495,0.0,2026-05-18,SITE00018,5G NR,1214.5,False,False,True
CELL000078,2026-05-18 11:00:00,221,502.272,40.078,1.6534,98.3068,0.0,2026-05-18,SITE00018,5G NR,1214.5,False,False,True
CELL000078,2026-05-21 05:00:00,114,132.385,68.055,1.0921,94.5305,0.0,2026-05-21,SITE00018,5G NR,1214.5,False,False,True
CELL000079,2026-05-01 00:00:00,57,372.886,77.786,0.0,97.9971,0.0,2026-05-01,SITE00018,5G NR,963.69,False,False,True
CELL000079,2026-05-11 13:00:00,84,504.826,60.815,1.234,99.7807,0.0,2026-05-11,SITE00018,5G NR,963.69,False,False,True
CELL000079,2026-05-16 06:00:00,178,297.447,83.588,1.2216,96.2815,98.7873,2026-05-16,SITE00018,5G NR,963.69,False,False,True
CELL000079,2026-05-20 01:00:00,251,714.503,48.466,0.2685,94.3353,0.0,2026-05-20,SITE00018,5G NR,963.69,False,False,True
CELL000079,2026-05-21 19:00:00,93,594.135,62.973,0.4525,99.8129,0.0,2026-05-21,SITE00018,5G NR,963.69,False,False,True
CELL000080,2026-05-04 00:00:00,282,446.953,40.114,0.8272,93.84,98.9581,2026-05-04,SITE00018,5G NR,849.08,False,False,True
CELL000080,2026-05-07 09:00:00,226,308.941,46.78,1.8787,94.1801,0.0,2026-05-07,SITE00018,5G NR,849.08,False,False,True
CELL000080,2026-05-25 16:00:00,227,6.868,54.906,1.6286,95.0581,0.0,2026-05-25,SITE00018,5G NR,849.08,False,False,True
CELL000081,2026-05-15 19:00:00,217,139.174,15.243,1.6678,97.1254,0.0,2026-05-15,SITE00018,4G LTE,2079.18,False,False,True
CELL000082,2026-05-14 14:00:00,268,532.511,95.074,0.7724,95.3969,98.9926,2026-05-14,SITE00019,5G NR,2208.9,True,False,True
CELL000082,2026-05-16 05:00:00,144,192.862,100.0,1.9363,91.2981,98.9813,2026-05-16,SITE00019,5G NR,2208.9,True,False,True
CELL000082,2026-05-18 20:00:00,207,192.353,63.555,0.6136,98.2395,0.0,2026-05-18,SITE00019,5G NR,2208.9,False,False,True
CELL000082,2026-05-29 06:00:00,84,593.994,28.461,0.471,92.39,0.0,2026-05-29,SITE00019,5G NR,2208.9,False,False,True
CELL000083,2026-05-01 22:00:00,221,451.578,57.745,0.4977,90.2309,98.9505,2026-05-01,SITE00019,4G LTE,1582.21,False,False,True
CELL000083,2026-05-14 08:00:00,252,474.575,15.672,0.0667,100.0,0.0,2026-05-14,SITE00019,4G LTE,1582.21,False,False,True
CELL000083,2026-05-21 00:00:00,209,380.522,51.974,0.7666,92.6148,98.9203,2026-05-21,SITE00019,4G LTE,1582.21,False,False,True
CELL000083,2026-05-29 19:00:00,151,601.4,66.079,0.4574,95.0293,0.0,2026-05-29,SITE00019,4G LTE,1582.21,False,False,True
CELL000083,2026-05-30 16:00:00,240,369.539,78.349,0.4566,92.7972,0.0,2026-05-30,SITE00019,4G LTE,1582.21,False,False,True
CELL000083,2026-05-30 18:00:00,238,651.796,52.64,0.0,96.1511,98.9418,2026-05-30,SITE00019,4G LTE,1582.21,False,False,True
CELL000084,2026-05-06 00:00:00,140,292.805,34.094,2.5198,92.2763,98.9038,2026-05-06,SITE00019,5G NR,2277.2,False,False,True
CELL000084,2026-05-11 22:00:00,144,658.976,72.534,0.0,93.7319,0.0,2026-05-11,SITE00019,5G NR,2277.2,False,False,True
CELL000084,2026-05-14 08:00:00,56,456.013,76.139,3.5033,96.6975,0.0,2026-05-14,SITE00019,5G NR,2277.2,False,True,True
