session_id,subscriber_id,cell_id,session_start_ts,session_end_ts,data_mb,avg_downlink_mbps,avg_uplink_mbps,latency_ms,packet_loss_pct,roaming_flag,source_system,session_date,customer_id,plan_id,device_id,home_region,site_id,technology,data_gb,poor_qoe_flag,month
DATA0000004349,SUB00002918,CELL000217,2026-04-03 06:23:20,2026-04-03 08:11:20,284.683,6.883,35.27,18.593,2.1002,False,pgw,2026-04-03,CUST00001848,PLN015,DEV0000365,West,SITE00051,4G LTE,0.2780107421875,True,2026-04
DATA0000004379,SUB00002892,CELL000037,2026-05-05 22:53:47,2026-05-06 01:49:47,34.793,93.903,33.221,62.418,2.3375,False,pgw,2026-05-05,CUST00000906,PLN012,DEV0000708,West,SITE00008,4G LTE,0.0339775390625,True,2026-05
DATA0000004398,SUB00001885,CELL000022,2026-05-26 13:58:07,2026-05-26 16:46:07,594.31,133.836,21.63,60.436,2.4362,False,pgw,2026-05-26,CUST00003994,PLN005,DEV0002142,West,SITE00005,4G LTE,0.580380859375,True,2026-05
DATA0000004407,SUB00001901,CELL000018,2026-05-29 00:49:23,2026-05-29 00:55:23,49.063,98.658,27.365,32.451,2.2412,False,pgw,2026-05-29,CUST00001946,PLN012,DEV0000462,Southeast,SITE00004,5G NR,0.0479130859375,True,2026-05
DATA0000004409,SUB00003026,CELL000252,2026-04-13 14:54:30,2026-04-13 16:58:30,222.845,141.797,28.624,48.795,2.0551,False,pgw,2026-04-13,CUST00000800,PLN010,DEV0000762,Northeast,SITE00059,4G LTE,0.2176220703125,True,2026-04
DATA0000004414,SUB00001060,CELL000255,2026-05-01 19:02:10,2026-05-01 20:45:10,2254.721,215.614,28.817,54.714,2.4988,True,pgw,2026-05-01,CUST00002641,PLN017,DEV0000637,Southwest,SITE00060,5G NR,2.2018759765625,True,2026-05
DATA0000004458,SUB00000943,CELL000034,2026-04-16 01:42:32,2026-04-16 03:48:32,195.454,80.848,20.369,26.373,2.7041,False,pgw,2026-04-16,CUST00002465,PLN011,DEV0000873,Northeast,SITE00007,4G LTE,0.190873046875,True,2026-04
DATA0000004459,SUB00000668,CELL000079,2026-04-24 16:50:41,2026-04-24 18:31:41,345.52,97.226,34.443,32.435,2.1798,False,pgw,2026-04-24,CUST00001341,PLN007,DEV0000840,Northeast,SITE00018,5G NR,0.337421875,True,2026-04
DATA0000004464,SUB00003269,CELL000014,2026-04-11 06:12:08,2026-04-11 09:02:08,446.881,100.23,24.844,16.518,2.0098,True,pgw,2026-04-11,CUST00001375,PLN015,DEV0001552,Southwest,SITE00003,4G LTE,0.4364072265625,True,2026-04
DATA0000004488,SUB00000995,CELL000253,2026-04-01 00:03:28,2026-04-01 01:00:28,1819.671,86.718,23.059,43.787,2.4269,False,pgw,2026-04-01,CUST00004429,PLN016,DEV0002007,Southeast,SITE00060,5G NR,1.7770224609375,True,2026-04
DATA0000004494,SUB00004036,CELL000081,2026-04-28 17:51:49,2026-04-28 20:47:49,1083.022,146.632,28.864,3.954,2.2337,False,pgw,2026-04-28,CUST00003920,PLN016,DEV0000050,Midwest,SITE00018,4G LTE,1.057638671875,True,2026-04
DATA0000004529,SUB00001233,CELL000131,2026-05-13 08:29:38,2026-05-13 11:15:38,951.859,132.965,20.98,18.249,2.3017,True,pgw,2026-05-13,CUST00002378,PLN012,DEV0000798,Midwest,SITE00031,5G NR,0.9295498046875,True,2026-05
DATA0000004543,SUB00002796,CELL000220,2026-04-25 22:04:59,2026-04-26 00:49:59,452.657,155.218,45.041,26.476,2.4338,False,pgw,2026-04-25,CUST00001514,PLN019,DEV0001359,Northeast,SITE00052,4G LTE,0.4420478515625,True,2026-04
DATA0000004638,SUB00000103,CELL000043,2026-05-03 12:54:10,2026-05-03 13:10:10,364.66,177.822,44.306,17.502,2.1521,True,pgw,2026-05-03,CUST00004022,PLN013,DEV0000386,Southeast,SITE00009,5G NR,0.35611328125,True,2026-05
DATA0000004645,SUB00003278,CELL000171,2026-05-29 15:06:44,2026-05-29 16:28:44,914.747,100.939,15.575,47.897,2.1078,False,pgw,2026-05-29,CUST00004425,PLN004,DEV0001743,West,SITE00040,5G NR,0.8933076171875,True,2026-05
DATA0000004654,SUB00003475,CELL000236,2026-04-21 22:30:35,2026-04-21 23:47:35,296.258,133.651,31.206,42.485,2.1218,False,pgw,2026-04-21,CUST00002610,PLN020,DEV0000128,Northeast,SITE00055,5G NR,0.289314453125,True,2026-04
DATA0000004670,SUB00002229,CELL000218,2026-05-22 17:53:01,2026-05-22 19:56:01,897.426,62.042,27.89,12.113,2.3202,False,pgw,2026-05-22,CUST00002039,PLN016,DEV0002396,Southeast,SITE00051,4G LTE,0.876392578125,True,2026-05
DATA0000004700,SUB00003933,CELL000235,2026-05-10 05:46:58,2026-05-10 07:32:58,254.228,92.517,0.1,42.382,2.3381,False,pgw,2026-05-10,CUST00002052,PLN013,DEV0001255,Northeast,SITE00055,4G LTE,0.24826953125,True,2026-05
DATA0000004709,SUB00004157,CELL000250,2026-04-30 08:01:40,2026-04-30 09:16:40,122.777,101.477,22.654,53.861,2.0357,True,pgw,2026-04-30,CUST00003983,PLN006,DEV0000667,Midwest,SITE00059,4G LTE,0.1198994140625,True,2026-04
DATA0000004739,SUB00002026,CELL000093,2026-05-22 04:44:20,2026-05-22 07:25:20,860.56,129.2,49.144,28.336,2.0619,True,pgw,2026-05-22,CUST00001229,PLN001,DEV0001536,Southeast,SITE00021,5G NR,0.840390625,True,2026-05
DATA0000004743,SUB00001445,CELL000053,2026-05-24 22:25:30,2026-05-24 23:03:30,239.751,192.03,39.976,24.54,2.0159,False,pgw,2026-05-24,CUST00001356,PLN004,DEV0001604,West,SITE00012,5G NR,0.2341318359375,True,2026-05
DATA0000004765,SUB00002977,CELL000124,2026-05-24 23:44:52,2026-05-25 01:39:52,49.985,250.436,22.807,28.501,2.1592,True,pgw,2026-05-24,CUST00003870,PLN009,DEV0000247,Midwest,SITE00029,4G LTE,0.0488134765625,True,2026-05
DATA0000004766,SUB00002108,CELL000219,2026-05-16 17:23:35,2026-05-16 18:58:35,505.77,139.382,33.19,21.678,2.1565,False,pgw,2026-05-16,CUST00001738,PLN010,DEV0001333,Southwest,SITE00052,5G NR,0.493916015625,True,2026-05
DATA0000004782,SUB00001226,CELL000233,2026-05-14 18:53:26,2026-05-14 21:40:26,34.021,45.575,33.378,44.143,2.4396,False,pgw,2026-05-14,CUST00003151,PLN001,DEV0001005,Southwest,SITE00054,4G LTE,0.0332236328125,True,2026-05
DATA0000004789,SUB00000594,CELL000251,2026-04-13 08:56:20,2026-04-13 11:05:20,749.925,73.95,34.831,53.593,2.4657,False,pgw,2026-04-13,CUST00000649,PLN015,DEV0000192,West,SITE00059,5G NR,0.7323486328125,True,2026-04
DATA0000004794,SUB00001267,CELL000125,2026-05-19 16:00:18,2026-05-19 18:43:18,319.938,249.504,48.958,14.555,2.0536,False,pgw,2026-05-19,CUST00004218,PLN013,DEV0002405,Northeast,SITE00030,5G NR,0.312439453125,True,2026-05
DATA0000004808,SUB00004529,CELL000087,2026-04-05 15:37:45,2026-04-05 18:13:45,894.552,103.218,24.538,27.143,2.5187,True,pgw,2026-04-05,CUST00000303,PLN002,DEV0001276,Northeast,SITE00020,4G LTE,0.8735859375,True,2026-04
DATA0000004848,SUB00003746,CELL000250,2026-05-24 12:43:48,2026-05-24 12:54:48,751.942,147.187,46.199,44.838,2.4072,False,pgw,2026-05-24,CUST00001202,PLN008,DEV0001009,Southwest,SITE00059,4G LTE,0.734318359375,True,2026-05
DATA0000004852,SUB00004819,CELL000255,2026-05-07 09:03:33,2026-05-07 09:52:33,459.762,127.14,31.107,50.177,2.5336,False,pgw,2026-05-07,CUST00002574,PLN003,DEV0000051,Midwest,SITE00060,5G NR,0.448986328125,True,2026-05
DATA0000004872,SUB00000567,CELL000241,2026-04-17 10:53:03,2026-04-17 12:06:03,286.791,156.969,27.019,4.408,2.1329,False,pgw,2026-04-17,CUST00003167,PLN018,DEV0000704,Southeast,SITE00056,5G NR,0.2800693359375,True,2026-04
DATA0000004911,SUB00002382,CELL000068,2026-05-27 11:04:26,2026-05-27 13:03:26,578.107,107.508,31.953,46.961,2.2147,False,pgw,2026-05-27,CUST00003498,PLN006,DEV0001994,Northeast,SITE00015,4G LTE,0.5645576171875,True,2026-05
DATA0000004922,SUB00002980,CELL000003,2026-04-03 13:28:41,2026-04-03 14:25:41,359.582,98.984,37.106,64.083,2.4099,False,pgw,2026-04-03,CUST00000081,PLN013,DEV0001206,Southwest,SITE00001,4G LTE,0.351154296875,True,2026-04
DATA0000004954,SUB00001342,CELL000159,2026-05-24 09:55:17,2026-05-24 10:44:17,371.392,90.968,18.212,71.351,2.304,False,pgw,2026-05-24,CUST00001751,PLN016,DEV0001566,Northeast,SITE00037,5G NR,0.3626875,True,2026-05
DATA0000005016,SUB00000809,CELL000146,2026-05-26 07:37:48,2026-05-26 07:59:48,1320.924,26.87,26.683,24.971,2.3728,False,pgw,2026-05-26,CUST00002744,PLN019,DEV0002395,Midwest,SITE00035,5G NR,1.28996484375,True,2026-05
DATA0000005028,SUB00002451,CELL000190,2026-04-24 04:29:01,2026-04-24 04:32:01,2637.89,173.253,36.428,45.373,2.4486,False,pgw,2026-04-24,CUST00001598,PLN016,DEV0002171,West,SITE00045,4G LTE,2.576064453125,True,2026-04
DATA0000005069,SUB00000461,CELL000182,2026-04-29 03:47:15,2026-04-29 05:03:15,657.001,95.352,23.123,46.295,2.4157,False,pgw,2026-04-29,CUST00000752,PLN009,DEV0002096,Southwest,SITE00043,4G LTE,0.6416025390625,True,2026-04
DATA0000005072,SUB00004055,CELL000035,2026-05-26 22:45:59,2026-05-27 00:04:59,813.321,101.818,21.04,22.278,2.357,True,pgw,2026-05-26,CUST00000215,PLN018,DEV0001783,Northeast,SITE00007,5G NR,0.7942587890625,True,2026-05
DATA0000005088,SUB00004706,CELL000028,2026-04-18 07:07:15,2026-04-18 07:10:15,1260.847,96.917,25.525,81.465,0.6393,False,pgw,2026-04-18,CUST00001095,PLN003,DEV0002355,West,SITE00006,5G NR,1.2312958984375,True,2026-04
DATA0000005091,SUB00001650,CELL000073,2026-04-16 14:42:12,2026-04-16 15:29:12,1541.934,130.843,32.89,47.035,2.0033,True,pgw,2026-04-16,CUST00000155,PLN017,DEV0001064,Southwest,SITE00017,4G LTE,1.505794921875,True,2026-04
DATA0000005093,SUB00003892,CELL000090,2026-05-06 09:11:00,2026-05-06 10:14:00,875.36,76.916,31.001,38.63,2.4742,False,pgw,2026-05-06,CUST00002887,PLN001,DEV0001690,Southwest,SITE00020,4G LTE,0.85484375,True,2026-05
DATA0000005110,SUB00001195,CELL000103,2026-05-25 13:17:14,2026-05-25 14:03:14,66.608,41.121,36.497,22.898,2.1344,False,pgw,2026-05-25,CUST00002716,PLN001,DEV0002116,West,SITE00023,4G LTE,0.065046875,True,2026-05
DATA0000005127,SUB00001950,CELL000132,2026-04-21 19:26:45,2026-04-21 19:51:45,1076.261,124.688,36.247,18.852,2.5708,False,pgw,2026-04-21,CUST00003038,PLN012,DEV0001788,West,SITE00031,4G LTE,1.0510361328125,True,2026-04
DATA0000005136,SUB00000532,CELL000138,2026-05-23 18:50:02,2026-05-23 20:34:02,1035.344,66.633,48.253,11.031,2.1793,True,pgw,2026-05-23,CUST00002751,PLN007,DEV0002360,Southeast,SITE00032,5G NR,1.011078125,True,2026-05
DATA0000005155,SUB00004608,CELL000178,2026-05-11 22:10:40,2026-05-11 23:12:40,66.547,83.753,19.011,50.629,2.0356,False,pgw,2026-05-11,CUST00000670,PLN005,DEV0000436,Midwest,SITE00042,5G NR,0.0649873046875,True,2026-05
DATA0000005185,SUB00000405,CELL000062,2026-04-18 00:28:55,2026-04-18 00:35:55,1069.786,114.263,25.074,45.028,2.1102,True,pgw,2026-04-18,CUST00000234,PLN014,DEV0001545,West,SITE00014,5G NR,1.044712890625,True,2026-04
DATA0000005222,SUB00001751,CELL000023,2026-05-03 06:35:33,2026-05-03 07:06:33,777.782,201.649,24.623,89.287,0.5345,False,pgw,2026-05-03,CUST00000890,PLN003,DEV0000243,Midwest,SITE00005,4G LTE,0.759552734375,True,2026-05
DATA0000005223,SUB00004936,CELL000200,2026-05-31 13:24:41,2026-05-31 13:49:41,984.754,79.98,23.776,37.648,3.0726,True,pgw,2026-05-31,CUST00001748,PLN020,DEV0000516,Southwest,SITE00047,4G LTE,0.961673828125,True,2026-05
DATA0000005246,SUB00001902,CELL000112,2026-05-06 12:17:36,2026-05-06 12:49:36,1515.484,36.437,28.39,48.867,2.0387,False,pgw,2026-05-06,CUST00004390,PLN017,DEV0000506,Midwest,SITE00026,5G NR,1.47996484375,True,2026-05
DATA0000005248,SUB00001657,CELL000188,2026-05-04 05:09:14,2026-05-04 08:04:14,224.172,89.154,14.519,46.743,2.2986,False,pgw,2026-05-04,CUST00001593,PLN007,DEV0000287,Midwest,SITE00044,4G LTE,0.21891796875,True,2026-05
DATA0000005280,SUB00001408,CELL000107,2026-05-07 17:52:47,2026-05-07 17:54:47,372.343,146.683,43.289,35.502,2.1472,False,pgw,2026-05-07,CUST00002767,PLN002,DEV0001726,Southwest,SITE00025,5G NR,0.3636162109375,True,2026-05
DATA0000005291,SUB00002176,CELL000026,2026-04-24 18:06:59,2026-04-24 18:41:59,61.716,0.1,37.281,35.297,2.1165,True,pgw,2026-04-24,CUST00001898,PLN014,DEV0001765,Northeast,SITE00006,5G NR,0.06026953125,True,2026-04
DATA0000005342,SUB00002077,CELL000223,2026-04-23 21:27:07,2026-04-23 22:30:07,266.045,128.075,0.1,32.761,2.2154,False,pgw,2026-04-23,CUST00002744,PLN012,DEV0001096,Midwest,SITE00052,5G NR,0.2598095703125,True,2026-04
DATA0000005345,SUB00002230,CELL000214,2026-04-06 12:35:11,2026-04-06 15:22:11,463.523,118.181,25.653,62.958,2.0114,False,pgw,2026-04-06,CUST00000478,PLN008,DEV0000990,Southeast,SITE00050,4G LTE,0.4526591796875,True,2026-04
DATA0000005495,SUB00003814,CELL000198,2026-05-26 10:53:56,2026-05-26 12:49:56,151.728,150.356,14.649,29.85,2.0766,False,pgw,2026-05-26,CUST00002716,PLN006,DEV0001714,West,SITE00047,5G NR,0.148171875,True,2026-05
DATA0000005523,SUB00004136,CELL000062,2026-04-09 05:30:01,2026-04-09 07:34:01,491.733,158.002,26.314,32.711,2.4869,False,pgw,2026-04-09,CUST00000128,PLN011,DEV0001089,West,SITE00014,5G NR,0.4802080078125,True,2026-04
DATA0000005584,SUB00001399,CELL000007,2026-05-16 14:51:38,2026-05-16 16:59:38,698.73,141.765,30.936,11.542,2.2888,True,pgw,2026-05-16,CUST00000935,PLN010,DEV0001904,Northeast,SITE00002,4G LTE,0.682353515625,True,2026-05
DATA0000005586,SUB00000159,CELL000124,2026-04-14 02:31:47,2026-04-14 05:00:47,1290.634,151.608,18.278,2.0,2.7365,True,pgw,2026-04-14,CUST00004498,PLN013,DEV0002043,Northeast,SITE00029,4G LTE,1.260384765625,True,2026-04
DATA0000005616,SUB00002552,CELL000183,2026-04-24 13:21:36,2026-04-24 15:32:36,87.603,124.507,27.497,37.905,2.1628,False,pgw,2026-04-24,CUST00001157,PLN007,DEV0001087,Northeast,SITE00043,4G LTE,0.0855498046875,True,2026-04
DATA0000005627,SUB00002978,CELL000140,2026-05-19 03:12:46,2026-05-19 03:52:46,99.277,2.748,1.725,80.038,0.3418,False,pgw,2026-05-19,CUST00001466,PLN006,DEV0000146,Northeast,SITE00033,4G LTE,0.0969501953125,True,2026-05
DATA0000005634,SUB00002208,CELL000153,2026-05-02 16:59:39,2026-05-02 18:22:39,71.162,129.911,18.441,16.686,2.4592,False,pgw,2026-05-02,CUST00004080,PLN017,DEV0000759,Southeast,SITE00036,5G NR,0.069494140625,True,2026-05
DATA0000005644,SUB00002496,CELL000229,2026-04-24 20:56:39,2026-04-24 23:47:39,1381.702,76.857,27.076,11.502,4.0065,False,pgw,2026-04-24,CUST00003357,PLN001,DEV0000213,West,SITE00054,5G NR,1.349318359375,True,2026-04
DATA0000005672,SUB00001183,CELL000062,2026-05-06 21:16:18,2026-05-06 22:31:18,866.787,134.431,35.816,23.272,2.0977,False,pgw,2026-05-06,CUST00003842,PLN017,DEV0001153,Midwest,SITE00014,5G NR,0.8464716796875,True,2026-05
DATA0000005708,SUB00000897,CELL000208,2026-04-10 04:31:11,2026-04-10 04:47:11,1392.781,81.477,55.81,39.021,2.2321,False,pgw,2026-04-10,CUST00003809,PLN011,DEV0000073,Northeast,SITE00049,4G LTE,1.3601376953125,True,2026-04
DATA0000005713,SUB00000621,CELL000164,2026-04-02 10:00:42,2026-04-02 10:34:42,421.677,37.36,6.862,32.44,2.4526,False,pgw,2026-04-02,CUST00000500,PLN017,DEV0001807,Southwest,SITE00038,5G NR,0.4117939453125,True,2026-04
DATA0000005766,SUB00004449,CELL000207,2026-04-03 07:41:19,2026-04-03 08:49:19,2245.505,139.69,38.242,38.456,2.1113,True,pgw,2026-04-03,CUST00000583,PLN010,DEV0000843,Midwest,SITE00049,5G NR,2.1928759765625,True,2026-04
DATA0000005798,SUB00001994,CELL000009,2026-05-08 13:53:32,2026-05-08 15:30:32,293.558,126.069,11.99,58.214,2.2577,False,pgw,2026-05-08,CUST00001140,PLN016,DEV0002160,Southwest,SITE00002,4G LTE,0.286677734375,True,2026-05
DATA0000005802,SUB00003343,CELL000126,2026-04-13 01:53:35,2026-04-13 03:13:35,34.646,177.058,30.356,47.983,2.2874,False,pgw,2026-04-13,CUST00002588,PLN020,DEV0000600,Southeast,SITE00030,4G LTE,0.033833984375,True,2026-04
DATA0000005804,SUB00002853,CELL000195,2026-05-26 15:02:28,2026-05-26 15:05:28,181.599,49.537,19.097,14.529,2.1677,False,pgw,2026-05-26,CUST00003871,PLN010,DEV0000328,Southwest,SITE00046,4G LTE,0.1773427734375,True,2026-05
DATA0000005843,SUB00000280,CELL000191,2026-05-12 05:42:32,2026-05-12 07:53:32,745.83,150.027,40.725,6.698,2.0063,False,pgw,2026-05-12,CUST00002389,PLN001,DEV0001349,Northeast,SITE00045,4G LTE,0.728349609375,True,2026-05
DATA0000005880,SUB00003175,CELL000174,2026-04-19 15:23:29,2026-04-19 16:48:29,4.404,62.336,27.033,29.683,2.2513,False,pgw,2026-04-19,CUST00003884,PLN017,DEV0001109,Northeast,SITE00041,4G LTE,0.00430078125,True,2026-04
DATA0000005881,SUB00001457,CELL000044,2026-04-22 01:54:12,2026-04-22 03:25:12,1250.689,145.884,23.049,36.712,2.6791,False,pgw,2026-04-22,CUST00000895,PLN003,DEV0000878,West,SITE00009,4G LTE,1.2213759765625,True,2026-04
DATA0000005956,SUB00004789,CELL000230,2026-05-02 06:23:51,2026-05-02 08:38:51,503.003,110.201,28.104,49.127,2.8893,False,pgw,2026-05-02,CUST00003897,PLN006,DEV0001136,Southwest,SITE00054,5G NR,0.4912138671875,True,2026-05
DATA0000005958,SUB00000957,CELL000113,2026-05-01 01:21:22,2026-05-01 03:34:22,45.661,177.231,20.746,59.583,2.0743,False,pgw,2026-05-01,CUST00002185,PLN005,DEV0001129,Southwest,SITE00026,5G NR,0.0445908203125,True,2026-05
DATA0000005962,SUB00002145,CELL000161,2026-04-19 07:27:37,2026-04-19 09:52:37,1057.416,131.595,23.133,47.897,2.0195,False,pgw,2026-04-19,CUST00003554,PLN017,DEV0000608,Midwest,SITE00037,4G LTE,1.0326328125,True,2026-04
DATA0000005963,SUB00004448,CELL000147,2026-05-03 16:27:22,2026-05-03 16:51:22,133.667,72.097,25.379,50.754,2.9608,False,pgw,2026-05-03,CUST00000968,PLN015,DEV0001326,Southeast,SITE00035,4G LTE,0.1305341796875,True,2026-05
DATA0000005964,SUB00003739,CELL000226,2026-05-05 05:56:04,2026-05-05 06:05:04,27.228,166.452,35.849,28.297,2.3369,True,pgw,2026-05-05,CUST00002191,PLN017,DEV0002039,Midwest,SITE00053,4G LTE,0.02658984375,True,2026-05
DATA0000005966,SUB00002356,CELL000085,2026-04-16 10:00:21,2026-04-16 12:56:21,809.472,37.229,10.445,33.679,2.1127,False,pgw,2026-04-16,CUST00003199,PLN019,DEV0001444,Midwest,SITE00020,5G NR,0.7905,True,2026-04
DATA0000005967,SUB00001491,CELL000190,2026-05-29 18:17:56,2026-05-29 18:23:56,41.376,201.403,27.896,33.038,2.3159,False,pgw,2026-05-29,CUST00002839,PLN002,DEV0001602,Midwest,SITE00045,4G LTE,0.04040625,True,2026-05
DATA0000005994,SUB00000922,CELL000109,2026-04-02 21:56:22,2026-04-02 22:25:22,756.211,196.133,25.993,48.682,3.0241,False,pgw,2026-04-02,CUST00000302,PLN002,DEV0000674,Midwest,SITE00025,5G NR,0.7384873046875,True,2026-04
DATA0000006013,SUB00002352,CELL000241,2026-05-17 09:48:12,2026-05-17 11:28:12,1133.973,69.338,13.513,36.141,2.0093,False,pgw,2026-05-17,CUST00003858,PLN007,DEV0001558,West,SITE00056,5G NR,1.1073955078125,True,2026-05
DATA0000006015,SUB00002001,CELL000162,2026-04-30 08:01:17,2026-04-30 09:32:17,856.574,162.977,0.1,17.204,2.4067,False,pgw,2026-04-30,CUST00003729,PLN016,DEV0001402,Southeast,SITE00038,4G LTE,0.836498046875,True,2026-04
DATA0000006062,SUB00001572,CELL000163,2026-04-01 13:58:02,2026-04-01 16:45:02,1586.553,99.026,16.477,60.472,2.4708,False,pgw,2026-04-01,CUST00001441,PLN009,DEV0000428,Southeast,SITE00038,5G NR,1.5493681640625,True,2026-04
DATA0000006097,SUB00000168,CELL000235,2026-04-17 03:05:44,2026-04-17 04:20:44,198.75,94.636,18.54,21.884,2.1897,False,pgw,2026-04-17,CUST00003457,PLN006,DEV0001152,West,SITE00055,4G LTE,0.194091796875,True,2026-04
DATA0000006122,SUB00000924,CELL000111,2026-05-20 23:26:39,2026-05-21 01:26:39,453.223,124.879,40.779,40.13,2.0505,False,pgw,2026-05-20,CUST00000576,PLN014,DEV0001639,Northeast,SITE00026,4G LTE,0.4426005859375,True,2026-05
DATA0000006136,SUB00001363,CELL000189,2026-05-03 08:46:13,2026-05-03 10:05:13,1120.306,2.707,20.062,22.391,2.5772,False,pgw,2026-05-03,CUST00002682,PLN015,DEV0001265,West,SITE00045,5G NR,1.094048828125,True,2026-05
DATA0000006140,SUB00001791,CELL000156,2026-05-04 04:48:55,2026-05-04 05:39:55,238.444,128.813,0.1,23.512,2.4567,False,pgw,2026-05-04,CUST00000634,PLN004,DEV0000469,West,SITE00037,4G LTE,0.23285546875,True,2026-05
DATA0000006143,SUB00001616,CELL000198,2026-04-20 02:42:14,2026-04-20 05:09:14,4975.99,66.166,33.15,88.418,1.2154,False,pgw,2026-04-20,CUST00002668,PLN002,DEV0002399,Southeast,SITE00047,5G NR,4.859365234375,True,2026-04
DATA0000006156,SUB00000248,CELL000054,2026-04-01 12:18:32,2026-04-01 14:36:32,2250.384,121.85,22.537,28.29,2.2505,False,pgw,2026-04-01,CUST00003746,PLN016,DEV0001514,Southwest,SITE00012,5G NR,2.197640625,True,2026-04
DATA0000006163,SUB00001966,CELL000220,2026-05-06 13:55:34,2026-05-06 16:18:34,201.54,153.23,30.892,16.603,2.2523,True,pgw,2026-05-06,CUST00001779,PLN014,DEV0002448,Southwest,SITE00052,4G LTE,0.19681640625,True,2026-05
DATA0000006191,SUB00002765,CELL000086,2026-04-06 01:23:33,2026-04-06 04:13:33,222.536,12.265,32.039,6.233,2.5761,False,pgw,2026-04-06,CUST00001222,PLN019,DEV0000660,West,SITE00020,4G LTE,0.2173203125,True,2026-04
DATA0000006229,SUB00003829,CELL000008,2026-05-10 22:35:25,2026-05-10 23:26:25,891.951,139.855,21.024,85.125,1.3551,False,pgw,2026-05-10,CUST00004187,PLN018,DEV0002074,Northeast,SITE00002,4G LTE,0.8710458984375,True,2026-05
DATA0000006267,SUB00002992,CELL000156,2026-04-15 16:31:54,2026-04-15 17:56:54,266.185,130.488,9.061,33.021,2.2184,False,pgw,2026-04-15,CUST00002391,PLN010,DEV0001945,West,SITE00037,4G LTE,0.2599462890625,True,2026-04
DATA0000006273,SUB00002858,CELL000122,2026-04-29 10:37:13,2026-04-29 11:39:13,240.09,116.866,35.922,32.028,2.4067,False,pgw,2026-04-29,CUST00004276,PLN014,DEV0002220,Southwest,SITE00029,5G NR,0.234462890625,True,2026-04
DATA0000006278,SUB00002934,CELL000033,2026-05-24 14:03:07,2026-05-24 15:59:07,1223.475,106.248,8.836,45.428,2.1559,False,pgw,2026-05-24,CUST00002846,PLN009,DEV0001132,West,SITE00007,5G NR,1.1947998046875,True,2026-05
DATA0000006314,SUB00002752,CELL000057,2026-05-19 09:50:36,2026-05-19 12:50:36,4.379,144.281,46.254,3.199,2.1506,False,pgw,2026-05-19,CUST00000115,PLN016,DEV0002296,Southeast,SITE00012,5G NR,0.0042763671875,True,2026-05
DATA0000006327,SUB00000620,CELL000103,2026-04-03 06:19:38,2026-04-03 07:14:38,203.887,217.016,22.052,29.2,2.619,False,pgw,2026-04-03,CUST00003658,PLN008,DEV0000063,West,SITE00023,4G LTE,0.1991083984375,True,2026-04
DATA0000006335,SUB00004787,CELL000110,2026-04-18 08:48:55,2026-04-18 09:25:55,1282.567,191.661,22.528,12.072,2.2212,False,pgw,2026-04-18,CUST00001697,PLN017,DEV0000195,West,SITE00026,5G NR,1.2525068359375,True,2026-04
DATA0000006350,SUB00000101,CELL000247,2026-05-11 16:44:24,2026-05-11 17:50:24,721.041,172.824,24.585,67.444,2.3993,True,pgw,2026-05-11,CUST00001409,PLN008,DEV0000090,Midwest,SITE00058,4G LTE,0.7041416015625,True,2026-05
DATA0000006359,SUB00000106,CELL000187,2026-05-09 02:18:16,2026-05-09 03:33:16,742.505,168.516,35.961,51.066,2.1897,False,pgw,2026-05-09,CUST00001011,PLN020,DEV0000779,Northeast,SITE00044,4G LTE,0.7251025390625,True,2026-05
DATA0000006421,SUB00002672,CELL000156,2026-04-11 11:27:16,2026-04-11 13:49:16,1238.212,115.73,5.835,21.483,2.1423,True,pgw,2026-04-11,CUST00001403,PLN005,DEV0001411,Southwest,SITE00037,4G LTE,1.20919140625,True,2026-04
DATA0000006422,SUB00002253,CELL000006,2026-05-07 13:02:25,2026-05-07 15:53:25,1149.294,154.067,11.483,24.221,2.106,False,pgw,2026-05-07,CUST00001015,PLN008,DEV0001908,Midwest,SITE00001,4G LTE,1.122357421875,True,2026-05
DATA0000006440,SUB00000214,CELL000160,2026-04-27 16:57:29,2026-04-27 19:38:29,1898.263,113.382,35.974,43.681,2.5708,False,pgw,2026-04-27,CUST00003948,PLN017,DEV0001084,Northeast,SITE00037,5G NR,1.8537724609375,True,2026-04
DATA0000006458,SUB00002435,CELL000104,2026-05-15 11:40:17,2026-05-15 12:52:17,64.164,145.267,31.561,25.044,2.3385,False,pgw,2026-05-15,CUST00001710,PLN010,DEV0000614,Southwest,SITE00024,5G NR,0.06266015625,True,2026-05
DATA0000006470,SUB00003452,CELL000059,2026-05-17 01:29:54,2026-05-17 03:37:54,1151.08,173.638,20.902,25.273,2.0427,False,pgw,2026-05-17,CUST00000808,PLN015,DEV0000498,Southwest,SITE00013,4G LTE,1.1241015625,True,2026-05
DATA0000006484,SUB00000081,CELL000022,2026-05-31 15:23:17,2026-05-31 18:00:17,49.59,171.413,20.679,26.162,2.1725,True,pgw,2026-05-31,CUST00004294,PLN006,DEV0001971,Southeast,SITE00005,4G LTE,0.048427734375,True,2026-05
DATA0000006500,SUB00001465,CELL000077,2026-05-02 15:57:18,2026-05-02 18:26:18,2350.258,122.599,56.451,34.537,2.0324,False,pgw,2026-05-02,CUST00001307,PLN009,DEV0001690,West,SITE00018,4G LTE,2.295173828125,True,2026-05
