provider_id,provider_name,specialty,facility_id,department_id,encounter_count,inpatient_count,avg_los,high_los_count,avg_patient_rating,survey_count
PRV000225,Dr. Riley Lee 225,Neurology,FAC005,DEP0053,15,4,1.7138888888888888,1,4.5,2.0
PRV000226,Dr. Taylor Garcia 226,Radiology,FAC002,DEP0014,18,4,1.636574074074074,1,3.7142857142857144,7.0
PRV000227,Dr. Jordan Smith 227,General Surgery,FAC002,DEP0019,22,4,1.2840909090909092,1,3.1818181818181817,11.0
PRV000228,Dr. Jordan Smith 228,Internal Medicine,FAC006,DEP0061,17,0,0.26822916666666663,0,3.5,6.0
PRV000229,Dr. Riley Kim 229,Emergency Medicine,FAC002,DEP0019,19,2,0.8680555555555556,1,4.0,8.0
PRV000230,Dr. Taylor Patel 230,Orthopedic Surgery,FAC004,DEP0040,18,3,1.525462962962963,2,3.75,8.0
PRV000231,Dr. Casey Lee 231,Pediatrics,FAC006,DEP0072,15,1,0.9277777777777778,1,3.6666666666666665,6.0
PRV000232,Dr. Riley Brown 232,Oncology,FAC002,DEP0019,18,5,2.8958333333333335,4,3.272727272727273,11.0
PRV000233,Dr. Morgan Patel 233,Emergency Medicine,FAC001,DEP0006,22,3,1.2329545454545454,2,2.4285714285714284,7.0
PRV000234,Dr. Riley Brown 234,Oncology,FAC005,DEP0052,14,4,2.7142857142857144,3,3.5555555555555554,9.0
PRV000235,Dr. Avery Smith 235,Internal Medicine,FAC001,DEP0004,19,2,1.1469298245614035,1,2.857142857142857,7.0
PRV000236,Dr. Taylor Patel 236,Neurology,FAC005,DEP0060,18,0,0.2037037037037037,0,3.6923076923076925,13.0
PRV000237,Dr. Riley Lee 237,Internal Medicine,FAC006,DEP0069,12,2,1.5243055555555556,1,3.0,6.0
PRV000238,Dr. Jordan Patel 238,Oncology,FAC006,DEP0072,10,2,2.1333333333333333,2,4.0,6.0
PRV000239,Dr. Morgan Lee 239,Pediatrics,FAC001,DEP0009,19,1,0.8947368421052632,1,3.4444444444444446,9.0
PRV000240,Dr. Avery Patel 240,Internal Medicine,FAC006,DEP0068,16,1,0.4635416666666667,0,3.0,3.0
PRV000241,Dr. Taylor Smith 241,Critical Care,FAC002,DEP0015,19,5,1.8596491228070178,2,4.083333333333333,12.0
PRV000242,Dr. Morgan Patel 242,Critical Care,FAC001,DEP0003,21,2,0.753968253968254,1,3.9,10.0
PRV000243,Dr. Avery Smith 243,Pediatrics,FAC006,DEP0065,14,2,1.0386904761904763,1,3.3333333333333335,3.0
PRV000244,Dr. Jordan Smith 244,Cardiology,FAC006,DEP0061,13,1,1.0544871794871795,1,3.25,4.0
PRV000245,Dr. Jordan Garcia 245,Critical Care,FAC002,DEP0015,21,2,1.3373015873015874,2,3.272727272727273,11.0
PRV000246,Dr. Jordan Lee 246,Radiology,FAC005,DEP0059,17,1,0.3186274509803922,0,3.0,4.0
PRV000247,Dr. Avery Lee 247,Cardiology,FAC006,DEP0071,17,8,3.7058823529411766,4,3.25,8.0
PRV000248,Dr. Morgan Garcia 248,Orthopedic Surgery,FAC006,DEP0063,20,4,1.5021929824561402,1,3.5,2.0
PRV000249,Dr. Casey Kim 249,Radiology,FAC003,DEP0030,15,1,0.48333333333333334,0,4.75,4.0
PRV000250,Dr. Avery Patel 250,Oncology,FAC004,DEP0041,21,3,0.6607142857142857,0,3.5,8.0
PRV000251,Dr. Avery Lee 251,Emergency Medicine,FAC006,DEP0070,17,6,1.8897058823529411,1,3.5,10.0
PRV000252,Dr. Avery Patel 252,General Surgery,FAC005,DEP0052,14,4,1.9583333333333335,1,3.0,5.0
PRV000253,Dr. Casey Smith 253,Internal Medicine,FAC005,DEP0060,18,7,2.486111111111111,3,4.0,2.0
PRV000254,Dr. Avery Lee 254,Orthopedic Surgery,FAC001,DEP0009,25,6,1.7283333333333335,1,3.9166666666666665,12.0
PRV000255,Dr. Morgan Kim 255,Neurology,FAC002,DEP0022,26,4,1.4919871794871793,3,3.3636363636363638,11.0
PRV000256,Dr. Riley Brown 256,Neurology,FAC003,DEP0036,14,3,2.4404761904761902,3,3.142857142857143,7.0
PRV000257,Dr. Avery Garcia 257,General Surgery,FAC003,DEP0027,14,6,3.199404761904762,3,3.75,8.0
PRV000258,Dr. Riley Patel 258,Critical Care,FAC002,DEP0017,22,6,2.1780303030303028,4,3.7857142857142856,14.0
PRV000259,Dr. Morgan Smith 259,Emergency Medicine,FAC002,DEP0024,11,2,2.3219696969696972,2,3.8,5.0
PRV000260,Dr. Jordan Smith 260,Internal Medicine,FAC004,DEP0040,20,2,0.79375,1,2.75,8.0
PRV000261,Dr. Avery Kim 261,Critical Care,FAC006,DEP0071,13,2,0.29924242424242425,0,3.5,4.0
PRV000262,Dr. Riley Garcia 262,Internal Medicine,FAC001,DEP0003,14,2,0.7886904761904762,0,3.75,4.0
PRV000263,Dr. Avery Kim 263,Emergency Medicine,FAC002,DEP0017,18,4,1.7337962962962963,2,3.5,8.0
PRV000264,Dr. Jordan Kim 264,Orthopedic Surgery,FAC001,DEP0004,8,1,1.625,1,4.0,4.0
PRV000265,Dr. Casey Smith 265,Oncology,FAC006,DEP0065,21,3,1.2520833333333332,2,3.75,12.0
PRV000266,Dr. Avery Smith 266,Internal Medicine,FAC004,DEP0043,19,4,1.6435185185185184,2,3.142857142857143,7.0
PRV000267,Dr. Casey Patel 267,Internal Medicine,FAC004,DEP0048,12,2,1.8333333333333333,1,3.75,4.0
PRV000268,Dr. Riley Lee 268,Radiology,FAC001,DEP0002,20,7,2.154166666666667,2,3.0833333333333335,12.0
PRV000269,Dr. Casey Brown 269,Critical Care,FAC006,DEP0065,18,5,2.614583333333333,3,2.9,10.0
PRV000270,Dr. Jordan Patel 270,Orthopedic Surgery,FAC002,DEP0014,14,4,2.136904761904762,1,2.1666666666666665,6.0
PRV000271,Dr. Taylor Garcia 271,Pediatrics,FAC003,DEP0027,19,7,2.8114035087719302,4,4.0,5.0
PRV000272,Dr. Avery Lee 272,Cardiology,FAC001,DEP0011,10,3,2.6833333333333336,2,2.75,4.0
PRV000273,Dr. Casey Lee 273,Neurology,FAC002,DEP0021,15,4,2.5472222222222225,3,3.5,2.0
PRV000274,Dr. Casey Garcia 274,General Surgery,FAC001,DEP0006,27,4,1.183641975308642,2,3.3846153846153846,13.0
PRV000275,Dr. Avery Garcia 275,Neurology,FAC006,DEP0066,15,2,1.1583333333333334,1,2.2857142857142856,7.0
PRV000276,Dr. Casey Garcia 276,Oncology,FAC006,DEP0071,19,3,1.5043859649122806,2,3.25,4.0
PRV000277,Dr. Morgan Brown 277,Emergency Medicine,FAC006,DEP0063,16,2,0.9888888888888889,1,3.9,10.0
PRV000278,Dr. Morgan Garcia 278,Internal Medicine,FAC004,DEP0040,27,5,1.308641975308642,3,3.4615384615384617,13.0
PRV000279,Dr. Riley Smith 279,Internal Medicine,FAC006,DEP0065,14,7,2.744047619047619,2,3.6666666666666665,6.0
PRV000280,Dr. Casey Kim 280,Cardiology,FAC005,DEP0050,26,8,2.2552083333333335,3,3.4545454545454546,11.0
PRV000281,Dr. Riley Kim 281,Neurology,FAC002,DEP0021,21,2,0.9543650793650794,1,3.888888888888889,9.0
PRV000282,Dr. Jordan Smith 282,Radiology,FAC001,DEP0006,13,3,2.6634615384615383,3,4.0,7.0
PRV000283,Dr. Casey Kim 283,Radiology,FAC006,DEP0065,11,0,0.2537878787878788,0,3.3333333333333335,3.0
PRV000284,Dr. Riley Lee 284,Pediatrics,FAC003,DEP0032,15,3,1.5166666666666666,1,2.9,10.0
PRV000285,Dr. Taylor Patel 285,Emergency Medicine,FAC004,DEP0042,11,3,2.9545454545454546,3,3.6666666666666665,6.0
PRV000286,Dr. Riley Garcia 286,Pediatrics,FAC003,DEP0032,8,1,1.7447916666666667,1,3.3333333333333335,3.0
PRV000287,Dr. Casey Brown 287,Internal Medicine,FAC003,DEP0030,16,6,2.348958333333333,3,3.3076923076923075,13.0
PRV000288,Dr. Casey Smith 288,Oncology,FAC003,DEP0025,21,6,1.7583333333333333,1,3.272727272727273,11.0
PRV000289,Dr. Morgan Kim 289,Neurology,FAC006,DEP0062,22,3,1.4678030303030305,2,3.125,16.0
PRV000290,Dr. Riley Garcia 290,Emergency Medicine,FAC004,DEP0046,16,3,1.8333333333333333,3,3.5,10.0
PRV000291,Dr. Avery Garcia 291,Neurology,FAC003,DEP0029,13,3,1.5064102564102564,1,3.3333333333333335,9.0
PRV000292,Dr. Taylor Patel 292,Cardiology,FAC001,DEP0007,23,3,0.6739130434782609,0,2.625,8.0
PRV000293,Dr. Morgan Brown 293,General Surgery,FAC005,DEP0055,14,4,2.1785714285714284,1,3.0,5.0
PRV000294,Dr. Casey Lee 294,Critical Care,FAC006,DEP0062,22,5,1.615530303030303,2,3.2857142857142856,7.0
PRV000295,Dr. Casey Lee 295,Neurology,FAC004,DEP0041,19,7,3.1527777777777777,5,3.0,3.0
PRV000296,Dr. Riley Kim 296,Cardiology,FAC003,DEP0035,15,5,2.4611111111111112,2,3.8333333333333335,6.0
PRV000297,Dr. Riley Patel 297,Oncology,FAC005,DEP0055,9,1,0.7685185185185185,0,4.0,1.0
PRV000298,Dr. Riley Garcia 298,Emergency Medicine,FAC006,DEP0069,15,4,1.9464285714285714,2,2.375,8.0
PRV000299,Dr. Avery Garcia 299,Radiology,FAC005,DEP0054,11,1,0.48863636363636365,0,4.0,3.0
PRV000300,Dr. Casey Smith 300,Oncology,FAC001,DEP0011,18,6,2.4754901960784315,3,3.5,8.0
PRV000301,Dr. Morgan Garcia 301,Pediatrics,FAC002,DEP0020,20,7,2.8289473684210527,4,3.125,8.0
PRV000302,Dr. Casey Brown 302,Internal Medicine,FAC005,DEP0056,12,1,0.8611111111111112,1,5.0,2.0
PRV000303,Dr. Morgan Kim 303,Orthopedic Surgery,FAC004,DEP0040,13,3,1.4756944444444444,1,3.5,6.0
PRV000304,Dr. Avery Lee 304,Emergency Medicine,FAC002,DEP0022,15,5,2.538888888888889,3,3.4285714285714284,7.0
PRV000305,Dr. Taylor Patel 305,Pediatrics,FAC006,DEP0067,19,5,1.4100877192982457,1,2.6666666666666665,6.0
PRV000306,Dr. Morgan Garcia 306,General Surgery,FAC001,DEP0007,22,5,1.9087301587301586,3,2.3333333333333335,9.0
PRV000307,Dr. Casey Lee 307,Neurology,FAC003,DEP0025,19,7,2.3771929824561404,2,3.6363636363636362,11.0
PRV000308,Dr. Casey Garcia 308,General Surgery,FAC004,DEP0045,16,3,1.6888888888888889,2,3.875,8.0
PRV000309,Dr. Jordan Garcia 309,General Surgery,FAC006,DEP0062,18,4,1.7986111111111112,2,3.4545454545454546,11.0
PRV000310,Dr. Casey Lee 310,Cardiology,FAC003,DEP0027,15,3,1.7527777777777778,2,3.4,10.0
PRV000311,Dr. Riley Patel 311,Pediatrics,FAC004,DEP0047,21,5,1.4305555555555556,1,3.3333333333333335,9.0
PRV000312,Dr. Taylor Kim 312,Critical Care,FAC004,DEP0037,17,4,2.1200980392156863,3,4.0,5.0
PRV000313,Dr. Avery Kim 313,General Surgery,FAC006,DEP0066,19,2,1.0784313725490196,1,3.1666666666666665,6.0
PRV000314,Dr. Casey Kim 314,General Surgery,FAC004,DEP0037,13,1,0.8717948717948718,1,4.333333333333333,3.0
PRV000315,Dr. Riley Lee 315,Orthopedic Surgery,FAC003,DEP0036,17,3,0.7769607843137254,0,2.6666666666666665,3.0
PRV000316,Dr. Casey Lee 316,Pediatrics,FAC001,DEP0010,18,1,0.48148148148148157,0,4.083333333333333,12.0
PRV000317,Dr. Casey Smith 317,Critical Care,FAC004,DEP0042,20,5,1.8208333333333333,2,4.3,10.0
PRV000318,Dr. Taylor Brown 318,Critical Care,FAC004,DEP0041,16,3,1.9739583333333335,3,2.8,5.0
PRV000319,Dr. Casey Brown 319,Pediatrics,FAC004,DEP0047,13,1,0.5104166666666666,0,3.111111111111111,9.0
PRV000320,Dr. Avery Brown 320,Radiology,FAC003,DEP0028,20,3,0.8991228070175438,0,3.857142857142857,7.0
PRV000321,Dr. Morgan Patel 321,Radiology,FAC005,DEP0058,13,3,1.141025641025641,0,4.0,1.0
PRV000322,Dr. Casey Garcia 322,Internal Medicine,FAC002,DEP0016,20,5,1.9291666666666667,2,4.0,11.0
PRV000323,Dr. Jordan Garcia 323,Cardiology,FAC003,DEP0036,16,2,0.9375,0,3.5,4.0
PRV000324,Dr. Avery Brown 324,Emergency Medicine,FAC004,DEP0041,11,2,0.7348484848484848,0,4.5,2.0
PRV000325,Dr. Morgan Garcia 325,Oncology,FAC003,DEP0029,18,5,2.7083333333333335,3,4.0,6.0
PRV000326,Dr. Morgan Kim 326,Cardiology,FAC001,DEP0008,17,0,0.23529411764705882,0,4.0,6.0
PRV000327,Dr. Riley Patel 327,Critical Care,FAC003,DEP0032,16,0,0.24479166666666666,0,4.0,5.0
PRV000328,Dr. Morgan Garcia 328,Radiology,FAC002,DEP0015,13,4,1.2307692307692308,0,2.75,4.0
PRV000329,Dr. Riley Lee 329,Pediatrics,FAC003,DEP0029,19,2,1.0694444444444444,1,2.75,4.0
PRV000330,Dr. Avery Kim 330,Pediatrics,FAC003,DEP0027,12,3,2.3784722222222223,2,3.8333333333333335,6.0
PRV000331,Dr. Avery Garcia 331,Critical Care,FAC005,DEP0056,14,3,1.4077380952380951,1,4.2,5.0
PRV000332,Dr. Taylor Kim 332,Internal Medicine,FAC001,DEP0003,17,0,0.2696078431372549,0,3.272727272727273,11.0
PRV000333,Dr. Casey Garcia 333,Neurology,FAC002,DEP0017,20,4,1.7833333333333332,2,3.0,8.0
PRV000334,Dr. Avery Smith 334,Cardiology,FAC002,DEP0016,16,2,0.90625,0,3.8,10.0
PRV000335,Dr. Jordan Garcia 335,Pediatrics,FAC001,DEP0008,20,4,2.23125,3,2.5,4.0
PRV000336,Dr. Jordan Garcia 336,Pediatrics,FAC004,DEP0039,10,3,2.270833333333333,1,3.0,3.0
PRV000337,Dr. Jordan Brown 337,Orthopedic Surgery,FAC004,DEP0037,15,1,1.036111111111111,1,4.0,4.0
PRV000338,Dr. Riley Lee 338,Cardiology,FAC002,DEP0014,14,4,2.201923076923077,2,3.7777777777777777,9.0
PRV000339,Dr. Morgan Patel 339,Neurology,FAC005,DEP0058,18,6,2.513888888888889,3,3.2222222222222223,9.0
PRV000340,Dr. Casey Brown 340,Oncology,FAC004,DEP0044,12,2,1.2638888888888888,1,3.5,6.0
PRV000341,Dr. Riley Smith 341,Pediatrics,FAC002,DEP0024,28,5,1.761904761904762,4,3.933333333333333,15.0
PRV000342,Dr. Avery Kim 342,Cardiology,FAC003,DEP0027,15,5,1.7555555555555555,2,3.375,8.0
PRV000343,Dr. Morgan Kim 343,Oncology,FAC002,DEP0019,16,2,0.6861111111111112,0,3.6,5.0
PRV000344,Dr. Avery Lee 344,Pediatrics,FAC001,DEP0006,10,3,1.25,1,3.0,5.0
PRV000345,Dr. Jordan Kim 345,Pediatrics,FAC005,DEP0052,19,5,2.3179824561403506,3,3.4285714285714284,7.0
PRV000346,Dr. Jordan Patel 346,Oncology,FAC004,DEP0039,12,2,0.48611111111111116,0,3.25,8.0
PRV000347,Dr. Morgan Garcia 347,Radiology,FAC001,DEP0004,16,6,2.5494791666666665,2,3.875,8.0
PRV000348,Dr. Jordan Lee 348,Emergency Medicine,FAC001,DEP0010,18,4,1.9852941176470589,3,4.0,7.0
PRV000349,Dr. Avery Kim 349,Emergency Medicine,FAC003,DEP0025,15,2,0.7083333333333334,0,3.3333333333333335,6.0
PRV000350,Dr. Taylor Kim 350,Internal Medicine,FAC004,DEP0048,19,3,1.1140350877192984,1,3.2222222222222223,9.0
