payment_id,bill_id,payment_date,payment_amount,payment_method,payment_status
PAY00000445,BILL00000445,2026-05-03,2691.8,CASH,Pending
PAY00000446,BILL00000446,2026-07-02,12570.52,CASH,Pending
PAY00000447,BILL00000447,2026-05-23,16213.67,CARD,Posted
PAY00000448,BILL00000448,2026-06-17,12770.54,CARD,Posted
PAY00000449,BILL00000449,2026-05-03,10929.03,ACH,Reversed
PAY00000450,BILL00000450,2026-06-07,6985.63,CASH,Reversed
PAY00000451,BILL00000451,2026-06-02,10981.19,ACH,Reversed
PAY00000452,BILL00000452,2026-06-07,5948.13,ACH,Posted
PAY00000453,BILL00000453,2026-05-03,14463.74,CHECK,Reversed
PAY00000454,BILL00000454,2026-06-22,23625.27,CARD,Posted
PAY00000455,BILL00000455,2026-05-08,5375.06,ACH,Posted
PAY00000456,BILL00000456,2026-07-02,13856.09,CASH,Posted
PAY00000457,BILL00000457,2026-05-18,18246.16,CARD,Failed
PAY00000458,BILL00000458,2026-06-07,11921.74,CHECK,Failed
PAY00000459,BILL00000459,2026-05-08,22144.98,CARD,Pending
PAY00000461,BILL00000461,2026-05-08,24682.37,ACH,Failed
PAY00000462,BILL00000462,2026-06-17,1589.07,CHECK,Posted
PAY00000463,BILL00000463,2026-05-03,6326.87,ACH,Failed
PAY00000464,BILL00000464,2026-06-22,3889.67,CASH,Failed
PAY00000465,BILL00000465,2026-05-08,8961.33,CARD,Pending
PAY00000466,BILL00000466,2026-06-07,5652.9,CARD,Posted
PAY00000467,BILL00000467,2026-05-08,23457.18,CHECK,Failed
PAY00000468,BILL00000468,2026-06-02,1506.85,CASH,Reversed
PAY00000469,BILL00000469,2026-05-03,14372.89,CARD,Failed
PAY00000470,BILL00000470,2026-06-17,12810.12,ACH,Failed
PAY00000471,BILL00000471,2026-06-02,14310.86,CARD,Failed
PAY00000472,BILL00000472,2026-06-17,17034.11,CHECK,Pending
PAY00000473,BILL00000473,2026-05-23,9146.99,ACH,Posted
PAY00000474,BILL00000474,2026-06-02,2806.38,ACH,Posted
PAY00000475,BILL00000475,2026-05-23,8094.19,CASH,Failed
PAY00000476,BILL00000476,2026-07-02,3107.25,CHECK,Posted
PAY00000479,BILL00000479,2026-05-18,3253.9,CARD,Posted
PAY00000480,BILL00000480,2026-07-02,4005.04,CASH,Posted
PAY00000481,BILL00000481,2026-05-08,10709.65,ACH,Posted
PAY00000482,BILL00000482,2026-06-22,10742.44,ACH,Posted
PAY00000483,BILL00000483,2026-05-23,4837.51,CASH,Posted
PAY00000485,BILL00000485,2026-06-02,24472.18,ACH,Posted
PAY00000486,BILL00000486,2026-06-17,14980.93,CHECK,Failed
PAY00000487,BILL00000487,2026-05-08,8727.23,ACH,Failed
PAY00000488,BILL00000488,2026-06-22,9134.54,CASH,Posted
PAY00000489,BILL00000489,2026-05-18,8601.84,CASH,Pending
PAY00000490,BILL00000490,2026-06-07,14798.06,CHECK,Pending
PAY00000491,BILL00000491,2026-05-18,21588.98,ACH,Reversed
PAY00000492,BILL00000492,2026-06-17,6322.26,ACH,Pending
PAY00000493,BILL00000493,2026-05-23,15648.4,CHECK,Failed
PAY00000494,BILL00000494,2026-06-17,23682.19,CASH,Failed
PAY00000496,BILL00000496,2026-06-17,8418.1,ACH,Posted
PAY00000497,BILL00000497,2026-05-18,18700.29,CASH,Failed
PAY00000498,BILL_BAD,2026-07-02,16297.32,CHECK,Pending
PAY00000499,BILL00000499,2026-05-23,810.01,CHECK,Pending
PAY00000501,BILL00000501,2026-05-03,23874.64,CASH,Reversed
PAY00000502,BILL00000502,2026-06-07,7495.94,CASH,Reversed
PAY00000503,BILL00000503,2026-05-18,21982.78,CHECK,Posted
PAY00000506,BILL00000506,2026-06-07,6277.36,ACH,Reversed
PAY00000507,BILL00000507,2026-06-02,8136.32,CASH,Failed
PAY00000509,BILL00000509,2026-05-03,22009.3,CARD,Posted
PAY00000511,BILL00000511,2026-05-08,5675.13,ACH,Reversed
PAY00000512,BILL00000512,2026-06-07,1206.81,ACH,Failed
PAY00000513,BILL00000513,2026-05-23,16710.78,ACH,Failed
PAY00000514,BILL00000514,2026-06-17,4182.4,ACH,Posted
PAY00000515,BILL00000515,2026-05-08,15609.89,CARD,Posted
PAY00000516,BILL00000516,2026-06-22,17362.79,CARD,Posted
PAY00000517,BILL00000517,2026-05-08,14669.76,ACH,Reversed
PAY00000518,BILL00000518,2026-06-07,17196.2,CASH,Failed
PAY00000519,BILL00000519,2026-06-02,9746.02,ACH,Posted
PAY00000520,BILL00000520,2026-06-17,6609.64,ACH,Pending
PAY00000521,BILL00000521,2026-05-23,21499.87,CASH,Posted
PAY00000522,BILL00000522,2026-06-22,23380.28,CARD,Posted
PAY00000523,BILL00000523,2026-05-23,6755.79,CASH,Reversed
PAY00000524,BILL00000524,2026-06-02,6835.54,ACH,Failed
PAY00000526,BILL00000526,2026-06-22,1563.56,ACH,Failed
PAY00000527,BILL00000527,2026-05-08,14177.34,ACH,Failed
PAY00000528,BILL00000528,2026-06-07,11779.06,CARD,Posted
PAY00000529,BILL00000529,2026-05-03,8906.76,CHECK,Failed
PAY00000530,BILL00000530,2026-06-17,3324.79,CHECK,Posted
PAY00000531,BILL00000531,2026-05-23,8196.47,CASH,Reversed
PAY00000532,BILL00000532,2026-06-02,9653.29,CHECK,Pending
PAY00000533,BILL00000533,2026-05-18,8188.26,CHECK,Pending
PAY00000534,BILL00000534,2026-06-02,8960.03,ACH,Reversed
PAY00000535,BILL00000535,2026-05-23,2046.32,CHECK,Failed
PAY00000536,BILL00000536,2026-06-17,1811.83,CASH,Posted
PAY00000537,BILL00000537,2026-06-02,17386.35,ACH,Reversed
PAY00000538,BILL00000538,2026-06-22,9359.73,CHECK,Posted
PAY00000539,BILL00000539,2026-06-02,325.53,ACH,Pending
PAY00000540,BILL00000540,2026-07-02,11696.26,CASH,Reversed
PAY00000541,BILL00000541,2026-05-03,676.61,CASH,Posted
PAY00000542,BILL00000542,2026-06-22,939.67,CHECK,Reversed
PAY00000543,BILL00000543,2026-05-03,22721.52,CHECK,Reversed
PAY00000544,BILL00000544,2026-06-02,6823.01,CASH,Failed
PAY00000545,BILL00000545,2026-05-03,5427.08,CHECK,Posted
PAY00000546,BILL00000546,2026-06-07,19380.29,CARD,Reversed
PAY00000547,BILL00000547,2026-05-18,10195.21,ACH,Failed
PAY00000549,BILL00000549,2026-06-02,4927.17,CHECK,Reversed
PAY00000550,BILL00000550,2026-06-07,15420.15,CARD,Pending
PAY00000551,BILL00000551,2026-05-08,15091.89,CASH,Reversed
PAY00000552,BILL00000552,2026-07-02,1696.15,CARD,Pending
PAY00000554,BILL00000554,2026-07-02,15839.57,ACH,Posted
PAY00000555,BILL00000555,2026-05-18,24153.72,CHECK,Pending
PAY00000556,BILL00000556,2026-07-02,966.06,CASH,Posted
PAY00000557,BILL00000557,2026-05-08,20502.81,ACH,Posted
PAY00000558,BILL00000558,2026-06-02,11312.06,CHECK,Failed
PAY00000559,BILL00000559,2026-06-02,4315.69,ACH,Reversed
PAY00000560,BILL00000560,2026-06-02,22011.09,CASH,Posted
PAY00000561,BILL00000561,2026-05-03,7057.99,ACH,Failed
PAY00000562,BILL00000562,2026-06-22,18083.23,CASH,Reversed
PAY00000563,BILL00000563,2026-06-02,24766.61,CARD,Failed
PAY00000565,BILL00000565,2026-05-03,8909.1,ACH,Pending
PAY00000566,BILL00000566,2026-06-17,2595.99,ACH,Posted
PAY00000568,BILL00000568,2026-06-22,18678.03,CHECK,Reversed
PAY00000569,BILL00000569,2026-06-02,7817.91,CHECK,Failed
PAY00000570,BILL00000570,2026-06-17,24944.4,ACH,Failed
PAY00000571,BILL00000571,2026-05-23,9377.33,ACH,Failed
PAY00000572,BILL00000572,2026-06-17,1624.26,ACH,Pending
PAY00000574,BILL00000574,2026-06-07,728.69,CARD,Posted
PAY00000575,BILL00000575,2026-05-18,16729.32,CASH,Reversed
PAY00000576,BILL00000576,2026-06-17,8936.98,CHECK,Reversed
PAY00000577,BILL00000577,2026-05-23,9516.16,ACH,Failed
PAY00000578,BILL00000578,2026-07-02,3404.74,CARD,Reversed
PAY00000580,BILL00000580,2026-06-22,1219.98,CHECK,Posted
PAY00000581,BILL00000581,2026-05-23,6376.03,ACH,Reversed
PAY00000582,BILL00000582,2026-06-07,567.52,ACH,Reversed
PAY00000583,BILL00000583,2026-05-18,10143.82,CHECK,Failed
PAY00000584,BILL00000584,2026-06-22,3702.91,ACH,Pending
PAY00000585,BILL00000585,2026-05-23,10586.78,ACH,Reversed
PAY00000586,BILL00000586,2026-06-07,1594.52,CASH,Failed
PAY00000587,BILL00000587,2026-06-02,15090.78,CHECK,Pending
PAY00000588,BILL00000588,2026-07-02,21928.34,CARD,Pending
PAY00000589,BILL00000589,2026-05-08,15087.06,CHECK,Failed
PAY00000590,BILL00000590,2026-07-02,6967.56,ACH,Failed
PAY00000591,BILL00000591,2026-05-03,4403.93,CARD,Posted
PAY00000592,BILL00000592,2026-07-02,12668.84,CARD,Failed
PAY00000593,BILL00000593,2026-05-23,8737.73,CASH,Pending
PAY00000594,BILL00000594,2026-06-22,7506.32,CARD,Posted
PAY00000595,BILL00000595,2026-05-03,23915.84,CASH,Reversed
PAY00000596,BILL00000596,2026-06-02,18955.01,ACH,Pending
PAY00000598,BILL00000598,2026-07-02,11888.12,CASH,Posted
PAY00000599,BILL00000599,2026-05-03,11199.3,ACH,Failed
PAY00000600,BILL00000600,2026-06-07,7169.78,CARD,Posted
PAY00000602,BILL00000602,2026-07-02,13670.33,CASH,Reversed
PAY00000603,BILL00000603,2026-06-02,674.05,ACH,Posted
PAY00000604,BILL00000604,2026-06-22,4454.96,CASH,Posted
PAY00000605,BILL00000605,2026-05-23,23617.37,CHECK,Reversed
PAY00000606,BILL00000606,2026-06-17,8211.78,CHECK,Posted
PAY00000607,BILL00000607,2026-05-18,23776.2,CHECK,Pending
PAY00000608,BILL00000608,2026-06-07,3958.46,ACH,Failed
PAY00000609,BILL00000609,2026-05-18,4294.72,ACH,Posted
PAY00000610,BILL00000610,2026-06-02,15617.06,ACH,Failed
PAY00000611,BILL00000611,2026-05-03,17387.87,CASH,Posted
PAY00000612,BILL00000612,2026-06-17,3054.57,ACH,Reversed
PAY00000613,BILL00000613,2026-05-23,19759.77,CHECK,Posted
PAY00000614,BILL00000614,2026-06-02,14615.78,CASH,Reversed
PAY00000616,BILL00000616,2026-06-17,8295.62,ACH,Reversed
PAY00000617,BILL00000617,2026-05-08,18435.0,CHECK,Posted
PAY00000619,BILL00000619,2026-05-23,1435.86,CARD,Failed
PAY00000620,BILL00000620,2026-06-22,8161.28,ACH,Pending
PAY00000621,BILL00000621,2026-05-23,1303.8,ACH,Failed
PAY00000622,BILL00000622,2026-06-17,1151.24,ACH,Posted
PAY00000623,BILL00000623,2026-05-18,9027.3,CASH,Failed
PAY00000624,BILL00000624,2026-06-02,4831.36,CHECK,Posted
PAY00000625,BILL00000625,2026-05-23,8531.23,CASH,Failed
PAY00000626,BILL00000626,2026-06-07,2522.35,ACH,Posted
PAY00000627,BILL00000627,2026-05-03,9338.0,CHECK,Failed
PAY00000628,BILL00000628,2026-06-02,15603.43,CARD,Pending
PAY00000629,BILL00000629,2026-05-08,7410.09,ACH,Posted
PAY00000630,BILL00000630,2026-06-07,17189.81,CHECK,Failed
PAY00000631,BILL00000631,2026-05-18,1261.58,CASH,Posted
PAY00000632,BILL00000632,2026-06-07,21924.6,ACH,Reversed
PAY00000633,BILL00000633,2026-05-18,23023.61,ACH,Failed
PAY00000634,BILL00000634,2026-06-07,2797.25,CHECK,Failed
PAY00000635,BILL00000635,2026-05-23,7475.94,ACH,Posted
PAY00000636,BILL00000636,2026-06-22,8571.65,ACH,Failed
PAY00000637,BILL00000637,2026-05-18,11389.23,CARD,Pending
PAY00000638,BILL00000638,2026-06-22,7264.4,ACH,Posted
PAY00000639,BILL00000639,2026-05-18,12684.48,ACH,Posted
PAY00000640,BILL00000640,2026-06-22,17165.54,ACH,Failed
PAY00000641,BILL00000641,2026-05-08,17253.09,CHECK,Pending
PAY00000642,BILL00000642,2026-06-17,10704.91,CASH,Posted
PAY00000643,BILL00000643,2026-05-08,20111.55,ACH,Reversed
PAY00000644,BILL00000644,2026-06-17,12174.0,ACH,Pending
PAY00000645,BILL00000645,2026-05-23,11916.92,ACH,Posted
PAY00000646,BILL00000646,2026-06-07,12814.92,CARD,Pending
PAY00000647,BILL00000647,2026-05-08,11409.51,ACH,Reversed
PAY00000648,BILL00000648,2026-06-02,14159.07,ACH,Failed
PAY00000649,BILL00000649,2026-05-18,8873.11,CHECK,Posted
PAY00000650,BILL00000650,2026-06-22,3611.88,ACH,Failed
PAY00000651,BILL00000651,2026-06-02,6928.13,CASH,Pending
PAY00000653,BILL00000653,2026-05-08,18400.85,ACH,Failed
PAY00000654,BILL00000654,2026-06-07,20159.22,CARD,Posted
PAY00000655,BILL00000655,2026-05-08,3910.52,CASH,Posted
PAY00000656,BILL_BAD,2026-06-17,11266.75,CARD,Reversed
PAY00000657,BILL00000657,2026-05-18,9992.51,CARD,Failed
PAY00000658,BILL00000658,2026-06-22,8634.17,CASH,Pending
PAY00000659,BILL00000659,2026-05-08,6777.35,CARD,Failed
PAY00000660,BILL00000660,2026-06-22,995.73,ACH,Posted
PAY00000661,BILL00000661,2026-05-08,6789.57,CARD,Failed
PAY00000662,BILL00000662,2026-06-07,16112.63,CASH,Posted
PAY00000663,BILL00000663,2026-06-02,11893.58,CHECK,Posted
PAY00000664,BILL00000664,2026-06-07,17373.4,CHECK,Failed
PAY00000665,BILL00000665,2026-05-18,20785.46,ACH,Posted
PAY00000667,BILL00000667,2026-05-08,809.74,CHECK,Posted
PAY00000668,BILL00000668,2026-06-07,12583.3,CHECK,Reversed
PAY00000669,BILL00000669,2026-05-23,17878.38,CARD,Failed
PAY00000670,BILL00000670,2026-06-07,5334.41,CASH,Posted
PAY00000672,BILL00000672,2026-07-02,14322.74,ACH,Posted
PAY00000674,BILL00000674,2026-06-07,1683.1,ACH,Reversed
PAY00000675,BILL00000675,2026-06-02,11846.86,ACH,Failed
PAY00000677,BILL00000677,2026-06-02,8700.99,CASH,Pending
PAY00000678,BILL00000678,2026-06-07,182.77,ACH,Posted
PAY00000679,BILL00000679,2026-05-18,19796.04,ACH,Posted
PAY00000680,BILL00000680,2026-07-02,13153.36,CASH,Reversed
PAY00000682,BILL00000682,2026-06-22,16747.73,ACH,Posted
PAY00000683,BILL00000683,2026-05-18,12483.59,CASH,Reversed
PAY00000684,BILL00000684,2026-06-22,12593.04,ACH,Posted
PAY00000685,BILL00000685,2026-05-23,11676.45,CASH,Posted
PAY00000686,BILL00000686,2026-07-02,23708.56,CASH,Posted
PAY00000687,BILL00000687,2026-05-08,696.56,CARD,Pending
PAY00000688,BILL00000688,2026-06-02,14693.76,CASH,Posted
PAY00000689,BILL00000689,2026-05-23,7195.99,CASH,Pending
PAY00000690,BILL00000690,2026-06-02,18371.34,CASH,Pending
PAY00000692,BILL00000692,2026-06-17,7629.65,ACH,Pending
PAY00000693,BILL00000693,2026-05-18,15510.79,ACH,Pending
PAY00000694,BILL00000694,2026-06-22,7237.44,CARD,Pending
PAY00000695,BILL00000695,2026-06-02,1757.59,ACH,Posted
PAY00000696,BILL00000696,2026-06-22,5136.29,ACH,Reversed
PAY00000697,BILL00000697,2026-05-08,20237.83,CARD,Posted
PAY00000698,BILL00000698,2026-06-17,14411.3,CASH,Failed
PAY00000699,BILL00000699,2026-05-23,13856.79,CASH,Pending
PAY00000700,BILL00000700,2026-07-02,23340.17,CARD,Pending
PAY00000701,BILL00000701,2026-05-03,12915.4,CASH,Posted
PAY00000702,BILL00000702,2026-06-07,11488.6,ACH,Failed
PAY00000703,BILL00000703,2026-05-03,3732.85,ACH,Reversed
PAY00000704,BILL00000704,2026-07-02,8939.53,ACH,Pending
PAY00000705,BILL00000705,2026-05-03,5008.17,ACH,Posted
PAY00000706,BILL00000706,2026-06-22,10703.46,CHECK,Posted
PAY00000707,BILL00000707,2026-05-03,3528.47,CASH,Reversed
PAY00000708,BILL00000708,2026-06-02,2960.37,CARD,Posted
PAY00000709,BILL00000709,2026-06-02,18491.45,CARD,Posted
PAY00000710,BILL00000710,2026-06-02,20652.82,CHECK,Pending
PAY00000711,BILL00000711,2026-05-08,7560.89,ACH,Posted
PAY00000712,BILL00000712,2026-06-22,10211.77,ACH,Pending
PAY00000713,BILL00000713,2026-05-23,3040.45,CARD,Pending
PAY00000714,BILL00000714,2026-07-02,7231.2,ACH,Reversed
PAY00000715,BILL00000715,2026-06-02,18486.24,ACH,Posted
PAY00000716,BILL00000716,2026-06-07,11862.7,CASH,Reversed
PAY00000718,BILL00000718,2026-06-22,6176.74,ACH,Pending
PAY00000719,BILL00000719,2026-06-02,8987.51,ACH,Failed
PAY00000720,BILL00000720,2026-06-02,1101.1,CHECK,Posted
PAY00000721,BILL00000721,2026-06-02,6209.08,CHECK,Posted
PAY00000722,BILL00000722,2026-06-02,16935.75,ACH,Pending
PAY00000723,BILL00000723,2026-06-02,14469.46,ACH,Failed
PAY00000724,BILL00000724,2026-06-02,854.5,CARD,Posted
PAY00000726,BILL00000726,2026-06-17,15305.49,ACH,Posted
PAY00000727,BILL00000727,2026-05-23,2790.96,CASH,Reversed
PAY00000728,BILL00000728,2026-07-02,9347.19,ACH,Failed
PAY00000729,BILL00000729,2026-06-02,13102.9,CHECK,Reversed
PAY00000730,BILL00000730,2026-06-17,18599.7,ACH,Pending
PAY00000731,BILL00000731,2026-05-18,1572.32,CARD,Failed
PAY00000732,BILL00000732,2026-07-02,12883.47,CHECK,Failed
PAY00000733,BILL00000733,2026-05-18,4369.97,CHECK,Reversed
PAY00000734,BILL00000734,2026-06-22,4773.88,CHECK,Posted
PAY00000735,BILL00000735,2026-05-18,23584.57,ACH,Failed
PAY00000736,BILL00000736,2026-06-07,3531.4,ACH,Failed
PAY00000738,BILL00000738,2026-07-02,11842.14,CHECK,Pending
PAY00000739,BILL00000739,2026-06-02,4125.91,CHECK,Reversed
PAY00000740,BILL00000740,2026-06-17,18595.63,ACH,Reversed
PAY00000741,BILL00000741,2026-05-08,9695.13,CASH,Posted
PAY00000742,BILL00000742,2026-06-22,17323.53,CASH,Reversed
PAY00000743,BILL00000743,2026-05-03,20314.11,ACH,Failed
PAY00000744,BILL00000744,2026-06-22,20258.78,CASH,Pending
PAY00000745,BILL00000745,2026-06-02,6904.09,CASH,Posted
PAY00000746,BILL00000746,2026-06-17,16630.97,CARD,Pending
PAY00000748,BILL00000748,2026-06-02,8423.47,ACH,Pending
PAY00000749,BILL00000749,2026-05-08,8506.99,CASH,Pending
PAY00000750,BILL00000750,2026-06-07,14334.42,CARD,Posted
PAY00000751,BILL00000751,2026-05-03,22329.77,CARD,Posted
PAY00000752,BILL00000752,2026-06-07,13450.18,CASH,Reversed
PAY00000753,BILL00000753,2026-05-03,7859.37,ACH,Failed
PAY00000754,BILL00000754,2026-06-02,24310.51,ACH,Reversed
PAY00000755,BILL00000755,2026-05-23,11210.03,ACH,Posted
PAY00000756,BILL00000756,2026-06-07,5768.02,CARD,Posted
PAY00000757,BILL00000757,2026-06-02,19850.42,CASH,Reversed
PAY00000758,BILL00000758,2026-06-02,22428.06,ACH,Posted
PAY00000759,BILL00000759,2026-05-23,13036.3,ACH,Posted
PAY00000761,BILL00000761,2026-05-08,12864.41,CHECK,Failed
PAY00000762,BILL00000762,2026-06-02,10576.26,CASH,Posted
PAY00000763,BILL00000763,2026-05-03,3874.3,CASH,Reversed
PAY00000764,BILL00000764,2026-06-07,15977.77,ACH,Posted
PAY00000765,BILL00000765,2026-05-03,21264.63,ACH,Failed
PAY00000766,BILL00000766,2026-06-07,13049.24,ACH,Pending
PAY00000769,BILL00000769,2026-05-23,10409.85,CHECK,Posted
PAY00000770,BILL00000770,2026-06-07,12405.9,CARD,Posted
PAY00000771,BILL00000771,2026-05-18,7225.89,CHECK,Posted
PAY00000772,BILL00000772,2026-06-07,4080.04,CARD,Posted
PAY00000773,BILL00000773,2026-05-08,4397.25,ACH,Posted
PAY00000774,BILL00000774,2026-06-17,1431.31,ACH,Pending
PAY00000775,BILL00000775,2026-05-03,3246.64,ACH,Pending
PAY00000776,BILL00000776,2026-06-07,4868.13,CARD,Posted
PAY00000777,BILL00000777,2026-06-02,4124.49,CASH,Reversed
PAY00000778,BILL00000778,2026-06-17,707.75,CARD,Reversed
PAY00000779,BILL00000779,2026-05-18,3907.81,ACH,Posted
PAY00000780,BILL00000780,2026-07-02,23704.38,CHECK,Pending
PAY00000782,BILL00000782,2026-06-02,11284.52,ACH,Pending
PAY00000784,BILL00000784,2026-06-07,6910.83,ACH,Pending
PAY00000785,BILL00000785,2026-05-18,10511.5,ACH,Pending
PAY00000787,BILL00000787,2026-06-02,2912.22,CHECK,Posted
PAY00000788,BILL00000788,2026-06-22,21448.52,CASH,Posted
PAY00000789,BILL00000789,2026-05-08,3706.63,ACH,Reversed
PAY00000790,BILL00000790,2026-06-17,1601.07,CASH,Posted
PAY00000791,BILL00000791,2026-06-02,6342.35,CASH,Pending
PAY00000792,BILL00000792,2026-06-02,17368.44,ACH,Pending
PAY00000794,BILL00000794,2026-07-02,8373.5,ACH,Reversed
PAY00000795,BILL00000795,2026-05-08,6624.5,CARD,Failed
PAY00000798,BILL00000798,2026-06-02,12753.12,ACH,Posted
PAY00000799,BILL00000799,2026-05-08,9349.49,CARD,Posted
PAY00000800,BILL00000800,2026-06-17,8649.63,CARD,Reversed
PAY00000801,BILL00000801,2026-05-08,4891.2,ACH,Posted
PAY00000802,BILL00000802,2026-06-22,5064.14,ACH,Reversed
PAY00000803,BILL00000803,2026-05-18,8192.08,CARD,Failed
PAY00000804,BILL00000804,2026-06-17,10475.16,CASH,Posted
PAY00000805,BILL00000805,2026-05-18,3036.9,ACH,Reversed
PAY00000806,BILL00000806,2026-06-17,21515.74,CHECK,Posted
PAY00000807,BILL00000807,2026-05-03,17342.01,CARD,Pending
PAY00000808,BILL00000808,2026-06-22,3395.28,CARD,Failed
PAY00000809,BILL00000809,2026-05-23,9871.42,ACH,Reversed
PAY00000810,BILL00000810,2026-06-22,7371.85,ACH,Pending
PAY00000811,BILL00000811,2026-05-08,12196.26,CHECK,Pending
PAY00000812,BILL00000812,2026-07-02,7351.43,ACH,Pending
PAY00000813,BILL00000813,2026-05-03,13201.01,CASH,Posted
PAY00000814,BILL00000814,2026-07-02,14417.79,ACH,Posted
PAY00000815,BILL00000815,2026-06-02,5330.32,ACH,Pending
PAY00000816,BILL00000816,2026-06-07,3300.06,ACH,Pending
PAY00000817,BILL00000817,2026-05-23,21290.96,ACH,Reversed
PAY00000818,BILL00000818,2026-06-17,2852.53,CHECK,Failed
PAY00000819,BILL00000819,2026-05-23,10635.83,CASH,Failed
PAY00000820,BILL00000820,2026-06-07,23237.9,CASH,Posted
PAY00000821,BILL00000821,2026-06-02,18248.51,CHECK,Reversed
PAY00000822,BILL00000822,2026-06-17,4168.84,ACH,Posted
PAY00000823,BILL00000823,2026-05-23,15158.5,ACH,Pending
PAY00000824,BILL00000824,2026-07-02,10770.31,CHECK,Posted
PAY00000825,BILL00000825,2026-05-08,2935.53,ACH,Failed
PAY00000826,BILL00000826,2026-06-07,9022.39,ACH,Posted
PAY00000827,BILL00000827,2026-05-08,6001.35,ACH,Posted
PAY00000828,BILL00000828,2026-07-02,4532.69,CHECK,Posted
PAY00000829,BILL00000829,2026-05-08,11056.01,CARD,Failed
PAY00000830,BILL00000830,2026-06-22,2193.98,ACH,Reversed
PAY00000831,BILL00000831,2026-05-08,9408.82,ACH,Pending
PAY00000832,BILL00000832,2026-07-02,3431.75,ACH,Pending
PAY00000833,BILL00000833,2026-05-23,4357.17,CARD,Failed
PAY00000834,BILL00000834,2026-06-17,20954.48,CARD,Pending
PAY00000835,BILL00000835,2026-06-02,24845.77,ACH,Posted
PAY00000836,BILL00000836,2026-06-02,896.69,ACH,Pending
PAY00000837,BILL00000837,2026-05-18,23237.56,CARD,Posted
PAY00000838,BILL00000838,2026-06-07,11168.07,CARD,Failed
PAY00000839,BILL00000839,2026-05-08,2904.1,ACH,Reversed
PAY00000840,BILL00000840,2026-06-17,1786.69,CASH,Posted
PAY00000841,BILL00000841,2026-05-23,4475.97,CARD,Pending
PAY00000842,BILL00000842,2026-06-17,7662.51,CASH,Reversed
PAY00000843,BILL00000843,2026-05-08,3946.4,ACH,Pending
PAY00000844,BILL00000844,2026-06-02,12086.89,CASH,Posted
PAY00000845,BILL00000845,2026-05-18,22399.79,ACH,Posted
PAY00000846,BILL00000846,2026-06-22,13200.59,CASH,Posted
PAY00000847,BILL00000847,2026-05-03,14992.08,CASH,Posted
PAY00000848,BILL00000848,2026-06-02,4250.85,CASH,Posted
PAY00000849,BILL00000849,2026-05-08,758.09,ACH,Posted
PAY00000850,BILL00000850,2026-06-07,10202.51,ACH,Failed
PAY00000851,BILL00000851,2026-06-02,17962.99,CASH,Posted
PAY00000852,BILL00000852,2026-06-02,22831.0,CHECK,Failed
PAY00000853,BILL00000853,2026-05-03,444.79,CASH,Posted
PAY00000854,BILL00000854,2026-06-02,17830.21,CARD,Reversed
PAY00000855,BILL00000855,2026-05-03,21789.64,ACH,Pending
PAY00000856,BILL00000856,2026-06-07,11614.46,ACH,Pending
PAY00000857,BILL00000857,2026-05-23,3221.5,CHECK,Posted
PAY00000858,BILL00000858,2026-06-02,8631.09,CHECK,Reversed
PAY00000859,BILL00000859,2026-05-08,4343.95,CASH,Posted
PAY00000860,BILL00000860,2026-06-02,11384.76,CHECK,Posted
PAY00000861,BILL00000861,2026-05-08,18526.36,ACH,Pending
PAY00000863,BILL00000863,2026-05-08,18612.29,CASH,Posted
PAY00000864,BILL00000864,2026-06-17,3992.96,ACH,Reversed
PAY00000865,BILL00000865,2026-05-08,19156.52,ACH,Reversed
PAY00000866,BILL00000866,2026-07-02,8308.45,CARD,Pending
PAY00000867,BILL00000867,2026-05-08,1287.31,ACH,Posted
PAY00000870,BILL00000870,2026-06-02,10407.41,ACH,Posted
PAY00000871,BILL00000871,2026-05-18,14914.4,CARD,Reversed
PAY00000872,BILL00000872,2026-06-07,3964.19,CASH,Posted
PAY00000873,BILL00000873,2026-05-08,494.0,CHECK,Pending
PAY00000874,BILL00000874,2026-06-22,1442.87,ACH,Posted
PAY00000875,BILL00000875,2026-05-08,2913.49,CASH,Pending
PAY00000876,BILL00000876,2026-07-02,10698.65,ACH,Posted
PAY00000877,BILL00000877,2026-05-03,9989.27,ACH,Posted
PAY00000878,BILL00000878,2026-06-02,1665.48,ACH,Pending
PAY00000879,BILL00000879,2026-05-03,15142.42,ACH,Posted
PAY00000880,BILL00000880,2026-06-22,20861.02,ACH,Posted
PAY00000881,BILL00000881,2026-06-02,11413.13,CASH,Failed
PAY00000882,BILL00000882,2026-07-02,2670.76,CASH,Failed
PAY00000883,BILL00000883,2026-05-18,2281.69,CHECK,Posted
PAY00000885,BILL00000885,2026-05-23,172.35,CARD,Posted
PAY00000886,BILL00000886,2026-07-02,19906.7,ACH,Failed
PAY00000887,BILL00000887,2026-05-08,10092.16,CHECK,Pending
PAY00000889,BILL00000889,2026-06-02,14161.22,ACH,Pending
PAY00000890,BILL00000890,2026-06-17,2267.69,ACH,Reversed
PAY00000891,BILL00000891,2026-05-18,19943.55,CARD,Pending
PAY00000892,BILL00000892,2026-06-17,17027.19,ACH,Posted
PAY00000893,BILL00000893,2026-05-23,1472.15,ACH,Failed
PAY00000894,BILL00000894,2026-06-02,4626.89,CARD,Posted
PAY00000895,BILL00000895,2026-05-23,10471.27,CHECK,Reversed
PAY00000896,BILL00000896,2026-06-17,23030.13,CARD,Failed
