outage_id,site_id,asset_id,outage_start_ts,outage_end_ts,outage_type,cause_code,customers_affected,estimated_energy_not_served_mwh,outage_status,duration_hours
OUT0000203,SITE0010,AST000080,2026-02-05 05:00:25,2026-02-08 05:00:25,Planned,Storm,4858,82.661,Closed,72.0
OUT0000204,SITE0024,AST000198,2026-03-29 23:39:59,2026-03-30 01:39:59,Weather,Unknown,16481,198.15,Closed,2.0
OUT0000205,SITE0014,AST000116,2026-04-24 04:44:25,2026-04-27 04:44:25,Planned,Storm,15001,258.341,Open,72.0
OUT0000206,SITE0024,AST000205,2026-04-07 04:51:55,2026-04-08 04:51:55,Forced,Equipment Failure,7775,147.413,Investigating,24.0
OUT0000207,SITE0003,AST000019,2026-04-02 14:38:37,2026-04-03 14:38:37,Weather,Storm,8006,229.403,Closed,24.0
OUT0000208,SITE0018,AST000148,2026-04-09 22:11:59,2026-04-10 06:11:59,Planned,Unknown,13400,134.445,Closed,8.0
OUT0000209,SITE0024,AST000199,2026-05-26 22:11:38,2026-05-27 22:11:38,Forced,Unknown,4262,107.869,Open,24.0
OUT0000210,SITE0003,AST000020,2026-02-05 10:43:50,2026-02-05 11:43:50,Planned,Protection Trip,6292,28.704,Investigating,1.0
OUT0000211,SITE0026,AST000213,2026-03-16 10:00:03,2026-03-19 10:00:03,Forced,Unknown,1977,21.818,Closed,72.0
OUT0000212,SITE0023,AST000193,2026-02-16 03:36:50,2026-02-16 07:36:50,Forced,Protection Trip,17807,295.461,Investigating,4.0
OUT0000213,SITE0019,AST000160,2026-04-03 22:26:15,2026-04-04 10:26:15,Weather,Equipment Failure,10339,334.389,Open,12.0
OUT0000214,SITE0018,AST000149,2026-04-01 13:13:50,2026-04-01 14:13:50,Forced,Unknown,3935,216.727,Closed,1.0
OUT0000215,SITE0016,AST000136,2026-02-14 04:50:23,2026-02-14 05:50:23,Weather,Protection Trip,5946,53.373,Open,1.0
OUT0000216,SITE0004,AST000024,2026-03-01 03:44:46,2026-03-01 11:44:46,Weather,Unknown,13250,329.557,Open,8.0
OUT0000217,SITE0008,AST000064,2026-03-19 13:30:44,2026-03-19 14:00:44,Grid Event,Protection Trip,13340,96.741,Closed,0.5
OUT0000218,SITE0008,AST000061,2026-03-01 17:33:38,2026-03-02 17:33:38,Forced,Unknown,8948,52.152,Closed,24.0
OUT0000219,SITE0019,AST000161,2026-01-08 23:49:39,2026-01-09 11:49:39,Forced,Equipment Failure,11668,181.375,Open,12.0
OUT0000220,SITE0030,AST000255,2026-05-02 16:24:45,2026-05-03 16:24:45,Forced,Maintenance,4968,135.805,Closed,24.0
OUT0000221,SITE0024,AST000201,2026-05-28 02:16:27,2026-05-29 02:16:27,Grid Event,Protection Trip,14967,59.407,Closed,24.0
OUT0000222,SITE0013,AST000109,2026-04-07 21:02:50,2026-04-08 05:02:50,Weather,Storm,4447,186.617,Closed,8.0
OUT0000223,SITE0004,AST000025,2026-01-16 16:28:25,2026-01-17 16:28:25,Forced,Unknown,3210,8.581,Closed,24.0
OUT0000224,SITE0030,AST000249,2026-01-01 10:35:36,2026-01-01 12:35:36,Grid Event,Storm,4703,301.346,Closed,2.0
OUT0000225,SITE0018,AST000149,2026-04-08 08:53:58,2026-04-08 09:53:58,Grid Event,Protection Trip,13315,188.203,Investigating,1.0
OUT0000226,SITE0007,AST000053,2026-05-18 17:30:31,2026-05-18 18:00:31,Weather,Maintenance,6102,292.243,Closed,0.5
OUT0000227,SITE0005,AST000033,2026-02-28 22:02:49,2026-03-01 22:02:49,Weather,Protection Trip,11127,104.28,Closed,24.0
OUT0000228,SITE0021,AST000181,2026-04-14 02:30:24,2026-04-14 14:30:24,Weather,Protection Trip,3224,196.367,Closed,12.0
OUT0000229,SITE0005,AST000039,2026-05-21 03:17:01,2026-05-21 07:17:01,Forced,Maintenance,13243,105.129,Closed,4.0
OUT0000230,SITE0019,AST000159,2026-05-12 02:35:30,2026-05-13 02:35:30,Forced,Unknown,14633,198.945,Open,24.0
OUT0000231,SITE0019,AST000157,2026-02-13 19:23:24,2026-02-14 19:23:24,Planned,Unknown,5641,207.911,Closed,24.0
OUT0000232,SITE0013,AST000107,2026-03-13 12:54:29,2026-03-13 13:54:29,Forced,Equipment Failure,12283,67.901,Closed,1.0
OUT0000233,SITE0020,AST000166,2026-04-25 21:41:54,2026-04-26 09:41:54,Planned,Unknown,14053,242.899,Open,12.0
OUT0000234,SITE0004,AST000028,2026-05-10 13:28:07,2026-05-13 13:28:07,Grid Event,Equipment Failure,4008,128.08,Open,72.0
OUT0000235,SITE0026,AST000214,2026-01-25 22:21:39,2026-01-26 22:21:39,Planned,Unknown,10239,76.124,Closed,24.0
OUT0000236,SITE0018,AST_UNKNOWN,2026-01-30 01:14:06,2026-01-30 02:14:06,Weather,Storm,13637,215.363,Closed,1.0
OUT0000237,SITE0028,AST000237,2026-01-08 13:25:12,2026-01-08 13:55:12,Planned,Maintenance,9184,268.929,Closed,0.5
OUT0000238,SITE0030,AST000253,2026-01-18 20:13:35,2026-01-18 20:43:35,Forced,Storm,5318,180.222,Closed,0.5
OUT0000239,SITE0019,AST000162,2026-05-29 09:33:15,2026-05-31 09:33:15,Planned,Protection Trip,1496,148.568,Investigating,48.0
OUT0000240,SITE0003,AST000017,2026-02-21 08:17:40,2026-02-22 08:17:40,Weather,Unknown,281,303.639,Closed,24.0
OUT0000241,SITE0026,AST000213,2026-05-25 19:36:42,2026-05-28 19:36:42,Forced,Equipment Failure,13705,144.345,Open,72.0
OUT0000242,SITE0020,AST000163,2026-04-03 17:05:16,2026-04-03 19:05:16,Weather,Equipment Failure,3792,341.958,Investigating,2.0
OUT0000243,SITE0012,AST000099,2026-03-26 07:12:20,2026-03-29 07:12:20,Weather,Equipment Failure,13936,16.5,Closed,72.0
OUT0000244,SITE0001,AST000006,2026-04-17 22:59:35,2026-04-20 22:59:35,Grid Event,Protection Trip,13703,279.834,Closed,72.0
OUT0000245,SITE0006,AST000043,2026-04-27 00:43:52,2026-04-27 12:43:52,Forced,Unknown,15309,73.56,Closed,12.0
OUT0000246,SITE0011,AST000086,2026-01-04 05:52:07,2026-01-04 06:52:07,Weather,Equipment Failure,11534,75.893,Closed,1.0
OUT0000247,SITE0010,AST000083,2026-03-12 00:52:57,2026-03-12 04:52:57,Weather,Maintenance,3440,171.17,Open,4.0
OUT0000248,SITE0016,AST000133,2026-02-07 10:17:59,2026-02-07 14:17:59,Forced,Storm,4377,311.106,Open,4.0
OUT0000249,SITE0010,AST000082,2026-03-16 15:49:55,,Grid Event,Protection Trip,17797,279.658,Investigating,
OUT0000250,SITE0014,AST000117,2026-05-26 04:04:17,2026-05-26 06:04:17,Forced,Unknown,1847,188.388,Investigating,2.0
OUT0000251,SITE0017,AST000139,2026-01-24 23:56:45,2026-01-27 23:56:45,Forced,Storm,653,142.605,Closed,72.0
OUT0000252,SITE0029,AST000245,2026-05-23 11:52:10,2026-05-24 11:52:10,Grid Event,Maintenance,334,238.042,Investigating,24.0
OUT0000253,SITE0005,AST000033,2026-04-01 08:00:16,2026-04-01 08:30:16,Grid Event,Protection Trip,7565,49.256,Closed,0.5
OUT0000254,SITE0030,AST000254,2026-03-20 20:21:41,2026-03-21 04:21:41,Forced,Unknown,15638,208.942,Investigating,8.0
OUT0000255,SITE0009,AST000074,2026-05-06 02:10:49,2026-05-08 02:10:49,Forced,Protection Trip,7749,83.641,Closed,48.0
OUT0000256,SITE0008,AST000061,2026-01-27 05:04:36,2026-01-27 05:34:36,Planned,Storm,1430,178.149,Closed,0.5
OUT0000257,SITE0019,AST000158,2026-04-09 05:28:43,2026-04-10 05:28:43,Grid Event,Protection Trip,8572,251.533,Open,24.0
OUT0000258,SITE0020,AST000167,2026-04-22 21:01:46,2026-04-23 01:01:46,Grid Event,Maintenance,3166,256.187,Open,4.0
OUT0000259,SITE0011,AST000085,2026-05-19 14:13:57,2026-05-21 14:13:57,Weather,Protection Trip,3449,147.558,Closed,48.0
OUT0000260,SITE0014,AST000115,2026-01-10 06:38:27,2026-01-11 06:38:27,Forced,Equipment Failure,8689,106.339,Closed,24.0
OUT0000261,SITE0029,AST000241,2026-03-30 14:26:54,2026-03-30 15:26:54,Planned,Protection Trip,2262,26.987,Closed,1.0
OUT0000262,SITE0026,AST000217,2026-02-01 14:09:06,2026-02-04 14:09:06,Forced,Protection Trip,2599,13.621,Closed,72.0
OUT0000263,SITE0012,AST000097,2026-02-06 22:52:54,2026-02-06 23:52:54,Planned,Unknown,5219,9.37,Closed,1.0
OUT0000264,SITE0024,AST000205,2026-01-10 10:12:28,2026-01-10 14:12:28,Weather,Protection Trip,2778,314.795,Closed,4.0
OUT0000265,SITE0015,AST000119,2026-04-08 04:19:57,2026-04-08 04:49:57,Forced,Unknown,4950,102.032,Closed,0.5
OUT0000266,SITE0009,AST000074,2026-03-01 10:51:28,2026-03-01 12:51:28,Forced,Unknown,13866,178.409,Investigating,2.0
OUT0000267,SITE0026,AST000220,2026-01-07 08:14:03,2026-01-07 08:44:03,Grid Event,Unknown,3548,152.057,Closed,0.5
OUT0000268,SITE0026,AST000219,2026-05-25 12:08:14,2026-05-25 20:08:14,Forced,Unknown,6217,127.588,Investigating,8.0
OUT0000269,SITE0010,AST000076,2026-01-13 10:40:27,2026-01-14 10:40:27,Forced,Maintenance,9006,335.958,Closed,24.0
OUT0000270,SITE0017,AST000144,2026-05-30 06:41:20,2026-05-30 18:41:20,Grid Event,Storm,8351,311.344,Closed,12.0
OUT0000271,SITE0021,AST000175,2026-02-15 19:21:46,2026-02-18 19:21:46,Weather,Unknown,11220,233.595,Open,72.0
OUT0000272,SITE_BAD,AST000074,2026-02-03 05:09:36,2026-02-03 17:09:36,Grid Event,Unknown,11075,239.121,Closed,12.0
OUT0000273,SITE0024,AST000201,2026-01-12 00:26:36,2026-01-12 04:26:36,Planned,Protection Trip,8664,273.262,Closed,4.0
OUT0000274,SITE0029,AST000241,2026-03-03 22:18:22,2026-03-04 02:18:22,Weather,Unknown,16031,77.745,Investigating,4.0
OUT0000275,SITE0017,AST000141,2026-03-09 10:51:39,2026-03-09 14:51:39,Forced,Equipment Failure,9162,235.809,Closed,4.0
OUT0000276,SITE0011,AST000089,2026-04-28 11:40:54,2026-04-28 12:40:54,Planned,Unknown,14192,22.871,Open,1.0
OUT0000277,SITE0009,AST000072,2026-05-24 21:17:07,2026-05-26 21:17:07,Planned,Equipment Failure,11562,286.168,Open,48.0
OUT0000278,SITE0021,AST000174,2026-04-12 14:02:13,2026-04-12 14:32:13,Weather,Unknown,5273,94.198,Closed,0.5
OUT0000279,SITE0007,AST000051,2026-04-27 16:13:06,2026-04-30 16:13:06,Forced,Unknown,13930,336.348,Closed,72.0
OUT0000280,SITE0019,AST000160,2026-05-17 16:31:16,2026-05-17 20:31:16,Forced,Storm,12485,113.794,Investigating,4.0
OUT0000281,SITE0027,AST000229,2026-05-06 23:01:35,2026-05-07 03:01:35,Weather,Protection Trip,1733,190.81,Closed,4.0
OUT0000282,SITE0016,AST000136,2026-03-02 01:58:48,,Grid Event,Maintenance,11770,177.3,Closed,
OUT0000283,SITE0020,AST000171,2026-03-19 08:31:44,2026-03-19 20:31:44,Forced,Storm,14789,135.254,Investigating,12.0
OUT0000284,SITE0021,AST000173,2026-01-23 22:05:54,2026-01-23 23:05:54,Planned,Protection Trip,10484,153.482,Investigating,1.0
OUT0000285,SITE0026,AST000219,2026-02-15 17:50:42,2026-02-16 01:50:42,Forced,Storm,13239,254.294,Closed,8.0
OUT0000286,SITE0005,AST000035,2026-05-23 20:37:45,2026-05-26 20:37:45,Weather,Storm,4480,82.079,Open,72.0
OUT0000287,SITE0021,AST000174,2026-05-15 20:26:35,2026-05-15 21:26:35,Forced,Storm,1673,232.135,Investigating,1.0
OUT0000288,SITE0015,AST000122,2026-02-17 10:58:54,2026-02-17 12:58:54,Grid Event,Equipment Failure,15461,322.975,Investigating,2.0
OUT0000289,SITE0014,AST000118,2026-02-04 11:02:48,2026-02-07 11:02:48,Forced,Storm,11539,120.347,Closed,72.0
OUT0000290,SITE0004,AST000029,2026-05-12 01:28:31,2026-05-12 13:28:31,Weather,Maintenance,15529,318.699,Investigating,12.0
OUT0000291,SITE0007,AST000057,2026-05-02 13:33:58,2026-05-03 01:33:58,Forced,Maintenance,14976,318.873,Investigating,12.0
OUT0000292,SITE0029,AST000247,2026-01-23 21:39:23,2026-01-24 09:39:23,Planned,Unknown,15330,233.716,Open,12.0
OUT0000293,SITE0021,AST000176,2026-01-22 15:14:00,2026-01-25 15:14:00,Forced,Equipment Failure,12183,130.128,Open,72.0
OUT0000294,SITE0003,AST000018,2026-03-09 08:11:33,2026-03-11 08:11:33,Forced,Storm,5144,38.805,Open,48.0
OUT0000295,SITE0024,AST000199,2026-03-25 14:52:47,2026-03-25 15:52:47,Grid Event,Equipment Failure,8376,266.935,Closed,1.0
OUT0000296,SITE0009,AST000068,2026-01-27 01:41:24,2026-01-27 13:41:24,Forced,Equipment Failure,7909,66.416,Closed,12.0
OUT0000297,SITE0026,AST000220,2026-01-27 22:44:49,2026-01-28 06:44:49,Weather,Protection Trip,10547,297.124,Closed,8.0
OUT0000298,SITE0019,AST000157,2026-04-09 14:50:54,2026-04-12 14:50:54,Forced,Protection Trip,15808,3.029,Open,72.0
OUT0000299,SITE0030,AST000253,2026-02-27 13:23:49,2026-02-27 13:53:49,Forced,Maintenance,16119,151.83,Closed,0.5
OUT0000300,SITE0003,AST000016,2026-02-18 16:00:05,,Planned,Maintenance,12815,263.893,Closed,
OUT0000301,SITE0020,AST000163,2026-02-14 18:44:26,2026-02-14 19:14:26,Planned,Maintenance,5271,5.581,Open,0.5
OUT0000302,SITE0018,AST000153,2026-02-11 05:37:28,2026-02-11 17:37:28,Planned,Unknown,4442,82.046,Closed,12.0
OUT0000303,SITE0027,AST000232,2026-02-14 01:59:31,2026-02-14 09:59:31,Forced,Protection Trip,261,70.032,Closed,8.0
OUT0000304,SITE0014,AST000111,2026-05-19 08:37:44,2026-05-22 08:37:44,Forced,Maintenance,14791,49.069,Investigating,72.0
OUT0000305,SITE0019,AST000156,2026-04-07 11:53:10,2026-04-10 11:53:10,Weather,Equipment Failure,788,285.209,Open,72.0
OUT0000306,SITE0011,AST000087,2026-04-20 06:38:33,2026-04-20 07:38:33,Planned,Maintenance,10558,247.517,Closed,1.0
OUT0000307,SITE0030,AST000254,2026-03-31 10:03:47,2026-03-31 14:03:47,Forced,Maintenance,17792,1.988,Open,4.0
OUT0000308,SITE0015,AST000123,2026-04-26 03:52:01,2026-04-26 07:52:01,Planned,Storm,5780,178.243,Closed,4.0
OUT0000309,SITE0016,AST000127,2026-05-05 04:03:10,2026-05-08 04:03:10,Weather,Protection Trip,2901,87.918,Open,72.0
OUT0000310,SITE0001,AST000005,2026-02-14 02:18:23,2026-02-16 02:18:23,Weather,Protection Trip,11262,163.144,Closed,48.0
OUT0000311,SITE0006,AST000045,2026-04-10 10:53:43,2026-04-10 11:23:43,Forced,Storm,12704,341.997,Investigating,0.5
OUT0000312,SITE0005,AST000041,2026-04-30 23:14:22,2026-05-03 23:14:22,Weather,Storm,16336,77.325,Closed,72.0
OUT0000313,SITE0026,AST000222,2026-01-31 00:38:23,2026-01-31 01:38:23,Forced,Unknown,6334,133.082,Closed,1.0
OUT0000314,SITE0024,AST000199,2026-01-05 13:58:00,2026-01-07 13:58:00,Forced,Unknown,8367,184.926,Investigating,48.0
OUT0000315,SITE0027,AST000232,2026-04-11 08:47:18,2026-04-14 08:47:18,Grid Event,Maintenance,9697,254.268,Closed,72.0
OUT0000316,SITE0025,AST000211,2026-02-09 04:23:47,,Planned,Equipment Failure,16981,231.177,Closed,
OUT0000317,SITE0025,AST000206,2026-01-23 05:58:28,2026-01-25 05:58:28,Planned,Equipment Failure,3942,69.15,Investigating,48.0
OUT0000318,SITE0011,AST000087,2026-02-05 01:47:28,2026-02-05 13:47:28,Forced,Maintenance,5438,183.277,Closed,12.0
OUT0000319,SITE0027,AST000232,2026-05-06 14:00:50,2026-05-06 22:00:50,Forced,Protection Trip,1351,40.665,Open,8.0
OUT0000320,SITE0003,AST_UNKNOWN,2026-03-20 04:29:49,2026-03-20 12:29:49,Forced,Equipment Failure,8102,221.913,Open,8.0
OUT0000321,SITE0016,AST000133,2026-03-23 08:21:49,2026-03-23 12:21:49,Forced,Protection Trip,2294,205.366,Closed,4.0
OUT0000322,SITE0020,AST000163,2026-01-01 07:10:26,2026-01-02 07:10:26,Forced,Equipment Failure,11154,154.771,Open,24.0
OUT0000323,SITE0020,AST000168,2026-05-07 21:13:26,2026-05-09 21:13:26,Forced,Unknown,8835,347.474,Closed,48.0
OUT0000324,SITE0002,AST000009,2026-04-11 20:13:20,2026-04-11 20:43:20,Forced,Maintenance,13033,45.72,Investigating,0.5
OUT0000325,SITE0016,AST000129,2026-01-16 06:50:23,2026-01-18 06:50:23,Forced,Maintenance,6839,250.822,Open,48.0
OUT0000326,SITE0013,AST000107,2026-03-08 05:10:29,2026-03-11 05:10:29,Forced,Protection Trip,12296,173.245,Closed,72.0
OUT0000327,SITE0003,AST000017,2026-05-30 01:57:35,2026-06-02 01:57:35,Weather,Equipment Failure,12602,233.312,Open,72.0
OUT0000328,SITE0023,AST000196,2026-05-18 13:14:13,2026-05-21 13:14:13,Grid Event,Maintenance,11299,211.247,Closed,72.0
OUT0000329,SITE0007,AST000055,2026-01-28 22:15:13,2026-01-30 22:15:13,Grid Event,Equipment Failure,14941,180.725,Open,48.0
OUT0000330,SITE0001,AST000005,2026-01-11 19:41:40,2026-01-11 20:41:40,Planned,Maintenance,896,230.014,Open,1.0
OUT0000331,SITE0002,AST000014,2026-03-11 03:05:06,2026-03-11 04:05:06,Forced,Maintenance,13229,182.722,Investigating,1.0
OUT0000332,SITE0028,AST000237,2026-03-09 18:45:20,2026-03-12 18:45:20,Weather,Unknown,17932,192.241,Closed,72.0
OUT0000333,SITE0011,AST000087,2026-02-15 23:13:23,2026-02-16 00:13:23,Forced,Maintenance,9264,111.28,Closed,1.0
OUT0000334,SITE0026,AST000217,2026-04-01 20:33:36,2026-04-01 22:33:36,Forced,Unknown,9874,175.694,Closed,2.0
OUT0000335,SITE0004,AST000029,2026-03-29 02:02:33,2026-04-01 02:02:33,Forced,Unknown,8184,164.702,Closed,72.0
OUT0000336,SITE0003,AST000022,2026-04-16 14:26:45,2026-04-16 18:26:45,Forced,Storm,11627,277.923,Open,4.0
OUT0000337,SITE0021,AST000180,2026-01-15 10:38:20,2026-01-16 10:38:20,Planned,Maintenance,1766,16.638,Investigating,24.0
OUT0000338,SITE0003,AST000023,2026-03-28 13:12:42,2026-03-28 21:12:42,Forced,Equipment Failure,5147,177.868,Closed,8.0
OUT0000339,SITE0021,AST000175,2026-03-17 06:21:58,2026-03-20 06:21:58,Forced,Equipment Failure,6781,230.432,Closed,72.0
OUT0000340,SITE0029,AST000241,2026-01-07 17:42:35,2026-01-10 17:42:35,Forced,Maintenance,13211,222.592,Open,72.0
OUT0000341,SITE0012,AST000097,2026-02-16 06:45:56,2026-02-16 08:45:56,Grid Event,Equipment Failure,62,223.559,Closed,2.0
OUT0000342,SITE0022,AST000184,2026-03-09 15:08:04,2026-03-09 23:08:04,Planned,Protection Trip,10315,151.449,Investigating,8.0
OUT0000343,SITE0025,AST000209,2026-01-09 14:17:11,2026-01-09 14:47:11,Weather,Unknown,5036,32.823,Closed,0.5
OUT0000344,SITE0001,AST000003,2026-01-26 07:54:24,2026-01-27 07:54:24,Grid Event,Unknown,15198,228.566,Closed,24.0
OUT0000345,SITE0010,AST000082,2026-03-05 13:03:47,2026-03-05 17:03:47,Grid Event,Storm,10349,300.206,Investigating,4.0
OUT0000346,SITE0029,AST000241,2026-02-17 05:17:04,2026-02-19 05:17:04,Forced,Equipment Failure,4570,117.407,Open,48.0
OUT0000347,SITE0012,AST000095,2026-03-27 10:16:48,2026-03-28 10:16:48,Planned,Maintenance,10950,194.372,Closed,24.0
OUT0000348,SITE0024,AST000200,2026-04-14 21:52:46,2026-04-15 01:52:46,Weather,Protection Trip,2571,344.161,Closed,4.0
OUT0000349,SITE0017,AST000141,2026-02-20 05:30:58,2026-02-22 05:30:58,Planned,Protection Trip,6684,52.613,Investigating,48.0
OUT0000350,SITE0017,AST000138,2026-03-27 18:50:30,2026-03-27 19:20:30,Grid Event,Protection Trip,11009,124.538,Open,0.5
OUT0000351,SITE0015,AST000120,2026-02-28 01:02:24,2026-02-28 13:02:24,Grid Event,Maintenance,4918,186.396,Closed,12.0
OUT0000352,SITE0018,AST000149,2026-01-20 10:39:07,2026-01-20 11:39:07,Forced,Unknown,13370,103.339,Open,1.0
OUT0000353,SITE0020,AST000169,2026-03-02 12:54:02,2026-03-03 00:54:02,Forced,Storm,6334,51.619,Open,12.0
OUT0000354,SITE0007,AST000057,2026-03-12 15:10:29,2026-03-12 16:10:29,Grid Event,Equipment Failure,12469,138.866,Closed,1.0
OUT0000355,SITE0023,AST000191,2026-05-13 18:50:07,2026-05-15 18:50:07,Grid Event,Equipment Failure,10388,285.878,Closed,48.0
OUT0000356,SITE0008,AST_UNKNOWN,2026-04-03 18:53:00,2026-04-04 06:53:00,Forced,Equipment Failure,11167,269.471,Investigating,12.0
OUT0000357,SITE0029,AST000242,2026-04-25 09:34:17,2026-04-25 10:04:17,Grid Event,Equipment Failure,10717,74.08,Open,0.5
OUT0000358,SITE0007,AST000056,2026-05-26 13:43:04,,Weather,Maintenance,8001,165.925,Open,
OUT0000359,SITE0016,AST000133,2026-02-18 09:25:23,2026-02-19 09:25:23,Planned,Unknown,1049,272.971,Open,24.0
OUT0000360,SITE0008,AST000065,2026-05-03 03:03:56,2026-05-03 07:03:56,Forced,Equipment Failure,11330,349.64,Closed,4.0
OUT0000361,SITE0021,AST000173,2026-05-02 03:31:05,2026-05-02 05:31:05,Forced,Storm,3319,49.458,Open,2.0
OUT0000362,SITE0022,AST000186,2026-01-09 15:23:29,2026-01-10 03:23:29,Forced,Unknown,7117,213.393,Open,12.0
OUT0000363,SITE0019,AST000160,2026-01-29 15:23:36,2026-01-30 15:23:36,Weather,Equipment Failure,1889,105.744,Closed,24.0
OUT0000364,SITE0014,AST000114,2026-05-16 12:43:08,2026-05-17 00:43:08,Weather,Unknown,2503,161.712,Closed,12.0
OUT0000365,SITE0022,AST000184,2026-02-27 05:43:41,2026-03-01 05:43:41,Planned,Unknown,16893,317.402,Closed,48.0
OUT0000366,SITE0030,AST000254,2026-05-27 22:05:59,2026-05-28 00:05:59,Forced,Maintenance,6243,319.566,Closed,2.0
OUT0000367,SITE0009,AST000074,2026-02-15 02:09:25,2026-02-17 02:09:25,Grid Event,Maintenance,11289,0.304,Open,48.0
OUT0000368,SITE0001,AST000005,2026-05-04 03:11:12,2026-05-06 03:11:12,Planned,Unknown,1740,323.575,Closed,48.0
OUT0000369,SITE0009,AST000068,2026-02-13 13:06:36,2026-02-14 13:06:36,Weather,Equipment Failure,15412,115.862,Closed,24.0
OUT0000370,SITE0028,AST000236,2026-05-04 15:40:56,2026-05-05 15:40:56,Planned,Maintenance,12569,92.176,Investigating,24.0
OUT0000371,SITE0022,AST000186,2026-03-19 14:12:41,2026-03-19 22:12:41,Grid Event,Protection Trip,17541,280.544,Closed,8.0
OUT0000372,SITE0030,AST000255,2026-05-12 23:02:26,2026-05-13 07:02:26,Weather,Storm,10070,227.538,Investigating,8.0
OUT0000373,SITE0001,AST000003,2026-01-02 04:12:40,2026-01-02 16:12:40,Grid Event,Storm,9113,12.847,Investigating,12.0
OUT0000374,SITE0027,AST000224,2026-05-22 20:17:20,2026-05-24 20:17:20,Weather,Maintenance,13129,33.608,Closed,48.0
OUT0000375,SITE0002,AST000009,2026-02-18 11:55:57,2026-02-18 12:25:57,Grid Event,Storm,641,279.383,Closed,0.5
OUT0000376,SITE0027,AST000228,2026-01-07 16:33:20,2026-01-08 16:33:20,Weather,Equipment Failure,15187,61.807,Closed,24.0
OUT0000377,SITE0001,AST000003,2026-03-26 22:04:08,2026-03-29 22:04:08,Forced,Protection Trip,13841,277.519,Closed,72.0
OUT0000378,SITE0014,AST000118,2026-01-16 12:24:17,2026-01-16 20:24:17,Weather,Storm,1940,299.352,Closed,8.0
OUT0000379,SITE0002,AST000009,2026-03-11 20:08:59,2026-03-13 20:08:59,Weather,Equipment Failure,15221,291.213,Closed,48.0
OUT0000380,SITE0019,AST000161,2026-01-30 02:24:01,2026-01-30 10:24:01,Weather,Unknown,2968,224.712,Investigating,8.0
OUT0000381,SITE0007,AST000050,2026-01-15 11:49:29,2026-01-18 11:49:29,Planned,Protection Trip,2198,136.926,Investigating,72.0
OUT0000382,SITE0008,AST000064,2026-01-14 00:46:05,2026-01-14 02:46:05,Grid Event,Protection Trip,13090,29.651,Investigating,2.0
OUT0000383,SITE0005,AST000034,2026-01-07 12:56:10,2026-01-08 12:56:10,Grid Event,Equipment Failure,4841,216.735,Investigating,24.0
OUT0000384,SITE0025,AST000211,2026-05-02 05:14:57,2026-05-02 07:14:57,Planned,Storm,8066,287.31,Investigating,2.0
OUT0000385,SITE0003,AST000018,2026-05-12 15:34:32,2026-05-15 15:34:32,Planned,Equipment Failure,8955,171.115,Closed,72.0
OUT0000386,SITE0005,AST000035,2026-04-04 03:04:54,2026-04-05 03:04:54,Forced,Maintenance,15975,73.166,Closed,24.0
OUT0000387,SITE0020,AST000168,2026-01-17 14:50:18,2026-01-17 15:20:18,Forced,Equipment Failure,6213,7.192,Closed,0.5
OUT0000388,SITE0026,AST000213,2026-02-06 03:26:07,2026-02-07 03:26:07,Forced,Equipment Failure,14891,318.864,Closed,24.0
OUT0000389,SITE0007,AST000055,2026-04-06 02:59:36,2026-04-09 02:59:36,Planned,Unknown,1496,37.22,Closed,72.0
OUT0000390,SITE0020,AST000164,2026-02-06 23:17:04,2026-02-07 23:17:04,Forced,Maintenance,14085,22.488,Closed,24.0
OUT0000391,SITE0020,AST000166,2026-05-17 01:59:36,2026-05-17 13:59:36,Planned,Unknown,14733,309.432,Closed,12.0
OUT0000392,SITE0005,AST000039,2026-01-15 07:46:54,2026-01-15 19:46:54,Grid Event,Storm,3196,207.437,Closed,12.0
OUT0000393,SITE0008,AST000059,2026-05-24 23:53:03,2026-05-26 23:53:03,Forced,Unknown,14414,135.651,Closed,48.0
OUT0000394,SITE0017,AST000144,2026-05-17 17:41:54,2026-05-17 21:41:54,Forced,Storm,5344,233.138,Investigating,4.0
OUT0000395,SITE0001,AST000003,2026-05-30 03:45:42,2026-06-02 03:45:42,Planned,Protection Trip,7483,204.844,Open,72.0
OUT0000396,SITE0024,AST000199,2026-02-13 11:21:21,2026-02-13 23:21:21,Weather,Maintenance,6689,131.75,Open,12.0
OUT0000397,SITE0020,AST000165,2026-03-12 09:54:34,2026-03-13 09:54:34,Weather,Maintenance,3823,165.135,Investigating,24.0
OUT0000398,SITE0016,AST000134,2026-03-31 10:12:20,2026-04-01 10:12:20,Forced,Unknown,6397,141.345,Closed,24.0
OUT0000399,SITE0020,AST000165,2026-05-20 14:22:49,2026-05-22 14:22:49,Planned,Unknown,9169,71.696,Investigating,48.0
OUT0000400,SITE0024,AST000199,2026-03-20 07:16:04,2026-03-20 11:16:04,Planned,Unknown,10670,191.959,Closed,4.0
OUT0000401,SITE0002,AST000015,2026-05-12 20:39:38,2026-05-13 08:39:38,Forced,Protection Trip,12898,1.576,Closed,12.0
OUT0000402,SITE0006,AST000043,2026-04-08 22:20:28,2026-04-09 10:20:28,Weather,Equipment Failure,4133,95.986,Closed,12.0
OUT0000403,SITE0017,AST000140,2026-05-10 03:50:36,2026-05-10 04:50:36,Grid Event,Storm,6653,25.12,Closed,1.0
