customer_tariff_id,customer_id,tariff_id,effective_start_date,effective_end_date
CT0000536,CUST0000536,TAR004,2025-05-28,
CT0000537,CUST0000537,TAR001,2025-01-14,
CT0000538,CUST0000538,TAR003,2025-11-19,
CT0000539,CUST0000539,TAR005,2025-10-02,
CT0000540,CUST0000540,TAR005,2025-08-17,
CT0000541,CUST0000541,TAR001,2025-03-28,
CT0000542,CUST0000542,TAR001,2025-01-19,
CT0000543,CUST0000543,TAR001,2025-11-29,
CT0000544,CUST0000544,TAR001,2025-10-09,
CT0000545,CUST0000545,TAR005,2025-08-10,
CT0000546,CUST0000546,TAR005,2025-09-16,
CT0000547,CUST0000547,TAR004,2025-12-28,
CT0000548,CUST0000548,TAR005,2025-04-19,
CT0000549,CUST0000549,TAR002,2025-06-08,
CT0000550,CUST0000550,TAR004,2025-08-19,
CT0000551,CUST0000551,TAR005,2025-07-22,
CT0000552,CUST0000552,TAR004,2025-04-11,
CT0000553,CUST0000553,TAR004,2025-11-17,
CT0000554,CUST0000554,TAR004,2025-07-13,
CT0000555,CUST0000555,TAR002,2025-05-19,
CT0000556,CUST0000556,TAR004,2025-10-21,
CT0000557,CUST0000557,TAR004,2025-01-19,
CT0000558,CUST0000558,TAR002,2025-10-07,
CT0000559,CUST0000559,TAR005,2025-01-05,
CT0000560,CUST0000560,TAR004,2025-07-18,
CT0000561,CUST0000561,TAR001,2025-06-19,
CT0000562,CUST0000562,TAR001,2025-01-08,
CT0000563,CUST0000563,TAR004,2025-08-01,
CT0000564,CUST0000564,TAR002,2025-10-02,
CT0000565,CUST0000565,TAR004,2025-08-28,
CT0000566,CUST0000566,TAR002,2025-01-10,
CT0000567,CUST0000567,TAR003,2025-05-28,
CT0000568,CUST0000568,TAR005,2025-04-23,
CT0000569,CUST0000569,TAR002,2025-06-11,
CT0000570,CUST0000570,TAR001,2025-05-21,
CT0000571,CUST0000571,TAR005,2025-11-24,
CT0000572,CUST0000572,TAR004,2025-08-07,
CT0000573,CUST0000573,TAR005,2025-12-10,
CT0000574,CUST0000574,TAR001,2025-05-30,
CT0000575,CUST0000575,TAR005,2025-12-29,
CT0000576,CUST0000576,TAR001,2025-06-28,
CT0000577,CUST0000577,TAR002,2025-09-01,
CT0000578,CUST0000578,TAR005,2025-12-23,
CT0000579,CUST0000579,TAR005,2025-10-18,
CT0000580,CUST0000580,TAR002,2025-10-13,
CT0000581,CUST0000581,TAR003,2025-03-26,
CT0000582,CUST0000582,TAR001,2025-03-21,
CT0000583,CUST0000583,TAR005,2025-04-17,
CT0000584,CUST0000584,TAR001,2025-10-01,
CT0000585,CUST0000585,TAR004,2025-02-23,
CT0000586,CUST0000586,TAR002,2025-03-15,
CT0000587,CUST0000587,TAR004,2025-11-05,
CT0000588,CUST0000588,TAR004,2025-04-18,
CT0000589,CUST0000589,TAR005,2025-02-15,
CT0000590,CUST0000590,TAR001,2025-09-26,
CT0000591,CUST0000591,TAR003,2025-01-20,
CT0000592,CUST0000592,TAR003,2025-09-16,
CT0000593,CUST0000593,TAR002,2025-12-03,
CT0000594,CUST0000594,TAR002,2025-09-02,
CT0000595,CUST0000595,TAR002,2025-05-30,
CT0000596,CUST0000596,TAR003,2025-09-04,
CT0000597,CUST0000597,TAR002,2025-05-19,
CT0000598,CUST0000598,TAR005,2025-04-04,
CT0000599,CUST0000599,TAR005,2025-01-09,
CT0000600,CUST0000600,TAR001,2025-05-10,
CT0000601,CUST0000601,TAR002,2025-08-10,
CT0000602,CUST0000602,TAR005,2025-11-13,
CT0000603,CUST0000603,TAR002,2025-10-31,
CT0000604,CUST0000604,TAR003,2025-11-04,
CT0000605,CUST0000605,TAR002,2025-11-01,
CT0000606,CUST0000606,TAR003,2025-02-28,
CT0000607,CUST0000607,TAR001,2025-08-25,
CT0000608,CUST0000608,TAR003,2025-12-24,
CT0000609,CUST0000609,TAR003,2025-08-26,
CT0000610,CUST0000610,TAR005,2025-03-09,
CT0000611,CUST0000611,TAR001,2025-11-02,
CT0000612,CUST0000612,TAR004,2025-06-24,
CT0000613,CUST0000613,TAR002,2025-06-30,
CT0000614,CUST0000614,TAR005,2025-06-20,
CT0000615,CUST0000615,TAR004,2025-02-11,
CT0000616,CUST0000616,TAR003,2025-01-22,
CT0000617,CUST0000617,TAR005,2025-06-26,
CT0000618,CUST0000618,TAR002,2025-12-01,
CT0000619,CUST0000619,TAR001,2025-11-22,
CT0000620,CUST0000620,TAR003,2025-09-15,
CT0000621,CUST0000621,TAR001,2025-03-08,
CT0000622,CUST0000622,TAR004,2025-11-27,
CT0000623,CUST0000623,TAR005,2025-04-21,
CT0000624,CUST0000624,TAR001,2025-02-20,
CT0000625,CUST0000625,TAR003,2025-04-28,
CT0000626,CUST0000626,TAR003,2025-03-18,
CT0000627,CUST0000627,TAR005,2025-08-16,
CT0000628,CUST0000628,TAR005,2025-04-22,
CT0000629,CUST0000629,TAR001,2025-02-21,
CT0000630,CUST0000630,TAR005,2025-04-14,
CT0000631,CUST0000631,TAR002,2026-01-01,
CT0000632,CUST0000632,TAR003,2025-07-06,
CT0000633,CUST0000633,TAR003,2025-09-22,
CT0000634,CUST0000634,TAR003,2025-09-27,
CT0000635,CUST0000635,TAR003,2025-02-17,
CT0000636,CUST0000636,TAR001,2025-01-23,
CT0000637,CUST0000637,TAR001,2025-12-09,
CT0000638,CUST0000638,TAR002,2025-01-29,
CT0000639,CUST0000639,TAR001,2025-02-18,
CT0000640,CUST0000640,TAR001,2025-01-27,
CT0000641,CUST0000641,TAR003,2025-06-29,
CT0000642,CUST0000642,TAR005,2025-11-08,
CT0000643,CUST0000643,TAR003,2025-09-05,
CT0000644,CUST0000644,TAR001,2025-10-25,
CT0000645,CUST0000645,TAR004,2025-05-20,
CT0000646,CUST0000646,TAR003,2025-09-10,
CT0000647,CUST0000647,TAR001,2025-12-15,
CT0000648,CUST0000648,TAR003,2025-03-14,
CT0000649,CUST0000649,TAR005,2025-06-30,
CT0000650,CUST0000650,TAR004,2025-06-27,
CT0000651,CUST0000651,TAR003,2025-04-11,
CT0000652,CUST0000652,TAR004,2025-12-12,
CT0000653,CUST0000653,TAR002,2025-02-15,
CT0000654,CUST0000654,TAR001,2025-04-30,
CT0000655,CUST0000655,TAR001,2025-03-15,
CT0000656,CUST0000656,TAR004,2025-08-24,
CT0000657,CUST0000657,TAR004,2025-05-06,
CT0000658,CUST0000658,TAR004,2025-07-10,
CT0000659,CUST0000659,TAR005,2025-06-23,
CT0000660,CUST0000660,TAR003,2025-01-14,
CT0000661,CUST0000661,TAR004,2025-08-18,
CT0000662,CUST0000662,TAR004,2025-11-10,
CT0000663,CUST0000663,TAR005,2025-09-10,
CT0000664,CUST0000664,TAR005,2025-06-03,
CT0000665,CUST0000665,TAR005,2025-09-01,
CT0000666,CUST0000666,TAR002,2025-09-11,
CT0000667,CUST0000667,TAR005,2025-09-25,
CT0000668,CUST0000668,TAR001,2025-08-18,
CT0000669,CUST0000669,TAR005,2025-02-08,
CT0000670,CUST0000670,TAR005,2025-10-13,
CT0000671,CUST0000671,TAR002,2025-12-07,
CT0000672,CUST0000672,TAR004,2025-03-02,
CT0000673,CUST0000673,TAR001,2025-08-28,
CT0000674,CUST0000674,TAR004,2025-08-24,
CT0000675,CUST0000675,TAR004,2025-08-11,
CT0000676,CUST0000676,TAR001,2025-06-05,
CT0000677,CUST0000677,TAR001,2025-11-13,
CT0000678,CUST0000678,TAR002,2025-07-11,
CT0000679,CUST0000679,TAR003,2025-11-14,
CT0000680,CUST0000680,TAR004,2025-02-28,
CT0000681,CUST0000681,TAR001,2025-07-05,
CT0000682,CUST0000682,TAR001,2025-04-02,
CT0000683,CUST0000683,TAR002,2025-08-20,
CT0000684,CUST0000684,TAR005,2025-02-16,
CT0000685,CUST0000685,TAR001,2025-01-18,
CT0000686,CUST0000686,TAR003,2025-04-22,
CT0000687,CUST0000687,TAR001,2025-05-09,
CT0000688,CUST0000688,TAR004,2025-03-22,
CT0000689,CUST0000689,TAR001,2025-05-09,
CT0000690,CUST0000690,TAR005,2025-05-23,
CT0000691,CUST0000691,TAR001,2025-02-09,
CT0000692,CUST0000692,TAR001,2025-06-11,
CT0000693,CUST0000693,TAR001,2025-12-05,
CT0000694,CUST0000694,TAR001,2025-08-31,
CT0000695,CUST0000695,TAR003,2025-09-07,
CT0000696,CUST0000696,TAR003,2025-01-04,
CT0000697,CUST0000697,TAR002,2025-02-27,
CT0000698,CUST0000698,TAR005,2025-01-16,
CT0000699,CUST0000699,TAR001,2025-12-13,
CT0000700,CUST0000700,TAR002,2025-09-03,
CT0000701,CUST0000701,TAR002,2025-08-23,
CT0000702,CUST0000702,TAR001,2025-07-04,
CT0000703,CUST0000703,TAR005,2025-02-19,
CT0000704,CUST0000704,TAR004,2025-05-26,
CT0000705,CUST0000705,TAR005,2025-10-23,
CT0000706,CUST0000706,TAR001,2025-08-03,
CT0000707,CUST0000707,TAR005,2025-12-23,
CT0000708,CUST0000708,TAR004,2025-04-23,
CT0000709,CUST0000709,TAR004,2025-10-07,
CT0000710,CUST0000710,TAR004,2025-10-26,
CT0000711,CUST0000711,TAR005,2025-12-19,
CT0000712,CUST0000712,TAR003,2025-07-08,
CT0000713,CUST0000713,TAR001,2025-04-24,
CT0000714,CUST0000714,TAR002,2025-05-17,
CT0000715,CUST0000715,TAR005,2025-02-22,
CT0000716,CUST0000716,TAR001,2025-08-27,
CT0000717,CUST0000717,TAR005,2025-08-04,
CT0000718,CUST0000718,TAR003,2025-10-07,
CT0000719,CUST0000719,TAR002,2025-06-18,
CT0000720,CUST0000720,TAR004,2025-10-22,
CT0000721,CUST0000721,TAR002,2025-01-25,
CT0000722,CUST0000722,TAR002,2025-01-17,
CT0000723,CUST0000723,TAR003,2025-12-17,
CT0000724,CUST0000724,TAR004,2026-01-01,
CT0000725,CUST0000725,TAR001,2025-09-01,
CT0000726,CUST0000726,TAR004,2025-07-06,
CT0000727,CUST0000727,TAR001,2025-07-08,
CT0000728,CUST0000728,TAR001,2025-02-03,
CT0000729,CUST0000729,TAR001,2025-03-07,
CT0000730,CUST0000730,TAR004,2025-01-09,
CT0000731,CUST0000731,TAR003,2025-09-15,
CT0000732,CUST0000732,TAR003,2025-01-17,
CT0000733,CUST0000733,TAR004,2025-07-15,
CT0000734,CUST0000734,TAR004,2025-05-10,
CT0000735,CUST0000735,TAR005,2025-03-24,
CT0000736,CUST0000736,TAR005,2025-06-30,
CT0000737,CUST0000737,TAR002,2025-08-30,
CT0000738,CUST0000738,TAR005,2025-02-18,
CT0000739,CUST0000739,TAR003,2025-12-17,
CT0000740,CUST0000740,TAR004,2025-04-18,
CT0000741,CUST0000741,TAR003,2026-01-01,
CT0000742,CUST0000742,TAR001,2025-06-06,
CT0000743,CUST0000743,TAR005,2025-11-21,
CT0000744,CUST0000744,TAR005,2025-10-13,
CT0000745,CUST0000745,TAR004,2025-03-12,
CT0000746,CUST0000746,TAR003,2025-02-03,
CT0000747,CUST0000747,TAR005,2025-05-22,
CT0000748,CUST0000748,TAR003,2025-06-16,
CT0000749,CUST0000749,TAR001,2025-06-01,
CT0000750,CUST0000750,TAR003,2025-11-30,
CT0000751,CUST0000751,TAR005,2025-05-23,
CT0000752,CUST0000752,TAR003,2025-11-08,
CT0000753,CUST0000753,TAR002,2025-06-09,
CT0000754,CUST0000754,TAR004,2025-03-05,
CT0000755,CUST0000755,TAR002,2025-02-22,
CT0000756,CUST0000756,TAR005,2025-10-19,
CT0000757,CUST0000757,TAR004,2025-11-12,
CT0000758,CUST0000758,TAR003,2025-02-18,
CT0000759,CUST0000759,TAR005,2025-11-25,
CT0000760,CUST0000760,TAR002,2025-01-11,
CT0000761,CUST0000761,TAR002,2025-09-02,
CT0000762,CUST0000762,TAR004,2025-10-15,
CT0000763,CUST0000763,TAR003,2025-02-23,
CT0000764,CUST0000764,TAR005,2025-03-01,
CT0000765,CUST0000765,TAR002,2025-12-14,
CT0000766,CUST0000766,TAR001,2025-03-01,
CT0000767,CUST0000767,TAR004,2025-12-10,
CT0000768,CUST0000768,TAR003,2025-04-01,
CT0000769,CUST0000769,TAR004,2025-06-13,
CT0000770,CUST0000770,TAR002,2025-04-16,
CT0000771,CUST0000771,TAR005,2025-03-20,
CT0000772,CUST0000772,TAR001,2025-05-26,
CT0000773,CUST0000773,TAR002,2025-05-29,
CT0000774,CUST0000774,TAR004,2025-04-09,
CT0000775,CUST0000775,TAR003,2025-01-30,
CT0000776,CUST0000776,TAR003,2025-02-09,
CT0000777,CUST0000777,TAR004,2025-10-07,
CT0000778,CUST0000778,TAR004,2025-07-24,
CT0000779,CUST0000779,TAR005,2025-06-17,
CT0000780,CUST0000780,TAR004,2025-12-30,
CT0000781,CUST0000781,TAR004,2025-08-03,
CT0000782,CUST0000782,TAR002,2025-02-26,
CT0000783,CUST0000783,TAR003,2025-10-21,
CT0000784,CUST0000784,TAR003,2025-06-12,
CT0000785,CUST0000785,TAR004,2025-12-08,
CT0000786,CUST0000786,TAR004,2025-03-26,
CT0000787,CUST0000787,TAR002,2025-06-13,
CT0000788,CUST0000788,TAR002,2025-04-14,
CT0000789,CUST0000789,TAR001,2025-06-16,
CT0000790,CUST0000790,TAR004,2025-09-24,
CT0000791,CUST0000791,TAR005,2025-11-16,
CT0000792,CUST0000792,TAR004,2025-11-10,
CT0000793,CUST0000793,TAR003,2025-08-22,
CT0000794,CUST0000794,TAR001,2025-05-27,
CT0000795,CUST0000795,TAR001,2025-04-16,
CT0000796,CUST0000796,TAR003,2025-02-26,
CT0000797,CUST0000797,TAR001,2025-07-26,
CT0000798,CUST0000798,TAR001,2025-06-05,
CT0000799,CUST0000799,TAR002,2025-08-18,
CT0000800,CUST0000800,TAR002,2025-06-24,
