bill_id,customer_id,billing_month,bill_date,due_date,energy_charge,demand_charge,fixed_charge,tax_amount,total_amount,bill_status
BILL00000224,CUST0000112,2026-05-01,2026-05-28,2026-06-17,1360.98,209.38,52.35,122.14,1744.84,Open
BILL00000225,CUST0000113,2026-04-01,2026-04-28,2026-05-18,18204.16,2800.64,700.16,1633.71,23338.67,Paid
BILL00000226,CUST0000113,2026-05-01,2026-05-28,2026-06-17,18890.14,2906.18,726.54,1695.27,24218.13,Past Due
BILL00000227,CUST0000114,2026-04-01,2026-04-28,2026-05-18,3019.28,464.5,116.13,270.96,3870.87,Past Due
BILL00000228,CUST0000114,2026-05-01,2026-05-28,2026-06-17,16772.31,2580.36,645.09,1505.21,21502.96,Cancelled
BILL00000229,CUST0000115,2026-04-01,2026-04-28,2026-05-18,11825.45,1819.3,454.83,1061.26,15160.84,Cancelled
BILL00000230,CUST0000115,2026-05-01,2026-05-28,2026-06-17,5537.87,851.98,212.99,496.99,7099.83,Paid
BILL00000231,CUST0000116,2026-04-01,2026-04-28,2026-05-18,644.62,99.17,24.79,57.85,826.43,Cancelled
BILL00000232,CUST0000116,2026-05-01,2026-05-28,2026-06-17,7049.82,1084.59,271.15,632.68,9038.23,Cancelled
BILL00000233,CUST0000117,2026-04-01,2026-04-28,2026-05-18,13597.27,2091.89,522.97,1220.27,17432.4,Open
BILL00000234,CUST0000117,2026-05-01,2026-05-28,2026-06-17,13136.69,2021.03,505.26,1178.93,16841.92,Open
BILL00000235,CUST0000118,2026-04-01,2026-04-28,2026-05-18,7751.54,1192.54,298.14,695.65,9937.87,Open
BILL00000236,CUST0000118,2026-05-01,2026-05-28,2026-06-17,7005.56,1077.78,269.44,628.7,8981.48,Open
BILL00000237,CUST0000119,2026-04-01,2026-04-28,2026-05-18,13947.76,2145.81,536.45,1251.72,17881.74,Cancelled
BILL00000238,CUST0000119,2026-05-01,2026-05-28,2026-06-17,14237.43,2190.37,547.59,1277.72,18253.11,Paid
BILL00000239,CUST0000120,2026-04-01,2026-04-28,2026-05-18,14714.33,2263.74,565.94,1320.52,18864.53,Open
BILL00000240,CUST0000120,2026-05-01,2026-05-28,2026-06-17,16848.82,2592.13,648.03,1512.07,21601.05,Past Due
BILL00000241,CUST0000121,2026-04-01,2026-04-28,2026-05-18,2804.77,431.5,107.88,251.71,3595.87,Open
BILL00000242,CUST0000121,2026-05-01,2026-05-28,2026-06-17,18091.67,2783.33,695.83,1623.61,23194.45,Open
BILL00000243,CUST0000122,2026-04-01,2026-04-28,2026-05-18,12035.64,1851.64,462.91,1080.12,15430.31,Past Due
BILL00000244,CUST0000122,2026-05-01,2026-05-28,2026-06-17,4590.92,706.3,176.57,412.01,5885.8,Open
BILL00000245,CUST0000123,2026-04-01,2026-04-28,2026-05-18,14854.86,2285.36,571.34,1333.13,19044.69,Open
BILL00000246,CUST0000123,2026-05-01,2026-05-28,2026-06-17,16186.26,2490.19,622.55,1452.61,20751.61,Cancelled
BILL00000247,CUST0000124,2026-04-01,2026-04-28,2026-05-18,18095.39,2783.91,695.98,1623.94,23199.21,Paid
BILL00000248,CUST0000124,2026-05-01,2026-05-28,2026-06-17,443.72,68.27,17.07,39.82,568.88,Open
BILL00000249,CUST0000125,2026-04-01,2026-04-28,2026-05-18,11649.68,1792.26,448.06,1045.48,14935.49,Open
BILL00000250,CUST0000125,2026-05-01,2026-05-28,2026-06-17,12126.18,1865.57,466.39,1088.25,15546.39,Open
BILL00000251,CUST0000126,2026-04-01,2026-04-28,2026-05-18,3799.48,584.54,146.13,340.98,4871.13,Open
BILL00000252,CUST0000126,2026-05-01,2026-05-28,2026-06-17,2149.22,330.65,82.66,192.88,2755.42,Cancelled
BILL00000253,CUST0000127,2026-04-01,2026-04-28,2026-05-18,4291.38,660.21,165.05,385.12,5501.77,Open
BILL00000254,CUST0000127,2026-05-01,2026-05-28,2026-06-17,3510.93,540.14,135.04,315.08,4501.2,Open
BILL00000255,CUST0000128,2026-04-01,2026-04-28,2026-05-18,2058.03,316.62,79.15,184.69,2638.5,Cancelled
BILL00000256,CUST0000128,2026-05-01,2026-05-28,2026-06-17,7571.57,1164.86,291.21,679.5,9707.14,Open
BILL00000257,CUST0000129,2026-04-01,2026-04-28,2026-05-18,17969.73,2764.57,691.14,1612.67,23038.11,Past Due
BILL00000258,CUST0000129,2026-05-01,2026-05-28,2026-06-17,19470.05,2995.39,748.85,1747.31,24961.6,Past Due
BILL00000259,CUST0000130,2026-04-01,2026-04-28,2026-05-18,6151.53,946.39,236.6,552.06,7886.57,Past Due
BILL00000260,CUST0000130,2026-05-01,2026-05-28,2026-06-17,12249.9,1884.6,471.15,1099.35,15705.0,Cancelled
BILL00000261,CUST0000131,2026-04-01,2026-04-28,2026-05-18,14491.32,2229.43,557.36,1300.5,18578.61,Past Due
BILL00000262,CUST0000131,2026-05-01,2026-05-28,2026-06-17,10996.03,1691.7,422.92,986.82,14097.47,Open
BILL00000263,CUST0000132,2026-04-01,2026-04-28,2026-05-18,19030.91,2927.83,731.96,1707.9,24398.6,Past Due
BILL00000264,CUST0000132,2026-05-01,2026-05-28,2026-06-17,11964.56,1840.7,460.18,1073.74,15339.17,Open
BILL00000265,CUST0000133,2026-04-01,2026-04-28,2026-05-18,5586.68,859.49,214.87,501.37,7162.42,Paid
BILL00000266,CUST0000133,2026-05-01,2026-05-28,2026-06-17,7075.6,1088.55,272.14,634.99,9071.28,Paid
BILL00000267,CUST0000134,2026-04-01,2026-04-28,2026-05-18,18201.2,2800.18,700.05,1633.44,23334.87,Cancelled
BILL00000268,CUST0000134,2026-05-01,2026-05-28,2026-06-17,11137.57,1713.47,428.37,999.53,14278.93,Past Due
BILL00000269,CUST0000135,2026-04-01,2026-04-28,2026-05-18,1980.91,304.76,76.19,177.77,2539.63,Past Due
BILL00000270,CUST0000135,2026-05-01,2026-05-28,2026-06-17,6336.17,974.8,243.7,568.63,8123.3,Past Due
BILL00000271,CUST0000136,2026-04-01,2026-04-28,2026-05-18,4914.33,756.05,189.01,441.03,6300.43,Past Due
BILL00000272,CUST0000136,2026-05-01,2026-05-28,2026-06-17,6973.73,1072.88,268.22,625.85,8940.68,Open
BILL00000273,CUST0000137,2026-04-01,2026-04-28,2026-05-18,2528.68,389.03,97.26,226.93,3241.9,Cancelled
BILL00000274,CUST0000137,2026-05-01,2026-05-28,2026-06-17,1498.98,230.61,57.65,134.52,1921.77,Open
BILL00000275,CUST0000138,2026-04-01,2026-04-28,2026-05-18,6770.32,1041.59,260.4,607.59,8679.9,Open
BILL00000276,CUST0000138,2026-05-01,2026-05-28,2026-06-17,5901.81,907.97,226.99,529.65,7566.43,Paid
BILL00000277,CUST0000139,2026-04-01,2026-04-28,2026-05-18,17125.65,2634.71,658.68,1536.92,21955.96,Open
BILL00000278,CUST0000139,2026-05-01,2026-05-28,2026-06-17,7892.67,1214.26,303.56,708.32,10118.81,Open
BILL00000279,CUST0000140,2026-04-01,2026-04-28,2026-05-18,505.47,77.77,19.44,45.36,648.04,Cancelled
BILL00000280,CUST0000140,2026-05-01,2026-05-28,2026-06-17,11233.3,1728.2,432.05,1008.12,14401.66,Cancelled
BILL00000281,CUST0000141,2026-04-01,2026-04-28,2026-05-18,10045.53,1545.47,386.37,901.52,12878.88,Open
BILL00000282,CUST0000141,2026-05-01,2026-05-28,2026-06-17,12197.08,1876.47,469.12,1094.61,15637.29,Open
BILL00000283,CUST0000142,2026-04-01,2026-04-28,2026-05-18,10402.13,1600.33,400.08,933.52,13336.06,Cancelled
BILL00000284,CUST0000142,2026-05-01,2026-05-28,2026-06-17,13559.54,2086.08,521.52,1216.88,17384.02,Open
BILL00000285,CUST0000143,2026-04-01,2026-04-28,2026-05-18,12724.87,1957.67,489.42,1141.98,16313.94,Open
BILL00000286,CUST0000143,2026-05-01,2026-05-28,2026-06-17,16344.45,2514.53,628.63,1466.81,20954.42,Paid
BILL00000287,CUST0000144,2026-04-01,2026-04-28,2026-05-18,15738.16,2421.26,605.31,1412.4,20177.13,Paid
BILL00000288,CUST0000144,2026-05-01,2026-05-28,2026-06-17,14833.12,2282.02,570.5,1331.18,19016.82,Paid
BILL00000289,CUST0000145,2026-04-01,2026-04-28,2026-05-18,2752.41,423.45,105.86,247.01,3528.74,Open
BILL00000290,CUST0000145,2026-05-01,2026-05-28,2026-06-17,11837.78,1821.2,455.3,1062.37,15176.65,Paid
BILL00000291,CUST0000146,2026-04-01,2026-04-28,2026-05-18,8946.13,1376.33,344.08,802.86,11469.4,Open
BILL00000292,CUST0000146,2026-05-01,2026-05-28,2026-06-17,15548.42,2392.06,598.02,1395.37,19933.87,Open
BILL00000293,CUST0000147,2026-04-01,2026-04-28,2026-05-18,9168.05,1410.47,352.62,822.77,11753.91,Open
BILL00000294,CUST0000147,2026-05-01,2026-05-28,2026-06-17,8413.83,1294.44,323.61,755.09,10786.96,Past Due
BILL00000295,CUST0000148,2026-04-01,2026-04-28,2026-05-18,17411.28,2678.66,669.66,1562.55,22322.15,Past Due
BILL00000296,CUST0000148,2026-05-01,2026-05-28,2026-06-17,7738.46,1190.53,297.63,694.48,9921.1,Cancelled
BILL00000297,CUST0000149,2026-04-01,2026-04-28,2026-05-18,4041.11,621.71,155.43,362.66,5180.91,Open
BILL00000298,CUST0000149,2026-05-01,2026-05-28,2026-06-17,4326.77,665.66,166.41,388.3,5547.15,Open
BILL00000299,CUST0000150,2026-04-01,2026-04-28,2026-05-18,3860.69,593.95,148.49,346.47,4949.61,Open
BILL00000300,CUST0000150,2026-05-01,2026-05-28,2026-06-17,1897.82,291.97,72.99,170.32,2433.1,Past Due
BILL00000301,CUST0000151,2026-04-01,2026-04-28,2026-05-18,14488.89,2229.06,557.27,1300.29,18575.5,Cancelled
BILL00000302,CUST0000151,2026-05-01,2026-05-28,2026-06-17,12630.08,1943.09,485.77,1133.47,16192.41,Open
BILL00000303,CUST0000152,2026-04-01,2026-04-28,2026-05-18,19023.66,2926.72,731.68,1707.25,24389.31,Open
BILL00000304,CUST0000152,2026-05-01,2026-05-28,2026-06-17,7141.93,1098.76,274.69,640.94,9156.32,Open
BILL00000305,CUST0000153,2026-04-01,2026-04-28,2026-05-18,4825.31,742.36,185.59,433.04,6186.3,Open
BILL00000306,CUST0000153,2026-05-01,2026-05-28,2026-06-17,19246.55,2961.01,740.25,1727.25,24675.06,Open
BILL00000307,CUST0000154,2026-04-01,2026-04-28,2026-05-18,17435.18,2682.34,670.58,1564.7,22352.79,Open
BILL00000308,CUST0000154,2026-05-01,2026-05-28,2026-06-17,11482.23,1766.5,441.62,1030.46,14720.81,Cancelled
BILL00000309,CUST0000155,2026-04-01,2026-04-28,2026-05-18,12727.7,1958.11,489.53,1142.23,16317.57,Paid
BILL00000310,CUST0000155,2026-05-01,2026-05-28,2026-06-17,1120.7,172.41,43.1,100.58,1436.79,Open
BILL00000311,CUST0000156,2026-04-01,2026-04-28,2026-05-18,18020.92,2772.45,693.11,1617.26,23103.75,Past Due
BILL00000312,CUST0000156,2026-05-01,2026-05-28,2026-06-17,17439.85,2683.05,670.76,1565.11,22358.78,Paid
BILL00000313,CUST0000157,2026-04-01,2026-04-28,2026-05-18,14571.11,2241.71,560.43,1307.66,18680.91,Open
BILL00000314,CUST0000157,2026-05-01,2026-05-28,2026-06-17,5869.71,903.03,225.76,526.77,7525.27,Open
BILL00000315,CUST0000158,2026-04-01,2026-04-28,2026-05-18,14016.75,2156.42,539.11,1257.91,17970.19,Open
BILL00000316,CUST0000158,2026-05-01,2026-05-28,2026-06-17,13703.29,2108.2,527.05,1229.78,17568.32,Paid
BILL00000317,CUST0000159,2026-04-01,2026-04-28,2026-05-18,9466.6,1456.4,364.1,849.57,12136.66,Past Due
BILL00000318,CUST0000159,2026-05-01,2026-05-28,2026-06-17,9679.39,1489.14,372.28,868.66,12409.47,Past Due
BILL00000319,CUST0000160,2026-04-01,2026-04-28,2026-05-18,10070.72,1549.34,387.34,903.78,12911.18,Open
BILL00000320,CUST0000160,2026-05-01,2026-05-28,2026-06-17,750.49,115.46,28.86,67.35,962.16,Open
BILL00000321,CUST0000161,2026-04-01,2026-04-28,2026-05-18,5653.55,869.78,217.44,507.37,7248.15,Paid
BILL00000322,CUST0000161,2026-05-01,2026-05-28,2026-06-17,12355.2,1900.8,475.2,1108.8,15839.99,Open
BILL00000323,CUST0000162,2026-04-01,2026-04-28,2026-05-18,10259.24,1578.34,394.59,920.7,13152.87,Cancelled
BILL00000324,CUST0000162,2026-05-01,2026-05-28,2026-06-17,925.59,142.4,35.6,83.07,1186.66,Past Due
BILL00000325,CUST0000163,2026-04-01,2026-04-28,2026-05-18,6863.64,1055.94,263.99,615.97,8799.53,Open
BILL00000326,CUST0000163,2026-05-01,2026-05-28,2026-06-17,18240.98,2806.3,701.58,1637.01,23385.87,Paid
BILL00000327,CUST0000164,2026-04-01,2026-04-28,2026-05-18,10030.02,1543.08,385.77,900.13,12859.0,Cancelled
BILL00000328,CUST0000164,2026-05-01,2026-05-28,2026-06-17,8088.74,1244.42,311.11,725.91,10370.18,Open
BILL00000329,CUST0000165,2026-04-01,2026-04-28,2026-05-18,18002.7,2769.65,692.41,1615.63,23080.38,Paid
BILL00000330,CUST0000165,2026-05-01,2026-05-28,2026-06-17,12517.59,1925.78,481.45,1123.37,16048.19,Cancelled
BILL00000331,CUST0000166,2026-04-01,2026-04-28,2026-05-18,18218.39,2802.83,700.71,1634.98,23356.91,Open
BILL00000332,CUST0000166,2026-05-01,2026-05-28,2026-06-17,16616.09,2556.32,639.08,1491.19,21302.68,Open
BILL00000333,CUST0000167,2026-04-01,2026-04-28,2026-05-18,933.18,143.57,35.89,83.75,1196.38,Cancelled
BILL00000334,CUST0000167,2026-05-01,2026-05-28,2026-06-17,5694.5,876.08,219.02,511.05,7300.64,Open
BILL00000335,CUST0000168,2026-04-01,2026-04-28,2026-05-18,5400.59,830.86,207.71,484.67,6923.83,Paid
BILL00000336,CUST0000168,2026-05-01,2026-05-28,2026-06-17,14015.22,2156.19,539.05,1257.78,17968.23,Open
BILL00000337,CUST0000169,2026-04-01,2026-04-28,2026-05-18,6753.67,1039.03,259.76,606.1,8658.55,Past Due
BILL00000338,CUST0000169,2026-05-01,2026-05-28,2026-06-17,1834.91,282.29,70.57,164.67,2352.44,Open
BILL00000339,CUST0000170,2026-04-01,2026-04-28,2026-05-18,5506.76,847.19,211.8,494.2,7059.95,Open
BILL00000340,CUST0000170,2026-05-01,2026-05-28,2026-06-17,14968.48,2302.84,575.71,1343.33,19190.36,Open
BILL00000341,CUST0000171,2026-04-01,2026-04-28,2026-05-18,10514.79,1617.66,404.41,943.63,13480.5,Cancelled
BILL00000342,CUST0000171,2026-05-01,2026-05-28,2026-06-17,10278.32,1581.28,395.32,922.41,13177.33,Open
BILL00000343,CUST0000172,2026-04-01,2026-04-28,2026-05-18,16122.58,2480.4,620.1,1446.9,20669.97,Cancelled
BILL00000344,CUST0000172,2026-05-01,2026-05-28,2026-06-17,6280.47,966.23,241.56,563.63,8051.89,Paid
BILL00000345,CUST0000173,2026-04-01,2026-04-28,2026-05-18,6354.89,977.67,244.42,570.31,8147.29,Open
BILL00000346,CUST0000173,2026-05-01,2026-05-28,2026-06-17,1668.77,256.73,64.18,149.76,,Cancelled
BILL00000347,CUST0000174,2026-04-01,2026-04-28,2026-05-18,16743.02,2575.85,643.96,1502.58,21465.41,Open
BILL00000348,CUST0000174,2026-05-01,2026-05-28,2026-06-17,5644.45,868.38,217.09,506.55,,Paid
BILL00000349,CUST0000175,2026-04-01,2026-04-28,2026-05-18,16704.21,2569.88,642.47,1499.1,21415.66,Open
BILL00000350,CUST0000175,2026-05-01,2026-05-28,2026-06-17,15393.51,2368.23,592.06,1381.47,19735.26,Past Due
BILL00000351,CUST0000176,2026-04-01,2026-04-28,2026-05-18,12011.03,1847.85,461.96,1077.91,15398.76,Past Due
BILL00000352,CUST0000176,2026-05-01,2026-05-28,2026-06-17,17317.68,2664.26,666.06,1554.15,22202.16,Paid
BILL00000353,CUST0000177,2026-04-01,2026-04-28,2026-05-18,7260.76,1117.04,279.26,651.61,9308.67,Open
BILL00000354,CUST0000177,2026-05-01,2026-05-28,2026-06-17,3036.03,467.08,116.77,272.46,3892.34,Paid
BILL00000355,CUST0000178,2026-04-01,2026-04-28,2026-05-18,1205.05,185.39,46.35,108.15,1544.93,Paid
BILL00000356,CUST0000178,2026-05-01,2026-05-28,2026-06-17,7996.16,1230.18,307.54,717.6,10251.49,Paid
BILL00000357,CUST0000179,2026-04-01,2026-04-28,2026-05-18,5881.54,904.85,226.21,527.83,7540.44,Open
BILL00000358,CUST0000179,2026-05-01,2026-05-28,2026-06-17,3340.78,513.97,128.49,299.81,4283.05,Paid
BILL00000359,CUST0000180,2026-04-01,2026-04-28,2026-05-18,17890.72,2752.42,688.1,1605.58,22936.82,Open
BILL00000360,CUST0000180,2026-05-01,2026-05-28,2026-06-17,17332.8,2666.59,666.65,1555.51,22221.54,Cancelled
BILL00000361,CUST0000181,2026-04-01,2026-04-28,2026-05-18,12868.72,1979.8,494.95,1154.88,16498.36,Past Due
BILL00000362,CUST0000181,2026-05-01,2026-05-28,2026-06-17,17781.78,2735.66,683.91,1595.8,22797.16,Open
BILL00000363,CUST0000182,2026-04-01,2026-04-28,2026-05-18,16609.75,2555.35,638.84,1490.62,21294.55,Past Due
BILL00000364,CUST0000182,2026-05-01,2026-05-28,2026-06-17,7902.82,1215.82,303.95,709.23,10131.82,Open
BILL00000365,CUST0000183,2026-04-01,2026-04-28,2026-05-18,1562.76,240.43,60.11,140.25,2003.54,Past Due
BILL00000366,CUST0000183,2026-05-01,2026-05-28,2026-06-17,8475.75,1303.96,325.99,760.64,10866.35,Paid
BILL00000367,CUST0000184,2026-04-01,2026-04-28,2026-05-18,6945.41,1068.52,267.13,623.31,8904.37,Open
BILL00000368,CUST0000184,2026-05-01,2026-05-28,2026-06-17,13058.23,2008.96,502.24,1171.89,16741.32,Open
BILL00000369,CUST0000185,2026-04-01,2026-04-28,2026-05-18,13617.68,2095.03,523.76,1222.1,17458.57,Past Due
BILL00000370,CUST0000185,2026-05-01,2026-05-28,2026-06-17,11229.2,1727.57,431.89,1007.75,14396.41,Paid
BILL00000371,CUST0000186,2026-04-01,2026-04-28,2026-05-18,18585.4,2859.29,714.82,1667.92,23827.44,Paid
BILL00000372,CUST0000186,2026-05-01,2026-05-28,2026-06-17,6528.98,1004.46,251.11,585.93,8370.48,Cancelled
BILL00000373,CUST0000187,2026-04-01,2026-04-28,2026-05-18,19236.23,2959.42,739.85,1726.33,24661.83,Paid
BILL00000374,CUST0000187,2026-05-01,2026-05-28,2026-06-17,18347.83,2822.74,705.69,1646.6,23522.86,Open
BILL00000375,CUST_BAD,2026-04-01,2026-04-28,2026-05-18,15800.06,2430.78,607.69,1417.95,20256.49,Cancelled
BILL00000376,CUST0000188,2026-05-01,2026-05-28,2026-06-17,4643.03,714.31,178.58,416.68,5952.6,Open
BILL00000377,CUST0000189,2026-04-01,2026-04-28,2026-05-18,8215.65,1263.95,315.99,737.3,10532.89,Open
BILL00000378,CUST0000189,2026-05-01,2026-05-28,2026-06-17,4437.99,682.77,170.69,398.28,5689.74,Open
BILL00000379,CUST0000190,2026-04-01,2026-04-28,2026-05-18,10251.86,1577.21,394.3,920.04,13143.41,Paid
BILL00000380,CUST0000190,2026-05-01,2026-05-28,2026-06-17,946.56,145.63,36.41,84.95,1213.54,Past Due
BILL00000381,CUST0000191,2026-04-01,2026-04-28,2026-05-18,7588.47,1167.46,291.86,681.02,9728.81,Cancelled
BILL00000382,CUST0000191,2026-05-01,2026-05-28,2026-06-17,2514.32,386.82,96.7,225.64,3223.48,Paid
BILL00000383,CUST0000192,2026-04-01,2026-04-28,2026-05-18,6591.47,1014.07,253.52,591.54,8450.6,Paid
BILL00000384,CUST0000192,2026-05-01,2026-05-28,2026-06-17,12537.17,1928.79,482.2,1125.13,16073.29,Cancelled
BILL00000385,CUST0000193,2026-04-01,2026-04-28,2026-05-18,3631.85,558.75,139.69,325.93,4656.21,Open
BILL00000386,CUST0000193,2026-05-01,2026-05-28,2026-06-17,16411.22,2524.8,631.2,1472.8,21040.02,Paid
BILL00000387,CUST0000194,2026-04-01,2026-04-28,2026-05-18,18008.98,2770.61,692.65,1616.19,23088.43,Past Due
BILL00000388,CUST0000194,2026-05-01,2026-05-28,2026-06-17,9881.29,1520.2,380.05,886.78,12668.32,Cancelled
BILL00000389,CUST0000195,2026-04-01,2026-04-28,2026-05-18,1222.6,188.09,47.02,109.72,1567.44,Past Due
BILL00000390,CUST0000195,2026-05-01,2026-05-28,2026-06-17,11903.89,1831.37,457.84,1068.3,15261.4,Open
BILL00000391,CUST0000196,2026-04-01,2026-04-28,2026-05-18,10589.3,1629.12,407.28,950.32,13576.03,Open
BILL00000392,CUST0000196,2026-05-01,2026-05-28,2026-06-17,4556.52,701.0,175.25,408.92,5841.7,Open
BILL00000393,CUST0000197,2026-04-01,2026-04-28,2026-05-18,9671.81,1487.97,371.99,867.98,12399.76,Past Due
BILL00000394,CUST0000197,2026-05-01,2026-05-28,2026-06-17,7686.53,1182.54,295.64,689.82,9854.52,Cancelled
BILL00000395,CUST0000198,2026-04-01,2026-04-28,2026-05-18,8745.94,1345.53,336.38,784.89,11212.75,Open
BILL00000396,CUST0000198,2026-05-01,2026-05-28,2026-06-17,1491.71,229.49,57.37,133.87,1912.45,Paid
BILL00000397,CUST0000199,2026-04-01,2026-04-28,2026-05-18,2662.89,409.68,102.42,238.98,3413.96,Open
BILL00000398,CUST0000199,2026-05-01,2026-05-28,2026-06-17,2125.21,326.95,81.74,190.72,2724.62,Paid
BILL00000399,CUST0000200,2026-04-01,2026-04-28,2026-05-18,10806.78,1662.58,415.65,969.84,13854.85,Open
BILL00000400,CUST0000200,2026-05-01,2026-05-28,2026-06-17,15050.47,2315.46,578.86,1350.68,19295.48,Paid
BILL00000401,CUST0000201,2026-04-01,2026-04-28,2026-05-18,4253.82,654.43,163.61,381.75,5453.61,Open
BILL00000402,CUST0000201,2026-05-01,2026-05-28,2026-06-17,16415.19,2525.41,631.35,1473.16,21045.11,Past Due
BILL00000403,CUST0000202,2026-04-01,2026-04-28,2026-05-18,13171.01,2026.31,506.58,1182.01,16885.9,Cancelled
BILL00000404,CUST0000202,2026-05-01,2026-05-28,2026-06-17,10457.05,1608.78,402.19,938.45,13406.47,Open
BILL00000405,CUST0000203,2026-04-01,2026-04-28,2026-05-18,3741.79,575.66,143.92,335.8,4797.17,Cancelled
BILL00000406,CUST0000203,2026-05-01,2026-05-28,2026-06-17,13057.49,2008.84,502.21,1171.83,16740.37,Cancelled
BILL00000407,CUST0000204,2026-04-01,2026-04-28,2026-05-18,12516.65,1925.64,481.41,1123.29,16046.99,Cancelled
BILL00000408,CUST0000204,2026-05-01,2026-05-28,2026-06-17,6583.99,1012.92,253.23,590.87,8441.01,Open
BILL00000409,CUST0000205,2026-04-01,2026-04-28,2026-05-18,2262.63,348.1,87.02,203.06,2900.81,Paid
BILL00000410,CUST0000205,2026-05-01,2026-05-28,2026-06-17,15855.69,2439.34,609.83,1422.95,20327.8,Open
BILL00000411,CUST0000206,2026-04-01,2026-04-28,2026-05-18,10913.08,1678.94,419.73,979.38,13991.13,Past Due
BILL00000412,CUST0000206,2026-05-01,2026-05-28,2026-06-17,15736.08,2420.94,605.23,1412.21,20174.46,Past Due
BILL00000413,CUST0000207,2026-04-01,2026-04-28,2026-05-18,16532.72,2543.5,635.87,1483.71,21195.8,Open
BILL00000414,CUST0000207,2026-05-01,2026-05-28,2026-06-17,5142.39,791.14,197.78,461.5,6592.8,Paid
BILL00000415,CUST0000208,2026-04-01,2026-04-28,2026-05-18,17598.97,2707.53,676.88,1579.39,22562.78,Open
BILL00000416,CUST0000208,2026-05-01,2026-05-28,2026-06-17,3946.04,607.08,151.77,354.13,5059.03,Open
BILL00000417,CUST0000209,2026-04-01,2026-04-28,2026-05-18,7651.6,1177.17,294.29,686.68,9809.74,Open
BILL00000418,CUST0000209,2026-05-01,2026-05-28,2026-06-17,12110.57,1863.16,465.79,1086.85,15526.37,Open
BILL00000419,CUST0000210,2026-04-01,2026-04-28,2026-05-18,8063.22,1240.49,310.12,723.62,10337.46,Past Due
BILL00000420,CUST0000210,2026-05-01,2026-05-28,2026-06-17,16178.5,2489.0,622.25,1451.92,20741.67,Paid
BILL00000421,CUST0000211,2026-04-01,2026-04-28,2026-05-18,2795.53,430.08,107.52,250.88,3584.01,Paid
BILL00000422,CUST0000211,2026-05-01,2026-05-28,2026-06-17,10727.73,1650.42,412.6,962.74,13753.5,Open
BILL00000423,CUST0000212,2026-04-01,2026-04-28,2026-05-18,12242.43,1883.45,470.86,1098.68,15695.42,Paid
BILL00000424,CUST0000212,2026-05-01,2026-05-28,2026-06-17,19005.32,2923.9,730.97,1705.61,24365.8,Paid
BILL00000425,CUST0000213,2026-04-01,2026-04-28,2026-05-18,15450.17,2376.95,594.24,1386.55,19807.91,Open
BILL00000426,CUST0000213,2026-05-01,2026-05-28,2026-06-17,17718.67,2725.95,681.49,1590.14,22716.25,Open
BILL00000427,CUST0000214,2026-04-01,2026-04-28,2026-05-18,3338.9,513.68,128.42,299.65,4280.64,Past Due
BILL00000428,CUST0000214,2026-05-01,2026-05-28,2026-06-17,16325.68,2511.64,627.91,1465.13,20930.36,Paid
BILL00000429,CUST0000215,2026-04-01,2026-04-28,2026-05-18,11423.91,1757.52,439.38,1025.22,14646.03,Paid
BILL00000430,CUST0000215,2026-05-01,2026-05-28,2026-06-17,8904.71,1369.96,342.49,799.14,11416.3,Paid
BILL00000431,CUST0000216,2026-04-01,2026-04-28,2026-05-18,7498.97,1153.69,288.42,672.98,9614.06,Open
BILL00000432,CUST0000216,2026-05-01,2026-05-28,2026-06-17,12235.86,1882.44,470.61,1098.09,15687.0,Open
BILL00000433,CUST0000217,2026-04-01,2026-04-28,2026-05-18,4706.26,724.04,181.01,422.36,6033.67,Past Due
BILL00000434,CUST0000217,2026-05-01,2026-05-28,2026-06-17,15450.35,2376.98,594.24,1386.57,19808.14,Open
BILL00000435,CUST0000218,2026-04-01,2026-04-28,2026-05-18,14220.4,2187.75,546.94,1276.19,18231.29,Cancelled
BILL00000436,CUST0000218,2026-05-01,2026-05-28,2026-06-17,12971.93,1995.68,498.92,1164.15,16630.68,Paid
BILL00000437,CUST0000219,2026-04-01,2026-04-28,2026-05-18,2093.93,322.14,80.54,187.92,2684.53,Open
BILL00000438,CUST0000219,2026-05-01,2026-05-28,2026-06-17,7556.16,1162.49,290.62,678.12,9687.38,Open
BILL00000439,CUST0000220,2026-04-01,2026-04-28,2026-05-18,722.24,111.11,27.78,64.82,925.95,Open
BILL00000440,CUST0000220,2026-05-01,2026-05-28,2026-06-17,4849.8,746.12,186.53,435.24,6217.69,Past Due
BILL00000441,CUST0000221,2026-04-01,2026-04-28,2026-05-18,4159.23,639.88,159.97,373.26,5332.35,Cancelled
BILL00000442,CUST0000221,2026-05-01,2026-05-28,2026-06-17,3029.54,466.08,116.52,271.88,3884.02,Open
BILL00000443,CUST0000222,2026-04-01,2026-04-28,2026-05-18,5041.64,775.64,193.91,452.46,6463.64,Open
BILL00000444,CUST0000222,2026-05-01,2026-05-28,2026-06-17,3254.02,500.62,125.15,292.03,4171.82,Past Due
BILL00000445,CUST0000223,2026-04-01,2026-04-28,2026-05-18,2099.61,323.02,80.75,188.43,2691.8,Past Due
BILL00000446,CUST0000223,2026-05-01,2026-05-28,2026-06-17,13073.34,2011.28,502.82,1173.25,16760.7,Open
BILL00000447,CUST0000224,2026-04-01,2026-04-28,2026-05-18,12646.66,1945.64,486.41,1134.96,16213.67,Past Due
