site_id,weather_ts,temperature_c,wind_speed_mps,solar_irradiance_wm2,humidity_pct,weather_condition
SITE0008,2026-05-29 23:00:00,19.371,5.811,0.0,70.671,Clear
SITE0008,2026-05-30 00:00:00,37.344,2.929,0.0,70.767,Cloudy
SITE0008,2026-05-30 01:00:00,17.809,4.27,216.396,38.591,Snow
SITE0008,2026-05-30 02:00:00,31.472,2.106,73.548,41.262,Rain
SITE0008,2026-05-30 03:00:00,20.548,4.04,0.0,26.114,Cloudy
SITE0008,2026-05-30 04:00:00,8.549,4.744,0.0,67.702,Clear
SITE0008,2026-05-30 05:00:00,21.785,0.275,0.0,37.358,Clear
SITE0008,2026-05-30 06:00:00,9.354,7.195,444.605,60.469,Clear
SITE0008,2026-05-30 07:00:00,18.101,5.657,712.687,26.132,Clear
SITE0008,2026-05-30 08:00:00,23.865,3.913,554.262,60.584,Clear
SITE0008,2026-05-30 09:00:00,21.898,5.888,728.621,38.815,Clear
SITE0008,2026-05-30 10:00:00,24.236,2.762,313.103,69.031,Clear
SITE0008,2026-05-30 11:00:00,9.804,6.793,764.649,61.273,Clear
SITE0008,2026-05-30 12:00:00,27.977,7.36,882.676,46.766,Clear
SITE0008,2026-05-30 13:00:00,14.76,5.956,813.449,51.578,Snow
SITE0008,2026-05-30 14:00:00,19.573,4.134,546.377,68.55,Clear
SITE0008,2026-05-30 15:00:00,20.94,3.507,432.06,65.11,Cloudy
SITE0008,2026-05-30 16:00:00,16.865,4.257,591.816,44.69,Snow
SITE0008,2026-05-30 17:00:00,7.374,2.003,565.93,93.5,Storm
SITE0008,2026-05-30 18:00:00,20.583,5.201,614.384,56.592,Snow
SITE0008,2026-05-30 19:00:00,7.767,9.571,870.176,53.426,Clear
SITE0008,2026-05-30 20:00:00,19.471,7.609,0.0,64.345,Snow
SITE0008,2026-05-30 21:00:00,35.716,8.776,187.828,78.85,Cloudy
SITE0008,2026-05-30 22:00:00,-5.682,2.598,41.674,65.463,Snow
SITE0008,2026-05-30 23:00:00,17.673,4.568,28.223,56.781,Snow
SITE0008,2026-05-31 00:00:00,5.68,5.705,0.0,75.567,Rain
SITE0008,2026-05-31 01:00:00,29.022,9.338,0.0,85.54,Snow
SITE0008,2026-05-31 02:00:00,14.724,6.811,0.0,100.0,Clear
SITE0008,2026-05-31 03:00:00,23.438,2.496,83.805,56.799,Cloudy
SITE0008,2026-05-31 04:00:00,25.735,5.487,65.512,68.67,Cloudy
SITE0008,2026-05-31 05:00:00,14.917,7.805,251.141,55.854,Storm
SITE0008,2026-05-31 06:00:00,20.971,0.158,615.494,48.16,Storm
SITE0008,2026-05-31 07:00:00,20.838,9.019,440.598,93.273,Clear
SITE0008,2026-05-31 08:00:00,3.728,6.709,586.261,73.177,Cloudy
SITE0008,2026-05-31 09:00:00,34.074,9.063,605.714,65.152,Snow
SITE0008,2026-05-31 10:00:00,27.43,10.177,545.929,68.734,Clear
SITE0008,2026-05-31 11:00:00,24.555,4.108,321.083,74.683,Snow
SITE0008,2026-05-31 12:00:00,11.917,4.824,354.732,85.335,Clear
SITE0008,2026-05-31 13:00:00,16.136,4.868,635.881,63.976,Snow
SITE0008,2026-05-31 14:00:00,28.474,6.73,730.1,39.551,Clear
SITE0008,2026-05-31 15:00:00,23.054,2.513,683.971,60.964,Clear
SITE0008,2026-05-31 16:00:00,4.819,1.518,506.46,64.132,Clear
SITE0008,2026-05-31 17:00:00,14.351,5.262,654.484,77.714,Clear
SITE0008,2026-05-31 18:00:00,8.772,4.577,624.551,58.711,Clear
SITE0008,2026-05-31 19:00:00,24.025,5.745,754.211,59.392,Storm
SITE0008,2026-05-31 20:00:00,15.032,6.073,233.852,36.732,Storm
SITE0008,2026-05-31 21:00:00,26.847,9.417,0.0,70.126,Storm
SITE0008,2026-05-31 22:00:00,15.573,5.993,302.339,80.681,Rain
SITE0008,2026-05-31 23:00:00,25.118,4.949,0.0,71.233,Rain
SITE0009,2026-04-01 00:00:00,27.292,11.253,0.0,60.861,Cloudy
SITE0009,2026-04-01 01:00:00,15.288,5.405,126.51,57.838,Snow
SITE0009,2026-04-01 02:00:00,23.961,1.114,232.399,63.665,Storm
SITE0009,2026-04-01 03:00:00,14.374,5.501,0.0,57.733,Clear
SITE0009,2026-04-01 04:00:00,10.914,6.702,0.0,17.193,Clear
SITE0009,2026-04-01 05:00:00,32.808,8.122,60.269,86.317,Cloudy
SITE0009,2026-04-01 06:00:00,8.395,6.124,332.07,84.219,Rain
SITE0009,2026-04-01 07:00:00,24.408,9.148,677.203,46.21,Snow
SITE0009,2026-04-01 08:00:00,12.423,7.02,354.37,59.886,Clear
SITE0009,2026-04-01 09:00:00,26.487,8.524,545.83,57.885,Cloudy
SITE0009,2026-04-01 10:00:00,11.522,4.397,632.105,63.538,Snow
SITE0009,2026-04-01 11:00:00,14.632,4.616,444.387,25.97,Rain
SITE0009,2026-04-01 12:00:00,20.109,7.939,463.395,44.271,Snow
SITE0009,2026-04-01 13:00:00,21.878,7.368,469.949,22.233,Clear
SITE0009,2026-04-01 14:00:00,14.925,6.107,410.803,73.844,Storm
SITE0009,2026-04-01 15:00:00,5.458,2.861,873.634,55.865,Snow
SITE0009,2026-04-01 16:00:00,34.243,3.835,589.934,67.056,Clear
SITE0009,2026-04-01 17:00:00,17.927,6.072,530.503,63.222,Storm
SITE0009,2026-04-01 18:00:00,32.586,6.75,594.278,50.333,Rain
SITE0009,2026-04-01 19:00:00,13.574,7.436,590.936,60.676,Clear
SITE0009,2026-04-01 20:00:00,24.143,6.395,124.138,39.102,Clear
SITE0009,2026-04-01 21:00:00,0.453,6.092,158.425,68.803,Snow
SITE0009,2026-04-01 22:00:00,27.19,9.516,271.175,65.496,Storm
SITE0009,2026-04-01 23:00:00,25.823,4.856,121.939,69.853,Cloudy
SITE0009,2026-04-02 00:00:00,16.336,0.0,0.0,47.156,Rain
SITE0009,2026-04-02 01:00:00,15.908,8.426,0.0,49.767,Snow
SITE0009,2026-04-02 02:00:00,19.761,7.14,415.48,83.745,Snow
SITE0009,2026-04-02 03:00:00,14.112,5.76,240.699,73.382,Cloudy
SITE0009,2026-04-02 04:00:00,26.513,8.559,225.094,26.408,Clear
SITE0009,2026-04-02 05:00:00,14.64,8.188,0.0,27.171,Rain
SITE0009,2026-04-02 06:00:00,31.792,6.702,770.269,75.855,Snow
SITE0009,2026-04-02 07:00:00,26.229,6.971,592.944,61.503,Clear
SITE0009,2026-04-02 08:00:00,15.955,2.01,832.604,81.274,Rain
SITE0009,2026-04-02 09:00:00,22.647,5.299,576.979,79.636,Clear
SITE0009,2026-04-02 10:00:00,20.617,6.476,756.341,69.503,Clear
SITE0009,2026-04-02 11:00:00,6.751,4.732,406.257,82.307,Clear
SITE0009,2026-04-02 12:00:00,12.971,5.777,571.185,47.323,Cloudy
SITE0009,2026-04-02 13:00:00,18.444,2.735,666.963,84.504,Snow
SITE0009,2026-04-02 14:00:00,28.02,6.122,633.307,67.668,Clear
SITE0009,2026-04-02 15:00:00,23.549,4.515,475.278,51.226,Cloudy
SITE0009,2026-04-02 16:00:00,30.43,9.427,778.081,78.224,Snow
SITE0009,2026-04-02 17:00:00,25.703,0.112,383.286,46.547,Clear
SITE0009,2026-04-02 18:00:00,10.405,8.397,481.36,38.319,Clear
SITE0009,2026-04-02 19:00:00,32.898,6.529,350.531,75.7,Cloudy
SITE0009,2026-04-02 20:00:00,11.725,6.202,0.0,89.867,Rain
SITE0009,2026-04-02 21:00:00,13.269,9.186,112.039,71.111,Snow
SITE0009,2026-04-02 22:00:00,9.91,1.753,0.0,55.638,Clear
SITE0009,2026-04-02 23:00:00,7.84,2.043,0.0,78.728,Rain
SITE0009,2026-04-03 00:00:00,11.135,7.896,0.0,53.386,Snow
SITE0009,2026-04-03 01:00:00,18.487,2.167,0.0,63.626,Cloudy
SITE0009,2026-04-03 02:00:00,18.38,4.896,36.121,36.183,Snow
SITE0009,2026-04-03 03:00:00,35.272,7.986,12.958,72.881,Clear
SITE0009,2026-04-03 04:00:00,18.133,0.976,47.954,27.574,Rain
SITE0009,2026-04-03 05:00:00,14.562,7.423,0.0,53.861,Clear
SITE0009,2026-04-03 06:00:00,26.727,5.272,698.827,55.82,Storm
SITE0009,2026-04-03 07:00:00,2.562,4.025,545.178,71.263,Snow
SITE0009,2026-04-03 08:00:00,26.081,7.422,696.279,39.347,Storm
SITE0009,2026-04-03 09:00:00,-4.983,10.17,750.962,86.407,Cloudy
SITE0009,2026-04-03 10:00:00,8.708,6.696,827.687,49.783,Cloudy
SITE0009,2026-04-03 11:00:00,16.416,3.939,591.959,62.197,Clear
SITE0009,2026-04-03 12:00:00,37.781,5.733,754.674,51.034,Snow
SITE0009,2026-04-03 13:00:00,38.12,2.137,741.051,59.024,Snow
SITE0009,2026-04-03 14:00:00,14.826,5.597,433.471,55.231,Clear
SITE0009,2026-04-03 15:00:00,22.731,10.345,770.319,50.395,Snow
SITE0009,2026-04-03 16:00:00,11.428,10.569,681.042,42.333,Cloudy
SITE0009,2026-04-03 17:00:00,4.159,4.244,401.484,63.801,Clear
SITE0009,2026-04-03 18:00:00,39.84,3.096,470.095,64.077,Storm
SITE0009,2026-04-03 19:00:00,24.398,4.142,778.667,44.316,Snow
SITE0009,2026-04-03 20:00:00,16.284,11.014,0.0,50.953,Clear
SITE0009,2026-04-03 21:00:00,32.888,9.448,0.0,61.836,Clear
SITE0009,2026-04-03 22:00:00,7.897,4.206,29.759,48.764,Clear
SITE0009,2026-04-03 23:00:00,28.395,7.292,0.0,66.495,Rain
SITE0009,2026-04-04 00:00:00,14.363,0.887,103.495,39.87,Cloudy
SITE0009,2026-04-04 01:00:00,21.551,3.192,0.0,44.695,Rain
SITE0009,2026-04-04 02:00:00,30.667,7.026,23.913,94.397,Snow
SITE0009,2026-04-04 03:00:00,20.232,6.885,85.589,90.624,Clear
SITE0009,2026-04-04 04:00:00,28.486,6.173,89.343,28.974,Clear
SITE0009,2026-04-04 05:00:00,20.349,9.226,0.0,31.002,Clear
SITE0009,2026-04-04 06:00:00,36.855,8.637,861.041,58.857,Clear
SITE0009,2026-04-04 07:00:00,23.651,7.416,607.09,62.864,Cloudy
SITE0009,2026-04-04 08:00:00,12.675,6.737,655.024,34.605,Rain
SITE0009,2026-04-04 09:00:00,19.779,6.237,454.877,30.373,Clear
SITE0009,2026-04-04 10:00:00,14.45,4.8,378.523,44.847,Clear
SITE0009,2026-04-04 11:00:00,18.612,4.146,299.224,63.269,Rain
SITE0009,2026-04-04 12:00:00,22.83,6.651,353.125,63.528,Clear
SITE0009,2026-04-04 13:00:00,21.926,6.238,533.076,79.093,Clear
SITE0009,2026-04-04 14:00:00,25.895,5.117,576.287,48.987,Cloudy
SITE0009,2026-04-04 15:00:00,16.806,6.946,596.571,67.983,Clear
SITE0009,2026-04-04 16:00:00,22.209,3.263,591.863,57.285,Storm
SITE0009,2026-04-04 17:00:00,15.809,4.866,364.891,61.1,Clear
SITE0009,2026-04-04 18:00:00,25.13,5.965,505.353,19.334,Clear
SITE0009,2026-04-04 19:00:00,25.333,7.515,486.31,42.253,Cloudy
SITE0009,2026-04-04 20:00:00,26.181,6.867,0.0,56.1,Snow
SITE0009,2026-04-04 21:00:00,12.998,8.563,0.0,52.291,Clear
SITE0009,2026-04-04 22:00:00,12.457,8.31,35.75,31.154,Clear
SITE0009,2026-04-04 23:00:00,8.185,7.51,64.956,38.244,Rain
SITE0009,2026-04-05 00:00:00,15.31,6.205,0.0,47.717,Cloudy
SITE0009,2026-04-05 01:00:00,14.538,7.194,0.0,100.0,Clear
SITE0009,2026-04-05 02:00:00,8.234,7.158,164.0,59.825,Rain
SITE0009,2026-04-05 03:00:00,34.622,3.859,0.0,50.282,Rain
SITE0009,2026-04-05 04:00:00,20.834,2.563,122.93,34.483,Storm
SITE0009,2026-04-05 05:00:00,25.078,4.116,191.112,68.031,Cloudy
SITE0009,2026-04-05 06:00:00,12.554,6.856,366.932,38.861,Clear
SITE0009,2026-04-05 07:00:00,22.256,10.118,585.427,66.959,Cloudy
SITE0009,2026-04-05 08:00:00,23.4,5.388,411.467,43.02,Clear
SITE0009,2026-04-05 09:00:00,5.819,2.742,813.904,46.623,Clear
SITE0009,2026-04-05 10:00:00,31.009,4.902,583.901,56.131,Storm
SITE0009,2026-04-05 11:00:00,28.971,2.818,470.415,65.659,Storm
SITE0009,2026-04-05 12:00:00,33.187,8.079,587.477,47.514,Clear
SITE0009,2026-04-05 13:00:00,16.071,3.639,620.588,40.952,Snow
SITE0009,2026-04-05 14:00:00,12.422,5.809,747.922,54.675,Rain
SITE0009,2026-04-05 15:00:00,23.708,6.784,672.517,55.39,Cloudy
SITE0009,2026-04-05 16:00:00,16.771,5.441,609.08,43.466,Clear
SITE0009,2026-04-05 17:00:00,11.253,2.305,602.999,93.943,Cloudy
SITE0009,2026-04-05 18:00:00,34.368,7.691,696.403,11.639,Cloudy
SITE0009,2026-04-05 19:00:00,8.991,6.647,781.389,75.015,Storm
SITE0009,2026-04-05 20:00:00,11.116,6.548,35.884,62.02,Cloudy
SITE0009,2026-04-05 21:00:00,20.199,7.512,0.0,59.072,Clear
SITE0009,2026-04-05 22:00:00,23.05,5.848,92.422,58.183,Cloudy
SITE0009,2026-04-05 23:00:00,11.373,9.56,0.0,35.205,Clear
SITE0009,2026-04-06 00:00:00,9.68,7.31,13.291,65.36,Rain
SITE0009,2026-04-06 01:00:00,26.814,10.183,0.0,57.866,Clear
SITE0009,2026-04-06 02:00:00,14.286,6.223,0.0,42.962,Snow
SITE0009,2026-04-06 03:00:00,25.794,8.977,0.0,45.653,Cloudy
SITE0009,2026-04-06 04:00:00,15.321,8.888,51.334,52.055,Rain
SITE0009,2026-04-06 05:00:00,8.6,9.537,0.0,65.575,Clear
SITE0009,2026-04-06 06:00:00,19.631,2.736,1007.304,42.018,Snow
SITE0009,2026-04-06 07:00:00,28.83,6.223,412.013,59.28,Cloudy
SITE0009,2026-04-06 08:00:00,29.492,6.52,788.329,51.898,Clear
SITE0009,2026-04-06 09:00:00,25.259,6.0,749.582,61.771,Snow
SITE0009,2026-04-06 10:00:00,34.18,10.997,458.623,71.677,Snow
SITE0009,2026-04-06 11:00:00,4.632,0.781,683.436,48.557,Rain
SITE0009,2026-04-06 12:00:00,18.133,4.892,473.267,69.533,Snow
SITE0009,2026-04-06 13:00:00,23.477,7.205,866.582,65.177,Clear
SITE0009,2026-04-06 14:00:00,34.671,6.874,795.765,75.57,Snow
SITE0009,2026-04-06 15:00:00,8.312,8.795,505.973,92.868,Clear
SITE0009,2026-04-06 16:00:00,17.871,10.308,453.468,38.807,Cloudy
SITE0009,2026-04-06 17:00:00,29.804,6.45,760.089,52.766,Cloudy
SITE0009,2026-04-06 18:00:00,11.181,9.582,508.369,60.129,Storm
SITE0009,2026-04-06 19:00:00,7.422,4.919,742.019,39.977,Cloudy
SITE0009,2026-04-06 20:00:00,8.693,5.574,54.676,65.977,Snow
SITE0009,2026-04-06 21:00:00,20.949,8.162,0.0,58.857,Clear
SITE0009,2026-04-06 22:00:00,21.373,7.61,92.413,42.457,Storm
SITE0009,2026-04-06 23:00:00,0.715,6.455,240.813,58.63,Cloudy
SITE0009,2026-04-07 00:00:00,22.273,6.632,98.762,89.655,Clear
SITE0009,2026-04-07 01:00:00,3.41,6.057,220.806,48.333,Clear
SITE0009,2026-04-07 02:00:00,23.576,3.258,0.0,67.49,Storm
SITE0009,2026-04-07 03:00:00,22.603,9.867,0.0,65.372,Snow
SITE0009,2026-04-07 04:00:00,14.584,5.555,30.459,49.352,Clear
SITE0009,2026-04-07 05:00:00,20.218,7.759,0.0,41.257,Snow
SITE0009,2026-04-07 06:00:00,38.864,2.566,398.843,42.591,Rain
SITE0009,2026-04-07 07:00:00,19.882,2.981,553.184,89.983,Rain
SITE0009,2026-04-07 08:00:00,34.21,6.289,545.395,57.664,Storm
SITE0009,2026-04-07 09:00:00,22.198,3.224,502.743,73.963,Clear
SITE0009,2026-04-07 10:00:00,4.306,7.564,716.978,74.691,Storm
SITE0009,2026-04-07 11:00:00,7.337,5.5,755.93,76.286,Rain
SITE0009,2026-04-07 12:00:00,24.418,5.425,875.253,64.301,Clear
SITE0009,2026-04-07 13:00:00,30.809,6.611,647.059,25.051,Cloudy
SITE0009,2026-04-07 14:00:00,12.714,5.482,888.903,51.016,Cloudy
SITE0009,2026-04-07 15:00:00,10.196,9.339,453.233,43.773,Rain
SITE0009,2026-04-07 16:00:00,2.724,4.632,348.507,84.613,Snow
SITE0009,2026-04-07 17:00:00,11.657,3.545,752.779,90.42,Clear
SITE0009,2026-04-07 18:00:00,17.207,7.692,789.579,29.96,Clear
SITE0009,2026-04-07 19:00:00,19.347,2.934,0.0,45.535,Storm
SITE0009,2026-04-07 20:00:00,32.9,3.756,0.0,67.217,Rain
SITE0009,2026-04-07 21:00:00,13.869,3.416,0.0,74.893,Clear
SITE0009,2026-04-07 22:00:00,26.652,14.648,0.0,70.172,Snow
SITE0009,2026-04-07 23:00:00,14.666,5.283,48.421,80.86,Clear
SITE0009,2026-04-08 00:00:00,7.168,5.553,102.557,48.242,Storm
SITE0009,2026-04-08 01:00:00,36.875,4.325,27.197,37.871,Storm
SITE0009,2026-04-08 02:00:00,37.66,12.225,76.719,81.808,Storm
SITE0009,2026-04-08 03:00:00,14.791,5.214,105.43,53.423,Clear
SITE0009,2026-04-08 04:00:00,17.443,5.175,190.72,56.091,Rain
SITE0009,2026-04-08 05:00:00,22.025,4.208,109.38,44.516,Clear
SITE0009,2026-04-08 06:00:00,35.931,4.587,561.154,73.524,Storm
SITE0009,2026-04-08 07:00:00,9.071,6.053,602.848,71.512,Clear
SITE0009,2026-04-08 08:00:00,20.538,4.781,610.63,33.256,Rain
SITE0009,2026-04-08 09:00:00,9.713,8.373,61.655,48.678,Cloudy
SITE0009,2026-04-08 10:00:00,30.524,10.194,403.87,92.93,Cloudy
SITE0009,2026-04-08 11:00:00,21.45,3.393,794.858,39.633,Clear
SITE0009,2026-04-08 12:00:00,23.78,3.33,301.855,67.367,Rain
SITE0009,2026-04-08 13:00:00,22.486,7.228,362.872,22.589,Storm
SITE0009,2026-04-08 14:00:00,24.907,9.38,627.9,59.589,Rain
SITE0009,2026-04-08 15:00:00,20.004,5.381,426.915,59.231,Clear
SITE0009,2026-04-08 16:00:00,1.87,7.764,365.747,74.41,Cloudy
SITE0009,2026-04-08 17:00:00,21.1,3.884,589.405,50.291,Snow
SITE0009,2026-04-08 18:00:00,28.508,9.248,752.083,81.142,Rain
SITE0009,2026-04-08 19:00:00,22.912,4.773,750.571,70.506,Clear
SITE0009,2026-04-08 20:00:00,17.602,4.329,160.048,93.801,Rain
SITE0009,2026-04-08 21:00:00,21.284,4.034,36.611,67.618,Snow
SITE0009,2026-04-08 22:00:00,8.505,5.008,64.867,59.676,Clear
SITE0009,2026-04-08 23:00:00,9.535,7.453,381.82,45.754,Snow
SITE0009,2026-04-09 00:00:00,13.498,7.788,44.845,40.283,Cloudy
SITE0009,2026-04-09 01:00:00,15.546,7.119,127.81,44.225,Cloudy
SITE0009,2026-04-09 02:00:00,26.048,8.85,0.0,65.92,Rain
SITE0009,2026-04-09 03:00:00,42.163,4.824,44.25,45.988,Snow
SITE0009,2026-04-09 04:00:00,20.891,6.332,0.0,63.436,Snow
SITE0009,2026-04-09 05:00:00,13.572,2.762,0.0,56.5,Clear
SITE0009,2026-04-09 06:00:00,11.225,5.04,525.632,57.854,Storm
SITE0009,2026-04-09 07:00:00,5.056,7.717,329.315,55.638,Storm
SITE0009,2026-04-09 08:00:00,14.412,4.805,312.058,40.521,Clear
SITE0009,2026-04-09 09:00:00,23.739,8.739,480.096,64.496,Cloudy
SITE0009,2026-04-09 10:00:00,15.49,5.376,793.668,73.088,Cloudy
SITE0009,2026-04-09 11:00:00,9.256,11.385,750.564,64.163,Storm
SITE0009,2026-04-09 12:00:00,19.109,10.053,626.973,78.164,Storm
SITE0009,2026-04-09 13:00:00,6.933,5.833,666.412,57.059,Rain
SITE0009,2026-04-09 14:00:00,30.476,5.567,673.744,56.881,Storm
SITE0009,2026-04-09 15:00:00,23.578,7.96,681.572,58.711,Clear
SITE0009,2026-04-09 16:00:00,15.329,5.744,813.634,73.124,Snow
SITE0009,2026-04-09 17:00:00,26.616,4.926,447.247,89.97,Snow
SITE0009,2026-04-09 18:00:00,19.922,8.403,560.622,33.549,Cloudy
SITE0009,2026-04-09 19:00:00,31.334,3.588,623.896,77.303,Cloudy
SITE0009,2026-04-09 20:00:00,29.813,2.324,227.403,60.093,Storm
SITE0009,2026-04-09 21:00:00,19.775,6.726,0.0,43.888,Clear
SITE0009,2026-04-09 22:00:00,18.655,9.058,0.0,47.846,Storm
SITE0009,2026-04-09 23:00:00,32.628,9.954,162.55,85.455,Storm
SITE0009,2026-04-10 00:00:00,25.558,5.01,0.0,41.853,Storm
SITE0009,2026-04-10 01:00:00,25.048,4.835,0.0,83.291,Clear
SITE0009,2026-04-10 02:00:00,9.64,7.631,0.0,71.399,Rain
SITE0009,2026-04-10 03:00:00,33.692,9.448,0.0,86.66,Rain
SITE0009,2026-04-10 04:00:00,33.107,6.76,150.74,72.257,Storm
SITE0009,2026-04-10 05:00:00,15.986,4.638,0.0,40.144,Clear
SITE0009,2026-04-10 06:00:00,22.798,3.961,716.578,27.254,Cloudy
SITE0009,2026-04-10 07:00:00,42.381,7.236,589.312,70.384,Snow
SITE0009,2026-04-10 08:00:00,19.892,8.521,805.084,41.543,Cloudy
SITE0009,2026-04-10 09:00:00,4.13,4.029,652.004,35.519,Rain
SITE0009,2026-04-10 10:00:00,32.477,7.868,964.525,68.81,Cloudy
SITE0009,2026-04-10 11:00:00,11.249,5.9,494.369,71.672,Cloudy
SITE0009,2026-04-10 12:00:00,8.313,6.748,650.65,62.341,Snow
SITE0009,2026-04-10 13:00:00,26.998,6.911,488.893,67.125,Clear
SITE0009,2026-04-10 14:00:00,23.243,6.776,780.448,67.72,Cloudy
SITE0009,2026-04-10 15:00:00,34.527,3.658,475.137,48.277,Rain
SITE0009,2026-04-10 16:00:00,12.835,6.926,854.376,63.806,Rain
SITE0009,2026-04-10 17:00:00,23.418,7.707,294.834,40.746,Storm
SITE0009,2026-04-10 18:00:00,32.742,7.938,261.496,23.893,Storm
SITE0009,2026-04-10 19:00:00,19.521,6.349,548.885,39.763,Cloudy
SITE0009,2026-04-10 20:00:00,27.031,4.374,0.0,61.174,Storm
SITE0009,2026-04-10 21:00:00,18.955,2.702,153.558,36.714,Clear
SITE0009,2026-04-10 22:00:00,20.198,6.174,204.256,66.561,Clear
SITE0009,2026-04-10 23:00:00,22.346,6.694,0.0,59.424,Snow
SITE0009,2026-04-11 00:00:00,24.082,9.469,0.0,44.627,Clear
SITE0009,2026-04-11 01:00:00,23.347,7.308,0.0,67.96,Rain
SITE0009,2026-04-11 02:00:00,8.92,2.418,26.892,45.386,Clear
SITE0009,2026-04-11 03:00:00,5.898,2.462,61.421,54.235,Snow
SITE0009,2026-04-11 04:00:00,-0.786,4.191,44.781,65.754,Clear
SITE0009,2026-04-11 05:00:00,23.676,5.597,193.828,68.513,Rain
SITE0009,2026-04-11 06:00:00,27.719,7.575,635.836,57.694,Clear
SITE0009,2026-04-11 07:00:00,37.17,5.439,344.715,71.17,Clear
SITE0009,2026-04-11 08:00:00,10.881,2.524,917.951,81.654,Clear
SITE0009,2026-04-11 09:00:00,26.069,11.347,515.869,32.328,Cloudy
SITE0009,2026-04-11 10:00:00,33.941,7.555,419.924,88.608,Snow
SITE0009,2026-04-11 11:00:00,16.797,5.394,331.018,58.152,Clear
SITE0009,2026-04-11 12:00:00,29.554,9.676,587.439,55.589,Rain
SITE0009,2026-04-11 13:00:00,32.057,7.227,343.746,55.532,Rain
SITE0009,2026-04-11 14:00:00,14.009,3.45,608.8,50.781,Storm
SITE0009,2026-04-11 15:00:00,16.316,6.08,616.568,65.059,Cloudy
SITE0009,2026-04-11 16:00:00,18.896,2.475,566.713,39.502,Clear
SITE0009,2026-04-11 17:00:00,13.406,5.399,516.211,20.756,Clear
SITE0009,2026-04-11 18:00:00,22.508,7.585,320.066,36.187,Snow
SITE0009,2026-04-11 19:00:00,24.456,2.934,506.857,61.603,Clear
SITE0009,2026-04-11 20:00:00,14.72,5.527,0.0,56.16,Storm
SITE0009,2026-04-11 21:00:00,21.43,5.397,66.922,68.023,Snow
SITE0009,2026-04-11 22:00:00,23.817,6.785,0.0,26.402,Snow
SITE0009,2026-04-11 23:00:00,38.458,5.858,226.028,80.4,Rain
SITE0009,2026-04-12 00:00:00,15.957,4.745,38.108,64.222,Clear
SITE0009,2026-04-12 01:00:00,28.785,5.522,67.348,34.392,Clear
SITE0009,2026-04-12 02:00:00,32.812,9.871,0.0,100.0,Rain
SITE0009,2026-04-12 03:00:00,7.375,7.995,80.44,29.054,Snow
SITE0009,2026-04-12 04:00:00,15.545,9.917,0.0,57.286,Storm
SITE0009,2026-04-12 05:00:00,14.135,8.385,200.297,72.394,Storm
SITE0009,2026-04-12 06:00:00,28.763,6.594,538.645,55.204,Storm
SITE0009,2026-04-12 07:00:00,0.655,3.212,559.507,38.124,Clear
SITE0009,2026-04-12 08:00:00,12.571,5.463,621.032,42.805,Cloudy
SITE0009,2026-04-12 09:00:00,12.744,7.803,302.997,49.005,Snow
SITE0009,2026-04-12 10:00:00,30.067,7.793,753.936,73.815,Clear
SITE0009,2026-04-12 11:00:00,27.955,5.095,436.637,32.749,Clear
SITE0009,2026-04-12 12:00:00,29.268,9.923,604.444,63.698,Clear
SITE0009,2026-04-12 13:00:00,13.923,4.622,542.235,65.215,Storm
SITE0009,2026-04-12 14:00:00,20.602,10.888,915.167,64.231,Storm
SITE0009,2026-04-12 15:00:00,31.174,8.393,630.089,60.77,Clear
SITE0009,2026-04-12 16:00:00,25.936,5.947,475.581,60.587,Cloudy
SITE0009,2026-04-12 17:00:00,30.313,4.458,664.075,76.201,Storm
SITE0009,2026-04-12 18:00:00,9.58,4.163,380.806,43.042,Clear
SITE0009,2026-04-12 19:00:00,12.218,6.062,607.297,78.306,Rain
SITE0009,2026-04-12 20:00:00,24.238,8.069,0.0,55.755,Rain
SITE0009,2026-04-12 21:00:00,28.451,9.424,129.06,32.834,Storm
SITE0009,2026-04-12 22:00:00,26.628,3.511,0.0,58.677,Cloudy
SITE0009,2026-04-12 23:00:00,17.554,0.262,197.118,34.959,Snow
SITE0009,2026-04-13 00:00:00,-0.263,5.763,0.0,57.088,Rain
SITE0009,2026-04-13 01:00:00,11.968,5.47,0.0,52.339,Clear
SITE0009,2026-04-13 02:00:00,17.838,6.502,0.0,77.688,Rain
SITE0009,2026-04-13 03:00:00,11.041,3.338,0.0,69.626,Snow
SITE0009,2026-04-13 04:00:00,34.216,6.159,178.067,55.133,Snow
SITE0009,2026-04-13 05:00:00,12.513,6.372,0.0,41.298,Storm
SITE0009,2026-04-13 06:00:00,21.09,10.001,950.47,80.577,Storm
SITE0009,2026-04-13 07:00:00,5.101,5.481,542.704,39.652,Rain
SITE0009,2026-04-13 08:00:00,13.588,6.786,477.433,71.032,Clear
SITE0009,2026-04-13 09:00:00,20.509,5.839,661.65,52.405,Storm
SITE0009,2026-04-13 10:00:00,11.12,5.654,812.92,46.143,Clear
SITE0009,2026-04-13 11:00:00,24.613,3.006,789.376,57.616,Snow
SITE0009,2026-04-13 12:00:00,8.959,0.625,572.345,53.251,Storm
SITE0009,2026-04-13 13:00:00,14.877,8.045,465.669,53.186,Clear
SITE0009,2026-04-13 14:00:00,32.106,4.0,951.077,45.592,Storm
SITE0009,2026-04-13 15:00:00,30.427,5.66,572.617,76.668,Rain
SITE0009,2026-04-13 16:00:00,26.987,9.834,453.879,72.453,Clear
