generation_id,site_id,reading_ts,generation_mw,available_capacity_mw,curtailment_mw,source_system,reading_date
GEN0000001186,SITE0001,2026-05-20 09:00:00,30.886,46.5272,2.2824,scada,2026-05-20
GEN0000001187,SITE0001,2026-05-20 10:00:00,18.7586,47.8011,1.9663,scada,2026-05-20
GEN0000001188,SITE0001,2026-05-20 11:00:00,32.5643,47.5162,0.0,scada,2026-05-20
GEN0000001189,SITE0001,2026-05-20 12:00:00,28.4203,46.5585,0.0,scada,2026-05-20
GEN0000001190,SITE0001,2026-05-20 13:00:00,30.329,48.482,0.6488,scada,2026-05-20
GEN0000001191,SITE0001,2026-05-20 14:00:00,36.9463,45.294,0.9829,scada,2026-05-20
GEN0000001192,SITE0001,2026-05-20 15:00:00,40.0178,46.1249,0.0438,scada,2026-05-20
GEN0000001193,SITE0001,2026-05-20 16:00:00,31.3634,47.1665,1.3403,scada,2026-05-20
GEN0000001194,SITE0001,2026-05-20 17:00:00,48.5972,45.5741,0.459,scada,2026-05-20
GEN0000001195,SITE0001,2026-05-20 18:00:00,47.3356,49.6787,0.5183,scada,2026-05-20
GEN0000001196,SITE0001,2026-05-20 19:00:00,4.3564,47.4691,2.2545,scada,2026-05-20
GEN0000001197,SITE0001,2026-05-20 20:00:00,0.0,47.7141,0.8807,scada,2026-05-20
GEN0000001198,SITE0001,2026-05-20 21:00:00,5.3448,48.4145,2.3619,scada,2026-05-20
GEN0000001199,SITE0001,2026-05-20 22:00:00,0.0,48.7622,1.7321,scada,2026-05-20
GEN0000001200,SITE0001,2026-05-20 23:00:00,0.0,50.8403,2.1943,scada,2026-05-20
GEN0000001201,SITE0001,2026-05-21 00:00:00,0.0,48.1797,2.7844,scada,2026-05-21
GEN0000001202,SITE0001,2026-05-21 01:00:00,12.8462,47.0625,2.68,scada,2026-05-21
GEN0000001203,SITE0001,2026-05-21 02:00:00,9.5048,51.0682,0.0,scada,2026-05-21
GEN0000001204,SITE0001,2026-05-21 03:00:00,0.0,47.8697,0.0,scada,2026-05-21
GEN0000001205,SITE0001,2026-05-21 04:00:00,6.5006,46.3067,2.9059,scada,2026-05-21
GEN0000001206,SITE0001,2026-05-21 05:00:00,15.7036,45.8425,3.084,scada,2026-05-21
GEN0000001207,SITE0001,2026-05-21 06:00:00,0.0,48.8677,0.9414,scada,2026-05-21
GEN0000001208,SITE0001,2026-05-21 07:00:00,35.0053,45.6472,1.0424,scada,2026-05-21
GEN0000001209,SITE0001,2026-05-21 08:00:00,41.2871,46.084,2.1141,scada,2026-05-21
GEN0000001210,SITE0001,2026-05-21 09:00:00,41.33,49.828,0.0,scada,2026-05-21
GEN0000001211,SITE0001,2026-05-21 10:00:00,27.027,50.9289,0.4517,scada,2026-05-21
GEN0000001212,SITE0001,2026-05-21 11:00:00,34.9402,50.5827,0.0,scada,2026-05-21
GEN0000001213,SITE0001,2026-05-21 12:00:00,34.4892,48.4369,2.2389,scada,2026-05-21
GEN0000001214,SITE0001,2026-05-21 13:00:00,50.2913,45.3687,0.0,scada,2026-05-21
GEN0000001215,SITE0001,2026-05-21 14:00:00,37.8832,45.7946,2.127,scada,2026-05-21
GEN0000001216,SITE0001,2026-05-21 15:00:00,37.0339,46.4966,0.0778,scada,2026-05-21
GEN0000001217,SITE0001,2026-05-21 16:00:00,29.0218,46.3693,0.7609,scada,2026-05-21
GEN0000001218,SITE0001,2026-05-21 17:00:00,33.0452,49.7927,0.0,scada,2026-05-21
GEN0000001219,SITE0001,2026-05-21 18:00:00,34.5307,49.7483,1.6508,scada,2026-05-21
GEN0000001220,SITE0001,2026-05-21 19:00:00,7.8646,50.3017,1.5893,scada,2026-05-21
GEN0000001221,SITE0001,2026-05-21 20:00:00,11.4581,48.3882,3.944,scada,2026-05-21
GEN0000001222,SITE0001,2026-05-21 21:00:00,5.1707,50.4849,0.2598,scada,2026-05-21
GEN0000001223,SITE0001,2026-05-21 22:00:00,11.4865,46.3046,2.6204,scada,2026-05-21
GEN0000001224,SITE0001,2026-05-21 23:00:00,1.002,47.5983,0.0,scada,2026-05-21
GEN0000001225,SITE0001,2026-05-22 00:00:00,0.8939,49.7097,1.4709,scada,2026-05-22
GEN0000001226,SITE0001,2026-05-22 01:00:00,0.0,49.5038,0.0,scada,2026-05-22
GEN0000001227,SITE0001,2026-05-22 02:00:00,16.6401,47.2431,2.249,scada,2026-05-22
GEN0000001228,SITE0001,2026-05-22 03:00:00,4.4238,49.3939,4.3328,scada,2026-05-22
GEN0000001229,SITE0001,2026-05-22 04:00:00,4.1913,51.0231,1.8401,scada,2026-05-22
GEN0000001230,SITE0001,2026-05-22 05:00:00,4.1923,48.9534,0.0,scada,2026-05-22
GEN0000001231,SITE0001,2026-05-22 06:00:00,0.0,50.1546,0.6624,scada,2026-05-22
GEN0000001232,SITE0001,2026-05-22 07:00:00,48.3798,48.3165,3.0703,scada,2026-05-22
GEN0000001233,SITE0001,2026-05-22 08:00:00,31.3163,47.4359,0.0,scada,2026-05-22
GEN0000001234,SITE0001,2026-05-22 09:00:00,35.7932,48.6287,0.0,scada,2026-05-22
GEN0000001235,SITE0001,2026-05-22 10:00:00,43.4748,50.0445,0.0,scada,2026-05-22
GEN0000001236,SITE0001,2026-05-22 11:00:00,39.1244,50.9832,1.3281,scada,2026-05-22
GEN0000001237,SITE0001,2026-05-22 12:00:00,32.5907,50.0929,0.0,scada,2026-05-22
GEN0000001238,SITE0001,2026-05-22 13:00:00,39.9875,50.8035,0.7131,scada,2026-05-22
GEN0000001239,SITE0001,2026-05-22 14:00:00,35.8232,45.6619,0.0,scada,2026-05-22
GEN0000001240,SITE0001,2026-05-22 15:00:00,31.93,47.325,0.0,scada,2026-05-22
GEN0000001241,SITE0001,2026-05-22 16:00:00,41.2902,50.2556,0.5801,scada,2026-05-22
GEN0000001242,SITE0001,2026-05-22 17:00:00,38.0528,51.0194,0.1367,scada,2026-05-22
GEN0000001243,SITE0001,2026-05-22 18:00:00,34.1706,45.2362,1.2853,scada,2026-05-22
GEN0000001244,SITE0001,2026-05-22 19:00:00,0.0,49.9636,0.4877,scada,2026-05-22
GEN0000001245,SITE0001,2026-05-22 20:00:00,9.7621,47.141,0.4802,scada,2026-05-22
GEN0000001246,SITE0001,2026-05-22 21:00:00,2.3145,47.8001,0.3902,scada,2026-05-22
GEN0000001247,SITE0001,2026-05-22 22:00:00,7.207,45.9334,0.2106,scada,2026-05-22
GEN0000001248,SITE0001,2026-05-22 23:00:00,0.0,49.1613,1.8824,scada,2026-05-22
GEN0000001249,SITE0001,2026-05-23 00:00:00,0.0,46.6185,2.4054,scada,2026-05-23
GEN0000001250,SITE0001,2026-05-23 01:00:00,0.0,46.9787,0.0,scada,2026-05-23
GEN0000001251,SITE0001,2026-05-23 02:00:00,4.1339,47.0493,0.2779,scada,2026-05-23
GEN0000001252,SITE0001,2026-05-23 03:00:00,6.4396,48.5386,2.0119,scada,2026-05-23
GEN0000001253,SITE0001,2026-05-23 04:00:00,0.0,46.7065,0.0,scada,2026-05-23
GEN0000001254,SITE0001,2026-05-23 05:00:00,0.0,45.551,2.1993,scada,2026-05-23
GEN0000001255,SITE0001,2026-05-23 06:00:00,3.5801,47.506,0.7366,scada,2026-05-23
GEN0000001256,SITE0001,2026-05-23 07:00:00,51.13,50.5276,0.0,scada,2026-05-23
GEN0000001257,SITE0001,2026-05-23 08:00:00,36.4357,48.1492,0.0,scada,2026-05-23
GEN0000001258,SITE0001,2026-05-23 09:00:00,21.6859,46.1109,0.0446,scada,2026-05-23
GEN0000001259,SITE0001,2026-05-23 10:00:00,38.94,49.9743,1.198,scada,2026-05-23
GEN0000001260,SITE0001,2026-05-23 11:00:00,51.1213,47.9329,0.9551,scada,2026-05-23
GEN0000001261,SITE0001,2026-05-23 12:00:00,29.2213,47.7472,0.0,scada,2026-05-23
GEN0000001262,SITE0001,2026-05-23 13:00:00,30.876,47.9099,0.0,scada,2026-05-23
GEN0000001263,SITE0001,2026-05-23 14:00:00,36.6743,48.1229,1.2527,scada,2026-05-23
GEN0000001264,SITE0001,2026-05-23 15:00:00,30.4579,48.7013,2.0203,scada,2026-05-23
GEN0000001265,SITE0001,2026-05-23 16:00:00,31.8569,49.0706,2.5603,scada,2026-05-23
GEN0000001266,SITE0001,2026-05-23 17:00:00,46.104,45.3187,1.7292,scada,2026-05-23
GEN0000001267,SITE0001,2026-05-23 18:00:00,42.9698,50.5854,0.0,scada,2026-05-23
GEN0000001268,SITE0001,2026-05-23 19:00:00,2.9803,45.0902,1.0863,scada,2026-05-23
GEN0000001269,SITE0001,2026-05-23 20:00:00,0.0,46.6833,0.5827,scada,2026-05-23
GEN0000001270,SITE0001,2026-05-23 21:00:00,9.0296,46.5396,0.7607,scada,2026-05-23
GEN0000001271,SITE0001,2026-05-23 22:00:00,4.8457,49.933,2.9021,scada,2026-05-23
GEN0000001272,SITE0001,2026-05-23 23:00:00,0.0,50.6456,0.0,scada,2026-05-23
GEN0000001273,SITE0001,2026-05-24 00:00:00,0.0,46.1163,0.0,scada,2026-05-24
GEN0000001274,SITE0001,2026-05-24 01:00:00,12.1146,45.8172,0.0,scada,2026-05-24
GEN0000001275,SITE0001,2026-05-24 02:00:00,7.0161,48.2527,0.0,scada,2026-05-24
GEN0000001276,SITE0001,2026-05-24 03:00:00,2.9197,49.1068,0.0,scada,2026-05-24
GEN0000001277,SITE0001,2026-05-24 04:00:00,0.0,45.3734,0.0,scada,2026-05-24
GEN0000001278,SITE0001,2026-05-24 05:00:00,0.0,47.5185,0.8923,scada,2026-05-24
GEN0000001279,SITE0001,2026-05-24 06:00:00,0.0,49.0101,1.7071,scada,2026-05-24
GEN0000001280,SITE0001,2026-05-24 07:00:00,36.4755,45.3365,0.1215,scada,2026-05-24
GEN0000001281,SITE0001,2026-05-24 08:00:00,51.13,48.8933,0.0,scada,2026-05-24
GEN0000001282,SITE0001,2026-05-24 09:00:00,26.0996,48.9749,1.1519,scada,2026-05-24
GEN0000001283,SITE0001,2026-05-24 10:00:00,31.4226,49.5289,1.8322,scada,2026-05-24
GEN0000001284,SITE0001,2026-05-24 11:00:00,35.1148,51.1162,1.6278,scada,2026-05-24
GEN0000001285,SITE0001,2026-05-24 12:00:00,50.7945,50.175,0.1129,scada,2026-05-24
GEN0000001286,SITE0001,2026-05-24 13:00:00,51.13,47.3042,1.2774,scada,2026-05-24
GEN0000001287,SITE0001,2026-05-24 14:00:00,42.8274,49.5397,1.1785,scada,2026-05-24
GEN0000001288,SITE0001,2026-05-24 15:00:00,30.0438,49.3596,0.0,scada,2026-05-24
GEN0000001289,SITE0001,2026-05-24 16:00:00,46.1072,51.1203,1.9224,scada,2026-05-24
GEN0000001290,SITE0001,2026-05-24 17:00:00,27.2478,45.8812,1.2021,scada,2026-05-24
GEN0000001291,SITE0001,2026-05-24 18:00:00,40.776,45.8978,0.0,scada,2026-05-24
GEN0000001292,SITE0001,2026-05-24 19:00:00,3.1919,50.261,1.2854,scada,2026-05-24
GEN0000001293,SITE0001,2026-05-24 20:00:00,0.0,50.7475,1.4507,scada,2026-05-24
GEN0000001294,SITE0001,2026-05-24 21:00:00,4.4095,46.4453,0.7815,scada,2026-05-24
GEN0000001295,SITE0001,2026-05-24 22:00:00,2.6129,49.6865,0.0,scada,2026-05-24
GEN0000001296,SITE0001,2026-05-24 23:00:00,0.0,46.3598,2.8948,scada,2026-05-24
GEN0000001297,SITE0001,2026-05-25 00:00:00,0.0,48.0585,1.1826,scada,2026-05-25
GEN0000001298,SITE0001,2026-05-25 01:00:00,0.0,47.9952,1.4831,scada,2026-05-25
GEN0000001299,SITE0001,2026-05-25 02:00:00,0.5382,50.289,2.4314,scada,2026-05-25
GEN0000001300,SITE0001,2026-05-25 03:00:00,0.0,49.8526,0.9751,scada,2026-05-25
GEN0000001301,SITE0001,2026-05-25 04:00:00,0.0,51.1039,0.8299,scada,2026-05-25
GEN0000001302,SITE0001,2026-05-25 05:00:00,7.0609,47.3759,2.0004,scada,2026-05-25
GEN0000001303,SITE0001,2026-05-25 06:00:00,0.0,49.633,0.3275,scada,2026-05-25
GEN0000001304,SITE0001,2026-05-25 07:00:00,33.9846,46.804,0.0,scada,2026-05-25
GEN0000001305,SITE0001,2026-05-25 08:00:00,25.6065,49.4687,1.8357,scada,2026-05-25
GEN0000001306,SITE0001,2026-05-25 09:00:00,42.6262,50.293,0.6177,scada,2026-05-25
GEN0000001307,SITE0001,2026-05-25 10:00:00,19.8207,46.4989,0.3649,scada,2026-05-25
GEN0000001308,SITE0001,2026-05-25 11:00:00,39.1838,47.6261,1.7736,scada,2026-05-25
GEN0000001309,SITE0001,2026-05-25 12:00:00,39.2656,47.0841,0.5797,scada,2026-05-25
GEN0000001310,SITE0001,2026-05-25 13:00:00,26.6321,48.5209,0.0,scada,2026-05-25
GEN0000001311,SITE0001,2026-05-25 14:00:00,51.13,45.9436,0.0,scada,2026-05-25
GEN0000001312,SITE0001,2026-05-25 15:00:00,35.6758,46.9016,0.8324,scada,2026-05-25
GEN0000001313,SITE0001,2026-05-25 16:00:00,28.186,48.6964,0.8222,scada,2026-05-25
GEN0000001314,SITE0001,2026-05-25 17:00:00,27.5914,48.1159,3.0928,scada,2026-05-25
GEN0000001315,SITE0001,2026-05-25 18:00:00,43.531,47.9824,0.0,scada,2026-05-25
GEN0000001316,SITE0001,2026-05-25 19:00:00,0.0768,47.4224,0.643,scada,2026-05-25
GEN0000001317,SITE0001,2026-05-25 20:00:00,6.9462,47.7358,0.0974,scada,2026-05-25
GEN0000001318,SITE0001,2026-05-25 21:00:00,5.7574,50.0371,0.2424,scada,2026-05-25
GEN0000001319,SITE0001,2026-05-25 22:00:00,5.7547,48.9138,0.4693,scada,2026-05-25
GEN0000001320,SITE0001,2026-05-25 23:00:00,8.6447,46.6386,4.3625,scada,2026-05-25
GEN0000001321,SITE0001,2026-05-26 00:00:00,0.0,50.9905,3.9232,scada,2026-05-26
GEN0000001322,SITE0001,2026-05-26 01:00:00,3.5755,45.5077,0.0,scada,2026-05-26
GEN0000001323,SITE0001,2026-05-26 02:00:00,0.0,49.797,0.0,scada,2026-05-26
GEN0000001324,SITE0001,2026-05-26 03:00:00,12.4601,50.0341,0.1362,scada,2026-05-26
GEN0000001325,SITE0001,2026-05-26 04:00:00,5.9274,48.4957,0.4223,scada,2026-05-26
GEN0000001326,SITE0001,2026-05-26 05:00:00,1.2707,48.3037,2.0981,scada,2026-05-26
GEN0000001327,SITE0001,2026-05-26 06:00:00,0.0,50.0297,1.0272,scada,2026-05-26
GEN0000001328,SITE0001,2026-05-26 07:00:00,31.9243,47.5867,0.0,scada,2026-05-26
GEN0000001329,SITE0001,2026-05-26 08:00:00,42.0159,48.6447,2.295,scada,2026-05-26
GEN0000001330,SITE0001,2026-05-26 09:00:00,40.0599,47.7109,0.4592,scada,2026-05-26
GEN0000001331,SITE0001,2026-05-26 10:00:00,44.0434,45.1994,1.2164,scada,2026-05-26
GEN0000001332,SITE0001,2026-05-26 11:00:00,33.5181,49.8121,2.4778,scada,2026-05-26
GEN0000001333,SITE0001,2026-05-26 12:00:00,27.0781,47.793,0.0,scada,2026-05-26
GEN0000001334,SITE0001,2026-05-26 13:00:00,37.5965,46.7672,0.7723,scada,2026-05-26
GEN0000001335,SITE0001,2026-05-26 14:00:00,36.933,45.9456,0.0423,scada,2026-05-26
GEN0000001336,SITE0001,2026-05-26 15:00:00,23.2692,49.6898,0.2616,scada,2026-05-26
GEN0000001337,SITE0001,2026-05-26 16:00:00,36.0919,50.6403,0.7735,scada,2026-05-26
GEN0000001338,SITE0001,2026-05-26 17:00:00,44.8933,47.8599,0.0,scada,2026-05-26
GEN0000001339,SITE0001,2026-05-26 18:00:00,47.5212,48.3367,1.4499,scada,2026-05-26
GEN0000001340,SITE0001,2026-05-26 19:00:00,0.0,48.4147,2.2671,scada,2026-05-26
GEN0000001341,SITE0001,2026-05-26 20:00:00,0.0,46.4159,0.9514,scada,2026-05-26
GEN0000001342,SITE0001,2026-05-26 21:00:00,0.0,49.3753,0.0,scada,2026-05-26
GEN0000001343,SITE0001,2026-05-26 22:00:00,0.0,50.0329,0.0,scada,2026-05-26
GEN0000001344,SITE0001,2026-05-26 23:00:00,0.0,50.9415,0.0,scada,2026-05-26
GEN0000001345,SITE0001,2026-05-27 00:00:00,1.3724,45.8551,1.2469,scada,2026-05-27
GEN0000001346,SITE0001,2026-05-27 01:00:00,7.8612,47.3681,0.0,scada,2026-05-27
GEN0000001347,SITE0001,2026-05-27 02:00:00,5.8677,47.7952,2.5652,scada,2026-05-27
GEN0000001348,SITE0001,2026-05-27 03:00:00,0.0,46.0206,0.4314,scada,2026-05-27
GEN0000001349,SITE0001,2026-05-27 04:00:00,3.3008,45.9668,3.338,scada,2026-05-27
GEN0000001350,SITE0001,2026-05-27 05:00:00,2.1846,47.0977,2.2097,scada,2026-05-27
GEN0000001351,SITE0001,2026-05-27 06:00:00,0.0,46.2192,0.0,scada,2026-05-27
GEN0000001352,SITE0001,2026-05-27 07:00:00,42.4583,47.5708,0.0,scada,2026-05-27
GEN0000001353,SITE0001,2026-05-27 08:00:00,41.227,48.4344,0.0,scada,2026-05-27
GEN0000001354,SITE0001,2026-05-27 09:00:00,33.6186,45.983,0.0,scada,2026-05-27
GEN0000001355,SITE0001,2026-05-27 10:00:00,42.2193,47.6868,1.1083,scada,2026-05-27
GEN0000001356,SITE0001,2026-05-27 11:00:00,30.2525,50.0577,1.6348,scada,2026-05-27
GEN0000001357,SITE0001,2026-05-27 12:00:00,51.13,45.4152,1.7906,scada,2026-05-27
GEN0000001358,SITE0001,2026-05-27 13:00:00,38.8908,50.1448,0.8809,scada,2026-05-27
GEN0000001359,SITE0001,2026-05-27 14:00:00,22.2968,50.4068,1.9251,scada,2026-05-27
GEN0000001360,SITE0001,2026-05-27 15:00:00,31.5578,48.9628,0.0,scada,2026-05-27
GEN0000001361,SITE0001,2026-05-27 16:00:00,30.5682,50.6828,0.0,scada,2026-05-27
GEN0000001362,SITE0001,2026-05-27 17:00:00,38.2687,49.3319,0.0,scada,2026-05-27
GEN0000001363,SITE0001,2026-05-27 18:00:00,28.9387,49.3843,2.997,scada,2026-05-27
GEN0000001364,SITE0001,2026-05-27 19:00:00,0.0,50.326,0.0,scada,2026-05-27
GEN0000001365,SITE0001,2026-05-27 20:00:00,9.8494,45.8733,0.4541,scada,2026-05-27
GEN0000001366,SITE0001,2026-05-27 21:00:00,12.3811,46.2386,0.0,scada,2026-05-27
GEN0000001367,SITE0001,2026-05-27 22:00:00,10.1898,49.1136,2.2003,scada,2026-05-27
GEN0000001368,SITE0001,2026-05-27 23:00:00,4.4664,47.13,0.7508,scada,2026-05-27
GEN0000001369,SITE0001,2026-05-28 00:00:00,0.0,48.4131,0.0,scada,2026-05-28
GEN0000001370,SITE0001,2026-05-28 01:00:00,7.253,51.0701,0.9617,scada,2026-05-28
GEN0000001371,SITE0001,2026-05-28 02:00:00,0.0,49.446,0.9905,scada,2026-05-28
GEN0000001372,SITE0001,2026-05-28 03:00:00,0.0,47.1849,0.257,scada,2026-05-28
GEN0000001373,SITE0001,2026-05-28 04:00:00,0.0,46.4855,0.0539,scada,2026-05-28
GEN0000001374,SITE0001,2026-05-28 05:00:00,0.0,50.3595,0.0,scada,2026-05-28
GEN0000001375,SITE0001,2026-05-28 06:00:00,14.8472,46.4951,0.0,scada,2026-05-28
GEN0000001376,SITE0001,2026-05-28 07:00:00,20.521,45.5296,1.1138,scada,2026-05-28
GEN0000001377,SITE0001,2026-05-28 08:00:00,30.0967,46.2434,0.0,scada,2026-05-28
GEN0000001378,SITE0001,2026-05-28 09:00:00,41.942,48.7267,0.0,scada,2026-05-28
GEN0000001379,SITE0001,2026-05-28 10:00:00,29.0738,50.0154,1.5273,scada,2026-05-28
GEN0000001380,SITE0001,2026-05-28 11:00:00,33.9898,49.8119,1.2797,scada,2026-05-28
GEN0000001381,SITE0001,2026-05-28 12:00:00,51.13,47.2253,3.0657,scada,2026-05-28
GEN0000001382,SITE0001,2026-05-28 13:00:00,20.4859,48.8376,0.0,scada,2026-05-28
GEN0000001383,SITE0001,2026-05-28 14:00:00,35.3393,48.3848,2.3771,scada,2026-05-28
GEN0000001384,SITE0001,2026-05-28 15:00:00,32.6063,51.1243,0.0425,scada,2026-05-28
GEN0000001385,SITE0001,2026-05-28 16:00:00,37.7565,46.6701,1.665,scada,2026-05-28
GEN0000001386,SITE0001,2026-05-28 17:00:00,49.4982,48.3692,1.4228,scada,2026-05-28
GEN0000001387,SITE0001,2026-05-28 18:00:00,33.641,46.0136,1.9773,scada,2026-05-28
GEN0000001388,SITE0001,2026-05-28 19:00:00,0.0,50.1774,2.5808,scada,2026-05-28
GEN0000001389,SITE0001,2026-05-28 20:00:00,3.8423,47.2066,1.6605,scada,2026-05-28
GEN0000001390,SITE0001,2026-05-28 21:00:00,3.6848,48.8443,2.7499,scada,2026-05-28
GEN0000001391,SITE0001,2026-05-28 22:00:00,10.6274,50.3625,0.0,scada,2026-05-28
GEN0000001392,SITE0001,2026-05-28 23:00:00,0.0,50.4591,3.8722,scada,2026-05-28
GEN0000001393,SITE0001,2026-05-29 00:00:00,0.0,50.8928,1.0738,scada,2026-05-29
GEN0000001394,SITE0001,2026-05-29 01:00:00,0.0,47.3747,0.0,scada,2026-05-29
GEN0000001395,SITE0001,2026-05-29 02:00:00,0.0,51.1089,1.4118,scada,2026-05-29
GEN0000001396,SITE0001,2026-05-29 03:00:00,0.0,49.1358,0.0,scada,2026-05-29
GEN0000001397,SITE0001,2026-05-29 04:00:00,1.7461,50.7954,2.7135,scada,2026-05-29
GEN0000001398,SITE0001,2026-05-29 05:00:00,2.1079,47.006,0.0,scada,2026-05-29
GEN0000001399,SITE0001,2026-05-29 06:00:00,0.0,47.3137,0.9956,scada,2026-05-29
GEN0000001400,SITE0001,2026-05-29 07:00:00,28.9138,45.2235,1.0312,scada,2026-05-29
GEN0000001401,SITE0001,2026-05-29 08:00:00,25.6296,45.3905,0.3355,scada,2026-05-29
GEN0000001402,SITE0001,2026-05-29 09:00:00,36.9822,45.9109,1.6267,scada,2026-05-29
GEN0000001403,SITE0001,2026-05-29 10:00:00,44.2271,47.6152,0.0,scada,2026-05-29
GEN0000001404,SITE0001,2026-05-29 11:00:00,39.5132,46.9616,2.3456,scada,2026-05-29
GEN0000001405,SITE0001,2026-05-29 12:00:00,36.4203,50.677,1.1416,scada,2026-05-29
GEN0000001406,SITE0001,2026-05-29 13:00:00,47.7341,47.2693,1.1375,scada,2026-05-29
GEN0000001407,SITE0001,2026-05-29 14:00:00,23.5207,48.0995,0.5008,scada,2026-05-29
GEN0000001408,SITE0001,2026-05-29 15:00:00,35.1577,49.6795,0.0,scada,2026-05-29
GEN0000001409,SITE0001,2026-05-29 16:00:00,36.1618,45.7067,0.0,scada,2026-05-29
GEN0000001410,SITE0001,2026-05-29 17:00:00,46.5533,49.2867,1.2728,scada,2026-05-29
GEN0000001411,SITE0001,2026-05-29 18:00:00,39.6915,49.0893,0.0,scada,2026-05-29
GEN0000001412,SITE0001,2026-05-29 19:00:00,0.0,50.092,0.0,scada,2026-05-29
GEN0000001413,SITE0001,2026-05-29 20:00:00,0.0,46.8771,0.7385,scada,2026-05-29
GEN0000001414,SITE0001,2026-05-29 21:00:00,14.1371,49.4153,0.5784,scada,2026-05-29
GEN0000001415,SITE0001,2026-05-29 22:00:00,0.0,50.5163,0.7146,scada,2026-05-29
GEN0000001416,SITE0001,2026-05-29 23:00:00,0.0,50.84,0.0,scada,2026-05-29
GEN0000001417,SITE0001,2026-05-30 00:00:00,4.0925,48.9108,0.0,scada,2026-05-30
GEN0000001418,SITE0001,2026-05-30 01:00:00,0.0,46.2376,0.0,scada,2026-05-30
GEN0000001419,SITE0001,2026-05-30 02:00:00,2.4348,45.238,0.6142,scada,2026-05-30
GEN0000001420,SITE0001,2026-05-30 03:00:00,0.0,46.0167,1.4053,scada,2026-05-30
GEN0000001421,SITE0001,2026-05-30 04:00:00,3.7542,49.8688,1.5868,scada,2026-05-30
GEN0000001422,SITE0001,2026-05-30 05:00:00,0.0,48.6518,0.1018,scada,2026-05-30
GEN0000001423,SITE0001,2026-05-30 06:00:00,0.0,50.5204,1.5506,scada,2026-05-30
GEN0000001424,SITE0001,2026-05-30 07:00:00,36.7367,49.9931,1.6156,scada,2026-05-30
GEN0000001425,SITE0001,2026-05-30 08:00:00,32.3547,45.9226,0.8861,scada,2026-05-30
GEN0000001426,SITE0001,2026-05-30 09:00:00,30.8841,49.8017,1.3847,scada,2026-05-30
GEN0000001427,SITE0001,2026-05-30 10:00:00,29.9511,49.2522,2.773,scada,2026-05-30
GEN0000001428,SITE0001,2026-05-30 11:00:00,31.0535,49.8573,3.7885,scada,2026-05-30
GEN0000001429,SITE0001,2026-05-30 12:00:00,39.9296,48.9949,0.0,scada,2026-05-30
GEN0000001430,SITE0001,2026-05-30 13:00:00,44.648,47.5377,0.9465,scada,2026-05-30
GEN0000001431,SITE0001,2026-05-30 14:00:00,49.7235,49.8761,0.6203,scada,2026-05-30
GEN0000001432,SITE0001,2026-05-30 15:00:00,27.2202,48.1507,1.4685,scada,2026-05-30
GEN0000001433,SITE0001,2026-05-30 16:00:00,32.4897,48.9959,0.5253,scada,2026-05-30
GEN0000001434,SITE0001,2026-05-30 17:00:00,25.7016,47.1566,0.8743,scada,2026-05-30
GEN0000001435,SITE0001,2026-05-30 18:00:00,51.13,48.1502,1.3836,scada,2026-05-30
GEN0000001436,SITE0001,2026-05-30 19:00:00,0.1386,47.8226,1.8216,scada,2026-05-30
GEN0000001437,SITE0001,2026-05-30 20:00:00,6.0392,45.6327,1.1885,scada,2026-05-30
GEN0000001438,SITE0001,2026-05-30 21:00:00,5.2338,48.4903,1.8206,scada,2026-05-30
GEN0000001439,SITE0001,2026-05-30 22:00:00,0.0,50.06,0.4979,scada,2026-05-30
GEN0000001440,SITE0001,2026-05-30 23:00:00,3.7706,46.5105,1.9892,scada,2026-05-30
GEN0000001441,SITE0001,2026-05-31 00:00:00,0.0,51.0761,1.2928,scada,2026-05-31
GEN0000001442,SITE0001,2026-05-31 01:00:00,0.0,49.7408,1.5475,scada,2026-05-31
GEN0000001443,SITE0001,2026-05-31 02:00:00,9.4877,47.9722,0.6725,scada,2026-05-31
GEN0000001444,SITE0001,2026-05-31 03:00:00,8.6224,45.865,0.4669,scada,2026-05-31
GEN0000001445,SITE0001,2026-05-31 04:00:00,0.0,48.8678,2.3974,scada,2026-05-31
GEN0000001446,SITE0001,2026-05-31 05:00:00,2.5858,45.0688,1.6581,scada,2026-05-31
GEN0000001447,SITE0001,2026-05-31 06:00:00,0.0,49.4195,0.0,scada,2026-05-31
GEN0000001448,SITE0001,2026-05-31 07:00:00,39.2276,46.1861,0.4884,scada,2026-05-31
GEN0000001449,SITE0001,2026-05-31 08:00:00,30.6997,48.1213,2.5942,scada,2026-05-31
GEN0000001450,SITE0001,2026-05-31 09:00:00,24.5139,50.8026,1.4198,scada,2026-05-31
GEN0000001451,SITE0001,2026-05-31 10:00:00,39.216,46.4209,0.0,scada,2026-05-31
GEN0000001452,SITE0001,2026-05-31 11:00:00,40.8794,51.0704,0.0,scada,2026-05-31
GEN0000001453,SITE0001,2026-05-31 12:00:00,31.603,45.6029,2.083,scada,2026-05-31
GEN0000001454,SITE0001,2026-05-31 13:00:00,24.5482,51.1012,0.0,scada,2026-05-31
GEN0000001455,SITE0001,2026-05-31 14:00:00,47.2775,47.7196,0.0,scada,2026-05-31
GEN0000001456,SITE0001,2026-05-31 15:00:00,22.589,51.124,0.1729,scada,2026-05-31
GEN0000001457,SITE0001,2026-05-31 16:00:00,28.2532,48.245,0.9442,scada,2026-05-31
