cdc_id,customer_id,effective_ts,operation,new_segment,new_credit_class,new_autopay_flag,change_reason,_ingested_at_utc,_source_file,_source_system
CCDC0000148,CUST00002959,2026-05-26 10:28:15,UPDATE,Enterprise,A,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000149,CUST00001756,2026-02-07 02:42:29,UPDATE,Consumer,B,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000150,CUST00001701,2026-02-28 18:40:01,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000151,CUST00004076,2026-03-15 01:53:29,UPDATE,Enterprise,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000152,CUST00001629,2026-02-02 00:14:46,UPDATE,Enterprise,A,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000153,CUST00000424,2026-02-08 10:11:34,UPDATE,Small Business,B,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000154,CUST00000257,2026-02-24 11:32:18,UPDATE,Small Business,A,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000155,CUST00002575,2026-02-27 17:08:02,UPDATE,Enterprise,D,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000156,CUST00000143,2026-04-09 17:45:25,UPDATE,Government,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000157,CUST00001378,2026-05-17 14:31:39,UPDATE,Enterprise,A,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000158,CUST00000950,2026-02-05 10:53:10,UPDATE,Small Business,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000159,CUST00001144,2026-02-24 04:07:36,UPDATE,Enterprise,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000160,CUST00001318,2026-05-01 00:52:50,UPDATE,Government,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000161,CUST00002258,2026-04-30 03:51:22,UPDATE,Consumer,A,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000162,CUST00003232,2026-02-15 10:17:16,UPDATE,Government,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000163,CUST00002457,2026-05-23 23:56:38,UPDATE,Enterprise,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000164,CUST00001255,2026-04-14 13:31:41,UPDATE,Consumer,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000165,CUST00001080,2026-04-03 12:31:44,UPDATE,Enterprise,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000166,CUST00003155,2026-02-19 00:25:07,UPDATE,Consumer,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000167,CUST00000456,2026-02-28 10:18:40,UPDATE,Consumer,A,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000168,CUST00000568,2026-05-29 01:13:44,UPDATE,Government,A,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000169,CUST00001612,2026-04-27 09:12:21,UPDATE,Government,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000170,CUST00001815,2026-02-03 01:45:15,UPDATE,Government,A,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000171,CUST00002143,2026-03-04 07:13:35,UPDATE,Government,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000172,CUST00000097,2026-02-16 14:09:07,UPDATE,Small Business,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000173,CUST00000908,2026-03-11 11:51:41,UPDATE,Small Business,C,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000174,CUST00002383,2026-04-03 01:40:00,UPDATE,Government,B,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000175,CUST00002645,2026-03-08 04:52:23,UPDATE,Enterprise,A,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000176,CUST00001558,2026-03-24 08:36:23,UPDATE,Consumer,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000177,CUST00003936,2026-02-14 01:24:23,UPDATE,Consumer,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000178,CUST00004366,2026-03-21 00:20:34,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000179,CUST00001509,2026-04-06 04:07:08,UPDATE,Enterprise,B,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000180,CUST00004133,2026-04-10 08:48:38,UPDATE,Government,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000181,CUST00001321,2026-05-30 10:03:10,UPDATE,Small Business,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000182,CUST00002713,2026-04-13 16:12:31,UPDATE,Government,A,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000183,CUST00000223,2026-03-16 13:13:02,UPDATE,Consumer,C,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000184,CUST00003534,2026-03-03 04:25:02,UPDATE,Small Business,B,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000185,CUST00003918,2026-05-07 01:09:49,UPDATE,Government,B,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000186,CUST00001354,2026-04-17 21:47:14,UPDATE,Small Business,B,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000187,CUST00001447,2026-04-03 14:54:37,UPDATE,Government,C,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000188,CUST00000729,2026-03-06 19:55:00,UPDATE,Government,A,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000189,CUST00000914,2026-04-12 03:16:46,UPDATE,Consumer,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000190,CUST00002209,2026-03-22 03:03:03,UPDATE,Small Business,D,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000191,CUST00003338,2026-05-05 03:48:31,UPDATE,Government,B,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000192,CUST00004131,2026-04-11 03:48:37,UPDATE,Small Business,C,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000193,CUST00000336,2026-05-05 02:47:21,UPDATE,Government,C,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000194,CUST00001647,2026-05-06 04:29:34,UPDATE,Enterprise,A,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000195,CUST00002813,2026-02-21 23:30:06,UPDATE,Enterprise,A,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000196,CUST00002409,2026-02-24 02:18:47,UPDATE,Government,A,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000197,CUST00000368,2026-05-27 01:36:32,UPDATE,Enterprise,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000198,CUST00003015,2026-03-13 17:40:26,UPDATE,Small Business,C,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000199,CUST00001550,2026-04-29 14:07:44,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000200,CUST00001399,2026-03-21 05:28:55,UPDATE,Consumer,B,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000201,CUST00003613,2026-03-27 02:58:34,UPDATE,Government,A,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000202,CUST00003017,2026-03-01 05:24:37,UPDATE,Small Business,C,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000203,CUST00000210,2026-04-04 18:34:52,UPDATE,Enterprise,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000204,CUST00002680,2026-02-11 00:11:41,UPDATE,Enterprise,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000205,CUST00002434,2026-04-16 04:42:58,UPDATE,Consumer,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000206,CUST00003307,2026-04-09 07:09:35,UPDATE,Consumer,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000207,CUST00000843,2026-05-04 13:58:25,UPDATE,Government,A,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000208,CUST00000105,2026-03-31 06:24:59,UPDATE,Enterprise,D,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000209,CUST00002417,2026-02-22 01:45:37,UPDATE,Government,A,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000210,CUST00000111,2026-03-01 16:46:59,UPDATE,Government,A,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000211,CUST00001698,2026-03-20 08:07:36,UPDATE,Consumer,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000212,CUST00002348,2026-05-12 13:11:29,UPDATE,Government,D,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000213,CUST00002420,2026-04-01 20:00:28,UPDATE,Enterprise,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000214,CUST00002570,2026-05-28 04:55:07,UPDATE,Enterprise,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000215,CUST00002607,2026-02-14 04:26:45,UPDATE,Small Business,A,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000216,CUST00000317,2026-02-11 14:20:08,UPDATE,Government,A,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000217,CUST00000818,2026-03-31 19:36:55,UPDATE,Enterprise,D,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000218,CUST00000849,2026-05-17 23:22:01,UPDATE,Small Business,D,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000219,CUST00004231,2026-04-25 08:48:06,UPDATE,Consumer,C,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000220,CUST00001999,2026-05-31 02:42:19,UPDATE,Small Business,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000221,CUST00001210,2026-03-18 00:15:11,UPDATE,Consumer,B,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000222,CUST00003777,2026-05-30 12:34:53,UPDATE,Enterprise,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000223,CUST00004494,2026-03-16 20:21:27,UPDATE,Small Business,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000224,CUST00001180,2026-02-23 14:33:00,UPDATE,Consumer,D,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000225,CUST00000650,2026-03-21 13:47:18,UPDATE,Small Business,A,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000226,CUST00002059,2026-05-12 22:24:34,UPDATE,Enterprise,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000227,CUST00001247,2026-03-01 23:57:16,UPDATE,Small Business,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000228,CUST00002748,2026-04-15 00:24:47,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000229,CUST00002894,2026-05-07 21:07:20,UPDATE,Consumer,B,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000230,CUST00003557,2026-02-04 05:27:59,UPDATE,Government,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000231,CUST00002860,2026-04-01 09:59:37,UPDATE,Consumer,A,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000232,CUST00004452,2026-02-16 23:26:58,UPDATE,Small Business,B,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000233,CUST00004344,2026-05-01 01:43:13,UPDATE,Enterprise,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000234,CUST00004247,2026-02-16 14:18:17,UPDATE,Government,C,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000235,CUST00002749,2026-03-30 17:12:23,UPDATE,Consumer,D,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000236,CUST00000106,2026-03-19 07:32:11,UPDATE,Enterprise,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000237,CUST00000586,2026-05-04 17:25:33,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000238,CUST00003836,2026-02-03 07:22:12,UPDATE,Enterprise,D,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000239,CUST00000005,2026-03-15 21:29:15,UPDATE,Small Business,D,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000240,CUST00003255,2026-05-25 10:42:06,UPDATE,Government,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000241,CUST00003779,2026-03-03 04:16:33,UPDATE,Consumer,D,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000242,CUST00002851,2026-04-21 10:45:51,UPDATE,Small Business,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000243,CUST00002949,2026-04-20 06:27:16,UPDATE,Enterprise,B,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000244,CUST00004047,2026-05-12 18:58:32,UPDATE,Enterprise,C,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000245,CUST00000460,2026-03-02 09:04:19,UPDATE,Government,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000246,CUST00000025,2026-03-27 09:12:28,UPDATE,Government,A,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000247,CUST00000776,2026-02-27 10:33:09,UPDATE,Government,C,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000248,CUST00001971,2026-04-10 20:14:44,UPDATE,Enterprise,C,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000249,CUST00004036,2026-05-01 21:41:58,UPDATE,Government,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000250,CUST00002886,2026-02-15 17:46:26,UPDATE,Small Business,B,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000251,CUST00002342,2026-05-08 05:18:20,UPDATE,Small Business,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000252,CUST00001745,2026-03-28 18:19:01,UPDATE,Consumer,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000253,CUST00003142,2026-04-11 21:34:22,UPDATE,Small Business,C,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000254,CUST00004221,2026-03-06 07:03:19,UPDATE,Small Business,A,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000255,CUST00002673,2026-04-15 07:47:49,UPDATE,Consumer,C,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000256,CUST00003761,2026-05-25 03:36:49,UPDATE,Government,A,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000257,CUST00003871,2026-02-12 05:03:19,UPDATE,Consumer,C,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000258,CUST00000763,2026-03-06 00:21:15,UPDATE,Consumer,D,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000259,CUST00001203,2026-05-29 05:36:58,UPDATE,Small Business,D,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000260,CUST00003257,2026-02-09 16:14:25,UPDATE,Enterprise,A,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000261,CUST00003915,2026-03-09 19:36:30,UPDATE,Small Business,B,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000262,CUST00002945,2026-04-04 15:48:44,UPDATE,Enterprise,D,N,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000263,CUST00003963,2026-03-22 17:31:20,UPDATE,Small Business,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000264,CUST00000132,2026-02-19 11:59:20,UPDATE,Small Business,B,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000265,CUST00001230,2026-03-04 05:40:08,UPDATE,Small Business,B,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000266,CUST00001798,2026-02-11 16:09:07,UPDATE,Government,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000267,CUST00000878,2026-02-08 14:56:12,UPDATE,Government,B,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000268,CUST00003977,2026-04-26 13:28:07,UPDATE,Enterprise,C,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000269,CUST00004459,2026-02-07 17:35:22,UPDATE,Small Business,B,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000270,CUST00000905,2026-05-03 01:09:34,UPDATE,Small Business,D,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000271,CUST00002227,2026-03-05 05:17:15,UPDATE,Government,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000272,CUST00002274,2026-05-07 10:29:15,UPDATE,Government,D,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000273,CUST00000093,2026-04-24 17:32:17,UPDATE,Enterprise,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000274,CUST00001481,2026-05-25 05:46:03,UPDATE,Consumer,C,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000275,CUST00001845,2026-03-27 16:20:04,UPDATE,Government,C,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000276,CUST00001096,2026-05-19 20:03:07,UPDATE,Small Business,A,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000277,CUST00003053,2026-02-05 14:06:29,UPDATE,Government,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000278,CUST00002514,2026-02-03 10:28:50,UPDATE,Government,D,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000279,CUST00004167,2026-03-14 00:05:50,UPDATE,Government,C,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000280,CUST00002707,2026-03-26 05:34:07,UPDATE,Enterprise,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000281,CUST00003657,2026-03-27 21:53:33,UPDATE,Government,D,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000282,CUST00004404,2026-03-24 14:25:40,UPDATE,Enterprise,C,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000283,CUST00001736,2026-05-16 14:57:24,UPDATE,Consumer,B,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000284,CUST00003851,2026-04-16 03:49:37,UPDATE,Consumer,D,Y,annual_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000285,CUST00000850,2026-05-12 06:34:42,UPDATE,Enterprise,B,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000286,CUST00000345,2026-04-15 18:57:40,UPDATE,Government,D,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000287,CUST00002881,2026-05-14 12:24:20,UPDATE,Small Business,C,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000288,CUST00000081,2026-02-19 23:33:02,UPDATE,Consumer,B,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000289,CUST00000067,2026-03-31 18:51:02,UPDATE,Small Business,B,Y,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000290,CUST00001253,2026-03-05 22:59:47,UPDATE,Small Business,A,Y,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000291,CUST00003820,2026-04-11 09:47:54,UPDATE,Small Business,B,Y,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000292,CUST00003636,2026-03-09 16:54:50,UPDATE,Consumer,B,N,credit_review,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000293,CUST00001016,2026-04-26 19:03:02,UPDATE,Government,D,N,segment_change,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
CCDC0000294,CUST00002220,2026-04-04 10:54:01,UPDATE,Enterprise,D,N,customer_request,2026-09-11T04:28:53.773949+00:00,data/raw/cdc/customer_cdc.csv,customer_cdc
