return_id,order_id,order_line_id,product_id,return_date,return_reason,return_qty,refund_amount,return_status,_bronze_loaded_at_utc,_source_file
RET00000161,SO00000521,SOL0000001590,SKU0000287,2026-02-04,Late Delivery,bad,323.59,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000162,SO00002125,SOL0000006386,SKU0000058,2026-04-11,Customer Cancelled,5,372.99,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000163,SO00001868,SOL0000005632,SKU0000280,2026-04-22,Quality Issue,1,158.56,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000164,SO00002282,SOL0000006858,SKU0000379,2026-05-19,Wrong Item,1,164.99,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000165,SO00001709,SOL0000005174,SKU0000542,2026-03-02,Damaged,5,392.14,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000166,SO00000343,SOL0000001021,SKU0000415,2026-06-11,Customer Cancelled,5,54.12,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000167,SO00001135,SOL0000003455,SKU0000158,2026-02-23,Quality Issue,bad,510.50,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000168,SO00001970,SOL0000005938,SKU0000344,2026-06-04,Damaged,bad,394.71,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000169,SO00000813,SOL0000002480,SKU0000590,2026-02-10,Quality Issue,1,299.64,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000170,SO00002261,SOL0000006796,SKU0000427,2026-03-05,Late Delivery,3,518.87,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000171,SO00002057,SOL0000006183,SKU0000123,2026-04-15,Wrong Item,bad,45.11,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000172,SO00000124,SOL0000000383,SKU0000481,2026-06-18,Damaged,3,577.62,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000173,SO00001617,SOL0000004903,SKU0000062,2026-07-04,Quality Issue,3,107.90,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000174,SO00002482,SOL0000007429,SKU0000438,2026-07-04,Damaged,bad,218.94,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000175,SO00002371,SOL0000007110,SKU0000210,2026-04-07,Wrong Item,1,117.61,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000176,SO00000269,SOL0000000803,SKU0000337,2026-02-03,Customer Cancelled,2,171.31,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000177,SO00000399,SOL0000001205,SKU0000116,2026-05-15,Late Delivery,1,274.43,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000178,SO00000720,SOL0000002205,SKU0000070,2026-06-30,Wrong Item,5,145.56,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000179,SO00000886,SOL0000002701,SKU0000165,2026-03-11,Quality Issue,bad,442.40,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000180,SO00000911,SOL0000002778,SKU0000034,2026-04-06,Wrong Item,bad,148.73,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000181,SO_UNKNOWN,SOL0000003891,SKU0000089,2026-02-12,Quality Issue,3,48.70,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000182,SO00002478,SOL0000007423,SKU0000540,2026-03-21,Quality Issue,2,530.19,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000183,SO00001671,SOL0000005073,SKU0000505,2026-05-18,Late Delivery,2,96.35,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000184,SO00002055,SOL0000006177,SKU0000356,2026-03-10,Wrong Item,3,574.34,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000185,SO00001492,SOL0000004539,SKU0000649,2026-06-28,Customer Cancelled,bad,169.18,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000186,SO00000230,SOL0000000698,SKU0000685,2026-06-08,Customer Cancelled,5,566.66,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000187,SO00001821,SOL0000005498,SKU0000078,2026-04-12,Late Delivery,5,77.34,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000188,SO00001832,SOL0000005537,SKU0000145,2026-04-27,Customer Cancelled,1,7.79,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000189,SO00001238,SOL0000003774,SKU0000327,2026-06-12,Customer Cancelled,5,587.86,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000190,SO00000019,SOL0000000066,SKU0000245,2026-02-26,Customer Cancelled,1,496.48,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000191,SO00002176,SOL0000006535,SKU0000241,2026-05-13,Late Delivery,bad,377.49,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000192,SO00000895,SOL0000002731,SKU0000644,2026-02-09,Damaged,bad,354.06,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000193,SO00001145,SOL0000003486,SKU0000345,2026-03-12,Late Delivery,2,85.81,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000194,SO00002291,SOL0000006878,SKU0000648,2026-04-09,Customer Cancelled,1,125.08,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000195,SO00001799,SOL0000005429,SKU0000352,2026-05-31,Late Delivery,5,147.86,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000196,SO00002184,SOL0000006555,SKU0000573,2026-05-03,Wrong Item,1,565.82,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000197,SO00000947,SOL0000002884,SKU0000462,2026-06-26,Wrong Item,bad,568.85,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000198,SO00001561,SOL0000004731,SKU0000465,2026-02-10,Quality Issue,bad,268.17,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000199,SO00000176,SOL0000000544,SKU0000472,2026-03-11,Quality Issue,bad,357.54,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000200,SO00001842,SOL0000005561,SKU0000636,2026-05-01,Customer Cancelled,3,173.53,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000201,SO00000310,SOL0000000920,SKU0000443,2026-03-08,Wrong Item,2,262.88,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000202,SO00002004,SOL0000006038,SKU0000095,2026-06-07,Customer Cancelled,3,520.58,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000203,SO00001281,SOL0000003913,SKU0000550,2026-04-03,Wrong Item,3,260.98,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000204,SO00001405,SOL0000004279,SKU0000208,2026-02-17,Damaged,2,487.33,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000205,SO00002390,SOL0000007168,SKU0000086,2026-06-08,Quality Issue,bad,389.91,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000206,SO00001478,SOL0000004495,SKU0000675,2026-05-17,Quality Issue,bad,421.01,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000207,SO00001889,SOL0000005695,SKU0000625,2026-05-27,Customer Cancelled,2,563.04,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000208,SO00000126,SOL0000000391,SKU0000137,2026-04-16,Quality Issue,1,43.62,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000209,SO00002389,SOL0000007165,SKU0000130,2026-03-11,Late Delivery,3,181.61,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000210,SO00001111,SOL0000003369,SKU0000217,2026-06-23,Wrong Item,1,442.38,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000211,SO00001137,SOL0000003459,SKU0000298,2026-05-14,Late Delivery,bad,285.17,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000212,SO00000228,SOL0000000691,SKU0000135,2026-07-04,Damaged,2,530.22,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000213,SO00000096,SOL0000000296,SKU0000619,2026-03-22,Quality Issue,bad,122.49,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000214,SO00001511,SOL0000004600,SKU0000543,2026-06-05,Wrong Item,3,165.64,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000215,SO00001817,SOL0000005484,SKU0000082,2026-05-24,Quality Issue,2,265.06,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000216,SO00002242,SOL0000006736,SKU0000675,2026-02-24,Late Delivery,5,503.85,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000217,SO_UNKNOWN,SOL0000002843,SKU0000586,2026-04-25,Late Delivery,1,123.81,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000218,SO00000079,SOL0000000241,SKU0000688,2026-04-05,Wrong Item,5,184.75,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000219,SO00000271,SOL0000000809,SKU0000089,2026-01-14,Wrong Item,bad,485.55,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000220,SO00000599,SOL0000001840,SKU0000599,2026-04-28,Damaged,3,145.93,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000221,SO00000172,SOL0000000533,SKU0000349,2026-06-13,Damaged,2,314.11,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000222,SO00000421,SOL0000001279,SKU0000028,2026-03-18,Damaged,3,545.90,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000223,SO00001972,SOL0000005944,SKU0000472,2026-03-12,Wrong Item,1,,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000224,SO00001100,SOL0000003337,SKU0000454,2026-03-31,Late Delivery,1,506.16,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000225,SO00001665,SOL0000005056,SKU0000171,2026-02-12,Customer Cancelled,bad,276.88,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000226,SO00001031,SOL0000003142,SKU0000625,2026-03-05,Late Delivery,2,254.39,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000227,SO00001253,SOL0000003820,SKU0000405,2026-01-11,Customer Cancelled,1,462.91,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000228,SO00001062,SOL0000003233,SKU0000525,2026-01-31,Damaged,1,168.25,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000229,SO00000091,SOL0000000274,SKU0000179,2026-05-12,Quality Issue,1,42.28,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000230,SO00000020,SOL0000000067,SKU0000347,2026-06-30,Quality Issue,2,441.02,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000231,SO00002080,SOL0000006249,SKU0000050,2026-02-18,Customer Cancelled,1,141.03,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000232,SO00002365,SOL0000007093,SKU0000051,2026-03-07,Damaged,5,463.22,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000233,SO00002474,SOL0000007412,SKU0000028,2026-04-09,Quality Issue,1,476.51,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000234,SO00002440,SOL0000007319,SKU0000243,2026-05-22,Damaged,1,28.56,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000235,SO00001670,SOL0000005069,SKU0000628,2026-03-31,Late Delivery,3,439.72,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000236,SO00001218,SOL0000003720,SKU0000027,2026-02-20,Late Delivery,3,48.25,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000237,SO00000494,SOL0000001495,SKU0000581,2026-06-22,Customer Cancelled,3,451.39,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000238,SO00001288,SOL0000003932,SKU0000495,2026-04-10,Late Delivery,2,531.80,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000239,SO00002379,SOL0000007132,SKU0000233,2026-02-06,Damaged,1,46.28,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000240,SO00002233,SOL0000006701,SKU0000176,2026-06-01,Quality Issue,2,43.64,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000241,SO00000025,SOL0000000082,SKU0000066,2026-05-14,Wrong Item,1,581.56,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000242,SO00002461,SOL0000007374,SKU0000289,2026-04-18,Late Delivery,3,98.68,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000243,SO00001945,SOL0000005866,SKU0000661,2026-04-07,Quality Issue,bad,70.58,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000244,SO00000981,SOL0000002990,SKU0000678,2026-02-08,Customer Cancelled,2,84.84,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000245,SO00001787,SOL0000005385,SKU0000303,2026-03-18,Customer Cancelled,3,569.00,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000246,SO00001811,SOL0000005465,SKU0000477,2026-04-13,Damaged,3,185.10,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000247,SO00001451,SOL0000004422,SKU0000158,2026-05-05,Late Delivery,5,134.49,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000248,SO00000557,SOL0000001704,SKU0000149,2026-03-31,Wrong Item,1,16.28,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000249,SO00000616,SOL0000001887,SKU0000406,2026-02-13,Damaged,bad,55.95,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000250,SO00000666,SOL0000002045,SKU0000104,2026-05-07,Late Delivery,3,534.93,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000251,SO00002104,SOL0000006318,SKU0000092,2026-05-22,Late Delivery,bad,403.48,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000252,SO00002299,SOL0000006906,SKU0000507,2026-02-24,Quality Issue,5,182.32,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000253,SO00001661,SOL0000005041,SKU0000409,2026-05-27,Late Delivery,2,488.66,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000254,SO00000993,SOL0000003027,SKU0000632,2026-04-21,Damaged,1,45.60,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000255,SO00002238,SOL0000006723,SKU0000679,2026-02-18,Customer Cancelled,1,359.20,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000256,SO00001192,SOL0000003638,SKU0000567,2026-02-28,Customer Cancelled,1,351.51,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000257,SO00000081,SOL0000000245,SKU0000292,2026-02-12,Customer Cancelled,1,90.51,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000258,SO00000934,SOL0000002849,SKU0000049,2026-03-02,Customer Cancelled,2,118.66,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000259,SO00001345,SOL0000004110,SKU0000656,2026-05-27,Late Delivery,3,238.64,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000260,SO00001206,SOL0000003686,SKU0000098,2026-03-14,Late Delivery,5,398.53,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000261,SO00002486,SOL0000007435,SKU0000149,2026-02-16,Quality Issue,5,71.29,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000262,SO00002460,SOL0000007368,SKU0000512,2026-06-03,Quality Issue,3,,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000263,SO00000221,SOL0000000670,SKU0000410,2026-06-10,Wrong Item,2,366.44,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000264,SO00001656,SOL0000005025,SKU0000090,2026-04-23,Damaged,1,434.03,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000265,SO00001167,SOL0000003565,SKU0000100,2026-07-05,Wrong Item,5,25.12,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000266,SO00001861,SOL0000005615,SKU0000638,2026-02-17,Late Delivery,1,137.25,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000267,SO00001445,SOL0000004405,SKU0000236,2026-04-26,Customer Cancelled,bad,267.38,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000268,SO00000716,SOL0000002195,SKU0000611,2026-05-05,Wrong Item,1,365.38,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000269,SO00002469,SOL0000007395,SKU0000521,2026-06-12,Late Delivery,3,200.31,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000270,SO00001248,SOL0000003804,SKU0000672,2026-06-14,Quality Issue,1,191.85,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000271,SO00002041,SOL0000006143,SKU0000008,2026-03-27,Customer Cancelled,5,524.50,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000272,SO00000656,SOL0000002016,SKU0000410,2026-07-20,Wrong Item,3,252.35,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000273,SO00001032,SOL0000003144,SKU0000681,2026-06-28,Quality Issue,1,334.05,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000274,SO00001486,SOL0000004516,SKU0000371,2026-03-29,Wrong Item,2,579.79,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000275,SO00001032,SOL0000003145,SKU0000669,2026-07-05,Wrong Item,1,402.54,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000276,SO00001427,SOL0000004348,SKU0000637,2026-02-08,Customer Cancelled,3,581.42,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000277,SO00000436,SOL0000001327,SKU0000153,2026-04-17,Customer Cancelled,bad,536.72,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000278,SO00000648,SOL0000001990,SKU0000383,2026-05-23,Damaged,bad,428.94,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000279,SO00001903,SOL0000005733,SKU0000254,2026-05-06,Late Delivery,1,44.25,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000280,SO00000126,SOL0000000392,SKU0000464,2026-04-14,Quality Issue,3,197.20,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000281,SO00001263,SOL0000003848,SKU0000223,2026-04-28,Customer Cancelled,bad,39.86,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000282,SO00000126,SOL0000000390,SKU0000295,2026-05-11,Damaged,2,76.80,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000283,SO00000800,SOL0000002447,SKU0000606,2026-03-27,Quality Issue,1,197.23,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000284,SO00000578,SOL0000001769,SKU0000500,2026-02-15,Customer Cancelled,2,535.86,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000285,SO00001624,SOL0000004923,SKU0000150,2026-06-02,Late Delivery,2,384.01,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000286,SO00000473,SOL0000001439,SKU0000004,2026-04-11,Damaged,2,447.60,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000287,SO00000278,SOL0000000833,SKU0000598,2026-05-24,Quality Issue,bad,379.29,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000288,SO00000130,SOL0000000401,SKU0000610,2026-04-12,Late Delivery,1,95.08,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000289,SO00002417,SOL0000007246,SKU0000106,2026-04-01,Customer Cancelled,2,112.95,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000290,SO00000534,SOL0000001631,SKU0000282,2026-04-22,Damaged,3,302.66,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000291,SO00000927,SOL0000002825,SKU0000617,2026-02-06,Late Delivery,3,339.64,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000292,SO00001097,SOL0000003330,SKU0000029,2026-03-10,Quality Issue,3,493.99,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000293,SO00002429,SOL0000007282,SKU0000388,2026-03-04,Late Delivery,3,269.24,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000294,SO00001501,SOL0000004569,SKU0000009,2026-02-06,Late Delivery,bad,320.68,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000295,SO00001103,SOL0000003344,SKU0000156,2026-05-06,Wrong Item,2,60.25,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000296,SO00000129,SOL0000000399,SKU0000681,2026-07-07,Customer Cancelled,3,393.06,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000297,SO00001936,SOL0000005837,SKU0000013,2026-06-04,Quality Issue,1,250.47,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000298,SO00000064,SOL0000000202,SKU0000032,2026-04-06,Customer Cancelled,5,53.21,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000299,SO00000934,SOL0000002848,SKU0000250,2026-04-18,Damaged,5,448.28,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000300,SO00001736,SOL0000005243,SKU0000359,2026-04-25,Damaged,1,457.56,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000301,SO00001366,SOL0000004170,SKU0000093,2026-04-08,Quality Issue,3,147.65,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000302,SO00000657,SOL0000002019,SKU0000222,2026-04-19,Damaged,3,265.24,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000303,SO00000656,SOL0000002013,SKU0000349,2026-06-21,Late Delivery,1,571.92,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000304,SO00002020,SOL0000006080,SKU0000388,2026-07-13,Customer Cancelled,3,220.42,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000305,SO00002318,SOL0000006966,SKU0000601,2026-06-25,Quality Issue,bad,361.08,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000306,SO00002493,SOL0000007459,SKU0000042,2026-05-22,Wrong Item,1,333.19,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000307,SO00000331,SOL0000000981,SKU0000473,2026-03-15,Customer Cancelled,5,553.96,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000308,SO00001042,SOL0000003170,SKU0000063,2026-03-02,Damaged,1,189.99,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000309,SO00002028,SOL0000006106,SKU0000094,2026-05-11,Wrong Item,5,12.30,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000310,SO00002219,SOL0000006659,SKU0000513,2026-05-28,Wrong Item,1,66.58,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000311,SO00000181,SOL0000000557,SKU0000269,2026-05-07,Quality Issue,3,395.42,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000312,SO00000861,SOL0000002623,SKU0000533,2026-04-28,Damaged,5,148.00,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000313,SO00000859,SOL0000002618,SKU0000037,2026-03-15,Customer Cancelled,5,347.87,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000314,SO00000338,SOL0000001002,SKU0000405,2026-04-03,Quality Issue,1,166.69,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000315,SO00000172,SOL0000000531,SKU0000119,2026-07-07,Late Delivery,bad,464.63,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000316,SO00000230,SOL0000000699,SKU0000492,2026-07-09,Customer Cancelled,1,399.61,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000317,SO00000507,SOL0000001546,SKU0000426,2026-03-16,Customer Cancelled,5,442.88,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000318,SO00000511,SOL0000001561,SKU0000124,2026-05-20,Damaged,2,258.54,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000319,SO00000985,SOL0000003002,SKU0000149,2026-06-06,Customer Cancelled,1,330.07,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000320,SO00000962,SOL0000002929,SKU0000595,2026-04-06,Customer Cancelled,2,254.71,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000321,SO00000214,SOL0000000656,SKU0000682,2026-02-03,Late Delivery,5,481.21,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
