po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,_bronze_loaded_at_utc,_source_file
POL0000000439,PO00000172,2,SKU0000571,1000,48.78,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000440,PO00000173,1,SKU0000432,250,208.90,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000441,PO00000173,2,SKU0000331,1000,122.63,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000442,PO00000173,3,SKU0000199,,237.35,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000443,PO00000174,1,SKU0000676,-5,230.94,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000444,PO00000174,2,SKU_UNKNOWN,100,113.13,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000445,PO00000174,3,SKU0000343,500,239.23,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000446,PO00000175,1,SKU0000237,,291.01,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000447,PO00000175,2,SKU0000300,250,77.77,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000448,PO00000175,3,SKU0000554,100,197.11,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000449,PO00000176,1,SKU0000294,250,41.04,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000450,PO00000177,1,SKU0000409,250,102.60,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000451,PO00000177,2,SKU0000313,50,142.95,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000452,PO00000177,3,SKU0000217,100,262.00,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000453,PO00000178,1,SKU0000470,50,111.12,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000454,PO00000178,2,SKU0000109,1000,110.75,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000455,PO00000178,3,SKU0000380,100,116.16,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000456,PO00000179,1,SKU0000684,100,116.84,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000457,PO00000180,1,SKU0000048,500,245.28,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000458,PO00000180,2,SKU0000521,500,278.47,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000459,PO00000181,1,SKU0000413,250,215.00,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000460,PO00000181,2,SKU0000382,100,153.10,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000461,PO00000182,1,SKU0000317,250,220.93,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000462,PO00000182,2,SKU0000193,1000,229.50,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000463,PO00000182,3,SKU0000241,100,7.28,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000464,PO00000182,4,SKU0000581,250,24.60,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000465,PO00000183,1,SKU0000452,250,47.74,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000466,PO00000183,2,SKU0000163,250,53.46,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000467,PO00000184,1,SKU0000174,500,290.30,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000468,PO00000184,2,SKU0000528,50,112.12,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000469,PO00000184,3,SKU0000184,,84.99,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000470,PO00000185,1,SKU0000351,250,254.84,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000471,PO00000185,2,SKU0000596,,6.93,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000472,PO00000185,3,SKU0000127,1000,183.86,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000473,PO00000186,1,SKU0000509,100,172.71,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000474,PO00000186,2,SKU0000467,50,256.63,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000475,PO00000186,3,SKU0000468,250,112.39,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000476,PO00000186,4,SKU0000662,250,114.05,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000477,PO00000187,1,SKU0000653,1000,55.07,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000478,PO00000188,1,SKU0000438,250,133.72,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000479,PO00000189,1,SKU0000008,250,295.17,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000480,PO00000190,1,SKU0000592,50,298.69,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000481,PO00000190,2,SKU0000663,50,112.15,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000482,PO00000191,1,SKU0000631,,212.84,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000483,PO00000191,2,SKU0000250,500,120.44,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000484,PO00000192,1,SKU0000193,,229.50,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000485,PO00000193,1,SKU0000106,100,71.95,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000486,PO00000193,2,SKU0000085,-5,227.45,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000487,PO00000193,3,SKU0000414,50,278.53,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000488,PO00000193,4,SKU0000349,1000,129.43,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000489,PO00000194,1,SKU_UNKNOWN,100,62.67,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000490,PO00000194,2,SKU0000381,-5,201.77,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000491,PO00000194,3,SKU0000373,50,233.11,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000492,PO00000194,4,SKU0000377,50,179.97,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000493,PO00000195,1,SKU0000049,-5,163.72,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000494,PO00000195,2,SKU0000403,100,218.14,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000495,PO00000196,1,SKU0000190,250,230.54,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000496,PO00000197,1,SKU0000623,100,142.18,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000497,PO00000197,2,SKU0000177,1000,271.24,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000498,PO00000197,3,SKU0000533,250,240.22,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000499,PO00000197,4,SKU0000173,250,85.10,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000500,PO00000198,1,SKU0000308,50,56.00,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000501,PO00000198,2,SKU0000618,50,17.24,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000502,PO00000198,3,SKU0000257,100,10.81,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000503,PO00000199,1,SKU0000442,100,23.05,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000504,PO00000199,2,SKU0000217,500,262.00,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000505,PO00000200,1,SKU0000515,-5,143.97,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000506,PO00000200,2,SKU0000571,1000,48.78,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000507,PO00000200,3,SKU0000333,500,172.56,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000508,PO00000201,1,SKU0000672,100,87.45,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000509,PO00000202,1,SKU0000353,1000,74.70,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000510,PO00000202,2,SKU0000223,-5,257.93,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000511,PO00000202,3,SKU0000054,-5,44.17,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000512,PO00000203,1,SKU0000656,100,49.50,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000513,PO00000204,1,SKU0000122,,100.15,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000514,PO00000204,2,SKU0000448,50,218.34,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000515,PO00000204,3,SKU0000344,50,117.86,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000516,PO00000205,1,SKU0000178,,210.15,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000517,PO00000205,2,SKU0000560,100,129.95,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000518,PO00000205,3,SKU0000218,100,117.62,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000519,PO00000206,1,SKU0000494,-5,101.23,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000520,PO00000206,2,SKU0000318,1000,275.06,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000521,PO00000207,1,SKU0000222,100,5.74,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000522,PO00000207,2,SKU0000146,250,223.17,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000523,PO00000208,1,SKU0000175,250,226.42,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000524,PO00000208,2,SKU0000603,500,234.88,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000525,PO00000208,3,SKU0000678,1000,120.32,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000526,PO00000208,4,SKU0000309,1000,205.81,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000527,PO00000209,1,SKU0000668,500,156.75,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000528,PO00000209,2,SKU0000059,100,145.09,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000529,PO00000209,3,SKU0000179,-5,202.89,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000530,PO00000209,4,SKU0000497,,151.59,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000531,PO00000210,1,SKU0000436,-5,185.82,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000532,PO00000210,2,SKU0000273,1000,103.99,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000533,PO00000210,3,SKU0000460,,163.81,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000534,PO00000210,4,SKU0000232,500,45.32,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000535,PO00000211,1,SKU0000337,1000,87.12,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000536,PO00000212,1,SKU0000667,,282.23,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000537,PO00000212,2,SKU0000113,,122.37,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000538,PO00000212,3,SKU0000588,50,144.41,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000539,PO00000212,4,SKU0000034,,185.14,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000540,PO00000213,1,SKU0000136,50,92.53,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000541,PO00000213,2,SKU0000583,-5,130.33,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000542,PO00000214,1,SKU0000128,,219.71,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000543,PO00000215,1,SKU0000188,500,70.74,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000544,PO00000216,1,SKU0000356,1000,3.68,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000545,PO00000217,1,SKU0000527,-5,70.18,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000546,PO00000217,2,SKU0000201,1000,201.87,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000547,PO00000218,1,SKU0000511,,118.60,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000548,PO00000218,2,SKU0000228,500,bad,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000549,PO00000219,1,SKU0000329,50,224.29,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000550,PO00000219,2,SKU_UNKNOWN,500,144.73,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000551,PO00000219,3,SKU0000426,,3.77,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000552,PO00000219,4,SKU0000046,-5,3.14,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000553,PO00000220,1,SKU0000666,250,191.23,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000554,PO00000221,1,SKU0000492,50,141.52,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000555,PO00000222,1,SKU0000437,,220.45,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000556,PO00000222,2,SKU0000346,1000,227.08,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000557,PO00000222,3,SKU0000025,100,190.45,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000558,PO00000223,1,SKU0000099,50,187.46,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000559,PO00000223,2,SKU0000501,50,233.50,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000560,PO00000224,1,SKU0000572,50,284.13,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000561,PO00000224,2,SKU0000417,250,107.86,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000562,PO00000225,1,SKU0000637,,34.31,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000563,PO00000225,2,SKU0000408,50,46.55,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000564,PO00000225,3,SKU0000653,100,55.07,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000565,PO00000225,4,SKU0000110,1000,170.29,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000566,PO00000226,1,SKU_UNKNOWN,500,156.75,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000567,PO00000226,2,SKU0000559,,247.75,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000568,PO00000226,3,SKU0000170,1000,201.29,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000569,PO00000227,1,SKU0000560,50,129.95,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000570,PO00000227,2,SKU0000554,-5,197.11,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000571,PO00000227,3,SKU0000163,50,53.46,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000572,PO00000228,1,SKU0000256,-5,183.29,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000573,PO00000228,2,SKU0000660,1000,16.29,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000574,PO00000229,1,SKU0000669,100,67.35,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000575,PO00000229,2,SKU0000123,,231.56,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000576,PO00000230,1,SKU0000063,-5,147.68,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000577,PO00000230,2,SKU0000041,,227.50,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000578,PO00000231,1,SKU0000353,500,74.70,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000579,PO00000231,2,SKU0000420,500,158.76,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000580,PO00000231,3,SKU0000403,1000,218.14,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000581,PO00000232,1,SKU0000546,100,136.23,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000582,PO00000232,2,SKU0000139,100,82.17,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000583,PO00000232,3,SKU0000484,250,125.25,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000584,PO00000233,1,SKU0000209,100,228.55,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000585,PO00000233,2,SKU_UNKNOWN,500,42.15,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000586,PO00000234,1,SKU0000296,500,82.35,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000587,PO00000234,2,SKU0000235,-5,137.88,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000588,PO00000235,1,SKU0000509,,172.71,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000589,PO00000235,2,SKU0000076,100,64.98,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000590,PO00000235,3,SKU0000127,500,183.86,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000591,PO00000236,1,SKU0000115,,163.28,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000592,PO00000236,2,SKU0000200,50,224.59,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000593,PO00000236,3,SKU0000649,1000,127.15,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000594,PO00000236,4,SKU0000167,250,27.48,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000595,PO00000237,1,SKU0000099,,187.46,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000596,PO00000237,2,SKU0000549,1000,93.77,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000597,PO00000237,3,SKU0000405,,42.44,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000598,PO00000238,1,SKU0000393,100,79.34,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000599,PO00000238,2,SKU0000203,100,72.74,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000600,PO00000239,1,SKU0000482,500,146.90,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000601,PO00000239,2,SKU0000106,50,71.95,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000602,PO00000239,3,SKU0000486,100,191.96,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000603,PO00000239,4,SKU0000669,100,67.35,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000604,PO00000240,1,SKU0000095,50,129.07,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000605,PO00000240,2,SKU0000055,500,200.83,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000606,PO00000241,1,SKU0000259,50,181.31,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000607,PO00000241,2,SKU0000114,100,145.89,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000608,PO00000241,3,SKU0000583,,130.33,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000609,PO00000242,1,SKU0000087,250,154.34,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000610,PO00000242,2,SKU0000121,,256.62,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000611,PO00000242,3,SKU0000456,100,294.63,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000612,PO00000242,4,SKU0000495,1000,141.52,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000613,PO00000243,1,SKU0000261,,281.03,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000614,PO00000243,2,SKU0000627,-5,9.16,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000615,PO00000243,3,SKU0000273,100,103.99,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000616,PO00000244,1,SKU0000089,250,253.71,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000617,PO00000244,2,SKU0000157,250,45.16,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000618,PO00000244,3,SKU0000341,250,250.42,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000619,PO00000245,1,SKU0000501,50,233.50,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000620,PO00000245,2,SKU0000134,500,220.35,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000621,PO00000246,1,SKU0000469,500,285.90,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000622,PO00000246,2,SKU0000613,250,23.69,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000623,PO00000247,1,SKU0000636,50,47.90,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000624,PO00000247,2,SKU0000285,500,34.95,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000625,PO00000248,1,SKU0000173,,85.10,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000626,PO00000248,2,SKU0000374,-5,273.17,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000627,PO00000248,3,SKU0000557,50,59.04,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000628,PO00000249,1,SKU0000227,250,248.23,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000000629,PO00000249,2,SKU0000044,-5,154.80,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
