order_line_id,order_id,line_number,product_id,ordered_qty,unit_price,discount_pct,line_status,_bronze_loaded_at_utc,_source_file
SOL0000001274,SO00000420,2,SKU0000245,10,389.54,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001275,SO00000420,3,SKU0000237,2,754.15,15,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001276,SO00000420,4,SKU0000057,25,247.67,15,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001277,SO00000420,5,SKU0000230,10,315.93,2.5,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001278,SO00000421,1,SKU0000679,3,345.85,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001279,SO00000421,2,SKU0000028,50,321.68,0,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001280,SO00000421,3,SKU0000476,15,26.30,0,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001281,SO00000421,4,SKU0000019,10,162.63,,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001282,SO00000421,5,SKU0000600,2,551.41,0,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001283,SO00000422,1,SKU0000357,15,166.67,10,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001284,SO00000422,2,SKU0000539,15,322.25,0,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001285,SO00000422,3,SKU0000354,10,26.77,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001286,SO00000422,4,SKU0000012,,342.75,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001287,SO00000422,5,SKU0000372,10,440.31,bad,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001288,SO00000423,1,SKU0000263,,33.34,,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001289,SO00000424,1,SKU0000197,10,106.22,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001290,SO00000424,2,SKU0000286,10,422.48,10,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001291,SO00000425,1,SKU0000469,25,458.63,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001292,SO00000425,2,SKU0000353,25,51.77,5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001293,SO00000425,3,SKU0000084,,408.75,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001294,SO00000425,4,SKU0000587,2,254.67,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001295,SO00000425,5,SKU0000635,3,114.28,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001296,SO00000426,1,SKU0000226,-1,9.29,15,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001297,SO00000426,2,SKU0000191,25,438.44,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001298,SO00000426,3,SKU0000636,25,104.39,bad,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001299,SO00000427,1,SKU0000330,15,499.44,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001300,SO00000427,2,SKU0000046,50,7.80,,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001301,SO00000428,1,SKU0000610,10,249.11,0,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001302,SO00000429,1,SKU0000429,-1,126.74,,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001303,SO00000430,1,SKU0000002,15,438.97,2.5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001304,SO00000430,2,SKU0000608,3,320.63,2.5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001305,SO00000430,3,SKU0000162,1,416.77,5,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001306,SO00000430,4,SKU0000450,-1,142.24,10,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001307,SO00000430,5,SKU0000014,50,251.95,,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001308,SO00000431,1,SKU0000313,1,162.41,,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001309,SO00000431,2,SKU0000044,15,396.30,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001310,SO00000431,3,SKU0000231,50,217.36,15,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001311,SO00000431,4,SKU0000332,-1,413.06,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001312,SO00000431,5,SKU0000014,15,251.95,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001313,SO00000432,1,SKU0000032,1,184.81,10,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001314,SO00000432,2,SKU0000076,,169.75,0,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001315,SO00000432,3,SKU0000643,10,292.92,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001316,SO00000433,1,SKU0000453,25,755.44,5,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001317,SO00000433,2,SKU0000161,,306.95,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001318,SO00000433,3,SKU0000170,10,288.81,2.5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001319,SO00000434,1,SKU0000029,10,238.54,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001320,SO00000434,2,SKU0000437,25,,15,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001321,SO00000434,3,SKU0000307,5,595.09,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001322,SO00000434,4,SKU0000168,1,162.42,10,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001323,SO00000434,5,SKU0000212,-1,383.82,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001324,SO00000435,1,SKU0000205,2,53.23,,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001325,SO00000435,2,SKU0000619,10,554.91,bad,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001326,SO00000435,3,SKU0000086,50,678.67,bad,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001327,SO00000436,1,SKU0000153,1,34.29,10,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001328,SO00000436,2,SKU0000591,1,,15,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001329,SO00000436,3,SKU0000339,,148.93,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001330,SO00000436,4,SKU0000075,2,38.35,5,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001331,SO00000436,5,SKU0000297,1,341.50,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001332,SO00000437,1,SKU0000305,,63.45,2.5,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001333,SO00000437,2,SKU0000574,2,527.33,10,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001334,SO00000438,1,SKU0000047,,132.92,0,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001335,SO00000438,2,SKU0000316,15,119.30,0,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001336,SO00000439,1,SKU0000117,3,10.12,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001337,SO00000439,2,SKU0000123,5,628.46,bad,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001338,SO00000439,3,SKU0000132,-1,514.43,25,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001339,SO00000439,4,SKU0000566,10,269.28,,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001340,SO00000439,5,SKU0000127,10,472.63,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001341,SO00000440,1,SKU0000178,10,532.74,bad,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001342,SO00000440,2,SKU0000683,10,96.32,,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001343,SO00000440,3,SKU0000664,3,670.74,0,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001344,SO00000441,1,SKU0000568,-1,8.45,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001345,SO00000441,2,SKU0000032,3,184.81,0,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001346,SO00000441,3,SKU0000365,2,139.80,0,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001347,SO00000441,4,SKU0000062,3,475.20,,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001348,SO00000441,5,SKU0000240,-1,588.36,15,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001349,SO00000442,1,SKU0000008,3,585.34,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001350,SO00000442,2,SKU0000489,,109.49,0,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001351,SO00000442,3,SKU0000550,-1,156.94,,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001352,SO00000443,1,SKU0000312,50,6.22,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001353,SO00000443,2,SKU0000414,50,392.93,25,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001354,SO00000443,3,SKU0000407,25,11.89,25,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001355,SO00000443,4,SKU0000259,15,308.40,bad,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001356,SO00000444,1,SKU0000339,50,127.66,bad,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001357,SO00000444,2,SKU0000016,2,18.09,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001358,SO00000444,3,SKU0000632,10,317.76,10,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001359,SO00000444,4,SKU0000283,,50.57,bad,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001360,SO00000444,5,SKU0000614,2,51.38,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001361,SO00000445,1,SKU0000438,-1,292.87,bad,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001362,SO00000445,2,SKU0000409,-1,233.72,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001363,SO00000445,3,SKU0000593,2,228.38,10,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001364,SO00000446,1,SKU0000576,5,790.38,2.5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001365,SO00000447,1,SKU0000563,-1,297.78,5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001366,SO00000447,2,SKU0000204,-1,570.05,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001367,SO00000447,3,SKU0000384,1,637.04,0,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001368,SO00000448,1,SKU0000201,-1,445.76,0,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001369,SO00000448,2,SKU0000073,3,496.73,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001370,SO00000448,3,SKU0000021,5,571.10,5,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001371,SO00000448,4,SKU0000343,5,425.79,5,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001372,SO00000448,5,SKU0000046,50,9.10,0,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001373,SO00000449,1,SKU0000336,-1,314.00,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001374,SO00000449,2,SKU0000163,2,126.31,,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001375,SO00000450,1,SKU0000067,50,273.05,15,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001376,SO00000450,2,SKU0000022,5,528.34,0,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001377,SO00000450,3,SKU0000329,2,424.11,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001378,SO00000451,1,SKU0000209,,387.88,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001379,SO00000451,2,SKU0000172,,569.09,10,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001380,SO00000451,3,SKU0000060,50,31.13,bad,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001381,SO00000451,4,SKU0000265,3,386.86,bad,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001382,SO00000451,5,SKU0000163,-1,133.32,25,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001383,SO00000452,1,SKU0000394,2,106.72,15,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001384,SO00000452,2,SKU0000480,,432.27,bad,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001385,SO00000453,1,SKU0000345,50,698.59,5,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001386,SO00000453,2,SKU0000243,25,207.60,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001387,SO00000453,3,SKU0000203,2,148.64,0,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001388,SO00000453,4,SKU0000610,5,249.11,25,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001389,SO00000453,5,SKU0000665,-1,164.83,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001390,SO00000454,1,SKU0000668,1,227.08,2.5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001391,SO00000454,2,SKU0000582,5,189.77,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001392,SO00000454,3,SKU0000562,1,564.43,10,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001393,SO00000455,1,SKU0000029,1,250.47,0,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001394,SO00000456,1,SKU0000655,50,749.36,0,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001395,SO00000457,1,SKU0000325,3,238.10,bad,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001396,SO00000458,1,SKU0000607,1,403.88,15,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001397,SO00000458,2,SKU0000487,25,225.68,5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001398,SO00000459,1,SKU0000247,25,442.86,10,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001399,SO00000460,1,SKU0000208,15,436.52,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001400,SO00000460,2,SKU0000455,1,356.84,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001401,SO00000461,1,SKU0000225,10,239.42,bad,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001402,SO00000461,2,SKU0000528,5,324.17,15,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001403,SO00000462,1,SKU0000230,5,300.89,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001404,SO00000462,2,SKU0000044,10,438.02,25,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001405,SO00000462,3,SKU0000524,2,727.72,25,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001406,SO00000463,1,SKU0000563,,347.41,10,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001407,SO00000464,1,SKU0000047,5,119.63,5,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001408,SO00000464,2,SKU0000339,10,134.75,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001409,SO00000464,3,SKU0000250,25,292.52,0,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001410,SO00000464,4,SKU0000282,1,703.00,25,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001411,SO00000464,5,SKU0000341,10,420.62,10,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001412,SO00000465,1,SKU0000053,10,115.32,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001413,SO00000466,1,SKU0000485,50,529.78,25,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001414,SO00000466,2,SKU0000376,,393.68,0,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001415,SO00000466,3,SKU0000521,-1,456.68,15,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001416,SO00000467,1,SKU0000622,-1,260.08,15,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001417,SO00000467,2,SKU0000194,10,586.49,,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001418,SO00000468,1,SKU0000479,-1,502.29,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001419,SO00000468,2,SKU0000558,10,102.58,,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001420,SO00000468,3,SKU0000255,15,264.03,,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001421,SO00000468,4,SKU0000402,3,417.46,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001422,SO00000469,1,SKU0000542,10,460.44,2.5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001423,SO00000469,2,SKU0000543,-1,29.34,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001424,SO00000469,3,SKU0000400,3,454.11,10,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001425,SO00000469,4,SKU0000654,5,384.55,15,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001426,SO00000470,1,SKU0000399,-1,60.22,2.5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001427,SO00000470,2,SKU0000484,2,240.02,2.5,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001428,SO00000471,1,SKU0000460,50,199.23,10,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001429,SO00000471,2,SKU0000171,2,127.98,,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001430,SO00000471,3,SKU0000122,50,155.35,bad,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001431,SO00000471,4,SKU0000169,15,441.41,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001432,SO00000471,5,SKU0000424,10,608.39,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001433,SO00000472,1,SKU0000154,10,403.27,25,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001434,SO00000472,2,SKU0000040,50,366.61,5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001435,SO00000472,3,SKU0000532,2,277.16,2.5,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001436,SO00000472,4,SKU0000108,50,542.93,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001437,SO00000472,5,SKU0000088,2,614.22,2.5,Cancelled,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001438,SO00000473,1,SKU0000349,-1,141.13,10,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001439,SO00000473,2,SKU0000004,50,16.34,bad,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001440,SO00000474,1,SKU0000341,2,420.62,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001441,SO00000474,2,SKU0000619,50,554.91,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001442,SO00000475,1,SKU0000334,15,309.62,,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001443,SO00000476,1,SKU0000568,50,8.03,0,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001444,SO00000476,2,SKU0000445,2,404.66,2.5,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001445,SO00000476,3,SKU0000102,-1,187.78,bad,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001446,SO00000477,1,SKU0000179,1,485.58,25,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001447,SO00000477,2,SKU0000345,2,598.79,2.5,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001448,SO00000477,3,SKU0000532,5,323.36,15,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001449,SO00000478,1,SKU0000214,3,708.95,25,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001450,SO00000479,1,SKU0000549,,185.91,15,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001451,SO00000479,2,SKU0000160,,58.27,0,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001452,SO00000479,3,SKU0000091,15,199.95,5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001453,SO00000479,4,SKU0000659,3,544.69,bad,open ,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001454,SO00000479,5,SKU0000525,-1,343.18,2.5,Open,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001455,SO00000480,1,SKU0000195,50,292.27,10,Backordered,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001456,SO00000481,1,SKU0000464,50,187.44,,Shipped,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
SOL0000001457,SO00000482,1,SKU0000459,,544.77,,Allocated,2026-06-20T05:01:23.969263+00:00,data/raw/transactions/sales_order_lines.csv
