call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system
CALL0000008736,SUB00000962,CELL000097,2026-04-04 14:42:46,609,MT,Failed,N,switch
CALL0000008737,SUB00001845,CELL000067,05/19/2026 20:18,69,MO,Failed,N,switch
CALL0000008738,SUB00002932,CELL000171,2026-04-01 19:00:22,214,mo ,Completed,No,switch
CALL0000008739,SUB00003890,CELL000183,2026-04-03 16:46:11,143,MO,completed ,Y,switch
CALL0000008740,SUB00003708,CELL000079,04/27/2026 16:46,275,MO,completed ,Y,switch
CALL0000008741,SUB00000375,CELL000129,05/19/2026 14:03,406,MO,completed ,N,switch
CALL0000008742,SUB00000520,CELL000116,05/26/2026 18:15,11,MT,Completed,No,switch
CALL0000008743,SUB00001310,CELL000047,2026-05-18 23:01:25,97,MT,completed ,N,switch
CALL0000008744,SUB00003997,CELL000084,2026-04-24 06:42:20,124,MT,Dropped,N,switch
CALL0000008745,SUB00004966,CELL000065,2026-05-24 23:04:26,198,mo ,Completed,Y,switch
CALL0000008746,SUB00001010,CELL000123,2026-05-05 16:26:40,8,mo ,completed ,No,switch
CALL0000008747,SUB00002574,CELL000113,2026-05-13 15:03:17,122,MT,Failed,Y,switch
CALL0000008748,SUB00002419,CELL000056,04/08/2026 12:57,9,MO,Completed,Y,switch
CALL0000008749,SUB00002237,CELL000150,2026-04-09 19:28:45,56,mo ,completed ,N,switch
CALL0000008750,SUB00000136,CELL000182,04/13/2026 18:02,856,MT,Failed,N,switch
CALL0000008751,SUB00001637,CELL000144,2026-04-23 06:15:11,900,mo ,completed ,Y,switch
CALL0000008752,SUB00001830,CELL000031,2026-05-08 07:29:22,73,mo ,completed ,N,switch
CALL0000008753,SUB00004847,CELL000252,2026-04-22 21:01:30,559,MO,Dropped,N,switch
CALL0000008754,SUB00003438,CELL000226,04/08/2026 00:45,14,mo ,completed ,No,switch
CALL0000008755,SUB00002289,CELL000106,04/02/2026 13:24,521,mo ,Failed,N,switch
CALL0000008756,SUB00003938,CELL000073,2026-05-24 09:17:32,101,MT,completed ,Y,switch
CALL0000008757,SUB00004120,CELL000166,04/20/2026 23:01,130,mo ,Completed,N,switch
CALL0000008758,SUB00001792,CELL000004,2026-04-30 08:11:02,283,MT,completed ,N,switch
CALL0000008759,SUB00004846,CELL000110,2026-04-22 03:40:08,265,mo ,Completed,N,switch
CALL0000008760,SUB00001975,CELL000226,2026-04-03 15:46:08,415,MO,Completed,No,switch
CALL0000008761,SUB00000418,CELL000219,2026-05-06 16:00:04,252,MT,Completed,N,switch
CALL0000008762,SUB00001287,CELL000187,2026-04-19 16:23:36,1032,MT,Completed,No,switch
CALL0000008763,SUB00002578,CELL000025,2026-04-15 00:29:01,3,MT,completed ,N,switch
CALL0000008764,SUB_BAD,CELL000089,2026-04-22 16:15:46,224,MO,Completed,N,switch
CALL0000008765,SUB00000973,CELL000006,04/06/2026 11:41,110,MT,Failed,Y,switch
CALL0000008766,SUB00002941,CELL000114,04/06/2026 17:33,25,MT,completed ,No,switch
CALL0000008767,SUB00000466,CELL000104,2026-04-03 11:03:57,183,mo ,completed ,N,switch
CALL0000008768,SUB00003975,CELL000066,04/12/2026 01:17,35,MO,Dropped,Y,switch
CALL0000008769,SUB00000333,CELL000175,2026-04-17 17:42:56,101,MO,completed ,No,switch
CALL0000008770,SUB00001871,CELL000164,04/16/2026 17:07,70,MT,Completed,N,switch
CALL0000008771,SUB00002709,CELL000087,2026-05-05 02:34:35,223,MT,completed ,N,switch
CALL0000008772,SUB00002631,CELL000140,05/12/2026 10:32,29,MO,Dropped,N,switch
CALL0000008773,SUB00004506,CELL000222,05/21/2026 05:51,110,MT,Completed,N,switch
CALL0000008774,SUB00004103,CELL000060,04/25/2026 05:07,819,MO,Completed,N,switch
CALL0000008775,SUB00001701,CELL000039,2026-04-05 12:55:44,195,mo ,completed ,Y,switch
CALL0000008776,SUB00000562,CELL000054,2026-05-05 20:30:07,273,MO,Dropped,N,switch
CALL0000008777,SUB00001884,CELL000039,2026-04-16 09:58:13,51,MO,Dropped,N,switch
CALL0000008778,SUB00001071,CELL000052,04/17/2026 16:19,60,MT,Dropped,N,switch
CALL0000008779,SUB00004617,CELL000086,05/22/2026 03:52,411,mo ,Completed,Y,switch
CALL0000008780,SUB00004346,CELL000223,04/28/2026 10:48,226,mo ,completed ,Y,switch
CALL0000008781,SUB00001367,CELL000235,2026-04-07 12:55:03,170,mo ,Failed,No,switch
CALL0000008782,SUB00001509,CELL000008,04/22/2026 10:46,26,mo ,completed ,No,switch
CALL0000008783,SUB00002990,CELL000057,2026-05-02 05:21:36,48,MT,completed ,No,switch
CALL0000008784,SUB00001192,CELL000187,04/04/2026 04:57,259,MT,Completed,N,switch
CALL0000008785,SUB00004548,CELL000127,2026-04-08 13:54:03,49,MO,Completed,N,switch
CALL0000008786,SUB00000767,CELL000217,2026-04-26 23:18:07,47,mo ,Dropped,N,switch
CALL0000008787,SUB00001335,CELL000241,2026-04-10 11:54:28,504,MT,Failed,Y,switch
CALL0000008788,SUB00003233,CELL000208,2026-04-20 17:38:12,782,MO,Failed,Y,switch
CALL0000008789,SUB00004876,CELL000050,04/20/2026 04:13,1,MO,Completed,N,switch
CALL0000008790,SUB00001330,CELL000047,2026-05-08 20:09:06,45,MT,completed ,N,switch
CALL0000008791,SUB00001586,CELL_BAD,2026-04-13 08:54:40,48,MT,Dropped,Y,switch
CALL0000008792,SUB00003940,CELL000074,2026-05-10 03:47:44,14,MO,completed ,N,switch
CALL0000008793,SUB00000152,CELL000226,2026-05-25 22:15:19,399,mo ,Failed,N,switch
CALL0000008794,SUB00003396,CELL000010,2026-05-28 06:44:17,46,MO,Completed,N,switch
CALL0000008795,SUB00003230,CELL000172,2026-05-29 20:38:48,45,mo ,completed ,N,switch
CALL0000008796,SUB00002102,CELL000252,05/18/2026 01:46,513,mo ,Dropped,N,switch
CALL0000008797,SUB00000537,CELL000244,2026-04-09 03:43:18,109,MT,completed ,N,switch
CALL0000008798,SUB00003311,CELL000092,05/21/2026 19:50,251,mo ,completed ,N,switch
CALL0000008799,SUB00001903,CELL000097,2026-05-18 08:45:09,77,MT,Completed,No,switch
CALL0000008800,SUB00001623,CELL000229,2026-04-10 09:59:59,90,MT,Completed,No,switch
CALL0000008801,SUB00002623,CELL000052,04/17/2026 00:08,111,mo ,Completed,No,switch
CALL0000008802,SUB00004804,CELL000251,2026-05-23 10:50:06,147,MT,Completed,No,switch
CALL0000008803,SUB00004509,CELL000160,05/24/2026 13:56,11,MO,Failed,Y,switch
CALL0000008804,SUB00004651,CELL000099,2026-05-06 05:57:45,21,MT,Dropped,N,switch
CALL0000008805,SUB00001216,CELL000190,2026-04-26 20:41:09,113,MT,completed ,Y,switch
CALL0000008806,SUB00004011,CELL000035,05/29/2026 01:20,13,MO,Completed,Y,switch
CALL0000008807,SUB00001602,CELL000102,2026-05-13 14:25:20,20,mo ,Dropped,N,switch
CALL0000008808,SUB00002371,CELL000014,05/20/2026 07:58,74,MO,Completed,N,switch
CALL0000008809,SUB00004330,CELL000057,04/13/2026 14:32,94,MT,completed ,N,switch
CALL0000008810,SUB00000210,CELL000234,2026-04-28 17:31:59,479,MO,Dropped,N,switch
CALL0000008811,SUB00004421,CELL000113,2026-05-09 10:14:11,244,MO,completed ,N,switch
CALL0000008812,SUB00003551,CELL000086,04/13/2026 23:29,25,MT,Dropped,Y,switch
CALL0000008813,SUB00001508,CELL000050,04/01/2026 10:25,339,mo ,Completed,N,switch
CALL0000008814,SUB00004182,CELL000014,2026-05-16 03:11:10,117,mo ,Dropped,Y,switch
CALL0000008815,SUB00004602,CELL000130,04/24/2026 07:29,662,MT,Completed,No,switch
CALL0000008816,SUB00002862,CELL000214,2026-05-02 09:49:14,42,MT,Completed,N,switch
CALL0000008817,SUB00001768,CELL000130,05/27/2026 03:57,305,MO,Completed,N,switch
CALL0000008818,SUB00001983,CELL000191,2026-04-25 00:23:07,97,MT,completed ,No,switch
CALL0000008819,SUB00001849,CELL000230,05/26/2026 10:00,146,MT,Completed,No,switch
CALL0000008820,SUB00003961,CELL000140,05/27/2026 05:26,187,MO,Completed,Y,switch
CALL0000008821,SUB00001304,CELL000229,04/02/2026 12:04,128,mo ,Completed,N,switch
CALL0000008822,SUB00004615,CELL000182,2026-05-22 13:26:45,173,MO,Completed,N,switch
CALL0000008823,SUB00004910,CELL000068,2026-05-06 12:42:31,25,MT,Dropped,N,switch
CALL0000008824,SUB00003133,CELL000009,2026-04-04 06:14:40,142,MO,completed ,N,switch
CALL0000008825,SUB00004328,CELL000129,05/25/2026 09:52,178,MO,Failed,N,switch
CALL0000008826,SUB00000106,CELL000195,05/03/2026 11:46,110,MT,Completed,N,switch
CALL0000008827,SUB00001714,CELL000026,2026-05-06 19:45:26,93,mo ,Completed,N,switch
CALL0000008828,SUB00000176,CELL000227,2026-04-07 04:33:23,16,MO,Completed,N,switch
CALL0000008829,SUB00003314,CELL000087,05/03/2026 12:26,139,MO,Failed,No,switch
CALL0000008830,SUB00002520,CELL000084,05/12/2026 12:39,327,mo ,Completed,No,switch
CALL0000008831,SUB00002462,CELL000076,2026-04-16 20:58:15,44,mo ,Completed,N,switch
CALL0000008832,SUB00002542,CELL000215,04/30/2026 23:56,70,mo ,Completed,N,switch
CALL0000008833,SUB00001274,CELL000061,2026-04-10 04:18:32,103,MO,Completed,Y,switch
CALL0000008834,SUB00003864,CELL000182,04/09/2026 22:39,90,MO,Completed,N,switch
CALL0000008835,SUB00003506,CELL000212,05/31/2026 03:46,91,mo ,Failed,Y,switch
CALL0000008836,SUB00001734,CELL000088,05/12/2026 03:03,32,MO,completed ,N,switch
CALL0000008837,SUB00003246,CELL000002,05/01/2026 09:13,313,MO,completed ,N,switch
CALL0000008838,SUB00004350,CELL000024,05/05/2026 14:12,192,MO,Failed,No,switch
CALL0000008839,SUB00004362,CELL000234,2026-04-29 03:35:34,18,MO,Completed,Y,switch
CALL0000008840,SUB00000601,CELL000164,2026-04-12 03:29:07,28,mo ,Completed,N,switch
CALL0000008841,SUB00002506,CELL000049,2026-05-29 14:16:56,497,mo ,Completed,N,switch
CALL0000008842,SUB00003482,CELL000120,04/03/2026 17:38,344,MO,Completed,No,switch
CALL0000008843,SUB00003751,CELL000181,2026-05-04 20:10:24,146,MO,Dropped,No,switch
CALL0000008844,SUB00001623,CELL000024,05/28/2026 17:15,585,MT,Completed,Y,switch
CALL0000008845,SUB00000036,CELL000101,04/06/2026 13:03,9,MT,Completed,Y,switch
CALL0000008846,SUB00002939,CELL000060,2026-05-30 14:59:59,119,mo ,Dropped,N,switch
CALL0000008847,SUB00000184,CELL000199,05/19/2026 17:09,264,mo ,Failed,N,switch
CALL0000008848,SUB00003710,CELL000183,2026-05-01 20:26:56,643,mo ,Completed,N,switch
CALL0000008849,SUB00004432,CELL000106,05/10/2026 06:13,373,MT,Failed,N,switch
CALL0000008850,SUB00004833,CELL000137,2026-05-27 10:57:30,459,mo ,completed ,Y,switch
CALL0000008851,SUB00003854,CELL000016,2026-04-11 20:37:35,179,mo ,Completed,N,switch
CALL0000008852,SUB00000617,CELL000170,2026-05-21 05:38:03,75,mo ,Failed,Y,switch
CALL0000008853,SUB00002031,CELL000040,2026-04-16 17:38:09,819,MO,Completed,Y,switch
CALL0000008854,SUB00000613,CELL000176,04/13/2026 02:29,160,MT,Failed,Y,switch
CALL0000008855,SUB00000483,CELL000152,04/24/2026 14:19,271,mo ,Completed,N,switch
CALL0000008856,SUB00000029,CELL000150,04/11/2026 06:55,386,MO,Failed,N,switch
CALL0000008857,SUB00001898,CELL000059,2026-04-02 17:53:13,148,mo ,Dropped,N,switch
CALL0000008858,SUB00004771,CELL000108,04/29/2026 11:58,304,MO,Failed,N,switch
CALL0000008859,SUB00002563,CELL000030,04/09/2026 12:38,95,MO,Completed,N,switch
CALL0000008860,SUB00004026,CELL000187,05/05/2026 03:52,67,MO,Completed,N,switch
CALL0000008861,SUB00000582,CELL000132,2026-04-07 06:57:01,91,MT,completed ,N,switch
CALL0000008862,SUB00001984,CELL000066,2026-05-22 10:38:58,225,MO,completed ,No,switch
CALL0000008863,SUB00003781,CELL000220,2026-05-27 23:32:36,254,MT,Dropped,Y,switch
CALL0000008864,SUB00004677,CELL000114,2026-05-10 03:35:52,11,MT,Completed,N,switch
CALL0000008865,SUB00003172,CELL000002,2026-05-30 17:18:42,125,mo ,completed ,N,switch
CALL0000008866,SUB00001790,CELL000078,04/22/2026 23:41,635,mo ,Failed,N,switch
CALL0000008867,SUB00003282,CELL000209,2026-05-22 14:28:58,124,mo ,Completed,N,switch
CALL0000008868,SUB00002533,CELL000063,2026-05-29 16:05:31,225,MO,Completed,N,switch
CALL0000008869,SUB00000121,CELL000003,2026-05-23 09:45:03,295,MT,Completed,No,switch
CALL0000008870,SUB00000987,CELL000079,2026-04-14 10:33:31,1,MT,Dropped,Y,switch
CALL0000008871,SUB00003463,CELL000219,05/21/2026 05:59,192,MO,Completed,Y,switch
CALL0000008872,SUB00002955,CELL000107,04/28/2026 03:01,161,mo ,Completed,N,switch
CALL0000008873,SUB00004580,CELL000249,05/15/2026 07:58,135,MT,Failed,No,switch
CALL0000008874,SUB00000756,CELL000099,04/29/2026 08:40,250,MO,Completed,No,switch
CALL0000008875,SUB00003111,CELL000137,04/23/2026 09:49,99,mo ,Failed,Y,switch
CALL0000008876,SUB00003130,CELL000041,04/23/2026 21:37,320,mo ,Completed,N,switch
CALL0000008877,SUB00001061,CELL000100,04/30/2026 08:37,36,MO,Dropped,No,switch
CALL0000008878,SUB00000293,CELL000047,05/19/2026 15:15,111,MO,Failed,No,switch
CALL0000008879,SUB00004297,CELL000082,2026-04-20 08:41:38,100,MO,Completed,N,switch
CALL0000008880,SUB00004018,CELL000197,2026-04-07 12:29:36,189,MT,Completed,N,switch
CALL0000008881,SUB00002801,CELL000033,2026-05-15 22:23:13,528,MO,completed ,N,switch
CALL0000008882,SUB00000849,CELL000152,2026-05-18 06:52:12,32,MT,Completed,Y,switch
CALL0000008883,SUB00002565,CELL000204,2026-04-23 19:13:35,41,MT,Dropped,Y,switch
CALL0000008884,SUB00000053,CELL000152,2026-05-08 11:01:00,1,MO,Dropped,N,switch
CALL0000008885,SUB00004408,CELL000159,05/09/2026 16:57,292,mo ,completed ,N,switch
CALL0000008886,SUB00001959,CELL000075,2026-05-25 23:50:03,58,MO,Completed,N,switch
CALL0000008887,SUB00000884,CELL000120,05/23/2026 02:13,45,MT,Completed,N,switch
CALL0000008888,SUB00000295,CELL000202,2026-05-10 12:44:58,120,MO,completed ,N,switch
CALL0000008889,SUB00000147,CELL000112,05/31/2026 03:53,680,mo ,Completed,N,switch
CALL0000008890,SUB00000336,CELL000047,2026-04-09 12:26:59,748,MT,Completed,N,switch
CALL0000008891,SUB00000100,CELL000194,05/01/2026 20:05,112,mo ,completed ,N,switch
CALL0000008892,SUB00000845,CELL000075,05/10/2026 21:46,156,MT,Dropped,N,switch
CALL0000008893,SUB00003134,CELL000077,2026-05-01 09:11:44,31,MO,Dropped,Y,switch
CALL0000008894,SUB00003173,CELL000206,2026-04-08 22:37:22,498,mo ,completed ,N,switch
CALL0000008895,SUB00004277,CELL000222,2026-04-28 01:36:04,51,MO,Completed,Y,switch
CALL0000008896,SUB00004067,CELL000086,04/13/2026 03:04,22,MT,Completed,No,switch
CALL0000008897,SUB00000917,CELL000058,2026-05-29 08:35:50,493,MO,Completed,No,switch
CALL0000008898,SUB00004606,CELL000222,05/23/2026 10:06,97,MT,Completed,Y,switch
CALL0000008899,SUB00002793,CELL000073,2026-04-17 19:46:23,101,MO,completed ,No,switch
CALL0000008900,SUB00000170,CELL000047,05/22/2026 12:35,306,MT,completed ,N,switch
CALL0000008901,SUB00003647,CELL000080,2026-05-07 15:35:01,4,MT,Dropped,N,switch
CALL0000008902,SUB00004069,CELL000143,05/11/2026 23:44,8,MO,Failed,No,switch
CALL0000008903,SUB00004328,CELL000218,04/18/2026 22:39,30,MT,completed ,N,switch
CALL0000008904,SUB00003236,CELL000083,05/06/2026 11:20,151,MT,completed ,Y,switch
CALL0000008905,SUB00001684,CELL000101,05/03/2026 03:22,112,MT,Completed,N,switch
CALL0000008906,SUB00002806,CELL000208,04/21/2026 13:49,287,mo ,Dropped,No,switch
CALL0000008907,SUB00003823,CELL000076,2026-04-19 04:28:30,63,MT,Dropped,N,switch
CALL0000008908,SUB00003007,CELL000182,2026-04-06 18:05:05,283,MO,Dropped,No,switch
CALL0000008909,SUB00001929,CELL000240,05/24/2026 14:29,506,MO,Completed,Y,switch
CALL0000008910,SUB00002160,CELL000211,05/21/2026 21:03,66,mo ,completed ,No,switch
CALL0000008911,SUB00004924,CELL000180,2026-05-18 06:28:59,501,mo ,Dropped,Y,switch
CALL0000008912,SUB00003315,CELL000011,04/12/2026 12:57,3,mo ,Completed,N,switch
CALL0000008913,SUB00000519,CELL000172,05/31/2026 15:23,42,MT,Failed,Y,switch
CALL0000008914,SUB00002024,CELL000146,2026-04-14 03:37:02,25,MO,Failed,N,switch
CALL0000008915,SUB00003982,CELL000068,04/19/2026 17:57,134,MO,completed ,No,switch
CALL0000008916,SUB00000931,CELL000059,2026-05-28 01:07:56,106,mo ,Completed,N,switch
CALL0000008917,SUB00004936,CELL000118,04/15/2026 02:36,440,MO,Failed,N,switch
CALL0000008918,SUB00003703,CELL000089,05/09/2026 01:50,42,mo ,Failed,No,switch
CALL0000008919,SUB00004159,CELL000246,2026-04-16 17:28:49,1,mo ,Completed,No,switch
CALL0000008920,SUB00000711,CELL000180,04/02/2026 15:40,222,MT,Completed,Y,switch
CALL0000008921,SUB00002713,CELL000153,04/22/2026 15:38,266,MT,Completed,N,switch
CALL0000008922,SUB00002767,CELL000025,2026-05-28 23:43:29,5,MO,Completed,N,switch
CALL0000008923,SUB00003062,CELL000116,04/26/2026 03:18,141,mo ,Completed,No,switch
CALL0000008924,SUB00003103,CELL000185,2026-04-13 12:07:14,168,MT,Failed,N,switch
CALL0000008925,SUB00004086,CELL000200,2026-04-02 03:28:39,945,MT,Completed,N,switch
CALL0000008926,SUB00002698,CELL000066,04/08/2026 16:23,53,mo ,Failed,N,switch
CALL0000008927,SUB00000048,CELL000057,2026-05-21 06:48:41,233,MO,Completed,Y,switch
CALL0000008928,SUB00001239,CELL000197,04/04/2026 06:31,726,MT,Completed,N,switch
CALL0000008929,SUB00003340,CELL000001,04/28/2026 02:14,75,mo ,Dropped,No,switch
CALL0000008930,SUB00004824,CELL000166,2026-05-10 11:16:15,15,mo ,Completed,N,switch
CALL0000008931,SUB00002238,CELL000103,04/20/2026 13:19,65,mo ,Completed,N,switch
CALL0000008932,SUB00001932,CELL000162,2026-05-23 17:48:30,148,MO,Failed,N,switch
CALL0000008933,SUB00001682,CELL000187,04/12/2026 23:53,75,MT,Completed,N,switch
CALL0000008934,SUB00001465,CELL000144,2026-04-18 12:03:00,23,mo ,completed ,N,switch
CALL0000008935,SUB00004882,CELL000252,2026-05-06 00:05:22,3,MO,Completed,N,switch
CALL0000008936,SUB00001459,CELL000158,05/22/2026 06:57,249,mo ,Completed,N,switch
CALL0000008937,SUB00000102,CELL000015,05/10/2026 06:23,1,MO,completed ,N,switch
CALL0000008938,SUB00002900,CELL000156,2026-05-19 15:19:16,325,MO,completed ,N,switch
CALL0000008939,SUB00003933,CELL000217,2026-05-08 22:51:46,812,MO,Failed,Y,switch
CALL0000008940,SUB00002374,CELL000157,2026-05-20 16:42:49,85,MO,completed ,Y,switch
CALL0000008941,SUB00004617,CELL000028,2026-04-14 07:28:51,321,mo ,Dropped,Y,switch
CALL0000008942,SUB00002417,CELL000126,2026-05-04 11:43:11,91,mo ,Completed,N,switch
CALL0000008943,SUB00003398,CELL000218,2026-04-12 13:42:47,162,mo ,completed ,N,switch
CALL0000008944,SUB00001854,CELL000013,2026-05-18 23:17:20,493,MO,Completed,No,switch
CALL0000008945,SUB00001034,CELL000010,05/01/2026 17:50,192,mo ,Completed,No,switch
CALL0000008946,SUB00000071,CELL000186,04/25/2026 17:06,387,mo ,Failed,N,switch
CALL0000008947,SUB00002095,CELL000137,04/22/2026 02:47,155,MT,Completed,No,switch
CALL0000008948,SUB00003706,CELL000215,2026-04-16 11:18:09,403,MT,Dropped,N,switch
CALL0000008949,SUB00004093,CELL000009,2026-04-26 03:02:00,295,MT,completed ,N,switch
CALL0000008950,SUB00001582,CELL000098,05/31/2026 21:42,158,MT,Completed,N,switch
CALL0000008951,SUB00000365,CELL000046,2026-04-29 08:08:07,21,MT,Failed,N,switch
CALL0000008952,SUB00001020,CELL000186,05/06/2026 12:56,239,MO,Failed,N,switch
CALL0000008953,SUB00004494,CELL000255,04/01/2026 04:56,30,MT,Completed,N,switch
CALL0000008954,SUB00002828,CELL000084,2026-04-19 20:23:24,210,mo ,completed ,No,switch
CALL0000008955,SUB00002925,CELL000199,2026-04-11 23:13:03,9,MO,completed ,Y,switch
CALL0000008956,SUB00002816,CELL000020,05/02/2026 05:59,148,MO,Failed,Y,switch
CALL0000008957,SUB00000490,CELL000244,2026-05-30 05:57:52,1,mo ,completed ,N,switch
CALL0000008958,SUB00001598,CELL000014,2026-04-15 06:23:50,60,MO,Completed,N,switch
CALL0000008959,SUB00001086,CELL000019,05/21/2026 15:46,282,MT,Completed,No,switch
CALL0000008960,SUB00003515,CELL000011,04/11/2026 03:36,12,mo ,Completed,No,switch
CALL0000008961,SUB00000010,CELL000008,2026-04-21 17:15:16,513,MO,completed ,N,switch
CALL0000008962,SUB00004378,CELL000238,05/14/2026 04:09,103,MT,Completed,No,switch
CALL0000008963,SUB00002695,CELL000014,05/16/2026 11:43,177,MT,Dropped,Y,switch
CALL0000008964,SUB00003861,CELL000134,2026-04-30 19:49:05,80,MO,Failed,Y,switch
CALL0000008965,SUB00002595,CELL000140,05/02/2026 02:40,3,MO,Completed,N,switch
CALL0000008966,SUB00002167,CELL000160,2026-05-11 23:12:06,471,mo ,Completed,N,switch
CALL0000008967,SUB00004114,CELL000078,05/02/2026 02:12,19,mo ,Completed,N,switch
CALL0000008968,SUB00001015,CELL000043,04/18/2026 04:28,34,MO,completed ,Y,switch
CALL0000008969,SUB00002073,CELL000125,2026-05-02 23:19:52,1,MO,Failed,N,switch
CALL0000008970,SUB00004095,CELL000150,2026-04-04 09:22:37,36,MO,Failed,N,switch
CALL0000008971,SUB00004592,CELL000153,2026-04-29 10:42:31,670,MO,completed ,N,switch
CALL0000008972,SUB00001397,CELL000016,05/24/2026 18:39,349,mo ,completed ,N,switch
CALL0000008973,SUB00001055,CELL000143,05/18/2026 16:28,35,mo ,Completed,No,switch
CALL0000008974,SUB00001935,CELL000186,2026-04-17 18:49:52,108,MO,Completed,N,switch
CALL0000008975,SUB00001322,CELL000204,05/03/2026 09:39,174,MO,completed ,N,switch
CALL0000008976,SUB00003255,CELL000110,2026-04-30 07:02:04,157,MO,Completed,Y,switch
CALL0000008977,SUB00001814,CELL000115,04/22/2026 17:51,126,mo ,Dropped,N,switch
CALL0000008978,SUB00000143,CELL000246,04/08/2026 19:49,170,mo ,Dropped,No,switch
CALL0000008979,SUB00001769,CELL000063,2026-04-03 14:00:11,6,MO,Dropped,No,switch
CALL0000008980,SUB00003404,CELL000025,2026-05-24 08:12:19,259,mo ,completed ,N,switch
CALL0000008981,SUB00004548,CELL000228,04/29/2026 06:00,bad,MO,completed ,N,switch
CALL0000008982,SUB00004905,CELL000189,04/19/2026 14:44,129,MT,Completed,N,switch
CALL0000008983,SUB00001768,CELL000002,04/27/2026 09:22,123,MT,Completed,No,switch
CALL0000008984,SUB00002650,CELL000190,04/25/2026 04:19,205,MO,Dropped,N,switch
CALL0000008985,SUB00003638,CELL000068,05/31/2026 16:18,60,MO,Dropped,Y,switch
CALL0000008986,SUB00003573,CELL000103,2026-05-03 05:44:45,12,MO,Completed,Y,switch
CALL0000008987,SUB00003130,CELL000012,2026-04-29 16:05:57,52,mo ,Completed,N,switch
CALL0000008988,SUB00004139,CELL000100,04/21/2026 19:58,134,MT,Completed,N,switch
CALL0000008989,SUB00000658,CELL000199,05/06/2026 02:53,238,MO,completed ,No,switch
CALL0000008990,SUB00003496,CELL000208,05/06/2026 18:02,76,mo ,Dropped,N,switch
CALL0000008991,SUB00003992,CELL000035,2026-04-03 11:09:57,232,MO,Dropped,No,switch
CALL0000008992,SUB00001328,CELL000075,04/13/2026 12:15,73,mo ,Failed,N,switch
CALL0000008993,SUB00002934,CELL000166,04/10/2026 07:56,302,MT,Completed,Y,switch
CALL0000008994,SUB00003572,CELL000147,05/02/2026 13:40,106,MO,completed ,Y,switch
CALL0000008995,SUB00000178,CELL000193,04/26/2026 15:27,66,MO,Dropped,No,switch
CALL0000008996,SUB00001632,CELL000014,2026-04-09 11:26:27,154,MT,Completed,No,switch
CALL0000008997,SUB00001853,CELL000144,2026-05-05 05:50:32,8,mo ,Completed,No,switch
CALL0000008998,SUB00001017,CELL000023,2026-04-07 13:28:56,18,MO,completed ,N,switch
CALL0000008999,SUB00002098,CELL000076,2026-04-25 16:38:48,393,MT,Failed,No,switch
CALL0000009000,SUB00001647,CELL000057,04/22/2026 22:23,168,MT,Completed,N,switch
CALL0000009001,SUB00003458,CELL000103,2026-04-11 01:04:36,100,MO,Dropped,N,switch
CALL0000009002,SUB00002269,CELL000066,05/01/2026 00:43,147,MO,completed ,N,switch
CALL0000009003,SUB00004318,CELL000030,05/10/2026 17:22,237,MT,Completed,No,switch
CALL0000009004,SUB00003835,CELL000216,2026-05-18 01:17:09,56,mo ,Completed,N,switch
CALL0000009005,SUB00004356,CELL000158,2026-05-09 19:31:29,19,MO,completed ,N,switch
CALL0000009006,SUB00002904,CELL000080,2026-04-21 11:40:45,48,MO,completed ,No,switch
CALL0000009007,SUB00000266,CELL000012,05/07/2026 16:10,65,mo ,Failed,No,switch
CALL0000009008,SUB00003046,CELL000021,05/21/2026 06:30,24,mo ,Completed,N,switch
CALL0000009009,SUB00000358,CELL000065,2026-04-19 20:18:18,257,MO,Dropped,N,switch
CALL0000009010,SUB00000267,CELL000013,2026-05-04 01:00:37,13,mo ,Completed,N,switch
CALL0000009011,SUB00003015,CELL000118,2026-05-30 05:22:16,302,MO,Dropped,N,switch
CALL0000009012,SUB00000528,CELL000150,2026-04-25 03:31:18,28,mo ,Completed,N,switch
CALL0000009013,SUB00003155,CELL000059,2026-05-10 14:27:23,84,MT,Completed,N,switch
CALL0000009014,SUB00003090,CELL000054,2026-04-10 08:51:52,345,MT,Completed,N,switch
CALL0000009015,SUB00002348,CELL000221,2026-04-08 20:38:49,60,MO,completed ,No,switch
CALL0000009016,SUB00001423,CELL000022,05/27/2026 07:45,62,MO,Dropped,N,switch
CALL0000009017,SUB00004550,CELL000139,04/28/2026 17:53,282,MT,Dropped,N,switch
CALL0000009018,SUB00002149,CELL000208,2026-04-13 02:59:41,9,MT,Completed,Y,switch
CALL0000009019,SUB00001845,CELL000158,2026-04-03 22:04:27,158,MO,Completed,N,switch
CALL0000009020,SUB00002856,CELL000137,2026-04-08 01:25:16,332,MO,Dropped,N,switch
CALL0000009021,SUB00002290,CELL000127,05/28/2026 15:12,22,MO,Dropped,N,switch
CALL0000009022,SUB00004544,CELL000120,04/26/2026 10:15,545,MO,Completed,N,switch
CALL0000009023,SUB00001625,CELL000031,05/05/2026 18:43,282,MT,Dropped,No,switch
CALL0000009024,SUB00004864,CELL000074,2026-05-22 02:43:31,391,MO,completed ,N,switch
CALL0000009025,SUB00001856,CELL000202,2026-05-09 06:39:37,56,MO,Completed,N,switch
CALL0000009026,SUB00003866,CELL000029,2026-04-13 10:55:04,46,mo ,Dropped,N,switch
CALL0000009027,SUB00004756,CELL000132,2026-05-04 03:21:41,5,MO,Completed,No,switch
