transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values,quarantine_reason
TL0000004134,TXN000001191,6,SKU0000242,,10.18,12.72,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004141,TXN000001194,2,SKU0000496,-1.0,487.25,487.25,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004144,TXN000001194,5,SKU0000291,-1.0,333.08,370.09,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004150,TXN000001196,2,SKU0000038,-1.0,777.44,914.63,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004181,TXN000001206,6,SKU0000372,,184.18,184.18,,0.0,16.58,Sold,False,Bad quantity or unit price
TL0000004184,TXN000001208,1,SKU0000329,,869.2,869.2,,0.0,43.46,Sold,False,Bad quantity or unit price
TL0000004186,TXN000001208,3,SKU0000475,,135.19,150.21,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004187,TXN000001209,1,SKU0000558,,533.25,533.25,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004195,TXN000001211,5,SKU0000242,,12.08,12.72,,0.0,0.85,Sold,False,Bad quantity or unit price
TL0000004198,TXN000001212,3,SKU0000087,-1.0,576.85,640.94,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004206,TXN000001214,5,SKU0000514,,309.62,325.92,,2.0,21.67,Sold,False,Bad quantity or unit price
TL0000004207,TXN000001215,1,SKU0000010,,502.78,502.78,PRM00034,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004208,TXN000001215,2,SKU0000035,-1.0,231.61,231.61,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004209,TXN000001215,3,SKU0000041,,168.72,177.6,,5.0,15.18,Sold,False,Bad quantity or unit price
TL0000004211,TXN000001216,2,SKU0000389,2.0,,811.46,,5.0,107.92,Sold,False,Bad quantity or unit price
TL0000004215,TXN000001217,3,SKU0000148,,479.17,504.39,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004224,TXN000001220,1,SKU0000360,,377.24,419.16,,1.0,33.95,Voided,False,Bad quantity or unit price
TL0000004227,TXN000001220,4,SKU0000318,,83.92,93.25,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004228,TXN000001221,1,SKU0000303,,283.37,283.37,,2.0,14.17,Voided,False,Bad quantity or unit price
TL0000004231,TXN000001222,1,SKU0000417,-1.0,209.8,246.82,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004232,TXN000001223,1,SKU0000538,-1.0,1009.74,1009.74,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004234,TXN000001223,3,SKU0000220,,344.81,383.12,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004241,TXN000001224,4,SKU0000372,-1.0,184.18,184.18,PRM00039,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004250,TXN000001226,5,SKU0000339,-1.0,62.72,73.79,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004256,TXN000001227,5,SKU0000398,,551.87,551.87,,2.0,38.63,Voided,False,Bad quantity or unit price
TL0000004258,TXN000001228,2,SKU0000336,-1.0,505.2,505.2,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004262,TXN000001229,2,SKU0000393,,485.09,485.09,,0.0,24.25,Sold,False,Bad quantity or unit price
TL0000004271,TXN000001232,2,SKU0000535,,486.95,541.06,,2.0,24.35,Sold,False,Bad quantity or unit price
TL0000004272,TXN000001232,3,SKU0000151,-1.0,320.89,377.52,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004273,TXN000001232,4,SKU0000017,,89.42,99.36,,0.0,6.26,Sold,False,Bad quantity or unit price
TL0000004275,TXN000001233,1,SKU0000553,,493.1,493.1,,2.0,34.52,Sold,False,Bad quantity or unit price
TL0000004279,TXN000001233,5,SKU0000081,,528.22,528.22,,2.0,36.98,Sold,False,Bad quantity or unit price
TL0000004286,TXN000001235,4,SKU0000391,-1.0,129.63,144.03,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004290,TXN000001236,2,SKU0000036,-1.0,88.14,110.17,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004292,TXN000001236,4,SKU0000128,,795.18,883.53,,0.0,55.66,Sold,False,Bad quantity or unit price
TL0000004294,TXN000001237,2,SKU0000274,-1.0,58.67,58.67,PRM00045,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004295,TXN000001237,3,SKU0000478,,389.19,389.19,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000004302,TXN000001239,4,SKU0000369,-1.0,222.99,222.99,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004303,TXN000001239,5,SKU0000070,,249.18,293.15,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004304,TXN000001240,1,SKU0000424,-1.0,240.48,300.6,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004306,TXN000001240,3,SKU0000325,,537.91,537.91,,2.0,48.41,Sold,False,Bad quantity or unit price
TL0000004313,TXN000001242,4,SKU0000331,,196.64,206.99,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004316,TXN000001243,1,SKU0000306,-1.0,499.96,555.51,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004319,TXN000001243,4,SKU0000011,-1.0,112.26,112.26,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004320,TXN000001244,1,SKU0000468,-1.0,335.12,372.36,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004324,TXN000001245,4,SKU0000519,5.0,,268.9,,0.0,94.12,Sold,False,Bad quantity or unit price
TL0000004331,TXN000001246,6,SKU0000198,-1.0,,60.77,PRM00055,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004334,TXN000001247,3,SKU0000215,,741.88,872.8,,5.0,37.09,Sold,False,Bad quantity or unit price
TL0000004338,TXN000001248,4,SKU0000452,-1.0,325.0,325.0,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004342,TXN000001249,3,SKU0000392,,445.58,469.03,,5.0,22.28,Sold,False,Bad quantity or unit price
TL0000004346,TXN000001251,3,SKU0000461,-1.0,115.9,128.78,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004348,TXN000001251,5,SKU0000450,,28.93,28.93,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004354,TXN000001253,3,SKU0000271,,861.62,861.62,,0.0,43.08,Sold,False,Bad quantity or unit price
TL0000004356,TXN000001254,1,SKU0000557,,125.74,157.18,,5.0,6.29,Voided,False,Bad quantity or unit price
TL0000004357,TXN000001255,1,SKU0000562,,1086.48,1143.66,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004362,TXN000001256,4,SKU0000291,-1.0,296.07,370.09,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004367,TXN000001259,2,SKU0000208,,116.34,145.43,,5.0,8.14,Sold,False,Bad quantity or unit price
TL0000004369,TXN000001259,4,SKU0000153,-1.0,182.37,191.97,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004373,TXN000001260,2,SKU0000343,,374.03,440.04,,5.0,18.7,Sold,False,Bad quantity or unit price
TL0000004381,TXN000001262,5,SKU0000553,,493.1,493.1,,2.0,44.38,Sold,False,Bad quantity or unit price
TL0000004385,TXN000001264,1,SKU0000290,,106.66,106.66,,5.0,5.33,Sold,False,Bad quantity or unit price
TL0000004392,TXN000001268,1,SKU0000392,,375.22,469.03,,0.0,33.77,Sold,False,Bad quantity or unit price
TL0000004397,TXN000001268,6,SKU0000518,,198.88,198.88,,5.0,17.9,Sold,False,Bad quantity or unit price
TL0000004406,TXN000001270,6,SKU0000404,-1.0,78.05,78.05,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004407,TXN000001271,1,SKU0000098,-1.0,47.0,58.75,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004411,TXN000001272,4,SKU0000198,-1.0,54.69,60.77,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004413,TXN000001273,2,SKU0000005,-1.0,123.08,129.56,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004415,TXN000001273,4,SKU0000241,,79.09,79.09,,2.0,7.12,Sold,False,Bad quantity or unit price
TL0000004419,TXN000001274,2,SKU0000483,,105.3,117.0,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004423,TXN000001275,1,SKU0000016,-1.0,550.17,579.13,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004426,TXN000001275,4,SKU0000385,-1.0,49.33,61.66,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004430,TXN000001277,1,SKU0000058,,834.85,834.85,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004434,TXN000001278,1,SKU0000338,-1.0,635.07,705.63,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004436,TXN000001278,3,SKU0000423,,122.3,152.87,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004441,TXN000001279,3,SKU0000113,-1.0,313.01,313.01,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004452,TXN000001282,4,SKU0000110,,611.54,611.54,,5.0,55.04,Sold,False,Bad quantity or unit price
TL0000004454,TXN000001282,6,SKU0000359,,406.54,508.18,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004459,TXN000001284,1,SKU0000211,,460.89,512.1,,5.0,41.48,Sold,False,Bad quantity or unit price
TL0000004460,TXN000001284,2,SKU0000320,-1.0,44.88,56.1,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004463,TXN000001285,2,SKU0000057,,208.4,208.4,,1.0,14.59,Sold,False,Bad quantity or unit price
TL0000004467,TXN000001285,6,SKU0000186,,368.53,368.53,,1.0,33.17,Voided,False,Bad quantity or unit price
TL0000004472,TXN000001287,2,SKU0000346,-1.0,254.59,254.59,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004477,TXN000001289,2,SKU0000471,,112.86,112.86,,0.0,10.16,Voided,False,Bad quantity or unit price
TL0000004481,TXN000001290,1,SKU0000481,,807.85,807.85,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000004488,TXN000001292,3,SKU0000328,-1.0,827.24,827.24,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004498,TXN000001295,4,SKU0000332,,438.46,461.54,PRM00049,1.0,30.69,Sold,False,Bad quantity or unit price
TL0000004499,TXN000001296,1,SKU0000347,,247.96,261.01,PRM00025,2.0,22.32,Sold,False,Bad quantity or unit price
TL0000004506,TXN000001297,3,SKU0000321,,309.9,309.9,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004509,TXN000001297,6,SKU0000319,,519.93,547.3,PRM00021,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004517,TXN000001300,2,SKU0000230,-1.0,487.12,541.24,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004518,TXN000001300,3,SKU0000011,-1.0,106.65,112.26,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004521,TXN000001301,1,SKU0000046,,711.86,790.95,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004533,TXN000001304,1,SKU0000264,-1.0,125.8,125.8,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004534,TXN000001305,1,SKU0000296,-1.0,377.31,377.31,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004540,TXN000001306,1,SKU0000228,-1.0,336.9,374.33,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004543,TXN000001306,4,SKU0000107,-1.0,413.66,486.66,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004544,TXN000001306,5,SKU0000561,-1.0,539.27,539.27,PRM00040,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004545,TXN000001306,6,SKU0000219,-1.0,802.89,802.89,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004547,TXN000001307,2,SKU0000233,-1.0,630.67,741.96,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004551,TXN000001308,2,SKU0000107,,462.33,486.66,,0.0,32.36,Sold,False,Bad quantity or unit price
TL0000004552,TXN000001308,3,SKU0000477,,64.16,64.16,,2.0,4.49,Sold,False,Bad quantity or unit price
TL0000004555,TXN000001309,3,SKU0000113,-1.0,281.71,313.01,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004558,TXN000001311,1,SKU0000359,,508.18,508.18,,1.0,25.41,Voided,False,Bad quantity or unit price
TL0000004564,TXN000001313,1,SKU0000503,,455.22,569.02,,0.0,22.76,Sold,False,Bad quantity or unit price
TL0000004565,TXN000001313,2,SKU0000327,,806.92,806.92,,0.0,56.48,Voided,False,Bad quantity or unit price
TL0000004575,TXN000001315,6,SKU0000476,-1.0,156.97,196.21,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004581,TXN000001317,2,SKU0000418,,341.65,359.63,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004584,TXN000001317,5,SKU0000099,-1.0,71.45,79.39,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004587,TXN000001320,1,SKU0000370,,47.03,47.03,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000004590,TXN000001321,3,SKU0000351,-1.0,9.55,11.23,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004598,TXN000001323,5,SKU0000119,2.0,,400.66,,0.0,68.51,Sold,False,Bad quantity or unit price
TL0000004599,TXN000001323,6,SKU0000264,,100.64,125.8,,0.0,7.04,Sold,False,Bad quantity or unit price
TL0000004600,TXN000001324,1,SKU0000246,-1.0,188.87,188.87,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004604,TXN000001324,5,SKU0000156,-1.0,464.17,464.17,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004610,TXN000001326,3,SKU0000411,,441.58,551.97,,5.0,30.91,Voided,False,Bad quantity or unit price
TL0000004617,TXN000001329,1,SKU0000260,,290.39,305.67,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004619,TXN000001330,2,SKU0000393,,485.09,485.09,,0.0,24.25,Sold,False,Bad quantity or unit price
TL0000004627,TXN000001331,4,SKU0000069,-1.0,463.95,545.82,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004632,TXN000001332,3,SKU0000290,,95.99,106.66,,0.0,8.64,Sold,False,Bad quantity or unit price
TL0000004633,TXN000001332,4,SKU0000309,-1.0,336.6,420.75,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004635,TXN000001333,2,SKU0000315,-1.0,481.09,481.09,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004642,TXN000001334,5,SKU0000363,,547.48,644.09,,0.0,38.32,Sold,False,Bad quantity or unit price
TL0000004646,TXN000001336,1,SKU0000319,-1.0,547.3,547.3,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004650,TXN000001336,5,SKU0000502,,312.96,391.2,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004664,TXN000001339,3,SKU0000510,-1.0,505.59,532.2,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004666,TXN000001339,5,SKU0000448,-1.0,424.05,530.06,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004672,TXN000001340,5,SKU0000173,,230.48,230.48,PRM00054,1.0,16.13,Sold,False,Bad quantity or unit price
TL0000004673,TXN000001340,6,SKU0000047,-1.0,21.74,21.74,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004678,TXN000001341,5,SKU0000047,-1.0,19.57,21.74,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004681,TXN000001342,2,SKU0000393,-1.0,460.84,485.09,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004696,TXN000001347,3,SKU0000504,-1.0,1051.77,1051.77,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004705,TXN000001349,3,SKU0000136,,558.45,558.45,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000004709,TXN000001350,2,SKU0000179,-1.0,451.69,501.88,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004716,TXN000001353,1,SKU0000427,,777.57,863.97,PRM00042,2.0,69.98,Sold,False,Bad quantity or unit price
TL0000004717,TXN000001353,2,SKU0000311,,,205.5,,1.0,16.65,Voided,False,Bad quantity or unit price
TL0000004718,TXN000001353,3,SKU0000074,,418.22,418.22,,2.0,29.28,Sold,False,Bad quantity or unit price
TL0000004726,TXN000001357,1,SKU0000486,-1.0,850.29,850.29,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004730,TXN000001359,2,SKU0000128,-1.0,839.35,883.53,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004738,TXN000001362,1,SKU0000434,-1.0,236.64,236.64,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004739,TXN000001362,2,SKU0000293,-1.0,786.6,786.6,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004749,TXN000001364,3,SKU0000265,-1.0,204.74,215.52,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004751,TXN000001365,2,SKU0000079,-1.0,708.51,745.8,PRM00013,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004756,TXN000001366,2,SKU0000284,-1.0,311.82,389.78,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004762,TXN000001367,6,SKU0000298,-1.0,287.32,287.32,PRM00045,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004764,TXN000001368,2,SKU0000418,,,359.63,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000004774,TXN000001370,3,SKU0000033,,675.74,711.31,,0.0,33.79,Sold,False,Bad quantity or unit price
TL0000004775,TXN000001371,1,SKU0000426,-1.0,31.21,32.85,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004782,TXN000001372,2,SKU0000302,-1.0,8.3,8.3,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004783,TXN000001372,3,SKU0000212,,396.66,417.54,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004784,TXN000001372,4,SKU0000392,-1.0,469.03,469.03,PRM00034,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004786,TXN000001372,6,SKU0000312,-1.0,340.27,340.27,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004790,TXN000001373,4,SKU0000417,,222.14,246.82,PRM00049,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000004793,TXN000001374,2,SKU0000184,-1.0,757.42,757.42,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004794,TXN000001374,3,SKU0000287,,180.53,200.59,,0.0,9.03,Sold,False,Bad quantity or unit price
TL0000004800,TXN000001375,5,SKU0000422,-1.0,431.49,539.36,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004801,TXN000001375,6,SKU0000001,,265.78,332.22,PRM00015,0.0,23.92,Sold,False,Bad quantity or unit price
TL0000004814,TXN000001378,3,SKU0000569,,496.82,496.82,PRM00049,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004822,TXN000001379,6,SKU0000300,-1.0,574.45,604.68,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004833,TXN000001383,1,SKU0000555,,537.47,537.47,,0.0,37.62,Sold,False,Bad quantity or unit price
TL0000004836,TXN000001383,4,SKU0000112,,298.32,314.02,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004837,TXN000001384,1,SKU0000269,,197.54,197.54,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004854,TXN000001390,1,SKU0000410,-1.0,236.96,249.43,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004856,TXN000001390,3,SKU0000562,-1.0,1086.48,1143.66,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004858,TXN000001391,1,SKU0000169,1.0,,445.53,,0.0,38.09,Sold,False,Bad quantity or unit price
TL0000004864,TXN000001392,1,SKU0000095,-1.0,308.9,325.16,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000004868,TXN000001392,5,SKU0000004,-1.0,411.62,411.62,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004872,TXN000001393,3,SKU0000017,-1.0,99.36,99.36,PRM00050,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004878,TXN000001394,3,SKU0000004,,411.62,411.62,PRM00027,1.0,28.81,Sold,False,Bad quantity or unit price
TL0000004885,TXN000001397,3,SKU0000355,-1.0,942.53,942.53,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004887,TXN000001397,5,SKU0000245,-1.0,378.16,378.16,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004915,TXN000001405,4,SKU0000068,,202.94,202.94,,1.0,18.26,Voided,False,Bad quantity or unit price
TL0000004917,TXN000001406,2,SKU0000366,-1.0,417.42,463.8,PRM00060,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004918,TXN000001406,3,SKU0000569,-1.0,397.46,496.82,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004922,TXN000001407,2,SKU0000376,-1.0,372.56,438.3,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004926,TXN000001407,6,SKU0000303,-1.0,283.37,283.37,,2.0,0.0,Voided,False,Bad quantity or unit price
TL0000004928,TXN000001408,2,SKU0000575,,636.33,795.41,,5.0,44.54,Voided,False,Bad quantity or unit price
TL0000004932,TXN000001408,6,SKU0000103,-1.0,337.26,421.57,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004935,TXN000001410,1,SKU0000302,,8.3,8.3,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004943,TXN000001412,3,SKU0000392,-1.0,445.58,469.03,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000004948,TXN000001415,1,SKU0000435,-1.0,446.88,525.74,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000004952,TXN000001417,1,SKU0000445,-1.0,254.03,254.03,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000004958,TXN000001419,1,SKU0000376,,438.3,438.3,,0.0,30.68,Sold,False,Bad quantity or unit price
TL0000004959,TXN000001419,2,SKU0000070,,293.15,293.15,,0.0,26.38,Sold,False,Bad quantity or unit price
TL0000004986,TXN000001428,2,SKU0000002,,849.97,1062.46,,2.0,76.5,Voided,False,Bad quantity or unit price
TL0000004988,TXN000001428,4,SKU0000452,,325.0,325.0,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000004993,TXN000001429,4,SKU0000545,-1.0,446.69,496.32,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005000,TXN000001431,3,SKU0000024,,349.75,349.75,,0.0,24.48,Voided,False,Bad quantity or unit price
TL0000005024,TXN000001439,2,SKU0000551,4.0,,469.71,,0.0,169.1,Sold,False,Bad quantity or unit price
TL0000005037,TXN000001443,5,SKU0000143,-1.0,528.94,661.18,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000005050,TXN000001449,3,SKU0000039,,105.78,132.22,,1.0,7.4,Sold,False,Bad quantity or unit price
TL0000005053,TXN000001450,1,SKU0000052,,342.09,342.09,,5.0,30.79,Sold,False,Bad quantity or unit price
TL0000005054,TXN000001450,2,SKU0000485,-1.0,370.73,370.73,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005058,TXN000001452,1,SKU0000226,-1.0,212.68,212.68,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000005061,TXN000001454,1,SKU0000331,,196.64,206.99,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005062,TXN000001454,2,SKU0000144,-1.0,497.18,552.42,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005063,TXN000001455,1,SKU0000166,-1.0,139.7,155.22,,1.0,0.0,Voided,False,Bad quantity or unit price
TL0000005069,TXN000001457,2,SKU0000460,,348.29,435.36,PRM00013,5.0,24.38,Sold,False,Bad quantity or unit price
TL0000005070,TXN000001457,3,SKU0000244,-1.0,434.65,434.65,PRM00034,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000005081,TXN000001460,5,SKU0000169,,445.53,445.53,,1.0,31.19,Voided,False,Bad quantity or unit price
TL0000005090,TXN000001462,2,SKU0000210,,103.5,129.37,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000005097,TXN000001464,1,SKU0000260,,305.67,305.67,,5.0,15.28,Voided,False,Bad quantity or unit price
TL0000005100,TXN000001464,4,SKU0000522,,130.1,130.1,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005105,TXN000001465,3,SKU0000397,-1.0,926.53,975.3,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005106,TXN000001465,4,SKU0000027,,650.12,684.34,PRM00011,0.0,58.51,Sold,False,Bad quantity or unit price
TL0000005110,TXN000001468,2,SKU0000196,,375.72,442.02,,0.0,18.79,Sold,False,Bad quantity or unit price
TL0000005112,TXN000001469,1,SKU0000519,-1.0,255.45,268.9,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000005114,TXN000001469,3,SKU0000326,-1.0,204.6,255.75,,1.0,0.0,Sold,False,Bad quantity or unit price
TL0000005125,TXN000001472,2,SKU0000293,-1.0,786.6,786.6,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000005135,TXN000001475,3,SKU0000260,-1.0,244.54,305.67,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005136,TXN000001475,4,SKU0000351,,9.55,11.23,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005148,TXN000001477,5,SKU0000576,,392.64,490.8,,2.0,35.34,Sold,False,Bad quantity or unit price
TL0000005151,TXN000001478,2,SKU0000185,-1.0,116.24,129.15,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005153,TXN000001478,4,SKU0000051,-1.0,49.06,49.06,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005154,TXN000001479,1,SKU0000046,,790.95,790.95,,0.0,71.19,Sold,False,Bad quantity or unit price
TL0000005155,TXN000001479,2,SKU0000421,,311.41,311.41,,0.0,28.03,Sold,False,Bad quantity or unit price
TL0000005161,TXN000001481,4,SKU0000154,-1.0,100.58,111.76,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000005173,TXN000001484,2,SKU0000003,-1.0,242.21,269.12,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000005176,TXN000001485,1,SKU0000307,,293.76,293.76,,0.0,26.44,Sold,False,Bad quantity or unit price
TL0000005185,TXN000001488,1,SKU0000219,-1.0,682.46,802.89,,5.0,0.0,Voided,False,Bad quantity or unit price
TL0000005189,TXN000001490,2,SKU0000033,,640.18,711.31,,0.0,32.01,Sold,False,Bad quantity or unit price
TL0000005199,TXN000001493,2,SKU0000519,,268.9,268.9,,0.0,24.2,Sold,False,Bad quantity or unit price
TL0000005201,TXN000001494,1,SKU0000061,-1.0,132.78,165.97,,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000005205,TXN000001495,1,SKU0000531,-1.0,264.82,331.03,,5.0,0.0,Sold,False,Bad quantity or unit price
TL0000005206,TXN000001496,1,SKU0000248,-1.0,370.03,411.14,PRM00020,2.0,0.0,Sold,False,Bad quantity or unit price
TL0000005210,TXN000001497,3,SKU0000089,,137.95,137.95,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000005212,TXN000001498,2,SKU0000554,-1.0,83.95,88.37,,0.0,0.0,Voided,False,Bad quantity or unit price
TL0000005225,TXN000001501,4,SKU0000050,,452.7,565.87,,5.0,40.74,Sold,False,Bad quantity or unit price
TL0000005227,TXN000001502,1,SKU0000529,,265.58,295.09,,0.0,0.0,Sold,False,Bad quantity or unit price
TL0000005228,TXN000001502,2,SKU0000128,,883.53,883.53,,0.0,44.18,Sold,False,Bad quantity or unit price
TL0000005231,TXN000001502,5,SKU0000539,-1.0,332.58,415.73,PRM00058,0.0,0.0,Sold,False,Bad quantity or unit price
