transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date,quarantine_reason
TXN000002081,STR0022,REG020,ASC000499,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002083,STR0022,REG003,ASC000497,CUST00000759,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002085,STR0022,REG004,ASC000248,CUST00001395,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002086,STR0013,REG025,ASC000437,CUST00000077,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002087,STR0003,REG025,ASC000481,CUST00000481,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002088,STR0003,REG024,ASC000233,CUST00001287,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002090,STR0014,REG008,ASC000252,CUST00000833,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002091,STR0014,REG007,ASC000046,CUST00000892,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002092,STR0025,REG028,ASC000204,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002093,STR0013,REG024,ASC000435,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002094,STR0007,REG004,ASC000393,CUST00001325,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000002095,STR0017,REG023,ASC000429,CUST00001052,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002096,STR0012,REG007,ASC000145,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002097,STR0001,REG009,ASC000306,CUST00000136,,VOID,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002099,STR0010,REG015,ASC000192,,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002100,STR0024,REG015,ASC000340,CUST00000440,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000002103,STR0001,REG013,ASC000316,CUST00001027,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002104,STR0011,REG006,ASC000399,,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002105,STR0016,REG023,ASC000172,CUST00001208,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002107,STR0020,REG006,ASC000468,CUST00000802,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002108,STR0013,REG013,ASC000380,CUST00000541,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002110,STR0009,REG020,ASC000155,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002111,STR0024,REG026,ASC000323,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002112,STR0007,REG007,ASC000474,CUST00001775,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002115,STR0004,REG028,ASC000287,CUST00001799,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002116,STR0011,REG028,ASC000357,CUST00000385,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002117,STR0015,REG025,ASC000020,CUST00001348,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002118,STR0013,REG007,ASC000317,CUST00000283,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000002121,STR0011,REG028,ASC000138,CUST00001625,,VOID,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000002125,STR0002,REG013,ASC000301,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002126,STR0003,REG015,ASC000190,CUST00001737,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002127,STR0008,REG018,ASC000048,,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002132,STR0010,REG011,ASC000408,,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000002134,STR0012,REG019,ASC000244,CUST00000243,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002138,STR0007,REG015,ASC000285,CUST00001759,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002139,STR0002,REG027,ASC000332,CUST00000083,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002141,STR0015,REG011,ASC000121,CUST00000543,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002142,STR0018,REG022,ASC000461,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002144,STR0023,REG024,ASC000363,,,VOID,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002148,STR0008,REG020,ASC000140,CUST00000814,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002150,STR0012,REG004,ASC000069,CUST00001452,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002156,STR0024,REG015,ASC000186,CUST00000933,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002157,STR0009,REG009,ASC000245,CUST00000323,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002158,STR0009,REG017,ASC000125,CUST00001296,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000002159,STR0019,REG001,ASC000477,CUST00001094,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002160,STR0025,REG007,ASC000021,CUST00001220,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002161,STR0015,REG014,ASC000134,CUST00001178,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002162,STR0010,REG006,ASC000402,,,VOID,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000002163,STR0017,REG020,ASC000429,CUST00000424,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002164,STR0014,REG011,ASC000266,CUST00000099,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002168,STR0003,REG016,ASC000084,CUST00000163,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000002171,STR0017,REG017,ASC000071,CUST00000347,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002175,STR0014,REG007,ASC000469,CUST00001104,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002176,STR0019,REG012,ASC000117,CUST00001548,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002177,STR0005,REG013,ASC000015,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002178,STR0004,REG018,ASC000354,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002184,STR0017,REG004,ASC000309,CUST00001264,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002186,STR0012,REG003,ASC000043,,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000002187,STR0022,REG007,ASC000131,,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002189,STR0001,REG023,ASC000299,CUST00001721,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002190,STR0005,REG006,ASC000397,CUST00000561,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002193,STR0006,REG021,ASC000107,CUST00001530,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002198,STR0009,REG024,ASC000178,CUST00000714,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002199,STR0021,REG022,ASC000484,CUST00001782,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002200,STR0015,REG022,ASC000412,CUST00000654,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002201,STR0012,REG013,ASC000244,CUST00001545,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002202,STR0022,REG020,ASC000406,,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000002203,STR0005,REG012,ASC000015,CUST00001133,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002208,STR0013,REG005,ASC000224,CUST00000268,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002209,STR0006,REG006,ASC000294,,,VOID,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002211,STR0002,REG008,ASC000188,CUST00001365,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002212,STR0013,REG026,ASC000296,CUST00000035,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002213,STR0001,REG025,ASC000456,CUST00000397,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002214,STR0011,REG009,ASC000447,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002215,STR0019,REG027,ASC000013,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002219,STR0018,REG010,ASC000157,CUST00000771,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002223,STR0006,REG018,ASC000446,CUST00000222,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000002224,STR0008,REG008,ASC000455,CUST00000214,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002225,STR0012,REG020,ASC000371,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002226,STR0002,REG023,ASC000253,CUST00000002,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002229,STR0015,REG003,ASC000078,CUST00000219,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002231,STR0025,REG016,ASC000453,CUST00000531,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002232,STR0002,REG015,ASC000269,CUST00000267,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002234,STR0020,REG007,ASC000208,CUST00001248,,VOID,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000002236,STR0023,REG001,ASC000203,CUST00000443,,VOID,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000002243,STR0002,REG023,ASC000253,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002245,STR0022,REG002,ASC000369,CUST00001001,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002247,STR0019,REG011,ASC_BAD,,,VOID,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002251,STR0019,REG006,ASC000027,,,VOID,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000002252,STR0014,REG009,ASC000411,CUST00000243,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002256,STR0011,REG018,ASC000012,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002257,STR0017,REG010,ASC000429,CUST00001388,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002258,STR0022,REG008,ASC000124,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002260,STR0023,REG021,ASC000479,CUST00000719,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002261,STR0016,REG011,ASC000007,CUST00001081,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002264,STR0020,REG016,ASC000040,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002265,STR0009,REG020,ASC000245,CUST00000493,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002266,STR0003,REG021,ASC000500,CUST00001362,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002267,STR0022,REG008,ASC000369,CUST00001525,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002269,STR0009,REG016,ASC000362,CUST00001594,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002277,STR0008,REG018,ASC000106,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002279,STR0025,REG026,ASC000213,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002280,STR0025,REG017,ASC000493,,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002281,STR0017,REG013,ASC000436,CUST00001021,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002282,STR0006,REG019,ASC000057,CUST00000927,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002285,STR0010,REG015,ASC000394,CUST00000544,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002286,STR0006,REG021,ASC000294,CUST00001644,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002287,STR0012,REG021,ASC000201,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002288,STR0015,REG002,ASC000415,CUST00000824,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002289,STR0013,REG004,ASC000296,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002294,STR0019,REG028,ASC000356,CUST00000405,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000002295,STR0001,REG017,ASC000467,CUST00000171,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002296,STR0016,REG007,ASC000105,CUST00001370,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002298,STR0018,REG017,ASC000476,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002299,STR_UNKNOWN,REG008,ASC000479,CUST00000034,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000002301,STR0008,REG023,ASC000140,CUST00001588,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002302,STR0010,REG024,ASC000414,CUST00000658,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002305,STR0016,REG021,ASC000112,CUST00001463,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002306,STR0023,REG008,ASC000056,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002315,STR0001,REG020,ASC000006,CUST00000381,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002319,STR0009,REG005,ASC000125,CUST00000796,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002320,STR0016,REG027,ASC000315,CUST00001541,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002322,STR0014,REG024,ASC000241,CUST00001786,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002328,STR0014,REG005,ASC000241,CUST00001035,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002329,STR0005,REG002,ASC000161,CUST00000273,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002330,STR0015,REG019,ASC000078,CUST00000338,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002333,STR0015,REG006,ASC000029,CUST00000983,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002334,STR0009,REG020,ASC000178,CUST00001397,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002337,STR0012,REG018,ASC000214,CUST00000340,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002338,STR0017,REG019,ASC000463,CUST00001262,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002339,STR0012,REG006,ASC000371,,,VOID,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002341,STR0018,REG019,ASC000386,CUST00001199,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002344,STR0003,REG002,ASC000028,CUST00000026,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002345,STR0008,REG010,ASC000103,CUST00001617,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002346,STR0023,REG021,ASC000281,CUST00000061,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000002348,STR0013,REG008,ASC000422,,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002349,STR0003,REG028,ASC000115,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002350,STR0019,REG028,ASC000026,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002354,STR0021,REG001,ASC000450,CUST00000954,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002355,STR0011,REG014,ASC000033,,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000002360,STR0006,REG007,ASC000271,CUST00001055,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002363,STR0005,REG010,ASC000111,CUST00001783,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002364,STR0019,REG018,ASC000291,CUST00000863,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002365,STR0010,REG011,ASC000368,CUST00001437,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002366,STR0024,REG021,ASC000139,,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000002368,STR0012,REG004,ASC000201,CUST00001322,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002369,STR0007,REG018,ASC000393,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002370,STR0007,REG007,ASC000270,,,VOID,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000002375,STR0002,REG017,ASC000320,CUST00001715,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002376,STR0015,REG017,ASC000080,CUST00001218,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002377,STR0015,REG027,ASC000134,CUST00001217,,VOID,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000002378,STR0012,REG027,ASC000095,CUST00000124,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002382,STR0014,REG011,ASC000385,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002383,STR0011,REG009,ASC000123,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002384,STR0022,REG024,ASC000124,CUST00001658,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000002385,STR0019,REG009,ASC000026,CUST00001352,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002388,STR0016,REG013,ASC000262,CUST00000769,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000002390,STR0021,REG016,ASC000424,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002392,STR0017,REG024,ASC000130,CUST00001782,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002395,STR0009,REG006,ASC000155,CUST00000023,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002397,STR0020,REG003,ASC000282,CUST00000751,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002400,STR0001,REG025,ASC000231,CUST00001408,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002401,STR0024,REG006,ASC000108,CUST00000155,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002402,STR0025,REG027,ASC000090,CUST00000233,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002403,STR0009,REG018,ASC000167,CUST00001177,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002404,STR0017,REG016,ASC000429,CUST00001329,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002406,STR0017,REG011,ASC000130,CUST00001331,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002407,STR0012,REG001,ASC000069,CUST00001562,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002410,STR0017,REG015,ASC000235,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002411,STR0006,REG003,ASC000391,CUST00000284,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002412,STR0004,REG017,ASC000398,CUST00000438,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002419,STR0003,REG028,ASC000249,CUST00000891,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002423,STR0006,REG015,ASC000057,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002424,STR0006,REG024,ASC000319,CUST00001345,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002425,STR0023,REG027,ASC000276,CUST00000872,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002427,STR0007,REG024,ASC000239,CUST00000423,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002431,STR0006,REG002,ASC000107,CUST00001126,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002433,STR0013,REG002,ASC000149,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002438,STR0004,REG003,ASC000398,CUST00000398,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002439,STR0012,REG004,ASC000207,CUST00001797,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002440,STR0023,REG001,ASC000056,CUST00001371,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000002442,STR0019,REG004,ASC000027,CUST00000426,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002443,STR0012,REG023,ASC000092,CUST00001096,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002444,STR0003,REG010,ASC000067,CUST00000100,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002445,STR0012,REG018,ASC000194,,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002446,STR0019,REG008,ASC000019,CUST00000114,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002448,STR0022,REG014,ASC000124,CUST00000728,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002453,STR0008,REG026,ASC000455,CUST00000220,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000002454,STR0005,REG018,ASC000334,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002456,STR0001,REG002,ASC000037,CUST00000917,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000002462,STR0003,REG013,ASC000302,,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002464,STR0008,REG014,ASC000392,,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000002466,STR0022,REG022,ASC000406,CUST00000736,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002467,STR0022,REG011,ASC000124,,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000002468,STR0004,REG001,ASC000423,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002470,STR0014,REG021,ASC000494,,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002471,STR0021,REG008,ASC000184,CUST00000979,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002473,STR0009,REG016,ASC000126,CUST00001772,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002474,STR0015,REG020,ASC000054,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002477,STR0006,REG015,ASC000107,CUST00001008,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000002478,STR0008,REG011,ASC000395,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002479,STR0015,REG026,ASC000338,CUST00000880,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002480,STR0016,REG020,ASC000482,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002482,STR0016,REG015,ASC000172,,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002483,STR0017,REG024,ASC000330,,,VOID,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002485,STR0009,REG010,ASC000349,CUST00001375,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002493,STR0001,REG024,ASC000041,CUST00001367,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002496,STR0025,REG018,ASC000180,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002499,STR0021,REG014,ASC000484,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002502,STR0006,REG002,ASC000256,CUST00000456,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002504,STR0003,REG006,ASC000302,CUST00000200,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002505,STR0013,REG003,ASC000224,CUST00001163,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002508,STR0024,REG007,ASC000289,CUST00001076,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002510,STR0007,REG007,ASC000148,CUST00000276,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002511,STR0007,REG012,ASC000228,CUST00001682,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002513,STR0021,REG023,ASC000484,CUST00001662,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000002515,STR0021,REG027,ASC000424,CUST00000683,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002518,STR0019,REG003,ASC000370,CUST00000010,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002522,STR0006,REG009,ASC000294,CUST00000193,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002523,STR0010,REG018,ASC000150,,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000002524,STR0024,REG009,ASC000169,CUST00000925,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002526,STR0011,REG016,ASC000120,CUST00001583,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002529,STR0008,REG027,ASC000179,CUST00000868,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000002532,STR0001,REG013,ASC000299,CUST00001066,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002533,STR0018,REG018,ASC000093,CUST00001740,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000002535,STR0015,REG026,ASC000014,,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002539,STR0013,REG010,ASC000053,CUST00000851,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002542,STR0022,REG012,ASC000124,CUST00000725,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000002543,STR0019,REG001,ASC000292,CUST00000881,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000002546,STR0008,REG026,ASC000048,CUST00001541,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000002548,STR0012,REG017,ASC000116,CUST00001385,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002549,STR0015,REG020,ASC000338,CUST00000249,,VOID,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000002553,STR0002,REG021,ASC000025,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002554,STR0022,REG005,ASC000219,CUST00000616,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000002556,STR0015,REG007,ASC000121,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002559,STR0013,REG012,ASC000091,CUST00000292,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002560,STR0009,REG003,ASC000485,CUST00001387,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000002561,STR0015,REG018,ASC000014,CUST00001155,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002566,STR0023,REG013,ASC000479,,,VOID,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000002567,STR0014,REG007,ASC000266,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000002571,STR0011,REG012,ASC000447,CUST00000012,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002572,STR0002,REG008,ASC000038,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000002573,STR0012,REG005,ASC000023,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
