online_order_line_id,online_order_id,line_number,product_id,quantity,unit_price,discount_amount,line_status,valid_values,quarantine_reason
OL0000001607,WEB00000536,1,SKU0000321,-1.0,309.9,2.0,Shipped,False,Bad online line quantity or price
OL0000001609,WEB00000536,3,SKU0000572,,237.05,0.0,Picked,False,Bad online line quantity or price
OL0000001610,WEB00000536,4,SKU0000004,-1.0,411.62,1.0,Allocated,False,Bad online line quantity or price
OL0000001624,WEB00000542,1,SKU0000144,-1.0,552.42,2.0,Picked,False,Bad online line quantity or price
OL0000001625,WEB00000542,2,SKU0000240,-1.0,439.36,5.0,Open,False,Bad online line quantity or price
OL0000001628,WEB00000543,2,SKU0000498,-1.0,628.07,5.0,Allocated,False,Bad online line quantity or price
OL0000001629,WEB00000543,3,SKU0000516,-1.0,359.94,5.0,Shipped,False,Bad online line quantity or price
OL0000001636,WEB00000546,3,SKU0000355,-1.0,942.53,5.0,Shipped,False,Bad online line quantity or price
OL0000001639,WEB00000547,1,SKU0000309,-1.0,420.75,5.0,Open,False,Bad online line quantity or price
OL0000001642,WEB00000547,4,SKU0000170,,371.22,5.0,Cancelled,False,Bad online line quantity or price
OL0000001645,WEB00000549,1,SKU0000534,,238.07,0.0,Shipped,False,Bad online line quantity or price
OL0000001647,WEB00000551,1,SKU0000512,,248.02,1.0,Allocated,False,Bad online line quantity or price
OL0000001651,WEB00000552,2,SKU0000501,,122.73,0.0,Shipped,False,Bad online line quantity or price
OL0000001652,WEB00000552,3,SKU0000529,,,0.0,Shipped,False,Bad online line quantity or price
OL0000001656,WEB00000553,3,SKU0000340,-1.0,674.52,0.0,Allocated,False,Bad online line quantity or price
OL0000001657,WEB00000553,4,SKU0000390,-1.0,249.82,0.0,Open,False,Bad online line quantity or price
OL0000001670,WEB00000559,1,SKU0000484,-1.0,909.84,5.0,Cancelled,False,Bad online line quantity or price
OL0000001676,WEB00000561,1,SKU0000112,-1.0,314.02,1.0,Open,False,Bad online line quantity or price
OL0000001678,WEB00000561,3,SKU0000450,,28.93,0.0,Open,False,Bad online line quantity or price
OL0000001683,WEB00000563,2,SKU0000147,,473.33,5.0,Cancelled,False,Bad online line quantity or price
OL0000001695,WEB00000566,3,SKU0000387,,99.52,0.0,Allocated,False,Bad online line quantity or price
OL0000001699,WEB00000567,3,SKU0000392,-1.0,469.03,1.0,Picked,False,Bad online line quantity or price
OL0000001701,WEB00000568,1,SKU0000445,,254.03,0.0,Shipped,False,Bad online line quantity or price
OL0000001702,WEB00000569,1,SKU0000524,-1.0,959.9,2.0,Shipped,False,Bad online line quantity or price
OL0000001704,WEB00000571,1,SKU0000471,-1.0,112.86,1.0,Shipped,False,Bad online line quantity or price
OL0000001707,WEB00000571,4,SKU0000495,-1.0,308.03,0.0,Open,False,Bad online line quantity or price
OL0000001709,WEB00000572,2,SKU0000465,,434.43,0.0,Shipped,False,Bad online line quantity or price
OL0000001714,WEB00000574,1,SKU0000442,,39.52,0.0,Open,False,Bad online line quantity or price
OL0000001715,WEB00000574,2,SKU0000401,-1.0,549.69,0.0,Open,False,Bad online line quantity or price
OL0000001720,WEB00000576,2,SKU0000559,,492.88,0.0,Open,False,Bad online line quantity or price
OL0000001724,WEB00000578,1,SKU0000246,,188.87,0.0,Allocated,False,Bad online line quantity or price
OL0000001725,WEB00000579,1,SKU0000109,-1.0,874.15,0.0,Shipped,False,Bad online line quantity or price
OL0000001726,WEB00000580,1,SKU0000395,-1.0,291.63,5.0,Cancelled,False,Bad online line quantity or price
OL0000001729,WEB00000580,4,SKU0000382,,956.23,0.0,Cancelled,False,Bad online line quantity or price
OL0000001730,WEB00000581,1,SKU0000455,-1.0,465.12,5.0,Open,False,Bad online line quantity or price
OL0000001731,WEB00000581,2,SKU0000208,,145.43,0.0,Open,False,Bad online line quantity or price
OL0000001733,WEB00000582,1,SKU0000049,,761.14,1.0,Cancelled,False,Bad online line quantity or price
OL0000001734,WEB00000582,2,SKU0000306,-1.0,555.51,5.0,Cancelled,False,Bad online line quantity or price
OL0000001736,WEB00000582,4,SKU0000417,,246.82,0.0,Cancelled,False,Bad online line quantity or price
OL0000001737,WEB00000583,1,SKU0000302,,8.3,2.0,Picked,False,Bad online line quantity or price
OL0000001738,WEB00000583,2,SKU0000491,,1002.11,0.0,Shipped,False,Bad online line quantity or price
OL0000001742,WEB00000584,1,SKU0000346,-1.0,254.59,0.0,Cancelled,False,Bad online line quantity or price
OL0000001743,WEB00000584,2,SKU0000099,-1.0,79.39,2.0,Allocated,False,Bad online line quantity or price
OL0000001745,WEB00000585,1,SKU0000409,,190.8,0.0,Picked,False,Bad online line quantity or price
OL0000001747,WEB00000585,3,SKU0000197,,718.88,2.0,Open,False,Bad online line quantity or price
OL0000001749,WEB00000585,5,SKU0000580,-1.0,613.86,0.0,Picked,False,Bad online line quantity or price
OL0000001755,WEB00000587,1,SKU0000226,,212.68,0.0,Picked,False,Bad online line quantity or price
OL0000001760,WEB00000589,2,SKU0000141,-1.0,593.87,2.0,Cancelled,False,Bad online line quantity or price
OL0000001762,WEB00000589,4,SKU0000310,,278.57,2.0,Allocated,False,Bad online line quantity or price
OL0000001764,WEB00000590,1,SKU0000120,,401.12,0.0,Cancelled,False,Bad online line quantity or price
OL0000001767,WEB00000590,4,SKU0000170,-1.0,371.22,0.0,Cancelled,False,Bad online line quantity or price
OL0000001768,WEB00000591,1,SKU0000402,,369.82,0.0,Cancelled,False,Bad online line quantity or price
OL0000001771,WEB00000591,4,SKU0000047,,21.74,0.0,Allocated,False,Bad online line quantity or price
OL0000001778,WEB00000593,3,SKU0000377,-1.0,104.96,1.0,Cancelled,False,Bad online line quantity or price
OL0000001779,WEB00000594,1,SKU0000046,,790.95,0.0,Cancelled,False,Bad online line quantity or price
OL0000001783,WEB00000595,4,SKU0000033,,711.31,5.0,Picked,False,Bad online line quantity or price
OL0000001785,WEB00000596,2,SKU0000289,-1.0,942.08,2.0,Cancelled,False,Bad online line quantity or price
OL0000001786,WEB00000596,3,SKU0000231,,328.79,0.0,Allocated,False,Bad online line quantity or price
OL0000001787,WEB00000596,4,SKU0000081,,528.22,2.0,Shipped,False,Bad online line quantity or price
OL0000001788,WEB00000597,1,SKU0000094,-1.0,90.52,1.0,Cancelled,False,Bad online line quantity or price
OL0000001794,WEB00000601,1,SKU0000323,-1.0,325.52,1.0,Open,False,Bad online line quantity or price
OL0000001795,WEB00000601,2,SKU0000115,-1.0,14.48,0.0,Shipped,False,Bad online line quantity or price
OL0000001796,WEB00000601,3,SKU0000071,,454.76,0.0,Allocated,False,Bad online line quantity or price
OL0000001801,WEB00000603,1,SKU0000434,,236.64,0.0,Open,False,Bad online line quantity or price
OL0000001805,WEB00000604,2,SKU0000501,-1.0,122.73,1.0,Cancelled,False,Bad online line quantity or price
OL0000001806,WEB00000604,3,SKU0000505,-1.0,181.23,0.0,Open,False,Bad online line quantity or price
OL0000001812,WEB00000607,1,SKU0000383,-1.0,502.89,0.0,Cancelled,False,Bad online line quantity or price
OL0000001814,WEB00000608,2,SKU0000113,-1.0,313.01,1.0,Cancelled,False,Bad online line quantity or price
OL0000001817,WEB00000609,3,SKU0000369,,222.99,0.0,Allocated,False,Bad online line quantity or price
OL0000001819,WEB00000610,2,SKU0000203,,864.55,2.0,Allocated,False,Bad online line quantity or price
OL0000001822,WEB00000611,1,SKU0000090,-1.0,710.58,0.0,Open,False,Bad online line quantity or price
OL0000001825,WEB00000611,4,SKU0000441,,486.34,0.0,Allocated,False,Bad online line quantity or price
OL0000001827,WEB00000612,1,SKU0000088,,475.62,0.0,Open,False,Bad online line quantity or price
OL0000001828,WEB00000612,2,SKU0000159,-1.0,563.01,1.0,Allocated,False,Bad online line quantity or price
OL0000001831,WEB00000614,1,SKU0000032,,308.29,2.0,Shipped,False,Bad online line quantity or price
OL0000001835,WEB00000614,5,SKU0000360,-1.0,419.16,5.0,Picked,False,Bad online line quantity or price
OL0000001839,WEB00000616,2,SKU0000578,,508.68,0.0,Cancelled,False,Bad online line quantity or price
OL0000001841,WEB00000617,1,SKU0000500,-1.0,263.42,0.0,Cancelled,False,Bad online line quantity or price
OL0000001842,WEB00000617,2,SKU0000206,,548.65,0.0,Open,False,Bad online line quantity or price
OL0000001845,WEB00000618,2,SKU0000050,-1.0,565.87,5.0,Picked,False,Bad online line quantity or price
OL0000001846,WEB00000618,3,SKU0000035,,231.61,0.0,Picked,False,Bad online line quantity or price
OL0000001855,WEB00000621,1,SKU0000067,,774.41,1.0,Allocated,False,Bad online line quantity or price
OL0000001856,WEB00000621,2,SKU0000473,,305.73,0.0,Shipped,False,Bad online line quantity or price
OL0000001866,WEB00000627,1,SKU0000445,,254.03,0.0,Cancelled,False,Bad online line quantity or price
OL0000001867,WEB00000627,2,SKU0000505,-1.0,181.23,1.0,Open,False,Bad online line quantity or price
OL0000001869,WEB00000627,4,SKU0000489,-1.0,25.87,0.0,Open,False,Bad online line quantity or price
OL0000001871,WEB00000628,2,SKU0000009,,41.87,1.0,Picked,False,Bad online line quantity or price
OL0000001872,WEB00000628,3,SKU0000409,,190.8,2.0,Picked,False,Bad online line quantity or price
OL0000001881,WEB00000631,4,SKU0000566,-1.0,325.03,0.0,Picked,False,Bad online line quantity or price
OL0000001888,WEB00000633,3,SKU0000296,,377.31,0.0,Picked,False,Bad online line quantity or price
OL0000001889,WEB00000633,4,SKU0000158,-1.0,142.05,2.0,Cancelled,False,Bad online line quantity or price
OL0000001892,WEB00000635,2,SKU0000336,,505.2,1.0,Cancelled,False,Bad online line quantity or price
OL0000001893,WEB00000635,3,SKU0000275,,964.64,0.0,Cancelled,False,Bad online line quantity or price
OL0000001900,WEB00000636,5,SKU0000069,,545.82,0.0,Allocated,False,Bad online line quantity or price
OL0000001901,WEB00000637,1,SKU0000373,,180.92,0.0,Open,False,Bad online line quantity or price
OL0000001908,WEB00000639,1,SKU0000445,-1.0,254.03,2.0,Picked,False,Bad online line quantity or price
OL0000001909,WEB00000639,2,SKU0000018,1.0,,5.0,Shipped,False,Bad online line quantity or price
OL0000001912,WEB00000641,1,SKU0000443,-1.0,92.19,2.0,Open,False,Bad online line quantity or price
OL0000001918,WEB00000642,2,SKU0000535,-1.0,541.06,2.0,Picked,False,Bad online line quantity or price
OL0000001922,WEB00000643,1,SKU0000309,,420.75,0.0,Shipped,False,Bad online line quantity or price
OL0000001926,WEB00000644,1,SKU0000288,-1.0,292.4,0.0,Allocated,False,Bad online line quantity or price
OL0000001930,WEB00000645,2,SKU0000273,-1.0,326.38,0.0,Picked,False,Bad online line quantity or price
OL0000001938,WEB00000647,3,SKU0000187,-1.0,179.9,0.0,Picked,False,Bad online line quantity or price
OL0000001940,WEB00000649,1,SKU0000571,-1.0,43.0,2.0,Allocated,False,Bad online line quantity or price
OL0000001941,WEB00000649,2,SKU0000343,-1.0,440.04,1.0,Shipped,False,Bad online line quantity or price
OL0000001942,WEB00000649,3,SKU0000502,,391.2,0.0,Open,False,Bad online line quantity or price
OL0000001948,WEB00000650,4,SKU0000161,,562.1,0.0,Open,False,Bad online line quantity or price
OL0000001961,WEB00000653,4,SKU0000326,-1.0,255.75,5.0,Picked,False,Bad online line quantity or price
OL0000001968,WEB00000655,2,SKU0000057,,208.4,0.0,Cancelled,False,Bad online line quantity or price
OL0000001970,WEB00000655,4,SKU0000278,-1.0,597.37,2.0,Shipped,False,Bad online line quantity or price
OL0000001972,WEB00000657,1,SKU0000460,,435.36,1.0,Open,False,Bad online line quantity or price
OL0000001973,WEB00000657,2,SKU0000508,,205.17,1.0,Allocated,False,Bad online line quantity or price
OL0000001975,WEB00000658,2,SKU0000245,-1.0,378.16,2.0,Cancelled,False,Bad online line quantity or price
OL0000001982,WEB00000660,2,SKU0000554,-1.0,88.37,2.0,Shipped,False,Bad online line quantity or price
OL0000001983,WEB00000660,3,SKU0000503,-1.0,569.02,0.0,Open,False,Bad online line quantity or price
OL0000001989,WEB00000662,1,SKU0000504,-1.0,1051.77,0.0,Open,False,Bad online line quantity or price
OL0000001991,WEB00000662,3,SKU0000160,,665.27,0.0,Open,False,Bad online line quantity or price
OL0000001993,WEB00000663,2,SKU0000466,,167.73,5.0,Open,False,Bad online line quantity or price
OL0000001994,WEB00000663,3,SKU0000491,-1.0,1002.11,0.0,Shipped,False,Bad online line quantity or price
OL0000001996,WEB00000664,2,SKU0000261,-1.0,315.85,1.0,Allocated,False,Bad online line quantity or price
OL0000001997,WEB00000664,3,SKU0000039,-1.0,132.22,1.0,Picked,False,Bad online line quantity or price
OL0000002000,WEB00000667,1,SKU0000306,,555.51,0.0,Open,False,Bad online line quantity or price
OL0000002001,WEB00000667,2,SKU0000067,,774.41,0.0,Cancelled,False,Bad online line quantity or price
OL0000002003,WEB00000667,4,SKU0000558,,533.25,0.0,Shipped,False,Bad online line quantity or price
OL0000002004,WEB00000668,1,SKU0000436,-1.0,115.02,5.0,Allocated,False,Bad online line quantity or price
OL0000002013,WEB00000670,2,SKU0000522,-1.0,130.1,0.0,Shipped,False,Bad online line quantity or price
OL0000002015,WEB00000670,4,SKU0000104,,843.04,5.0,Cancelled,False,Bad online line quantity or price
OL0000002016,WEB00000671,1,SKU0000378,-1.0,490.3,0.0,Shipped,False,Bad online line quantity or price
OL0000002017,WEB00000672,1,SKU0000056,,501.32,2.0,Shipped,False,Bad online line quantity or price
OL0000002019,WEB00000672,3,SKU0000123,-1.0,96.72,1.0,Allocated,False,Bad online line quantity or price
OL0000002020,WEB00000672,4,SKU0000548,-1.0,62.68,0.0,Picked,False,Bad online line quantity or price
OL0000002023,WEB00000673,3,SKU0000024,,349.75,0.0,Picked,False,Bad online line quantity or price
OL0000002031,WEB00000675,2,SKU0000179,-1.0,501.88,0.0,Open,False,Bad online line quantity or price
OL0000002038,WEB00000678,2,SKU0000568,-1.0,124.61,0.0,Cancelled,False,Bad online line quantity or price
OL0000002040,WEB00000679,2,SKU0000402,,369.82,0.0,Cancelled,False,Bad online line quantity or price
OL0000002047,WEB00000681,3,SKU0000575,,795.41,0.0,Cancelled,False,Bad online line quantity or price
OL0000002049,WEB00000682,1,SKU0000207,-1.0,541.74,0.0,Cancelled,False,Bad online line quantity or price
OL0000002057,WEB00000684,2,SKU0000363,,644.09,0.0,Picked,False,Bad online line quantity or price
OL0000002058,WEB00000684,3,SKU0000254,-1.0,285.81,0.0,Shipped,False,Bad online line quantity or price
OL0000002059,WEB00000684,4,SKU0000308,,497.51,5.0,Open,False,Bad online line quantity or price
OL0000002060,WEB00000684,5,SKU0000573,,446.39,5.0,Shipped,False,Bad online line quantity or price
OL0000002061,WEB00000685,1,SKU0000421,-1.0,311.41,5.0,Allocated,False,Bad online line quantity or price
OL0000002063,WEB00000685,3,SKU0000089,,137.95,0.0,Allocated,False,Bad online line quantity or price
OL0000002066,WEB00000686,3,SKU0000365,,256.04,0.0,Allocated,False,Bad online line quantity or price
OL0000002071,WEB00000687,4,SKU0000255,,483.13,2.0,Open,False,Bad online line quantity or price
OL0000002072,WEB00000687,5,SKU0000276,,418.45,0.0,Picked,False,Bad online line quantity or price
OL0000002078,WEB00000689,4,SKU0000279,-1.0,648.89,1.0,Cancelled,False,Bad online line quantity or price
OL0000002079,WEB00000690,1,SKU0000436,,115.02,0.0,Allocated,False,Bad online line quantity or price
OL0000002082,WEB00000691,2,SKU0000070,-1.0,293.15,0.0,Shipped,False,Bad online line quantity or price
OL0000002084,WEB00000692,2,SKU0000093,,881.36,0.0,Cancelled,False,Bad online line quantity or price
OL0000002095,WEB00000696,3,SKU0000490,-1.0,27.28,0.0,Picked,False,Bad online line quantity or price
OL0000002098,WEB00000697,3,SKU0000055,-1.0,63.35,1.0,Allocated,False,Bad online line quantity or price
OL0000002100,WEB00000697,5,SKU0000231,,328.79,0.0,Shipped,False,Bad online line quantity or price
OL0000002113,WEB00000702,4,SKU0000064,-1.0,23.81,5.0,Shipped,False,Bad online line quantity or price
OL0000002115,WEB00000703,1,SKU0000087,1.0,,0.0,Cancelled,False,Bad online line quantity or price
OL0000002119,WEB00000703,5,SKU0000290,-1.0,106.66,1.0,Picked,False,Bad online line quantity or price
OL0000002121,WEB00000704,2,SKU0000178,-1.0,924.12,1.0,Allocated,False,Bad online line quantity or price
OL0000002126,WEB00000705,2,SKU0000353,-1.0,41.39,0.0,Shipped,False,Bad online line quantity or price
OL0000002131,WEB00000706,2,SKU0000428,-1.0,51.85,0.0,Picked,False,Bad online line quantity or price
OL0000002132,WEB00000706,3,SKU0000278,,597.37,0.0,Shipped,False,Bad online line quantity or price
OL0000002133,WEB00000706,4,SKU0000008,-1.0,247.63,0.0,Cancelled,False,Bad online line quantity or price
OL0000002137,WEB00000707,3,SKU0000362,-1.0,580.18,5.0,Cancelled,False,Bad online line quantity or price
OL0000002138,WEB00000707,4,SKU0000070,,293.15,5.0,Allocated,False,Bad online line quantity or price
OL0000002142,WEB00000709,2,SKU0000527,,156.1,0.0,Allocated,False,Bad online line quantity or price
OL0000002143,WEB00000709,3,SKU0000083,,501.55,5.0,Cancelled,False,Bad online line quantity or price
OL0000002163,WEB00000718,4,SKU0000320,,56.1,0.0,Open,False,Bad online line quantity or price
OL0000002168,WEB00000720,4,SKU0000038,,914.63,1.0,Picked,False,Bad online line quantity or price
OL0000002171,WEB00000722,2,SKU0000087,-1.0,640.94,0.0,Picked,False,Bad online line quantity or price
OL0000002172,WEB00000722,3,SKU0000495,,308.03,0.0,Shipped,False,Bad online line quantity or price
OL0000002173,WEB00000722,4,SKU0000047,,21.74,0.0,Shipped,False,Bad online line quantity or price
OL0000002175,WEB00000723,1,SKU0000470,-1.0,314.4,2.0,Shipped,False,Bad online line quantity or price
OL0000002178,WEB00000724,1,SKU0000357,,808.29,2.0,Allocated,False,Bad online line quantity or price
OL0000002179,WEB00000724,2,SKU0000182,-1.0,708.99,0.0,Cancelled,False,Bad online line quantity or price
OL0000002182,WEB00000725,1,SKU0000580,-1.0,613.86,1.0,Shipped,False,Bad online line quantity or price
OL0000002184,WEB00000726,1,SKU0000018,,685.31,0.0,Cancelled,False,Bad online line quantity or price
OL0000002185,WEB00000726,2,SKU0000314,-1.0,53.34,0.0,Allocated,False,Bad online line quantity or price
OL0000002188,WEB00000727,2,SKU0000084,-1.0,444.18,0.0,Shipped,False,Bad online line quantity or price
OL0000002189,WEB00000727,3,SKU0000486,-1.0,850.29,0.0,Shipped,False,Bad online line quantity or price
OL0000002195,WEB00000728,5,SKU0000289,-1.0,942.08,0.0,Picked,False,Bad online line quantity or price
OL0000002197,WEB00000729,2,SKU0000520,,158.57,0.0,Open,False,Bad online line quantity or price
OL0000002200,WEB00000731,1,SKU0000182,,708.99,0.0,Open,False,Bad online line quantity or price
OL0000002209,WEB00000734,1,SKU0000014,,357.47,1.0,Open,False,Bad online line quantity or price
OL0000002210,WEB00000734,2,SKU0000489,-1.0,25.87,0.0,Picked,False,Bad online line quantity or price
OL0000002213,WEB00000734,5,SKU0000565,,80.22,0.0,Picked,False,Bad online line quantity or price
OL0000002216,WEB00000735,3,SKU0000558,,533.25,0.0,Shipped,False,Bad online line quantity or price
OL0000002217,WEB00000736,1,SKU0000397,-1.0,975.3,5.0,Open,False,Bad online line quantity or price
OL0000002218,WEB00000736,2,SKU0000549,,158.94,0.0,Picked,False,Bad online line quantity or price
OL0000002219,WEB00000736,3,SKU0000107,-1.0,486.66,0.0,Allocated,False,Bad online line quantity or price
OL0000002228,WEB00000738,3,SKU0000193,,674.8,2.0,Open,False,Bad online line quantity or price
OL0000002230,WEB00000739,1,SKU0000200,,631.21,1.0,Shipped,False,Bad online line quantity or price
OL0000002238,WEB00000741,2,SKU0000354,-1.0,440.41,0.0,Picked,False,Bad online line quantity or price
OL0000002241,WEB00000742,1,SKU0000040,,124.99,2.0,Allocated,False,Bad online line quantity or price
OL0000002242,WEB00000742,2,SKU0000084,,444.18,2.0,Allocated,False,Bad online line quantity or price
OL0000002243,WEB00000742,3,SKU0000052,,342.09,0.0,Picked,False,Bad online line quantity or price
OL0000002245,WEB00000743,1,SKU0000156,,464.17,0.0,Open,False,Bad online line quantity or price
OL0000002246,WEB00000744,1,SKU0000416,-1.0,272.77,0.0,Picked,False,Bad online line quantity or price
OL0000002247,WEB00000745,1,SKU0000518,,198.88,0.0,Allocated,False,Bad online line quantity or price
OL0000002249,WEB00000746,2,SKU0000179,,501.88,0.0,Cancelled,False,Bad online line quantity or price
OL0000002255,WEB00000748,1,SKU0000219,-1.0,802.89,0.0,Picked,False,Bad online line quantity or price
OL0000002262,WEB00000749,3,SKU0000199,-1.0,46.13,1.0,Open,False,Bad online line quantity or price
OL0000002278,WEB00000756,2,SKU0000055,,63.35,0.0,Shipped,False,Bad online line quantity or price
OL0000002282,WEB00000757,1,SKU0000053,,276.92,2.0,Cancelled,False,Bad online line quantity or price
OL0000002296,WEB00000763,2,SKU0000461,-1.0,128.78,5.0,Cancelled,False,Bad online line quantity or price
OL0000002307,WEB00000765,4,SKU0000571,-1.0,43.0,1.0,Open,False,Bad online line quantity or price
OL0000002308,WEB00000766,1,SKU0000150,,1180.75,5.0,Picked,False,Bad online line quantity or price
OL0000002310,WEB00000766,3,SKU0000203,,864.55,2.0,Allocated,False,Bad online line quantity or price
OL0000002311,WEB00000766,4,SKU0000201,,345.72,1.0,Allocated,False,Bad online line quantity or price
OL0000002318,WEB00000768,2,SKU0000158,-1.0,142.05,5.0,Allocated,False,Bad online line quantity or price
OL0000002322,WEB00000769,4,SKU0000557,,157.18,0.0,Open,False,Bad online line quantity or price
OL0000002323,WEB00000769,5,SKU0000380,-1.0,321.76,0.0,Shipped,False,Bad online line quantity or price
OL0000002324,WEB00000770,1,SKU0000363,,644.09,5.0,Picked,False,Bad online line quantity or price
OL0000002325,WEB00000770,2,SKU0000303,,283.37,5.0,Cancelled,False,Bad online line quantity or price
OL0000002328,WEB00000771,2,SKU0000431,-1.0,134.11,0.0,Picked,False,Bad online line quantity or price
OL0000002330,WEB00000771,4,SKU0000134,,512.89,2.0,Allocated,False,Bad online line quantity or price
OL0000002331,WEB00000771,5,SKU0000025,-1.0,564.6,2.0,Shipped,False,Bad online line quantity or price
OL0000002335,WEB00000772,4,SKU0000330,-1.0,19.0,0.0,Picked,False,Bad online line quantity or price
OL0000002346,WEB00000777,1,SKU0000482,,751.13,5.0,Open,False,Bad online line quantity or price
OL0000002356,WEB00000779,2,SKU0000176,,507.04,0.0,Open,False,Bad online line quantity or price
OL0000002363,WEB00000781,2,SKU0000202,-1.0,507.12,1.0,Cancelled,False,Bad online line quantity or price
OL0000002364,WEB00000781,3,SKU0000136,-1.0,558.45,5.0,Shipped,False,Bad online line quantity or price
OL0000002365,WEB00000781,4,SKU0000181,-1.0,198.31,1.0,Shipped,False,Bad online line quantity or price
OL0000002369,WEB00000782,3,SKU0000510,-1.0,532.2,0.0,Shipped,False,Bad online line quantity or price
OL0000002371,WEB00000783,2,SKU0000223,,908.65,0.0,Cancelled,False,Bad online line quantity or price
OL0000002372,WEB00000783,3,SKU0000526,,317.64,1.0,Cancelled,False,Bad online line quantity or price
OL0000002374,WEB00000784,1,SKU0000452,,325.0,2.0,Picked,False,Bad online line quantity or price
OL0000002385,WEB00000787,2,SKU0000513,-1.0,358.93,5.0,Picked,False,Bad online line quantity or price
OL0000002389,WEB00000788,2,SKU0000397,,975.3,1.0,Allocated,False,Bad online line quantity or price
OL0000002390,WEB00000788,3,SKU0000209,,331.76,0.0,Open,False,Bad online line quantity or price
OL0000002405,WEB00000792,4,SKU0000108,-1.0,601.15,0.0,Picked,False,Bad online line quantity or price
OL0000002409,WEB00000793,3,SKU0000344,,43.43,0.0,Open,False,Bad online line quantity or price
OL0000002413,WEB00000794,3,SKU0000049,,761.14,0.0,Open,False,Bad online line quantity or price
OL0000002418,WEB00000796,1,SKU0000522,,130.1,0.0,Cancelled,False,Bad online line quantity or price
OL0000002420,WEB00000796,3,SKU0000429,,356.5,2.0,Shipped,False,Bad online line quantity or price
OL0000002424,WEB00000797,2,SKU0000241,,46.17,0.0,Allocated,False,Bad online line quantity or price
OL0000002430,WEB00000799,2,SKU0000417,,246.82,0.0,Cancelled,False,Bad online line quantity or price
OL0000002431,WEB00000800,1,SKU0000019,-1.0,115.04,0.0,Picked,False,Bad online line quantity or price
OL0000002433,WEB00000801,2,SKU0000334,,472.46,5.0,Picked,False,Bad online line quantity or price
OL0000002439,WEB00000805,1,SKU0000086,,609.71,0.0,Shipped,False,Bad online line quantity or price
OL0000002442,WEB00000806,3,SKU0000297,-1.0,250.67,2.0,Allocated,False,Bad online line quantity or price
OL0000002447,WEB00000809,1,SKU0000083,-1.0,501.55,0.0,Picked,False,Bad online line quantity or price
OL0000002454,WEB00000811,3,SKU0000184,,757.42,0.0,Allocated,False,Bad online line quantity or price
OL0000002455,WEB00000811,4,SKU0000086,,609.71,1.0,Open,False,Bad online line quantity or price
OL0000002456,WEB00000812,1,SKU0000051,,49.06,0.0,Picked,False,Bad online line quantity or price
OL0000002460,WEB00000813,2,SKU0000213,-1.0,1021.27,0.0,Cancelled,False,Bad online line quantity or price
OL0000002467,WEB00000814,4,SKU0000543,-1.0,183.59,0.0,Picked,False,Bad online line quantity or price
OL0000002468,WEB00000815,1,SKU0000178,-1.0,924.12,0.0,Open,False,Bad online line quantity or price
OL0000002471,WEB00000815,4,SKU0000375,-1.0,491.34,0.0,Open,False,Bad online line quantity or price
OL0000002472,WEB00000815,5,SKU0000330,-1.0,19.0,1.0,Allocated,False,Bad online line quantity or price
OL0000002473,WEB00000816,1,SKU0000005,,129.56,0.0,Allocated,False,Bad online line quantity or price
OL0000002476,WEB00000816,4,SKU0000347,,261.01,5.0,Cancelled,False,Bad online line quantity or price
OL0000002479,WEB00000818,1,SKU0000076,,376.92,2.0,Shipped,False,Bad online line quantity or price
OL0000002481,WEB00000819,2,SKU0000237,,892.35,2.0,Cancelled,False,Bad online line quantity or price
OL0000002482,WEB00000820,1,SKU0000305,,416.71,2.0,Allocated,False,Bad online line quantity or price
OL0000002486,WEB00000820,5,SKU0000016,-1.0,579.13,0.0,Allocated,False,Bad online line quantity or price
OL0000002495,WEB00000823,1,SKU0000458,-1.0,218.82,0.0,Picked,False,Bad online line quantity or price
OL0000002496,WEB00000823,2,SKU0000577,,26.91,2.0,Allocated,False,Bad online line quantity or price
OL0000002499,WEB00000824,3,SKU0000151,,377.52,2.0,Open,False,Bad online line quantity or price
OL0000002501,WEB00000824,5,SKU0000369,,222.99,0.0,Cancelled,False,Bad online line quantity or price
OL0000002502,WEB00000825,1,SKU0000129,-1.0,642.0,0.0,Shipped,False,Bad online line quantity or price
OL0000002503,WEB00000826,1,SKU0000188,-1.0,1056.55,2.0,Shipped,False,Bad online line quantity or price
OL0000002509,WEB00000828,2,SKU0000231,,328.79,0.0,Shipped,False,Bad online line quantity or price
OL0000002513,WEB00000829,4,SKU0000349,,87.84,0.0,Picked,False,Bad online line quantity or price
OL0000002517,WEB00000830,3,SKU0000386,,722.33,2.0,Cancelled,False,Bad online line quantity or price
OL0000002518,WEB00000830,4,SKU0000296,-1.0,377.31,5.0,Picked,False,Bad online line quantity or price
OL0000002519,WEB00000831,1,SKU0000265,-1.0,215.52,5.0,Allocated,False,Bad online line quantity or price
OL0000002521,WEB00000831,3,SKU0000349,-1.0,87.84,0.0,Open,False,Bad online line quantity or price
OL0000002522,WEB00000831,4,SKU0000547,-1.0,595.93,5.0,Allocated,False,Bad online line quantity or price
OL0000002525,WEB00000832,3,SKU0000427,-1.0,863.97,0.0,Cancelled,False,Bad online line quantity or price
OL0000002527,WEB00000832,5,SKU0000200,-1.0,631.21,0.0,Open,False,Bad online line quantity or price
OL0000002531,WEB00000834,2,SKU0000357,-1.0,808.29,0.0,Open,False,Bad online line quantity or price
