reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date,quarantine_reason
MR0000171089,MTR_BAD,2026-05-23 16:00:00,6.8067,6.444,231.5,0.9215,GOOD,ami_headend,AMI_20260601_B,2026-05-23,Reading references missing meter
MR0000174216,MTR_BAD,2026-05-31 23:00:00,14.3765,11.8553,241.98,0.9732,GOOD,ami_headend,AMI_20260601_B,2026-05-31,Reading references missing meter
MR0000174226,MTR_BAD,2026-04-01 09:00:00,8.2653,11.5161,243.89,0.9575,GOOD,ami_headend,AMI_20260601_B,2026-04-01,Reading references missing meter
MR0000175574,MTR_BAD,2026-05-27 13:00:00,9.0616,7.5258,248.56,0.9205,GOOD,ami_headend,AMI_20260601_A,2026-05-27,Reading references missing meter
MR0000178325,MTR_BAD,2026-05-20 04:00:00,3.3372,3.3478,233.52,0.9342,GOOD,ami_headend,AMI_20260601_B,2026-05-20,Reading references missing meter
MR0000178435,MTR_BAD,2026-05-24 18:00:00,9.2693,9.4136,241.72,0.9749,GOOD,ami_headend,AMI_20260601_B,2026-05-24,Reading references missing meter
MR0000179919,MTR_BAD,2026-05-25 14:00:00,6.3475,6.7013,244.06,0.9149,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-25,Reading references missing meter
MR0000180387,MTR_BAD,2026-04-14 02:00:00,4.9659,5.791,244.52,0.9375,GOOD,ami_headend,AMI_20260601_A,2026-04-14,Reading references missing meter
MR0000180714,MTR_BAD,2026-04-27 17:00:00,6.2453,7.5599,233.65,0.9764,GOOD,ami_headend,AMI_20260602_A,2026-04-27,Reading references missing meter
MR0000181490,MTR_BAD,2026-05-30 01:00:00,2.7279,3.5007,235.87,0.8904,GOOD,ami_headend,AMI_20260602_A,2026-05-30,Reading references missing meter
MR0000182458,MTR_BAD,2026-05-09 09:00:00,,3.6375,239.48,0.8998,GOOD,ami_headend,AMI_20260601_A,2026-05-09,Reading references missing meter
MR0000182464,MTR_BAD,2026-05-09 15:00:00,3.01,2.608,237.04,0.934,MISSING,ami_headend,AMI_20260601_A,2026-05-09,Reading references missing meter
MR0000182471,MTR_BAD,2026-05-09 22:00:00,1.7181,1.6464,240.74,0.9031,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-09,Reading references missing meter
MR0000182835,MTR_BAD,2026-05-25 02:00:00,2.143,2.0314,239.64,0.8862,GOOD,ami_headend,AMI_20260602_A,2026-05-25,Reading references missing meter
MR0000183059,MTR_BAD,2026-04-03 10:00:00,3.8836,5.2333,238.35,0.9128,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-03,Reading references missing meter
MR0000184148,MTR_BAD,2026-05-18 19:00:00,4.5943,4.7009,240.65,0.9402,GOOD,ami_headend,AMI_20260601_B,2026-05-18,Reading references missing meter
MR0000186156,MTR_BAD,2026-04-10 11:00:00,128.1909,105.4746,239.93,0.9351,GOOD,ami_headend,AMI_20260601_A,2026-04-10,Reading references missing meter
MR0000188442,MTR_BAD,2026-05-14 17:00:00,115.5453,133.0636,240.19,0.9184,GOOD,ami_headend,AMI_20260601_A,2026-05-14,Reading references missing meter
MR0000189175,MTR_BAD,2026-04-14 06:00:00,2.253,2.0244,243.29,0.9311,GOOD,ami_headend,AMI_20260601_B,2026-04-14,Reading references missing meter
MR0000190022,MTR_BAD,2026-05-19 13:00:00,6.7927,5.9979,241.45,0.9346,MISSING,ami_headend,AMI_20260601_B,2026-05-19,Reading references missing meter
MR0000190340,MTR_BAD,2026-04-01 19:00:00,5.1623,4.8075,236.05,0.9925,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-01,Reading references missing meter
MR0000194501,MTR_BAD,2026-05-23 04:00:00,0.5563,0.5801,242.02,0.9106,MISSING,ami_headend,AMI_20260602_A,2026-05-23,Reading references missing meter
MR0000195081,MTR_BAD,2026-04-16 08:00:00,10.9808,11.668,234.86,0.9528,GOOD,ami_headend,AMI_20260601_B,2026-04-16,Reading references missing meter
MR0000195223,MTR_BAD,2026-04-22 06:00:00,3.3715,3.3148,235.09,0.9415,GOOD,ami_headend,AMI_20260601_A,2026-04-22,Reading references missing meter
MR0000195598,MTR_BAD,2026-05-07 21:00:00,4.3089,4.5172,244.81,0.9232,GOOD,ami_headend,AMI_20260602_A,2026-05-07,Reading references missing meter
MR0000197823,MTR_BAD,2026-04-08 14:00:00,1.2906,1.1356,240.53,0.9273,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-08,Reading references missing meter
MR0000198052,MTR_BAD,2026-04-18 03:00:00,0.8833,0.9824,236.9,0.96,MISSING,ami_headend,AMI_20260601_A,2026-04-18,Reading references missing meter
MR0000199799,MTR_BAD,2026-04-29 22:00:00,0.7609,0.9164,235.29,0.9487,GOOD,ami_headend,AMI_20260602_A,2026-04-29,Reading references missing meter
MR0000202903,MTR_BAD,2026-05-07 06:00:00,0.892,1.1602,241.12,0.9208,GOOD,ami_headend,AMI_20260602_A,2026-05-07,Reading references missing meter
MR0000203091,MTR_BAD,2026-05-15 02:00:00,3.9138,4.9977,238.39,0.934,GOOD,ami_headend,AMI_20260601_A,2026-05-15,Reading references missing meter
MR0000203869,MTR_BAD,2026-04-16 12:00:00,12.9165,14.2947,236.85,0.9349,GOOD,ami_headend,AMI_20260601_B,2026-04-16,Reading references missing meter
MR0000204791,MTR_BAD,2026-05-24 22:00:00,4.6538,4.9275,235.76,0.9253,GOOD,ami_headend,AMI_20260601_A,2026-05-24,Reading references missing meter
MR0000205306,MTR_BAD,2026-04-15 09:00:00,67.0251,75.2876,243.78,0.9168,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-15,Reading references missing meter
MR0000207863,MTR_BAD,2026-05-30 22:00:00,3.9662,4.8849,237.7,0.9464,GOOD,ami_headend,AMI_20260601_A,2026-05-30,Reading references missing meter
MR0000208983,MTR_BAD,2026-05-16 14:00:00,3.8943,3.5863,240.29,0.9304,GOOD,ami_headend,AMI_20260601_B,2026-05-16,Reading references missing meter
MR0000209368,MTR_BAD,2026-04-01 15:00:00,244.0912,300.3151,245.81,0.8847,MISSING,ami_headend,AMI_20260601_B,2026-04-01,Reading references missing meter
MR0000209687,MTR_BAD,2026-04-14 22:00:00,146.4297,169.1333,244.53,0.9551,GOOD,ami_headend,AMI_20260601_A,2026-04-14,Reading references missing meter
MR0000210836,MTR_BAD,2026-04-01 19:00:00,5.4291,4.9822,245.97,0.886,GOOD,ami_headend,AMI_20260602_A,2026-04-01,Reading references missing meter
MR0000211650,MTR_BAD,2026-05-05 17:00:00,6.3865,5.7717,241.05,0.922,GOOD,ami_headend,AMI_20260601_A,2026-05-05,Reading references missing meter
MR0000213174,MTR_BAD,2026-05-08 05:00:00,2.688,3.7596,232.5,0.9269,GOOD,ami_headend,AMI_20260602_A,2026-05-08,Reading references missing meter
MR0000213527,MTR_BAD,2026-05-22 22:00:00,2.7325,2.5042,242.74,0.8945,GOOD,ami_headend,AMI_20260602_A,2026-05-22,Reading references missing meter
MR0000214118,MTR_BAD,2026-04-16 13:00:00,12.7675,11.8801,246.46,0.9086,GOOD,ami_headend,AMI_20260602_A,2026-04-16,Reading references missing meter
MR0000214991,MTR_BAD,2026-05-22 22:00:00,4.6217,4.7808,241.81,0.9864,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-22,Reading references missing meter
MR0000216458,MTR_BAD,2026-05-23 01:00:00,16.0675,21.1283,239.21,0.8859,GOOD,ami_headend,AMI_20260601_B,2026-05-23,Reading references missing meter
MR0000217177,MTR_BAD,2026-04-22 00:00:00,11.1162,10.2405,251.3,0.9734,GOOD,ami_headend,AMI_20260601_B,2026-04-22,Reading references missing meter
MR0000218773,MTR_BAD,2026-04-27 12:00:00,7.6635,9.6906,235.33,0.918,GOOD,ami_headend,AMI_20260602_A,2026-04-27,Reading references missing meter
MR0000219027,MTR_BAD,2026-05-08 02:00:00,4.9272,4.34,235.28,0.9832,GOOD,ami_headend,AMI_20260601_B,2026-05-08,Reading references missing meter
MR0000219185,MTR_BAD,2026-05-14 16:00:00,8.9118,10.2342,241.0,0.9704,GOOD,ami_headend,AMI_20260601_A,2026-05-14,Reading references missing meter
MR0000219497,MTR_BAD,2026-05-27 16:00:00,9.4787,13.144,243.59,0.9569,GOOD,ami_headend,AMI_20260601_B,2026-05-27,Reading references missing meter
MR0000222132,MTR_BAD,2026-05-15 11:00:00,0.7248,0.8492,227.17,0.9528,GOOD,ami_headend,AMI_20260601_B,2026-05-15,Reading references missing meter
MR0000222177,MTR_BAD,2026-05-17 08:00:00,0.7573,0.8646,235.18,0.9249,GOOD,ami_headend,AMI_20260602_A,2026-05-17,Reading references missing meter
MR0000223771,MTR_BAD,2026-05-22 18:00:00,15.8892,20.6471,245.67,0.9814,GOOD,ami_headend,AMI_20260602_A,2026-05-22,Reading references missing meter
MR0000225493,MTR_BAD,2026-04-02 12:00:00,1.2512,1.6069,241.76,1.0,GOOD,ami_headend,AMI_20260601_B,2026-04-02,Reading references missing meter
MR0000225822,MTR_BAD,2026-04-16 05:00:00,0.3488,0.3651,232.7,0.9374,GOOD,ami_headend,AMI_20260601_A,2026-04-16,Reading references missing meter
MR0000226955,MTR_BAD,2026-04-02 10:00:00,92.1599,90.6734,236.43,0.9912,GOOD,ami_headend,AMI_20260601_B,2026-04-02,Reading references missing meter
MR0000227342,MTR_BAD,2026-04-18 13:00:00,59.2381,67.5057,238.51,0.9797,GOOD,ami_headend,AMI_20260601_B,2026-04-18,Reading references missing meter
MR0000230848,MTR_BAD,2026-05-12 15:00:00,4.6598,3.8161,235.41,0.935,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-12,Reading references missing meter
MR0000231090,MTR_BAD,2026-05-22 17:00:00,4.1443,5.6404,237.92,0.9215,GOOD,ami_headend,AMI_20260602_A,2026-05-22,Reading references missing meter
MR0000233937,MTR_BAD,2026-05-19 08:00:00,11.2638,12.6989,235.36,0.9228,GOOD,ami_headend,AMI_20260601_A,2026-05-19,Reading references missing meter
MR0000234437,MTR_BAD,2026-04-09 04:00:00,2.1703,2.6444,244.27,0.9073,GOOD,ami_headend,AMI_20260601_A,2026-04-09,Reading references missing meter
MR0000234662,MTR_BAD,2026-04-18 13:00:00,-3.2299,0.0,241.73,0.9162,GOOD,ami_headend,AMI_20260601_A,2026-04-18,Reading references missing meter
MR0000237288,MTR_BAD,2026-04-05 23:00:00,96.908,96.8175,237.01,0.9711,GOOD,ami_headend,AMI_20260601_A,2026-04-05,Reading references missing meter
MR0000237604,MTR_BAD,2026-04-19 03:00:00,194.558,168.3493,240.65,0.9194,GOOD,ami_headend,AMI_20260601_B,2026-04-19,Reading references missing meter
MR0000238902,MTR_BAD,2026-04-12 05:00:00,3.0201,4.0745,238.56,0.9269,GOOD,ami_headend,AMI_20260602_A,2026-04-12,Reading references missing meter
MR0000238970,MTR_BAD,2026-04-15 01:00:00,5.004,5.7081,245.24,0.9655,GOOD,ami_headend,AMI_20260601_A,2026-04-15,Reading references missing meter
MR0000239077,MTR_BAD,2026-04-19 12:00:00,6.9918,9.2946,245.52,0.948,GOOD,ami_headend,AMI_20260602_A,2026-04-19,Reading references missing meter
MR0000239697,MTR_BAD,2026-05-15 08:00:00,8.5836,11.2455,231.38,0.9416,GOOD,ami_headend,AMI_20260601_A,2026-05-15,Reading references missing meter
MR0000240131,MTR_BAD,2026-04-02 10:00:00,60.3579,65.8068,239.64,0.96,GOOD,ami_headend,AMI_20260601_B,2026-04-02,Reading references missing meter
MR0000240302,MTR_BAD,2026-04-09 13:00:00,52.0308,64.5179,249.63,0.9548,GOOD,ami_headend,AMI_20260601_B,2026-04-09,Reading references missing meter
MR0000240751,MTR_BAD,2026-04-28 06:00:00,15.6187,12.7291,233.93,0.9293,GOOD,ami_headend,AMI_20260601_A,2026-04-28,Reading references missing meter
MR0000241003,MTR_BAD,2026-05-08 18:00:00,44.3227,36.5455,232.53,0.9575,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-08,Reading references missing meter
MR0000243717,MTR_BAD,2026-04-29 20:00:00,117.0361,143.4016,239.91,0.9699,GOOD,ami_headend,AMI_20260602_A,2026-04-29,Reading references missing meter
MR0000244113,MTR_BAD,2026-05-16 08:00:00,40.8986,33.0964,241.55,0.9864,GOOD,ami_headend,AMI_20260601_B,2026-05-16,Reading references missing meter
MR0000244745,MTR_BAD,2026-04-11 16:00:00,1.0204,1.3346,246.76,0.9514,GOOD,ami_headend,AMI_20260601_B,2026-04-11,Reading references missing meter
MR0000246423,MTR_BAD,2026-04-20 14:00:00,6.306,7.6543,239.79,0.9144,GOOD,ami_headend,AMI_20260601_B,2026-04-20,Reading references missing meter
MR0000246639,MTR_BAD,2026-04-29 14:00:00,7.7062,8.2361,245.23,0.9114,GOOD,ami_headend,AMI_20260602_A,2026-04-29,Reading references missing meter
MR0000247878,MTR_BAD,2026-04-20 05:00:00,1.262,1.3178,241.97,0.9431,GOOD,ami_headend,AMI_20260601_A,2026-04-20,Reading references missing meter
MR0000248952,MTR_BAD,2026-04-03 23:00:00,156.1558,166.1716,243.85,0.9522,MISSING,ami_headend,AMI_20260601_B,2026-04-03,Reading references missing meter
MR0000249770,MTR_BAD,2026-05-08 01:00:00,94.2327,119.2277,235.67,0.9606,GOOD,ami_headend,AMI_20260602_A,2026-05-08,Reading references missing meter
MR0000251031,MTR_BAD,2026-04-29 14:00:00,7.2696,9.3826,243.04,0.8775,GOOD,ami_headend,AMI_20260601_A,2026-04-29,Reading references missing meter
MR0000251118,MTR_BAD,2026-05-03 05:00:00,2.8621,3.9037,244.22,0.921,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03,Reading references missing meter
MR0000258156,MTR_BAD,2026-04-21 11:00:00,7.266,8.9909,243.95,0.9286,GOOD,ami_headend,AMI_20260601_B,2026-04-21,Reading references missing meter
MR0000258472,MTR_BAD,2026-05-04 15:00:00,9.1541,8.296,233.74,0.948,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-04,Reading references missing meter
MR0000260264,MTR_BAD,2026-05-18 07:00:00,3.5437,4.5368,241.78,0.9568,GOOD,ami_headend,AMI_20260602_A,2026-05-18,Reading references missing meter
MR0000260491,MTR_BAD,2026-05-27 18:00:00,6.6558,6.9244,238.22,0.9746,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-27,Reading references missing meter
MR0000261161,MTR_BAD,2026-04-24 16:00:00,6.1967,8.5604,241.72,0.9526,MISSING,ami_headend,AMI_20260601_B,2026-04-24,Reading references missing meter
MR0000261798,MTR_BAD,2026-05-21 05:00:00,1.707,2.3276,234.37,0.9027,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-21,Reading references missing meter
