reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date,quarantine_reason
MR0000078546,MTR0000054,2026-05-10 17:00:00,-251.7795,0.0,247.69,0.9354,GOOD,ami_headend,AMI_20260602_A,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000079038,MTR0000054,,10.5691,10.8404,237.8,0.9142,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000079486,MTR0000055,2026-04-18 21:00:00,,1.1201,242.4,0.9385,GOOD,ami_headend,AMI_20260601_B,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000081148,MTR0000056,2026-04-27 03:00:00,-136.9849,0.0,245.18,1.0,GOOD,ami_headend,AMI_20260601_A,2026-04-27,"Invalid timestamp, kWh, or negative consumption"
MR0000081685,MTR0000056,2026-05-19 12:00:00,-337.8884,0.0,236.92,0.8959,GOOD,ami_headend,AMI_20260602_A,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000081720,MTR0000056,2026-05-20 23:00:00,-166.6138,0.0,242.95,0.9449,MISSING,ami_headend,AMI_20260601_B,2026-05-20,"Invalid timestamp, kWh, or negative consumption"
MR0000081923,MTR0000056,2026-05-29 10:00:00,-321.8988,0.0,232.4,0.9511,GOOD,ami_headend,AMI_20260601_B,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000081955,MTR0000056,2026-05-30 18:00:00,,185.3796,243.07,0.8576,GOOD,ami_headend,AMI_20260601_A,2026-05-30,"Invalid timestamp, kWh, or negative consumption"
MR0000082350,MTR0000057,,119.0441,102.3233,240.48,0.9848,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000082443,MTR0000057,2026-04-20 02:00:00,,63.4818,245.53,0.9421,MISSING,ami_headend,AMI_20260601_B,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000082577,MTR0000057,2026-04-25 16:00:00,-124.3018,0.0,242.81,0.9327,GOOD,ami_headend,AMI_20260602_A,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000082578,MTR0000057,,163.557,167.9296,238.84,0.9625,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000082967,MTR0000057,2026-05-11 22:00:00,,120.9535,234.38,0.9576,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000083259,MTR0000057,2026-05-24 02:00:00,-95.8768,0.0,239.39,0.9392,GOOD,ami_headend,AMI_20260601_B,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000083549,MTR0000058,2026-04-05 04:00:00,-0.2281,0.0,242.06,0.931,GOOD,ami_headend,AMI_20260602_A,2026-04-05,"Invalid timestamp, kWh, or negative consumption"
MR0000084968,MTR0000059,2026-04-03 07:00:00,-30.4709,0.0,238.32,0.9278,GOOD,ami_headend,AMI_20260601_B,2026-04-03,"Invalid timestamp, kWh, or negative consumption"
MR0000085736,MTR0000059,,19.6093,20.8943,241.86,0.8979,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000086149,MTR0000059,2026-05-22 12:00:00,-46.6634,0.0,232.98,0.9201,GOOD,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000087454,MTR0000060,,48.0355,50.5614,244.58,0.972,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000087632,MTR0000060,2026-05-23 07:00:00,-57.4429,0.0,236.8,0.9616,GOOD,ami_headend,AMI_20260602_A,2026-05-23,"Invalid timestamp, kWh, or negative consumption"
MR0000088542,MTR0000061,2026-04-30 05:00:00,,1.9134,243.29,0.8964,GOOD,ami_headend,AMI_20260602_A,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000089285,MTR0000061,2026-05-31 04:00:00,-3.5562,0.0,237.13,0.9845,GOOD,ami_headend,AMI_20260602_A,2026-05-31,"Invalid timestamp, kWh, or negative consumption"
MR0000089287,MTR0000061,2026-05-31 06:00:00,-3.5477,0.0,242.44,0.9573,GOOD,ami_headend,AMI_20260601_A,2026-05-31,"Invalid timestamp, kWh, or negative consumption"
MR0000089377,MTR0000062,2026-04-04 00:00:00,-1.4199,0.0,241.13,0.9829,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000089475,MTR0000062,2026-04-08 02:00:00,-2.1477,0.0,235.55,0.899,GOOD,ami_headend,AMI_20260601_B,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000089813,MTR0000062,2026-04-22 04:00:00,-1.4742,0.0,234.99,0.9665,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000090381,MTR0000062,2026-05-15 20:00:00,-3.288,0.0,239.35,0.9327,GOOD,ami_headend,AMI_20260601_B,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000091232,MTR0000063,2026-04-20 07:00:00,-13.0148,0.0,243.34,0.9692,GOOD,ami_headend,AMI_20260602_A,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000091274,MTR0000063,,16.788,22.8588,240.54,0.9703,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000091721,MTR0000063,2026-05-10 16:00:00,,44.3295,240.69,0.9313,GOOD,ami_headend,AMI_20260601_B,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000091991,MTR0000063,2026-05-21 22:00:00,-14.4148,0.0,232.32,0.9448,GOOD,ami_headend,AMI_20260601_A,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000092316,MTR0000064,2026-04-04 11:00:00,,5.8563,237.44,0.954,GOOD,ami_headend,AMI_20260601_B,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000092358,MTR0000064,2026-04-06 05:00:00,-3.0054,0.0,243.66,0.9456,GOOD,ami_headend,AMI_20260601_B,2026-04-06,"Invalid timestamp, kWh, or negative consumption"
MR0000093104,MTR0000064,2026-05-07 07:00:00,,2.4576,235.13,0.8942,MISSING,ami_headend,AMI_20260601_B,2026-05-07,"Invalid timestamp, kWh, or negative consumption"
MR0000093133,MTR0000064,2026-05-08 12:00:00,-7.6801,0.0,235.01,0.9184,GOOD,ami_headend,AMI_20260602_A,2026-05-08,"Invalid timestamp, kWh, or negative consumption"
MR0000093866,MTR0000065,2026-04-08 01:00:00,-44.3409,0.0,245.38,0.9096,GOOD,ami_headend,AMI_20260601_B,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000094380,MTR0000065,2026-04-29 11:00:00,,81.1552,238.13,0.9654,MISSING,ami_headend,AMI_20260601_B,2026-04-29,"Invalid timestamp, kWh, or negative consumption"
MR0000094984,MTR0000065,2026-05-24 15:00:00,-76.7156,0.0,243.26,0.913,MISSING,ami_headend,AMI_20260601_A,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000095103,MTR0000065,2026-05-29 14:00:00,-71.3041,0.0,239.5,0.9611,GOOD,ami_headend,AMI_20260601_A,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000095236,MTR0000066,2026-04-04 03:00:00,-1.2136,0.0,241.0,0.9092,GOOD,ami_headend,AMI_20260601_B,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000095787,MTR0000066,2026-04-27 02:00:00,,1.3958,234.05,0.932,GOOD,ami_headend,AMI_20260601_B,2026-04-27,"Invalid timestamp, kWh, or negative consumption"
MR0000095902,MTR0000066,2026-05-01 21:00:00,,2.3457,243.81,0.9001,MISSING,ami_headend,AMI_20260601_A,2026-05-01,"Invalid timestamp, kWh, or negative consumption"
MR0000096573,MTR0000066,2026-05-29 20:00:00,-4.3212,0.0,242.32,0.9488,GOOD,ami_headend,AMI_20260601_A,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000097217,MTR0000067,2026-04-25 16:00:00,-235.6759,0.0,242.67,0.9554,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000097271,MTR0000067,2026-04-27 22:00:00,,196.8235,247.57,0.9075,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-27,"Invalid timestamp, kWh, or negative consumption"
MR0000097322,MTR0000067,,48.9708,59.8775,249.11,0.9663,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000097341,MTR0000067,2026-04-30 20:00:00,-315.013,0.0,242.11,0.9283,MISSING,ami_headend,AMI_20260601_B,2026-04-30,"Invalid timestamp, kWh, or negative consumption"
MR0000097873,MTR0000067,2026-05-23 00:00:00,-93.5486,0.0,242.51,0.9683,MISSING,ami_headend,AMI_20260601_B,2026-05-23,"Invalid timestamp, kWh, or negative consumption"
MR0000098136,MTR0000068,,4.4243,4.9879,239.86,0.9746,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000098371,MTR0000068,,7.103,8.9349,238.71,0.9227,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000099035,MTR0000068,2026-05-10 10:00:00,-8.7614,0.0,234.17,0.9117,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000099145,MTR0000068,2026-05-15 00:00:00,,7.0746,231.8,0.9234,MISSING,ami_headend,AMI_20260602_A,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000099283,MTR0000068,2026-05-20 18:00:00,-11.9354,0.0,243.42,0.9041,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-20,"Invalid timestamp, kWh, or negative consumption"
MR0000100802,MTR0000069,2026-05-23 01:00:00,-34.9414,0.0,241.14,0.9236,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-23,"Invalid timestamp, kWh, or negative consumption"
MR0000101026,MTR0000070,2026-04-01 09:00:00,-2.5694,0.0,237.62,0.9235,GOOD,ami_headend,AMI_20260601_B,2026-04-01,"Invalid timestamp, kWh, or negative consumption"
MR0000101773,MTR0000070,2026-05-02 12:00:00,-1.1675,0.0,242.17,0.9109,GOOD,ami_headend,AMI_20260602_A,2026-05-02,"Invalid timestamp, kWh, or negative consumption"
MR0000101810,MTR0000070,2026-05-04 01:00:00,-0.9207,0.0,240.8,0.9477,GOOD,ami_headend,AMI_20260602_A,2026-05-04,"Invalid timestamp, kWh, or negative consumption"
MR0000103498,MTR0000071,2026-05-13 09:00:00,,27.9906,249.25,0.9542,GOOD,ami_headend,AMI_20260601_A,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000103918,MTR0000071,2026-05-30 21:00:00,,16.5451,233.42,0.9916,GOOD,ami_headend,AMI_20260602_A,2026-05-30,"Invalid timestamp, kWh, or negative consumption"
MR0000106131,MTR0000073,,4.3021,3.9282,230.48,0.9635,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000106163,MTR0000073,2026-05-02 10:00:00,,12.7801,241.16,0.9141,MISSING,ami_headend,AMI_20260601_A,2026-05-02,"Invalid timestamp, kWh, or negative consumption"
MR0000106173,MTR0000073,2026-05-02 20:00:00,,12.4527,238.37,0.9992,GOOD,ami_headend,AMI_20260601_B,2026-05-02,"Invalid timestamp, kWh, or negative consumption"
MR0000107074,MTR0000074,2026-04-09 09:00:00,,68.5677,244.14,0.9462,MISSING,ami_headend,AMI_20260601_B,2026-04-09,"Invalid timestamp, kWh, or negative consumption"
MR0000107178,MTR0000074,,84.9676,68.547,244.85,0.9439,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000107320,MTR0000074,,50.6071,70.7178,237.93,0.926,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000108848,MTR0000075,2026-04-22 07:00:00,-3.8608,0.0,241.98,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000109171,MTR0000075,2026-05-05 18:00:00,-12.5972,0.0,246.38,0.9823,GOOD,ami_headend,AMI_20260602_A,2026-05-05,"Invalid timestamp, kWh, or negative consumption"
MR0000109833,MTR0000076,2026-04-02 08:00:00,-1.0837,0.0,248.22,0.9148,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000110277,MTR0000076,2026-04-20 20:00:00,-1.031,0.0,242.94,0.9342,GOOD,ami_headend,AMI_20260601_A,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000110798,MTR0000076,2026-05-12 13:00:00,-1.0718,0.0,238.34,0.933,GOOD,ami_headend,AMI_20260601_A,2026-05-12,"Invalid timestamp, kWh, or negative consumption"
MR0000110812,MTR0000076,2026-05-13 03:00:00,-0.4744,0.0,243.62,0.9863,GOOD,ami_headend,AMI_20260601_B,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000112542,MTR0000077,2026-05-24 05:00:00,-0.8544,0.0,238.65,0.9626,GOOD,ami_headend,AMI_20260601_A,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000112876,MTR0000078,2026-04-07 03:00:00,,76.0387,240.25,0.9233,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-07,"Invalid timestamp, kWh, or negative consumption"
MR0000113905,MTR0000078,2026-05-20 00:00:00,-53.5503,0.0,236.69,0.9406,MISSING,ami_headend,AMI_20260601_A,2026-05-20,"Invalid timestamp, kWh, or negative consumption"
MR0000114411,MTR0000079,2026-04-10 02:00:00,-38.0308,0.0,244.29,0.9361,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-10,"Invalid timestamp, kWh, or negative consumption"
MR0000114890,MTR0000079,,103.3397,105.6475,238.96,0.975,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000115756,MTR0000080,2026-04-05 03:00:00,-3.7604,0.0,242.46,0.9765,MISSING,ami_headend,AMI_20260602_A,2026-04-05,"Invalid timestamp, kWh, or negative consumption"
MR0000117049,MTR0000080,2026-05-29 00:00:00,,5.2698,236.16,0.9115,GOOD,ami_headend,AMI_20260602_A,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000117080,MTR0000080,,3.2461,2.7198,241.67,0.9962,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000117698,MTR0000081,,2.3084,3.1243,237.63,0.9349,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000117719,MTR0000081,,3.2866,2.8947,238.58,0.9174,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000117904,MTR0000081,2026-05-03 15:00:00,,10.9447,237.01,0.9386,MISSING,ami_headend,AMI_20260602_A,2026-05-03,"Invalid timestamp, kWh, or negative consumption"
MR0000117932,MTR0000081,,11.1182,15.3811,249.57,0.9443,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000118366,MTR0000081,2026-05-22 21:00:00,-2.9359,0.0,240.83,0.9562,GOOD,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000119018,MTR0000082,2026-04-19 01:00:00,-3.4466,0.0,234.92,0.9747,MISSING,ami_headend,AMI_20260601_A,2026-04-19,"Invalid timestamp, kWh, or negative consumption"
MR0000119090,MTR0000082,2026-04-22 01:00:00,-4.5754,0.0,235.45,0.9867,GOOD,ami_headend,AMI_20260601_B,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000119556,MTR0000082,2026-05-11 11:00:00,,14.793,235.21,0.9744,GOOD,ami_headend,AMI_20260602_A,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000119933,MTR0000082,2026-05-27 04:00:00,,5.5564,232.68,0.9724,GOOD,ami_headend,AMI_20260601_A,2026-05-27,"Invalid timestamp, kWh, or negative consumption"
MR0000120174,MTR0000083,2026-04-06 05:00:00,-2.8333,0.0,241.98,0.9735,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-06,"Invalid timestamp, kWh, or negative consumption"
MR0000120552,MTR0000083,2026-04-21 23:00:00,-2.02,0.0,239.81,0.9249,GOOD,ami_headend,AMI_20260602_A,2026-04-21,"Invalid timestamp, kWh, or negative consumption"
MR0000120627,MTR0000083,2026-04-25 02:00:00,,2.8504,248.54,0.9359,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000120727,MTR0000083,2026-04-29 06:00:00,,2.0886,242.96,0.9283,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-29,"Invalid timestamp, kWh, or negative consumption"
MR0000121148,MTR0000083,2026-05-16 19:00:00,-3.1801,0.0,245.12,0.9516,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16,"Invalid timestamp, kWh, or negative consumption"
MR0000121151,MTR0000083,2026-05-16 22:00:00,-1.7424,0.0,237.76,0.9738,GOOD,ami_headend,AMI_20260601_A,2026-05-16,"Invalid timestamp, kWh, or negative consumption"
MR0000121365,MTR0000083,,5.0278,5.0058,242.71,0.9092,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000121451,MTR0000083,2026-05-29 10:00:00,-5.8762,0.0,238.96,0.9626,GOOD,ami_headend,AMI_20260601_B,2026-05-29,"Invalid timestamp, kWh, or negative consumption"
MR0000122030,MTR0000084,2026-04-22 13:00:00,-2.5046,0.0,242.87,0.9588,GOOD,ami_headend,AMI_20260601_B,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000123402,MTR0000085,2026-04-18 17:00:00,,7.2477,242.01,0.8923,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000123600,MTR0000085,2026-04-26 23:00:00,-2.9025,0.0,242.63,0.9707,GOOD,ami_headend,AMI_20260601_A,2026-04-26,"Invalid timestamp, kWh, or negative consumption"
MR0000123606,MTR0000085,,4.7385,5.5956,246.34,0.9154,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000125160,MTR0000086,,3.09,3.4354,241.84,0.8998,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000125745,MTR0000086,2026-05-25 08:00:00,,8.244,240.66,0.9296,GOOD,ami_headend,AMI_20260601_A,2026-05-25,"Invalid timestamp, kWh, or negative consumption"
MR0000125850,MTR0000086,,6.5591,5.7351,235.67,0.892,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000125956,MTR0000087,,0.7122,0.8772,237.97,0.9567,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000126219,MTR0000087,2026-04-14 02:00:00,-1.1053,0.0,243.89,0.9701,GOOD,ami_headend,AMI_20260602_A,2026-04-14,"Invalid timestamp, kWh, or negative consumption"
MR0000126362,MTR0000087,,0.6949,0.7922,232.7,0.9524,ESTIMATED,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000126801,MTR0000087,2026-05-08 08:00:00,,1.6619,237.54,0.9588,GOOD,ami_headend,AMI_20260601_A,2026-05-08,"Invalid timestamp, kWh, or negative consumption"
MR0000127768,MTR0000088,,3.4589,4.0257,240.66,0.933,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000128183,MTR0000088,2026-05-04 22:00:00,,0.8886,243.68,0.9306,GOOD,ami_headend,AMI_20260601_A,2026-05-04,"Invalid timestamp, kWh, or negative consumption"
MR0000128465,MTR0000088,2026-05-16 16:00:00,,4.4322,243.02,0.9353,GOOD,ami_headend,AMI_20260601_A,2026-05-16,"Invalid timestamp, kWh, or negative consumption"
MR0000128574,MTR0000088,2026-05-21 05:00:00,-1.1909,0.0,239.93,0.9649,GOOD,ami_headend,AMI_20260601_B,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000128591,MTR0000088,2026-05-21 22:00:00,-1.0581,0.0,247.68,0.9088,GOOD,ami_headend,AMI_20260601_B,2026-05-21,"Invalid timestamp, kWh, or negative consumption"
MR0000129130,MTR0000089,2026-04-13 09:00:00,-4.0106,0.0,237.4,0.9255,GOOD,ami_headend,AMI_20260601_B,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000129333,MTR0000089,2026-04-21 20:00:00,,3.9672,242.26,0.9364,GOOD,ami_headend,AMI_20260601_A,2026-04-21,"Invalid timestamp, kWh, or negative consumption"
MR0000129346,MTR0000089,,4.4332,3.7725,240.92,0.9469,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000129771,MTR0000089,2026-05-10 02:00:00,,2.8043,242.07,0.9273,GOOD,ami_headend,AMI_20260601_A,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000130277,MTR0000089,2026-05-31 04:00:00,,2.6071,237.95,0.9528,MISSING,ami_headend,AMI_20260601_A,2026-05-31,"Invalid timestamp, kWh, or negative consumption"
MR0000130532,MTR0000090,,33.9876,47.0109,231.93,0.9215,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000130603,MTR0000090,2026-04-13 18:00:00,,39.1098,245.49,0.9165,GOOD,ami_headend,AMI_20260602_A,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000132997,MTR0000091,2026-05-22 12:00:00,,214.7544,240.36,0.9075,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000133643,MTR0000092,2026-04-18 10:00:00,,9.3739,241.78,0.9459,GOOD,ami_headend,AMI_20260601_B,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000135351,MTR0000093,2026-04-28 14:00:00,,4.9818,243.28,0.9753,MISSING,ami_headend,AMI_20260601_A,2026-04-28,"Invalid timestamp, kWh, or negative consumption"
MR0000135706,MTR0000093,2026-05-13 09:00:00,,4.122,237.88,0.9045,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000136147,MTR0000093,2026-05-31 18:00:00,-4.0478,0.0,242.3,0.9348,GOOD,ami_headend,AMI_20260602_A,2026-05-31,"Invalid timestamp, kWh, or negative consumption"
MR0000136244,MTR0000094,2026-04-04 19:00:00,-3.7636,0.0,242.6,0.8946,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000136353,MTR0000094,2026-04-09 08:00:00,-5.0015,0.0,237.77,0.9789,MISSING,ami_headend,AMI_20260601_B,2026-04-09,"Invalid timestamp, kWh, or negative consumption"
MR0000138384,MTR0000095,2026-05-02 23:00:00,,4.1797,231.7,0.9264,GOOD,ami_headend,AMI_20260601_B,2026-05-02,"Invalid timestamp, kWh, or negative consumption"
MR0000138393,MTR0000095,,5.585,6.6374,238.25,0.9704,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000138606,MTR0000095,2026-05-12 05:00:00,-1.7013,0.0,236.84,0.9543,GOOD,ami_headend,AMI_20260601_B,2026-05-12,"Invalid timestamp, kWh, or negative consumption"
MR0000138622,MTR0000095,,3.7065,3.8379,228.73,0.9309,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000139101,MTR0000096,2026-04-01 20:00:00,,9.1404,237.36,0.9941,GOOD,ami_headend,AMI_20260601_A,2026-04-01,"Invalid timestamp, kWh, or negative consumption"
MR0000139385,MTR0000096,2026-04-13 16:00:00,,7.8592,241.36,0.9521,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-13,"Invalid timestamp, kWh, or negative consumption"
MR0000139464,MTR0000096,2026-04-16 23:00:00,-2.095,0.0,235.37,0.9706,GOOD,ami_headend,AMI_20260601_B,2026-04-16,"Invalid timestamp, kWh, or negative consumption"
MR0000139484,MTR0000096,2026-04-17 19:00:00,-5.7967,0.0,239.85,0.998,MISSING,ami_headend,AMI_20260601_B,2026-04-17,"Invalid timestamp, kWh, or negative consumption"
MR0000140047,MTR0000096,,2.6492,2.2137,240.15,0.9766,MISSING,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000142034,MTR0000098,2026-04-02 01:00:00,,3.8853,240.59,0.9209,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000142571,MTR0000098,2026-04-24 10:00:00,,12.0144,244.01,0.9127,GOOD,ami_headend,AMI_20260602_A,2026-04-24,"Invalid timestamp, kWh, or negative consumption"
MR0000142952,MTR0000098,2026-05-10 07:00:00,,6.8302,239.37,0.9375,MISSING,ami_headend,AMI_20260601_B,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000142997,MTR0000098,2026-05-12 04:00:00,-1.0028,0.0,244.14,0.9458,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-12,"Invalid timestamp, kWh, or negative consumption"
MR0000143563,MTR0000099,2026-04-04 18:00:00,-6.7246,0.0,231.94,0.9595,GOOD,ami_headend,AMI_20260601_A,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000143566,MTR0000099,2026-04-04 21:00:00,,2.9175,246.38,0.9237,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000144313,MTR0000099,2026-05-06 00:00:00,-1.8773,0.0,240.68,0.9065,GOOD,ami_headend,AMI_20260601_B,2026-05-06,"Invalid timestamp, kWh, or negative consumption"
MR0000144425,MTR0000099,,7.6781,7.5123,233.19,0.9541,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000145560,MTR0000100,2026-04-26 23:00:00,,4.4144,241.23,0.8987,GOOD,ami_headend,AMI_20260601_A,2026-04-26,"Invalid timestamp, kWh, or negative consumption"
MR0000145667,MTR0000100,2026-05-01 10:00:00,-10.1048,0.0,241.2,0.9247,GOOD,ami_headend,AMI_20260601_B,2026-05-01,"Invalid timestamp, kWh, or negative consumption"
MR0000146479,MTR0000101,2026-04-04 06:00:00,,1.717,234.89,0.9556,GOOD,ami_headend,AMI_20260601_B,2026-04-04,"Invalid timestamp, kWh, or negative consumption"
MR0000146733,MTR0000101,2026-04-14 20:00:00,-4.9245,0.0,240.33,0.9026,GOOD,ami_headend,AMI_20260601_B,2026-04-14,"Invalid timestamp, kWh, or negative consumption"
MR0000149240,MTR0000102,2026-05-28 07:00:00,-164.418,0.0,238.65,0.9803,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-28,"Invalid timestamp, kWh, or negative consumption"
MR0000149331,MTR0000103,2026-04-01 02:00:00,,0.5215,242.77,0.9524,GOOD,ami_headend,AMI_20260602_A,2026-04-01,"Invalid timestamp, kWh, or negative consumption"
MR0000151737,MTR0000104,2026-05-10 08:00:00,-3.0577,0.0,242.99,0.9062,MISSING,ami_headend,AMI_20260601_A,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000151774,MTR0000104,2026-05-11 21:00:00,,3.4868,247.12,0.9292,MISSING,ami_headend,AMI_20260601_B,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000151824,MTR0000104,2026-05-13 23:00:00,-0.9825,0.0,241.89,0.9362,GOOD,ami_headend,AMI_20260601_B,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
