call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date
CALL0000005485,SUB00000638,CELL000105,2026-05-27 15:52:00,12.0,MO,Failed,False,switch,2026-05-27
CALL0000005486,SUB00000247,CELL000181,,22.0,MO,Dropped,False,switch,
CALL0000005487,SUB00000825,CELL000032,,57.0,MT,Completed,True,switch,
CALL0000005488,SUB00004266,CELL000065,,7.0,MO,Completed,False,switch,
CALL0000005489,SUB00003826,CELL000191,,696.0,MO,Failed,True,switch,
CALL0000005490,SUB00003108,CELL000134,2026-04-08 00:13:00,165.0,MT,Completed,False,switch,2026-04-08
CALL0000005491,SUB00001229,CELL000022,,145.0,MO,Dropped,False,switch,
CALL0000005492,SUB00003352,CELL000098,2026-05-25 16:46:00,95.0,MO,Failed,False,switch,2026-05-25
CALL0000005493,SUB00002627,CELL000061,2026-05-29 02:17:00,62.0,MO,Completed,False,switch,2026-05-29
CALL0000005494,SUB00001782,CELL000182,2026-04-30 23:57:00,6.0,MO,Completed,False,switch,2026-04-30
CALL0000005495,SUB00002645,CELL000108,2026-05-16 19:37:00,129.0,MO,Completed,False,switch,2026-05-16
CALL0000005496,SUB00004999,CELL000037,2026-04-05 10:43:00,99.0,MO,Completed,False,switch,2026-04-05
CALL0000005497,SUB00000268,CELL000036,,37.0,MO,Completed,False,switch,
CALL0000005498,SUB00000544,CELL000154,2026-05-16 22:05:00,241.0,MO,Completed,False,switch,2026-05-16
CALL0000005499,SUB00003185,CELL000101,,49.0,MO,Completed,True,switch,
CALL0000005500,SUB00001611,CELL000167,,60.0,MO,Completed,False,switch,
CALL0000005501,SUB00001220,CELL000101,,127.0,MT,Failed,False,switch,
CALL0000005502,SUB00002246,CELL000049,,46.0,MO,Failed,False,switch,
CALL0000005503,SUB00000044,CELL000199,2026-04-10 11:32:00,85.0,MO,Dropped,False,switch,2026-04-10
CALL0000005504,SUB00002366,CELL000147,2026-05-24 15:31:00,39.0,MO,Failed,False,switch,2026-05-24
CALL0000005505,SUB00003201,CELL000082,,172.0,MT,Completed,False,switch,
CALL0000005506,SUB00001829,CELL000183,2026-04-26 16:15:00,213.0,MT,Completed,False,switch,2026-04-26
CALL0000005507,SUB00001499,CELL000124,2026-04-03 12:50:00,258.0,MT,Completed,True,switch,2026-04-03
CALL0000005508,SUB00000789,CELL000236,,219.0,MO,Completed,False,switch,
CALL0000005509,SUB00001249,CELL000160,,314.0,MO,Completed,False,switch,
CALL0000005510,SUB00004775,CELL000011,2026-05-30 22:15:00,602.0,MO,Failed,False,switch,2026-05-30
CALL0000005511,SUB00000923,CELL000147,,17.0,MO,Completed,True,switch,
CALL0000005512,SUB00002385,CELL000124,2026-04-14 08:07:00,34.0,MO,Completed,False,switch,2026-04-14
CALL0000005513,SUB00004279,CELL000180,2026-04-01 17:04:00,72.0,MO,Dropped,False,switch,2026-04-01
CALL0000005514,SUB00002409,CELL000018,,219.0,MT,Dropped,False,switch,
CALL0000005515,SUB00001110,CELL000014,2026-04-07 11:49:00,86.0,MO,Completed,False,switch,2026-04-07
CALL0000005516,SUB00004376,CELL000096,2026-05-14 10:54:00,212.0,MO,Dropped,True,switch,2026-05-14
CALL0000005517,SUB00002749,CELL000042,,56.0,MO,Completed,False,switch,
CALL0000005518,SUB00004091,CELL000214,2026-05-28 21:57:00,454.0,MT,Dropped,False,switch,2026-05-28
CALL0000005519,SUB00001390,CELL000155,2026-05-22 02:03:00,1002.0,MT,Completed,True,switch,2026-05-22
CALL0000005520,SUB00003104,CELL000198,2026-05-14 07:27:00,667.0,MT,Completed,False,switch,2026-05-14
CALL0000005521,SUB00000355,CELL000183,,224.0,MO,Dropped,False,switch,
CALL0000005522,SUB00000133,CELL000046,,105.0,MO,Completed,False,switch,
CALL0000005523,SUB00002867,CELL000137,,4.0,MO,Completed,False,switch,
CALL0000005524,SUB00001356,CELL000008,,64.0,MO,Failed,False,switch,
CALL0000005525,SUB00002246,CELL000086,,788.0,MO,Dropped,True,switch,
CALL0000005526,SUB00002455,CELL000085,,162.0,MT,Completed,False,switch,
CALL0000005527,SUB00000206,CELL000059,,384.0,MO,Completed,False,switch,
CALL0000005528,SUB00003700,CELL000234,,72.0,MO,Completed,False,switch,
CALL0000005529,SUB00003289,CELL000029,,56.0,MO,Dropped,False,switch,
CALL0000005530,SUB00000106,CELL000173,,60.0,MT,Completed,False,switch,
CALL0000005531,SUB00004752,CELL000145,,249.0,MT,Completed,False,switch,
CALL0000005532,SUB00000839,CELL000002,,107.0,MO,Dropped,False,switch,
CALL0000005533,SUB00004199,CELL000084,2026-05-02 05:22:00,103.0,MO,Completed,False,switch,2026-05-02
CALL0000005534,SUB00001664,CELL000003,,8.0,MT,Dropped,False,switch,
CALL0000005535,SUB00000317,CELL000234,,100.0,MT,Failed,False,switch,
CALL0000005536,SUB00004360,CELL000099,,50.0,MO,Completed,True,switch,
CALL0000005537,SUB00003506,CELL000015,2026-05-18 10:22:00,187.0,MO,Completed,False,switch,2026-05-18
CALL0000005538,SUB00004519,CELL000199,2026-04-20 13:22:00,571.0,MT,Dropped,False,switch,2026-04-20
CALL0000005539,SUB00000614,CELL000053,2026-04-23 14:27:00,30.0,MO,Completed,False,switch,2026-04-23
CALL0000005540,SUB00003169,CELL000107,2026-05-13 23:43:00,113.0,MO,Failed,False,switch,2026-05-13
CALL0000005541,SUB00004541,CELL000234,,412.0,MT,Completed,False,switch,
CALL0000005542,SUB00000809,CELL000062,,313.0,MO,Completed,False,switch,
CALL0000005543,SUB00001305,CELL000019,,115.0,MT,Completed,False,switch,
CALL0000005544,SUB00004330,CELL000146,2026-04-16 21:32:00,14.0,MO,Failed,False,switch,2026-04-16
CALL0000005545,SUB00000484,CELL000067,,65.0,MO,Completed,False,switch,
CALL0000005546,SUB_BAD,CELL000228,2026-04-04 19:46:00,42.0,MO,Dropped,False,switch,2026-04-04
CALL0000005547,SUB00000067,CELL000239,,724.0,MT,Completed,False,switch,
CALL0000005548,SUB00003079,CELL000236,,58.0,MT,Completed,True,switch,
CALL0000005549,SUB00004725,CELL000087,,268.0,MO,Completed,False,switch,
CALL0000005550,SUB00002824,CELL000198,2026-05-11 19:59:00,232.0,MO,Completed,True,switch,2026-05-11
CALL0000005551,SUB00001965,CELL000133,,533.0,MO,Completed,False,switch,
CALL0000005552,SUB00002732,CELL000143,2026-05-24 14:13:00,79.0,MO,Failed,True,switch,2026-05-24
CALL0000005553,SUB00001499,CELL000176,2026-05-27 06:43:00,234.0,MO,Completed,False,switch,2026-05-27
CALL0000005554,SUB00001619,CELL000100,2026-04-12 03:07:00,900.0,MT,Completed,False,switch,2026-04-12
CALL0000005555,SUB00004093,CELL000036,,137.0,MO,Completed,True,switch,
CALL0000005556,SUB00003755,CELL000221,,277.0,MT,Completed,False,switch,
CALL0000005557,SUB00003860,CELL000167,,20.0,MO,Dropped,False,switch,
CALL0000005558,SUB00004272,CELL000082,2026-05-11 22:43:00,207.0,MO,Failed,False,switch,2026-05-11
CALL0000005559,SUB00002823,CELL000103,2026-05-10 12:05:00,117.0,MO,Completed,True,switch,2026-05-10
CALL0000005560,SUB00003094,CELL000229,2026-05-10 18:41:00,16.0,MO,Completed,False,switch,2026-05-10
CALL0000005561,SUB00001939,CELL000072,2026-04-22 22:06:00,32.0,MT,Completed,False,switch,2026-04-22
CALL0000005562,SUB00004837,CELL000152,,213.0,MO,Dropped,False,switch,
CALL0000005563,SUB00000611,CELL000033,2026-05-16 23:23:00,122.0,MT,Completed,False,switch,2026-05-16
CALL0000005564,SUB00002568,CELL000041,,168.0,MO,Completed,False,switch,
CALL0000005565,SUB00004843,CELL000202,2026-05-02 04:37:00,44.0,MO,Completed,False,switch,2026-05-02
CALL0000005566,SUB00004740,CELL000208,2026-04-15 04:03:00,1.0,MT,Completed,False,switch,2026-04-15
CALL0000005567,SUB00002883,CELL000212,,214.0,MO,Failed,False,switch,
CALL0000005568,SUB00004088,CELL000059,2026-04-13 19:41:00,114.0,MT,Dropped,True,switch,2026-04-13
CALL0000005569,SUB00003016,CELL000074,,221.0,MT,Failed,False,switch,
CALL0000005570,SUB00003783,CELL000228,,89.0,MO,Dropped,False,switch,
CALL0000005571,SUB00003205,CELL000092,2026-04-04 00:29:00,95.0,MO,Dropped,False,switch,2026-04-04
CALL0000005572,SUB00003130,CELL000134,,173.0,MT,Completed,False,switch,
CALL0000005573,SUB00001940,CELL000011,,32.0,MT,Completed,False,switch,
CALL0000005574,SUB00002788,CELL000202,,15.0,MO,Completed,False,switch,
CALL0000005575,SUB00002767,CELL000200,2026-04-14 06:28:00,54.0,MT,Failed,False,switch,2026-04-14
CALL0000005576,SUB00000343,CELL000004,,192.0,MO,Completed,False,switch,
CALL0000005577,SUB00002839,CELL000002,2026-05-31 11:55:00,364.0,MO,Completed,False,switch,2026-05-31
CALL0000005578,SUB00000522,CELL000204,,1.0,MT,Dropped,True,switch,
CALL0000005579,SUB00003254,CELL000141,,46.0,MO,Completed,False,switch,
CALL0000005580,SUB00001996,CELL000157,,18.0,MO,Failed,False,switch,
CALL0000005581,SUB00001133,CELL000186,2026-05-08 15:45:00,335.0,MO,Failed,True,switch,2026-05-08
CALL0000005582,SUB00001309,CELL000112,,98.0,MO,Failed,False,switch,
CALL0000005583,SUB00003953,CELL000115,,131.0,MO,Completed,False,switch,
CALL0000005584,SUB00000077,CELL000194,,20.0,MO,Failed,False,switch,
CALL0000005585,SUB00001535,CELL000019,,510.0,MO,Completed,False,switch,
CALL0000005586,SUB00004112,CELL000190,2026-04-21 08:13:00,101.0,MT,Dropped,False,switch,2026-04-21
CALL0000005587,SUB00001955,CELL000172,,307.0,MO,Completed,False,switch,
CALL0000005588,SUB00002677,CELL000229,,864.0,MT,Failed,False,switch,
CALL0000005589,SUB00002378,CELL000138,,45.0,MO,Dropped,True,switch,
CALL0000005590,SUB00001560,CELL000041,,167.0,MT,Failed,True,switch,
CALL0000005591,SUB00000325,CELL000213,,58.0,MO,Completed,False,switch,
CALL0000005592,SUB00003848,CELL000229,2026-05-09 02:07:00,144.0,MO,Completed,False,switch,2026-05-09
CALL0000005593,SUB00004460,CELL000072,2026-05-22 11:04:00,20.0,MO,Failed,False,switch,2026-05-22
CALL0000005594,SUB00003572,CELL000235,2026-05-07 09:58:00,97.0,MO,Completed,False,switch,2026-05-07
CALL0000005595,SUB00001471,CELL000093,2026-05-12 13:37:00,148.0,MO,Dropped,True,switch,2026-05-12
CALL0000005596,SUB00003633,CELL000210,,985.0,MO,Completed,False,switch,
CALL0000005597,SUB00004476,CELL000071,,247.0,MO,Completed,False,switch,
CALL0000005598,SUB00004802,CELL000101,,86.0,MO,Completed,False,switch,
CALL0000005599,SUB00001101,CELL000230,,34.0,MT,Completed,False,switch,
CALL0000005600,SUB00004369,CELL000177,,338.0,MO,Completed,False,switch,
CALL0000005601,SUB00002722,CELL000036,2026-05-01 14:16:00,347.0,MT,Failed,False,switch,2026-05-01
CALL0000005602,SUB00002043,CELL000225,,238.0,MO,Completed,False,switch,
CALL0000005603,SUB00001674,CELL000244,,155.0,MT,Failed,True,switch,
CALL0000005604,SUB00002020,CELL000158,,397.0,MT,Completed,False,switch,
CALL0000005605,SUB00001394,CELL000123,2026-05-15 12:15:00,76.0,MO,Failed,False,switch,2026-05-15
CALL0000005606,SUB00001744,CELL000158,,15.0,MT,Completed,False,switch,
CALL0000005607,SUB00004915,CELL000044,2026-05-12 01:54:00,253.0,MO,Failed,False,switch,2026-05-12
CALL0000005608,SUB00001150,CELL000055,,396.0,MT,Completed,False,switch,
CALL0000005609,SUB00004356,CELL000060,,28.0,MT,Completed,False,switch,
CALL0000005610,SUB00004303,CELL000049,,128.0,MO,Completed,False,switch,
CALL0000005611,SUB00001834,CELL000105,2026-05-14 15:22:00,99.0,MO,Completed,False,switch,2026-05-14
CALL0000005612,SUB00004559,CELL000014,2026-05-18 15:26:00,46.0,MT,Dropped,False,switch,2026-05-18
CALL0000005613,SUB00002630,CELL000035,2026-04-22 06:56:00,258.0,MT,Completed,False,switch,2026-04-22
CALL0000005614,SUB00000599,CELL000230,,36.0,MT,Dropped,False,switch,
CALL0000005615,SUB00000320,CELL000212,2026-05-23 15:18:00,26.0,MT,Completed,True,switch,2026-05-23
CALL0000005616,SUB00000056,CELL000177,2026-05-16 08:44:00,460.0,MO,Dropped,False,switch,2026-05-16
CALL0000005617,SUB00003109,CELL000250,2026-05-10 03:08:00,181.0,MO,Failed,False,switch,2026-05-10
CALL0000005618,SUB00003675,CELL000090,2026-04-29 00:01:00,27.0,MT,Dropped,False,switch,2026-04-29
CALL0000005619,SUB00004817,CELL000211,2026-04-04 20:43:00,73.0,MO,Completed,True,switch,2026-04-04
CALL0000005620,SUB00004344,CELL000146,2026-04-10 00:15:00,403.0,MO,Completed,False,switch,2026-04-10
CALL0000005621,SUB00001704,CELL000084,2026-04-22 20:16:00,80.0,MO,Dropped,False,switch,2026-04-22
CALL0000005622,SUB00002218,CELL000167,2026-04-28 22:14:00,315.0,MT,Completed,False,switch,2026-04-28
CALL0000005623,SUB00002180,CELL000205,2026-04-23 08:15:00,166.0,MO,Completed,False,switch,2026-04-23
CALL0000005624,SUB00002711,CELL000100,2026-04-07 04:44:00,246.0,MO,Completed,False,switch,2026-04-07
CALL0000005625,SUB00003714,CELL000072,2026-05-09 22:08:00,36.0,MT,Dropped,False,switch,2026-05-09
CALL0000005626,SUB00001631,CELL000098,2026-04-09 02:00:00,25.0,MO,Failed,False,switch,2026-04-09
CALL0000005627,SUB00004537,CELL000044,2026-05-03 19:16:00,651.0,MT,Completed,False,switch,2026-05-03
CALL0000005628,SUB00004256,CELL000119,,155.0,MO,Completed,False,switch,
CALL0000005629,SUB00004437,CELL000079,2026-05-14 06:58:00,463.0,MO,Completed,True,switch,2026-05-14
CALL0000005630,SUB00001426,CELL000202,2026-05-25 09:19:00,26.0,MT,Completed,False,switch,2026-05-25
CALL0000005631,SUB00003608,CELL000049,,154.0,MT,Dropped,False,switch,
CALL0000005632,SUB00004870,CELL000028,2026-05-06 23:55:00,158.0,MO,Completed,False,switch,2026-05-06
CALL0000005633,SUB00002834,CELL000073,,165.0,MT,Dropped,False,switch,
CALL0000005634,SUB00000607,CELL000110,,357.0,MO,Failed,False,switch,
CALL0000005635,SUB00002857,CELL000037,2026-05-22 09:56:00,25.0,MT,Dropped,True,switch,2026-05-22
CALL0000005636,SUB00004887,CELL000246,2026-05-21 13:48:00,285.0,MO,Completed,True,switch,2026-05-21
CALL0000005637,SUB00004738,CELL000141,2026-05-22 04:22:00,329.0,MT,Failed,False,switch,2026-05-22
CALL0000005638,SUB00004406,CELL000021,2026-05-30 03:50:00,173.0,MO,Failed,False,switch,2026-05-30
CALL0000005639,SUB00000888,CELL000048,,85.0,MO,Completed,False,switch,
CALL0000005640,SUB00001310,CELL000164,2026-04-26 13:39:00,77.0,MT,Dropped,True,switch,2026-04-26
CALL0000005641,SUB00002646,CELL000226,,265.0,MO,Dropped,True,switch,
CALL0000005642,SUB00004780,CELL000104,,729.0,MO,Completed,False,switch,
CALL0000005643,SUB00002154,CELL000087,2026-05-25 16:23:00,90.0,MO,Completed,True,switch,2026-05-25
CALL0000005644,SUB00001807,CELL000091,,76.0,MT,Completed,True,switch,
CALL0000005645,SUB00002566,CELL000146,,151.0,MO,Completed,False,switch,
CALL0000005646,SUB00004913,CELL000011,2026-04-28 20:38:00,236.0,MO,Failed,False,switch,2026-04-28
CALL0000005647,SUB00000775,CELL000238,2026-05-27 01:20:00,232.0,MO,Completed,False,switch,2026-05-27
CALL0000005648,SUB00000786,CELL000097,2026-04-15 09:29:00,114.0,MO,Completed,True,switch,2026-04-15
CALL0000005649,SUB00000903,CELL000204,,278.0,MT,Completed,False,switch,
CALL0000005650,SUB00001940,CELL000010,,121.0,MO,Dropped,False,switch,
CALL0000005651,SUB00003706,CELL000059,2026-04-05 22:49:00,54.0,MT,Dropped,False,switch,2026-04-05
CALL0000005652,SUB00001735,CELL000090,2026-04-26 20:09:00,48.0,MO,Completed,False,switch,2026-04-26
CALL0000005653,SUB00003227,CELL000201,2026-04-24 18:14:00,145.0,MT,Dropped,False,switch,2026-04-24
CALL0000005654,SUB00004182,CELL000217,2026-05-19 21:03:00,77.0,MT,Completed,False,switch,2026-05-19
CALL0000005655,SUB00001648,CELL000077,2026-04-16 19:40:00,125.0,MO,Dropped,False,switch,2026-04-16
CALL0000005656,SUB00002030,CELL000129,2026-05-18 07:51:00,38.0,MO,Completed,True,switch,2026-05-18
CALL0000005657,SUB00002169,CELL000124,,213.0,MT,Completed,False,switch,
CALL0000005658,SUB00003960,CELL000113,,198.0,MO,Failed,False,switch,
CALL0000005659,SUB00001711,CELL000065,2026-05-02 19:59:00,537.0,MO,Completed,False,switch,2026-05-02
CALL0000005660,SUB00004764,CELL000142,2026-04-03 05:18:00,149.0,MT,Completed,False,switch,2026-04-03
CALL0000005661,SUB00004599,CELL000185,2026-04-21 12:13:00,89.0,MO,Completed,False,switch,2026-04-21
CALL0000005662,SUB00001203,CELL000090,,4.0,MT,Failed,True,switch,
CALL0000005663,SUB00003960,CELL000232,,137.0,MO,Dropped,False,switch,
CALL0000005664,SUB00003831,CELL000090,,352.0,MO,Failed,False,switch,
CALL0000005665,SUB00004567,CELL000120,,116.0,MO,Failed,False,switch,
CALL0000005666,SUB00003410,CELL000254,,128.0,MO,Failed,True,switch,
CALL0000005667,SUB00003234,CELL000253,,12.0,MO,Completed,False,switch,
CALL0000005668,SUB00004949,CELL000206,2026-04-28 18:04:00,49.0,MT,Completed,False,switch,2026-04-28
CALL0000005669,SUB00003072,CELL000007,2026-04-20 12:41:00,272.0,MO,Completed,False,switch,2026-04-20
CALL0000005670,SUB00001687,CELL000101,2026-04-15 20:31:00,630.0,MO,Completed,False,switch,2026-04-15
CALL0000005671,SUB00001269,CELL000187,2026-05-30 10:24:00,178.0,MT,Completed,True,switch,2026-05-30
CALL0000005672,SUB00004339,CELL000124,,146.0,MT,Failed,False,switch,
CALL0000005673,SUB00004557,CELL000045,,341.0,MO,Failed,False,switch,
CALL0000005674,SUB00003306,CELL000140,2026-05-20 02:26:00,124.0,MO,Completed,True,switch,2026-05-20
CALL0000005675,SUB00004828,CELL000110,2026-05-05 13:35:00,175.0,MO,Failed,False,switch,2026-05-05
CALL0000005676,SUB00003655,CELL000182,,2.0,MO,Failed,False,switch,
CALL0000005677,SUB00003996,CELL000015,,81.0,MT,Completed,False,switch,
CALL0000005678,SUB00003732,CELL000017,,142.0,MT,Completed,False,switch,
CALL0000005679,SUB00000758,CELL000190,2026-04-27 15:28:00,38.0,MT,Completed,False,switch,2026-04-27
CALL0000005680,SUB00002252,CELL000127,,113.0,MO,Completed,True,switch,
CALL0000005681,SUB00000498,CELL000252,2026-05-16 17:49:00,271.0,MO,Completed,False,switch,2026-05-16
CALL0000005682,SUB00002912,CELL000209,2026-04-01 02:03:00,222.0,MO,Dropped,False,switch,2026-04-01
CALL0000005683,SUB00000886,CELL000072,,9.0,MT,Completed,False,switch,
CALL0000005684,SUB00003269,CELL000152,,59.0,MO,Completed,False,switch,
CALL0000005685,SUB00001756,CELL000177,,136.0,MT,Completed,True,switch,
CALL0000005686,SUB00002841,CELL000104,,278.0,MO,Completed,False,switch,
CALL0000005687,SUB00001708,CELL000050,2026-04-07 10:26:00,45.0,MO,Dropped,False,switch,2026-04-07
CALL0000005688,SUB00004955,CELL000212,2026-04-28 05:18:00,124.0,MO,Completed,True,switch,2026-04-28
CALL0000005689,SUB00004226,CELL000084,,417.0,MO,Completed,True,switch,
CALL0000005690,SUB00001412,CELL000140,2026-05-15 10:54:00,548.0,MO,Failed,False,switch,2026-05-15
CALL0000005691,SUB00000899,CELL000214,,494.0,MO,Completed,False,switch,
CALL0000005692,SUB00000891,CELL000234,,209.0,MT,Failed,False,switch,
CALL0000005693,SUB00002088,CELL000186,,132.0,MO,Failed,True,switch,
CALL0000005694,SUB00001780,CELL000247,2026-04-11 16:10:00,52.0,MO,Completed,False,switch,2026-04-11
CALL0000005695,SUB00004222,CELL000123,2026-04-09 09:39:00,212.0,MO,Completed,False,switch,2026-04-09
CALL0000005696,SUB00000601,CELL000207,2026-04-09 08:45:00,238.0,MO,Completed,False,switch,2026-04-09
CALL0000005697,SUB00000959,CELL000235,,31.0,MO,Completed,False,switch,
CALL0000005698,SUB00002566,CELL000153,,549.0,MO,Completed,False,switch,
CALL0000005699,SUB00003553,CELL000150,2026-04-18 18:45:00,90.0,MT,Completed,False,switch,2026-04-18
CALL0000005700,SUB00002772,CELL000222,2026-04-17 08:04:00,1.0,MT,Completed,False,switch,2026-04-17
CALL0000005701,SUB00001399,CELL000126,2026-05-27 20:39:00,255.0,MO,Dropped,False,switch,2026-05-27
CALL0000005702,SUB00001565,CELL000012,,8.0,MO,Dropped,False,switch,
CALL0000005703,SUB00002319,CELL000211,2026-05-20 06:34:00,306.0,MO,Dropped,True,switch,2026-05-20
CALL0000005704,SUB00004250,CELL000185,2026-04-07 02:33:00,39.0,MO,Dropped,False,switch,2026-04-07
CALL0000005705,SUB00003882,CELL000139,,143.0,MO,Completed,True,switch,
CALL0000005706,SUB00003052,CELL000145,,266.0,MO,Completed,False,switch,
CALL0000005707,SUB00000103,CELL000244,2026-05-26 16:54:00,52.0,MO,Failed,False,switch,2026-05-26
CALL0000005708,SUB00004302,CELL000066,2026-05-09 14:20:00,174.0,MO,Failed,False,switch,2026-05-09
CALL0000005709,SUB00001902,CELL000136,,280.0,MO,Completed,False,switch,
CALL0000005710,SUB00002573,CELL000009,2026-04-21 01:42:00,45.0,MT,Failed,False,switch,2026-04-21
CALL0000005711,SUB00003483,CELL000244,2026-05-12 08:50:00,317.0,MO,Completed,False,switch,2026-05-12
CALL0000005712,SUB00002297,CELL000191,,176.0,MO,Failed,False,switch,
CALL0000005713,SUB00004120,CELL000070,,28.0,MO,Failed,False,switch,
CALL0000005714,SUB00002245,CELL000087,2026-04-27 10:20:00,23.0,MO,Failed,False,switch,2026-04-27
CALL0000005715,SUB00001977,CELL000073,2026-05-07 21:29:00,129.0,MT,Completed,False,switch,2026-05-07
CALL0000005716,SUB00004919,CELL000177,2026-04-27 22:27:00,124.0,MO,Completed,False,switch,2026-04-27
CALL0000005717,SUB_BAD,CELL000033,,197.0,MO,Dropped,False,switch,
CALL0000005718,SUB00002903,CELL000106,2026-04-06 03:57:00,589.0,MO,Failed,False,switch,2026-04-06
CALL0000005719,SUB00001318,CELL000106,2026-05-29 03:43:00,406.0,MO,Failed,True,switch,2026-05-29
CALL0000005720,SUB00000438,CELL000142,2026-05-03 09:48:00,363.0,MT,Completed,False,switch,2026-05-03
CALL0000005721,SUB00004827,CELL000235,2026-05-05 13:15:00,210.0,MT,Dropped,True,switch,2026-05-05
CALL0000005722,SUB00000827,CELL000100,,237.0,MO,Completed,False,switch,
CALL0000005723,SUB00004662,CELL000043,2026-05-24 04:06:00,338.0,MO,Failed,False,switch,2026-05-24
CALL0000005724,SUB00004981,CELL000099,,440.0,MT,Completed,False,switch,
CALL0000005725,SUB00001978,CELL000222,2026-05-16 01:21:00,214.0,MO,Completed,False,switch,2026-05-16
CALL0000005726,SUB00000437,CELL000117,,482.0,MO,Failed,False,switch,
CALL0000005727,SUB00003104,CELL000040,,9.0,MT,Dropped,False,switch,
CALL0000005728,SUB00004891,CELL000039,2026-05-21 01:44:00,42.0,MT,Completed,False,switch,2026-05-21
CALL0000005729,SUB00003543,CELL000108,2026-05-27 22:40:00,205.0,MO,Completed,False,switch,2026-05-27
CALL0000005730,SUB00004937,CELL000105,,33.0,MO,Completed,True,switch,
CALL0000005731,SUB00000657,CELL000079,2026-05-11 07:23:00,208.0,MO,Completed,False,switch,2026-05-11
CALL0000005732,SUB00004491,CELL000236,2026-05-24 22:07:00,51.0,MT,Dropped,False,switch,2026-05-24
CALL0000005733,SUB00001704,CELL000191,,25.0,MO,Completed,True,switch,
CALL0000005734,SUB00002151,CELL000098,,656.0,MO,Completed,True,switch,
CALL0000005735,SUB00004989,CELL000140,2026-04-10 03:23:00,78.0,MT,Failed,False,switch,2026-04-10
CALL0000005736,SUB00001676,CELL000181,,407.0,MT,Failed,False,switch,
CALL0000005737,SUB00001809,CELL000095,2026-04-17 14:35:00,51.0,MT,Dropped,False,switch,2026-04-17
CALL0000005738,SUB00004901,CELL000064,,56.0,MT,Completed,False,switch,
CALL0000005739,SUB00001589,CELL000103,,478.0,MO,Completed,True,switch,
CALL0000005740,SUB00004502,CELL000022,,239.0,MO,Completed,False,switch,
CALL0000005741,SUB00002444,CELL000042,2026-04-22 13:38:00,87.0,MO,Dropped,False,switch,2026-04-22
CALL0000005742,SUB00000325,CELL000119,2026-05-05 07:28:00,26.0,MO,Failed,False,switch,2026-05-05
CALL0000005743,SUB00002123,CELL000128,,184.0,MO,Failed,False,switch,
CALL0000005744,SUB00000809,CELL000075,,380.0,MO,Completed,True,switch,
CALL0000005745,SUB00003098,CELL000001,,59.0,MT,Completed,True,switch,
CALL0000005746,SUB00002791,CELL000195,2026-04-10 01:49:00,104.0,MT,Failed,False,switch,2026-04-10
CALL0000005747,SUB00002050,CELL000062,,64.0,MT,Completed,True,switch,
CALL0000005748,SUB00004833,CELL000162,,206.0,MO,Dropped,False,switch,
CALL0000005749,SUB00002892,CELL000135,2026-05-28 22:37:00,101.0,MT,Completed,False,switch,2026-05-28
CALL0000005750,SUB00000848,CELL000124,2026-05-04 09:18:00,401.0,MT,Completed,False,switch,2026-05-04
CALL0000005751,SUB00002922,CELL000022,2026-05-12 15:48:00,14.0,MO,Completed,False,switch,2026-05-12
CALL0000005752,SUB00003096,CELL000142,,96.0,MO,Completed,False,switch,
CALL0000005753,SUB00000792,CELL000152,,244.0,MO,Failed,True,switch,
CALL0000005754,SUB00004056,CELL000145,2026-04-06 00:13:00,189.0,MO,Completed,False,switch,2026-04-06
CALL0000005755,SUB00001345,CELL000238,2026-05-03 14:41:00,153.0,MO,Completed,False,switch,2026-05-03
CALL0000005756,SUB00000529,CELL000090,,183.0,MO,Dropped,False,switch,
CALL0000005757,SUB00003891,CELL000175,,293.0,MT,Completed,False,switch,
CALL0000005758,SUB00003050,CELL000149,2026-04-09 07:48:00,2.0,MT,Completed,False,switch,2026-04-09
CALL0000005759,SUB00003288,CELL000048,,511.0,MT,Failed,False,switch,
CALL0000005760,SUB00002114,CELL000138,,6.0,MO,Completed,True,switch,
CALL0000005761,SUB00004149,CELL000073,,26.0,MO,Dropped,False,switch,
CALL0000005762,SUB00000812,CELL000214,,94.0,MO,Completed,False,switch,
CALL0000005763,SUB00002575,CELL000093,2026-04-11 15:01:00,170.0,MT,Completed,False,switch,2026-04-11
CALL0000005764,SUB00001815,CELL000140,,34.0,MT,Dropped,True,switch,
CALL0000005765,SUB00003409,CELL000161,,925.0,MO,Failed,False,switch,
CALL0000005766,SUB00004024,CELL000206,,269.0,MO,Failed,False,switch,
CALL0000005767,SUB00000982,CELL000181,,719.0,MO,Completed,False,switch,
CALL0000005768,SUB00000816,CELL000008,2026-05-22 18:27:00,82.0,MO,Failed,False,switch,2026-05-22
CALL0000005769,SUB00001679,CELL000252,2026-05-29 00:15:00,177.0,MO,Failed,False,switch,2026-05-29
CALL0000005770,SUB00000491,CELL000202,,24.0,MO,Failed,False,switch,
CALL0000005771,SUB00000060,CELL000001,,11.0,MT,Completed,False,switch,
CALL0000005772,SUB00001567,CELL_BAD,2026-04-22 05:03:00,113.0,MT,Completed,False,switch,2026-04-22
CALL0000005773,SUB00004625,CELL000037,,186.0,MT,Failed,False,switch,
CALL0000005774,SUB00002259,CELL000184,,49.0,MT,Dropped,True,switch,
