device_id,customer_id,device_type,manufacturer,model,imei_like,activation_date,5g_capable_flag,device_status
DEV0000666,CUST00004300,Iot Router,Google,Model-23,195373687445355,2021-08-10,True,Suspended
DEV0000667,CUST00003463,Tablet,Samsung,Model-89,647929041225017,2024-07-26,True,Active
DEV0000668,CUST00000290,Wearable,Samsung,Model-87,361144042771092,2026-02-14,True,Active
DEV0000669,CUST00001469,Smartphone,Oneplus,Model-53,539333898752230,2023-05-02,False,Active
DEV0000670,CUST00001503,Iot Router,Motorola,Model-30,478448614027426,2023-01-14,False,Retired
DEV0000671,CUST00000539,Smartphone,Nokia,Model-18,360371869536581,2022-12-23,True,Active
DEV0000672,CUST00002838,Tablet,Samsung,Model-28,102362608113948,2023-03-30,True,Suspended
DEV0000673,CUST00002695,Iot Router,Motorola,Model-49,768784803586228,2020-11-14,True,Suspended
DEV0000674,CUST00003457,Hotspot,Oneplus,Model-63,268876508299821,2025-06-10,True,Active
DEV0000675,CUST00002993,Hotspot,Samsung,Model-86,197274878409635,2023-03-18,True,Retired
DEV0000676,CUST00002137,Hotspot,Nokia,Model-56,674149184140661,2021-04-08,True,Active
DEV0000677,CUST00004088,Iot Router,Motorola,Model-76,273281600842268,2025-06-22,True,Retired
DEV0000678,CUST00003547,Iot Router,Google,Model-11,383750489524077,2023-02-21,True,Retired
DEV0000679,CUST00001949,Smartphone,Google,Model-56,879661074014086,2024-04-14,True,Active
DEV0000680,CUST00000973,Smartphone,Google,Model-69,931483276242518,2024-02-20,True,Retired
DEV0000681,CUST00003524,Tablet,Samsung,Model-75,986757143442022,2020-10-01,True,Retired
DEV0000682,CUST00000576,Smartphone,Oneplus,Model-91,305377001987224,2020-02-08,False,Retired
DEV0000683,CUST00000213,Smartphone,Nokia,Model-71,360238324787089,2023-06-01,True,Active
DEV0000684,CUST00001545,Tablet,Motorola,Model-24,855782251607975,2025-02-03,True,Active
DEV0000685,CUST00002964,Hotspot,Motorola,Model-27,488916197291465,2026-01-07,True,Active
DEV0000686,CUST00002756,Hotspot,Samsung,Model-50,313281072073463,2023-06-01,False,Suspended
DEV0000687,CUST00001418,Smartphone,Samsung,Model-98,448239557663548,2024-09-04,True,Active
DEV0000688,CUST00000103,Smartphone,Oneplus,Model-35,569094791594457,2022-05-21,True,Active
DEV0000689,CUST00000187,Iot Router,Motorola,Model-63,196991474857433,2023-05-16,True,Suspended
DEV0000690,CUST00001437,Hotspot,Google,Model-27,489617852088307,2023-08-22,True,Active
DEV0000691,CUST00002389,Smartphone,Samsung,Model-39,630692494431956,2020-05-21,True,Suspended
DEV0000692,CUST00000824,Hotspot,Oneplus,Model-69,188909722135234,2025-01-22,True,Active
DEV0000693,CUST00000135,Hotspot,Google,Model-49,357748410982438,2025-10-27,True,Retired
DEV0000694,CUST00003748,Wearable,Google,Model-31,312755760305835,2024-10-17,False,Active
DEV0000695,CUST00001876,Tablet,Motorola,Model-93,113113388677142,2022-07-23,True,Active
DEV0000696,CUST00001028,Tablet,Apple,Model-40,263395954649190,2025-08-01,True,Active
DEV0000697,CUST_BAD,Iot Router,Apple,Model-24,230417975367204,2024-09-09,False,Active
DEV0000698,CUST00002611,Tablet,Google,Model-94,258873560828312,2025-03-18,True,Retired
DEV0000699,CUST00002107,Hotspot,Nokia,Model-73,218749597127241,2023-05-16,False,Retired
DEV0000700,CUST00002863,Tablet,Oneplus,Model-34,682458506848158,2023-02-05,True,Retired
DEV0000701,CUST00002392,Smartphone,Nokia,Model-23,490977235841238,2022-10-01,False,Active
DEV0000702,CUST00003805,Tablet,Nokia,Model-16,638028429922589,2021-09-19,True,Suspended
DEV0000703,CUST00002820,Hotspot,Oneplus,Model-51,654657569342890,2023-05-14,True,Retired
DEV0000704,CUST00003624,Smartphone,Motorola,Model-48,407213758870920,2023-12-26,True,Suspended
DEV0000705,CUST00000206,Tablet,Oneplus,Model-32,114223274080743,2024-05-30,True,Active
DEV0000706,CUST00002844,Tablet,Nokia,Model-29,780849080171180,2022-07-07,True,Active
DEV0000707,CUST00002322,Iot Router,Google,Model-47,250740476700972,2020-10-15,True,Retired
DEV0000708,CUST00001401,Tablet,Motorola,Model-30,680485057208886,2025-10-31,False,Active
DEV0000709,CUST00002862,Wearable,Nokia,Model-98,767578897872769,2025-03-07,True,Suspended
DEV0000710,CUST00002905,Hotspot,Nokia,Model-28,992052227066608,2025-04-10,True,Active
DEV0000711,CUST00003311,Smartphone,Motorola,Model-92,331141971894958,2024-10-22,True,Active
DEV0000712,CUST00002757,Hotspot,Motorola,Model-51,976744992022332,2023-05-25,True,Active
DEV0000713,CUST00000909,Hotspot,Oneplus,Model-60,164217743838506,2024-03-01,True,Active
DEV0000714,CUST00000474,Hotspot,Samsung,Model-19,970414729008830,2022-07-20,True,Suspended
DEV0000715,CUST00001053,Hotspot,Google,Model-64,134599891027565,2023-08-12,False,Suspended
DEV0000716,CUST00001857,Smartphone,Google,Model-99,547837321903093,2022-09-16,True,Active
DEV0000717,CUST00002989,Hotspot,Nokia,Model-31,699754080264732,2021-09-30,True,Active
DEV0000718,CUST00002682,Iot Router,Apple,Model-72,355043989203656,2022-04-13,True,Retired
DEV0000719,CUST00003382,Smartphone,Oneplus,Model-78,779702149197185,2023-07-07,True,Retired
DEV0000720,CUST00000773,Wearable,Google,Model-81,801317020856440,2021-09-04,True,Active
DEV0000721,CUST00000597,Iot Router,Samsung,Model-20,790428160785117,2022-03-29,True,Active
DEV0000722,CUST00003594,Smartphone,Nokia,Model-42,895790397578893,2024-03-07,False,Active
DEV0000723,CUST00000108,Iot Router,Apple,Model-48,433146272620663,2025-06-19,True,Active
DEV0000724,CUST00001931,Tablet,Motorola,Model-13,849114699450632,2022-10-06,True,Retired
DEV0000725,CUST00002604,Hotspot,Google,Model-13,158336883515553,2024-01-29,True,Active
DEV0000726,CUST00000950,Tablet,Nokia,Model-95,614211886902090,2023-04-16,False,Active
DEV0000727,CUST00002198,Smartphone,Oneplus,Model-93,167423562744386,2024-08-22,False,Active
DEV0000728,CUST00000767,Smartphone,Apple,Model-69,678328189534143,2023-03-20,False,Retired
DEV0000729,CUST00003528,Tablet,Nokia,Model-83,730632639167484,2024-03-06,True,Retired
DEV0000730,CUST00002472,Hotspot,Google,Model-38,132680082109161,2022-12-13,False,Active
DEV0000731,CUST00000125,Iot Router,Nokia,Model-80,746841073826725,2021-11-20,True,Retired
DEV0000732,CUST00000808,Tablet,Motorola,Model-91,356196046583104,2024-08-25,True,Retired
DEV0000733,CUST00001160,Iot Router,Motorola,Model-80,523653533025771,2021-10-26,False,Active
DEV0000734,CUST00002754,Smartphone,Apple,Model-10,381064664470152,2024-08-30,True,Suspended
DEV0000735,CUST00002247,Smartphone,Oneplus,Model-87,400906075061467,2025-11-27,False,Active
DEV0000736,CUST00002794,Tablet,Google,Model-90,781206962360926,2020-10-11,True,Active
DEV0000737,CUST00002140,Iot Router,Oneplus,Model-85,919628558880116,2025-08-05,True,Suspended
DEV0000738,CUST00002006,Hotspot,Nokia,Model-52,890531682125533,2020-03-14,True,Active
DEV0000739,CUST00000400,Tablet,Oneplus,Model-34,484798288184471,2025-10-26,True,Suspended
DEV0000740,CUST00003914,Tablet,Nokia,Model-69,283797808651814,2020-07-30,True,Suspended
DEV0000741,CUST00001371,Iot Router,Apple,Model-34,643610774429804,2021-05-24,True,Suspended
DEV0000742,CUST00000922,Smartphone,Oneplus,Model-50,900231883819064,2021-08-18,False,Retired
DEV0000743,CUST00003094,Wearable,Apple,Model-46,602034115739309,2021-10-19,True,Retired
DEV0000744,CUST00001578,Tablet,Apple,Model-52,883773934620515,2024-09-16,True,Suspended
DEV0000745,CUST00000959,Tablet,Motorola,Model-59,450861338199057,2024-06-03,True,Active
DEV0000746,CUST00001867,Hotspot,Samsung,Model-37,980831352746082,2020-12-17,True,Retired
DEV0000747,CUST00002730,Hotspot,Nokia,Model-14,146191526410009,2024-01-01,True,Active
DEV0000748,CUST00002493,Iot Router,Motorola,Model-88,218602638568877,2021-08-21,True,Retired
DEV0000749,CUST00002021,Smartphone,Oneplus,Model-38,904349553412191,2024-07-04,True,Active
DEV0000750,CUST00002402,Hotspot,Samsung,Model-57,552567683851463,2020-07-15,True,Retired
DEV0000751,CUST00002398,Smartphone,Apple,Model-69,294533888111521,2023-08-16,True,Retired
DEV0000752,CUST00000019,Tablet,Google,Model-29,466560450799353,2020-09-04,True,Suspended
DEV0000753,CUST00002190,Tablet,Google,Model-66,562022457159689,2020-05-03,True,Active
DEV0000754,CUST00000143,Smartphone,Google,Model-47,634931563757951,2021-11-08,True,Suspended
DEV0000755,CUST00000129,Tablet,Google,Model-51,932558338603270,2022-10-09,True,Active
DEV0000756,CUST00001359,Wearable,Samsung,Model-59,406669151529949,2025-02-10,True,Active
DEV0000757,CUST00000534,Hotspot,Oneplus,Model-52,819808799875600,2025-07-09,False,Retired
DEV0000758,CUST00002562,Wearable,Apple,Model-33,561136480651282,2024-02-18,True,Active
DEV0000759,CUST00002290,Iot Router,Google,Model-96,832710854482657,2020-04-06,True,Active
DEV0000760,CUST00001547,Hotspot,Motorola,Model-47,709197988335642,2024-12-10,True,Active
DEV0000761,CUST00003155,Iot Router,Google,Model-84,550801015912858,2020-12-02,True,Retired
DEV0000762,CUST00003856,Hotspot,Samsung,Model-87,160290413707956,2021-04-29,False,Active
DEV0000763,CUST00000531,Iot Router,Google,Model-94,370135839846279,2022-09-07,True,Retired
DEV0000764,CUST00000080,Wearable,Oneplus,Model-96,418790021889055,2024-06-26,True,Retired
DEV0000765,CUST00002008,Wearable,Nokia,Model-82,148816119544959,2024-12-22,True,Active
DEV0000766,CUST00001752,Smartphone,Motorola,Model-15,671328445047184,2024-07-18,True,Retired
DEV0000767,CUST00003844,Hotspot,Google,Model-63,283578606183997,2023-03-17,False,Active
DEV0000768,CUST00003606,Iot Router,Nokia,Model-12,985538260811358,2023-10-15,True,Suspended
DEV0000769,CUST00003865,Smartphone,Apple,Model-26,286908556081696,2021-06-06,True,Active
DEV0000770,CUST00001397,Smartphone,Nokia,Model-82,912304815302430,2021-10-21,True,Active
DEV0000771,CUST00001209,Wearable,Apple,Model-20,246995509515778,2021-03-12,True,Active
DEV0000772,CUST00003341,Iot Router,Samsung,Model-42,827715354742057,2020-10-22,False,Suspended
DEV0000773,CUST00000912,Hotspot,Nokia,Model-37,609092533326176,2023-08-25,True,Retired
DEV0000774,CUST00003777,Hotspot,Oneplus,Model-10,854942028539557,2023-10-08,True,Active
DEV0000775,CUST00001866,Wearable,Nokia,Model-66,588598179412517,2020-02-10,True,Suspended
DEV0000776,CUST00003250,Hotspot,Apple,Model-20,129942893236875,2021-10-18,True,Suspended
DEV0000777,CUST00000311,Wearable,Nokia,Model-26,558995231250516,2021-01-30,True,Active
DEV0000778,CUST00003469,Tablet,Motorola,Model-13,485545406128660,2025-07-26,True,Suspended
DEV0000779,CUST00004333,Iot Router,Motorola,Model-84,387063959930332,2020-03-19,True,Suspended
DEV0000780,CUST00001686,Iot Router,Apple,Model-90,620532121406388,2021-03-28,True,Retired
DEV0000781,CUST00000889,Hotspot,Nokia,Model-67,317690488418312,2022-06-29,False,Suspended
DEV0000782,CUST00002787,Hotspot,Apple,Model-19,717720938219548,2021-09-08,True,Active
DEV0000783,CUST00002101,Tablet,Apple,Model-94,614755588045349,2021-09-11,True,Retired
DEV0000784,CUST00004311,Tablet,Oneplus,Model-77,413757251758196,2022-01-12,True,Suspended
DEV0000785,CUST00003418,Smartphone,Apple,Model-43,291792761863940,2021-02-18,True,Active
DEV0000786,CUST00001318,Hotspot,Samsung,Model-35,129135980703648,2023-04-23,True,Suspended
DEV0000787,CUST00001613,Wearable,Motorola,Model-33,345337583787073,2021-04-18,True,Active
DEV0000788,CUST00003873,Smartphone,Apple,Model-30,156293173187383,2023-08-20,True,Active
DEV0000789,CUST00001770,Hotspot,Google,Model-48,184888061012441,2021-05-27,False,Suspended
DEV0000790,CUST00003752,Hotspot,Samsung,Model-89,148423866373450,2024-01-11,True,Active
DEV0000791,CUST00000277,Wearable,Nokia,Model-55,982899706623397,2023-07-01,True,Active
DEV0000792,CUST00001591,Tablet,Nokia,Model-31,502396475775089,2020-03-01,True,Suspended
DEV0000793,CUST00001164,Tablet,Oneplus,Model-30,266967924863428,2020-09-16,True,Retired
DEV0000794,CUST00004298,Hotspot,Nokia,Model-43,389060401402590,2024-11-04,True,Active
DEV0000795,CUST00001155,Tablet,Apple,Model-67,429675257541441,2023-05-10,True,Active
DEV0000796,CUST00004109,Iot Router,Google,Model-76,583423641120955,2020-11-28,True,Suspended
DEV0000797,CUST00000680,Hotspot,Motorola,Model-32,611150198512738,2021-03-24,True,Active
DEV0000798,CUST00001203,Iot Router,Samsung,Model-98,166262544568928,2024-11-12,True,Active
DEV0000799,CUST00003429,Iot Router,Motorola,Model-79,552344141638833,2022-02-24,False,Suspended
DEV0000800,CUST00001760,Iot Router,Samsung,Model-45,579560711980319,2022-09-09,True,Active
DEV0000801,CUST00000245,Wearable,Apple,Model-51,959523123989905,2023-06-04,True,Active
DEV0000802,CUST00000347,Iot Router,Samsung,Model-62,572667333167095,2023-01-26,True,Suspended
DEV0000803,CUST00004098,Hotspot,Oneplus,Model-11,949387301134706,2026-03-12,True,Retired
DEV0000804,CUST00002797,Wearable,Nokia,Model-42,429326357015280,2020-11-12,True,Active
DEV0000805,CUST00000797,Wearable,Nokia,Model-96,641788122078132,2020-10-09,True,Active
DEV0000806,CUST00002868,Iot Router,Samsung,Model-94,301465043702721,2021-07-22,True,Retired
DEV0000807,CUST00002018,Iot Router,Oneplus,Model-50,795107150762329,2021-06-13,True,Retired
DEV0000808,CUST00002659,Tablet,Apple,Model-52,889813210258752,2021-09-29,False,Retired
DEV0000809,CUST00003783,Hotspot,Apple,Model-20,982447517728346,2025-09-21,True,Suspended
DEV0000810,CUST00000692,Wearable,Nokia,Model-38,316035090422281,2025-08-10,True,Active
DEV0000811,CUST00000572,Wearable,Nokia,Model-10,335816128584037,2021-11-10,True,Suspended
DEV0000812,CUST00000584,Smartphone,Nokia,Model-10,386583771484365,2025-03-01,True,Active
DEV0000813,CUST00000684,Hotspot,Apple,Model-35,315406563861495,2023-03-06,False,Active
DEV0000814,CUST00004336,Iot Router,Apple,Model-41,114204792706050,2023-03-06,True,Retired
DEV0000815,CUST00002517,Hotspot,Oneplus,Model-72,665649636392288,2020-03-08,True,Suspended
DEV0000816,CUST00003283,Wearable,Nokia,Model-89,933732574143713,2022-10-26,True,Active
DEV0000817,CUST00002881,Hotspot,Motorola,Model-43,337692429806420,2022-09-08,True,Suspended
DEV0000818,CUST00000518,Hotspot,Nokia,Model-53,731313002805240,2024-11-03,False,Active
DEV0000819,CUST00001034,Wearable,Nokia,Model-48,362831836473728,2025-12-03,False,Active
DEV0000820,CUST00001958,Smartphone,Motorola,Model-33,659460441181379,2023-02-01,True,Retired
DEV0000821,CUST00001786,Wearable,Google,Model-52,741079327765810,2023-08-23,True,Suspended
DEV0000822,CUST00000463,Wearable,Oneplus,Model-34,596073709984721,2020-10-19,True,Suspended
DEV0000823,CUST00001638,Hotspot,Apple,Model-62,907414921581839,2021-09-16,True,Active
DEV0000824,CUST00002833,Tablet,Oneplus,Model-90,868323173291313,2026-01-03,False,Suspended
DEV0000825,CUST00000722,Wearable,Samsung,Model-35,896906173237922,2025-04-06,False,Retired
DEV0000826,CUST00002715,Hotspot,Oneplus,Model-45,886813971762866,2021-08-20,False,Active
DEV0000827,CUST00000874,Hotspot,Samsung,Model-78,326588573296909,2020-12-14,True,Active
DEV0000828,CUST00002710,Tablet,Nokia,Model-40,848388970415120,2020-02-10,True,Active
DEV0000829,CUST00002724,Hotspot,Apple,Model-85,922371596450089,2021-01-10,True,Suspended
DEV0000830,CUST00001358,Hotspot,Google,Model-77,206508276644566,2024-01-29,True,Retired
DEV0000831,CUST00000952,Hotspot,Apple,Model-71,875406543549718,2020-06-22,False,Retired
DEV0000832,CUST00004006,Iot Router,Oneplus,Model-63,418375607598765,2022-05-27,True,Retired
DEV0000833,CUST00001682,Wearable,Motorola,Model-68,988641211932589,2023-12-30,True,Active
DEV0000834,CUST00002400,Hotspot,Google,Model-30,154016143136859,2023-08-13,True,Active
DEV0000835,CUST00002099,Iot Router,Google,Model-27,750995171087070,2021-04-04,True,Retired
DEV0000836,CUST00004018,Hotspot,Oneplus,Model-86,990285383659001,2021-10-17,True,Retired
DEV0000837,CUST00002632,Smartphone,Google,Model-70,782227250703804,2022-02-19,True,Suspended
DEV0000838,CUST00001166,Hotspot,Oneplus,Model-50,950068952784847,2025-04-12,True,Active
DEV0000839,CUST00003830,Hotspot,Oneplus,Model-25,260175126838379,2024-09-17,True,Retired
DEV0000840,CUST00004133,Iot Router,Oneplus,Model-68,183636664025610,2024-10-25,False,Active
DEV0000841,CUST00002937,Wearable,Apple,Model-35,838790563828570,2022-01-09,True,Active
DEV0000842,CUST00003511,Smartphone,Samsung,Model-15,784682290794069,2025-05-29,True,Retired
DEV0000843,CUST00000323,Iot Router,Samsung,Model-21,881398175277733,2025-09-16,False,Retired
DEV0000844,CUST00002202,Iot Router,Motorola,Model-43,891886191322263,2025-03-12,False,Retired
DEV0000845,CUST00003062,Smartphone,Google,Model-49,754957019284909,2023-11-29,True,Suspended
DEV0000846,CUST00003473,Hotspot,Nokia,Model-17,841739798429422,2024-09-03,False,Active
DEV0000847,CUST00000851,Tablet,Samsung,Model-44,921318296808782,2024-05-20,True,Retired
DEV0000848,CUST00004245,Tablet,Apple,Model-95,642660484409797,2020-12-24,True,Suspended
DEV0000849,CUST00003364,Tablet,Google,Model-35,848121090613922,2022-01-23,True,Retired
DEV0000850,CUST00001061,Smartphone,Nokia,Model-45,626306086913667,2020-05-24,True,Active
DEV0000851,CUST00004348,Wearable,Google,Model-45,545126292831126,2022-07-14,True,Active
DEV0000852,CUST00002562,Wearable,Google,Model-81,840235452822036,2021-08-23,True,Active
DEV0000853,CUST00002813,Iot Router,Oneplus,Model-70,503974524328992,2024-05-20,True,Retired
DEV0000854,CUST00000101,Iot Router,Samsung,Model-23,422150527779523,2023-05-06,True,Active
DEV0000855,CUST00000854,Smartphone,Nokia,Model-38,237813085221691,2023-12-07,True,Active
DEV0000856,CUST00001357,Smartphone,Oneplus,Model-62,670652229161381,2025-05-10,True,Retired
DEV0000857,CUST00004080,Smartphone,Samsung,Model-89,142629016466951,2022-03-05,False,Retired
DEV0000858,CUST00003172,Tablet,Oneplus,Model-75,790928506904263,2025-05-02,True,Retired
DEV0000859,CUST00001005,Smartphone,Motorola,Model-83,152736736316633,2024-09-15,False,Retired
DEV0000860,CUST00003430,Smartphone,Apple,Model-38,395767267310010,2022-07-30,True,Retired
DEV0000861,CUST00004490,Hotspot,Oneplus,Model-67,359762793131848,2025-12-25,False,Active
DEV0000862,CUST00003318,Iot Router,Apple,Model-45,969649901452726,2022-12-31,False,Active
DEV0000863,CUST00004299,Hotspot,Nokia,Model-61,159583580190813,2024-06-24,False,Suspended
DEV0000864,CUST00000556,Tablet,Motorola,Model-97,161101401249090,2025-07-17,True,Suspended
DEV0000865,CUST00002712,Tablet,Nokia,Model-60,712854840399551,2020-07-03,True,Retired
DEV0000866,CUST00003908,Iot Router,Nokia,Model-36,439197726661576,2020-10-01,True,Suspended
DEV0000867,CUST00001578,Wearable,Samsung,Model-88,802937472564752,2024-02-23,True,Active
DEV0000868,CUST00001026,Tablet,Oneplus,Model-37,408421962090276,2022-09-05,True,Active
DEV0000869,CUST00003607,Smartphone,Google,Model-45,118896953922178,2025-10-08,False,Retired
DEV0000870,CUST00004155,Iot Router,Apple,Model-11,611955202112141,2025-09-18,False,Suspended
DEV0000871,CUST00003486,Tablet,Google,Model-67,595527787979681,2023-01-11,False,Suspended
DEV0000872,CUST00000305,Iot Router,Samsung,Model-83,180489713761809,2020-06-29,True,Retired
DEV0000873,CUST00002576,Wearable,Google,Model-11,407017406264100,2025-05-29,True,Suspended
DEV0000874,CUST00002185,Wearable,Google,Model-51,918308143481258,2025-07-21,True,Suspended
DEV0000875,CUST00002951,Wearable,Motorola,Model-29,557570624213815,2022-09-20,True,Retired
DEV0000876,CUST00002667,Wearable,Nokia,Model-56,814254100651812,2024-08-13,True,Active
DEV0000877,CUST00000809,Tablet,Oneplus,Model-38,550336488669234,2023-04-11,True,Suspended
DEV0000878,CUST00002949,Wearable,Nokia,Model-69,194102218965430,2024-04-05,True,Retired
DEV0000879,CUST00003867,Tablet,Oneplus,Model-46,998099605105841,2024-08-10,False,Suspended
DEV0000880,CUST00002335,Tablet,Nokia,Model-64,479493103900004,2025-01-20,True,Retired
DEV0000881,CUST00003235,Iot Router,Samsung,Model-90,154164044312167,2022-04-29,True,Retired
DEV0000882,CUST00002357,Tablet,Apple,Model-65,276235883089697,2025-08-24,True,Active
DEV0000883,CUST00004450,Tablet,Apple,Model-14,825530876017788,2024-11-01,True,Suspended
DEV0000884,CUST00004425,Hotspot,Nokia,Model-60,387320843718953,2020-10-16,False,Retired
DEV0000885,CUST00002148,Hotspot,Motorola,Model-13,343422792175452,2026-03-11,False,Active
DEV0000886,CUST00003879,Wearable,Apple,Model-98,766814817686927,2020-04-14,False,Active
DEV0000887,CUST00002401,Hotspot,Motorola,Model-95,202602570667964,2021-03-17,True,Retired
DEV0000888,CUST00003382,Tablet,Oneplus,Model-81,413180079460816,2020-10-26,True,Active
DEV0000889,CUST00001498,Wearable,Nokia,Model-70,667169267015895,2024-01-30,True,Retired
DEV0000890,CUST00003868,Smartphone,Samsung,Model-79,407622935414727,2023-03-13,True,Active
DEV0000891,CUST00001191,Wearable,Motorola,Model-79,741284525219687,2023-03-09,True,Active
DEV0000892,CUST00003677,Smartphone,Samsung,Model-43,119738210269968,2022-02-10,True,Suspended
DEV0000893,CUST00001669,Iot Router,Apple,Model-27,708468155059016,2022-07-18,True,Active
DEV0000894,CUST00001489,Hotspot,Apple,Model-69,790186689406504,2022-02-18,True,Active
DEV0000895,CUST00004477,Hotspot,Oneplus,Model-10,185108439304884,2024-12-23,True,Suspended
DEV0000896,CUST00002649,Wearable,Apple,Model-86,507873590355034,2024-05-31,True,Retired
DEV0000897,CUST00001444,Tablet,Motorola,Model-94,995872466456654,2024-12-16,True,Active
DEV0000898,CUST00001536,Wearable,Google,Model-36,304837216072515,2021-06-16,True,Active
DEV0000899,CUST00001564,Smartphone,Oneplus,Model-40,611932864159471,2021-03-24,True,Retired
DEV0000900,CUST00003768,Wearable,Samsung,Model-57,268813769095001,2025-08-27,True,Suspended
DEV0000901,CUST00004210,Tablet,Apple,Model-56,948662702956168,2025-08-07,False,Active
DEV0000902,CUST00003193,Hotspot,Google,Model-61,742292720333294,2024-12-23,True,Suspended
DEV0000903,CUST00003364,Iot Router,Motorola,Model-83,202807229685836,2020-12-27,True,Retired
DEV0000904,CUST00004136,Tablet,Oneplus,Model-38,302350534921972,2024-06-09,False,Active
DEV0000905,CUST00001925,Wearable,Apple,Model-86,811410035111775,2023-05-30,False,Suspended
DEV0000906,CUST00000421,Smartphone,Motorola,Model-88,355663563822089,2020-03-14,False,Active
DEV0000907,CUST00001566,Wearable,Nokia,Model-90,209116492241382,2022-07-31,True,Suspended
DEV0000908,CUST00002067,Iot Router,Google,Model-23,445119670142092,2021-10-30,False,Suspended
DEV0000909,CUST00002073,Tablet,Samsung,Model-88,156866568065258,2020-07-18,True,Retired
DEV0000910,CUST00001276,Wearable,Google,Model-80,598245981097831,2026-01-05,True,Retired
DEV0000911,CUST00003688,Wearable,Motorola,Model-73,149816030248660,2022-06-05,True,Suspended
DEV0000912,CUST00002025,Smartphone,Apple,Model-70,236634886138091,2025-11-11,True,Retired
DEV0000913,CUST00000428,Iot Router,Google,Model-33,432367630347385,2021-04-02,True,Suspended
DEV0000914,CUST00001907,Hotspot,Nokia,Model-80,389365094170206,2021-08-07,True,Suspended
DEV0000915,CUST00001335,Hotspot,Oneplus,Model-74,648728684199342,2025-02-03,True,Active
DEV0000916,CUST00004145,Tablet,Google,Model-49,917136630696223,2025-04-18,True,Retired
DEV0000917,CUST00003795,Wearable,Oneplus,Model-50,764021040184545,2025-12-19,True,Retired
DEV0000918,CUST00002510,Iot Router,Motorola,Model-59,964510281650375,2021-09-07,True,Active
DEV0000919,CUST00002720,Hotspot,Nokia,Model-75,215920633651953,2021-07-22,True,Active
DEV0000920,CUST00001307,Smartphone,Nokia,Model-78,471364197059907,2024-11-13,True,Active
DEV0000921,CUST00000466,Tablet,Nokia,Model-26,355662978293436,2024-08-15,True,Active
DEV0000922,CUST00002229,Wearable,Oneplus,Model-98,389524035281863,2025-10-16,True,Retired
DEV0000923,CUST00002460,Iot Router,Nokia,Model-34,398941510758059,2022-10-19,True,Active
DEV0000924,CUST00003740,Hotspot,Motorola,Model-57,394123704834705,2025-12-15,True,Suspended
DEV0000925,CUST00002764,Iot Router,Google,Model-90,392941651128873,2026-02-19,True,Suspended
DEV0000926,CUST00000445,Wearable,Apple,Model-42,246396945002447,2022-04-26,True,Suspended
DEV0000927,CUST00001077,Iot Router,Nokia,Model-11,334846145124215,2023-05-24,True,Retired
DEV0000928,CUST00004431,Wearable,Samsung,Model-38,738209470929350,2020-05-30,False,Suspended
DEV0000929,CUST00000177,Wearable,Nokia,Model-77,475065313074940,2022-08-25,True,Active
DEV0000930,CUST00002130,Iot Router,Samsung,Model-34,111513238536730,2021-04-02,True,Suspended
DEV0000931,CUST00004340,Tablet,Apple,Model-68,720844730094340,2025-08-24,True,Active
DEV0000932,CUST00003656,Wearable,Google,Model-27,557929040371914,2026-02-28,True,Suspended
DEV0000933,CUST00003982,Hotspot,Nokia,Model-55,781321135375150,2020-08-29,False,Active
DEV0000934,CUST00003329,Iot Router,Nokia,Model-43,741639166984118,2022-06-17,True,Active
DEV0000935,CUST00003256,Smartphone,Nokia,Model-81,138853941661382,2020-10-15,True,Retired
DEV0000936,CUST00003673,Wearable,Samsung,Model-24,183679880461569,2024-01-11,False,Retired
DEV0000937,CUST00004236,Hotspot,Apple,Model-43,275716131915654,2021-04-16,True,Retired
DEV0000938,CUST00000376,Wearable,Nokia,Model-51,907012691200769,2026-01-14,True,Active
DEV0000939,CUST00003538,Iot Router,Samsung,Model-47,272180308478369,2021-06-29,True,Active
DEV0000940,CUST00003201,Smartphone,Google,Model-53,149712016042203,2020-11-05,True,Suspended
DEV0000941,CUST00004098,Hotspot,Nokia,Model-11,610600066325334,2025-03-01,True,Active
DEV0000942,CUST00004433,Tablet,Google,Model-41,496521619087562,2022-09-15,True,Active
DEV0000943,CUST00004193,Iot Router,Google,Model-33,551995905110963,2021-03-10,True,Suspended
DEV0000944,CUST00001900,Tablet,Nokia,Model-30,963278560668081,2021-02-09,False,Suspended
DEV0000945,CUST00002824,Hotspot,Apple,Model-35,249394799559862,2024-06-28,False,Active
DEV0000946,CUST00001304,Wearable,Google,Model-71,831042263029660,2020-08-29,True,Active
DEV0000947,CUST00000188,Smartphone,Oneplus,Model-50,437617505624086,2026-01-28,True,Active
DEV0000948,CUST00001587,Iot Router,Google,Model-84,114893350600017,2024-02-19,True,Suspended
DEV0000949,CUST00000202,Iot Router,Oneplus,Model-58,160124408276472,2020-05-31,True,Retired
DEV0000950,CUST00003670,Iot Router,Nokia,Model-61,623289444419517,2021-05-26,True,Active
DEV0000951,CUST00001228,Hotspot,Nokia,Model-57,435978874976777,2022-10-30,True,Active
DEV0000952,CUST00004297,Iot Router,Oneplus,Model-45,829441697269679,2025-10-19,True,Suspended
DEV0000953,CUST00002372,Tablet,Nokia,Model-98,892719440567818,2020-03-09,True,Active
DEV0000954,CUST00001349,Tablet,Google,Model-51,605939283057515,2024-12-27,True,Suspended
DEV0000955,CUST00002185,Tablet,Samsung,Model-29,384006704671182,2023-04-18,True,Suspended
